context: Did you draw these, Shippo? You're very good. response:	Oh, what a cute cat!
context: I thought he'd listen to you at least, Kagome.\I can't blame Inuyasha... since Koga is attacking him.\There's no choice but to stop him with a duel.\Naraku is trying to make me fight Koga.\And he's watching us from somewhere.\Inside the mansion? I can smell Naraku!\Hey, pay attention!\Where are you looking?! response:	What'll we do? Shall we help him?
context: I can't blame Inuyasha... since Koga is attacking him.\There's no choice but to stop him with a duel.\Naraku is trying to make me fight Koga.\And he's watching us from somewhere.\Inside the mansion? I can smell Naraku!\Hey, pay attention!\Where are you looking?!\What'll we do? Shall we help him? response:	Inuyasha was looking for Naraku, the one who laid the trap.
context: There's no choice but to stop him with a duel.\Naraku is trying to make me fight Koga.\And he's watching us from somewhere.\Inside the mansion? I can smell Naraku!\Hey, pay attention!\Where are you looking?!\What'll we do? Shall we help him?\Inuyasha was looking for Naraku, the one who laid the trap. response:	Then is he... inside the mansion?
context: Naraku is trying to make me fight Koga.\And he's watching us from somewhere.\Inside the mansion? I can smell Naraku!\Hey, pay attention!\Where are you looking?!\What'll we do? Shall we help him?\Inuyasha was looking for Naraku, the one who laid the trap.\Then is he... inside the mansion? response:	Charging into the enemy's trap is not a smart strategy, but...
context: And he's watching us from somewhere.\Inside the mansion? I can smell Naraku!\Hey, pay attention!\Where are you looking?!\What'll we do? Shall we help him?\Inuyasha was looking for Naraku, the one who laid the trap.\Then is he... inside the mansion?\Charging into the enemy's trap is not a smart strategy, but... response:	But we have no choice do we?
context: Inside the mansion? I can smell Naraku!\Hey, pay attention!\Where are you looking?!\What'll we do? Shall we help him?\Inuyasha was looking for Naraku, the one who laid the trap.\Then is he... inside the mansion?\Charging into the enemy's trap is not a smart strategy, but...\But we have no choice do we? response:	Who are you? What're you doing here?!
context: Hey, pay attention!\Where are you looking?!\What'll we do? Shall we help him?\Inuyasha was looking for Naraku, the one who laid the trap.\Then is he... inside the mansion?\Charging into the enemy's trap is not a smart strategy, but...\But we have no choice do we?\Who are you? What're you doing here?! response:	My name?
context: Where are you looking?!\What'll we do? Shall we help him?\Inuyasha was looking for Naraku, the one who laid the trap.\Then is he... inside the mansion?\Charging into the enemy's trap is not a smart strategy, but...\But we have no choice do we?\Who are you? What're you doing here?!\My name? response:	I am Kagura.
context: What'll we do? Shall we help him?\Inuyasha was looking for Naraku, the one who laid the trap.\Then is he... inside the mansion?\Charging into the enemy's trap is not a smart strategy, but...\But we have no choice do we?\Who are you? What're you doing here?!\My name?\I am Kagura. response:	She's Sango... and you're Miroku, right?
context: Inuyasha was looking for Naraku, the one who laid the trap.\Then is he... inside the mansion?\Charging into the enemy's trap is not a smart strategy, but...\But we have no choice do we?\Who are you? What're you doing here?!\My name?\I am Kagura.\She's Sango... and you're Miroku, right? response:	Naraku's agent!
context: Then is he... inside the mansion?\Charging into the enemy's trap is not a smart strategy, but...\But we have no choice do we?\Who are you? What're you doing here?!\My name?\I am Kagura.\She's Sango... and you're Miroku, right?\Naraku's agent! response:	Tell us! Where is Naraku?!
context: Charging into the enemy's trap is not a smart strategy, but...\But we have no choice do we?\Who are you? What're you doing here?!\My name?\I am Kagura.\She's Sango... and you're Miroku, right?\Naraku's agent!\Tell us! Where is Naraku?! response:	He's not here.
context: But we have no choice do we?\Who are you? What're you doing here?!\My name?\I am Kagura.\She's Sango... and you're Miroku, right?\Naraku's agent!\Tell us! Where is Naraku?!\He's not here. response:	But he left something for you.
context: Who are you? What're you doing here?!\My name?\I am Kagura.\She's Sango... and you're Miroku, right?\Naraku's agent!\Tell us! Where is Naraku?!\He's not here.\But he left something for you. response:	He says this should keep you busy...
context: My name?\I am Kagura.\She's Sango... and you're Miroku, right?\Naraku's agent!\Tell us! Where is Naraku?!\He's not here.\But he left something for you.\He says this should keep you busy... response:	A demon puppet!
context: I am Kagura.\She's Sango... and you're Miroku, right?\Naraku's agent!\Tell us! Where is Naraku?!\He's not here.\But he left something for you.\He says this should keep you busy...\A demon puppet! response:	Now then... I'll go see what's going on outside.
context: She's Sango... and you're Miroku, right?\Naraku's agent!\Tell us! Where is Naraku?!\He's not here.\But he left something for you.\He says this should keep you busy...\A demon puppet!\Now then... I'll go see what's going on outside. response:	Koga and Inuyasha, huh?
context: Naraku's agent!\Tell us! Where is Naraku?!\He's not here.\But he left something for you.\He says this should keep you busy...\A demon puppet!\Now then... I'll go see what's going on outside.\Koga and Inuyasha, huh? response:	Not my types at all... so I don't care which one dies.
context: Tell us! Where is Naraku?!\He's not here.\But he left something for you.\He says this should keep you busy...\A demon puppet!\Now then... I'll go see what's going on outside.\Koga and Inuyasha, huh?\Not my types at all... so I don't care which one dies. response:	Koga and Inuyasha have begun their duel to the death!
context: He's not here.\But he left something for you.\He says this should keep you busy...\A demon puppet!\Now then... I'll go see what's going on outside.\Koga and Inuyasha, huh?\Not my types at all... so I don't care which one dies.\Koga and Inuyasha have begun their duel to the death! response:	Naraku's goal is the Sacred Jewel fragment.
context: But he left something for you.\He says this should keep you busy...\A demon puppet!\Now then... I'll go see what's going on outside.\Koga and Inuyasha, huh?\Not my types at all... so I don't care which one dies.\Koga and Inuyasha have begun their duel to the death!\Naraku's goal is the Sacred Jewel fragment. response:	To get the fragments in Koga's legs...
context: He says this should keep you busy...\A demon puppet!\Now then... I'll go see what's going on outside.\Koga and Inuyasha, huh?\Not my types at all... so I don't care which one dies.\Koga and Inuyasha have begun their duel to the death!\Naraku's goal is the Sacred Jewel fragment.\To get the fragments in Koga's legs... response:	rather than dirty his hands...
context: A demon puppet!\Now then... I'll go see what's going on outside.\Koga and Inuyasha, huh?\Not my types at all... so I don't care which one dies.\Koga and Inuyasha have begun their duel to the death!\Naraku's goal is the Sacred Jewel fragment.\To get the fragments in Koga's legs...\rather than dirty his hands... response:	Naraku is trying to use Inuyasha!
context: Now then... I'll go see what's going on outside.\Koga and Inuyasha, huh?\Not my types at all... so I don't care which one dies.\Koga and Inuyasha have begun their duel to the death!\Naraku's goal is the Sacred Jewel fragment.\To get the fragments in Koga's legs...\rather than dirty his hands...\Naraku is trying to use Inuyasha! response:	The Tetsusaiga has been repelled! Inuyasha's right arm is broken?
context: Koga and Inuyasha, huh?\Not my types at all... so I don't care which one dies.\Koga and Inuyasha have begun their duel to the death!\Naraku's goal is the Sacred Jewel fragment.\To get the fragments in Koga's legs...\rather than dirty his hands...\Naraku is trying to use Inuyasha!\The Tetsusaiga has been repelled! Inuyasha's right arm is broken? response:	Inuyasha faces one crisis after another...
context: Not my types at all... so I don't care which one dies.\Koga and Inuyasha have begun their duel to the death!\Naraku's goal is the Sacred Jewel fragment.\To get the fragments in Koga's legs...\rather than dirty his hands...\Naraku is trying to use Inuyasha!\The Tetsusaiga has been repelled! Inuyasha's right arm is broken?\Inuyasha faces one crisis after another... response:	but he will not lose to some female demon!
context: Koga and Inuyasha have begun their duel to the death!\Naraku's goal is the Sacred Jewel fragment.\To get the fragments in Koga's legs...\rather than dirty his hands...\Naraku is trying to use Inuyasha!\The Tetsusaiga has been repelled! Inuyasha's right arm is broken?\Inuyasha faces one crisis after another...\but he will not lose to some female demon! response:	The Deadly Trap of Kagura, the Wind Sorceress!
context: Naraku's goal is the Sacred Jewel fragment.\To get the fragments in Koga's legs...\rather than dirty his hands...\Naraku is trying to use Inuyasha!\The Tetsusaiga has been repelled! Inuyasha's right arm is broken?\Inuyasha faces one crisis after another...\but he will not lose to some female demon!\The Deadly Trap of Kagura, the Wind Sorceress! response:	Don't miss it!
