context: So that's what it was. I've solved it! I've solved it! response:	I must be really tired.
context: Manager, I need to ask you for a favor.\On the grounds of preserving public order, please grant us permission to enter the embassy.\What?\At this rate, we won't be able to rescue the survivors, and we'll lose our lead on the suspects!\Understood. Give me five minutes.\It's just as you heard.\Do you have the permission of the Chief Cabinet Secretary?\Yes, as long as foreign relations with the U.S. are not compromised in the process. response:	From a diplomatic perspective, you have a justifiable case.
context: On the grounds of preserving public order, please grant us permission to enter the embassy.\What?\At this rate, we won't be able to rescue the survivors, and we'll lose our lead on the suspects!\Understood. Give me five minutes.\It's just as you heard.\Do you have the permission of the Chief Cabinet Secretary?\Yes, as long as foreign relations with the U.S. are not compromised in the process.\From a diplomatic perspective, you have a justifiable case. response:	I can address the details to a friend in the U.S. in order to ward off the hawks.
context: What?\At this rate, we won't be able to rescue the survivors, and we'll lose our lead on the suspects!\Understood. Give me five minutes.\It's just as you heard.\Do you have the permission of the Chief Cabinet Secretary?\Yes, as long as foreign relations with the U.S. are not compromised in the process.\From a diplomatic perspective, you have a justifiable case.\I can address the details to a friend in the U.S. in order to ward off the hawks. response:	In that case...
context: At this rate, we won't be able to rescue the survivors, and we'll lose our lead on the suspects!\Understood. Give me five minutes.\It's just as you heard.\Do you have the permission of the Chief Cabinet Secretary?\Yes, as long as foreign relations with the U.S. are not compromised in the process.\From a diplomatic perspective, you have a justifiable case.\I can address the details to a friend in the U.S. in order to ward off the hawks.\In that case... response:	Yes, we'll move onto the next scenario.
context: Understood. Give me five minutes.\It's just as you heard.\Do you have the permission of the Chief Cabinet Secretary?\Yes, as long as foreign relations with the U.S. are not compromised in the process.\From a diplomatic perspective, you have a justifiable case.\I can address the details to a friend in the U.S. in order to ward off the hawks.\In that case...\Yes, we'll move onto the next scenario. response:	Transport the wounded to the paramedics at once!
context: It's just as you heard.\Do you have the permission of the Chief Cabinet Secretary?\Yes, as long as foreign relations with the U.S. are not compromised in the process.\From a diplomatic perspective, you have a justifiable case.\I can address the details to a friend in the U.S. in order to ward off the hawks.\In that case...\Yes, we'll move onto the next scenario.\Transport the wounded to the paramedics at once! response:	Why are people so self-absorbed in these kinds of situations?
context: Do you have the permission of the Chief Cabinet Secretary?\Yes, as long as foreign relations with the U.S. are not compromised in the process.\From a diplomatic perspective, you have a justifiable case.\I can address the details to a friend in the U.S. in order to ward off the hawks.\In that case...\Yes, we'll move onto the next scenario.\Transport the wounded to the paramedics at once!\Why are people so self-absorbed in these kinds of situations? response:	What's he trying to do?
context: Yes, as long as foreign relations with the U.S. are not compromised in the process.\From a diplomatic perspective, you have a justifiable case.\I can address the details to a friend in the U.S. in order to ward off the hawks.\In that case...\Yes, we'll move onto the next scenario.\Transport the wounded to the paramedics at once!\Why are people so self-absorbed in these kinds of situations?\What's he trying to do? response:	Damn.
context: From a diplomatic perspective, you have a justifiable case.\I can address the details to a friend in the U.S. in order to ward off the hawks.\In that case...\Yes, we'll move onto the next scenario.\Transport the wounded to the paramedics at once!\Why are people so self-absorbed in these kinds of situations?\What's he trying to do?\Damn. response:	Orders to abandon the professor and engage in a fight weren't issued, if I recall.
context: I can address the details to a friend in the U.S. in order to ward off the hawks.\In that case...\Yes, we'll move onto the next scenario.\Transport the wounded to the paramedics at once!\Why are people so self-absorbed in these kinds of situations?\What's he trying to do?\Damn.\Orders to abandon the professor and engage in a fight weren't issued, if I recall. response:	Is that him?
context: In that case...\Yes, we'll move onto the next scenario.\Transport the wounded to the paramedics at once!\Why are people so self-absorbed in these kinds of situations?\What's he trying to do?\Damn.\Orders to abandon the professor and engage in a fight weren't issued, if I recall.\Is that him? response:	The man Amber has coveted after.
context: Yes, we'll move onto the next scenario.\Transport the wounded to the paramedics at once!\Why are people so self-absorbed in these kinds of situations?\What's he trying to do?\Damn.\Orders to abandon the professor and engage in a fight weren't issued, if I recall.\Is that him?\The man Amber has coveted after. response:	It is, unfortunately.
context: Transport the wounded to the paramedics at once!\Why are people so self-absorbed in these kinds of situations?\What's he trying to do?\Damn.\Orders to abandon the professor and engage in a fight weren't issued, if I recall.\Is that him?\The man Amber has coveted after.\It is, unfortunately. response:	All the more reason to call a truce, if that's the case.
context: Why are people so self-absorbed in these kinds of situations?\What's he trying to do?\Damn.\Orders to abandon the professor and engage in a fight weren't issued, if I recall.\Is that him?\The man Amber has coveted after.\It is, unfortunately.\All the more reason to call a truce, if that's the case. response:	See you later, Black Grim Reaper.
context: What's he trying to do?\Damn.\Orders to abandon the professor and engage in a fight weren't issued, if I recall.\Is that him?\The man Amber has coveted after.\It is, unfortunately.\All the more reason to call a truce, if that's the case.\See you later, Black Grim Reaper. response:	You're the one who abducted the professor after all.
context: Damn.\Orders to abandon the professor and engage in a fight weren't issued, if I recall.\Is that him?\The man Amber has coveted after.\It is, unfortunately.\All the more reason to call a truce, if that's the case.\See you later, Black Grim Reaper.\You're the one who abducted the professor after all. response:	It's been a while, November 11.
context: Orders to abandon the professor and engage in a fight weren't issued, if I recall.\Is that him?\The man Amber has coveted after.\It is, unfortunately.\All the more reason to call a truce, if that's the case.\See you later, Black Grim Reaper.\You're the one who abducted the professor after all.\It's been a while, November 11. response:	I'd like to meet February.
context: Is that him?\The man Amber has coveted after.\It is, unfortunately.\All the more reason to call a truce, if that's the case.\See you later, Black Grim Reaper.\You're the one who abducted the professor after all.\It's been a while, November 11.\I'd like to meet February. response:	Of course.
context: The man Amber has coveted after.\It is, unfortunately.\All the more reason to call a truce, if that's the case.\See you later, Black Grim Reaper.\You're the one who abducted the professor after all.\It's been a while, November 11.\I'd like to meet February.\Of course. response:	She would like to meet you as well.
context: It is, unfortunately.\All the more reason to call a truce, if that's the case.\See you later, Black Grim Reaper.\You're the one who abducted the professor after all.\It's been a while, November 11.\I'd like to meet February.\Of course.\She would like to meet you as well. response:	Drop the gun and place your hands behind your head!
context: All the more reason to call a truce, if that's the case.\See you later, Black Grim Reaper.\You're the one who abducted the professor after all.\It's been a while, November 11.\I'd like to meet February.\Of course.\She would like to meet you as well.\Drop the gun and place your hands behind your head! response:	I'm Lieutenant Kirihara from the Intelligence Department, Division of Foreign Affairs, Section Four.
context: See you later, Black Grim Reaper.\You're the one who abducted the professor after all.\It's been a while, November 11.\I'd like to meet February.\Of course.\She would like to meet you as well.\Drop the gun and place your hands behind your head!\I'm Lieutenant Kirihara from the Intelligence Department, Division of Foreign Affairs, Section Four. response:	Who are you people?
context: You're the one who abducted the professor after all.\It's been a while, November 11.\I'd like to meet February.\Of course.\She would like to meet you as well.\Drop the gun and place your hands behind your head!\I'm Lieutenant Kirihara from the Intelligence Department, Division of Foreign Affairs, Section Four.\Who are you people? response:	We're from PANDORA.
context: It's been a while, November 11.\I'd like to meet February.\Of course.\She would like to meet you as well.\Drop the gun and place your hands behind your head!\I'm Lieutenant Kirihara from the Intelligence Department, Division of Foreign Affairs, Section Four.\Who are you people?\We're from PANDORA. response:	PANDORA?
context: I'd like to meet February.\Of course.\She would like to meet you as well.\Drop the gun and place your hands behind your head!\I'm Lieutenant Kirihara from the Intelligence Department, Division of Foreign Affairs, Section Four.\Who are you people?\We're from PANDORA.\PANDORA? response:	Don't move!
context: Of course.\She would like to meet you as well.\Drop the gun and place your hands behind your head!\I'm Lieutenant Kirihara from the Intelligence Department, Division of Foreign Affairs, Section Four.\Who are you people?\We're from PANDORA.\PANDORA?\Don't move! response:	Don't move!
context: She would like to meet you as well.\Drop the gun and place your hands behind your head!\I'm Lieutenant Kirihara from the Intelligence Department, Division of Foreign Affairs, Section Four.\Who are you people?\We're from PANDORA.\PANDORA?\Don't move!\Don't move! response:	Hei's late.
context: Drop the gun and place your hands behind your head!\I'm Lieutenant Kirihara from the Intelligence Department, Division of Foreign Affairs, Section Four.\Who are you people?\We're from PANDORA.\PANDORA?\Don't move!\Don't move!\Hei's late. response:	Can you talk, kitty cat?
context: I'm Lieutenant Kirihara from the Intelligence Department, Division of Foreign Affairs, Section Four.\Who are you people?\We're from PANDORA.\PANDORA?\Don't move!\Don't move!\Hei's late.\Can you talk, kitty cat? response:	The strange, white-haired man talked about the principles of the world
context: Who are you people?\We're from PANDORA.\PANDORA?\Don't move!\Don't move!\Hei's late.\Can you talk, kitty cat?\The strange, white-haired man talked about the principles of the world response:	to the strange people who were around him.
context: We're from PANDORA.\PANDORA?\Don't move!\Don't move!\Hei's late.\Can you talk, kitty cat?\The strange, white-haired man talked about the principles of the world\to the strange people who were around him. response:	People dressed as beasts,
context: PANDORA?\Don't move!\Don't move!\Hei's late.\Can you talk, kitty cat?\The strange, white-haired man talked about the principles of the world\to the strange people who were around him.\People dressed as beasts, response:	people who predicted the future,
context: Don't move!\Don't move!\Hei's late.\Can you talk, kitty cat?\The strange, white-haired man talked about the principles of the world\to the strange people who were around him.\People dressed as beasts,\people who predicted the future, response:	people who received the death sentence.
context: Don't move!\Hei's late.\Can you talk, kitty cat?\The strange, white-haired man talked about the principles of the world\to the strange people who were around him.\People dressed as beasts,\people who predicted the future,\people who received the death sentence. response:	Fate is an inevitability,
context: Hei's late.\Can you talk, kitty cat?\The strange, white-haired man talked about the principles of the world\to the strange people who were around him.\People dressed as beasts,\people who predicted the future,\people who received the death sentence.\Fate is an inevitability, response:	but resisting it is one way of life.
context: Can you talk, kitty cat?\The strange, white-haired man talked about the principles of the world\to the strange people who were around him.\People dressed as beasts,\people who predicted the future,\people who received the death sentence.\Fate is an inevitability,\but resisting it is one way of life. response:	Episode Twenty-Two City Under Crackdown, Moist with Tears... (Part Two)
context: The strange, white-haired man talked about the principles of the world\to the strange people who were around him.\People dressed as beasts,\people who predicted the future,\people who received the death sentence.\Fate is an inevitability,\but resisting it is one way of life.\Episode Twenty-Two City Under Crackdown, Moist with Tears... (Part Two) response:	The purple haze lingers.
