context: Intro response:	Oh man, what have I done?
context: That's really too bad.\I thought you could get along with Emi, and I had high hopes for you,\but in the end, you're no different from Olba, huh?\You may dress it up in pretty words,\but you don't care what you have to destroy for power, do you?\No!\If the end justifies any means,\then how exactly are you lot any different from us demons? response:	Shut up!
context: I thought you could get along with Emi, and I had high hopes for you,\but in the end, you're no different from Olba, huh?\You may dress it up in pretty words,\but you don't care what you have to destroy for power, do you?\No!\If the end justifies any means,\then how exactly are you lot any different from us demons?\Shut up! response:	You went to Fushima Park with them. You helped with the flea market.
context: but in the end, you're no different from Olba, huh?\You may dress it up in pretty words,\but you don't care what you have to destroy for power, do you?\No!\If the end justifies any means,\then how exactly are you lot any different from us demons?\Shut up!\You went to Fushima Park with them. You helped with the flea market. response:	You'd finally gotten closer to Emi and Chiho, but you got them mixed up in this mess.
context: You may dress it up in pretty words,\but you don't care what you have to destroy for power, do you?\No!\If the end justifies any means,\then how exactly are you lot any different from us demons?\Shut up!\You went to Fushima Park with them. You helped with the flea market.\You'd finally gotten closer to Emi and Chiho, but you got them mixed up in this mess. response:	Are you not ashamed of yourself?
context: but you don't care what you have to destroy for power, do you?\No!\If the end justifies any means,\then how exactly are you lot any different from us demons?\Shut up!\You went to Fushima Park with them. You helped with the flea market.\You'd finally gotten closer to Emi and Chiho, but you got them mixed up in this mess.\Are you not ashamed of yourself? response:	Shut up!
context: No!\If the end justifies any means,\then how exactly are you lot any different from us demons?\Shut up!\You went to Fushima Park with them. You helped with the flea market.\You'd finally gotten closer to Emi and Chiho, but you got them mixed up in this mess.\Are you not ashamed of yourself?\Shut up! response:	No way...
context: If the end justifies any means,\then how exactly are you lot any different from us demons?\Shut up!\You went to Fushima Park with them. You helped with the flea market.\You'd finally gotten closer to Emi and Chiho, but you got them mixed up in this mess.\Are you not ashamed of yourself?\Shut up!\No way... response:	Wh-Why?
context: then how exactly are you lot any different from us demons?\Shut up!\You went to Fushima Park with them. You helped with the flea market.\You'd finally gotten closer to Emi and Chiho, but you got them mixed up in this mess.\Are you not ashamed of yourself?\Shut up!\No way...\Wh-Why? response:	I used up most of my powers to break through that barrier.
context: Shut up!\You went to Fushima Park with them. You helped with the flea market.\You'd finally gotten closer to Emi and Chiho, but you got them mixed up in this mess.\Are you not ashamed of yourself?\Shut up!\No way...\Wh-Why?\I used up most of my powers to break through that barrier. response:	What's wrong?
context: You went to Fushima Park with them. You helped with the flea market.\You'd finally gotten closer to Emi and Chiho, but you got them mixed up in this mess.\Are you not ashamed of yourself?\Shut up!\No way...\Wh-Why?\I used up most of my powers to break through that barrier.\What's wrong? response:	Not finishing me off?
context: You'd finally gotten closer to Emi and Chiho, but you got them mixed up in this mess.\Are you not ashamed of yourself?\Shut up!\No way...\Wh-Why?\I used up most of my powers to break through that barrier.\What's wrong?\Not finishing me off? response:	I'll be on my way, then.
context: Are you not ashamed of yourself?\Shut up!\No way...\Wh-Why?\I used up most of my powers to break through that barrier.\What's wrong?\Not finishing me off?\I'll be on my way, then. response:	Can't keep Chiho waiting.
context: Shut up!\No way...\Wh-Why?\I used up most of my powers to break through that barrier.\What's wrong?\Not finishing me off?\I'll be on my way, then.\Can't keep Chiho waiting. response:	It's futile.
context: No way...\Wh-Why?\I used up most of my powers to break through that barrier.\What's wrong?\Not finishing me off?\I'll be on my way, then.\Can't keep Chiho waiting.\It's futile. response:	He's not someone you can beat as you are now.
context: Wh-Why?\I used up most of my powers to break through that barrier.\What's wrong?\Not finishing me off?\I'll be on my way, then.\Can't keep Chiho waiting.\It's futile.\He's not someone you can beat as you are now. response:	What, you in cahoots with someone else?
context: I used up most of my powers to break through that barrier.\What's wrong?\Not finishing me off?\I'll be on my way, then.\Can't keep Chiho waiting.\It's futile.\He's not someone you can beat as you are now.\What, you in cahoots with someone else? response:	Lord Sariel, the Archangel.
context: What's wrong?\Not finishing me off?\I'll be on my way, then.\Can't keep Chiho waiting.\It's futile.\He's not someone you can beat as you are now.\What, you in cahoots with someone else?\Lord Sariel, the Archangel. response:	I see.
context: Not finishing me off?\I'll be on my way, then.\Can't keep Chiho waiting.\It's futile.\He's not someone you can beat as you are now.\What, you in cahoots with someone else?\Lord Sariel, the Archangel.\I see. response:	No wonder Emi couldn't beat him.
context: I'll be on my way, then.\Can't keep Chiho waiting.\It's futile.\He's not someone you can beat as you are now.\What, you in cahoots with someone else?\Lord Sariel, the Archangel.\I see.\No wonder Emi couldn't beat him. response:	He gets stronger the closer he is to the moon.
context: Can't keep Chiho waiting.\It's futile.\He's not someone you can beat as you are now.\What, you in cahoots with someone else?\Lord Sariel, the Archangel.\I see.\No wonder Emi couldn't beat him.\He gets stronger the closer he is to the moon. response:	You don't stand a one-in-a-million chance of beating him without your powers.
context: It's futile.\He's not someone you can beat as you are now.\What, you in cahoots with someone else?\Lord Sariel, the Archangel.\I see.\No wonder Emi couldn't beat him.\He gets stronger the closer he is to the moon.\You don't stand a one-in-a-million chance of beating him without your powers. response:	What do I do, then? Run away?
context: He's not someone you can beat as you are now.\What, you in cahoots with someone else?\Lord Sariel, the Archangel.\I see.\No wonder Emi couldn't beat him.\He gets stronger the closer he is to the moon.\You don't stand a one-in-a-million chance of beating him without your powers.\What do I do, then? Run away? response:	Why would you go that far?
context: What, you in cahoots with someone else?\Lord Sariel, the Archangel.\I see.\No wonder Emi couldn't beat him.\He gets stronger the closer he is to the moon.\You don't stand a one-in-a-million chance of beating him without your powers.\What do I do, then? Run away?\Why would you go that far? response:	Chiho's a colleague I should protect
context: Lord Sariel, the Archangel.\I see.\No wonder Emi couldn't beat him.\He gets stronger the closer he is to the moon.\You don't stand a one-in-a-million chance of beating him without your powers.\What do I do, then? Run away?\Why would you go that far?\Chiho's a colleague I should protect response:	and my precious employee.
context: I see.\No wonder Emi couldn't beat him.\He gets stronger the closer he is to the moon.\You don't stand a one-in-a-million chance of beating him without your powers.\What do I do, then? Run away?\Why would you go that far?\Chiho's a colleague I should protect\and my precious employee. response:	I'm not shameless enough to abandon my employees and run away.
context: No wonder Emi couldn't beat him.\He gets stronger the closer he is to the moon.\You don't stand a one-in-a-million chance of beating him without your powers.\What do I do, then? Run away?\Why would you go that far?\Chiho's a colleague I should protect\and my precious employee.\I'm not shameless enough to abandon my employees and run away. response:	Besides, you're hoping for it too, aren't you?
context: He gets stronger the closer he is to the moon.\You don't stand a one-in-a-million chance of beating him without your powers.\What do I do, then? Run away?\Why would you go that far?\Chiho's a colleague I should protect\and my precious employee.\I'm not shameless enough to abandon my employees and run away.\Besides, you're hoping for it too, aren't you? response:	Hoping for what?
context: You don't stand a one-in-a-million chance of beating him without your powers.\What do I do, then? Run away?\Why would you go that far?\Chiho's a colleague I should protect\and my precious employee.\I'm not shameless enough to abandon my employees and run away.\Besides, you're hoping for it too, aren't you?\Hoping for what? response:	Hoping I beat Sariel.
context: What do I do, then? Run away?\Why would you go that far?\Chiho's a colleague I should protect\and my precious employee.\I'm not shameless enough to abandon my employees and run away.\Besides, you're hoping for it too, aren't you?\Hoping for what?\Hoping I beat Sariel. response:	Huh?
context: Why would you go that far?\Chiho's a colleague I should protect\and my precious employee.\I'm not shameless enough to abandon my employees and run away.\Besides, you're hoping for it too, aren't you?\Hoping for what?\Hoping I beat Sariel.\Huh? response:	That's why you didn't stop Chiho from calling me, right?
context: Chiho's a colleague I should protect\and my precious employee.\I'm not shameless enough to abandon my employees and run away.\Besides, you're hoping for it too, aren't you?\Hoping for what?\Hoping I beat Sariel.\Huh?\That's why you didn't stop Chiho from calling me, right? response:	Well, I don't really care either way.
context: and my precious employee.\I'm not shameless enough to abandon my employees and run away.\Besides, you're hoping for it too, aren't you?\Hoping for what?\Hoping I beat Sariel.\Huh?\That's why you didn't stop Chiho from calling me, right?\Well, I don't really care either way. response:	You're a demon. Why do you say such things?
context: I'm not shameless enough to abandon my employees and run away.\Besides, you're hoping for it too, aren't you?\Hoping for what?\Hoping I beat Sariel.\Huh?\That's why you didn't stop Chiho from calling me, right?\Well, I don't really care either way.\You're a demon. Why do you say such things? response:	Why are you the Overlord?
context: Besides, you're hoping for it too, aren't you?\Hoping for what?\Hoping I beat Sariel.\Huh?\That's why you didn't stop Chiho from calling me, right?\Well, I don't really care either way.\You're a demon. Why do you say such things?\Why are you the Overlord? response:	If the Overlord speaks to me that way...
context: Hoping for what?\Hoping I beat Sariel.\Huh?\That's why you didn't stop Chiho from calling me, right?\Well, I don't really care either way.\You're a demon. Why do you say such things?\Why are you the Overlord?\If the Overlord speaks to me that way... response:	I won't be able to stay shameless now, will I?
context: Hoping I beat Sariel.\Huh?\That's why you didn't stop Chiho from calling me, right?\Well, I don't really care either way.\You're a demon. Why do you say such things?\Why are you the Overlord?\If the Overlord speaks to me that way...\I won't be able to stay shameless now, will I? response:	What's Maou doing?
context: Huh?\That's why you didn't stop Chiho from calling me, right?\Well, I don't really care either way.\You're a demon. Why do you say such things?\Why are you the Overlord?\If the Overlord speaks to me that way...\I won't be able to stay shameless now, will I?\What's Maou doing? response:	He's definitely gotten mixed up in some trouble.
context: That's why you didn't stop Chiho from calling me, right?\Well, I don't really care either way.\You're a demon. Why do you say such things?\Why are you the Overlord?\If the Overlord speaks to me that way...\I won't be able to stay shameless now, will I?\What's Maou doing?\He's definitely gotten mixed up in some trouble. response:	What's he even doing at the Tokyo Government Office?
context: Well, I don't really care either way.\You're a demon. Why do you say such things?\Why are you the Overlord?\If the Overlord speaks to me that way...\I won't be able to stay shameless now, will I?\What's Maou doing?\He's definitely gotten mixed up in some trouble.\What's he even doing at the Tokyo Government Office? response:	Huh? Maou?
context: You're a demon. Why do you say such things?\Why are you the Overlord?\If the Overlord speaks to me that way...\I won't be able to stay shameless now, will I?\What's Maou doing?\He's definitely gotten mixed up in some trouble.\What's he even doing at the Tokyo Government Office?\Huh? Maou? response:	Did he abandon Emilia and come back home?
context: Why are you the Overlord?\If the Overlord speaks to me that way...\I won't be able to stay shameless now, will I?\What's Maou doing?\He's definitely gotten mixed up in some trouble.\What's he even doing at the Tokyo Government Office?\Huh? Maou?\Did he abandon Emilia and come back home? response:	How'd it go?
context: If the Overlord speaks to me that way...\I won't be able to stay shameless now, will I?\What's Maou doing?\He's definitely gotten mixed up in some trouble.\What's he even doing at the Tokyo Government Office?\Huh? Maou?\Did he abandon Emilia and come back home?\How'd it go? response:	Did you have any problem
context: I won't be able to stay shameless now, will I?\What's Maou doing?\He's definitely gotten mixed up in some trouble.\What's he even doing at the Tokyo Government Office?\Huh? Maou?\Did he abandon Emilia and come back home?\How'd it go?\Did you have any problem response:	Olba!
context: What's Maou doing?\He's definitely gotten mixed up in some trouble.\What's he even doing at the Tokyo Government Office?\Huh? Maou?\Did he abandon Emilia and come back home?\How'd it go?\Did you have any problem\Olba! response:	Long time no see, Lucifer.
context: He's definitely gotten mixed up in some trouble.\What's he even doing at the Tokyo Government Office?\Huh? Maou?\Did he abandon Emilia and come back home?\How'd it go?\Did you have any problem\Olba!\Long time no see, Lucifer. response:	So, you managed to escape.
context: What's he even doing at the Tokyo Government Office?\Huh? Maou?\Did he abandon Emilia and come back home?\How'd it go?\Did you have any problem\Olba!\Long time no see, Lucifer.\So, you managed to escape. response:	You look well.
context: Huh? Maou?\Did he abandon Emilia and come back home?\How'd it go?\Did you have any problem\Olba!\Long time no see, Lucifer.\So, you managed to escape.\You look well. response:	Well, yeah.
context: Did he abandon Emilia and come back home?\How'd it go?\Did you have any problem\Olba!\Long time no see, Lucifer.\So, you managed to escape.\You look well.\Well, yeah. response:	Nice life you're leading there.
context: How'd it go?\Did you have any problem\Olba!\Long time no see, Lucifer.\So, you managed to escape.\You look well.\Well, yeah.\Nice life you're leading there. response:	Well, yeah.
context: Did you have any problem\Olba!\Long time no see, Lucifer.\So, you managed to escape.\You look well.\Well, yeah.\Nice life you're leading there.\Well, yeah. response:	Do you wish to return to the heavens?
context: Olba!\Long time no see, Lucifer.\So, you managed to escape.\You look well.\Well, yeah.\Nice life you're leading there.\Well, yeah.\Do you wish to return to the heavens? response:	Join me once more.
context: Long time no see, Lucifer.\So, you managed to escape.\You look well.\Well, yeah.\Nice life you're leading there.\Well, yeah.\Do you wish to return to the heavens?\Join me once more. response:	I'll grant that wish of yours.
context: So, you managed to escape.\You look well.\Well, yeah.\Nice life you're leading there.\Well, yeah.\Do you wish to return to the heavens?\Join me once more.\I'll grant that wish of yours. response:	Overlord at Work
context: You look well.\Well, yeah.\Nice life you're leading there.\Well, yeah.\Do you wish to return to the heavens?\Join me once more.\I'll grant that wish of yours.\Overlord at Work response:	Overlord at Work
context: Well, yeah.\Nice life you're leading there.\Well, yeah.\Do you wish to return to the heavens?\Join me once more.\I'll grant that wish of yours.\Overlord at Work\Overlord at Work response:	Part B
context: Nice life you're leading there.\Well, yeah.\Do you wish to return to the heavens?\Join me once more.\I'll grant that wish of yours.\Overlord at Work\Overlord at Work\Part B response:	If I can't retrieve the sacred sword even after doing all this,
context: Well, yeah.\Do you wish to return to the heavens?\Join me once more.\I'll grant that wish of yours.\Overlord at Work\Overlord at Work\Part B\If I can't retrieve the sacred sword even after doing all this, response:	I guess I have no choice but to extract it directly from inside you.
context: Do you wish to return to the heavens?\Join me once more.\I'll grant that wish of yours.\Overlord at Work\Overlord at Work\Part B\If I can't retrieve the sacred sword even after doing all this,\I guess I have no choice but to extract it directly from inside you. response:	Directly?
context: Join me once more.\I'll grant that wish of yours.\Overlord at Work\Overlord at Work\Part B\If I can't retrieve the sacred sword even after doing all this,\I guess I have no choice but to extract it directly from inside you.\Directly? response:	H-Hey! What are you going to do?!
context: I'll grant that wish of yours.\Overlord at Work\Overlord at Work\Part B\If I can't retrieve the sacred sword even after doing all this,\I guess I have no choice but to extract it directly from inside you.\Directly?\H-Hey! What are you going to do?! response:	I'll take it directly from your body.
context: Overlord at Work\Overlord at Work\Part B\If I can't retrieve the sacred sword even after doing all this,\I guess I have no choice but to extract it directly from inside you.\Directly?\H-Hey! What are you going to do?!\I'll take it directly from your body. response:	No! Don't!
context: Overlord at Work\Part B\If I can't retrieve the sacred sword even after doing all this,\I guess I have no choice but to extract it directly from inside you.\Directly?\H-Hey! What are you going to do?!\I'll take it directly from your body.\No! Don't! response:	I'm going to collect the heavenly silver that the sacred sword, Better Half, is made of.
context: Part B\If I can't retrieve the sacred sword even after doing all this,\I guess I have no choice but to extract it directly from inside you.\Directly?\H-Hey! What are you going to do?!\I'll take it directly from your body.\No! Don't!\I'm going to collect the heavenly silver that the sacred sword, Better Half, is made of. response:	What do you think you're doing to Yusa?!
context: If I can't retrieve the sacred sword even after doing all this,\I guess I have no choice but to extract it directly from inside you.\Directly?\H-Hey! What are you going to do?!\I'll take it directly from your body.\No! Don't!\I'm going to collect the heavenly silver that the sacred sword, Better Half, is made of.\What do you think you're doing to Yusa?! response:	You pervert!
context: I guess I have no choice but to extract it directly from inside you.\Directly?\H-Hey! What are you going to do?!\I'll take it directly from your body.\No! Don't!\I'm going to collect the heavenly silver that the sacred sword, Better Half, is made of.\What do you think you're doing to Yusa?!\You pervert! response:	Pervert? Rude.
context: Directly?\H-Hey! What are you going to do?!\I'll take it directly from your body.\No! Don't!\I'm going to collect the heavenly silver that the sacred sword, Better Half, is made of.\What do you think you're doing to Yusa?!\You pervert!\Pervert? Rude. response:	In the first place, I'm not interested in modest women like her.
context: H-Hey! What are you going to do?!\I'll take it directly from your body.\No! Don't!\I'm going to collect the heavenly silver that the sacred sword, Better Half, is made of.\What do you think you're doing to Yusa?!\You pervert!\Pervert? Rude.\In the first place, I'm not interested in modest women like her. response:	You're dead. You're so dead.
context: I'll take it directly from your body.\No! Don't!\I'm going to collect the heavenly silver that the sacred sword, Better Half, is made of.\What do you think you're doing to Yusa?!\You pervert!\Pervert? Rude.\In the first place, I'm not interested in modest women like her.\You're dead. You're so dead. response:	One could say you're more my type, actually.
context: No! Don't!\I'm going to collect the heavenly silver that the sacred sword, Better Half, is made of.\What do you think you're doing to Yusa?!\You pervert!\Pervert? Rude.\In the first place, I'm not interested in modest women like her.\You're dead. You're so dead.\One could say you're more my type, actually. response:	I'll examine your entire body later, too. Every nook and cranny of it.
context: I'm going to collect the heavenly silver that the sacred sword, Better Half, is made of.\What do you think you're doing to Yusa?!\You pervert!\Pervert? Rude.\In the first place, I'm not interested in modest women like her.\You're dead. You're so dead.\One could say you're more my type, actually.\I'll examine your entire body later, too. Every nook and cranny of it. response:	You're a fucking hopeless sleazebag!
context: What do you think you're doing to Yusa?!\You pervert!\Pervert? Rude.\In the first place, I'm not interested in modest women like her.\You're dead. You're so dead.\One could say you're more my type, actually.\I'll examine your entire body later, too. Every nook and cranny of it.\You're a fucking hopeless sleazebag! response:	Molester!
context: You pervert!\Pervert? Rude.\In the first place, I'm not interested in modest women like her.\You're dead. You're so dead.\One could say you're more my type, actually.\I'll examine your entire body later, too. Every nook and cranny of it.\You're a fucking hopeless sleazebag!\Molester! response:	Scumbag!
context: Pervert? Rude.\In the first place, I'm not interested in modest women like her.\You're dead. You're so dead.\One could say you're more my type, actually.\I'll examine your entire body later, too. Every nook and cranny of it.\You're a fucking hopeless sleazebag!\Molester!\Scumbag! response:	Deviant!
context: In the first place, I'm not interested in modest women like her.\You're dead. You're so dead.\One could say you're more my type, actually.\I'll examine your entire body later, too. Every nook and cranny of it.\You're a fucking hopeless sleazebag!\Molester!\Scumbag!\Deviant! response:	Damn Peeping Tom!
context: You're dead. You're so dead.\One could say you're more my type, actually.\I'll examine your entire body later, too. Every nook and cranny of it.\You're a fucking hopeless sleazebag!\Molester!\Scumbag!\Deviant!\Damn Peeping Tom! response:	Underwear thief!
context: One could say you're more my type, actually.\I'll examine your entire body later, too. Every nook and cranny of it.\You're a fucking hopeless sleazebag!\Molester!\Scumbag!\Deviant!\Damn Peeping Tom!\Underwear thief! response:	I haven't done that!
context: I'll examine your entire body later, too. Every nook and cranny of it.\You're a fucking hopeless sleazebag!\Molester!\Scumbag!\Deviant!\Damn Peeping Tom!\Underwear thief!\I haven't done that! response:	Knock it off!
context: You're a fucking hopeless sleazebag!\Molester!\Scumbag!\Deviant!\Damn Peeping Tom!\Underwear thief!\I haven't done that!\Knock it off! response:	Just you try laying a finger on Chiho.
context: Molester!\Scumbag!\Deviant!\Damn Peeping Tom!\Underwear thief!\I haven't done that!\Knock it off!\Just you try laying a finger on Chiho. response:	You'll regret it.
context: Scumbag!\Deviant!\Damn Peeping Tom!\Underwear thief!\I haven't done that!\Knock it off!\Just you try laying a finger on Chiho.\You'll regret it. response:	I appreciate that you're spirited,
context: Deviant!\Damn Peeping Tom!\Underwear thief!\I haven't done that!\Knock it off!\Just you try laying a finger on Chiho.\You'll regret it.\I appreciate that you're spirited, response:	but what can you do to stop me?
context: Damn Peeping Tom!\Underwear thief!\I haven't done that!\Knock it off!\Just you try laying a finger on Chiho.\You'll regret it.\I appreciate that you're spirited,\but what can you do to stop me? response:	I'm not talking about myself.
context: Underwear thief!\I haven't done that!\Knock it off!\Just you try laying a finger on Chiho.\You'll regret it.\I appreciate that you're spirited,\but what can you do to stop me?\I'm not talking about myself. response:	Maou won't let you get away if you did anything to her.
context: I haven't done that!\Knock it off!\Just you try laying a finger on Chiho.\You'll regret it.\I appreciate that you're spirited,\but what can you do to stop me?\I'm not talking about myself.\Maou won't let you get away if you did anything to her. response:	The Overlord, you say?
context: Knock it off!\Just you try laying a finger on Chiho.\You'll regret it.\I appreciate that you're spirited,\but what can you do to stop me?\I'm not talking about myself.\Maou won't let you get away if you did anything to her.\The Overlord, you say? response:	Hero Emilia's gonna rely on the Overlord to save her?
context: Just you try laying a finger on Chiho.\You'll regret it.\I appreciate that you're spirited,\but what can you do to stop me?\I'm not talking about myself.\Maou won't let you get away if you did anything to her.\The Overlord, you say?\Hero Emilia's gonna rely on the Overlord to save her? response:	It's not like that.
context: You'll regret it.\I appreciate that you're spirited,\but what can you do to stop me?\I'm not talking about myself.\Maou won't let you get away if you did anything to her.\The Overlord, you say?\Hero Emilia's gonna rely on the Overlord to save her?\It's not like that. response:	You set up shop opposite MgRonald's. Were you not aware?
context: I appreciate that you're spirited,\but what can you do to stop me?\I'm not talking about myself.\Maou won't let you get away if you did anything to her.\The Overlord, you say?\Hero Emilia's gonna rely on the Overlord to save her?\It's not like that.\You set up shop opposite MgRonald's. Were you not aware? response:	What do you mean?
context: but what can you do to stop me?\I'm not talking about myself.\Maou won't let you get away if you did anything to her.\The Overlord, you say?\Hero Emilia's gonna rely on the Overlord to save her?\It's not like that.\You set up shop opposite MgRonald's. Were you not aware?\What do you mean? response:	She's a MgRonald's employee,
context: I'm not talking about myself.\Maou won't let you get away if you did anything to her.\The Overlord, you say?\Hero Emilia's gonna rely on the Overlord to save her?\It's not like that.\You set up shop opposite MgRonald's. Were you not aware?\What do you mean?\She's a MgRonald's employee, response:	and Maou's the assistant manager.
context: Maou won't let you get away if you did anything to her.\The Overlord, you say?\Hero Emilia's gonna rely on the Overlord to save her?\It's not like that.\You set up shop opposite MgRonald's. Were you not aware?\What do you mean?\She's a MgRonald's employee,\and Maou's the assistant manager. response:	He's a shift supervisor.
context: The Overlord, you say?\Hero Emilia's gonna rely on the Overlord to save her?\It's not like that.\You set up shop opposite MgRonald's. Were you not aware?\What do you mean?\She's a MgRonald's employee,\and Maou's the assistant manager.\He's a shift supervisor. response:	It's a boss's job to protect his employees from danger.
context: Hero Emilia's gonna rely on the Overlord to save her?\It's not like that.\You set up shop opposite MgRonald's. Were you not aware?\What do you mean?\She's a MgRonald's employee,\and Maou's the assistant manager.\He's a shift supervisor.\It's a boss's job to protect his employees from danger. response:	Have you lost your mind, Emilia?
context: It's not like that.\You set up shop opposite MgRonald's. Were you not aware?\What do you mean?\She's a MgRonald's employee,\and Maou's the assistant manager.\He's a shift supervisor.\It's a boss's job to protect his employees from danger.\Have you lost your mind, Emilia? response:	Do you seriously think the Overlord's bound to how this world works?
context: You set up shop opposite MgRonald's. Were you not aware?\What do you mean?\She's a MgRonald's employee,\and Maou's the assistant manager.\He's a shift supervisor.\It's a boss's job to protect his employees from danger.\Have you lost your mind, Emilia?\Do you seriously think the Overlord's bound to how this world works? response:	Shit!
context: What do you mean?\She's a MgRonald's employee,\and Maou's the assistant manager.\He's a shift supervisor.\It's a boss's job to protect his employees from danger.\Have you lost your mind, Emilia?\Do you seriously think the Overlord's bound to how this world works?\Shit! response:	Why
context: She's a MgRonald's employee,\and Maou's the assistant manager.\He's a shift supervisor.\It's a boss's job to protect his employees from danger.\Have you lost your mind, Emilia?\Do you seriously think the Overlord's bound to how this world works?\Shit!\Why response:	is the elevator
context: and Maou's the assistant manager.\He's a shift supervisor.\It's a boss's job to protect his employees from danger.\Have you lost your mind, Emilia?\Do you seriously think the Overlord's bound to how this world works?\Shit!\Why\is the elevator response:	out
context: He's a shift supervisor.\It's a boss's job to protect his employees from danger.\Have you lost your mind, Emilia?\Do you seriously think the Overlord's bound to how this world works?\Shit!\Why\is the elevator\out response:	of order?!
context: It's a boss's job to protect his employees from danger.\Have you lost your mind, Emilia?\Do you seriously think the Overlord's bound to how this world works?\Shit!\Why\is the elevator\out\of order?! response:	He's not bound to it.
context: Have you lost your mind, Emilia?\Do you seriously think the Overlord's bound to how this world works?\Shit!\Why\is the elevator\out\of order?!\He's not bound to it. response:	He's going along with it out of his own free will.
context: Do you seriously think the Overlord's bound to how this world works?\Shit!\Why\is the elevator\out\of order?!\He's not bound to it.\He's going along with it out of his own free will. response:	That's the kind of man A-ranked employee of MgRonald's Hatagaya Station branch,
context: Shit!\Why\is the elevator\out\of order?!\He's not bound to it.\He's going along with it out of his own free will.\That's the kind of man A-ranked employee of MgRonald's Hatagaya Station branch, response:	and shift supervisor Maou Sadao is!
context: Why\is the elevator\out\of order?!\He's not bound to it.\He's going along with it out of his own free will.\That's the kind of man A-ranked employee of MgRonald's Hatagaya Station branch,\and shift supervisor Maou Sadao is! response:	An Overlord who has the trust of the Hero? Classic!
context: is the elevator\out\of order?!\He's not bound to it.\He's going along with it out of his own free will.\That's the kind of man A-ranked employee of MgRonald's Hatagaya Station branch,\and shift supervisor Maou Sadao is!\An Overlord who has the trust of the Hero? Classic! response:	Yo.
context: out\of order?!\He's not bound to it.\He's going along with it out of his own free will.\That's the kind of man A-ranked employee of MgRonald's Hatagaya Station branch,\and shift supervisor Maou Sadao is!\An Overlord who has the trust of the Hero? Classic!\Yo. response:	Maou!
context: of order?!\He's not bound to it.\He's going along with it out of his own free will.\That's the kind of man A-ranked employee of MgRonald's Hatagaya Station branch,\and shift supervisor Maou Sadao is!\An Overlord who has the trust of the Hero? Classic!\Yo.\Maou! response:	Sorry I kept you waiting, Chiho.
context: He's not bound to it.\He's going along with it out of his own free will.\That's the kind of man A-ranked employee of MgRonald's Hatagaya Station branch,\and shift supervisor Maou Sadao is!\An Overlord who has the trust of the Hero? Classic!\Yo.\Maou!\Sorry I kept you waiting, Chiho. response:	Maou?!
context: He's going along with it out of his own free will.\That's the kind of man A-ranked employee of MgRonald's Hatagaya Station branch,\and shift supervisor Maou Sadao is!\An Overlord who has the trust of the Hero? Classic!\Yo.\Maou!\Sorry I kept you waiting, Chiho.\Maou?! response:	Looks like Emi's in one piece, too.
context: That's the kind of man A-ranked employee of MgRonald's Hatagaya Station branch,\and shift supervisor Maou Sadao is!\An Overlord who has the trust of the Hero? Classic!\Yo.\Maou!\Sorry I kept you waiting, Chiho.\Maou?!\Looks like Emi's in one piece, too. response:	Don't come any closer! Eyes anywhere but here!
context: and shift supervisor Maou Sadao is!\An Overlord who has the trust of the Hero? Classic!\Yo.\Maou!\Sorry I kept you waiting, Chiho.\Maou?!\Looks like Emi's in one piece, too.\Don't come any closer! Eyes anywhere but here! response:	What the hell?!
context: An Overlord who has the trust of the Hero? Classic!\Yo.\Maou!\Sorry I kept you waiting, Chiho.\Maou?!\Looks like Emi's in one piece, too.\Don't come any closer! Eyes anywhere but here!\What the hell?! response:	Who'd've thought you'd really come to save them?
context: Yo.\Maou!\Sorry I kept you waiting, Chiho.\Maou?!\Looks like Emi's in one piece, too.\Don't come any closer! Eyes anywhere but here!\What the hell?!\Who'd've thought you'd really come to save them? response:	I didn't expect the perfume-wearing midget manager to have the Radiance of the Fallen's Heinous Eyes, either.
context: Maou!\Sorry I kept you waiting, Chiho.\Maou?!\Looks like Emi's in one piece, too.\Don't come any closer! Eyes anywhere but here!\What the hell?!\Who'd've thought you'd really come to save them?\I didn't expect the perfume-wearing midget manager to have the Radiance of the Fallen's Heinous Eyes, either. response:	I need to retrieve the sacred sword, you see.
context: Sorry I kept you waiting, Chiho.\Maou?!\Looks like Emi's in one piece, too.\Don't come any closer! Eyes anywhere but here!\What the hell?!\Who'd've thought you'd really come to save them?\I didn't expect the perfume-wearing midget manager to have the Radiance of the Fallen's Heinous Eyes, either.\I need to retrieve the sacred sword, you see. response:	Better Half is made out of the Heavenly Silver of Progress, which is Heaven's most prized asset.
context: Maou?!\Looks like Emi's in one piece, too.\Don't come any closer! Eyes anywhere but here!\What the hell?!\Who'd've thought you'd really come to save them?\I didn't expect the perfume-wearing midget manager to have the Radiance of the Fallen's Heinous Eyes, either.\I need to retrieve the sacred sword, you see.\Better Half is made out of the Heavenly Silver of Progress, which is Heaven's most prized asset. response:	We can't let the Hero hold on to it forever.
context: Looks like Emi's in one piece, too.\Don't come any closer! Eyes anywhere but here!\What the hell?!\Who'd've thought you'd really come to save them?\I didn't expect the perfume-wearing midget manager to have the Radiance of the Fallen's Heinous Eyes, either.\I need to retrieve the sacred sword, you see.\Better Half is made out of the Heavenly Silver of Progress, which is Heaven's most prized asset.\We can't let the Hero hold on to it forever. response:	Honestly, I don't care.
