context: Top o' the mornin' to ya!!! response:	Uwaaa...
context: Okay. Next is, Sakamachi Kinjirou.\This is really bad!\We're already teenagers, yet they still give us female nurses!\It's supposed to be a male doctor!\I will measure his chest.\Please allow me to measure his chest!\You should be fine if it's just me touching you for this short amount of time, right?\I will make this quick, so... response:	Sorry, Konoe.
context: This is really bad!\We're already teenagers, yet they still give us female nurses!\It's supposed to be a male doctor!\I will measure his chest.\Please allow me to measure his chest!\You should be fine if it's just me touching you for this short amount of time, right?\I will make this quick, so...\Sorry, Konoe. response:	I'm sorry too.
context: We're already teenagers, yet they still give us female nurses!\It's supposed to be a male doctor!\I will measure his chest.\Please allow me to measure his chest!\You should be fine if it's just me touching you for this short amount of time, right?\I will make this quick, so...\Sorry, Konoe.\I'm sorry too. response:	We made it through the vision and hearing tests.
context: It's supposed to be a male doctor!\I will measure his chest.\Please allow me to measure his chest!\You should be fine if it's just me touching you for this short amount of time, right?\I will make this quick, so...\Sorry, Konoe.\I'm sorry too.\We made it through the vision and hearing tests. response:	Next is...
context: I will measure his chest.\Please allow me to measure his chest!\You should be fine if it's just me touching you for this short amount of time, right?\I will make this quick, so...\Sorry, Konoe.\I'm sorry too.\We made it through the vision and hearing tests.\Next is... response:	Here, let me see your chest!
context: Please allow me to measure his chest!\You should be fine if it's just me touching you for this short amount of time, right?\I will make this quick, so...\Sorry, Konoe.\I'm sorry too.\We made it through the vision and hearing tests.\Next is...\Here, let me see your chest! response:	Why are you binding your chest?!
context: You should be fine if it's just me touching you for this short amount of time, right?\I will make this quick, so...\Sorry, Konoe.\I'm sorry too.\We made it through the vision and hearing tests.\Next is...\Here, let me see your chest!\Why are you binding your chest?! response:	Next is, Konoe Subaru!
context: I will make this quick, so...\Sorry, Konoe.\I'm sorry too.\We made it through the vision and hearing tests.\Next is...\Here, let me see your chest!\Why are you binding your chest?!\Next is, Konoe Subaru! response:	Here, let me see your chest...
context: Sorry, Konoe.\I'm sorry too.\We made it through the vision and hearing tests.\Next is...\Here, let me see your chest!\Why are you binding your chest?!\Next is, Konoe Subaru!\Here, let me see your chest... response:	I'll be Konoe's stethoscope!
context: I'm sorry too.\We made it through the vision and hearing tests.\Next is...\Here, let me see your chest!\Why are you binding your chest?!\Next is, Konoe Subaru!\Here, let me see your chest...\I'll be Konoe's stethoscope! response:	You don't have to go that far...
context: We made it through the vision and hearing tests.\Next is...\Here, let me see your chest!\Why are you binding your chest?!\Next is, Konoe Subaru!\Here, let me see your chest...\I'll be Konoe's stethoscope!\You don't have to go that far... response:	T-Then...
context: Next is...\Here, let me see your chest!\Why are you binding your chest?!\Next is, Konoe Subaru!\Here, let me see your chest...\I'll be Konoe's stethoscope!\You don't have to go that far...\T-Then... response:	How am I going to get us out of this situation...
context: Here, let me see your chest!\Why are you binding your chest?!\Next is, Konoe Subaru!\Here, let me see your chest...\I'll be Konoe's stethoscope!\You don't have to go that far...\T-Then...\How am I going to get us out of this situation... response:	I can't take this much longer!
context: Why are you binding your chest?!\Next is, Konoe Subaru!\Here, let me see your chest...\I'll be Konoe's stethoscope!\You don't have to go that far...\T-Then...\How am I going to get us out of this situation...\I can't take this much longer! response:	Konoe?
context: Next is, Konoe Subaru!\Here, let me see your chest...\I'll be Konoe's stethoscope!\You don't have to go that far...\T-Then...\How am I going to get us out of this situation...\I can't take this much longer!\Konoe? response:	Are you okay?
context: Here, let me see your chest...\I'll be Konoe's stethoscope!\You don't have to go that far...\T-Then...\How am I going to get us out of this situation...\I can't take this much longer!\Konoe?\Are you okay? response:	What happened to the physical?
context: I'll be Konoe's stethoscope!\You don't have to go that far...\T-Then...\How am I going to get us out of this situation...\I can't take this much longer!\Konoe?\Are you okay?\What happened to the physical? response:	Thanks to what you did back there, I was able to get away safely.
context: You don't have to go that far...\T-Then...\How am I going to get us out of this situation...\I can't take this much longer!\Konoe?\Are you okay?\What happened to the physical?\Thanks to what you did back there, I was able to get away safely. response:	I see.
context: T-Then...\How am I going to get us out of this situation...\I can't take this much longer!\Konoe?\Are you okay?\What happened to the physical?\Thanks to what you did back there, I was able to get away safely.\I see. response:	I'm beginning to regret not being able to handle it on my own.
context: How am I going to get us out of this situation...\I can't take this much longer!\Konoe?\Are you okay?\What happened to the physical?\Thanks to what you did back there, I was able to get away safely.\I see.\I'm beginning to regret not being able to handle it on my own. response:	Ojou-sama was overjoyed when she found out that we took the physical together.
context: I can't take this much longer!\Konoe?\Are you okay?\What happened to the physical?\Thanks to what you did back there, I was able to get away safely.\I see.\I'm beginning to regret not being able to handle it on my own.\Ojou-sama was overjoyed when she found out that we took the physical together. response:	There'll definitely be rumors about us now!
context: Konoe?\Are you okay?\What happened to the physical?\Thanks to what you did back there, I was able to get away safely.\I see.\I'm beginning to regret not being able to handle it on my own.\Ojou-sama was overjoyed when she found out that we took the physical together.\There'll definitely be rumors about us now! response:	Is it lunch right now?
context: Are you okay?\What happened to the physical?\Thanks to what you did back there, I was able to get away safely.\I see.\I'm beginning to regret not being able to handle it on my own.\Ojou-sama was overjoyed when she found out that we took the physical together.\There'll definitely be rumors about us now!\Is it lunch right now? response:	If it's alright with you, how about we eat together?
context: What happened to the physical?\Thanks to what you did back there, I was able to get away safely.\I see.\I'm beginning to regret not being able to handle it on my own.\Ojou-sama was overjoyed when she found out that we took the physical together.\There'll definitely be rumors about us now!\Is it lunch right now?\If it's alright with you, how about we eat together? response:	It's not like I want to eat with you or anything!
context: Thanks to what you did back there, I was able to get away safely.\I see.\I'm beginning to regret not being able to handle it on my own.\Ojou-sama was overjoyed when she found out that we took the physical together.\There'll definitely be rumors about us now!\Is it lunch right now?\If it's alright with you, how about we eat together?\It's not like I want to eat with you or anything! response:	I will treat you.
context: I see.\I'm beginning to regret not being able to handle it on my own.\Ojou-sama was overjoyed when she found out that we took the physical together.\There'll definitely be rumors about us now!\Is it lunch right now?\If it's alright with you, how about we eat together?\It's not like I want to eat with you or anything!\I will treat you. response:	I don't want to owe anyone any favors.
context: I'm beginning to regret not being able to handle it on my own.\Ojou-sama was overjoyed when she found out that we took the physical together.\There'll definitely be rumors about us now!\Is it lunch right now?\If it's alright with you, how about we eat together?\It's not like I want to eat with you or anything!\I will treat you.\I don't want to owe anyone any favors. response:	A chocolate cornet, a fried-noodle-bread sandwich,
context: Ojou-sama was overjoyed when she found out that we took the physical together.\There'll definitely be rumors about us now!\Is it lunch right now?\If it's alright with you, how about we eat together?\It's not like I want to eat with you or anything!\I will treat you.\I don't want to owe anyone any favors.\A chocolate cornet, a fried-noodle-bread sandwich, response:	And then some korokke bread.
context: There'll definitely be rumors about us now!\Is it lunch right now?\If it's alright with you, how about we eat together?\It's not like I want to eat with you or anything!\I will treat you.\I don't want to owe anyone any favors.\A chocolate cornet, a fried-noodle-bread sandwich,\And then some korokke bread. response:	Curry bread, fried pork and leeks...
context: Is it lunch right now?\If it's alright with you, how about we eat together?\It's not like I want to eat with you or anything!\I will treat you.\I don't want to owe anyone any favors.\A chocolate cornet, a fried-noodle-bread sandwich,\And then some korokke bread.\Curry bread, fried pork and leeks... response:	He laid his hands on Subaru!
context: If it's alright with you, how about we eat together?\It's not like I want to eat with you or anything!\I will treat you.\I don't want to owe anyone any favors.\A chocolate cornet, a fried-noodle-bread sandwich,\And then some korokke bread.\Curry bread, fried pork and leeks...\He laid his hands on Subaru! response:	That four-eyed bastard!
context: It's not like I want to eat with you or anything!\I will treat you.\I don't want to owe anyone any favors.\A chocolate cornet, a fried-noodle-bread sandwich,\And then some korokke bread.\Curry bread, fried pork and leeks...\He laid his hands on Subaru!\That four-eyed bastard! response:	I'll kill him!
context: I will treat you.\I don't want to owe anyone any favors.\A chocolate cornet, a fried-noodle-bread sandwich,\And then some korokke bread.\Curry bread, fried pork and leeks...\He laid his hands on Subaru!\That four-eyed bastard!\I'll kill him! response:	That bastard!
context: I don't want to owe anyone any favors.\A chocolate cornet, a fried-noodle-bread sandwich,\And then some korokke bread.\Curry bread, fried pork and leeks...\He laid his hands on Subaru!\That four-eyed bastard!\I'll kill him!\That bastard! response:	It seems as though you were grasping and hugging her during the physical.
context: A chocolate cornet, a fried-noodle-bread sandwich,\And then some korokke bread.\Curry bread, fried pork and leeks...\He laid his hands on Subaru!\That four-eyed bastard!\I'll kill him!\That bastard!\It seems as though you were grasping and hugging her during the physical. response:	Why does he get to play doctor with Subaru-sama?
context: And then some korokke bread.\Curry bread, fried pork and leeks...\He laid his hands on Subaru!\That four-eyed bastard!\I'll kill him!\That bastard!\It seems as though you were grasping and hugging her during the physical.\Why does he get to play doctor with Subaru-sama? response:	We'll kill you!
context: Curry bread, fried pork and leeks...\He laid his hands on Subaru!\That four-eyed bastard!\I'll kill him!\That bastard!\It seems as though you were grasping and hugging her during the physical.\Why does he get to play doctor with Subaru-sama?\We'll kill you! response:	Oi, hurry up and buy them!
context: He laid his hands on Subaru!\That four-eyed bastard!\I'll kill him!\That bastard!\It seems as though you were grasping and hugging her during the physical.\Why does he get to play doctor with Subaru-sama?\We'll kill you!\Oi, hurry up and buy them! response:	What are you doing?
context: That four-eyed bastard!\I'll kill him!\That bastard!\It seems as though you were grasping and hugging her during the physical.\Why does he get to play doctor with Subaru-sama?\We'll kill you!\Oi, hurry up and buy them!\What are you doing? response:	You should sit down.
context: I'll kill him!\That bastard!\It seems as though you were grasping and hugging her during the physical.\Why does he get to play doctor with Subaru-sama?\We'll kill you!\Oi, hurry up and buy them!\What are you doing?\You should sit down. response:	Okay...
context: That bastard!\It seems as though you were grasping and hugging her during the physical.\Why does he get to play doctor with Subaru-sama?\We'll kill you!\Oi, hurry up and buy them!\What are you doing?\You should sit down.\Okay... response:	Come to think of it, where's Suzutsuki?
context: It seems as though you were grasping and hugging her during the physical.\Why does he get to play doctor with Subaru-sama?\We'll kill you!\Oi, hurry up and buy them!\What are you doing?\You should sit down.\Okay...\Come to think of it, where's Suzutsuki? response:	Oi, don't ignore me.
context: Why does he get to play doctor with Subaru-sama?\We'll kill you!\Oi, hurry up and buy them!\What are you doing?\You should sit down.\Okay...\Come to think of it, where's Suzutsuki?\Oi, don't ignore me. response:	Do you usually eat with someone like this?
context: We'll kill you!\Oi, hurry up and buy them!\What are you doing?\You should sit down.\Okay...\Come to think of it, where's Suzutsuki?\Oi, don't ignore me.\Do you usually eat with someone like this? response:	Yes, with Kurose, I guess.
context: Oi, hurry up and buy them!\What are you doing?\You should sit down.\Okay...\Come to think of it, where's Suzutsuki?\Oi, don't ignore me.\Do you usually eat with someone like this?\Yes, with Kurose, I guess. response:	We've been friends ever since middle school.
context: What are you doing?\You should sit down.\Okay...\Come to think of it, where's Suzutsuki?\Oi, don't ignore me.\Do you usually eat with someone like this?\Yes, with Kurose, I guess.\We've been friends ever since middle school. response:	Since middle school, you say?
context: You should sit down.\Okay...\Come to think of it, where's Suzutsuki?\Oi, don't ignore me.\Do you usually eat with someone like this?\Yes, with Kurose, I guess.\We've been friends ever since middle school.\Since middle school, you say? response:	I did not go to one, so I would not really know what it is like.
context: Okay...\Come to think of it, where's Suzutsuki?\Oi, don't ignore me.\Do you usually eat with someone like this?\Yes, with Kurose, I guess.\We've been friends ever since middle school.\Since middle school, you say?\I did not go to one, so I would not really know what it is like. response:	Ojou-sama and I both started attending school in high school.
context: Come to think of it, where's Suzutsuki?\Oi, don't ignore me.\Do you usually eat with someone like this?\Yes, with Kurose, I guess.\We've been friends ever since middle school.\Since middle school, you say?\I did not go to one, so I would not really know what it is like.\Ojou-sama and I both started attending school in high school. response:	Previously, we had private tutors and were home-schooled.
context: Oi, don't ignore me.\Do you usually eat with someone like this?\Yes, with Kurose, I guess.\We've been friends ever since middle school.\Since middle school, you say?\I did not go to one, so I would not really know what it is like.\Ojou-sama and I both started attending school in high school.\Previously, we had private tutors and were home-schooled. response:	I have never had the chance to eat together with someone.
context: Do you usually eat with someone like this?\Yes, with Kurose, I guess.\We've been friends ever since middle school.\Since middle school, you say?\I did not go to one, so I would not really know what it is like.\Ojou-sama and I both started attending school in high school.\Previously, we had private tutors and were home-schooled.\I have never had the chance to eat together with someone. response:	With a friend, like you.
context: Yes, with Kurose, I guess.\We've been friends ever since middle school.\Since middle school, you say?\I did not go to one, so I would not really know what it is like.\Ojou-sama and I both started attending school in high school.\Previously, we had private tutors and were home-schooled.\I have never had the chance to eat together with someone.\With a friend, like you. response:	If we're going to be friends, let's start by calling each other by each other's first names, okay?
context: We've been friends ever since middle school.\Since middle school, you say?\I did not go to one, so I would not really know what it is like.\Ojou-sama and I both started attending school in high school.\Previously, we had private tutors and were home-schooled.\I have never had the chance to eat together with someone.\With a friend, like you.\If we're going to be friends, let's start by calling each other by each other's first names, okay? response:	You still haven't called me by my name yet, have you?
context: Since middle school, you say?\I did not go to one, so I would not really know what it is like.\Ojou-sama and I both started attending school in high school.\Previously, we had private tutors and were home-schooled.\I have never had the chance to eat together with someone.\With a friend, like you.\If we're going to be friends, let's start by calling each other by each other's first names, okay?\You still haven't called me by my name yet, have you? response:	So, call me Jirou.
context: I did not go to one, so I would not really know what it is like.\Ojou-sama and I both started attending school in high school.\Previously, we had private tutors and were home-schooled.\I have never had the chance to eat together with someone.\With a friend, like you.\If we're going to be friends, let's start by calling each other by each other's first names, okay?\You still haven't called me by my name yet, have you?\So, call me Jirou. response:	Would that really be alright?
context: Ojou-sama and I both started attending school in high school.\Previously, we had private tutors and were home-schooled.\I have never had the chance to eat together with someone.\With a friend, like you.\If we're going to be friends, let's start by calling each other by each other's first names, okay?\You still haven't called me by my name yet, have you?\So, call me Jirou.\Would that really be alright? response:	What do you mean?
context: Previously, we had private tutors and were home-schooled.\I have never had the chance to eat together with someone.\With a friend, like you.\If we're going to be friends, let's start by calling each other by each other's first names, okay?\You still haven't called me by my name yet, have you?\So, call me Jirou.\Would that really be alright?\What do you mean? response:	Addressing each other as friends.
context: I have never had the chance to eat together with someone.\With a friend, like you.\If we're going to be friends, let's start by calling each other by each other's first names, okay?\You still haven't called me by my name yet, have you?\So, call me Jirou.\Would that really be alright?\What do you mean?\Addressing each other as friends. response:	It's okay, alright?
context: With a friend, like you.\If we're going to be friends, let's start by calling each other by each other's first names, okay?\You still haven't called me by my name yet, have you?\So, call me Jirou.\Would that really be alright?\What do you mean?\Addressing each other as friends.\It's okay, alright? response:	But...
context: If we're going to be friends, let's start by calling each other by each other's first names, okay?\You still haven't called me by my name yet, have you?\So, call me Jirou.\Would that really be alright?\What do you mean?\Addressing each other as friends.\It's okay, alright?\But... response:	It is way easier than saying mehh...
context: You still haven't called me by my name yet, have you?\So, call me Jirou.\Would that really be alright?\What do you mean?\Addressing each other as friends.\It's okay, alright?\But...\It is way easier than saying mehh... response:	Okay.
context: So, call me Jirou.\Would that really be alright?\What do you mean?\Addressing each other as friends.\It's okay, alright?\But...\It is way easier than saying mehh...\Okay. response:	Well, here I go.
context: Would that really be alright?\What do you mean?\Addressing each other as friends.\It's okay, alright?\But...\It is way easier than saying mehh...\Okay.\Well, here I go. response:	J-Jirou!
context: What do you mean?\Addressing each other as friends.\It's okay, alright?\But...\It is way easier than saying mehh...\Okay.\Well, here I go.\J-Jirou! response:	Oh!
context: Addressing each other as friends.\It's okay, alright?\But...\It is way easier than saying mehh...\Okay.\Well, here I go.\J-Jirou!\Oh! response:	Well done.
context: It's okay, alright?\But...\It is way easier than saying mehh...\Okay.\Well, here I go.\J-Jirou!\Oh!\Well done. response:	Jirou!
context: But...\It is way easier than saying mehh...\Okay.\Well, here I go.\J-Jirou!\Oh!\Well done.\Jirou! response:	Jirou, huh?
context: It is way easier than saying mehh...\Okay.\Well, here I go.\J-Jirou!\Oh!\Well done.\Jirou!\Jirou, huh? response:	Your nose did not bleed this time!
context: Okay.\Well, here I go.\J-Jirou!\Oh!\Well done.\Jirou!\Jirou, huh?\Your nose did not bleed this time! response:	Maybe the mission did have an effect after all.
context: Well, here I go.\J-Jirou!\Oh!\Well done.\Jirou!\Jirou, huh?\Your nose did not bleed this time!\Maybe the mission did have an effect after all. response:	Suzutsuki!
context: J-Jirou!\Oh!\Well done.\Jirou!\Jirou, huh?\Your nose did not bleed this time!\Maybe the mission did have an effect after all.\Suzutsuki! response:	She is already asleep.
context: Oh!\Well done.\Jirou!\Jirou, huh?\Your nose did not bleed this time!\Maybe the mission did have an effect after all.\Suzutsuki!\She is already asleep. response:	She probably feels that she doesn't have to be nervous around you if she is able to sleep on your shoulder like that.
context: Well done.\Jirou!\Jirou, huh?\Your nose did not bleed this time!\Maybe the mission did have an effect after all.\Suzutsuki!\She is already asleep.\She probably feels that she doesn't have to be nervous around you if she is able to sleep on your shoulder like that. response:	Nervous?
context: Jirou!\Jirou, huh?\Your nose did not bleed this time!\Maybe the mission did have an effect after all.\Suzutsuki!\She is already asleep.\She probably feels that she doesn't have to be nervous around you if she is able to sleep on your shoulder like that.\Nervous? response:	She always has to be on guard because of her secret, so she doesn't let anyone get close to her.
context: Jirou, huh?\Your nose did not bleed this time!\Maybe the mission did have an effect after all.\Suzutsuki!\She is already asleep.\She probably feels that she doesn't have to be nervous around you if she is able to sleep on your shoulder like that.\Nervous?\She always has to be on guard because of her secret, so she doesn't let anyone get close to her. response:	But she finally found a friend.
context: Your nose did not bleed this time!\Maybe the mission did have an effect after all.\Suzutsuki!\She is already asleep.\She probably feels that she doesn't have to be nervous around you if she is able to sleep on your shoulder like that.\Nervous?\She always has to be on guard because of her secret, so she doesn't let anyone get close to her.\But she finally found a friend. response:	A friend?
context: Maybe the mission did have an effect after all.\Suzutsuki!\She is already asleep.\She probably feels that she doesn't have to be nervous around you if she is able to sleep on your shoulder like that.\Nervous?\She always has to be on guard because of her secret, so she doesn't let anyone get close to her.\But she finally found a friend.\A friend? response:	Since you already know her secret, she can be friends with you.
context: Suzutsuki!\She is already asleep.\She probably feels that she doesn't have to be nervous around you if she is able to sleep on your shoulder like that.\Nervous?\She always has to be on guard because of her secret, so she doesn't let anyone get close to her.\But she finally found a friend.\A friend?\Since you already know her secret, she can be friends with you. response:	She did her best today, didn't she?
context: She is already asleep.\She probably feels that she doesn't have to be nervous around you if she is able to sleep on your shoulder like that.\Nervous?\She always has to be on guard because of her secret, so she doesn't let anyone get close to her.\But she finally found a friend.\A friend?\Since you already know her secret, she can be friends with you.\She did her best today, didn't she? response:	I am just Subaru's master, so she does not see me as a friend.
context: She probably feels that she doesn't have to be nervous around you if she is able to sleep on your shoulder like that.\Nervous?\She always has to be on guard because of her secret, so she doesn't let anyone get close to her.\But she finally found a friend.\A friend?\Since you already know her secret, she can be friends with you.\She did her best today, didn't she?\I am just Subaru's master, so she does not see me as a friend. response:	We used to be close, and I called her Kana-chan.
context: Nervous?\She always has to be on guard because of her secret, so she doesn't let anyone get close to her.\But she finally found a friend.\A friend?\Since you already know her secret, she can be friends with you.\She did her best today, didn't she?\I am just Subaru's master, so she does not see me as a friend.\We used to be close, and I called her Kana-chan. response:	However, that's all in the past.
context: She always has to be on guard because of her secret, so she doesn't let anyone get close to her.\But she finally found a friend.\A friend?\Since you already know her secret, she can be friends with you.\She did her best today, didn't she?\I am just Subaru's master, so she does not see me as a friend.\We used to be close, and I called her Kana-chan.\However, that's all in the past. response:	I'm home!
context: But she finally found a friend.\A friend?\Since you already know her secret, she can be friends with you.\She did her best today, didn't she?\I am just Subaru's master, so she does not see me as a friend.\We used to be close, and I called her Kana-chan.\However, that's all in the past.\I'm home! response:	I'm home...
context: A friend?\Since you already know her secret, she can be friends with you.\She did her best today, didn't she?\I am just Subaru's master, so she does not see me as a friend.\We used to be close, and I called her Kana-chan.\However, that's all in the past.\I'm home!\I'm home... response:	Nii-san, can I ask you something?
context: Since you already know her secret, she can be friends with you.\She did her best today, didn't she?\I am just Subaru's master, so she does not see me as a friend.\We used to be close, and I called her Kana-chan.\However, that's all in the past.\I'm home!\I'm home...\Nii-san, can I ask you something? response:	What is it?
context: She did her best today, didn't she?\I am just Subaru's master, so she does not see me as a friend.\We used to be close, and I called her Kana-chan.\However, that's all in the past.\I'm home!\I'm home...\Nii-san, can I ask you something?\What is it? response:	Are you going out with Konoe-Senpai?
context: I am just Subaru's master, so she does not see me as a friend.\We used to be close, and I called her Kana-chan.\However, that's all in the past.\I'm home!\I'm home...\Nii-san, can I ask you something?\What is it?\Are you going out with Konoe-Senpai? response:	No!
context: We used to be close, and I called her Kana-chan.\However, that's all in the past.\I'm home!\I'm home...\Nii-san, can I ask you something?\What is it?\Are you going out with Konoe-Senpai?\No! response:	He's just a friend.
context: However, that's all in the past.\I'm home!\I'm home...\Nii-san, can I ask you something?\What is it?\Are you going out with Konoe-Senpai?\No!\He's just a friend. response:	Well, nii-san.
context: I'm home!\I'm home...\Nii-san, can I ask you something?\What is it?\Are you going out with Konoe-Senpai?\No!\He's just a friend.\Well, nii-san. response:	I just fell in love with someone.
context: I'm home...\Nii-san, can I ask you something?\What is it?\Are you going out with Konoe-Senpai?\No!\He's just a friend.\Well, nii-san.\I just fell in love with someone. response:	I've never experienced these emotions before.
context: Nii-san, can I ask you something?\What is it?\Are you going out with Konoe-Senpai?\No!\He's just a friend.\Well, nii-san.\I just fell in love with someone.\I've never experienced these emotions before. response:	And I'm not sure about what to do about them.
context: What is it?\Are you going out with Konoe-Senpai?\No!\He's just a friend.\Well, nii-san.\I just fell in love with someone.\I've never experienced these emotions before.\And I'm not sure about what to do about them. response:	Don't tell me, you're talking about
context: Are you going out with Konoe-Senpai?\No!\He's just a friend.\Well, nii-san.\I just fell in love with someone.\I've never experienced these emotions before.\And I'm not sure about what to do about them.\Don't tell me, you're talking about response:	Your friend.
context: No!\He's just a friend.\Well, nii-san.\I just fell in love with someone.\I've never experienced these emotions before.\And I'm not sure about what to do about them.\Don't tell me, you're talking about\Your friend. response:	Whaaa!
context: He's just a friend.\Well, nii-san.\I just fell in love with someone.\I've never experienced these emotions before.\And I'm not sure about what to do about them.\Don't tell me, you're talking about\Your friend.\Whaaa! response:	Konoe-senpai is a little strange, but he's really strong and cool!
context: Well, nii-san.\I just fell in love with someone.\I've never experienced these emotions before.\And I'm not sure about what to do about them.\Don't tell me, you're talking about\Your friend.\Whaaa!\Konoe-senpai is a little strange, but he's really strong and cool! response:	I really love him!
context: I just fell in love with someone.\I've never experienced these emotions before.\And I'm not sure about what to do about them.\Don't tell me, you're talking about\Your friend.\Whaaa!\Konoe-senpai is a little strange, but he's really strong and cool!\I really love him! response:	This is bad!
context: I've never experienced these emotions before.\And I'm not sure about what to do about them.\Don't tell me, you're talking about\Your friend.\Whaaa!\Konoe-senpai is a little strange, but he's really strong and cool!\I really love him!\This is bad! response:	Dear Father in Heaven,
context: And I'm not sure about what to do about them.\Don't tell me, you're talking about\Your friend.\Whaaa!\Konoe-senpai is a little strange, but he's really strong and cool!\I really love him!\This is bad!\Dear Father in Heaven, response:	your daughter has fallen in love with another girl!
context: Don't tell me, you're talking about\Your friend.\Whaaa!\Konoe-senpai is a little strange, but he's really strong and cool!\I really love him!\This is bad!\Dear Father in Heaven,\your daughter has fallen in love with another girl! response:	Kureha-chan,
context: Your friend.\Whaaa!\Konoe-senpai is a little strange, but he's really strong and cool!\I really love him!\This is bad!\Dear Father in Heaven,\your daughter has fallen in love with another girl!\Kureha-chan, response:	do you know where a girl is happiest?
context: Whaaa!\Konoe-senpai is a little strange, but he's really strong and cool!\I really love him!\This is bad!\Dear Father in Heaven,\your daughter has fallen in love with another girl!\Kureha-chan,\do you know where a girl is happiest? response:	On top of the ring, YEAH!
context: Konoe-senpai is a little strange, but he's really strong and cool!\I really love him!\This is bad!\Dear Father in Heaven,\your daughter has fallen in love with another girl!\Kureha-chan,\do you know where a girl is happiest?\On top of the ring, YEAH! response:	No, you're wrong.
context: I really love him!\This is bad!\Dear Father in Heaven,\your daughter has fallen in love with another girl!\Kureha-chan,\do you know where a girl is happiest?\On top of the ring, YEAH!\No, you're wrong. response:	Let me show you.
context: This is bad!\Dear Father in Heaven,\your daughter has fallen in love with another girl!\Kureha-chan,\do you know where a girl is happiest?\On top of the ring, YEAH!\No, you're wrong.\Let me show you. response:	Please.
context: Dear Father in Heaven,\your daughter has fallen in love with another girl!\Kureha-chan,\do you know where a girl is happiest?\On top of the ring, YEAH!\No, you're wrong.\Let me show you.\Please. response:	It is a place where you scream with pleasure.
context: your daughter has fallen in love with another girl!\Kureha-chan,\do you know where a girl is happiest?\On top of the ring, YEAH!\No, you're wrong.\Let me show you.\Please.\It is a place where you scream with pleasure. response:	A place where you feel most pleasant.
context: Kureha-chan,\do you know where a girl is happiest?\On top of the ring, YEAH!\No, you're wrong.\Let me show you.\Please.\It is a place where you scream with pleasure.\A place where you feel most pleasant. response:	So it is on top of the ring after all!
context: do you know where a girl is happiest?\On top of the ring, YEAH!\No, you're wrong.\Let me show you.\Please.\It is a place where you scream with pleasure.\A place where you feel most pleasant.\So it is on top of the ring after all! response:	Next time on Mayo Chiki,
context: On top of the ring, YEAH!\No, you're wrong.\Let me show you.\Please.\It is a place where you scream with pleasure.\A place where you feel most pleasant.\So it is on top of the ring after all!\Next time on Mayo Chiki, response:	the third story.
context: No, you're wrong.\Let me show you.\Please.\It is a place where you scream with pleasure.\A place where you feel most pleasant.\So it is on top of the ring after all!\Next time on Mayo Chiki,\the third story. response:	It is without a doubt, in bed.
context: Let me show you.\Please.\It is a place where you scream with pleasure.\A place where you feel most pleasant.\So it is on top of the ring after all!\Next time on Mayo Chiki,\the third story.\It is without a doubt, in bed. response:	It is Without a Doubt, in Bed
context: Please.\It is a place where you scream with pleasure.\A place where you feel most pleasant.\So it is on top of the ring after all!\Next time on Mayo Chiki,\the third story.\It is without a doubt, in bed.\It is Without a Doubt, in Bed response:	It is Without a Doubt, in Bed
