context: I'll ask once more. response:	Why did you call me by the name of the Jealous Witch?
context: Well, I'll be going now.\Something tells me we'll meet again.\Someone actually lives here?\Elsa hasn't already been here and trashed it, has she?\I-It's fine, I'm sure...\I don't smell blood.\But it does smell like garbage.\What do you think you're doing, peeking into someone's house? response:	Sorry, but there's nothing worth stealing in there.
context: Something tells me we'll meet again.\Someone actually lives here?\Elsa hasn't already been here and trashed it, has she?\I-It's fine, I'm sure...\I don't smell blood.\But it does smell like garbage.\What do you think you're doing, peeking into someone's house?\Sorry, but there's nothing worth stealing in there. response:	Beat it!
context: Someone actually lives here?\Elsa hasn't already been here and trashed it, has she?\I-It's fine, I'm sure...\I don't smell blood.\But it does smell like garbage.\What do you think you're doing, peeking into someone's house?\Sorry, but there's nothing worth stealing in there.\Beat it! response:	No, wait! That's not what I was doing...
context: Elsa hasn't already been here and trashed it, has she?\I-It's fine, I'm sure...\I don't smell blood.\But it does smell like garbage.\What do you think you're doing, peeking into someone's house?\Sorry, but there's nothing worth stealing in there.\Beat it!\No, wait! That's not what I was doing... response:	Shut up! Don't argue!
context: I-It's fine, I'm sure...\I don't smell blood.\But it does smell like garbage.\What do you think you're doing, peeking into someone's house?\Sorry, but there's nothing worth stealing in there.\Beat it!\No, wait! That's not what I was doing...\Shut up! Don't argue! response:	Whoa, stop...
context: I don't smell blood.\But it does smell like garbage.\What do you think you're doing, peeking into someone's house?\Sorry, but there's nothing worth stealing in there.\Beat it!\No, wait! That's not what I was doing...\Shut up! Don't argue!\Whoa, stop... response:	Calm down! This is no time to fight!
context: But it does smell like garbage.\What do you think you're doing, peeking into someone's house?\Sorry, but there's nothing worth stealing in there.\Beat it!\No, wait! That's not what I was doing...\Shut up! Don't argue!\Whoa, stop...\Calm down! This is no time to fight! response:	Before it gets dark
context: What do you think you're doing, peeking into someone's house?\Sorry, but there's nothing worth stealing in there.\Beat it!\No, wait! That's not what I was doing...\Shut up! Don't argue!\Whoa, stop...\Calm down! This is no time to fight!\Before it gets dark response:	Before it gets dark, you'd better be gone.
context: Sorry, but there's nothing worth stealing in there.\Beat it!\No, wait! That's not what I was doing...\Shut up! Don't argue!\Whoa, stop...\Calm down! This is no time to fight!\Before it gets dark\Before it gets dark, you'd better be gone. response:	I told you, you've got it all wrong...
context: Beat it!\No, wait! That's not what I was doing...\Shut up! Don't argue!\Whoa, stop...\Calm down! This is no time to fight!\Before it gets dark\Before it gets dark, you'd better be gone.\I told you, you've got it all wrong... response:	You don't give up, do you?
context: No, wait! That's not what I was doing...\Shut up! Don't argue!\Whoa, stop...\Calm down! This is no time to fight!\Before it gets dark\Before it gets dark, you'd better be gone.\I told you, you've got it all wrong...\You don't give up, do you? response:	I told you to get out of here!
context: Shut up! Don't argue!\Whoa, stop...\Calm down! This is no time to fight!\Before it gets dark\Before it gets dark, you'd better be gone.\I told you, you've got it all wrong...\You don't give up, do you?\I told you to get out of here! response:	Just listen to me!
context: Whoa, stop...\Calm down! This is no time to fight!\Before it gets dark\Before it gets dark, you'd better be gone.\I told you, you've got it all wrong...\You don't give up, do you?\I told you to get out of here!\Just listen to me! response:	P-Please! Just hear me out, Felt!
context: Calm down! This is no time to fight!\Before it gets dark\Before it gets dark, you'd better be gone.\I told you, you've got it all wrong...\You don't give up, do you?\I told you to get out of here!\Just listen to me!\P-Please! Just hear me out, Felt! response:	I came to see you on important business!
context: Before it gets dark\Before it gets dark, you'd better be gone.\I told you, you've got it all wrong...\You don't give up, do you?\I told you to get out of here!\Just listen to me!\P-Please! Just hear me out, Felt!\I came to see you on important business! response:	How do you know my name?
context: Before it gets dark, you'd better be gone.\I told you, you've got it all wrong...\You don't give up, do you?\I told you to get out of here!\Just listen to me!\P-Please! Just hear me out, Felt!\I came to see you on important business!\How do you know my name? response:	You want me to steal something for you?
context: I told you, you've got it all wrong...\You don't give up, do you?\I told you to get out of here!\Just listen to me!\P-Please! Just hear me out, Felt!\I came to see you on important business!\How do you know my name?\You want me to steal something for you? response:	You should have said that first!
context: You don't give up, do you?\I told you to get out of here!\Just listen to me!\P-Please! Just hear me out, Felt!\I came to see you on important business!\How do you know my name?\You want me to steal something for you?\You should have said that first! response:	You're the one who attacked me right away.
context: I told you to get out of here!\Just listen to me!\P-Please! Just hear me out, Felt!\I came to see you on important business!\How do you know my name?\You want me to steal something for you?\You should have said that first!\You're the one who attacked me right away. response:	You know, this is a greedy business you're running!
context: Just listen to me!\P-Please! Just hear me out, Felt!\I came to see you on important business!\How do you know my name?\You want me to steal something for you?\You should have said that first!\You're the one who attacked me right away.\You know, this is a greedy business you're running! response:	Do you pride yourself on sticky fingers?
context: P-Please! Just hear me out, Felt!\I came to see you on important business!\How do you know my name?\You want me to steal something for you?\You should have said that first!\You're the one who attacked me right away.\You know, this is a greedy business you're running!\Do you pride yourself on sticky fingers? response:	It's all a matter of how to stay alive.
context: I came to see you on important business!\How do you know my name?\You want me to steal something for you?\You should have said that first!\You're the one who attacked me right away.\You know, this is a greedy business you're running!\Do you pride yourself on sticky fingers?\It's all a matter of how to stay alive. response:	If it weren't this, I'd have no choice but to sell my body.
context: How do you know my name?\You want me to steal something for you?\You should have said that first!\You're the one who attacked me right away.\You know, this is a greedy business you're running!\Do you pride yourself on sticky fingers?\It's all a matter of how to stay alive.\If it weren't this, I'd have no choice but to sell my body. response:	So, what's your business with me?
context: You want me to steal something for you?\You should have said that first!\You're the one who attacked me right away.\You know, this is a greedy business you're running!\Do you pride yourself on sticky fingers?\It's all a matter of how to stay alive.\If it weren't this, I'd have no choice but to sell my body.\So, what's your business with me? response:	Spit it out.
context: You should have said that first!\You're the one who attacked me right away.\You know, this is a greedy business you're running!\Do you pride yourself on sticky fingers?\It's all a matter of how to stay alive.\If it weren't this, I'd have no choice but to sell my body.\So, what's your business with me?\Spit it out. response:	There's one thing I want.
context: You're the one who attacked me right away.\You know, this is a greedy business you're running!\Do you pride yourself on sticky fingers?\It's all a matter of how to stay alive.\If it weren't this, I'd have no choice but to sell my body.\So, what's your business with me?\Spit it out.\There's one thing I want. response:	Here and now, I want to buy the insignia you stole!
context: You know, this is a greedy business you're running!\Do you pride yourself on sticky fingers?\It's all a matter of how to stay alive.\If it weren't this, I'd have no choice but to sell my body.\So, what's your business with me?\Spit it out.\There's one thing I want.\Here and now, I want to buy the insignia you stole! response:	You aren't associated with my client.
context: Do you pride yourself on sticky fingers?\It's all a matter of how to stay alive.\If it weren't this, I'd have no choice but to sell my body.\So, what's your business with me?\Spit it out.\There's one thing I want.\Here and now, I want to buy the insignia you stole!\You aren't associated with my client. response:	Are you a business rival?
context: It's all a matter of how to stay alive.\If it weren't this, I'd have no choice but to sell my body.\So, what's your business with me?\Spit it out.\There's one thing I want.\Here and now, I want to buy the insignia you stole!\You aren't associated with my client.\Are you a business rival? response:	Call her a rival, or call her the one who killed my parents...
context: If it weren't this, I'd have no choice but to sell my body.\So, what's your business with me?\Spit it out.\There's one thing I want.\Here and now, I want to buy the insignia you stole!\You aren't associated with my client.\Are you a business rival?\Call her a rival, or call her the one who killed my parents... response:	Or even the one who killed me!
context: So, what's your business with me?\Spit it out.\There's one thing I want.\Here and now, I want to buy the insignia you stole!\You aren't associated with my client.\Are you a business rival?\Call her a rival, or call her the one who killed my parents...\Or even the one who killed me! response:	You make no sense.
context: Spit it out.\There's one thing I want.\Here and now, I want to buy the insignia you stole!\You aren't associated with my client.\Are you a business rival?\Call her a rival, or call her the one who killed my parents...\Or even the one who killed me!\You make no sense. response:	Well, I'm only interested in selling to whoever pays most.
context: There's one thing I want.\Here and now, I want to buy the insignia you stole!\You aren't associated with my client.\Are you a business rival?\Call her a rival, or call her the one who killed my parents...\Or even the one who killed me!\You make no sense.\Well, I'm only interested in selling to whoever pays most. response:	If you've got an offer that might be profitable, I'll listen.
context: Here and now, I want to buy the insignia you stole!\You aren't associated with my client.\Are you a business rival?\Call her a rival, or call her the one who killed my parents...\Or even the one who killed me!\You make no sense.\Well, I'm only interested in selling to whoever pays most.\If you've got an offer that might be profitable, I'll listen. response:	Very shrewd...
context: You aren't associated with my client.\Are you a business rival?\Call her a rival, or call her the one who killed my parents...\Or even the one who killed me!\You make no sense.\Well, I'm only interested in selling to whoever pays most.\If you've got an offer that might be profitable, I'll listen.\Very shrewd... response:	I have something worth more than twenty holy coins.
context: Are you a business rival?\Call her a rival, or call her the one who killed my parents...\Or even the one who killed me!\You make no sense.\Well, I'm only interested in selling to whoever pays most.\If you've got an offer that might be profitable, I'll listen.\Very shrewd...\I have something worth more than twenty holy coins. response:	I want to buy your insignia with it.
context: Call her a rival, or call her the one who killed my parents...\Or even the one who killed me!\You make no sense.\Well, I'm only interested in selling to whoever pays most.\If you've got an offer that might be profitable, I'll listen.\Very shrewd...\I have something worth more than twenty holy coins.\I want to buy your insignia with it. response:	It's what everyone wants these days, a metia.
context: Or even the one who killed me!\You make no sense.\Well, I'm only interested in selling to whoever pays most.\If you've got an offer that might be profitable, I'll listen.\Very shrewd...\I have something worth more than twenty holy coins.\I want to buy your insignia with it.\It's what everyone wants these days, a metia. response:	That is the power of a metia!
context: You make no sense.\Well, I'm only interested in selling to whoever pays most.\If you've got an offer that might be profitable, I'll listen.\Very shrewd...\I have something worth more than twenty holy coins.\I want to buy your insignia with it.\It's what everyone wants these days, a metia.\That is the power of a metia! response:	It's a one-of-a-kind item that can capture and stop a moment in time.
context: Well, I'm only interested in selling to whoever pays most.\If you've got an offer that might be profitable, I'll listen.\Very shrewd...\I have something worth more than twenty holy coins.\I want to buy your insignia with it.\It's what everyone wants these days, a metia.\That is the power of a metia!\It's a one-of-a-kind item that can capture and stop a moment in time. response:	So, how about it?
context: If you've got an offer that might be profitable, I'll listen.\Very shrewd...\I have something worth more than twenty holy coins.\I want to buy your insignia with it.\It's what everyone wants these days, a metia.\That is the power of a metia!\It's a one-of-a-kind item that can capture and stop a moment in time.\So, how about it? response:	You don't seem to be lying.
context: Very shrewd...\I have something worth more than twenty holy coins.\I want to buy your insignia with it.\It's what everyone wants these days, a metia.\That is the power of a metia!\It's a one-of-a-kind item that can capture and stop a moment in time.\So, how about it?\You don't seem to be lying. response:	But that's supposed to be me? I'm way prettier.
context: I have something worth more than twenty holy coins.\I want to buy your insignia with it.\It's what everyone wants these days, a metia.\That is the power of a metia!\It's a one-of-a-kind item that can capture and stop a moment in time.\So, how about it?\You don't seem to be lying.\But that's supposed to be me? I'm way prettier. response:	If you look this good without makeup, you're doing fine...
context: I want to buy your insignia with it.\It's what everyone wants these days, a metia.\That is the power of a metia!\It's a one-of-a-kind item that can capture and stop a moment in time.\So, how about it?\You don't seem to be lying.\But that's supposed to be me? I'm way prettier.\If you look this good without makeup, you're doing fine... response:	Don't complain.
context: It's what everyone wants these days, a metia.\That is the power of a metia!\It's a one-of-a-kind item that can capture and stop a moment in time.\So, how about it?\You don't seem to be lying.\But that's supposed to be me? I'm way prettier.\If you look this good without makeup, you're doing fine...\Don't complain. response:	Well, it is unusual. I'll give you that.
context: That is the power of a metia!\It's a one-of-a-kind item that can capture and stop a moment in time.\So, how about it?\You don't seem to be lying.\But that's supposed to be me? I'm way prettier.\If you look this good without makeup, you're doing fine...\Don't complain.\Well, it is unusual. I'll give you that. response:	But twenty holy coins? Not likely.
context: It's a one-of-a-kind item that can capture and stop a moment in time.\So, how about it?\You don't seem to be lying.\But that's supposed to be me? I'm way prettier.\If you look this good without makeup, you're doing fine...\Don't complain.\Well, it is unusual. I'll give you that.\But twenty holy coins? Not likely. response:	I'm not so stupid as to believe, without question,
context: So, how about it?\You don't seem to be lying.\But that's supposed to be me? I'm way prettier.\If you look this good without makeup, you're doing fine...\Don't complain.\Well, it is unusual. I'll give you that.\But twenty holy coins? Not likely.\I'm not so stupid as to believe, without question, response:	everything a prospective buyer says.
context: You don't seem to be lying.\But that's supposed to be me? I'm way prettier.\If you look this good without makeup, you're doing fine...\Don't complain.\Well, it is unusual. I'll give you that.\But twenty holy coins? Not likely.\I'm not so stupid as to believe, without question,\everything a prospective buyer says. response:	Well, of course not.
context: But that's supposed to be me? I'm way prettier.\If you look this good without makeup, you're doing fine...\Don't complain.\Well, it is unusual. I'll give you that.\But twenty holy coins? Not likely.\I'm not so stupid as to believe, without question,\everything a prospective buyer says.\Well, of course not. response:	At the far edge of the slums is a loot house.
context: If you look this good without makeup, you're doing fine...\Don't complain.\Well, it is unusual. I'll give you that.\But twenty holy coins? Not likely.\I'm not so stupid as to believe, without question,\everything a prospective buyer says.\Well, of course not.\At the far edge of the slums is a loot house. response:	The fair thing is to have the codger who lives there, Old Man Rom, appraise it.
context: Don't complain.\Well, it is unusual. I'll give you that.\But twenty holy coins? Not likely.\I'm not so stupid as to believe, without question,\everything a prospective buyer says.\Well, of course not.\At the far edge of the slums is a loot house.\The fair thing is to have the codger who lives there, Old Man Rom, appraise it. response:	So it still comes to that...
context: Well, it is unusual. I'll give you that.\But twenty holy coins? Not likely.\I'm not so stupid as to believe, without question,\everything a prospective buyer says.\Well, of course not.\At the far edge of the slums is a loot house.\The fair thing is to have the codger who lives there, Old Man Rom, appraise it.\So it still comes to that... response:	Okay, got it. Let's go.
context: But twenty holy coins? Not likely.\I'm not so stupid as to believe, without question,\everything a prospective buyer says.\Well, of course not.\At the far edge of the slums is a loot house.\The fair thing is to have the codger who lives there, Old Man Rom, appraise it.\So it still comes to that...\Okay, got it. Let's go. response:	Right now... Let's move.
context: I'm not so stupid as to believe, without question,\everything a prospective buyer says.\Well, of course not.\At the far edge of the slums is a loot house.\The fair thing is to have the codger who lives there, Old Man Rom, appraise it.\So it still comes to that...\Okay, got it. Let's go.\Right now... Let's move. response:	On the double!
context: everything a prospective buyer says.\Well, of course not.\At the far edge of the slums is a loot house.\The fair thing is to have the codger who lives there, Old Man Rom, appraise it.\So it still comes to that...\Okay, got it. Let's go.\Right now... Let's move.\On the double! response:	We'll have him take a look, and get right out of there!
context: Well, of course not.\At the far edge of the slums is a loot house.\The fair thing is to have the codger who lives there, Old Man Rom, appraise it.\So it still comes to that...\Okay, got it. Let's go.\Right now... Let's move.\On the double!\We'll have him take a look, and get right out of there! response:	Hey, hey!
context: At the far edge of the slums is a loot house.\The fair thing is to have the codger who lives there, Old Man Rom, appraise it.\So it still comes to that...\Okay, got it. Let's go.\Right now... Let's move.\On the double!\We'll have him take a look, and get right out of there!\Hey, hey! response:	What's your problem?
context: The fair thing is to have the codger who lives there, Old Man Rom, appraise it.\So it still comes to that...\Okay, got it. Let's go.\Right now... Let's move.\On the double!\We'll have him take a look, and get right out of there!\Hey, hey!\What's your problem? response:	Why are you in such a hurry?
context: So it still comes to that...\Okay, got it. Let's go.\Right now... Let's move.\On the double!\We'll have him take a look, and get right out of there!\Hey, hey!\What's your problem?\Why are you in such a hurry? response:	You're soaked with sweat.
context: Okay, got it. Let's go.\Right now... Let's move.\On the double!\We'll have him take a look, and get right out of there!\Hey, hey!\What's your problem?\Why are you in such a hurry?\You're soaked with sweat. response:	Live strong.
context: Right now... Let's move.\On the double!\We'll have him take a look, and get right out of there!\Hey, hey!\What's your problem?\Why are you in such a hurry?\You're soaked with sweat.\Live strong. response:	Everyone in the slums says that.
context: On the double!\We'll have him take a look, and get right out of there!\Hey, hey!\What's your problem?\Why are you in such a hurry?\You're soaked with sweat.\Live strong.\Everyone in the slums says that. response:	Is it some kind of slogan?
context: We'll have him take a look, and get right out of there!\Hey, hey!\What's your problem?\Why are you in such a hurry?\You're soaked with sweat.\Live strong.\Everyone in the slums says that.\Is it some kind of slogan? response:	Don't lump me in with those guys!
context: Hey, hey!\What's your problem?\Why are you in such a hurry?\You're soaked with sweat.\Live strong.\Everyone in the slums says that.\Is it some kind of slogan?\Don't lump me in with those guys! response:	They're all talk. They aren't strong at all.
context: What's your problem?\Why are you in such a hurry?\You're soaked with sweat.\Live strong.\Everyone in the slums says that.\Is it some kind of slogan?\Don't lump me in with those guys!\They're all talk. They aren't strong at all. response:	They're just a bunch of stingy losers at life.
context: Why are you in such a hurry?\You're soaked with sweat.\Live strong.\Everyone in the slums says that.\Is it some kind of slogan?\Don't lump me in with those guys!\They're all talk. They aren't strong at all.\They're just a bunch of stingy losers at life. response:	That's a bit harsh...
context: You're soaked with sweat.\Live strong.\Everyone in the slums says that.\Is it some kind of slogan?\Don't lump me in with those guys!\They're all talk. They aren't strong at all.\They're just a bunch of stingy losers at life.\That's a bit harsh... response:	I'm not like the people here.
context: Live strong.\Everyone in the slums says that.\Is it some kind of slogan?\Don't lump me in with those guys!\They're all talk. They aren't strong at all.\They're just a bunch of stingy losers at life.\That's a bit harsh...\I'm not like the people here. response:	I have no intention of living out my life in these back alleys!
context: Everyone in the slums says that.\Is it some kind of slogan?\Don't lump me in with those guys!\They're all talk. They aren't strong at all.\They're just a bunch of stingy losers at life.\That's a bit harsh...\I'm not like the people here.\I have no intention of living out my life in these back alleys! response:	And you think twenty holy coins will make your dream come true?
context: Is it some kind of slogan?\Don't lump me in with those guys!\They're all talk. They aren't strong at all.\They're just a bunch of stingy losers at life.\That's a bit harsh...\I'm not like the people here.\I have no intention of living out my life in these back alleys!\And you think twenty holy coins will make your dream come true? response:	It's true that it'd be a huge leap toward my goal.
context: Don't lump me in with those guys!\They're all talk. They aren't strong at all.\They're just a bunch of stingy losers at life.\That's a bit harsh...\I'm not like the people here.\I have no intention of living out my life in these back alleys!\And you think twenty holy coins will make your dream come true?\It's true that it'd be a huge leap toward my goal. response:	Even if I were alone, it isn't as if I couldn't get by with effort.
context: They're all talk. They aren't strong at all.\They're just a bunch of stingy losers at life.\That's a bit harsh...\I'm not like the people here.\I have no intention of living out my life in these back alleys!\And you think twenty holy coins will make your dream come true?\It's true that it'd be a huge leap toward my goal.\Even if I were alone, it isn't as if I couldn't get by with effort. response:	If you were alone?
context: They're just a bunch of stingy losers at life.\That's a bit harsh...\I'm not like the people here.\I have no intention of living out my life in these back alleys!\And you think twenty holy coins will make your dream come true?\It's true that it'd be a huge leap toward my goal.\Even if I were alone, it isn't as if I couldn't get by with effort.\If you were alone? response:	Never mind...
context: That's a bit harsh...\I'm not like the people here.\I have no intention of living out my life in these back alleys!\And you think twenty holy coins will make your dream come true?\It's true that it'd be a huge leap toward my goal.\Even if I were alone, it isn't as if I couldn't get by with effort.\If you were alone?\Never mind... response:	What are you smirking about?
context: I'm not like the people here.\I have no intention of living out my life in these back alleys!\And you think twenty holy coins will make your dream come true?\It's true that it'd be a huge leap toward my goal.\Even if I were alone, it isn't as if I couldn't get by with effort.\If you were alone?\Never mind...\What are you smirking about? response:	You really piss me off!
context: I have no intention of living out my life in these back alleys!\And you think twenty holy coins will make your dream come true?\It's true that it'd be a huge leap toward my goal.\Even if I were alone, it isn't as if I couldn't get by with effort.\If you were alone?\Never mind...\What are you smirking about?\You really piss me off! response:	Don't worry about it.
context: And you think twenty holy coins will make your dream come true?\It's true that it'd be a huge leap toward my goal.\Even if I were alone, it isn't as if I couldn't get by with effort.\If you were alone?\Never mind...\What are you smirking about?\You really piss me off!\Don't worry about it. response:	H-Hey, what're you doing? Stop!
context: It's true that it'd be a huge leap toward my goal.\Even if I were alone, it isn't as if I couldn't get by with effort.\If you were alone?\Never mind...\What are you smirking about?\You really piss me off!\Don't worry about it.\H-Hey, what're you doing? Stop! response:	Hey!
context: Even if I were alone, it isn't as if I couldn't get by with effort.\If you were alone?\Never mind...\What are you smirking about?\You really piss me off!\Don't worry about it.\H-Hey, what're you doing? Stop!\Hey! response:	Just gotta make it work, huh?
context: If you were alone?\Never mind...\What are you smirking about?\You really piss me off!\Don't worry about it.\H-Hey, what're you doing? Stop!\Hey!\Just gotta make it work, huh? response:	I said, Stop!
context: Never mind...\What are you smirking about?\You really piss me off!\Don't worry about it.\H-Hey, what're you doing? Stop!\Hey!\Just gotta make it work, huh?\I said, Stop! response:	And only I can do that.
context: What are you smirking about?\You really piss me off!\Don't worry about it.\H-Hey, what're you doing? Stop!\Hey!\Just gotta make it work, huh?\I said, Stop!\And only I can do that. response:	Don't get all sentimental and babble nonsense!
context: You really piss me off!\Don't worry about it.\H-Hey, what're you doing? Stop!\Hey!\Just gotta make it work, huh?\I said, Stop!\And only I can do that.\Don't get all sentimental and babble nonsense! response:	I'll bite you!
context: Don't worry about it.\H-Hey, what're you doing? Stop!\Hey!\Just gotta make it work, huh?\I said, Stop!\And only I can do that.\Don't get all sentimental and babble nonsense!\I'll bite you! response:	It isn't only for her.
context: H-Hey, what're you doing? Stop!\Hey!\Just gotta make it work, huh?\I said, Stop!\And only I can do that.\Don't get all sentimental and babble nonsense!\I'll bite you!\It isn't only for her. response:	I'll change the fate that's waiting for me.
context: Hey!\Just gotta make it work, huh?\I said, Stop!\And only I can do that.\Don't get all sentimental and babble nonsense!\I'll bite you!\It isn't only for her.\I'll change the fate that's waiting for me. response:	And to do that, I'll...
context: Just gotta make it work, huh?\I said, Stop!\And only I can do that.\Don't get all sentimental and babble nonsense!\I'll bite you!\It isn't only for her.\I'll change the fate that's waiting for me.\And to do that, I'll... response:	I told you to cut it out!
context: I said, Stop!\And only I can do that.\Don't get all sentimental and babble nonsense!\I'll bite you!\It isn't only for her.\I'll change the fate that's waiting for me.\And to do that, I'll...\I told you to cut it out! response:	So this is a metia...
context: And only I can do that.\Don't get all sentimental and babble nonsense!\I'll bite you!\It isn't only for her.\I'll change the fate that's waiting for me.\And to do that, I'll...\I told you to cut it out!\So this is a metia... response:	Even I've never seen one before.
context: Don't get all sentimental and babble nonsense!\I'll bite you!\It isn't only for her.\I'll change the fate that's waiting for me.\And to do that, I'll...\I told you to cut it out!\So this is a metia...\Even I've never seen one before. response:	It's fairly delicate, so handle it with care.
context: I'll bite you!\It isn't only for her.\I'll change the fate that's waiting for me.\And to do that, I'll...\I told you to cut it out!\So this is a metia...\Even I've never seen one before.\It's fairly delicate, so handle it with care. response:	Think along the lines of, If you break it, you have to die,
context: It isn't only for her.\I'll change the fate that's waiting for me.\And to do that, I'll...\I told you to cut it out!\So this is a metia...\Even I've never seen one before.\It's fairly delicate, so handle it with care.\Think along the lines of, If you break it, you have to die, response:	like no do-overs.
context: I'll change the fate that's waiting for me.\And to do that, I'll...\I told you to cut it out!\So this is a metia...\Even I've never seen one before.\It's fairly delicate, so handle it with care.\Think along the lines of, If you break it, you have to die,\like no do-overs. response:	Yeah, I'm definitely impressed.
context: And to do that, I'll...\I told you to cut it out!\So this is a metia...\Even I've never seen one before.\It's fairly delicate, so handle it with care.\Think along the lines of, If you break it, you have to die,\like no do-overs.\Yeah, I'm definitely impressed. response:	If I were to sell this, I'd take no less than fifteen... no, twenty holy coins.
context: I told you to cut it out!\So this is a metia...\Even I've never seen one before.\It's fairly delicate, so handle it with care.\Think along the lines of, If you break it, you have to die,\like no do-overs.\Yeah, I'm definitely impressed.\If I were to sell this, I'd take no less than fifteen... no, twenty holy coins. response:	It's worth at least that.
context: So this is a metia...\Even I've never seen one before.\It's fairly delicate, so handle it with care.\Think along the lines of, If you break it, you have to die,\like no do-overs.\Yeah, I'm definitely impressed.\If I were to sell this, I'd take no less than fifteen... no, twenty holy coins.\It's worth at least that. response:	All right! Negotiations complete!
context: Even I've never seen one before.\It's fairly delicate, so handle it with care.\Think along the lines of, If you break it, you have to die,\like no do-overs.\Yeah, I'm definitely impressed.\If I were to sell this, I'd take no less than fifteen... no, twenty holy coins.\It's worth at least that.\All right! Negotiations complete! response:	Now, if we're done talking, let's go for drinks to celebrate a completed sale!
context: It's fairly delicate, so handle it with care.\Think along the lines of, If you break it, you have to die,\like no do-overs.\Yeah, I'm definitely impressed.\If I were to sell this, I'd take no less than fifteen... no, twenty holy coins.\It's worth at least that.\All right! Negotiations complete!\Now, if we're done talking, let's go for drinks to celebrate a completed sale! response:	Hold it!
context: Think along the lines of, If you break it, you have to die,\like no do-overs.\Yeah, I'm definitely impressed.\If I were to sell this, I'd take no less than fifteen... no, twenty holy coins.\It's worth at least that.\All right! Negotiations complete!\Now, if we're done talking, let's go for drinks to celebrate a completed sale!\Hold it! response:	Why are you in such a hurry?
context: like no do-overs.\Yeah, I'm definitely impressed.\If I were to sell this, I'd take no less than fifteen... no, twenty holy coins.\It's worth at least that.\All right! Negotiations complete!\Now, if we're done talking, let's go for drinks to celebrate a completed sale!\Hold it!\Why are you in such a hurry? response:	Life doesn't last forever.
context: Yeah, I'm definitely impressed.\If I were to sell this, I'd take no less than fifteen... no, twenty holy coins.\It's worth at least that.\All right! Negotiations complete!\Now, if we're done talking, let's go for drinks to celebrate a completed sale!\Hold it!\Why are you in such a hurry?\Life doesn't last forever. response:	Make every second count. Don't waste any
context: If I were to sell this, I'd take no less than fifteen... no, twenty holy coins.\It's worth at least that.\All right! Negotiations complete!\Now, if we're done talking, let's go for drinks to celebrate a completed sale!\Hold it!\Why are you in such a hurry?\Life doesn't last forever.\Make every second count. Don't waste any response:	Yeah, yeah!
context: It's worth at least that.\All right! Negotiations complete!\Now, if we're done talking, let's go for drinks to celebrate a completed sale!\Hold it!\Why are you in such a hurry?\Life doesn't last forever.\Make every second count. Don't waste any\Yeah, yeah! response:	I don't care about all that.
context: All right! Negotiations complete!\Now, if we're done talking, let's go for drinks to celebrate a completed sale!\Hold it!\Why are you in such a hurry?\Life doesn't last forever.\Make every second count. Don't waste any\Yeah, yeah!\I don't care about all that. response:	Why do you even want the insignia, anyway?
context: Now, if we're done talking, let's go for drinks to celebrate a completed sale!\Hold it!\Why are you in such a hurry?\Life doesn't last forever.\Make every second count. Don't waste any\Yeah, yeah!\I don't care about all that.\Why do you even want the insignia, anyway? response:	This insignia is worth a lot more than it looks.
context: Hold it!\Why are you in such a hurry?\Life doesn't last forever.\Make every second count. Don't waste any\Yeah, yeah!\I don't care about all that.\Why do you even want the insignia, anyway?\This insignia is worth a lot more than it looks. response:	That's why everyone wants it.
context: Why are you in such a hurry?\Life doesn't last forever.\Make every second count. Don't waste any\Yeah, yeah!\I don't care about all that.\Why do you even want the insignia, anyway?\This insignia is worth a lot more than it looks.\That's why everyone wants it. response:	In other words, this would sell for more than a metia
context: Life doesn't last forever.\Make every second count. Don't waste any\Yeah, yeah!\I don't care about all that.\Why do you even want the insignia, anyway?\This insignia is worth a lot more than it looks.\That's why everyone wants it.\In other words, this would sell for more than a metia response:	Hang on, Felt! That's a dangerous way to think!
context: Make every second count. Don't waste any\Yeah, yeah!\I don't care about all that.\Why do you even want the insignia, anyway?\This insignia is worth a lot more than it looks.\That's why everyone wants it.\In other words, this would sell for more than a metia\Hang on, Felt! That's a dangerous way to think! response:	He appraised it at over twenty holy coins.
context: Yeah, yeah!\I don't care about all that.\Why do you even want the insignia, anyway?\This insignia is worth a lot more than it looks.\That's why everyone wants it.\In other words, this would sell for more than a metia\Hang on, Felt! That's a dangerous way to think!\He appraised it at over twenty holy coins. response:	Just sell it for that! Don't ask for more!
context: I don't care about all that.\Why do you even want the insignia, anyway?\This insignia is worth a lot more than it looks.\That's why everyone wants it.\In other words, this would sell for more than a metia\Hang on, Felt! That's a dangerous way to think!\He appraised it at over twenty holy coins.\Just sell it for that! Don't ask for more! response:	El The woman who asked you for it can't go higher than twenty, either.
context: Why do you even want the insignia, anyway?\This insignia is worth a lot more than it looks.\That's why everyone wants it.\In other words, this would sell for more than a metia\Hang on, Felt! That's a dangerous way to think!\He appraised it at over twenty holy coins.\Just sell it for that! Don't ask for more!\El The woman who asked you for it can't go higher than twenty, either. response:	She won't pay more than that!
context: This insignia is worth a lot more than it looks.\That's why everyone wants it.\In other words, this would sell for more than a metia\Hang on, Felt! That's a dangerous way to think!\He appraised it at over twenty holy coins.\Just sell it for that! Don't ask for more!\El The woman who asked you for it can't go higher than twenty, either.\She won't pay more than that! response:	How do you know that?
