context: This is so boring, Mob. response:	Ura Sunday
context: Did he just say psychic?\Like that doesn't sound shady...\Ow!\Hey, don't throw rocks at me!\Ow!\That guy was so gross.\Wait! I need that lead!\Crap! The girls I was after! response:	Wait, was that...
context: Like that doesn't sound shady...\Ow!\Hey, don't throw rocks at me!\Ow!\That guy was so gross.\Wait! I need that lead!\Crap! The girls I was after!\Wait, was that... response:	Hold it right there!
context: Ow!\Hey, don't throw rocks at me!\Ow!\That guy was so gross.\Wait! I need that lead!\Crap! The girls I was after!\Wait, was that...\Hold it right there! response:	You must be the Red Raincoat!
context: Hey, don't throw rocks at me!\Ow!\That guy was so gross.\Wait! I need that lead!\Crap! The girls I was after!\Wait, was that...\Hold it right there!\You must be the Red Raincoat! response:	Don't get in my way!
context: Ow!\That guy was so gross.\Wait! I need that lead!\Crap! The girls I was after!\Wait, was that...\Hold it right there!\You must be the Red Raincoat!\Don't get in my way! response:	There's nothing fun about exposing myself to another guy!
context: That guy was so gross.\Wait! I need that lead!\Crap! The girls I was after!\Wait, was that...\Hold it right there!\You must be the Red Raincoat!\Don't get in my way!\There's nothing fun about exposing myself to another guy! response:	So you're a flasher who goes after children?
context: Wait! I need that lead!\Crap! The girls I was after!\Wait, was that...\Hold it right there!\You must be the Red Raincoat!\Don't get in my way!\There's nothing fun about exposing myself to another guy!\So you're a flasher who goes after children? response:	You filthy criminal!
context: Crap! The girls I was after!\Wait, was that...\Hold it right there!\You must be the Red Raincoat!\Don't get in my way!\There's nothing fun about exposing myself to another guy!\So you're a flasher who goes after children?\You filthy criminal! response:	This is awesome! Creep versus creep!
context: Wait, was that...\Hold it right there!\You must be the Red Raincoat!\Don't get in my way!\There's nothing fun about exposing myself to another guy!\So you're a flasher who goes after children?\You filthy criminal!\This is awesome! Creep versus creep! response:	Get a video of this!
context: Hold it right there!\You must be the Red Raincoat!\Don't get in my way!\There's nothing fun about exposing myself to another guy!\So you're a flasher who goes after children?\You filthy criminal!\This is awesome! Creep versus creep!\Get a video of this! response:	I may not look it, but I was vice captain of the sumo club in grade school!
context: You must be the Red Raincoat!\Don't get in my way!\There's nothing fun about exposing myself to another guy!\So you're a flasher who goes after children?\You filthy criminal!\This is awesome! Creep versus creep!\Get a video of this!\I may not look it, but I was vice captain of the sumo club in grade school! response:	I give up!
context: Don't get in my way!\There's nothing fun about exposing myself to another guy!\So you're a flasher who goes after children?\You filthy criminal!\This is awesome! Creep versus creep!\Get a video of this!\I may not look it, but I was vice captain of the sumo club in grade school!\I give up! response:	I give up, so let me go!
context: There's nothing fun about exposing myself to another guy!\So you're a flasher who goes after children?\You filthy criminal!\This is awesome! Creep versus creep!\Get a video of this!\I may not look it, but I was vice captain of the sumo club in grade school!\I give up!\I give up, so let me go! response:	You got me...
context: So you're a flasher who goes after children?\You filthy criminal!\This is awesome! Creep versus creep!\Get a video of this!\I may not look it, but I was vice captain of the sumo club in grade school!\I give up!\I give up, so let me go!\You got me... response:	Or so you thought...
context: You filthy criminal!\This is awesome! Creep versus creep!\Get a video of this!\I may not look it, but I was vice captain of the sumo club in grade school!\I give up!\I give up, so let me go!\You got me...\Or so you thought... response:	I was on the track team in middle school, fatty!
context: This is awesome! Creep versus creep!\Get a video of this!\I may not look it, but I was vice captain of the sumo club in grade school!\I give up!\I give up, so let me go!\You got me...\Or so you thought...\I was on the track team in middle school, fatty! response:	Talk about playing dirty.
context: Get a video of this!\I may not look it, but I was vice captain of the sumo club in grade school!\I give up!\I give up, so let me go!\You got me...\Or so you thought...\I was on the track team in middle school, fatty!\Talk about playing dirty. response:	But damn, he's fast.
context: I may not look it, but I was vice captain of the sumo club in grade school!\I give up!\I give up, so let me go!\You got me...\Or so you thought...\I was on the track team in middle school, fatty!\Talk about playing dirty.\But damn, he's fast. response:	Terror
context: I give up!\I give up, so let me go!\You got me...\Or so you thought...\I was on the track team in middle school, fatty!\Talk about playing dirty.\But damn, he's fast.\Terror response:	This is the human-faced dog?
context: I give up, so let me go!\You got me...\Or so you thought...\I was on the track team in middle school, fatty!\Talk about playing dirty.\But damn, he's fast.\Terror\This is the human-faced dog? response:	That looks like marker. I guess the sighting report was fake.
context: You got me...\Or so you thought...\I was on the track team in middle school, fatty!\Talk about playing dirty.\But damn, he's fast.\Terror\This is the human-faced dog?\That looks like marker. I guess the sighting report was fake. response:	No, this is definitely the human-faced dog.
context: Or so you thought...\I was on the track team in middle school, fatty!\Talk about playing dirty.\But damn, he's fast.\Terror\This is the human-faced dog?\That looks like marker. I guess the sighting report was fake.\No, this is definitely the human-faced dog. response:	What do you mean?
context: I was on the track team in middle school, fatty!\Talk about playing dirty.\But damn, he's fast.\Terror\This is the human-faced dog?\That looks like marker. I guess the sighting report was fake.\No, this is definitely the human-faced dog.\What do you mean? response:	This is usually how rumors go.
context: Talk about playing dirty.\But damn, he's fast.\Terror\This is the human-faced dog?\That looks like marker. I guess the sighting report was fake.\No, this is definitely the human-faced dog.\What do you mean?\This is usually how rumors go. response:	To grade and middle school kids, this is the real deal.
context: But damn, he's fast.\Terror\This is the human-faced dog?\That looks like marker. I guess the sighting report was fake.\No, this is definitely the human-faced dog.\What do you mean?\This is usually how rumors go.\To grade and middle school kids, this is the real deal. response:	Hey, someone's at our human-faced dog's house.
context: Terror\This is the human-faced dog?\That looks like marker. I guess the sighting report was fake.\No, this is definitely the human-faced dog.\What do you mean?\This is usually how rumors go.\To grade and middle school kids, this is the real deal.\Hey, someone's at our human-faced dog's house. response:	We should charge admission.
context: This is the human-faced dog?\That looks like marker. I guess the sighting report was fake.\No, this is definitely the human-faced dog.\What do you mean?\This is usually how rumors go.\To grade and middle school kids, this is the real deal.\Hey, someone's at our human-faced dog's house.\We should charge admission. response:	Whose dog is this?
context: That looks like marker. I guess the sighting report was fake.\No, this is definitely the human-faced dog.\What do you mean?\This is usually how rumors go.\To grade and middle school kids, this is the real deal.\Hey, someone's at our human-faced dog's house.\We should charge admission.\Whose dog is this? response:	The old guy who lives here.
context: No, this is definitely the human-faced dog.\What do you mean?\This is usually how rumors go.\To grade and middle school kids, this is the real deal.\Hey, someone's at our human-faced dog's house.\We should charge admission.\Whose dog is this?\The old guy who lives here. response:	His eyes are bad, so he hasn't noticed we scribbled on its face.
context: What do you mean?\This is usually how rumors go.\To grade and middle school kids, this is the real deal.\Hey, someone's at our human-faced dog's house.\We should charge admission.\Whose dog is this?\The old guy who lives here.\His eyes are bad, so he hasn't noticed we scribbled on its face. response:	A-Are you his grandkids?
context: This is usually how rumors go.\To grade and middle school kids, this is the real deal.\Hey, someone's at our human-faced dog's house.\We should charge admission.\Whose dog is this?\The old guy who lives here.\His eyes are bad, so he hasn't noticed we scribbled on its face.\A-Are you his grandkids? response:	Huh? Why?
context: To grade and middle school kids, this is the real deal.\Hey, someone's at our human-faced dog's house.\We should charge admission.\Whose dog is this?\The old guy who lives here.\His eyes are bad, so he hasn't noticed we scribbled on its face.\A-Are you his grandkids?\Huh? Why? response:	Hey, you little shits!
context: Hey, someone's at our human-faced dog's house.\We should charge admission.\Whose dog is this?\The old guy who lives here.\His eyes are bad, so he hasn't noticed we scribbled on its face.\A-Are you his grandkids?\Huh? Why?\Hey, you little shits! response:	I'll kick your asses the next time you try to draw on this dog's face!
context: We should charge admission.\Whose dog is this?\The old guy who lives here.\His eyes are bad, so he hasn't noticed we scribbled on its face.\A-Are you his grandkids?\Huh? Why?\Hey, you little shits!\I'll kick your asses the next time you try to draw on this dog's face! response:	So he says after he actually hit us.
context: Whose dog is this?\The old guy who lives here.\His eyes are bad, so he hasn't noticed we scribbled on its face.\A-Are you his grandkids?\Huh? Why?\Hey, you little shits!\I'll kick your asses the next time you try to draw on this dog's face!\So he says after he actually hit us. response:	We're gonna tell the PTA on you.
context: The old guy who lives here.\His eyes are bad, so he hasn't noticed we scribbled on its face.\A-Are you his grandkids?\Huh? Why?\Hey, you little shits!\I'll kick your asses the next time you try to draw on this dog's face!\So he says after he actually hit us.\We're gonna tell the PTA on you. response:	Yeah, just try it.
context: His eyes are bad, so he hasn't noticed we scribbled on its face.\A-Are you his grandkids?\Huh? Why?\Hey, you little shits!\I'll kick your asses the next time you try to draw on this dog's face!\So he says after he actually hit us.\We're gonna tell the PTA on you.\Yeah, just try it. response:	You know what this world needs? Adults who can keep you little shits in line!
context: A-Are you his grandkids?\Huh? Why?\Hey, you little shits!\I'll kick your asses the next time you try to draw on this dog's face!\So he says after he actually hit us.\We're gonna tell the PTA on you.\Yeah, just try it.\You know what this world needs? Adults who can keep you little shits in line! response:	Don't think that I, Suzuki Taro, am going to be a pushover like your teachers.
context: Huh? Why?\Hey, you little shits!\I'll kick your asses the next time you try to draw on this dog's face!\So he says after he actually hit us.\We're gonna tell the PTA on you.\Yeah, just try it.\You know what this world needs? Adults who can keep you little shits in line!\Don't think that I, Suzuki Taro, am going to be a pushover like your teachers. response:	But you use a fake name anyway?
context: Hey, you little shits!\I'll kick your asses the next time you try to draw on this dog's face!\So he says after he actually hit us.\We're gonna tell the PTA on you.\Yeah, just try it.\You know what this world needs? Adults who can keep you little shits in line!\Don't think that I, Suzuki Taro, am going to be a pushover like your teachers.\But you use a fake name anyway? response:	You'll give Terror a bath?
context: I'll kick your asses the next time you try to draw on this dog's face!\So he says after he actually hit us.\We're gonna tell the PTA on you.\Yeah, just try it.\You know what this world needs? Adults who can keep you little shits in line!\Don't think that I, Suzuki Taro, am going to be a pushover like your teachers.\But you use a fake name anyway?\You'll give Terror a bath? response:	What a nice young man.
context: So he says after he actually hit us.\We're gonna tell the PTA on you.\Yeah, just try it.\You know what this world needs? Adults who can keep you little shits in line!\Don't think that I, Suzuki Taro, am going to be a pushover like your teachers.\But you use a fake name anyway?\You'll give Terror a bath?\What a nice young man. response:	Was he that dirty? Then, I guess I'll take you up on your offer.
context: We're gonna tell the PTA on you.\Yeah, just try it.\You know what this world needs? Adults who can keep you little shits in line!\Don't think that I, Suzuki Taro, am going to be a pushover like your teachers.\But you use a fake name anyway?\You'll give Terror a bath?\What a nice young man.\Was he that dirty? Then, I guess I'll take you up on your offer. response:	Here, Terror.
context: Yeah, just try it.\You know what this world needs? Adults who can keep you little shits in line!\Don't think that I, Suzuki Taro, am going to be a pushover like your teachers.\But you use a fake name anyway?\You'll give Terror a bath?\What a nice young man.\Was he that dirty? Then, I guess I'll take you up on your offer.\Here, Terror. response:	Look at him happily wag his tail with his ominous-sounding name.
context: You know what this world needs? Adults who can keep you little shits in line!\Don't think that I, Suzuki Taro, am going to be a pushover like your teachers.\But you use a fake name anyway?\You'll give Terror a bath?\What a nice young man.\Was he that dirty? Then, I guess I'll take you up on your offer.\Here, Terror.\Look at him happily wag his tail with his ominous-sounding name. response:	Now, then...
context: Don't think that I, Suzuki Taro, am going to be a pushover like your teachers.\But you use a fake name anyway?\You'll give Terror a bath?\What a nice young man.\Was he that dirty? Then, I guess I'll take you up on your offer.\Here, Terror.\Look at him happily wag his tail with his ominous-sounding name.\Now, then... response:	We'll need before and after pictures for our progress report.
context: But you use a fake name anyway?\You'll give Terror a bath?\What a nice young man.\Was he that dirty? Then, I guess I'll take you up on your offer.\Here, Terror.\Look at him happily wag his tail with his ominous-sounding name.\Now, then...\We'll need before and after pictures for our progress report. response:	I wonder if he just likes dogs.
context: You'll give Terror a bath?\What a nice young man.\Was he that dirty? Then, I guess I'll take you up on your offer.\Here, Terror.\Look at him happily wag his tail with his ominous-sounding name.\Now, then...\We'll need before and after pictures for our progress report.\I wonder if he just likes dogs. response:	Did you know it was just a prank to begin with?
context: What a nice young man.\Was he that dirty? Then, I guess I'll take you up on your offer.\Here, Terror.\Look at him happily wag his tail with his ominous-sounding name.\Now, then...\We'll need before and after pictures for our progress report.\I wonder if he just likes dogs.\Did you know it was just a prank to begin with? response:	Of course I did.
context: Was he that dirty? Then, I guess I'll take you up on your offer.\Here, Terror.\Look at him happily wag his tail with his ominous-sounding name.\Now, then...\We'll need before and after pictures for our progress report.\I wonder if he just likes dogs.\Did you know it was just a prank to begin with?\Of course I did. response:	Were you actually looking for a dog with a person's face?
context: Here, Terror.\Look at him happily wag his tail with his ominous-sounding name.\Now, then...\We'll need before and after pictures for our progress report.\I wonder if he just likes dogs.\Did you know it was just a prank to begin with?\Of course I did.\Were you actually looking for a dog with a person's face? response:	There, there.
context: Look at him happily wag his tail with his ominous-sounding name.\Now, then...\We'll need before and after pictures for our progress report.\I wonder if he just likes dogs.\Did you know it was just a prank to begin with?\Of course I did.\Were you actually looking for a dog with a person's face?\There, there. response:	Dog Shampoo
context: Now, then...\We'll need before and after pictures for our progress report.\I wonder if he just likes dogs.\Did you know it was just a prank to begin with?\Of course I did.\Were you actually looking for a dog with a person's face?\There, there.\Dog Shampoo response:	Dirt-be-gone
context: We'll need before and after pictures for our progress report.\I wonder if he just likes dogs.\Did you know it was just a prank to begin with?\Of course I did.\Were you actually looking for a dog with a person's face?\There, there.\Dog Shampoo\Dirt-be-gone response:	Boney Bones
context: I wonder if he just likes dogs.\Did you know it was just a prank to begin with?\Of course I did.\Were you actually looking for a dog with a person's face?\There, there.\Dog Shampoo\Dirt-be-gone\Boney Bones response:	Nom
context: Did you know it was just a prank to begin with?\Of course I did.\Were you actually looking for a dog with a person's face?\There, there.\Dog Shampoo\Dirt-be-gone\Boney Bones\Nom response:	Let's see if we can get some hot water for him.
context: Of course I did.\Were you actually looking for a dog with a person's face?\There, there.\Dog Shampoo\Dirt-be-gone\Boney Bones\Nom\Let's see if we can get some hot water for him. response:	What? You outta breath?
context: Were you actually looking for a dog with a person's face?\There, there.\Dog Shampoo\Dirt-be-gone\Boney Bones\Nom\Let's see if we can get some hot water for him.\What? You outta breath? response:	Too bad for you. I may have been in the sumo club in grade school,
context: There, there.\Dog Shampoo\Dirt-be-gone\Boney Bones\Nom\Let's see if we can get some hot water for him.\What? You outta breath?\Too bad for you. I may have been in the sumo club in grade school, response:	but in middle school, I was on the table tennis team!
context: Dog Shampoo\Dirt-be-gone\Boney Bones\Nom\Let's see if we can get some hot water for him.\What? You outta breath?\Too bad for you. I may have been in the sumo club in grade school,\but in middle school, I was on the table tennis team! response:	I'm plenty confident about my stamina!
context: Dirt-be-gone\Boney Bones\Nom\Let's see if we can get some hot water for him.\What? You outta breath?\Too bad for you. I may have been in the sumo club in grade school,\but in middle school, I was on the table tennis team!\I'm plenty confident about my stamina! response:	You're so out of breath, though.
context: Boney Bones\Nom\Let's see if we can get some hot water for him.\What? You outta breath?\Too bad for you. I may have been in the sumo club in grade school,\but in middle school, I was on the table tennis team!\I'm plenty confident about my stamina!\You're so out of breath, though. response:	Why are you chasing me? This has nothing to do with you.
context: Nom\Let's see if we can get some hot water for him.\What? You outta breath?\Too bad for you. I may have been in the sumo club in grade school,\but in middle school, I was on the table tennis team!\I'm plenty confident about my stamina!\You're so out of breath, though.\Why are you chasing me? This has nothing to do with you. response:	Ever heard of citizen's arrest?
context: Let's see if we can get some hot water for him.\What? You outta breath?\Too bad for you. I may have been in the sumo club in grade school,\but in middle school, I was on the table tennis team!\I'm plenty confident about my stamina!\You're so out of breath, though.\Why are you chasing me? This has nothing to do with you.\Ever heard of citizen's arrest? response:	Even a civilian can arrest a criminal in the act.
context: What? You outta breath?\Too bad for you. I may have been in the sumo club in grade school,\but in middle school, I was on the table tennis team!\I'm plenty confident about my stamina!\You're so out of breath, though.\Why are you chasing me? This has nothing to do with you.\Ever heard of citizen's arrest?\Even a civilian can arrest a criminal in the act. response:	Let the blades of justice strike you down, you pervert!
context: Too bad for you. I may have been in the sumo club in grade school,\but in middle school, I was on the table tennis team!\I'm plenty confident about my stamina!\You're so out of breath, though.\Why are you chasing me? This has nothing to do with you.\Ever heard of citizen's arrest?\Even a civilian can arrest a criminal in the act.\Let the blades of justice strike you down, you pervert! response:	You seriously thought you caught me?
context: but in middle school, I was on the table tennis team!\I'm plenty confident about my stamina!\You're so out of breath, though.\Why are you chasing me? This has nothing to do with you.\Ever heard of citizen's arrest?\Even a civilian can arrest a criminal in the act.\Let the blades of justice strike you down, you pervert!\You seriously thought you caught me? response:	I led you here on purpose!
context: I'm plenty confident about my stamina!\You're so out of breath, though.\Why are you chasing me? This has nothing to do with you.\Ever heard of citizen's arrest?\Even a civilian can arrest a criminal in the act.\Let the blades of justice strike you down, you pervert!\You seriously thought you caught me?\I led you here on purpose! response:	I will admit, this all started as an unusual fetish.
context: You're so out of breath, though.\Why are you chasing me? This has nothing to do with you.\Ever heard of citizen's arrest?\Even a civilian can arrest a criminal in the act.\Let the blades of justice strike you down, you pervert!\You seriously thought you caught me?\I led you here on purpose!\I will admit, this all started as an unusual fetish. response:	But before long, I started finding pleasure in rumors of me spreading around town.
context: Why are you chasing me? This has nothing to do with you.\Ever heard of citizen's arrest?\Even a civilian can arrest a criminal in the act.\Let the blades of justice strike you down, you pervert!\You seriously thought you caught me?\I led you here on purpose!\I will admit, this all started as an unusual fetish.\But before long, I started finding pleasure in rumors of me spreading around town. response:	I felt like some kind of celebrity!
context: Ever heard of citizen's arrest?\Even a civilian can arrest a criminal in the act.\Let the blades of justice strike you down, you pervert!\You seriously thought you caught me?\I led you here on purpose!\I will admit, this all started as an unusual fetish.\But before long, I started finding pleasure in rumors of me spreading around town.\I felt like some kind of celebrity! response:	Just by wearing this raincoat, I feel unstoppable!
context: Even a civilian can arrest a criminal in the act.\Let the blades of justice strike you down, you pervert!\You seriously thought you caught me?\I led you here on purpose!\I will admit, this all started as an unusual fetish.\But before long, I started finding pleasure in rumors of me spreading around town.\I felt like some kind of celebrity!\Just by wearing this raincoat, I feel unstoppable! response:	You wanna turn me in to the police?
context: Let the blades of justice strike you down, you pervert!\You seriously thought you caught me?\I led you here on purpose!\I will admit, this all started as an unusual fetish.\But before long, I started finding pleasure in rumors of me spreading around town.\I felt like some kind of celebrity!\Just by wearing this raincoat, I feel unstoppable!\You wanna turn me in to the police? response:	I'd love to see you try!
context: You seriously thought you caught me?\I led you here on purpose!\I will admit, this all started as an unusual fetish.\But before long, I started finding pleasure in rumors of me spreading around town.\I felt like some kind of celebrity!\Just by wearing this raincoat, I feel unstoppable!\You wanna turn me in to the police?\I'd love to see you try! response:	He passed out.
context: I led you here on purpose!\I will admit, this all started as an unusual fetish.\But before long, I started finding pleasure in rumors of me spreading around town.\I felt like some kind of celebrity!\Just by wearing this raincoat, I feel unstoppable!\You wanna turn me in to the police?\I'd love to see you try!\He passed out. response:	But he and others saw my face, which will make things harder for me in this town.
context: I will admit, this all started as an unusual fetish.\But before long, I started finding pleasure in rumors of me spreading around town.\I felt like some kind of celebrity!\Just by wearing this raincoat, I feel unstoppable!\You wanna turn me in to the police?\I'd love to see you try!\He passed out.\But he and others saw my face, which will make things harder for me in this town. response:	Guess it's time to leave.
context: But before long, I started finding pleasure in rumors of me spreading around town.\I felt like some kind of celebrity!\Just by wearing this raincoat, I feel unstoppable!\You wanna turn me in to the police?\I'd love to see you try!\He passed out.\But he and others saw my face, which will make things harder for me in this town.\Guess it's time to leave. response:	No Trespassing
context: I felt like some kind of celebrity!\Just by wearing this raincoat, I feel unstoppable!\You wanna turn me in to the police?\I'd love to see you try!\He passed out.\But he and others saw my face, which will make things harder for me in this town.\Guess it's time to leave.\No Trespassing response:	Who the hell are you? Did you see everything?
context: Just by wearing this raincoat, I feel unstoppable!\You wanna turn me in to the police?\I'd love to see you try!\He passed out.\But he and others saw my face, which will make things harder for me in this town.\Guess it's time to leave.\No Trespassing\Who the hell are you? Did you see everything? response:	Hey, aren't you thirsty?
context: You wanna turn me in to the police?\I'd love to see you try!\He passed out.\But he and others saw my face, which will make things harder for me in this town.\Guess it's time to leave.\No Trespassing\Who the hell are you? Did you see everything?\Hey, aren't you thirsty? response:	What, it's just some crazy bitch?
context: I'd love to see you try!\He passed out.\But he and others saw my face, which will make things harder for me in this town.\Guess it's time to leave.\No Trespassing\Who the hell are you? Did you see everything?\Hey, aren't you thirsty?\What, it's just some crazy bitch? response:	Hey, aren't you thirsty?
context: He passed out.\But he and others saw my face, which will make things harder for me in this town.\Guess it's time to leave.\No Trespassing\Who the hell are you? Did you see everything?\Hey, aren't you thirsty?\What, it's just some crazy bitch?\Hey, aren't you thirsty? response:	Yeah...
context: But he and others saw my face, which will make things harder for me in this town.\Guess it's time to leave.\No Trespassing\Who the hell are you? Did you see everything?\Hey, aren't you thirsty?\What, it's just some crazy bitch?\Hey, aren't you thirsty?\Yeah... response:	Never been thirstier!
context: Guess it's time to leave.\No Trespassing\Who the hell are you? Did you see everything?\Hey, aren't you thirsty?\What, it's just some crazy bitch?\Hey, aren't you thirsty?\Yeah...\Never been thirstier! response:	I'll let you drink until you explode, then!
context: No Trespassing\Who the hell are you? Did you see everything?\Hey, aren't you thirsty?\What, it's just some crazy bitch?\Hey, aren't you thirsty?\Yeah...\Never been thirstier!\I'll let you drink until you explode, then! response:	Spirit Hold
context: Who the hell are you? Did you see everything?\Hey, aren't you thirsty?\What, it's just some crazy bitch?\Hey, aren't you thirsty?\Yeah...\Never been thirstier!\I'll let you drink until you explode, then!\Spirit Hold response:	Spirit Hold! There, now you can't move!
context: Hey, aren't you thirsty?\What, it's just some crazy bitch?\Hey, aren't you thirsty?\Yeah...\Never been thirstier!\I'll let you drink until you explode, then!\Spirit Hold\Spirit Hold! There, now you can't move! response:	Damn it! I've not recovered from being tased!
context: What, it's just some crazy bitch?\Hey, aren't you thirsty?\Yeah...\Never been thirstier!\I'll let you drink until you explode, then!\Spirit Hold\Spirit Hold! There, now you can't move!\Damn it! I've not recovered from being tased! response:	Wha
context: Hey, aren't you thirsty?\Yeah...\Never been thirstier!\I'll let you drink until you explode, then!\Spirit Hold\Spirit Hold! There, now you can't move!\Damn it! I've not recovered from being tased!\Wha response:	Where'd she go?!
context: Yeah...\Never been thirstier!\I'll let you drink until you explode, then!\Spirit Hold\Spirit Hold! There, now you can't move!\Damn it! I've not recovered from being tased!\Wha\Where'd she go?! response:	II
context: Never been thirstier!\I'll let you drink until you explode, then!\Spirit Hold\Spirit Hold! There, now you can't move!\Damn it! I've not recovered from being tased!\Wha\Where'd she go?!\II response:	Mob Psycho 100
context: I'll let you drink until you explode, then!\Spirit Hold\Spirit Hold! There, now you can't move!\Damn it! I've not recovered from being tased!\Wha\Where'd she go?!\II\Mob Psycho 100 response:	II
context: Spirit Hold\Spirit Hold! There, now you can't move!\Damn it! I've not recovered from being tased!\Wha\Where'd she go?!\II\Mob Psycho 100\II response:	Mob Psycho 100
context: Spirit Hold! There, now you can't move!\Damn it! I've not recovered from being tased!\Wha\Where'd she go?!\II\Mob Psycho 100\II\Mob Psycho 100 response:	Guess Reigen was right to send me as insurance!
context: Damn it! I've not recovered from being tased!\Wha\Where'd she go?!\II\Mob Psycho 100\II\Mob Psycho 100\Guess Reigen was right to send me as insurance! response:	Talk about pressure... Her aura's stabbing me left and right.
context: Wha\Where'd she go?!\II\Mob Psycho 100\II\Mob Psycho 100\Guess Reigen was right to send me as insurance!\Talk about pressure... Her aura's stabbing me left and right. response:	Guess I'll try to drag out all of this guy's latent powers.
context: Where'd she go?!\II\Mob Psycho 100\II\Mob Psycho 100\Guess Reigen was right to send me as insurance!\Talk about pressure... Her aura's stabbing me left and right.\Guess I'll try to drag out all of this guy's latent powers. response:	Hey, aren't you thirsty?!
context: II\Mob Psycho 100\II\Mob Psycho 100\Guess Reigen was right to send me as insurance!\Talk about pressure... Her aura's stabbing me left and right.\Guess I'll try to drag out all of this guy's latent powers.\Hey, aren't you thirsty?! response:	You tryin' to hit on me?
context: Mob Psycho 100\II\Mob Psycho 100\Guess Reigen was right to send me as insurance!\Talk about pressure... Her aura's stabbing me left and right.\Guess I'll try to drag out all of this guy's latent powers.\Hey, aren't you thirsty?!\You tryin' to hit on me? response:	I'm not a fan of forceful girls!
context: II\Mob Psycho 100\Guess Reigen was right to send me as insurance!\Talk about pressure... Her aura's stabbing me left and right.\Guess I'll try to drag out all of this guy's latent powers.\Hey, aren't you thirsty?!\You tryin' to hit on me?\I'm not a fan of forceful girls! response:	Take that!
context: Mob Psycho 100\Guess Reigen was right to send me as insurance!\Talk about pressure... Her aura's stabbing me left and right.\Guess I'll try to drag out all of this guy's latent powers.\Hey, aren't you thirsty?!\You tryin' to hit on me?\I'm not a fan of forceful girls!\Take that! response:	Whoa, whoa, whoa, whoa!
context: Guess Reigen was right to send me as insurance!\Talk about pressure... Her aura's stabbing me left and right.\Guess I'll try to drag out all of this guy's latent powers.\Hey, aren't you thirsty?!\You tryin' to hit on me?\I'm not a fan of forceful girls!\Take that!\Whoa, whoa, whoa, whoa! response:	To think his manual would save him this way...
context: Talk about pressure... Her aura's stabbing me left and right.\Guess I'll try to drag out all of this guy's latent powers.\Hey, aren't you thirsty?!\You tryin' to hit on me?\I'm not a fan of forceful girls!\Take that!\Whoa, whoa, whoa, whoa!\To think his manual would save him this way... response:	Spiritual Worldism for Psychics
context: Guess I'll try to drag out all of this guy's latent powers.\Hey, aren't you thirsty?!\You tryin' to hit on me?\I'm not a fan of forceful girls!\Take that!\Whoa, whoa, whoa, whoa!\To think his manual would save him this way...\Spiritual Worldism for Psychics response:	His life comes first...
context: Hey, aren't you thirsty?!\You tryin' to hit on me?\I'm not a fan of forceful girls!\Take that!\Whoa, whoa, whoa, whoa!\To think his manual would save him this way...\Spiritual Worldism for Psychics\His life comes first... response:	I'll happily turn tail and run away!
context: You tryin' to hit on me?\I'm not a fan of forceful girls!\Take that!\Whoa, whoa, whoa, whoa!\To think his manual would save him this way...\Spiritual Worldism for Psychics\His life comes first...\I'll happily turn tail and run away! response:	I need to send an SOS!
context: I'm not a fan of forceful girls!\Take that!\Whoa, whoa, whoa, whoa!\To think his manual would save him this way...\Spiritual Worldism for Psychics\His life comes first...\I'll happily turn tail and run away!\I need to send an SOS! response:	There, all clean.
context: Take that!\Whoa, whoa, whoa, whoa!\To think his manual would save him this way...\Spiritual Worldism for Psychics\His life comes first...\I'll happily turn tail and run away!\I need to send an SOS!\There, all clean. response:	Mob, how did you get that wet?
context: Whoa, whoa, whoa, whoa!\To think his manual would save him this way...\Spiritual Worldism for Psychics\His life comes first...\I'll happily turn tail and run away!\I need to send an SOS!\There, all clean.\Mob, how did you get that wet? response:	I shouldn't have helped.
context: To think his manual would save him this way...\Spiritual Worldism for Psychics\His life comes first...\I'll happily turn tail and run away!\I need to send an SOS!\There, all clean.\Mob, how did you get that wet?\I shouldn't have helped. response:	Hello, this is Reigen.
context: Spiritual Worldism for Psychics\His life comes first...\I'll happily turn tail and run away!\I need to send an SOS!\There, all clean.\Mob, how did you get that wet?\I shouldn't have helped.\Hello, this is Reigen. response:	Hey, did you get any info...
context: His life comes first...\I'll happily turn tail and run away!\I need to send an SOS!\There, all clean.\Mob, how did you get that wet?\I shouldn't have helped.\Hello, this is Reigen.\Hey, did you get any info... response:	Let's go.
context: I'll happily turn tail and run away!\I need to send an SOS!\There, all clean.\Mob, how did you get that wet?\I shouldn't have helped.\Hello, this is Reigen.\Hey, did you get any info...\Let's go. response:	The Dragger showed up.
context: I need to send an SOS!\There, all clean.\Mob, how did you get that wet?\I shouldn't have helped.\Hello, this is Reigen.\Hey, did you get any info...\Let's go.\The Dragger showed up. response:	No wonder she's trending in the urban legends world.
context: There, all clean.\Mob, how did you get that wet?\I shouldn't have helped.\Hello, this is Reigen.\Hey, did you get any info...\Let's go.\The Dragger showed up.\No wonder she's trending in the urban legends world. response:	Maybe because she's all over social media, she's got way more energy fueling her.
context: Mob, how did you get that wet?\I shouldn't have helped.\Hello, this is Reigen.\Hey, did you get any info...\Let's go.\The Dragger showed up.\No wonder she's trending in the urban legends world.\Maybe because she's all over social media, she's got way more energy fueling her. response:	And now she's going for function over form.
