context: I've come from Lieseltania. response:	My name is Flora.
context: Thanks, Yabuki. I owe you one.\Hey, not a problem.\Because after all, having you owe me one is sure to come in handy sometime.\I'll just have to pray that it doesn't cost me too much!\That was so delicious!\Oh... Really, now...\Look, there's ketchup all over your face.\Okay, got it. response:	Thank you very much!
context: Hey, not a problem.\Because after all, having you owe me one is sure to come in handy sometime.\I'll just have to pray that it doesn't cost me too much!\That was so delicious!\Oh... Really, now...\Look, there's ketchup all over your face.\Okay, got it.\Thank you very much! response:	Well, but the atmosphere and the food are quite good here.
context: Because after all, having you owe me one is sure to come in handy sometime.\I'll just have to pray that it doesn't cost me too much!\That was so delicious!\Oh... Really, now...\Look, there's ketchup all over your face.\Okay, got it.\Thank you very much!\Well, but the atmosphere and the food are quite good here. response:	I hate to admit it, but Yabuki gave us good information.
context: I'll just have to pray that it doesn't cost me too much!\That was so delicious!\Oh... Really, now...\Look, there's ketchup all over your face.\Okay, got it.\Thank you very much!\Well, but the atmosphere and the food are quite good here.\I hate to admit it, but Yabuki gave us good information. response:	Tell that to him yourself. He'll be thrilled.
context: That was so delicious!\Oh... Really, now...\Look, there's ketchup all over your face.\Okay, got it.\Thank you very much!\Well, but the atmosphere and the food are quite good here.\I hate to admit it, but Yabuki gave us good information.\Tell that to him yourself. He'll be thrilled. response:	I will do no such thing!
context: Oh... Really, now...\Look, there's ketchup all over your face.\Okay, got it.\Thank you very much!\Well, but the atmosphere and the food are quite good here.\I hate to admit it, but Yabuki gave us good information.\Tell that to him yourself. He'll be thrilled.\I will do no such thing! response:	I've come to grief many times, thanks to him!
context: Look, there's ketchup all over your face.\Okay, got it.\Thank you very much!\Well, but the atmosphere and the food are quite good here.\I hate to admit it, but Yabuki gave us good information.\Tell that to him yourself. He'll be thrilled.\I will do no such thing!\I've come to grief many times, thanks to him! response:	He's got a long way to go to offset that!
context: Okay, got it.\Thank you very much!\Well, but the atmosphere and the food are quite good here.\I hate to admit it, but Yabuki gave us good information.\Tell that to him yourself. He'll be thrilled.\I will do no such thing!\I've come to grief many times, thanks to him!\He's got a long way to go to offset that! response:	So... what is it you wanted to ask me, Flora?
context: Thank you very much!\Well, but the atmosphere and the food are quite good here.\I hate to admit it, but Yabuki gave us good information.\Tell that to him yourself. He'll be thrilled.\I will do no such thing!\I've come to grief many times, thanks to him!\He's got a long way to go to offset that!\So... what is it you wanted to ask me, Flora? response:	R-Right!
context: Well, but the atmosphere and the food are quite good here.\I hate to admit it, but Yabuki gave us good information.\Tell that to him yourself. He'll be thrilled.\I will do no such thing!\I've come to grief many times, thanks to him!\He's got a long way to go to offset that!\So... what is it you wanted to ask me, Flora?\R-Right! response:	Hold on a second, please!
context: I hate to admit it, but Yabuki gave us good information.\Tell that to him yourself. He'll be thrilled.\I will do no such thing!\I've come to grief many times, thanks to him!\He's got a long way to go to offset that!\So... what is it you wanted to ask me, Flora?\R-Right!\Hold on a second, please! response:	Let's see...
context: Tell that to him yourself. He'll be thrilled.\I will do no such thing!\I've come to grief many times, thanks to him!\He's got a long way to go to offset that!\So... what is it you wanted to ask me, Flora?\R-Right!\Hold on a second, please!\Let's see... response:	Thank you for waiting!
context: I will do no such thing!\I've come to grief many times, thanks to him!\He's got a long way to go to offset that!\So... what is it you wanted to ask me, Flora?\R-Right!\Hold on a second, please!\Let's see...\Thank you for waiting! response:	Here's your jumbo parfait!
context: I've come to grief many times, thanks to him!\He's got a long way to go to offset that!\So... what is it you wanted to ask me, Flora?\R-Right!\Hold on a second, please!\Let's see...\Thank you for waiting!\Here's your jumbo parfait! response:	What, do you want one of those, too?
context: He's got a long way to go to offset that!\So... what is it you wanted to ask me, Flora?\R-Right!\Hold on a second, please!\Let's see...\Thank you for waiting!\Here's your jumbo parfait!\What, do you want one of those, too? response:	Yes.
context: So... what is it you wanted to ask me, Flora?\R-Right!\Hold on a second, please!\Let's see...\Thank you for waiting!\Here's your jumbo parfait!\What, do you want one of those, too?\Yes. response:	Here's your jumbo parfait!
context: R-Right!\Hold on a second, please!\Let's see...\Thank you for waiting!\Here's your jumbo parfait!\What, do you want one of those, too?\Yes.\Here's your jumbo parfait! response:	What are you staring at?
context: Hold on a second, please!\Let's see...\Thank you for waiting!\Here's your jumbo parfait!\What, do you want one of those, too?\Yes.\Here's your jumbo parfait!\What are you staring at? response:	It's delicious!
context: Let's see...\Thank you for waiting!\Here's your jumbo parfait!\What, do you want one of those, too?\Yes.\Here's your jumbo parfait!\What are you staring at?\It's delicious! response:	Uh, nothing.
context: Thank you for waiting!\Here's your jumbo parfait!\What, do you want one of those, too?\Yes.\Here's your jumbo parfait!\What are you staring at?\It's delicious!\Uh, nothing. response:	I was just thinking that you're surprisingly soft on kids.
context: Here's your jumbo parfait!\What, do you want one of those, too?\Yes.\Here's your jumbo parfait!\What are you staring at?\It's delicious!\Uh, nothing.\I was just thinking that you're surprisingly soft on kids. response:	Well, I can't help it.
context: What, do you want one of those, too?\Yes.\Here's your jumbo parfait!\What are you staring at?\It's delicious!\Uh, nothing.\I was just thinking that you're surprisingly soft on kids.\Well, I can't help it. response:	Since it's not often that these kids get the chance to be spoiled.
context: Yes.\Here's your jumbo parfait!\What are you staring at?\It's delicious!\Uh, nothing.\I was just thinking that you're surprisingly soft on kids.\Well, I can't help it.\Since it's not often that these kids get the chance to be spoiled. response:	And besides, at the orphanage they rarely get to have such sweets.
context: Here's your jumbo parfait!\What are you staring at?\It's delicious!\Uh, nothing.\I was just thinking that you're surprisingly soft on kids.\Well, I can't help it.\Since it's not often that these kids get the chance to be spoiled.\And besides, at the orphanage they rarely get to have such sweets. response:	Once in a while shouldn't hurt, right?
context: What are you staring at?\It's delicious!\Uh, nothing.\I was just thinking that you're surprisingly soft on kids.\Well, I can't help it.\Since it's not often that these kids get the chance to be spoiled.\And besides, at the orphanage they rarely get to have such sweets.\Once in a while shouldn't hurt, right? response:	But you know what?
context: It's delicious!\Uh, nothing.\I was just thinking that you're surprisingly soft on kids.\Well, I can't help it.\Since it's not often that these kids get the chance to be spoiled.\And besides, at the orphanage they rarely get to have such sweets.\Once in a while shouldn't hurt, right?\But you know what? response:	Since you've been sending us money, it's been a lot easier.
context: Uh, nothing.\I was just thinking that you're surprisingly soft on kids.\Well, I can't help it.\Since it's not often that these kids get the chance to be spoiled.\And besides, at the orphanage they rarely get to have such sweets.\Once in a while shouldn't hurt, right?\But you know what?\Since you've been sending us money, it's been a lot easier. response:	The nuns said so.
context: I was just thinking that you're surprisingly soft on kids.\Well, I can't help it.\Since it's not often that these kids get the chance to be spoiled.\And besides, at the orphanage they rarely get to have such sweets.\Once in a while shouldn't hurt, right?\But you know what?\Since you've been sending us money, it's been a lot easier.\The nuns said so. response:	You're sending them money?
context: Well, I can't help it.\Since it's not often that these kids get the chance to be spoiled.\And besides, at the orphanage they rarely get to have such sweets.\Once in a while shouldn't hurt, right?\But you know what?\Since you've been sending us money, it's been a lot easier.\The nuns said so.\You're sending them money? response:	I-It's no big deal, really. It's my bonus money for being a Page One.
context: Since it's not often that these kids get the chance to be spoiled.\And besides, at the orphanage they rarely get to have such sweets.\Once in a while shouldn't hurt, right?\But you know what?\Since you've been sending us money, it's been a lot easier.\The nuns said so.\You're sending them money?\I-It's no big deal, really. It's my bonus money for being a Page One. response:	And it's not like there's anything I could spend it on here.
context: And besides, at the orphanage they rarely get to have such sweets.\Once in a while shouldn't hurt, right?\But you know what?\Since you've been sending us money, it's been a lot easier.\The nuns said so.\You're sending them money?\I-It's no big deal, really. It's my bonus money for being a Page One.\And it's not like there's anything I could spend it on here. response:	Your Highness! Your Highness!
context: Once in a while shouldn't hurt, right?\But you know what?\Since you've been sending us money, it's been a lot easier.\The nuns said so.\You're sending them money?\I-It's no big deal, really. It's my bonus money for being a Page One.\And it's not like there's anything I could spend it on here.\Your Highness! Your Highness! response:	What's up?
context: But you know what?\Since you've been sending us money, it's been a lot easier.\The nuns said so.\You're sending them money?\I-It's no big deal, really. It's my bonus money for being a Page One.\And it's not like there's anything I could spend it on here.\Your Highness! Your Highness!\What's up? response:	Open up and say ah, Your Highness!
context: Since you've been sending us money, it's been a lot easier.\The nuns said so.\You're sending them money?\I-It's no big deal, really. It's my bonus money for being a Page One.\And it's not like there's anything I could spend it on here.\Your Highness! Your Highness!\What's up?\Open up and say ah, Your Highness! response:	I see.
context: The nuns said so.\You're sending them money?\I-It's no big deal, really. It's my bonus money for being a Page One.\And it's not like there's anything I could spend it on here.\Your Highness! Your Highness!\What's up?\Open up and say ah, Your Highness!\I see. response:	Yes, this is quite tasty.
context: You're sending them money?\I-It's no big deal, really. It's my bonus money for being a Page One.\And it's not like there's anything I could spend it on here.\Your Highness! Your Highness!\What's up?\Open up and say ah, Your Highness!\I see.\Yes, this is quite tasty. response:	Yes! I feel like my tongue's gonna melt!
context: I-It's no big deal, really. It's my bonus money for being a Page One.\And it's not like there's anything I could spend it on here.\Your Highness! Your Highness!\What's up?\Open up and say ah, Your Highness!\I see.\Yes, this is quite tasty.\Yes! I feel like my tongue's gonna melt! response:	Oh, that's right!
context: And it's not like there's anything I could spend it on here.\Your Highness! Your Highness!\What's up?\Open up and say ah, Your Highness!\I see.\Yes, this is quite tasty.\Yes! I feel like my tongue's gonna melt!\Oh, that's right! response:	While I'm at it, let me offer you some, too, Mr. Amagiri!
context: Your Highness! Your Highness!\What's up?\Open up and say ah, Your Highness!\I see.\Yes, this is quite tasty.\Yes! I feel like my tongue's gonna melt!\Oh, that's right!\While I'm at it, let me offer you some, too, Mr. Amagiri! response:	You mean I can have some, too?
context: What's up?\Open up and say ah, Your Highness!\I see.\Yes, this is quite tasty.\Yes! I feel like my tongue's gonna melt!\Oh, that's right!\While I'm at it, let me offer you some, too, Mr. Amagiri!\You mean I can have some, too? response:	Of course!
context: Open up and say ah, Your Highness!\I see.\Yes, this is quite tasty.\Yes! I feel like my tongue's gonna melt!\Oh, that's right!\While I'm at it, let me offer you some, too, Mr. Amagiri!\You mean I can have some, too?\Of course! response:	The princess and the nuns always say
context: I see.\Yes, this is quite tasty.\Yes! I feel like my tongue's gonna melt!\Oh, that's right!\While I'm at it, let me offer you some, too, Mr. Amagiri!\You mean I can have some, too?\Of course!\The princess and the nuns always say response:	that good food tastes even better when you share it!
context: Yes, this is quite tasty.\Yes! I feel like my tongue's gonna melt!\Oh, that's right!\While I'm at it, let me offer you some, too, Mr. Amagiri!\You mean I can have some, too?\Of course!\The princess and the nuns always say\that good food tastes even better when you share it! response:	Right, Your Highness?
context: Yes! I feel like my tongue's gonna melt!\Oh, that's right!\While I'm at it, let me offer you some, too, Mr. Amagiri!\You mean I can have some, too?\Of course!\The princess and the nuns always say\that good food tastes even better when you share it!\Right, Your Highness? response:	W-Well, th-that's certainly true, but...
context: Oh, that's right!\While I'm at it, let me offer you some, too, Mr. Amagiri!\You mean I can have some, too?\Of course!\The princess and the nuns always say\that good food tastes even better when you share it!\Right, Your Highness?\W-Well, th-that's certainly true, but... response:	B-But you see, that spoon... I myself just...
context: While I'm at it, let me offer you some, too, Mr. Amagiri!\You mean I can have some, too?\Of course!\The princess and the nuns always say\that good food tastes even better when you share it!\Right, Your Highness?\W-Well, th-that's certainly true, but...\B-But you see, that spoon... I myself just... response:	Okay, here you go! Say ah, Mr. Amagiri!
context: You mean I can have some, too?\Of course!\The princess and the nuns always say\that good food tastes even better when you share it!\Right, Your Highness?\W-Well, th-that's certainly true, but...\B-But you see, that spoon... I myself just...\Okay, here you go! Say ah, Mr. Amagiri! response:	You're right! This really tastes great, huh?
context: Of course!\The princess and the nuns always say\that good food tastes even better when you share it!\Right, Your Highness?\W-Well, th-that's certainly true, but...\B-But you see, that spoon... I myself just...\Okay, here you go! Say ah, Mr. Amagiri!\You're right! This really tastes great, huh? response:	Yes!
context: The princess and the nuns always say\that good food tastes even better when you share it!\Right, Your Highness?\W-Well, th-that's certainly true, but...\B-But you see, that spoon... I myself just...\Okay, here you go! Say ah, Mr. Amagiri!\You're right! This really tastes great, huh?\Yes! response:	Thank you, Flora.
context: that good food tastes even better when you share it!\Right, Your Highness?\W-Well, th-that's certainly true, but...\B-But you see, that spoon... I myself just...\Okay, here you go! Say ah, Mr. Amagiri!\You're right! This really tastes great, huh?\Yes!\Thank you, Flora. response:	Uh... Julis, is something wrong?
context: Right, Your Highness?\W-Well, th-that's certainly true, but...\B-But you see, that spoon... I myself just...\Okay, here you go! Say ah, Mr. Amagiri!\You're right! This really tastes great, huh?\Yes!\Thank you, Flora.\Uh... Julis, is something wrong? response:	Huh! It's nothing!
context: W-Well, th-that's certainly true, but...\B-But you see, that spoon... I myself just...\Okay, here you go! Say ah, Mr. Amagiri!\You're right! This really tastes great, huh?\Yes!\Thank you, Flora.\Uh... Julis, is something wrong?\Huh! It's nothing! response:	Anyway, Flora, what about those questions you wanted to ask?
context: B-But you see, that spoon... I myself just...\Okay, here you go! Say ah, Mr. Amagiri!\You're right! This really tastes great, huh?\Yes!\Thank you, Flora.\Uh... Julis, is something wrong?\Huh! It's nothing!\Anyway, Flora, what about those questions you wanted to ask? response:	Let's get this done and over with!
context: Okay, here you go! Say ah, Mr. Amagiri!\You're right! This really tastes great, huh?\Yes!\Thank you, Flora.\Uh... Julis, is something wrong?\Huh! It's nothing!\Anyway, Flora, what about those questions you wanted to ask?\Let's get this done and over with! response:	Okay!
context: You're right! This really tastes great, huh?\Yes!\Thank you, Flora.\Uh... Julis, is something wrong?\Huh! It's nothing!\Anyway, Flora, what about those questions you wanted to ask?\Let's get this done and over with!\Okay! response:	Seriously... Now we're finally getting down to business.
context: Yes!\Thank you, Flora.\Uh... Julis, is something wrong?\Huh! It's nothing!\Anyway, Flora, what about those questions you wanted to ask?\Let's get this done and over with!\Okay!\Seriously... Now we're finally getting down to business. response:	Um... What was the first thing?
context: Thank you, Flora.\Uh... Julis, is something wrong?\Huh! It's nothing!\Anyway, Flora, what about those questions you wanted to ask?\Let's get this done and over with!\Okay!\Seriously... Now we're finally getting down to business.\Um... What was the first thing? response:	Oh, here it is!
context: Uh... Julis, is something wrong?\Huh! It's nothing!\Anyway, Flora, what about those questions you wanted to ask?\Let's get this done and over with!\Okay!\Seriously... Now we're finally getting down to business.\Um... What was the first thing?\Oh, here it is! response:	All right, here's my first question.
context: Huh! It's nothing!\Anyway, Flora, what about those questions you wanted to ask?\Let's get this done and over with!\Okay!\Seriously... Now we're finally getting down to business.\Um... What was the first thing?\Oh, here it is!\All right, here's my first question. response:	Um, how far have you gone in your relationship with the princess?
context: Anyway, Flora, what about those questions you wanted to ask?\Let's get this done and over with!\Okay!\Seriously... Now we're finally getting down to business.\Um... What was the first thing?\Oh, here it is!\All right, here's my first question.\Um, how far have you gone in your relationship with the princess? response:	Wh-What kind of question is that?!
context: Let's get this done and over with!\Okay!\Seriously... Now we're finally getting down to business.\Um... What was the first thing?\Oh, here it is!\All right, here's my first question.\Um, how far have you gone in your relationship with the princess?\Wh-What kind of question is that?! response:	That question... you didn't think it up yourself, did you?
context: Okay!\Seriously... Now we're finally getting down to business.\Um... What was the first thing?\Oh, here it is!\All right, here's my first question.\Um, how far have you gone in your relationship with the princess?\Wh-What kind of question is that?!\That question... you didn't think it up yourself, did you? response:	Nope!
context: Seriously... Now we're finally getting down to business.\Um... What was the first thing?\Oh, here it is!\All right, here's my first question.\Um, how far have you gone in your relationship with the princess?\Wh-What kind of question is that?!\That question... you didn't think it up yourself, did you?\Nope! response:	His Highness told me to investigate the boy
context: Um... What was the first thing?\Oh, here it is!\All right, here's my first question.\Um, how far have you gone in your relationship with the princess?\Wh-What kind of question is that?!\That question... you didn't think it up yourself, did you?\Nope!\His Highness told me to investigate the boy response:	who might become his younger brother in the future!
context: Oh, here it is!\All right, here's my first question.\Um, how far have you gone in your relationship with the princess?\Wh-What kind of question is that?!\That question... you didn't think it up yourself, did you?\Nope!\His Highness told me to investigate the boy\who might become his younger brother in the future! response:	Curse you, Brother!
context: All right, here's my first question.\Um, how far have you gone in your relationship with the princess?\Wh-What kind of question is that?!\That question... you didn't think it up yourself, did you?\Nope!\His Highness told me to investigate the boy\who might become his younger brother in the future!\Curse you, Brother! response:	I'm confiscating this!
context: Um, how far have you gone in your relationship with the princess?\Wh-What kind of question is that?!\That question... you didn't think it up yourself, did you?\Nope!\His Highness told me to investigate the boy\who might become his younger brother in the future!\Curse you, Brother!\I'm confiscating this! response:	You can't do that!
context: Wh-What kind of question is that?!\That question... you didn't think it up yourself, did you?\Nope!\His Highness told me to investigate the boy\who might become his younger brother in the future!\Curse you, Brother!\I'm confiscating this!\You can't do that! response:	This is a job I was entrusted with!
context: That question... you didn't think it up yourself, did you?\Nope!\His Highness told me to investigate the boy\who might become his younger brother in the future!\Curse you, Brother!\I'm confiscating this!\You can't do that!\This is a job I was entrusted with! response:	Please let me see it through to the end!
context: Nope!\His Highness told me to investigate the boy\who might become his younger brother in the future!\Curse you, Brother!\I'm confiscating this!\You can't do that!\This is a job I was entrusted with!\Please let me see it through to the end! response:	Denied!
context: His Highness told me to investigate the boy\who might become his younger brother in the future!\Curse you, Brother!\I'm confiscating this!\You can't do that!\This is a job I was entrusted with!\Please let me see it through to the end!\Denied! response:	Uh, excuse me...
context: who might become his younger brother in the future!\Curse you, Brother!\I'm confiscating this!\You can't do that!\This is a job I was entrusted with!\Please let me see it through to the end!\Denied!\Uh, excuse me... response:	Sorry to bother you when you're busy.
context: Curse you, Brother!\I'm confiscating this!\You can't do that!\This is a job I was entrusted with!\Please let me see it through to the end!\Denied!\Uh, excuse me...\Sorry to bother you when you're busy. response:	Could I speak to you for a minute?
context: I'm confiscating this!\You can't do that!\This is a job I was entrusted with!\Please let me see it through to the end!\Denied!\Uh, excuse me...\Sorry to bother you when you're busy.\Could I speak to you for a minute? response:	Um...
context: You can't do that!\This is a job I was entrusted with!\Please let me see it through to the end!\Denied!\Uh, excuse me...\Sorry to bother you when you're busy.\Could I speak to you for a minute?\Um... response:	You're Ayato Amagiri, right?
context: This is a job I was entrusted with!\Please let me see it through to the end!\Denied!\Uh, excuse me...\Sorry to bother you when you're busy.\Could I speak to you for a minute?\Um...\You're Ayato Amagiri, right? response:	That's me.
context: Please let me see it through to the end!\Denied!\Uh, excuse me...\Sorry to bother you when you're busy.\Could I speak to you for a minute?\Um...\You're Ayato Amagiri, right?\That's me. response:	Sorry to bother you, but I wonder if you could come with me?
context: Denied!\Uh, excuse me...\Sorry to bother you when you're busy.\Could I speak to you for a minute?\Um...\You're Ayato Amagiri, right?\That's me.\Sorry to bother you, but I wonder if you could come with me? response:	Pardon me! I still haven't introduced myself.
context: Uh, excuse me...\Sorry to bother you when you're busy.\Could I speak to you for a minute?\Um...\You're Ayato Amagiri, right?\That's me.\Sorry to bother you, but I wonder if you could come with me?\Pardon me! I still haven't introduced myself. response:	I'm the secretary to the student council president at Rewolf.
context: Sorry to bother you when you're busy.\Could I speak to you for a minute?\Um...\You're Ayato Amagiri, right?\That's me.\Sorry to bother you, but I wonder if you could come with me?\Pardon me! I still haven't introduced myself.\I'm the secretary to the student council president at Rewolf. response:	My name is Korona Kashimaru!
context: Could I speak to you for a minute?\Um...\You're Ayato Amagiri, right?\That's me.\Sorry to bother you, but I wonder if you could come with me?\Pardon me! I still haven't introduced myself.\I'm the secretary to the student council president at Rewolf.\My name is Korona Kashimaru! response:	And, you see...
context: Um...\You're Ayato Amagiri, right?\That's me.\Sorry to bother you, but I wonder if you could come with me?\Pardon me! I still haven't introduced myself.\I'm the secretary to the student council president at Rewolf.\My name is Korona Kashimaru!\And, you see... response:	the president awaits you.
context: You're Ayato Amagiri, right?\That's me.\Sorry to bother you, but I wonder if you could come with me?\Pardon me! I still haven't introduced myself.\I'm the secretary to the student council president at Rewolf.\My name is Korona Kashimaru!\And, you see...\the president awaits you. response:	President, did you say?
context: That's me.\Sorry to bother you, but I wonder if you could come with me?\Pardon me! I still haven't introduced myself.\I'm the secretary to the student council president at Rewolf.\My name is Korona Kashimaru!\And, you see...\the president awaits you.\President, did you say? response:	What does the Tyrant want with my partner?
context: Sorry to bother you, but I wonder if you could come with me?\Pardon me! I still haven't introduced myself.\I'm the secretary to the student council president at Rewolf.\My name is Korona Kashimaru!\And, you see...\the president awaits you.\President, did you say?\What does the Tyrant want with my partner? response:	Hey, hold up, Julis.
context: Pardon me! I still haven't introduced myself.\I'm the secretary to the student council president at Rewolf.\My name is Korona Kashimaru!\And, you see...\the president awaits you.\President, did you say?\What does the Tyrant want with my partner?\Hey, hold up, Julis. response:	Actually, I'm the one who asked for this meeting.
context: I'm the secretary to the student council president at Rewolf.\My name is Korona Kashimaru!\And, you see...\the president awaits you.\President, did you say?\What does the Tyrant want with my partner?\Hey, hold up, Julis.\Actually, I'm the one who asked for this meeting. response:	What's that? What are you talking about?
context: My name is Korona Kashimaru!\And, you see...\the president awaits you.\President, did you say?\What does the Tyrant want with my partner?\Hey, hold up, Julis.\Actually, I'm the one who asked for this meeting.\What's that? What are you talking about? response:	I'll explain later.
context: And, you see...\the president awaits you.\President, did you say?\What does the Tyrant want with my partner?\Hey, hold up, Julis.\Actually, I'm the one who asked for this meeting.\What's that? What are you talking about?\I'll explain later. response:	Julis and Flora, you wait here, okay?
context: the president awaits you.\President, did you say?\What does the Tyrant want with my partner?\Hey, hold up, Julis.\Actually, I'm the one who asked for this meeting.\What's that? What are you talking about?\I'll explain later.\Julis and Flora, you wait here, okay? response:	Wait. I'm coming with you to this meeting.
context: President, did you say?\What does the Tyrant want with my partner?\Hey, hold up, Julis.\Actually, I'm the one who asked for this meeting.\What's that? What are you talking about?\I'll explain later.\Julis and Flora, you wait here, okay?\Wait. I'm coming with you to this meeting. response:	We're partners, aren't we?
context: What does the Tyrant want with my partner?\Hey, hold up, Julis.\Actually, I'm the one who asked for this meeting.\What's that? What are you talking about?\I'll explain later.\Julis and Flora, you wait here, okay?\Wait. I'm coming with you to this meeting.\We're partners, aren't we? response:	What? B-But it's just Mr. Amagiri that the president wishes
context: Hey, hold up, Julis.\Actually, I'm the one who asked for this meeting.\What's that? What are you talking about?\I'll explain later.\Julis and Flora, you wait here, okay?\Wait. I'm coming with you to this meeting.\We're partners, aren't we?\What? B-But it's just Mr. Amagiri that the president wishes response:	Is there a problem?
context: Actually, I'm the one who asked for this meeting.\What's that? What are you talking about?\I'll explain later.\Julis and Flora, you wait here, okay?\Wait. I'm coming with you to this meeting.\We're partners, aren't we?\What? B-But it's just Mr. Amagiri that the president wishes\Is there a problem? response:	That's fine with me. Bring them over, Korona.
context: What's that? What are you talking about?\I'll explain later.\Julis and Flora, you wait here, okay?\Wait. I'm coming with you to this meeting.\We're partners, aren't we?\What? B-But it's just Mr. Amagiri that the president wishes\Is there a problem?\That's fine with me. Bring them over, Korona. response:	I might as well take this opportunity to see the Gluhen Rose in person.
context: I'll explain later.\Julis and Flora, you wait here, okay?\Wait. I'm coming with you to this meeting.\We're partners, aren't we?\What? B-But it's just Mr. Amagiri that the president wishes\Is there a problem?\That's fine with me. Bring them over, Korona.\I might as well take this opportunity to see the Gluhen Rose in person. response:	V-Very well, understood!
context: Julis and Flora, you wait here, okay?\Wait. I'm coming with you to this meeting.\We're partners, aren't we?\What? B-But it's just Mr. Amagiri that the president wishes\Is there a problem?\That's fine with me. Bring them over, Korona.\I might as well take this opportunity to see the Gluhen Rose in person.\V-Very well, understood! response:	Flora, I'm sorry, but there it is. You can get back to the hotel on your own, right?
context: Wait. I'm coming with you to this meeting.\We're partners, aren't we?\What? B-But it's just Mr. Amagiri that the president wishes\Is there a problem?\That's fine with me. Bring them over, Korona.\I might as well take this opportunity to see the Gluhen Rose in person.\V-Very well, understood!\Flora, I'm sorry, but there it is. You can get back to the hotel on your own, right? response:	Yes! I'll be fine!
context: We're partners, aren't we?\What? B-But it's just Mr. Amagiri that the president wishes\Is there a problem?\That's fine with me. Bring them over, Korona.\I might as well take this opportunity to see the Gluhen Rose in person.\V-Very well, understood!\Flora, I'm sorry, but there it is. You can get back to the hotel on your own, right?\Yes! I'll be fine! response:	This way, please.
context: What? B-But it's just Mr. Amagiri that the president wishes\Is there a problem?\That's fine with me. Bring them over, Korona.\I might as well take this opportunity to see the Gluhen Rose in person.\V-Very well, understood!\Flora, I'm sorry, but there it is. You can get back to the hotel on your own, right?\Yes! I'll be fine!\This way, please. response:	Get in.
context: Is there a problem?\That's fine with me. Bring them over, Korona.\I might as well take this opportunity to see the Gluhen Rose in person.\V-Very well, understood!\Flora, I'm sorry, but there it is. You can get back to the hotel on your own, right?\Yes! I'll be fine!\This way, please.\Get in. response:	So you're Murakumo, huh?
context: That's fine with me. Bring them over, Korona.\I might as well take this opportunity to see the Gluhen Rose in person.\V-Very well, understood!\Flora, I'm sorry, but there it is. You can get back to the hotel on your own, right?\Yes! I'll be fine!\This way, please.\Get in.\So you're Murakumo, huh? response:	You sure look absentminded.
context: I might as well take this opportunity to see the Gluhen Rose in person.\V-Very well, understood!\Flora, I'm sorry, but there it is. You can get back to the hotel on your own, right?\Yes! I'll be fine!\This way, please.\Get in.\So you're Murakumo, huh?\You sure look absentminded. response:	If someone like you is their Rank 1, Seidoukan's nothing special.
context: V-Very well, understood!\Flora, I'm sorry, but there it is. You can get back to the hotel on your own, right?\Yes! I'll be fine!\This way, please.\Get in.\So you're Murakumo, huh?\You sure look absentminded.\If someone like you is their Rank 1, Seidoukan's nothing special. response:	I wonder who it was that gave the order
context: Flora, I'm sorry, but there it is. You can get back to the hotel on your own, right?\Yes! I'll be fine!\This way, please.\Get in.\So you're Murakumo, huh?\You sure look absentminded.\If someone like you is their Rank 1, Seidoukan's nothing special.\I wonder who it was that gave the order response:	to destroy such an absentminded opponent... Tyrant?
context: Yes! I'll be fine!\This way, please.\Get in.\So you're Murakumo, huh?\You sure look absentminded.\If someone like you is their Rank 1, Seidoukan's nothing special.\I wonder who it was that gave the order\to destroy such an absentminded opponent... Tyrant? response:	I don't know what you're talking about.
context: This way, please.\Get in.\So you're Murakumo, huh?\You sure look absentminded.\If someone like you is their Rank 1, Seidoukan's nothing special.\I wonder who it was that gave the order\to destroy such an absentminded opponent... Tyrant?\I don't know what you're talking about. response:	You bastard, you've got a lot of nerve!
context: Get in.\So you're Murakumo, huh?\You sure look absentminded.\If someone like you is their Rank 1, Seidoukan's nothing special.\I wonder who it was that gave the order\to destroy such an absentminded opponent... Tyrant?\I don't know what you're talking about.\You bastard, you've got a lot of nerve! response:	The other day, I heard Irene Urzaiz say it!
context: So you're Murakumo, huh?\You sure look absentminded.\If someone like you is their Rank 1, Seidoukan's nothing special.\I wonder who it was that gave the order\to destroy such an absentminded opponent... Tyrant?\I don't know what you're talking about.\You bastard, you've got a lot of nerve!\The other day, I heard Irene Urzaiz say it! response:	- That you... Ayato! - Julis, it's no use.
context: You sure look absentminded.\If someone like you is their Rank 1, Seidoukan's nothing special.\I wonder who it was that gave the order\to destroy such an absentminded opponent... Tyrant?\I don't know what you're talking about.\You bastard, you've got a lot of nerve!\The other day, I heard Irene Urzaiz say it!\- That you... Ayato! - Julis, it's no use. response:	Irene only told us because it was a one-time thing.
context: If someone like you is their Rank 1, Seidoukan's nothing special.\I wonder who it was that gave the order\to destroy such an absentminded opponent... Tyrant?\I don't know what you're talking about.\You bastard, you've got a lot of nerve!\The other day, I heard Irene Urzaiz say it!\- That you... Ayato! - Julis, it's no use.\Irene only told us because it was a one-time thing. response:	We don't have any proof.
context: I wonder who it was that gave the order\to destroy such an absentminded opponent... Tyrant?\I don't know what you're talking about.\You bastard, you've got a lot of nerve!\The other day, I heard Irene Urzaiz say it!\- That you... Ayato! - Julis, it's no use.\Irene only told us because it was a one-time thing.\We don't have any proof. response:	But still!
