context: I figured you would have questions for me. response:	So, I didn't allow myself go to sleep.
context: You said your father is normally serious and old-fashioned\but he loves your mother especially dearly.\When it is raining, he won't even allow her socks and shoes to get wet.\My father does love my mother dearly.\Come. I'll carry you on my back.\Your Majesty, let's wait for the rain to stop before heading back.\Are you going to make me issue an imperial edict?\I don't dare. response:	Get on.
context: but he loves your mother especially dearly.\When it is raining, he won't even allow her socks and shoes to get wet.\My father does love my mother dearly.\Come. I'll carry you on my back.\Your Majesty, let's wait for the rain to stop before heading back.\Are you going to make me issue an imperial edict?\I don't dare.\Get on. response:	Look at you. You're drenched all over.
context: When it is raining, he won't even allow her socks and shoes to get wet.\My father does love my mother dearly.\Come. I'll carry you on my back.\Your Majesty, let's wait for the rain to stop before heading back.\Are you going to make me issue an imperial edict?\I don't dare.\Get on.\Look at you. You're drenched all over. response:	I think the story you told me about your parents
context: My father does love my mother dearly.\Come. I'll carry you on my back.\Your Majesty, let's wait for the rain to stop before heading back.\Are you going to make me issue an imperial edict?\I don't dare.\Get on.\Look at you. You're drenched all over.\I think the story you told me about your parents response:	must have been a lie.
context: Come. I'll carry you on my back.\Your Majesty, let's wait for the rain to stop before heading back.\Are you going to make me issue an imperial edict?\I don't dare.\Get on.\Look at you. You're drenched all over.\I think the story you told me about your parents\must have been a lie. response:	How could it be?
context: Your Majesty, let's wait for the rain to stop before heading back.\Are you going to make me issue an imperial edict?\I don't dare.\Get on.\Look at you. You're drenched all over.\I think the story you told me about your parents\must have been a lie.\How could it be? response:	Look, I carried you back here in the same way
context: Are you going to make me issue an imperial edict?\I don't dare.\Get on.\Look at you. You're drenched all over.\I think the story you told me about your parents\must have been a lie.\How could it be?\Look, I carried you back here in the same way response:	but not only are your clothes wet
context: I don't dare.\Get on.\Look at you. You're drenched all over.\I think the story you told me about your parents\must have been a lie.\How could it be?\Look, I carried you back here in the same way\but not only are your clothes wet response:	but your shoes and socks are also mostly soaked.
context: Get on.\Look at you. You're drenched all over.\I think the story you told me about your parents\must have been a lie.\How could it be?\Look, I carried you back here in the same way\but not only are your clothes wet\but your shoes and socks are also mostly soaked. response:	I think this isn't a good method.
context: Look at you. You're drenched all over.\I think the story you told me about your parents\must have been a lie.\How could it be?\Look, I carried you back here in the same way\but not only are your clothes wet\but your shoes and socks are also mostly soaked.\I think this isn't a good method. response:	It is probably because the wind and rain were too strong
context: I think the story you told me about your parents\must have been a lie.\How could it be?\Look, I carried you back here in the same way\but not only are your clothes wet\but your shoes and socks are also mostly soaked.\I think this isn't a good method.\It is probably because the wind and rain were too strong response:	so one umbrella couldn't withstand the weather.
context: must have been a lie.\How could it be?\Look, I carried you back here in the same way\but not only are your clothes wet\but your shoes and socks are also mostly soaked.\I think this isn't a good method.\It is probably because the wind and rain were too strong\so one umbrella couldn't withstand the weather. response:	Besides, my parents have powers.
context: How could it be?\Look, I carried you back here in the same way\but not only are your clothes wet\but your shoes and socks are also mostly soaked.\I think this isn't a good method.\It is probably because the wind and rain were too strong\so one umbrella couldn't withstand the weather.\Besides, my parents have powers. response:	My father did it solely for delighting my mother.
context: Look, I carried you back here in the same way\but not only are your clothes wet\but your shoes and socks are also mostly soaked.\I think this isn't a good method.\It is probably because the wind and rain were too strong\so one umbrella couldn't withstand the weather.\Besides, my parents have powers.\My father did it solely for delighting my mother. response:	You still caught a cold.
context: but not only are your clothes wet\but your shoes and socks are also mostly soaked.\I think this isn't a good method.\It is probably because the wind and rain were too strong\so one umbrella couldn't withstand the weather.\Besides, my parents have powers.\My father did it solely for delighting my mother.\You still caught a cold. response:	It's no matter.
context: but your shoes and socks are also mostly soaked.\I think this isn't a good method.\It is probably because the wind and rain were too strong\so one umbrella couldn't withstand the weather.\Besides, my parents have powers.\My father did it solely for delighting my mother.\You still caught a cold.\It's no matter. response:	Jiu'er.
context: I think this isn't a good method.\It is probably because the wind and rain were too strong\so one umbrella couldn't withstand the weather.\Besides, my parents have powers.\My father did it solely for delighting my mother.\You still caught a cold.\It's no matter.\Jiu'er. response:	I have already doted on you for so long.
context: It is probably because the wind and rain were too strong\so one umbrella couldn't withstand the weather.\Besides, my parents have powers.\My father did it solely for delighting my mother.\You still caught a cold.\It's no matter.\Jiu'er.\I have already doted on you for so long. response:	Why hasn't there been any activity?
context: so one umbrella couldn't withstand the weather.\Besides, my parents have powers.\My father did it solely for delighting my mother.\You still caught a cold.\It's no matter.\Jiu'er.\I have already doted on you for so long.\Why hasn't there been any activity? response:	Activity?
context: Besides, my parents have powers.\My father did it solely for delighting my mother.\You still caught a cold.\It's no matter.\Jiu'er.\I have already doted on you for so long.\Why hasn't there been any activity?\Activity? response:	I want to have a child with you.
context: My father did it solely for delighting my mother.\You still caught a cold.\It's no matter.\Jiu'er.\I have already doted on you for so long.\Why hasn't there been any activity?\Activity?\I want to have a child with you. response:	That sort of thing isn't only up to me.
context: You still caught a cold.\It's no matter.\Jiu'er.\I have already doted on you for so long.\Why hasn't there been any activity?\Activity?\I want to have a child with you.\That sort of thing isn't only up to me. response:	You mean...
context: It's no matter.\Jiu'er.\I have already doted on you for so long.\Why hasn't there been any activity?\Activity?\I want to have a child with you.\That sort of thing isn't only up to me.\You mean... response:	I don't dote on you enough?
context: Jiu'er.\I have already doted on you for so long.\Why hasn't there been any activity?\Activity?\I want to have a child with you.\That sort of thing isn't only up to me.\You mean...\I don't dote on you enough? response:	Staying every night still isn't enough?
context: I have already doted on you for so long.\Why hasn't there been any activity?\Activity?\I want to have a child with you.\That sort of thing isn't only up to me.\You mean...\I don't dote on you enough?\Staying every night still isn't enough? response:	Look at you. You're always so frivolous.
context: Why hasn't there been any activity?\Activity?\I want to have a child with you.\That sort of thing isn't only up to me.\You mean...\I don't dote on you enough?\Staying every night still isn't enough?\Look at you. You're always so frivolous. response:	Am I? I am like this only to you.
context: Activity?\I want to have a child with you.\That sort of thing isn't only up to me.\You mean...\I don't dote on you enough?\Staying every night still isn't enough?\Look at you. You're always so frivolous.\Am I? I am like this only to you. response:	Even if Your Majesty's harem may not number a thousand
context: I want to have a child with you.\That sort of thing isn't only up to me.\You mean...\I don't dote on you enough?\Staying every night still isn't enough?\Look at you. You're always so frivolous.\Am I? I am like this only to you.\Even if Your Majesty's harem may not number a thousand response:	there are at least hundreds.
context: That sort of thing isn't only up to me.\You mean...\I don't dote on you enough?\Staying every night still isn't enough?\Look at you. You're always so frivolous.\Am I? I am like this only to you.\Even if Your Majesty's harem may not number a thousand\there are at least hundreds. response:	Is Your Majesty not afraid of being laughed at for being this way?
context: You mean...\I don't dote on you enough?\Staying every night still isn't enough?\Look at you. You're always so frivolous.\Am I? I am like this only to you.\Even if Your Majesty's harem may not number a thousand\there are at least hundreds.\Is Your Majesty not afraid of being laughed at for being this way? response:	It's different.
context: I don't dote on you enough?\Staying every night still isn't enough?\Look at you. You're always so frivolous.\Am I? I am like this only to you.\Even if Your Majesty's harem may not number a thousand\there are at least hundreds.\Is Your Majesty not afraid of being laughed at for being this way?\It's different. response:	You are not the same as them.
context: Staying every night still isn't enough?\Look at you. You're always so frivolous.\Am I? I am like this only to you.\Even if Your Majesty's harem may not number a thousand\there are at least hundreds.\Is Your Majesty not afraid of being laughed at for being this way?\It's different.\You are not the same as them. response:	Empress, it's been half a year.
context: Look at you. You're always so frivolous.\Am I? I am like this only to you.\Even if Your Majesty's harem may not number a thousand\there are at least hundreds.\Is Your Majesty not afraid of being laughed at for being this way?\It's different.\You are not the same as them.\Empress, it's been half a year. response:	During this time, His Majesty has only favored Pure Consort Chen
context: Am I? I am like this only to you.\Even if Your Majesty's harem may not number a thousand\there are at least hundreds.\Is Your Majesty not afraid of being laughed at for being this way?\It's different.\You are not the same as them.\Empress, it's been half a year.\During this time, His Majesty has only favored Pure Consort Chen response:	and has never called upon us.
context: Even if Your Majesty's harem may not number a thousand\there are at least hundreds.\Is Your Majesty not afraid of being laughed at for being this way?\It's different.\You are not the same as them.\Empress, it's been half a year.\During this time, His Majesty has only favored Pure Consort Chen\and has never called upon us. response:	Putting that aside
context: there are at least hundreds.\Is Your Majesty not afraid of being laughed at for being this way?\It's different.\You are not the same as them.\Empress, it's been half a year.\During this time, His Majesty has only favored Pure Consort Chen\and has never called upon us.\Putting that aside response:	His Majesty even personally carried her
context: Is Your Majesty not afraid of being laughed at for being this way?\It's different.\You are not the same as them.\Empress, it's been half a year.\During this time, His Majesty has only favored Pure Consort Chen\and has never called upon us.\Putting that aside\His Majesty even personally carried her response:	through the rain back to Handan Quarters yesterday.
context: It's different.\You are not the same as them.\Empress, it's been half a year.\During this time, His Majesty has only favored Pure Consort Chen\and has never called upon us.\Putting that aside\His Majesty even personally carried her\through the rain back to Handan Quarters yesterday. response:	Your Highness, His Majesty also issued a decree today
context: You are not the same as them.\Empress, it's been half a year.\During this time, His Majesty has only favored Pure Consort Chen\and has never called upon us.\Putting that aside\His Majesty even personally carried her\through the rain back to Handan Quarters yesterday.\Your Highness, His Majesty also issued a decree today response:	to build a residence outside the palace for Pure Consort Chen.
context: Empress, it's been half a year.\During this time, His Majesty has only favored Pure Consort Chen\and has never called upon us.\Putting that aside\His Majesty even personally carried her\through the rain back to Handan Quarters yesterday.\Your Highness, His Majesty also issued a decree today\to build a residence outside the palace for Pure Consort Chen. response:	She once saved His Majesty's life.
context: During this time, His Majesty has only favored Pure Consort Chen\and has never called upon us.\Putting that aside\His Majesty even personally carried her\through the rain back to Handan Quarters yesterday.\Your Highness, His Majesty also issued a decree today\to build a residence outside the palace for Pure Consort Chen.\She once saved His Majesty's life. response:	There is nothing that can be said if His Majesty treats her differently.
context: and has never called upon us.\Putting that aside\His Majesty even personally carried her\through the rain back to Handan Quarters yesterday.\Your Highness, His Majesty also issued a decree today\to build a residence outside the palace for Pure Consort Chen.\She once saved His Majesty's life.\There is nothing that can be said if His Majesty treats her differently. response:	But...
context: Putting that aside\His Majesty even personally carried her\through the rain back to Handan Quarters yesterday.\Your Highness, His Majesty also issued a decree today\to build a residence outside the palace for Pure Consort Chen.\She once saved His Majesty's life.\There is nothing that can be said if His Majesty treats her differently.\But... response:	His Majesty once built a Daoist temple for the Crown Prince's mother.
context: His Majesty even personally carried her\through the rain back to Handan Quarters yesterday.\Your Highness, His Majesty also issued a decree today\to build a residence outside the palace for Pure Consort Chen.\She once saved His Majesty's life.\There is nothing that can be said if His Majesty treats her differently.\But...\His Majesty once built a Daoist temple for the Crown Prince's mother. response:	Leave them be.
context: through the rain back to Handan Quarters yesterday.\Your Highness, His Majesty also issued a decree today\to build a residence outside the palace for Pure Consort Chen.\She once saved His Majesty's life.\There is nothing that can be said if His Majesty treats her differently.\But...\His Majesty once built a Daoist temple for the Crown Prince's mother.\Leave them be. response:	Is it bitter?
context: Your Highness, His Majesty also issued a decree today\to build a residence outside the palace for Pure Consort Chen.\She once saved His Majesty's life.\There is nothing that can be said if His Majesty treats her differently.\But...\His Majesty once built a Daoist temple for the Crown Prince's mother.\Leave them be.\Is it bitter? response:	I ordered them to prescribe medication that is especially bitter.
context: to build a residence outside the palace for Pure Consort Chen.\She once saved His Majesty's life.\There is nothing that can be said if His Majesty treats her differently.\But...\His Majesty once built a Daoist temple for the Crown Prince's mother.\Leave them be.\Is it bitter?\I ordered them to prescribe medication that is especially bitter. response:	Is it because bitter medicine is more effective?
context: She once saved His Majesty's life.\There is nothing that can be said if His Majesty treats her differently.\But...\His Majesty once built a Daoist temple for the Crown Prince's mother.\Leave them be.\Is it bitter?\I ordered them to prescribe medication that is especially bitter.\Is it because bitter medicine is more effective? response:	That's not why.
context: There is nothing that can be said if His Majesty treats her differently.\But...\His Majesty once built a Daoist temple for the Crown Prince's mother.\Leave them be.\Is it bitter?\I ordered them to prescribe medication that is especially bitter.\Is it because bitter medicine is more effective?\That's not why. response:	If you don't find it bitter, then you won't learn.
context: But...\His Majesty once built a Daoist temple for the Crown Prince's mother.\Leave them be.\Is it bitter?\I ordered them to prescribe medication that is especially bitter.\Is it because bitter medicine is more effective?\That's not why.\If you don't find it bitter, then you won't learn. response:	The next time you fall sick again
context: His Majesty once built a Daoist temple for the Crown Prince's mother.\Leave them be.\Is it bitter?\I ordered them to prescribe medication that is especially bitter.\Is it because bitter medicine is more effective?\That's not why.\If you don't find it bitter, then you won't learn.\The next time you fall sick again response:	I'll have to tire myself out again feeding you medicine.
context: Leave them be.\Is it bitter?\I ordered them to prescribe medication that is especially bitter.\Is it because bitter medicine is more effective?\That's not why.\If you don't find it bitter, then you won't learn.\The next time you fall sick again\I'll have to tire myself out again feeding you medicine. response:	Then I should drink this myself.
context: Is it bitter?\I ordered them to prescribe medication that is especially bitter.\Is it because bitter medicine is more effective?\That's not why.\If you don't find it bitter, then you won't learn.\The next time you fall sick again\I'll have to tire myself out again feeding you medicine.\Then I should drink this myself. response:	I am an emperor.
context: I ordered them to prescribe medication that is especially bitter.\Is it because bitter medicine is more effective?\That's not why.\If you don't find it bitter, then you won't learn.\The next time you fall sick again\I'll have to tire myself out again feeding you medicine.\Then I should drink this myself.\I am an emperor. response:	Since I have started feeding you, I should continue on to the end.
context: Is it because bitter medicine is more effective?\That's not why.\If you don't find it bitter, then you won't learn.\The next time you fall sick again\I'll have to tire myself out again feeding you medicine.\Then I should drink this myself.\I am an emperor.\Since I have started feeding you, I should continue on to the end. response:	Here, drink slowly.
context: That's not why.\If you don't find it bitter, then you won't learn.\The next time you fall sick again\I'll have to tire myself out again feeding you medicine.\Then I should drink this myself.\I am an emperor.\Since I have started feeding you, I should continue on to the end.\Here, drink slowly. response:	Your Majesty, will you always treat me this well?
context: If you don't find it bitter, then you won't learn.\The next time you fall sick again\I'll have to tire myself out again feeding you medicine.\Then I should drink this myself.\I am an emperor.\Since I have started feeding you, I should continue on to the end.\Here, drink slowly.\Your Majesty, will you always treat me this well? response:	Of course I will.
context: The next time you fall sick again\I'll have to tire myself out again feeding you medicine.\Then I should drink this myself.\I am an emperor.\Since I have started feeding you, I should continue on to the end.\Here, drink slowly.\Your Majesty, will you always treat me this well?\Of course I will. response:	It seems Dijun is a very affectionate person.
context: I'll have to tire myself out again feeding you medicine.\Then I should drink this myself.\I am an emperor.\Since I have started feeding you, I should continue on to the end.\Here, drink slowly.\Your Majesty, will you always treat me this well?\Of course I will.\It seems Dijun is a very affectionate person. response:	You aren't here to tell me to...
context: Then I should drink this myself.\I am an emperor.\Since I have started feeding you, I should continue on to the end.\Here, drink slowly.\Your Majesty, will you always treat me this well?\Of course I will.\It seems Dijun is a very affectionate person.\You aren't here to tell me to... response:	I think Your Highness has Dijun's heart in your hands now.
context: I am an emperor.\Since I have started feeding you, I should continue on to the end.\Here, drink slowly.\Your Majesty, will you always treat me this well?\Of course I will.\It seems Dijun is a very affectionate person.\You aren't here to tell me to...\I think Your Highness has Dijun's heart in your hands now. response:	Now, we shall start to break his heart.
context: Since I have started feeding you, I should continue on to the end.\Here, drink slowly.\Your Majesty, will you always treat me this well?\Of course I will.\It seems Dijun is a very affectionate person.\You aren't here to tell me to...\I think Your Highness has Dijun's heart in your hands now.\Now, we shall start to break his heart. response:	No, he hasn't truly fallen for me yet.
context: Here, drink slowly.\Your Majesty, will you always treat me this well?\Of course I will.\It seems Dijun is a very affectionate person.\You aren't here to tell me to...\I think Your Highness has Dijun's heart in your hands now.\Now, we shall start to break his heart.\No, he hasn't truly fallen for me yet. response:	You're the only one he's favored for months now.
context: Your Majesty, will you always treat me this well?\Of course I will.\It seems Dijun is a very affectionate person.\You aren't here to tell me to...\I think Your Highness has Dijun's heart in your hands now.\Now, we shall start to break his heart.\No, he hasn't truly fallen for me yet.\You're the only one he's favored for months now. response:	What more would Your Highness want?
context: Of course I will.\It seems Dijun is a very affectionate person.\You aren't here to tell me to...\I think Your Highness has Dijun's heart in your hands now.\Now, we shall start to break his heart.\No, he hasn't truly fallen for me yet.\You're the only one he's favored for months now.\What more would Your Highness want? response:	It can't be.
context: It seems Dijun is a very affectionate person.\You aren't here to tell me to...\I think Your Highness has Dijun's heart in your hands now.\Now, we shall start to break his heart.\No, he hasn't truly fallen for me yet.\You're the only one he's favored for months now.\What more would Your Highness want?\It can't be. response:	I just found a bit of the same feeling I had for Dijun
context: You aren't here to tell me to...\I think Your Highness has Dijun's heart in your hands now.\Now, we shall start to break his heart.\No, he hasn't truly fallen for me yet.\You're the only one he's favored for months now.\What more would Your Highness want?\It can't be.\I just found a bit of the same feeling I had for Dijun response:	back in the Celestial Palace.
context: I think Your Highness has Dijun's heart in your hands now.\Now, we shall start to break his heart.\No, he hasn't truly fallen for me yet.\You're the only one he's favored for months now.\What more would Your Highness want?\It can't be.\I just found a bit of the same feeling I had for Dijun\back in the Celestial Palace. response:	It's already been months?
context: Now, we shall start to break his heart.\No, he hasn't truly fallen for me yet.\You're the only one he's favored for months now.\What more would Your Highness want?\It can't be.\I just found a bit of the same feeling I had for Dijun\back in the Celestial Palace.\It's already been months? response:	Have you had a blissful time with Dijun over these months?
context: No, he hasn't truly fallen for me yet.\You're the only one he's favored for months now.\What more would Your Highness want?\It can't be.\I just found a bit of the same feeling I had for Dijun\back in the Celestial Palace.\It's already been months?\Have you had a blissful time with Dijun over these months? response:	Dijun dotes on me very much.
context: You're the only one he's favored for months now.\What more would Your Highness want?\It can't be.\I just found a bit of the same feeling I had for Dijun\back in the Celestial Palace.\It's already been months?\Have you had a blissful time with Dijun over these months?\Dijun dotes on me very much. response:	He is nothing like how he was in the Nine Heavens.
context: What more would Your Highness want?\It can't be.\I just found a bit of the same feeling I had for Dijun\back in the Celestial Palace.\It's already been months?\Have you had a blissful time with Dijun over these months?\Dijun dotes on me very much.\He is nothing like how he was in the Nine Heavens. response:	That's good.
context: It can't be.\I just found a bit of the same feeling I had for Dijun\back in the Celestial Palace.\It's already been months?\Have you had a blissful time with Dijun over these months?\Dijun dotes on me very much.\He is nothing like how he was in the Nine Heavens.\That's good. response:	Although you're here to repay your debt
context: I just found a bit of the same feeling I had for Dijun\back in the Celestial Palace.\It's already been months?\Have you had a blissful time with Dijun over these months?\Dijun dotes on me very much.\He is nothing like how he was in the Nine Heavens.\That's good.\Although you're here to repay your debt response:	I do feel happy for you while watching from Heaven.
context: back in the Celestial Palace.\It's already been months?\Have you had a blissful time with Dijun over these months?\Dijun dotes on me very much.\He is nothing like how he was in the Nine Heavens.\That's good.\Although you're here to repay your debt\I do feel happy for you while watching from Heaven. response:	So much time has passed. Your wish has been fulfilled as well.
context: It's already been months?\Have you had a blissful time with Dijun over these months?\Dijun dotes on me very much.\He is nothing like how he was in the Nine Heavens.\That's good.\Although you're here to repay your debt\I do feel happy for you while watching from Heaven.\So much time has passed. Your wish has been fulfilled as well. response:	Keep on going.
context: Have you had a blissful time with Dijun over these months?\Dijun dotes on me very much.\He is nothing like how he was in the Nine Heavens.\That's good.\Although you're here to repay your debt\I do feel happy for you while watching from Heaven.\So much time has passed. Your wish has been fulfilled as well.\Keep on going. response:	Finish this life according to Dijun's terms.
context: Dijun dotes on me very much.\He is nothing like how he was in the Nine Heavens.\That's good.\Although you're here to repay your debt\I do feel happy for you while watching from Heaven.\So much time has passed. Your wish has been fulfilled as well.\Keep on going.\Finish this life according to Dijun's terms. response:	I know. I just... don't have the heart to hurt him.
context: He is nothing like how he was in the Nine Heavens.\That's good.\Although you're here to repay your debt\I do feel happy for you while watching from Heaven.\So much time has passed. Your wish has been fulfilled as well.\Keep on going.\Finish this life according to Dijun's terms.\I know. I just... don't have the heart to hurt him. response:	Even if I have to devote my life to it, I will demolish your entire tribe!
context: That's good.\Although you're here to repay your debt\I do feel happy for you while watching from Heaven.\So much time has passed. Your wish has been fulfilled as well.\Keep on going.\Finish this life according to Dijun's terms.\I know. I just... don't have the heart to hurt him.\Even if I have to devote my life to it, I will demolish your entire tribe! response:	Let me go!
context: Although you're here to repay your debt\I do feel happy for you while watching from Heaven.\So much time has passed. Your wish has been fulfilled as well.\Keep on going.\Finish this life according to Dijun's terms.\I know. I just... don't have the heart to hurt him.\Even if I have to devote my life to it, I will demolish your entire tribe!\Let me go! response:	Si Yin, casualties are inevitable in war!
context: I do feel happy for you while watching from Heaven.\So much time has passed. Your wish has been fulfilled as well.\Keep on going.\Finish this life according to Dijun's terms.\I know. I just... don't have the heart to hurt him.\Even if I have to devote my life to it, I will demolish your entire tribe!\Let me go!\Si Yin, casualties are inevitable in war! response:	Moreover, my father has been sealed away!
context: So much time has passed. Your wish has been fulfilled as well.\Keep on going.\Finish this life according to Dijun's terms.\I know. I just... don't have the heart to hurt him.\Even if I have to devote my life to it, I will demolish your entire tribe!\Let me go!\Si Yin, casualties are inevitable in war!\Moreover, my father has been sealed away! response:	Please do not implicate any others!
context: Keep on going.\Finish this life according to Dijun's terms.\I know. I just... don't have the heart to hurt him.\Even if I have to devote my life to it, I will demolish your entire tribe!\Let me go!\Si Yin, casualties are inevitable in war!\Moreover, my father has been sealed away!\Please do not implicate any others! response:	Isn't she the Ghost Realm's princess?
context: Finish this life according to Dijun's terms.\I know. I just... don't have the heart to hurt him.\Even if I have to devote my life to it, I will demolish your entire tribe!\Let me go!\Si Yin, casualties are inevitable in war!\Moreover, my father has been sealed away!\Please do not implicate any others!\Isn't she the Ghost Realm's princess? response:	Why is she here?
context: I know. I just... don't have the heart to hurt him.\Even if I have to devote my life to it, I will demolish your entire tribe!\Let me go!\Si Yin, casualties are inevitable in war!\Moreover, my father has been sealed away!\Please do not implicate any others!\Isn't she the Ghost Realm's princess?\Why is she here? response:	Greetings, fellow. I have a question for you.
context: Even if I have to devote my life to it, I will demolish your entire tribe!\Let me go!\Si Yin, casualties are inevitable in war!\Moreover, my father has been sealed away!\Please do not implicate any others!\Isn't she the Ghost Realm's princess?\Why is she here?\Greetings, fellow. I have a question for you. response:	That lady just now, does she work here?
context: Let me go!\Si Yin, casualties are inevitable in war!\Moreover, my father has been sealed away!\Please do not implicate any others!\Isn't she the Ghost Realm's princess?\Why is she here?\Greetings, fellow. I have a question for you.\That lady just now, does she work here? response:	She is the owner of this restaurant.
context: Si Yin, casualties are inevitable in war!\Moreover, my father has been sealed away!\Please do not implicate any others!\Isn't she the Ghost Realm's princess?\Why is she here?\Greetings, fellow. I have a question for you.\That lady just now, does she work here?\She is the owner of this restaurant. response:	She cannot speak, but she can cook well.
context: Moreover, my father has been sealed away!\Please do not implicate any others!\Isn't she the Ghost Realm's princess?\Why is she here?\Greetings, fellow. I have a question for you.\That lady just now, does she work here?\She is the owner of this restaurant.\She cannot speak, but she can cook well. response:	She's a mute.
context: Please do not implicate any others!\Isn't she the Ghost Realm's princess?\Why is she here?\Greetings, fellow. I have a question for you.\That lady just now, does she work here?\She is the owner of this restaurant.\She cannot speak, but she can cook well.\She's a mute. response:	- A mute? - Yes.
context: Isn't she the Ghost Realm's princess?\Why is she here?\Greetings, fellow. I have a question for you.\That lady just now, does she work here?\She is the owner of this restaurant.\She cannot speak, but she can cook well.\She's a mute.\- A mute? - Yes. response:	She looks quite pretty, but she cannot speak.
context: Why is she here?\Greetings, fellow. I have a question for you.\That lady just now, does she work here?\She is the owner of this restaurant.\She cannot speak, but she can cook well.\She's a mute.\- A mute? - Yes.\She looks quite pretty, but she cannot speak. response:	Why do you ask? Have you taken a liking to her?
context: Greetings, fellow. I have a question for you.\That lady just now, does she work here?\She is the owner of this restaurant.\She cannot speak, but she can cook well.\She's a mute.\- A mute? - Yes.\She looks quite pretty, but she cannot speak.\Why do you ask? Have you taken a liking to her? response:	I haven't heard any news of Si Yin all this time in the mortal realm.
context: That lady just now, does she work here?\She is the owner of this restaurant.\She cannot speak, but she can cook well.\She's a mute.\- A mute? - Yes.\She looks quite pretty, but she cannot speak.\Why do you ask? Have you taken a liking to her?\I haven't heard any news of Si Yin all this time in the mortal realm. response:	Perhaps I might find some leads by following this Ghost Realm princess.
context: She is the owner of this restaurant.\She cannot speak, but she can cook well.\She's a mute.\- A mute? - Yes.\She looks quite pretty, but she cannot speak.\Why do you ask? Have you taken a liking to her?\I haven't heard any news of Si Yin all this time in the mortal realm.\Perhaps I might find some leads by following this Ghost Realm princess. response:	After all, it was her brother who said he once saw Si Yin.
context: She cannot speak, but she can cook well.\She's a mute.\- A mute? - Yes.\She looks quite pretty, but she cannot speak.\Why do you ask? Have you taken a liking to her?\I haven't heard any news of Si Yin all this time in the mortal realm.\Perhaps I might find some leads by following this Ghost Realm princess.\After all, it was her brother who said he once saw Si Yin. response:	But how can I remain by her side?
context: She's a mute.\- A mute? - Yes.\She looks quite pretty, but she cannot speak.\Why do you ask? Have you taken a liking to her?\I haven't heard any news of Si Yin all this time in the mortal realm.\Perhaps I might find some leads by following this Ghost Realm princess.\After all, it was her brother who said he once saw Si Yin.\But how can I remain by her side? response:	Every time we're here, we encounter a bully dallying with an innocent lady.
context: - A mute? - Yes.\She looks quite pretty, but she cannot speak.\Why do you ask? Have you taken a liking to her?\I haven't heard any news of Si Yin all this time in the mortal realm.\Perhaps I might find some leads by following this Ghost Realm princess.\After all, it was her brother who said he once saw Si Yin.\But how can I remain by her side?\Every time we're here, we encounter a bully dallying with an innocent lady. response:	If she is not married yet, there will surely be a hero who will help.
context: She looks quite pretty, but she cannot speak.\Why do you ask? Have you taken a liking to her?\I haven't heard any news of Si Yin all this time in the mortal realm.\Perhaps I might find some leads by following this Ghost Realm princess.\After all, it was her brother who said he once saw Si Yin.\But how can I remain by her side?\Every time we're here, we encounter a bully dallying with an innocent lady.\If she is not married yet, there will surely be a hero who will help. response:	If she is married, a husband will appear out of nowhere, wielding a sword.
context: Why do you ask? Have you taken a liking to her?\I haven't heard any news of Si Yin all this time in the mortal realm.\Perhaps I might find some leads by following this Ghost Realm princess.\After all, it was her brother who said he once saw Si Yin.\But how can I remain by her side?\Every time we're here, we encounter a bully dallying with an innocent lady.\If she is not married yet, there will surely be a hero who will help.\If she is married, a husband will appear out of nowhere, wielding a sword. response:	- Whether it is a hero... - Or a husband...
context: I haven't heard any news of Si Yin all this time in the mortal realm.\Perhaps I might find some leads by following this Ghost Realm princess.\After all, it was her brother who said he once saw Si Yin.\But how can I remain by her side?\Every time we're here, we encounter a bully dallying with an innocent lady.\If she is not married yet, there will surely be a hero who will help.\If she is married, a husband will appear out of nowhere, wielding a sword.\- Whether it is a hero... - Or a husband... response:	- he's certain to be wearing white. - he's certain to be wearing white.
context: Perhaps I might find some leads by following this Ghost Realm princess.\After all, it was her brother who said he once saw Si Yin.\But how can I remain by her side?\Every time we're here, we encounter a bully dallying with an innocent lady.\If she is not married yet, there will surely be a hero who will help.\If she is married, a husband will appear out of nowhere, wielding a sword.\- Whether it is a hero... - Or a husband...\- he's certain to be wearing white. - he's certain to be wearing white. response:	Seventeenth's plans are the best.
context: After all, it was her brother who said he once saw Si Yin.\But how can I remain by her side?\Every time we're here, we encounter a bully dallying with an innocent lady.\If she is not married yet, there will surely be a hero who will help.\If she is married, a husband will appear out of nowhere, wielding a sword.\- Whether it is a hero... - Or a husband...\- he's certain to be wearing white. - he's certain to be wearing white.\Seventeenth's plans are the best. response:	However...
context: But how can I remain by her side?\Every time we're here, we encounter a bully dallying with an innocent lady.\If she is not married yet, there will surely be a hero who will help.\If she is married, a husband will appear out of nowhere, wielding a sword.\- Whether it is a hero... - Or a husband...\- he's certain to be wearing white. - he's certain to be wearing white.\Seventeenth's plans are the best.\However... response:	Miss, don't run.
context: Every time we're here, we encounter a bully dallying with an innocent lady.\If she is not married yet, there will surely be a hero who will help.\If she is married, a husband will appear out of nowhere, wielding a sword.\- Whether it is a hero... - Or a husband...\- he's certain to be wearing white. - he's certain to be wearing white.\Seventeenth's plans are the best.\However...\Miss, don't run. response:	Miss.
