context: You Are Here response:	Koichi...
context: Before I could see the murderer's face,\I was stabbed in the back with a knife.\It was late at night and dark,\and I was desperately running away.\The murderer hasn't been caught yet.\He's somewhere in Morioh.\That's what I wanted to tell someone.\He's blended into this town. response:	Wait. Are you telling us because...
context: I was stabbed in the back with a knife.\It was late at night and dark,\and I was desperately running away.\The murderer hasn't been caught yet.\He's somewhere in Morioh.\That's what I wanted to tell someone.\He's blended into this town.\Wait. Are you telling us because... response:	I'm not asking you to catch him.
context: It was late at night and dark,\and I was desperately running away.\The murderer hasn't been caught yet.\He's somewhere in Morioh.\That's what I wanted to tell someone.\He's blended into this town.\Wait. Are you telling us because...\I'm not asking you to catch him. response:	But I want you to tell someone...
context: and I was desperately running away.\The murderer hasn't been caught yet.\He's somewhere in Morioh.\That's what I wanted to tell someone.\He's blended into this town.\Wait. Are you telling us because...\I'm not asking you to catch him.\But I want you to tell someone... response:	Someone who can catch him, like the police...
context: The murderer hasn't been caught yet.\He's somewhere in Morioh.\That's what I wanted to tell someone.\He's blended into this town.\Wait. Are you telling us because...\I'm not asking you to catch him.\But I want you to tell someone...\Someone who can catch him, like the police... response:	Whoa, whoa. Why should we have to do something like that?
context: He's somewhere in Morioh.\That's what I wanted to tell someone.\He's blended into this town.\Wait. Are you telling us because...\I'm not asking you to catch him.\But I want you to tell someone...\Someone who can catch him, like the police...\Whoa, whoa. Why should we have to do something like that? response:	Rohan-sensei!
context: That's what I wanted to tell someone.\He's blended into this town.\Wait. Are you telling us because...\I'm not asking you to catch him.\But I want you to tell someone...\Someone who can catch him, like the police...\Whoa, whoa. Why should we have to do something like that?\Rohan-sensei! response:	It's fine. I just want to say the rational thing.
context: He's blended into this town.\Wait. Are you telling us because...\I'm not asking you to catch him.\But I want you to tell someone...\Someone who can catch him, like the police...\Whoa, whoa. Why should we have to do something like that?\Rohan-sensei!\It's fine. I just want to say the rational thing. response:	I do feel bad that you were killed...
context: Wait. Are you telling us because...\I'm not asking you to catch him.\But I want you to tell someone...\Someone who can catch him, like the police...\Whoa, whoa. Why should we have to do something like that?\Rohan-sensei!\It's fine. I just want to say the rational thing.\I do feel bad that you were killed... response:	But why should we have to find the murderer just because of
context: I'm not asking you to catch him.\But I want you to tell someone...\Someone who can catch him, like the police...\Whoa, whoa. Why should we have to do something like that?\Rohan-sensei!\It's fine. I just want to say the rational thing.\I do feel bad that you were killed...\But why should we have to find the murderer just because of response:	your personal grudge and suffering?
context: But I want you to tell someone...\Someone who can catch him, like the police...\Whoa, whoa. Why should we have to do something like that?\Rohan-sensei!\It's fine. I just want to say the rational thing.\I do feel bad that you were killed...\But why should we have to find the murderer just because of\your personal grudge and suffering? response:	I think, as a ghost, you'd be better off
context: Someone who can catch him, like the police...\Whoa, whoa. Why should we have to do something like that?\Rohan-sensei!\It's fine. I just want to say the rational thing.\I do feel bad that you were killed...\But why should we have to find the murderer just because of\your personal grudge and suffering?\I think, as a ghost, you'd be better off response:	cutting your ties to this world and passing on into the next.
context: Whoa, whoa. Why should we have to do something like that?\Rohan-sensei!\It's fine. I just want to say the rational thing.\I do feel bad that you were killed...\But why should we have to find the murderer just because of\your personal grudge and suffering?\I think, as a ghost, you'd be better off\cutting your ties to this world and passing on into the next. response:	Do you even know how many boys and girls have disappeared from this town?
context: Rohan-sensei!\It's fine. I just want to say the rational thing.\I do feel bad that you were killed...\But why should we have to find the murderer just because of\your personal grudge and suffering?\I think, as a ghost, you'd be better off\cutting your ties to this world and passing on into the next.\Do you even know how many boys and girls have disappeared from this town? response:	Huh? No.
context: It's fine. I just want to say the rational thing.\I do feel bad that you were killed...\But why should we have to find the murderer just because of\your personal grudge and suffering?\I think, as a ghost, you'd be better off\cutting your ties to this world and passing on into the next.\Do you even know how many boys and girls have disappeared from this town?\Huh? No. response:	It's eight times the national average.
context: I do feel bad that you were killed...\But why should we have to find the murderer just because of\your personal grudge and suffering?\I think, as a ghost, you'd be better off\cutting your ties to this world and passing on into the next.\Do you even know how many boys and girls have disappeared from this town?\Huh? No.\It's eight times the national average. response:	I'm not saying it's all of them, but at least some of them are being killed in secret.
context: But why should we have to find the murderer just because of\your personal grudge and suffering?\I think, as a ghost, you'd be better off\cutting your ties to this world and passing on into the next.\Do you even know how many boys and girls have disappeared from this town?\Huh? No.\It's eight times the national average.\I'm not saying it's all of them, but at least some of them are being killed in secret. response:	By him.
context: your personal grudge and suffering?\I think, as a ghost, you'd be better off\cutting your ties to this world and passing on into the next.\Do you even know how many boys and girls have disappeared from this town?\Huh? No.\It's eight times the national average.\I'm not saying it's all of them, but at least some of them are being killed in secret.\By him. response:	W-Wait a second!
context: I think, as a ghost, you'd be better off\cutting your ties to this world and passing on into the next.\Do you even know how many boys and girls have disappeared from this town?\Huh? No.\It's eight times the national average.\I'm not saying it's all of them, but at least some of them are being killed in secret.\By him.\W-Wait a second! response:	Are you saying these murders are still happening?
context: cutting your ties to this world and passing on into the next.\Do you even know how many boys and girls have disappeared from this town?\Huh? No.\It's eight times the national average.\I'm not saying it's all of them, but at least some of them are being killed in secret.\By him.\W-Wait a second!\Are you saying these murders are still happening? response:	Hey! Don't make baseless claims like that!
context: Do you even know how many boys and girls have disappeared from this town?\Huh? No.\It's eight times the national average.\I'm not saying it's all of them, but at least some of them are being killed in secret.\By him.\W-Wait a second!\Are you saying these murders are still happening?\Hey! Don't make baseless claims like that! response:	You just said you didn't see the murderer's face!
context: Huh? No.\It's eight times the national average.\I'm not saying it's all of them, but at least some of them are being killed in secret.\By him.\W-Wait a second!\Are you saying these murders are still happening?\Hey! Don't make baseless claims like that!\You just said you didn't see the murderer's face! response:	So how would you know that?
context: It's eight times the national average.\I'm not saying it's all of them, but at least some of them are being killed in secret.\By him.\W-Wait a second!\Are you saying these murders are still happening?\Hey! Don't make baseless claims like that!\You just said you didn't see the murderer's face!\So how would you know that? response:	The souls of the murdered fly above here all the time!
context: I'm not saying it's all of them, but at least some of them are being killed in secret.\By him.\W-Wait a second!\Are you saying these murders are still happening?\Hey! Don't make baseless claims like that!\You just said you didn't see the murderer's face!\So how would you know that?\The souls of the murdered fly above here all the time! response:	And they all have a wound just like this.
context: By him.\W-Wait a second!\Are you saying these murders are still happening?\Hey! Don't make baseless claims like that!\You just said you didn't see the murderer's face!\So how would you know that?\The souls of the murdered fly above here all the time!\And they all have a wound just like this. response:	H-How cruel... It's so long and deep...
context: W-Wait a second!\Are you saying these murders are still happening?\Hey! Don't make baseless claims like that!\You just said you didn't see the murderer's face!\So how would you know that?\The souls of the murdered fly above here all the time!\And they all have a wound just like this.\H-How cruel... It's so long and deep... response:	I can't talk to those souls going to the next world,
context: Are you saying these murders are still happening?\Hey! Don't make baseless claims like that!\You just said you didn't see the murderer's face!\So how would you know that?\The souls of the murdered fly above here all the time!\And they all have a wound just like this.\H-How cruel... It's so long and deep...\I can't talk to those souls going to the next world, response:	but I've seen them many times.
context: Hey! Don't make baseless claims like that!\You just said you didn't see the murderer's face!\So how would you know that?\The souls of the murdered fly above here all the time!\And they all have a wound just like this.\H-How cruel... It's so long and deep...\I can't talk to those souls going to the next world,\but I've seen them many times. response:	I know what he's into! I know!
context: You just said you didn't see the murderer's face!\So how would you know that?\The souls of the murdered fly above here all the time!\And they all have a wound just like this.\H-How cruel... It's so long and deep...\I can't talk to those souls going to the next world,\but I've seen them many times.\I know what he's into! I know! response:	These murders have been going on for
context: So how would you know that?\The souls of the murdered fly above here all the time!\And they all have a wound just like this.\H-How cruel... It's so long and deep...\I can't talk to those souls going to the next world,\but I've seen them many times.\I know what he's into! I know!\These murders have been going on for response:	fifteen years here in Morioh, where I was born and raised.
context: The souls of the murdered fly above here all the time!\And they all have a wound just like this.\H-How cruel... It's so long and deep...\I can't talk to those souls going to the next world,\but I've seen them many times.\I know what he's into! I know!\These murders have been going on for\fifteen years here in Morioh, where I was born and raised. response:	It's frightening, and it wounds my pride.
context: And they all have a wound just like this.\H-How cruel... It's so long and deep...\I can't talk to those souls going to the next world,\but I've seen them many times.\I know what he's into! I know!\These murders have been going on for\fifteen years here in Morioh, where I was born and raised.\It's frightening, and it wounds my pride. response:	When they catch the murderer, my beloved Morioh
context: H-How cruel... It's so long and deep...\I can't talk to those souls going to the next world,\but I've seen them many times.\I know what he's into! I know!\These murders have been going on for\fifteen years here in Morioh, where I was born and raised.\It's frightening, and it wounds my pride.\When they catch the murderer, my beloved Morioh response:	will be known nationwide as a town where a murderer lived.
context: I can't talk to those souls going to the next world,\but I've seen them many times.\I know what he's into! I know!\These murders have been going on for\fifteen years here in Morioh, where I was born and raised.\It's frightening, and it wounds my pride.\When they catch the murderer, my beloved Morioh\will be known nationwide as a town where a murderer lived. response:	But we have to stop the murderer as soon as possible!
context: but I've seen them many times.\I know what he's into! I know!\These murders have been going on for\fifteen years here in Morioh, where I was born and raised.\It's frightening, and it wounds my pride.\When they catch the murderer, my beloved Morioh\will be known nationwide as a town where a murderer lived.\But we have to stop the murderer as soon as possible! response:	Even now, he's targeting someone, and I can't do a thing.
context: I know what he's into! I know!\These murders have been going on for\fifteen years here in Morioh, where I was born and raised.\It's frightening, and it wounds my pride.\When they catch the murderer, my beloved Morioh\will be known nationwide as a town where a murderer lived.\But we have to stop the murderer as soon as possible!\Even now, he's targeting someone, and I can't do a thing. response:	Who's going to be killed next?
context: These murders have been going on for\fifteen years here in Morioh, where I was born and raised.\It's frightening, and it wounds my pride.\When they catch the murderer, my beloved Morioh\will be known nationwide as a town where a murderer lived.\But we have to stop the murderer as soon as possible!\Even now, he's targeting someone, and I can't do a thing.\Who's going to be killed next? response:	If you, the living, don't take back this town's pride and peace,
context: fifteen years here in Morioh, where I was born and raised.\It's frightening, and it wounds my pride.\When they catch the murderer, my beloved Morioh\will be known nationwide as a town where a murderer lived.\But we have to stop the murderer as soon as possible!\Even now, he's targeting someone, and I can't do a thing.\Who's going to be killed next?\If you, the living, don't take back this town's pride and peace, response:	who else is going to do it?!
context: It's frightening, and it wounds my pride.\When they catch the murderer, my beloved Morioh\will be known nationwide as a town where a murderer lived.\But we have to stop the murderer as soon as possible!\Even now, he's targeting someone, and I can't do a thing.\Who's going to be killed next?\If you, the living, don't take back this town's pride and peace,\who else is going to do it?! response:	I don't know if you understand what I'm saying, but...
context: When they catch the murderer, my beloved Morioh\will be known nationwide as a town where a murderer lived.\But we have to stop the murderer as soon as possible!\Even now, he's targeting someone, and I can't do a thing.\Who's going to be killed next?\If you, the living, don't take back this town's pride and peace,\who else is going to do it?!\I don't know if you understand what I'm saying, but... response:	I'm done talking now.
context: will be known nationwide as a town where a murderer lived.\But we have to stop the murderer as soon as possible!\Even now, he's targeting someone, and I can't do a thing.\Who's going to be killed next?\If you, the living, don't take back this town's pride and peace,\who else is going to do it?!\I don't know if you understand what I'm saying, but...\I'm done talking now. response:	A-All right. I'm very shocked.
context: But we have to stop the murderer as soon as possible!\Even now, he's targeting someone, and I can't do a thing.\Who's going to be killed next?\If you, the living, don't take back this town's pride and peace,\who else is going to do it?!\I don't know if you understand what I'm saying, but...\I'm done talking now.\A-All right. I'm very shocked. response:	But... Still, we have to do something.
context: Even now, he's targeting someone, and I can't do a thing.\Who's going to be killed next?\If you, the living, don't take back this town's pride and peace,\who else is going to do it?!\I don't know if you understand what I'm saying, but...\I'm done talking now.\A-All right. I'm very shocked.\But... Still, we have to do something. response:	Hmph. Stop being such a goody-two-shoes, Koichi.
context: Who's going to be killed next?\If you, the living, don't take back this town's pride and peace,\who else is going to do it?!\I don't know if you understand what I'm saying, but...\I'm done talking now.\A-All right. I'm very shocked.\But... Still, we have to do something.\Hmph. Stop being such a goody-two-shoes, Koichi. response:	It's just going to be trouble.
context: If you, the living, don't take back this town's pride and peace,\who else is going to do it?!\I don't know if you understand what I'm saying, but...\I'm done talking now.\A-All right. I'm very shocked.\But... Still, we have to do something.\Hmph. Stop being such a goody-two-shoes, Koichi.\It's just going to be trouble. response:	But it might be good to go after the murderer and interview him.
context: who else is going to do it?!\I don't know if you understand what I'm saying, but...\I'm done talking now.\A-All right. I'm very shocked.\But... Still, we have to do something.\Hmph. Stop being such a goody-two-shoes, Koichi.\It's just going to be trouble.\But it might be good to go after the murderer and interview him. response:	I might be able to draw a really interesting manga!
context: I don't know if you understand what I'm saying, but...\I'm done talking now.\A-All right. I'm very shocked.\But... Still, we have to do something.\Hmph. Stop being such a goody-two-shoes, Koichi.\It's just going to be trouble.\But it might be good to go after the murderer and interview him.\I might be able to draw a really interesting manga! response:	Is the exit this way?
context: I'm done talking now.\A-All right. I'm very shocked.\But... Still, we have to do something.\Hmph. Stop being such a goody-two-shoes, Koichi.\It's just going to be trouble.\But it might be good to go after the murderer and interview him.\I might be able to draw a really interesting manga!\Is the exit this way? response:	If you think he's a good person deep down... well, you shouldn't.
context: A-All right. I'm very shocked.\But... Still, we have to do something.\Hmph. Stop being such a goody-two-shoes, Koichi.\It's just going to be trouble.\But it might be good to go after the murderer and interview him.\I might be able to draw a really interesting manga!\Is the exit this way?\If you think he's a good person deep down... well, you shouldn't. response:	He's pretty gray when it comes to being trustworthy.
context: But... Still, we have to do something.\Hmph. Stop being such a goody-two-shoes, Koichi.\It's just going to be trouble.\But it might be good to go after the murderer and interview him.\I might be able to draw a really interesting manga!\Is the exit this way?\If you think he's a good person deep down... well, you shouldn't.\He's pretty gray when it comes to being trustworthy. response:	Hey, are you listening?
context: Hmph. Stop being such a goody-two-shoes, Koichi.\It's just going to be trouble.\But it might be good to go after the murderer and interview him.\I might be able to draw a really interesting manga!\Is the exit this way?\If you think he's a good person deep down... well, you shouldn't.\He's pretty gray when it comes to being trustworthy.\Hey, are you listening? response:	All right. I'll lead you to the exit.
context: It's just going to be trouble.\But it might be good to go after the murderer and interview him.\I might be able to draw a really interesting manga!\Is the exit this way?\If you think he's a good person deep down... well, you shouldn't.\He's pretty gray when it comes to being trustworthy.\Hey, are you listening?\All right. I'll lead you to the exit. response:	Huh? The exit? Where? Where is it?
context: But it might be good to go after the murderer and interview him.\I might be able to draw a really interesting manga!\Is the exit this way?\If you think he's a good person deep down... well, you shouldn't.\He's pretty gray when it comes to being trustworthy.\Hey, are you listening?\All right. I'll lead you to the exit.\Huh? The exit? Where? Where is it? response:	If you turn left past the post box, it's right there.
context: I might be able to draw a really interesting manga!\Is the exit this way?\If you think he's a good person deep down... well, you shouldn't.\He's pretty gray when it comes to being trustworthy.\Hey, are you listening?\All right. I'll lead you to the exit.\Huh? The exit? Where? Where is it?\If you turn left past the post box, it's right there. response:	Yay!
context: Is the exit this way?\If you think he's a good person deep down... well, you shouldn't.\He's pretty gray when it comes to being trustworthy.\Hey, are you listening?\All right. I'll lead you to the exit.\Huh? The exit? Where? Where is it?\If you turn left past the post box, it's right there.\Yay! response:	Don't rush!
context: If you think he's a good person deep down... well, you shouldn't.\He's pretty gray when it comes to being trustworthy.\Hey, are you listening?\All right. I'll lead you to the exit.\Huh? The exit? Where? Where is it?\If you turn left past the post box, it's right there.\Yay!\Don't rush! response:	There's a certain rule you have to follow to get past there.
context: He's pretty gray when it comes to being trustworthy.\Hey, are you listening?\All right. I'll lead you to the exit.\Huh? The exit? Where? Where is it?\If you turn left past the post box, it's right there.\Yay!\Don't rush!\There's a certain rule you have to follow to get past there. response:	A rule?
context: Hey, are you listening?\All right. I'll lead you to the exit.\Huh? The exit? Where? Where is it?\If you turn left past the post box, it's right there.\Yay!\Don't rush!\There's a certain rule you have to follow to get past there.\A rule? response:	Once you pass the post box and turn,
context: All right. I'll lead you to the exit.\Huh? The exit? Where? Where is it?\If you turn left past the post box, it's right there.\Yay!\Don't rush!\There's a certain rule you have to follow to get past there.\A rule?\Once you pass the post box and turn, response:	you'll be able to see the exit about 20 meters away.
context: Huh? The exit? Where? Where is it?\If you turn left past the post box, it's right there.\Yay!\Don't rush!\There's a certain rule you have to follow to get past there.\A rule?\Once you pass the post box and turn,\you'll be able to see the exit about 20 meters away. response:	No matter what happens,
context: If you turn left past the post box, it's right there.\Yay!\Don't rush!\There's a certain rule you have to follow to get past there.\A rule?\Once you pass the post box and turn,\you'll be able to see the exit about 20 meters away.\No matter what happens, response:	until you get there, promise me that you won't turn around.
context: Yay!\Don't rush!\There's a certain rule you have to follow to get past there.\A rule?\Once you pass the post box and turn,\you'll be able to see the exit about 20 meters away.\No matter what happens,\until you get there, promise me that you won't turn around. response:	What? Why?
context: Don't rush!\There's a certain rule you have to follow to get past there.\A rule?\Once you pass the post box and turn,\you'll be able to see the exit about 20 meters away.\No matter what happens,\until you get there, promise me that you won't turn around.\What? Why? response:	It's the rule for passing from this world to the next.
context: There's a certain rule you have to follow to get past there.\A rule?\Once you pass the post box and turn,\you'll be able to see the exit about 20 meters away.\No matter what happens,\until you get there, promise me that you won't turn around.\What? Why?\It's the rule for passing from this world to the next. response:	Even Arnold understands that.
context: A rule?\Once you pass the post box and turn,\you'll be able to see the exit about 20 meters away.\No matter what happens,\until you get there, promise me that you won't turn around.\What? Why?\It's the rule for passing from this world to the next.\Even Arnold understands that. response:	Well, I guess we can promise to do something even a dog can handle.
context: Once you pass the post box and turn,\you'll be able to see the exit about 20 meters away.\No matter what happens,\until you get there, promise me that you won't turn around.\What? Why?\It's the rule for passing from this world to the next.\Even Arnold understands that.\Well, I guess we can promise to do something even a dog can handle. response:	What happens if we turn around?
context: you'll be able to see the exit about 20 meters away.\No matter what happens,\until you get there, promise me that you won't turn around.\What? Why?\It's the rule for passing from this world to the next.\Even Arnold understands that.\Well, I guess we can promise to do something even a dog can handle.\What happens if we turn around? response:	Our souls will be pulled into the next world, which means you'll die.
context: No matter what happens,\until you get there, promise me that you won't turn around.\What? Why?\It's the rule for passing from this world to the next.\Even Arnold understands that.\Well, I guess we can promise to do something even a dog can handle.\What happens if we turn around?\Our souls will be pulled into the next world, which means you'll die. response:	Don't be frightened!
context: until you get there, promise me that you won't turn around.\What? Why?\It's the rule for passing from this world to the next.\Even Arnold understands that.\Well, I guess we can promise to do something even a dog can handle.\What happens if we turn around?\Our souls will be pulled into the next world, which means you'll die.\Don't be frightened! response:	Just don't turn around. Simple, right?
context: What? Why?\It's the rule for passing from this world to the next.\Even Arnold understands that.\Well, I guess we can promise to do something even a dog can handle.\What happens if we turn around?\Our souls will be pulled into the next world, which means you'll die.\Don't be frightened!\Just don't turn around. Simple, right? response:	R-Right when we passed the post box...
context: It's the rule for passing from this world to the next.\Even Arnold understands that.\Well, I guess we can promise to do something even a dog can handle.\What happens if we turn around?\Our souls will be pulled into the next world, which means you'll die.\Don't be frightened!\Just don't turn around. Simple, right?\R-Right when we passed the post box... response:	Something shot between our legs and went behind us!
context: Even Arnold understands that.\Well, I guess we can promise to do something even a dog can handle.\What happens if we turn around?\Our souls will be pulled into the next world, which means you'll die.\Don't be frightened!\Just don't turn around. Simple, right?\R-Right when we passed the post box...\Something shot between our legs and went behind us! response:	Don't turn around!
context: Well, I guess we can promise to do something even a dog can handle.\What happens if we turn around?\Our souls will be pulled into the next world, which means you'll die.\Don't be frightened!\Just don't turn around. Simple, right?\R-Right when we passed the post box...\Something shot between our legs and went behind us!\Don't turn around! response:	Just keep walking slowly and calmly.
context: What happens if we turn around?\Our souls will be pulled into the next world, which means you'll die.\Don't be frightened!\Just don't turn around. Simple, right?\R-Right when we passed the post box...\Something shot between our legs and went behind us!\Don't turn around!\Just keep walking slowly and calmly. response:	R-Rohan-sensei, something is following us.
context: Our souls will be pulled into the next world, which means you'll die.\Don't be frightened!\Just don't turn around. Simple, right?\R-Right when we passed the post box...\Something shot between our legs and went behind us!\Don't turn around!\Just keep walking slowly and calmly.\R-Rohan-sensei, something is following us. response:	I know.
context: Don't be frightened!\Just don't turn around. Simple, right?\R-Right when we passed the post box...\Something shot between our legs and went behind us!\Don't turn around!\Just keep walking slowly and calmly.\R-Rohan-sensei, something is following us.\I know. response:	Something's there...
context: Just don't turn around. Simple, right?\R-Right when we passed the post box...\Something shot between our legs and went behind us!\Don't turn around!\Just keep walking slowly and calmly.\R-Rohan-sensei, something is following us.\I know.\Something's there... response:	Something is right behind my head!
context: R-Right when we passed the post box...\Something shot between our legs and went behind us!\Don't turn around!\Just keep walking slowly and calmly.\R-Rohan-sensei, something is following us.\I know.\Something's there...\Something is right behind my head! response:	Don't worry about it!
context: Something shot between our legs and went behind us!\Don't turn around!\Just keep walking slowly and calmly.\R-Rohan-sensei, something is following us.\I know.\Something's there...\Something is right behind my head!\Don't worry about it! response:	There's always something trying to make you turn around.
context: Don't turn around!\Just keep walking slowly and calmly.\R-Rohan-sensei, something is following us.\I know.\Something's there...\Something is right behind my head!\Don't worry about it!\There's always something trying to make you turn around. response:	But as long as you don't turn and look at it,
context: Just keep walking slowly and calmly.\R-Rohan-sensei, something is following us.\I know.\Something's there...\Something is right behind my head!\Don't worry about it!\There's always something trying to make you turn around.\But as long as you don't turn and look at it, response:	it can't touch you, so just keep your wits about you.
context: R-Rohan-sensei, something is following us.\I know.\Something's there...\Something is right behind my head!\Don't worry about it!\There's always something trying to make you turn around.\But as long as you don't turn and look at it,\it can't touch you, so just keep your wits about you. response:	N-Now a warm liquid is dripping down my neck...
context: I know.\Something's there...\Something is right behind my head!\Don't worry about it!\There's always something trying to make you turn around.\But as long as you don't turn and look at it,\it can't touch you, so just keep your wits about you.\N-Now a warm liquid is dripping down my neck... response:	You're almost there! That light is the exit.
context: Something's there...\Something is right behind my head!\Don't worry about it!\There's always something trying to make you turn around.\But as long as you don't turn and look at it,\it can't touch you, so just keep your wits about you.\N-Now a warm liquid is dripping down my neck...\You're almost there! That light is the exit. response:	What?
context: Something is right behind my head!\Don't worry about it!\There's always something trying to make you turn around.\But as long as you don't turn and look at it,\it can't touch you, so just keep your wits about you.\N-Now a warm liquid is dripping down my neck...\You're almost there! That light is the exit.\What? response:	Huh?
context: Don't worry about it!\There's always something trying to make you turn around.\But as long as you don't turn and look at it,\it can't touch you, so just keep your wits about you.\N-Now a warm liquid is dripping down my neck...\You're almost there! That light is the exit.\What?\Huh? response:	Th-The exit...
context: There's always something trying to make you turn around.\But as long as you don't turn and look at it,\it can't touch you, so just keep your wits about you.\N-Now a warm liquid is dripping down my neck...\You're almost there! That light is the exit.\What?\Huh?\Th-The exit... response:	But I can't take it any longer!
context: But as long as you don't turn and look at it,\it can't touch you, so just keep your wits about you.\N-Now a warm liquid is dripping down my neck...\You're almost there! That light is the exit.\What?\Huh?\Th-The exit...\But I can't take it any longer! response:	Rohan-sensei, let's run!
context: it can't touch you, so just keep your wits about you.\N-Now a warm liquid is dripping down my neck...\You're almost there! That light is the exit.\What?\Huh?\Th-The exit...\But I can't take it any longer!\Rohan-sensei, let's run! response:	Don't panic!
context: N-Now a warm liquid is dripping down my neck...\You're almost there! That light is the exit.\What?\Huh?\Th-The exit...\But I can't take it any longer!\Rohan-sensei, let's run!\Don't panic! response:	It's going to try to trip you.
context: You're almost there! That light is the exit.\What?\Huh?\Th-The exit...\But I can't take it any longer!\Rohan-sensei, let's run!\Don't panic!\It's going to try to trip you. response:	You're safe now.
context: What?\Huh?\Th-The exit...\But I can't take it any longer!\Rohan-sensei, let's run!\Don't panic!\It's going to try to trip you.\You're safe now. response:	You got through it.
context: Huh?\Th-The exit...\But I can't take it any longer!\Rohan-sensei, let's run!\Don't panic!\It's going to try to trip you.\You're safe now.\You got through it. response:	You can turn around from there.
context: Th-The exit...\But I can't take it any longer!\Rohan-sensei, let's run!\Don't panic!\It's going to try to trip you.\You're safe now.\You got through it.\You can turn around from there. response:	That was so scary! I'm so relieved!
context: But I can't take it any longer!\Rohan-sensei, let's run!\Don't panic!\It's going to try to trip you.\You're safe now.\You got through it.\You can turn around from there.\That was so scary! I'm so relieved! response:	That was a lie, Koichi!
context: Rohan-sensei, let's run!\Don't panic!\It's going to try to trip you.\You're safe now.\You got through it.\You can turn around from there.\That was so scary! I'm so relieved!\That was a lie, Koichi! response:	That wasn't really me just now!
context: Don't panic!\It's going to try to trip you.\You're safe now.\You got through it.\You can turn around from there.\That was so scary! I'm so relieved!\That was a lie, Koichi!\That wasn't really me just now! response:	Huh?
context: It's going to try to trip you.\You're safe now.\You got through it.\You can turn around from there.\That was so scary! I'm so relieved!\That was a lie, Koichi!\That wasn't really me just now!\Huh? response:	Impossible...
context: You're safe now.\You got through it.\You can turn around from there.\That was so scary! I'm so relieved!\That was a lie, Koichi!\That wasn't really me just now!\Huh?\Impossible... response:	Not yet. Don't look back yet.
context: You got through it.\You can turn around from there.\That was so scary! I'm so relieved!\That was a lie, Koichi!\That wasn't really me just now!\Huh?\Impossible...\Not yet. Don't look back yet. response:	This didn't happen when I was by myself.
context: You can turn around from there.\That was so scary! I'm so relieved!\That was a lie, Koichi!\That wasn't really me just now!\Huh?\Impossible...\Not yet. Don't look back yet.\This didn't happen when I was by myself. response:	They didn't try to trick me!
context: That was so scary! I'm so relieved!\That was a lie, Koichi!\That wasn't really me just now!\Huh?\Impossible...\Not yet. Don't look back yet.\This didn't happen when I was by myself.\They didn't try to trick me! response:	Koichi!
context: That was a lie, Koichi!\That wasn't really me just now!\Huh?\Impossible...\Not yet. Don't look back yet.\This didn't happen when I was by myself.\They didn't try to trick me!\Koichi! response:	Hmph. I don't really get it, but we just can't look, right?
context: That wasn't really me just now!\Huh?\Impossible...\Not yet. Don't look back yet.\This didn't happen when I was by myself.\They didn't try to trick me!\Koichi!\Hmph. I don't really get it, but we just can't look, right? response:	You're lucky you're with me, Koichi.
context: Huh?\Impossible...\Not yet. Don't look back yet.\This didn't happen when I was by myself.\They didn't try to trick me!\Koichi!\Hmph. I don't really get it, but we just can't look, right?\You're lucky you're with me, Koichi. response:	Heaven's Door!
context: Impossible...\Not yet. Don't look back yet.\This didn't happen when I was by myself.\They didn't try to trick me!\Koichi!\Hmph. I don't really get it, but we just can't look, right?\You're lucky you're with me, Koichi.\Heaven's Door! response:	You won't be able to see, and you'll be blown away.
context: Not yet. Don't look back yet.\This didn't happen when I was by myself.\They didn't try to trick me!\Koichi!\Hmph. I don't really get it, but we just can't look, right?\You're lucky you're with me, Koichi.\Heaven's Door!\You won't be able to see, and you'll be blown away. response:	Crash
context: This didn't happen when I was by myself.\They didn't try to trick me!\Koichi!\Hmph. I don't really get it, but we just can't look, right?\You're lucky you're with me, Koichi.\Heaven's Door!\You won't be able to see, and you'll be blown away.\Crash response:	Boom
context: They didn't try to trick me!\Koichi!\Hmph. I don't really get it, but we just can't look, right?\You're lucky you're with me, Koichi.\Heaven's Door!\You won't be able to see, and you'll be blown away.\Crash\Boom response:	Calm down, Koichi.
context: Koichi!\Hmph. I don't really get it, but we just can't look, right?\You're lucky you're with me, Koichi.\Heaven's Door!\You won't be able to see, and you'll be blown away.\Crash\Boom\Calm down, Koichi. response:	I'll write that you can see again now.
context: Hmph. I don't really get it, but we just can't look, right?\You're lucky you're with me, Koichi.\Heaven's Door!\You won't be able to see, and you'll be blown away.\Crash\Boom\Calm down, Koichi.\I'll write that you can see again now. response:	The road between the convenience store and drugstore is gone.
context: You're lucky you're with me, Koichi.\Heaven's Door!\You won't be able to see, and you'll be blown away.\Crash\Boom\Calm down, Koichi.\I'll write that you can see again now.\The road between the convenience store and drugstore is gone. response:	W-We made it back...
context: Heaven's Door!\You won't be able to see, and you'll be blown away.\Crash\Boom\Calm down, Koichi.\I'll write that you can see again now.\The road between the convenience store and drugstore is gone.\W-We made it back... response:	We'll always be here.
context: You won't be able to see, and you'll be blown away.\Crash\Boom\Calm down, Koichi.\I'll write that you can see again now.\The road between the convenience store and drugstore is gone.\W-We made it back...\We'll always be here. response:	Until the murderer's caught.
context: Crash\Boom\Calm down, Koichi.\I'll write that you can see again now.\The road between the convenience store and drugstore is gone.\W-We made it back...\We'll always be here.\Until the murderer's caught. response:	The day that Arnold and I turn around to go
