context: Every weekday's tightly packed. response:	Madly dashing around again since morning.
context: It's not like we can hear them.\Huh? Saki's dialing her cell...\Me? Me?\What should I do?\It's Saki, all right.\Hello.\Ah!\Hey, it's Kasukabe. Got a minute? response:	Uh, uh, uhh, I might. I'm not real sure.
context: Huh? Saki's dialing her cell...\Me? Me?\What should I do?\It's Saki, all right.\Hello.\Ah!\Hey, it's Kasukabe. Got a minute?\Uh, uh, uhh, I might. I'm not real sure. response:	Where are you? Near the club building?
context: Me? Me?\What should I do?\It's Saki, all right.\Hello.\Ah!\Hey, it's Kasukabe. Got a minute?\Uh, uh, uhh, I might. I'm not real sure.\Where are you? Near the club building? response:	Y-yes, well I wouldn't say I'm not near the building...
context: What should I do?\It's Saki, all right.\Hello.\Ah!\Hey, it's Kasukabe. Got a minute?\Uh, uh, uhh, I might. I'm not real sure.\Where are you? Near the club building?\Y-yes, well I wouldn't say I'm not near the building... response:	Meaning what? Where are you?
context: It's Saki, all right.\Hello.\Ah!\Hey, it's Kasukabe. Got a minute?\Uh, uh, uhh, I might. I'm not real sure.\Where are you? Near the club building?\Y-yes, well I wouldn't say I'm not near the building...\Meaning what? Where are you? response:	In... in the bathroom.
context: Hello.\Ah!\Hey, it's Kasukabe. Got a minute?\Uh, uh, uhh, I might. I'm not real sure.\Where are you? Near the club building?\Y-yes, well I wouldn't say I'm not near the building...\Meaning what? Where are you?\In... in the bathroom. response:	Oh, whoops. Sorry.
context: Ah!\Hey, it's Kasukabe. Got a minute?\Uh, uh, uhh, I might. I'm not real sure.\Where are you? Near the club building?\Y-yes, well I wouldn't say I'm not near the building...\Meaning what? Where are you?\In... in the bathroom.\Oh, whoops. Sorry. response:	S'okay...
context: Hey, it's Kasukabe. Got a minute?\Uh, uh, uhh, I might. I'm not real sure.\Where are you? Near the club building?\Y-yes, well I wouldn't say I'm not near the building...\Meaning what? Where are you?\In... in the bathroom.\Oh, whoops. Sorry.\S'okay... response:	Just one question, then.
context: Uh, uh, uhh, I might. I'm not real sure.\Where are you? Near the club building?\Y-yes, well I wouldn't say I'm not near the building...\Meaning what? Where are you?\In... in the bathroom.\Oh, whoops. Sorry.\S'okay...\Just one question, then. response:	I'm in the clubroom.
context: Where are you? Near the club building?\Y-yes, well I wouldn't say I'm not near the building...\Meaning what? Where are you?\In... in the bathroom.\Oh, whoops. Sorry.\S'okay...\Just one question, then.\I'm in the clubroom. response:	Are all these homo dojinshi on the table yours?
context: Y-yes, well I wouldn't say I'm not near the building...\Meaning what? Where are you?\In... in the bathroom.\Oh, whoops. Sorry.\S'okay...\Just one question, then.\I'm in the clubroom.\Are all these homo dojinshi on the table yours? response:	Yes, they are...
context: Meaning what? Where are you?\In... in the bathroom.\Oh, whoops. Sorry.\S'okay...\Just one question, then.\I'm in the clubroom.\Are all these homo dojinshi on the table yours?\Yes, they are... response:	Okay! Yeah, thanks, that was all.
context: In... in the bathroom.\Oh, whoops. Sorry.\S'okay...\Just one question, then.\I'm in the clubroom.\Are all these homo dojinshi on the table yours?\Yes, they are...\Okay! Yeah, thanks, that was all. response:	Bye.
context: Oh, whoops. Sorry.\S'okay...\Just one question, then.\I'm in the clubroom.\Are all these homo dojinshi on the table yours?\Yes, they are...\Okay! Yeah, thanks, that was all.\Bye. response:	Uh-huh...
context: S'okay...\Just one question, then.\I'm in the clubroom.\Are all these homo dojinshi on the table yours?\Yes, they are...\Okay! Yeah, thanks, that was all.\Bye.\Uh-huh... response:	It will seem suspicious if I don't hurry and go.
context: Just one question, then.\I'm in the clubroom.\Are all these homo dojinshi on the table yours?\Yes, they are...\Okay! Yeah, thanks, that was all.\Bye.\Uh-huh...\It will seem suspicious if I don't hurry and go. response:	That goes without saying.
context: I'm in the clubroom.\Are all these homo dojinshi on the table yours?\Yes, they are...\Okay! Yeah, thanks, that was all.\Bye.\Uh-huh...\It will seem suspicious if I don't hurry and go.\That goes without saying. response:	Here's what gets me...
context: Are all these homo dojinshi on the table yours?\Yes, they are...\Okay! Yeah, thanks, that was all.\Bye.\Uh-huh...\It will seem suspicious if I don't hurry and go.\That goes without saying.\Here's what gets me... response:	See, this one's based on a foreign movie.
context: Yes, they are...\Okay! Yeah, thanks, that was all.\Bye.\Uh-huh...\It will seem suspicious if I don't hurry and go.\That goes without saying.\Here's what gets me...\See, this one's based on a foreign movie. response:	A regular live-action one. I've seen it, too.
context: Okay! Yeah, thanks, that was all.\Bye.\Uh-huh...\It will seem suspicious if I don't hurry and go.\That goes without saying.\Here's what gets me...\See, this one's based on a foreign movie.\A regular live-action one. I've seen it, too. response:	But does that mean whoever drew this...
context: Bye.\Uh-huh...\It will seem suspicious if I don't hurry and go.\That goes without saying.\Here's what gets me...\See, this one's based on a foreign movie.\A regular live-action one. I've seen it, too.\But does that mean whoever drew this... response:	It's strange. I know it never crosses my mind...
context: Uh-huh...\It will seem suspicious if I don't hurry and go.\That goes without saying.\Here's what gets me...\See, this one's based on a foreign movie.\A regular live-action one. I've seen it, too.\But does that mean whoever drew this...\It's strange. I know it never crosses my mind... response:	That's why such people have something wrong upstairs.
context: It will seem suspicious if I don't hurry and go.\That goes without saying.\Here's what gets me...\See, this one's based on a foreign movie.\A regular live-action one. I've seen it, too.\But does that mean whoever drew this...\It's strange. I know it never crosses my mind...\That's why such people have something wrong upstairs. response:	Oh, and also, when male otaku buy porn dojinshi...
context: That goes without saying.\Here's what gets me...\See, this one's based on a foreign movie.\A regular live-action one. I've seen it, too.\But does that mean whoever drew this...\It's strange. I know it never crosses my mind...\That's why such people have something wrong upstairs.\Oh, and also, when male otaku buy porn dojinshi... response:	Isn't it so they can use them?
context: Here's what gets me...\See, this one's based on a foreign movie.\A regular live-action one. I've seen it, too.\But does that mean whoever drew this...\It's strange. I know it never crosses my mind...\That's why such people have something wrong upstairs.\Oh, and also, when male otaku buy porn dojinshi...\Isn't it so they can use them? response:	Does that mean that female otaku...
context: See, this one's based on a foreign movie.\A regular live-action one. I've seen it, too.\But does that mean whoever drew this...\It's strange. I know it never crosses my mind...\That's why such people have something wrong upstairs.\Oh, and also, when male otaku buy porn dojinshi...\Isn't it so they can use them?\Does that mean that female otaku... response:	I have no idea!
context: A regular live-action one. I've seen it, too.\But does that mean whoever drew this...\It's strange. I know it never crosses my mind...\That's why such people have something wrong upstairs.\Oh, and also, when male otaku buy porn dojinshi...\Isn't it so they can use them?\Does that mean that female otaku...\I have no idea! response:	I mean, I look at it, and it doesn't put me in that kind of mood at all!
context: But does that mean whoever drew this...\It's strange. I know it never crosses my mind...\That's why such people have something wrong upstairs.\Oh, and also, when male otaku buy porn dojinshi...\Isn't it so they can use them?\Does that mean that female otaku...\I have no idea!\I mean, I look at it, and it doesn't put me in that kind of mood at all! response:	But if you hate it that much, you must have at least read some.
context: It's strange. I know it never crosses my mind...\That's why such people have something wrong upstairs.\Oh, and also, when male otaku buy porn dojinshi...\Isn't it so they can use them?\Does that mean that female otaku...\I have no idea!\I mean, I look at it, and it doesn't put me in that kind of mood at all!\But if you hate it that much, you must have at least read some. response:	Otherwise you couldn't complain.
context: That's why such people have something wrong upstairs.\Oh, and also, when male otaku buy porn dojinshi...\Isn't it so they can use them?\Does that mean that female otaku...\I have no idea!\I mean, I look at it, and it doesn't put me in that kind of mood at all!\But if you hate it that much, you must have at least read some.\Otherwise you couldn't complain. response:	You trying to lead me?
context: Oh, and also, when male otaku buy porn dojinshi...\Isn't it so they can use them?\Does that mean that female otaku...\I have no idea!\I mean, I look at it, and it doesn't put me in that kind of mood at all!\But if you hate it that much, you must have at least read some.\Otherwise you couldn't complain.\You trying to lead me? response:	I'm right, though, huh?
context: Isn't it so they can use them?\Does that mean that female otaku...\I have no idea!\I mean, I look at it, and it doesn't put me in that kind of mood at all!\But if you hate it that much, you must have at least read some.\Otherwise you couldn't complain.\You trying to lead me?\I'm right, though, huh? response:	I first did in fifth grade... a friend's copy...
context: Does that mean that female otaku...\I have no idea!\I mean, I look at it, and it doesn't put me in that kind of mood at all!\But if you hate it that much, you must have at least read some.\Otherwise you couldn't complain.\You trying to lead me?\I'm right, though, huh?\I first did in fifth grade... a friend's copy... response:	Damn, that's twisted!
context: I have no idea!\I mean, I look at it, and it doesn't put me in that kind of mood at all!\But if you hate it that much, you must have at least read some.\Otherwise you couldn't complain.\You trying to lead me?\I'm right, though, huh?\I first did in fifth grade... a friend's copy...\Damn, that's twisted! response:	So that ended up being traumatic?
context: I mean, I look at it, and it doesn't put me in that kind of mood at all!\But if you hate it that much, you must have at least read some.\Otherwise you couldn't complain.\You trying to lead me?\I'm right, though, huh?\I first did in fifth grade... a friend's copy...\Damn, that's twisted!\So that ended up being traumatic? response:	Well... pretty much.
context: But if you hate it that much, you must have at least read some.\Otherwise you couldn't complain.\You trying to lead me?\I'm right, though, huh?\I first did in fifth grade... a friend's copy...\Damn, that's twisted!\So that ended up being traumatic?\Well... pretty much. response:	Yow, that's rough, all right.
context: Otherwise you couldn't complain.\You trying to lead me?\I'm right, though, huh?\I first did in fifth grade... a friend's copy...\Damn, that's twisted!\So that ended up being traumatic?\Well... pretty much.\Yow, that's rough, all right. response:	What could they be talking about?
context: You trying to lead me?\I'm right, though, huh?\I first did in fifth grade... a friend's copy...\Damn, that's twisted!\So that ended up being traumatic?\Well... pretty much.\Yow, that's rough, all right.\What could they be talking about? response:	Who knows...
context: I'm right, though, huh?\I first did in fifth grade... a friend's copy...\Damn, that's twisted!\So that ended up being traumatic?\Well... pretty much.\Yow, that's rough, all right.\What could they be talking about?\Who knows... response:	Can't we bug the room?
context: I first did in fifth grade... a friend's copy...\Damn, that's twisted!\So that ended up being traumatic?\Well... pretty much.\Yow, that's rough, all right.\What could they be talking about?\Who knows...\Can't we bug the room? response:	No, we cannot.
context: Damn, that's twisted!\So that ended up being traumatic?\Well... pretty much.\Yow, that's rough, all right.\What could they be talking about?\Who knows...\Can't we bug the room?\No, we cannot. response:	Then I have no choice. I'm going over there.
context: So that ended up being traumatic?\Well... pretty much.\Yow, that's rough, all right.\What could they be talking about?\Who knows...\Can't we bug the room?\No, we cannot.\Then I have no choice. I'm going over there. response:	Oh, you are?
context: Well... pretty much.\Yow, that's rough, all right.\What could they be talking about?\Who knows...\Can't we bug the room?\No, we cannot.\Then I have no choice. I'm going over there.\Oh, you are? response:	The surprise is ruined now. Watching them is meaningless.
context: Yow, that's rough, all right.\What could they be talking about?\Who knows...\Can't we bug the room?\No, we cannot.\Then I have no choice. I'm going over there.\Oh, you are?\The surprise is ruined now. Watching them is meaningless. response:	Please wait a while, then come on over.
context: What could they be talking about?\Who knows...\Can't we bug the room?\No, we cannot.\Then I have no choice. I'm going over there.\Oh, you are?\The surprise is ruined now. Watching them is meaningless.\Please wait a while, then come on over. response:	Ayup.
context: Who knows...\Can't we bug the room?\No, we cannot.\Then I have no choice. I'm going over there.\Oh, you are?\The surprise is ruined now. Watching them is meaningless.\Please wait a while, then come on over.\Ayup. response:	So, you still go for Ohno when she's like that?
context: Can't we bug the room?\No, we cannot.\Then I have no choice. I'm going over there.\Oh, you are?\The surprise is ruined now. Watching them is meaningless.\Please wait a while, then come on over.\Ayup.\So, you still go for Ohno when she's like that? response:	Well, if I had to say yes or no...
context: No, we cannot.\Then I have no choice. I'm going over there.\Oh, you are?\The surprise is ruined now. Watching them is meaningless.\Please wait a while, then come on over.\Ayup.\So, you still go for Ohno when she's like that?\Well, if I had to say yes or no... response:	Then yeah... I suppose so.
context: Then I have no choice. I'm going over there.\Oh, you are?\The surprise is ruined now. Watching them is meaningless.\Please wait a while, then come on over.\Ayup.\So, you still go for Ohno when she's like that?\Well, if I had to say yes or no...\Then yeah... I suppose so. response:	Good luck, then.
context: Oh, you are?\The surprise is ruined now. Watching them is meaningless.\Please wait a while, then come on over.\Ayup.\So, you still go for Ohno when she's like that?\Well, if I had to say yes or no...\Then yeah... I suppose so.\Good luck, then. response:	If you don't like gay stuff, what do you like?
context: The surprise is ruined now. Watching them is meaningless.\Please wait a while, then come on over.\Ayup.\So, you still go for Ohno when she's like that?\Well, if I had to say yes or no...\Then yeah... I suppose so.\Good luck, then.\If you don't like gay stuff, what do you like? response:	Anime and such?
context: Please wait a while, then come on over.\Ayup.\So, you still go for Ohno when she's like that?\Well, if I had to say yes or no...\Then yeah... I suppose so.\Good luck, then.\If you don't like gay stuff, what do you like?\Anime and such? response:	I guess... I also play games.
context: Ayup.\So, you still go for Ohno when she's like that?\Well, if I had to say yes or no...\Then yeah... I suppose so.\Good luck, then.\If you don't like gay stuff, what do you like?\Anime and such?\I guess... I also play games. response:	But aren't there not many girls who play?
context: So, you still go for Ohno when she's like that?\Well, if I had to say yes or no...\Then yeah... I suppose so.\Good luck, then.\If you don't like gay stuff, what do you like?\Anime and such?\I guess... I also play games.\But aren't there not many girls who play? response:	Guys play games even if they're not otaku...
context: Well, if I had to say yes or no...\Then yeah... I suppose so.\Good luck, then.\If you don't like gay stuff, what do you like?\Anime and such?\I guess... I also play games.\But aren't there not many girls who play?\Guys play games even if they're not otaku... response:	I wouldn't know.
context: Then yeah... I suppose so.\Good luck, then.\If you don't like gay stuff, what do you like?\Anime and such?\I guess... I also play games.\But aren't there not many girls who play?\Guys play games even if they're not otaku...\I wouldn't know. response:	Hello.
context: Good luck, then.\If you don't like gay stuff, what do you like?\Anime and such?\I guess... I also play games.\But aren't there not many girls who play?\Guys play games even if they're not otaku...\I wouldn't know.\Hello. response:	Hello, Ohno.
context: If you don't like gay stuff, what do you like?\Anime and such?\I guess... I also play games.\But aren't there not many girls who play?\Guys play games even if they're not otaku...\I wouldn't know.\Hello.\Hello, Ohno. response:	Took long enough. Bad constipation?
context: Anime and such?\I guess... I also play games.\But aren't there not many girls who play?\Guys play games even if they're not otaku...\I wouldn't know.\Hello.\Hello, Ohno.\Took long enough. Bad constipation? response:	P-please don't talk like that just because it's all girls here!
context: I guess... I also play games.\But aren't there not many girls who play?\Guys play games even if they're not otaku...\I wouldn't know.\Hello.\Hello, Ohno.\Took long enough. Bad constipation?\P-please don't talk like that just because it's all girls here! response:	Oh, that was nothing! I went to an all-girls' school.
context: But aren't there not many girls who play?\Guys play games even if they're not otaku...\I wouldn't know.\Hello.\Hello, Ohno.\Took long enough. Bad constipation?\P-please don't talk like that just because it's all girls here!\Oh, that was nothing! I went to an all-girls' school. response:	S-so, I just found out that Ogiue hates...
context: Guys play games even if they're not otaku...\I wouldn't know.\Hello.\Hello, Ohno.\Took long enough. Bad constipation?\P-please don't talk like that just because it's all girls here!\Oh, that was nothing! I went to an all-girls' school.\S-so, I just found out that Ogiue hates... response:	Please don't ask. I don't want to discuss it.
context: I wouldn't know.\Hello.\Hello, Ohno.\Took long enough. Bad constipation?\P-please don't talk like that just because it's all girls here!\Oh, that was nothing! I went to an all-girls' school.\S-so, I just found out that Ogiue hates...\Please don't ask. I don't want to discuss it. response:	Please don't tell. I don't want to know.
context: Hello.\Hello, Ohno.\Took long enough. Bad constipation?\P-please don't talk like that just because it's all girls here!\Oh, that was nothing! I went to an all-girls' school.\S-so, I just found out that Ogiue hates...\Please don't ask. I don't want to discuss it.\Please don't tell. I don't want to know. response:	Things went downhill fast.
context: Hello, Ohno.\Took long enough. Bad constipation?\P-please don't talk like that just because it's all girls here!\Oh, that was nothing! I went to an all-girls' school.\S-so, I just found out that Ogiue hates...\Please don't ask. I don't want to discuss it.\Please don't tell. I don't want to know.\Things went downhill fast. response:	Guess we should get over there, too?
context: Took long enough. Bad constipation?\P-please don't talk like that just because it's all girls here!\Oh, that was nothing! I went to an all-girls' school.\S-so, I just found out that Ogiue hates...\Please don't ask. I don't want to discuss it.\Please don't tell. I don't want to know.\Things went downhill fast.\Guess we should get over there, too? response:	As naturally as possible, you mean?
context: P-please don't talk like that just because it's all girls here!\Oh, that was nothing! I went to an all-girls' school.\S-so, I just found out that Ogiue hates...\Please don't ask. I don't want to discuss it.\Please don't tell. I don't want to know.\Things went downhill fast.\Guess we should get over there, too?\As naturally as possible, you mean? response:	Dear me, a yaoi book in fifth grade?
context: Oh, that was nothing! I went to an all-girls' school.\S-so, I just found out that Ogiue hates...\Please don't ask. I don't want to discuss it.\Please don't tell. I don't want to know.\Things went downhill fast.\Guess we should get over there, too?\As naturally as possible, you mean?\Dear me, a yaoi book in fifth grade? response:	That's all it took to traumatize you?
context: S-so, I just found out that Ogiue hates...\Please don't ask. I don't want to discuss it.\Please don't tell. I don't want to know.\Things went downhill fast.\Guess we should get over there, too?\As naturally as possible, you mean?\Dear me, a yaoi book in fifth grade?\That's all it took to traumatize you? response:	I find that hard to believe.
context: Please don't ask. I don't want to discuss it.\Please don't tell. I don't want to know.\Things went downhill fast.\Guess we should get over there, too?\As naturally as possible, you mean?\Dear me, a yaoi book in fifth grade?\That's all it took to traumatize you?\I find that hard to believe. response:	In America, some girls were already @S S@ by that age.
context: Please don't tell. I don't want to know.\Things went downhill fast.\Guess we should get over there, too?\As naturally as possible, you mean?\Dear me, a yaoi book in fifth grade?\That's all it took to traumatize you?\I find that hard to believe.\In America, some girls were already @S S@ by that age. response:	Don't talk like that just because it's all girls here.
context: Things went downhill fast.\Guess we should get over there, too?\As naturally as possible, you mean?\Dear me, a yaoi book in fifth grade?\That's all it took to traumatize you?\I find that hard to believe.\In America, some girls were already @S S@ by that age.\Don't talk like that just because it's all girls here. response:	And don't look at me when you say it!
context: Guess we should get over there, too?\As naturally as possible, you mean?\Dear me, a yaoi book in fifth grade?\That's all it took to traumatize you?\I find that hard to believe.\In America, some girls were already @S S@ by that age.\Don't talk like that just because it's all girls here.\And don't look at me when you say it! response:	Wouldn't it be more natural to take the plunge and get into it at that point?
context: As naturally as possible, you mean?\Dear me, a yaoi book in fifth grade?\That's all it took to traumatize you?\I find that hard to believe.\In America, some girls were already @S S@ by that age.\Don't talk like that just because it's all girls here.\And don't look at me when you say it!\Wouldn't it be more natural to take the plunge and get into it at that point? response:	You're indecent, the way you try to push your values on to other people.
context: Dear me, a yaoi book in fifth grade?\That's all it took to traumatize you?\I find that hard to believe.\In America, some girls were already @S S@ by that age.\Don't talk like that just because it's all girls here.\And don't look at me when you say it!\Wouldn't it be more natural to take the plunge and get into it at that point?\You're indecent, the way you try to push your values on to other people. response:	Oh, looks like a bull's-eye.
context: That's all it took to traumatize you?\I find that hard to believe.\In America, some girls were already @S S@ by that age.\Don't talk like that just because it's all girls here.\And don't look at me when you say it!\Wouldn't it be more natural to take the plunge and get into it at that point?\You're indecent, the way you try to push your values on to other people.\Oh, looks like a bull's-eye. response:	Now you're desperate to change the subject.
context: I find that hard to believe.\In America, some girls were already @S S@ by that age.\Don't talk like that just because it's all girls here.\And don't look at me when you say it!\Wouldn't it be more natural to take the plunge and get into it at that point?\You're indecent, the way you try to push your values on to other people.\Oh, looks like a bull's-eye.\Now you're desperate to change the subject. response:	For all intents and purposes, you're still an otaku, right?
context: In America, some girls were already @S S@ by that age.\Don't talk like that just because it's all girls here.\And don't look at me when you say it!\Wouldn't it be more natural to take the plunge and get into it at that point?\You're indecent, the way you try to push your values on to other people.\Oh, looks like a bull's-eye.\Now you're desperate to change the subject.\For all intents and purposes, you're still an otaku, right? response:	It would never have really been traumatic.
context: Don't talk like that just because it's all girls here.\And don't look at me when you say it!\Wouldn't it be more natural to take the plunge and get into it at that point?\You're indecent, the way you try to push your values on to other people.\Oh, looks like a bull's-eye.\Now you're desperate to change the subject.\For all intents and purposes, you're still an otaku, right?\It would never have really been traumatic. response:	I told you, don't say it to me.
context: And don't look at me when you say it!\Wouldn't it be more natural to take the plunge and get into it at that point?\You're indecent, the way you try to push your values on to other people.\Oh, looks like a bull's-eye.\Now you're desperate to change the subject.\For all intents and purposes, you're still an otaku, right?\It would never have really been traumatic.\I told you, don't say it to me. response:	Isn't clinging to an obvious lie the far more indecent thing to do?
context: Wouldn't it be more natural to take the plunge and get into it at that point?\You're indecent, the way you try to push your values on to other people.\Oh, looks like a bull's-eye.\Now you're desperate to change the subject.\For all intents and purposes, you're still an otaku, right?\It would never have really been traumatic.\I told you, don't say it to me.\Isn't clinging to an obvious lie the far more indecent thing to do? response:	Hey, Saki. When it comes to people like her...
context: You're indecent, the way you try to push your values on to other people.\Oh, looks like a bull's-eye.\Now you're desperate to change the subject.\For all intents and purposes, you're still an otaku, right?\It would never have really been traumatic.\I told you, don't say it to me.\Isn't clinging to an obvious lie the far more indecent thing to do?\Hey, Saki. When it comes to people like her... response:	Which of us is indecent, huh?
context: Oh, looks like a bull's-eye.\Now you're desperate to change the subject.\For all intents and purposes, you're still an otaku, right?\It would never have really been traumatic.\I told you, don't say it to me.\Isn't clinging to an obvious lie the far more indecent thing to do?\Hey, Saki. When it comes to people like her...\Which of us is indecent, huh? response:	I bet you all S S while you look at this junk!
context: Now you're desperate to change the subject.\For all intents and purposes, you're still an otaku, right?\It would never have really been traumatic.\I told you, don't say it to me.\Isn't clinging to an obvious lie the far more indecent thing to do?\Hey, Saki. When it comes to people like her...\Which of us is indecent, huh?\I bet you all S S while you look at this junk! response:	Hey. Just because it's all girls here...
context: For all intents and purposes, you're still an otaku, right?\It would never have really been traumatic.\I told you, don't say it to me.\Isn't clinging to an obvious lie the far more indecent thing to do?\Hey, Saki. When it comes to people like her...\Which of us is indecent, huh?\I bet you all S S while you look at this junk!\Hey. Just because it's all girls here... response:	This is the kind of thing I @S S to!
context: It would never have really been traumatic.\I told you, don't say it to me.\Isn't clinging to an obvious lie the far more indecent thing to do?\Hey, Saki. When it comes to people like her...\Which of us is indecent, huh?\I bet you all S S while you look at this junk!\Hey. Just because it's all girls here...\This is the kind of thing I @S S to! response:	Somebody...
context: I told you, don't say it to me.\Isn't clinging to an obvious lie the far more indecent thing to do?\Hey, Saki. When it comes to people like her...\Which of us is indecent, huh?\I bet you all S S while you look at this junk!\Hey. Just because it's all girls here...\This is the kind of thing I @S S to!\Somebody... response:	Somebody, save me...
context: Isn't clinging to an obvious lie the far more indecent thing to do?\Hey, Saki. When it comes to people like her...\Which of us is indecent, huh?\I bet you all S S while you look at this junk!\Hey. Just because it's all girls here...\This is the kind of thing I @S S to!\Somebody...\Somebody, save me... response:	Hello!
context: Hey, Saki. When it comes to people like her...\Which of us is indecent, huh?\I bet you all S S while you look at this junk!\Hey. Just because it's all girls here...\This is the kind of thing I @S S to!\Somebody...\Somebody, save me...\Hello! response:	Huh? Is the meeting over already?
context: Which of us is indecent, huh?\I bet you all S S while you look at this junk!\Hey. Just because it's all girls here...\This is the kind of thing I @S S to!\Somebody...\Somebody, save me...\Hello!\Huh? Is the meeting over already? response:	Ohh, Ogichin! You're here, good timing!
context: I bet you all S S while you look at this junk!\Hey. Just because it's all girls here...\This is the kind of thing I @S S to!\Somebody...\Somebody, save me...\Hello!\Huh? Is the meeting over already?\Ohh, Ogichin! You're here, good timing! response:	Ogichin?
context: Hey. Just because it's all girls here...\This is the kind of thing I @S S to!\Somebody...\Somebody, save me...\Hello!\Huh? Is the meeting over already?\Ohh, Ogichin! You're here, good timing!\Ogichin? response:	You went to Tosanbo last Sunday, didn't you?
context: This is the kind of thing I @S S to!\Somebody...\Somebody, save me...\Hello!\Huh? Is the meeting over already?\Ohh, Ogichin! You're here, good timing!\Ogichin?\You went to Tosanbo last Sunday, didn't you? response:	Heh?
context: Somebody...\Somebody, save me...\Hello!\Huh? Is the meeting over already?\Ohh, Ogichin! You're here, good timing!\Ogichin?\You went to Tosanbo last Sunday, didn't you?\Heh? response:	See, I happened to be there for a different event.
context: Somebody, save me...\Hello!\Huh? Is the meeting over already?\Ohh, Ogichin! You're here, good timing!\Ogichin?\You went to Tosanbo last Sunday, didn't you?\Heh?\See, I happened to be there for a different event. response:	Hn?
context: Hello!\Huh? Is the meeting over already?\Ohh, Ogichin! You're here, good timing!\Ogichin?\You went to Tosanbo last Sunday, didn't you?\Heh?\See, I happened to be there for a different event.\Hn? response:	Hn? Hmm?
context: Huh? Is the meeting over already?\Ohh, Ogichin! You're here, good timing!\Ogichin?\You went to Tosanbo last Sunday, didn't you?\Heh?\See, I happened to be there for a different event.\Hn?\Hn? Hmm? response:	Here's Ogichin entering the hall...
context: Ohh, Ogichin! You're here, good timing!\Ogichin?\You went to Tosanbo last Sunday, didn't you?\Heh?\See, I happened to be there for a different event.\Hn?\Hn? Hmm?\Here's Ogichin entering the hall... response:	Look, I even shot some video.
context: Ogichin?\You went to Tosanbo last Sunday, didn't you?\Heh?\See, I happened to be there for a different event.\Hn?\Hn? Hmm?\Here's Ogichin entering the hall...\Look, I even shot some video. response:	What's that, some otaku event?
context: You went to Tosanbo last Sunday, didn't you?\Heh?\See, I happened to be there for a different event.\Hn?\Hn? Hmm?\Here's Ogichin entering the hall...\Look, I even shot some video.\What's that, some otaku event? response:	Not only that, a yaoi-only event!
context: Heh?\See, I happened to be there for a different event.\Hn?\Hn? Hmm?\Here's Ogichin entering the hall...\Look, I even shot some video.\What's that, some otaku event?\Not only that, a yaoi-only event! response:	You were spying?
context: See, I happened to be there for a different event.\Hn?\Hn? Hmm?\Here's Ogichin entering the hall...\Look, I even shot some video.\What's that, some otaku event?\Not only that, a yaoi-only event!\You were spying? response:	You were spying? In effect, yes.
context: Hn?\Hn? Hmm?\Here's Ogichin entering the hall...\Look, I even shot some video.\What's that, some otaku event?\Not only that, a yaoi-only event!\You were spying?\You were spying? In effect, yes. response:	You ass!
context: Hn? Hmm?\Here's Ogichin entering the hall...\Look, I even shot some video.\What's that, some otaku event?\Not only that, a yaoi-only event!\You were spying?\You were spying? In effect, yes.\You ass! response:	The more convenience we have in this world, the lower people get!
context: Here's Ogichin entering the hall...\Look, I even shot some video.\What's that, some otaku event?\Not only that, a yaoi-only event!\You were spying?\You were spying? In effect, yes.\You ass!\The more convenience we have in this world, the lower people get! response:	You're a prime example!
context: Look, I even shot some video.\What's that, some otaku event?\Not only that, a yaoi-only event!\You were spying?\You were spying? In effect, yes.\You ass!\The more convenience we have in this world, the lower people get!\You're a prime example! response:	Um, remain calm, Ogichin.
context: What's that, some otaku event?\Not only that, a yaoi-only event!\You were spying?\You were spying? In effect, yes.\You ass!\The more convenience we have in this world, the lower people get!\You're a prime example!\Um, remain calm, Ogichin. response:	A-ah, you see... my little brother...
context: Not only that, a yaoi-only event!\You were spying?\You were spying? In effect, yes.\You ass!\The more convenience we have in this world, the lower people get!\You're a prime example!\Um, remain calm, Ogichin.\A-ah, you see... my little brother... response:	Oh, you have a younger brother!
context: You were spying?\You were spying? In effect, yes.\You ass!\The more convenience we have in this world, the lower people get!\You're a prime example!\Um, remain calm, Ogichin.\A-ah, you see... my little brother...\Oh, you have a younger brother! response:	H-he...
context: You were spying? In effect, yes.\You ass!\The more convenience we have in this world, the lower people get!\You're a prime example!\Um, remain calm, Ogichin.\A-ah, you see... my little brother...\Oh, you have a younger brother!\H-he... response:	He...
context: You ass!\The more convenience we have in this world, the lower people get!\You're a prime example!\Um, remain calm, Ogichin.\A-ah, you see... my little brother...\Oh, you have a younger brother!\H-he...\He... response:	Go on!
context: The more convenience we have in this world, the lower people get!\You're a prime example!\Um, remain calm, Ogichin.\A-ah, you see... my little brother...\Oh, you have a younger brother!\H-he...\He...\Go on! response:	Huh?
context: You're a prime example!\Um, remain calm, Ogichin.\A-ah, you see... my little brother...\Oh, you have a younger brother!\H-he...\He...\Go on!\Huh? response:	He plays basketball!
context: Um, remain calm, Ogichin.\A-ah, you see... my little brother...\Oh, you have a younger brother!\H-he...\He...\Go on!\Huh?\He plays basketball! response:	Aha, does he now!
context: A-ah, you see... my little brother...\Oh, you have a younger brother!\H-he...\He...\Go on!\Huh?\He plays basketball!\Aha, does he now! response:	This is the third floor!
context: Oh, you have a younger brother!\H-he...\He...\Go on!\Huh?\He plays basketball!\Aha, does he now!\This is the third floor! response:	Come on, Ohno! Help me out!
