context: What happened to me? response:	Is this...
context: Sorata, don't you want me to cook?\You don't need to injure yourself any more than you did today.\That's not it.\What's not it?\I don't understand.\What do you mean by that?\Enough talk.\I'm calling Ayano. response:	Huh? Hey...
context: You don't need to injure yourself any more than you did today.\That's not it.\What's not it?\I don't understand.\What do you mean by that?\Enough talk.\I'm calling Ayano.\Huh? Hey... response:	What's her problem?
context: That's not it.\What's not it?\I don't understand.\What do you mean by that?\Enough talk.\I'm calling Ayano.\Huh? Hey...\What's her problem? response:	Up until recently...
context: What's not it?\I don't understand.\What do you mean by that?\Enough talk.\I'm calling Ayano.\Huh? Hey...\What's her problem?\Up until recently... response:	Up until recently, it seemed like she lived solely to draw manga...
context: I don't understand.\What do you mean by that?\Enough talk.\I'm calling Ayano.\Huh? Hey...\What's her problem?\Up until recently...\Up until recently, it seemed like she lived solely to draw manga... response:	Hello?
context: What do you mean by that?\Enough talk.\I'm calling Ayano.\Huh? Hey...\What's her problem?\Up until recently...\Up until recently, it seemed like she lived solely to draw manga...\Hello? response:	I want you for my Christmas present, Onii-chan.
context: Enough talk.\I'm calling Ayano.\Huh? Hey...\What's her problem?\Up until recently...\Up until recently, it seemed like she lived solely to draw manga...\Hello?\I want you for my Christmas present, Onii-chan. response:	Who do you want to speak to?
context: I'm calling Ayano.\Huh? Hey...\What's her problem?\Up until recently...\Up until recently, it seemed like she lived solely to draw manga...\Hello?\I want you for my Christmas present, Onii-chan.\Who do you want to speak to? response:	What?! Oh, I'm sorry!
context: Huh? Hey...\What's her problem?\Up until recently...\Up until recently, it seemed like she lived solely to draw manga...\Hello?\I want you for my Christmas present, Onii-chan.\Who do you want to speak to?\What?! Oh, I'm sorry! response:	I'm so sorry!
context: What's her problem?\Up until recently...\Up until recently, it seemed like she lived solely to draw manga...\Hello?\I want you for my Christmas present, Onii-chan.\Who do you want to speak to?\What?! Oh, I'm sorry!\I'm so sorry! response:	Do you want something, Yuko?
context: Up until recently...\Up until recently, it seemed like she lived solely to draw manga...\Hello?\I want you for my Christmas present, Onii-chan.\Who do you want to speak to?\What?! Oh, I'm sorry!\I'm so sorry!\Do you want something, Yuko? response:	Onii-chan?! I just had a supernatural experience!
context: Up until recently, it seemed like she lived solely to draw manga...\Hello?\I want you for my Christmas present, Onii-chan.\Who do you want to speak to?\What?! Oh, I'm sorry!\I'm so sorry!\Do you want something, Yuko?\Onii-chan?! I just had a supernatural experience! response:	I called the number in my contacts list,
context: Hello?\I want you for my Christmas present, Onii-chan.\Who do you want to speak to?\What?! Oh, I'm sorry!\I'm so sorry!\Do you want something, Yuko?\Onii-chan?! I just had a supernatural experience!\I called the number in my contacts list, response:	but it connected me to someone
context: I want you for my Christmas present, Onii-chan.\Who do you want to speak to?\What?! Oh, I'm sorry!\I'm so sorry!\Do you want something, Yuko?\Onii-chan?! I just had a supernatural experience!\I called the number in my contacts list,\but it connected me to someone response:	And that's what you call a supernatural experience.
context: Who do you want to speak to?\What?! Oh, I'm sorry!\I'm so sorry!\Do you want something, Yuko?\Onii-chan?! I just had a supernatural experience!\I called the number in my contacts list,\but it connected me to someone\And that's what you call a supernatural experience. response:	I'll be going now.
context: What?! Oh, I'm sorry!\I'm so sorry!\Do you want something, Yuko?\Onii-chan?! I just had a supernatural experience!\I called the number in my contacts list,\but it connected me to someone\And that's what you call a supernatural experience.\I'll be going now. response:	Um, do you have a minute?
context: I'm so sorry!\Do you want something, Yuko?\Onii-chan?! I just had a supernatural experience!\I called the number in my contacts list,\but it connected me to someone\And that's what you call a supernatural experience.\I'll be going now.\Um, do you have a minute? response:	I like brown foods.
context: Do you want something, Yuko?\Onii-chan?! I just had a supernatural experience!\I called the number in my contacts list,\but it connected me to someone\And that's what you call a supernatural experience.\I'll be going now.\Um, do you have a minute?\I like brown foods. response:	I-I see...
context: Onii-chan?! I just had a supernatural experience!\I called the number in my contacts list,\but it connected me to someone\And that's what you call a supernatural experience.\I'll be going now.\Um, do you have a minute?\I like brown foods.\I-I see... response:	Will her manuscript be all right?
context: I called the number in my contacts list,\but it connected me to someone\And that's what you call a supernatural experience.\I'll be going now.\Um, do you have a minute?\I like brown foods.\I-I see...\Will her manuscript be all right? response:	From the looks of it, she'll finish up today.
context: but it connected me to someone\And that's what you call a supernatural experience.\I'll be going now.\Um, do you have a minute?\I like brown foods.\I-I see...\Will her manuscript be all right?\From the looks of it, she'll finish up today. response:	The cut on her finger doesn't seem to be causing any problems.
context: And that's what you call a supernatural experience.\I'll be going now.\Um, do you have a minute?\I like brown foods.\I-I see...\Will her manuscript be all right?\From the looks of it, she'll finish up today.\The cut on her finger doesn't seem to be causing any problems. response:	I see.
context: I'll be going now.\Um, do you have a minute?\I like brown foods.\I-I see...\Will her manuscript be all right?\From the looks of it, she'll finish up today.\The cut on her finger doesn't seem to be causing any problems.\I see. response:	I want you to give me your honest opinion.
context: Um, do you have a minute?\I like brown foods.\I-I see...\Will her manuscript be all right?\From the looks of it, she'll finish up today.\The cut on her finger doesn't seem to be causing any problems.\I see.\I want you to give me your honest opinion. response:	How do you feel about Shiina-san now?
context: I like brown foods.\I-I see...\Will her manuscript be all right?\From the looks of it, she'll finish up today.\The cut on her finger doesn't seem to be causing any problems.\I see.\I want you to give me your honest opinion.\How do you feel about Shiina-san now? response:	What?
context: I-I see...\Will her manuscript be all right?\From the looks of it, she'll finish up today.\The cut on her finger doesn't seem to be causing any problems.\I see.\I want you to give me your honest opinion.\How do you feel about Shiina-san now?\What? response:	I mean, has she gotten prettier or cuter,
context: Will her manuscript be all right?\From the looks of it, she'll finish up today.\The cut on her finger doesn't seem to be causing any problems.\I see.\I want you to give me your honest opinion.\How do you feel about Shiina-san now?\What?\I mean, has she gotten prettier or cuter, response:	or do you get the urge to hold her?
context: From the looks of it, she'll finish up today.\The cut on her finger doesn't seem to be causing any problems.\I see.\I want you to give me your honest opinion.\How do you feel about Shiina-san now?\What?\I mean, has she gotten prettier or cuter,\or do you get the urge to hold her? response:	Wh-What are you trying to get me to say?
context: The cut on her finger doesn't seem to be causing any problems.\I see.\I want you to give me your honest opinion.\How do you feel about Shiina-san now?\What?\I mean, has she gotten prettier or cuter,\or do you get the urge to hold her?\Wh-What are you trying to get me to say? response:	Putting that aside...
context: I see.\I want you to give me your honest opinion.\How do you feel about Shiina-san now?\What?\I mean, has she gotten prettier or cuter,\or do you get the urge to hold her?\Wh-What are you trying to get me to say?\Putting that aside... response:	You're putting it aside?!
context: I want you to give me your honest opinion.\How do you feel about Shiina-san now?\What?\I mean, has she gotten prettier or cuter,\or do you get the urge to hold her?\Wh-What are you trying to get me to say?\Putting that aside...\You're putting it aside?! response:	Don't you think Shiina-san has changed a little lately?
context: How do you feel about Shiina-san now?\What?\I mean, has she gotten prettier or cuter,\or do you get the urge to hold her?\Wh-What are you trying to get me to say?\Putting that aside...\You're putting it aside?!\Don't you think Shiina-san has changed a little lately? response:	When I first met her, she had the face of an artist.
context: What?\I mean, has she gotten prettier or cuter,\or do you get the urge to hold her?\Wh-What are you trying to get me to say?\Putting that aside...\You're putting it aside?!\Don't you think Shiina-san has changed a little lately?\When I first met her, she had the face of an artist. response:	A strange feeling washed over me while talking to her.
context: I mean, has she gotten prettier or cuter,\or do you get the urge to hold her?\Wh-What are you trying to get me to say?\Putting that aside...\You're putting it aside?!\Don't you think Shiina-san has changed a little lately?\When I first met her, she had the face of an artist.\A strange feeling washed over me while talking to her. response:	She was looking at me with those lucid eyes,
context: or do you get the urge to hold her?\Wh-What are you trying to get me to say?\Putting that aside...\You're putting it aside?!\Don't you think Shiina-san has changed a little lately?\When I first met her, she had the face of an artist.\A strange feeling washed over me while talking to her.\She was looking at me with those lucid eyes, response:	but not really seeing me...
context: Wh-What are you trying to get me to say?\Putting that aside...\You're putting it aside?!\Don't you think Shiina-san has changed a little lately?\When I first met her, she had the face of an artist.\A strange feeling washed over me while talking to her.\She was looking at me with those lucid eyes,\but not really seeing me... response:	She seemed otherworldly.
context: Putting that aside...\You're putting it aside?!\Don't you think Shiina-san has changed a little lately?\When I first met her, she had the face of an artist.\A strange feeling washed over me while talking to her.\She was looking at me with those lucid eyes,\but not really seeing me...\She seemed otherworldly. response:	I got the same feeling the first time I met her.
context: You're putting it aside?!\Don't you think Shiina-san has changed a little lately?\When I first met her, she had the face of an artist.\A strange feeling washed over me while talking to her.\She was looking at me with those lucid eyes,\but not really seeing me...\She seemed otherworldly.\I got the same feeling the first time I met her. response:	It's different now?
context: Don't you think Shiina-san has changed a little lately?\When I first met her, she had the face of an artist.\A strange feeling washed over me while talking to her.\She was looking at me with those lucid eyes,\but not really seeing me...\She seemed otherworldly.\I got the same feeling the first time I met her.\It's different now? response:	Now...
context: When I first met her, she had the face of an artist.\A strange feeling washed over me while talking to her.\She was looking at me with those lucid eyes,\but not really seeing me...\She seemed otherworldly.\I got the same feeling the first time I met her.\It's different now?\Now... response:	I want to make a lunch.
context: A strange feeling washed over me while talking to her.\She was looking at me with those lucid eyes,\but not really seeing me...\She seemed otherworldly.\I got the same feeling the first time I met her.\It's different now?\Now...\I want to make a lunch. response:	I'll work on my manuscript later.
context: She was looking at me with those lucid eyes,\but not really seeing me...\She seemed otherworldly.\I got the same feeling the first time I met her.\It's different now?\Now...\I want to make a lunch.\I'll work on my manuscript later. response:	I don't understand.
context: but not really seeing me...\She seemed otherworldly.\I got the same feeling the first time I met her.\It's different now?\Now...\I want to make a lunch.\I'll work on my manuscript later.\I don't understand. response:	When I look at Shiina now, something feels off.
context: She seemed otherworldly.\I got the same feeling the first time I met her.\It's different now?\Now...\I want to make a lunch.\I'll work on my manuscript later.\I don't understand.\When I look at Shiina now, something feels off. response:	There's something uncomfortable...
context: I got the same feeling the first time I met her.\It's different now?\Now...\I want to make a lunch.\I'll work on my manuscript later.\I don't understand.\When I look at Shiina now, something feels off.\There's something uncomfortable... response:	Or unpleasant... No, that's not it, either.
context: It's different now?\Now...\I want to make a lunch.\I'll work on my manuscript later.\I don't understand.\When I look at Shiina now, something feels off.\There's something uncomfortable...\Or unpleasant... No, that's not it, either. response:	It just... well, it irritates me.
context: Now...\I want to make a lunch.\I'll work on my manuscript later.\I don't understand.\When I look at Shiina now, something feels off.\There's something uncomfortable...\Or unpleasant... No, that's not it, either.\It just... well, it irritates me. response:	That's a valuable opinion.
context: I want to make a lunch.\I'll work on my manuscript later.\I don't understand.\When I look at Shiina now, something feels off.\There's something uncomfortable...\Or unpleasant... No, that's not it, either.\It just... well, it irritates me.\That's a valuable opinion. response:	Before, it seemed like the only thing she thought about...
context: I'll work on my manuscript later.\I don't understand.\When I look at Shiina now, something feels off.\There's something uncomfortable...\Or unpleasant... No, that's not it, either.\It just... well, it irritates me.\That's a valuable opinion.\Before, it seemed like the only thing she thought about... response:	was manga, and nothing else mattered.
context: I don't understand.\When I look at Shiina now, something feels off.\There's something uncomfortable...\Or unpleasant... No, that's not it, either.\It just... well, it irritates me.\That's a valuable opinion.\Before, it seemed like the only thing she thought about...\was manga, and nothing else mattered. response:	But then she suddenly says she wants to cook...
context: When I look at Shiina now, something feels off.\There's something uncomfortable...\Or unpleasant... No, that's not it, either.\It just... well, it irritates me.\That's a valuable opinion.\Before, it seemed like the only thing she thought about...\was manga, and nothing else mattered.\But then she suddenly says she wants to cook... response:	It doesn't make sense.
context: There's something uncomfortable...\Or unpleasant... No, that's not it, either.\It just... well, it irritates me.\That's a valuable opinion.\Before, it seemed like the only thing she thought about...\was manga, and nothing else mattered.\But then she suddenly says she wants to cook...\It doesn't make sense. response:	It feels like...
context: Or unpleasant... No, that's not it, either.\It just... well, it irritates me.\That's a valuable opinion.\Before, it seemed like the only thing she thought about...\was manga, and nothing else mattered.\But then she suddenly says she wants to cook...\It doesn't make sense.\It feels like... response:	the current Shiina isn't the real Shiina...
context: It just... well, it irritates me.\That's a valuable opinion.\Before, it seemed like the only thing she thought about...\was manga, and nothing else mattered.\But then she suddenly says she wants to cook...\It doesn't make sense.\It feels like...\the current Shiina isn't the real Shiina... response:	I actually think her current behavior is normal.
context: That's a valuable opinion.\Before, it seemed like the only thing she thought about...\was manga, and nothing else mattered.\But then she suddenly says she wants to cook...\It doesn't make sense.\It feels like...\the current Shiina isn't the real Shiina...\I actually think her current behavior is normal. response:	What?
context: Before, it seemed like the only thing she thought about...\was manga, and nothing else mattered.\But then she suddenly says she wants to cook...\It doesn't make sense.\It feels like...\the current Shiina isn't the real Shiina...\I actually think her current behavior is normal.\What? response:	Normal for a girl, I mean.
context: was manga, and nothing else mattered.\But then she suddenly says she wants to cook...\It doesn't make sense.\It feels like...\the current Shiina isn't the real Shiina...\I actually think her current behavior is normal.\What?\Normal for a girl, I mean. response:	But I'm conflicted.
context: But then she suddenly says she wants to cook...\It doesn't make sense.\It feels like...\the current Shiina isn't the real Shiina...\I actually think her current behavior is normal.\What?\Normal for a girl, I mean.\But I'm conflicted. response:	It's important for a girl who's spent her whole life studying art...
context: It doesn't make sense.\It feels like...\the current Shiina isn't the real Shiina...\I actually think her current behavior is normal.\What?\Normal for a girl, I mean.\But I'm conflicted.\It's important for a girl who's spent her whole life studying art... response:	to have normal high school experiences...
context: It feels like...\the current Shiina isn't the real Shiina...\I actually think her current behavior is normal.\What?\Normal for a girl, I mean.\But I'm conflicted.\It's important for a girl who's spent her whole life studying art...\to have normal high school experiences... response:	and learn what it means to be normal.
context: the current Shiina isn't the real Shiina...\I actually think her current behavior is normal.\What?\Normal for a girl, I mean.\But I'm conflicted.\It's important for a girl who's spent her whole life studying art...\to have normal high school experiences...\and learn what it means to be normal. response:	But if that causes her to lose her unique outlook on the world...
context: I actually think her current behavior is normal.\What?\Normal for a girl, I mean.\But I'm conflicted.\It's important for a girl who's spent her whole life studying art...\to have normal high school experiences...\and learn what it means to be normal.\But if that causes her to lose her unique outlook on the world... response:	I've been thinking about things an editor shouldn't worry about.
context: What?\Normal for a girl, I mean.\But I'm conflicted.\It's important for a girl who's spent her whole life studying art...\to have normal high school experiences...\and learn what it means to be normal.\But if that causes her to lose her unique outlook on the world...\I've been thinking about things an editor shouldn't worry about. response:	Her talents and experiences won't falter on her now.
context: Normal for a girl, I mean.\But I'm conflicted.\It's important for a girl who's spent her whole life studying art...\to have normal high school experiences...\and learn what it means to be normal.\But if that causes her to lose her unique outlook on the world...\I've been thinking about things an editor shouldn't worry about.\Her talents and experiences won't falter on her now. response:	I kinda understand what you're saying...
context: But I'm conflicted.\It's important for a girl who's spent her whole life studying art...\to have normal high school experiences...\and learn what it means to be normal.\But if that causes her to lose her unique outlook on the world...\I've been thinking about things an editor shouldn't worry about.\Her talents and experiences won't falter on her now.\I kinda understand what you're saying... response:	Before, or now...
context: It's important for a girl who's spent her whole life studying art...\to have normal high school experiences...\and learn what it means to be normal.\But if that causes her to lose her unique outlook on the world...\I've been thinking about things an editor shouldn't worry about.\Her talents and experiences won't falter on her now.\I kinda understand what you're saying...\Before, or now... response:	Kanda-kun, which is the Shiina-san you like?
context: to have normal high school experiences...\and learn what it means to be normal.\But if that causes her to lose her unique outlook on the world...\I've been thinking about things an editor shouldn't worry about.\Her talents and experiences won't falter on her now.\I kinda understand what you're saying...\Before, or now...\Kanda-kun, which is the Shiina-san you like? response:	Huh? What...
context: and learn what it means to be normal.\But if that causes her to lose her unique outlook on the world...\I've been thinking about things an editor shouldn't worry about.\Her talents and experiences won't falter on her now.\I kinda understand what you're saying...\Before, or now...\Kanda-kun, which is the Shiina-san you like?\Huh? What... response:	What are you talking about?
context: But if that causes her to lose her unique outlook on the world...\I've been thinking about things an editor shouldn't worry about.\Her talents and experiences won't falter on her now.\I kinda understand what you're saying...\Before, or now...\Kanda-kun, which is the Shiina-san you like?\Huh? What...\What are you talking about? response:	But in this case, if you choose either answer, it means you like her...
context: I've been thinking about things an editor shouldn't worry about.\Her talents and experiences won't falter on her now.\I kinda understand what you're saying...\Before, or now...\Kanda-kun, which is the Shiina-san you like?\Huh? What...\What are you talking about?\But in this case, if you choose either answer, it means you like her... response:	I feel more at ease around...
context: Her talents and experiences won't falter on her now.\I kinda understand what you're saying...\Before, or now...\Kanda-kun, which is the Shiina-san you like?\Huh? What...\What are you talking about?\But in this case, if you choose either answer, it means you like her...\I feel more at ease around... response:	the old Shiina than the new one.
context: I kinda understand what you're saying...\Before, or now...\Kanda-kun, which is the Shiina-san you like?\Huh? What...\What are you talking about?\But in this case, if you choose either answer, it means you like her...\I feel more at ease around...\the old Shiina than the new one. response:	Kanda Sorata-sama
context: Before, or now...\Kanda-kun, which is the Shiina-san you like?\Huh? What...\What are you talking about?\But in this case, if you choose either answer, it means you like her...\I feel more at ease around...\the old Shiina than the new one.\Kanda Sorata-sama response:	Sorata?
context: Kanda-kun, which is the Shiina-san you like?\Huh? What...\What are you talking about?\But in this case, if you choose either answer, it means you like her...\I feel more at ease around...\the old Shiina than the new one.\Kanda Sorata-sama\Sorata? response:	What are you doing?
context: Huh? What...\What are you talking about?\But in this case, if you choose either answer, it means you like her...\I feel more at ease around...\the old Shiina than the new one.\Kanda Sorata-sama\Sorata?\What are you doing? response:	Cooking.
context: What are you talking about?\But in this case, if you choose either answer, it means you like her...\I feel more at ease around...\the old Shiina than the new one.\Kanda Sorata-sama\Sorata?\What are you doing?\Cooking. response:	What about your manuscript?
context: But in this case, if you choose either answer, it means you like her...\I feel more at ease around...\the old Shiina than the new one.\Kanda Sorata-sama\Sorata?\What are you doing?\Cooking.\What about your manuscript? response:	I finished it.
context: I feel more at ease around...\the old Shiina than the new one.\Kanda Sorata-sama\Sorata?\What are you doing?\Cooking.\What about your manuscript?\I finished it. response:	Yeah, but what are you doing?
context: the old Shiina than the new one.\Kanda Sorata-sama\Sorata?\What are you doing?\Cooking.\What about your manuscript?\I finished it.\Yeah, but what are you doing? response:	Cooking.
context: Kanda Sorata-sama\Sorata?\What are you doing?\Cooking.\What about your manuscript?\I finished it.\Yeah, but what are you doing?\Cooking. response:	You hurt yourself doing that!
context: Sorata?\What are you doing?\Cooking.\What about your manuscript?\I finished it.\Yeah, but what are you doing?\Cooking.\You hurt yourself doing that! response:	What if you hurt yourself again and it doesn't heal...
context: What are you doing?\Cooking.\What about your manuscript?\I finished it.\Yeah, but what are you doing?\Cooking.\You hurt yourself doing that!\What if you hurt yourself again and it doesn't heal... response:	within a day or two next time?
context: Cooking.\What about your manuscript?\I finished it.\Yeah, but what are you doing?\Cooking.\You hurt yourself doing that!\What if you hurt yourself again and it doesn't heal...\within a day or two next time? response:	I'll be careful.
context: What about your manuscript?\I finished it.\Yeah, but what are you doing?\Cooking.\You hurt yourself doing that!\What if you hurt yourself again and it doesn't heal...\within a day or two next time?\I'll be careful. response:	Don't be ridiculous!
context: I finished it.\Yeah, but what are you doing?\Cooking.\You hurt yourself doing that!\What if you hurt yourself again and it doesn't heal...\within a day or two next time?\I'll be careful.\Don't be ridiculous! response:	Focus on your manga!
context: Yeah, but what are you doing?\Cooking.\You hurt yourself doing that!\What if you hurt yourself again and it doesn't heal...\within a day or two next time?\I'll be careful.\Don't be ridiculous!\Focus on your manga! response:	I finished my manuscript...
context: Cooking.\You hurt yourself doing that!\What if you hurt yourself again and it doesn't heal...\within a day or two next time?\I'll be careful.\Don't be ridiculous!\Focus on your manga!\I finished my manuscript... response:	You used to work harder!
context: You hurt yourself doing that!\What if you hurt yourself again and it doesn't heal...\within a day or two next time?\I'll be careful.\Don't be ridiculous!\Focus on your manga!\I finished my manuscript...\You used to work harder! response:	You focused on raising the quality as much as you could!
context: What if you hurt yourself again and it doesn't heal...\within a day or two next time?\I'll be careful.\Don't be ridiculous!\Focus on your manga!\I finished my manuscript...\You used to work harder!\You focused on raising the quality as much as you could! response:	People who have been allowed to draw shouldn't slack off!
context: within a day or two next time?\I'll be careful.\Don't be ridiculous!\Focus on your manga!\I finished my manuscript...\You used to work harder!\You focused on raising the quality as much as you could!\People who have been allowed to draw shouldn't slack off! response:	In that case...
context: I'll be careful.\Don't be ridiculous!\Focus on your manga!\I finished my manuscript...\You used to work harder!\You focused on raising the quality as much as you could!\People who have been allowed to draw shouldn't slack off!\In that case... response:	In that case, get out from inside of me!
context: Don't be ridiculous!\Focus on your manga!\I finished my manuscript...\You used to work harder!\You focused on raising the quality as much as you could!\People who have been allowed to draw shouldn't slack off!\In that case...\In that case, get out from inside of me! response:	What does that mean?
context: Focus on your manga!\I finished my manuscript...\You used to work harder!\You focused on raising the quality as much as you could!\People who have been allowed to draw shouldn't slack off!\In that case...\In that case, get out from inside of me!\What does that mean? response:	I don't know!
context: I finished my manuscript...\You used to work harder!\You focused on raising the quality as much as you could!\People who have been allowed to draw shouldn't slack off!\In that case...\In that case, get out from inside of me!\What does that mean?\I don't know! response:	I don't know what this feeling is...
context: You used to work harder!\You focused on raising the quality as much as you could!\People who have been allowed to draw shouldn't slack off!\In that case...\In that case, get out from inside of me!\What does that mean?\I don't know!\I don't know what this feeling is... response:	What are you...
context: You focused on raising the quality as much as you could!\People who have been allowed to draw shouldn't slack off!\In that case...\In that case, get out from inside of me!\What does that mean?\I don't know!\I don't know what this feeling is...\What are you... response:	Tell me.
context: People who have been allowed to draw shouldn't slack off!\In that case...\In that case, get out from inside of me!\What does that mean?\I don't know!\I don't know what this feeling is...\What are you...\Tell me. response:	Tell me, Sorata.
context: In that case...\In that case, get out from inside of me!\What does that mean?\I don't know!\I don't know what this feeling is...\What are you...\Tell me.\Tell me, Sorata. response:	End-of-Year Party Announcement
context: In that case, get out from inside of me!\What does that mean?\I don't know!\I don't know what this feeling is...\What are you...\Tell me.\Tell me, Sorata.\End-of-Year Party Announcement response:	I know it's a little early, but...
context: What does that mean?\I don't know!\I don't know what this feeling is...\What are you...\Tell me.\Tell me, Sorata.\End-of-Year Party Announcement\I know it's a little early, but... response:	the publisher's having an end-of-year party.
context: I don't know!\I don't know what this feeling is...\What are you...\Tell me.\Tell me, Sorata.\End-of-Year Party Announcement\I know it's a little early, but...\the publisher's having an end-of-year party. response:	I forgot to give it to Shiina-san, so could you give it to her?
context: I don't know what this feeling is...\What are you...\Tell me.\Tell me, Sorata.\End-of-Year Party Announcement\I know it's a little early, but...\the publisher's having an end-of-year party.\I forgot to give it to Shiina-san, so could you give it to her? response:	I missed the right timing...
context: What are you...\Tell me.\Tell me, Sorata.\End-of-Year Party Announcement\I know it's a little early, but...\the publisher's having an end-of-year party.\I forgot to give it to Shiina-san, so could you give it to her?\I missed the right timing... response:	Kouhai-kun, I need your advice about something!
context: Tell me.\Tell me, Sorata.\End-of-Year Party Announcement\I know it's a little early, but...\the publisher's having an end-of-year party.\I forgot to give it to Shiina-san, so could you give it to her?\I missed the right timing...\Kouhai-kun, I need your advice about something! response:	Why are you Santa in a miniskirt?
context: Tell me, Sorata.\End-of-Year Party Announcement\I know it's a little early, but...\the publisher's having an end-of-year party.\I forgot to give it to Shiina-san, so could you give it to her?\I missed the right timing...\Kouhai-kun, I need your advice about something!\Why are you Santa in a miniskirt? response:	Only a few more nights until Christmas!
context: End-of-Year Party Announcement\I know it's a little early, but...\the publisher's having an end-of-year party.\I forgot to give it to Shiina-san, so could you give it to her?\I missed the right timing...\Kouhai-kun, I need your advice about something!\Why are you Santa in a miniskirt?\Only a few more nights until Christmas! response:	It's still more than a month away.
context: I know it's a little early, but...\the publisher's having an end-of-year party.\I forgot to give it to Shiina-san, so could you give it to her?\I missed the right timing...\Kouhai-kun, I need your advice about something!\Why are you Santa in a miniskirt?\Only a few more nights until Christmas!\It's still more than a month away. response:	Don't sweat the details.
context: the publisher's having an end-of-year party.\I forgot to give it to Shiina-san, so could you give it to her?\I missed the right timing...\Kouhai-kun, I need your advice about something!\Why are you Santa in a miniskirt?\Only a few more nights until Christmas!\It's still more than a month away.\Don't sweat the details. response:	Come to my room!
context: I forgot to give it to Shiina-san, so could you give it to her?\I missed the right timing...\Kouhai-kun, I need your advice about something!\Why are you Santa in a miniskirt?\Only a few more nights until Christmas!\It's still more than a month away.\Don't sweat the details.\Come to my room! response:	Want a lift?
context: I missed the right timing...\Kouhai-kun, I need your advice about something!\Why are you Santa in a miniskirt?\Only a few more nights until Christmas!\It's still more than a month away.\Don't sweat the details.\Come to my room!\Want a lift? response:	I know better.
context: Kouhai-kun, I need your advice about something!\Why are you Santa in a miniskirt?\Only a few more nights until Christmas!\It's still more than a month away.\Don't sweat the details.\Come to my room!\Want a lift?\I know better. response:	He might already have plans for Christmas Eve.
context: Why are you Santa in a miniskirt?\Only a few more nights until Christmas!\It's still more than a month away.\Don't sweat the details.\Come to my room!\Want a lift?\I know better.\He might already have plans for Christmas Eve. response:	I mean, it's hard to invite him when we're not even dating...
context: Only a few more nights until Christmas!\It's still more than a month away.\Don't sweat the details.\Come to my room!\Want a lift?\I know better.\He might already have plans for Christmas Eve.\I mean, it's hard to invite him when we're not even dating... response:	Sakura Hall
context: It's still more than a month away.\Don't sweat the details.\Come to my room!\Want a lift?\I know better.\He might already have plans for Christmas Eve.\I mean, it's hard to invite him when we're not even dating...\Sakura Hall response:	What are you doing?
context: Don't sweat the details.\Come to my room!\Want a lift?\I know better.\He might already have plans for Christmas Eve.\I mean, it's hard to invite him when we're not even dating...\Sakura Hall\What are you doing? response:	Misaki-senpai wanted my advice about something.
context: Come to my room!\Want a lift?\I know better.\He might already have plans for Christmas Eve.\I mean, it's hard to invite him when we're not even dating...\Sakura Hall\What are you doing?\Misaki-senpai wanted my advice about something. response:	Oh, I know. Come in with me, Aoyama.
context: Want a lift?\I know better.\He might already have plans for Christmas Eve.\I mean, it's hard to invite him when we're not even dating...\Sakura Hall\What are you doing?\Misaki-senpai wanted my advice about something.\Oh, I know. Come in with me, Aoyama. response:	How can I make my feelings reach Jin?
context: I know better.\He might already have plans for Christmas Eve.\I mean, it's hard to invite him when we're not even dating...\Sakura Hall\What are you doing?\Misaki-senpai wanted my advice about something.\Oh, I know. Come in with me, Aoyama.\How can I make my feelings reach Jin? response:	You aren't dressed like someone who's worried.
context: He might already have plans for Christmas Eve.\I mean, it's hard to invite him when we're not even dating...\Sakura Hall\What are you doing?\Misaki-senpai wanted my advice about something.\Oh, I know. Come in with me, Aoyama.\How can I make my feelings reach Jin?\You aren't dressed like someone who's worried. response:	I'm sending out such passionate signals,
context: I mean, it's hard to invite him when we're not even dating...\Sakura Hall\What are you doing?\Misaki-senpai wanted my advice about something.\Oh, I know. Come in with me, Aoyama.\How can I make my feelings reach Jin?\You aren't dressed like someone who's worried.\I'm sending out such passionate signals, response:	but Jin's too dense to notice!
context: Sakura Hall\What are you doing?\Misaki-senpai wanted my advice about something.\Oh, I know. Come in with me, Aoyama.\How can I make my feelings reach Jin?\You aren't dressed like someone who's worried.\I'm sending out such passionate signals,\but Jin's too dense to notice! response:	So, these passionate feelings you're trying to send him...
context: What are you doing?\Misaki-senpai wanted my advice about something.\Oh, I know. Come in with me, Aoyama.\How can I make my feelings reach Jin?\You aren't dressed like someone who's worried.\I'm sending out such passionate signals,\but Jin's too dense to notice!\So, these passionate feelings you're trying to send him... response:	You know I wrote I love you on his lunch, right?
context: Misaki-senpai wanted my advice about something.\Oh, I know. Come in with me, Aoyama.\How can I make my feelings reach Jin?\You aren't dressed like someone who's worried.\I'm sending out such passionate signals,\but Jin's too dense to notice!\So, these passionate feelings you're trying to send him...\You know I wrote I love you on his lunch, right? response:	I even put a marriage registration form in his shoe locker.
context: Oh, I know. Come in with me, Aoyama.\How can I make my feelings reach Jin?\You aren't dressed like someone who's worried.\I'm sending out such passionate signals,\but Jin's too dense to notice!\So, these passionate feelings you're trying to send him...\You know I wrote I love you on his lunch, right?\I even put a marriage registration form in his shoe locker. response:	M-Marriage registration?!
