context: Puella Magi Madoka Magica Episode 9 response:	OP
context: It's basically just that kind of relationship.\It's here.\Was that really Sayaka-chan? Could it be some other Witch?\The style of magic is the same as yesterday.\It's definitely her.\OK, let me ask again.\Are you really ready?\I'm almost used to it. response:	I've always been behind everyone.
context: It's here.\Was that really Sayaka-chan? Could it be some other Witch?\The style of magic is the same as yesterday.\It's definitely her.\OK, let me ask again.\Are you really ready?\I'm almost used to it.\I've always been behind everyone. response:	Although I've never been of any use,
context: Was that really Sayaka-chan? Could it be some other Witch?\The style of magic is the same as yesterday.\It's definitely her.\OK, let me ask again.\Are you really ready?\I'm almost used to it.\I've always been behind everyone.\Although I've never been of any use, response:	but please, take me with you.
context: The style of magic is the same as yesterday.\It's definitely her.\OK, let me ask again.\Are you really ready?\I'm almost used to it.\I've always been behind everyone.\Although I've never been of any use,\but please, take me with you. response:	You really are a weird kid.
context: It's definitely her.\OK, let me ask again.\Are you really ready?\I'm almost used to it.\I've always been behind everyone.\Although I've never been of any use,\but please, take me with you.\You really are a weird kid. response:	Hey, Kyoko-chan.
context: OK, let me ask again.\Are you really ready?\I'm almost used to it.\I've always been behind everyone.\Although I've never been of any use,\but please, take me with you.\You really are a weird kid.\Hey, Kyoko-chan. response:	I've always been watching others fight, but not doing anything myself.
context: Are you really ready?\I'm almost used to it.\I've always been behind everyone.\Although I've never been of any use,\but please, take me with you.\You really are a weird kid.\Hey, Kyoko-chan.\I've always been watching others fight, but not doing anything myself. response:	Am I really despicable?
context: I'm almost used to it.\I've always been behind everyone.\Although I've never been of any use,\but please, take me with you.\You really are a weird kid.\Hey, Kyoko-chan.\I've always been watching others fight, but not doing anything myself.\Am I really despicable? response:	Why do you want to be a Magical Girl anyway?
context: I've always been behind everyone.\Although I've never been of any use,\but please, take me with you.\You really are a weird kid.\Hey, Kyoko-chan.\I've always been watching others fight, but not doing anything myself.\Am I really despicable?\Why do you want to be a Magical Girl anyway? response:	Why...
context: Although I've never been of any use,\but please, take me with you.\You really are a weird kid.\Hey, Kyoko-chan.\I've always been watching others fight, but not doing anything myself.\Am I really despicable?\Why do you want to be a Magical Girl anyway?\Why... response:	Don't underestimate this job.
context: but please, take me with you.\You really are a weird kid.\Hey, Kyoko-chan.\I've always been watching others fight, but not doing anything myself.\Am I really despicable?\Why do you want to be a Magical Girl anyway?\Why...\Don't underestimate this job. response:	It's not just something that anyone can do.
context: You really are a weird kid.\Hey, Kyoko-chan.\I've always been watching others fight, but not doing anything myself.\Am I really despicable?\Why do you want to be a Magical Girl anyway?\Why...\Don't underestimate this job.\It's not just something that anyone can do. response:	But...
context: Hey, Kyoko-chan.\I've always been watching others fight, but not doing anything myself.\Am I really despicable?\Why do you want to be a Magical Girl anyway?\Why...\Don't underestimate this job.\It's not just something that anyone can do.\But... response:	You eat delicious food every day, and you have your family around you.
context: I've always been watching others fight, but not doing anything myself.\Am I really despicable?\Why do you want to be a Magical Girl anyway?\Why...\Don't underestimate this job.\It's not just something that anyone can do.\But...\You eat delicious food every day, and you have your family around you. response:	If people who live how they want become Magical Girls on a whim,
context: Am I really despicable?\Why do you want to be a Magical Girl anyway?\Why...\Don't underestimate this job.\It's not just something that anyone can do.\But...\You eat delicious food every day, and you have your family around you.\If people who live how they want become Magical Girls on a whim, response:	then I definitely would not agree with that.
context: Why do you want to be a Magical Girl anyway?\Why...\Don't underestimate this job.\It's not just something that anyone can do.\But...\You eat delicious food every day, and you have your family around you.\If people who live how they want become Magical Girls on a whim,\then I definitely would not agree with that. response:	I would beat up anyone who did that.
context: Why...\Don't underestimate this job.\It's not just something that anyone can do.\But...\You eat delicious food every day, and you have your family around you.\If people who live how they want become Magical Girls on a whim,\then I definitely would not agree with that.\I would beat up anyone who did that. response:	Only people who have been forced into a corner would do this kind of job that disregards their lives.
context: Don't underestimate this job.\It's not just something that anyone can do.\But...\You eat delicious food every day, and you have your family around you.\If people who live how they want become Magical Girls on a whim,\then I definitely would not agree with that.\I would beat up anyone who did that.\Only people who have been forced into a corner would do this kind of job that disregards their lives. response:	If other people wanted to try this kind of job, then they would just be looking for fun.
context: It's not just something that anyone can do.\But...\You eat delicious food every day, and you have your family around you.\If people who live how they want become Magical Girls on a whim,\then I definitely would not agree with that.\I would beat up anyone who did that.\Only people who have been forced into a corner would do this kind of job that disregards their lives.\If other people wanted to try this kind of job, then they would just be looking for fun. response:	That's just nonsense.
context: But...\You eat delicious food every day, and you have your family around you.\If people who live how they want become Magical Girls on a whim,\then I definitely would not agree with that.\I would beat up anyone who did that.\Only people who have been forced into a corner would do this kind of job that disregards their lives.\If other people wanted to try this kind of job, then they would just be looking for fun.\That's just nonsense. response:	Is it like that?
context: You eat delicious food every day, and you have your family around you.\If people who live how they want become Magical Girls on a whim,\then I definitely would not agree with that.\I would beat up anyone who did that.\Only people who have been forced into a corner would do this kind of job that disregards their lives.\If other people wanted to try this kind of job, then they would just be looking for fun.\That's just nonsense.\Is it like that? response:	Maybe one day, you will also be forced into a situation where you must fight.
context: If people who live how they want become Magical Girls on a whim,\then I definitely would not agree with that.\I would beat up anyone who did that.\Only people who have been forced into a corner would do this kind of job that disregards their lives.\If other people wanted to try this kind of job, then they would just be looking for fun.\That's just nonsense.\Is it like that?\Maybe one day, you will also be forced into a situation where you must fight. response:	When that time comes, then you can consider such questions.
context: then I definitely would not agree with that.\I would beat up anyone who did that.\Only people who have been forced into a corner would do this kind of job that disregards their lives.\If other people wanted to try this kind of job, then they would just be looking for fun.\That's just nonsense.\Is it like that?\Maybe one day, you will also be forced into a situation where you must fight.\When that time comes, then you can consider such questions. response:	Why did Kyoko-chan -
context: I would beat up anyone who did that.\Only people who have been forced into a corner would do this kind of job that disregards their lives.\If other people wanted to try this kind of job, then they would just be looking for fun.\That's just nonsense.\Is it like that?\Maybe one day, you will also be forced into a situation where you must fight.\When that time comes, then you can consider such questions.\Why did Kyoko-chan - response:	She found us, she's coming!
context: Only people who have been forced into a corner would do this kind of job that disregards their lives.\If other people wanted to try this kind of job, then they would just be looking for fun.\That's just nonsense.\Is it like that?\Maybe one day, you will also be forced into a situation where you must fight.\When that time comes, then you can consider such questions.\Why did Kyoko-chan -\She found us, she's coming! response:	Are you ready?
context: If other people wanted to try this kind of job, then they would just be looking for fun.\That's just nonsense.\Is it like that?\Maybe one day, you will also be forced into a situation where you must fight.\When that time comes, then you can consider such questions.\Why did Kyoko-chan -\She found us, she's coming!\Are you ready? response:	Do it like we planned!
context: That's just nonsense.\Is it like that?\Maybe one day, you will also be forced into a situation where you must fight.\When that time comes, then you can consider such questions.\Why did Kyoko-chan -\She found us, she's coming!\Are you ready?\Do it like we planned! response:	Mm, okay!
context: Is it like that?\Maybe one day, you will also be forced into a situation where you must fight.\When that time comes, then you can consider such questions.\Why did Kyoko-chan -\She found us, she's coming!\Are you ready?\Do it like we planned!\Mm, okay! response:	Sayaka-chan, it's Madoka.
context: Maybe one day, you will also be forced into a situation where you must fight.\When that time comes, then you can consider such questions.\Why did Kyoko-chan -\She found us, she's coming!\Are you ready?\Do it like we planned!\Mm, okay!\Sayaka-chan, it's Madoka. response:	Can you hear me?
context: When that time comes, then you can consider such questions.\Why did Kyoko-chan -\She found us, she's coming!\Are you ready?\Do it like we planned!\Mm, okay!\Sayaka-chan, it's Madoka.\Can you hear me? response:	Can you recognize my voice?
context: Why did Kyoko-chan -\She found us, she's coming!\Are you ready?\Do it like we planned!\Mm, okay!\Sayaka-chan, it's Madoka.\Can you hear me?\Can you recognize my voice? response:	Don't be afraid. Continue to call out to her!
context: She found us, she's coming!\Are you ready?\Do it like we planned!\Mm, okay!\Sayaka-chan, it's Madoka.\Can you hear me?\Can you recognize my voice?\Don't be afraid. Continue to call out to her! response:	Sayaka-chan, don't do that!
context: Are you ready?\Do it like we planned!\Mm, okay!\Sayaka-chan, it's Madoka.\Can you hear me?\Can you recognize my voice?\Don't be afraid. Continue to call out to her!\Sayaka-chan, don't do that! response:	I beg you, please remember!
context: Do it like we planned!\Mm, okay!\Sayaka-chan, it's Madoka.\Can you hear me?\Can you recognize my voice?\Don't be afraid. Continue to call out to her!\Sayaka-chan, don't do that!\I beg you, please remember! response:	Sayaka-chan wouldn't want to do this!
context: Mm, okay!\Sayaka-chan, it's Madoka.\Can you hear me?\Can you recognize my voice?\Don't be afraid. Continue to call out to her!\Sayaka-chan, don't do that!\I beg you, please remember!\Sayaka-chan wouldn't want to do this! response:	Sayaka-chan, didn't you want to become the symbol of justice?
context: Sayaka-chan, it's Madoka.\Can you hear me?\Can you recognize my voice?\Don't be afraid. Continue to call out to her!\Sayaka-chan, don't do that!\I beg you, please remember!\Sayaka-chan wouldn't want to do this!\Sayaka-chan, didn't you want to become the symbol of justice? response:	Please, turn back into the original Sayaka-chan!
context: Can you hear me?\Can you recognize my voice?\Don't be afraid. Continue to call out to her!\Sayaka-chan, don't do that!\I beg you, please remember!\Sayaka-chan wouldn't want to do this!\Sayaka-chan, didn't you want to become the symbol of justice?\Please, turn back into the original Sayaka-chan! response:	If she doesn't listen, we have the second method!
context: Can you recognize my voice?\Don't be afraid. Continue to call out to her!\Sayaka-chan, don't do that!\I beg you, please remember!\Sayaka-chan wouldn't want to do this!\Sayaka-chan, didn't you want to become the symbol of justice?\Please, turn back into the original Sayaka-chan!\If she doesn't listen, we have the second method! response:	Sayaka!
context: Don't be afraid. Continue to call out to her!\Sayaka-chan, don't do that!\I beg you, please remember!\Sayaka-chan wouldn't want to do this!\Sayaka-chan, didn't you want to become the symbol of justice?\Please, turn back into the original Sayaka-chan!\If she doesn't listen, we have the second method!\Sayaka! response:	Kyoko-chan!
context: Sayaka-chan, don't do that!\I beg you, please remember!\Sayaka-chan wouldn't want to do this!\Sayaka-chan, didn't you want to become the symbol of justice?\Please, turn back into the original Sayaka-chan!\If she doesn't listen, we have the second method!\Sayaka!\Kyoko-chan! response:	I'm fine.
context: I beg you, please remember!\Sayaka-chan wouldn't want to do this!\Sayaka-chan, didn't you want to become the symbol of justice?\Please, turn back into the original Sayaka-chan!\If she doesn't listen, we have the second method!\Sayaka!\Kyoko-chan!\I'm fine. response:	This is nothing.
context: Sayaka-chan wouldn't want to do this!\Sayaka-chan, didn't you want to become the symbol of justice?\Please, turn back into the original Sayaka-chan!\If she doesn't listen, we have the second method!\Sayaka!\Kyoko-chan!\I'm fine.\This is nothing. response:	Continue to call out to her!
context: Sayaka-chan, didn't you want to become the symbol of justice?\Please, turn back into the original Sayaka-chan!\If she doesn't listen, we have the second method!\Sayaka!\Kyoko-chan!\I'm fine.\This is nothing.\Continue to call out to her! response:	Call Sayaka back...
context: Please, turn back into the original Sayaka-chan!\If she doesn't listen, we have the second method!\Sayaka!\Kyoko-chan!\I'm fine.\This is nothing.\Continue to call out to her!\Call Sayaka back... response:	Stop it, stop it now!
context: If she doesn't listen, we have the second method!\Sayaka!\Kyoko-chan!\I'm fine.\This is nothing.\Continue to call out to her!\Call Sayaka back...\Stop it, stop it now! response:	Sayaka-chan, hear us!
context: Sayaka!\Kyoko-chan!\I'm fine.\This is nothing.\Continue to call out to her!\Call Sayaka back...\Stop it, stop it now!\Sayaka-chan, hear us! response:	Is this revenge for the battle before?
context: Kyoko-chan!\I'm fine.\This is nothing.\Continue to call out to her!\Call Sayaka back...\Stop it, stop it now!\Sayaka-chan, hear us!\Is this revenge for the battle before? response:	It seems that we've been fighting from the first time we met.
context: I'm fine.\This is nothing.\Continue to call out to her!\Call Sayaka back...\Stop it, stop it now!\Sayaka-chan, hear us!\Is this revenge for the battle before?\It seems that we've been fighting from the first time we met. response:	I said you were too naive.
context: This is nothing.\Continue to call out to her!\Call Sayaka back...\Stop it, stop it now!\Sayaka-chan, hear us!\Is this revenge for the battle before?\It seems that we've been fighting from the first time we met.\I said you were too naive. response:	That time, no matter how much I beat you up, didn't you stand back up?
context: Continue to call out to her!\Call Sayaka back...\Stop it, stop it now!\Sayaka-chan, hear us!\Is this revenge for the battle before?\It seems that we've been fighting from the first time we met.\I said you were too naive.\That time, no matter how much I beat you up, didn't you stand back up? response:	You must be really angry, feeling that everything I ever did was unforgivable!
context: Call Sayaka back...\Stop it, stop it now!\Sayaka-chan, hear us!\Is this revenge for the battle before?\It seems that we've been fighting from the first time we met.\I said you were too naive.\That time, no matter how much I beat you up, didn't you stand back up?\You must be really angry, feeling that everything I ever did was unforgivable! response:	I can understand it.
context: Stop it, stop it now!\Sayaka-chan, hear us!\Is this revenge for the battle before?\It seems that we've been fighting from the first time we met.\I said you were too naive.\That time, no matter how much I beat you up, didn't you stand back up?\You must be really angry, feeling that everything I ever did was unforgivable!\I can understand it. response:	When you're no longer angry, please wake up!
context: Sayaka-chan, hear us!\Is this revenge for the battle before?\It seems that we've been fighting from the first time we met.\I said you were too naive.\That time, no matter how much I beat you up, didn't you stand back up?\You must be really angry, feeling that everything I ever did was unforgivable!\I can understand it.\When you're no longer angry, please wake up! response:	Sayaka-chan, please...
context: Is this revenge for the battle before?\It seems that we've been fighting from the first time we met.\I said you were too naive.\That time, no matter how much I beat you up, didn't you stand back up?\You must be really angry, feeling that everything I ever did was unforgivable!\I can understand it.\When you're no longer angry, please wake up!\Sayaka-chan, please... response:	Sayaka!
context: It seems that we've been fighting from the first time we met.\I said you were too naive.\That time, no matter how much I beat you up, didn't you stand back up?\You must be really angry, feeling that everything I ever did was unforgivable!\I can understand it.\When you're no longer angry, please wake up!\Sayaka-chan, please...\Sayaka! response:	Didn't you say that you believe that you can use this strength to bring happiness to people?
context: I said you were too naive.\That time, no matter how much I beat you up, didn't you stand back up?\You must be really angry, feeling that everything I ever did was unforgivable!\I can understand it.\When you're no longer angry, please wake up!\Sayaka-chan, please...\Sayaka!\Didn't you say that you believe that you can use this strength to bring happiness to people? response:	God, please...
context: That time, no matter how much I beat you up, didn't you stand back up?\You must be really angry, feeling that everything I ever did was unforgivable!\I can understand it.\When you're no longer angry, please wake up!\Sayaka-chan, please...\Sayaka!\Didn't you say that you believe that you can use this strength to bring happiness to people?\God, please... response:	If I have to die like that,
context: You must be really angry, feeling that everything I ever did was unforgivable!\I can understand it.\When you're no longer angry, please wake up!\Sayaka-chan, please...\Sayaka!\Didn't you say that you believe that you can use this strength to bring happiness to people?\God, please...\If I have to die like that, response:	let me see the beautiful dream one more time, at least!
context: I can understand it.\When you're no longer angry, please wake up!\Sayaka-chan, please...\Sayaka!\Didn't you say that you believe that you can use this strength to bring happiness to people?\God, please...\If I have to die like that,\let me see the beautiful dream one more time, at least! response:	Kyoko!
context: When you're no longer angry, please wake up!\Sayaka-chan, please...\Sayaka!\Didn't you say that you believe that you can use this strength to bring happiness to people?\God, please...\If I have to die like that,\let me see the beautiful dream one more time, at least!\Kyoko! response:	Hey.
context: Sayaka-chan, please...\Sayaka!\Didn't you say that you believe that you can use this strength to bring happiness to people?\God, please...\If I have to die like that,\let me see the beautiful dream one more time, at least!\Kyoko!\Hey. response:	You...
context: Sayaka!\Didn't you say that you believe that you can use this strength to bring happiness to people?\God, please...\If I have to die like that,\let me see the beautiful dream one more time, at least!\Kyoko!\Hey.\You... response:	That girl is yours.
context: Didn't you say that you believe that you can use this strength to bring happiness to people?\God, please...\If I have to die like that,\let me see the beautiful dream one more time, at least!\Kyoko!\Hey.\You...\That girl is yours. response:	I let her come with me to do something stupid.
context: God, please...\If I have to die like that,\let me see the beautiful dream one more time, at least!\Kyoko!\Hey.\You...\That girl is yours.\I let her come with me to do something stupid. response:	In battles, don't you hate to have something weigh you down?
context: If I have to die like that,\let me see the beautiful dream one more time, at least!\Kyoko!\Hey.\You...\That girl is yours.\I let her come with me to do something stupid.\In battles, don't you hate to have something weigh you down? response:	It's all right, you were right.
context: let me see the beautiful dream one more time, at least!\Kyoko!\Hey.\You...\That girl is yours.\I let her come with me to do something stupid.\In battles, don't you hate to have something weigh you down?\It's all right, you were right. response:	As long as you protect the one you want, to protect them to the very end is enough.
context: Kyoko!\Hey.\You...\That girl is yours.\I let her come with me to do something stupid.\In battles, don't you hate to have something weigh you down?\It's all right, you were right.\As long as you protect the one you want, to protect them to the very end is enough. response:	I wonder why?
context: Hey.\You...\That girl is yours.\I let her come with me to do something stupid.\In battles, don't you hate to have something weigh you down?\It's all right, you were right.\As long as you protect the one you want, to protect them to the very end is enough.\I wonder why? response:	It seems that's what I did until now too.
context: You...\That girl is yours.\I let her come with me to do something stupid.\In battles, don't you hate to have something weigh you down?\It's all right, you were right.\As long as you protect the one you want, to protect them to the very end is enough.\I wonder why?\It seems that's what I did until now too. response:	Go.
context: That girl is yours.\I let her come with me to do something stupid.\In battles, don't you hate to have something weigh you down?\It's all right, you were right.\As long as you protect the one you want, to protect them to the very end is enough.\I wonder why?\It seems that's what I did until now too.\Go. response:	I will block this thing.
context: I let her come with me to do something stupid.\In battles, don't you hate to have something weigh you down?\It's all right, you were right.\As long as you protect the one you want, to protect them to the very end is enough.\I wonder why?\It seems that's what I did until now too.\Go.\I will block this thing. response:	Don't worry, Sayaka.
context: In battles, don't you hate to have something weigh you down?\It's all right, you were right.\As long as you protect the one you want, to protect them to the very end is enough.\I wonder why?\It seems that's what I did until now too.\Go.\I will block this thing.\Don't worry, Sayaka. response:	Being by yourself must be very lonely.
context: It's all right, you were right.\As long as you protect the one you want, to protect them to the very end is enough.\I wonder why?\It seems that's what I did until now too.\Go.\I will block this thing.\Don't worry, Sayaka.\Being by yourself must be very lonely. response:	Don't worry, I will stay with you, Sayaka.
context: As long as you protect the one you want, to protect them to the very end is enough.\I wonder why?\It seems that's what I did until now too.\Go.\I will block this thing.\Don't worry, Sayaka.\Being by yourself must be very lonely.\Don't worry, I will stay with you, Sayaka. response:	Kyoko.
context: I wonder why?\It seems that's what I did until now too.\Go.\I will block this thing.\Don't worry, Sayaka.\Being by yourself must be very lonely.\Don't worry, I will stay with you, Sayaka.\Kyoko. response:	Akemi Homura
context: It seems that's what I did until now too.\Go.\I will block this thing.\Don't worry, Sayaka.\Being by yourself must be very lonely.\Don't worry, I will stay with you, Sayaka.\Kyoko.\Akemi Homura response:	Did Sakura Kyoko really have any chance to save Miki Sayaka?
context: Go.\I will block this thing.\Don't worry, Sayaka.\Being by yourself must be very lonely.\Don't worry, I will stay with you, Sayaka.\Kyoko.\Akemi Homura\Did Sakura Kyoko really have any chance to save Miki Sayaka? response:	How could she?
context: I will block this thing.\Don't worry, Sayaka.\Being by yourself must be very lonely.\Don't worry, I will stay with you, Sayaka.\Kyoko.\Akemi Homura\Did Sakura Kyoko really have any chance to save Miki Sayaka?\How could she? response:	That kind of thing is impossible.
context: Don't worry, Sayaka.\Being by yourself must be very lonely.\Don't worry, I will stay with you, Sayaka.\Kyoko.\Akemi Homura\Did Sakura Kyoko really have any chance to save Miki Sayaka?\How could she?\That kind of thing is impossible. response:	Then, why didn't you stop her?
context: Being by yourself must be very lonely.\Don't worry, I will stay with you, Sayaka.\Kyoko.\Akemi Homura\Did Sakura Kyoko really have any chance to save Miki Sayaka?\How could she?\That kind of thing is impossible.\Then, why didn't you stop her? response:	If she wasted her sacrifice, of course I would have stopped her.
context: Don't worry, I will stay with you, Sayaka.\Kyoko.\Akemi Homura\Did Sakura Kyoko really have any chance to save Miki Sayaka?\How could she?\That kind of thing is impossible.\Then, why didn't you stop her?\If she wasted her sacrifice, of course I would have stopped her. response:	But this time, her death has an important meaning.
context: Kyoko.\Akemi Homura\Did Sakura Kyoko really have any chance to save Miki Sayaka?\How could she?\That kind of thing is impossible.\Then, why didn't you stop her?\If she wasted her sacrifice, of course I would have stopped her.\But this time, her death has an important meaning. response:	Now, the only Magical Girl that can stand up against Walpurgis Night is you.
context: Akemi Homura\Did Sakura Kyoko really have any chance to save Miki Sayaka?\How could she?\That kind of thing is impossible.\Then, why didn't you stop her?\If she wasted her sacrifice, of course I would have stopped her.\But this time, her death has an important meaning.\Now, the only Magical Girl that can stand up against Walpurgis Night is you. response:	Of course, if it's just you, you can't win.
context: Did Sakura Kyoko really have any chance to save Miki Sayaka?\How could she?\That kind of thing is impossible.\Then, why didn't you stop her?\If she wasted her sacrifice, of course I would have stopped her.\But this time, her death has an important meaning.\Now, the only Magical Girl that can stand up against Walpurgis Night is you.\Of course, if it's just you, you can't win. response:	To protect this town, Madoka has to become a Magical Girl.
context: How could she?\That kind of thing is impossible.\Then, why didn't you stop her?\If she wasted her sacrifice, of course I would have stopped her.\But this time, her death has an important meaning.\Now, the only Magical Girl that can stand up against Walpurgis Night is you.\Of course, if it's just you, you can't win.\To protect this town, Madoka has to become a Magical Girl. response:	I definitely won't let you get your way.
context: That kind of thing is impossible.\Then, why didn't you stop her?\If she wasted her sacrifice, of course I would have stopped her.\But this time, her death has an important meaning.\Now, the only Magical Girl that can stand up against Walpurgis Night is you.\Of course, if it's just you, you can't win.\To protect this town, Madoka has to become a Magical Girl.\I definitely won't let you get your way. response:	Akemi Homura
context: Then, why didn't you stop her?\If she wasted her sacrifice, of course I would have stopped her.\But this time, her death has an important meaning.\Now, the only Magical Girl that can stand up against Walpurgis Night is you.\Of course, if it's just you, you can't win.\To protect this town, Madoka has to become a Magical Girl.\I definitely won't let you get your way.\Akemi Homura response:	No one believes in the future.
context: If she wasted her sacrifice, of course I would have stopped her.\But this time, her death has an important meaning.\Now, the only Magical Girl that can stand up against Walpurgis Night is you.\Of course, if it's just you, you can't win.\To protect this town, Madoka has to become a Magical Girl.\I definitely won't let you get your way.\Akemi Homura\No one believes in the future. response:	No one can stop the future.
context: But this time, her death has an important meaning.\Now, the only Magical Girl that can stand up against Walpurgis Night is you.\Of course, if it's just you, you can't win.\To protect this town, Madoka has to become a Magical Girl.\I definitely won't let you get your way.\Akemi Homura\No one believes in the future.\No one can stop the future. response:	Don't depend on anyone anymore.
context: Now, the only Magical Girl that can stand up against Walpurgis Night is you.\Of course, if it's just you, you can't win.\To protect this town, Madoka has to become a Magical Girl.\I definitely won't let you get your way.\Akemi Homura\No one believes in the future.\No one can stop the future.\Don't depend on anyone anymore. response:	Illustrator Namaniku ATK
context: Of course, if it's just you, you can't win.\To protect this town, Madoka has to become a Magical Girl.\I definitely won't let you get your way.\Akemi Homura\No one believes in the future.\No one can stop the future.\Don't depend on anyone anymore.\Illustrator Namaniku ATK response:	Episode 10 Don't depend on anyone anymore
