context: Summer is almost over. response:	Hey Sakura What?
context: Kero, did you sense that just now?\Yeah, I sensed it too.\What's this aura'\The rain in Tomoeda\will continue to fall.\It's a limited area raining.\It's cloudy in the surrounding area.\where the rest of the area response:	will enjoy another sunny day.
context: Yeah, I sensed it too.\What's this aura'\The rain in Tomoeda\will continue to fall.\It's a limited area raining.\It's cloudy in the surrounding area.\where the rest of the area\will enjoy another sunny day. response:	This isn't just any normal rain after all.
context: What's this aura'\The rain in Tomoeda\will continue to fall.\It's a limited area raining.\It's cloudy in the surrounding area.\where the rest of the area\will enjoy another sunny day.\This isn't just any normal rain after all. response:	So' why this?
context: The rain in Tomoeda\will continue to fall.\It's a limited area raining.\It's cloudy in the surrounding area.\where the rest of the area\will enjoy another sunny day.\This isn't just any normal rain after all.\So' why this? response:	Mysterious rain in Tomoeda!
context: will continue to fall.\It's a limited area raining.\It's cloudy in the surrounding area.\where the rest of the area\will enjoy another sunny day.\This isn't just any normal rain after all.\So' why this?\Mysterious rain in Tomoeda! response:	This's also Card Captor's call, Right?
context: It's a limited area raining.\It's cloudy in the surrounding area.\where the rest of the area\will enjoy another sunny day.\This isn't just any normal rain after all.\So' why this?\Mysterious rain in Tomoeda!\This's also Card Captor's call, Right? response:	My, it has been so long since the last filming!
context: It's cloudy in the surrounding area.\where the rest of the area\will enjoy another sunny day.\This isn't just any normal rain after all.\So' why this?\Mysterious rain in Tomoeda!\This's also Card Captor's call, Right?\My, it has been so long since the last filming! response:	Kero?
context: where the rest of the area\will enjoy another sunny day.\This isn't just any normal rain after all.\So' why this?\Mysterious rain in Tomoeda!\This's also Card Captor's call, Right?\My, it has been so long since the last filming!\Kero? response:	Be careful.
context: will enjoy another sunny day.\This isn't just any normal rain after all.\So' why this?\Mysterious rain in Tomoeda!\This's also Card Captor's call, Right?\My, it has been so long since the last filming!\Kero?\Be careful. response:	I sense very powerful aura.
context: This isn't just any normal rain after all.\So' why this?\Mysterious rain in Tomoeda!\This's also Card Captor's call, Right?\My, it has been so long since the last filming!\Kero?\Be careful.\I sense very powerful aura. response:	But all the Clow Cards have been gathered.
context: So' why this?\Mysterious rain in Tomoeda!\This's also Card Captor's call, Right?\My, it has been so long since the last filming!\Kero?\Be careful.\I sense very powerful aura.\But all the Clow Cards have been gathered. response:	What's this?
context: Mysterious rain in Tomoeda!\This's also Card Captor's call, Right?\My, it has been so long since the last filming!\Kero?\Be careful.\I sense very powerful aura.\But all the Clow Cards have been gathered.\What's this? response:	' Kero! I'll leave Tomoyo to you!' Okay!
context: This's also Card Captor's call, Right?\My, it has been so long since the last filming!\Kero?\Be careful.\I sense very powerful aura.\But all the Clow Cards have been gathered.\What's this?\' Kero! I'll leave Tomoyo to you!' Okay! response:	Sakura!
context: My, it has been so long since the last filming!\Kero?\Be careful.\I sense very powerful aura.\But all the Clow Cards have been gathered.\What's this?\' Kero! I'll leave Tomoyo to you!' Okay!\Sakura! response:	Sakura! What're you playing?
context: Kero?\Be careful.\I sense very powerful aura.\But all the Clow Cards have been gathered.\What's this?\' Kero! I'll leave Tomoyo to you!' Okay!\Sakura!\Sakura! What're you playing? response:	Use magic!
context: Be careful.\I sense very powerful aura.\But all the Clow Cards have been gathered.\What's this?\' Kero! I'll leave Tomoyo to you!' Okay!\Sakura!\Sakura! What're you playing?\Use magic! response:	O, Key which hides the forces of darkness,
context: I sense very powerful aura.\But all the Clow Cards have been gathered.\What's this?\' Kero! I'll leave Tomoyo to you!' Okay!\Sakura!\Sakura! What're you playing?\Use magic!\O, Key which hides the forces of darkness, response:	reveal thy true form before me.
context: But all the Clow Cards have been gathered.\What's this?\' Kero! I'll leave Tomoyo to you!' Okay!\Sakura!\Sakura! What're you playing?\Use magic!\O, Key which hides the forces of darkness,\reveal thy true form before me. response:	I, Sakura, command thee under contract.
context: What's this?\' Kero! I'll leave Tomoyo to you!' Okay!\Sakura!\Sakura! What're you playing?\Use magic!\O, Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract. response:	Release!
context: ' Kero! I'll leave Tomoyo to you!' Okay!\Sakura!\Sakura! What're you playing?\Use magic!\O, Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release! response:	Release!
context: Sakura!\Sakura! What're you playing?\Use magic!\O, Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Release! response:	Release!
context: Sakura! What're you playing?\Use magic!\O, Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Release!\Release! response:	Release!
context: Use magic!\O, Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Release!\Release!\Release! response:	Release!
context: O, Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Release!\Release!\Release!\Release! response:	Why?
context: reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Release!\Release!\Release!\Release!\Why? response:	Watch out!
context: I, Sakura, command thee under contract.\Release!\Release!\Release!\Release!\Release!\Why?\Watch out! response:	Are you okay, Sakura?
context: Release!\Release!\Release!\Release!\Release!\Why?\Watch out!\Are you okay, Sakura? response:	Kero, the key'
context: Release!\Release!\Release!\Release!\Why?\Watch out!\Are you okay, Sakura?\Kero, the key' response:	This aura'
context: Release!\Release!\Release!\Why?\Watch out!\Are you okay, Sakura?\Kero, the key'\This aura' response:	Impossible.
context: Release!\Release!\Why?\Watch out!\Are you okay, Sakura?\Kero, the key'\This aura'\Impossible. response:	It can't be' But'
context: Release!\Why?\Watch out!\Are you okay, Sakura?\Kero, the key'\This aura'\Impossible.\It can't be' But' response:	Sakura! Are you ok?
context: Why?\Watch out!\Are you okay, Sakura?\Kero, the key'\This aura'\Impossible.\It can't be' But'\Sakura! Are you ok? response:	Sakura,
context: Watch out!\Are you okay, Sakura?\Kero, the key'\This aura'\Impossible.\It can't be' But'\Sakura! Are you ok?\Sakura, response:	invite the snow-rabbit over tomorrow. (Yukito = snow-rabbit)
context: Are you okay, Sakura?\Kero, the key'\This aura'\Impossible.\It can't be' But'\Sakura! Are you ok?\Sakura,\invite the snow-rabbit over tomorrow. (Yukito = snow-rabbit) response:	Yukito?
context: Kero, the key'\This aura'\Impossible.\It can't be' But'\Sakura! Are you ok?\Sakura,\invite the snow-rabbit over tomorrow. (Yukito = snow-rabbit)\Yukito? response:	Why Tsukishiro?
context: This aura'\Impossible.\It can't be' But'\Sakura! Are you ok?\Sakura,\invite the snow-rabbit over tomorrow. (Yukito = snow-rabbit)\Yukito?\Why Tsukishiro? response:	Yue is the one I need to talk to.
context: Impossible.\It can't be' But'\Sakura! Are you ok?\Sakura,\invite the snow-rabbit over tomorrow. (Yukito = snow-rabbit)\Yukito?\Why Tsukishiro?\Yue is the one I need to talk to. response:	Yue'
context: It can't be' But'\Sakura! Are you ok?\Sakura,\invite the snow-rabbit over tomorrow. (Yukito = snow-rabbit)\Yukito?\Why Tsukishiro?\Yue is the one I need to talk to.\Yue' response:	I want to check with him on something.
context: Sakura! Are you ok?\Sakura,\invite the snow-rabbit over tomorrow. (Yukito = snow-rabbit)\Yukito?\Why Tsukishiro?\Yue is the one I need to talk to.\Yue'\I want to check with him on something. response:	Why doesn't the new Key turn into a wand?
context: Sakura,\invite the snow-rabbit over tomorrow. (Yukito = snow-rabbit)\Yukito?\Why Tsukishiro?\Yue is the one I need to talk to.\Yue'\I want to check with him on something.\Why doesn't the new Key turn into a wand? response:	And
context: invite the snow-rabbit over tomorrow. (Yukito = snow-rabbit)\Yukito?\Why Tsukishiro?\Yue is the one I need to talk to.\Yue'\I want to check with him on something.\Why doesn't the new Key turn into a wand?\And response:	this aura'
