context: These are fan letters. response:	Wow, that's a lot!
context: And you two came today too?\Her brother?\Sorry for the change.\He's received instructions from the author.\Please treat him as her proxy.\I see...\You still have time.\Tuck your tail and run? response:	Just watch me.
context: Her brother?\Sorry for the change.\He's received instructions from the author.\Please treat him as her proxy.\I see...\You still have time.\Tuck your tail and run?\Just watch me. response:	We made these changes based on comments made at the last meeting.
context: Sorry for the change.\He's received instructions from the author.\Please treat him as her proxy.\I see...\You still have time.\Tuck your tail and run?\Just watch me.\We made these changes based on comments made at the last meeting. response:	Given that most fans of the book are male, I think we should change the main character to a young man.
context: He's received instructions from the author.\Please treat him as her proxy.\I see...\You still have time.\Tuck your tail and run?\Just watch me.\We made these changes based on comments made at the last meeting.\Given that most fans of the book are male, I think we should change the main character to a young man. response:	With a young man and little sister characters as the cast, the whole Onii-chan theme becomes more realistic.
context: Please treat him as her proxy.\I see...\You still have time.\Tuck your tail and run?\Just watch me.\We made these changes based on comments made at the last meeting.\Given that most fans of the book are male, I think we should change the main character to a young man.\With a young man and little sister characters as the cast, the whole Onii-chan theme becomes more realistic. response:	The viewers will find it easier to project themselves onto the main character.
context: I see...\You still have time.\Tuck your tail and run?\Just watch me.\We made these changes based on comments made at the last meeting.\Given that most fans of the book are male, I think we should change the main character to a young man.\With a young man and little sister characters as the cast, the whole Onii-chan theme becomes more realistic.\The viewers will find it easier to project themselves onto the main character. response:	That sounds good.
context: You still have time.\Tuck your tail and run?\Just watch me.\We made these changes based on comments made at the last meeting.\Given that most fans of the book are male, I think we should change the main character to a young man.\With a young man and little sister characters as the cast, the whole Onii-chan theme becomes more realistic.\The viewers will find it easier to project themselves onto the main character.\That sounds good. response:	We have a comment from the author about that.
context: Tuck your tail and run?\Just watch me.\We made these changes based on comments made at the last meeting.\Given that most fans of the book are male, I think we should change the main character to a young man.\With a young man and little sister characters as the cast, the whole Onii-chan theme becomes more realistic.\The viewers will find it easier to project themselves onto the main character.\That sounds good.\We have a comment from the author about that. response:	What is it?
context: Just watch me.\We made these changes based on comments made at the last meeting.\Given that most fans of the book are male, I think we should change the main character to a young man.\With a young man and little sister characters as the cast, the whole Onii-chan theme becomes more realistic.\The viewers will find it easier to project themselves onto the main character.\That sounds good.\We have a comment from the author about that.\What is it? response:	If possible, she wants to keep the main character as a girl.
context: We made these changes based on comments made at the last meeting.\Given that most fans of the book are male, I think we should change the main character to a young man.\With a young man and little sister characters as the cast, the whole Onii-chan theme becomes more realistic.\The viewers will find it easier to project themselves onto the main character.\That sounds good.\We have a comment from the author about that.\What is it?\If possible, she wants to keep the main character as a girl. response:	Any reason?
context: Given that most fans of the book are male, I think we should change the main character to a young man.\With a young man and little sister characters as the cast, the whole Onii-chan theme becomes more realistic.\The viewers will find it easier to project themselves onto the main character.\That sounds good.\We have a comment from the author about that.\What is it?\If possible, she wants to keep the main character as a girl.\Any reason? response:	She didn't give one in particular...
context: With a young man and little sister characters as the cast, the whole Onii-chan theme becomes more realistic.\The viewers will find it easier to project themselves onto the main character.\That sounds good.\We have a comment from the author about that.\What is it?\If possible, she wants to keep the main character as a girl.\Any reason?\She didn't give one in particular... response:	Um, if I may?
context: The viewers will find it easier to project themselves onto the main character.\That sounds good.\We have a comment from the author about that.\What is it?\If possible, she wants to keep the main character as a girl.\Any reason?\She didn't give one in particular...\Um, if I may? response:	Yes?
context: That sounds good.\We have a comment from the author about that.\What is it?\If possible, she wants to keep the main character as a girl.\Any reason?\She didn't give one in particular...\Um, if I may?\Yes? response:	I'm not sure myself, but I think that's a major point for her.
context: We have a comment from the author about that.\What is it?\If possible, she wants to keep the main character as a girl.\Any reason?\She didn't give one in particular...\Um, if I may?\Yes?\I'm not sure myself, but I think that's a major point for her. response:	I think she has some meaning in mind behind the idea of girls getting along with girls...
context: What is it?\If possible, she wants to keep the main character as a girl.\Any reason?\She didn't give one in particular...\Um, if I may?\Yes?\I'm not sure myself, but I think that's a major point for her.\I think she has some meaning in mind behind the idea of girls getting along with girls... response:	Damn, what am I saying?
context: If possible, she wants to keep the main character as a girl.\Any reason?\She didn't give one in particular...\Um, if I may?\Yes?\I'm not sure myself, but I think that's a major point for her.\I think she has some meaning in mind behind the idea of girls getting along with girls...\Damn, what am I saying? response:	And what might that be?
context: Any reason?\She didn't give one in particular...\Um, if I may?\Yes?\I'm not sure myself, but I think that's a major point for her.\I think she has some meaning in mind behind the idea of girls getting along with girls...\Damn, what am I saying?\And what might that be? response:	Um... well...
context: She didn't give one in particular...\Um, if I may?\Yes?\I'm not sure myself, but I think that's a major point for her.\I think she has some meaning in mind behind the idea of girls getting along with girls...\Damn, what am I saying?\And what might that be?\Um... well... response:	I can't really put it into words myself...
context: Um, if I may?\Yes?\I'm not sure myself, but I think that's a major point for her.\I think she has some meaning in mind behind the idea of girls getting along with girls...\Damn, what am I saying?\And what might that be?\Um... well...\I can't really put it into words myself... response:	Then I can't really see it.
context: Yes?\I'm not sure myself, but I think that's a major point for her.\I think she has some meaning in mind behind the idea of girls getting along with girls...\Damn, what am I saying?\And what might that be?\Um... well...\I can't really put it into words myself...\Then I can't really see it. response:	Excuse me.
context: I'm not sure myself, but I think that's a major point for her.\I think she has some meaning in mind behind the idea of girls getting along with girls...\Damn, what am I saying?\And what might that be?\Um... well...\I can't really put it into words myself...\Then I can't really see it.\Excuse me. response:	Having both the hero and the ones being saved be girls might limit the user demographic,
context: I think she has some meaning in mind behind the idea of girls getting along with girls...\Damn, what am I saying?\And what might that be?\Um... well...\I can't really put it into words myself...\Then I can't really see it.\Excuse me.\Having both the hero and the ones being saved be girls might limit the user demographic, response:	but the original was successful on that dynamic.
context: Damn, what am I saying?\And what might that be?\Um... well...\I can't really put it into words myself...\Then I can't really see it.\Excuse me.\Having both the hero and the ones being saved be girls might limit the user demographic,\but the original was successful on that dynamic. response:	Let's leave the decision to the director.
context: And what might that be?\Um... well...\I can't really put it into words myself...\Then I can't really see it.\Excuse me.\Having both the hero and the ones being saved be girls might limit the user demographic,\but the original was successful on that dynamic.\Let's leave the decision to the director. response:	Say what you think, dammit!
context: Um... well...\I can't really put it into words myself...\Then I can't really see it.\Excuse me.\Having both the hero and the ones being saved be girls might limit the user demographic,\but the original was successful on that dynamic.\Let's leave the decision to the director.\Say what you think, dammit! response:	Having a young girl as the main character may cause some physical problems in several scenes.
context: I can't really put it into words myself...\Then I can't really see it.\Excuse me.\Having both the hero and the ones being saved be girls might limit the user demographic,\but the original was successful on that dynamic.\Let's leave the decision to the director.\Say what you think, dammit!\Having a young girl as the main character may cause some physical problems in several scenes. response:	You think?
context: Then I can't really see it.\Excuse me.\Having both the hero and the ones being saved be girls might limit the user demographic,\but the original was successful on that dynamic.\Let's leave the decision to the director.\Say what you think, dammit!\Having a young girl as the main character may cause some physical problems in several scenes.\You think? response:	You wouldn't normally have a girl lifting rubble.
context: Excuse me.\Having both the hero and the ones being saved be girls might limit the user demographic,\but the original was successful on that dynamic.\Let's leave the decision to the director.\Say what you think, dammit!\Having a young girl as the main character may cause some physical problems in several scenes.\You think?\You wouldn't normally have a girl lifting rubble. response:	Couldn't you use something at the scene?
context: Having both the hero and the ones being saved be girls might limit the user demographic,\but the original was successful on that dynamic.\Let's leave the decision to the director.\Say what you think, dammit!\Having a young girl as the main character may cause some physical problems in several scenes.\You think?\You wouldn't normally have a girl lifting rubble.\Couldn't you use something at the scene? response:	Doesn't it make more sense in that setting to have an ex-soldier or something?
context: but the original was successful on that dynamic.\Let's leave the decision to the director.\Say what you think, dammit!\Having a young girl as the main character may cause some physical problems in several scenes.\You think?\You wouldn't normally have a girl lifting rubble.\Couldn't you use something at the scene?\Doesn't it make more sense in that setting to have an ex-soldier or something? response:	You think?
context: Let's leave the decision to the director.\Say what you think, dammit!\Having a young girl as the main character may cause some physical problems in several scenes.\You think?\You wouldn't normally have a girl lifting rubble.\Couldn't you use something at the scene?\Doesn't it make more sense in that setting to have an ex-soldier or something?\You think? response:	They completely ignored me...
context: Say what you think, dammit!\Having a young girl as the main character may cause some physical problems in several scenes.\You think?\You wouldn't normally have a girl lifting rubble.\Couldn't you use something at the scene?\Doesn't it make more sense in that setting to have an ex-soldier or something?\You think?\They completely ignored me... response:	How about this?
context: Having a young girl as the main character may cause some physical problems in several scenes.\You think?\You wouldn't normally have a girl lifting rubble.\Couldn't you use something at the scene?\Doesn't it make more sense in that setting to have an ex-soldier or something?\You think?\They completely ignored me...\How about this? response:	Keep the original as the original, but make the anime a story happening at the same time nearby?
context: You think?\You wouldn't normally have a girl lifting rubble.\Couldn't you use something at the scene?\Doesn't it make more sense in that setting to have an ex-soldier or something?\You think?\They completely ignored me...\How about this?\Keep the original as the original, but make the anime a story happening at the same time nearby? response:	But then there'd be no meaning in using My City...
context: You wouldn't normally have a girl lifting rubble.\Couldn't you use something at the scene?\Doesn't it make more sense in that setting to have an ex-soldier or something?\You think?\They completely ignored me...\How about this?\Keep the original as the original, but make the anime a story happening at the same time nearby?\But then there'd be no meaning in using My City... response:	We can still use some material from the original.
context: Couldn't you use something at the scene?\Doesn't it make more sense in that setting to have an ex-soldier or something?\You think?\They completely ignored me...\How about this?\Keep the original as the original, but make the anime a story happening at the same time nearby?\But then there'd be no meaning in using My City...\We can still use some material from the original. response:	If we make the main character of that one a girl, doesn't that fit everyone's conditions?
context: Doesn't it make more sense in that setting to have an ex-soldier or something?\You think?\They completely ignored me...\How about this?\Keep the original as the original, but make the anime a story happening at the same time nearby?\But then there'd be no meaning in using My City...\We can still use some material from the original.\If we make the main character of that one a girl, doesn't that fit everyone's conditions? response:	What does the author think?
context: You think?\They completely ignored me...\How about this?\Keep the original as the original, but make the anime a story happening at the same time nearby?\But then there'd be no meaning in using My City...\We can still use some material from the original.\If we make the main character of that one a girl, doesn't that fit everyone's conditions?\What does the author think? response:	We can't know unless we ask, but she's sick today...
context: They completely ignored me...\How about this?\Keep the original as the original, but make the anime a story happening at the same time nearby?\But then there'd be no meaning in using My City...\We can still use some material from the original.\If we make the main character of that one a girl, doesn't that fit everyone's conditions?\What does the author think?\We can't know unless we ask, but she's sick today... response:	We can ask her later then.
context: How about this?\Keep the original as the original, but make the anime a story happening at the same time nearby?\But then there'd be no meaning in using My City...\We can still use some material from the original.\If we make the main character of that one a girl, doesn't that fit everyone's conditions?\What does the author think?\We can't know unless we ask, but she's sick today...\We can ask her later then. response:	So we can just move on with that idea for now?
context: Keep the original as the original, but make the anime a story happening at the same time nearby?\But then there'd be no meaning in using My City...\We can still use some material from the original.\If we make the main character of that one a girl, doesn't that fit everyone's conditions?\What does the author think?\We can't know unless we ask, but she's sick today...\We can ask her later then.\So we can just move on with that idea for now? response:	No, wait!
context: But then there'd be no meaning in using My City...\We can still use some material from the original.\If we make the main character of that one a girl, doesn't that fit everyone's conditions?\What does the author think?\We can't know unless we ask, but she's sick today...\We can ask her later then.\So we can just move on with that idea for now?\No, wait! response:	Wait a minute!
context: We can still use some material from the original.\If we make the main character of that one a girl, doesn't that fit everyone's conditions?\What does the author think?\We can't know unless we ask, but she's sick today...\We can ask her later then.\So we can just move on with that idea for now?\No, wait!\Wait a minute! response:	Doesn't that seem weird to you?
context: If we make the main character of that one a girl, doesn't that fit everyone's conditions?\What does the author think?\We can't know unless we ask, but she's sick today...\We can ask her later then.\So we can just move on with that idea for now?\No, wait!\Wait a minute!\Doesn't that seem weird to you? response:	Using her book has no meaning this way!
context: What does the author think?\We can't know unless we ask, but she's sick today...\We can ask her later then.\So we can just move on with that idea for now?\No, wait!\Wait a minute!\Doesn't that seem weird to you?\Using her book has no meaning this way! response:	And frankly, that version sounds so standard it's boring!
context: We can't know unless we ask, but she's sick today...\We can ask her later then.\So we can just move on with that idea for now?\No, wait!\Wait a minute!\Doesn't that seem weird to you?\Using her book has no meaning this way!\And frankly, that version sounds so standard it's boring! response:	Can't you just do it the way she wrote it?
context: We can ask her later then.\So we can just move on with that idea for now?\No, wait!\Wait a minute!\Doesn't that seem weird to you?\Using her book has no meaning this way!\And frankly, that version sounds so standard it's boring!\Can't you just do it the way she wrote it? response:	Look here...
context: So we can just move on with that idea for now?\No, wait!\Wait a minute!\Doesn't that seem weird to you?\Using her book has no meaning this way!\And frankly, that version sounds so standard it's boring!\Can't you just do it the way she wrote it?\Look here... response:	There are too many problems with turning this book into an anime.
context: No, wait!\Wait a minute!\Doesn't that seem weird to you?\Using her book has no meaning this way!\And frankly, that version sounds so standard it's boring!\Can't you just do it the way she wrote it?\Look here...\There are too many problems with turning this book into an anime. response:	Yes, but doing that is your job, right?
context: Wait a minute!\Doesn't that seem weird to you?\Using her book has no meaning this way!\And frankly, that version sounds so standard it's boring!\Can't you just do it the way she wrote it?\Look here...\There are too many problems with turning this book into an anime.\Yes, but doing that is your job, right? response:	She did make the story.
context: Doesn't that seem weird to you?\Using her book has no meaning this way!\And frankly, that version sounds so standard it's boring!\Can't you just do it the way she wrote it?\Look here...\There are too many problems with turning this book into an anime.\Yes, but doing that is your job, right?\She did make the story. response:	Our job is making animating stories.
context: Using her book has no meaning this way!\And frankly, that version sounds so standard it's boring!\Can't you just do it the way she wrote it?\Look here...\There are too many problems with turning this book into an anime.\Yes, but doing that is your job, right?\She did make the story.\Our job is making animating stories. response:	Not pleasing the original author.
context: And frankly, that version sounds so standard it's boring!\Can't you just do it the way she wrote it?\Look here...\There are too many problems with turning this book into an anime.\Yes, but doing that is your job, right?\She did make the story.\Our job is making animating stories.\Not pleasing the original author. response:	You're not supposed to say that...
context: Can't you just do it the way she wrote it?\Look here...\There are too many problems with turning this book into an anime.\Yes, but doing that is your job, right?\She did make the story.\Our job is making animating stories.\Not pleasing the original author.\You're not supposed to say that... response:	She might be a sister to you,
context: Look here...\There are too many problems with turning this book into an anime.\Yes, but doing that is your job, right?\She did make the story.\Our job is making animating stories.\Not pleasing the original author.\You're not supposed to say that...\She might be a sister to you, response:	but to us, she's a business partner.
context: There are too many problems with turning this book into an anime.\Yes, but doing that is your job, right?\She did make the story.\Our job is making animating stories.\Not pleasing the original author.\You're not supposed to say that...\She might be a sister to you,\but to us, she's a business partner. response:	If we could make the original directly into an anime, we would.
context: Yes, but doing that is your job, right?\She did make the story.\Our job is making animating stories.\Not pleasing the original author.\You're not supposed to say that...\She might be a sister to you,\but to us, she's a business partner.\If we could make the original directly into an anime, we would. response:	But books for which that doesn't work will fail as anime.
context: She did make the story.\Our job is making animating stories.\Not pleasing the original author.\You're not supposed to say that...\She might be a sister to you,\but to us, she's a business partner.\If we could make the original directly into an anime, we would.\But books for which that doesn't work will fail as anime. response:	That's why sometimes changes are necessary.
context: Our job is making animating stories.\Not pleasing the original author.\You're not supposed to say that...\She might be a sister to you,\but to us, she's a business partner.\If we could make the original directly into an anime, we would.\But books for which that doesn't work will fail as anime.\That's why sometimes changes are necessary. response:	Ultimately, the content we produce must be profitable.
context: Not pleasing the original author.\You're not supposed to say that...\She might be a sister to you,\but to us, she's a business partner.\If we could make the original directly into an anime, we would.\But books for which that doesn't work will fail as anime.\That's why sometimes changes are necessary.\Ultimately, the content we produce must be profitable. response:	We have to consider this from that perspective.
context: You're not supposed to say that...\She might be a sister to you,\but to us, she's a business partner.\If we could make the original directly into an anime, we would.\But books for which that doesn't work will fail as anime.\That's why sometimes changes are necessary.\Ultimately, the content we produce must be profitable.\We have to consider this from that perspective. response:	If we don't make a good work into something even better, our customers won't watch or buy it.
context: She might be a sister to you,\but to us, she's a business partner.\If we could make the original directly into an anime, we would.\But books for which that doesn't work will fail as anime.\That's why sometimes changes are necessary.\Ultimately, the content we produce must be profitable.\We have to consider this from that perspective.\If we don't make a good work into something even better, our customers won't watch or buy it. response:	Frankly, I've turned down this story once already.
context: but to us, she's a business partner.\If we could make the original directly into an anime, we would.\But books for which that doesn't work will fail as anime.\That's why sometimes changes are necessary.\Ultimately, the content we produce must be profitable.\We have to consider this from that perspective.\If we don't make a good work into something even better, our customers won't watch or buy it.\Frankly, I've turned down this story once already. response:	The concept is good, but I don't see how it can succeed as a series.
context: If we could make the original directly into an anime, we would.\But books for which that doesn't work will fail as anime.\That's why sometimes changes are necessary.\Ultimately, the content we produce must be profitable.\We have to consider this from that perspective.\If we don't make a good work into something even better, our customers won't watch or buy it.\Frankly, I've turned down this story once already.\The concept is good, but I don't see how it can succeed as a series. response:	Most importantly...
context: But books for which that doesn't work will fail as anime.\That's why sometimes changes are necessary.\Ultimately, the content we produce must be profitable.\We have to consider this from that perspective.\If we don't make a good work into something even better, our customers won't watch or buy it.\Frankly, I've turned down this story once already.\The concept is good, but I don't see how it can succeed as a series.\Most importantly... response:	I personally don't find it interesting at all.
context: That's why sometimes changes are necessary.\Ultimately, the content we produce must be profitable.\We have to consider this from that perspective.\If we don't make a good work into something even better, our customers won't watch or buy it.\Frankly, I've turned down this story once already.\The concept is good, but I don't see how it can succeed as a series.\Most importantly...\I personally don't find it interesting at all. response:	I've tried to voice my ideas despite that.
context: Ultimately, the content we produce must be profitable.\We have to consider this from that perspective.\If we don't make a good work into something even better, our customers won't watch or buy it.\Frankly, I've turned down this story once already.\The concept is good, but I don't see how it can succeed as a series.\Most importantly...\I personally don't find it interesting at all.\I've tried to voice my ideas despite that. response:	But if you don't like them, we can cancel it now.
context: We have to consider this from that perspective.\If we don't make a good work into something even better, our customers won't watch or buy it.\Frankly, I've turned down this story once already.\The concept is good, but I don't see how it can succeed as a series.\Most importantly...\I personally don't find it interesting at all.\I've tried to voice my ideas despite that.\But if you don't like them, we can cancel it now. response:	Er... well...
context: If we don't make a good work into something even better, our customers won't watch or buy it.\Frankly, I've turned down this story once already.\The concept is good, but I don't see how it can succeed as a series.\Most importantly...\I personally don't find it interesting at all.\I've tried to voice my ideas despite that.\But if you don't like them, we can cancel it now.\Er... well... response:	So you're just running away now, you pathetic swine?
context: Frankly, I've turned down this story once already.\The concept is good, but I don't see how it can succeed as a series.\Most importantly...\I personally don't find it interesting at all.\I've tried to voice my ideas despite that.\But if you don't like them, we can cancel it now.\Er... well...\So you're just running away now, you pathetic swine? response:	Swine?
context: The concept is good, but I don't see how it can succeed as a series.\Most importantly...\I personally don't find it interesting at all.\I've tried to voice my ideas despite that.\But if you don't like them, we can cancel it now.\Er... well...\So you're just running away now, you pathetic swine?\Swine? response:	This may be oversimplifying, but in other words,
context: Most importantly...\I personally don't find it interesting at all.\I've tried to voice my ideas despite that.\But if you don't like them, we can cancel it now.\Er... well...\So you're just running away now, you pathetic swine?\Swine?\This may be oversimplifying, but in other words, response:	you're out of ideas, so you're trying to turn it into something you've done before.
context: I personally don't find it interesting at all.\I've tried to voice my ideas despite that.\But if you don't like them, we can cancel it now.\Er... well...\So you're just running away now, you pathetic swine?\Swine?\This may be oversimplifying, but in other words,\you're out of ideas, so you're trying to turn it into something you've done before. response:	Hey, wai
context: I've tried to voice my ideas despite that.\But if you don't like them, we can cancel it now.\Er... well...\So you're just running away now, you pathetic swine?\Swine?\This may be oversimplifying, but in other words,\you're out of ideas, so you're trying to turn it into something you've done before.\Hey, wai response:	Who can say your method is the right one?
context: But if you don't like them, we can cancel it now.\Er... well...\So you're just running away now, you pathetic swine?\Swine?\This may be oversimplifying, but in other words,\you're out of ideas, so you're trying to turn it into something you've done before.\Hey, wai\Who can say your method is the right one? response:	If you have time to complain all day then reread the original.
context: Er... well...\So you're just running away now, you pathetic swine?\Swine?\This may be oversimplifying, but in other words,\you're out of ideas, so you're trying to turn it into something you've done before.\Hey, wai\Who can say your method is the right one?\If you have time to complain all day then reread the original. response:	Excuse me
context: So you're just running away now, you pathetic swine?\Swine?\This may be oversimplifying, but in other words,\you're out of ideas, so you're trying to turn it into something you've done before.\Hey, wai\Who can say your method is the right one?\If you have time to complain all day then reread the original.\Excuse me response:	But I will agree that the novel is boring.
context: Swine?\This may be oversimplifying, but in other words,\you're out of ideas, so you're trying to turn it into something you've done before.\Hey, wai\Who can say your method is the right one?\If you have time to complain all day then reread the original.\Excuse me\But I will agree that the novel is boring. response:	The setting is stupid, the story flops around, and the style is incomprehensible.
context: This may be oversimplifying, but in other words,\you're out of ideas, so you're trying to turn it into something you've done before.\Hey, wai\Who can say your method is the right one?\If you have time to complain all day then reread the original.\Excuse me\But I will agree that the novel is boring.\The setting is stupid, the story flops around, and the style is incomprehensible. response:	Yet it's a bestseller?
context: you're out of ideas, so you're trying to turn it into something you've done before.\Hey, wai\Who can say your method is the right one?\If you have time to complain all day then reread the original.\Excuse me\But I will agree that the novel is boring.\The setting is stupid, the story flops around, and the style is incomprehensible.\Yet it's a bestseller? response:	It gets an anime?
context: Hey, wai\Who can say your method is the right one?\If you have time to complain all day then reread the original.\Excuse me\But I will agree that the novel is boring.\The setting is stupid, the story flops around, and the style is incomprehensible.\Yet it's a bestseller?\It gets an anime? response:	That's so wrong it's not funny.
context: Who can say your method is the right one?\If you have time to complain all day then reread the original.\Excuse me\But I will agree that the novel is boring.\The setting is stupid, the story flops around, and the style is incomprehensible.\Yet it's a bestseller?\It gets an anime?\That's so wrong it's not funny. response:	Any publisher or company or studio supporting this crap would be better off going bankrupt.
context: If you have time to complain all day then reread the original.\Excuse me\But I will agree that the novel is boring.\The setting is stupid, the story flops around, and the style is incomprehensible.\Yet it's a bestseller?\It gets an anime?\That's so wrong it's not funny.\Any publisher or company or studio supporting this crap would be better off going bankrupt. response:	Hey!!
context: Excuse me\But I will agree that the novel is boring.\The setting is stupid, the story flops around, and the style is incomprehensible.\Yet it's a bestseller?\It gets an anime?\That's so wrong it's not funny.\Any publisher or company or studio supporting this crap would be better off going bankrupt.\Hey!! response:	I've spent years studying and submitting.
context: But I will agree that the novel is boring.\The setting is stupid, the story flops around, and the style is incomprehensible.\Yet it's a bestseller?\It gets an anime?\That's so wrong it's not funny.\Any publisher or company or studio supporting this crap would be better off going bankrupt.\Hey!!\I've spent years studying and submitting. response:	It's frustrating.
context: The setting is stupid, the story flops around, and the style is incomprehensible.\Yet it's a bestseller?\It gets an anime?\That's so wrong it's not funny.\Any publisher or company or studio supporting this crap would be better off going bankrupt.\Hey!!\I've spent years studying and submitting.\It's frustrating. response:	I'm so jealous I can't stand it.
context: Yet it's a bestseller?\It gets an anime?\That's so wrong it's not funny.\Any publisher or company or studio supporting this crap would be better off going bankrupt.\Hey!!\I've spent years studying and submitting.\It's frustrating.\I'm so jealous I can't stand it. response:	You're the same way, right?
context: It gets an anime?\That's so wrong it's not funny.\Any publisher or company or studio supporting this crap would be better off going bankrupt.\Hey!!\I've spent years studying and submitting.\It's frustrating.\I'm so jealous I can't stand it.\You're the same way, right? response:	You've written many novels before.
context: That's so wrong it's not funny.\Any publisher or company or studio supporting this crap would be better off going bankrupt.\Hey!!\I've spent years studying and submitting.\It's frustrating.\I'm so jealous I can't stand it.\You're the same way, right?\You've written many novels before. response:	But nobody ever read them and they're all out of print now.
context: Any publisher or company or studio supporting this crap would be better off going bankrupt.\Hey!!\I've spent years studying and submitting.\It's frustrating.\I'm so jealous I can't stand it.\You're the same way, right?\You've written many novels before.\But nobody ever read them and they're all out of print now. response:	Combined, they haven't sold even one tenth of this book's sales.
context: Hey!!\I've spent years studying and submitting.\It's frustrating.\I'm so jealous I can't stand it.\You're the same way, right?\You've written many novels before.\But nobody ever read them and they're all out of print now.\Combined, they haven't sold even one tenth of this book's sales. response:	I can understand how your pride must be getting in the way of scripting something written by a middle school girl.
context: I've spent years studying and submitting.\It's frustrating.\I'm so jealous I can't stand it.\You're the same way, right?\You've written many novels before.\But nobody ever read them and they're all out of print now.\Combined, they haven't sold even one tenth of this book's sales.\I can understand how your pride must be getting in the way of scripting something written by a middle school girl. response:	That's enough! What are you saying?!
context: It's frustrating.\I'm so jealous I can't stand it.\You're the same way, right?\You've written many novels before.\But nobody ever read them and they're all out of print now.\Combined, they haven't sold even one tenth of this book's sales.\I can understand how your pride must be getting in the way of scripting something written by a middle school girl.\That's enough! What are you saying?! response:	You're one to talk.
context: I'm so jealous I can't stand it.\You're the same way, right?\You've written many novels before.\But nobody ever read them and they're all out of print now.\Combined, they haven't sold even one tenth of this book's sales.\I can understand how your pride must be getting in the way of scripting something written by a middle school girl.\That's enough! What are you saying?!\You're one to talk. response:	Why is it always about your sister?
context: You're the same way, right?\You've written many novels before.\But nobody ever read them and they're all out of print now.\Combined, they haven't sold even one tenth of this book's sales.\I can understand how your pride must be getting in the way of scripting something written by a middle school girl.\That's enough! What are you saying?!\You're one to talk.\Why is it always about your sister? response:	Don't try to tell me you haven't thought about that.
context: You've written many novels before.\But nobody ever read them and they're all out of print now.\Combined, they haven't sold even one tenth of this book's sales.\I can understand how your pride must be getting in the way of scripting something written by a middle school girl.\That's enough! What are you saying?!\You're one to talk.\Why is it always about your sister?\Don't try to tell me you haven't thought about that. response:	That has nothing to do with this!
context: But nobody ever read them and they're all out of print now.\Combined, they haven't sold even one tenth of this book's sales.\I can understand how your pride must be getting in the way of scripting something written by a middle school girl.\That's enough! What are you saying?!\You're one to talk.\Why is it always about your sister?\Don't try to tell me you haven't thought about that.\That has nothing to do with this! response:	She's right.
context: Combined, they haven't sold even one tenth of this book's sales.\I can understand how your pride must be getting in the way of scripting something written by a middle school girl.\That's enough! What are you saying?!\You're one to talk.\Why is it always about your sister?\Don't try to tell me you haven't thought about that.\That has nothing to do with this!\She's right. response:	Why does she have all the talent?
context: I can understand how your pride must be getting in the way of scripting something written by a middle school girl.\That's enough! What are you saying?!\You're one to talk.\Why is it always about your sister?\Don't try to tell me you haven't thought about that.\That has nothing to do with this!\She's right.\Why does she have all the talent? response:	Why does everyone love her?
context: That's enough! What are you saying?!\You're one to talk.\Why is it always about your sister?\Don't try to tell me you haven't thought about that.\That has nothing to do with this!\She's right.\Why does she have all the talent?\Why does everyone love her? response:	Why does she get all the attention?
context: You're one to talk.\Why is it always about your sister?\Don't try to tell me you haven't thought about that.\That has nothing to do with this!\She's right.\Why does she have all the talent?\Why does everyone love her?\Why does she get all the attention? response:	Why does everyone sing her praises?
context: Why is it always about your sister?\Don't try to tell me you haven't thought about that.\That has nothing to do with this!\She's right.\Why does she have all the talent?\Why does everyone love her?\Why does she get all the attention?\Why does everyone sing her praises? response:	Why does everything go so perfectly for her?
context: Don't try to tell me you haven't thought about that.\That has nothing to do with this!\She's right.\Why does she have all the talent?\Why does everyone love her?\Why does she get all the attention?\Why does everyone sing her praises?\Why does everything go so perfectly for her? response:	I've thought about it.
context: That has nothing to do with this!\She's right.\Why does she have all the talent?\Why does everyone love her?\Why does she get all the attention?\Why does everyone sing her praises?\Why does everything go so perfectly for her?\I've thought about it. response:	And...
context: She's right.\Why does she have all the talent?\Why does everyone love her?\Why does she get all the attention?\Why does everyone sing her praises?\Why does everything go so perfectly for her?\I've thought about it.\And... response:	After watching what happened at the last meeting, I was ecstatic.
context: Why does she have all the talent?\Why does everyone love her?\Why does she get all the attention?\Why does everyone sing her praises?\Why does everything go so perfectly for her?\I've thought about it.\And...\After watching what happened at the last meeting, I was ecstatic. response:	That girl needs to be kicked down more often.
context: Why does everyone love her?\Why does she get all the attention?\Why does everyone sing her praises?\Why does everything go so perfectly for her?\I've thought about it.\And...\After watching what happened at the last meeting, I was ecstatic.\That girl needs to be kicked down more often. response:	Ahh, I hate it so much.
context: Why does she get all the attention?\Why does everyone sing her praises?\Why does everything go so perfectly for her?\I've thought about it.\And...\After watching what happened at the last meeting, I was ecstatic.\That girl needs to be kicked down more often.\Ahh, I hate it so much. response:	I hate everything in this world.
context: Why does everyone sing her praises?\Why does everything go so perfectly for her?\I've thought about it.\And...\After watching what happened at the last meeting, I was ecstatic.\That girl needs to be kicked down more often.\Ahh, I hate it so much.\I hate everything in this world. response:	If only a bomb would just blow everything away.
