context: Hey, Nana. Do you remember the first time we met? response:	I'm the type who believes in things like fate.
context: There's no snow on the ground in Tokyo.\So. What do you want to do?\Wanna go have a drink?\But I gotta tell ya, I'm really tired.\And it's one o'clock in the morning.\Well then, I guess that means we'll go home directly.\I'm really sorry.\I mean, you guys came all the way out here to meet me and all. response:	Hey, there's no reason for concern.
context: So. What do you want to do?\Wanna go have a drink?\But I gotta tell ya, I'm really tired.\And it's one o'clock in the morning.\Well then, I guess that means we'll go home directly.\I'm really sorry.\I mean, you guys came all the way out here to meet me and all.\Hey, there's no reason for concern. response:	We can get together any time we want to now.
context: Wanna go have a drink?\But I gotta tell ya, I'm really tired.\And it's one o'clock in the morning.\Well then, I guess that means we'll go home directly.\I'm really sorry.\I mean, you guys came all the way out here to meet me and all.\Hey, there's no reason for concern.\We can get together any time we want to now. response:	We'll take a rain check on the party.
context: But I gotta tell ya, I'm really tired.\And it's one o'clock in the morning.\Well then, I guess that means we'll go home directly.\I'm really sorry.\I mean, you guys came all the way out here to meet me and all.\Hey, there's no reason for concern.\We can get together any time we want to now.\We'll take a rain check on the party. response:	It feels so good to be together, the four of us.
context: And it's one o'clock in the morning.\Well then, I guess that means we'll go home directly.\I'm really sorry.\I mean, you guys came all the way out here to meet me and all.\Hey, there's no reason for concern.\We can get together any time we want to now.\We'll take a rain check on the party.\It feels so good to be together, the four of us. response:	Just like old days back at our specialty school.
context: Well then, I guess that means we'll go home directly.\I'm really sorry.\I mean, you guys came all the way out here to meet me and all.\Hey, there's no reason for concern.\We can get together any time we want to now.\We'll take a rain check on the party.\It feels so good to be together, the four of us.\Just like old days back at our specialty school. response:	More than just a nostalgic feeling, a sense of relief.
context: I'm really sorry.\I mean, you guys came all the way out here to meet me and all.\Hey, there's no reason for concern.\We can get together any time we want to now.\We'll take a rain check on the party.\It feels so good to be together, the four of us.\Just like old days back at our specialty school.\More than just a nostalgic feeling, a sense of relief. response:	It's like this is my second family.
context: I mean, you guys came all the way out here to meet me and all.\Hey, there's no reason for concern.\We can get together any time we want to now.\We'll take a rain check on the party.\It feels so good to be together, the four of us.\Just like old days back at our specialty school.\More than just a nostalgic feeling, a sense of relief.\It's like this is my second family. response:	Here I am finally, in Tokyo, with all of you.
context: Hey, there's no reason for concern.\We can get together any time we want to now.\We'll take a rain check on the party.\It feels so good to be together, the four of us.\Just like old days back at our specialty school.\More than just a nostalgic feeling, a sense of relief.\It's like this is my second family.\Here I am finally, in Tokyo, with all of you. response:	See you!
context: We can get together any time we want to now.\We'll take a rain check on the party.\It feels so good to be together, the four of us.\Just like old days back at our specialty school.\More than just a nostalgic feeling, a sense of relief.\It's like this is my second family.\Here I am finally, in Tokyo, with all of you.\See you! response:	Good night.
context: We'll take a rain check on the party.\It feels so good to be together, the four of us.\Just like old days back at our specialty school.\More than just a nostalgic feeling, a sense of relief.\It's like this is my second family.\Here I am finally, in Tokyo, with all of you.\See you!\Good night. response:	Huh?
context: It feels so good to be together, the four of us.\Just like old days back at our specialty school.\More than just a nostalgic feeling, a sense of relief.\It's like this is my second family.\Here I am finally, in Tokyo, with all of you.\See you!\Good night.\Huh? response:	What are you doing, Nana? Let's go.
context: Just like old days back at our specialty school.\More than just a nostalgic feeling, a sense of relief.\It's like this is my second family.\Here I am finally, in Tokyo, with all of you.\See you!\Good night.\Huh?\What are you doing, Nana? Let's go. response:	Ah, right.
context: More than just a nostalgic feeling, a sense of relief.\It's like this is my second family.\Here I am finally, in Tokyo, with all of you.\See you!\Good night.\Huh?\What are you doing, Nana? Let's go.\Ah, right. response:	Shoji Endo
context: It's like this is my second family.\Here I am finally, in Tokyo, with all of you.\See you!\Good night.\Huh?\What are you doing, Nana? Let's go.\Ah, right.\Shoji Endo response:	Shoji Endo Wait a minute.
context: Here I am finally, in Tokyo, with all of you.\See you!\Good night.\Huh?\What are you doing, Nana? Let's go.\Ah, right.\Shoji Endo\Shoji Endo Wait a minute. response:	Is it all right to be staying over...
context: See you!\Good night.\Huh?\What are you doing, Nana? Let's go.\Ah, right.\Shoji Endo\Shoji Endo Wait a minute.\Is it all right to be staying over... response:	- like it's the natural thing to do? - Come on in.
context: Good night.\Huh?\What are you doing, Nana? Let's go.\Ah, right.\Shoji Endo\Shoji Endo Wait a minute.\Is it all right to be staying over...\- like it's the natural thing to do? - Come on in. response:	Though the place is a mess since you came on sudden notice.
context: Huh?\What are you doing, Nana? Let's go.\Ah, right.\Shoji Endo\Shoji Endo Wait a minute.\Is it all right to be staying over...\- like it's the natural thing to do? - Come on in.\Though the place is a mess since you came on sudden notice. response:	Sorry'bout that.
context: What are you doing, Nana? Let's go.\Ah, right.\Shoji Endo\Shoji Endo Wait a minute.\Is it all right to be staying over...\- like it's the natural thing to do? - Come on in.\Though the place is a mess since you came on sudden notice.\Sorry'bout that. response:	Huh?
context: Ah, right.\Shoji Endo\Shoji Endo Wait a minute.\Is it all right to be staying over...\- like it's the natural thing to do? - Come on in.\Though the place is a mess since you came on sudden notice.\Sorry'bout that.\Huh? response:	I'm being a bother by suddenly coming like this, aren't I?
context: Shoji Endo\Shoji Endo Wait a minute.\Is it all right to be staying over...\- like it's the natural thing to do? - Come on in.\Though the place is a mess since you came on sudden notice.\Sorry'bout that.\Huh?\I'm being a bother by suddenly coming like this, aren't I? response:	I was hoping to stay with Jun-chan until I found my own place.
context: Shoji Endo Wait a minute.\Is it all right to be staying over...\- like it's the natural thing to do? - Come on in.\Though the place is a mess since you came on sudden notice.\Sorry'bout that.\Huh?\I'm being a bother by suddenly coming like this, aren't I?\I was hoping to stay with Jun-chan until I found my own place. response:	But that wouldn't be too considerate, would it?
context: Is it all right to be staying over...\- like it's the natural thing to do? - Come on in.\Though the place is a mess since you came on sudden notice.\Sorry'bout that.\Huh?\I'm being a bother by suddenly coming like this, aren't I?\I was hoping to stay with Jun-chan until I found my own place.\But that wouldn't be too considerate, would it? response:	Those two are living together now.
context: - like it's the natural thing to do? - Come on in.\Though the place is a mess since you came on sudden notice.\Sorry'bout that.\Huh?\I'm being a bother by suddenly coming like this, aren't I?\I was hoping to stay with Jun-chan until I found my own place.\But that wouldn't be too considerate, would it?\Those two are living together now. response:	I had no idea! Jun-chan never told me!
context: Though the place is a mess since you came on sudden notice.\Sorry'bout that.\Huh?\I'm being a bother by suddenly coming like this, aren't I?\I was hoping to stay with Jun-chan until I found my own place.\But that wouldn't be too considerate, would it?\Those two are living together now.\I had no idea! Jun-chan never told me! response:	Since when?!
context: Sorry'bout that.\Huh?\I'm being a bother by suddenly coming like this, aren't I?\I was hoping to stay with Jun-chan until I found my own place.\But that wouldn't be too considerate, would it?\Those two are living together now.\I had no idea! Jun-chan never told me!\Since when?! response:	I wonder.
context: Huh?\I'm being a bother by suddenly coming like this, aren't I?\I was hoping to stay with Jun-chan until I found my own place.\But that wouldn't be too considerate, would it?\Those two are living together now.\I had no idea! Jun-chan never told me!\Since when?!\I wonder. response:	It was like, before I know it, Kyosuke had moved to Junko's place.
context: I'm being a bother by suddenly coming like this, aren't I?\I was hoping to stay with Jun-chan until I found my own place.\But that wouldn't be too considerate, would it?\Those two are living together now.\I had no idea! Jun-chan never told me!\Since when?!\I wonder.\It was like, before I know it, Kyosuke had moved to Junko's place. response:	I see. I never knew.
context: I was hoping to stay with Jun-chan until I found my own place.\But that wouldn't be too considerate, would it?\Those two are living together now.\I had no idea! Jun-chan never told me!\Since when?!\I wonder.\It was like, before I know it, Kyosuke had moved to Junko's place.\I see. I never knew. response:	Hey, you've still got your shoes on!
context: But that wouldn't be too considerate, would it?\Those two are living together now.\I had no idea! Jun-chan never told me!\Since when?!\I wonder.\It was like, before I know it, Kyosuke had moved to Junko's place.\I see. I never knew.\Hey, you've still got your shoes on! response:	Tokyo is not a foreign country, you know!
context: Those two are living together now.\I had no idea! Jun-chan never told me!\Since when?!\I wonder.\It was like, before I know it, Kyosuke had moved to Junko's place.\I see. I never knew.\Hey, you've still got your shoes on!\Tokyo is not a foreign country, you know! response:	They always did have the composure of a middle-aged couple.
context: I had no idea! Jun-chan never told me!\Since when?!\I wonder.\It was like, before I know it, Kyosuke had moved to Junko's place.\I see. I never knew.\Hey, you've still got your shoes on!\Tokyo is not a foreign country, you know!\They always did have the composure of a middle-aged couple. response:	Middle-aged couple?
context: Since when?!\I wonder.\It was like, before I know it, Kyosuke had moved to Junko's place.\I see. I never knew.\Hey, you've still got your shoes on!\Tokyo is not a foreign country, you know!\They always did have the composure of a middle-aged couple.\Middle-aged couple? response:	I guess they just bonded more after moving here.
context: I wonder.\It was like, before I know it, Kyosuke had moved to Junko's place.\I see. I never knew.\Hey, you've still got your shoes on!\Tokyo is not a foreign country, you know!\They always did have the composure of a middle-aged couple.\Middle-aged couple?\I guess they just bonded more after moving here. response:	That's totally great!
context: It was like, before I know it, Kyosuke had moved to Junko's place.\I see. I never knew.\Hey, you've still got your shoes on!\Tokyo is not a foreign country, you know!\They always did have the composure of a middle-aged couple.\Middle-aged couple?\I guess they just bonded more after moving here.\That's totally great! response:	What?!
context: I see. I never knew.\Hey, you've still got your shoes on!\Tokyo is not a foreign country, you know!\They always did have the composure of a middle-aged couple.\Middle-aged couple?\I guess they just bonded more after moving here.\That's totally great!\What?! response:	Hey, are you taking my clothes off already? You pervert!
context: Hey, you've still got your shoes on!\Tokyo is not a foreign country, you know!\They always did have the composure of a middle-aged couple.\Middle-aged couple?\I guess they just bonded more after moving here.\That's totally great!\What?!\Hey, are you taking my clothes off already? You pervert! response:	I wonder, can Shoji and I gradually become like that too?
context: Tokyo is not a foreign country, you know!\They always did have the composure of a middle-aged couple.\Middle-aged couple?\I guess they just bonded more after moving here.\That's totally great!\What?!\Hey, are you taking my clothes off already? You pervert!\I wonder, can Shoji and I gradually become like that too? response:	I wanna make up for all the time we were apart.
context: They always did have the composure of a middle-aged couple.\Middle-aged couple?\I guess they just bonded more after moving here.\That's totally great!\What?!\Hey, are you taking my clothes off already? You pervert!\I wonder, can Shoji and I gradually become like that too?\I wanna make up for all the time we were apart. response:	I'm so happy.
context: Middle-aged couple?\I guess they just bonded more after moving here.\That's totally great!\What?!\Hey, are you taking my clothes off already? You pervert!\I wonder, can Shoji and I gradually become like that too?\I wanna make up for all the time we were apart.\I'm so happy. response:	I should be back around 6. When you go out, leave the key in the mailbox. Shoji
context: I guess they just bonded more after moving here.\That's totally great!\What?!\Hey, are you taking my clothes off already? You pervert!\I wonder, can Shoji and I gradually become like that too?\I wanna make up for all the time we were apart.\I'm so happy.\I should be back around 6. When you go out, leave the key in the mailbox. Shoji response:	Damn! I wanted to be sure to get up early
context: That's totally great!\What?!\Hey, are you taking my clothes off already? You pervert!\I wonder, can Shoji and I gradually become like that too?\I wanna make up for all the time we were apart.\I'm so happy.\I should be back around 6. When you go out, leave the key in the mailbox. Shoji\Damn! I wanted to be sure to get up early response:	and make breakfast for him.
context: What?!\Hey, are you taking my clothes off already? You pervert!\I wonder, can Shoji and I gradually become like that too?\I wanna make up for all the time we were apart.\I'm so happy.\I should be back around 6. When you go out, leave the key in the mailbox. Shoji\Damn! I wanted to be sure to get up early\and make breakfast for him. response:	I'll make up for it before Shoji gets back.
context: Hey, are you taking my clothes off already? You pervert!\I wonder, can Shoji and I gradually become like that too?\I wanna make up for all the time we were apart.\I'm so happy.\I should be back around 6. When you go out, leave the key in the mailbox. Shoji\Damn! I wanted to be sure to get up early\and make breakfast for him.\I'll make up for it before Shoji gets back. response:	Doing stuff like this makes me feel like a newlywed wife.
context: I wonder, can Shoji and I gradually become like that too?\I wanna make up for all the time we were apart.\I'm so happy.\I should be back around 6. When you go out, leave the key in the mailbox. Shoji\Damn! I wanted to be sure to get up early\and make breakfast for him.\I'll make up for it before Shoji gets back.\Doing stuff like this makes me feel like a newlywed wife. response:	Just to imagine how happy I'd be to help him out like this every day...
context: I wanna make up for all the time we were apart.\I'm so happy.\I should be back around 6. When you go out, leave the key in the mailbox. Shoji\Damn! I wanted to be sure to get up early\and make breakfast for him.\I'll make up for it before Shoji gets back.\Doing stuff like this makes me feel like a newlywed wife.\Just to imagine how happy I'd be to help him out like this every day... response:	I wonder if it would be all right if I just stayed here.
context: I'm so happy.\I should be back around 6. When you go out, leave the key in the mailbox. Shoji\Damn! I wanted to be sure to get up early\and make breakfast for him.\I'll make up for it before Shoji gets back.\Doing stuff like this makes me feel like a newlywed wife.\Just to imagine how happy I'd be to help him out like this every day...\I wonder if it would be all right if I just stayed here. response:	Shoji would surely appreciate it.
context: I should be back around 6. When you go out, leave the key in the mailbox. Shoji\Damn! I wanted to be sure to get up early\and make breakfast for him.\I'll make up for it before Shoji gets back.\Doing stuff like this makes me feel like a newlywed wife.\Just to imagine how happy I'd be to help him out like this every day...\I wonder if it would be all right if I just stayed here.\Shoji would surely appreciate it. response:	Hi! How was your day?!
context: Damn! I wanted to be sure to get up early\and make breakfast for him.\I'll make up for it before Shoji gets back.\Doing stuff like this makes me feel like a newlywed wife.\Just to imagine how happy I'd be to help him out like this every day...\I wonder if it would be all right if I just stayed here.\Shoji would surely appreciate it.\Hi! How was your day?! response:	Uh... hi.
context: and make breakfast for him.\I'll make up for it before Shoji gets back.\Doing stuff like this makes me feel like a newlywed wife.\Just to imagine how happy I'd be to help him out like this every day...\I wonder if it would be all right if I just stayed here.\Shoji would surely appreciate it.\Hi! How was your day?!\Uh... hi. response:	This is pretty tasty.
context: I'll make up for it before Shoji gets back.\Doing stuff like this makes me feel like a newlywed wife.\Just to imagine how happy I'd be to help him out like this every day...\I wonder if it would be all right if I just stayed here.\Shoji would surely appreciate it.\Hi! How was your day?!\Uh... hi.\This is pretty tasty. response:	What's with that surprised look?
context: Doing stuff like this makes me feel like a newlywed wife.\Just to imagine how happy I'd be to help him out like this every day...\I wonder if it would be all right if I just stayed here.\Shoji would surely appreciate it.\Hi! How was your day?!\Uh... hi.\This is pretty tasty.\What's with that surprised look? response:	Because you come across as the type who doesn't do much cooking.
context: Just to imagine how happy I'd be to help him out like this every day...\I wonder if it would be all right if I just stayed here.\Shoji would surely appreciate it.\Hi! How was your day?!\Uh... hi.\This is pretty tasty.\What's with that surprised look?\Because you come across as the type who doesn't do much cooking. response:	Th-That's not true.
context: I wonder if it would be all right if I just stayed here.\Shoji would surely appreciate it.\Hi! How was your day?!\Uh... hi.\This is pretty tasty.\What's with that surprised look?\Because you come across as the type who doesn't do much cooking.\Th-That's not true. response:	Just joking. But this is really good.
context: Shoji would surely appreciate it.\Hi! How was your day?!\Uh... hi.\This is pretty tasty.\What's with that surprised look?\Because you come across as the type who doesn't do much cooking.\Th-That's not true.\Just joking. But this is really good. response:	I'm impressed.
context: Hi! How was your day?!\Uh... hi.\This is pretty tasty.\What's with that surprised look?\Because you come across as the type who doesn't do much cooking.\Th-That's not true.\Just joking. But this is really good.\I'm impressed. response:	This was worth the three hours it took me to make it.
context: Uh... hi.\This is pretty tasty.\What's with that surprised look?\Because you come across as the type who doesn't do much cooking.\Th-That's not true.\Just joking. But this is really good.\I'm impressed.\This was worth the three hours it took me to make it. response:	By the way, how did it go with the real estate agent?
context: This is pretty tasty.\What's with that surprised look?\Because you come across as the type who doesn't do much cooking.\Th-That's not true.\Just joking. But this is really good.\I'm impressed.\This was worth the three hours it took me to make it.\By the way, how did it go with the real estate agent? response:	Did you find a place?
context: What's with that surprised look?\Because you come across as the type who doesn't do much cooking.\Th-That's not true.\Just joking. But this is really good.\I'm impressed.\This was worth the three hours it took me to make it.\By the way, how did it go with the real estate agent?\Did you find a place? response:	I didn't have time today, so I couldn't go.
context: Because you come across as the type who doesn't do much cooking.\Th-That's not true.\Just joking. But this is really good.\I'm impressed.\This was worth the three hours it took me to make it.\By the way, how did it go with the real estate agent?\Did you find a place?\I didn't have time today, so I couldn't go. response:	Why? Oh, of course.
context: Th-That's not true.\Just joking. But this is really good.\I'm impressed.\This was worth the three hours it took me to make it.\By the way, how did it go with the real estate agent?\Did you find a place?\I didn't have time today, so I couldn't go.\Why? Oh, of course. response:	You were looking for a job. Did you find something?
context: Just joking. But this is really good.\I'm impressed.\This was worth the three hours it took me to make it.\By the way, how did it go with the real estate agent?\Did you find a place?\I didn't have time today, so I couldn't go.\Why? Oh, of course.\You were looking for a job. Did you find something? response:	That's right. I've gotta look for a job.
context: I'm impressed.\This was worth the three hours it took me to make it.\By the way, how did it go with the real estate agent?\Did you find a place?\I didn't have time today, so I couldn't go.\Why? Oh, of course.\You were looking for a job. Did you find something?\That's right. I've gotta look for a job. response:	Don't tell me you were sleeping the whole time.
context: This was worth the three hours it took me to make it.\By the way, how did it go with the real estate agent?\Did you find a place?\I didn't have time today, so I couldn't go.\Why? Oh, of course.\You were looking for a job. Did you find something?\That's right. I've gotta look for a job.\Don't tell me you were sleeping the whole time. response:	No way! I cleaned the house, did laundry and stuff,
context: By the way, how did it go with the real estate agent?\Did you find a place?\I didn't have time today, so I couldn't go.\Why? Oh, of course.\You were looking for a job. Did you find something?\That's right. I've gotta look for a job.\Don't tell me you were sleeping the whole time.\No way! I cleaned the house, did laundry and stuff, response:	it was a super productive day!
context: Did you find a place?\I didn't have time today, so I couldn't go.\Why? Oh, of course.\You were looking for a job. Did you find something?\That's right. I've gotta look for a job.\Don't tell me you were sleeping the whole time.\No way! I cleaned the house, did laundry and stuff,\it was a super productive day! response:	You serious?
context: I didn't have time today, so I couldn't go.\Why? Oh, of course.\You were looking for a job. Did you find something?\That's right. I've gotta look for a job.\Don't tell me you were sleeping the whole time.\No way! I cleaned the house, did laundry and stuff,\it was a super productive day!\You serious? response:	You didn't come all the way to Tokyo to do that, did you?
context: Why? Oh, of course.\You were looking for a job. Did you find something?\That's right. I've gotta look for a job.\Don't tell me you were sleeping the whole time.\No way! I cleaned the house, did laundry and stuff,\it was a super productive day!\You serious?\You didn't come all the way to Tokyo to do that, did you? response:	You promised me you'd find a job that would allow you
context: You were looking for a job. Did you find something?\That's right. I've gotta look for a job.\Don't tell me you were sleeping the whole time.\No way! I cleaned the house, did laundry and stuff,\it was a super productive day!\You serious?\You didn't come all the way to Tokyo to do that, did you?\You promised me you'd find a job that would allow you response:	to make it on your own, and give it every effort, right?
context: That's right. I've gotta look for a job.\Don't tell me you were sleeping the whole time.\No way! I cleaned the house, did laundry and stuff,\it was a super productive day!\You serious?\You didn't come all the way to Tokyo to do that, did you?\You promised me you'd find a job that would allow you\to make it on your own, and give it every effort, right? response:	How can you say such a thing?!
context: Don't tell me you were sleeping the whole time.\No way! I cleaned the house, did laundry and stuff,\it was a super productive day!\You serious?\You didn't come all the way to Tokyo to do that, did you?\You promised me you'd find a job that would allow you\to make it on your own, and give it every effort, right?\How can you say such a thing?! response:	I did this all for you, Shoji!
context: No way! I cleaned the house, did laundry and stuff,\it was a super productive day!\You serious?\You didn't come all the way to Tokyo to do that, did you?\You promised me you'd find a job that would allow you\to make it on your own, and give it every effort, right?\How can you say such a thing?!\I did this all for you, Shoji! response:	I shouldn't have talked to him like that.
context: it was a super productive day!\You serious?\You didn't come all the way to Tokyo to do that, did you?\You promised me you'd find a job that would allow you\to make it on your own, and give it every effort, right?\How can you say such a thing?!\I did this all for you, Shoji!\I shouldn't have talked to him like that. response:	It's like I'm trying to make him feel guilty.
context: You serious?\You didn't come all the way to Tokyo to do that, did you?\You promised me you'd find a job that would allow you\to make it on your own, and give it every effort, right?\How can you say such a thing?!\I did this all for you, Shoji!\I shouldn't have talked to him like that.\It's like I'm trying to make him feel guilty. response:	Thanks for the meal.
context: You didn't come all the way to Tokyo to do that, did you?\You promised me you'd find a job that would allow you\to make it on your own, and give it every effort, right?\How can you say such a thing?!\I did this all for you, Shoji!\I shouldn't have talked to him like that.\It's like I'm trying to make him feel guilty.\Thanks for the meal. response:	I'll clean up.
context: You promised me you'd find a job that would allow you\to make it on your own, and give it every effort, right?\How can you say such a thing?!\I did this all for you, Shoji!\I shouldn't have talked to him like that.\It's like I'm trying to make him feel guilty.\Thanks for the meal.\I'll clean up. response:	It's all right.
context: to make it on your own, and give it every effort, right?\How can you say such a thing?!\I did this all for you, Shoji!\I shouldn't have talked to him like that.\It's like I'm trying to make him feel guilty.\Thanks for the meal.\I'll clean up.\It's all right. response:	I can take care of myself.
context: How can you say such a thing?!\I did this all for you, Shoji!\I shouldn't have talked to him like that.\It's like I'm trying to make him feel guilty.\Thanks for the meal.\I'll clean up.\It's all right.\I can take care of myself. response:	I'm pathetic.
context: I did this all for you, Shoji!\I shouldn't have talked to him like that.\It's like I'm trying to make him feel guilty.\Thanks for the meal.\I'll clean up.\It's all right.\I can take care of myself.\I'm pathetic. response:	I'm gonna take a bath.
context: I shouldn't have talked to him like that.\It's like I'm trying to make him feel guilty.\Thanks for the meal.\I'll clean up.\It's all right.\I can take care of myself.\I'm pathetic.\I'm gonna take a bath. response:	I'll never make it like this. He's just gonna hate me.
context: It's like I'm trying to make him feel guilty.\Thanks for the meal.\I'll clean up.\It's all right.\I can take care of myself.\I'm pathetic.\I'm gonna take a bath.\I'll never make it like this. He's just gonna hate me. response:	What am I to do?
context: Thanks for the meal.\I'll clean up.\It's all right.\I can take care of myself.\I'm pathetic.\I'm gonna take a bath.\I'll never make it like this. He's just gonna hate me.\What am I to do? response:	What can I do to keep him liking me?
context: I'll clean up.\It's all right.\I can take care of myself.\I'm pathetic.\I'm gonna take a bath.\I'll never make it like this. He's just gonna hate me.\What am I to do?\What can I do to keep him liking me? response:	Hey Nana.
context: It's all right.\I can take care of myself.\I'm pathetic.\I'm gonna take a bath.\I'll never make it like this. He's just gonna hate me.\What am I to do?\What can I do to keep him liking me?\Hey Nana. response:	Wanna take a bath together?
context: I can take care of myself.\I'm pathetic.\I'm gonna take a bath.\I'll never make it like this. He's just gonna hate me.\What am I to do?\What can I do to keep him liking me?\Hey Nana.\Wanna take a bath together? response:	Not a chance!
context: I'm pathetic.\I'm gonna take a bath.\I'll never make it like this. He's just gonna hate me.\What am I to do?\What can I do to keep him liking me?\Hey Nana.\Wanna take a bath together?\Not a chance! response:	Oh, give me a break.
context: I'm gonna take a bath.\I'll never make it like this. He's just gonna hate me.\What am I to do?\What can I do to keep him liking me?\Hey Nana.\Wanna take a bath together?\Not a chance!\Oh, give me a break. response:	What are you playing Miss Innocent for, at this point?
context: I'll never make it like this. He's just gonna hate me.\What am I to do?\What can I do to keep him liking me?\Hey Nana.\Wanna take a bath together?\Not a chance!\Oh, give me a break.\What are you playing Miss Innocent for, at this point? response:	Well, it's embarrassing!
context: What am I to do?\What can I do to keep him liking me?\Hey Nana.\Wanna take a bath together?\Not a chance!\Oh, give me a break.\What are you playing Miss Innocent for, at this point?\Well, it's embarrassing! response:	What's embarrassing?
context: What can I do to keep him liking me?\Hey Nana.\Wanna take a bath together?\Not a chance!\Oh, give me a break.\What are you playing Miss Innocent for, at this point?\Well, it's embarrassing!\What's embarrassing? response:	I mean like...
context: Hey Nana.\Wanna take a bath together?\Not a chance!\Oh, give me a break.\What are you playing Miss Innocent for, at this point?\Well, it's embarrassing!\What's embarrassing?\I mean like... response:	Well, being an old couple, you and Kyosuke may have long forgotten
context: Wanna take a bath together?\Not a chance!\Oh, give me a break.\What are you playing Miss Innocent for, at this point?\Well, it's embarrassing!\What's embarrassing?\I mean like...\Well, being an old couple, you and Kyosuke may have long forgotten response:	the embarrassments in a relationship.
context: Not a chance!\Oh, give me a break.\What are you playing Miss Innocent for, at this point?\Well, it's embarrassing!\What's embarrassing?\I mean like...\Well, being an old couple, you and Kyosuke may have long forgotten\the embarrassments in a relationship. response:	An old couple?
context: Oh, give me a break.\What are you playing Miss Innocent for, at this point?\Well, it's embarrassing!\What's embarrassing?\I mean like...\Well, being an old couple, you and Kyosuke may have long forgotten\the embarrassments in a relationship.\An old couple? response:	The bathroom's brightly lit and it's small.
context: What are you playing Miss Innocent for, at this point?\Well, it's embarrassing!\What's embarrassing?\I mean like...\Well, being an old couple, you and Kyosuke may have long forgotten\the embarrassments in a relationship.\An old couple?\The bathroom's brightly lit and it's small. response:	He'll be seeing every inch of me.
context: Well, it's embarrassing!\What's embarrassing?\I mean like...\Well, being an old couple, you and Kyosuke may have long forgotten\the embarrassments in a relationship.\An old couple?\The bathroom's brightly lit and it's small.\He'll be seeing every inch of me. response:	There's no way!
context: What's embarrassing?\I mean like...\Well, being an old couple, you and Kyosuke may have long forgotten\the embarrassments in a relationship.\An old couple?\The bathroom's brightly lit and it's small.\He'll be seeing every inch of me.\There's no way! response:	Keep your voice down.
context: I mean like...\Well, being an old couple, you and Kyosuke may have long forgotten\the embarrassments in a relationship.\An old couple?\The bathroom's brightly lit and it's small.\He'll be seeing every inch of me.\There's no way!\Keep your voice down. response:	Maybe living with my boyfriend isn't for me.
context: Well, being an old couple, you and Kyosuke may have long forgotten\the embarrassments in a relationship.\An old couple?\The bathroom's brightly lit and it's small.\He'll be seeing every inch of me.\There's no way!\Keep your voice down.\Maybe living with my boyfriend isn't for me. response:	You know, I started going out with Shoji and
context: the embarrassments in a relationship.\An old couple?\The bathroom's brightly lit and it's small.\He'll be seeing every inch of me.\There's no way!\Keep your voice down.\Maybe living with my boyfriend isn't for me.\You know, I started going out with Shoji and response:	then right away we became long-distance lovers.
context: An old couple?\The bathroom's brightly lit and it's small.\He'll be seeing every inch of me.\There's no way!\Keep your voice down.\Maybe living with my boyfriend isn't for me.\You know, I started going out with Shoji and\then right away we became long-distance lovers. response:	So there's still a bit of uneasiness and nervousness when we're alone.
context: The bathroom's brightly lit and it's small.\He'll be seeing every inch of me.\There's no way!\Keep your voice down.\Maybe living with my boyfriend isn't for me.\You know, I started going out with Shoji and\then right away we became long-distance lovers.\So there's still a bit of uneasiness and nervousness when we're alone. response:	What are you talking about?
context: He'll be seeing every inch of me.\There's no way!\Keep your voice down.\Maybe living with my boyfriend isn't for me.\You know, I started going out with Shoji and\then right away we became long-distance lovers.\So there's still a bit of uneasiness and nervousness when we're alone.\What are you talking about? response:	When you were hanging around as friends back home,
context: There's no way!\Keep your voice down.\Maybe living with my boyfriend isn't for me.\You know, I started going out with Shoji and\then right away we became long-distance lovers.\So there's still a bit of uneasiness and nervousness when we're alone.\What are you talking about?\When you were hanging around as friends back home, response:	there was nothing to be nervous about.
context: Keep your voice down.\Maybe living with my boyfriend isn't for me.\You know, I started going out with Shoji and\then right away we became long-distance lovers.\So there's still a bit of uneasiness and nervousness when we're alone.\What are you talking about?\When you were hanging around as friends back home,\there was nothing to be nervous about. response:	Being friends and being lovers is different!
context: Maybe living with my boyfriend isn't for me.\You know, I started going out with Shoji and\then right away we became long-distance lovers.\So there's still a bit of uneasiness and nervousness when we're alone.\What are you talking about?\When you were hanging around as friends back home,\there was nothing to be nervous about.\Being friends and being lovers is different! response:	I don't want to show my boyfriend my bad side!
context: You know, I started going out with Shoji and\then right away we became long-distance lovers.\So there's still a bit of uneasiness and nervousness when we're alone.\What are you talking about?\When you were hanging around as friends back home,\there was nothing to be nervous about.\Being friends and being lovers is different!\I don't want to show my boyfriend my bad side! response:	I think it's a bit late for that.
context: then right away we became long-distance lovers.\So there's still a bit of uneasiness and nervousness when we're alone.\What are you talking about?\When you were hanging around as friends back home,\there was nothing to be nervous about.\Being friends and being lovers is different!\I don't want to show my boyfriend my bad side!\I think it's a bit late for that. response:	By the way, I gotta go to the real estate agent by the station.
context: So there's still a bit of uneasiness and nervousness when we're alone.\What are you talking about?\When you were hanging around as friends back home,\there was nothing to be nervous about.\Being friends and being lovers is different!\I don't want to show my boyfriend my bad side!\I think it's a bit late for that.\By the way, I gotta go to the real estate agent by the station. response:	Could you join me?
context: What are you talking about?\When you were hanging around as friends back home,\there was nothing to be nervous about.\Being friends and being lovers is different!\I don't want to show my boyfriend my bad side!\I think it's a bit late for that.\By the way, I gotta go to the real estate agent by the station.\Could you join me? response:	Out of the question. I have to work this afternoon.
