context: Why do you refuse my call to be subjugated? response:	I'll never swear allegiance to the man who killed Lord Villar!
context: As did I.\Though in my case, what turned out to be more precious was not Alexis,\but Waldlind, and the Factory Alliance.\Nothing has changed.\I don't wish fight you, Lord Theo, but I must reclaim this territory.\I don't wish to fight you, either, but there's no way I'm giving in to you.\There you have it.\Let us meet again on the battlefield. response:	There's no doubt that Lady Marrine is in love with Lord Alexis.
context: Though in my case, what turned out to be more precious was not Alexis,\but Waldlind, and the Factory Alliance.\Nothing has changed.\I don't wish fight you, Lord Theo, but I must reclaim this territory.\I don't wish to fight you, either, but there's no way I'm giving in to you.\There you have it.\Let us meet again on the battlefield.\There's no doubt that Lady Marrine is in love with Lord Alexis. response:	I'd like to find a way to bring them together.
context: but Waldlind, and the Factory Alliance.\Nothing has changed.\I don't wish fight you, Lord Theo, but I must reclaim this territory.\I don't wish to fight you, either, but there's no way I'm giving in to you.\There you have it.\Let us meet again on the battlefield.\There's no doubt that Lady Marrine is in love with Lord Alexis.\I'd like to find a way to bring them together. response:	But to make that happen, you're going to need a miracle.
context: Nothing has changed.\I don't wish fight you, Lord Theo, but I must reclaim this territory.\I don't wish to fight you, either, but there's no way I'm giving in to you.\There you have it.\Let us meet again on the battlefield.\There's no doubt that Lady Marrine is in love with Lord Alexis.\I'd like to find a way to bring them together.\But to make that happen, you're going to need a miracle. response:	Then could you work a miracle for me?
context: I don't wish fight you, Lord Theo, but I must reclaim this territory.\I don't wish to fight you, either, but there's no way I'm giving in to you.\There you have it.\Let us meet again on the battlefield.\There's no doubt that Lady Marrine is in love with Lord Alexis.\I'd like to find a way to bring them together.\But to make that happen, you're going to need a miracle.\Then could you work a miracle for me? response:	Easier said than done.
context: I don't wish to fight you, either, but there's no way I'm giving in to you.\There you have it.\Let us meet again on the battlefield.\There's no doubt that Lady Marrine is in love with Lord Alexis.\I'd like to find a way to bring them together.\But to make that happen, you're going to need a miracle.\Then could you work a miracle for me?\Easier said than done. response:	This time, the Alliance and Union will reconcile, and Lady Marrine and Lord Alexis will be united!
context: There you have it.\Let us meet again on the battlefield.\There's no doubt that Lady Marrine is in love with Lord Alexis.\I'd like to find a way to bring them together.\But to make that happen, you're going to need a miracle.\Then could you work a miracle for me?\Easier said than done.\This time, the Alliance and Union will reconcile, and Lady Marrine and Lord Alexis will be united! response:	Let's turn the Great Hall Tragedy into a miracle!
context: Let us meet again on the battlefield.\There's no doubt that Lady Marrine is in love with Lord Alexis.\I'd like to find a way to bring them together.\But to make that happen, you're going to need a miracle.\Then could you work a miracle for me?\Easier said than done.\This time, the Alliance and Union will reconcile, and Lady Marrine and Lord Alexis will be united!\Let's turn the Great Hall Tragedy into a miracle! response:	Sir Theo! This is neither the time nor place to
context: There's no doubt that Lady Marrine is in love with Lord Alexis.\I'd like to find a way to bring them together.\But to make that happen, you're going to need a miracle.\Then could you work a miracle for me?\Easier said than done.\This time, the Alliance and Union will reconcile, and Lady Marrine and Lord Alexis will be united!\Let's turn the Great Hall Tragedy into a miracle!\Sir Theo! This is neither the time nor place to response:	Oh, yes, it is!
context: I'd like to find a way to bring them together.\But to make that happen, you're going to need a miracle.\Then could you work a miracle for me?\Easier said than done.\This time, the Alliance and Union will reconcile, and Lady Marrine and Lord Alexis will be united!\Let's turn the Great Hall Tragedy into a miracle!\Sir Theo! This is neither the time nor place to\Oh, yes, it is! response:	For the sake of your love!
context: But to make that happen, you're going to need a miracle.\Then could you work a miracle for me?\Easier said than done.\This time, the Alliance and Union will reconcile, and Lady Marrine and Lord Alexis will be united!\Let's turn the Great Hall Tragedy into a miracle!\Sir Theo! This is neither the time nor place to\Oh, yes, it is!\For the sake of your love! response:	For the sake of your love!
context: Then could you work a miracle for me?\Easier said than done.\This time, the Alliance and Union will reconcile, and Lady Marrine and Lord Alexis will be united!\Let's turn the Great Hall Tragedy into a miracle!\Sir Theo! This is neither the time nor place to\Oh, yes, it is!\For the sake of your love!\For the sake of your love! response:	For the sake of your love!
context: Easier said than done.\This time, the Alliance and Union will reconcile, and Lady Marrine and Lord Alexis will be united!\Let's turn the Great Hall Tragedy into a miracle!\Sir Theo! This is neither the time nor place to\Oh, yes, it is!\For the sake of your love!\For the sake of your love!\For the sake of your love! response:	Hold on, did you just provoke Lady Marrine?
context: This time, the Alliance and Union will reconcile, and Lady Marrine and Lord Alexis will be united!\Let's turn the Great Hall Tragedy into a miracle!\Sir Theo! This is neither the time nor place to\Oh, yes, it is!\For the sake of your love!\For the sake of your love!\For the sake of your love!\Hold on, did you just provoke Lady Marrine? response:	I just want her to remember what it is that's precious.
context: Let's turn the Great Hall Tragedy into a miracle!\Sir Theo! This is neither the time nor place to\Oh, yes, it is!\For the sake of your love!\For the sake of your love!\For the sake of your love!\Hold on, did you just provoke Lady Marrine?\I just want her to remember what it is that's precious. response:	This battle won't be easy to win.
context: Sir Theo! This is neither the time nor place to\Oh, yes, it is!\For the sake of your love!\For the sake of your love!\For the sake of your love!\Hold on, did you just provoke Lady Marrine?\I just want her to remember what it is that's precious.\This battle won't be easy to win. response:	But we'll be trying to achieve something no one on the continent has thought about.
context: Oh, yes, it is!\For the sake of your love!\For the sake of your love!\For the sake of your love!\Hold on, did you just provoke Lady Marrine?\I just want her to remember what it is that's precious.\This battle won't be easy to win.\But we'll be trying to achieve something no one on the continent has thought about. response:	We can't afford to die here!
context: For the sake of your love!\For the sake of your love!\For the sake of your love!\Hold on, did you just provoke Lady Marrine?\I just want her to remember what it is that's precious.\This battle won't be easy to win.\But we'll be trying to achieve something no one on the continent has thought about.\We can't afford to die here! response:	I'm so embarrassed, I might die right now.
context: For the sake of your love!\For the sake of your love!\Hold on, did you just provoke Lady Marrine?\I just want her to remember what it is that's precious.\This battle won't be easy to win.\But we'll be trying to achieve something no one on the continent has thought about.\We can't afford to die here!\I'm so embarrassed, I might die right now. response:	Love won't help me defend this castle!
context: For the sake of your love!\Hold on, did you just provoke Lady Marrine?\I just want her to remember what it is that's precious.\This battle won't be easy to win.\But we'll be trying to achieve something no one on the continent has thought about.\We can't afford to die here!\I'm so embarrassed, I might die right now.\Love won't help me defend this castle! response:	Nor my people or country!
context: Hold on, did you just provoke Lady Marrine?\I just want her to remember what it is that's precious.\This battle won't be easy to win.\But we'll be trying to achieve something no one on the continent has thought about.\We can't afford to die here!\I'm so embarrassed, I might die right now.\Love won't help me defend this castle!\Nor my people or country! response:	Lady Marrine, I have a report for you.
context: I just want her to remember what it is that's precious.\This battle won't be easy to win.\But we'll be trying to achieve something no one on the continent has thought about.\We can't afford to die here!\I'm so embarrassed, I might die right now.\Love won't help me defend this castle!\Nor my people or country!\Lady Marrine, I have a report for you. response:	The Waldlind forces are retreating?
context: This battle won't be easy to win.\But we'll be trying to achieve something no one on the continent has thought about.\We can't afford to die here!\I'm so embarrassed, I might die right now.\Love won't help me defend this castle!\Nor my people or country!\Lady Marrine, I have a report for you.\The Waldlind forces are retreating? response:	The Earl of Le Couleurs, Croute Gallas,
context: But we'll be trying to achieve something no one on the continent has thought about.\We can't afford to die here!\I'm so embarrassed, I might die right now.\Love won't help me defend this castle!\Nor my people or country!\Lady Marrine, I have a report for you.\The Waldlind forces are retreating?\The Earl of Le Couleurs, Croute Gallas, response:	has crushed the Alliance forces led by Nord King Erik in the battle up north,
context: We can't afford to die here!\I'm so embarrassed, I might die right now.\Love won't help me defend this castle!\Nor my people or country!\Lady Marrine, I have a report for you.\The Waldlind forces are retreating?\The Earl of Le Couleurs, Croute Gallas,\has crushed the Alliance forces led by Nord King Erik in the battle up north, response:	and is still giving chase as we speak.
context: I'm so embarrassed, I might die right now.\Love won't help me defend this castle!\Nor my people or country!\Lady Marrine, I have a report for you.\The Waldlind forces are retreating?\The Earl of Le Couleurs, Croute Gallas,\has crushed the Alliance forces led by Nord King Erik in the battle up north,\and is still giving chase as we speak. response:	This will leave Waldlind vulnerable from behind, so it's probably why they're retreating.
context: Love won't help me defend this castle!\Nor my people or country!\Lady Marrine, I have a report for you.\The Waldlind forces are retreating?\The Earl of Le Couleurs, Croute Gallas,\has crushed the Alliance forces led by Nord King Erik in the battle up north,\and is still giving chase as we speak.\This will leave Waldlind vulnerable from behind, so it's probably why they're retreating. response:	Sir Theo, this is the perfect opportunity!
context: Nor my people or country!\Lady Marrine, I have a report for you.\The Waldlind forces are retreating?\The Earl of Le Couleurs, Croute Gallas,\has crushed the Alliance forces led by Nord King Erik in the battle up north,\and is still giving chase as we speak.\This will leave Waldlind vulnerable from behind, so it's probably why they're retreating.\Sir Theo, this is the perfect opportunity! response:	Now that Waldlind's withdrawn, the main battlefield will likely shift to the north.
context: Lady Marrine, I have a report for you.\The Waldlind forces are retreating?\The Earl of Le Couleurs, Croute Gallas,\has crushed the Alliance forces led by Nord King Erik in the battle up north,\and is still giving chase as we speak.\This will leave Waldlind vulnerable from behind, so it's probably why they're retreating.\Sir Theo, this is the perfect opportunity!\Now that Waldlind's withdrawn, the main battlefield will likely shift to the north. response:	Now is the time to head to Sistina.
context: The Waldlind forces are retreating?\The Earl of Le Couleurs, Croute Gallas,\has crushed the Alliance forces led by Nord King Erik in the battle up north,\and is still giving chase as we speak.\This will leave Waldlind vulnerable from behind, so it's probably why they're retreating.\Sir Theo, this is the perfect opportunity!\Now that Waldlind's withdrawn, the main battlefield will likely shift to the north.\Now is the time to head to Sistina. response:	You said that you were going to turn the Great Hall Tragedy into a miracle.
context: The Earl of Le Couleurs, Croute Gallas,\has crushed the Alliance forces led by Nord King Erik in the battle up north,\and is still giving chase as we speak.\This will leave Waldlind vulnerable from behind, so it's probably why they're retreating.\Sir Theo, this is the perfect opportunity!\Now that Waldlind's withdrawn, the main battlefield will likely shift to the north.\Now is the time to head to Sistina.\You said that you were going to turn the Great Hall Tragedy into a miracle. response:	That you wanted them to be able to marry.
context: has crushed the Alliance forces led by Nord King Erik in the battle up north,\and is still giving chase as we speak.\This will leave Waldlind vulnerable from behind, so it's probably why they're retreating.\Sir Theo, this is the perfect opportunity!\Now that Waldlind's withdrawn, the main battlefield will likely shift to the north.\Now is the time to head to Sistina.\You said that you were going to turn the Great Hall Tragedy into a miracle.\That you wanted them to be able to marry. response:	If you're going to make that a reality,
context: and is still giving chase as we speak.\This will leave Waldlind vulnerable from behind, so it's probably why they're retreating.\Sir Theo, this is the perfect opportunity!\Now that Waldlind's withdrawn, the main battlefield will likely shift to the north.\Now is the time to head to Sistina.\You said that you were going to turn the Great Hall Tragedy into a miracle.\That you wanted them to be able to marry.\If you're going to make that a reality, response:	you must achieve a rank equal to that of Lord Alexis and Lady Marrine.
context: This will leave Waldlind vulnerable from behind, so it's probably why they're retreating.\Sir Theo, this is the perfect opportunity!\Now that Waldlind's withdrawn, the main battlefield will likely shift to the north.\Now is the time to head to Sistina.\You said that you were going to turn the Great Hall Tragedy into a miracle.\That you wanted them to be able to marry.\If you're going to make that a reality,\you must achieve a rank equal to that of Lord Alexis and Lady Marrine. response:	In other words, you must become the leader of the Altirk Treaty.
context: Sir Theo, this is the perfect opportunity!\Now that Waldlind's withdrawn, the main battlefield will likely shift to the north.\Now is the time to head to Sistina.\You said that you were going to turn the Great Hall Tragedy into a miracle.\That you wanted them to be able to marry.\If you're going to make that a reality,\you must achieve a rank equal to that of Lord Alexis and Lady Marrine.\In other words, you must become the leader of the Altirk Treaty. response:	To that end, you must defeat the Rossini family, and liberate Sistina from oppression.
context: Now that Waldlind's withdrawn, the main battlefield will likely shift to the north.\Now is the time to head to Sistina.\You said that you were going to turn the Great Hall Tragedy into a miracle.\That you wanted them to be able to marry.\If you're going to make that a reality,\you must achieve a rank equal to that of Lord Alexis and Lady Marrine.\In other words, you must become the leader of the Altirk Treaty.\To that end, you must defeat the Rossini family, and liberate Sistina from oppression. response:	Now is the time for you to fulfill your original vow.
context: Now is the time to head to Sistina.\You said that you were going to turn the Great Hall Tragedy into a miracle.\That you wanted them to be able to marry.\If you're going to make that a reality,\you must achieve a rank equal to that of Lord Alexis and Lady Marrine.\In other words, you must become the leader of the Altirk Treaty.\To that end, you must defeat the Rossini family, and liberate Sistina from oppression.\Now is the time for you to fulfill your original vow. response:	Let's use those military achievements to get the Treaty Lords to recognize your power!
context: You said that you were going to turn the Great Hall Tragedy into a miracle.\That you wanted them to be able to marry.\If you're going to make that a reality,\you must achieve a rank equal to that of Lord Alexis and Lady Marrine.\In other words, you must become the leader of the Altirk Treaty.\To that end, you must defeat the Rossini family, and liberate Sistina from oppression.\Now is the time for you to fulfill your original vow.\Let's use those military achievements to get the Treaty Lords to recognize your power! response:	And I shall show you the way.
context: That you wanted them to be able to marry.\If you're going to make that a reality,\you must achieve a rank equal to that of Lord Alexis and Lady Marrine.\In other words, you must become the leader of the Altirk Treaty.\To that end, you must defeat the Rossini family, and liberate Sistina from oppression.\Now is the time for you to fulfill your original vow.\Let's use those military achievements to get the Treaty Lords to recognize your power!\And I shall show you the way. response:	How ridiculous is that?
context: If you're going to make that a reality,\you must achieve a rank equal to that of Lord Alexis and Lady Marrine.\In other words, you must become the leader of the Altirk Treaty.\To that end, you must defeat the Rossini family, and liberate Sistina from oppression.\Now is the time for you to fulfill your original vow.\Let's use those military achievements to get the Treaty Lords to recognize your power!\And I shall show you the way.\How ridiculous is that? response:	The Rossini's have hordes of loyal, subjugated Lords and soldiers at their disposal.
context: you must achieve a rank equal to that of Lord Alexis and Lady Marrine.\In other words, you must become the leader of the Altirk Treaty.\To that end, you must defeat the Rossini family, and liberate Sistina from oppression.\Now is the time for you to fulfill your original vow.\Let's use those military achievements to get the Treaty Lords to recognize your power!\And I shall show you the way.\How ridiculous is that?\The Rossini's have hordes of loyal, subjugated Lords and soldiers at their disposal. response:	You'll need at least 10,000 men to attack them!
context: In other words, you must become the leader of the Altirk Treaty.\To that end, you must defeat the Rossini family, and liberate Sistina from oppression.\Now is the time for you to fulfill your original vow.\Let's use those military achievements to get the Treaty Lords to recognize your power!\And I shall show you the way.\How ridiculous is that?\The Rossini's have hordes of loyal, subjugated Lords and soldiers at their disposal.\You'll need at least 10,000 men to attack them! response:	With the fight against the Alliance still ongoing, no one can spare any troops.
context: To that end, you must defeat the Rossini family, and liberate Sistina from oppression.\Now is the time for you to fulfill your original vow.\Let's use those military achievements to get the Treaty Lords to recognize your power!\And I shall show you the way.\How ridiculous is that?\The Rossini's have hordes of loyal, subjugated Lords and soldiers at their disposal.\You'll need at least 10,000 men to attack them!\With the fight against the Alliance still ongoing, no one can spare any troops. response:	We're not going to flaunt Sir Theo's power through military manpower.
context: Now is the time for you to fulfill your original vow.\Let's use those military achievements to get the Treaty Lords to recognize your power!\And I shall show you the way.\How ridiculous is that?\The Rossini's have hordes of loyal, subjugated Lords and soldiers at their disposal.\You'll need at least 10,000 men to attack them!\With the fight against the Alliance still ongoing, no one can spare any troops.\We're not going to flaunt Sir Theo's power through military manpower. response:	So we won't ask for aid from the other Lords. It'll be just us heading to Sistina.
context: Let's use those military achievements to get the Treaty Lords to recognize your power!\And I shall show you the way.\How ridiculous is that?\The Rossini's have hordes of loyal, subjugated Lords and soldiers at their disposal.\You'll need at least 10,000 men to attack them!\With the fight against the Alliance still ongoing, no one can spare any troops.\We're not going to flaunt Sir Theo's power through military manpower.\So we won't ask for aid from the other Lords. It'll be just us heading to Sistina. response:	Impossible!
context: And I shall show you the way.\How ridiculous is that?\The Rossini's have hordes of loyal, subjugated Lords and soldiers at their disposal.\You'll need at least 10,000 men to attack them!\With the fight against the Alliance still ongoing, no one can spare any troops.\We're not going to flaunt Sir Theo's power through military manpower.\So we won't ask for aid from the other Lords. It'll be just us heading to Sistina.\Impossible! response:	I like it!
context: How ridiculous is that?\The Rossini's have hordes of loyal, subjugated Lords and soldiers at their disposal.\You'll need at least 10,000 men to attack them!\With the fight against the Alliance still ongoing, no one can spare any troops.\We're not going to flaunt Sir Theo's power through military manpower.\So we won't ask for aid from the other Lords. It'll be just us heading to Sistina.\Impossible!\I like it! response:	This way, the Treaty Lords will have no choice but to acknowledge your achievements.
context: The Rossini's have hordes of loyal, subjugated Lords and soldiers at their disposal.\You'll need at least 10,000 men to attack them!\With the fight against the Alliance still ongoing, no one can spare any troops.\We're not going to flaunt Sir Theo's power through military manpower.\So we won't ask for aid from the other Lords. It'll be just us heading to Sistina.\Impossible!\I like it!\This way, the Treaty Lords will have no choice but to acknowledge your achievements. response:	And nobody will object to my relinquishing leadership.
context: You'll need at least 10,000 men to attack them!\With the fight against the Alliance still ongoing, no one can spare any troops.\We're not going to flaunt Sir Theo's power through military manpower.\So we won't ask for aid from the other Lords. It'll be just us heading to Sistina.\Impossible!\I like it!\This way, the Treaty Lords will have no choice but to acknowledge your achievements.\And nobody will object to my relinquishing leadership. response:	Moreno, notify the Lords right away.
context: With the fight against the Alliance still ongoing, no one can spare any troops.\We're not going to flaunt Sir Theo's power through military manpower.\So we won't ask for aid from the other Lords. It'll be just us heading to Sistina.\Impossible!\I like it!\This way, the Treaty Lords will have no choice but to acknowledge your achievements.\And nobody will object to my relinquishing leadership.\Moreno, notify the Lords right away. response:	To make good on what he said at the meeting, Sir Theo has set off to liberate Sistina!
context: We're not going to flaunt Sir Theo's power through military manpower.\So we won't ask for aid from the other Lords. It'll be just us heading to Sistina.\Impossible!\I like it!\This way, the Treaty Lords will have no choice but to acknowledge your achievements.\And nobody will object to my relinquishing leadership.\Moreno, notify the Lords right away.\To make good on what he said at the meeting, Sir Theo has set off to liberate Sistina! response:	Right.
context: So we won't ask for aid from the other Lords. It'll be just us heading to Sistina.\Impossible!\I like it!\This way, the Treaty Lords will have no choice but to acknowledge your achievements.\And nobody will object to my relinquishing leadership.\Moreno, notify the Lords right away.\To make good on what he said at the meeting, Sir Theo has set off to liberate Sistina!\Right. response:	Just leave this place to me.
context: Impossible!\I like it!\This way, the Treaty Lords will have no choice but to acknowledge your achievements.\And nobody will object to my relinquishing leadership.\Moreno, notify the Lords right away.\To make good on what he said at the meeting, Sir Theo has set off to liberate Sistina!\Right.\Just leave this place to me. response:	Return to your homeland and fulfill your vow!
context: I like it!\This way, the Treaty Lords will have no choice but to acknowledge your achievements.\And nobody will object to my relinquishing leadership.\Moreno, notify the Lords right away.\To make good on what he said at the meeting, Sir Theo has set off to liberate Sistina!\Right.\Just leave this place to me.\Return to your homeland and fulfill your vow! response:	Thanks!
context: This way, the Treaty Lords will have no choice but to acknowledge your achievements.\And nobody will object to my relinquishing leadership.\Moreno, notify the Lords right away.\To make good on what he said at the meeting, Sir Theo has set off to liberate Sistina!\Right.\Just leave this place to me.\Return to your homeland and fulfill your vow!\Thanks! response:	A TREATY FORMED
context: And nobody will object to my relinquishing leadership.\Moreno, notify the Lords right away.\To make good on what he said at the meeting, Sir Theo has set off to liberate Sistina!\Right.\Just leave this place to me.\Return to your homeland and fulfill your vow!\Thanks!\A TREATY FORMED response:	What's that?
context: Moreno, notify the Lords right away.\To make good on what he said at the meeting, Sir Theo has set off to liberate Sistina!\Right.\Just leave this place to me.\Return to your homeland and fulfill your vow!\Thanks!\A TREATY FORMED\What's that? response:	What is it, Father?
context: To make good on what he said at the meeting, Sir Theo has set off to liberate Sistina!\Right.\Just leave this place to me.\Return to your homeland and fulfill your vow!\Thanks!\A TREATY FORMED\What's that?\What is it, Father? response:	Theo Cornaro is on his way.
context: Right.\Just leave this place to me.\Return to your homeland and fulfill your vow!\Thanks!\A TREATY FORMED\What's that?\What is it, Father?\Theo Cornaro is on his way. response:	Did you say Cornaro?
context: Just leave this place to me.\Return to your homeland and fulfill your vow!\Thanks!\A TREATY FORMED\What's that?\What is it, Father?\Theo Cornaro is on his way.\Did you say Cornaro? response:	He's not a descendant. He's only calling himself that.
context: Return to your homeland and fulfill your vow!\Thanks!\A TREATY FORMED\What's that?\What is it, Father?\Theo Cornaro is on his way.\Did you say Cornaro?\He's not a descendant. He's only calling himself that. response:	Right, the Lord you said you saw at the Union congress?
context: Thanks!\A TREATY FORMED\What's that?\What is it, Father?\Theo Cornaro is on his way.\Did you say Cornaro?\He's not a descendant. He's only calling himself that.\Right, the Lord you said you saw at the Union congress? response:	I hear he said he'd be coming to this island one day.
context: A TREATY FORMED\What's that?\What is it, Father?\Theo Cornaro is on his way.\Did you say Cornaro?\He's not a descendant. He's only calling himself that.\Right, the Lord you said you saw at the Union congress?\I hear he said he'd be coming to this island one day. response:	I wonder what he could be planning to do on this island ruled by us Rossinis?
context: What's that?\What is it, Father?\Theo Cornaro is on his way.\Did you say Cornaro?\He's not a descendant. He's only calling himself that.\Right, the Lord you said you saw at the Union congress?\I hear he said he'd be coming to this island one day.\I wonder what he could be planning to do on this island ruled by us Rossinis? response:	But on this island, Cornaro is known as the name of a hero.
context: What is it, Father?\Theo Cornaro is on his way.\Did you say Cornaro?\He's not a descendant. He's only calling himself that.\Right, the Lord you said you saw at the Union congress?\I hear he said he'd be coming to this island one day.\I wonder what he could be planning to do on this island ruled by us Rossinis?\But on this island, Cornaro is known as the name of a hero. response:	Someone coming here, assuming that name... I don't like it.
context: Theo Cornaro is on his way.\Did you say Cornaro?\He's not a descendant. He's only calling himself that.\Right, the Lord you said you saw at the Union congress?\I hear he said he'd be coming to this island one day.\I wonder what he could be planning to do on this island ruled by us Rossinis?\But on this island, Cornaro is known as the name of a hero.\Someone coming here, assuming that name... I don't like it. response:	Juzel's right.
context: Did you say Cornaro?\He's not a descendant. He's only calling himself that.\Right, the Lord you said you saw at the Union congress?\I hear he said he'd be coming to this island one day.\I wonder what he could be planning to do on this island ruled by us Rossinis?\But on this island, Cornaro is known as the name of a hero.\Someone coming here, assuming that name... I don't like it.\Juzel's right. response:	Also, Theo Cornaro is not to be taken lightly.
context: He's not a descendant. He's only calling himself that.\Right, the Lord you said you saw at the Union congress?\I hear he said he'd be coming to this island one day.\I wonder what he could be planning to do on this island ruled by us Rossinis?\But on this island, Cornaro is known as the name of a hero.\Someone coming here, assuming that name... I don't like it.\Juzel's right.\Also, Theo Cornaro is not to be taken lightly. response:	Even the smallest spark can set off a raging fire.
context: Right, the Lord you said you saw at the Union congress?\I hear he said he'd be coming to this island one day.\I wonder what he could be planning to do on this island ruled by us Rossinis?\But on this island, Cornaro is known as the name of a hero.\Someone coming here, assuming that name... I don't like it.\Juzel's right.\Also, Theo Cornaro is not to be taken lightly.\Even the smallest spark can set off a raging fire. response:	So we need to exercise extreme caution, and eliminate him with all our power.
context: I hear he said he'd be coming to this island one day.\I wonder what he could be planning to do on this island ruled by us Rossinis?\But on this island, Cornaro is known as the name of a hero.\Someone coming here, assuming that name... I don't like it.\Juzel's right.\Also, Theo Cornaro is not to be taken lightly.\Even the smallest spark can set off a raging fire.\So we need to exercise extreme caution, and eliminate him with all our power. response:	Hey, you're short on taxes.
context: I wonder what he could be planning to do on this island ruled by us Rossinis?\But on this island, Cornaro is known as the name of a hero.\Someone coming here, assuming that name... I don't like it.\Juzel's right.\Also, Theo Cornaro is not to be taken lightly.\Even the smallest spark can set off a raging fire.\So we need to exercise extreme caution, and eliminate him with all our power.\Hey, you're short on taxes. response:	The effects of the Chaos reduced my yield, sir...
context: But on this island, Cornaro is known as the name of a hero.\Someone coming here, assuming that name... I don't like it.\Juzel's right.\Also, Theo Cornaro is not to be taken lightly.\Even the smallest spark can set off a raging fire.\So we need to exercise extreme caution, and eliminate him with all our power.\Hey, you're short on taxes.\The effects of the Chaos reduced my yield, sir... response:	There's more in that storehouse over there, right?
context: Someone coming here, assuming that name... I don't like it.\Juzel's right.\Also, Theo Cornaro is not to be taken lightly.\Even the smallest spark can set off a raging fire.\So we need to exercise extreme caution, and eliminate him with all our power.\Hey, you're short on taxes.\The effects of the Chaos reduced my yield, sir...\There's more in that storehouse over there, right? response:	B-But that's for us to eat, sir!
context: Juzel's right.\Also, Theo Cornaro is not to be taken lightly.\Even the smallest spark can set off a raging fire.\So we need to exercise extreme caution, and eliminate him with all our power.\Hey, you're short on taxes.\The effects of the Chaos reduced my yield, sir...\There's more in that storehouse over there, right?\B-But that's for us to eat, sir! response:	Bring it over!
context: Also, Theo Cornaro is not to be taken lightly.\Even the smallest spark can set off a raging fire.\So we need to exercise extreme caution, and eliminate him with all our power.\Hey, you're short on taxes.\The effects of the Chaos reduced my yield, sir...\There's more in that storehouse over there, right?\B-But that's for us to eat, sir!\Bring it over! response:	Please, have a heart!
context: Even the smallest spark can set off a raging fire.\So we need to exercise extreme caution, and eliminate him with all our power.\Hey, you're short on taxes.\The effects of the Chaos reduced my yield, sir...\There's more in that storehouse over there, right?\B-But that's for us to eat, sir!\Bring it over!\Please, have a heart! response:	If you take any more from us, we'll starve to death!
context: So we need to exercise extreme caution, and eliminate him with all our power.\Hey, you're short on taxes.\The effects of the Chaos reduced my yield, sir...\There's more in that storehouse over there, right?\B-But that's for us to eat, sir!\Bring it over!\Please, have a heart!\If you take any more from us, we'll starve to death! response:	Out of the way!
context: Hey, you're short on taxes.\The effects of the Chaos reduced my yield, sir...\There's more in that storehouse over there, right?\B-But that's for us to eat, sir!\Bring it over!\Please, have a heart!\If you take any more from us, we'll starve to death!\Out of the way! response:	Please, sir! I beg of you!
context: The effects of the Chaos reduced my yield, sir...\There's more in that storehouse over there, right?\B-But that's for us to eat, sir!\Bring it over!\Please, have a heart!\If you take any more from us, we'll starve to death!\Out of the way!\Please, sir! I beg of you! response:	EPISODE 13: TO THE HOMELAND
