context: It's definitely here! It's right here for sure! response:	Compared to that heart, you're nothing!
context: Thanks... But there's nothing left for us to do in this town.\The time has come for us to leave this town.\We have to go.\Or what? Are you going to cry when I leave\because you'll miss me, Rohan?\Don't be stupid.\Kisara Drugs\Why would I miss you? response:	You already died fifteen years ago.
context: The time has come for us to leave this town.\We have to go.\Or what? Are you going to cry when I leave\because you'll miss me, Rohan?\Don't be stupid.\Kisara Drugs\Why would I miss you?\You already died fifteen years ago. response:	I said this before, but I still believe that ghosts should give up
context: We have to go.\Or what? Are you going to cry when I leave\because you'll miss me, Rohan?\Don't be stupid.\Kisara Drugs\Why would I miss you?\You already died fifteen years ago.\I said this before, but I still believe that ghosts should give up response:	whatever attachments they have left here, and just hurry up and pass on.
context: Or what? Are you going to cry when I leave\because you'll miss me, Rohan?\Don't be stupid.\Kisara Drugs\Why would I miss you?\You already died fifteen years ago.\I said this before, but I still believe that ghosts should give up\whatever attachments they have left here, and just hurry up and pass on. response:	Oh, fine! Since this is the last time, I'll be honest!
context: because you'll miss me, Rohan?\Don't be stupid.\Kisara Drugs\Why would I miss you?\You already died fifteen years ago.\I said this before, but I still believe that ghosts should give up\whatever attachments they have left here, and just hurry up and pass on.\Oh, fine! Since this is the last time, I'll be honest! response:	I will miss you!
context: Don't be stupid.\Kisara Drugs\Why would I miss you?\You already died fifteen years ago.\I said this before, but I still believe that ghosts should give up\whatever attachments they have left here, and just hurry up and pass on.\Oh, fine! Since this is the last time, I'll be honest!\I will miss you! response:	Of course I don't want you to go!
context: Kisara Drugs\Why would I miss you?\You already died fifteen years ago.\I said this before, but I still believe that ghosts should give up\whatever attachments they have left here, and just hurry up and pass on.\Oh, fine! Since this is the last time, I'll be honest!\I will miss you!\Of course I don't want you to go! response:	Hey.
context: Why would I miss you?\You already died fifteen years ago.\I said this before, but I still believe that ghosts should give up\whatever attachments they have left here, and just hurry up and pass on.\Oh, fine! Since this is the last time, I'll be honest!\I will miss you!\Of course I don't want you to go!\Hey. response:	Josuke! Everyone!
context: You already died fifteen years ago.\I said this before, but I still believe that ghosts should give up\whatever attachments they have left here, and just hurry up and pass on.\Oh, fine! Since this is the last time, I'll be honest!\I will miss you!\Of course I don't want you to go!\Hey.\Josuke! Everyone! response:	So it's finally over, Reimi.
context: I said this before, but I still believe that ghosts should give up\whatever attachments they have left here, and just hurry up and pass on.\Oh, fine! Since this is the last time, I'll be honest!\I will miss you!\Of course I don't want you to go!\Hey.\Josuke! Everyone!\So it's finally over, Reimi. response:	Yukako! Hazamada, and everyone else!
context: whatever attachments they have left here, and just hurry up and pass on.\Oh, fine! Since this is the last time, I'll be honest!\I will miss you!\Of course I don't want you to go!\Hey.\Josuke! Everyone!\So it's finally over, Reimi.\Yukako! Hazamada, and everyone else! response:	We came to see you off.
context: Oh, fine! Since this is the last time, I'll be honest!\I will miss you!\Of course I don't want you to go!\Hey.\Josuke! Everyone!\So it's finally over, Reimi.\Yukako! Hazamada, and everyone else!\We came to see you off. response:	Everyone...
context: I will miss you!\Of course I don't want you to go!\Hey.\Josuke! Everyone!\So it's finally over, Reimi.\Yukako! Hazamada, and everyone else!\We came to see you off.\Everyone... response:	I know it's strange to say this to a dead person, but take care.
context: Of course I don't want you to go!\Hey.\Josuke! Everyone!\So it's finally over, Reimi.\Yukako! Hazamada, and everyone else!\We came to see you off.\Everyone...\I know it's strange to say this to a dead person, but take care. response:	I'm going to miss you, too.
context: Hey.\Josuke! Everyone!\So it's finally over, Reimi.\Yukako! Hazamada, and everyone else!\We came to see you off.\Everyone...\I know it's strange to say this to a dead person, but take care.\I'm going to miss you, too. response:	You're a wonderful young lady.
context: Josuke! Everyone!\So it's finally over, Reimi.\Yukako! Hazamada, and everyone else!\We came to see you off.\Everyone...\I know it's strange to say this to a dead person, but take care.\I'm going to miss you, too.\You're a wonderful young lady. response:	Reimi! Thank you for everything!
context: So it's finally over, Reimi.\Yukako! Hazamada, and everyone else!\We came to see you off.\Everyone...\I know it's strange to say this to a dead person, but take care.\I'm going to miss you, too.\You're a wonderful young lady.\Reimi! Thank you for everything! response:	Because of you, this town was saved!
context: Yukako! Hazamada, and everyone else!\We came to see you off.\Everyone...\I know it's strange to say this to a dead person, but take care.\I'm going to miss you, too.\You're a wonderful young lady.\Reimi! Thank you for everything!\Because of you, this town was saved! response:	Thanks, Koichi.
context: We came to see you off.\Everyone...\I know it's strange to say this to a dead person, but take care.\I'm going to miss you, too.\You're a wonderful young lady.\Reimi! Thank you for everything!\Because of you, this town was saved!\Thanks, Koichi. response:	But I believe we all saved Morioh together.
context: Everyone...\I know it's strange to say this to a dead person, but take care.\I'm going to miss you, too.\You're a wonderful young lady.\Reimi! Thank you for everything!\Because of you, this town was saved!\Thanks, Koichi.\But I believe we all saved Morioh together. response:	I'm sure that no one here will ever forget you.
context: I know it's strange to say this to a dead person, but take care.\I'm going to miss you, too.\You're a wonderful young lady.\Reimi! Thank you for everything!\Because of you, this town was saved!\Thanks, Koichi.\But I believe we all saved Morioh together.\I'm sure that no one here will ever forget you. response:	Thank you, everyone.
context: I'm going to miss you, too.\You're a wonderful young lady.\Reimi! Thank you for everything!\Because of you, this town was saved!\Thanks, Koichi.\But I believe we all saved Morioh together.\I'm sure that no one here will ever forget you.\Thank you, everyone. response:	Goodbye, everyone.
context: You're a wonderful young lady.\Reimi! Thank you for everything!\Because of you, this town was saved!\Thanks, Koichi.\But I believe we all saved Morioh together.\I'm sure that no one here will ever forget you.\Thank you, everyone.\Goodbye, everyone. response:	Goodbye, Reimi.
context: Reimi! Thank you for everything!\Because of you, this town was saved!\Thanks, Koichi.\But I believe we all saved Morioh together.\I'm sure that no one here will ever forget you.\Thank you, everyone.\Goodbye, everyone.\Goodbye, Reimi. response:	Goodbye...
context: Because of you, this town was saved!\Thanks, Koichi.\But I believe we all saved Morioh together.\I'm sure that no one here will ever forget you.\Thank you, everyone.\Goodbye, everyone.\Goodbye, Reimi.\Goodbye... response:	He's awfully late tonight...
context: Thanks, Koichi.\But I believe we all saved Morioh together.\I'm sure that no one here will ever forget you.\Thank you, everyone.\Goodbye, everyone.\Goodbye, Reimi.\Goodbye...\He's awfully late tonight... response:	I wonder if he had to work overtime.
context: But I believe we all saved Morioh together.\I'm sure that no one here will ever forget you.\Thank you, everyone.\Goodbye, everyone.\Goodbye, Reimi.\Goodbye...\He's awfully late tonight...\I wonder if he had to work overtime. response:	He could call, at least...
context: I'm sure that no one here will ever forget you.\Thank you, everyone.\Goodbye, everyone.\Goodbye, Reimi.\Goodbye...\He's awfully late tonight...\I wonder if he had to work overtime.\He could call, at least... response:	Oh, Hayato.
context: Thank you, everyone.\Goodbye, everyone.\Goodbye, Reimi.\Goodbye...\He's awfully late tonight...\I wonder if he had to work overtime.\He could call, at least...\Oh, Hayato. response:	You go on and eat before it gets cold.
context: Goodbye, everyone.\Goodbye, Reimi.\Goodbye...\He's awfully late tonight...\I wonder if he had to work overtime.\He could call, at least...\Oh, Hayato.\You go on and eat before it gets cold. response:	I'll eat when your father gets home.
context: Goodbye, Reimi.\Goodbye...\He's awfully late tonight...\I wonder if he had to work overtime.\He could call, at least...\Oh, Hayato.\You go on and eat before it gets cold.\I'll eat when your father gets home. response:	Hayato?
context: Goodbye...\He's awfully late tonight...\I wonder if he had to work overtime.\He could call, at least...\Oh, Hayato.\You go on and eat before it gets cold.\I'll eat when your father gets home.\Hayato? response:	I'll wait, too...
context: He's awfully late tonight...\I wonder if he had to work overtime.\He could call, at least...\Oh, Hayato.\You go on and eat before it gets cold.\I'll eat when your father gets home.\Hayato?\I'll wait, too... response:	I'll eat with you
context: I wonder if he had to work overtime.\He could call, at least...\Oh, Hayato.\You go on and eat before it gets cold.\I'll eat when your father gets home.\Hayato?\I'll wait, too...\I'll eat with you response:	when Dad gets home, too...
context: He could call, at least...\Oh, Hayato.\You go on and eat before it gets cold.\I'll eat when your father gets home.\Hayato?\I'll wait, too...\I'll eat with you\when Dad gets home, too... response:	You sure?
context: Oh, Hayato.\You go on and eat before it gets cold.\I'll eat when your father gets home.\Hayato?\I'll wait, too...\I'll eat with you\when Dad gets home, too...\You sure? response:	By the way, have you gotten a little taller lately?
context: You go on and eat before it gets cold.\I'll eat when your father gets home.\Hayato?\I'll wait, too...\I'll eat with you\when Dad gets home, too...\You sure?\By the way, have you gotten a little taller lately? response:	Our town, Morioh, was deeply hurt.
context: I'll eat when your father gets home.\Hayato?\I'll wait, too...\I'll eat with you\when Dad gets home, too...\You sure?\By the way, have you gotten a little taller lately?\Our town, Morioh, was deeply hurt. response:	The town was hurt by the monster named Yoshikage Kira
context: Hayato?\I'll wait, too...\I'll eat with you\when Dad gets home, too...\You sure?\By the way, have you gotten a little taller lately?\Our town, Morioh, was deeply hurt.\The town was hurt by the monster named Yoshikage Kira response:	that this town itself had created.
context: I'll wait, too...\I'll eat with you\when Dad gets home, too...\You sure?\By the way, have you gotten a little taller lately?\Our town, Morioh, was deeply hurt.\The town was hurt by the monster named Yoshikage Kira\that this town itself had created. response:	I'm sure that Hayato's mom
context: I'll eat with you\when Dad gets home, too...\You sure?\By the way, have you gotten a little taller lately?\Our town, Morioh, was deeply hurt.\The town was hurt by the monster named Yoshikage Kira\that this town itself had created.\I'm sure that Hayato's mom response:	will forever be waiting for her husband to return.
context: when Dad gets home, too...\You sure?\By the way, have you gotten a little taller lately?\Our town, Morioh, was deeply hurt.\The town was hurt by the monster named Yoshikage Kira\that this town itself had created.\I'm sure that Hayato's mom\will forever be waiting for her husband to return. response:	Shigechi's parents will forever be waiting for him to return.
context: You sure?\By the way, have you gotten a little taller lately?\Our town, Morioh, was deeply hurt.\The town was hurt by the monster named Yoshikage Kira\that this town itself had created.\I'm sure that Hayato's mom\will forever be waiting for her husband to return.\Shigechi's parents will forever be waiting for him to return. response:	The families of the daughters and sisters killed by Yoshikage Kira
context: By the way, have you gotten a little taller lately?\Our town, Morioh, was deeply hurt.\The town was hurt by the monster named Yoshikage Kira\that this town itself had created.\I'm sure that Hayato's mom\will forever be waiting for her husband to return.\Shigechi's parents will forever be waiting for him to return.\The families of the daughters and sisters killed by Yoshikage Kira response:	will forever be waiting for their return.
context: Our town, Morioh, was deeply hurt.\The town was hurt by the monster named Yoshikage Kira\that this town itself had created.\I'm sure that Hayato's mom\will forever be waiting for her husband to return.\Shigechi's parents will forever be waiting for him to return.\The families of the daughters and sisters killed by Yoshikage Kira\will forever be waiting for their return. response:	The pain of their wounds will now only get deeper.
context: The town was hurt by the monster named Yoshikage Kira\that this town itself had created.\I'm sure that Hayato's mom\will forever be waiting for her husband to return.\Shigechi's parents will forever be waiting for him to return.\The families of the daughters and sisters killed by Yoshikage Kira\will forever be waiting for their return.\The pain of their wounds will now only get deeper. response:	How can we try to ease this pain?
context: that this town itself had created.\I'm sure that Hayato's mom\will forever be waiting for her husband to return.\Shigechi's parents will forever be waiting for him to return.\The families of the daughters and sisters killed by Yoshikage Kira\will forever be waiting for their return.\The pain of their wounds will now only get deeper.\How can we try to ease this pain? response:	Will it be life-threatening for this town's future, or will it eventually disappear?
context: I'm sure that Hayato's mom\will forever be waiting for her husband to return.\Shigechi's parents will forever be waiting for him to return.\The families of the daughters and sisters killed by Yoshikage Kira\will forever be waiting for their return.\The pain of their wounds will now only get deeper.\How can we try to ease this pain?\Will it be life-threatening for this town's future, or will it eventually disappear? response:	I have no idea.
context: will forever be waiting for her husband to return.\Shigechi's parents will forever be waiting for him to return.\The families of the daughters and sisters killed by Yoshikage Kira\will forever be waiting for their return.\The pain of their wounds will now only get deeper.\How can we try to ease this pain?\Will it be life-threatening for this town's future, or will it eventually disappear?\I have no idea. response:	Are you worried, Jotaro?
context: Shigechi's parents will forever be waiting for him to return.\The families of the daughters and sisters killed by Yoshikage Kira\will forever be waiting for their return.\The pain of their wounds will now only get deeper.\How can we try to ease this pain?\Will it be life-threatening for this town's future, or will it eventually disappear?\I have no idea.\Are you worried, Jotaro? response:	About leaving this town?
context: The families of the daughters and sisters killed by Yoshikage Kira\will forever be waiting for their return.\The pain of their wounds will now only get deeper.\How can we try to ease this pain?\Will it be life-threatening for this town's future, or will it eventually disappear?\I have no idea.\Are you worried, Jotaro?\About leaving this town? response:	Yeah, a little.
context: will forever be waiting for their return.\The pain of their wounds will now only get deeper.\How can we try to ease this pain?\Will it be life-threatening for this town's future, or will it eventually disappear?\I have no idea.\Are you worried, Jotaro?\About leaving this town?\Yeah, a little. response:	After watching Josuke and the others get involved in this incident in Morioh,
context: The pain of their wounds will now only get deeper.\How can we try to ease this pain?\Will it be life-threatening for this town's future, or will it eventually disappear?\I have no idea.\Are you worried, Jotaro?\About leaving this town?\Yeah, a little.\After watching Josuke and the others get involved in this incident in Morioh, response:	there's one thing that I can say...
context: How can we try to ease this pain?\Will it be life-threatening for this town's future, or will it eventually disappear?\I have no idea.\Are you worried, Jotaro?\About leaving this town?\Yeah, a little.\After watching Josuke and the others get involved in this incident in Morioh,\there's one thing that I can say... response:	That the young people in this town have hearts of gold.
context: Will it be life-threatening for this town's future, or will it eventually disappear?\I have no idea.\Are you worried, Jotaro?\About leaving this town?\Yeah, a little.\After watching Josuke and the others get involved in this incident in Morioh,\there's one thing that I can say...\That the young people in this town have hearts of gold. response:	The same hearts of gold shining with justice
context: I have no idea.\Are you worried, Jotaro?\About leaving this town?\Yeah, a little.\After watching Josuke and the others get involved in this incident in Morioh,\there's one thing that I can say...\That the young people in this town have hearts of gold.\The same hearts of gold shining with justice response:	that we saw when we headed to Egypt.
context: Are you worried, Jotaro?\About leaving this town?\Yeah, a little.\After watching Josuke and the others get involved in this incident in Morioh,\there's one thing that I can say...\That the young people in this town have hearts of gold.\The same hearts of gold shining with justice\that we saw when we headed to Egypt. response:	I saw that within Josuke and the others...
context: About leaving this town?\Yeah, a little.\After watching Josuke and the others get involved in this incident in Morioh,\there's one thing that I can say...\That the young people in this town have hearts of gold.\The same hearts of gold shining with justice\that we saw when we headed to Egypt.\I saw that within Josuke and the others... response:	As long as they have that, they'll be fine.
context: Yeah, a little.\After watching Josuke and the others get involved in this incident in Morioh,\there's one thing that I can say...\That the young people in this town have hearts of gold.\The same hearts of gold shining with justice\that we saw when we headed to Egypt.\I saw that within Josuke and the others...\As long as they have that, they'll be fine. response:	We won't have to worry about this town any longer.
context: After watching Josuke and the others get involved in this incident in Morioh,\there's one thing that I can say...\That the young people in this town have hearts of gold.\The same hearts of gold shining with justice\that we saw when we headed to Egypt.\I saw that within Josuke and the others...\As long as they have that, they'll be fine.\We won't have to worry about this town any longer. response:	Hey, Old Man!
context: there's one thing that I can say...\That the young people in this town have hearts of gold.\The same hearts of gold shining with justice\that we saw when we headed to Egypt.\I saw that within Josuke and the others...\As long as they have that, they'll be fine.\We won't have to worry about this town any longer.\Hey, Old Man! response:	Can't you hear me, Old Man?
context: That the young people in this town have hearts of gold.\The same hearts of gold shining with justice\that we saw when we headed to Egypt.\I saw that within Josuke and the others...\As long as they have that, they'll be fine.\We won't have to worry about this town any longer.\Hey, Old Man!\Can't you hear me, Old Man? response:	Now, then... I guess I should say goodbye to the son I'm so proud of.
context: The same hearts of gold shining with justice\that we saw when we headed to Egypt.\I saw that within Josuke and the others...\As long as they have that, they'll be fine.\We won't have to worry about this town any longer.\Hey, Old Man!\Can't you hear me, Old Man?\Now, then... I guess I should say goodbye to the son I'm so proud of. response:	The picture of my mom that I just gave you...
context: that we saw when we headed to Egypt.\I saw that within Josuke and the others...\As long as they have that, they'll be fine.\We won't have to worry about this town any longer.\Hey, Old Man!\Can't you hear me, Old Man?\Now, then... I guess I should say goodbye to the son I'm so proud of.\The picture of my mom that I just gave you... response:	You still got it?
context: I saw that within Josuke and the others...\As long as they have that, they'll be fine.\We won't have to worry about this town any longer.\Hey, Old Man!\Can't you hear me, Old Man?\Now, then... I guess I should say goodbye to the son I'm so proud of.\The picture of my mom that I just gave you...\You still got it? response:	Yes. I put it in my wallet, just as you asked.
context: As long as they have that, they'll be fine.\We won't have to worry about this town any longer.\Hey, Old Man!\Can't you hear me, Old Man?\Now, then... I guess I should say goodbye to the son I'm so proud of.\The picture of my mom that I just gave you...\You still got it?\Yes. I put it in my wallet, just as you asked. response:	I'm leaving without seeing your mother, but I wish her nothing but happiness.
context: We won't have to worry about this town any longer.\Hey, Old Man!\Can't you hear me, Old Man?\Now, then... I guess I should say goodbye to the son I'm so proud of.\The picture of my mom that I just gave you...\You still got it?\Yes. I put it in my wallet, just as you asked.\I'm leaving without seeing your mother, but I wish her nothing but happiness. response:	Ah... So you put it in your wallet...
context: Hey, Old Man!\Can't you hear me, Old Man?\Now, then... I guess I should say goodbye to the son I'm so proud of.\The picture of my mom that I just gave you...\You still got it?\Yes. I put it in my wallet, just as you asked.\I'm leaving without seeing your mother, but I wish her nothing but happiness.\Ah... So you put it in your wallet... response:	This is the edge of that picture.
context: Can't you hear me, Old Man?\Now, then... I guess I should say goodbye to the son I'm so proud of.\The picture of my mom that I just gave you...\You still got it?\Yes. I put it in my wallet, just as you asked.\I'm leaving without seeing your mother, but I wish her nothing but happiness.\Ah... So you put it in your wallet...\This is the edge of that picture. response:	Shining Diamond!
context: Now, then... I guess I should say goodbye to the son I'm so proud of.\The picture of my mom that I just gave you...\You still got it?\Yes. I put it in my wallet, just as you asked.\I'm leaving without seeing your mother, but I wish her nothing but happiness.\Ah... So you put it in your wallet...\This is the edge of that picture.\Shining Diamond! response:	I'll be taking this!
context: The picture of my mom that I just gave you...\You still got it?\Yes. I put it in my wallet, just as you asked.\I'm leaving without seeing your mother, but I wish her nothing but happiness.\Ah... So you put it in your wallet...\This is the edge of that picture.\Shining Diamond!\I'll be taking this! response:	A dad should give his son an allowance, right?
context: You still got it?\Yes. I put it in my wallet, just as you asked.\I'm leaving without seeing your mother, but I wish her nothing but happiness.\Ah... So you put it in your wallet...\This is the edge of that picture.\Shining Diamond!\I'll be taking this!\A dad should give his son an allowance, right? response:	Not to mention, if you take that picture back home,
context: Yes. I put it in my wallet, just as you asked.\I'm leaving without seeing your mother, but I wish her nothing but happiness.\Ah... So you put it in your wallet...\This is the edge of that picture.\Shining Diamond!\I'll be taking this!\A dad should give his son an allowance, right?\Not to mention, if you take that picture back home, response:	your old lady's gonna get mad at you again!
context: I'm leaving without seeing your mother, but I wish her nothing but happiness.\Ah... So you put it in your wallet...\This is the edge of that picture.\Shining Diamond!\I'll be taking this!\A dad should give his son an allowance, right?\Not to mention, if you take that picture back home,\your old lady's gonna get mad at you again! response:	Y-You little brat...
context: Ah... So you put it in your wallet...\This is the edge of that picture.\Shining Diamond!\I'll be taking this!\A dad should give his son an allowance, right?\Not to mention, if you take that picture back home,\your old lady's gonna get mad at you again!\Y-You little brat... response:	You gonna take back what you said about him having a heart of gold, old man?
context: This is the edge of that picture.\Shining Diamond!\I'll be taking this!\A dad should give his son an allowance, right?\Not to mention, if you take that picture back home,\your old lady's gonna get mad at you again!\Y-You little brat...\You gonna take back what you said about him having a heart of gold, old man? response:	Take care!
context: Shining Diamond!\I'll be taking this!\A dad should give his son an allowance, right?\Not to mention, if you take that picture back home,\your old lady's gonna get mad at you again!\Y-You little brat...\You gonna take back what you said about him having a heart of gold, old man?\Take care! response:	The invisible baby's mother was never found,
context: I'll be taking this!\A dad should give his son an allowance, right?\Not to mention, if you take that picture back home,\your old lady's gonna get mad at you again!\Y-You little brat...\You gonna take back what you said about him having a heart of gold, old man?\Take care!\The invisible baby's mother was never found, response:	and the baby ended up being adopted by Joseph Joestar.
context: A dad should give his son an allowance, right?\Not to mention, if you take that picture back home,\your old lady's gonna get mad at you again!\Y-You little brat...\You gonna take back what you said about him having a heart of gold, old man?\Take care!\The invisible baby's mother was never found,\and the baby ended up being adopted by Joseph Joestar. response:	Jotaro Kujo got his doctorate from a thesis he wrote
context: Not to mention, if you take that picture back home,\your old lady's gonna get mad at you again!\Y-You little brat...\You gonna take back what you said about him having a heart of gold, old man?\Take care!\The invisible baby's mother was never found,\and the baby ended up being adopted by Joseph Joestar.\Jotaro Kujo got his doctorate from a thesis he wrote response:	while he was here about a starfish he saw on the beach.
context: your old lady's gonna get mad at you again!\Y-You little brat...\You gonna take back what you said about him having a heart of gold, old man?\Take care!\The invisible baby's mother was never found,\and the baby ended up being adopted by Joseph Joestar.\Jotaro Kujo got his doctorate from a thesis he wrote\while he was here about a starfish he saw on the beach. response:	Josuke, that jerk!
context: Y-You little brat...\You gonna take back what you said about him having a heart of gold, old man?\Take care!\The invisible baby's mother was never found,\and the baby ended up being adopted by Joseph Joestar.\Jotaro Kujo got his doctorate from a thesis he wrote\while he was here about a starfish he saw on the beach.\Josuke, that jerk! response:	He ate the snack I was saving for myself again!
context: You gonna take back what you said about him having a heart of gold, old man?\Take care!\The invisible baby's mother was never found,\and the baby ended up being adopted by Joseph Joestar.\Jotaro Kujo got his doctorate from a thesis he wrote\while he was here about a starfish he saw on the beach.\Josuke, that jerk!\He ate the snack I was saving for myself again! response:	Ugh!
context: Take care!\The invisible baby's mother was never found,\and the baby ended up being adopted by Joseph Joestar.\Jotaro Kujo got his doctorate from a thesis he wrote\while he was here about a starfish he saw on the beach.\Josuke, that jerk!\He ate the snack I was saving for myself again!\Ugh! response:	I'm gonna drink his juice.
context: The invisible baby's mother was never found,\and the baby ended up being adopted by Joseph Joestar.\Jotaro Kujo got his doctorate from a thesis he wrote\while he was here about a starfish he saw on the beach.\Josuke, that jerk!\He ate the snack I was saving for myself again!\Ugh!\I'm gonna drink his juice. response:	Koichi!
context: and the baby ended up being adopted by Joseph Joestar.\Jotaro Kujo got his doctorate from a thesis he wrote\while he was here about a starfish he saw on the beach.\Josuke, that jerk!\He ate the snack I was saving for myself again!\Ugh!\I'm gonna drink his juice.\Koichi! response:	Sorry!
context: Jotaro Kujo got his doctorate from a thesis he wrote\while he was here about a starfish he saw on the beach.\Josuke, that jerk!\He ate the snack I was saving for myself again!\Ugh!\I'm gonna drink his juice.\Koichi!\Sorry! response:	I was late because I was making us lunch.
context: while he was here about a starfish he saw on the beach.\Josuke, that jerk!\He ate the snack I was saving for myself again!\Ugh!\I'm gonna drink his juice.\Koichi!\Sorry!\I was late because I was making us lunch. response:	Huh? You made us lunch? Thanks!
context: Josuke, that jerk!\He ate the snack I was saving for myself again!\Ugh!\I'm gonna drink his juice.\Koichi!\Sorry!\I was late because I was making us lunch.\Huh? You made us lunch? Thanks! response:	I can't wait to eat it.
context: He ate the snack I was saving for myself again!\Ugh!\I'm gonna drink his juice.\Koichi!\Sorry!\I was late because I was making us lunch.\Huh? You made us lunch? Thanks!\I can't wait to eat it. response:	So good!
context: Ugh!\I'm gonna drink his juice.\Koichi!\Sorry!\I was late because I was making us lunch.\Huh? You made us lunch? Thanks!\I can't wait to eat it.\So good! response:	Whew
context: I'm gonna drink his juice.\Koichi!\Sorry!\I was late because I was making us lunch.\Huh? You made us lunch? Thanks!\I can't wait to eat it.\So good!\Whew response:	Oh, here it comes! Yeah! That intensity!
context: Koichi!\Sorry!\I was late because I was making us lunch.\Huh? You made us lunch? Thanks!\I can't wait to eat it.\So good!\Whew\Oh, here it comes! Yeah! That intensity! response:	You might be able to turn back to normal, Dad!
context: Sorry!\I was late because I was making us lunch.\Huh? You made us lunch? Thanks!\I can't wait to eat it.\So good!\Whew\Oh, here it comes! Yeah! That intensity!\You might be able to turn back to normal, Dad! response:	Well, whatever.
context: I was late because I was making us lunch.\Huh? You made us lunch? Thanks!\I can't wait to eat it.\So good!\Whew\Oh, here it comes! Yeah! That intensity!\You might be able to turn back to normal, Dad!\Well, whatever. response:	My skin is so soft!
context: Huh? You made us lunch? Thanks!\I can't wait to eat it.\So good!\Whew\Oh, here it comes! Yeah! That intensity!\You might be able to turn back to normal, Dad!\Well, whatever.\My skin is so soft! response:	My eyes feel so refreshed!
context: I can't wait to eat it.\So good!\Whew\Oh, here it comes! Yeah! That intensity!\You might be able to turn back to normal, Dad!\Well, whatever.\My skin is so soft!\My eyes feel so refreshed! response:	The food here was amazing!
context: So good!\Whew\Oh, here it comes! Yeah! That intensity!\You might be able to turn back to normal, Dad!\Well, whatever.\My skin is so soft!\My eyes feel so refreshed!\The food here was amazing! response:	Right? Even I look so much more beautiful that I don't know what
context: Whew\Oh, here it comes! Yeah! That intensity!\You might be able to turn back to normal, Dad!\Well, whatever.\My skin is so soft!\My eyes feel so refreshed!\The food here was amazing!\Right? Even I look so much more beautiful that I don't know what response:	I'm going to do with myself.
context: Oh, here it comes! Yeah! That intensity!\You might be able to turn back to normal, Dad!\Well, whatever.\My skin is so soft!\My eyes feel so refreshed!\The food here was amazing!\Right? Even I look so much more beautiful that I don't know what\I'm going to do with myself. response:	You're shining, Yu.
context: You might be able to turn back to normal, Dad!\Well, whatever.\My skin is so soft!\My eyes feel so refreshed!\The food here was amazing!\Right? Even I look so much more beautiful that I don't know what\I'm going to do with myself.\You're shining, Yu. response:	So shiny!
context: Well, whatever.\My skin is so soft!\My eyes feel so refreshed!\The food here was amazing!\Right? Even I look so much more beautiful that I don't know what\I'm going to do with myself.\You're shining, Yu.\So shiny! response:	You think so?
context: My skin is so soft!\My eyes feel so refreshed!\The food here was amazing!\Right? Even I look so much more beautiful that I don't know what\I'm going to do with myself.\You're shining, Yu.\So shiny!\You think so? response:	I'm shiny, eh?
context: My eyes feel so refreshed!\The food here was amazing!\Right? Even I look so much more beautiful that I don't know what\I'm going to do with myself.\You're shining, Yu.\So shiny!\You think so?\I'm shiny, eh? response:	Grazie!
context: The food here was amazing!\Right? Even I look so much more beautiful that I don't know what\I'm going to do with myself.\You're shining, Yu.\So shiny!\You think so?\I'm shiny, eh?\Grazie! response:	I look forward to your next visit.
context: Right? Even I look so much more beautiful that I don't know what\I'm going to do with myself.\You're shining, Yu.\So shiny!\You think so?\I'm shiny, eh?\Grazie!\I look forward to your next visit. response:	I just saw Ko holding hands with a really pretty girl!
context: I'm going to do with myself.\You're shining, Yu.\So shiny!\You think so?\I'm shiny, eh?\Grazie!\I look forward to your next visit.\I just saw Ko holding hands with a really pretty girl! response:	Huh? What does that mean? He hasn't told me anything!
context: You're shining, Yu.\So shiny!\You think so?\I'm shiny, eh?\Grazie!\I look forward to your next visit.\I just saw Ko holding hands with a really pretty girl!\Huh? What does that mean? He hasn't told me anything! response:	Did you hear about Mr. Kira who went missing?
context: So shiny!\You think so?\I'm shiny, eh?\Grazie!\I look forward to your next visit.\I just saw Ko holding hands with a really pretty girl!\Huh? What does that mean? He hasn't told me anything!\Did you hear about Mr. Kira who went missing? response:	I did! You mean how he turned up as a faceless corpse, right?
context: You think so?\I'm shiny, eh?\Grazie!\I look forward to your next visit.\I just saw Ko holding hands with a really pretty girl!\Huh? What does that mean? He hasn't told me anything!\Did you hear about Mr. Kira who went missing?\I did! You mean how he turned up as a faceless corpse, right? response:	That's so scary...
context: I'm shiny, eh?\Grazie!\I look forward to your next visit.\I just saw Ko holding hands with a really pretty girl!\Huh? What does that mean? He hasn't told me anything!\Did you hear about Mr. Kira who went missing?\I did! You mean how he turned up as a faceless corpse, right?\That's so scary... response:	What are you gonna do about it?
context: Grazie!\I look forward to your next visit.\I just saw Ko holding hands with a really pretty girl!\Huh? What does that mean? He hasn't told me anything!\Did you hear about Mr. Kira who went missing?\I did! You mean how he turned up as a faceless corpse, right?\That's so scary...\What are you gonna do about it? response:	Wha?
context: I look forward to your next visit.\I just saw Ko holding hands with a really pretty girl!\Huh? What does that mean? He hasn't told me anything!\Did you hear about Mr. Kira who went missing?\I did! You mean how he turned up as a faceless corpse, right?\That's so scary...\What are you gonna do about it?\Wha? response:	I'm telling you that juice sprayed out from the can
