context: I-I-I have a... fiancee? response:	And what do you mean, she's coming tomorrow?
context: Of course we are! Aren't you worried at all?\Who is that?\A model?\Never in his wildest dreams would it occur to him that I'd be dressed so stylishly!\I've got to monitor his actions, and report to Mistress!\That's right! I'm not doing this because I need to know! It's for Mistress's sake!\Um, excuse me?\Could I ask you for some directions? response:	We're trying to go here.
context: Who is that?\A model?\Never in his wildest dreams would it occur to him that I'd be dressed so stylishly!\I've got to monitor his actions, and report to Mistress!\That's right! I'm not doing this because I need to know! It's for Mistress's sake!\Um, excuse me?\Could I ask you for some directions?\We're trying to go here. response:	Do you know how to get there?
context: A model?\Never in his wildest dreams would it occur to him that I'd be dressed so stylishly!\I've got to monitor his actions, and report to Mistress!\That's right! I'm not doing this because I need to know! It's for Mistress's sake!\Um, excuse me?\Could I ask you for some directions?\We're trying to go here.\Do you know how to get there? response:	That was one gorgeous-looking girl just now.
context: Never in his wildest dreams would it occur to him that I'd be dressed so stylishly!\I've got to monitor his actions, and report to Mistress!\That's right! I'm not doing this because I need to know! It's for Mistress's sake!\Um, excuse me?\Could I ask you for some directions?\We're trying to go here.\Do you know how to get there?\That was one gorgeous-looking girl just now. response:	A celebrity, maybe?
context: I've got to monitor his actions, and report to Mistress!\That's right! I'm not doing this because I need to know! It's for Mistress's sake!\Um, excuse me?\Could I ask you for some directions?\We're trying to go here.\Do you know how to get there?\That was one gorgeous-looking girl just now.\A celebrity, maybe? response:	He didn't recognize me at all.
context: That's right! I'm not doing this because I need to know! It's for Mistress's sake!\Um, excuse me?\Could I ask you for some directions?\We're trying to go here.\Do you know how to get there?\That was one gorgeous-looking girl just now.\A celebrity, maybe?\He didn't recognize me at all. response:	Come on! Come on!
context: Um, excuse me?\Could I ask you for some directions?\We're trying to go here.\Do you know how to get there?\That was one gorgeous-looking girl just now.\A celebrity, maybe?\He didn't recognize me at all.\Come on! Come on! response:	Would it kill you to recognize me even a little bit, you clueless bastard?
context: Could I ask you for some directions?\We're trying to go here.\Do you know how to get there?\That was one gorgeous-looking girl just now.\A celebrity, maybe?\He didn't recognize me at all.\Come on! Come on!\Would it kill you to recognize me even a little bit, you clueless bastard? response:	In this get-up, no one will realize it's me!
context: We're trying to go here.\Do you know how to get there?\That was one gorgeous-looking girl just now.\A celebrity, maybe?\He didn't recognize me at all.\Come on! Come on!\Would it kill you to recognize me even a little bit, you clueless bastard?\In this get-up, no one will realize it's me! response:	Uh, you there!
context: Do you know how to get there?\That was one gorgeous-looking girl just now.\A celebrity, maybe?\He didn't recognize me at all.\Come on! Come on!\Would it kill you to recognize me even a little bit, you clueless bastard?\In this get-up, no one will realize it's me!\Uh, you there! response:	Would you mind coming over here so I can ask you a few questions?
context: That was one gorgeous-looking girl just now.\A celebrity, maybe?\He didn't recognize me at all.\Come on! Come on!\Would it kill you to recognize me even a little bit, you clueless bastard?\In this get-up, no one will realize it's me!\Uh, you there!\Would you mind coming over here so I can ask you a few questions? response:	Hey! Hey, you! Come back here!
context: A celebrity, maybe?\He didn't recognize me at all.\Come on! Come on!\Would it kill you to recognize me even a little bit, you clueless bastard?\In this get-up, no one will realize it's me!\Uh, you there!\Would you mind coming over here so I can ask you a few questions?\Hey! Hey, you! Come back here! response:	This place looks expensive!
context: He didn't recognize me at all.\Come on! Come on!\Would it kill you to recognize me even a little bit, you clueless bastard?\In this get-up, no one will realize it's me!\Uh, you there!\Would you mind coming over here so I can ask you a few questions?\Hey! Hey, you! Come back here!\This place looks expensive! response:	Excuse me, Raku-sama!
context: Come on! Come on!\Would it kill you to recognize me even a little bit, you clueless bastard?\In this get-up, no one will realize it's me!\Uh, you there!\Would you mind coming over here so I can ask you a few questions?\Hey! Hey, you! Come back here!\This place looks expensive!\Excuse me, Raku-sama! response:	Yes?
context: Would it kill you to recognize me even a little bit, you clueless bastard?\In this get-up, no one will realize it's me!\Uh, you there!\Would you mind coming over here so I can ask you a few questions?\Hey! Hey, you! Come back here!\This place looks expensive!\Excuse me, Raku-sama!\Yes? response:	All right. Say ah!
context: In this get-up, no one will realize it's me!\Uh, you there!\Would you mind coming over here so I can ask you a few questions?\Hey! Hey, you! Come back here!\This place looks expensive!\Excuse me, Raku-sama!\Yes?\All right. Say ah! response:	Hey! What are you doing?
context: Uh, you there!\Would you mind coming over here so I can ask you a few questions?\Hey! Hey, you! Come back here!\This place looks expensive!\Excuse me, Raku-sama!\Yes?\All right. Say ah!\Hey! What are you doing? response:	Oh, where's the harm?
context: Would you mind coming over here so I can ask you a few questions?\Hey! Hey, you! Come back here!\This place looks expensive!\Excuse me, Raku-sama!\Yes?\All right. Say ah!\Hey! What are you doing?\Oh, where's the harm? response:	It's a perfectly natural thing for a fiancee to do.
context: Hey! Hey, you! Come back here!\This place looks expensive!\Excuse me, Raku-sama!\Yes?\All right. Say ah!\Hey! What are you doing?\Oh, where's the harm?\It's a perfectly natural thing for a fiancee to do. response:	Were you thinking about your girlfriend, perhaps?
context: This place looks expensive!\Excuse me, Raku-sama!\Yes?\All right. Say ah!\Hey! What are you doing?\Oh, where's the harm?\It's a perfectly natural thing for a fiancee to do.\Were you thinking about your girlfriend, perhaps? response:	No, I wouldn't say that...
context: Excuse me, Raku-sama!\Yes?\All right. Say ah!\Hey! What are you doing?\Oh, where's the harm?\It's a perfectly natural thing for a fiancee to do.\Were you thinking about your girlfriend, perhaps?\No, I wouldn't say that... response:	I just don't understand why you would choose a primate such as herself.
context: Yes?\All right. Say ah!\Hey! What are you doing?\Oh, where's the harm?\It's a perfectly natural thing for a fiancee to do.\Were you thinking about your girlfriend, perhaps?\No, I wouldn't say that...\I just don't understand why you would choose a primate such as herself. response:	Hey, don't be like that.
context: All right. Say ah!\Hey! What are you doing?\Oh, where's the harm?\It's a perfectly natural thing for a fiancee to do.\Were you thinking about your girlfriend, perhaps?\No, I wouldn't say that...\I just don't understand why you would choose a primate such as herself.\Hey, don't be like that. response:	It may not be obvious, but she does have her good points.
context: Hey! What are you doing?\Oh, where's the harm?\It's a perfectly natural thing for a fiancee to do.\Were you thinking about your girlfriend, perhaps?\No, I wouldn't say that...\I just don't understand why you would choose a primate such as herself.\Hey, don't be like that.\It may not be obvious, but she does have her good points. response:	I bet that the two of you could get to be good friends.
context: Oh, where's the harm?\It's a perfectly natural thing for a fiancee to do.\Were you thinking about your girlfriend, perhaps?\No, I wouldn't say that...\I just don't understand why you would choose a primate such as herself.\Hey, don't be like that.\It may not be obvious, but she does have her good points.\I bet that the two of you could get to be good friends. response:	No, unfortunately...
context: It's a perfectly natural thing for a fiancee to do.\Were you thinking about your girlfriend, perhaps?\No, I wouldn't say that...\I just don't understand why you would choose a primate such as herself.\Hey, don't be like that.\It may not be obvious, but she does have her good points.\I bet that the two of you could get to be good friends.\No, unfortunately... response:	I don't like girls with long hair.
context: Were you thinking about your girlfriend, perhaps?\No, I wouldn't say that...\I just don't understand why you would choose a primate such as herself.\Hey, don't be like that.\It may not be obvious, but she does have her good points.\I bet that the two of you could get to be good friends.\No, unfortunately...\I don't like girls with long hair. response:	But you've got long hair yourself!
context: No, I wouldn't say that...\I just don't understand why you would choose a primate such as herself.\Hey, don't be like that.\It may not be obvious, but she does have her good points.\I bet that the two of you could get to be good friends.\No, unfortunately...\I don't like girls with long hair.\But you've got long hair yourself! response:	Now, then, Raku-sama.
context: I just don't understand why you would choose a primate such as herself.\Hey, don't be like that.\It may not be obvious, but she does have her good points.\I bet that the two of you could get to be good friends.\No, unfortunately...\I don't like girls with long hair.\But you've got long hair yourself!\Now, then, Raku-sama. response:	I have the sudden urge to speak with you alone.
context: Hey, don't be like that.\It may not be obvious, but she does have her good points.\I bet that the two of you could get to be good friends.\No, unfortunately...\I don't like girls with long hair.\But you've got long hair yourself!\Now, then, Raku-sama.\I have the sudden urge to speak with you alone. response:	What are you
context: It may not be obvious, but she does have her good points.\I bet that the two of you could get to be good friends.\No, unfortunately...\I don't like girls with long hair.\But you've got long hair yourself!\Now, then, Raku-sama.\I have the sudden urge to speak with you alone.\What are you response:	This way, Raku-sama!
context: I bet that the two of you could get to be good friends.\No, unfortunately...\I don't like girls with long hair.\But you've got long hair yourself!\Now, then, Raku-sama.\I have the sudden urge to speak with you alone.\What are you\This way, Raku-sama! response:	Hey, where are we...
context: No, unfortunately...\I don't like girls with long hair.\But you've got long hair yourself!\Now, then, Raku-sama.\I have the sudden urge to speak with you alone.\What are you\This way, Raku-sama!\Hey, where are we... response:	Kosaki, somewhere along the way they disappeared!
context: I don't like girls with long hair.\But you've got long hair yourself!\Now, then, Raku-sama.\I have the sudden urge to speak with you alone.\What are you\This way, Raku-sama!\Hey, where are we...\Kosaki, somewhere along the way they disappeared! response:	To think that I actually lost sight of them...
context: But you've got long hair yourself!\Now, then, Raku-sama.\I have the sudden urge to speak with you alone.\What are you\This way, Raku-sama!\Hey, where are we...\Kosaki, somewhere along the way they disappeared!\To think that I actually lost sight of them... response:	Sheesh...
context: Now, then, Raku-sama.\I have the sudden urge to speak with you alone.\What are you\This way, Raku-sama!\Hey, where are we...\Kosaki, somewhere along the way they disappeared!\To think that I actually lost sight of them...\Sheesh... response:	I thought it was an emergency because you broke out into a run all of a sudden!
context: I have the sudden urge to speak with you alone.\What are you\This way, Raku-sama!\Hey, where are we...\Kosaki, somewhere along the way they disappeared!\To think that I actually lost sight of them...\Sheesh...\I thought it was an emergency because you broke out into a run all of a sudden! response:	Forgive me.
context: What are you\This way, Raku-sama!\Hey, where are we...\Kosaki, somewhere along the way they disappeared!\To think that I actually lost sight of them...\Sheesh...\I thought it was an emergency because you broke out into a run all of a sudden!\Forgive me. response:	Raku-sama, isn't there something you'd like to ask me?
context: This way, Raku-sama!\Hey, where are we...\Kosaki, somewhere along the way they disappeared!\To think that I actually lost sight of them...\Sheesh...\I thought it was an emergency because you broke out into a run all of a sudden!\Forgive me.\Raku-sama, isn't there something you'd like to ask me? response:	Oh, yeah.
context: Hey, where are we...\Kosaki, somewhere along the way they disappeared!\To think that I actually lost sight of them...\Sheesh...\I thought it was an emergency because you broke out into a run all of a sudden!\Forgive me.\Raku-sama, isn't there something you'd like to ask me?\Oh, yeah. response:	It's about this...
context: Kosaki, somewhere along the way they disappeared!\To think that I actually lost sight of them...\Sheesh...\I thought it was an emergency because you broke out into a run all of a sudden!\Forgive me.\Raku-sama, isn't there something you'd like to ask me?\Oh, yeah.\It's about this... response:	My, this brings back memories!
context: To think that I actually lost sight of them...\Sheesh...\I thought it was an emergency because you broke out into a run all of a sudden!\Forgive me.\Raku-sama, isn't there something you'd like to ask me?\Oh, yeah.\It's about this...\My, this brings back memories! response:	So you still had such a photo in your keeping?
context: Sheesh...\I thought it was an emergency because you broke out into a run all of a sudden!\Forgive me.\Raku-sama, isn't there something you'd like to ask me?\Oh, yeah.\It's about this...\My, this brings back memories!\So you still had such a photo in your keeping? response:	Silly me! You do remember me, after all!
context: I thought it was an emergency because you broke out into a run all of a sudden!\Forgive me.\Raku-sama, isn't there something you'd like to ask me?\Oh, yeah.\It's about this...\My, this brings back memories!\So you still had such a photo in your keeping?\Silly me! You do remember me, after all! response:	I am so moved!
context: Forgive me.\Raku-sama, isn't there something you'd like to ask me?\Oh, yeah.\It's about this...\My, this brings back memories!\So you still had such a photo in your keeping?\Silly me! You do remember me, after all!\I am so moved! response:	You've got the wrong idea!
context: Raku-sama, isn't there something you'd like to ask me?\Oh, yeah.\It's about this...\My, this brings back memories!\So you still had such a photo in your keeping?\Silly me! You do remember me, after all!\I am so moved!\You've got the wrong idea! response:	Phew! I came this close to losing sight of them.
context: Oh, yeah.\It's about this...\My, this brings back memories!\So you still had such a photo in your keeping?\Silly me! You do remember me, after all!\I am so moved!\You've got the wrong idea!\Phew! I came this close to losing sight of them. response:	I wonder what they're talking about?
context: It's about this...\My, this brings back memories!\So you still had such a photo in your keeping?\Silly me! You do remember me, after all!\I am so moved!\You've got the wrong idea!\Phew! I came this close to losing sight of them.\I wonder what they're talking about? response:	Sorry, but all I remember is the fact that ten years ago,
context: My, this brings back memories!\So you still had such a photo in your keeping?\Silly me! You do remember me, after all!\I am so moved!\You've got the wrong idea!\Phew! I came this close to losing sight of them.\I wonder what they're talking about?\Sorry, but all I remember is the fact that ten years ago, response:	I made a promise with a certain girl.
context: So you still had such a photo in your keeping?\Silly me! You do remember me, after all!\I am so moved!\You've got the wrong idea!\Phew! I came this close to losing sight of them.\I wonder what they're talking about?\Sorry, but all I remember is the fact that ten years ago,\I made a promise with a certain girl. response:	Would that girl be you?
context: Silly me! You do remember me, after all!\I am so moved!\You've got the wrong idea!\Phew! I came this close to losing sight of them.\I wonder what they're talking about?\Sorry, but all I remember is the fact that ten years ago,\I made a promise with a certain girl.\Would that girl be you? response:	I admit that I know every answer that you seek, Raku-sama.
context: I am so moved!\You've got the wrong idea!\Phew! I came this close to losing sight of them.\I wonder what they're talking about?\Sorry, but all I remember is the fact that ten years ago,\I made a promise with a certain girl.\Would that girl be you?\I admit that I know every answer that you seek, Raku-sama. response:	The truth about that promise made ten years ago...
context: You've got the wrong idea!\Phew! I came this close to losing sight of them.\I wonder what they're talking about?\Sorry, but all I remember is the fact that ten years ago,\I made a promise with a certain girl.\Would that girl be you?\I admit that I know every answer that you seek, Raku-sama.\The truth about that promise made ten years ago... response:	What did she just say?
context: Phew! I came this close to losing sight of them.\I wonder what they're talking about?\Sorry, but all I remember is the fact that ten years ago,\I made a promise with a certain girl.\Would that girl be you?\I admit that I know every answer that you seek, Raku-sama.\The truth about that promise made ten years ago...\What did she just say? response:	I would be happy to reveal it to you, but in return...
context: I wonder what they're talking about?\Sorry, but all I remember is the fact that ten years ago,\I made a promise with a certain girl.\Would that girl be you?\I admit that I know every answer that you seek, Raku-sama.\The truth about that promise made ten years ago...\What did she just say?\I would be happy to reveal it to you, but in return... response:	Would you agree to break up with that girlfriend of yours?
context: Sorry, but all I remember is the fact that ten years ago,\I made a promise with a certain girl.\Would that girl be you?\I admit that I know every answer that you seek, Raku-sama.\The truth about that promise made ten years ago...\What did she just say?\I would be happy to reveal it to you, but in return...\Would you agree to break up with that girlfriend of yours? response:	Wh-What kind of condition is that?
context: I made a promise with a certain girl.\Would that girl be you?\I admit that I know every answer that you seek, Raku-sama.\The truth about that promise made ten years ago...\What did she just say?\I would be happy to reveal it to you, but in return...\Would you agree to break up with that girlfriend of yours?\Wh-What kind of condition is that? response:	What's he gonna do?
context: Would that girl be you?\I admit that I know every answer that you seek, Raku-sama.\The truth about that promise made ten years ago...\What did she just say?\I would be happy to reveal it to you, but in return...\Would you agree to break up with that girlfriend of yours?\Wh-What kind of condition is that?\What's he gonna do? response:	That's not gonna happen.
context: I admit that I know every answer that you seek, Raku-sama.\The truth about that promise made ten years ago...\What did she just say?\I would be happy to reveal it to you, but in return...\Would you agree to break up with that girlfriend of yours?\Wh-What kind of condition is that?\What's he gonna do?\That's not gonna happen. response:	I'd never be able to abandon her for my own selfish reasons.
context: The truth about that promise made ten years ago...\What did she just say?\I would be happy to reveal it to you, but in return...\Would you agree to break up with that girlfriend of yours?\Wh-What kind of condition is that?\What's he gonna do?\That's not gonna happen.\I'd never be able to abandon her for my own selfish reasons. response:	I'm sorry, but I can't agree to a condition like that.
context: What did she just say?\I would be happy to reveal it to you, but in return...\Would you agree to break up with that girlfriend of yours?\Wh-What kind of condition is that?\What's he gonna do?\That's not gonna happen.\I'd never be able to abandon her for my own selfish reasons.\I'm sorry, but I can't agree to a condition like that. response:	Is that right? What a lovely answer.
context: I would be happy to reveal it to you, but in return...\Would you agree to break up with that girlfriend of yours?\Wh-What kind of condition is that?\What's he gonna do?\That's not gonna happen.\I'd never be able to abandon her for my own selfish reasons.\I'm sorry, but I can't agree to a condition like that.\Is that right? What a lovely answer. response:	I think I might be falling even more in love with you.
context: Would you agree to break up with that girlfriend of yours?\Wh-What kind of condition is that?\What's he gonna do?\That's not gonna happen.\I'd never be able to abandon her for my own selfish reasons.\I'm sorry, but I can't agree to a condition like that.\Is that right? What a lovely answer.\I think I might be falling even more in love with you. response:	But now I'm even more discontent allowing someone else to have you, Raku-sama.
context: Wh-What kind of condition is that?\What's he gonna do?\That's not gonna happen.\I'd never be able to abandon her for my own selfish reasons.\I'm sorry, but I can't agree to a condition like that.\Is that right? What a lovely answer.\I think I might be falling even more in love with you.\But now I'm even more discontent allowing someone else to have you, Raku-sama. response:	Especially...
context: What's he gonna do?\That's not gonna happen.\I'd never be able to abandon her for my own selfish reasons.\I'm sorry, but I can't agree to a condition like that.\Is that right? What a lovely answer.\I think I might be falling even more in love with you.\But now I'm even more discontent allowing someone else to have you, Raku-sama.\Especially... response:	Someone who has the poor taste to eavesdrop on other people's conversations!
context: That's not gonna happen.\I'd never be able to abandon her for my own selfish reasons.\I'm sorry, but I can't agree to a condition like that.\Is that right? What a lovely answer.\I think I might be falling even more in love with you.\But now I'm even more discontent allowing someone else to have you, Raku-sama.\Especially...\Someone who has the poor taste to eavesdrop on other people's conversations! response:	What?! Chitoge!
context: I'd never be able to abandon her for my own selfish reasons.\I'm sorry, but I can't agree to a condition like that.\Is that right? What a lovely answer.\I think I might be falling even more in love with you.\But now I'm even more discontent allowing someone else to have you, Raku-sama.\Especially...\Someone who has the poor taste to eavesdrop on other people's conversations!\What?! Chitoge! response:	This is just an... um... infidelity investigation, an infidelity investigation!
context: I'm sorry, but I can't agree to a condition like that.\Is that right? What a lovely answer.\I think I might be falling even more in love with you.\But now I'm even more discontent allowing someone else to have you, Raku-sama.\Especially...\Someone who has the poor taste to eavesdrop on other people's conversations!\What?! Chitoge!\This is just an... um... infidelity investigation, an infidelity investigation! response:	Is that something you'd investigate on your own?
context: Is that right? What a lovely answer.\I think I might be falling even more in love with you.\But now I'm even more discontent allowing someone else to have you, Raku-sama.\Especially...\Someone who has the poor taste to eavesdrop on other people's conversations!\What?! Chitoge!\This is just an... um... infidelity investigation, an infidelity investigation!\Is that something you'd investigate on your own? response:	More importantly, what did you mean by that?
context: I think I might be falling even more in love with you.\But now I'm even more discontent allowing someone else to have you, Raku-sama.\Especially...\Someone who has the poor taste to eavesdrop on other people's conversations!\What?! Chitoge!\This is just an... um... infidelity investigation, an infidelity investigation!\Is that something you'd investigate on your own?\More importantly, what did you mean by that? response:	The truth about the promise made ten years ago?
context: But now I'm even more discontent allowing someone else to have you, Raku-sama.\Especially...\Someone who has the poor taste to eavesdrop on other people's conversations!\What?! Chitoge!\This is just an... um... infidelity investigation, an infidelity investigation!\Is that something you'd investigate on your own?\More importantly, what did you mean by that?\The truth about the promise made ten years ago? response:	Oh, you mean that? You see...
context: Especially...\Someone who has the poor taste to eavesdrop on other people's conversations!\What?! Chitoge!\This is just an... um... infidelity investigation, an infidelity investigation!\Is that something you'd investigate on your own?\More importantly, what did you mean by that?\The truth about the promise made ten years ago?\Oh, you mean that? You see... response:	The truth is, he and I...
context: Someone who has the poor taste to eavesdrop on other people's conversations!\What?! Chitoge!\This is just an... um... infidelity investigation, an infidelity investigation!\Is that something you'd investigate on your own?\More importantly, what did you mean by that?\The truth about the promise made ten years ago?\Oh, you mean that? You see...\The truth is, he and I... response:	are the ones who met and made that promise ten years ago!
context: What?! Chitoge!\This is just an... um... infidelity investigation, an infidelity investigation!\Is that something you'd investigate on your own?\More importantly, what did you mean by that?\The truth about the promise made ten years ago?\Oh, you mean that? You see...\The truth is, he and I...\are the ones who met and made that promise ten years ago! response:	And therefore, I'd very much like you to break up with my fiance as soon as possible.
context: This is just an... um... infidelity investigation, an infidelity investigation!\Is that something you'd investigate on your own?\More importantly, what did you mean by that?\The truth about the promise made ten years ago?\Oh, you mean that? You see...\The truth is, he and I...\are the ones who met and made that promise ten years ago!\And therefore, I'd very much like you to break up with my fiance as soon as possible. response:	Your...
context: Is that something you'd investigate on your own?\More importantly, what did you mean by that?\The truth about the promise made ten years ago?\Oh, you mean that? You see...\The truth is, he and I...\are the ones who met and made that promise ten years ago!\And therefore, I'd very much like you to break up with my fiance as soon as possible.\Your... response:	Th-That's never gonna happen, you know!
context: More importantly, what did you mean by that?\The truth about the promise made ten years ago?\Oh, you mean that? You see...\The truth is, he and I...\are the ones who met and made that promise ten years ago!\And therefore, I'd very much like you to break up with my fiance as soon as possible.\Your...\Th-That's never gonna happen, you know! response:	After all, I happen to be that boy's girlfriend!
context: The truth about the promise made ten years ago?\Oh, you mean that? You see...\The truth is, he and I...\are the ones who met and made that promise ten years ago!\And therefore, I'd very much like you to break up with my fiance as soon as possible.\Your...\Th-That's never gonna happen, you know!\After all, I happen to be that boy's girlfriend! response:	Oh, my... If I may be so blunt,
context: Oh, you mean that? You see...\The truth is, he and I...\are the ones who met and made that promise ten years ago!\And therefore, I'd very much like you to break up with my fiance as soon as possible.\Your...\Th-That's never gonna happen, you know!\After all, I happen to be that boy's girlfriend!\Oh, my... If I may be so blunt, response:	I don't believe that you're the right woman for Raku-sama.
context: The truth is, he and I...\are the ones who met and made that promise ten years ago!\And therefore, I'd very much like you to break up with my fiance as soon as possible.\Your...\Th-That's never gonna happen, you know!\After all, I happen to be that boy's girlfriend!\Oh, my... If I may be so blunt,\I don't believe that you're the right woman for Raku-sama. response:	Wha
context: are the ones who met and made that promise ten years ago!\And therefore, I'd very much like you to break up with my fiance as soon as possible.\Your...\Th-That's never gonna happen, you know!\After all, I happen to be that boy's girlfriend!\Oh, my... If I may be so blunt,\I don't believe that you're the right woman for Raku-sama.\Wha response:	Now, then, Raku-sama!
context: And therefore, I'd very much like you to break up with my fiance as soon as possible.\Your...\Th-That's never gonna happen, you know!\After all, I happen to be that boy's girlfriend!\Oh, my... If I may be so blunt,\I don't believe that you're the right woman for Raku-sama.\Wha\Now, then, Raku-sama! response:	Shall we continue our date?
context: Your...\Th-That's never gonna happen, you know!\After all, I happen to be that boy's girlfriend!\Oh, my... If I may be so blunt,\I don't believe that you're the right woman for Raku-sama.\Wha\Now, then, Raku-sama!\Shall we continue our date? response:	Or would you rather continue with our interrupted kiss right here and now?
context: Th-That's never gonna happen, you know!\After all, I happen to be that boy's girlfriend!\Oh, my... If I may be so blunt,\I don't believe that you're the right woman for Raku-sama.\Wha\Now, then, Raku-sama!\Shall we continue our date?\Or would you rather continue with our interrupted kiss right here and now? response:	What?! We never kissed!
context: After all, I happen to be that boy's girlfriend!\Oh, my... If I may be so blunt,\I don't believe that you're the right woman for Raku-sama.\Wha\Now, then, Raku-sama!\Shall we continue our date?\Or would you rather continue with our interrupted kiss right here and now?\What?! We never kissed! response:	Oh, is that right?
context: Oh, my... If I may be so blunt,\I don't believe that you're the right woman for Raku-sama.\Wha\Now, then, Raku-sama!\Shall we continue our date?\Or would you rather continue with our interrupted kiss right here and now?\What?! We never kissed!\Oh, is that right? response:	Good for you, darling.
context: I don't believe that you're the right woman for Raku-sama.\Wha\Now, then, Raku-sama!\Shall we continue our date?\Or would you rather continue with our interrupted kiss right here and now?\What?! We never kissed!\Oh, is that right?\Good for you, darling. response:	You found the girl you made a promise with that you've been searching for all along!
context: Wha\Now, then, Raku-sama!\Shall we continue our date?\Or would you rather continue with our interrupted kiss right here and now?\What?! We never kissed!\Oh, is that right?\Good for you, darling.\You found the girl you made a promise with that you've been searching for all along! response:	No... Listen...
context: Now, then, Raku-sama!\Shall we continue our date?\Or would you rather continue with our interrupted kiss right here and now?\What?! We never kissed!\Oh, is that right?\Good for you, darling.\You found the girl you made a promise with that you've been searching for all along!\No... Listen... response:	He can just do whatever!
context: Shall we continue our date?\Or would you rather continue with our interrupted kiss right here and now?\What?! We never kissed!\Oh, is that right?\Good for you, darling.\You found the girl you made a promise with that you've been searching for all along!\No... Listen...\He can just do whatever! response:	In the end, it wasn't me who made that promise with him!
context: Or would you rather continue with our interrupted kiss right here and now?\What?! We never kissed!\Oh, is that right?\Good for you, darling.\You found the girl you made a promise with that you've been searching for all along!\No... Listen...\He can just do whatever!\In the end, it wasn't me who made that promise with him! response:	Wow, I'm so relieved! What a load off my chest!
context: What?! We never kissed!\Oh, is that right?\Good for you, darling.\You found the girl you made a promise with that you've been searching for all along!\No... Listen...\He can just do whatever!\In the end, it wasn't me who made that promise with him!\Wow, I'm so relieved! What a load off my chest! response:	But... But why...
context: Oh, is that right?\Good for you, darling.\You found the girl you made a promise with that you've been searching for all along!\No... Listen...\He can just do whatever!\In the end, it wasn't me who made that promise with him!\Wow, I'm so relieved! What a load off my chest!\But... But why... response:	Why does it irritate me, then?
context: Good for you, darling.\You found the girl you made a promise with that you've been searching for all along!\No... Listen...\He can just do whatever!\In the end, it wasn't me who made that promise with him!\Wow, I'm so relieved! What a load off my chest!\But... But why...\Why does it irritate me, then? response:	What's she so pissed about?
context: You found the girl you made a promise with that you've been searching for all along!\No... Listen...\He can just do whatever!\In the end, it wasn't me who made that promise with him!\Wow, I'm so relieved! What a load off my chest!\But... But why...\Why does it irritate me, then?\What's she so pissed about? response:	All right, Raku-sama.
context: No... Listen...\He can just do whatever!\In the end, it wasn't me who made that promise with him!\Wow, I'm so relieved! What a load off my chest!\But... But why...\Why does it irritate me, then?\What's she so pissed about?\All right, Raku-sama. response:	Now that the intruder has left, where shall we go next?
context: He can just do whatever!\In the end, it wasn't me who made that promise with him!\Wow, I'm so relieved! What a load off my chest!\But... But why...\Why does it irritate me, then?\What's she so pissed about?\All right, Raku-sama.\Now that the intruder has left, where shall we go next? response:	Oh, please forgive me, Raku-sama.
context: In the end, it wasn't me who made that promise with him!\Wow, I'm so relieved! What a load off my chest!\But... But why...\Why does it irritate me, then?\What's she so pissed about?\All right, Raku-sama.\Now that the intruder has left, where shall we go next?\Oh, please forgive me, Raku-sama. response:	It is really most unfortunate,
context: Wow, I'm so relieved! What a load off my chest!\But... But why...\Why does it irritate me, then?\What's she so pissed about?\All right, Raku-sama.\Now that the intruder has left, where shall we go next?\Oh, please forgive me, Raku-sama.\It is really most unfortunate, response:	but I just remembered an urgent errand that I must run.
context: But... But why...\Why does it irritate me, then?\What's she so pissed about?\All right, Raku-sama.\Now that the intruder has left, where shall we go next?\Oh, please forgive me, Raku-sama.\It is really most unfortunate,\but I just remembered an urgent errand that I must run. response:	I am deeply grateful to you for spending time with me today.
context: Why does it irritate me, then?\What's she so pissed about?\All right, Raku-sama.\Now that the intruder has left, where shall we go next?\Oh, please forgive me, Raku-sama.\It is really most unfortunate,\but I just remembered an urgent errand that I must run.\I am deeply grateful to you for spending time with me today. response:	I had such a lovely time!
context: What's she so pissed about?\All right, Raku-sama.\Now that the intruder has left, where shall we go next?\Oh, please forgive me, Raku-sama.\It is really most unfortunate,\but I just remembered an urgent errand that I must run.\I am deeply grateful to you for spending time with me today.\I had such a lovely time! response:	Hey, wait a second...
context: All right, Raku-sama.\Now that the intruder has left, where shall we go next?\Oh, please forgive me, Raku-sama.\It is really most unfortunate,\but I just remembered an urgent errand that I must run.\I am deeply grateful to you for spending time with me today.\I had such a lovely time!\Hey, wait a second... response:	I'll see you at school, then!
context: Now that the intruder has left, where shall we go next?\Oh, please forgive me, Raku-sama.\It is really most unfortunate,\but I just remembered an urgent errand that I must run.\I am deeply grateful to you for spending time with me today.\I had such a lovely time!\Hey, wait a second...\I'll see you at school, then! response:	Hey!
context: Oh, please forgive me, Raku-sama.\It is really most unfortunate,\but I just remembered an urgent errand that I must run.\I am deeply grateful to you for spending time with me today.\I had such a lovely time!\Hey, wait a second...\I'll see you at school, then!\Hey! response:	What just happened?
context: It is really most unfortunate,\but I just remembered an urgent errand that I must run.\I am deeply grateful to you for spending time with me today.\I had such a lovely time!\Hey, wait a second...\I'll see you at school, then!\Hey!\What just happened? response:	That made no sense.
context: but I just remembered an urgent errand that I must run.\I am deeply grateful to you for spending time with me today.\I had such a lovely time!\Hey, wait a second...\I'll see you at school, then!\Hey!\What just happened?\That made no sense. response:	You're so frail, yet you choose to push yourself so hard.
