context: Today, I am giving the Honnouji Academy response:	Student Council system a fresh start!
context: Ow... You okay, Mako?\Oh, you guys think you're hot stuff, huh?\Matoi, stay out of this.\What?\It was my mistake, so I'll fix it.\We have you cornered, Gamagoori!\Cry or shout all you want, you'll get no mercy from us!\It'll take more than the likes of you to make me cry! response:	And even if I did shed a tear, I would wipe it away myself!
context: Oh, you guys think you're hot stuff, huh?\Matoi, stay out of this.\What?\It was my mistake, so I'll fix it.\We have you cornered, Gamagoori!\Cry or shout all you want, you'll get no mercy from us!\It'll take more than the likes of you to make me cry!\And even if I did shed a tear, I would wipe it away myself! response:	I would ask no one else to!
context: Matoi, stay out of this.\What?\It was my mistake, so I'll fix it.\We have you cornered, Gamagoori!\Cry or shout all you want, you'll get no mercy from us!\It'll take more than the likes of you to make me cry!\And even if I did shed a tear, I would wipe it away myself!\I would ask no one else to! response:	You're still gonna talk big, huh? Let him have it!
context: What?\It was my mistake, so I'll fix it.\We have you cornered, Gamagoori!\Cry or shout all you want, you'll get no mercy from us!\It'll take more than the likes of you to make me cry!\And even if I did shed a tear, I would wipe it away myself!\I would ask no one else to!\You're still gonna talk big, huh? Let him have it! response:	Three-Star Goku Uniform: Shackle Regalia!
context: It was my mistake, so I'll fix it.\We have you cornered, Gamagoori!\Cry or shout all you want, you'll get no mercy from us!\It'll take more than the likes of you to make me cry!\And even if I did shed a tear, I would wipe it away myself!\I would ask no one else to!\You're still gonna talk big, huh? Let him have it!\Three-Star Goku Uniform: Shackle Regalia! response:	THREE-STAR GOKU UNIFORM SHACKLE REGALIA
context: We have you cornered, Gamagoori!\Cry or shout all you want, you'll get no mercy from us!\It'll take more than the likes of you to make me cry!\And even if I did shed a tear, I would wipe it away myself!\I would ask no one else to!\You're still gonna talk big, huh? Let him have it!\Three-Star Goku Uniform: Shackle Regalia!\THREE-STAR GOKU UNIFORM SHACKLE REGALIA response:	H-He transformed!
context: Cry or shout all you want, you'll get no mercy from us!\It'll take more than the likes of you to make me cry!\And even if I did shed a tear, I would wipe it away myself!\I would ask no one else to!\You're still gonna talk big, huh? Let him have it!\Three-Star Goku Uniform: Shackle Regalia!\THREE-STAR GOKU UNIFORM SHACKLE REGALIA\H-He transformed! response:	Don't let that faze you! Get him!
context: It'll take more than the likes of you to make me cry!\And even if I did shed a tear, I would wipe it away myself!\I would ask no one else to!\You're still gonna talk big, huh? Let him have it!\Three-Star Goku Uniform: Shackle Regalia!\THREE-STAR GOKU UNIFORM SHACKLE REGALIA\H-He transformed!\Don't let that faze you! Get him! response:	Man, that thing is hard...
context: And even if I did shed a tear, I would wipe it away myself!\I would ask no one else to!\You're still gonna talk big, huh? Let him have it!\Three-Star Goku Uniform: Shackle Regalia!\THREE-STAR GOKU UNIFORM SHACKLE REGALIA\H-He transformed!\Don't let that faze you! Get him!\Man, that thing is hard... response:	It's not just hard.
context: I would ask no one else to!\You're still gonna talk big, huh? Let him have it!\Three-Star Goku Uniform: Shackle Regalia!\THREE-STAR GOKU UNIFORM SHACKLE REGALIA\H-He transformed!\Don't let that faze you! Get him!\Man, that thing is hard...\It's not just hard. response:	That's it! More! Punish me more!
context: You're still gonna talk big, huh? Let him have it!\Three-Star Goku Uniform: Shackle Regalia!\THREE-STAR GOKU UNIFORM SHACKLE REGALIA\H-He transformed!\Don't let that faze you! Get him!\Man, that thing is hard...\It's not just hard.\That's it! More! Punish me more! response:	I've been a bad boy!
context: Three-Star Goku Uniform: Shackle Regalia!\THREE-STAR GOKU UNIFORM SHACKLE REGALIA\H-He transformed!\Don't let that faze you! Get him!\Man, that thing is hard...\It's not just hard.\That's it! More! Punish me more!\I've been a bad boy! response:	Punish me! Every time you punish me, my heart is whipped!
context: THREE-STAR GOKU UNIFORM SHACKLE REGALIA\H-He transformed!\Don't let that faze you! Get him!\Man, that thing is hard...\It's not just hard.\That's it! More! Punish me more!\I've been a bad boy!\Punish me! Every time you punish me, my heart is whipped! response:	Yes! The more it's whipped, the stronger I become!
context: H-He transformed!\Don't let that faze you! Get him!\Man, that thing is hard...\It's not just hard.\That's it! More! Punish me more!\I've been a bad boy!\Punish me! Every time you punish me, my heart is whipped!\Yes! The more it's whipped, the stronger I become! response:	Just like I was that day...
context: Don't let that faze you! Get him!\Man, that thing is hard...\It's not just hard.\That's it! More! Punish me more!\I've been a bad boy!\Punish me! Every time you punish me, my heart is whipped!\Yes! The more it's whipped, the stronger I become!\Just like I was that day... response:	THREE YEARS AGO RINNE-DO JUNIOR HIGH SCHOOL
context: Man, that thing is hard...\It's not just hard.\That's it! More! Punish me more!\I've been a bad boy!\Punish me! Every time you punish me, my heart is whipped!\Yes! The more it's whipped, the stronger I become!\Just like I was that day...\THREE YEARS AGO RINNE-DO JUNIOR HIGH SCHOOL response:	Go on! Hurry up and jump!
context: It's not just hard.\That's it! More! Punish me more!\I've been a bad boy!\Punish me! Every time you punish me, my heart is whipped!\Yes! The more it's whipped, the stronger I become!\Just like I was that day...\THREE YEARS AGO RINNE-DO JUNIOR HIGH SCHOOL\Go on! Hurry up and jump! response:	You got milk on my uniform.
context: That's it! More! Punish me more!\I've been a bad boy!\Punish me! Every time you punish me, my heart is whipped!\Yes! The more it's whipped, the stronger I become!\Just like I was that day...\THREE YEARS AGO RINNE-DO JUNIOR HIGH SCHOOL\Go on! Hurry up and jump!\You got milk on my uniform. response:	That was an accident...
context: I've been a bad boy!\Punish me! Every time you punish me, my heart is whipped!\Yes! The more it's whipped, the stronger I become!\Just like I was that day...\THREE YEARS AGO RINNE-DO JUNIOR HIGH SCHOOL\Go on! Hurry up and jump!\You got milk on my uniform.\That was an accident... response:	That's why we're saying we'll forgive you if you jump off.
context: Punish me! Every time you punish me, my heart is whipped!\Yes! The more it's whipped, the stronger I become!\Just like I was that day...\THREE YEARS AGO RINNE-DO JUNIOR HIGH SCHOOL\Go on! Hurry up and jump!\You got milk on my uniform.\That was an accident...\That's why we're saying we'll forgive you if you jump off. response:	You there! What are you doing?!
context: Yes! The more it's whipped, the stronger I become!\Just like I was that day...\THREE YEARS AGO RINNE-DO JUNIOR HIGH SCHOOL\Go on! Hurry up and jump!\You got milk on my uniform.\That was an accident...\That's why we're saying we'll forgive you if you jump off.\You there! What are you doing?! response:	IRA GAMAGOORI THIRD YEAR JUNIOR HIGH
context: Just like I was that day...\THREE YEARS AGO RINNE-DO JUNIOR HIGH SCHOOL\Go on! Hurry up and jump!\You got milk on my uniform.\That was an accident...\That's why we're saying we'll forgive you if you jump off.\You there! What are you doing?!\IRA GAMAGOORI THIRD YEAR JUNIOR HIGH response:	Well, well, if it isn't the Student Council President.
context: THREE YEARS AGO RINNE-DO JUNIOR HIGH SCHOOL\Go on! Hurry up and jump!\You got milk on my uniform.\That was an accident...\That's why we're saying we'll forgive you if you jump off.\You there! What are you doing?!\IRA GAMAGOORI THIRD YEAR JUNIOR HIGH\Well, well, if it isn't the Student Council President. response:	But you're going to stand there and do nothing.
context: Go on! Hurry up and jump!\You got milk on my uniform.\That was an accident...\That's why we're saying we'll forgive you if you jump off.\You there! What are you doing?!\IRA GAMAGOORI THIRD YEAR JUNIOR HIGH\Well, well, if it isn't the Student Council President.\But you're going to stand there and do nothing. response:	Gamagoori, it's okay!
context: You got milk on my uniform.\That was an accident...\That's why we're saying we'll forgive you if you jump off.\You there! What are you doing?!\IRA GAMAGOORI THIRD YEAR JUNIOR HIGH\Well, well, if it isn't the Student Council President.\But you're going to stand there and do nothing.\Gamagoori, it's okay! response:	If I don't do as he says, my dad will be fired!
context: That was an accident...\That's why we're saying we'll forgive you if you jump off.\You there! What are you doing?!\IRA GAMAGOORI THIRD YEAR JUNIOR HIGH\Well, well, if it isn't the Student Council President.\But you're going to stand there and do nothing.\Gamagoori, it's okay!\If I don't do as he says, my dad will be fired! response:	Yeah, his dad works at my old man's company.
context: That's why we're saying we'll forgive you if you jump off.\You there! What are you doing?!\IRA GAMAGOORI THIRD YEAR JUNIOR HIGH\Well, well, if it isn't the Student Council President.\But you're going to stand there and do nothing.\Gamagoori, it's okay!\If I don't do as he says, my dad will be fired!\Yeah, his dad works at my old man's company. response:	And my daddy is this town's chief of police.
context: You there! What are you doing?!\IRA GAMAGOORI THIRD YEAR JUNIOR HIGH\Well, well, if it isn't the Student Council President.\But you're going to stand there and do nothing.\Gamagoori, it's okay!\If I don't do as he says, my dad will be fired!\Yeah, his dad works at my old man's company.\And my daddy is this town's chief of police. response:	He covers up little things like this for me.
context: IRA GAMAGOORI THIRD YEAR JUNIOR HIGH\Well, well, if it isn't the Student Council President.\But you're going to stand there and do nothing.\Gamagoori, it's okay!\If I don't do as he says, my dad will be fired!\Yeah, his dad works at my old man's company.\And my daddy is this town's chief of police.\He covers up little things like this for me. response:	Hojo! Imagawa! Do you two call yourselves human beings?!
context: Well, well, if it isn't the Student Council President.\But you're going to stand there and do nothing.\Gamagoori, it's okay!\If I don't do as he says, my dad will be fired!\Yeah, his dad works at my old man's company.\And my daddy is this town's chief of police.\He covers up little things like this for me.\Hojo! Imagawa! Do you two call yourselves human beings?! response:	That's right, we're humans.
context: But you're going to stand there and do nothing.\Gamagoori, it's okay!\If I don't do as he says, my dad will be fired!\Yeah, his dad works at my old man's company.\And my daddy is this town's chief of police.\He covers up little things like this for me.\Hojo! Imagawa! Do you two call yourselves human beings?!\That's right, we're humans. response:	We're humans, so we understand the fear of status and authority.
context: Gamagoori, it's okay!\If I don't do as he says, my dad will be fired!\Yeah, his dad works at my old man's company.\And my daddy is this town's chief of police.\He covers up little things like this for me.\Hojo! Imagawa! Do you two call yourselves human beings?!\That's right, we're humans.\We're humans, so we understand the fear of status and authority. response:	And sacrificing himself for the good of his family is
context: If I don't do as he says, my dad will be fired!\Yeah, his dad works at my old man's company.\And my daddy is this town's chief of police.\He covers up little things like this for me.\Hojo! Imagawa! Do you two call yourselves human beings?!\That's right, we're humans.\We're humans, so we understand the fear of status and authority.\And sacrificing himself for the good of his family is response:	the mark of a true human being, right?
context: Yeah, his dad works at my old man's company.\And my daddy is this town's chief of police.\He covers up little things like this for me.\Hojo! Imagawa! Do you two call yourselves human beings?!\That's right, we're humans.\We're humans, so we understand the fear of status and authority.\And sacrificing himself for the good of his family is\the mark of a true human being, right? response:	Go on, jump!
context: And my daddy is this town's chief of police.\He covers up little things like this for me.\Hojo! Imagawa! Do you two call yourselves human beings?!\That's right, we're humans.\We're humans, so we understand the fear of status and authority.\And sacrificing himself for the good of his family is\the mark of a true human being, right?\Go on, jump! response:	Wait!
context: He covers up little things like this for me.\Hojo! Imagawa! Do you two call yourselves human beings?!\That's right, we're humans.\We're humans, so we understand the fear of status and authority.\And sacrificing himself for the good of his family is\the mark of a true human being, right?\Go on, jump!\Wait! response:	How about that, Gamagoori?
context: Hojo! Imagawa! Do you two call yourselves human beings?!\That's right, we're humans.\We're humans, so we understand the fear of status and authority.\And sacrificing himself for the good of his family is\the mark of a true human being, right?\Go on, jump!\Wait!\How about that, Gamagoori? response:	You can pull that righteous act all you want,
context: That's right, we're humans.\We're humans, so we understand the fear of status and authority.\And sacrificing himself for the good of his family is\the mark of a true human being, right?\Go on, jump!\Wait!\How about that, Gamagoori?\You can pull that righteous act all you want, response:	but here at Rinne-do Junior High, no one can oppose us.
context: We're humans, so we understand the fear of status and authority.\And sacrificing himself for the good of his family is\the mark of a true human being, right?\Go on, jump!\Wait!\How about that, Gamagoori?\You can pull that righteous act all you want,\but here at Rinne-do Junior High, no one can oppose us. response:	Damn it!
context: And sacrificing himself for the good of his family is\the mark of a true human being, right?\Go on, jump!\Wait!\How about that, Gamagoori?\You can pull that righteous act all you want,\but here at Rinne-do Junior High, no one can oppose us.\Damn it! response:	The Kiryuin Deluxe Trampoline bounces well, doesn't it?
context: the mark of a true human being, right?\Go on, jump!\Wait!\How about that, Gamagoori?\You can pull that righteous act all you want,\but here at Rinne-do Junior High, no one can oppose us.\Damn it!\The Kiryuin Deluxe Trampoline bounces well, doesn't it? response:	Come here!
context: Go on, jump!\Wait!\How about that, Gamagoori?\You can pull that righteous act all you want,\but here at Rinne-do Junior High, no one can oppose us.\Damn it!\The Kiryuin Deluxe Trampoline bounces well, doesn't it?\Come here! response:	Let go!
context: Wait!\How about that, Gamagoori?\You can pull that righteous act all you want,\but here at Rinne-do Junior High, no one can oppose us.\Damn it!\The Kiryuin Deluxe Trampoline bounces well, doesn't it?\Come here!\Let go! response:	If I live, my dad will get fired!
context: How about that, Gamagoori?\You can pull that righteous act all you want,\but here at Rinne-do Junior High, no one can oppose us.\Damn it!\The Kiryuin Deluxe Trampoline bounces well, doesn't it?\Come here!\Let go!\If I live, my dad will get fired! response:	You needn't worry about that.
context: You can pull that righteous act all you want,\but here at Rinne-do Junior High, no one can oppose us.\Damn it!\The Kiryuin Deluxe Trampoline bounces well, doesn't it?\Come here!\Let go!\If I live, my dad will get fired!\You needn't worry about that. response:	I have bought out that despicable company.
context: but here at Rinne-do Junior High, no one can oppose us.\Damn it!\The Kiryuin Deluxe Trampoline bounces well, doesn't it?\Come here!\Let go!\If I live, my dad will get fired!\You needn't worry about that.\I have bought out that despicable company. response:	What the hell? What are you, a new student?
context: Damn it!\The Kiryuin Deluxe Trampoline bounces well, doesn't it?\Come here!\Let go!\If I live, my dad will get fired!\You needn't worry about that.\I have bought out that despicable company.\What the hell? What are you, a new student? response:	What's this crap you're spouting?
context: The Kiryuin Deluxe Trampoline bounces well, doesn't it?\Come here!\Let go!\If I live, my dad will get fired!\You needn't worry about that.\I have bought out that despicable company.\What the hell? What are you, a new student?\What's this crap you're spouting? response:	Yeah! If you keep talking rubbish, I'll have my daddy arrest you!
context: Come here!\Let go!\If I live, my dad will get fired!\You needn't worry about that.\I have bought out that despicable company.\What the hell? What are you, a new student?\What's this crap you're spouting?\Yeah! If you keep talking rubbish, I'll have my daddy arrest you! response:	Your father has just been relieved of his duties.
context: Let go!\If I live, my dad will get fired!\You needn't worry about that.\I have bought out that despicable company.\What the hell? What are you, a new student?\What's this crap you're spouting?\Yeah! If you keep talking rubbish, I'll have my daddy arrest you!\Your father has just been relieved of his duties. response:	If you don't believe me, look at this.
context: If I live, my dad will get fired!\You needn't worry about that.\I have bought out that despicable company.\What the hell? What are you, a new student?\What's this crap you're spouting?\Yeah! If you keep talking rubbish, I'll have my daddy arrest you!\Your father has just been relieved of his duties.\If you don't believe me, look at this. response:	- KIRYUIN PRODUCTS ABSORBS HOJO PRODUCTS IN MERGER - CHIEF OF POLICE IMAGAWA ACCUSED OF BRIBERY
context: You needn't worry about that.\I have bought out that despicable company.\What the hell? What are you, a new student?\What's this crap you're spouting?\Yeah! If you keep talking rubbish, I'll have my daddy arrest you!\Your father has just been relieved of his duties.\If you don't believe me, look at this.\- KIRYUIN PRODUCTS ABSORBS HOJO PRODUCTS IN MERGER - CHIEF OF POLICE IMAGAWA ACCUSED OF BRIBERY response:	W-What the hell?!
context: I have bought out that despicable company.\What the hell? What are you, a new student?\What's this crap you're spouting?\Yeah! If you keep talking rubbish, I'll have my daddy arrest you!\Your father has just been relieved of his duties.\If you don't believe me, look at this.\- KIRYUIN PRODUCTS ABSORBS HOJO PRODUCTS IN MERGER - CHIEF OF POLICE IMAGAWA ACCUSED OF BRIBERY\W-What the hell?! response:	Who do you think you are?! Everyone! Make her suffer!
context: What the hell? What are you, a new student?\What's this crap you're spouting?\Yeah! If you keep talking rubbish, I'll have my daddy arrest you!\Your father has just been relieved of his duties.\If you don't believe me, look at this.\- KIRYUIN PRODUCTS ABSORBS HOJO PRODUCTS IN MERGER - CHIEF OF POLICE IMAGAWA ACCUSED OF BRIBERY\W-What the hell?!\Who do you think you are?! Everyone! Make her suffer! response:	First Year Class A, Satsuki Kiryuin!
context: What's this crap you're spouting?\Yeah! If you keep talking rubbish, I'll have my daddy arrest you!\Your father has just been relieved of his duties.\If you don't believe me, look at this.\- KIRYUIN PRODUCTS ABSORBS HOJO PRODUCTS IN MERGER - CHIEF OF POLICE IMAGAWA ACCUSED OF BRIBERY\W-What the hell?!\Who do you think you are?! Everyone! Make her suffer!\First Year Class A, Satsuki Kiryuin! response:	SATSUKI KIRYUIN FIRST YEAR MIDDLE SCHOOL
context: Yeah! If you keep talking rubbish, I'll have my daddy arrest you!\Your father has just been relieved of his duties.\If you don't believe me, look at this.\- KIRYUIN PRODUCTS ABSORBS HOJO PRODUCTS IN MERGER - CHIEF OF POLICE IMAGAWA ACCUSED OF BRIBERY\W-What the hell?!\Who do you think you are?! Everyone! Make her suffer!\First Year Class A, Satsuki Kiryuin!\SATSUKI KIRYUIN FIRST YEAR MIDDLE SCHOOL response:	As of this moment, I rule over every student in this junior high school.
context: Your father has just been relieved of his duties.\If you don't believe me, look at this.\- KIRYUIN PRODUCTS ABSORBS HOJO PRODUCTS IN MERGER - CHIEF OF POLICE IMAGAWA ACCUSED OF BRIBERY\W-What the hell?!\Who do you think you are?! Everyone! Make her suffer!\First Year Class A, Satsuki Kiryuin!\SATSUKI KIRYUIN FIRST YEAR MIDDLE SCHOOL\As of this moment, I rule over every student in this junior high school. response:	Crooks like you, who can't see beyond their own self interest,
context: If you don't believe me, look at this.\- KIRYUIN PRODUCTS ABSORBS HOJO PRODUCTS IN MERGER - CHIEF OF POLICE IMAGAWA ACCUSED OF BRIBERY\W-What the hell?!\Who do you think you are?! Everyone! Make her suffer!\First Year Class A, Satsuki Kiryuin!\SATSUKI KIRYUIN FIRST YEAR MIDDLE SCHOOL\As of this moment, I rule over every student in this junior high school.\Crooks like you, who can't see beyond their own self interest, response:	will no longer be tolerated by me.
context: - KIRYUIN PRODUCTS ABSORBS HOJO PRODUCTS IN MERGER - CHIEF OF POLICE IMAGAWA ACCUSED OF BRIBERY\W-What the hell?!\Who do you think you are?! Everyone! Make her suffer!\First Year Class A, Satsuki Kiryuin!\SATSUKI KIRYUIN FIRST YEAR MIDDLE SCHOOL\As of this moment, I rule over every student in this junior high school.\Crooks like you, who can't see beyond their own self interest,\will no longer be tolerated by me. response:	But you are using your parent's influence, too!
context: W-What the hell?!\Who do you think you are?! Everyone! Make her suffer!\First Year Class A, Satsuki Kiryuin!\SATSUKI KIRYUIN FIRST YEAR MIDDLE SCHOOL\As of this moment, I rule over every student in this junior high school.\Crooks like you, who can't see beyond their own self interest,\will no longer be tolerated by me.\But you are using your parent's influence, too! response:	How are you any different from these two?
context: Who do you think you are?! Everyone! Make her suffer!\First Year Class A, Satsuki Kiryuin!\SATSUKI KIRYUIN FIRST YEAR MIDDLE SCHOOL\As of this moment, I rule over every student in this junior high school.\Crooks like you, who can't see beyond their own self interest,\will no longer be tolerated by me.\But you are using your parent's influence, too!\How are you any different from these two? response:	These petty thugs are merely leeching off of their parent's power.
context: First Year Class A, Satsuki Kiryuin!\SATSUKI KIRYUIN FIRST YEAR MIDDLE SCHOOL\As of this moment, I rule over every student in this junior high school.\Crooks like you, who can't see beyond their own self interest,\will no longer be tolerated by me.\But you are using your parent's influence, too!\How are you any different from these two?\These petty thugs are merely leeching off of their parent's power. response:	I am different!
context: SATSUKI KIRYUIN FIRST YEAR MIDDLE SCHOOL\As of this moment, I rule over every student in this junior high school.\Crooks like you, who can't see beyond their own self interest,\will no longer be tolerated by me.\But you are using your parent's influence, too!\How are you any different from these two?\These petty thugs are merely leeching off of their parent's power.\I am different! response:	The power of my parent, of others, I will exploit everything to my ends!
context: As of this moment, I rule over every student in this junior high school.\Crooks like you, who can't see beyond their own self interest,\will no longer be tolerated by me.\But you are using your parent's influence, too!\How are you any different from these two?\These petty thugs are merely leeching off of their parent's power.\I am different!\The power of my parent, of others, I will exploit everything to my ends! response:	But I am the one who uses it!
context: Crooks like you, who can't see beyond their own self interest,\will no longer be tolerated by me.\But you are using your parent's influence, too!\How are you any different from these two?\These petty thugs are merely leeching off of their parent's power.\I am different!\The power of my parent, of others, I will exploit everything to my ends!\But I am the one who uses it! response:	I absorb all their power and make it my own!
context: will no longer be tolerated by me.\But you are using your parent's influence, too!\How are you any different from these two?\These petty thugs are merely leeching off of their parent's power.\I am different!\The power of my parent, of others, I will exploit everything to my ends!\But I am the one who uses it!\I absorb all their power and make it my own! response:	It is a difference of resolve.
context: But you are using your parent's influence, too!\How are you any different from these two?\These petty thugs are merely leeching off of their parent's power.\I am different!\The power of my parent, of others, I will exploit everything to my ends!\But I am the one who uses it!\I absorb all their power and make it my own!\It is a difference of resolve. response:	Resolve?
context: How are you any different from these two?\These petty thugs are merely leeching off of their parent's power.\I am different!\The power of my parent, of others, I will exploit everything to my ends!\But I am the one who uses it!\I absorb all their power and make it my own!\It is a difference of resolve.\Resolve? response:	Gamagoori.
context: These petty thugs are merely leeching off of their parent's power.\I am different!\The power of my parent, of others, I will exploit everything to my ends!\But I am the one who uses it!\I absorb all their power and make it my own!\It is a difference of resolve.\Resolve?\Gamagoori. response:	Those who lack resolve are incapable
context: I am different!\The power of my parent, of others, I will exploit everything to my ends!\But I am the one who uses it!\I absorb all their power and make it my own!\It is a difference of resolve.\Resolve?\Gamagoori.\Those who lack resolve are incapable response:	of even wiping away their own tears.
context: The power of my parent, of others, I will exploit everything to my ends!\But I am the one who uses it!\I absorb all their power and make it my own!\It is a difference of resolve.\Resolve?\Gamagoori.\Those who lack resolve are incapable\of even wiping away their own tears. response:	That was how I first met Lady Satsuki!
context: But I am the one who uses it!\I absorb all their power and make it my own!\It is a difference of resolve.\Resolve?\Gamagoori.\Those who lack resolve are incapable\of even wiping away their own tears.\That was how I first met Lady Satsuki! response:	And for two years, I waited.
context: I absorb all their power and make it my own!\It is a difference of resolve.\Resolve?\Gamagoori.\Those who lack resolve are incapable\of even wiping away their own tears.\That was how I first met Lady Satsuki!\And for two years, I waited. response:	I awaited her graduation, enrolled in Honnouji Academy at her side,
context: It is a difference of resolve.\Resolve?\Gamagoori.\Those who lack resolve are incapable\of even wiping away their own tears.\That was how I first met Lady Satsuki!\And for two years, I waited.\I awaited her graduation, enrolled in Honnouji Academy at her side, response:	and acquired this Goku Uniform.
context: Resolve?\Gamagoori.\Those who lack resolve are incapable\of even wiping away their own tears.\That was how I first met Lady Satsuki!\And for two years, I waited.\I awaited her graduation, enrolled in Honnouji Academy at her side,\and acquired this Goku Uniform. response:	Hang on, how old are you?!
context: Gamagoori.\Those who lack resolve are incapable\of even wiping away their own tears.\That was how I first met Lady Satsuki!\And for two years, I waited.\I awaited her graduation, enrolled in Honnouji Academy at her side,\and acquired this Goku Uniform.\Hang on, how old are you?! response:	I turn 20 this year.
context: Those who lack resolve are incapable\of even wiping away their own tears.\That was how I first met Lady Satsuki!\And for two years, I waited.\I awaited her graduation, enrolled in Honnouji Academy at her side,\and acquired this Goku Uniform.\Hang on, how old are you?!\I turn 20 this year. response:	That explains your old man face!
context: of even wiping away their own tears.\That was how I first met Lady Satsuki!\And for two years, I waited.\I awaited her graduation, enrolled in Honnouji Academy at her side,\and acquired this Goku Uniform.\Hang on, how old are you?!\I turn 20 this year.\That explains your old man face! response:	How much longer are you gonna keep yapping?!
context: That was how I first met Lady Satsuki!\And for two years, I waited.\I awaited her graduation, enrolled in Honnouji Academy at her side,\and acquired this Goku Uniform.\Hang on, how old are you?!\I turn 20 this year.\That explains your old man face!\How much longer are you gonna keep yapping?! response:	Yes! That's more like it!
context: And for two years, I waited.\I awaited her graduation, enrolled in Honnouji Academy at her side,\and acquired this Goku Uniform.\Hang on, how old are you?!\I turn 20 this year.\That explains your old man face!\How much longer are you gonna keep yapping?!\Yes! That's more like it! response:	The more I'm punished, the more
context: I awaited her graduation, enrolled in Honnouji Academy at her side,\and acquired this Goku Uniform.\Hang on, how old are you?!\I turn 20 this year.\That explains your old man face!\How much longer are you gonna keep yapping?!\Yes! That's more like it!\The more I'm punished, the more response:	my hardness towers mighty and strong!
context: and acquired this Goku Uniform.\Hang on, how old are you?!\I turn 20 this year.\That explains your old man face!\How much longer are you gonna keep yapping?!\Yes! That's more like it!\The more I'm punished, the more\my hardness towers mighty and strong! response:	He's a pervert with an old man face...
context: Hang on, how old are you?!\I turn 20 this year.\That explains your old man face!\How much longer are you gonna keep yapping?!\Yes! That's more like it!\The more I'm punished, the more\my hardness towers mighty and strong!\He's a pervert with an old man face... response:	Not pervert, convert.
context: I turn 20 this year.\That explains your old man face!\How much longer are you gonna keep yapping?!\Yes! That's more like it!\The more I'm punished, the more\my hardness towers mighty and strong!\He's a pervert with an old man face...\Not pervert, convert. response:	The instant I reach my climax,
context: That explains your old man face!\How much longer are you gonna keep yapping?!\Yes! That's more like it!\The more I'm punished, the more\my hardness towers mighty and strong!\He's a pervert with an old man face...\Not pervert, convert.\The instant I reach my climax, response:	the power that has been building up inside of me will burst out...
context: How much longer are you gonna keep yapping?!\Yes! That's more like it!\The more I'm punished, the more\my hardness towers mighty and strong!\He's a pervert with an old man face...\Not pervert, convert.\The instant I reach my climax,\the power that has been building up inside of me will burst out... response:	Three-Star Goku Uniform: Scourge Regalia!
context: Yes! That's more like it!\The more I'm punished, the more\my hardness towers mighty and strong!\He's a pervert with an old man face...\Not pervert, convert.\The instant I reach my climax,\the power that has been building up inside of me will burst out...\Three-Star Goku Uniform: Scourge Regalia! response:	THREE-STAR GOKU UNIFORM SCOURGE REGALIA
context: The more I'm punished, the more\my hardness towers mighty and strong!\He's a pervert with an old man face...\Not pervert, convert.\The instant I reach my climax,\the power that has been building up inside of me will burst out...\Three-Star Goku Uniform: Scourge Regalia!\THREE-STAR GOKU UNIFORM SCOURGE REGALIA response:	Oh, wow...
context: my hardness towers mighty and strong!\He's a pervert with an old man face...\Not pervert, convert.\The instant I reach my climax,\the power that has been building up inside of me will burst out...\Three-Star Goku Uniform: Scourge Regalia!\THREE-STAR GOKU UNIFORM SCOURGE REGALIA\Oh, wow... response:	A secondary transformation, eh?
context: He's a pervert with an old man face...\Not pervert, convert.\The instant I reach my climax,\the power that has been building up inside of me will burst out...\Three-Star Goku Uniform: Scourge Regalia!\THREE-STAR GOKU UNIFORM SCOURGE REGALIA\Oh, wow...\A secondary transformation, eh? response:	BACK-ALLEY GAS STATION SELF-SERVE
context: Not pervert, convert.\The instant I reach my climax,\the power that has been building up inside of me will burst out...\Three-Star Goku Uniform: Scourge Regalia!\THREE-STAR GOKU UNIFORM SCOURGE REGALIA\Oh, wow...\A secondary transformation, eh?\BACK-ALLEY GAS STATION SELF-SERVE response:	Be careful.
context: The instant I reach my climax,\the power that has been building up inside of me will burst out...\Three-Star Goku Uniform: Scourge Regalia!\THREE-STAR GOKU UNIFORM SCOURGE REGALIA\Oh, wow...\A secondary transformation, eh?\BACK-ALLEY GAS STATION SELF-SERVE\Be careful. response:	They say a picnic is not done until you reach home safely.
context: the power that has been building up inside of me will burst out...\Three-Star Goku Uniform: Scourge Regalia!\THREE-STAR GOKU UNIFORM SCOURGE REGALIA\Oh, wow...\A secondary transformation, eh?\BACK-ALLEY GAS STATION SELF-SERVE\Be careful.\They say a picnic is not done until you reach home safely. response:	Jeez, it's not a picnic...
context: Three-Star Goku Uniform: Scourge Regalia!\THREE-STAR GOKU UNIFORM SCOURGE REGALIA\Oh, wow...\A secondary transformation, eh?\BACK-ALLEY GAS STATION SELF-SERVE\Be careful.\They say a picnic is not done until you reach home safely.\Jeez, it's not a picnic... response:	I'll be waiting for you at the Sudden Death Runoff Election.
context: THREE-STAR GOKU UNIFORM SCOURGE REGALIA\Oh, wow...\A secondary transformation, eh?\BACK-ALLEY GAS STATION SELF-SERVE\Be careful.\They say a picnic is not done until you reach home safely.\Jeez, it's not a picnic...\I'll be waiting for you at the Sudden Death Runoff Election. response:	I'll arrange a fitting spot for our battle.
