context: Once the festival's over, Shiina will... response:	Message Received
context: and she's your older sister.\That's all.\Huh?\This necklace...\You weren't buying it for Mashiro...\What?\Nothing! Where did you get this?\A store some other class was running forced me to buy it. response:	Jin, put it on me!
context: That's all.\Huh?\This necklace...\You weren't buying it for Mashiro...\What?\Nothing! Where did you get this?\A store some other class was running forced me to buy it.\Jin, put it on me! response:	Do it yourself.
context: Huh?\This necklace...\You weren't buying it for Mashiro...\What?\Nothing! Where did you get this?\A store some other class was running forced me to buy it.\Jin, put it on me!\Do it yourself. response:	What?
context: This necklace...\You weren't buying it for Mashiro...\What?\Nothing! Where did you get this?\A store some other class was running forced me to buy it.\Jin, put it on me!\Do it yourself.\What? response:	Hey, Misaki!
context: You weren't buying it for Mashiro...\What?\Nothing! Where did you get this?\A store some other class was running forced me to buy it.\Jin, put it on me!\Do it yourself.\What?\Hey, Misaki! response:	That's...
context: What?\Nothing! Where did you get this?\A store some other class was running forced me to buy it.\Jin, put it on me!\Do it yourself.\What?\Hey, Misaki!\That's... response:	There you are, Kanda-kun!
context: Nothing! Where did you get this?\A store some other class was running forced me to buy it.\Jin, put it on me!\Do it yourself.\What?\Hey, Misaki!\That's...\There you are, Kanda-kun! response:	What's up, Aoyama?
context: A store some other class was running forced me to buy it.\Jin, put it on me!\Do it yourself.\What?\Hey, Misaki!\That's...\There you are, Kanda-kun!\What's up, Aoyama? response:	I can't find Mashiro anywhere... Rita-san, either...
context: Jin, put it on me!\Do it yourself.\What?\Hey, Misaki!\That's...\There you are, Kanda-kun!\What's up, Aoyama?\I can't find Mashiro anywhere... Rita-san, either... response:	Mashiro has people waiting for her.
context: Do it yourself.\What?\Hey, Misaki!\That's...\There you are, Kanda-kun!\What's up, Aoyama?\I can't find Mashiro anywhere... Rita-san, either...\Mashiro has people waiting for her. response:	Mashiro will return to the place she belongs.
context: What?\Hey, Misaki!\That's...\There you are, Kanda-kun!\What's up, Aoyama?\I can't find Mashiro anywhere... Rita-san, either...\Mashiro has people waiting for her.\Mashiro will return to the place she belongs. response:	She's already heading back to England?
context: Hey, Misaki!\That's...\There you are, Kanda-kun!\What's up, Aoyama?\I can't find Mashiro anywhere... Rita-san, either...\Mashiro has people waiting for her.\Mashiro will return to the place she belongs.\She's already heading back to England? response:	England?
context: That's...\There you are, Kanda-kun!\What's up, Aoyama?\I can't find Mashiro anywhere... Rita-san, either...\Mashiro has people waiting for her.\Mashiro will return to the place she belongs.\She's already heading back to England?\England? response:	Isn't that just something Rita said without...
context: There you are, Kanda-kun!\What's up, Aoyama?\I can't find Mashiro anywhere... Rita-san, either...\Mashiro has people waiting for her.\Mashiro will return to the place she belongs.\She's already heading back to England?\England?\Isn't that just something Rita said without... response:	You're kidding! Why?
context: What's up, Aoyama?\I can't find Mashiro anywhere... Rita-san, either...\Mashiro has people waiting for her.\Mashiro will return to the place she belongs.\She's already heading back to England?\England?\Isn't that just something Rita said without...\You're kidding! Why? response:	Kanda-kun, why didn't you stop her?!
context: I can't find Mashiro anywhere... Rita-san, either...\Mashiro has people waiting for her.\Mashiro will return to the place she belongs.\She's already heading back to England?\England?\Isn't that just something Rita said without...\You're kidding! Why?\Kanda-kun, why didn't you stop her?! response:	Because if that's Shiina's decision,
context: Mashiro has people waiting for her.\Mashiro will return to the place she belongs.\She's already heading back to England?\England?\Isn't that just something Rita said without...\You're kidding! Why?\Kanda-kun, why didn't you stop her?!\Because if that's Shiina's decision, response:	I'm not in any position to speak my mind.
context: Mashiro will return to the place she belongs.\She's already heading back to England?\England?\Isn't that just something Rita said without...\You're kidding! Why?\Kanda-kun, why didn't you stop her?!\Because if that's Shiina's decision,\I'm not in any position to speak my mind. response:	Besides,
context: She's already heading back to England?\England?\Isn't that just something Rita said without...\You're kidding! Why?\Kanda-kun, why didn't you stop her?!\Because if that's Shiina's decision,\I'm not in any position to speak my mind.\Besides, response:	I already got to say what I wanted to...
context: England?\Isn't that just something Rita said without...\You're kidding! Why?\Kanda-kun, why didn't you stop her?!\Because if that's Shiina's decision,\I'm not in any position to speak my mind.\Besides,\I already got to say what I wanted to... response:	You wanted to thank her?
context: Isn't that just something Rita said without...\You're kidding! Why?\Kanda-kun, why didn't you stop her?!\Because if that's Shiina's decision,\I'm not in any position to speak my mind.\Besides,\I already got to say what I wanted to...\You wanted to thank her? response:	You heard me?
context: You're kidding! Why?\Kanda-kun, why didn't you stop her?!\Because if that's Shiina's decision,\I'm not in any position to speak my mind.\Besides,\I already got to say what I wanted to...\You wanted to thank her?\You heard me? response:	That's all you wanted to say?!
context: Kanda-kun, why didn't you stop her?!\Because if that's Shiina's decision,\I'm not in any position to speak my mind.\Besides,\I already got to say what I wanted to...\You wanted to thank her?\You heard me?\That's all you wanted to say?! response:	That can't be all!
context: Because if that's Shiina's decision,\I'm not in any position to speak my mind.\Besides,\I already got to say what I wanted to...\You wanted to thank her?\You heard me?\That's all you wanted to say?!\That can't be all! response:	Kanda-kun, what do you want to do right now?!
context: I'm not in any position to speak my mind.\Besides,\I already got to say what I wanted to...\You wanted to thank her?\You heard me?\That's all you wanted to say?!\That can't be all!\Kanda-kun, what do you want to do right now?! response:	Of course I want to stop her!
context: Besides,\I already got to say what I wanted to...\You wanted to thank her?\You heard me?\That's all you wanted to say?!\That can't be all!\Kanda-kun, what do you want to do right now?!\Of course I want to stop her! response:	Kanda-kun...
context: I already got to say what I wanted to...\You wanted to thank her?\You heard me?\That's all you wanted to say?!\That can't be all!\Kanda-kun, what do you want to do right now?!\Of course I want to stop her!\Kanda-kun... response:	She said she was going to become a manga artist...
context: You wanted to thank her?\You heard me?\That's all you wanted to say?!\That can't be all!\Kanda-kun, what do you want to do right now?!\Of course I want to stop her!\Kanda-kun...\She said she was going to become a manga artist... response:	She worked so hard and even got her work serialized...
context: You heard me?\That's all you wanted to say?!\That can't be all!\Kanda-kun, what do you want to do right now?!\Of course I want to stop her!\Kanda-kun...\She said she was going to become a manga artist...\She worked so hard and even got her work serialized... response:	What is she doing?!
context: That's all you wanted to say?!\That can't be all!\Kanda-kun, what do you want to do right now?!\Of course I want to stop her!\Kanda-kun...\She said she was going to become a manga artist...\She worked so hard and even got her work serialized...\What is she doing?! response:	Don't be ridiculous...
context: That can't be all!\Kanda-kun, what do you want to do right now?!\Of course I want to stop her!\Kanda-kun...\She said she was going to become a manga artist...\She worked so hard and even got her work serialized...\What is she doing?!\Don't be ridiculous... response:	We spent six months together.
context: Kanda-kun, what do you want to do right now?!\Of course I want to stop her!\Kanda-kun...\She said she was going to become a manga artist...\She worked so hard and even got her work serialized...\What is she doing?!\Don't be ridiculous...\We spent six months together. response:	How can she throw it away so easily?
context: Of course I want to stop her!\Kanda-kun...\She said she was going to become a manga artist...\She worked so hard and even got her work serialized...\What is she doing?!\Don't be ridiculous...\We spent six months together.\How can she throw it away so easily? response:	Her manga and us...
context: Kanda-kun...\She said she was going to become a manga artist...\She worked so hard and even got her work serialized...\What is she doing?!\Don't be ridiculous...\We spent six months together.\How can she throw it away so easily?\Her manga and us... response:	Kanda-kun, isn't that what you...
context: She said she was going to become a manga artist...\She worked so hard and even got her work serialized...\What is she doing?!\Don't be ridiculous...\We spent six months together.\How can she throw it away so easily?\Her manga and us...\Kanda-kun, isn't that what you... response:	really wanted to tell her during Nyapollon?
context: She worked so hard and even got her work serialized...\What is she doing?!\Don't be ridiculous...\We spent six months together.\How can she throw it away so easily?\Her manga and us...\Kanda-kun, isn't that what you...\really wanted to tell her during Nyapollon? response:	Then, you have to tell her.
context: What is she doing?!\Don't be ridiculous...\We spent six months together.\How can she throw it away so easily?\Her manga and us...\Kanda-kun, isn't that what you...\really wanted to tell her during Nyapollon?\Then, you have to tell her. response:	Let's find Mashiro!
context: Don't be ridiculous...\We spent six months together.\How can she throw it away so easily?\Her manga and us...\Kanda-kun, isn't that what you...\really wanted to tell her during Nyapollon?\Then, you have to tell her.\Let's find Mashiro! response:	I'll go check inside the school!
context: We spent six months together.\How can she throw it away so easily?\Her manga and us...\Kanda-kun, isn't that what you...\really wanted to tell her during Nyapollon?\Then, you have to tell her.\Let's find Mashiro!\I'll go check inside the school! response:	It's no use. She's not answering.
context: How can she throw it away so easily?\Her manga and us...\Kanda-kun, isn't that what you...\really wanted to tell her during Nyapollon?\Then, you have to tell her.\Let's find Mashiro!\I'll go check inside the school!\It's no use. She's not answering. response:	Nanami.
context: Her manga and us...\Kanda-kun, isn't that what you...\really wanted to tell her during Nyapollon?\Then, you have to tell her.\Let's find Mashiro!\I'll go check inside the school!\It's no use. She's not answering.\Nanami. response:	Miyahara-kun!
context: Kanda-kun, isn't that what you...\really wanted to tell her during Nyapollon?\Then, you have to tell her.\Let's find Mashiro!\I'll go check inside the school!\It's no use. She's not answering.\Nanami.\Miyahara-kun! response:	Have you seen
context: really wanted to tell her during Nyapollon?\Then, you have to tell her.\Let's find Mashiro!\I'll go check inside the school!\It's no use. She's not answering.\Nanami.\Miyahara-kun!\Have you seen response:	Nyapollon was really great!
context: Then, you have to tell her.\Let's find Mashiro!\I'll go check inside the school!\It's no use. She's not answering.\Nanami.\Miyahara-kun!\Have you seen\Nyapollon was really great! response:	I was really moved by your performance!
context: Let's find Mashiro!\I'll go check inside the school!\It's no use. She's not answering.\Nanami.\Miyahara-kun!\Have you seen\Nyapollon was really great!\I was really moved by your performance! response:	Th-Thanks... So, um...
context: I'll go check inside the school!\It's no use. She's not answering.\Nanami.\Miyahara-kun!\Have you seen\Nyapollon was really great!\I was really moved by your performance!\Th-Thanks... So, um... response:	Sorry, I'm...
context: It's no use. She's not answering.\Nanami.\Miyahara-kun!\Have you seen\Nyapollon was really great!\I was really moved by your performance!\Th-Thanks... So, um...\Sorry, I'm... response:	Did you hear what I shouted during...
context: Nanami.\Miyahara-kun!\Have you seen\Nyapollon was really great!\I was really moved by your performance!\Th-Thanks... So, um...\Sorry, I'm...\Did you hear what I shouted during... response:	the Meatball Beam part?
context: Miyahara-kun!\Have you seen\Nyapollon was really great!\I was really moved by your performance!\Th-Thanks... So, um...\Sorry, I'm...\Did you hear what I shouted during...\the Meatball Beam part? response:	What? What did you say?
context: Have you seen\Nyapollon was really great!\I was really moved by your performance!\Th-Thanks... So, um...\Sorry, I'm...\Did you hear what I shouted during...\the Meatball Beam part?\What? What did you say? response:	That I...
context: Nyapollon was really great!\I was really moved by your performance!\Th-Thanks... So, um...\Sorry, I'm...\Did you hear what I shouted during...\the Meatball Beam part?\What? What did you say?\That I... response:	love you.
context: I was really moved by your performance!\Th-Thanks... So, um...\Sorry, I'm...\Did you hear what I shouted during...\the Meatball Beam part?\What? What did you say?\That I...\love you. response:	Oh, um...
context: Th-Thanks... So, um...\Sorry, I'm...\Did you hear what I shouted during...\the Meatball Beam part?\What? What did you say?\That I...\love you.\Oh, um... response:	I-I'm sorry, I...
context: Sorry, I'm...\Did you hear what I shouted during...\the Meatball Beam part?\What? What did you say?\That I...\love you.\Oh, um...\I-I'm sorry, I... response:	I've never thought of you that way...
context: Did you hear what I shouted during...\the Meatball Beam part?\What? What did you say?\That I...\love you.\Oh, um...\I-I'm sorry, I...\I've never thought of you that way... response:	So, um... I'm...
context: the Meatball Beam part?\What? What did you say?\That I...\love you.\Oh, um...\I-I'm sorry, I...\I've never thought of you that way...\So, um... I'm... response:	I'm really sorry!
context: What? What did you say?\That I...\love you.\Oh, um...\I-I'm sorry, I...\I've never thought of you that way...\So, um... I'm...\I'm really sorry! response:	I can't... I...
context: That I...\love you.\Oh, um...\I-I'm sorry, I...\I've never thought of you that way...\So, um... I'm...\I'm really sorry!\I can't... I... response:	Mashiro, I...
context: love you.\Oh, um...\I-I'm sorry, I...\I've never thought of you that way...\So, um... I'm...\I'm really sorry!\I can't... I...\Mashiro, I... response:	Kouhai-kun! Mashiron and Rittan left!
context: Oh, um...\I-I'm sorry, I...\I've never thought of you that way...\So, um... I'm...\I'm really sorry!\I can't... I...\Mashiro, I...\Kouhai-kun! Mashiron and Rittan left! response:	What? They're already going to the airport?!
context: I-I'm sorry, I...\I've never thought of you that way...\So, um... I'm...\I'm really sorry!\I can't... I...\Mashiro, I...\Kouhai-kun! Mashiron and Rittan left!\What? They're already going to the airport?! response:	Aoyama-san told us what's happening! Get in!
context: I've never thought of you that way...\So, um... I'm...\I'm really sorry!\I can't... I...\Mashiro, I...\Kouhai-kun! Mashiron and Rittan left!\What? They're already going to the airport?!\Aoyama-san told us what's happening! Get in! response:	International Airport
context: So, um... I'm...\I'm really sorry!\I can't... I...\Mashiro, I...\Kouhai-kun! Mashiron and Rittan left!\What? They're already going to the airport?!\Aoyama-san told us what's happening! Get in!\International Airport response:	Okay then, Mashiro...
context: I'm really sorry!\I can't... I...\Mashiro, I...\Kouhai-kun! Mashiron and Rittan left!\What? They're already going to the airport?!\Aoyama-san told us what's happening! Get in!\International Airport\Okay then, Mashiro... response:	Yeah.
context: I can't... I...\Mashiro, I...\Kouhai-kun! Mashiron and Rittan left!\What? They're already going to the airport?!\Aoyama-san told us what's happening! Get in!\International Airport\Okay then, Mashiro...\Yeah. response:	Mashiro, don't go.
context: Mashiro, I...\Kouhai-kun! Mashiron and Rittan left!\What? They're already going to the airport?!\Aoyama-san told us what's happening! Get in!\International Airport\Okay then, Mashiro...\Yeah.\Mashiro, don't go. response:	Sorata.
context: Kouhai-kun! Mashiron and Rittan left!\What? They're already going to the airport?!\Aoyama-san told us what's happening! Get in!\International Airport\Okay then, Mashiro...\Yeah.\Mashiro, don't go.\Sorata. response:	Don't go...
context: What? They're already going to the airport?!\Aoyama-san told us what's happening! Get in!\International Airport\Okay then, Mashiro...\Yeah.\Mashiro, don't go.\Sorata.\Don't go... response:	Don't go, don't go!
context: Aoyama-san told us what's happening! Get in!\International Airport\Okay then, Mashiro...\Yeah.\Mashiro, don't go.\Sorata.\Don't go...\Don't go, don't go! response:	Not anywhere! Don't go anywhere!
context: International Airport\Okay then, Mashiro...\Yeah.\Mashiro, don't go.\Sorata.\Don't go...\Don't go, don't go!\Not anywhere! Don't go anywhere! response:	Sorata, you're repeating yourself.
context: Okay then, Mashiro...\Yeah.\Mashiro, don't go.\Sorata.\Don't go...\Don't go, don't go!\Not anywhere! Don't go anywhere!\Sorata, you're repeating yourself. response:	Stay at Sakura Hall!
context: Yeah.\Mashiro, don't go.\Sorata.\Don't go...\Don't go, don't go!\Not anywhere! Don't go anywhere!\Sorata, you're repeating yourself.\Stay at Sakura Hall! response:	I'm not going anywhere.
context: Mashiro, don't go.\Sorata.\Don't go...\Don't go, don't go!\Not anywhere! Don't go anywhere!\Sorata, you're repeating yourself.\Stay at Sakura Hall!\I'm not going anywhere. response:	Yeah!
context: Sorata.\Don't go...\Don't go, don't go!\Not anywhere! Don't go anywhere!\Sorata, you're repeating yourself.\Stay at Sakura Hall!\I'm not going anywhere.\Yeah! response:	I came to see Rita off.
context: Don't go...\Don't go, don't go!\Not anywhere! Don't go anywhere!\Sorata, you're repeating yourself.\Stay at Sakura Hall!\I'm not going anywhere.\Yeah!\I came to see Rita off. response:	Yeah!
context: Don't go, don't go!\Not anywhere! Don't go anywhere!\Sorata, you're repeating yourself.\Stay at Sakura Hall!\I'm not going anywhere.\Yeah!\I came to see Rita off.\Yeah! response:	What?! Wait, what?!
context: Not anywhere! Don't go anywhere!\Sorata, you're repeating yourself.\Stay at Sakura Hall!\I'm not going anywhere.\Yeah!\I came to see Rita off.\Yeah!\What?! Wait, what?! response:	It's true what they say: The plainer the man,
context: Sorata, you're repeating yourself.\Stay at Sakura Hall!\I'm not going anywhere.\Yeah!\I came to see Rita off.\Yeah!\What?! Wait, what?!\It's true what they say: The plainer the man, response:	the more flamboyant his actions, huh, Sorata?
context: Stay at Sakura Hall!\I'm not going anywhere.\Yeah!\I came to see Rita off.\Yeah!\What?! Wait, what?!\It's true what they say: The plainer the man,\the more flamboyant his actions, huh, Sorata? response:	R-Rita! You tricked me!
context: I'm not going anywhere.\Yeah!\I came to see Rita off.\Yeah!\What?! Wait, what?!\It's true what they say: The plainer the man,\the more flamboyant his actions, huh, Sorata?\R-Rita! You tricked me! response:	That's not a nice thing to say.
context: Yeah!\I came to see Rita off.\Yeah!\What?! Wait, what?!\It's true what they say: The plainer the man,\the more flamboyant his actions, huh, Sorata?\R-Rita! You tricked me!\That's not a nice thing to say. response:	You said Mashiro would return to where she belongs.
context: I came to see Rita off.\Yeah!\What?! Wait, what?!\It's true what they say: The plainer the man,\the more flamboyant his actions, huh, Sorata?\R-Rita! You tricked me!\That's not a nice thing to say.\You said Mashiro would return to where she belongs. response:	Don't you think Mashiro belongs in Sakura Hall?
context: Yeah!\What?! Wait, what?!\It's true what they say: The plainer the man,\the more flamboyant his actions, huh, Sorata?\R-Rita! You tricked me!\That's not a nice thing to say.\You said Mashiro would return to where she belongs.\Don't you think Mashiro belongs in Sakura Hall? response:	What?
context: What?! Wait, what?!\It's true what they say: The plainer the man,\the more flamboyant his actions, huh, Sorata?\R-Rita! You tricked me!\That's not a nice thing to say.\You said Mashiro would return to where she belongs.\Don't you think Mashiro belongs in Sakura Hall?\What? response:	Rita-san, are you saying...
context: It's true what they say: The plainer the man,\the more flamboyant his actions, huh, Sorata?\R-Rita! You tricked me!\That's not a nice thing to say.\You said Mashiro would return to where she belongs.\Don't you think Mashiro belongs in Sakura Hall?\What?\Rita-san, are you saying... response:	I'm glad I came to Japan.
context: the more flamboyant his actions, huh, Sorata?\R-Rita! You tricked me!\That's not a nice thing to say.\You said Mashiro would return to where she belongs.\Don't you think Mashiro belongs in Sakura Hall?\What?\Rita-san, are you saying...\I'm glad I came to Japan. response:	I'm going back to England.
context: R-Rita! You tricked me!\That's not a nice thing to say.\You said Mashiro would return to where she belongs.\Don't you think Mashiro belongs in Sakura Hall?\What?\Rita-san, are you saying...\I'm glad I came to Japan.\I'm going back to England. response:	Please take care of Mashiro for me.
context: That's not a nice thing to say.\You said Mashiro would return to where she belongs.\Don't you think Mashiro belongs in Sakura Hall?\What?\Rita-san, are you saying...\I'm glad I came to Japan.\I'm going back to England.\Please take care of Mashiro for me. response:	Rittan, why didn't you tell us?
context: You said Mashiro would return to where she belongs.\Don't you think Mashiro belongs in Sakura Hall?\What?\Rita-san, are you saying...\I'm glad I came to Japan.\I'm going back to England.\Please take care of Mashiro for me.\Rittan, why didn't you tell us? response:	We didn't even throw a farewell hotpot party!
context: Don't you think Mashiro belongs in Sakura Hall?\What?\Rita-san, are you saying...\I'm glad I came to Japan.\I'm going back to England.\Please take care of Mashiro for me.\Rittan, why didn't you tell us?\We didn't even throw a farewell hotpot party! response:	Take this with you, former freeloader.
context: What?\Rita-san, are you saying...\I'm glad I came to Japan.\I'm going back to England.\Please take care of Mashiro for me.\Rittan, why didn't you tell us?\We didn't even throw a farewell hotpot party!\Take this with you, former freeloader. response:	It's Kanda's email.
context: Rita-san, are you saying...\I'm glad I came to Japan.\I'm going back to England.\Please take care of Mashiro for me.\Rittan, why didn't you tell us?\We didn't even throw a farewell hotpot party!\Take this with you, former freeloader.\It's Kanda's email. response:	Why mine?!
context: I'm glad I came to Japan.\I'm going back to England.\Please take care of Mashiro for me.\Rittan, why didn't you tell us?\We didn't even throw a farewell hotpot party!\Take this with you, former freeloader.\It's Kanda's email.\Why mine?! response:	You play hard to get, don't you?
context: I'm going back to England.\Please take care of Mashiro for me.\Rittan, why didn't you tell us?\We didn't even throw a farewell hotpot party!\Take this with you, former freeloader.\It's Kanda's email.\Why mine?!\You play hard to get, don't you? response:	What do you even think love is?
context: Please take care of Mashiro for me.\Rittan, why didn't you tell us?\We didn't even throw a farewell hotpot party!\Take this with you, former freeloader.\It's Kanda's email.\Why mine?!\You play hard to get, don't you?\What do you even think love is? response:	Love is a bug in the brain's electrical functions.
context: Rittan, why didn't you tell us?\We didn't even throw a farewell hotpot party!\Take this with you, former freeloader.\It's Kanda's email.\Why mine?!\You play hard to get, don't you?\What do you even think love is?\Love is a bug in the brain's electrical functions. response:	You should throw your unnecessary emotions in that garbage can.
context: We didn't even throw a farewell hotpot party!\Take this with you, former freeloader.\It's Kanda's email.\Why mine?!\You play hard to get, don't you?\What do you even think love is?\Love is a bug in the brain's electrical functions.\You should throw your unnecessary emotions in that garbage can. response:	Looks like you need to be punished!
context: Take this with you, former freeloader.\It's Kanda's email.\Why mine?!\You play hard to get, don't you?\What do you even think love is?\Love is a bug in the brain's electrical functions.\You should throw your unnecessary emotions in that garbage can.\Looks like you need to be punished! response:	It's futile. That attack won't work against...
context: It's Kanda's email.\Why mine?!\You play hard to get, don't you?\What do you even think love is?\Love is a bug in the brain's electrical functions.\You should throw your unnecessary emotions in that garbage can.\Looks like you need to be punished!\It's futile. That attack won't work against... response:	Goodbye, everyone.
context: Why mine?!\You play hard to get, don't you?\What do you even think love is?\Love is a bug in the brain's electrical functions.\You should throw your unnecessary emotions in that garbage can.\Looks like you need to be punished!\It's futile. That attack won't work against...\Goodbye, everyone. response:	Take care!
context: You play hard to get, don't you?\What do you even think love is?\Love is a bug in the brain's electrical functions.\You should throw your unnecessary emotions in that garbage can.\Looks like you need to be punished!\It's futile. That attack won't work against...\Goodbye, everyone.\Take care! response:	Exploding with Youth!
context: What do you even think love is?\Love is a bug in the brain's electrical functions.\You should throw your unnecessary emotions in that garbage can.\Looks like you need to be punished!\It's futile. That attack won't work against...\Goodbye, everyone.\Take care!\Exploding with Youth! response:	Rittan!
context: Love is a bug in the brain's electrical functions.\You should throw your unnecessary emotions in that garbage can.\Looks like you need to be punished!\It's futile. That attack won't work against...\Goodbye, everyone.\Take care!\Exploding with Youth!\Rittan! response:	Rita-san, we'll see you again, won't we?
context: You should throw your unnecessary emotions in that garbage can.\Looks like you need to be punished!\It's futile. That attack won't work against...\Goodbye, everyone.\Take care!\Exploding with Youth!\Rittan!\Rita-san, we'll see you again, won't we? response:	So, she can smile like that, after all.
context: Looks like you need to be punished!\It's futile. That attack won't work against...\Goodbye, everyone.\Take care!\Exploding with Youth!\Rittan!\Rita-san, we'll see you again, won't we?\So, she can smile like that, after all. response:	What's wrong?
context: It's futile. That attack won't work against...\Goodbye, everyone.\Take care!\Exploding with Youth!\Rittan!\Rita-san, we'll see you again, won't we?\So, she can smile like that, after all.\What's wrong? response:	It feels weird, right here.
context: Goodbye, everyone.\Take care!\Exploding with Youth!\Rittan!\Rita-san, we'll see you again, won't we?\So, she can smile like that, after all.\What's wrong?\It feels weird, right here. response:	It's been throbbing for a while.
context: Take care!\Exploding with Youth!\Rittan!\Rita-san, we'll see you again, won't we?\So, she can smile like that, after all.\What's wrong?\It feels weird, right here.\It's been throbbing for a while. response:	A while?
context: Exploding with Youth!\Rittan!\Rita-san, we'll see you again, won't we?\So, she can smile like that, after all.\What's wrong?\It feels weird, right here.\It's been throbbing for a while.\A while? response:	Since you told me not to go...
context: Rittan!\Rita-san, we'll see you again, won't we?\So, she can smile like that, after all.\What's wrong?\It feels weird, right here.\It's been throbbing for a while.\A while?\Since you told me not to go... response:	O-Oh, that's...
context: Rita-san, we'll see you again, won't we?\So, she can smile like that, after all.\What's wrong?\It feels weird, right here.\It's been throbbing for a while.\A while?\Since you told me not to go...\O-Oh, that's... response:	And you held me...
context: So, she can smile like that, after all.\What's wrong?\It feels weird, right here.\It's been throbbing for a while.\A while?\Since you told me not to go...\O-Oh, that's...\And you held me... response:	Forget about that!
context: What's wrong?\It feels weird, right here.\It's been throbbing for a while.\A while?\Since you told me not to go...\O-Oh, that's...\And you held me...\Forget about that! response:	That's impossible.
context: It feels weird, right here.\It's been throbbing for a while.\A while?\Since you told me not to go...\O-Oh, that's...\And you held me...\Forget about that!\That's impossible. response:	I can still hear your voice in my ear.
context: It's been throbbing for a while.\A while?\Since you told me not to go...\O-Oh, that's...\And you held me...\Forget about that!\That's impossible.\I can still hear your voice in my ear. response:	I can still feel your body.
context: A while?\Since you told me not to go...\O-Oh, that's...\And you held me...\Forget about that!\That's impossible.\I can still hear your voice in my ear.\I can still feel your body. response:	Don't be so graphic!
context: Since you told me not to go...\O-Oh, that's...\And you held me...\Forget about that!\That's impossible.\I can still hear your voice in my ear.\I can still feel your body.\Don't be so graphic! response:	What happened to me?
context: O-Oh, that's...\And you held me...\Forget about that!\That's impossible.\I can still hear your voice in my ear.\I can still feel your body.\Don't be so graphic!\What happened to me? response:	Is this...
context: And you held me...\Forget about that!\That's impossible.\I can still hear your voice in my ear.\I can still feel your body.\Don't be so graphic!\What happened to me?\Is this... response:	love?
context: Forget about that!\That's impossible.\I can still hear your voice in my ear.\I can still feel your body.\Don't be so graphic!\What happened to me?\Is this...\love? response:	Hikari is happy Nyapollon's show went well.
context: That's impossible.\I can still hear your voice in my ear.\I can still feel your body.\Don't be so graphic!\What happened to me?\Is this...\love?\Hikari is happy Nyapollon's show went well. response:	By the way, Hikari... What is love?
