context: Hey, Sakura! You're an early riser today, eh? response:	Because today starts a new semester.
context: Eh?\What's with it?\FIGHT is a martial arts specialty Card.\So, it has an instinct to challenge strong opponents.\I can't do any martial arts!\What does that mean?\FIGHT is challenging the little wench.\Well, come get me! response:	Amazing!
context: What's with it?\FIGHT is a martial arts specialty Card.\So, it has an instinct to challenge strong opponents.\I can't do any martial arts!\What does that mean?\FIGHT is challenging the little wench.\Well, come get me!\Amazing! response:	You can't even do something this basic
context: FIGHT is a martial arts specialty Card.\So, it has an instinct to challenge strong opponents.\I can't do any martial arts!\What does that mean?\FIGHT is challenging the little wench.\Well, come get me!\Amazing!\You can't even do something this basic response:	and you're trying to capture Clow Cards?
context: So, it has an instinct to challenge strong opponents.\I can't do any martial arts!\What does that mean?\FIGHT is challenging the little wench.\Well, come get me!\Amazing!\You can't even do something this basic\and you're trying to capture Clow Cards? response:	Shao Lan is going to capture the Cards, after all.
context: I can't do any martial arts!\What does that mean?\FIGHT is challenging the little wench.\Well, come get me!\Amazing!\You can't even do something this basic\and you're trying to capture Clow Cards?\Shao Lan is going to capture the Cards, after all. response:	You haven't had enough yet?
context: What does that mean?\FIGHT is challenging the little wench.\Well, come get me!\Amazing!\You can't even do something this basic\and you're trying to capture Clow Cards?\Shao Lan is going to capture the Cards, after all.\You haven't had enough yet? response:	Watch out!
context: FIGHT is challenging the little wench.\Well, come get me!\Amazing!\You can't even do something this basic\and you're trying to capture Clow Cards?\Shao Lan is going to capture the Cards, after all.\You haven't had enough yet?\Watch out! response:	Shao Lan!
context: Well, come get me!\Amazing!\You can't even do something this basic\and you're trying to capture Clow Cards?\Shao Lan is going to capture the Cards, after all.\You haven't had enough yet?\Watch out!\Shao Lan! response:	I told you not to come!
context: Amazing!\You can't even do something this basic\and you're trying to capture Clow Cards?\Shao Lan is going to capture the Cards, after all.\You haven't had enough yet?\Watch out!\Shao Lan!\I told you not to come! response:	B' but'
context: You can't even do something this basic\and you're trying to capture Clow Cards?\Shao Lan is going to capture the Cards, after all.\You haven't had enough yet?\Watch out!\Shao Lan!\I told you not to come!\B' but' response:	Are you alright? Mei Lin-chan.
context: and you're trying to capture Clow Cards?\Shao Lan is going to capture the Cards, after all.\You haven't had enough yet?\Watch out!\Shao Lan!\I told you not to come!\B' but'\Are you alright? Mei Lin-chan. response:	It's only that my foot slipped a little.
context: Shao Lan is going to capture the Cards, after all.\You haven't had enough yet?\Watch out!\Shao Lan!\I told you not to come!\B' but'\Are you alright? Mei Lin-chan.\It's only that my foot slipped a little. response:	Oh, so you aren't working with the brat.
context: You haven't had enough yet?\Watch out!\Shao Lan!\I told you not to come!\B' but'\Are you alright? Mei Lin-chan.\It's only that my foot slipped a little.\Oh, so you aren't working with the brat. response:	What do you mean by brat?!
context: Watch out!\Shao Lan!\I told you not to come!\B' but'\Are you alright? Mei Lin-chan.\It's only that my foot slipped a little.\Oh, so you aren't working with the brat.\What do you mean by brat?! response:	Brat and Little Wench are good enough.
context: Shao Lan!\I told you not to come!\B' but'\Are you alright? Mei Lin-chan.\It's only that my foot slipped a little.\Oh, so you aren't working with the brat.\What do you mean by brat?!\Brat and Little Wench are good enough. response:	What did you say?!
context: I told you not to come!\B' but'\Are you alright? Mei Lin-chan.\It's only that my foot slipped a little.\Oh, so you aren't working with the brat.\What do you mean by brat?!\Brat and Little Wench are good enough.\What did you say?! response:	You had Wei use it, didn't you?
context: B' but'\Are you alright? Mei Lin-chan.\It's only that my foot slipped a little.\Oh, so you aren't working with the brat.\What do you mean by brat?!\Brat and Little Wench are good enough.\What did you say?!\You had Wei use it, didn't you? response:	Really! And I TOLD him not to tell!
context: Are you alright? Mei Lin-chan.\It's only that my foot slipped a little.\Oh, so you aren't working with the brat.\What do you mean by brat?!\Brat and Little Wench are good enough.\What did you say?!\You had Wei use it, didn't you?\Really! And I TOLD him not to tell! response:	Wei told me because he was worried about you, Mei Lin!
context: It's only that my foot slipped a little.\Oh, so you aren't working with the brat.\What do you mean by brat?!\Brat and Little Wench are good enough.\What did you say?!\You had Wei use it, didn't you?\Really! And I TOLD him not to tell!\Wei told me because he was worried about you, Mei Lin! response:	What do you mean?
context: Oh, so you aren't working with the brat.\What do you mean by brat?!\Brat and Little Wench are good enough.\What did you say?!\You had Wei use it, didn't you?\Really! And I TOLD him not to tell!\Wei told me because he was worried about you, Mei Lin!\What do you mean? response:	It seems this little wench
context: What do you mean by brat?!\Brat and Little Wench are good enough.\What did you say?!\You had Wei use it, didn't you?\Really! And I TOLD him not to tell!\Wei told me because he was worried about you, Mei Lin!\What do you mean?\It seems this little wench response:	can't figure out the location of the Cards by herself.
context: Brat and Little Wench are good enough.\What did you say?!\You had Wei use it, didn't you?\Really! And I TOLD him not to tell!\Wei told me because he was worried about you, Mei Lin!\What do you mean?\It seems this little wench\can't figure out the location of the Cards by herself. response:	Well, it seems that she doesn't have any magic whatsoever, y'know.
context: What did you say?!\You had Wei use it, didn't you?\Really! And I TOLD him not to tell!\Wei told me because he was worried about you, Mei Lin!\What do you mean?\It seems this little wench\can't figure out the location of the Cards by herself.\Well, it seems that she doesn't have any magic whatsoever, y'know. response:	Is that true?
context: You had Wei use it, didn't you?\Really! And I TOLD him not to tell!\Wei told me because he was worried about you, Mei Lin!\What do you mean?\It seems this little wench\can't figure out the location of the Cards by herself.\Well, it seems that she doesn't have any magic whatsoever, y'know.\Is that true? response:	That's a real oddity in the Li Family!
context: Really! And I TOLD him not to tell!\Wei told me because he was worried about you, Mei Lin!\What do you mean?\It seems this little wench\can't figure out the location of the Cards by herself.\Well, it seems that she doesn't have any magic whatsoever, y'know.\Is that true?\That's a real oddity in the Li Family! response:	Leave me alone.
context: Wei told me because he was worried about you, Mei Lin!\What do you mean?\It seems this little wench\can't figure out the location of the Cards by herself.\Well, it seems that she doesn't have any magic whatsoever, y'know.\Is that true?\That's a real oddity in the Li Family!\Leave me alone. response:	'Cuz it won't work with me,
context: What do you mean?\It seems this little wench\can't figure out the location of the Cards by herself.\Well, it seems that she doesn't have any magic whatsoever, y'know.\Is that true?\That's a real oddity in the Li Family!\Leave me alone.\'Cuz it won't work with me, response:	so I had Wei help me.
context: It seems this little wench\can't figure out the location of the Cards by herself.\Well, it seems that she doesn't have any magic whatsoever, y'know.\Is that true?\That's a real oddity in the Li Family!\Leave me alone.\'Cuz it won't work with me,\so I had Wei help me. response:	But even Wei couldn't figure out the exact location,
context: can't figure out the location of the Cards by herself.\Well, it seems that she doesn't have any magic whatsoever, y'know.\Is that true?\That's a real oddity in the Li Family!\Leave me alone.\'Cuz it won't work with me,\so I had Wei help me.\But even Wei couldn't figure out the exact location, response:	and I had a hard time finding it.
context: Well, it seems that she doesn't have any magic whatsoever, y'know.\Is that true?\That's a real oddity in the Li Family!\Leave me alone.\'Cuz it won't work with me,\so I had Wei help me.\But even Wei couldn't figure out the exact location,\and I had a hard time finding it. response:	Mei Lin!
context: Is that true?\That's a real oddity in the Li Family!\Leave me alone.\'Cuz it won't work with me,\so I had Wei help me.\But even Wei couldn't figure out the exact location,\and I had a hard time finding it.\Mei Lin! response:	Capturing Clow Cards is not a game!
context: That's a real oddity in the Li Family!\Leave me alone.\'Cuz it won't work with me,\so I had Wei help me.\But even Wei couldn't figure out the exact location,\and I had a hard time finding it.\Mei Lin!\Capturing Clow Cards is not a game! response:	There's the possibility of danger, like earlier.
context: Leave me alone.\'Cuz it won't work with me,\so I had Wei help me.\But even Wei couldn't figure out the exact location,\and I had a hard time finding it.\Mei Lin!\Capturing Clow Cards is not a game!\There's the possibility of danger, like earlier. response:	Earlier, I just let my guard down. That's all.
context: 'Cuz it won't work with me,\so I had Wei help me.\But even Wei couldn't figure out the exact location,\and I had a hard time finding it.\Mei Lin!\Capturing Clow Cards is not a game!\There's the possibility of danger, like earlier.\Earlier, I just let my guard down. That's all. response:	That letting my guard down might be what costs you your life!
context: so I had Wei help me.\But even Wei couldn't figure out the exact location,\and I had a hard time finding it.\Mei Lin!\Capturing Clow Cards is not a game!\There's the possibility of danger, like earlier.\Earlier, I just let my guard down. That's all.\That letting my guard down might be what costs you your life! response:	Li-kun is pretty cool, huh?
context: But even Wei couldn't figure out the exact location,\and I had a hard time finding it.\Mei Lin!\Capturing Clow Cards is not a game!\There's the possibility of danger, like earlier.\Earlier, I just let my guard down. That's all.\That letting my guard down might be what costs you your life!\Li-kun is pretty cool, huh? response:	Compared to me, he's still pretty green, though'
context: and I had a hard time finding it.\Mei Lin!\Capturing Clow Cards is not a game!\There's the possibility of danger, like earlier.\Earlier, I just let my guard down. That's all.\That letting my guard down might be what costs you your life!\Li-kun is pretty cool, huh?\Compared to me, he's still pretty green, though' response:	Anyway, you go home first, and with Wei'
context: Mei Lin!\Capturing Clow Cards is not a game!\There's the possibility of danger, like earlier.\Earlier, I just let my guard down. That's all.\That letting my guard down might be what costs you your life!\Li-kun is pretty cool, huh?\Compared to me, he's still pretty green, though'\Anyway, you go home first, and with Wei' response:	Mei Lin!
context: Capturing Clow Cards is not a game!\There's the possibility of danger, like earlier.\Earlier, I just let my guard down. That's all.\That letting my guard down might be what costs you your life!\Li-kun is pretty cool, huh?\Compared to me, he's still pretty green, though'\Anyway, you go home first, and with Wei'\Mei Lin! response:	Shao Lan!
context: There's the possibility of danger, like earlier.\Earlier, I just let my guard down. That's all.\That letting my guard down might be what costs you your life!\Li-kun is pretty cool, huh?\Compared to me, he's still pretty green, though'\Anyway, you go home first, and with Wei'\Mei Lin!\Shao Lan! response:	Shao Lan!
context: Earlier, I just let my guard down. That's all.\That letting my guard down might be what costs you your life!\Li-kun is pretty cool, huh?\Compared to me, he's still pretty green, though'\Anyway, you go home first, and with Wei'\Mei Lin!\Shao Lan!\Shao Lan! response:	Li-kun!
context: That letting my guard down might be what costs you your life!\Li-kun is pretty cool, huh?\Compared to me, he's still pretty green, though'\Anyway, you go home first, and with Wei'\Mei Lin!\Shao Lan!\Shao Lan!\Li-kun! response:	Shao Lan! Shao Lan!
context: Li-kun is pretty cool, huh?\Compared to me, he's still pretty green, though'\Anyway, you go home first, and with Wei'\Mei Lin!\Shao Lan!\Shao Lan!\Li-kun!\Shao Lan! Shao Lan! response:	I'm okay.
context: Compared to me, he's still pretty green, though'\Anyway, you go home first, and with Wei'\Mei Lin!\Shao Lan!\Shao Lan!\Li-kun!\Shao Lan! Shao Lan!\I'm okay. response:	Sorry' because of me'
context: Anyway, you go home first, and with Wei'\Mei Lin!\Shao Lan!\Shao Lan!\Li-kun!\Shao Lan! Shao Lan!\I'm okay.\Sorry' because of me' response:	Don't cry.
context: Mei Lin!\Shao Lan!\Shao Lan!\Li-kun!\Shao Lan! Shao Lan!\I'm okay.\Sorry' because of me'\Don't cry. response:	How dare you do that to Shao Lan!
context: Shao Lan!\Shao Lan!\Li-kun!\Shao Lan! Shao Lan!\I'm okay.\Sorry' because of me'\Don't cry.\How dare you do that to Shao Lan! response:	Don't!
context: Shao Lan!\Li-kun!\Shao Lan! Shao Lan!\I'm okay.\Sorry' because of me'\Don't cry.\How dare you do that to Shao Lan!\Don't! response:	Are you okay?
context: Li-kun!\Shao Lan! Shao Lan!\I'm okay.\Sorry' because of me'\Don't cry.\How dare you do that to Shao Lan!\Don't!\Are you okay? response:	Yeah.
context: Shao Lan! Shao Lan!\I'm okay.\Sorry' because of me'\Don't cry.\How dare you do that to Shao Lan!\Don't!\Are you okay?\Yeah. response:	Mei Lin-chan's strong, huh?
context: I'm okay.\Sorry' because of me'\Don't cry.\How dare you do that to Shao Lan!\Don't!\Are you okay?\Yeah.\Mei Lin-chan's strong, huh? response:	But, can she win against a Card created by Clow?
context: Sorry' because of me'\Don't cry.\How dare you do that to Shao Lan!\Don't!\Are you okay?\Yeah.\Mei Lin-chan's strong, huh?\But, can she win against a Card created by Clow? response:	Mei Lin-chan!
context: Don't cry.\How dare you do that to Shao Lan!\Don't!\Are you okay?\Yeah.\Mei Lin-chan's strong, huh?\But, can she win against a Card created by Clow?\Mei Lin-chan! response:	Mei Lin-chan!
context: How dare you do that to Shao Lan!\Don't!\Are you okay?\Yeah.\Mei Lin-chan's strong, huh?\But, can she win against a Card created by Clow?\Mei Lin-chan!\Mei Lin-chan! response:	What'll we do? At this rate, Mei Lin-chan will'
context: Don't!\Are you okay?\Yeah.\Mei Lin-chan's strong, huh?\But, can she win against a Card created by Clow?\Mei Lin-chan!\Mei Lin-chan!\What'll we do? At this rate, Mei Lin-chan will' response:	You have to hurry up and return it to the Card!
context: Are you okay?\Yeah.\Mei Lin-chan's strong, huh?\But, can she win against a Card created by Clow?\Mei Lin-chan!\Mei Lin-chan!\What'll we do? At this rate, Mei Lin-chan will'\You have to hurry up and return it to the Card! response:	What should I do?
context: Yeah.\Mei Lin-chan's strong, huh?\But, can she win against a Card created by Clow?\Mei Lin-chan!\Mei Lin-chan!\What'll we do? At this rate, Mei Lin-chan will'\You have to hurry up and return it to the Card!\What should I do? response:	Well, it is FIGHT, so' The only way is to fight it and win.
context: Mei Lin-chan's strong, huh?\But, can she win against a Card created by Clow?\Mei Lin-chan!\Mei Lin-chan!\What'll we do? At this rate, Mei Lin-chan will'\You have to hurry up and return it to the Card!\What should I do?\Well, it is FIGHT, so' The only way is to fight it and win. response:	Fight? But I said that I can't do martial arts.
context: But, can she win against a Card created by Clow?\Mei Lin-chan!\Mei Lin-chan!\What'll we do? At this rate, Mei Lin-chan will'\You have to hurry up and return it to the Card!\What should I do?\Well, it is FIGHT, so' The only way is to fight it and win.\Fight? But I said that I can't do martial arts. response:	But even so, there's no other way to return FIGHT to the Card than to fight it and win!
context: Mei Lin-chan!\Mei Lin-chan!\What'll we do? At this rate, Mei Lin-chan will'\You have to hurry up and return it to the Card!\What should I do?\Well, it is FIGHT, so' The only way is to fight it and win.\Fight? But I said that I can't do martial arts.\But even so, there's no other way to return FIGHT to the Card than to fight it and win! response:	But that's'
context: Mei Lin-chan!\What'll we do? At this rate, Mei Lin-chan will'\You have to hurry up and return it to the Card!\What should I do?\Well, it is FIGHT, so' The only way is to fight it and win.\Fight? But I said that I can't do martial arts.\But even so, there's no other way to return FIGHT to the Card than to fight it and win!\But that's' response:	It seems just like the time with the POWER Card, a while ago'
context: What'll we do? At this rate, Mei Lin-chan will'\You have to hurry up and return it to the Card!\What should I do?\Well, it is FIGHT, so' The only way is to fight it and win.\Fight? But I said that I can't do martial arts.\But even so, there's no other way to return FIGHT to the Card than to fight it and win!\But that's'\It seems just like the time with the POWER Card, a while ago' response:	Mei Lin!
context: You have to hurry up and return it to the Card!\What should I do?\Well, it is FIGHT, so' The only way is to fight it and win.\Fight? But I said that I can't do martial arts.\But even so, there's no other way to return FIGHT to the Card than to fight it and win!\But that's'\It seems just like the time with the POWER Card, a while ago'\Mei Lin! response:	Wait, Li-kun!
context: What should I do?\Well, it is FIGHT, so' The only way is to fight it and win.\Fight? But I said that I can't do martial arts.\But even so, there's no other way to return FIGHT to the Card than to fight it and win!\But that's'\It seems just like the time with the POWER Card, a while ago'\Mei Lin!\Wait, Li-kun! response:	Leave it to me!
context: Well, it is FIGHT, so' The only way is to fight it and win.\Fight? But I said that I can't do martial arts.\But even so, there's no other way to return FIGHT to the Card than to fight it and win!\But that's'\It seems just like the time with the POWER Card, a while ago'\Mei Lin!\Wait, Li-kun!\Leave it to me! response:	All power, come to this wand!
context: Fight? But I said that I can't do martial arts.\But even so, there's no other way to return FIGHT to the Card than to fight it and win!\But that's'\It seems just like the time with the POWER Card, a while ago'\Mei Lin!\Wait, Li-kun!\Leave it to me!\All power, come to this wand! response:	POWER!
context: But even so, there's no other way to return FIGHT to the Card than to fight it and win!\But that's'\It seems just like the time with the POWER Card, a while ago'\Mei Lin!\Wait, Li-kun!\Leave it to me!\All power, come to this wand!\POWER! response:	You wait!
context: But that's'\It seems just like the time with the POWER Card, a while ago'\Mei Lin!\Wait, Li-kun!\Leave it to me!\All power, come to this wand!\POWER!\You wait! response:	Sakura! Behind you!
context: It seems just like the time with the POWER Card, a while ago'\Mei Lin!\Wait, Li-kun!\Leave it to me!\All power, come to this wand!\POWER!\You wait!\Sakura! Behind you! response:	Don't come here!
context: Mei Lin!\Wait, Li-kun!\Leave it to me!\All power, come to this wand!\POWER!\You wait!\Sakura! Behind you!\Don't come here! response:	Now!
context: Wait, Li-kun!\Leave it to me!\All power, come to this wand!\POWER!\You wait!\Sakura! Behind you!\Don't come here!\Now! response:	To the true form return,
context: Leave it to me!\All power, come to this wand!\POWER!\You wait!\Sakura! Behind you!\Don't come here!\Now!\To the true form return, response:	CLOW CARD!
context: All power, come to this wand!\POWER!\You wait!\Sakura! Behind you!\Don't come here!\Now!\To the true form return,\CLOW CARD! response:	That was wonderful!
context: POWER!\You wait!\Sakura! Behind you!\Don't come here!\Now!\To the true form return,\CLOW CARD!\That was wonderful! response:	It's because you talked about POWER, Tomoyo-chan.
context: You wait!\Sakura! Behind you!\Don't come here!\Now!\To the true form return,\CLOW CARD!\That was wonderful!\It's because you talked about POWER, Tomoyo-chan. response:	Are you okay, Mei Lin?
context: Sakura! Behind you!\Don't come here!\Now!\To the true form return,\CLOW CARD!\That was wonderful!\It's because you talked about POWER, Tomoyo-chan.\Are you okay, Mei Lin? response:	Shao Lan.
context: Don't come here!\Now!\To the true form return,\CLOW CARD!\That was wonderful!\It's because you talked about POWER, Tomoyo-chan.\Are you okay, Mei Lin?\Shao Lan. response:	How mortifying. Mortifying! Mortifying! Mortifying! Mor-ti-fy-ing!!
context: Now!\To the true form return,\CLOW CARD!\That was wonderful!\It's because you talked about POWER, Tomoyo-chan.\Are you okay, Mei Lin?\Shao Lan.\How mortifying. Mortifying! Mortifying! Mortifying! Mor-ti-fy-ing!! response:	But Mei Lin-chan, it's all because the Card was tired because you fought it'
context: To the true form return,\CLOW CARD!\That was wonderful!\It's because you talked about POWER, Tomoyo-chan.\Are you okay, Mei Lin?\Shao Lan.\How mortifying. Mortifying! Mortifying! Mortifying! Mor-ti-fy-ing!!\But Mei Lin-chan, it's all because the Card was tired because you fought it' response:	It seems like you can do a little something after all'
context: CLOW CARD!\That was wonderful!\It's because you talked about POWER, Tomoyo-chan.\Are you okay, Mei Lin?\Shao Lan.\How mortifying. Mortifying! Mortifying! Mortifying! Mor-ti-fy-ing!!\But Mei Lin-chan, it's all because the Card was tired because you fought it'\It seems like you can do a little something after all' response:	But! Shao Lan is going to capture the Clow Cards!
context: That was wonderful!\It's because you talked about POWER, Tomoyo-chan.\Are you okay, Mei Lin?\Shao Lan.\How mortifying. Mortifying! Mortifying! Mortifying! Mor-ti-fy-ing!!\But Mei Lin-chan, it's all because the Card was tired because you fought it'\It seems like you can do a little something after all'\But! Shao Lan is going to capture the Clow Cards! response:	It seems that this relationship is getting a little complicated.
context: It's because you talked about POWER, Tomoyo-chan.\Are you okay, Mei Lin?\Shao Lan.\How mortifying. Mortifying! Mortifying! Mortifying! Mor-ti-fy-ing!!\But Mei Lin-chan, it's all because the Card was tired because you fought it'\It seems like you can do a little something after all'\But! Shao Lan is going to capture the Clow Cards!\It seems that this relationship is getting a little complicated. response:	This is another one of those crosses that a Card Captor must bear.
context: Are you okay, Mei Lin?\Shao Lan.\How mortifying. Mortifying! Mortifying! Mortifying! Mor-ti-fy-ing!!\But Mei Lin-chan, it's all because the Card was tired because you fought it'\It seems like you can do a little something after all'\But! Shao Lan is going to capture the Clow Cards!\It seems that this relationship is getting a little complicated.\This is another one of those crosses that a Card Captor must bear. response:	Is that so?
context: Shao Lan.\How mortifying. Mortifying! Mortifying! Mortifying! Mor-ti-fy-ing!!\But Mei Lin-chan, it's all because the Card was tired because you fought it'\It seems like you can do a little something after all'\But! Shao Lan is going to capture the Clow Cards!\It seems that this relationship is getting a little complicated.\This is another one of those crosses that a Card Captor must bear.\Is that so? response:	Oh' probably.
