context: Look, the sea! response:	-OP-
context: Just like that, Blackie!\Don't!\What's wrong?\Don't you know?\Cats get...\Blackie!\Blackie! What's wrong? Blackie!\I'm dizzy... response:	Cats get sick if they eat raw squid!
context: Don't!\What's wrong?\Don't you know?\Cats get...\Blackie!\Blackie! What's wrong? Blackie!\I'm dizzy...\Cats get sick if they eat raw squid! response:	Seriously?
context: What's wrong?\Don't you know?\Cats get...\Blackie!\Blackie! What's wrong? Blackie!\I'm dizzy...\Cats get sick if they eat raw squid!\Seriously? response:	Where is he? Did he come this way?
context: Don't you know?\Cats get...\Blackie!\Blackie! What's wrong? Blackie!\I'm dizzy...\Cats get sick if they eat raw squid!\Seriously?\Where is he? Did he come this way? response:	Nope, he didn't.
context: Cats get...\Blackie!\Blackie! What's wrong? Blackie!\I'm dizzy...\Cats get sick if they eat raw squid!\Seriously?\Where is he? Did he come this way?\Nope, he didn't. response:	Really? Did he get lost again?
context: Blackie!\Blackie! What's wrong? Blackie!\I'm dizzy...\Cats get sick if they eat raw squid!\Seriously?\Where is he? Did he come this way?\Nope, he didn't.\Really? Did he get lost again? response:	I've no choice, I have to...
context: Blackie! What's wrong? Blackie!\I'm dizzy...\Cats get sick if they eat raw squid!\Seriously?\Where is he? Did he come this way?\Nope, he didn't.\Really? Did he get lost again?\I've no choice, I have to... response:	Hey!
context: I'm dizzy...\Cats get sick if they eat raw squid!\Seriously?\Where is he? Did he come this way?\Nope, he didn't.\Really? Did he get lost again?\I've no choice, I have to...\Hey! response:	I humbly call upon the Gods of Harvest -
context: Cats get sick if they eat raw squid!\Seriously?\Where is he? Did he come this way?\Nope, he didn't.\Really? Did he get lost again?\I've no choice, I have to...\Hey!\I humbly call upon the Gods of Harvest - response:	Watch out, Izumo!
context: Seriously?\Where is he? Did he come this way?\Nope, he didn't.\Really? Did he get lost again?\I've no choice, I have to...\Hey!\I humbly call upon the Gods of Harvest -\Watch out, Izumo! response:	I can't summon them!
context: Where is he? Did he come this way?\Nope, he didn't.\Really? Did he get lost again?\I've no choice, I have to...\Hey!\I humbly call upon the Gods of Harvest -\Watch out, Izumo!\I can't summon them! response:	I'll defeat it!
context: Nope, he didn't.\Really? Did he get lost again?\I've no choice, I have to...\Hey!\I humbly call upon the Gods of Harvest -\Watch out, Izumo!\I can't summon them!\I'll defeat it! response:	It's him!
context: Really? Did he get lost again?\I've no choice, I have to...\Hey!\I humbly call upon the Gods of Harvest -\Watch out, Izumo!\I can't summon them!\I'll defeat it!\It's him! response:	Okumura!
context: I've no choice, I have to...\Hey!\I humbly call upon the Gods of Harvest -\Watch out, Izumo!\I can't summon them!\I'll defeat it!\It's him!\Okumura! response:	Idiot!
context: Hey!\I humbly call upon the Gods of Harvest -\Watch out, Izumo!\I can't summon them!\I'll defeat it!\It's him!\Okumura!\Idiot! response:	You're crazy! Get out of here!
context: I humbly call upon the Gods of Harvest -\Watch out, Izumo!\I can't summon them!\I'll defeat it!\It's him!\Okumura!\Idiot!\You're crazy! Get out of here! response:	You!
context: Watch out, Izumo!\I can't summon them!\I'll defeat it!\It's him!\Okumura!\Idiot!\You're crazy! Get out of here!\You! response:	This isn't something a kid can handle!
context: I can't summon them!\I'll defeat it!\It's him!\Okumura!\Idiot!\You're crazy! Get out of here!\You!\This isn't something a kid can handle! response:	Shut up! Don't get in the way!
context: I'll defeat it!\It's him!\Okumura!\Idiot!\You're crazy! Get out of here!\You!\This isn't something a kid can handle!\Shut up! Don't get in the way! response:	I'll defeat him and avenge my dad!
context: It's him!\Okumura!\Idiot!\You're crazy! Get out of here!\You!\This isn't something a kid can handle!\Shut up! Don't get in the way!\I'll defeat him and avenge my dad! response:	Hey!
context: Okumura!\Idiot!\You're crazy! Get out of here!\You!\This isn't something a kid can handle!\Shut up! Don't get in the way!\I'll defeat him and avenge my dad!\Hey! response:	I did it!
context: Idiot!\You're crazy! Get out of here!\You!\This isn't something a kid can handle!\Shut up! Don't get in the way!\I'll defeat him and avenge my dad!\Hey!\I did it! response:	Damn!
context: You're crazy! Get out of here!\You!\This isn't something a kid can handle!\Shut up! Don't get in the way!\I'll defeat him and avenge my dad!\Hey!\I did it!\Damn! response:	The hell, at this rate I'll have to...
context: You!\This isn't something a kid can handle!\Shut up! Don't get in the way!\I'll defeat him and avenge my dad!\Hey!\I did it!\Damn!\The hell, at this rate I'll have to... response:	Hey! Hey!
context: This isn't something a kid can handle!\Shut up! Don't get in the way!\I'll defeat him and avenge my dad!\Hey!\I did it!\Damn!\The hell, at this rate I'll have to...\Hey! Hey! response:	Yohei! Yohei!
context: Shut up! Don't get in the way!\I'll defeat him and avenge my dad!\Hey!\I did it!\Damn!\The hell, at this rate I'll have to...\Hey! Hey!\Yohei! Yohei! response:	What the?
context: I'll defeat him and avenge my dad!\Hey!\I did it!\Damn!\The hell, at this rate I'll have to...\Hey! Hey!\Yohei! Yohei!\What the? response:	This voice...
context: Hey!\I did it!\Damn!\The hell, at this rate I'll have to...\Hey! Hey!\Yohei! Yohei!\What the?\This voice... response:	Yohei!
context: I did it!\Damn!\The hell, at this rate I'll have to...\Hey! Hey!\Yohei! Yohei!\What the?\This voice...\Yohei! response:	Dad! Dad!
context: Damn!\The hell, at this rate I'll have to...\Hey! Hey!\Yohei! Yohei!\What the?\This voice...\Yohei!\Dad! Dad! response:	Dad!
context: The hell, at this rate I'll have to...\Hey! Hey!\Yohei! Yohei!\What the?\This voice...\Yohei!\Dad! Dad!\Dad! response:	You all worked hard.
context: Hey! Hey!\Yohei! Yohei!\What the?\This voice...\Yohei!\Dad! Dad!\Dad!\You all worked hard. response:	Whiske - Mr. Tsubaki! Where did you go?
context: Yohei! Yohei!\What the?\This voice...\Yohei!\Dad! Dad!\Dad!\You all worked hard.\Whiske - Mr. Tsubaki! Where did you go? response:	I was looking up stuff because we'd have to take special measures
context: What the?\This voice...\Yohei!\Dad! Dad!\Dad!\You all worked hard.\Whiske - Mr. Tsubaki! Where did you go?\I was looking up stuff because we'd have to take special measures response:	if it really was a kraken, but I figured we were in no danger.
context: This voice...\Yohei!\Dad! Dad!\Dad!\You all worked hard.\Whiske - Mr. Tsubaki! Where did you go?\I was looking up stuff because we'd have to take special measures\if it really was a kraken, but I figured we were in no danger. response:	After that I didn't know the way home,
context: Yohei!\Dad! Dad!\Dad!\You all worked hard.\Whiske - Mr. Tsubaki! Where did you go?\I was looking up stuff because we'd have to take special measures\if it really was a kraken, but I figured we were in no danger.\After that I didn't know the way home, response:	so for six months I lived on uninhabited islands or drifted on my raft.
context: Dad! Dad!\Dad!\You all worked hard.\Whiske - Mr. Tsubaki! Where did you go?\I was looking up stuff because we'd have to take special measures\if it really was a kraken, but I figured we were in no danger.\After that I didn't know the way home,\so for six months I lived on uninhabited islands or drifted on my raft. response:	I was looking for Japan with him.
context: Dad!\You all worked hard.\Whiske - Mr. Tsubaki! Where did you go?\I was looking up stuff because we'd have to take special measures\if it really was a kraken, but I figured we were in no danger.\After that I didn't know the way home,\so for six months I lived on uninhabited islands or drifted on my raft.\I was looking for Japan with him. response:	His sense of direction is even worse than mine.
context: You all worked hard.\Whiske - Mr. Tsubaki! Where did you go?\I was looking up stuff because we'd have to take special measures\if it really was a kraken, but I figured we were in no danger.\After that I didn't know the way home,\so for six months I lived on uninhabited islands or drifted on my raft.\I was looking for Japan with him.\His sense of direction is even worse than mine. response:	Dad, wasn't that the enemy?
context: Whiske - Mr. Tsubaki! Where did you go?\I was looking up stuff because we'd have to take special measures\if it really was a kraken, but I figured we were in no danger.\After that I didn't know the way home,\so for six months I lived on uninhabited islands or drifted on my raft.\I was looking for Japan with him.\His sense of direction is even worse than mine.\Dad, wasn't that the enemy? response:	Yohei, you have to open your heart!
context: I was looking up stuff because we'd have to take special measures\if it really was a kraken, but I figured we were in no danger.\After that I didn't know the way home,\so for six months I lived on uninhabited islands or drifted on my raft.\I was looking for Japan with him.\His sense of direction is even worse than mine.\Dad, wasn't that the enemy?\Yohei, you have to open your heart! response:	I understood it when I was fighting him.
context: if it really was a kraken, but I figured we were in no danger.\After that I didn't know the way home,\so for six months I lived on uninhabited islands or drifted on my raft.\I was looking for Japan with him.\His sense of direction is even worse than mine.\Dad, wasn't that the enemy?\Yohei, you have to open your heart!\I understood it when I was fighting him. response:	His heart is just as soft as his body!
context: After that I didn't know the way home,\so for six months I lived on uninhabited islands or drifted on my raft.\I was looking for Japan with him.\His sense of direction is even worse than mine.\Dad, wasn't that the enemy?\Yohei, you have to open your heart!\I understood it when I was fighting him.\His heart is just as soft as his body! response:	He's changed a lot for the better.
context: so for six months I lived on uninhabited islands or drifted on my raft.\I was looking for Japan with him.\His sense of direction is even worse than mine.\Dad, wasn't that the enemy?\Yohei, you have to open your heart!\I understood it when I was fighting him.\His heart is just as soft as his body!\He's changed a lot for the better. response:	But if a man once decided to defeat...
context: I was looking for Japan with him.\His sense of direction is even worse than mine.\Dad, wasn't that the enemy?\Yohei, you have to open your heart!\I understood it when I was fighting him.\His heart is just as soft as his body!\He's changed a lot for the better.\But if a man once decided to defeat... response:	Enough! Yohei, keep your heart as clear as raw squid!
context: His sense of direction is even worse than mine.\Dad, wasn't that the enemy?\Yohei, you have to open your heart!\I understood it when I was fighting him.\His heart is just as soft as his body!\He's changed a lot for the better.\But if a man once decided to defeat...\Enough! Yohei, keep your heart as clear as raw squid! response:	What the hell?
context: Dad, wasn't that the enemy?\Yohei, you have to open your heart!\I understood it when I was fighting him.\His heart is just as soft as his body!\He's changed a lot for the better.\But if a man once decided to defeat...\Enough! Yohei, keep your heart as clear as raw squid!\What the hell? response:	It takes a man's courage to change your decision.
context: Yohei, you have to open your heart!\I understood it when I was fighting him.\His heart is just as soft as his body!\He's changed a lot for the better.\But if a man once decided to defeat...\Enough! Yohei, keep your heart as clear as raw squid!\What the hell?\It takes a man's courage to change your decision. response:	Men are like that.
context: I understood it when I was fighting him.\His heart is just as soft as his body!\He's changed a lot for the better.\But if a man once decided to defeat...\Enough! Yohei, keep your heart as clear as raw squid!\What the hell?\It takes a man's courage to change your decision.\Men are like that. response:	Really?
context: His heart is just as soft as his body!\He's changed a lot for the better.\But if a man once decided to defeat...\Enough! Yohei, keep your heart as clear as raw squid!\What the hell?\It takes a man's courage to change your decision.\Men are like that.\Really? response:	Dad, I think I've learned a lot!
context: He's changed a lot for the better.\But if a man once decided to defeat...\Enough! Yohei, keep your heart as clear as raw squid!\What the hell?\It takes a man's courage to change your decision.\Men are like that.\Really?\Dad, I think I've learned a lot! response:	You're kidding...
context: But if a man once decided to defeat...\Enough! Yohei, keep your heart as clear as raw squid!\What the hell?\It takes a man's courage to change your decision.\Men are like that.\Really?\Dad, I think I've learned a lot!\You're kidding... response:	Come, Yohei!
context: Enough! Yohei, keep your heart as clear as raw squid!\What the hell?\It takes a man's courage to change your decision.\Men are like that.\Really?\Dad, I think I've learned a lot!\You're kidding...\Come, Yohei! response:	Dad!
context: What the hell?\It takes a man's courage to change your decision.\Men are like that.\Really?\Dad, I think I've learned a lot!\You're kidding...\Come, Yohei!\Dad! response:	What a great ending.
context: It takes a man's courage to change your decision.\Men are like that.\Really?\Dad, I think I've learned a lot!\You're kidding...\Come, Yohei!\Dad!\What a great ending. response:	Oh really?
context: Men are like that.\Really?\Dad, I think I've learned a lot!\You're kidding...\Come, Yohei!\Dad!\What a great ending.\Oh really? response:	Demons can have a change of heart.
context: Really?\Dad, I think I've learned a lot!\You're kidding...\Come, Yohei!\Dad!\What a great ending.\Oh really?\Demons can have a change of heart. response:	I wanted to teach you that. It was worth calling you here for.
context: Dad, I think I've learned a lot!\You're kidding...\Come, Yohei!\Dad!\What a great ending.\Oh really?\Demons can have a change of heart.\I wanted to teach you that. It was worth calling you here for. response:	You just made that up.
context: You're kidding...\Come, Yohei!\Dad!\What a great ending.\Oh really?\Demons can have a change of heart.\I wanted to teach you that. It was worth calling you here for.\You just made that up. response:	This sucks!
context: Come, Yohei!\Dad!\What a great ending.\Oh really?\Demons can have a change of heart.\I wanted to teach you that. It was worth calling you here for.\You just made that up.\This sucks! response:	It's that kid...
context: Dad!\What a great ending.\Oh really?\Demons can have a change of heart.\I wanted to teach you that. It was worth calling you here for.\You just made that up.\This sucks!\It's that kid... response:	You came to see us off?
context: What a great ending.\Oh really?\Demons can have a change of heart.\I wanted to teach you that. It was worth calling you here for.\You just made that up.\This sucks!\It's that kid...\You came to see us off? response:	Yeah.
context: Oh really?\Demons can have a change of heart.\I wanted to teach you that. It was worth calling you here for.\You just made that up.\This sucks!\It's that kid...\You came to see us off?\Yeah. response:	Your dog got better?
context: Demons can have a change of heart.\I wanted to teach you that. It was worth calling you here for.\You just made that up.\This sucks!\It's that kid...\You came to see us off?\Yeah.\Your dog got better? response:	Yeah. His name's Snowy.
context: I wanted to teach you that. It was worth calling you here for.\You just made that up.\This sucks!\It's that kid...\You came to see us off?\Yeah.\Your dog got better?\Yeah. His name's Snowy. response:	He's cute, right? With those eyebrows.
context: You just made that up.\This sucks!\It's that kid...\You came to see us off?\Yeah.\Your dog got better?\Yeah. His name's Snowy.\He's cute, right? With those eyebrows. response:	Eyebrows?
context: This sucks!\It's that kid...\You came to see us off?\Yeah.\Your dog got better?\Yeah. His name's Snowy.\He's cute, right? With those eyebrows.\Eyebrows? response:	Yeah. Eyebrows!
context: It's that kid...\You came to see us off?\Yeah.\Your dog got better?\Yeah. His name's Snowy.\He's cute, right? With those eyebrows.\Eyebrows?\Yeah. Eyebrows! response:	What?
context: You came to see us off?\Yeah.\Your dog got better?\Yeah. His name's Snowy.\He's cute, right? With those eyebrows.\Eyebrows?\Yeah. Eyebrows!\What? response:	Just you laughed so suddenly...
context: Yeah.\Your dog got better?\Yeah. His name's Snowy.\He's cute, right? With those eyebrows.\Eyebrows?\Yeah. Eyebrows!\What?\Just you laughed so suddenly... response:	What else could I have done? This was all so stupid.
context: Your dog got better?\Yeah. His name's Snowy.\He's cute, right? With those eyebrows.\Eyebrows?\Yeah. Eyebrows!\What?\Just you laughed so suddenly...\What else could I have done? This was all so stupid. response:	You got that right...
context: Yeah. His name's Snowy.\He's cute, right? With those eyebrows.\Eyebrows?\Yeah. Eyebrows!\What?\Just you laughed so suddenly...\What else could I have done? This was all so stupid.\You got that right... response:	So stupid...
context: He's cute, right? With those eyebrows.\Eyebrows?\Yeah. Eyebrows!\What?\Just you laughed so suddenly...\What else could I have done? This was all so stupid.\You got that right...\So stupid... response:	but it was fun.
context: Eyebrows?\Yeah. Eyebrows!\What?\Just you laughed so suddenly...\What else could I have done? This was all so stupid.\You got that right...\So stupid...\but it was fun. response:	An amusement park?
context: Yeah. Eyebrows!\What?\Just you laughed so suddenly...\What else could I have done? This was all so stupid.\You got that right...\So stupid...\but it was fun.\An amusement park? response:	Are you finally feeling like playing with him?
context: What?\Just you laughed so suddenly...\What else could I have done? This was all so stupid.\You got that right...\So stupid...\but it was fun.\An amusement park?\Are you finally feeling like playing with him? response:	Nice, nice, you're cute, Moriyama!
context: Just you laughed so suddenly...\What else could I have done? This was all so stupid.\You got that right...\So stupid...\but it was fun.\An amusement park?\Are you finally feeling like playing with him?\Nice, nice, you're cute, Moriyama! response:	Isn't that skirt a bit too short?
context: What else could I have done? This was all so stupid.\You got that right...\So stupid...\but it was fun.\An amusement park?\Are you finally feeling like playing with him?\Nice, nice, you're cute, Moriyama!\Isn't that skirt a bit too short? response:	Fried Squid
context: You got that right...\So stupid...\but it was fun.\An amusement park?\Are you finally feeling like playing with him?\Nice, nice, you're cute, Moriyama!\Isn't that skirt a bit too short?\Fried Squid response:	Fried Squid
context: So stupid...\but it was fun.\An amusement park?\Are you finally feeling like playing with him?\Nice, nice, you're cute, Moriyama!\Isn't that skirt a bit too short?\Fried Squid\Fried Squid response:	Delicious Fried Squid
context: but it was fun.\An amusement park?\Are you finally feeling like playing with him?\Nice, nice, you're cute, Moriyama!\Isn't that skirt a bit too short?\Fried Squid\Fried Squid\Delicious Fried Squid response:	Delicious Fried Squid
context: An amusement park?\Are you finally feeling like playing with him?\Nice, nice, you're cute, Moriyama!\Isn't that skirt a bit too short?\Fried Squid\Fried Squid\Delicious Fried Squid\Delicious Fried Squid response:	Episode 11 szia Demon of the Depths
context: Are you finally feeling like playing with him?\Nice, nice, you're cute, Moriyama!\Isn't that skirt a bit too short?\Fried Squid\Fried Squid\Delicious Fried Squid\Delicious Fried Squid\Episode 11 szia Demon of the Depths response:	Pet Shop
context: Nice, nice, you're cute, Moriyama!\Isn't that skirt a bit too short?\Fried Squid\Fried Squid\Delicious Fried Squid\Delicious Fried Squid\Episode 11 szia Demon of the Depths\Pet Shop response:	Kraken: A demon of the seas first spotted in the middle ages. It looks cephaloid like a giant squid or octopus. It destroys or capsizes ships with its powerful arms.
context: Isn't that skirt a bit too short?\Fried Squid\Fried Squid\Delicious Fried Squid\Delicious Fried Squid\Episode 11 szia Demon of the Depths\Pet Shop\Kraken: A demon of the seas first spotted in the middle ages. It looks cephaloid like a giant squid or octopus. It destroys or capsizes ships with its powerful arms. response:	hhhhhPublic Transport Beach
context: Fried Squid\Fried Squid\Delicious Fried Squid\Delicious Fried Squid\Episode 11 szia Demon of the Depths\Pet Shop\Kraken: A demon of the seas first spotted in the middle ages. It looks cephaloid like a giant squid or octopus. It destroys or capsizes ships with its powerful arms.\hhhhhPublic Transport Beach response:	Next Episode Preview
context: Fried Squid\Delicious Fried Squid\Delicious Fried Squid\Episode 11 szia Demon of the Depths\Pet Shop\Kraken: A demon of the seas first spotted in the middle ages. It looks cephaloid like a giant squid or octopus. It destroys or capsizes ships with its powerful arms.\hhhhhPublic Transport Beach\Next Episode Preview response:	A Game of Tag
context: Delicious Fried Squid\Delicious Fried Squid\Episode 11 szia Demon of the Depths\Pet Shop\Kraken: A demon of the seas first spotted in the middle ages. It looks cephaloid like a giant squid or octopus. It destroys or capsizes ships with its powerful arms.\hhhhhPublic Transport Beach\Next Episode Preview\A Game of Tag response:	The Blue Exorcist
context: Delicious Fried Squid\Episode 11 szia Demon of the Depths\Pet Shop\Kraken: A demon of the seas first spotted in the middle ages. It looks cephaloid like a giant squid or octopus. It destroys or capsizes ships with its powerful arms.\hhhhhPublic Transport Beach\Next Episode Preview\A Game of Tag\The Blue Exorcist response:	sei wo uke sorezore ga jinsei wo ouka
context: Episode 11 szia Demon of the Depths\Pet Shop\Kraken: A demon of the seas first spotted in the middle ages. It looks cephaloid like a giant squid or octopus. It destroys or capsizes ships with its powerful arms.\hhhhhPublic Transport Beach\Next Episode Preview\A Game of Tag\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka response:	nou no black box wo shiru sore wa kou ka
context: Pet Shop\Kraken: A demon of the seas first spotted in the middle ages. It looks cephaloid like a giant squid or octopus. It destroys or capsizes ships with its powerful arms.\hhhhhPublic Transport Beach\Next Episode Preview\A Game of Tag\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka response:	you wa limit line wo subete ryouga
context: Kraken: A demon of the seas first spotted in the middle ages. It looks cephaloid like a giant squid or octopus. It destroys or capsizes ships with its powerful arms.\hhhhhPublic Transport Beach\Next Episode Preview\A Game of Tag\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga response:	saa ikou ka fumidasu sore wa kyou da
context: hhhhhPublic Transport Beach\Next Episode Preview\A Game of Tag\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da response:	yappa hibi wa ika sen kou sotsunaku konashitecha no no
context: Next Episode Preview\A Game of Tag\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no response:	stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)
context: A Game of Tag\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go) response:	todokanu mono ya kagiri aru mono ni
context: The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni response:	atsuku naru mune wo osaetsukeru no wa
context: sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa response:	rikai mo sezu osaetsukeyou to shitekita
context: nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita response:	ano otonatachi to onaji jan ka yo
context: you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo response:	doushitatte kanawanai esoragoto darou ga
context: saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga response:	mune wo moyasu hi wa dare ni mo keseya shinai
context: yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai response:	sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo
context: stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo response:	mada ore wa kawareru jibun de kaetemiseru
context: todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru response:	kore ga sou pride sorezore no basho de
context: atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de response:	mada mada kieru na kokoro no hi wo
context: rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo response:	mada mada ikeru zo ikeru zo
context: ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo response:	After birth, people live as they wish
context: doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish response:	They then learn the black box in their head; is that bliss?
context: mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss? response:	Just cross over, beyond the line of your limit
context: sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit response:	Let's go, take a step, and I mean this minute
context: mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute response:	Life's a bitch, so if it's easy, you're doing it wrong
context: kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong response:	Stop, which way is the world going? Then ignore it and go wherever (here we go)
context: mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go) response:	There are things I could never have, things with time
context: mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time response:	Is there a reason I force my heart upon them?
context: After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them? response:	I never tried to understand, I just forced it on them
context: They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them response:	I'm no better than those lifeless adults
