context: So why my house? response:	Because you have a 60-inch TV!
context: The additional weight is affecting her.\From what I've seen, the Queen definitely has good sense,\but her main strength lies in her body control.\Yumin's taking plenty of time to decide on a card to send!\Her control is off now.\All according to the plan!\You can do it! You can do it, Yumin!\But the Queen's swings are sharp as a razor. response:	Please, Kana-chan. Don't use that metaphor.
context: From what I've seen, the Queen definitely has good sense,\but her main strength lies in her body control.\Yumin's taking plenty of time to decide on a card to send!\Her control is off now.\All according to the plan!\You can do it! You can do it, Yumin!\But the Queen's swings are sharp as a razor.\Please, Kana-chan. Don't use that metaphor. response:	It's scary.
context: but her main strength lies in her body control.\Yumin's taking plenty of time to decide on a card to send!\Her control is off now.\All according to the plan!\You can do it! You can do it, Yumin!\But the Queen's swings are sharp as a razor.\Please, Kana-chan. Don't use that metaphor.\It's scary. response:	I'm sorry.
context: Yumin's taking plenty of time to decide on a card to send!\Her control is off now.\All according to the plan!\You can do it! You can do it, Yumin!\But the Queen's swings are sharp as a razor.\Please, Kana-chan. Don't use that metaphor.\It's scary.\I'm sorry. response:	But you're right.
context: Her control is off now.\All according to the plan!\You can do it! You can do it, Yumin!\But the Queen's swings are sharp as a razor.\Please, Kana-chan. Don't use that metaphor.\It's scary.\I'm sorry.\But you're right. response:	Heavy...
context: All according to the plan!\You can do it! You can do it, Yumin!\But the Queen's swings are sharp as a razor.\Please, Kana-chan. Don't use that metaphor.\It's scary.\I'm sorry.\But you're right.\Heavy... response:	Oh, the kimono isn't heavy.
context: You can do it! You can do it, Yumin!\But the Queen's swings are sharp as a razor.\Please, Kana-chan. Don't use that metaphor.\It's scary.\I'm sorry.\But you're right.\Heavy...\Oh, the kimono isn't heavy. response:	It's my body.
context: But the Queen's swings are sharp as a razor.\Please, Kana-chan. Don't use that metaphor.\It's scary.\I'm sorry.\But you're right.\Heavy...\Oh, the kimono isn't heavy.\It's my body. response:	I ate too much ice cream.
context: Please, Kana-chan. Don't use that metaphor.\It's scary.\I'm sorry.\But you're right.\Heavy...\Oh, the kimono isn't heavy.\It's my body.\I ate too much ice cream. response:	Sorry... Sorry...
context: It's scary.\I'm sorry.\But you're right.\Heavy...\Oh, the kimono isn't heavy.\It's my body.\I ate too much ice cream.\Sorry... Sorry... response:	At this rate, they'll all hate me.
context: I'm sorry.\But you're right.\Heavy...\Oh, the kimono isn't heavy.\It's my body.\I ate too much ice cream.\Sorry... Sorry...\At this rate, they'll all hate me. response:	Wakamiya is really weird.
context: But you're right.\Heavy...\Oh, the kimono isn't heavy.\It's my body.\I ate too much ice cream.\Sorry... Sorry...\At this rate, they'll all hate me.\Wakamiya is really weird. response:	She spends breaks staring at her cards.
context: Heavy...\Oh, the kimono isn't heavy.\It's my body.\I ate too much ice cream.\Sorry... Sorry...\At this rate, they'll all hate me.\Wakamiya is really weird.\She spends breaks staring at her cards. response:	Is she memorizing them?
context: Oh, the kimono isn't heavy.\It's my body.\I ate too much ice cream.\Sorry... Sorry...\At this rate, they'll all hate me.\Wakamiya is really weird.\She spends breaks staring at her cards.\Is she memorizing them? response:	She's already memorized them,
context: It's my body.\I ate too much ice cream.\Sorry... Sorry...\At this rate, they'll all hate me.\Wakamiya is really weird.\She spends breaks staring at her cards.\Is she memorizing them?\She's already memorized them, response:	but she keeps staring at them. Creepy.
context: I ate too much ice cream.\Sorry... Sorry...\At this rate, they'll all hate me.\Wakamiya is really weird.\She spends breaks staring at her cards.\Is she memorizing them?\She's already memorized them,\but she keeps staring at them. Creepy. response:	Hey.
context: Sorry... Sorry...\At this rate, they'll all hate me.\Wakamiya is really weird.\She spends breaks staring at her cards.\Is she memorizing them?\She's already memorized them,\but she keeps staring at them. Creepy.\Hey. response:	Where did you hide them?
context: At this rate, they'll all hate me.\Wakamiya is really weird.\She spends breaks staring at her cards.\Is she memorizing them?\She's already memorized them,\but she keeps staring at them. Creepy.\Hey.\Where did you hide them? response:	All over the place.
context: Wakamiya is really weird.\She spends breaks staring at her cards.\Is she memorizing them?\She's already memorized them,\but she keeps staring at them. Creepy.\Hey.\Where did you hide them?\All over the place. response:	You boys are despicable.
context: She spends breaks staring at her cards.\Is she memorizing them?\She's already memorized them,\but she keeps staring at them. Creepy.\Hey.\Where did you hide them?\All over the place.\You boys are despicable. response:	She's gonna cry.
context: Is she memorizing them?\She's already memorized them,\but she keeps staring at them. Creepy.\Hey.\Where did you hide them?\All over the place.\You boys are despicable.\She's gonna cry. response:	Huh?
context: She's already memorized them,\but she keeps staring at them. Creepy.\Hey.\Where did you hide them?\All over the place.\You boys are despicable.\She's gonna cry.\Huh? response:	93, 94, 95, 96, 97, 98, 99...
context: but she keeps staring at them. Creepy.\Hey.\Where did you hide them?\All over the place.\You boys are despicable.\She's gonna cry.\Huh?\93, 94, 95, 96, 97, 98, 99... response:	I don't know why,
context: Hey.\Where did you hide them?\All over the place.\You boys are despicable.\She's gonna cry.\Huh?\93, 94, 95, 96, 97, 98, 99...\I don't know why, response:	people would always ask if I was pining for someone
context: Where did you hide them?\All over the place.\You boys are despicable.\She's gonna cry.\Huh?\93, 94, 95, 96, 97, 98, 99...\I don't know why,\people would always ask if I was pining for someone response:	but just as I love karuta,
context: All over the place.\You boys are despicable.\She's gonna cry.\Huh?\93, 94, 95, 96, 97, 98, 99...\I don't know why,\people would always ask if I was pining for someone\but just as I love karuta, response:	the karuta also loves me.
context: You boys are despicable.\She's gonna cry.\Huh?\93, 94, 95, 96, 97, 98, 99...\I don't know why,\people would always ask if I was pining for someone\but just as I love karuta,\the karuta also loves me. response:	Since I could not...
context: She's gonna cry.\Huh?\93, 94, 95, 96, 97, 98, 99...\I don't know why,\people would always ask if I was pining for someone\but just as I love karuta,\the karuta also loves me.\Since I could not... response:	Fast! Her fastest swing today comes on one
context: Huh?\93, 94, 95, 96, 97, 98, 99...\I don't know why,\people would always ask if I was pining for someone\but just as I love karuta,\the karuta also loves me.\Since I could not...\Fast! Her fastest swing today comes on one response:	of her sweet cards, Since I could not hide!
context: 93, 94, 95, 96, 97, 98, 99...\I don't know why,\people would always ask if I was pining for someone\but just as I love karuta,\the karuta also loves me.\Since I could not...\Fast! Her fastest swing today comes on one\of her sweet cards, Since I could not hide! response:	Please watch the slow motion replay.
context: I don't know why,\people would always ask if I was pining for someone\but just as I love karuta,\the karuta also loves me.\Since I could not...\Fast! Her fastest swing today comes on one\of her sweet cards, Since I could not hide!\Please watch the slow motion replay. response:	A beautiful stroke that only connects with a single card.
context: people would always ask if I was pining for someone\but just as I love karuta,\the karuta also loves me.\Since I could not...\Fast! Her fastest swing today comes on one\of her sweet cards, Since I could not hide!\Please watch the slow motion replay.\A beautiful stroke that only connects with a single card. response:	This accuracy is the Queen's forte.
context: but just as I love karuta,\the karuta also loves me.\Since I could not...\Fast! Her fastest swing today comes on one\of her sweet cards, Since I could not hide!\Please watch the slow motion replay.\A beautiful stroke that only connects with a single card.\This accuracy is the Queen's forte. response:	I always thought that
context: the karuta also loves me.\Since I could not...\Fast! Her fastest swing today comes on one\of her sweet cards, Since I could not hide!\Please watch the slow motion replay.\A beautiful stroke that only connects with a single card.\This accuracy is the Queen's forte.\I always thought that response:	Shinobu-chan was aiming for the corner of each card...
context: Since I could not...\Fast! Her fastest swing today comes on one\of her sweet cards, Since I could not hide!\Please watch the slow motion replay.\A beautiful stroke that only connects with a single card.\This accuracy is the Queen's forte.\I always thought that\Shinobu-chan was aiming for the corner of each card... response:	But that's not it.
context: Fast! Her fastest swing today comes on one\of her sweet cards, Since I could not hide!\Please watch the slow motion replay.\A beautiful stroke that only connects with a single card.\This accuracy is the Queen's forte.\I always thought that\Shinobu-chan was aiming for the corner of each card...\But that's not it. response:	Her swing isn't sharp as a razor.
context: of her sweet cards, Since I could not hide!\Please watch the slow motion replay.\A beautiful stroke that only connects with a single card.\This accuracy is the Queen's forte.\I always thought that\Shinobu-chan was aiming for the corner of each card...\But that's not it.\Her swing isn't sharp as a razor. response:	Her fingers are connected to the edge of every single card
context: Please watch the slow motion replay.\A beautiful stroke that only connects with a single card.\This accuracy is the Queen's forte.\I always thought that\Shinobu-chan was aiming for the corner of each card...\But that's not it.\Her swing isn't sharp as a razor.\Her fingers are connected to the edge of every single card response:	by threads!
context: A beautiful stroke that only connects with a single card.\This accuracy is the Queen's forte.\I always thought that\Shinobu-chan was aiming for the corner of each card...\But that's not it.\Her swing isn't sharp as a razor.\Her fingers are connected to the edge of every single card\by threads! response:	The second game began with
context: This accuracy is the Queen's forte.\I always thought that\Shinobu-chan was aiming for the corner of each card...\But that's not it.\Her swing isn't sharp as a razor.\Her fingers are connected to the edge of every single card\by threads!\The second game began with response:	the challenger winning the first three cards.
context: I always thought that\Shinobu-chan was aiming for the corner of each card...\But that's not it.\Her swing isn't sharp as a razor.\Her fingers are connected to the edge of every single card\by threads!\The second game began with\the challenger winning the first three cards. response:	Yamamoto, grade 6, appeared to be running away with the game,
context: Shinobu-chan was aiming for the corner of each card...\But that's not it.\Her swing isn't sharp as a razor.\Her fingers are connected to the edge of every single card\by threads!\The second game began with\the challenger winning the first three cards.\Yamamoto, grade 6, appeared to be running away with the game, response:	when the Queen showed off her speed
context: But that's not it.\Her swing isn't sharp as a razor.\Her fingers are connected to the edge of every single card\by threads!\The second game began with\the challenger winning the first three cards.\Yamamoto, grade 6, appeared to be running away with the game,\when the Queen showed off her speed response:	by taking six cards in a row.
context: Her swing isn't sharp as a razor.\Her fingers are connected to the edge of every single card\by threads!\The second game began with\the challenger winning the first three cards.\Yamamoto, grade 6, appeared to be running away with the game,\when the Queen showed off her speed\by taking six cards in a row. response:	The Queen has turned the tables and taken over this game!
context: Her fingers are connected to the edge of every single card\by threads!\The second game began with\the challenger winning the first three cards.\Yamamoto, grade 6, appeared to be running away with the game,\when the Queen showed off her speed\by taking six cards in a row.\The Queen has turned the tables and taken over this game! response:	While I sigh...
context: by threads!\The second game began with\the challenger winning the first three cards.\Yamamoto, grade 6, appeared to be running away with the game,\when the Queen showed off her speed\by taking six cards in a row.\The Queen has turned the tables and taken over this game!\While I sigh... response:	Swift waters parted...
context: The second game began with\the challenger winning the first three cards.\Yamamoto, grade 6, appeared to be running away with the game,\when the Queen showed off her speed\by taking six cards in a row.\The Queen has turned the tables and taken over this game!\While I sigh...\Swift waters parted... response:	Impassioned vows exchanged...
context: the challenger winning the first three cards.\Yamamoto, grade 6, appeared to be running away with the game,\when the Queen showed off her speed\by taking six cards in a row.\The Queen has turned the tables and taken over this game!\While I sigh...\Swift waters parted...\Impassioned vows exchanged... response:	Incredible...
context: Yamamoto, grade 6, appeared to be running away with the game,\when the Queen showed off her speed\by taking six cards in a row.\The Queen has turned the tables and taken over this game!\While I sigh...\Swift waters parted...\Impassioned vows exchanged...\Incredible... response:	This is like iaido!
context: when the Queen showed off her speed\by taking six cards in a row.\The Queen has turned the tables and taken over this game!\While I sigh...\Swift waters parted...\Impassioned vows exchanged...\Incredible...\This is like iaido! response:	No!
context: by taking six cards in a row.\The Queen has turned the tables and taken over this game!\While I sigh...\Swift waters parted...\Impassioned vows exchanged...\Incredible...\This is like iaido!\No! response:	Huh?
context: The Queen has turned the tables and taken over this game!\While I sigh...\Swift waters parted...\Impassioned vows exchanged...\Incredible...\This is like iaido!\No!\Huh? response:	This isn't violent!
context: While I sigh...\Swift waters parted...\Impassioned vows exchanged...\Incredible...\This is like iaido!\No!\Huh?\This isn't violent! response:	She would never attack the cards.
context: Swift waters parted...\Impassioned vows exchanged...\Incredible...\This is like iaido!\No!\Huh?\This isn't violent!\She would never attack the cards. response:	Think of it as making 100 new friends.
context: Impassioned vows exchanged...\Incredible...\This is like iaido!\No!\Huh?\This isn't violent!\She would never attack the cards.\Think of it as making 100 new friends. response:	Why are you crying?
context: Incredible...\This is like iaido!\No!\Huh?\This isn't violent!\She would never attack the cards.\Think of it as making 100 new friends.\Why are you crying? response:	She wants to practice...
context: This is like iaido!\No!\Huh?\This isn't violent!\She would never attack the cards.\Think of it as making 100 new friends.\Why are you crying?\She wants to practice... response:	She can't help herself.
context: No!\Huh?\This isn't violent!\She would never attack the cards.\Think of it as making 100 new friends.\Why are you crying?\She wants to practice...\She can't help herself. response:	She wants to practice this very second!
context: Huh?\This isn't violent!\She would never attack the cards.\Think of it as making 100 new friends.\Why are you crying?\She wants to practice...\She can't help herself.\She wants to practice this very second! response:	I guess I can help her...
context: This isn't violent!\She would never attack the cards.\Think of it as making 100 new friends.\Why are you crying?\She wants to practice...\She can't help herself.\She wants to practice this very second!\I guess I can help her... response:	No...
context: She would never attack the cards.\Think of it as making 100 new friends.\Why are you crying?\She wants to practice...\She can't help herself.\She wants to practice this very second!\I guess I can help her...\No... response:	Next year, they'll be your rivals in Class A!
context: Think of it as making 100 new friends.\Why are you crying?\She wants to practice...\She can't help herself.\She wants to practice this very second!\I guess I can help her...\No...\Next year, they'll be your rivals in Class A! response:	You have to go watch them play, not cheer them on!
context: Why are you crying?\She wants to practice...\She can't help herself.\She wants to practice this very second!\I guess I can help her...\No...\Next year, they'll be your rivals in Class A!\You have to go watch them play, not cheer them on! response:	For you, I would have given up my life
context: She wants to practice...\She can't help herself.\She wants to practice this very second!\I guess I can help her...\No...\Next year, they'll be your rivals in Class A!\You have to go watch them play, not cheer them on!\For you, I would have given up my life response:	The Queen breaks through her opponent's cover!
context: She can't help herself.\She wants to practice this very second!\I guess I can help her...\No...\Next year, they'll be your rivals in Class A!\You have to go watch them play, not cheer them on!\For you, I would have given up my life\The Queen breaks through her opponent's cover! response:	Impressive.
context: She wants to practice this very second!\I guess I can help her...\No...\Next year, they'll be your rivals in Class A!\You have to go watch them play, not cheer them on!\For you, I would have given up my life\The Queen breaks through her opponent's cover!\Impressive. response:	What's wrong, Yumin?!
context: I guess I can help her...\No...\Next year, they'll be your rivals in Class A!\You have to go watch them play, not cheer them on!\For you, I would have given up my life\The Queen breaks through her opponent's cover!\Impressive.\What's wrong, Yumin?! response:	Hang in there!
context: No...\Next year, they'll be your rivals in Class A!\You have to go watch them play, not cheer them on!\For you, I would have given up my life\The Queen breaks through her opponent's cover!\Impressive.\What's wrong, Yumin?!\Hang in there! response:	Don't give up!
context: Next year, they'll be your rivals in Class A!\You have to go watch them play, not cheer them on!\For you, I would have given up my life\The Queen breaks through her opponent's cover!\Impressive.\What's wrong, Yumin?!\Hang in there!\Don't give up! response:	The game has only just begun, Yumin!
context: You have to go watch them play, not cheer them on!\For you, I would have given up my life\The Queen breaks through her opponent's cover!\Impressive.\What's wrong, Yumin?!\Hang in there!\Don't give up!\The game has only just begun, Yumin! response:	Rain takes longer...
context: For you, I would have given up my life\The Queen breaks through her opponent's cover!\Impressive.\What's wrong, Yumin?!\Hang in there!\Don't give up!\The game has only just begun, Yumin!\Rain takes longer... response:	In order to restore...
context: The Queen breaks through her opponent's cover!\Impressive.\What's wrong, Yumin?!\Hang in there!\Don't give up!\The game has only just begun, Yumin!\Rain takes longer...\In order to restore... response:	Would this old palace...
context: Impressive.\What's wrong, Yumin?!\Hang in there!\Don't give up!\The game has only just begun, Yumin!\Rain takes longer...\In order to restore...\Would this old palace... response:	The Queen has completely taken over this game!
context: What's wrong, Yumin?!\Hang in there!\Don't give up!\The game has only just begun, Yumin!\Rain takes longer...\In order to restore...\Would this old palace...\The Queen has completely taken over this game! response:	Will Yamamoto, grade 6, be able to stage a comeback?
context: Hang in there!\Don't give up!\The game has only just begun, Yumin!\Rain takes longer...\In order to restore...\Would this old palace...\The Queen has completely taken over this game!\Will Yamamoto, grade 6, be able to stage a comeback? response:	Don't be stupid!
context: Don't give up!\The game has only just begun, Yumin!\Rain takes longer...\In order to restore...\Would this old palace...\The Queen has completely taken over this game!\Will Yamamoto, grade 6, be able to stage a comeback?\Don't be stupid! response:	She's not going to roll over and give up!
context: The game has only just begun, Yumin!\Rain takes longer...\In order to restore...\Would this old palace...\The Queen has completely taken over this game!\Will Yamamoto, grade 6, be able to stage a comeback?\Don't be stupid!\She's not going to roll over and give up! response:	Hearty
context: Rain takes longer...\In order to restore...\Would this old palace...\The Queen has completely taken over this game!\Will Yamamoto, grade 6, be able to stage a comeback?\Don't be stupid!\She's not going to roll over and give up!\Hearty response:	Do you have any idea how hard Yumin practiced this year?!
context: In order to restore...\Would this old palace...\The Queen has completely taken over this game!\Will Yamamoto, grade 6, be able to stage a comeback?\Don't be stupid!\She's not going to roll over and give up!\Hearty\Do you have any idea how hard Yumin practiced this year?! response:	Don't lose, Yumin!
context: Would this old palace...\The Queen has completely taken over this game!\Will Yamamoto, grade 6, be able to stage a comeback?\Don't be stupid!\She's not going to roll over and give up!\Hearty\Do you have any idea how hard Yumin practiced this year?!\Don't lose, Yumin! response:	The Queen is still human!
context: The Queen has completely taken over this game!\Will Yamamoto, grade 6, be able to stage a comeback?\Don't be stupid!\She's not going to roll over and give up!\Hearty\Do you have any idea how hard Yumin practiced this year?!\Don't lose, Yumin!\The Queen is still human! response:	Oh, it appeared that the Queen had taken the card,
context: Will Yamamoto, grade 6, be able to stage a comeback?\Don't be stupid!\She's not going to roll over and give up!\Hearty\Do you have any idea how hard Yumin practiced this year?!\Don't lose, Yumin!\The Queen is still human!\Oh, it appeared that the Queen had taken the card, response:	but she missed again.
context: Don't be stupid!\She's not going to roll over and give up!\Hearty\Do you have any idea how hard Yumin practiced this year?!\Don't lose, Yumin!\The Queen is still human!\Oh, it appeared that the Queen had taken the card,\but she missed again. response:	Oh, this is...
context: She's not going to roll over and give up!\Hearty\Do you have any idea how hard Yumin practiced this year?!\Don't lose, Yumin!\The Queen is still human!\Oh, it appeared that the Queen had taken the card,\but she missed again.\Oh, this is... response:	Ah, a card from the Master match hit the Queen's back.
context: Hearty\Do you have any idea how hard Yumin practiced this year?!\Don't lose, Yumin!\The Queen is still human!\Oh, it appeared that the Queen had taken the card,\but she missed again.\Oh, this is...\Ah, a card from the Master match hit the Queen's back. response:	Yes, the Master match is being played at the same time.
context: Do you have any idea how hard Yumin practiced this year?!\Don't lose, Yumin!\The Queen is still human!\Oh, it appeared that the Queen had taken the card,\but she missed again.\Oh, this is...\Ah, a card from the Master match hit the Queen's back.\Yes, the Master match is being played at the same time. response:	No way!
context: Don't lose, Yumin!\The Queen is still human!\Oh, it appeared that the Queen had taken the card,\but she missed again.\Oh, this is...\Ah, a card from the Master match hit the Queen's back.\Yes, the Master match is being played at the same time.\No way! response:	If Shinobu-chan was thrown off by the card hitting her back,
context: The Queen is still human!\Oh, it appeared that the Queen had taken the card,\but she missed again.\Oh, this is...\Ah, a card from the Master match hit the Queen's back.\Yes, the Master match is being played at the same time.\No way!\If Shinobu-chan was thrown off by the card hitting her back, response:	that means the person who hit that card was faster than Shinobu-chan.
context: Oh, it appeared that the Queen had taken the card,\but she missed again.\Oh, this is...\Ah, a card from the Master match hit the Queen's back.\Yes, the Master match is being played at the same time.\No way!\If Shinobu-chan was thrown off by the card hitting her back,\that means the person who hit that card was faster than Shinobu-chan. response:	There's someone faster?
context: but she missed again.\Oh, this is...\Ah, a card from the Master match hit the Queen's back.\Yes, the Master match is being played at the same time.\No way!\If Shinobu-chan was thrown off by the card hitting her back,\that means the person who hit that card was faster than Shinobu-chan.\There's someone faster? response:	I can feel his presence...
context: Oh, this is...\Ah, a card from the Master match hit the Queen's back.\Yes, the Master match is being played at the same time.\No way!\If Shinobu-chan was thrown off by the card hitting her back,\that means the person who hit that card was faster than Shinobu-chan.\There's someone faster?\I can feel his presence... response:	invading my concentration.
context: Ah, a card from the Master match hit the Queen's back.\Yes, the Master match is being played at the same time.\No way!\If Shinobu-chan was thrown off by the card hitting her back,\that means the person who hit that card was faster than Shinobu-chan.\There's someone faster?\I can feel his presence...\invading my concentration. response:	A disturbance...
context: Yes, the Master match is being played at the same time.\No way!\If Shinobu-chan was thrown off by the card hitting her back,\that means the person who hit that card was faster than Shinobu-chan.\There's someone faster?\I can feel his presence...\invading my concentration.\A disturbance... response:	A very strong presence.
context: No way!\If Shinobu-chan was thrown off by the card hitting her back,\that means the person who hit that card was faster than Shinobu-chan.\There's someone faster?\I can feel his presence...\invading my concentration.\A disturbance...\A very strong presence. response:	That's it! She's done it!
context: If Shinobu-chan was thrown off by the card hitting her back,\that means the person who hit that card was faster than Shinobu-chan.\There's someone faster?\I can feel his presence...\invading my concentration.\A disturbance...\A very strong presence.\That's it! She's done it! response:	Wakamiya Shinobu is our Queen for the second year in a row!
context: that means the person who hit that card was faster than Shinobu-chan.\There's someone faster?\I can feel his presence...\invading my concentration.\A disturbance...\A very strong presence.\That's it! She's done it!\Wakamiya Shinobu is our Queen for the second year in a row! response:	She won the second game by thirteen cards.
context: There's someone faster?\I can feel his presence...\invading my concentration.\A disturbance...\A very strong presence.\That's it! She's done it!\Wakamiya Shinobu is our Queen for the second year in a row!\She won the second game by thirteen cards. response:	A dominating performance from this sixteen-year-old.
context: I can feel his presence...\invading my concentration.\A disturbance...\A very strong presence.\That's it! She's done it!\Wakamiya Shinobu is our Queen for the second year in a row!\She won the second game by thirteen cards.\A dominating performance from this sixteen-year-old. response:	Does she still have room to grow?
context: invading my concentration.\A disturbance...\A very strong presence.\That's it! She's done it!\Wakamiya Shinobu is our Queen for the second year in a row!\She won the second game by thirteen cards.\A dominating performance from this sixteen-year-old.\Does she still have room to grow? response:	Thank you very much.
context: A disturbance...\A very strong presence.\That's it! She's done it!\Wakamiya Shinobu is our Queen for the second year in a row!\She won the second game by thirteen cards.\A dominating performance from this sixteen-year-old.\Does she still have room to grow?\Thank you very much. response:	Thank you very much...
context: A very strong presence.\That's it! She's done it!\Wakamiya Shinobu is our Queen for the second year in a row!\She won the second game by thirteen cards.\A dominating performance from this sixteen-year-old.\Does she still have room to grow?\Thank you very much.\Thank you very much... response:	Waiting Room
context: That's it! She's done it!\Wakamiya Shinobu is our Queen for the second year in a row!\She won the second game by thirteen cards.\A dominating performance from this sixteen-year-old.\Does she still have room to grow?\Thank you very much.\Thank you very much...\Waiting Room response:	Twenty people came from Tokyo to cheer me on...
context: Wakamiya Shinobu is our Queen for the second year in a row!\She won the second game by thirteen cards.\A dominating performance from this sixteen-year-old.\Does she still have room to grow?\Thank you very much.\Thank you very much...\Waiting Room\Twenty people came from Tokyo to cheer me on... response:	They knew my chances were slim,
context: She won the second game by thirteen cards.\A dominating performance from this sixteen-year-old.\Does she still have room to grow?\Thank you very much.\Thank you very much...\Waiting Room\Twenty people came from Tokyo to cheer me on...\They knew my chances were slim, response:	but they still believed that I could win.
context: A dominating performance from this sixteen-year-old.\Does she still have room to grow?\Thank you very much.\Thank you very much...\Waiting Room\Twenty people came from Tokyo to cheer me on...\They knew my chances were slim,\but they still believed that I could win. response:	But it was obvious that I stood no chance!
context: Does she still have room to grow?\Thank you very much.\Thank you very much...\Waiting Room\Twenty people came from Tokyo to cheer me on...\They knew my chances were slim,\but they still believed that I could win.\But it was obvious that I stood no chance! response:	There was no way for me to defeat her!
context: Thank you very much.\Thank you very much...\Waiting Room\Twenty people came from Tokyo to cheer me on...\They knew my chances were slim,\but they still believed that I could win.\But it was obvious that I stood no chance!\There was no way for me to defeat her! response:	She was so fast that I couldn't even try to contest cards!
context: Thank you very much...\Waiting Room\Twenty people came from Tokyo to cheer me on...\They knew my chances were slim,\but they still believed that I could win.\But it was obvious that I stood no chance!\There was no way for me to defeat her!\She was so fast that I couldn't even try to contest cards! response:	It didn't matter what I tried...
context: Waiting Room\Twenty people came from Tokyo to cheer me on...\They knew my chances were slim,\but they still believed that I could win.\But it was obvious that I stood no chance!\There was no way for me to defeat her!\She was so fast that I couldn't even try to contest cards!\It didn't matter what I tried... response:	Coach...
context: Twenty people came from Tokyo to cheer me on...\They knew my chances were slim,\but they still believed that I could win.\But it was obvious that I stood no chance!\There was no way for me to defeat her!\She was so fast that I couldn't even try to contest cards!\It didn't matter what I tried...\Coach... response:	I want to make it back here again.
context: They knew my chances were slim,\but they still believed that I could win.\But it was obvious that I stood no chance!\There was no way for me to defeat her!\She was so fast that I couldn't even try to contest cards!\It didn't matter what I tried...\Coach...\I want to make it back here again. response:	Please show me the way.
context: but they still believed that I could win.\But it was obvious that I stood no chance!\There was no way for me to defeat her!\She was so fast that I couldn't even try to contest cards!\It didn't matter what I tried...\Coach...\I want to make it back here again.\Please show me the way. response:	Wakamiya-san, what is the secret behind your strength?
context: But it was obvious that I stood no chance!\There was no way for me to defeat her!\She was so fast that I couldn't even try to contest cards!\It didn't matter what I tried...\Coach...\I want to make it back here again.\Please show me the way.\Wakamiya-san, what is the secret behind your strength? response:	I'm not that strong.
context: There was no way for me to defeat her!\She was so fast that I couldn't even try to contest cards!\It didn't matter what I tried...\Coach...\I want to make it back here again.\Please show me the way.\Wakamiya-san, what is the secret behind your strength?\I'm not that strong. response:	I still have much to learn.
context: She was so fast that I couldn't even try to contest cards!\It didn't matter what I tried...\Coach...\I want to make it back here again.\Please show me the way.\Wakamiya-san, what is the secret behind your strength?\I'm not that strong.\I still have much to learn. response:	This was your second match against Yamamoto, grade 6.
context: It didn't matter what I tried...\Coach...\I want to make it back here again.\Please show me the way.\Wakamiya-san, what is the secret behind your strength?\I'm not that strong.\I still have much to learn.\This was your second match against Yamamoto, grade 6. response:	Second match?
context: Coach...\I want to make it back here again.\Please show me the way.\Wakamiya-san, what is the secret behind your strength?\I'm not that strong.\I still have much to learn.\This was your second match against Yamamoto, grade 6.\Second match? response:	Oh, you're right.
context: I want to make it back here again.\Please show me the way.\Wakamiya-san, what is the secret behind your strength?\I'm not that strong.\I still have much to learn.\This was your second match against Yamamoto, grade 6.\Second match?\Oh, you're right. response:	She forgot that she played Yumin last year!
context: Please show me the way.\Wakamiya-san, what is the secret behind your strength?\I'm not that strong.\I still have much to learn.\This was your second match against Yamamoto, grade 6.\Second match?\Oh, you're right.\She forgot that she played Yumin last year! response:	She is a skilled player.
context: Wakamiya-san, what is the secret behind your strength?\I'm not that strong.\I still have much to learn.\This was your second match against Yamamoto, grade 6.\Second match?\Oh, you're right.\She forgot that she played Yumin last year!\She is a skilled player. response:	I've learned that I still need to improve.
context: I'm not that strong.\I still have much to learn.\This was your second match against Yamamoto, grade 6.\Second match?\Oh, you're right.\She forgot that she played Yumin last year!\She is a skilled player.\I've learned that I still need to improve. response:	This won't work...
context: I still have much to learn.\This was your second match against Yamamoto, grade 6.\Second match?\Oh, you're right.\She forgot that she played Yumin last year!\She is a skilled player.\I've learned that I still need to improve.\This won't work... response:	I'm not attached to the cards
context: This was your second match against Yamamoto, grade 6.\Second match?\Oh, you're right.\She forgot that she played Yumin last year!\She is a skilled player.\I've learned that I still need to improve.\This won't work...\I'm not attached to the cards response:	the way Shinobu-chan and Kana-chan are...
context: Second match?\Oh, you're right.\She forgot that she played Yumin last year!\She is a skilled player.\I've learned that I still need to improve.\This won't work...\I'm not attached to the cards\the way Shinobu-chan and Kana-chan are... response:	Taichi, you have a set of cards, right?
context: Oh, you're right.\She forgot that she played Yumin last year!\She is a skilled player.\I've learned that I still need to improve.\This won't work...\I'm not attached to the cards\the way Shinobu-chan and Kana-chan are...\Taichi, you have a set of cards, right? response:	Can I start lining them up?
context: She forgot that she played Yumin last year!\She is a skilled player.\I've learned that I still need to improve.\This won't work...\I'm not attached to the cards\the way Shinobu-chan and Kana-chan are...\Taichi, you have a set of cards, right?\Can I start lining them up? response:	Taichi?
context: She is a skilled player.\I've learned that I still need to improve.\This won't work...\I'm not attached to the cards\the way Shinobu-chan and Kana-chan are...\Taichi, you have a set of cards, right?\Can I start lining them up?\Taichi? response:	I can hear her...
context: I've learned that I still need to improve.\This won't work...\I'm not attached to the cards\the way Shinobu-chan and Kana-chan are...\Taichi, you have a set of cards, right?\Can I start lining them up?\Taichi?\I can hear her... response:	but I can't dedicate myself to Chihaya!
