context: We have a transfer student joining us today. response:	Go ahead and introduce yourself.
context: Just like you said, the world can be a cruel and messed-up place.\You helped me see it in a new light.\Huh? Don't tell me you...\I'm truly blessed. I need to be more thankful to everyone around me\once I get back to the real world.\So that's how it's going to be?\And here I thought I'd found a sympathizer. How disappointing.\One other thing. response:	People can change through their interactions with others.
context: You helped me see it in a new light.\Huh? Don't tell me you...\I'm truly blessed. I need to be more thankful to everyone around me\once I get back to the real world.\So that's how it's going to be?\And here I thought I'd found a sympathizer. How disappointing.\One other thing.\People can change through their interactions with others. response:	I was able to change because of everyone.
context: Huh? Don't tell me you...\I'm truly blessed. I need to be more thankful to everyone around me\once I get back to the real world.\So that's how it's going to be?\And here I thought I'd found a sympathizer. How disappointing.\One other thing.\People can change through their interactions with others.\I was able to change because of everyone. response:	I was able to become a little stronger than if I had been alone.
context: I'm truly blessed. I need to be more thankful to everyone around me\once I get back to the real world.\So that's how it's going to be?\And here I thought I'd found a sympathizer. How disappointing.\One other thing.\People can change through their interactions with others.\I was able to change because of everyone.\I was able to become a little stronger than if I had been alone. response:	If I'm able to change, then everyone else should be able to as well.
context: once I get back to the real world.\So that's how it's going to be?\And here I thought I'd found a sympathizer. How disappointing.\One other thing.\People can change through their interactions with others.\I was able to change because of everyone.\I was able to become a little stronger than if I had been alone.\If I'm able to change, then everyone else should be able to as well. response:	That means no one is worthless.
context: So that's how it's going to be?\And here I thought I'd found a sympathizer. How disappointing.\One other thing.\People can change through their interactions with others.\I was able to change because of everyone.\I was able to become a little stronger than if I had been alone.\If I'm able to change, then everyone else should be able to as well.\That means no one is worthless. response:	Don't say another word...
context: And here I thought I'd found a sympathizer. How disappointing.\One other thing.\People can change through their interactions with others.\I was able to change because of everyone.\I was able to become a little stronger than if I had been alone.\If I'm able to change, then everyone else should be able to as well.\That means no one is worthless.\Don't say another word... response:	Or you'll have hell to pay.
context: One other thing.\People can change through their interactions with others.\I was able to change because of everyone.\I was able to become a little stronger than if I had been alone.\If I'm able to change, then everyone else should be able to as well.\That means no one is worthless.\Don't say another word...\Or you'll have hell to pay. response:	The Shigeo you fabricated might succumb to you, but I won't.
context: People can change through their interactions with others.\I was able to change because of everyone.\I was able to become a little stronger than if I had been alone.\If I'm able to change, then everyone else should be able to as well.\That means no one is worthless.\Don't say another word...\Or you'll have hell to pay.\The Shigeo you fabricated might succumb to you, but I won't. response:	I'm not going to run.
context: I was able to change because of everyone.\I was able to become a little stronger than if I had been alone.\If I'm able to change, then everyone else should be able to as well.\That means no one is worthless.\Don't say another word...\Or you'll have hell to pay.\The Shigeo you fabricated might succumb to you, but I won't.\I'm not going to run. response:	I still have that awful Asagiri-san to save.
context: I was able to become a little stronger than if I had been alone.\If I'm able to change, then everyone else should be able to as well.\That means no one is worthless.\Don't say another word...\Or you'll have hell to pay.\The Shigeo you fabricated might succumb to you, but I won't.\I'm not going to run.\I still have that awful Asagiri-san to save. response:	Mob Psycho
context: If I'm able to change, then everyone else should be able to as well.\That means no one is worthless.\Don't say another word...\Or you'll have hell to pay.\The Shigeo you fabricated might succumb to you, but I won't.\I'm not going to run.\I still have that awful Asagiri-san to save.\Mob Psycho response:	Mob Psycho
context: That means no one is worthless.\Don't say another word...\Or you'll have hell to pay.\The Shigeo you fabricated might succumb to you, but I won't.\I'm not going to run.\I still have that awful Asagiri-san to save.\Mob Psycho\Mob Psycho response:	A spiritual mutation?
context: Don't say another word...\Or you'll have hell to pay.\The Shigeo you fabricated might succumb to you, but I won't.\I'm not going to run.\I still have that awful Asagiri-san to save.\Mob Psycho\Mob Psycho\A spiritual mutation? response:	Guess we're gonna have to fight! You up for this, Shigeo?
context: Or you'll have hell to pay.\The Shigeo you fabricated might succumb to you, but I won't.\I'm not going to run.\I still have that awful Asagiri-san to save.\Mob Psycho\Mob Psycho\A spiritual mutation?\Guess we're gonna have to fight! You up for this, Shigeo? response:	Looks like there's nothing to worry about.
context: The Shigeo you fabricated might succumb to you, but I won't.\I'm not going to run.\I still have that awful Asagiri-san to save.\Mob Psycho\Mob Psycho\A spiritual mutation?\Guess we're gonna have to fight! You up for this, Shigeo?\Looks like there's nothing to worry about. response:	Here come more of them!
context: I'm not going to run.\I still have that awful Asagiri-san to save.\Mob Psycho\Mob Psycho\A spiritual mutation?\Guess we're gonna have to fight! You up for this, Shigeo?\Looks like there's nothing to worry about.\Here come more of them! response:	Every inhabitant of this world is...
context: I still have that awful Asagiri-san to save.\Mob Psycho\Mob Psycho\A spiritual mutation?\Guess we're gonna have to fight! You up for this, Shigeo?\Looks like there's nothing to worry about.\Here come more of them!\Every inhabitant of this world is... response:	Shigeo!
context: Mob Psycho\Mob Psycho\A spiritual mutation?\Guess we're gonna have to fight! You up for this, Shigeo?\Looks like there's nothing to worry about.\Here come more of them!\Every inhabitant of this world is...\Shigeo! response:	That's...
context: Mob Psycho\A spiritual mutation?\Guess we're gonna have to fight! You up for this, Shigeo?\Looks like there's nothing to worry about.\Here come more of them!\Every inhabitant of this world is...\Shigeo!\That's... response:	I'm going to defeat this evil spirit and go back to reality.
context: A spiritual mutation?\Guess we're gonna have to fight! You up for this, Shigeo?\Looks like there's nothing to worry about.\Here come more of them!\Every inhabitant of this world is...\Shigeo!\That's...\I'm going to defeat this evil spirit and go back to reality. response:	And what good would that do?
context: Guess we're gonna have to fight! You up for this, Shigeo?\Looks like there's nothing to worry about.\Here come more of them!\Every inhabitant of this world is...\Shigeo!\That's...\I'm going to defeat this evil spirit and go back to reality.\And what good would that do? response:	The life you lead won't change, and nor will society's absurdities.
context: Looks like there's nothing to worry about.\Here come more of them!\Every inhabitant of this world is...\Shigeo!\That's...\I'm going to defeat this evil spirit and go back to reality.\And what good would that do?\The life you lead won't change, and nor will society's absurdities. response:	There will be plenty of things to annoy and trouble you.
context: Here come more of them!\Every inhabitant of this world is...\Shigeo!\That's...\I'm going to defeat this evil spirit and go back to reality.\And what good would that do?\The life you lead won't change, and nor will society's absurdities.\There will be plenty of things to annoy and trouble you. response:	The outside world is... scary?
context: Every inhabitant of this world is...\Shigeo!\That's...\I'm going to defeat this evil spirit and go back to reality.\And what good would that do?\The life you lead won't change, and nor will society's absurdities.\There will be plenty of things to annoy and trouble you.\The outside world is... scary? response:	Life is frustrating, devoid of meaning, and so, so painful.
context: Shigeo!\That's...\I'm going to defeat this evil spirit and go back to reality.\And what good would that do?\The life you lead won't change, and nor will society's absurdities.\There will be plenty of things to annoy and trouble you.\The outside world is... scary?\Life is frustrating, devoid of meaning, and so, so painful. response:	I can hear them...
context: That's...\I'm going to defeat this evil spirit and go back to reality.\And what good would that do?\The life you lead won't change, and nor will society's absurdities.\There will be plenty of things to annoy and trouble you.\The outside world is... scary?\Life is frustrating, devoid of meaning, and so, so painful.\I can hear them... response:	The voices of the dead are speaking to me.
context: I'm going to defeat this evil spirit and go back to reality.\And what good would that do?\The life you lead won't change, and nor will society's absurdities.\There will be plenty of things to annoy and trouble you.\The outside world is... scary?\Life is frustrating, devoid of meaning, and so, so painful.\I can hear them...\The voices of the dead are speaking to me. response:	So many screams...
context: And what good would that do?\The life you lead won't change, and nor will society's absurdities.\There will be plenty of things to annoy and trouble you.\The outside world is... scary?\Life is frustrating, devoid of meaning, and so, so painful.\I can hear them...\The voices of the dead are speaking to me.\So many screams... response:	They died feeling like this?
context: The life you lead won't change, and nor will society's absurdities.\There will be plenty of things to annoy and trouble you.\The outside world is... scary?\Life is frustrating, devoid of meaning, and so, so painful.\I can hear them...\The voices of the dead are speaking to me.\So many screams...\They died feeling like this? response:	Is this how they felt when they were alive?
context: There will be plenty of things to annoy and trouble you.\The outside world is... scary?\Life is frustrating, devoid of meaning, and so, so painful.\I can hear them...\The voices of the dead are speaking to me.\So many screams...\They died feeling like this?\Is this how they felt when they were alive? response:	It's such a cruel world...
context: The outside world is... scary?\Life is frustrating, devoid of meaning, and so, so painful.\I can hear them...\The voices of the dead are speaking to me.\So many screams...\They died feeling like this?\Is this how they felt when they were alive?\It's such a cruel world... response:	Am I really going to be able to...
context: Life is frustrating, devoid of meaning, and so, so painful.\I can hear them...\The voices of the dead are speaking to me.\So many screams...\They died feeling like this?\Is this how they felt when they were alive?\It's such a cruel world...\Am I really going to be able to... response:	That voice!
context: I can hear them...\The voices of the dead are speaking to me.\So many screams...\They died feeling like this?\Is this how they felt when they were alive?\It's such a cruel world...\Am I really going to be able to...\That voice! response:	Help me...
context: The voices of the dead are speaking to me.\So many screams...\They died feeling like this?\Is this how they felt when they were alive?\It's such a cruel world...\Am I really going to be able to...\That voice!\Help me... response:	Oh... That's right.
context: So many screams...\They died feeling like this?\Is this how they felt when they were alive?\It's such a cruel world...\Am I really going to be able to...\That voice!\Help me...\Oh... That's right. response:	I came here to save someone.
context: They died feeling like this?\Is this how they felt when they were alive?\It's such a cruel world...\Am I really going to be able to...\That voice!\Help me...\Oh... That's right.\I came here to save someone. response:	I always thought these powers were of no use to anybody,
context: Is this how they felt when they were alive?\It's such a cruel world...\Am I really going to be able to...\That voice!\Help me...\Oh... That's right.\I came here to save someone.\I always thought these powers were of no use to anybody, response:	but I'll use them to save people!
context: It's such a cruel world...\Am I really going to be able to...\That voice!\Help me...\Oh... That's right.\I came here to save someone.\I always thought these powers were of no use to anybody,\but I'll use them to save people! response:	It doesn't matter what you do. You cannot defeat me!
context: Am I really going to be able to...\That voice!\Help me...\Oh... That's right.\I came here to save someone.\I always thought these powers were of no use to anybody,\but I'll use them to save people!\It doesn't matter what you do. You cannot defeat me! response:	Shigeo... you did it.
context: That voice!\Help me...\Oh... That's right.\I came here to save someone.\I always thought these powers were of no use to anybody,\but I'll use them to save people!\It doesn't matter what you do. You cannot defeat me!\Shigeo... you did it. response:	Well, I'll be damned.
context: Help me...\Oh... That's right.\I came here to save someone.\I always thought these powers were of no use to anybody,\but I'll use them to save people!\It doesn't matter what you do. You cannot defeat me!\Shigeo... you did it.\Well, I'll be damned. response:	You're not the same boy from earlier.
context: Oh... That's right.\I came here to save someone.\I always thought these powers were of no use to anybody,\but I'll use them to save people!\It doesn't matter what you do. You cannot defeat me!\Shigeo... you did it.\Well, I'll be damned.\You're not the same boy from earlier. response:	Who are you?
context: I came here to save someone.\I always thought these powers were of no use to anybody,\but I'll use them to save people!\It doesn't matter what you do. You cannot defeat me!\Shigeo... you did it.\Well, I'll be damned.\You're not the same boy from earlier.\Who are you? response:	You finally get how freaky he is?
context: I always thought these powers were of no use to anybody,\but I'll use them to save people!\It doesn't matter what you do. You cannot defeat me!\Shigeo... you did it.\Well, I'll be damned.\You're not the same boy from earlier.\Who are you?\You finally get how freaky he is? response:	This is Kageyama Shigeo's true form that he reveals when he's pissed
context: but I'll use them to save people!\It doesn't matter what you do. You cannot defeat me!\Shigeo... you did it.\Well, I'll be damned.\You're not the same boy from earlier.\Who are you?\You finally get how freaky he is?\This is Kageyama Shigeo's true form that he reveals when he's pissed response:	Dimple.
context: It doesn't matter what you do. You cannot defeat me!\Shigeo... you did it.\Well, I'll be damned.\You're not the same boy from earlier.\Who are you?\You finally get how freaky he is?\This is Kageyama Shigeo's true form that he reveals when he's pissed\Dimple. response:	It's dangerous, so leave this to me and stay back.
context: Shigeo... you did it.\Well, I'll be damned.\You're not the same boy from earlier.\Who are you?\You finally get how freaky he is?\This is Kageyama Shigeo's true form that he reveals when he's pissed\Dimple.\It's dangerous, so leave this to me and stay back. response:	Actually, yeah, who are you?
context: Well, I'll be damned.\You're not the same boy from earlier.\Who are you?\You finally get how freaky he is?\This is Kageyama Shigeo's true form that he reveals when he's pissed\Dimple.\It's dangerous, so leave this to me and stay back.\Actually, yeah, who are you? response:	Mogami had overlooked something that lay dormant within Mob.
context: You're not the same boy from earlier.\Who are you?\You finally get how freaky he is?\This is Kageyama Shigeo's true form that he reveals when he's pissed\Dimple.\It's dangerous, so leave this to me and stay back.\Actually, yeah, who are you?\Mogami had overlooked something that lay dormant within Mob. response:	A person's heart is made up of two sides of the same coin.
context: Who are you?\You finally get how freaky he is?\This is Kageyama Shigeo's true form that he reveals when he's pissed\Dimple.\It's dangerous, so leave this to me and stay back.\Actually, yeah, who are you?\Mogami had overlooked something that lay dormant within Mob.\A person's heart is made up of two sides of the same coin. response:	Just as happiness shines in the shadows of sorrow,
context: You finally get how freaky he is?\This is Kageyama Shigeo's true form that he reveals when he's pissed\Dimple.\It's dangerous, so leave this to me and stay back.\Actually, yeah, who are you?\Mogami had overlooked something that lay dormant within Mob.\A person's heart is made up of two sides of the same coin.\Just as happiness shines in the shadows of sorrow, response:	only in the darkest depths of fear
context: This is Kageyama Shigeo's true form that he reveals when he's pissed\Dimple.\It's dangerous, so leave this to me and stay back.\Actually, yeah, who are you?\Mogami had overlooked something that lay dormant within Mob.\A person's heart is made up of two sides of the same coin.\Just as happiness shines in the shadows of sorrow,\only in the darkest depths of fear response:	does courage truly shine.
context: Dimple.\It's dangerous, so leave this to me and stay back.\Actually, yeah, who are you?\Mogami had overlooked something that lay dormant within Mob.\A person's heart is made up of two sides of the same coin.\Just as happiness shines in the shadows of sorrow,\only in the darkest depths of fear\does courage truly shine. response:	The powerful blast from Mob's positive emotions at 100
context: It's dangerous, so leave this to me and stay back.\Actually, yeah, who are you?\Mogami had overlooked something that lay dormant within Mob.\A person's heart is made up of two sides of the same coin.\Just as happiness shines in the shadows of sorrow,\only in the darkest depths of fear\does courage truly shine.\The powerful blast from Mob's positive emotions at 100 response:	annihilated the great evil spirit, Mogami.
context: Actually, yeah, who are you?\Mogami had overlooked something that lay dormant within Mob.\A person's heart is made up of two sides of the same coin.\Just as happiness shines in the shadows of sorrow,\only in the darkest depths of fear\does courage truly shine.\The powerful blast from Mob's positive emotions at 100\annihilated the great evil spirit, Mogami. response:	Or at least, that's how it looked.
context: Mogami had overlooked something that lay dormant within Mob.\A person's heart is made up of two sides of the same coin.\Just as happiness shines in the shadows of sorrow,\only in the darkest depths of fear\does courage truly shine.\The powerful blast from Mob's positive emotions at 100\annihilated the great evil spirit, Mogami.\Or at least, that's how it looked. response:	Now that they've lost me, their vessel,
context: A person's heart is made up of two sides of the same coin.\Just as happiness shines in the shadows of sorrow,\only in the darkest depths of fear\does courage truly shine.\The powerful blast from Mob's positive emotions at 100\annihilated the great evil spirit, Mogami.\Or at least, that's how it looked.\Now that they've lost me, their vessel, response:	all of the evil spirits that I'd taken in and controlled will all be freed at once.
context: Just as happiness shines in the shadows of sorrow,\only in the darkest depths of fear\does courage truly shine.\The powerful blast from Mob's positive emotions at 100\annihilated the great evil spirit, Mogami.\Or at least, that's how it looked.\Now that they've lost me, their vessel,\all of the evil spirits that I'd taken in and controlled will all be freed at once. response:	Not even I can stop them anymore.
context: only in the darkest depths of fear\does courage truly shine.\The powerful blast from Mob's positive emotions at 100\annihilated the great evil spirit, Mogami.\Or at least, that's how it looked.\Now that they've lost me, their vessel,\all of the evil spirits that I'd taken in and controlled will all be freed at once.\Not even I can stop them anymore. response:	Shigeo!
context: does courage truly shine.\The powerful blast from Mob's positive emotions at 100\annihilated the great evil spirit, Mogami.\Or at least, that's how it looked.\Now that they've lost me, their vessel,\all of the evil spirits that I'd taken in and controlled will all be freed at once.\Not even I can stop them anymore.\Shigeo! response:	Dimple, go ahead and head back!
context: The powerful blast from Mob's positive emotions at 100\annihilated the great evil spirit, Mogami.\Or at least, that's how it looked.\Now that they've lost me, their vessel,\all of the evil spirits that I'd taken in and controlled will all be freed at once.\Not even I can stop them anymore.\Shigeo!\Dimple, go ahead and head back! response:	I'll be fine!
context: annihilated the great evil spirit, Mogami.\Or at least, that's how it looked.\Now that they've lost me, their vessel,\all of the evil spirits that I'd taken in and controlled will all be freed at once.\Not even I can stop them anymore.\Shigeo!\Dimple, go ahead and head back!\I'll be fine! response:	Y-You sure about that?!
context: Or at least, that's how it looked.\Now that they've lost me, their vessel,\all of the evil spirits that I'd taken in and controlled will all be freed at once.\Not even I can stop them anymore.\Shigeo!\Dimple, go ahead and head back!\I'll be fine!\Y-You sure about that?! response:	I'm going to save Asagiri-san.
context: Now that they've lost me, their vessel,\all of the evil spirits that I'd taken in and controlled will all be freed at once.\Not even I can stop them anymore.\Shigeo!\Dimple, go ahead and head back!\I'll be fine!\Y-You sure about that?!\I'm going to save Asagiri-san. response:	I'm going to completely exorcise them before I leave.
context: all of the evil spirits that I'd taken in and controlled will all be freed at once.\Not even I can stop them anymore.\Shigeo!\Dimple, go ahead and head back!\I'll be fine!\Y-You sure about that?!\I'm going to save Asagiri-san.\I'm going to completely exorcise them before I leave. response:	I'll be back, I promise.
context: Not even I can stop them anymore.\Shigeo!\Dimple, go ahead and head back!\I'll be fine!\Y-You sure about that?!\I'm going to save Asagiri-san.\I'm going to completely exorcise them before I leave.\I'll be back, I promise. response:	Don't worry.
context: Shigeo!\Dimple, go ahead and head back!\I'll be fine!\Y-You sure about that?!\I'm going to save Asagiri-san.\I'm going to completely exorcise them before I leave.\I'll be back, I promise.\Don't worry. response:	You trying to eat me, too?
context: Dimple, go ahead and head back!\I'll be fine!\Y-You sure about that?!\I'm going to save Asagiri-san.\I'm going to completely exorcise them before I leave.\I'll be back, I promise.\Don't worry.\You trying to eat me, too? response:	Damn it. Catch me if you can, you bastards!
context: I'll be fine!\Y-You sure about that?!\I'm going to save Asagiri-san.\I'm going to completely exorcise them before I leave.\I'll be back, I promise.\Don't worry.\You trying to eat me, too?\Damn it. Catch me if you can, you bastards! response:	Bring it!
context: Y-You sure about that?!\I'm going to save Asagiri-san.\I'm going to completely exorcise them before I leave.\I'll be back, I promise.\Don't worry.\You trying to eat me, too?\Damn it. Catch me if you can, you bastards!\Bring it! response:	I'll be waiting for you on the other side!
context: I'm going to save Asagiri-san.\I'm going to completely exorcise them before I leave.\I'll be back, I promise.\Don't worry.\You trying to eat me, too?\Damn it. Catch me if you can, you bastards!\Bring it!\I'll be waiting for you on the other side! response:	In this world,
context: I'm going to completely exorcise them before I leave.\I'll be back, I promise.\Don't worry.\You trying to eat me, too?\Damn it. Catch me if you can, you bastards!\Bring it!\I'll be waiting for you on the other side!\In this world, response:	everything I can see is a spirit.
context: I'll be back, I promise.\Don't worry.\You trying to eat me, too?\Damn it. Catch me if you can, you bastards!\Bring it!\I'll be waiting for you on the other side!\In this world,\everything I can see is a spirit. response:	I have to exorcise them all.
context: Don't worry.\You trying to eat me, too?\Damn it. Catch me if you can, you bastards!\Bring it!\I'll be waiting for you on the other side!\In this world,\everything I can see is a spirit.\I have to exorcise them all. response:	No matter how much you struggle,
context: You trying to eat me, too?\Damn it. Catch me if you can, you bastards!\Bring it!\I'll be waiting for you on the other side!\In this world,\everything I can see is a spirit.\I have to exorcise them all.\No matter how much you struggle, response:	your path will lead you to the same place mine did...
context: Damn it. Catch me if you can, you bastards!\Bring it!\I'll be waiting for you on the other side!\In this world,\everything I can see is a spirit.\I have to exorcise them all.\No matter how much you struggle,\your path will lead you to the same place mine did... response:	To ruin.
context: Bring it!\I'll be waiting for you on the other side!\In this world,\everything I can see is a spirit.\I have to exorcise them all.\No matter how much you struggle,\your path will lead you to the same place mine did...\To ruin. response:	I'm going to save her... I...
context: I'll be waiting for you on the other side!\In this world,\everything I can see is a spirit.\I have to exorcise them all.\No matter how much you struggle,\your path will lead you to the same place mine did...\To ruin.\I'm going to save her... I... response:	I can't go out like this!
context: In this world,\everything I can see is a spirit.\I have to exorcise them all.\No matter how much you struggle,\your path will lead you to the same place mine did...\To ruin.\I'm going to save her... I...\I can't go out like this! response:	I see.
context: everything I can see is a spirit.\I have to exorcise them all.\No matter how much you struggle,\your path will lead you to the same place mine did...\To ruin.\I'm going to save her... I...\I can't go out like this!\I see. response:	Your vessel has been shattered,
context: I have to exorcise them all.\No matter how much you struggle,\your path will lead you to the same place mine did...\To ruin.\I'm going to save her... I...\I can't go out like this!\I see.\Your vessel has been shattered, response:	and that's what is inside?
context: No matter how much you struggle,\your path will lead you to the same place mine did...\To ruin.\I'm going to save her... I...\I can't go out like this!\I see.\Your vessel has been shattered,\and that's what is inside? response:	I actually thought you might've died.
context: your path will lead you to the same place mine did...\To ruin.\I'm going to save her... I...\I can't go out like this!\I see.\Your vessel has been shattered,\and that's what is inside?\I actually thought you might've died. response:	That took you ages.
context: To ruin.\I'm going to save her... I...\I can't go out like this!\I see.\Your vessel has been shattered,\and that's what is inside?\I actually thought you might've died.\That took you ages. response:	Yes, a very long time...
context: I'm going to save her... I...\I can't go out like this!\I see.\Your vessel has been shattered,\and that's what is inside?\I actually thought you might've died.\That took you ages.\Yes, a very long time... response:	Master, how's Asagiri-san?
context: I can't go out like this!\I see.\Your vessel has been shattered,\and that's what is inside?\I actually thought you might've died.\That took you ages.\Yes, a very long time...\Master, how's Asagiri-san? response:	Well, if you're awake...
context: I see.\Your vessel has been shattered,\and that's what is inside?\I actually thought you might've died.\That took you ages.\Yes, a very long time...\Master, how's Asagiri-san?\Well, if you're awake... response:	He's still
context: Your vessel has been shattered,\and that's what is inside?\I actually thought you might've died.\That took you ages.\Yes, a very long time...\Master, how's Asagiri-san?\Well, if you're awake...\He's still response:	You've made your choice.
context: and that's what is inside?\I actually thought you might've died.\That took you ages.\Yes, a very long time...\Master, how's Asagiri-san?\Well, if you're awake...\He's still\You've made your choice. response:	I'll keep watching from afar to see if you made the right one.
context: I actually thought you might've died.\That took you ages.\Yes, a very long time...\Master, how's Asagiri-san?\Well, if you're awake...\He's still\You've made your choice.\I'll keep watching from afar to see if you made the right one. response:	You're not going anywhere, my pet.
context: That took you ages.\Yes, a very long time...\Master, how's Asagiri-san?\Well, if you're awake...\He's still\You've made your choice.\I'll keep watching from afar to see if you made the right one.\You're not going anywhere, my pet. response:	That was an unexpected trophy. Thank you.
context: Yes, a very long time...\Master, how's Asagiri-san?\Well, if you're awake...\He's still\You've made your choice.\I'll keep watching from afar to see if you made the right one.\You're not going anywhere, my pet.\That was an unexpected trophy. Thank you. response:	Isn't that... I didn't even realize he was here.
context: Master, how's Asagiri-san?\Well, if you're awake...\He's still\You've made your choice.\I'll keep watching from afar to see if you made the right one.\You're not going anywhere, my pet.\That was an unexpected trophy. Thank you.\Isn't that... I didn't even realize he was here. response:	I'll make sure I take really good care of him.
context: Well, if you're awake...\He's still\You've made your choice.\I'll keep watching from afar to see if you made the right one.\You're not going anywhere, my pet.\That was an unexpected trophy. Thank you.\Isn't that... I didn't even realize he was here.\I'll make sure I take really good care of him. response:	Farewell. Perhaps we'll see each other again.
context: He's still\You've made your choice.\I'll keep watching from afar to see if you made the right one.\You're not going anywhere, my pet.\That was an unexpected trophy. Thank you.\Isn't that... I didn't even realize he was here.\I'll make sure I take really good care of him.\Farewell. Perhaps we'll see each other again. response:	Kageyama-kun?
context: You've made your choice.\I'll keep watching from afar to see if you made the right one.\You're not going anywhere, my pet.\That was an unexpected trophy. Thank you.\Isn't that... I didn't even realize he was here.\I'll make sure I take really good care of him.\Farewell. Perhaps we'll see each other again.\Kageyama-kun? response:	Yeah.
context: I'll keep watching from afar to see if you made the right one.\You're not going anywhere, my pet.\That was an unexpected trophy. Thank you.\Isn't that... I didn't even realize he was here.\I'll make sure I take really good care of him.\Farewell. Perhaps we'll see each other again.\Kageyama-kun?\Yeah. response:	What? You guys know each other?
context: You're not going anywhere, my pet.\That was an unexpected trophy. Thank you.\Isn't that... I didn't even realize he was here.\I'll make sure I take really good care of him.\Farewell. Perhaps we'll see each other again.\Kageyama-kun?\Yeah.\What? You guys know each other? response:	Nah, she probably just remembers what happened over there.
context: That was an unexpected trophy. Thank you.\Isn't that... I didn't even realize he was here.\I'll make sure I take really good care of him.\Farewell. Perhaps we'll see each other again.\Kageyama-kun?\Yeah.\What? You guys know each other?\Nah, she probably just remembers what happened over there. response:	Are you really always like that?
context: Isn't that... I didn't even realize he was here.\I'll make sure I take really good care of him.\Farewell. Perhaps we'll see each other again.\Kageyama-kun?\Yeah.\What? You guys know each other?\Nah, she probably just remembers what happened over there.\Are you really always like that? response:	Yeah... I am.
context: I'll make sure I take really good care of him.\Farewell. Perhaps we'll see each other again.\Kageyama-kun?\Yeah.\What? You guys know each other?\Nah, she probably just remembers what happened over there.\Are you really always like that?\Yeah... I am. response:	I'm sorry.
context: Farewell. Perhaps we'll see each other again.\Kageyama-kun?\Yeah.\What? You guys know each other?\Nah, she probably just remembers what happened over there.\Are you really always like that?\Yeah... I am.\I'm sorry. response:	I'm really... really sorry...
context: Kageyama-kun?\Yeah.\What? You guys know each other?\Nah, she probably just remembers what happened over there.\Are you really always like that?\Yeah... I am.\I'm sorry.\I'm really... really sorry... response:	I'm so sorry! I'm so sorry!
context: Yeah.\What? You guys know each other?\Nah, she probably just remembers what happened over there.\Are you really always like that?\Yeah... I am.\I'm sorry.\I'm really... really sorry...\I'm so sorry! I'm so sorry! response:	It's okay. I understand.
context: What? You guys know each other?\Nah, she probably just remembers what happened over there.\Are you really always like that?\Yeah... I am.\I'm sorry.\I'm really... really sorry...\I'm so sorry! I'm so sorry!\It's okay. I understand. response:	Understand what?
context: Nah, she probably just remembers what happened over there.\Are you really always like that?\Yeah... I am.\I'm sorry.\I'm really... really sorry...\I'm so sorry! I'm so sorry!\It's okay. I understand.\Understand what? response:	That people can change.
context: Are you really always like that?\Yeah... I am.\I'm sorry.\I'm really... really sorry...\I'm so sorry! I'm so sorry!\It's okay. I understand.\Understand what?\That people can change. response:	Mogami-san and Asagiri-san taught me that.
context: Yeah... I am.\I'm sorry.\I'm really... really sorry...\I'm so sorry! I'm so sorry!\It's okay. I understand.\Understand what?\That people can change.\Mogami-san and Asagiri-san taught me that. response:	The people around me changed me as well.
context: I'm sorry.\I'm really... really sorry...\I'm so sorry! I'm so sorry!\It's okay. I understand.\Understand what?\That people can change.\Mogami-san and Asagiri-san taught me that.\The people around me changed me as well. response:	Now I know that I might be able to change others too,
context: I'm really... really sorry...\I'm so sorry! I'm so sorry!\It's okay. I understand.\Understand what?\That people can change.\Mogami-san and Asagiri-san taught me that.\The people around me changed me as well.\Now I know that I might be able to change others too, response:	so I'm glad we were able to meet.
context: I'm so sorry! I'm so sorry!\It's okay. I understand.\Understand what?\That people can change.\Mogami-san and Asagiri-san taught me that.\The people around me changed me as well.\Now I know that I might be able to change others too,\so I'm glad we were able to meet. response:	Thank you...
context: It's okay. I understand.\Understand what?\That people can change.\Mogami-san and Asagiri-san taught me that.\The people around me changed me as well.\Now I know that I might be able to change others too,\so I'm glad we were able to meet.\Thank you... response:	So you're saying the one who saved you is a boy in your grade?
context: Understand what?\That people can change.\Mogami-san and Asagiri-san taught me that.\The people around me changed me as well.\Now I know that I might be able to change others too,\so I'm glad we were able to meet.\Thank you...\So you're saying the one who saved you is a boy in your grade? response:	Yeah, why?
context: That people can change.\Mogami-san and Asagiri-san taught me that.\The people around me changed me as well.\Now I know that I might be able to change others too,\so I'm glad we were able to meet.\Thank you...\So you're saying the one who saved you is a boy in your grade?\Yeah, why? response:	There wasn't a middle school student among the people I hired.
context: Mogami-san and Asagiri-san taught me that.\The people around me changed me as well.\Now I know that I might be able to change others too,\so I'm glad we were able to meet.\Thank you...\So you're saying the one who saved you is a boy in your grade?\Yeah, why?\There wasn't a middle school student among the people I hired. response:	Huh?
context: The people around me changed me as well.\Now I know that I might be able to change others too,\so I'm glad we were able to meet.\Thank you...\So you're saying the one who saved you is a boy in your grade?\Yeah, why?\There wasn't a middle school student among the people I hired.\Huh? response:	He wasn't even asked to be there,
context: Now I know that I might be able to change others too,\so I'm glad we were able to meet.\Thank you...\So you're saying the one who saved you is a boy in your grade?\Yeah, why?\There wasn't a middle school student among the people I hired.\Huh?\He wasn't even asked to be there, response:	but he managed to exorcise an evil spirit that no one else could
