context: It's unforgivable, unforgivable! response:	What is it that's unforgivable?
context: It can't be helped, we'll come again tomorrow at 6 o'clock.\Geez.\What in the...\What?!\No way, no way!\A black hole?\A fourth-dimensional space?\Or a hole in the magnetic field?! What was that? response:	Master Jadeite, today's operation was successful again.
context: Geez.\What in the...\What?!\No way, no way!\A black hole?\A fourth-dimensional space?\Or a hole in the magnetic field?! What was that?\Master Jadeite, today's operation was successful again. response:	The energy in girls who have offered prayers is enormous.
context: What in the...\What?!\No way, no way!\A black hole?\A fourth-dimensional space?\Or a hole in the magnetic field?! What was that?\Master Jadeite, today's operation was successful again.\The energy in girls who have offered prayers is enormous. response:	Draw it out of them nice and slowly.
context: What?!\No way, no way!\A black hole?\A fourth-dimensional space?\Or a hole in the magnetic field?! What was that?\Master Jadeite, today's operation was successful again.\The energy in girls who have offered prayers is enormous.\Draw it out of them nice and slowly. response:	Yes, Sir!
context: No way, no way!\A black hole?\A fourth-dimensional space?\Or a hole in the magnetic field?! What was that?\Master Jadeite, today's operation was successful again.\The energy in girls who have offered prayers is enormous.\Draw it out of them nice and slowly.\Yes, Sir! response:	Here, Phobos and Deimos.
context: A black hole?\A fourth-dimensional space?\Or a hole in the magnetic field?! What was that?\Master Jadeite, today's operation was successful again.\The energy in girls who have offered prayers is enormous.\Draw it out of them nice and slowly.\Yes, Sir!\Here, Phobos and Deimos. response:	Oh, Usagi!
context: A fourth-dimensional space?\Or a hole in the magnetic field?! What was that?\Master Jadeite, today's operation was successful again.\The energy in girls who have offered prayers is enormous.\Draw it out of them nice and slowly.\Yes, Sir!\Here, Phobos and Deimos.\Oh, Usagi! response:	What's the matter?
context: Or a hole in the magnetic field?! What was that?\Master Jadeite, today's operation was successful again.\The energy in girls who have offered prayers is enormous.\Draw it out of them nice and slowly.\Yes, Sir!\Here, Phobos and Deimos.\Oh, Usagi!\What's the matter? response:	I saw it! Yesterday, the 6 o'clock bus disappeared again!
context: Master Jadeite, today's operation was successful again.\The energy in girls who have offered prayers is enormous.\Draw it out of them nice and slowly.\Yes, Sir!\Here, Phobos and Deimos.\Oh, Usagi!\What's the matter?\I saw it! Yesterday, the 6 o'clock bus disappeared again! response:	So, you're also saying that it's my grandpa's fault?!
context: The energy in girls who have offered prayers is enormous.\Draw it out of them nice and slowly.\Yes, Sir!\Here, Phobos and Deimos.\Oh, Usagi!\What's the matter?\I saw it! Yesterday, the 6 o'clock bus disappeared again!\So, you're also saying that it's my grandpa's fault?! response:	What?!
context: Draw it out of them nice and slowly.\Yes, Sir!\Here, Phobos and Deimos.\Oh, Usagi!\What's the matter?\I saw it! Yesterday, the 6 o'clock bus disappeared again!\So, you're also saying that it's my grandpa's fault?!\What?! response:	The police came here so many times. I'm sick of it!
context: Yes, Sir!\Here, Phobos and Deimos.\Oh, Usagi!\What's the matter?\I saw it! Yesterday, the 6 o'clock bus disappeared again!\So, you're also saying that it's my grandpa's fault?!\What?!\The police came here so many times. I'm sick of it! response:	No, I didn't mean it like that!
context: Here, Phobos and Deimos.\Oh, Usagi!\What's the matter?\I saw it! Yesterday, the 6 o'clock bus disappeared again!\So, you're also saying that it's my grandpa's fault?!\What?!\The police came here so many times. I'm sick of it!\No, I didn't mean it like that! response:	I was just wondering if you might know something about it.
context: Oh, Usagi!\What's the matter?\I saw it! Yesterday, the 6 o'clock bus disappeared again!\So, you're also saying that it's my grandpa's fault?!\What?!\The police came here so many times. I'm sick of it!\No, I didn't mean it like that!\I was just wondering if you might know something about it. response:	I don't know anything!
context: What's the matter?\I saw it! Yesterday, the 6 o'clock bus disappeared again!\So, you're also saying that it's my grandpa's fault?!\What?!\The police came here so many times. I'm sick of it!\No, I didn't mean it like that!\I was just wondering if you might know something about it.\I don't know anything! response:	I'm sorry! I just want to be your friend. Honest!
context: I saw it! Yesterday, the 6 o'clock bus disappeared again!\So, you're also saying that it's my grandpa's fault?!\What?!\The police came here so many times. I'm sick of it!\No, I didn't mean it like that!\I was just wondering if you might know something about it.\I don't know anything!\I'm sorry! I just want to be your friend. Honest! response:	Please just leave!
context: So, you're also saying that it's my grandpa's fault?!\What?!\The police came here so many times. I'm sick of it!\No, I didn't mean it like that!\I was just wondering if you might know something about it.\I don't know anything!\I'm sorry! I just want to be your friend. Honest!\Please just leave! response:	I'll come again later. Good-bye!
context: What?!\The police came here so many times. I'm sick of it!\No, I didn't mean it like that!\I was just wondering if you might know something about it.\I don't know anything!\I'm sorry! I just want to be your friend. Honest!\Please just leave!\I'll come again later. Good-bye! response:	How dare she?!
context: The police came here so many times. I'm sick of it!\No, I didn't mean it like that!\I was just wondering if you might know something about it.\I don't know anything!\I'm sorry! I just want to be your friend. Honest!\Please just leave!\I'll come again later. Good-bye!\How dare she?! response:	Did she drop this?
context: No, I didn't mean it like that!\I was just wondering if you might know something about it.\I don't know anything!\I'm sorry! I just want to be your friend. Honest!\Please just leave!\I'll come again later. Good-bye!\How dare she?!\Did she drop this? response:	We want good-luck amulets for love!
context: I was just wondering if you might know something about it.\I don't know anything!\I'm sorry! I just want to be your friend. Honest!\Please just leave!\I'll come again later. Good-bye!\How dare she?!\Did she drop this?\We want good-luck amulets for love! response:	Sure, which color do you prefer?
context: I don't know anything!\I'm sorry! I just want to be your friend. Honest!\Please just leave!\I'll come again later. Good-bye!\How dare she?!\Did she drop this?\We want good-luck amulets for love!\Sure, which color do you prefer? response:	Which one should I pick?
context: I'm sorry! I just want to be your friend. Honest!\Please just leave!\I'll come again later. Good-bye!\How dare she?!\Did she drop this?\We want good-luck amulets for love!\Sure, which color do you prefer?\Which one should I pick? response:	Since he came here,
context: Please just leave!\I'll come again later. Good-bye!\How dare she?!\Did she drop this?\We want good-luck amulets for love!\Sure, which color do you prefer?\Which one should I pick?\Since he came here, response:	we sell more amulets,
context: I'll come again later. Good-bye!\How dare she?!\Did she drop this?\We want good-luck amulets for love!\Sure, which color do you prefer?\Which one should I pick?\Since he came here,\we sell more amulets, response:	and we have more visitors.
context: How dare she?!\Did she drop this?\We want good-luck amulets for love!\Sure, which color do you prefer?\Which one should I pick?\Since he came here,\we sell more amulets,\and we have more visitors. response:	But...
context: Did she drop this?\We want good-luck amulets for love!\Sure, which color do you prefer?\Which one should I pick?\Since he came here,\we sell more amulets,\and we have more visitors.\But... response:	But why does the bus disappear in front of the shrine?
context: We want good-luck amulets for love!\Sure, which color do you prefer?\Which one should I pick?\Since he came here,\we sell more amulets,\and we have more visitors.\But...\But why does the bus disappear in front of the shrine? response:	Why?!
context: Sure, which color do you prefer?\Which one should I pick?\Since he came here,\we sell more amulets,\and we have more visitors.\But...\But why does the bus disappear in front of the shrine?\Why?! response:	Is somebody there?!
context: Which one should I pick?\Since he came here,\we sell more amulets,\and we have more visitors.\But...\But why does the bus disappear in front of the shrine?\Why?!\Is somebody there?! response:	Your meal is ready.
context: Since he came here,\we sell more amulets,\and we have more visitors.\But...\But why does the bus disappear in front of the shrine?\Why?!\Is somebody there?!\Your meal is ready. response:	Go away, I cannot concentrate!
context: we sell more amulets,\and we have more visitors.\But...\But why does the bus disappear in front of the shrine?\Why?!\Is somebody there?!\Your meal is ready.\Go away, I cannot concentrate! response:	My apologies.
context: and we have more visitors.\But...\But why does the bus disappear in front of the shrine?\Why?!\Is somebody there?!\Your meal is ready.\Go away, I cannot concentrate!\My apologies. response:	Mysterious eyes like ice...
context: But...\But why does the bus disappear in front of the shrine?\Why?!\Is somebody there?!\Your meal is ready.\Go away, I cannot concentrate!\My apologies.\Mysterious eyes like ice... response:	Do those eyes have something
context: But why does the bus disappear in front of the shrine?\Why?!\Is somebody there?!\Your meal is ready.\Go away, I cannot concentrate!\My apologies.\Mysterious eyes like ice...\Do those eyes have something response:	to do with the way my prophecies stopped working?
context: Why?!\Is somebody there?!\Your meal is ready.\Go away, I cannot concentrate!\My apologies.\Mysterious eyes like ice...\Do those eyes have something\to do with the way my prophecies stopped working? response:	Hey, Luna. Why did you leave that pen for Rei?
context: Is somebody there?!\Your meal is ready.\Go away, I cannot concentrate!\My apologies.\Mysterious eyes like ice...\Do those eyes have something\to do with the way my prophecies stopped working?\Hey, Luna. Why did you leave that pen for Rei? response:	I want to check something.
context: Your meal is ready.\Go away, I cannot concentrate!\My apologies.\Mysterious eyes like ice...\Do those eyes have something\to do with the way my prophecies stopped working?\Hey, Luna. Why did you leave that pen for Rei?\I want to check something. response:	Check something? Like what?
context: Go away, I cannot concentrate!\My apologies.\Mysterious eyes like ice...\Do those eyes have something\to do with the way my prophecies stopped working?\Hey, Luna. Why did you leave that pen for Rei?\I want to check something.\Check something? Like what? response:	I'll tell you later.
context: My apologies.\Mysterious eyes like ice...\Do those eyes have something\to do with the way my prophecies stopped working?\Hey, Luna. Why did you leave that pen for Rei?\I want to check something.\Check something? Like what?\I'll tell you later. response:	Anyway, Usagi, you have to get on the 6 o'clock bus today!
context: Mysterious eyes like ice...\Do those eyes have something\to do with the way my prophecies stopped working?\Hey, Luna. Why did you leave that pen for Rei?\I want to check something.\Check something? Like what?\I'll tell you later.\Anyway, Usagi, you have to get on the 6 o'clock bus today! response:	Hikawa Shrine
context: Do those eyes have something\to do with the way my prophecies stopped working?\Hey, Luna. Why did you leave that pen for Rei?\I want to check something.\Check something? Like what?\I'll tell you later.\Anyway, Usagi, you have to get on the 6 o'clock bus today!\Hikawa Shrine response:	Hikawa Shrine I know, but...
context: to do with the way my prophecies stopped working?\Hey, Luna. Why did you leave that pen for Rei?\I want to check something.\Check something? Like what?\I'll tell you later.\Anyway, Usagi, you have to get on the 6 o'clock bus today!\Hikawa Shrine\Hikawa Shrine I know, but... response:	Hikawa Shrine You can't be scared!
context: Hey, Luna. Why did you leave that pen for Rei?\I want to check something.\Check something? Like what?\I'll tell you later.\Anyway, Usagi, you have to get on the 6 o'clock bus today!\Hikawa Shrine\Hikawa Shrine I know, but...\Hikawa Shrine You can't be scared! response:	Hikawa Shrine
context: I want to check something.\Check something? Like what?\I'll tell you later.\Anyway, Usagi, you have to get on the 6 o'clock bus today!\Hikawa Shrine\Hikawa Shrine I know, but...\Hikawa Shrine You can't be scared!\Hikawa Shrine response:	Hikawa Shrine Ami's so late.
context: Check something? Like what?\I'll tell you later.\Anyway, Usagi, you have to get on the 6 o'clock bus today!\Hikawa Shrine\Hikawa Shrine I know, but...\Hikawa Shrine You can't be scared!\Hikawa Shrine\Hikawa Shrine Ami's so late. response:	Hikawa Shrine She said she'd get on the bus with me.
context: I'll tell you later.\Anyway, Usagi, you have to get on the 6 o'clock bus today!\Hikawa Shrine\Hikawa Shrine I know, but...\Hikawa Shrine You can't be scared!\Hikawa Shrine\Hikawa Shrine Ami's so late.\Hikawa Shrine She said she'd get on the bus with me. response:	Hikawa Shrine Oh, it's the bus!
context: Anyway, Usagi, you have to get on the 6 o'clock bus today!\Hikawa Shrine\Hikawa Shrine I know, but...\Hikawa Shrine You can't be scared!\Hikawa Shrine\Hikawa Shrine Ami's so late.\Hikawa Shrine She said she'd get on the bus with me.\Hikawa Shrine Oh, it's the bus! response:	Hikawa Shrine D'oh!
context: Hikawa Shrine\Hikawa Shrine I know, but...\Hikawa Shrine You can't be scared!\Hikawa Shrine\Hikawa Shrine Ami's so late.\Hikawa Shrine She said she'd get on the bus with me.\Hikawa Shrine Oh, it's the bus!\Hikawa Shrine D'oh! response:	Red 66 Via Sendaizaka D'oh!
context: Hikawa Shrine I know, but...\Hikawa Shrine You can't be scared!\Hikawa Shrine\Hikawa Shrine Ami's so late.\Hikawa Shrine She said she'd get on the bus with me.\Hikawa Shrine Oh, it's the bus!\Hikawa Shrine D'oh!\Red 66 Via Sendaizaka D'oh! response:	Red 66 Via Sendaizaka
context: Hikawa Shrine You can't be scared!\Hikawa Shrine\Hikawa Shrine Ami's so late.\Hikawa Shrine She said she'd get on the bus with me.\Hikawa Shrine Oh, it's the bus!\Hikawa Shrine D'oh!\Red 66 Via Sendaizaka D'oh!\Red 66 Via Sendaizaka response:	Oh, no! It's here!
context: Hikawa Shrine\Hikawa Shrine Ami's so late.\Hikawa Shrine She said she'd get on the bus with me.\Hikawa Shrine Oh, it's the bus!\Hikawa Shrine D'oh!\Red 66 Via Sendaizaka D'oh!\Red 66 Via Sendaizaka\Oh, no! It's here! response:	Red 66 Via Sendaizaka Oh, no! It's here!
context: Hikawa Shrine Ami's so late.\Hikawa Shrine She said she'd get on the bus with me.\Hikawa Shrine Oh, it's the bus!\Hikawa Shrine D'oh!\Red 66 Via Sendaizaka D'oh!\Red 66 Via Sendaizaka\Oh, no! It's here!\Red 66 Via Sendaizaka Oh, no! It's here! response:	Red 66 Via Sendaizaka
context: Hikawa Shrine She said she'd get on the bus with me.\Hikawa Shrine Oh, it's the bus!\Hikawa Shrine D'oh!\Red 66 Via Sendaizaka D'oh!\Red 66 Via Sendaizaka\Oh, no! It's here!\Red 66 Via Sendaizaka Oh, no! It's here!\Red 66 Via Sendaizaka response:	Red 66 Via Sendaizaka We have no choice, let's just get on the bus by ourselves!
context: Hikawa Shrine Oh, it's the bus!\Hikawa Shrine D'oh!\Red 66 Via Sendaizaka D'oh!\Red 66 Via Sendaizaka\Oh, no! It's here!\Red 66 Via Sendaizaka Oh, no! It's here!\Red 66 Via Sendaizaka\Red 66 Via Sendaizaka We have no choice, let's just get on the bus by ourselves! response:	We have no choice, let's just get on the bus by ourselves!
context: Hikawa Shrine D'oh!\Red 66 Via Sendaizaka D'oh!\Red 66 Via Sendaizaka\Oh, no! It's here!\Red 66 Via Sendaizaka Oh, no! It's here!\Red 66 Via Sendaizaka\Red 66 Via Sendaizaka We have no choice, let's just get on the bus by ourselves!\We have no choice, let's just get on the bus by ourselves! response:	What'll I do now?!
context: Red 66 Via Sendaizaka D'oh!\Red 66 Via Sendaizaka\Oh, no! It's here!\Red 66 Via Sendaizaka Oh, no! It's here!\Red 66 Via Sendaizaka\Red 66 Via Sendaizaka We have no choice, let's just get on the bus by ourselves!\We have no choice, let's just get on the bus by ourselves!\What'll I do now?! response:	Let's go!
context: Red 66 Via Sendaizaka\Oh, no! It's here!\Red 66 Via Sendaizaka Oh, no! It's here!\Red 66 Via Sendaizaka\Red 66 Via Sendaizaka We have no choice, let's just get on the bus by ourselves!\We have no choice, let's just get on the bus by ourselves!\What'll I do now?!\Let's go! response:	I changed my mind! I'm scared!
context: Oh, no! It's here!\Red 66 Via Sendaizaka Oh, no! It's here!\Red 66 Via Sendaizaka\Red 66 Via Sendaizaka We have no choice, let's just get on the bus by ourselves!\We have no choice, let's just get on the bus by ourselves!\What'll I do now?!\Let's go!\I changed my mind! I'm scared! response:	Oh, Usagi! I changed my mind! I'm scared!
context: Red 66 Via Sendaizaka Oh, no! It's here!\Red 66 Via Sendaizaka\Red 66 Via Sendaizaka We have no choice, let's just get on the bus by ourselves!\We have no choice, let's just get on the bus by ourselves!\What'll I do now?!\Let's go!\I changed my mind! I'm scared!\Oh, Usagi! I changed my mind! I'm scared! response:	Oh, Usagi!
context: Red 66 Via Sendaizaka\Red 66 Via Sendaizaka We have no choice, let's just get on the bus by ourselves!\We have no choice, let's just get on the bus by ourselves!\What'll I do now?!\Let's go!\I changed my mind! I'm scared!\Oh, Usagi! I changed my mind! I'm scared!\Oh, Usagi! response:	But...
context: Red 66 Via Sendaizaka We have no choice, let's just get on the bus by ourselves!\We have no choice, let's just get on the bus by ourselves!\What'll I do now?!\Let's go!\I changed my mind! I'm scared!\Oh, Usagi! I changed my mind! I'm scared!\Oh, Usagi!\But... response:	I'm scared! No! Don't be such a baby!
context: We have no choice, let's just get on the bus by ourselves!\What'll I do now?!\Let's go!\I changed my mind! I'm scared!\Oh, Usagi! I changed my mind! I'm scared!\Oh, Usagi!\But...\I'm scared! No! Don't be such a baby! response:	I'm scared! I don't wanna!
context: What'll I do now?!\Let's go!\I changed my mind! I'm scared!\Oh, Usagi! I changed my mind! I'm scared!\Oh, Usagi!\But...\I'm scared! No! Don't be such a baby!\I'm scared! I don't wanna! response:	The bus is going to leave! Hurry!
context: Let's go!\I changed my mind! I'm scared!\Oh, Usagi! I changed my mind! I'm scared!\Oh, Usagi!\But...\I'm scared! No! Don't be such a baby!\I'm scared! I don't wanna!\The bus is going to leave! Hurry! response:	But I don't know what I should do!
context: I changed my mind! I'm scared!\Oh, Usagi! I changed my mind! I'm scared!\Oh, Usagi!\But...\I'm scared! No! Don't be such a baby!\I'm scared! I don't wanna!\The bus is going to leave! Hurry!\But I don't know what I should do! response:	Okay, then!
context: Oh, Usagi! I changed my mind! I'm scared!\Oh, Usagi!\But...\I'm scared! No! Don't be such a baby!\I'm scared! I don't wanna!\The bus is going to leave! Hurry!\But I don't know what I should do!\Okay, then! response:	What are you doing?
context: Oh, Usagi!\But...\I'm scared! No! Don't be such a baby!\I'm scared! I don't wanna!\The bus is going to leave! Hurry!\But I don't know what I should do!\Okay, then!\What are you doing? response:	Moon Power! Turn me into a cool bus attendant!
context: But...\I'm scared! No! Don't be such a baby!\I'm scared! I don't wanna!\The bus is going to leave! Hurry!\But I don't know what I should do!\Okay, then!\What are you doing?\Moon Power! Turn me into a cool bus attendant! response:	Good! This will make me a little less scared!
context: I'm scared! No! Don't be such a baby!\I'm scared! I don't wanna!\The bus is going to leave! Hurry!\But I don't know what I should do!\Okay, then!\What are you doing?\Moon Power! Turn me into a cool bus attendant!\Good! This will make me a little less scared! response:	Why do you have to be a bus attendant?
context: I'm scared! I don't wanna!\The bus is going to leave! Hurry!\But I don't know what I should do!\Okay, then!\What are you doing?\Moon Power! Turn me into a cool bus attendant!\Good! This will make me a little less scared!\Why do you have to be a bus attendant? response:	Hey, bus, wait!
context: The bus is going to leave! Hurry!\But I don't know what I should do!\Okay, then!\What are you doing?\Moon Power! Turn me into a cool bus attendant!\Good! This will make me a little less scared!\Why do you have to be a bus attendant?\Hey, bus, wait! response:	What's with you?!
context: But I don't know what I should do!\Okay, then!\What are you doing?\Moon Power! Turn me into a cool bus attendant!\Good! This will make me a little less scared!\Why do you have to be a bus attendant?\Hey, bus, wait!\What's with you?! response:	Everyone!
context: Okay, then!\What are you doing?\Moon Power! Turn me into a cool bus attendant!\Good! This will make me a little less scared!\Why do you have to be a bus attendant?\Hey, bus, wait!\What's with you?!\Everyone! response:	What in the?!
context: What are you doing?\Moon Power! Turn me into a cool bus attendant!\Good! This will make me a little less scared!\Why do you have to be a bus attendant?\Hey, bus, wait!\What's with you?!\Everyone!\What in the?! response:	It's my duty to make sure passengers are safe and comfortable during travel!
context: Moon Power! Turn me into a cool bus attendant!\Good! This will make me a little less scared!\Why do you have to be a bus attendant?\Hey, bus, wait!\What's with you?!\Everyone!\What in the?!\It's my duty to make sure passengers are safe and comfortable during travel! response:	Hijacking is unforgivable!
context: Good! This will make me a little less scared!\Why do you have to be a bus attendant?\Hey, bus, wait!\What's with you?!\Everyone!\What in the?!\It's my duty to make sure passengers are safe and comfortable during travel!\Hijacking is unforgivable! response:	I didn't make it in time.
context: Why do you have to be a bus attendant?\Hey, bus, wait!\What's with you?!\Everyone!\What in the?!\It's my duty to make sure passengers are safe and comfortable during travel!\Hijacking is unforgivable!\I didn't make it in time. response:	What is the main culprit?
context: Hey, bus, wait!\What's with you?!\Everyone!\What in the?!\It's my duty to make sure passengers are safe and comfortable during travel!\Hijacking is unforgivable!\I didn't make it in time.\What is the main culprit? response:	What is the origin of these troubles?
context: What's with you?!\Everyone!\What in the?!\It's my duty to make sure passengers are safe and comfortable during travel!\Hijacking is unforgivable!\I didn't make it in time.\What is the main culprit?\What is the origin of these troubles? response:	So, you're the origin of this evil!
context: Everyone!\What in the?!\It's my duty to make sure passengers are safe and comfortable during travel!\Hijacking is unforgivable!\I didn't make it in time.\What is the main culprit?\What is the origin of these troubles?\So, you're the origin of this evil! response:	What are you talking about?
context: What in the?!\It's my duty to make sure passengers are safe and comfortable during travel!\Hijacking is unforgivable!\I didn't make it in time.\What is the main culprit?\What is the origin of these troubles?\So, you're the origin of this evil!\What are you talking about? response:	Don't play dumb! I trust the fire and it's telling me What are you talking about?
context: It's my duty to make sure passengers are safe and comfortable during travel!\Hijacking is unforgivable!\I didn't make it in time.\What is the main culprit?\What is the origin of these troubles?\So, you're the origin of this evil!\What are you talking about?\Don't play dumb! I trust the fire and it's telling me What are you talking about? response:	Don't play dumb! I trust the fire and it's telling me
context: Hijacking is unforgivable!\I didn't make it in time.\What is the main culprit?\What is the origin of these troubles?\So, you're the origin of this evil!\What are you talking about?\Don't play dumb! I trust the fire and it's telling me What are you talking about?\Don't play dumb! I trust the fire and it's telling me response:	that you're the main instigator!
context: I didn't make it in time.\What is the main culprit?\What is the origin of these troubles?\So, you're the origin of this evil!\What are you talking about?\Don't play dumb! I trust the fire and it's telling me What are you talking about?\Don't play dumb! I trust the fire and it's telling me\that you're the main instigator! response:	Show me who you are!
context: What is the main culprit?\What is the origin of these troubles?\So, you're the origin of this evil!\What are you talking about?\Don't play dumb! I trust the fire and it's telling me What are you talking about?\Don't play dumb! I trust the fire and it's telling me\that you're the main instigator!\Show me who you are! response:	So, you found out. You will go inside, too!
context: What is the origin of these troubles?\So, you're the origin of this evil!\What are you talking about?\Don't play dumb! I trust the fire and it's telling me What are you talking about?\Don't play dumb! I trust the fire and it's telling me\that you're the main instigator!\Show me who you are!\So, you found out. You will go inside, too! response:	What is...
context: So, you're the origin of this evil!\What are you talking about?\Don't play dumb! I trust the fire and it's telling me What are you talking about?\Don't play dumb! I trust the fire and it's telling me\that you're the main instigator!\Show me who you are!\So, you found out. You will go inside, too!\What is... response:	Where am I?!
context: What are you talking about?\Don't play dumb! I trust the fire and it's telling me What are you talking about?\Don't play dumb! I trust the fire and it's telling me\that you're the main instigator!\Show me who you are!\So, you found out. You will go inside, too!\What is...\Where am I?! response:	Usagi, pull yourself together!
context: Don't play dumb! I trust the fire and it's telling me What are you talking about?\Don't play dumb! I trust the fire and it's telling me\that you're the main instigator!\Show me who you are!\So, you found out. You will go inside, too!\What is...\Where am I?!\Usagi, pull yourself together! response:	I can't pull myself together!
context: Don't play dumb! I trust the fire and it's telling me\that you're the main instigator!\Show me who you are!\So, you found out. You will go inside, too!\What is...\Where am I?!\Usagi, pull yourself together!\I can't pull myself together! response:	Rei!
context: that you're the main instigator!\Show me who you are!\So, you found out. You will go inside, too!\What is...\Where am I?!\Usagi, pull yourself together!\I can't pull myself together!\Rei! response:	A monster!
context: Show me who you are!\So, you found out. You will go inside, too!\What is...\Where am I?!\Usagi, pull yourself together!\I can't pull myself together!\Rei!\A monster! response:	Usagi! Transform yourself into Sailor Moon!
context: So, you found out. You will go inside, too!\What is...\Where am I?!\Usagi, pull yourself together!\I can't pull myself together!\Rei!\A monster!\Usagi! Transform yourself into Sailor Moon! response:	I don't wanna live like this anymore!
context: What is...\Where am I?!\Usagi, pull yourself together!\I can't pull myself together!\Rei!\A monster!\Usagi! Transform yourself into Sailor Moon!\I don't wanna live like this anymore! response:	But I'll do it!
context: Where am I?!\Usagi, pull yourself together!\I can't pull myself together!\Rei!\A monster!\Usagi! Transform yourself into Sailor Moon!\I don't wanna live like this anymore!\But I'll do it! response:	That's right! Your spirit and easygoing attitude are important!
context: Usagi, pull yourself together!\I can't pull myself together!\Rei!\A monster!\Usagi! Transform yourself into Sailor Moon!\I don't wanna live like this anymore!\But I'll do it!\That's right! Your spirit and easygoing attitude are important! response:	Moon Prism Power Makeup!
context: I can't pull myself together!\Rei!\A monster!\Usagi! Transform yourself into Sailor Moon!\I don't wanna live like this anymore!\But I'll do it!\That's right! Your spirit and easygoing attitude are important!\Moon Prism Power Makeup! response:	I'm the sailor warrior of love and justice, Sailor Moon!
context: Rei!\A monster!\Usagi! Transform yourself into Sailor Moon!\I don't wanna live like this anymore!\But I'll do it!\That's right! Your spirit and easygoing attitude are important!\Moon Prism Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon! response:	You've finally shown up! I've been waiting!
context: A monster!\Usagi! Transform yourself into Sailor Moon!\I don't wanna live like this anymore!\But I'll do it!\That's right! Your spirit and easygoing attitude are important!\Moon Prism Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon!\You've finally shown up! I've been waiting! response:	That mark!
context: Usagi! Transform yourself into Sailor Moon!\I don't wanna live like this anymore!\But I'll do it!\That's right! Your spirit and easygoing attitude are important!\Moon Prism Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon!\You've finally shown up! I've been waiting!\That mark! response:	Release Rei!
context: I don't wanna live like this anymore!\But I'll do it!\That's right! Your spirit and easygoing attitude are important!\Moon Prism Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon!\You've finally shown up! I've been waiting!\That mark!\Release Rei! response:	Keeping everyone locked up in here is unforgivable!
context: But I'll do it!\That's right! Your spirit and easygoing attitude are important!\Moon Prism Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon!\You've finally shown up! I've been waiting!\That mark!\Release Rei!\Keeping everyone locked up in here is unforgivable! response:	In the name of the moon, I'll punish you!
context: That's right! Your spirit and easygoing attitude are important!\Moon Prism Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon!\You've finally shown up! I've been waiting!\That mark!\Release Rei!\Keeping everyone locked up in here is unforgivable!\In the name of the moon, I'll punish you! response:	Moon Tiara Action!
context: Moon Prism Power Makeup!\I'm the sailor warrior of love and justice, Sailor Moon!\You've finally shown up! I've been waiting!\That mark!\Release Rei!\Keeping everyone locked up in here is unforgivable!\In the name of the moon, I'll punish you!\Moon Tiara Action! response:	You cannot beat me with this toy!
context: I'm the sailor warrior of love and justice, Sailor Moon!\You've finally shown up! I've been waiting!\That mark!\Release Rei!\Keeping everyone locked up in here is unforgivable!\In the name of the moon, I'll punish you!\Moon Tiara Action!\You cannot beat me with this toy! response:	You fell for it!
context: You've finally shown up! I've been waiting!\That mark!\Release Rei!\Keeping everyone locked up in here is unforgivable!\In the name of the moon, I'll punish you!\Moon Tiara Action!\You cannot beat me with this toy!\You fell for it! response:	What?
context: That mark!\Release Rei!\Keeping everyone locked up in here is unforgivable!\In the name of the moon, I'll punish you!\Moon Tiara Action!\You cannot beat me with this toy!\You fell for it!\What? response:	Rei, are you okay?
context: Release Rei!\Keeping everyone locked up in here is unforgivable!\In the name of the moon, I'll punish you!\Moon Tiara Action!\You cannot beat me with this toy!\You fell for it!\What?\Rei, are you okay? response:	I'm fine.
context: Keeping everyone locked up in here is unforgivable!\In the name of the moon, I'll punish you!\Moon Tiara Action!\You cannot beat me with this toy!\You fell for it!\What?\Rei, are you okay?\I'm fine. response:	Rei, take out your transforming pen! I'm fine.
context: In the name of the moon, I'll punish you!\Moon Tiara Action!\You cannot beat me with this toy!\You fell for it!\What?\Rei, are you okay?\I'm fine.\Rei, take out your transforming pen! I'm fine. response:	Rei, take out your transforming pen!
context: Moon Tiara Action!\You cannot beat me with this toy!\You fell for it!\What?\Rei, are you okay?\I'm fine.\Rei, take out your transforming pen! I'm fine.\Rei, take out your transforming pen! response:	The cat spoke!
context: You cannot beat me with this toy!\You fell for it!\What?\Rei, are you okay?\I'm fine.\Rei, take out your transforming pen! I'm fine.\Rei, take out your transforming pen!\The cat spoke! response:	I'll explain everything later.
context: You fell for it!\What?\Rei, are you okay?\I'm fine.\Rei, take out your transforming pen! I'm fine.\Rei, take out your transforming pen!\The cat spoke!\I'll explain everything later. response:	Hurry up and take out the transforming pen you picked up at the shrine!
context: What?\Rei, are you okay?\I'm fine.\Rei, take out your transforming pen! I'm fine.\Rei, take out your transforming pen!\The cat spoke!\I'll explain everything later.\Hurry up and take out the transforming pen you picked up at the shrine! response:	This?
context: Rei, are you okay?\I'm fine.\Rei, take out your transforming pen! I'm fine.\Rei, take out your transforming pen!\The cat spoke!\I'll explain everything later.\Hurry up and take out the transforming pen you picked up at the shrine!\This? response:	Use that and transform!
