context: Splendidly done, brave heroes. response:	Tonight, we celebrate!
context: Please listen to me.\Don't touch me!\Thanks to the oh-so-charitable Motoyasu, you're free now.\You can stay clear of me!\Or what, did he tell you to go get a good look at the loser's face?\Please just leave me alone.\I believe you, Naofumi-sama.\What can I do to make you believe me? response:	Believe you?
context: Don't touch me!\Thanks to the oh-so-charitable Motoyasu, you're free now.\You can stay clear of me!\Or what, did he tell you to go get a good look at the loser's face?\Please just leave me alone.\I believe you, Naofumi-sama.\What can I do to make you believe me?\Believe you? response:	After you betrayed me?
context: Thanks to the oh-so-charitable Motoyasu, you're free now.\You can stay clear of me!\Or what, did he tell you to go get a good look at the loser's face?\Please just leave me alone.\I believe you, Naofumi-sama.\What can I do to make you believe me?\Believe you?\After you betrayed me? response:	I will always be on your side, come what may!
context: You can stay clear of me!\Or what, did he tell you to go get a good look at the loser's face?\Please just leave me alone.\I believe you, Naofumi-sama.\What can I do to make you believe me?\Believe you?\After you betrayed me?\I will always be on your side, come what may! response:	Lies!
context: Or what, did he tell you to go get a good look at the loser's face?\Please just leave me alone.\I believe you, Naofumi-sama.\What can I do to make you believe me?\Believe you?\After you betrayed me?\I will always be on your side, come what may!\Lies! response:	You're just saying that to trick me again!
context: Please just leave me alone.\I believe you, Naofumi-sama.\What can I do to make you believe me?\Believe you?\After you betrayed me?\I will always be on your side, come what may!\Lies!\You're just saying that to trick me again! response:	Shut up!
context: I believe you, Naofumi-sama.\What can I do to make you believe me?\Believe you?\After you betrayed me?\I will always be on your side, come what may!\Lies!\You're just saying that to trick me again!\Shut up! response:	What else are you people going to frame me for?
context: What can I do to make you believe me?\Believe you?\After you betrayed me?\I will always be on your side, come what may!\Lies!\You're just saying that to trick me again!\Shut up!\What else are you people going to frame me for? response:	I drew the short straw the moment I came here.
context: Believe you?\After you betrayed me?\I will always be on your side, come what may!\Lies!\You're just saying that to trick me again!\Shut up!\What else are you people going to frame me for?\I drew the short straw the moment I came here. response:	Try as I might, nobody will accept me.
context: After you betrayed me?\I will always be on your side, come what may!\Lies!\You're just saying that to trick me again!\Shut up!\What else are you people going to frame me for?\I drew the short straw the moment I came here.\Try as I might, nobody will accept me. response:	Nobody believes me.
context: I will always be on your side, come what may!\Lies!\You're just saying that to trick me again!\Shut up!\What else are you people going to frame me for?\I drew the short straw the moment I came here.\Try as I might, nobody will accept me.\Nobody believes me. response:	Because of this damn thing, I...
context: Lies!\You're just saying that to trick me again!\Shut up!\What else are you people going to frame me for?\I drew the short straw the moment I came here.\Try as I might, nobody will accept me.\Nobody believes me.\Because of this damn thing, I... response:	Damn it!
context: You're just saying that to trick me again!\Shut up!\What else are you people going to frame me for?\I drew the short straw the moment I came here.\Try as I might, nobody will accept me.\Nobody believes me.\Because of this damn thing, I...\Damn it! response:	This shield has saved my life many times over.
context: Shut up!\What else are you people going to frame me for?\I drew the short straw the moment I came here.\Try as I might, nobody will accept me.\Nobody believes me.\Because of this damn thing, I...\Damn it!\This shield has saved my life many times over. response:	And during the Wave...
context: What else are you people going to frame me for?\I drew the short straw the moment I came here.\Try as I might, nobody will accept me.\Nobody believes me.\Because of this damn thing, I...\Damn it!\This shield has saved my life many times over.\And during the Wave... response:	Even though you couldn't fight,
context: I drew the short straw the moment I came here.\Try as I might, nobody will accept me.\Nobody believes me.\Because of this damn thing, I...\Damn it!\This shield has saved my life many times over.\And during the Wave...\Even though you couldn't fight, response:	you defended the villagers using it.
context: Try as I might, nobody will accept me.\Nobody believes me.\Because of this damn thing, I...\Damn it!\This shield has saved my life many times over.\And during the Wave...\Even though you couldn't fight,\you defended the villagers using it. response:	I didn't really do it for the villagers.
context: Nobody believes me.\Because of this damn thing, I...\Damn it!\This shield has saved my life many times over.\And during the Wave...\Even though you couldn't fight,\you defended the villagers using it.\I didn't really do it for the villagers. response:	Still, you saved many, many lives.
context: Because of this damn thing, I...\Damn it!\This shield has saved my life many times over.\And during the Wave...\Even though you couldn't fight,\you defended the villagers using it.\I didn't really do it for the villagers.\Still, you saved many, many lives. response:	I'm not that nice a guy.
context: Damn it!\This shield has saved my life many times over.\And during the Wave...\Even though you couldn't fight,\you defended the villagers using it.\I didn't really do it for the villagers.\Still, you saved many, many lives.\I'm not that nice a guy. response:	I saw you as nothing but a tool at first, too.
context: This shield has saved my life many times over.\And during the Wave...\Even though you couldn't fight,\you defended the villagers using it.\I didn't really do it for the villagers.\Still, you saved many, many lives.\I'm not that nice a guy.\I saw you as nothing but a tool at first, too. response:	But you saved me.
context: And during the Wave...\Even though you couldn't fight,\you defended the villagers using it.\I didn't really do it for the villagers.\Still, you saved many, many lives.\I'm not that nice a guy.\I saw you as nothing but a tool at first, too.\But you saved me. response:	No!
context: Even though you couldn't fight,\you defended the villagers using it.\I didn't really do it for the villagers.\Still, you saved many, many lives.\I'm not that nice a guy.\I saw you as nothing but a tool at first, too.\But you saved me.\No! response:	I was only thinking of myself...
context: you defended the villagers using it.\I didn't really do it for the villagers.\Still, you saved many, many lives.\I'm not that nice a guy.\I saw you as nothing but a tool at first, too.\But you saved me.\No!\I was only thinking of myself... response:	I know you better than anyone else in this world.
context: I didn't really do it for the villagers.\Still, you saved many, many lives.\I'm not that nice a guy.\I saw you as nothing but a tool at first, too.\But you saved me.\No!\I was only thinking of myself...\I know you better than anyone else in this world. response:	I know how kind you are.
context: Still, you saved many, many lives.\I'm not that nice a guy.\I saw you as nothing but a tool at first, too.\But you saved me.\No!\I was only thinking of myself...\I know you better than anyone else in this world.\I know how kind you are. response:	So even if the whole world speaks ill of you,
context: I'm not that nice a guy.\I saw you as nothing but a tool at first, too.\But you saved me.\No!\I was only thinking of myself...\I know you better than anyone else in this world.\I know how kind you are.\So even if the whole world speaks ill of you, response:	I'll tell them they're wrong.
context: I saw you as nothing but a tool at first, too.\But you saved me.\No!\I was only thinking of myself...\I know you better than anyone else in this world.\I know how kind you are.\So even if the whole world speaks ill of you,\I'll tell them they're wrong. response:	I'll tell them again and again that you're a wonderful person.
context: But you saved me.\No!\I was only thinking of myself...\I know you better than anyone else in this world.\I know how kind you are.\So even if the whole world speaks ill of you,\I'll tell them they're wrong.\I'll tell them again and again that you're a wonderful person. response:	You're the one who saved my life, gave me a sword,
context: No!\I was only thinking of myself...\I know you better than anyone else in this world.\I know how kind you are.\So even if the whole world speaks ill of you,\I'll tell them they're wrong.\I'll tell them again and again that you're a wonderful person.\You're the one who saved my life, gave me a sword, response:	and showed me my purpose in life.
context: I was only thinking of myself...\I know you better than anyone else in this world.\I know how kind you are.\So even if the whole world speaks ill of you,\I'll tell them they're wrong.\I'll tell them again and again that you're a wonderful person.\You're the one who saved my life, gave me a sword,\and showed me my purpose in life. response:	I am your sword.
context: I know you better than anyone else in this world.\I know how kind you are.\So even if the whole world speaks ill of you,\I'll tell them they're wrong.\I'll tell them again and again that you're a wonderful person.\You're the one who saved my life, gave me a sword,\and showed me my purpose in life.\I am your sword. response:	I will follow you through fire and brimstone.
context: I know how kind you are.\So even if the whole world speaks ill of you,\I'll tell them they're wrong.\I'll tell them again and again that you're a wonderful person.\You're the one who saved my life, gave me a sword,\and showed me my purpose in life.\I am your sword.\I will follow you through fire and brimstone. response:	Those were the words I always wished someone would say to me.
context: So even if the whole world speaks ill of you,\I'll tell them they're wrong.\I'll tell them again and again that you're a wonderful person.\You're the one who saved my life, gave me a sword,\and showed me my purpose in life.\I am your sword.\I will follow you through fire and brimstone.\Those were the words I always wished someone would say to me. response:	No, I just didn't hear her before...
context: I'll tell them they're wrong.\I'll tell them again and again that you're a wonderful person.\You're the one who saved my life, gave me a sword,\and showed me my purpose in life.\I am your sword.\I will follow you through fire and brimstone.\Those were the words I always wished someone would say to me.\No, I just didn't hear her before... response:	I am your sword!
context: I'll tell them again and again that you're a wonderful person.\You're the one who saved my life, gave me a sword,\and showed me my purpose in life.\I am your sword.\I will follow you through fire and brimstone.\Those were the words I always wished someone would say to me.\No, I just didn't hear her before...\I am your sword! response:	Wherever you go, I will go with you.
context: You're the one who saved my life, gave me a sword,\and showed me my purpose in life.\I am your sword.\I will follow you through fire and brimstone.\Those were the words I always wished someone would say to me.\No, I just didn't hear her before...\I am your sword!\Wherever you go, I will go with you. response:	Even if you can't trust anyone anymore, I trust you.
context: and showed me my purpose in life.\I am your sword.\I will follow you through fire and brimstone.\Those were the words I always wished someone would say to me.\No, I just didn't hear her before...\I am your sword!\Wherever you go, I will go with you.\Even if you can't trust anyone anymore, I trust you. response:	I trust you, the man who saved me.
context: I am your sword.\I will follow you through fire and brimstone.\Those were the words I always wished someone would say to me.\No, I just didn't hear her before...\I am your sword!\Wherever you go, I will go with you.\Even if you can't trust anyone anymore, I trust you.\I trust you, the man who saved me. response:	No, I trust...
context: I will follow you through fire and brimstone.\Those were the words I always wished someone would say to me.\No, I just didn't hear her before...\I am your sword!\Wherever you go, I will go with you.\Even if you can't trust anyone anymore, I trust you.\I trust you, the man who saved me.\No, I trust... response:	Wh-Who are you?
context: Those were the words I always wished someone would say to me.\No, I just didn't hear her before...\I am your sword!\Wherever you go, I will go with you.\Even if you can't trust anyone anymore, I trust you.\I trust you, the man who saved me.\No, I trust...\Wh-Who are you? response:	What are you saying?
context: No, I just didn't hear her before...\I am your sword!\Wherever you go, I will go with you.\Even if you can't trust anyone anymore, I trust you.\I trust you, the man who saved me.\No, I trust...\Wh-Who are you?\What are you saying? response:	It's me, Raphtalia.
context: I am your sword!\Wherever you go, I will go with you.\Even if you can't trust anyone anymore, I trust you.\I trust you, the man who saved me.\No, I trust...\Wh-Who are you?\What are you saying?\It's me, Raphtalia. response:	But... Raphtalia's still a kid.
context: Wherever you go, I will go with you.\Even if you can't trust anyone anymore, I trust you.\I trust you, the man who saved me.\No, I trust...\Wh-Who are you?\What are you saying?\It's me, Raphtalia.\But... Raphtalia's still a kid. response:	Sheesh...
context: Even if you can't trust anyone anymore, I trust you.\I trust you, the man who saved me.\No, I trust...\Wh-Who are you?\What are you saying?\It's me, Raphtalia.\But... Raphtalia's still a kid.\Sheesh... response:	When will you stop treating me like a child?
context: I trust you, the man who saved me.\No, I trust...\Wh-Who are you?\What are you saying?\It's me, Raphtalia.\But... Raphtalia's still a kid.\Sheesh...\When will you stop treating me like a child? response:	I mean, sure, I'm still an unreliable kid who cries at the drop of a hat.
context: No, I trust...\Wh-Who are you?\What are you saying?\It's me, Raphtalia.\But... Raphtalia's still a kid.\Sheesh...\When will you stop treating me like a child?\I mean, sure, I'm still an unreliable kid who cries at the drop of a hat. response:	I may even be a burden.
context: Wh-Who are you?\What are you saying?\It's me, Raphtalia.\But... Raphtalia's still a kid.\Sheesh...\When will you stop treating me like a child?\I mean, sure, I'm still an unreliable kid who cries at the drop of a hat.\I may even be a burden. response:	But please let me stand by your side.
context: What are you saying?\It's me, Raphtalia.\But... Raphtalia's still a kid.\Sheesh...\When will you stop treating me like a child?\I mean, sure, I'm still an unreliable kid who cries at the drop of a hat.\I may even be a burden.\But please let me stand by your side. response:	I need you, Naofumi-sama.
context: It's me, Raphtalia.\But... Raphtalia's still a kid.\Sheesh...\When will you stop treating me like a child?\I mean, sure, I'm still an unreliable kid who cries at the drop of a hat.\I may even be a burden.\But please let me stand by your side.\I need you, Naofumi-sama. response:	I didn't do anything wrong!
context: But... Raphtalia's still a kid.\Sheesh...\When will you stop treating me like a child?\I mean, sure, I'm still an unreliable kid who cries at the drop of a hat.\I may even be a burden.\But please let me stand by your side.\I need you, Naofumi-sama.\I didn't do anything wrong! response:	What's wrong is a hero having a slave!
context: Sheesh...\When will you stop treating me like a child?\I mean, sure, I'm still an unreliable kid who cries at the drop of a hat.\I may even be a burden.\But please let me stand by your side.\I need you, Naofumi-sama.\I didn't do anything wrong!\What's wrong is a hero having a slave! response:	Raphtalia-chan might still be doing all this because she's brainwashed.
context: When will you stop treating me like a child?\I mean, sure, I'm still an unreliable kid who cries at the drop of a hat.\I may even be a burden.\But please let me stand by your side.\I need you, Naofumi-sama.\I didn't do anything wrong!\What's wrong is a hero having a slave!\Raphtalia-chan might still be doing all this because she's brainwashed. response:	I don't know about that.
context: I mean, sure, I'm still an unreliable kid who cries at the drop of a hat.\I may even be a burden.\But please let me stand by your side.\I need you, Naofumi-sama.\I didn't do anything wrong!\What's wrong is a hero having a slave!\Raphtalia-chan might still be doing all this because she's brainwashed.\I don't know about that. response:	It's amazing that you can say that after seeing them like this.
context: I may even be a burden.\But please let me stand by your side.\I need you, Naofumi-sama.\I didn't do anything wrong!\What's wrong is a hero having a slave!\Raphtalia-chan might still be doing all this because she's brainwashed.\I don't know about that.\It's amazing that you can say that after seeing them like this. response:	It must've been so painful.
context: But please let me stand by your side.\I need you, Naofumi-sama.\I didn't do anything wrong!\What's wrong is a hero having a slave!\Raphtalia-chan might still be doing all this because she's brainwashed.\I don't know about that.\It's amazing that you can say that after seeing them like this.\It must've been so painful. response:	But from now, let me share in your pain.
context: I need you, Naofumi-sama.\I didn't do anything wrong!\What's wrong is a hero having a slave!\Raphtalia-chan might still be doing all this because she's brainwashed.\I don't know about that.\It's amazing that you can say that after seeing them like this.\It must've been so painful.\But from now, let me share in your pain. response:	Good morning, Naofumi-sama.
context: I didn't do anything wrong!\What's wrong is a hero having a slave!\Raphtalia-chan might still be doing all this because she's brainwashed.\I don't know about that.\It's amazing that you can say that after seeing them like this.\It must've been so painful.\But from now, let me share in your pain.\Good morning, Naofumi-sama. response:	Did you make this?
context: What's wrong is a hero having a slave!\Raphtalia-chan might still be doing all this because she's brainwashed.\I don't know about that.\It's amazing that you can say that after seeing them like this.\It must've been so painful.\But from now, let me share in your pain.\Good morning, Naofumi-sama.\Did you make this? response:	Yeah!
context: Raphtalia-chan might still be doing all this because she's brainwashed.\I don't know about that.\It's amazing that you can say that after seeing them like this.\It must've been so painful.\But from now, let me share in your pain.\Good morning, Naofumi-sama.\Did you make this?\Yeah! response:	It's only leftovers from the castle kitchen and some bread, though.
context: I don't know about that.\It's amazing that you can say that after seeing them like this.\It must've been so painful.\But from now, let me share in your pain.\Good morning, Naofumi-sama.\Did you make this?\Yeah!\It's only leftovers from the castle kitchen and some bread, though. response:	You are Raphtalia, right?
context: It's amazing that you can say that after seeing them like this.\It must've been so painful.\But from now, let me share in your pain.\Good morning, Naofumi-sama.\Did you make this?\Yeah!\It's only leftovers from the castle kitchen and some bread, though.\You are Raphtalia, right? response:	I'm not used to it yet.
context: It must've been so painful.\But from now, let me share in your pain.\Good morning, Naofumi-sama.\Did you make this?\Yeah!\It's only leftovers from the castle kitchen and some bread, though.\You are Raphtalia, right?\I'm not used to it yet. response:	When demi-humans level up as children,
context: But from now, let me share in your pain.\Good morning, Naofumi-sama.\Did you make this?\Yeah!\It's only leftovers from the castle kitchen and some bread, though.\You are Raphtalia, right?\I'm not used to it yet.\When demi-humans level up as children, response:	their bodies follow suit and grow rapidly, too.
context: Good morning, Naofumi-sama.\Did you make this?\Yeah!\It's only leftovers from the castle kitchen and some bread, though.\You are Raphtalia, right?\I'm not used to it yet.\When demi-humans level up as children,\their bodies follow suit and grow rapidly, too. response:	That's why demi-humans are seen as inhuman beasts and discriminated against.
context: Did you make this?\Yeah!\It's only leftovers from the castle kitchen and some bread, though.\You are Raphtalia, right?\I'm not used to it yet.\When demi-humans level up as children,\their bodies follow suit and grow rapidly, too.\That's why demi-humans are seen as inhuman beasts and discriminated against. response:	I see.
context: Yeah!\It's only leftovers from the castle kitchen and some bread, though.\You are Raphtalia, right?\I'm not used to it yet.\When demi-humans level up as children,\their bodies follow suit and grow rapidly, too.\That's why demi-humans are seen as inhuman beasts and discriminated against.\I see. response:	For leftovers, it's quite good!
context: It's only leftovers from the castle kitchen and some bread, though.\You are Raphtalia, right?\I'm not used to it yet.\When demi-humans level up as children,\their bodies follow suit and grow rapidly, too.\That's why demi-humans are seen as inhuman beasts and discriminated against.\I see.\For leftovers, it's quite good! response:	Naofumi-sama?
context: You are Raphtalia, right?\I'm not used to it yet.\When demi-humans level up as children,\their bodies follow suit and grow rapidly, too.\That's why demi-humans are seen as inhuman beasts and discriminated against.\I see.\For leftovers, it's quite good!\Naofumi-sama? response:	I can taste it. It's good!
context: I'm not used to it yet.\When demi-humans level up as children,\their bodies follow suit and grow rapidly, too.\That's why demi-humans are seen as inhuman beasts and discriminated against.\I see.\For leftovers, it's quite good!\Naofumi-sama?\I can taste it. It's good! response:	Let's eat lots of delicious food from now on.
context: When demi-humans level up as children,\their bodies follow suit and grow rapidly, too.\That's why demi-humans are seen as inhuman beasts and discriminated against.\I see.\For leftovers, it's quite good!\Naofumi-sama?\I can taste it. It's good!\Let's eat lots of delicious food from now on. response:	Naofumi-sama...
context: their bodies follow suit and grow rapidly, too.\That's why demi-humans are seen as inhuman beasts and discriminated against.\I see.\For leftovers, it's quite good!\Naofumi-sama?\I can taste it. It's good!\Let's eat lots of delicious food from now on.\Naofumi-sama... response:	Yeah?
context: That's why demi-humans are seen as inhuman beasts and discriminated against.\I see.\For leftovers, it's quite good!\Naofumi-sama?\I can taste it. It's good!\Let's eat lots of delicious food from now on.\Naofumi-sama...\Yeah? response:	Let's do our best.
context: I see.\For leftovers, it's quite good!\Naofumi-sama?\I can taste it. It's good!\Let's eat lots of delicious food from now on.\Naofumi-sama...\Yeah?\Let's do our best. response:	Filo
