context: Wow, it's beautiful! response:	So this is Gallia's capital, Lutis.
context: So that's why...\Joseph's familiar was the Mind of God, Mioznitnirn.\Then, there's the Left Hand of God, Gandalfr.\The Right Hand of God, Windalfr.\And the Heart of God, LIfPrasir.\Four familiars to fight alongside the four Void Mages.\It is said that the four and four exist to join\their powers in order to save Halkeginia from danger. response:	As we have not found Joseph's successor,
context: Joseph's familiar was the Mind of God, Mioznitnirn.\Then, there's the Left Hand of God, Gandalfr.\The Right Hand of God, Windalfr.\And the Heart of God, LIfPrasir.\Four familiars to fight alongside the four Void Mages.\It is said that the four and four exist to join\their powers in order to save Halkeginia from danger.\As we have not found Joseph's successor, response:	the four and four are currently incomplete.
context: Then, there's the Left Hand of God, Gandalfr.\The Right Hand of God, Windalfr.\And the Heart of God, LIfPrasir.\Four familiars to fight alongside the four Void Mages.\It is said that the four and four exist to join\their powers in order to save Halkeginia from danger.\As we have not found Joseph's successor,\the four and four are currently incomplete. response:	Even if Halkeginia were to face a crisis,
context: The Right Hand of God, Windalfr.\And the Heart of God, LIfPrasir.\Four familiars to fight alongside the four Void Mages.\It is said that the four and four exist to join\their powers in order to save Halkeginia from danger.\As we have not found Joseph's successor,\the four and four are currently incomplete.\Even if Halkeginia were to face a crisis, response:	as long as we have LIfPrasir,
context: And the Heart of God, LIfPrasir.\Four familiars to fight alongside the four Void Mages.\It is said that the four and four exist to join\their powers in order to save Halkeginia from danger.\As we have not found Joseph's successor,\the four and four are currently incomplete.\Even if Halkeginia were to face a crisis,\as long as we have LIfPrasir, response:	we can amplify our powers many times.
context: Four familiars to fight alongside the four Void Mages.\It is said that the four and four exist to join\their powers in order to save Halkeginia from danger.\As we have not found Joseph's successor,\the four and four are currently incomplete.\Even if Halkeginia were to face a crisis,\as long as we have LIfPrasir,\we can amplify our powers many times. response:	LIfPrasir is wonderful news for us.
context: It is said that the four and four exist to join\their powers in order to save Halkeginia from danger.\As we have not found Joseph's successor,\the four and four are currently incomplete.\Even if Halkeginia were to face a crisis,\as long as we have LIfPrasir,\we can amplify our powers many times.\LIfPrasir is wonderful news for us. response:	I have that kind of power?
context: their powers in order to save Halkeginia from danger.\As we have not found Joseph's successor,\the four and four are currently incomplete.\Even if Halkeginia were to face a crisis,\as long as we have LIfPrasir,\we can amplify our powers many times.\LIfPrasir is wonderful news for us.\I have that kind of power? response:	So I guess it's basically a booster.
context: As we have not found Joseph's successor,\the four and four are currently incomplete.\Even if Halkeginia were to face a crisis,\as long as we have LIfPrasir,\we can amplify our powers many times.\LIfPrasir is wonderful news for us.\I have that kind of power?\So I guess it's basically a booster. response:	So using this power,
context: the four and four are currently incomplete.\Even if Halkeginia were to face a crisis,\as long as we have LIfPrasir,\we can amplify our powers many times.\LIfPrasir is wonderful news for us.\I have that kind of power?\So I guess it's basically a booster.\So using this power, response:	your Explosion would get much stronger, right?
context: Even if Halkeginia were to face a crisis,\as long as we have LIfPrasir,\we can amplify our powers many times.\LIfPrasir is wonderful news for us.\I have that kind of power?\So I guess it's basically a booster.\So using this power,\your Explosion would get much stronger, right? response:	I suppose...
context: as long as we have LIfPrasir,\we can amplify our powers many times.\LIfPrasir is wonderful news for us.\I have that kind of power?\So I guess it's basically a booster.\So using this power,\your Explosion would get much stronger, right?\I suppose... response:	This is all thanks to Tiffa...
context: we can amplify our powers many times.\LIfPrasir is wonderful news for us.\I have that kind of power?\So I guess it's basically a booster.\So using this power,\your Explosion would get much stronger, right?\I suppose...\This is all thanks to Tiffa... response:	Maybe this means that me binding
context: LIfPrasir is wonderful news for us.\I have that kind of power?\So I guess it's basically a booster.\So using this power,\your Explosion would get much stronger, right?\I suppose...\This is all thanks to Tiffa...\Maybe this means that me binding response:	the contract with Saito had its use...
context: I have that kind of power?\So I guess it's basically a booster.\So using this power,\your Explosion would get much stronger, right?\I suppose...\This is all thanks to Tiffa...\Maybe this means that me binding\the contract with Saito had its use... response:	Then, perhaps there was a point to my feelings, too...
context: So I guess it's basically a booster.\So using this power,\your Explosion would get much stronger, right?\I suppose...\This is all thanks to Tiffa...\Maybe this means that me binding\the contract with Saito had its use...\Then, perhaps there was a point to my feelings, too... response:	Ah, there you are. We were looking for you.
context: So using this power,\your Explosion would get much stronger, right?\I suppose...\This is all thanks to Tiffa...\Maybe this means that me binding\the contract with Saito had its use...\Then, perhaps there was a point to my feelings, too...\Ah, there you are. We were looking for you. response:	We were thinking of going to Tabitha's room.
context: your Explosion would get much stronger, right?\I suppose...\This is all thanks to Tiffa...\Maybe this means that me binding\the contract with Saito had its use...\Then, perhaps there was a point to my feelings, too...\Ah, there you are. We were looking for you.\We were thinking of going to Tabitha's room. response:	Tonight's the last night, we wanted to spend it with her.
context: I suppose...\This is all thanks to Tiffa...\Maybe this means that me binding\the contract with Saito had its use...\Then, perhaps there was a point to my feelings, too...\Ah, there you are. We were looking for you.\We were thinking of going to Tabitha's room.\Tonight's the last night, we wanted to spend it with her. response:	That sounds good. I'm in. Tiffa, you'll come too, right?
context: This is all thanks to Tiffa...\Maybe this means that me binding\the contract with Saito had its use...\Then, perhaps there was a point to my feelings, too...\Ah, there you are. We were looking for you.\We were thinking of going to Tabitha's room.\Tonight's the last night, we wanted to spend it with her.\That sounds good. I'm in. Tiffa, you'll come too, right? response:	Y-Yes.
context: Maybe this means that me binding\the contract with Saito had its use...\Then, perhaps there was a point to my feelings, too...\Ah, there you are. We were looking for you.\We were thinking of going to Tabitha's room.\Tonight's the last night, we wanted to spend it with her.\That sounds good. I'm in. Tiffa, you'll come too, right?\Y-Yes. response:	I'll come, too.
context: the contract with Saito had its use...\Then, perhaps there was a point to my feelings, too...\Ah, there you are. We were looking for you.\We were thinking of going to Tabitha's room.\Tonight's the last night, we wanted to spend it with her.\That sounds good. I'm in. Tiffa, you'll come too, right?\Y-Yes.\I'll come, too. response:	Nope. No boys allowed.
context: Then, perhaps there was a point to my feelings, too...\Ah, there you are. We were looking for you.\We were thinking of going to Tabitha's room.\Tonight's the last night, we wanted to spend it with her.\That sounds good. I'm in. Tiffa, you'll come too, right?\Y-Yes.\I'll come, too.\Nope. No boys allowed. response:	All right, let's go.
context: Ah, there you are. We were looking for you.\We were thinking of going to Tabitha's room.\Tonight's the last night, we wanted to spend it with her.\That sounds good. I'm in. Tiffa, you'll come too, right?\Y-Yes.\I'll come, too.\Nope. No boys allowed.\All right, let's go. response:	Don't get too carried away!
context: We were thinking of going to Tabitha's room.\Tonight's the last night, we wanted to spend it with her.\That sounds good. I'm in. Tiffa, you'll come too, right?\Y-Yes.\I'll come, too.\Nope. No boys allowed.\All right, let's go.\Don't get too carried away! response:	We know!
context: Tonight's the last night, we wanted to spend it with her.\That sounds good. I'm in. Tiffa, you'll come too, right?\Y-Yes.\I'll come, too.\Nope. No boys allowed.\All right, let's go.\Don't get too carried away!\We know! response:	I bet Tabitha will be surprised when all of us suddenly show up.
context: That sounds good. I'm in. Tiffa, you'll come too, right?\Y-Yes.\I'll come, too.\Nope. No boys allowed.\All right, let's go.\Don't get too carried away!\We know!\I bet Tabitha will be surprised when all of us suddenly show up. response:	Th-That's...
context: Y-Yes.\I'll come, too.\Nope. No boys allowed.\All right, let's go.\Don't get too carried away!\We know!\I bet Tabitha will be surprised when all of us suddenly show up.\Th-That's... response:	She's got blond hair like you,
context: I'll come, too.\Nope. No boys allowed.\All right, let's go.\Don't get too carried away!\We know!\I bet Tabitha will be surprised when all of us suddenly show up.\Th-That's...\She's got blond hair like you, response:	and breasts like you...
context: Nope. No boys allowed.\All right, let's go.\Don't get too carried away!\We know!\I bet Tabitha will be surprised when all of us suddenly show up.\Th-That's...\She's got blond hair like you,\and breasts like you... response:	Guiche, I can't believe you!
context: All right, let's go.\Don't get too carried away!\We know!\I bet Tabitha will be surprised when all of us suddenly show up.\Th-That's...\She's got blond hair like you,\and breasts like you...\Guiche, I can't believe you! response:	Ow, ow, ow, M-Montmorency!
context: Don't get too carried away!\We know!\I bet Tabitha will be surprised when all of us suddenly show up.\Th-That's...\She's got blond hair like you,\and breasts like you...\Guiche, I can't believe you!\Ow, ow, ow, M-Montmorency! response:	I let you out of my sight for one second and this happens!
context: We know!\I bet Tabitha will be surprised when all of us suddenly show up.\Th-That's...\She's got blond hair like you,\and breasts like you...\Guiche, I can't believe you!\Ow, ow, ow, M-Montmorency!\I let you out of my sight for one second and this happens! response:	It's not what you think, Montmorency!
context: I bet Tabitha will be surprised when all of us suddenly show up.\Th-That's...\She's got blond hair like you,\and breasts like you...\Guiche, I can't believe you!\Ow, ow, ow, M-Montmorency!\I let you out of my sight for one second and this happens!\It's not what you think, Montmorency! response:	I'm actually looking for someone. Right now
context: Th-That's...\She's got blond hair like you,\and breasts like you...\Guiche, I can't believe you!\Ow, ow, ow, M-Montmorency!\I let you out of my sight for one second and this happens!\It's not what you think, Montmorency!\I'm actually looking for someone. Right now response:	I don't want to hear your excuses!
context: She's got blond hair like you,\and breasts like you...\Guiche, I can't believe you!\Ow, ow, ow, M-Montmorency!\I let you out of my sight for one second and this happens!\It's not what you think, Montmorency!\I'm actually looking for someone. Right now\I don't want to hear your excuses! response:	You really never learn!
context: and breasts like you...\Guiche, I can't believe you!\Ow, ow, ow, M-Montmorency!\I let you out of my sight for one second and this happens!\It's not what you think, Montmorency!\I'm actually looking for someone. Right now\I don't want to hear your excuses!\You really never learn! response:	Wait, Montmorency!
context: Guiche, I can't believe you!\Ow, ow, ow, M-Montmorency!\I let you out of my sight for one second and this happens!\It's not what you think, Montmorency!\I'm actually looking for someone. Right now\I don't want to hear your excuses!\You really never learn!\Wait, Montmorency! response:	You deserve that.
context: Ow, ow, ow, M-Montmorency!\I let you out of my sight for one second and this happens!\It's not what you think, Montmorency!\I'm actually looking for someone. Right now\I don't want to hear your excuses!\You really never learn!\Wait, Montmorency!\You deserve that. response:	Why won't you listen to me?
context: I let you out of my sight for one second and this happens!\It's not what you think, Montmorency!\I'm actually looking for someone. Right now\I don't want to hear your excuses!\You really never learn!\Wait, Montmorency!\You deserve that.\Why won't you listen to me? response:	We're the same...
context: It's not what you think, Montmorency!\I'm actually looking for someone. Right now\I don't want to hear your excuses!\You really never learn!\Wait, Montmorency!\You deserve that.\Why won't you listen to me?\We're the same... response:	I realized that elves and
context: I'm actually looking for someone. Right now\I don't want to hear your excuses!\You really never learn!\Wait, Montmorency!\You deserve that.\Why won't you listen to me?\We're the same...\I realized that elves and response:	barbarians are the same when it comes to women.
context: I don't want to hear your excuses!\You really never learn!\Wait, Montmorency!\You deserve that.\Why won't you listen to me?\We're the same...\I realized that elves and\barbarians are the same when it comes to women. response:	You have it quite rough, too.
context: You really never learn!\Wait, Montmorency!\You deserve that.\Why won't you listen to me?\We're the same...\I realized that elves and\barbarians are the same when it comes to women.\You have it quite rough, too. response:	What the hell is he thinking?
context: Wait, Montmorency!\You deserve that.\Why won't you listen to me?\We're the same...\I realized that elves and\barbarians are the same when it comes to women.\You have it quite rough, too.\What the hell is he thinking? response:	When he has someone like me?! Jeez!
context: You deserve that.\Why won't you listen to me?\We're the same...\I realized that elves and\barbarians are the same when it comes to women.\You have it quite rough, too.\What the hell is he thinking?\When he has someone like me?! Jeez! response:	You guys are just like us.
context: Why won't you listen to me?\We're the same...\I realized that elves and\barbarians are the same when it comes to women.\You have it quite rough, too.\What the hell is he thinking?\When he has someone like me?! Jeez!\You guys are just like us. response:	Lukshana?!
context: We're the same...\I realized that elves and\barbarians are the same when it comes to women.\You have it quite rough, too.\What the hell is he thinking?\When he has someone like me?! Jeez!\You guys are just like us.\Lukshana?! response:	You weren't in the guest house?
context: I realized that elves and\barbarians are the same when it comes to women.\You have it quite rough, too.\What the hell is he thinking?\When he has someone like me?! Jeez!\You guys are just like us.\Lukshana?!\You weren't in the guest house? response:	I simply had to see the palace.
context: barbarians are the same when it comes to women.\You have it quite rough, too.\What the hell is he thinking?\When he has someone like me?! Jeez!\You guys are just like us.\Lukshana?!\You weren't in the guest house?\I simply had to see the palace. response:	I didn't think it'd lead to such a ruckus.
context: You have it quite rough, too.\What the hell is he thinking?\When he has someone like me?! Jeez!\You guys are just like us.\Lukshana?!\You weren't in the guest house?\I simply had to see the palace.\I didn't think it'd lead to such a ruckus. response:	So, what Guiche said back there... Wait,
context: What the hell is he thinking?\When he has someone like me?! Jeez!\You guys are just like us.\Lukshana?!\You weren't in the guest house?\I simply had to see the palace.\I didn't think it'd lead to such a ruckus.\So, what Guiche said back there... Wait, response:	was he looking for you?!
context: When he has someone like me?! Jeez!\You guys are just like us.\Lukshana?!\You weren't in the guest house?\I simply had to see the palace.\I didn't think it'd lead to such a ruckus.\So, what Guiche said back there... Wait,\was he looking for you?! response:	Looks like it.
context: You guys are just like us.\Lukshana?!\You weren't in the guest house?\I simply had to see the palace.\I didn't think it'd lead to such a ruckus.\So, what Guiche said back there... Wait,\was he looking for you?!\Looks like it. response:	Oh no, I thought...
context: Lukshana?!\You weren't in the guest house?\I simply had to see the palace.\I didn't think it'd lead to such a ruckus.\So, what Guiche said back there... Wait,\was he looking for you?!\Looks like it.\Oh no, I thought... response:	It's his fault for not being clear.
context: You weren't in the guest house?\I simply had to see the palace.\I didn't think it'd lead to such a ruckus.\So, what Guiche said back there... Wait,\was he looking for you?!\Looks like it.\Oh no, I thought...\It's his fault for not being clear. response:	That's often why Ari and I fight as well.
context: I simply had to see the palace.\I didn't think it'd lead to such a ruckus.\So, what Guiche said back there... Wait,\was he looking for you?!\Looks like it.\Oh no, I thought...\It's his fault for not being clear.\That's often why Ari and I fight as well. response:	It looks like we'll get along quite well.
context: I didn't think it'd lead to such a ruckus.\So, what Guiche said back there... Wait,\was he looking for you?!\Looks like it.\Oh no, I thought...\It's his fault for not being clear.\That's often why Ari and I fight as well.\It looks like we'll get along quite well. response:	What's all this noise?
context: So, what Guiche said back there... Wait,\was he looking for you?!\Looks like it.\Oh no, I thought...\It's his fault for not being clear.\That's often why Ari and I fight as well.\It looks like we'll get along quite well.\What's all this noise? response:	Did something happen?
context: was he looking for you?!\Looks like it.\Oh no, I thought...\It's his fault for not being clear.\That's often why Ari and I fight as well.\It looks like we'll get along quite well.\What's all this noise?\Did something happen? response:	I'm not going to look for Lukshana any more!
context: Looks like it.\Oh no, I thought...\It's his fault for not being clear.\That's often why Ari and I fight as well.\It looks like we'll get along quite well.\What's all this noise?\Did something happen?\I'm not going to look for Lukshana any more! response:	She always does what she wants,
context: Oh no, I thought...\It's his fault for not being clear.\That's often why Ari and I fight as well.\It looks like we'll get along quite well.\What's all this noise?\Did something happen?\I'm not going to look for Lukshana any more!\She always does what she wants, response:	but if I dare to voice my opinion,
context: It's his fault for not being clear.\That's often why Ari and I fight as well.\It looks like we'll get along quite well.\What's all this noise?\Did something happen?\I'm not going to look for Lukshana any more!\She always does what she wants,\but if I dare to voice my opinion, response:	she immediately threatens to not marry me!
context: That's often why Ari and I fight as well.\It looks like we'll get along quite well.\What's all this noise?\Did something happen?\I'm not going to look for Lukshana any more!\She always does what she wants,\but if I dare to voice my opinion,\she immediately threatens to not marry me! response:	Of course she knows that I can't say anything then!
context: It looks like we'll get along quite well.\What's all this noise?\Did something happen?\I'm not going to look for Lukshana any more!\She always does what she wants,\but if I dare to voice my opinion,\she immediately threatens to not marry me!\Of course she knows that I can't say anything then! response:	Exactly!
context: What's all this noise?\Did something happen?\I'm not going to look for Lukshana any more!\She always does what she wants,\but if I dare to voice my opinion,\she immediately threatens to not marry me!\Of course she knows that I can't say anything then!\Exactly! response:	If I even talk to another girl,
context: Did something happen?\I'm not going to look for Lukshana any more!\She always does what she wants,\but if I dare to voice my opinion,\she immediately threatens to not marry me!\Of course she knows that I can't say anything then!\Exactly!\If I even talk to another girl, response:	she screams that I'm cheating on her!
context: I'm not going to look for Lukshana any more!\She always does what she wants,\but if I dare to voice my opinion,\she immediately threatens to not marry me!\Of course she knows that I can't say anything then!\Exactly!\If I even talk to another girl,\she screams that I'm cheating on her! response:	Women are so annoying!
context: She always does what she wants,\but if I dare to voice my opinion,\she immediately threatens to not marry me!\Of course she knows that I can't say anything then!\Exactly!\If I even talk to another girl,\she screams that I'm cheating on her!\Women are so annoying! response:	It looks like those two are best buddies all of a sudden.
context: but if I dare to voice my opinion,\she immediately threatens to not marry me!\Of course she knows that I can't say anything then!\Exactly!\If I even talk to another girl,\she screams that I'm cheating on her!\Women are so annoying!\It looks like those two are best buddies all of a sudden. response:	Well, I'm just glad they get along now.
context: she immediately threatens to not marry me!\Of course she knows that I can't say anything then!\Exactly!\If I even talk to another girl,\she screams that I'm cheating on her!\Women are so annoying!\It looks like those two are best buddies all of a sudden.\Well, I'm just glad they get along now. response:	But I wonder where Lukshana is.
context: Of course she knows that I can't say anything then!\Exactly!\If I even talk to another girl,\she screams that I'm cheating on her!\Women are so annoying!\It looks like those two are best buddies all of a sudden.\Well, I'm just glad they get along now.\But I wonder where Lukshana is. response:	Saito! Malicorne!
context: Exactly!\If I even talk to another girl,\she screams that I'm cheating on her!\Women are so annoying!\It looks like those two are best buddies all of a sudden.\Well, I'm just glad they get along now.\But I wonder where Lukshana is.\Saito! Malicorne! response:	Huh? Lukshana?
context: If I even talk to another girl,\she screams that I'm cheating on her!\Women are so annoying!\It looks like those two are best buddies all of a sudden.\Well, I'm just glad they get along now.\But I wonder where Lukshana is.\Saito! Malicorne!\Huh? Lukshana? response:	Please tell Ari that Lukshana will stay over here tonight.
context: she screams that I'm cheating on her!\Women are so annoying!\It looks like those two are best buddies all of a sudden.\Well, I'm just glad they get along now.\But I wonder where Lukshana is.\Saito! Malicorne!\Huh? Lukshana?\Please tell Ari that Lukshana will stay over here tonight. response:	Thanks!
context: Women are so annoying!\It looks like those two are best buddies all of a sudden.\Well, I'm just glad they get along now.\But I wonder where Lukshana is.\Saito! Malicorne!\Huh? Lukshana?\Please tell Ari that Lukshana will stay over here tonight.\Thanks! response:	Lukshana and Montmorency, too?
context: It looks like those two are best buddies all of a sudden.\Well, I'm just glad they get along now.\But I wonder where Lukshana is.\Saito! Malicorne!\Huh? Lukshana?\Please tell Ari that Lukshana will stay over here tonight.\Thanks!\Lukshana and Montmorency, too? response:	When did that happen?
context: Well, I'm just glad they get along now.\But I wonder where Lukshana is.\Saito! Malicorne!\Huh? Lukshana?\Please tell Ari that Lukshana will stay over here tonight.\Thanks!\Lukshana and Montmorency, too?\When did that happen? response:	I told you. They'll understand if they just talk.
context: But I wonder where Lukshana is.\Saito! Malicorne!\Huh? Lukshana?\Please tell Ari that Lukshana will stay over here tonight.\Thanks!\Lukshana and Montmorency, too?\When did that happen?\I told you. They'll understand if they just talk. response:	I, Charlotte Helene Orleans,
context: Saito! Malicorne!\Huh? Lukshana?\Please tell Ari that Lukshana will stay over here tonight.\Thanks!\Lukshana and Montmorency, too?\When did that happen?\I told you. They'll understand if they just talk.\I, Charlotte Helene Orleans, response:	hereby proclaim that I will be Queen of Gallia.
context: Huh? Lukshana?\Please tell Ari that Lukshana will stay over here tonight.\Thanks!\Lukshana and Montmorency, too?\When did that happen?\I told you. They'll understand if they just talk.\I, Charlotte Helene Orleans,\hereby proclaim that I will be Queen of Gallia. response:	My Queen!
context: Please tell Ari that Lukshana will stay over here tonight.\Thanks!\Lukshana and Montmorency, too?\When did that happen?\I told you. They'll understand if they just talk.\I, Charlotte Helene Orleans,\hereby proclaim that I will be Queen of Gallia.\My Queen! response:	A new queen has been born!
context: Thanks!\Lukshana and Montmorency, too?\When did that happen?\I told you. They'll understand if they just talk.\I, Charlotte Helene Orleans,\hereby proclaim that I will be Queen of Gallia.\My Queen!\A new queen has been born! response:	Tabitha is queen, huh?
context: Lukshana and Montmorency, too?\When did that happen?\I told you. They'll understand if they just talk.\I, Charlotte Helene Orleans,\hereby proclaim that I will be Queen of Gallia.\My Queen!\A new queen has been born!\Tabitha is queen, huh? response:	So, about that thing we discussed the other day...
context: When did that happen?\I told you. They'll understand if they just talk.\I, Charlotte Helene Orleans,\hereby proclaim that I will be Queen of Gallia.\My Queen!\A new queen has been born!\Tabitha is queen, huh?\So, about that thing we discussed the other day... response:	What was it?
context: I told you. They'll understand if they just talk.\I, Charlotte Helene Orleans,\hereby proclaim that I will be Queen of Gallia.\My Queen!\A new queen has been born!\Tabitha is queen, huh?\So, about that thing we discussed the other day...\What was it? response:	About me being your only master.
context: I, Charlotte Helene Orleans,\hereby proclaim that I will be Queen of Gallia.\My Queen!\A new queen has been born!\Tabitha is queen, huh?\So, about that thing we discussed the other day...\What was it?\About me being your only master. response:	That doesn't matter.
context: hereby proclaim that I will be Queen of Gallia.\My Queen!\A new queen has been born!\Tabitha is queen, huh?\So, about that thing we discussed the other day...\What was it?\About me being your only master.\That doesn't matter. response:	It doesn't matter?!
context: My Queen!\A new queen has been born!\Tabitha is queen, huh?\So, about that thing we discussed the other day...\What was it?\About me being your only master.\That doesn't matter.\It doesn't matter?! response:	I mean that master and all that doesn't matter.
context: A new queen has been born!\Tabitha is queen, huh?\So, about that thing we discussed the other day...\What was it?\About me being your only master.\That doesn't matter.\It doesn't matter?!\I mean that master and all that doesn't matter. response:	The only one I love is you, Louise.
context: Tabitha is queen, huh?\So, about that thing we discussed the other day...\What was it?\About me being your only master.\That doesn't matter.\It doesn't matter?!\I mean that master and all that doesn't matter.\The only one I love is you, Louise. response:	Saito...
context: So, about that thing we discussed the other day...\What was it?\About me being your only master.\That doesn't matter.\It doesn't matter?!\I mean that master and all that doesn't matter.\The only one I love is you, Louise.\Saito... response:	Hurry up or you'll be late.
context: What was it?\About me being your only master.\That doesn't matter.\It doesn't matter?!\I mean that master and all that doesn't matter.\The only one I love is you, Louise.\Saito...\Hurry up or you'll be late. response:	But... Wait, Saito!
context: About me being your only master.\That doesn't matter.\It doesn't matter?!\I mean that master and all that doesn't matter.\The only one I love is you, Louise.\Saito...\Hurry up or you'll be late.\But... Wait, Saito! response:	I haven't finished putting on my dress!
context: That doesn't matter.\It doesn't matter?!\I mean that master and all that doesn't matter.\The only one I love is you, Louise.\Saito...\Hurry up or you'll be late.\But... Wait, Saito!\I haven't finished putting on my dress! response:	Man, where did he go?
context: It doesn't matter?!\I mean that master and all that doesn't matter.\The only one I love is you, Louise.\Saito...\Hurry up or you'll be late.\But... Wait, Saito!\I haven't finished putting on my dress!\Man, where did he go? response:	Your Highness, why didn't you tell Saito about it?
context: I mean that master and all that doesn't matter.\The only one I love is you, Louise.\Saito...\Hurry up or you'll be late.\But... Wait, Saito!\I haven't finished putting on my dress!\Man, where did he go?\Your Highness, why didn't you tell Saito about it? response:	About LIfPrasir?
context: The only one I love is you, Louise.\Saito...\Hurry up or you'll be late.\But... Wait, Saito!\I haven't finished putting on my dress!\Man, where did he go?\Your Highness, why didn't you tell Saito about it?\About LIfPrasir? response:	Yes. Indeed, it amplifies the power of the Void,
context: Saito...\Hurry up or you'll be late.\But... Wait, Saito!\I haven't finished putting on my dress!\Man, where did he go?\Your Highness, why didn't you tell Saito about it?\About LIfPrasir?\Yes. Indeed, it amplifies the power of the Void, response:	but the energy of his soul can never be
context: Hurry up or you'll be late.\But... Wait, Saito!\I haven't finished putting on my dress!\Man, where did he go?\Your Highness, why didn't you tell Saito about it?\About LIfPrasir?\Yes. Indeed, it amplifies the power of the Void,\but the energy of his soul can never be response:	replenished once it's used.
context: But... Wait, Saito!\I haven't finished putting on my dress!\Man, where did he go?\Your Highness, why didn't you tell Saito about it?\About LIfPrasir?\Yes. Indeed, it amplifies the power of the Void,\but the energy of his soul can never be\replenished once it's used. response:	If he keeps using it, Saito will...
context: I haven't finished putting on my dress!\Man, where did he go?\Your Highness, why didn't you tell Saito about it?\About LIfPrasir?\Yes. Indeed, it amplifies the power of the Void,\but the energy of his soul can never be\replenished once it's used.\If he keeps using it, Saito will... response:	Using the power of LIfPrasir is
context: Man, where did he go?\Your Highness, why didn't you tell Saito about it?\About LIfPrasir?\Yes. Indeed, it amplifies the power of the Void,\but the energy of his soul can never be\replenished once it's used.\If he keeps using it, Saito will...\Using the power of LIfPrasir is response:	essentially shaving off a part of his life.
context: Your Highness, why didn't you tell Saito about it?\About LIfPrasir?\Yes. Indeed, it amplifies the power of the Void,\but the energy of his soul can never be\replenished once it's used.\If he keeps using it, Saito will...\Using the power of LIfPrasir is\essentially shaving off a part of his life. response:	When he runs out of energy, he will die.
context: About LIfPrasir?\Yes. Indeed, it amplifies the power of the Void,\but the energy of his soul can never be\replenished once it's used.\If he keeps using it, Saito will...\Using the power of LIfPrasir is\essentially shaving off a part of his life.\When he runs out of energy, he will die. response:	But telling him this would only
context: Yes. Indeed, it amplifies the power of the Void,\but the energy of his soul can never be\replenished once it's used.\If he keeps using it, Saito will...\Using the power of LIfPrasir is\essentially shaving off a part of his life.\When he runs out of energy, he will die.\But telling him this would only response:	strike unnecessary fear into his heart.
context: but the energy of his soul can never be\replenished once it's used.\If he keeps using it, Saito will...\Using the power of LIfPrasir is\essentially shaving off a part of his life.\When he runs out of energy, he will die.\But telling him this would only\strike unnecessary fear into his heart. response:	When the time comes that that power is truly needed,
context: replenished once it's used.\If he keeps using it, Saito will...\Using the power of LIfPrasir is\essentially shaving off a part of his life.\When he runs out of energy, he will die.\But telling him this would only\strike unnecessary fear into his heart.\When the time comes that that power is truly needed, response:	he won't be able to face the danger threatening the world.
context: If he keeps using it, Saito will...\Using the power of LIfPrasir is\essentially shaving off a part of his life.\When he runs out of energy, he will die.\But telling him this would only\strike unnecessary fear into his heart.\When the time comes that that power is truly needed,\he won't be able to face the danger threatening the world. response:	Die?
context: Using the power of LIfPrasir is\essentially shaving off a part of his life.\When he runs out of energy, he will die.\But telling him this would only\strike unnecessary fear into his heart.\When the time comes that that power is truly needed,\he won't be able to face the danger threatening the world.\Die? response:	What do they mean?
context: essentially shaving off a part of his life.\When he runs out of energy, he will die.\But telling him this would only\strike unnecessary fear into his heart.\When the time comes that that power is truly needed,\he won't be able to face the danger threatening the world.\Die?\What do they mean? response:	The power of LIfPrasir that Saito has gained...
context: When he runs out of energy, he will die.\But telling him this would only\strike unnecessary fear into his heart.\When the time comes that that power is truly needed,\he won't be able to face the danger threatening the world.\Die?\What do they mean?\The power of LIfPrasir that Saito has gained... response:	I never expected that the time
context: But telling him this would only\strike unnecessary fear into his heart.\When the time comes that that power is truly needed,\he won't be able to face the danger threatening the world.\Die?\What do they mean?\The power of LIfPrasir that Saito has gained...\I never expected that the time response:	it's truly needed would come so soon.
context: strike unnecessary fear into his heart.\When the time comes that that power is truly needed,\he won't be able to face the danger threatening the world.\Die?\What do they mean?\The power of LIfPrasir that Saito has gained...\I never expected that the time\it's truly needed would come so soon. response:	Next time: The Awakening of Calamity.
context: When the time comes that that power is truly needed,\he won't be able to face the danger threatening the world.\Die?\What do they mean?\The power of LIfPrasir that Saito has gained...\I never expected that the time\it's truly needed would come so soon.\Next time: The Awakening of Calamity. response:	Saito, please, you can't die!
context: he won't be able to face the danger threatening the world.\Die?\What do they mean?\The power of LIfPrasir that Saito has gained...\I never expected that the time\it's truly needed would come so soon.\Next time: The Awakening of Calamity.\Saito, please, you can't die! response:	The Awakening of Calamity
