context: Library response:	Library
context: Yeah. I've got school too.\Yeah. That's right.\Stop!\I told you I wouldn't give up! Not until my death!\Dekomori...\I'm Master's servant!\I'll stay by your side, even if I must follow you to the depths of oblivion!\Blast reality! response:	Burst it into shreds!
context: Yeah. That's right.\Stop!\I told you I wouldn't give up! Not until my death!\Dekomori...\I'm Master's servant!\I'll stay by your side, even if I must follow you to the depths of oblivion!\Blast reality!\Burst it into shreds! response:	Banishment... this world!
context: Stop!\I told you I wouldn't give up! Not until my death!\Dekomori...\I'm Master's servant!\I'll stay by your side, even if I must follow you to the depths of oblivion!\Blast reality!\Burst it into shreds!\Banishment... this world! response:	Destiny Mjolnir Impulse!
context: I told you I wouldn't give up! Not until my death!\Dekomori...\I'm Master's servant!\I'll stay by your side, even if I must follow you to the depths of oblivion!\Blast reality!\Burst it into shreds!\Banishment... this world!\Destiny Mjolnir Impulse! response:	Secret technique!
context: Dekomori...\I'm Master's servant!\I'll stay by your side, even if I must follow you to the depths of oblivion!\Blast reality!\Burst it into shreds!\Banishment... this world!\Destiny Mjolnir Impulse!\Secret technique! response:	Dekomori...
context: I'm Master's servant!\I'll stay by your side, even if I must follow you to the depths of oblivion!\Blast reality!\Burst it into shreds!\Banishment... this world!\Destiny Mjolnir Impulse!\Secret technique!\Dekomori... response:	Don't touch me!
context: I'll stay by your side, even if I must follow you to the depths of oblivion!\Blast reality!\Burst it into shreds!\Banishment... this world!\Destiny Mjolnir Impulse!\Secret technique!\Dekomori...\Don't touch me! response:	Rikka.
context: Blast reality!\Burst it into shreds!\Banishment... this world!\Destiny Mjolnir Impulse!\Secret technique!\Dekomori...\Don't touch me!\Rikka. response:	Rikka...
context: Burst it into shreds!\Banishment... this world!\Destiny Mjolnir Impulse!\Secret technique!\Dekomori...\Don't touch me!\Rikka.\Rikka... response:	Why didn't you tell her?
context: Banishment... this world!\Destiny Mjolnir Impulse!\Secret technique!\Dekomori...\Don't touch me!\Rikka.\Rikka...\Why didn't you tell her? response:	Why didn't you tell her not to go?
context: Destiny Mjolnir Impulse!\Secret technique!\Dekomori...\Don't touch me!\Rikka.\Rikka...\Why didn't you tell her?\Why didn't you tell her not to go? response:	Master wanted to hear those words from you!
context: Secret technique!\Dekomori...\Don't touch me!\Rikka.\Rikka...\Why didn't you tell her?\Why didn't you tell her not to go?\Master wanted to hear those words from you! response:	I'll look for the Ethereal Horizon!
context: Dekomori...\Don't touch me!\Rikka.\Rikka...\Why didn't you tell her?\Why didn't you tell her not to go?\Master wanted to hear those words from you!\I'll look for the Ethereal Horizon! response:	Don't go!
context: Don't touch me!\Rikka.\Rikka...\Why didn't you tell her?\Why didn't you tell her not to go?\Master wanted to hear those words from you!\I'll look for the Ethereal Horizon!\Don't go! response:	But she's...
context: Rikka.\Rikka...\Why didn't you tell her?\Why didn't you tell her not to go?\Master wanted to hear those words from you!\I'll look for the Ethereal Horizon!\Don't go!\But she's... response:	Master said that she was able to protect the Wicked Eye thanks to the Dark Flame Master!
context: Rikka...\Why didn't you tell her?\Why didn't you tell her not to go?\Master wanted to hear those words from you!\I'll look for the Ethereal Horizon!\Don't go!\But she's...\Master said that she was able to protect the Wicked Eye thanks to the Dark Flame Master! response:	You were her emotional support!
context: Why didn't you tell her?\Why didn't you tell her not to go?\Master wanted to hear those words from you!\I'll look for the Ethereal Horizon!\Don't go!\But she's...\Master said that she was able to protect the Wicked Eye thanks to the Dark Flame Master!\You were her emotional support! response:	When the Dark Flame Master told her that the Ethereal Horizon existed, she called me!
context: Why didn't you tell her not to go?\Master wanted to hear those words from you!\I'll look for the Ethereal Horizon!\Don't go!\But she's...\Master said that she was able to protect the Wicked Eye thanks to the Dark Flame Master!\You were her emotional support!\When the Dark Flame Master told her that the Ethereal Horizon existed, she called me! response:	When you made your lovers' contract, she called me again!
context: Master wanted to hear those words from you!\I'll look for the Ethereal Horizon!\Don't go!\But she's...\Master said that she was able to protect the Wicked Eye thanks to the Dark Flame Master!\You were her emotional support!\When the Dark Flame Master told her that the Ethereal Horizon existed, she called me!\When you made your lovers' contract, she called me again! response:	She was crying! Master was crying!
context: I'll look for the Ethereal Horizon!\Don't go!\But she's...\Master said that she was able to protect the Wicked Eye thanks to the Dark Flame Master!\You were her emotional support!\When the Dark Flame Master told her that the Ethereal Horizon existed, she called me!\When you made your lovers' contract, she called me again!\She was crying! Master was crying! response:	My Master! The strongest there has ever been!
context: Don't go!\But she's...\Master said that she was able to protect the Wicked Eye thanks to the Dark Flame Master!\You were her emotional support!\When the Dark Flame Master told her that the Ethereal Horizon existed, she called me!\When you made your lovers' contract, she called me again!\She was crying! Master was crying!\My Master! The strongest there has ever been! response:	She trusted you!
context: But she's...\Master said that she was able to protect the Wicked Eye thanks to the Dark Flame Master!\You were her emotional support!\When the Dark Flame Master told her that the Ethereal Horizon existed, she called me!\When you made your lovers' contract, she called me again!\She was crying! Master was crying!\My Master! The strongest there has ever been!\She trusted you! response:	Why won't you tell her that the Wicked Eye's power reigns supreme?!
context: Master said that she was able to protect the Wicked Eye thanks to the Dark Flame Master!\You were her emotional support!\When the Dark Flame Master told her that the Ethereal Horizon existed, she called me!\When you made your lovers' contract, she called me again!\She was crying! Master was crying!\My Master! The strongest there has ever been!\She trusted you!\Why won't you tell her that the Wicked Eye's power reigns supreme?! response:	Why won't you engulf her in the flames of darkness?!
context: You were her emotional support!\When the Dark Flame Master told her that the Ethereal Horizon existed, she called me!\When you made your lovers' contract, she called me again!\She was crying! Master was crying!\My Master! The strongest there has ever been!\She trusted you!\Why won't you tell her that the Wicked Eye's power reigns supreme?!\Why won't you engulf her in the flames of darkness?! response:	She's been waiting for that for so, so, so long! All this time!
context: When the Dark Flame Master told her that the Ethereal Horizon existed, she called me!\When you made your lovers' contract, she called me again!\She was crying! Master was crying!\My Master! The strongest there has ever been!\She trusted you!\Why won't you tell her that the Wicked Eye's power reigns supreme?!\Why won't you engulf her in the flames of darkness?!\She's been waiting for that for so, so, so long! All this time! response:	Why?! Why?!
context: When you made your lovers' contract, she called me again!\She was crying! Master was crying!\My Master! The strongest there has ever been!\She trusted you!\Why won't you tell her that the Wicked Eye's power reigns supreme?!\Why won't you engulf her in the flames of darkness?!\She's been waiting for that for so, so, so long! All this time!\Why?! Why?! response:	It hurts.
context: She was crying! Master was crying!\My Master! The strongest there has ever been!\She trusted you!\Why won't you tell her that the Wicked Eye's power reigns supreme?!\Why won't you engulf her in the flames of darkness?!\She's been waiting for that for so, so, so long! All this time!\Why?! Why?!\It hurts. response:	What if I told her?
context: My Master! The strongest there has ever been!\She trusted you!\Why won't you tell her that the Wicked Eye's power reigns supreme?!\Why won't you engulf her in the flames of darkness?!\She's been waiting for that for so, so, so long! All this time!\Why?! Why?!\It hurts.\What if I told her? response:	How would telling her what she wants to hear make anything better?
context: She trusted you!\Why won't you tell her that the Wicked Eye's power reigns supreme?!\Why won't you engulf her in the flames of darkness?!\She's been waiting for that for so, so, so long! All this time!\Why?! Why?!\It hurts.\What if I told her?\How would telling her what she wants to hear make anything better? response:	Of cours
context: Why won't you tell her that the Wicked Eye's power reigns supreme?!\Why won't you engulf her in the flames of darkness?!\She's been waiting for that for so, so, so long! All this time!\Why?! Why?!\It hurts.\What if I told her?\How would telling her what she wants to hear make anything better?\Of cours response:	There's no Ethereal Horizon.
context: Why won't you engulf her in the flames of darkness?!\She's been waiting for that for so, so, so long! All this time!\Why?! Why?!\It hurts.\What if I told her?\How would telling her what she wants to hear make anything better?\Of cours\There's no Ethereal Horizon. response:	Her father's dead and buried!
context: She's been waiting for that for so, so, so long! All this time!\Why?! Why?!\It hurts.\What if I told her?\How would telling her what she wants to hear make anything better?\Of cours\There's no Ethereal Horizon.\Her father's dead and buried! response:	I can't do anything about that!
context: Why?! Why?!\It hurts.\What if I told her?\How would telling her what she wants to hear make anything better?\Of cours\There's no Ethereal Horizon.\Her father's dead and buried!\I can't do anything about that! response:	No matter how much she wishes I could.
context: It hurts.\What if I told her?\How would telling her what she wants to hear make anything better?\Of cours\There's no Ethereal Horizon.\Her father's dead and buried!\I can't do anything about that!\No matter how much she wishes I could. response:	Shut up!
context: What if I told her?\How would telling her what she wants to hear make anything better?\Of cours\There's no Ethereal Horizon.\Her father's dead and buried!\I can't do anything about that!\No matter how much she wishes I could.\Shut up! response:	No matter what fantasy she invents for herself.
context: How would telling her what she wants to hear make anything better?\Of cours\There's no Ethereal Horizon.\Her father's dead and buried!\I can't do anything about that!\No matter how much she wishes I could.\Shut up!\No matter what fantasy she invents for herself. response:	Shut up!
context: Of cours\There's no Ethereal Horizon.\Her father's dead and buried!\I can't do anything about that!\No matter how much she wishes I could.\Shut up!\No matter what fantasy she invents for herself.\Shut up! response:	No matter how much power she believes she has.
context: There's no Ethereal Horizon.\Her father's dead and buried!\I can't do anything about that!\No matter how much she wishes I could.\Shut up!\No matter what fantasy she invents for herself.\Shut up!\No matter how much power she believes she has. response:	If something's not real, it's not real!
context: Her father's dead and buried!\I can't do anything about that!\No matter how much she wishes I could.\Shut up!\No matter what fantasy she invents for herself.\Shut up!\No matter how much power she believes she has.\If something's not real, it's not real! response:	Shut up!
context: I can't do anything about that!\No matter how much she wishes I could.\Shut up!\No matter what fantasy she invents for herself.\Shut up!\No matter how much power she believes she has.\If something's not real, it's not real!\Shut up! response:	Have any of your special attacks ever worked?!
context: No matter how much she wishes I could.\Shut up!\No matter what fantasy she invents for herself.\Shut up!\No matter how much power she believes she has.\If something's not real, it's not real!\Shut up!\Have any of your special attacks ever worked?! response:	Shut up!
context: Shut up!\No matter what fantasy she invents for herself.\Shut up!\No matter how much power she believes she has.\If something's not real, it's not real!\Shut up!\Have any of your special attacks ever worked?!\Shut up! response:	They don't work on people, but they work on monsters!
context: No matter what fantasy she invents for herself.\Shut up!\No matter how much power she believes she has.\If something's not real, it's not real!\Shut up!\Have any of your special attacks ever worked?!\Shut up!\They don't work on people, but they work on monsters! response:	Has your weapon ever materialized?
context: Shut up!\No matter how much power she believes she has.\If something's not real, it's not real!\Shut up!\Have any of your special attacks ever worked?!\Shut up!\They don't work on people, but they work on monsters!\Has your weapon ever materialized? response:	It...
context: No matter how much power she believes she has.\If something's not real, it's not real!\Shut up!\Have any of your special attacks ever worked?!\Shut up!\They don't work on people, but they work on monsters!\Has your weapon ever materialized?\It... response:	No matter how much you want it to, or believe it will.
context: If something's not real, it's not real!\Shut up!\Have any of your special attacks ever worked?!\Shut up!\They don't work on people, but they work on monsters!\Has your weapon ever materialized?\It...\No matter how much you want it to, or believe it will. response:	It doesn't exist!
context: Shut up!\Have any of your special attacks ever worked?!\Shut up!\They don't work on people, but they work on monsters!\Has your weapon ever materialized?\It...\No matter how much you want it to, or believe it will.\It doesn't exist! response:	I know...
context: Have any of your special attacks ever worked?!\Shut up!\They don't work on people, but they work on monsters!\Has your weapon ever materialized?\It...\No matter how much you want it to, or believe it will.\It doesn't exist!\I know... response:	I know!
context: Shut up!\They don't work on people, but they work on monsters!\Has your weapon ever materialized?\It...\No matter how much you want it to, or believe it will.\It doesn't exist!\I know...\I know! response:	No...
context: They don't work on people, but they work on monsters!\Has your weapon ever materialized?\It...\No matter how much you want it to, or believe it will.\It doesn't exist!\I know...\I know!\No... response:	That wasn't what I wanted to say...
context: Has your weapon ever materialized?\It...\No matter how much you want it to, or believe it will.\It doesn't exist!\I know...\I know!\No...\That wasn't what I wanted to say... response:	Let's look for a
context: It...\No matter how much you want it to, or believe it will.\It doesn't exist!\I know...\I know!\No...\That wasn't what I wanted to say...\Let's look for a response:	sparkling daydream...
context: No matter how much you want it to, or believe it will.\It doesn't exist!\I know...\I know!\No...\That wasn't what I wanted to say...\Let's look for a\sparkling daydream... response:	shibaraku mitsumeatte kara
context: It doesn't exist!\I know...\I know!\No...\That wasn't what I wanted to say...\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara response:	shibaraku mitsumeatte kara
context: I know...\I know!\No...\That wasn't what I wanted to say...\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara response:	We looked into each other's eyes for a while
context: I know!\No...\That wasn't what I wanted to say...\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while response:	We looked into each other's eyes for a while
context: No...\That wasn't what I wanted to say...\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while response:	sorasu made ni nani wo kangaeteta no?
context: That wasn't what I wanted to say...\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no? response:	What did you think of while it lasted?
context: Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted? response:	sorasu made ni nani wo kangaeteta no?
context: sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no? response:	What did you think of while it lasted?
context: shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted? response:	ki ni naru
context: shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru response:	I want to know that
context: We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that response:	kuchibiru togaraseta atashi wo mite
context: We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite response:	Look at me as I now pout my lips
context: sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips response:	dou shita no tte kiite kuru no?
context: What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no? response:	Will you ask me what's wrong?
context: sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong? response:	matte miru no
context: What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no response:	I'm waiting
context: ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting response:	gomakashita ato no hitorigoto wa
context: I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa response:	I'm embarrassed by what I mutter after
context: kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after response:	hazukashii kara kikanaide kureru?
context: Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru? response:	being so evasive, so please don't pay it any attention
context: dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention response:	ato ni hikenai hodo
context: Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo response:	Our love is so strong
context: matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong response:	hikareau koi
context: I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi response:	we can't run away
context: gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away response:	mou hajimatteta
context: I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta response:	It's already begun
context: hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun response:	It's already begun
context: being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun response:	mou hajimatteta
context: ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta response:	mou hajimatteta
context: Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta response:	It's already begun
context: hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun response:	mou hajimatteta
context: we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun response:	It's already begun
context: It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun response:	mou hajimatteta
context: It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta response:	mou hajimatteta
context: mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun response:	mou hajimatteta
context: It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun response:	It's already begun
context: It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun response:	mou hajimatteta
context: It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta response:	mou hajimatteta
context: mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun response:	yume nara takusan mita
context: It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita response:	yume nara takusan mita
context: mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita response:	yume nara takusan mita
context: It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita response:	yume nara takusan mita
context: It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita response:	I've dreamed of our meeting so often
context: mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often response:	I've dreamed of our meeting so often
context: mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often response:	I've dreamed of our meeting so often
context: It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often response:	I've dreamed of our meeting so often
context: yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often response:	sameta mama
context: yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama response:	Now I'm awake
context: yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake response:	sameta mama
context: yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama response:	sameta mama
context: I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama response:	Now I'm awake
context: I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake response:	Now I'm awake
context: I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake response:	demo mada aitai
context: I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai response:	And still I want to see you
context: sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you response:	And still I want to see you
context: Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you response:	demo mada aitai
context: sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai response:	demo mada aitai
context: sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai response:	And still I want to see you
context: Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you response:	demo mada aitai
context: Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai response:	And still I want to see you
context: demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you response:	And still I want to see you
context: And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you response:	demo mada aitai
context: And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai response:	demo mada aitai
context: demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai response:	And still I want to see you
context: demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you response:	kimi ga sou saseta
context: And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta response:	You did this to me
context: demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me response:	kimi ga sou saseta
context: And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta response:	You did this to me
context: And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me response:	kimi ga sou saseta
context: demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\kimi ga sou saseta response:	You did this to me
context: demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me response:	koi ga yokubari da ne
context: And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\koi ga yokubari da ne response:	Love is greedy
context: kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\koi ga yokubari da ne\Love is greedy response:	koi ga yokubari da ne Love is greedy
context: You did this to me\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy response:	koi ga yokubari da ne Love is greedy
context: kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy response:	tobihanesou na kokoro no
context: You did this to me\kimi ga sou saseta\You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no response:	My heart seems to hop with glee
context: kimi ga sou saseta\You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee response:	yuku mama ni yukou yo
context: You did this to me\koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo response:	So I'll let it guide me
context: koi ga yokubari da ne\Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me response:	yuku mama ni yukou yo
context: Love is greedy\koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo response:	So I'll let it guide me
context: koi ga yokubari da ne Love is greedy\koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me response:	yuku mama ni yukou yo
context: koi ga yokubari da ne Love is greedy\tobihanesou na kokoro no\My heart seems to hop with glee\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo\So I'll let it guide me\yuku mama ni yukou yo response:	So I'll let it guide me
