context: TS response:	It's coming from beneath?
context: There are still people on our side?\They aren't in good terms with America, so they just want weapons.\But we'll eventually have to land somewhere and refill our supplies.\We can't fly forever, huh?\We received official messages from China and Australia too.\They'll attack if we trespass their airspace.\That works even in space?\Yeah, it uses an internet line, response:	so since it's connected to the Triton
context: They aren't in good terms with America, so they just want weapons.\But we'll eventually have to land somewhere and refill our supplies.\We can't fly forever, huh?\We received official messages from China and Australia too.\They'll attack if we trespass their airspace.\That works even in space?\Yeah, it uses an internet line,\so since it's connected to the Triton response:	Wait, what?
context: But we'll eventually have to land somewhere and refill our supplies.\We can't fly forever, huh?\We received official messages from China and Australia too.\They'll attack if we trespass their airspace.\That works even in space?\Yeah, it uses an internet line,\so since it's connected to the Triton\Wait, what? response:	She had nowhere to run away to.
context: We can't fly forever, huh?\We received official messages from China and Australia too.\They'll attack if we trespass their airspace.\That works even in space?\Yeah, it uses an internet line,\so since it's connected to the Triton\Wait, what?\She had nowhere to run away to. response:	Greetings.
context: We received official messages from China and Australia too.\They'll attack if we trespass their airspace.\That works even in space?\Yeah, it uses an internet line,\so since it's connected to the Triton\Wait, what?\She had nowhere to run away to.\Greetings. response:	I am Yamaoka from the Japanese Ministry of Interior.
context: They'll attack if we trespass their airspace.\That works even in space?\Yeah, it uses an internet line,\so since it's connected to the Triton\Wait, what?\She had nowhere to run away to.\Greetings.\I am Yamaoka from the Japanese Ministry of Interior. response:	As per our contract with Cristophe Blanc,
context: That works even in space?\Yeah, it uses an internet line,\so since it's connected to the Triton\Wait, what?\She had nowhere to run away to.\Greetings.\I am Yamaoka from the Japanese Ministry of Interior.\As per our contract with Cristophe Blanc, response:	we will provide you with food and other supplies,
context: Yeah, it uses an internet line,\so since it's connected to the Triton\Wait, what?\She had nowhere to run away to.\Greetings.\I am Yamaoka from the Japanese Ministry of Interior.\As per our contract with Cristophe Blanc,\we will provide you with food and other supplies, response:	and allow your use of Japanese Air Force bases.
context: so since it's connected to the Triton\Wait, what?\She had nowhere to run away to.\Greetings.\I am Yamaoka from the Japanese Ministry of Interior.\As per our contract with Cristophe Blanc,\we will provide you with food and other supplies,\and allow your use of Japanese Air Force bases. response:	The Japanese?!
context: Wait, what?\She had nowhere to run away to.\Greetings.\I am Yamaoka from the Japanese Ministry of Interior.\As per our contract with Cristophe Blanc,\we will provide you with food and other supplies,\and allow your use of Japanese Air Force bases.\The Japanese?! response:	What are you talking about?
context: She had nowhere to run away to.\Greetings.\I am Yamaoka from the Japanese Ministry of Interior.\As per our contract with Cristophe Blanc,\we will provide you with food and other supplies,\and allow your use of Japanese Air Force bases.\The Japanese?!\What are you talking about? response:	You were doing all you could against us!
context: Greetings.\I am Yamaoka from the Japanese Ministry of Interior.\As per our contract with Cristophe Blanc,\we will provide you with food and other supplies,\and allow your use of Japanese Air Force bases.\The Japanese?!\What are you talking about?\You were doing all you could against us! response:	Don't misunderstand, please.
context: I am Yamaoka from the Japanese Ministry of Interior.\As per our contract with Cristophe Blanc,\we will provide you with food and other supplies,\and allow your use of Japanese Air Force bases.\The Japanese?!\What are you talking about?\You were doing all you could against us!\Don't misunderstand, please. response:	Cristophe Blanc negotiated with us.
context: As per our contract with Cristophe Blanc,\we will provide you with food and other supplies,\and allow your use of Japanese Air Force bases.\The Japanese?!\What are you talking about?\You were doing all you could against us!\Don't misunderstand, please.\Cristophe Blanc negotiated with us. response:	The Secrets?!
context: we will provide you with food and other supplies,\and allow your use of Japanese Air Force bases.\The Japanese?!\What are you talking about?\You were doing all you could against us!\Don't misunderstand, please.\Cristophe Blanc negotiated with us.\The Secrets?! response:	But we're not used to the human way of doing things,
context: and allow your use of Japanese Air Force bases.\The Japanese?!\What are you talking about?\You were doing all you could against us!\Don't misunderstand, please.\Cristophe Blanc negotiated with us.\The Secrets?!\But we're not used to the human way of doing things, response:	so we got the Japanese government to cover our end of the bargain.
context: The Japanese?!\What are you talking about?\You were doing all you could against us!\Don't misunderstand, please.\Cristophe Blanc negotiated with us.\The Secrets?!\But we're not used to the human way of doing things,\so we got the Japanese government to cover our end of the bargain. response:	What bargain?
context: What are you talking about?\You were doing all you could against us!\Don't misunderstand, please.\Cristophe Blanc negotiated with us.\The Secrets?!\But we're not used to the human way of doing things,\so we got the Japanese government to cover our end of the bargain.\What bargain? response:	The condition is that Nirvash and all IFO teams remaining
context: You were doing all you could against us!\Don't misunderstand, please.\Cristophe Blanc negotiated with us.\The Secrets?!\But we're not used to the human way of doing things,\so we got the Japanese government to cover our end of the bargain.\What bargain?\The condition is that Nirvash and all IFO teams remaining response:	will focus their efforts on destroying the Scub Coral Quartz.
context: Don't misunderstand, please.\Cristophe Blanc negotiated with us.\The Secrets?!\But we're not used to the human way of doing things,\so we got the Japanese government to cover our end of the bargain.\What bargain?\The condition is that Nirvash and all IFO teams remaining\will focus their efforts on destroying the Scub Coral Quartz. response:	Secrets will cease to emerge when that's done,
context: Cristophe Blanc negotiated with us.\The Secrets?!\But we're not used to the human way of doing things,\so we got the Japanese government to cover our end of the bargain.\What bargain?\The condition is that Nirvash and all IFO teams remaining\will focus their efforts on destroying the Scub Coral Quartz.\Secrets will cease to emerge when that's done, response:	which means there won't be any more Scub Bursts.
context: The Secrets?!\But we're not used to the human way of doing things,\so we got the Japanese government to cover our end of the bargain.\What bargain?\The condition is that Nirvash and all IFO teams remaining\will focus their efforts on destroying the Scub Coral Quartz.\Secrets will cease to emerge when that's done,\which means there won't be any more Scub Bursts. response:	The Quartz aggregate you call the Quartz Gun is an extremely dangerous thing.
context: But we're not used to the human way of doing things,\so we got the Japanese government to cover our end of the bargain.\What bargain?\The condition is that Nirvash and all IFO teams remaining\will focus their efforts on destroying the Scub Coral Quartz.\Secrets will cease to emerge when that's done,\which means there won't be any more Scub Bursts.\The Quartz aggregate you call the Quartz Gun is an extremely dangerous thing. response:	We know.
context: so we got the Japanese government to cover our end of the bargain.\What bargain?\The condition is that Nirvash and all IFO teams remaining\will focus their efforts on destroying the Scub Coral Quartz.\Secrets will cease to emerge when that's done,\which means there won't be any more Scub Bursts.\The Quartz aggregate you call the Quartz Gun is an extremely dangerous thing.\We know. response:	But if you don't accept our conditions,
context: What bargain?\The condition is that Nirvash and all IFO teams remaining\will focus their efforts on destroying the Scub Coral Quartz.\Secrets will cease to emerge when that's done,\which means there won't be any more Scub Bursts.\The Quartz aggregate you call the Quartz Gun is an extremely dangerous thing.\We know.\But if you don't accept our conditions, response:	we are going to use the Quartz Gun.
context: The condition is that Nirvash and all IFO teams remaining\will focus their efforts on destroying the Scub Coral Quartz.\Secrets will cease to emerge when that's done,\which means there won't be any more Scub Bursts.\The Quartz aggregate you call the Quartz Gun is an extremely dangerous thing.\We know.\But if you don't accept our conditions,\we are going to use the Quartz Gun. response:	Very well.
context: will focus their efforts on destroying the Scub Coral Quartz.\Secrets will cease to emerge when that's done,\which means there won't be any more Scub Bursts.\The Quartz aggregate you call the Quartz Gun is an extremely dangerous thing.\We know.\But if you don't accept our conditions,\we are going to use the Quartz Gun.\Very well. response:	We will proceed our negations with the Japanese government and return to you with a conclusion.
context: Secrets will cease to emerge when that's done,\which means there won't be any more Scub Bursts.\The Quartz aggregate you call the Quartz Gun is an extremely dangerous thing.\We know.\But if you don't accept our conditions,\we are going to use the Quartz Gun.\Very well.\We will proceed our negations with the Japanese government and return to you with a conclusion. response:	If I'm not alive when the contract takes effect,
context: which means there won't be any more Scub Bursts.\The Quartz aggregate you call the Quartz Gun is an extremely dangerous thing.\We know.\But if you don't accept our conditions,\we are going to use the Quartz Gun.\Very well.\We will proceed our negations with the Japanese government and return to you with a conclusion.\If I'm not alive when the contract takes effect, response:	my daughter, Fleur Blanc, will inherit it.
context: The Quartz aggregate you call the Quartz Gun is an extremely dangerous thing.\We know.\But if you don't accept our conditions,\we are going to use the Quartz Gun.\Very well.\We will proceed our negations with the Japanese government and return to you with a conclusion.\If I'm not alive when the contract takes effect,\my daughter, Fleur Blanc, will inherit it. response:	See, he's done it again!
context: We know.\But if you don't accept our conditions,\we are going to use the Quartz Gun.\Very well.\We will proceed our negations with the Japanese government and return to you with a conclusion.\If I'm not alive when the contract takes effect,\my daughter, Fleur Blanc, will inherit it.\See, he's done it again! response:	I took everything away from her.
context: But if you don't accept our conditions,\we are going to use the Quartz Gun.\Very well.\We will proceed our negations with the Japanese government and return to you with a conclusion.\If I'm not alive when the contract takes effect,\my daughter, Fleur Blanc, will inherit it.\See, he's done it again!\I took everything away from her. response:	A normal life... Her loving mother...
context: we are going to use the Quartz Gun.\Very well.\We will proceed our negations with the Japanese government and return to you with a conclusion.\If I'm not alive when the contract takes effect,\my daughter, Fleur Blanc, will inherit it.\See, he's done it again!\I took everything away from her.\A normal life... Her loving mother... response:	All I can leave with her is this...
context: Very well.\We will proceed our negations with the Japanese government and return to you with a conclusion.\If I'm not alive when the contract takes effect,\my daughter, Fleur Blanc, will inherit it.\See, he's done it again!\I took everything away from her.\A normal life... Her loving mother...\All I can leave with her is this... response:	The future.
context: We will proceed our negations with the Japanese government and return to you with a conclusion.\If I'm not alive when the contract takes effect,\my daughter, Fleur Blanc, will inherit it.\See, he's done it again!\I took everything away from her.\A normal life... Her loving mother...\All I can leave with her is this...\The future. response:	In order for humankind to never be exposed to the threat of Scub Bursts,
context: If I'm not alive when the contract takes effect,\my daughter, Fleur Blanc, will inherit it.\See, he's done it again!\I took everything away from her.\A normal life... Her loving mother...\All I can leave with her is this...\The future.\In order for humankind to never be exposed to the threat of Scub Bursts, response:	we will destroy all the Quartz and ally ourselves with the Secrets.
context: my daughter, Fleur Blanc, will inherit it.\See, he's done it again!\I took everything away from her.\A normal life... Her loving mother...\All I can leave with her is this...\The future.\In order for humankind to never be exposed to the threat of Scub Bursts,\we will destroy all the Quartz and ally ourselves with the Secrets. response:	To achieve that, we will sponsor Team Pied Piper!
context: See, he's done it again!\I took everything away from her.\A normal life... Her loving mother...\All I can leave with her is this...\The future.\In order for humankind to never be exposed to the threat of Scub Bursts,\we will destroy all the Quartz and ally ourselves with the Secrets.\To achieve that, we will sponsor Team Pied Piper! response:	To be continued.
context: I took everything away from her.\A normal life... Her loving mother...\All I can leave with her is this...\The future.\In order for humankind to never be exposed to the threat of Scub Bursts,\we will destroy all the Quartz and ally ourselves with the Secrets.\To achieve that, we will sponsor Team Pied Piper!\To be continued. response:	World to World
context: A normal life... Her loving mother...\All I can leave with her is this...\The future.\In order for humankind to never be exposed to the threat of Scub Bursts,\we will destroy all the Quartz and ally ourselves with the Secrets.\To achieve that, we will sponsor Team Pied Piper!\To be continued.\World to World response:	Better Days Ahead
context: All I can leave with her is this...\The future.\In order for humankind to never be exposed to the threat of Scub Bursts,\we will destroy all the Quartz and ally ourselves with the Secrets.\To achieve that, we will sponsor Team Pied Piper!\To be continued.\World to World\Better Days Ahead response:	Preview
context: The future.\In order for humankind to never be exposed to the threat of Scub Bursts,\we will destroy all the Quartz and ally ourselves with the Secrets.\To achieve that, we will sponsor Team Pied Piper!\To be continued.\World to World\Better Days Ahead\Preview response:	World To World
context: In order for humankind to never be exposed to the threat of Scub Bursts,\we will destroy all the Quartz and ally ourselves with the Secrets.\To achieve that, we will sponsor Team Pied Piper!\To be continued.\World to World\Better Days Ahead\Preview\World To World response:	hikaru suiheisen
context: we will destroy all the Quartz and ally ourselves with the Secrets.\To achieve that, we will sponsor Team Pied Piper!\To be continued.\World to World\Better Days Ahead\Preview\World To World\hikaru suiheisen response:	Just over the bright horizon,
context: To achieve that, we will sponsor Team Pied Piper!\To be continued.\World to World\Better Days Ahead\Preview\World To World\hikaru suiheisen\Just over the bright horizon, response:	hajimari to owari no
context: To be continued.\World to World\Better Days Ahead\Preview\World To World\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no response:	where the beginning and the end
context: World to World\Better Days Ahead\Preview\World To World\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end response:	tokeau soko wa
context: Better Days Ahead\Preview\World To World\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa response:	melt into one,
context: Preview\World To World\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one, response:	namida no furusato na no
context: World To World\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no response:	lies the homeland of tears
context: hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears response:	furueteru te de
context: Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de response:	I've already pocketed
context: hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed response:	shinjirareru mono
context: where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono response:	my trembling hand
context: tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand response:	poketto ni tsumekonda
context: melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda response:	which holds my beliefs
context: namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs response:	kanata de yurameiteru shinkirou
context: lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou response:	A mirage shimmers in the distance
context: furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance response:	sora miagereba
context: I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba response:	I look to the sky
context: shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky response:	michibiitekureru you na
context: my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na response:	hoping it will show me the way
context: poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way response:	natsukashikute atsui hikari wo kureru
context: which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru response:	And it gives off a familiar, warm light
context: kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light response:	anata wa chiisaku te wo furu yo
context: A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo response:	You wave at me faintly
context: sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly response:	ikanakucha
context: I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha response:	I must go
context: michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go response:	mou nakanai yo shangurira
context: hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira response:	Don't cry anymore because Shangri-La,
context: natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La, response:	aratana sekai he to daibu shiyou
context: And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou response:	a new world, is waiting for us
context: anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us response:	aoiro ni dakareta boku wa
context: You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa response:	As I'm embraced by its blue...
context: ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue... response:	kono mune no takanari to tomo ni
context: I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni response:	My heart beats loudly
context: mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly response:	futashikana*
context: Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana* response:	*T/L Note: I'm so uncertain
context: aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain response:	*T/L Note: I'm so uncertain
context: a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain response:	boku no sekai ga ima*
context: aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima* response:	*T/L Note: In the blink of an eye,
context: As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye, response:	*T/L Note: In the blink of an eye,
context: kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye, response:	mabataku ma ni kawari- hajimete hirogaru*
context: My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru* response:	*T/L Note: my whole world started changing and opening up.
context: futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up. response:	*T/L Note: my whole world started changing and opening up.
context: *T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up. response:	ano hi mitsuketa yume no tsuzuki wa doko*
context: *T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko* response:	*T/L Note: That day, I found out where my dream continues
context: boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues response:	*T/L Note: That day, I found out where my dream continues
context: *T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues response:	sugu ni sagashite miseru yo*
context: *T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo* response:	*T/L Note: I'll show you its sequel now
context: mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now response:	*T/L Note: I'll show you its sequel now
context: *T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now response:	ima mo boku dake wa oboeteirun da*
context: *T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da* response:	*T/L Note: Right now, I'm the only one who still remembers
context: ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers response:	*T/L Note: Right now, I'm the only one who still remembers
context: *T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers response:	natsukashii nukumori*
context: *T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori* response:	*T/L Note: that familiar warmth
context: sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori*\*T/L Note: that familiar warmth response:	*T/L Note: that familiar warmth
context: *T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori*\*T/L Note: that familiar warmth\*T/L Note: that familiar warmth response:	saa mou ikou ka*
context: *T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori*\*T/L Note: that familiar warmth\*T/L Note: that familiar warmth\saa mou ikou ka* response:	*T/L Note: Now let's get going
context: ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori*\*T/L Note: that familiar warmth\*T/L Note: that familiar warmth\saa mou ikou ka*\*T/L Note: Now let's get going response:	*T/L Note: Now let's get going
context: *T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori*\*T/L Note: that familiar warmth\*T/L Note: that familiar warmth\saa mou ikou ka*\*T/L Note: Now let's get going\*T/L Note: Now let's get going response:	machiu- keteru unmei ni*
context: *T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori*\*T/L Note: that familiar warmth\*T/L Note: that familiar warmth\saa mou ikou ka*\*T/L Note: Now let's get going\*T/L Note: Now let's get going\machiu- keteru unmei ni* response:	*T/L Note: I was frozen with fear
context: natsukashii nukumori*\*T/L Note: that familiar warmth\*T/L Note: that familiar warmth\saa mou ikou ka*\*T/L Note: Now let's get going\*T/L Note: Now let's get going\machiu- keteru unmei ni*\*T/L Note: I was frozen with fear response:	*T/L Note: I was frozen with fear
context: *T/L Note: that familiar warmth\*T/L Note: that familiar warmth\saa mou ikou ka*\*T/L Note: Now let's get going\*T/L Note: Now let's get going\machiu- keteru unmei ni*\*T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear response:	tachisukumi obieteta*
context: *T/L Note: that familiar warmth\saa mou ikou ka*\*T/L Note: Now let's get going\*T/L Note: Now let's get going\machiu- keteru unmei ni*\*T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear\tachisukumi obieteta* response:	*T/L Note: thinking of the fate that awaited me
context: saa mou ikou ka*\*T/L Note: Now let's get going\*T/L Note: Now let's get going\machiu- keteru unmei ni*\*T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear\tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me response:	*T/L Note: thinking of the fate that awaited me
context: *T/L Note: Now let's get going\*T/L Note: Now let's get going\machiu- keteru unmei ni*\*T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear\tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me response:	mou kess- hite mayo- wanai you ni*
context: *T/L Note: Now let's get going\machiu- keteru unmei ni*\*T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear\tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni* response:	*T/L Note: I'll become so strong that I won't
context: machiu- keteru unmei ni*\*T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear\tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't response:	*T/L Note: I'll become so strong that I won't
context: *T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear\tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't response:	tsuyoku natte yuku yo*
