context: Sorry to change the subject, but... response:	By the way, do you all have plans for winter vacation?
context: You look pretty exhausted.\Well, sure I am.\I never thought there'd be this many people.\I hate to say this... but I thought your family had no money?\This country may have money to spend on me,\but I have none to use myself.\Besides, my brother isn't like me.\Not like you? response:	My brother never speaks out politically,
context: Well, sure I am.\I never thought there'd be this many people.\I hate to say this... but I thought your family had no money?\This country may have money to spend on me,\but I have none to use myself.\Besides, my brother isn't like me.\Not like you?\My brother never speaks out politically, response:	and he has no enthusiasm for his job.
context: I never thought there'd be this many people.\I hate to say this... but I thought your family had no money?\This country may have money to spend on me,\but I have none to use myself.\Besides, my brother isn't like me.\Not like you?\My brother never speaks out politically,\and he has no enthusiasm for his job. response:	You could say that he's the ideal puppet.
context: I hate to say this... but I thought your family had no money?\This country may have money to spend on me,\but I have none to use myself.\Besides, my brother isn't like me.\Not like you?\My brother never speaks out politically,\and he has no enthusiasm for his job.\You could say that he's the ideal puppet. response:	That's why the Integrated Enterprise Foundation treasures him,
context: This country may have money to spend on me,\but I have none to use myself.\Besides, my brother isn't like me.\Not like you?\My brother never speaks out politically,\and he has no enthusiasm for his job.\You could say that he's the ideal puppet.\That's why the Integrated Enterprise Foundation treasures him, response:	and why they ignore it when he wants to have his way.
context: but I have none to use myself.\Besides, my brother isn't like me.\Not like you?\My brother never speaks out politically,\and he has no enthusiasm for his job.\You could say that he's the ideal puppet.\That's why the Integrated Enterprise Foundation treasures him,\and why they ignore it when he wants to have his way. response:	By the way, those women are my brother's lovers.
context: Besides, my brother isn't like me.\Not like you?\My brother never speaks out politically,\and he has no enthusiasm for his job.\You could say that he's the ideal puppet.\That's why the Integrated Enterprise Foundation treasures him,\and why they ignore it when he wants to have his way.\By the way, those women are my brother's lovers. response:	Lovers... Is he really being that bold about it?
context: Not like you?\My brother never speaks out politically,\and he has no enthusiasm for his job.\You could say that he's the ideal puppet.\That's why the Integrated Enterprise Foundation treasures him,\and why they ignore it when he wants to have his way.\By the way, those women are my brother's lovers.\Lovers... Is he really being that bold about it? response:	They, like Maria, were sent here by the Integrated Enterprise Foundation.
context: My brother never speaks out politically,\and he has no enthusiasm for his job.\You could say that he's the ideal puppet.\That's why the Integrated Enterprise Foundation treasures him,\and why they ignore it when he wants to have his way.\By the way, those women are my brother's lovers.\Lovers... Is he really being that bold about it?\They, like Maria, were sent here by the Integrated Enterprise Foundation. response:	I wouldn't go so far as to call them spies, but...
context: and he has no enthusiasm for his job.\You could say that he's the ideal puppet.\That's why the Integrated Enterprise Foundation treasures him,\and why they ignore it when he wants to have his way.\By the way, those women are my brother's lovers.\Lovers... Is he really being that bold about it?\They, like Maria, were sent here by the Integrated Enterprise Foundation.\I wouldn't go so far as to call them spies, but... response:	Maria, too?
context: You could say that he's the ideal puppet.\That's why the Integrated Enterprise Foundation treasures him,\and why they ignore it when he wants to have his way.\By the way, those women are my brother's lovers.\Lovers... Is he really being that bold about it?\They, like Maria, were sent here by the Integrated Enterprise Foundation.\I wouldn't go so far as to call them spies, but...\Maria, too? response:	Well, my sister-in-law is a genuine airhead,
context: That's why the Integrated Enterprise Foundation treasures him,\and why they ignore it when he wants to have his way.\By the way, those women are my brother's lovers.\Lovers... Is he really being that bold about it?\They, like Maria, were sent here by the Integrated Enterprise Foundation.\I wouldn't go so far as to call them spies, but...\Maria, too?\Well, my sister-in-law is a genuine airhead, response:	so in her case, ignorance is probably bliss.
context: and why they ignore it when he wants to have his way.\By the way, those women are my brother's lovers.\Lovers... Is he really being that bold about it?\They, like Maria, were sent here by the Integrated Enterprise Foundation.\I wouldn't go so far as to call them spies, but...\Maria, too?\Well, my sister-in-law is a genuine airhead,\so in her case, ignorance is probably bliss. response:	And it's not like I dislike my sister-in-law.
context: By the way, those women are my brother's lovers.\Lovers... Is he really being that bold about it?\They, like Maria, were sent here by the Integrated Enterprise Foundation.\I wouldn't go so far as to call them spies, but...\Maria, too?\Well, my sister-in-law is a genuine airhead,\so in her case, ignorance is probably bliss.\And it's not like I dislike my sister-in-law. response:	As for Claudia,
context: Lovers... Is he really being that bold about it?\They, like Maria, were sent here by the Integrated Enterprise Foundation.\I wouldn't go so far as to call them spies, but...\Maria, too?\Well, my sister-in-law is a genuine airhead,\so in her case, ignorance is probably bliss.\And it's not like I dislike my sister-in-law.\As for Claudia, response:	her father is in charge of this region of the galaxy.
context: They, like Maria, were sent here by the Integrated Enterprise Foundation.\I wouldn't go so far as to call them spies, but...\Maria, too?\Well, my sister-in-law is a genuine airhead,\so in her case, ignorance is probably bliss.\And it's not like I dislike my sister-in-law.\As for Claudia,\her father is in charge of this region of the galaxy. response:	She's visited Lieseltania with her father numerous times since childhood,
context: I wouldn't go so far as to call them spies, but...\Maria, too?\Well, my sister-in-law is a genuine airhead,\so in her case, ignorance is probably bliss.\And it's not like I dislike my sister-in-law.\As for Claudia,\her father is in charge of this region of the galaxy.\She's visited Lieseltania with her father numerous times since childhood, response:	which is why she's friendly with my brother.
context: Maria, too?\Well, my sister-in-law is a genuine airhead,\so in her case, ignorance is probably bliss.\And it's not like I dislike my sister-in-law.\As for Claudia,\her father is in charge of this region of the galaxy.\She's visited Lieseltania with her father numerous times since childhood,\which is why she's friendly with my brother. response:	Is Claudia's dad also an Integrated Enterprise Foundation executive?
context: Well, my sister-in-law is a genuine airhead,\so in her case, ignorance is probably bliss.\And it's not like I dislike my sister-in-law.\As for Claudia,\her father is in charge of this region of the galaxy.\She's visited Lieseltania with her father numerous times since childhood,\which is why she's friendly with my brother.\Is Claudia's dad also an Integrated Enterprise Foundation executive? response:	No, he's more like her mother's personal subordinate.
context: so in her case, ignorance is probably bliss.\And it's not like I dislike my sister-in-law.\As for Claudia,\her father is in charge of this region of the galaxy.\She's visited Lieseltania with her father numerous times since childhood,\which is why she's friendly with my brother.\Is Claudia's dad also an Integrated Enterprise Foundation executive?\No, he's more like her mother's personal subordinate. response:	He probably has no chance of becoming an executive.
context: And it's not like I dislike my sister-in-law.\As for Claudia,\her father is in charge of this region of the galaxy.\She's visited Lieseltania with her father numerous times since childhood,\which is why she's friendly with my brother.\Is Claudia's dad also an Integrated Enterprise Foundation executive?\No, he's more like her mother's personal subordinate.\He probably has no chance of becoming an executive. response:	Why is that?
context: As for Claudia,\her father is in charge of this region of the galaxy.\She's visited Lieseltania with her father numerous times since childhood,\which is why she's friendly with my brother.\Is Claudia's dad also an Integrated Enterprise Foundation executive?\No, he's more like her mother's personal subordinate.\He probably has no chance of becoming an executive.\Why is that? response:	Because he's too human.
context: her father is in charge of this region of the galaxy.\She's visited Lieseltania with her father numerous times since childhood,\which is why she's friendly with my brother.\Is Claudia's dad also an Integrated Enterprise Foundation executive?\No, he's more like her mother's personal subordinate.\He probably has no chance of becoming an executive.\Why is that?\Because he's too human. response:	The only way to become an executive
context: She's visited Lieseltania with her father numerous times since childhood,\which is why she's friendly with my brother.\Is Claudia's dad also an Integrated Enterprise Foundation executive?\No, he's more like her mother's personal subordinate.\He probably has no chance of becoming an executive.\Why is that?\Because he's too human.\The only way to become an executive response:	at the Integrated Enterprise Foundation is to lose your humanity.
context: which is why she's friendly with my brother.\Is Claudia's dad also an Integrated Enterprise Foundation executive?\No, he's more like her mother's personal subordinate.\He probably has no chance of becoming an executive.\Why is that?\Because he's too human.\The only way to become an executive\at the Integrated Enterprise Foundation is to lose your humanity. response:	That's why, for me personally,
context: Is Claudia's dad also an Integrated Enterprise Foundation executive?\No, he's more like her mother's personal subordinate.\He probably has no chance of becoming an executive.\Why is that?\Because he's too human.\The only way to become an executive\at the Integrated Enterprise Foundation is to lose your humanity.\That's why, for me personally, response:	her father had a more favorable impression on me than her mother.
context: No, he's more like her mother's personal subordinate.\He probably has no chance of becoming an executive.\Why is that?\Because he's too human.\The only way to become an executive\at the Integrated Enterprise Foundation is to lose your humanity.\That's why, for me personally,\her father had a more favorable impression on me than her mother. response:	At the very least, I could tell that he cared for his daughter deeply.
context: He probably has no chance of becoming an executive.\Why is that?\Because he's too human.\The only way to become an executive\at the Integrated Enterprise Foundation is to lose your humanity.\That's why, for me personally,\her father had a more favorable impression on me than her mother.\At the very least, I could tell that he cared for his daughter deeply. response:	Julis!
context: Why is that?\Because he's too human.\The only way to become an executive\at the Integrated Enterprise Foundation is to lose your humanity.\That's why, for me personally,\her father had a more favorable impression on me than her mother.\At the very least, I could tell that he cared for his daughter deeply.\Julis! response:	Damn my brother.
context: Because he's too human.\The only way to become an executive\at the Integrated Enterprise Foundation is to lose your humanity.\That's why, for me personally,\her father had a more favorable impression on me than her mother.\At the very least, I could tell that he cared for his daughter deeply.\Julis!\Damn my brother. response:	I don't want to get into another conversation like yesterday, so you...
context: The only way to become an executive\at the Integrated Enterprise Foundation is to lose your humanity.\That's why, for me personally,\her father had a more favorable impression on me than her mother.\At the very least, I could tell that he cared for his daughter deeply.\Julis!\Damn my brother.\I don't want to get into another conversation like yesterday, so you... response:	Right. I'm going to go get some air over there.
context: at the Integrated Enterprise Foundation is to lose your humanity.\That's why, for me personally,\her father had a more favorable impression on me than her mother.\At the very least, I could tell that he cared for his daughter deeply.\Julis!\Damn my brother.\I don't want to get into another conversation like yesterday, so you...\Right. I'm going to go get some air over there. response:	That dress looks divine on you!
context: That's why, for me personally,\her father had a more favorable impression on me than her mother.\At the very least, I could tell that he cared for his daughter deeply.\Julis!\Damn my brother.\I don't want to get into another conversation like yesterday, so you...\Right. I'm going to go get some air over there.\That dress looks divine on you! response:	Uh, right. Uh, right.
context: her father had a more favorable impression on me than her mother.\At the very least, I could tell that he cared for his daughter deeply.\Julis!\Damn my brother.\I don't want to get into another conversation like yesterday, so you...\Right. I'm going to go get some air over there.\That dress looks divine on you!\Uh, right. Uh, right. response:	You fought so magnificently in the Phoenix Festa.
context: At the very least, I could tell that he cared for his daughter deeply.\Julis!\Damn my brother.\I don't want to get into another conversation like yesterday, so you...\Right. I'm going to go get some air over there.\That dress looks divine on you!\Uh, right. Uh, right.\You fought so magnificently in the Phoenix Festa. response:	Th-Thank you very
context: Julis!\Damn my brother.\I don't want to get into another conversation like yesterday, so you...\Right. I'm going to go get some air over there.\That dress looks divine on you!\Uh, right. Uh, right.\You fought so magnificently in the Phoenix Festa.\Th-Thank you very response:	You don't have your sword on you today?
context: Damn my brother.\I don't want to get into another conversation like yesterday, so you...\Right. I'm going to go get some air over there.\That dress looks divine on you!\Uh, right. Uh, right.\You fought so magnificently in the Phoenix Festa.\Th-Thank you very\You don't have your sword on you today? response:	N-No, um...
context: I don't want to get into another conversation like yesterday, so you...\Right. I'm going to go get some air over there.\That dress looks divine on you!\Uh, right. Uh, right.\You fought so magnificently in the Phoenix Festa.\Th-Thank you very\You don't have your sword on you today?\N-No, um... response:	Kirin, do you have a second?
context: Right. I'm going to go get some air over there.\That dress looks divine on you!\Uh, right. Uh, right.\You fought so magnificently in the Phoenix Festa.\Th-Thank you very\You don't have your sword on you today?\N-No, um...\Kirin, do you have a second? response:	Yes! I'm sorry! Please excuse me!
context: That dress looks divine on you!\Uh, right. Uh, right.\You fought so magnificently in the Phoenix Festa.\Th-Thank you very\You don't have your sword on you today?\N-No, um...\Kirin, do you have a second?\Yes! I'm sorry! Please excuse me! response:	Thank you very much, Ayato-senpai.
context: Uh, right. Uh, right.\You fought so magnificently in the Phoenix Festa.\Th-Thank you very\You don't have your sword on you today?\N-No, um...\Kirin, do you have a second?\Yes! I'm sorry! Please excuse me!\Thank you very much, Ayato-senpai. response:	You saved me.
context: You fought so magnificently in the Phoenix Festa.\Th-Thank you very\You don't have your sword on you today?\N-No, um...\Kirin, do you have a second?\Yes! I'm sorry! Please excuse me!\Thank you very much, Ayato-senpai.\You saved me. response:	It's so hard for me to talk to people I don't know.
context: Th-Thank you very\You don't have your sword on you today?\N-No, um...\Kirin, do you have a second?\Yes! I'm sorry! Please excuse me!\Thank you very much, Ayato-senpai.\You saved me.\It's so hard for me to talk to people I don't know. response:	And besides... I'm not pretty like the senpais.
context: You don't have your sword on you today?\N-No, um...\Kirin, do you have a second?\Yes! I'm sorry! Please excuse me!\Thank you very much, Ayato-senpai.\You saved me.\It's so hard for me to talk to people I don't know.\And besides... I'm not pretty like the senpais. response:	I don't think that's true.
context: N-No, um...\Kirin, do you have a second?\Yes! I'm sorry! Please excuse me!\Thank you very much, Ayato-senpai.\You saved me.\It's so hard for me to talk to people I don't know.\And besides... I'm not pretty like the senpais.\I don't think that's true. response:	B-But... A dress like this...
context: Kirin, do you have a second?\Yes! I'm sorry! Please excuse me!\Thank you very much, Ayato-senpai.\You saved me.\It's so hard for me to talk to people I don't know.\And besides... I'm not pretty like the senpais.\I don't think that's true.\B-But... A dress like this... response:	It just doesn't fit a child like me.
context: Yes! I'm sorry! Please excuse me!\Thank you very much, Ayato-senpai.\You saved me.\It's so hard for me to talk to people I don't know.\And besides... I'm not pretty like the senpais.\I don't think that's true.\B-But... A dress like this...\It just doesn't fit a child like me. response:	Like I said before, you look great in that dress.
context: Thank you very much, Ayato-senpai.\You saved me.\It's so hard for me to talk to people I don't know.\And besides... I'm not pretty like the senpais.\I don't think that's true.\B-But... A dress like this...\It just doesn't fit a child like me.\Like I said before, you look great in that dress. response:	Really grown-up and beautiful.
context: You saved me.\It's so hard for me to talk to people I don't know.\And besides... I'm not pretty like the senpais.\I don't think that's true.\B-But... A dress like this...\It just doesn't fit a child like me.\Like I said before, you look great in that dress.\Really grown-up and beautiful. response:	Right! Th-Thank you... very much.
context: It's so hard for me to talk to people I don't know.\And besides... I'm not pretty like the senpais.\I don't think that's true.\B-But... A dress like this...\It just doesn't fit a child like me.\Like I said before, you look great in that dress.\Really grown-up and beautiful.\Right! Th-Thank you... very much. response:	R-Right! See you later!
context: And besides... I'm not pretty like the senpais.\I don't think that's true.\B-But... A dress like this...\It just doesn't fit a child like me.\Like I said before, you look great in that dress.\Really grown-up and beautiful.\Right! Th-Thank you... very much.\R-Right! See you later! response:	U-Um...
context: I don't think that's true.\B-But... A dress like this...\It just doesn't fit a child like me.\Like I said before, you look great in that dress.\Really grown-up and beautiful.\Right! Th-Thank you... very much.\R-Right! See you later!\U-Um... response:	I have a favor to ask of you. Do you mind?
context: B-But... A dress like this...\It just doesn't fit a child like me.\Like I said before, you look great in that dress.\Really grown-up and beautiful.\Right! Th-Thank you... very much.\R-Right! See you later!\U-Um...\I have a favor to ask of you. Do you mind? response:	A favor?
context: It just doesn't fit a child like me.\Like I said before, you look great in that dress.\Really grown-up and beautiful.\Right! Th-Thank you... very much.\R-Right! See you later!\U-Um...\I have a favor to ask of you. Do you mind?\A favor? response:	U-Um... I'd like to link arms with you, too, Ayato-senpai.
context: Like I said before, you look great in that dress.\Really grown-up and beautiful.\Right! Th-Thank you... very much.\R-Right! See you later!\U-Um...\I have a favor to ask of you. Do you mind?\A favor?\U-Um... I'd like to link arms with you, too, Ayato-senpai. response:	Wh-When you did it with Julis-senpai earlier, it looked so lovely...
context: Really grown-up and beautiful.\Right! Th-Thank you... very much.\R-Right! See you later!\U-Um...\I have a favor to ask of you. Do you mind?\A favor?\U-Um... I'd like to link arms with you, too, Ayato-senpai.\Wh-When you did it with Julis-senpai earlier, it looked so lovely... response:	I guess I don't mind.
context: Right! Th-Thank you... very much.\R-Right! See you later!\U-Um...\I have a favor to ask of you. Do you mind?\A favor?\U-Um... I'd like to link arms with you, too, Ayato-senpai.\Wh-When you did it with Julis-senpai earlier, it looked so lovely...\I guess I don't mind. response:	But I don't know if I can be a proper escort.
context: R-Right! See you later!\U-Um...\I have a favor to ask of you. Do you mind?\A favor?\U-Um... I'd like to link arms with you, too, Ayato-senpai.\Wh-When you did it with Julis-senpai earlier, it looked so lovely...\I guess I don't mind.\But I don't know if I can be a proper escort. response:	Th-That's fine! If you could just do that for me, I'd be so...
context: U-Um...\I have a favor to ask of you. Do you mind?\A favor?\U-Um... I'd like to link arms with you, too, Ayato-senpai.\Wh-When you did it with Julis-senpai earlier, it looked so lovely...\I guess I don't mind.\But I don't know if I can be a proper escort.\Th-That's fine! If you could just do that for me, I'd be so... response:	In that case,
context: I have a favor to ask of you. Do you mind?\A favor?\U-Um... I'd like to link arms with you, too, Ayato-senpai.\Wh-When you did it with Julis-senpai earlier, it looked so lovely...\I guess I don't mind.\But I don't know if I can be a proper escort.\Th-That's fine! If you could just do that for me, I'd be so...\In that case, response:	here.
context: A favor?\U-Um... I'd like to link arms with you, too, Ayato-senpai.\Wh-When you did it with Julis-senpai earlier, it looked so lovely...\I guess I don't mind.\But I don't know if I can be a proper escort.\Th-That's fine! If you could just do that for me, I'd be so...\In that case,\here. response:	Uh, Kirin?
context: U-Um... I'd like to link arms with you, too, Ayato-senpai.\Wh-When you did it with Julis-senpai earlier, it looked so lovely...\I guess I don't mind.\But I don't know if I can be a proper escort.\Th-That's fine! If you could just do that for me, I'd be so...\In that case,\here.\Uh, Kirin? response:	I don't think we should be this close together.
context: Wh-When you did it with Julis-senpai earlier, it looked so lovely...\I guess I don't mind.\But I don't know if I can be a proper escort.\Th-That's fine! If you could just do that for me, I'd be so...\In that case,\here.\Uh, Kirin?\I don't think we should be this close together. response:	I-I'm so sorry!
context: I guess I don't mind.\But I don't know if I can be a proper escort.\Th-That's fine! If you could just do that for me, I'd be so...\In that case,\here.\Uh, Kirin?\I don't think we should be this close together.\I-I'm so sorry! response:	No fair, having him all to yourself.
context: But I don't know if I can be a proper escort.\Th-That's fine! If you could just do that for me, I'd be so...\In that case,\here.\Uh, Kirin?\I don't think we should be this close together.\I-I'm so sorry!\No fair, having him all to yourself. response:	S-Saya! What's up with that all of a sudden?
context: Th-That's fine! If you could just do that for me, I'd be so...\In that case,\here.\Uh, Kirin?\I don't think we should be this close together.\I-I'm so sorry!\No fair, having him all to yourself.\S-Saya! What's up with that all of a sudden? response:	I want to link arms with you, too.
context: In that case,\here.\Uh, Kirin?\I don't think we should be this close together.\I-I'm so sorry!\No fair, having him all to yourself.\S-Saya! What's up with that all of a sudden?\I want to link arms with you, too. response:	Now that's what you call a pretty girl on each arm!
context: here.\Uh, Kirin?\I don't think we should be this close together.\I-I'm so sorry!\No fair, having him all to yourself.\S-Saya! What's up with that all of a sudden?\I want to link arms with you, too.\Now that's what you call a pretty girl on each arm! response:	I must say, I do like to see that kind of spirit!
context: Uh, Kirin?\I don't think we should be this close together.\I-I'm so sorry!\No fair, having him all to yourself.\S-Saya! What's up with that all of a sudden?\I want to link arms with you, too.\Now that's what you call a pretty girl on each arm!\I must say, I do like to see that kind of spirit! response:	Just what you'd expect of someone who made his mark in the Phoenix Festa!
context: I don't think we should be this close together.\I-I'm so sorry!\No fair, having him all to yourself.\S-Saya! What's up with that all of a sudden?\I want to link arms with you, too.\Now that's what you call a pretty girl on each arm!\I must say, I do like to see that kind of spirit!\Just what you'd expect of someone who made his mark in the Phoenix Festa! response:	Right. Thank you very much.
context: I-I'm so sorry!\No fair, having him all to yourself.\S-Saya! What's up with that all of a sudden?\I want to link arms with you, too.\Now that's what you call a pretty girl on each arm!\I must say, I do like to see that kind of spirit!\Just what you'd expect of someone who made his mark in the Phoenix Festa!\Right. Thank you very much. response:	By the way, are you planning to take part in the next Gryps Festa, as well?
context: No fair, having him all to yourself.\S-Saya! What's up with that all of a sudden?\I want to link arms with you, too.\Now that's what you call a pretty girl on each arm!\I must say, I do like to see that kind of spirit!\Just what you'd expect of someone who made his mark in the Phoenix Festa!\Right. Thank you very much.\By the way, are you planning to take part in the next Gryps Festa, as well? response:	Rumor has it that you'll be joining Ms. Enfield's team.
context: S-Saya! What's up with that all of a sudden?\I want to link arms with you, too.\Now that's what you call a pretty girl on each arm!\I must say, I do like to see that kind of spirit!\Just what you'd expect of someone who made his mark in the Phoenix Festa!\Right. Thank you very much.\By the way, are you planning to take part in the next Gryps Festa, as well?\Rumor has it that you'll be joining Ms. Enfield's team. response:	Well, I haven't quite decided yet.
context: I want to link arms with you, too.\Now that's what you call a pretty girl on each arm!\I must say, I do like to see that kind of spirit!\Just what you'd expect of someone who made his mark in the Phoenix Festa!\Right. Thank you very much.\By the way, are you planning to take part in the next Gryps Festa, as well?\Rumor has it that you'll be joining Ms. Enfield's team.\Well, I haven't quite decided yet. response:	Is that right?
context: Now that's what you call a pretty girl on each arm!\I must say, I do like to see that kind of spirit!\Just what you'd expect of someone who made his mark in the Phoenix Festa!\Right. Thank you very much.\By the way, are you planning to take part in the next Gryps Festa, as well?\Rumor has it that you'll be joining Ms. Enfield's team.\Well, I haven't quite decided yet.\Is that right? response:	In that case...
context: I must say, I do like to see that kind of spirit!\Just what you'd expect of someone who made his mark in the Phoenix Festa!\Right. Thank you very much.\By the way, are you planning to take part in the next Gryps Festa, as well?\Rumor has it that you'll be joining Ms. Enfield's team.\Well, I haven't quite decided yet.\Is that right?\In that case... response:	I believe it would be in your best interests not to join her team.
context: Just what you'd expect of someone who made his mark in the Phoenix Festa!\Right. Thank you very much.\By the way, are you planning to take part in the next Gryps Festa, as well?\Rumor has it that you'll be joining Ms. Enfield's team.\Well, I haven't quite decided yet.\Is that right?\In that case...\I believe it would be in your best interests not to join her team. response:	What do you mean by that?
context: Right. Thank you very much.\By the way, are you planning to take part in the next Gryps Festa, as well?\Rumor has it that you'll be joining Ms. Enfield's team.\Well, I haven't quite decided yet.\Is that right?\In that case...\I believe it would be in your best interests not to join her team.\What do you mean by that? response:	What? Just what I said.
context: By the way, are you planning to take part in the next Gryps Festa, as well?\Rumor has it that you'll be joining Ms. Enfield's team.\Well, I haven't quite decided yet.\Is that right?\In that case...\I believe it would be in your best interests not to join her team.\What do you mean by that?\What? Just what I said. response:	It wouldn't bode well for a certain someone,
context: Rumor has it that you'll be joining Ms. Enfield's team.\Well, I haven't quite decided yet.\Is that right?\In that case...\I believe it would be in your best interests not to join her team.\What do you mean by that?\What? Just what I said.\It wouldn't bode well for a certain someone, response:	should you join Ms. Enfield's team.
context: Well, I haven't quite decided yet.\Is that right?\In that case...\I believe it would be in your best interests not to join her team.\What do you mean by that?\What? Just what I said.\It wouldn't bode well for a certain someone,\should you join Ms. Enfield's team. response:	My job is to find a way to somehow stop you.
context: Is that right?\In that case...\I believe it would be in your best interests not to join her team.\What do you mean by that?\What? Just what I said.\It wouldn't bode well for a certain someone,\should you join Ms. Enfield's team.\My job is to find a way to somehow stop you. response:	And so I've come to make that request.
context: In that case...\I believe it would be in your best interests not to join her team.\What do you mean by that?\What? Just what I said.\It wouldn't bode well for a certain someone,\should you join Ms. Enfield's team.\My job is to find a way to somehow stop you.\And so I've come to make that request. response:	And if I refuse?
context: I believe it would be in your best interests not to join her team.\What do you mean by that?\What? Just what I said.\It wouldn't bode well for a certain someone,\should you join Ms. Enfield's team.\My job is to find a way to somehow stop you.\And so I've come to make that request.\And if I refuse? response:	That would be extremely unfortunate.
context: What do you mean by that?\What? Just what I said.\It wouldn't bode well for a certain someone,\should you join Ms. Enfield's team.\My job is to find a way to somehow stop you.\And so I've come to make that request.\And if I refuse?\That would be extremely unfortunate. response:	Having to dispatch an innocent youth would pain my heart.
context: What? Just what I said.\It wouldn't bode well for a certain someone,\should you join Ms. Enfield's team.\My job is to find a way to somehow stop you.\And so I've come to make that request.\And if I refuse?\That would be extremely unfortunate.\Having to dispatch an innocent youth would pain my heart. response:	And so... that job shall go to this child.
context: It wouldn't bode well for a certain someone,\should you join Ms. Enfield's team.\My job is to find a way to somehow stop you.\And so I've come to make that request.\And if I refuse?\That would be extremely unfortunate.\Having to dispatch an innocent youth would pain my heart.\And so... that job shall go to this child. response:	Now then, please excuse me.
context: should you join Ms. Enfield's team.\My job is to find a way to somehow stop you.\And so I've come to make that request.\And if I refuse?\That would be extremely unfortunate.\Having to dispatch an innocent youth would pain my heart.\And so... that job shall go to this child.\Now then, please excuse me. response:	Come back here!
context: My job is to find a way to somehow stop you.\And so I've come to make that request.\And if I refuse?\That would be extremely unfortunate.\Having to dispatch an innocent youth would pain my heart.\And so... that job shall go to this child.\Now then, please excuse me.\Come back here! response:	Kirin!
context: And so I've come to make that request.\And if I refuse?\That would be extremely unfortunate.\Having to dispatch an innocent youth would pain my heart.\And so... that job shall go to this child.\Now then, please excuse me.\Come back here!\Kirin! response:	38-type Lux grenade launcher...
context: And if I refuse?\That would be extremely unfortunate.\Having to dispatch an innocent youth would pain my heart.\And so... that job shall go to this child.\Now then, please excuse me.\Come back here!\Kirin!\38-type Lux grenade launcher... response:	Hernekraume.
context: That would be extremely unfortunate.\Having to dispatch an innocent youth would pain my heart.\And so... that job shall go to this child.\Now then, please excuse me.\Come back here!\Kirin!\38-type Lux grenade launcher...\Hernekraume. response:	Burst.
context: Having to dispatch an innocent youth would pain my heart.\And so... that job shall go to this child.\Now then, please excuse me.\Come back here!\Kirin!\38-type Lux grenade launcher...\Hernekraume.\Burst. response:	Didn't I tell you?
context: And so... that job shall go to this child.\Now then, please excuse me.\Come back here!\Kirin!\38-type Lux grenade launcher...\Hernekraume.\Burst.\Didn't I tell you? response:	That I'd come to your aid, Ayato.
context: Now then, please excuse me.\Come back here!\Kirin!\38-type Lux grenade launcher...\Hernekraume.\Burst.\Didn't I tell you?\That I'd come to your aid, Ayato. response:	Saya...
context: Come back here!\Kirin!\38-type Lux grenade launcher...\Hernekraume.\Burst.\Didn't I tell you?\That I'd come to your aid, Ayato.\Saya... response:	What's going on here?
context: Kirin!\38-type Lux grenade launcher...\Hernekraume.\Burst.\Didn't I tell you?\That I'd come to your aid, Ayato.\Saya...\What's going on here? response:	Kirin, you stay here.
context: 38-type Lux grenade launcher...\Hernekraume.\Burst.\Didn't I tell you?\That I'd come to your aid, Ayato.\Saya...\What's going on here?\Kirin, you stay here. response:	A-All right!
context: Hernekraume.\Burst.\Didn't I tell you?\That I'd come to your aid, Ayato.\Saya...\What's going on here?\Kirin, you stay here.\A-All right! response:	Ayato!
context: Burst.\Didn't I tell you?\That I'd come to your aid, Ayato.\Saya...\What's going on here?\Kirin, you stay here.\A-All right!\Ayato! response:	Ayato-senpai!
context: Didn't I tell you?\That I'd come to your aid, Ayato.\Saya...\What's going on here?\Kirin, you stay here.\A-All right!\Ayato!\Ayato-senpai! response:	Amagiri Shinmei Style Grappling Skill...
context: That I'd come to your aid, Ayato.\Saya...\What's going on here?\Kirin, you stay here.\A-All right!\Ayato!\Ayato-senpai!\Amagiri Shinmei Style Grappling Skill... response:	Coffin Feather Drill!
context: Saya...\What's going on here?\Kirin, you stay here.\A-All right!\Ayato!\Ayato-senpai!\Amagiri Shinmei Style Grappling Skill...\Coffin Feather Drill! response:	Amagiri Shinmei Style...
context: What's going on here?\Kirin, you stay here.\A-All right!\Ayato!\Ayato-senpai!\Amagiri Shinmei Style Grappling Skill...\Coffin Feather Drill!\Amagiri Shinmei Style... response:	Unbreakable Thunder!
context: Kirin, you stay here.\A-All right!\Ayato!\Ayato-senpai!\Amagiri Shinmei Style Grappling Skill...\Coffin Feather Drill!\Amagiri Shinmei Style...\Unbreakable Thunder! response:	Saya! Julis!
context: A-All right!\Ayato!\Ayato-senpai!\Amagiri Shinmei Style Grappling Skill...\Coffin Feather Drill!\Amagiri Shinmei Style...\Unbreakable Thunder!\Saya! Julis! response:	- Leave it to us! - Roger that.
context: Ayato!\Ayato-senpai!\Amagiri Shinmei Style Grappling Skill...\Coffin Feather Drill!\Amagiri Shinmei Style...\Unbreakable Thunder!\Saya! Julis!\- Leave it to us! - Roger that. response:	Burst into bloom...
context: Ayato-senpai!\Amagiri Shinmei Style Grappling Skill...\Coffin Feather Drill!\Amagiri Shinmei Style...\Unbreakable Thunder!\Saya! Julis!\- Leave it to us! - Roger that.\Burst into bloom... response:	Hernekraume!
