context: My name is Gouda Takeo. response:	I may not look like it, but I'm a first-year in high school.
context: Now that he had human friends, the Red Ogre led a happy life.\But one day, he became worried about the Blue Ogre, who'd stopped coming by,\and he went to see him.\The Red Ogre crossed entire mountains and valleys to reach the Blue Ogre's home.\But there,\he found that the Blue Ogre had left on a journey,\leaving behind a letter to the Red Ogre.\The letter said, response:	You finally became friends with humans.
context: But one day, he became worried about the Blue Ogre, who'd stopped coming by,\and he went to see him.\The Red Ogre crossed entire mountains and valleys to reach the Blue Ogre's home.\But there,\he found that the Blue Ogre had left on a journey,\leaving behind a letter to the Red Ogre.\The letter said,\You finally became friends with humans. response:	If you're friendly to me,
context: and he went to see him.\The Red Ogre crossed entire mountains and valleys to reach the Blue Ogre's home.\But there,\he found that the Blue Ogre had left on a journey,\leaving behind a letter to the Red Ogre.\The letter said,\You finally became friends with humans.\If you're friendly to me, response:	they'll just come to mistrust you.
context: The Red Ogre crossed entire mountains and valleys to reach the Blue Ogre's home.\But there,\he found that the Blue Ogre had left on a journey,\leaving behind a letter to the Red Ogre.\The letter said,\You finally became friends with humans.\If you're friendly to me,\they'll just come to mistrust you. response:	The Blue Ogre had left the Red Ogre without saying anything.
context: But there,\he found that the Blue Ogre had left on a journey,\leaving behind a letter to the Red Ogre.\The letter said,\You finally became friends with humans.\If you're friendly to me,\they'll just come to mistrust you.\The Blue Ogre had left the Red Ogre without saying anything. response:	That's so sad.
context: he found that the Blue Ogre had left on a journey,\leaving behind a letter to the Red Ogre.\The letter said,\You finally became friends with humans.\If you're friendly to me,\they'll just come to mistrust you.\The Blue Ogre had left the Red Ogre without saying anything.\That's so sad. response:	Right?
context: leaving behind a letter to the Red Ogre.\The letter said,\You finally became friends with humans.\If you're friendly to me,\they'll just come to mistrust you.\The Blue Ogre had left the Red Ogre without saying anything.\That's so sad.\Right? response:	Isn't it awesome?
context: The letter said,\You finally became friends with humans.\If you're friendly to me,\they'll just come to mistrust you.\The Blue Ogre had left the Red Ogre without saying anything.\That's so sad.\Right?\Isn't it awesome? response:	The Blue Ogre's such a great guy!
context: You finally became friends with humans.\If you're friendly to me,\they'll just come to mistrust you.\The Blue Ogre had left the Red Ogre without saying anything.\That's so sad.\Right?\Isn't it awesome?\The Blue Ogre's such a great guy! response:	Yeah.
context: If you're friendly to me,\they'll just come to mistrust you.\The Blue Ogre had left the Red Ogre without saying anything.\That's so sad.\Right?\Isn't it awesome?\The Blue Ogre's such a great guy!\Yeah. response:	I don't think I could go that far, even for a friend.
context: they'll just come to mistrust you.\The Blue Ogre had left the Red Ogre without saying anything.\That's so sad.\Right?\Isn't it awesome?\The Blue Ogre's such a great guy!\Yeah.\I don't think I could go that far, even for a friend. response:	Right?
context: The Blue Ogre had left the Red Ogre without saying anything.\That's so sad.\Right?\Isn't it awesome?\The Blue Ogre's such a great guy!\Yeah.\I don't think I could go that far, even for a friend.\Right? response:	The Blue Ogre's way too nice!
context: That's so sad.\Right?\Isn't it awesome?\The Blue Ogre's such a great guy!\Yeah.\I don't think I could go that far, even for a friend.\Right?\The Blue Ogre's way too nice! response:	Yeah!
context: Right?\Isn't it awesome?\The Blue Ogre's such a great guy!\Yeah.\I don't think I could go that far, even for a friend.\Right?\The Blue Ogre's way too nice!\Yeah! response:	He's got way too much integrity!
context: Isn't it awesome?\The Blue Ogre's such a great guy!\Yeah.\I don't think I could go that far, even for a friend.\Right?\The Blue Ogre's way too nice!\Yeah!\He's got way too much integrity! response:	Yeah!
context: The Blue Ogre's such a great guy!\Yeah.\I don't think I could go that far, even for a friend.\Right?\The Blue Ogre's way too nice!\Yeah!\He's got way too much integrity!\Yeah! response:	Suna's awesome!
context: Yeah.\I don't think I could go that far, even for a friend.\Right?\The Blue Ogre's way too nice!\Yeah!\He's got way too much integrity!\Yeah!\Suna's awesome! response:	Yeah!
context: I don't think I could go that far, even for a friend.\Right?\The Blue Ogre's way too nice!\Yeah!\He's got way too much integrity!\Yeah!\Suna's awesome!\Yeah! response:	Yeah! Yeah!
context: Right?\The Blue Ogre's way too nice!\Yeah!\He's got way too much integrity!\Yeah!\Suna's awesome!\Yeah!\Yeah! Yeah! response:	I don't know about that.
context: The Blue Ogre's way too nice!\Yeah!\He's got way too much integrity!\Yeah!\Suna's awesome!\Yeah!\Yeah! Yeah!\I don't know about that. response:	Isn't that normal?
context: Yeah!\He's got way too much integrity!\Yeah!\Suna's awesome!\Yeah!\Yeah! Yeah!\I don't know about that.\Isn't that normal? response:	I mean, they were friends, right?
context: He's got way too much integrity!\Yeah!\Suna's awesome!\Yeah!\Yeah! Yeah!\I don't know about that.\Isn't that normal?\I mean, they were friends, right? response:	Who wouldn't want their friends to be happy?
context: Yeah!\Suna's awesome!\Yeah!\Yeah! Yeah!\I don't know about that.\Isn't that normal?\I mean, they were friends, right?\Who wouldn't want their friends to be happy? response:	That's just normal, man.
context: Suna's awesome!\Yeah!\Yeah! Yeah!\I don't know about that.\Isn't that normal?\I mean, they were friends, right?\Who wouldn't want their friends to be happy?\That's just normal, man. response:	It's nothing amazing.
context: Yeah!\Yeah! Yeah!\I don't know about that.\Isn't that normal?\I mean, they were friends, right?\Who wouldn't want their friends to be happy?\That's just normal, man.\It's nothing amazing. response:	Suna's...
context: Yeah! Yeah!\I don't know about that.\Isn't that normal?\I mean, they were friends, right?\Who wouldn't want their friends to be happy?\That's just normal, man.\It's nothing amazing.\Suna's... response:	Suna!
context: I don't know about that.\Isn't that normal?\I mean, they were friends, right?\Who wouldn't want their friends to be happy?\That's just normal, man.\It's nothing amazing.\Suna's...\Suna! response:	Suna might have always been keeping an eye out for me.
context: Isn't that normal?\I mean, they were friends, right?\Who wouldn't want their friends to be happy?\That's just normal, man.\It's nothing amazing.\Suna's...\Suna!\Suna might have always been keeping an eye out for me. response:	Takeo... can't breathe...
context: I mean, they were friends, right?\Who wouldn't want their friends to be happy?\That's just normal, man.\It's nothing amazing.\Suna's...\Suna!\Suna might have always been keeping an eye out for me.\Takeo... can't breathe... response:	Always...
context: Who wouldn't want their friends to be happy?\That's just normal, man.\It's nothing amazing.\Suna's...\Suna!\Suna might have always been keeping an eye out for me.\Takeo... can't breathe...\Always... response:	Since long ago.
context: That's just normal, man.\It's nothing amazing.\Suna's...\Suna!\Suna might have always been keeping an eye out for me.\Takeo... can't breathe...\Always...\Since long ago. response:	It's so nice. It's a bromance.
context: It's nothing amazing.\Suna's...\Suna!\Suna might have always been keeping an eye out for me.\Takeo... can't breathe...\Always...\Since long ago.\It's so nice. It's a bromance. response:	Bromance, huh?
context: Suna's...\Suna!\Suna might have always been keeping an eye out for me.\Takeo... can't breathe...\Always...\Since long ago.\It's so nice. It's a bromance.\Bromance, huh? response:	You're right about that.
context: Suna!\Suna might have always been keeping an eye out for me.\Takeo... can't breathe...\Always...\Since long ago.\It's so nice. It's a bromance.\Bromance, huh?\You're right about that. response:	I got asked a lot why we're even friends,
context: Suna might have always been keeping an eye out for me.\Takeo... can't breathe...\Always...\Since long ago.\It's so nice. It's a bromance.\Bromance, huh?\You're right about that.\I got asked a lot why we're even friends, response:	but I guess it wasn't only because we were neighbors.
context: Takeo... can't breathe...\Always...\Since long ago.\It's so nice. It's a bromance.\Bromance, huh?\You're right about that.\I got asked a lot why we're even friends,\but I guess it wasn't only because we were neighbors. response:	It's great!
context: Always...\Since long ago.\It's so nice. It's a bromance.\Bromance, huh?\You're right about that.\I got asked a lot why we're even friends,\but I guess it wasn't only because we were neighbors.\It's great! response:	This one's another winner!
context: Since long ago.\It's so nice. It's a bromance.\Bromance, huh?\You're right about that.\I got asked a lot why we're even friends,\but I guess it wasn't only because we were neighbors.\It's great!\This one's another winner! response:	I'm glad to hear that.
context: It's so nice. It's a bromance.\Bromance, huh?\You're right about that.\I got asked a lot why we're even friends,\but I guess it wasn't only because we were neighbors.\It's great!\This one's another winner!\I'm glad to hear that. response:	Here, have some tea.
context: Bromance, huh?\You're right about that.\I got asked a lot why we're even friends,\but I guess it wasn't only because we were neighbors.\It's great!\This one's another winner!\I'm glad to hear that.\Here, have some tea. response:	What kind is this?
context: You're right about that.\I got asked a lot why we're even friends,\but I guess it wasn't only because we were neighbors.\It's great!\This one's another winner!\I'm glad to hear that.\Here, have some tea.\What kind is this? response:	Um...
context: I got asked a lot why we're even friends,\but I guess it wasn't only because we were neighbors.\It's great!\This one's another winner!\I'm glad to hear that.\Here, have some tea.\What kind is this?\Um... response:	They're madelines.
context: but I guess it wasn't only because we were neighbors.\It's great!\This one's another winner!\I'm glad to hear that.\Here, have some tea.\What kind is this?\Um...\They're madelines. response:	Oh, madelines?
context: It's great!\This one's another winner!\I'm glad to hear that.\Here, have some tea.\What kind is this?\Um...\They're madelines.\Oh, madelines? response:	Takeo, Age 5
context: This one's another winner!\I'm glad to hear that.\Here, have some tea.\What kind is this?\Um...\They're madelines.\Oh, madelines?\Takeo, Age 5 response:	Let's go to the park!
context: I'm glad to hear that.\Here, have some tea.\What kind is this?\Um...\They're madelines.\Oh, madelines?\Takeo, Age 5\Let's go to the park! response:	Okay, I guess.
context: Here, have some tea.\What kind is this?\Um...\They're madelines.\Oh, madelines?\Takeo, Age 5\Let's go to the park!\Okay, I guess. response:	Yahoo!
context: What kind is this?\Um...\They're madelines.\Oh, madelines?\Takeo, Age 5\Let's go to the park!\Okay, I guess.\Yahoo! response:	Suna, look!
context: Um...\They're madelines.\Oh, madelines?\Takeo, Age 5\Let's go to the park!\Okay, I guess.\Yahoo!\Suna, look! response:	Transfo
context: They're madelines.\Oh, madelines?\Takeo, Age 5\Let's go to the park!\Okay, I guess.\Yahoo!\Suna, look!\Transfo response:	Did you see my mad skills just now?
context: Oh, madelines?\Takeo, Age 5\Let's go to the park!\Okay, I guess.\Yahoo!\Suna, look!\Transfo\Did you see my mad skills just now? response:	Achoo!
context: Takeo, Age 5\Let's go to the park!\Okay, I guess.\Yahoo!\Suna, look!\Transfo\Did you see my mad skills just now?\Achoo! response:	I wouldn't call those mad skills...
context: Let's go to the park!\Okay, I guess.\Yahoo!\Suna, look!\Transfo\Did you see my mad skills just now?\Achoo!\I wouldn't call those mad skills... response:	Orya!
context: Okay, I guess.\Yahoo!\Suna, look!\Transfo\Did you see my mad skills just now?\Achoo!\I wouldn't call those mad skills...\Orya! response:	Takeo, Age 10
context: Yahoo!\Suna, look!\Transfo\Did you see my mad skills just now?\Achoo!\I wouldn't call those mad skills...\Orya!\Takeo, Age 10 response:	Why is it that...
context: Suna, look!\Transfo\Did you see my mad skills just now?\Achoo!\I wouldn't call those mad skills...\Orya!\Takeo, Age 10\Why is it that... response:	Why do I always fall into this hole?
context: Transfo\Did you see my mad skills just now?\Achoo!\I wouldn't call those mad skills...\Orya!\Takeo, Age 10\Why is it that...\Why do I always fall into this hole? response:	Maybe because you aren't jumping over it?
context: Did you see my mad skills just now?\Achoo!\I wouldn't call those mad skills...\Orya!\Takeo, Age 10\Why is it that...\Why do I always fall into this hole?\Maybe because you aren't jumping over it? response:	You know, Takeo's always up close and personal.
context: Achoo!\I wouldn't call those mad skills...\Orya!\Takeo, Age 10\Why is it that...\Why do I always fall into this hole?\Maybe because you aren't jumping over it?\You know, Takeo's always up close and personal. response:	Sunakawa Ai (Junior High School Student)
context: I wouldn't call those mad skills...\Orya!\Takeo, Age 10\Why is it that...\Why do I always fall into this hole?\Maybe because you aren't jumping over it?\You know, Takeo's always up close and personal.\Sunakawa Ai (Junior High School Student) response:	Talk
context: Orya!\Takeo, Age 10\Why is it that...\Why do I always fall into this hole?\Maybe because you aren't jumping over it?\You know, Takeo's always up close and personal.\Sunakawa Ai (Junior High School Student)\Talk response:	Volume Brightness
context: Takeo, Age 10\Why is it that...\Why do I always fall into this hole?\Maybe because you aren't jumping over it?\You know, Takeo's always up close and personal.\Sunakawa Ai (Junior High School Student)\Talk\Volume Brightness response:	Step back.
context: Why is it that...\Why do I always fall into this hole?\Maybe because you aren't jumping over it?\You know, Takeo's always up close and personal.\Sunakawa Ai (Junior High School Student)\Talk\Volume Brightness\Step back. response:	Oh, right.
context: Why do I always fall into this hole?\Maybe because you aren't jumping over it?\You know, Takeo's always up close and personal.\Sunakawa Ai (Junior High School Student)\Talk\Volume Brightness\Step back.\Oh, right. response:	What, did something funny happen?
context: Maybe because you aren't jumping over it?\You know, Takeo's always up close and personal.\Sunakawa Ai (Junior High School Student)\Talk\Volume Brightness\Step back.\Oh, right.\What, did something funny happen? response:	No, it's nothing...
context: You know, Takeo's always up close and personal.\Sunakawa Ai (Junior High School Student)\Talk\Volume Brightness\Step back.\Oh, right.\What, did something funny happen?\No, it's nothing... response:	Bathroom break!
context: Sunakawa Ai (Junior High School Student)\Talk\Volume Brightness\Step back.\Oh, right.\What, did something funny happen?\No, it's nothing...\Bathroom break! response:	Okay.
context: Talk\Volume Brightness\Step back.\Oh, right.\What, did something funny happen?\No, it's nothing...\Bathroom break!\Okay. response:	Sometimes, Takeo-kun's so up close and personal, I don't know what to do.
context: Volume Brightness\Step back.\Oh, right.\What, did something funny happen?\No, it's nothing...\Bathroom break!\Okay.\Sometimes, Takeo-kun's so up close and personal, I don't know what to do. response:	It makes my heart skip a beat, you know?
context: Step back.\Oh, right.\What, did something funny happen?\No, it's nothing...\Bathroom break!\Okay.\Sometimes, Takeo-kun's so up close and personal, I don't know what to do.\It makes my heart skip a beat, you know? response:	Yeah, I don't know what to do, either.
context: Oh, right.\What, did something funny happen?\No, it's nothing...\Bathroom break!\Okay.\Sometimes, Takeo-kun's so up close and personal, I don't know what to do.\It makes my heart skip a beat, you know?\Yeah, I don't know what to do, either. response:	Because it's so friggin' hilarious.
context: What, did something funny happen?\No, it's nothing...\Bathroom break!\Okay.\Sometimes, Takeo-kun's so up close and personal, I don't know what to do.\It makes my heart skip a beat, you know?\Yeah, I don't know what to do, either.\Because it's so friggin' hilarious. response:	Huh?
context: No, it's nothing...\Bathroom break!\Okay.\Sometimes, Takeo-kun's so up close and personal, I don't know what to do.\It makes my heart skip a beat, you know?\Yeah, I don't know what to do, either.\Because it's so friggin' hilarious.\Huh? response:	What's the matter?
context: Bathroom break!\Okay.\Sometimes, Takeo-kun's so up close and personal, I don't know what to do.\It makes my heart skip a beat, you know?\Yeah, I don't know what to do, either.\Because it's so friggin' hilarious.\Huh?\What's the matter? response:	It's nothing.
context: Okay.\Sometimes, Takeo-kun's so up close and personal, I don't know what to do.\It makes my heart skip a beat, you know?\Yeah, I don't know what to do, either.\Because it's so friggin' hilarious.\Huh?\What's the matter?\It's nothing. response:	My Boyfriend
context: Sometimes, Takeo-kun's so up close and personal, I don't know what to do.\It makes my heart skip a beat, you know?\Yeah, I don't know what to do, either.\Because it's so friggin' hilarious.\Huh?\What's the matter?\It's nothing.\My Boyfriend response:	Next time: My Boyfriend.
