context: I'll come to see you, Yurikano... response:	Time for some answers!
context: Huh?\I've done a lot of things to you, without thinking about your feelings.\Don't...\You have a great opportunity to learn from this planet.\Make the best of it by enjoying it as much as you can.\Big Brother...\All I ask is that you earn outstanding grades befitting a royal family member.\I will! response:	You've made fine friends.
context: I've done a lot of things to you, without thinking about your feelings.\Don't...\You have a great opportunity to learn from this planet.\Make the best of it by enjoying it as much as you can.\Big Brother...\All I ask is that you earn outstanding grades befitting a royal family member.\I will!\You've made fine friends. response:	Yes, you're right...
context: Don't...\You have a great opportunity to learn from this planet.\Make the best of it by enjoying it as much as you can.\Big Brother...\All I ask is that you earn outstanding grades befitting a royal family member.\I will!\You've made fine friends.\Yes, you're right... response:	Brother.
context: You have a great opportunity to learn from this planet.\Make the best of it by enjoying it as much as you can.\Big Brother...\All I ask is that you earn outstanding grades befitting a royal family member.\I will!\You've made fine friends.\Yes, you're right...\Brother. response:	Oh?
context: Make the best of it by enjoying it as much as you can.\Big Brother...\All I ask is that you earn outstanding grades befitting a royal family member.\I will!\You've made fine friends.\Yes, you're right...\Brother.\Oh? response:	You're back to calling me that again?
context: Big Brother...\All I ask is that you earn outstanding grades befitting a royal family member.\I will!\You've made fine friends.\Yes, you're right...\Brother.\Oh?\You're back to calling me that again? response:	I've been meaning to ask...
context: All I ask is that you earn outstanding grades befitting a royal family member.\I will!\You've made fine friends.\Yes, you're right...\Brother.\Oh?\You're back to calling me that again?\I've been meaning to ask... response:	Are you all right with this?
context: I will!\You've made fine friends.\Yes, you're right...\Brother.\Oh?\You're back to calling me that again?\I've been meaning to ask...\Are you all right with this? response:	Huh?
context: You've made fine friends.\Yes, you're right...\Brother.\Oh?\You're back to calling me that again?\I've been meaning to ask...\Are you all right with this?\Huh? response:	What're you talking about?
context: Yes, you're right...\Brother.\Oh?\You're back to calling me that again?\I've been meaning to ask...\Are you all right with this?\Huh?\What're you talking about? response:	I mean, Miss Yurikano is your real sister, and I'm...
context: Brother.\Oh?\You're back to calling me that again?\I've been meaning to ask...\Are you all right with this?\Huh?\What're you talking about?\I mean, Miss Yurikano is your real sister, and I'm... response:	I'm...
context: Oh?\You're back to calling me that again?\I've been meaning to ask...\Are you all right with this?\Huh?\What're you talking about?\I mean, Miss Yurikano is your real sister, and I'm...\I'm... response:	just a...
context: You're back to calling me that again?\I've been meaning to ask...\Are you all right with this?\Huh?\What're you talking about?\I mean, Miss Yurikano is your real sister, and I'm...\I'm...\just a... response:	You idiot!
context: I've been meaning to ask...\Are you all right with this?\Huh?\What're you talking about?\I mean, Miss Yurikano is your real sister, and I'm...\I'm...\just a...\You idiot! response:	Stop thinking about silly things and just do your best!
context: Are you all right with this?\Huh?\What're you talking about?\I mean, Miss Yurikano is your real sister, and I'm...\I'm...\just a...\You idiot!\Stop thinking about silly things and just do your best! response:	I'll be your big brother until the day I die.
context: Huh?\What're you talking about?\I mean, Miss Yurikano is your real sister, and I'm...\I'm...\just a...\You idiot!\Stop thinking about silly things and just do your best!\I'll be your big brother until the day I die. response:	Right!
context: What're you talking about?\I mean, Miss Yurikano is your real sister, and I'm...\I'm...\just a...\You idiot!\Stop thinking about silly things and just do your best!\I'll be your big brother until the day I die.\Right! response:	These are images of the Vox deployment that took place the other day.
context: I mean, Miss Yurikano is your real sister, and I'm...\I'm...\just a...\You idiot!\Stop thinking about silly things and just do your best!\I'll be your big brother until the day I die.\Right!\These are images of the Vox deployment that took place the other day. response:	Have you determined why the Vox launched without their pilots?
context: I'm...\just a...\You idiot!\Stop thinking about silly things and just do your best!\I'll be your big brother until the day I die.\Right!\These are images of the Vox deployment that took place the other day.\Have you determined why the Vox launched without their pilots? response:	I don't know anything for sure yet.
context: just a...\You idiot!\Stop thinking about silly things and just do your best!\I'll be your big brother until the day I die.\Right!\These are images of the Vox deployment that took place the other day.\Have you determined why the Vox launched without their pilots?\I don't know anything for sure yet. response:	What's your opinion?
context: You idiot!\Stop thinking about silly things and just do your best!\I'll be your big brother until the day I die.\Right!\These are images of the Vox deployment that took place the other day.\Have you determined why the Vox launched without their pilots?\I don't know anything for sure yet.\What's your opinion? response:	It's conceivable that they launched in response to Miss Kyono, thinking she was in danger...
context: Stop thinking about silly things and just do your best!\I'll be your big brother until the day I die.\Right!\These are images of the Vox deployment that took place the other day.\Have you determined why the Vox launched without their pilots?\I don't know anything for sure yet.\What's your opinion?\It's conceivable that they launched in response to Miss Kyono, thinking she was in danger... response:	I see...
context: I'll be your big brother until the day I die.\Right!\These are images of the Vox deployment that took place the other day.\Have you determined why the Vox launched without their pilots?\I don't know anything for sure yet.\What's your opinion?\It's conceivable that they launched in response to Miss Kyono, thinking she was in danger...\I see... response:	Wait! Why are you here?!
context: Right!\These are images of the Vox deployment that took place the other day.\Have you determined why the Vox launched without their pilots?\I don't know anything for sure yet.\What's your opinion?\It's conceivable that they launched in response to Miss Kyono, thinking she was in danger...\I see...\Wait! Why are you here?! response:	Didn't you go back?
context: These are images of the Vox deployment that took place the other day.\Have you determined why the Vox launched without their pilots?\I don't know anything for sure yet.\What's your opinion?\It's conceivable that they launched in response to Miss Kyono, thinking she was in danger...\I see...\Wait! Why are you here?!\Didn't you go back? response:	That's cold.
context: Have you determined why the Vox launched without their pilots?\I don't know anything for sure yet.\What's your opinion?\It's conceivable that they launched in response to Miss Kyono, thinking she was in danger...\I see...\Wait! Why are you here?!\Didn't you go back?\That's cold. response:	I have the Chairman's permission to stay.
context: I don't know anything for sure yet.\What's your opinion?\It's conceivable that they launched in response to Miss Kyono, thinking she was in danger...\I see...\Wait! Why are you here?!\Didn't you go back?\That's cold.\I have the Chairman's permission to stay. response:	Oh?
context: What's your opinion?\It's conceivable that they launched in response to Miss Kyono, thinking she was in danger...\I see...\Wait! Why are you here?!\Didn't you go back?\That's cold.\I have the Chairman's permission to stay.\Oh? response:	I hear you have a number of questions.
context: It's conceivable that they launched in response to Miss Kyono, thinking she was in danger...\I see...\Wait! Why are you here?!\Didn't you go back?\That's cold.\I have the Chairman's permission to stay.\Oh?\I hear you have a number of questions. response:	Especially in regards to Princess Yurikano...
context: I see...\Wait! Why are you here?!\Didn't you go back?\That's cold.\I have the Chairman's permission to stay.\Oh?\I hear you have a number of questions.\Especially in regards to Princess Yurikano... response:	All right, let's start with what just happened to the Vox?
context: Wait! Why are you here?!\Didn't you go back?\That's cold.\I have the Chairman's permission to stay.\Oh?\I hear you have a number of questions.\Especially in regards to Princess Yurikano...\All right, let's start with what just happened to the Vox? response:	As I said, they responded to her thoughts.
context: Didn't you go back?\That's cold.\I have the Chairman's permission to stay.\Oh?\I hear you have a number of questions.\Especially in regards to Princess Yurikano...\All right, let's start with what just happened to the Vox?\As I said, they responded to her thoughts. response:	I think it was more a result of their training.
context: That's cold.\I have the Chairman's permission to stay.\Oh?\I hear you have a number of questions.\Especially in regards to Princess Yurikano...\All right, let's start with what just happened to the Vox?\As I said, they responded to her thoughts.\I think it was more a result of their training. response:	The sympathetic resonance between Aura, Lympha and Ignis has increased.
context: I have the Chairman's permission to stay.\Oh?\I hear you have a number of questions.\Especially in regards to Princess Yurikano...\All right, let's start with what just happened to the Vox?\As I said, they responded to her thoughts.\I think it was more a result of their training.\The sympathetic resonance between Aura, Lympha and Ignis has increased. response:	I'll bring up the actual numbers.
context: Oh?\I hear you have a number of questions.\Especially in regards to Princess Yurikano...\All right, let's start with what just happened to the Vox?\As I said, they responded to her thoughts.\I think it was more a result of their training.\The sympathetic resonance between Aura, Lympha and Ignis has increased.\I'll bring up the actual numbers. response:	Oh, this is...
context: I hear you have a number of questions.\Especially in regards to Princess Yurikano...\All right, let's start with what just happened to the Vox?\As I said, they responded to her thoughts.\I think it was more a result of their training.\The sympathetic resonance between Aura, Lympha and Ignis has increased.\I'll bring up the actual numbers.\Oh, this is... response:	To me, it appears as though they are reflecting the girls' relationship with one another.
context: Especially in regards to Princess Yurikano...\All right, let's start with what just happened to the Vox?\As I said, they responded to her thoughts.\I think it was more a result of their training.\The sympathetic resonance between Aura, Lympha and Ignis has increased.\I'll bring up the actual numbers.\Oh, this is...\To me, it appears as though they are reflecting the girls' relationship with one another. response:	There's something I'd like you all to see.
context: All right, let's start with what just happened to the Vox?\As I said, they responded to her thoughts.\I think it was more a result of their training.\The sympathetic resonance between Aura, Lympha and Ignis has increased.\I'll bring up the actual numbers.\Oh, this is...\To me, it appears as though they are reflecting the girls' relationship with one another.\There's something I'd like you all to see. response:	Huh? Where's the Chairman?
context: As I said, they responded to her thoughts.\I think it was more a result of their training.\The sympathetic resonance between Aura, Lympha and Ignis has increased.\I'll bring up the actual numbers.\Oh, this is...\To me, it appears as though they are reflecting the girls' relationship with one another.\There's something I'd like you all to see.\Huh? Where's the Chairman? response:	We are
context: I think it was more a result of their training.\The sympathetic resonance between Aura, Lympha and Ignis has increased.\I'll bring up the actual numbers.\Oh, this is...\To me, it appears as though they are reflecting the girls' relationship with one another.\There's something I'd like you all to see.\Huh? Where's the Chairman?\We are response:	forever
context: The sympathetic resonance between Aura, Lympha and Ignis has increased.\I'll bring up the actual numbers.\Oh, this is...\To me, it appears as though they are reflecting the girls' relationship with one another.\There's something I'd like you all to see.\Huh? Where's the Chairman?\We are\forever response:	the
context: I'll bring up the actual numbers.\Oh, this is...\To me, it appears as though they are reflecting the girls' relationship with one another.\There's something I'd like you all to see.\Huh? Where's the Chairman?\We are\forever\the response:	the
context: Oh, this is...\To me, it appears as though they are reflecting the girls' relationship with one another.\There's something I'd like you all to see.\Huh? Where's the Chairman?\We are\forever\the\the response:	SWEATS
context: To me, it appears as though they are reflecting the girls' relationship with one another.\There's something I'd like you all to see.\Huh? Where's the Chairman?\We are\forever\the\the\SWEATS response:	ATS
context: There's something I'd like you all to see.\Huh? Where's the Chairman?\We are\forever\the\the\SWEATS\ATS response:	ATS
context: Huh? Where's the Chairman?\We are\forever\the\the\SWEATS\ATS\ATS response:	CLUB
context: We are\forever\the\the\SWEATS\ATS\ATS\CLUB response:	Lan
context: forever\the\the\SWEATS\ATS\ATS\CLUB\Lan response:	Madoka
context: the\the\SWEATS\ATS\ATS\CLUB\Lan\Madoka response:	Lan
context: the\SWEATS\ATS\ATS\CLUB\Lan\Madoka\Lan response:	Lan
context: SWEATS\ATS\ATS\CLUB\Lan\Madoka\Lan\Lan response:	Muginami
context: ATS\ATS\CLUB\Lan\Madoka\Lan\Lan\Muginami response:	I'm completely lost.
context: ATS\CLUB\Lan\Madoka\Lan\Lan\Muginami\I'm completely lost. response:	I don't understand math at all.
context: CLUB\Lan\Madoka\Lan\Lan\Muginami\I'm completely lost.\I don't understand math at all. response:	It doesn't really get any more basic than this.
context: Lan\Madoka\Lan\Lan\Muginami\I'm completely lost.\I don't understand math at all.\It doesn't really get any more basic than this. response:	I was behind in my studies, so I expected you to help me...
context: Madoka\Lan\Lan\Muginami\I'm completely lost.\I don't understand math at all.\It doesn't really get any more basic than this.\I was behind in my studies, so I expected you to help me... response:	I suck!
context: Lan\Lan\Muginami\I'm completely lost.\I don't understand math at all.\It doesn't really get any more basic than this.\I was behind in my studies, so I expected you to help me...\I suck! response:	My, my...
context: Lan\Muginami\I'm completely lost.\I don't understand math at all.\It doesn't really get any more basic than this.\I was behind in my studies, so I expected you to help me...\I suck!\My, my... response:	All this brainwork makes my brain feel like it's going to explode.
context: Muginami\I'm completely lost.\I don't understand math at all.\It doesn't really get any more basic than this.\I was behind in my studies, so I expected you to help me...\I suck!\My, my...\All this brainwork makes my brain feel like it's going to explode. response:	Let's take a break!
context: I'm completely lost.\I don't understand math at all.\It doesn't really get any more basic than this.\I was behind in my studies, so I expected you to help me...\I suck!\My, my...\All this brainwork makes my brain feel like it's going to explode.\Let's take a break! response:	Huh?
context: I don't understand math at all.\It doesn't really get any more basic than this.\I was behind in my studies, so I expected you to help me...\I suck!\My, my...\All this brainwork makes my brain feel like it's going to explode.\Let's take a break!\Huh? response:	But we just took one.
context: It doesn't really get any more basic than this.\I was behind in my studies, so I expected you to help me...\I suck!\My, my...\All this brainwork makes my brain feel like it's going to explode.\Let's take a break!\Huh?\But we just took one. response:	Here. Snacks.
context: I was behind in my studies, so I expected you to help me...\I suck!\My, my...\All this brainwork makes my brain feel like it's going to explode.\Let's take a break!\Huh?\But we just took one.\Here. Snacks. response:	Wow! Baked sweet potatoes?
context: I suck!\My, my...\All this brainwork makes my brain feel like it's going to explode.\Let's take a break!\Huh?\But we just took one.\Here. Snacks.\Wow! Baked sweet potatoes? response:	Good call, Madoka!
context: My, my...\All this brainwork makes my brain feel like it's going to explode.\Let's take a break!\Huh?\But we just took one.\Here. Snacks.\Wow! Baked sweet potatoes?\Good call, Madoka! response:	That aside...
context: All this brainwork makes my brain feel like it's going to explode.\Let's take a break!\Huh?\But we just took one.\Here. Snacks.\Wow! Baked sweet potatoes?\Good call, Madoka!\That aside... response:	What's with them?
context: Let's take a break!\Huh?\But we just took one.\Here. Snacks.\Wow! Baked sweet potatoes?\Good call, Madoka!\That aside...\What's with them? response:	Those three reek of depression.
context: Huh?\But we just took one.\Here. Snacks.\Wow! Baked sweet potatoes?\Good call, Madoka!\That aside...\What's with them?\Those three reek of depression. response:	I hope it's not contagious.
context: But we just took one.\Here. Snacks.\Wow! Baked sweet potatoes?\Good call, Madoka!\That aside...\What's with them?\Those three reek of depression.\I hope it's not contagious. response:	I think it's because of how Lady Yurikano disappeared.
context: Here. Snacks.\Wow! Baked sweet potatoes?\Good call, Madoka!\That aside...\What's with them?\Those three reek of depression.\I hope it's not contagious.\I think it's because of how Lady Yurikano disappeared. response:	It must've have hit them pretty hard.
context: Wow! Baked sweet potatoes?\Good call, Madoka!\That aside...\What's with them?\Those three reek of depression.\I hope it's not contagious.\I think it's because of how Lady Yurikano disappeared.\It must've have hit them pretty hard. response:	Why are those three so committed to Yurikano?
context: Good call, Madoka!\That aside...\What's with them?\Those three reek of depression.\I hope it's not contagious.\I think it's because of how Lady Yurikano disappeared.\It must've have hit them pretty hard.\Why are those three so committed to Yurikano? response:	The four of them were together
context: That aside...\What's with them?\Those three reek of depression.\I hope it's not contagious.\I think it's because of how Lady Yurikano disappeared.\It must've have hit them pretty hard.\Why are those three so committed to Yurikano?\The four of them were together response:	during their time at the Academy, so...
context: What's with them?\Those three reek of depression.\I hope it's not contagious.\I think it's because of how Lady Yurikano disappeared.\It must've have hit them pretty hard.\Why are those three so committed to Yurikano?\The four of them were together\during their time at the Academy, so... response:	You think they were in love with Yurikano?
context: Those three reek of depression.\I hope it's not contagious.\I think it's because of how Lady Yurikano disappeared.\It must've have hit them pretty hard.\Why are those three so committed to Yurikano?\The four of them were together\during their time at the Academy, so...\You think they were in love with Yurikano? response:	Hey...
context: I hope it's not contagious.\I think it's because of how Lady Yurikano disappeared.\It must've have hit them pretty hard.\Why are those three so committed to Yurikano?\The four of them were together\during their time at the Academy, so...\You think they were in love with Yurikano?\Hey... response:	Have either of you ever been in love before?
context: I think it's because of how Lady Yurikano disappeared.\It must've have hit them pretty hard.\Why are those three so committed to Yurikano?\The four of them were together\during their time at the Academy, so...\You think they were in love with Yurikano?\Hey...\Have either of you ever been in love before? response:	Huh?
context: It must've have hit them pretty hard.\Why are those three so committed to Yurikano?\The four of them were together\during their time at the Academy, so...\You think they were in love with Yurikano?\Hey...\Have either of you ever been in love before?\Huh? response:	W-What? Why do you ask?!
context: Why are those three so committed to Yurikano?\The four of them were together\during their time at the Academy, so...\You think they were in love with Yurikano?\Hey...\Have either of you ever been in love before?\Huh?\W-What? Why do you ask?! response:	Muginami, why're you so flustered?
context: The four of them were together\during their time at the Academy, so...\You think they were in love with Yurikano?\Hey...\Have either of you ever been in love before?\Huh?\W-What? Why do you ask?!\Muginami, why're you so flustered? response:	I-I'm not flustered...
context: during their time at the Academy, so...\You think they were in love with Yurikano?\Hey...\Have either of you ever been in love before?\Huh?\W-What? Why do you ask?!\Muginami, why're you so flustered?\I-I'm not flustered... response:	See, back there, I was able to feel Yurikano's emotions very clearly.
context: You think they were in love with Yurikano?\Hey...\Have either of you ever been in love before?\Huh?\W-What? Why do you ask?!\Muginami, why're you so flustered?\I-I'm not flustered...\See, back there, I was able to feel Yurikano's emotions very clearly. response:	About how much she cared about Lan's brother.
context: Hey...\Have either of you ever been in love before?\Huh?\W-What? Why do you ask?!\Muginami, why're you so flustered?\I-I'm not flustered...\See, back there, I was able to feel Yurikano's emotions very clearly.\About how much she cared about Lan's brother. response:	That must be love, right?
context: Have either of you ever been in love before?\Huh?\W-What? Why do you ask?!\Muginami, why're you so flustered?\I-I'm not flustered...\See, back there, I was able to feel Yurikano's emotions very clearly.\About how much she cared about Lan's brother.\That must be love, right? response:	Wow...
context: Huh?\W-What? Why do you ask?!\Muginami, why're you so flustered?\I-I'm not flustered...\See, back there, I was able to feel Yurikano's emotions very clearly.\About how much she cared about Lan's brother.\That must be love, right?\Wow... response:	Does that mean you know what love feels like, Madoka?
context: W-What? Why do you ask?!\Muginami, why're you so flustered?\I-I'm not flustered...\See, back there, I was able to feel Yurikano's emotions very clearly.\About how much she cared about Lan's brother.\That must be love, right?\Wow...\Does that mean you know what love feels like, Madoka? response:	You're growing up, Madoka.
context: Muginami, why're you so flustered?\I-I'm not flustered...\See, back there, I was able to feel Yurikano's emotions very clearly.\About how much she cared about Lan's brother.\That must be love, right?\Wow...\Does that mean you know what love feels like, Madoka?\You're growing up, Madoka. response:	W-What?!
context: I-I'm not flustered...\See, back there, I was able to feel Yurikano's emotions very clearly.\About how much she cared about Lan's brother.\That must be love, right?\Wow...\Does that mean you know what love feels like, Madoka?\You're growing up, Madoka.\W-What?! response:	Even I know that much!
context: See, back there, I was able to feel Yurikano's emotions very clearly.\About how much she cared about Lan's brother.\That must be love, right?\Wow...\Does that mean you know what love feels like, Madoka?\You're growing up, Madoka.\W-What?!\Even I know that much! response:	I think it's a bit different than loving baked sweet potatoes!
context: About how much she cared about Lan's brother.\That must be love, right?\Wow...\Does that mean you know what love feels like, Madoka?\You're growing up, Madoka.\W-What?!\Even I know that much!\I think it's a bit different than loving baked sweet potatoes! response:	What?!
context: That must be love, right?\Wow...\Does that mean you know what love feels like, Madoka?\You're growing up, Madoka.\W-What?!\Even I know that much!\I think it's a bit different than loving baked sweet potatoes!\What?! response:	But why did Yurikano tell Lan's brother that
context: Wow...\Does that mean you know what love feels like, Madoka?\You're growing up, Madoka.\W-What?!\Even I know that much!\I think it's a bit different than loving baked sweet potatoes!\What?!\But why did Yurikano tell Lan's brother that response:	she thought he was despicable at the very end?
context: Does that mean you know what love feels like, Madoka?\You're growing up, Madoka.\W-What?!\Even I know that much!\I think it's a bit different than loving baked sweet potatoes!\What?!\But why did Yurikano tell Lan's brother that\she thought he was despicable at the very end? response:	I wonder how your brother felt when she told him that?
context: You're growing up, Madoka.\W-What?!\Even I know that much!\I think it's a bit different than loving baked sweet potatoes!\What?!\But why did Yurikano tell Lan's brother that\she thought he was despicable at the very end?\I wonder how your brother felt when she told him that? response:	I don't know.
context: W-What?!\Even I know that much!\I think it's a bit different than loving baked sweet potatoes!\What?!\But why did Yurikano tell Lan's brother that\she thought he was despicable at the very end?\I wonder how your brother felt when she told him that?\I don't know. response:	My brother isn't one to show his feelings.
context: Even I know that much!\I think it's a bit different than loving baked sweet potatoes!\What?!\But why did Yurikano tell Lan's brother that\she thought he was despicable at the very end?\I wonder how your brother felt when she told him that?\I don't know.\My brother isn't one to show his feelings. response:	I sort of feel...
context: I think it's a bit different than loving baked sweet potatoes!\What?!\But why did Yurikano tell Lan's brother that\she thought he was despicable at the very end?\I wonder how your brother felt when she told him that?\I don't know.\My brother isn't one to show his feelings.\I sort of feel... response:	The moment you put feelings that you've kept inside you into words,
context: What?!\But why did Yurikano tell Lan's brother that\she thought he was despicable at the very end?\I wonder how your brother felt when she told him that?\I don't know.\My brother isn't one to show his feelings.\I sort of feel...\The moment you put feelings that you've kept inside you into words, response:	those feelings disappear.
context: But why did Yurikano tell Lan's brother that\she thought he was despicable at the very end?\I wonder how your brother felt when she told him that?\I don't know.\My brother isn't one to show his feelings.\I sort of feel...\The moment you put feelings that you've kept inside you into words,\those feelings disappear. response:	That's why I can understand why he doesn't want to put his feelings into words.
context: she thought he was despicable at the very end?\I wonder how your brother felt when she told him that?\I don't know.\My brother isn't one to show his feelings.\I sort of feel...\The moment you put feelings that you've kept inside you into words,\those feelings disappear.\That's why I can understand why he doesn't want to put his feelings into words. response:	What?!
context: I wonder how your brother felt when she told him that?\I don't know.\My brother isn't one to show his feelings.\I sort of feel...\The moment you put feelings that you've kept inside you into words,\those feelings disappear.\That's why I can understand why he doesn't want to put his feelings into words.\What?! response:	Isn't it better to come right out and say that you love a person?
context: I don't know.\My brother isn't one to show his feelings.\I sort of feel...\The moment you put feelings that you've kept inside you into words,\those feelings disappear.\That's why I can understand why he doesn't want to put his feelings into words.\What?!\Isn't it better to come right out and say that you love a person? response:	I'm sure they know.
context: My brother isn't one to show his feelings.\I sort of feel...\The moment you put feelings that you've kept inside you into words,\those feelings disappear.\That's why I can understand why he doesn't want to put his feelings into words.\What?!\Isn't it better to come right out and say that you love a person?\I'm sure they know. response:	If they share those feelings for each other,
context: I sort of feel...\The moment you put feelings that you've kept inside you into words,\those feelings disappear.\That's why I can understand why he doesn't want to put his feelings into words.\What?!\Isn't it better to come right out and say that you love a person?\I'm sure they know.\If they share those feelings for each other, response:	they don't have to say it.
context: The moment you put feelings that you've kept inside you into words,\those feelings disappear.\That's why I can understand why he doesn't want to put his feelings into words.\What?!\Isn't it better to come right out and say that you love a person?\I'm sure they know.\If they share those feelings for each other,\they don't have to say it. response:	That's what I think, too.
context: those feelings disappear.\That's why I can understand why he doesn't want to put his feelings into words.\What?!\Isn't it better to come right out and say that you love a person?\I'm sure they know.\If they share those feelings for each other,\they don't have to say it.\That's what I think, too. response:	All this is pretty grown-up stuff...
context: That's why I can understand why he doesn't want to put his feelings into words.\What?!\Isn't it better to come right out and say that you love a person?\I'm sure they know.\If they share those feelings for each other,\they don't have to say it.\That's what I think, too.\All this is pretty grown-up stuff... response:	It's going over my head.
context: What?!\Isn't it better to come right out and say that you love a person?\I'm sure they know.\If they share those feelings for each other,\they don't have to say it.\That's what I think, too.\All this is pretty grown-up stuff...\It's going over my head. response:	I've fallen behind in this too.
context: Isn't it better to come right out and say that you love a person?\I'm sure they know.\If they share those feelings for each other,\they don't have to say it.\That's what I think, too.\All this is pretty grown-up stuff...\It's going over my head.\I've fallen behind in this too. response:	You'll be fine!
context: I'm sure they know.\If they share those feelings for each other,\they don't have to say it.\That's what I think, too.\All this is pretty grown-up stuff...\It's going over my head.\I've fallen behind in this too.\You'll be fine! response:	Here!
context: If they share those feelings for each other,\they don't have to say it.\That's what I think, too.\All this is pretty grown-up stuff...\It's going over my head.\I've fallen behind in this too.\You'll be fine!\Here! response:	You have this, Madoka.
context: they don't have to say it.\That's what I think, too.\All this is pretty grown-up stuff...\It's going over my head.\I've fallen behind in this too.\You'll be fine!\Here!\You have this, Madoka. response:	Hey! Stop making fun of me!
context: That's what I think, too.\All this is pretty grown-up stuff...\It's going over my head.\I've fallen behind in this too.\You'll be fine!\Here!\You have this, Madoka.\Hey! Stop making fun of me! response:	I've experienced one or two loves.
context: All this is pretty grown-up stuff...\It's going over my head.\I've fallen behind in this too.\You'll be fine!\Here!\You have this, Madoka.\Hey! Stop making fun of me!\I've experienced one or two loves. response:	And another something else...
context: It's going over my head.\I've fallen behind in this too.\You'll be fine!\Here!\You have this, Madoka.\Hey! Stop making fun of me!\I've experienced one or two loves.\And another something else... response:	Huh?
context: I've fallen behind in this too.\You'll be fine!\Here!\You have this, Madoka.\Hey! Stop making fun of me!\I've experienced one or two loves.\And another something else...\Huh? response:	What is it?
context: You'll be fine!\Here!\You have this, Madoka.\Hey! Stop making fun of me!\I've experienced one or two loves.\And another something else...\Huh?\What is it? response:	That makes three total.
context: Here!\You have this, Madoka.\Hey! Stop making fun of me!\I've experienced one or two loves.\And another something else...\Huh?\What is it?\That makes three total. response:	That's not what I meant.
context: You have this, Madoka.\Hey! Stop making fun of me!\I've experienced one or two loves.\And another something else...\Huh?\What is it?\That makes three total.\That's not what I meant. response:	I realized one more thing that day, as well.
context: Hey! Stop making fun of me!\I've experienced one or two loves.\And another something else...\Huh?\What is it?\That makes three total.\That's not what I meant.\I realized one more thing that day, as well. response:	In her heart, Yurikano cares deeply not just for Lan's brother,
context: I've experienced one or two loves.\And another something else...\Huh?\What is it?\That makes three total.\That's not what I meant.\I realized one more thing that day, as well.\In her heart, Yurikano cares deeply not just for Lan's brother, response:	but for Big Brother Giuvi, Izo, Kirius, Array,
context: And another something else...\Huh?\What is it?\That makes three total.\That's not what I meant.\I realized one more thing that day, as well.\In her heart, Yurikano cares deeply not just for Lan's brother,\but for Big Brother Giuvi, Izo, Kirius, Array, response:	and for all of us, as well.
context: Huh?\What is it?\That makes three total.\That's not what I meant.\I realized one more thing that day, as well.\In her heart, Yurikano cares deeply not just for Lan's brother,\but for Big Brother Giuvi, Izo, Kirius, Array,\and for all of us, as well. response:	That's why it's our turn to answer Yurikano's feelings.
context: What is it?\That makes three total.\That's not what I meant.\I realized one more thing that day, as well.\In her heart, Yurikano cares deeply not just for Lan's brother,\but for Big Brother Giuvi, Izo, Kirius, Array,\and for all of us, as well.\That's why it's our turn to answer Yurikano's feelings. response:	Can you two come with me for a second?
context: That makes three total.\That's not what I meant.\I realized one more thing that day, as well.\In her heart, Yurikano cares deeply not just for Lan's brother,\but for Big Brother Giuvi, Izo, Kirius, Array,\and for all of us, as well.\That's why it's our turn to answer Yurikano's feelings.\Can you two come with me for a second? response:	It's so beautiful!
context: That's not what I meant.\I realized one more thing that day, as well.\In her heart, Yurikano cares deeply not just for Lan's brother,\but for Big Brother Giuvi, Izo, Kirius, Array,\and for all of us, as well.\That's why it's our turn to answer Yurikano's feelings.\Can you two come with me for a second?\It's so beautiful! response:	It always feels great up here.
context: I realized one more thing that day, as well.\In her heart, Yurikano cares deeply not just for Lan's brother,\but for Big Brother Giuvi, Izo, Kirius, Array,\and for all of us, as well.\That's why it's our turn to answer Yurikano's feelings.\Can you two come with me for a second?\It's so beautiful!\It always feels great up here. response:	Lan,
context: In her heart, Yurikano cares deeply not just for Lan's brother,\but for Big Brother Giuvi, Izo, Kirius, Array,\and for all of us, as well.\That's why it's our turn to answer Yurikano's feelings.\Can you two come with me for a second?\It's so beautiful!\It always feels great up here.\Lan, response:	what're you looking for?
context: but for Big Brother Giuvi, Izo, Kirius, Array,\and for all of us, as well.\That's why it's our turn to answer Yurikano's feelings.\Can you two come with me for a second?\It's so beautiful!\It always feels great up here.\Lan,\what're you looking for? response:	Until
context: and for all of us, as well.\That's why it's our turn to answer Yurikano's feelings.\Can you two come with me for a second?\It's so beautiful!\It always feels great up here.\Lan,\what're you looking for?\Until response:	we meet
context: That's why it's our turn to answer Yurikano's feelings.\Can you two come with me for a second?\It's so beautiful!\It always feels great up here.\Lan,\what're you looking for?\Until\we meet response:	again
context: Can you two come with me for a second?\It's so beautiful!\It always feels great up here.\Lan,\what're you looking for?\Until\we meet\again response:	in Kamogawa
context: It's so beautiful!\It always feels great up here.\Lan,\what're you looking for?\Until\we meet\again\in Kamogawa response:	in Kamogawa
context: It always feels great up here.\Lan,\what're you looking for?\Until\we meet\again\in Kamogawa\in Kamogawa response:	Madoka
context: Lan,\what're you looking for?\Until\we meet\again\in Kamogawa\in Kamogawa\Madoka response:	Is that the one you two...?
context: what're you looking for?\Until\we meet\again\in Kamogawa\in Kamogawa\Madoka\Is that the one you two...? response:	We vow...
context: Until\we meet\again\in Kamogawa\in Kamogawa\Madoka\Is that the one you two...?\We vow... response:	that we will meet again in Kamogawa some day.
