context: A chronic disease I suffer from. response:	I get sleep attacks.
context: What's wrong, boy?\Do you object to running errands?\No, I just couldn't take my eyes off you.\Off my boobs?\No!\It's okay.\I'll go buy it myself.\Wow... response:	We just saw the birth of a legend!
context: Do you object to running errands?\No, I just couldn't take my eyes off you.\Off my boobs?\No!\It's okay.\I'll go buy it myself.\Wow...\We just saw the birth of a legend! response:	What on Earth is she?
context: No, I just couldn't take my eyes off you.\Off my boobs?\No!\It's okay.\I'll go buy it myself.\Wow...\We just saw the birth of a legend!\What on Earth is she? response:	I'm back!
context: Off my boobs?\No!\It's okay.\I'll go buy it myself.\Wow...\We just saw the birth of a legend!\What on Earth is she?\I'm back! response:	Already?!
context: No!\It's okay.\I'll go buy it myself.\Wow...\We just saw the birth of a legend!\What on Earth is she?\I'm back!\Already?! response:	So that's what happened?
context: It's okay.\I'll go buy it myself.\Wow...\We just saw the birth of a legend!\What on Earth is she?\I'm back!\Already?!\So that's what happened? response:	The next time I go head-to-head with her, I'll show her the results of my training!
context: I'll go buy it myself.\Wow...\We just saw the birth of a legend!\What on Earth is she?\I'm back!\Already?!\So that's what happened?\The next time I go head-to-head with her, I'll show her the results of my training! response:	What kind of training is that?
context: Wow...\We just saw the birth of a legend!\What on Earth is she?\I'm back!\Already?!\So that's what happened?\The next time I go head-to-head with her, I'll show her the results of my training!\What kind of training is that? response:	How did it go that way?
context: We just saw the birth of a legend!\What on Earth is she?\I'm back!\Already?!\So that's what happened?\The next time I go head-to-head with her, I'll show her the results of my training!\What kind of training is that?\How did it go that way? response:	I don't know...
context: What on Earth is she?\I'm back!\Already?!\So that's what happened?\The next time I go head-to-head with her, I'll show her the results of my training!\What kind of training is that?\How did it go that way?\I don't know... response:	That was a great pitch, Rin-chan!
context: I'm back!\Already?!\So that's what happened?\The next time I go head-to-head with her, I'll show her the results of my training!\What kind of training is that?\How did it go that way?\I don't know...\That was a great pitch, Rin-chan! response:	Rub, rub, rub!
context: Already?!\So that's what happened?\The next time I go head-to-head with her, I'll show her the results of my training!\What kind of training is that?\How did it go that way?\I don't know...\That was a great pitch, Rin-chan!\Rub, rub, rub! response:	Stop it!
context: So that's what happened?\The next time I go head-to-head with her, I'll show her the results of my training!\What kind of training is that?\How did it go that way?\I don't know...\That was a great pitch, Rin-chan!\Rub, rub, rub!\Stop it! response:	Kurugaya?
context: The next time I go head-to-head with her, I'll show her the results of my training!\What kind of training is that?\How did it go that way?\I don't know...\That was a great pitch, Rin-chan!\Rub, rub, rub!\Stop it!\Kurugaya? response:	What?!
context: What kind of training is that?\How did it go that way?\I don't know...\That was a great pitch, Rin-chan!\Rub, rub, rub!\Stop it!\Kurugaya?\What?! response:	I can't stand it.
context: How did it go that way?\I don't know...\That was a great pitch, Rin-chan!\Rub, rub, rub!\Stop it!\Kurugaya?\What?!\I can't stand it. response:	I can't stand how you're having so much fun all by yourselves.
context: I don't know...\That was a great pitch, Rin-chan!\Rub, rub, rub!\Stop it!\Kurugaya?\What?!\I can't stand it.\I can't stand how you're having so much fun all by yourselves. response:	Allow me to enjoy the sunshine of youth with these beautiful, young girls.
context: That was a great pitch, Rin-chan!\Rub, rub, rub!\Stop it!\Kurugaya?\What?!\I can't stand it.\I can't stand how you're having so much fun all by yourselves.\Allow me to enjoy the sunshine of youth with these beautiful, young girls. response:	The Little Busters seems like the perfect way to kill time.
context: Rub, rub, rub!\Stop it!\Kurugaya?\What?!\I can't stand it.\I can't stand how you're having so much fun all by yourselves.\Allow me to enjoy the sunshine of youth with these beautiful, young girls.\The Little Busters seems like the perfect way to kill time. response:	Huh?
context: Stop it!\Kurugaya?\What?!\I can't stand it.\I can't stand how you're having so much fun all by yourselves.\Allow me to enjoy the sunshine of youth with these beautiful, young girls.\The Little Busters seems like the perfect way to kill time.\Huh? response:	I'm telling you to let me join.
context: Kurugaya?\What?!\I can't stand it.\I can't stand how you're having so much fun all by yourselves.\Allow me to enjoy the sunshine of youth with these beautiful, young girls.\The Little Busters seems like the perfect way to kill time.\Huh?\I'm telling you to let me join. response:	What?!
context: What?!\I can't stand it.\I can't stand how you're having so much fun all by yourselves.\Allow me to enjoy the sunshine of youth with these beautiful, young girls.\The Little Busters seems like the perfect way to kill time.\Huh?\I'm telling you to let me join.\What?! response:	Wha?!
context: I can't stand it.\I can't stand how you're having so much fun all by yourselves.\Allow me to enjoy the sunshine of youth with these beautiful, young girls.\The Little Busters seems like the perfect way to kill time.\Huh?\I'm telling you to let me join.\What?!\Wha?! response:	Kurugaya-san...
context: I can't stand how you're having so much fun all by yourselves.\Allow me to enjoy the sunshine of youth with these beautiful, young girls.\The Little Busters seems like the perfect way to kill time.\Huh?\I'm telling you to let me join.\What?!\Wha?!\Kurugaya-san... response:	Of course!
context: Allow me to enjoy the sunshine of youth with these beautiful, young girls.\The Little Busters seems like the perfect way to kill time.\Huh?\I'm telling you to let me join.\What?!\Wha?!\Kurugaya-san...\Of course! response:	Playing with you all looks to be quite fun.
context: The Little Busters seems like the perfect way to kill time.\Huh?\I'm telling you to let me join.\What?!\Wha?!\Kurugaya-san...\Of course!\Playing with you all looks to be quite fun. response:	Alright!
context: Huh?\I'm telling you to let me join.\What?!\Wha?!\Kurugaya-san...\Of course!\Playing with you all looks to be quite fun.\Alright! response:	Starting today, I'm one of you.
context: I'm telling you to let me join.\What?!\Wha?!\Kurugaya-san...\Of course!\Playing with you all looks to be quite fun.\Alright!\Starting today, I'm one of you. response:	You can always find the blue sky, warm sunshine, and Kamikita-san on the roof.
context: What?!\Wha?!\Kurugaya-san...\Of course!\Playing with you all looks to be quite fun.\Alright!\Starting today, I'm one of you.\You can always find the blue sky, warm sunshine, and Kamikita-san on the roof. response:	Hey, Naoe-kun,
context: Wha?!\Kurugaya-san...\Of course!\Playing with you all looks to be quite fun.\Alright!\Starting today, I'm one of you.\You can always find the blue sky, warm sunshine, and Kamikita-san on the roof.\Hey, Naoe-kun, response:	I always have this strange dream.
context: Kurugaya-san...\Of course!\Playing with you all looks to be quite fun.\Alright!\Starting today, I'm one of you.\You can always find the blue sky, warm sunshine, and Kamikita-san on the roof.\Hey, Naoe-kun,\I always have this strange dream. response:	I wonder why.
context: Of course!\Playing with you all looks to be quite fun.\Alright!\Starting today, I'm one of you.\You can always find the blue sky, warm sunshine, and Kamikita-san on the roof.\Hey, Naoe-kun,\I always have this strange dream.\I wonder why. response:	Seek out the meaning of the dream!
context: Playing with you all looks to be quite fun.\Alright!\Starting today, I'm one of you.\You can always find the blue sky, warm sunshine, and Kamikita-san on the roof.\Hey, Naoe-kun,\I always have this strange dream.\I wonder why.\Seek out the meaning of the dream! response:	Mission, start!
context: Alright!\Starting today, I'm one of you.\You can always find the blue sky, warm sunshine, and Kamikita-san on the roof.\Hey, Naoe-kun,\I always have this strange dream.\I wonder why.\Seek out the meaning of the dream!\Mission, start! response:	Episode 3
context: Starting today, I'm one of you.\You can always find the blue sky, warm sunshine, and Kamikita-san on the roof.\Hey, Naoe-kun,\I always have this strange dream.\I wonder why.\Seek out the meaning of the dream!\Mission, start!\Episode 3 response:	Episode 3
context: You can always find the blue sky, warm sunshine, and Kamikita-san on the roof.\Hey, Naoe-kun,\I always have this strange dream.\I wonder why.\Seek out the meaning of the dream!\Mission, start!\Episode 3\Episode 3 response:	Episode 3
context: Hey, Naoe-kun,\I always have this strange dream.\I wonder why.\Seek out the meaning of the dream!\Mission, start!\Episode 3\Episode 3\Episode 3 response:	I Like Cute Things, You See
context: I always have this strange dream.\I wonder why.\Seek out the meaning of the dream!\Mission, start!\Episode 3\Episode 3\Episode 3\I Like Cute Things, You See response:	I Like Cute Things, You See
context: I wonder why.\Seek out the meaning of the dream!\Mission, start!\Episode 3\Episode 3\Episode 3\I Like Cute Things, You See\I Like Cute Things, You See response:	I Like Cute Things, You See
context: Seek out the meaning of the dream!\Mission, start!\Episode 3\Episode 3\Episode 3\I Like Cute Things, You See\I Like Cute Things, You See\I Like Cute Things, You See response:	hhIdiom Dictionary
context: Mission, start!\Episode 3\Episode 3\Episode 3\I Like Cute Things, You See\I Like Cute Things, You See\I Like Cute Things, You See\hhIdiom Dictionary response:	hhIdiom Dictionary
context: Episode 3\Episode 3\Episode 3\I Like Cute Things, You See\I Like Cute Things, You See\I Like Cute Things, You See\hhIdiom Dictionary\hhIdiom Dictionary response:	hhIdiom Dictionary
context: Episode 3\Episode 3\I Like Cute Things, You See\I Like Cute Things, You See\I Like Cute Things, You See\hhIdiom Dictionary\hhIdiom Dictionary\hhIdiom Dictionary response:	Intense cold
context: Episode 3\I Like Cute Things, You See\I Like Cute Things, You See\I Like Cute Things, You See\hhIdiom Dictionary\hhIdiom Dictionary\hhIdiom Dictionary\Intense cold response:	Intense cold
context: I Like Cute Things, You See\I Like Cute Things, You See\I Like Cute Things, You See\hhIdiom Dictionary\hhIdiom Dictionary\hhIdiom Dictionary\Intense cold\Intense cold response:	Intense cold
context: I Like Cute Things, You See\I Like Cute Things, You See\hhIdiom Dictionary\hhIdiom Dictionary\hhIdiom Dictionary\Intense cold\Intense cold\Intense cold response:	Intense cold
context: I Like Cute Things, You See\hhIdiom Dictionary\hhIdiom Dictionary\hhIdiom Dictionary\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: hhIdiom Dictionary\hhIdiom Dictionary\hhIdiom Dictionary\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: hhIdiom Dictionary\hhIdiom Dictionary\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: hhIdiom Dictionary\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
context: Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold\Intense cold response:	Intense cold
