context: Keep your dog on a response:	leash!
context: Here's your newspaper.\We don't have a subscription.\Don't worry about that. Take this.\Huh? What's this?\Menma's Search Party to commemorate the end of summer.\Menma, a cool evening and a barbecue.\I don't see the point of this.\Yeah yeah yeah. response:	Anyway, you have to be there.
context: We don't have a subscription.\Don't worry about that. Take this.\Huh? What's this?\Menma's Search Party to commemorate the end of summer.\Menma, a cool evening and a barbecue.\I don't see the point of this.\Yeah yeah yeah.\Anyway, you have to be there. response:	See ya.
context: Don't worry about that. Take this.\Huh? What's this?\Menma's Search Party to commemorate the end of summer.\Menma, a cool evening and a barbecue.\I don't see the point of this.\Yeah yeah yeah.\Anyway, you have to be there.\See ya. response:	I have to? Hey!
context: Huh? What's this?\Menma's Search Party to commemorate the end of summer.\Menma, a cool evening and a barbecue.\I don't see the point of this.\Yeah yeah yeah.\Anyway, you have to be there.\See ya.\I have to? Hey! response:	If everyone's coming...
context: Menma's Search Party to commemorate the end of summer.\Menma, a cool evening and a barbecue.\I don't see the point of this.\Yeah yeah yeah.\Anyway, you have to be there.\See ya.\I have to? Hey!\If everyone's coming... response:	That looks fun!
context: Menma, a cool evening and a barbecue.\I don't see the point of this.\Yeah yeah yeah.\Anyway, you have to be there.\See ya.\I have to? Hey!\If everyone's coming...\That looks fun! response:	I want to search for me too!
context: I don't see the point of this.\Yeah yeah yeah.\Anyway, you have to be there.\See ya.\I have to? Hey!\If everyone's coming...\That looks fun!\I want to search for me too! response:	So what are you going to bring?
context: Yeah yeah yeah.\Anyway, you have to be there.\See ya.\I have to? Hey!\If everyone's coming...\That looks fun!\I want to search for me too!\So what are you going to bring? response:	I never said I was going.
context: Anyway, you have to be there.\See ya.\I have to? Hey!\If everyone's coming...\That looks fun!\I want to search for me too!\So what are you going to bring?\I never said I was going. response:	Then say it!
context: See ya.\I have to? Hey!\If everyone's coming...\That looks fun!\I want to search for me too!\So what are you going to bring?\I never said I was going.\Then say it! response:	Huh?
context: I have to? Hey!\If everyone's coming...\That looks fun!\I want to search for me too!\So what are you going to bring?\I never said I was going.\Then say it!\Huh? response:	This might be the wish I wanted to be granted.
context: If everyone's coming...\That looks fun!\I want to search for me too!\So what are you going to bring?\I never said I was going.\Then say it!\Huh?\This might be the wish I wanted to be granted. response:	I might have wanted to see my own ghost.
context: That looks fun!\I want to search for me too!\So what are you going to bring?\I never said I was going.\Then say it!\Huh?\This might be the wish I wanted to be granted.\I might have wanted to see my own ghost. response:	You're good at making wishes that fit the situation.
context: I want to search for me too!\So what are you going to bring?\I never said I was going.\Then say it!\Huh?\This might be the wish I wanted to be granted.\I might have wanted to see my own ghost.\You're good at making wishes that fit the situation. response:	Hey Naruko. Let's go to karaoke on the way home.
context: So what are you going to bring?\I never said I was going.\Then say it!\Huh?\This might be the wish I wanted to be granted.\I might have wanted to see my own ghost.\You're good at making wishes that fit the situation.\Hey Naruko. Let's go to karaoke on the way home. response:	Sorry, I'll pass tonight.
context: I never said I was going.\Then say it!\Huh?\This might be the wish I wanted to be granted.\I might have wanted to see my own ghost.\You're good at making wishes that fit the situation.\Hey Naruko. Let's go to karaoke on the way home.\Sorry, I'll pass tonight. response:	Hey, are you sure mini-sausages are enough for a barbecue?
context: Then say it!\Huh?\This might be the wish I wanted to be granted.\I might have wanted to see my own ghost.\You're good at making wishes that fit the situation.\Hey Naruko. Let's go to karaoke on the way home.\Sorry, I'll pass tonight.\Hey, are you sure mini-sausages are enough for a barbecue? response:	This is all I had in the fridge that I could bring.
context: Huh?\This might be the wish I wanted to be granted.\I might have wanted to see my own ghost.\You're good at making wishes that fit the situation.\Hey Naruko. Let's go to karaoke on the way home.\Sorry, I'll pass tonight.\Hey, are you sure mini-sausages are enough for a barbecue?\This is all I had in the fridge that I could bring. response:	Someone'll probably bring something anyway.
context: This might be the wish I wanted to be granted.\I might have wanted to see my own ghost.\You're good at making wishes that fit the situation.\Hey Naruko. Let's go to karaoke on the way home.\Sorry, I'll pass tonight.\Hey, are you sure mini-sausages are enough for a barbecue?\This is all I had in the fridge that I could bring.\Someone'll probably bring something anyway. response:	We also have my muffins.
context: I might have wanted to see my own ghost.\You're good at making wishes that fit the situation.\Hey Naruko. Let's go to karaoke on the way home.\Sorry, I'll pass tonight.\Hey, are you sure mini-sausages are enough for a barbecue?\This is all I had in the fridge that I could bring.\Someone'll probably bring something anyway.\We also have my muffins. response:	That's not...
context: You're good at making wishes that fit the situation.\Hey Naruko. Let's go to karaoke on the way home.\Sorry, I'll pass tonight.\Hey, are you sure mini-sausages are enough for a barbecue?\This is all I had in the fridge that I could bring.\Someone'll probably bring something anyway.\We also have my muffins.\That's not... response:	Anaru.
context: Hey Naruko. Let's go to karaoke on the way home.\Sorry, I'll pass tonight.\Hey, are you sure mini-sausages are enough for a barbecue?\This is all I had in the fridge that I could bring.\Someone'll probably bring something anyway.\We also have my muffins.\That's not...\Anaru. response:	Look Jintan, it's Anaru! Let's go together with her.
context: Sorry, I'll pass tonight.\Hey, are you sure mini-sausages are enough for a barbecue?\This is all I had in the fridge that I could bring.\Someone'll probably bring something anyway.\We also have my muffins.\That's not...\Anaru.\Look Jintan, it's Anaru! Let's go together with her. response:	Huh? Jintan! Wait a second.
context: Hey, are you sure mini-sausages are enough for a barbecue?\This is all I had in the fridge that I could bring.\Someone'll probably bring something anyway.\We also have my muffins.\That's not...\Anaru.\Look Jintan, it's Anaru! Let's go together with her.\Huh? Jintan! Wait a second. response:	Hey, Jintan.
context: This is all I had in the fridge that I could bring.\Someone'll probably bring something anyway.\We also have my muffins.\That's not...\Anaru.\Look Jintan, it's Anaru! Let's go together with her.\Huh? Jintan! Wait a second.\Hey, Jintan. response:	What's wrong with you?
context: Someone'll probably bring something anyway.\We also have my muffins.\That's not...\Anaru.\Look Jintan, it's Anaru! Let's go together with her.\Huh? Jintan! Wait a second.\Hey, Jintan.\What's wrong with you? response:	Something came up.
context: We also have my muffins.\That's not...\Anaru.\Look Jintan, it's Anaru! Let's go together with her.\Huh? Jintan! Wait a second.\Hey, Jintan.\What's wrong with you?\Something came up. response:	Jin...tan...
context: That's not...\Anaru.\Look Jintan, it's Anaru! Let's go together with her.\Huh? Jintan! Wait a second.\Hey, Jintan.\What's wrong with you?\Something came up.\Jin...tan... response:	Yadomi.
context: Anaru.\Look Jintan, it's Anaru! Let's go together with her.\Huh? Jintan! Wait a second.\Hey, Jintan.\What's wrong with you?\Something came up.\Jin...tan...\Yadomi. response:	What have you been doing.
context: Look Jintan, it's Anaru! Let's go together with her.\Huh? Jintan! Wait a second.\Hey, Jintan.\What's wrong with you?\Something came up.\Jin...tan...\Yadomi.\What have you been doing. response:	For the past while.
context: Huh? Jintan! Wait a second.\Hey, Jintan.\What's wrong with you?\Something came up.\Jin...tan...\Yadomi.\What have you been doing.\For the past while. response:	Nothing.
context: Hey, Jintan.\What's wrong with you?\Something came up.\Jin...tan...\Yadomi.\What have you been doing.\For the past while.\Nothing. response:	Well then.
context: What's wrong with you?\Something came up.\Jin...tan...\Yadomi.\What have you been doing.\For the past while.\Nothing.\Well then. response:	Come on, Jintan! You can't do that.
context: Something came up.\Jin...tan...\Yadomi.\What have you been doing.\For the past while.\Nothing.\Well then.\Come on, Jintan! You can't do that. response:	Let's all get along and go as a group.
context: Jin...tan...\Yadomi.\What have you been doing.\For the past while.\Nothing.\Well then.\Come on, Jintan! You can't do that.\Let's all get along and go as a group. response:	He made such a scene falling down.
context: Yadomi.\What have you been doing.\For the past while.\Nothing.\Well then.\Come on, Jintan! You can't do that.\Let's all get along and go as a group.\He made such a scene falling down. response:	We're going to the same place anyway.
context: What have you been doing.\For the past while.\Nothing.\Well then.\Come on, Jintan! You can't do that.\Let's all get along and go as a group.\He made such a scene falling down.\We're going to the same place anyway. response:	Good evening.
context: For the past while.\Nothing.\Well then.\Come on, Jintan! You can't do that.\Let's all get along and go as a group.\He made such a scene falling down.\We're going to the same place anyway.\Good evening. response:	Yo.
context: Nothing.\Well then.\Come on, Jintan! You can't do that.\Let's all get along and go as a group.\He made such a scene falling down.\We're going to the same place anyway.\Good evening.\Yo. response:	It's Tsuruko.
context: Well then.\Come on, Jintan! You can't do that.\Let's all get along and go as a group.\He made such a scene falling down.\We're going to the same place anyway.\Good evening.\Yo.\It's Tsuruko. response:	She looks so cute with a ponytail.
context: Come on, Jintan! You can't do that.\Let's all get along and go as a group.\He made such a scene falling down.\We're going to the same place anyway.\Good evening.\Yo.\It's Tsuruko.\She looks so cute with a ponytail. response:	Poppo, you called Tsuruk... Tsurumi too?
context: Let's all get along and go as a group.\He made such a scene falling down.\We're going to the same place anyway.\Good evening.\Yo.\It's Tsuruko.\She looks so cute with a ponytail.\Poppo, you called Tsuruk... Tsurumi too? response:	Didn't you read the ad I gave you?
context: He made such a scene falling down.\We're going to the same place anyway.\Good evening.\Yo.\It's Tsuruko.\She looks so cute with a ponytail.\Poppo, you called Tsuruk... Tsurumi too?\Didn't you read the ad I gave you? response:	When I wrote everyone, I meant everyone.
context: We're going to the same place anyway.\Good evening.\Yo.\It's Tsuruko.\She looks so cute with a ponytail.\Poppo, you called Tsuruk... Tsurumi too?\Didn't you read the ad I gave you?\When I wrote everyone, I meant everyone. response:	What's this?
context: Good evening.\Yo.\It's Tsuruko.\She looks so cute with a ponytail.\Poppo, you called Tsuruk... Tsurumi too?\Didn't you read the ad I gave you?\When I wrote everyone, I meant everyone.\What's this? response:	Masala tea.
context: Yo.\It's Tsuruko.\She looks so cute with a ponytail.\Poppo, you called Tsuruk... Tsurumi too?\Didn't you read the ad I gave you?\When I wrote everyone, I meant everyone.\What's this?\Masala tea. response:	You might mean everyone, but Yukiatsu probably won't show.
context: It's Tsuruko.\She looks so cute with a ponytail.\Poppo, you called Tsuruk... Tsurumi too?\Didn't you read the ad I gave you?\When I wrote everyone, I meant everyone.\What's this?\Masala tea.\You might mean everyone, but Yukiatsu probably won't show. response:	He doesn't seem like he believes in stuff like this.
context: She looks so cute with a ponytail.\Poppo, you called Tsuruk... Tsurumi too?\Didn't you read the ad I gave you?\When I wrote everyone, I meant everyone.\What's this?\Masala tea.\You might mean everyone, but Yukiatsu probably won't show.\He doesn't seem like he believes in stuff like this. response:	He'll come.
context: Poppo, you called Tsuruk... Tsurumi too?\Didn't you read the ad I gave you?\When I wrote everyone, I meant everyone.\What's this?\Masala tea.\You might mean everyone, but Yukiatsu probably won't show.\He doesn't seem like he believes in stuff like this.\He'll come. response:	Raise that a bit higher, Jintan.
context: Didn't you read the ad I gave you?\When I wrote everyone, I meant everyone.\What's this?\Masala tea.\You might mean everyone, but Yukiatsu probably won't show.\He doesn't seem like he believes in stuff like this.\He'll come.\Raise that a bit higher, Jintan. response:	Sure.
context: When I wrote everyone, I meant everyone.\What's this?\Masala tea.\You might mean everyone, but Yukiatsu probably won't show.\He doesn't seem like he believes in stuff like this.\He'll come.\Raise that a bit higher, Jintan.\Sure. response:	Work hard, Jintan.
context: What's this?\Masala tea.\You might mean everyone, but Yukiatsu probably won't show.\He doesn't seem like he believes in stuff like this.\He'll come.\Raise that a bit higher, Jintan.\Sure.\Work hard, Jintan. response:	What do you think of this grill?
context: Masala tea.\You might mean everyone, but Yukiatsu probably won't show.\He doesn't seem like he believes in stuff like this.\He'll come.\Raise that a bit higher, Jintan.\Sure.\Work hard, Jintan.\What do you think of this grill? response:	I borrowed it from the old man at my job.
context: You might mean everyone, but Yukiatsu probably won't show.\He doesn't seem like he believes in stuff like this.\He'll come.\Raise that a bit higher, Jintan.\Sure.\Work hard, Jintan.\What do you think of this grill?\I borrowed it from the old man at my job. response:	What are we going to grill? I just brought some sausages.
context: He doesn't seem like he believes in stuff like this.\He'll come.\Raise that a bit higher, Jintan.\Sure.\Work hard, Jintan.\What do you think of this grill?\I borrowed it from the old man at my job.\What are we going to grill? I just brought some sausages. response:	I brought candles.
context: He'll come.\Raise that a bit higher, Jintan.\Sure.\Work hard, Jintan.\What do you think of this grill?\I borrowed it from the old man at my job.\What are we going to grill? I just brought some sausages.\I brought candles. response:	Aren't we going to summon Menma?
context: Raise that a bit higher, Jintan.\Sure.\Work hard, Jintan.\What do you think of this grill?\I borrowed it from the old man at my job.\What are we going to grill? I just brought some sausages.\I brought candles.\Aren't we going to summon Menma? response:	I thought we'd need some props appropriate for a ghost story.
context: Sure.\Work hard, Jintan.\What do you think of this grill?\I borrowed it from the old man at my job.\What are we going to grill? I just brought some sausages.\I brought candles.\Aren't we going to summon Menma?\I thought we'd need some props appropriate for a ghost story. response:	Ghost story?
context: Work hard, Jintan.\What do you think of this grill?\I borrowed it from the old man at my job.\What are we going to grill? I just brought some sausages.\I brought candles.\Aren't we going to summon Menma?\I thought we'd need some props appropriate for a ghost story.\Ghost story? response:	Right. Thanks.
context: What do you think of this grill?\I borrowed it from the old man at my job.\What are we going to grill? I just brought some sausages.\I brought candles.\Aren't we going to summon Menma?\I thought we'd need some props appropriate for a ghost story.\Ghost story?\Right. Thanks. response:	So what about food for the barbecue?
context: I borrowed it from the old man at my job.\What are we going to grill? I just brought some sausages.\I brought candles.\Aren't we going to summon Menma?\I thought we'd need some props appropriate for a ghost story.\Ghost story?\Right. Thanks.\So what about food for the barbecue? response:	Oh, I don't eat much at night, so don't worry about me.
context: What are we going to grill? I just brought some sausages.\I brought candles.\Aren't we going to summon Menma?\I thought we'd need some props appropriate for a ghost story.\Ghost story?\Right. Thanks.\So what about food for the barbecue?\Oh, I don't eat much at night, so don't worry about me. response:	Look at that. All Tsuruko thinks of is herself.
context: I brought candles.\Aren't we going to summon Menma?\I thought we'd need some props appropriate for a ghost story.\Ghost story?\Right. Thanks.\So what about food for the barbecue?\Oh, I don't eat much at night, so don't worry about me.\Look at that. All Tsuruko thinks of is herself. response:	Selfish women turn me on, y'know.
context: Aren't we going to summon Menma?\I thought we'd need some props appropriate for a ghost story.\Ghost story?\Right. Thanks.\So what about food for the barbecue?\Oh, I don't eat much at night, so don't worry about me.\Look at that. All Tsuruko thinks of is herself.\Selfish women turn me on, y'know. response:	Dumbass.
context: I thought we'd need some props appropriate for a ghost story.\Ghost story?\Right. Thanks.\So what about food for the barbecue?\Oh, I don't eat much at night, so don't worry about me.\Look at that. All Tsuruko thinks of is herself.\Selfish women turn me on, y'know.\Dumbass. response:	Umm...
context: Ghost story?\Right. Thanks.\So what about food for the barbecue?\Oh, I don't eat much at night, so don't worry about me.\Look at that. All Tsuruko thinks of is herself.\Selfish women turn me on, y'know.\Dumbass.\Umm... response:	I thought everyone else would bring food.
context: Right. Thanks.\So what about food for the barbecue?\Oh, I don't eat much at night, so don't worry about me.\Look at that. All Tsuruko thinks of is herself.\Selfish women turn me on, y'know.\Dumbass.\Umm...\I thought everyone else would bring food. response:	I didn't want to bring the same thing.
context: So what about food for the barbecue?\Oh, I don't eat much at night, so don't worry about me.\Look at that. All Tsuruko thinks of is herself.\Selfish women turn me on, y'know.\Dumbass.\Umm...\I thought everyone else would bring food.\I didn't want to bring the same thing. response:	Fireworks?
context: Oh, I don't eat much at night, so don't worry about me.\Look at that. All Tsuruko thinks of is herself.\Selfish women turn me on, y'know.\Dumbass.\Umm...\I thought everyone else would bring food.\I didn't want to bring the same thing.\Fireworks? response:	We're not children anymore.
context: Look at that. All Tsuruko thinks of is herself.\Selfish women turn me on, y'know.\Dumbass.\Umm...\I thought everyone else would bring food.\I didn't want to bring the same thing.\Fireworks?\We're not children anymore. response:	And I have this!
context: Selfish women turn me on, y'know.\Dumbass.\Umm...\I thought everyone else would bring food.\I didn't want to bring the same thing.\Fireworks?\We're not children anymore.\And I have this! response:	What the heck is that?
context: Dumbass.\Umm...\I thought everyone else would bring food.\I didn't want to bring the same thing.\Fireworks?\We're not children anymore.\And I have this!\What the heck is that? response:	It's called keel.
context: Umm...\I thought everyone else would bring food.\I didn't want to bring the same thing.\Fireworks?\We're not children anymore.\And I have this!\What the heck is that?\It's called keel. response:	I ate it when I went to India. It's sweetened rice cooked in milk.
context: I thought everyone else would bring food.\I didn't want to bring the same thing.\Fireworks?\We're not children anymore.\And I have this!\What the heck is that?\It's called keel.\I ate it when I went to India. It's sweetened rice cooked in milk. response:	It's like puke.
context: I didn't want to bring the same thing.\Fireworks?\We're not children anymore.\And I have this!\What the heck is that?\It's called keel.\I ate it when I went to India. It's sweetened rice cooked in milk.\It's like puke. response:	So this isn't for a barbecue either.
context: Fireworks?\We're not children anymore.\And I have this!\What the heck is that?\It's called keel.\I ate it when I went to India. It's sweetened rice cooked in milk.\It's like puke.\So this isn't for a barbecue either. response:	Want to try frying it like okonomiyaki?
context: We're not children anymore.\And I have this!\What the heck is that?\It's called keel.\I ate it when I went to India. It's sweetened rice cooked in milk.\It's like puke.\So this isn't for a barbecue either.\Want to try frying it like okonomiyaki? response:	Let's stick to the sausages.
context: And I have this!\What the heck is that?\It's called keel.\I ate it when I went to India. It's sweetened rice cooked in milk.\It's like puke.\So this isn't for a barbecue either.\Want to try frying it like okonomiyaki?\Let's stick to the sausages. response:	There, it finally caught.
context: What the heck is that?\It's called keel.\I ate it when I went to India. It's sweetened rice cooked in milk.\It's like puke.\So this isn't for a barbecue either.\Want to try frying it like okonomiyaki?\Let's stick to the sausages.\There, it finally caught. response:	It just didn't feel right without a fire.
context: It's called keel.\I ate it when I went to India. It's sweetened rice cooked in milk.\It's like puke.\So this isn't for a barbecue either.\Want to try frying it like okonomiyaki?\Let's stick to the sausages.\There, it finally caught.\It just didn't feel right without a fire. response:	This is quite the party we got here. It's been so many years.
context: I ate it when I went to India. It's sweetened rice cooked in milk.\It's like puke.\So this isn't for a barbecue either.\Want to try frying it like okonomiyaki?\Let's stick to the sausages.\There, it finally caught.\It just didn't feel right without a fire.\This is quite the party we got here. It's been so many years. response:	How do you make crabs again?
context: It's like puke.\So this isn't for a barbecue either.\Want to try frying it like okonomiyaki?\Let's stick to the sausages.\There, it finally caught.\It just didn't feel right without a fire.\This is quite the party we got here. It's been so many years.\How do you make crabs again? response:	Crabs? Can you make crabs?
context: So this isn't for a barbecue either.\Want to try frying it like okonomiyaki?\Let's stick to the sausages.\There, it finally caught.\It just didn't feel right without a fire.\This is quite the party we got here. It's been so many years.\How do you make crabs again?\Crabs? Can you make crabs? response:	We're just like this charcoal.
context: Want to try frying it like okonomiyaki?\Let's stick to the sausages.\There, it finally caught.\It just didn't feel right without a fire.\This is quite the party we got here. It's been so many years.\How do you make crabs again?\Crabs? Can you make crabs?\We're just like this charcoal. response:	Huh?
context: Let's stick to the sausages.\There, it finally caught.\It just didn't feel right without a fire.\This is quite the party we got here. It's been so many years.\How do you make crabs again?\Crabs? Can you make crabs?\We're just like this charcoal.\Huh? response:	It was originally made by burning wood.
context: There, it finally caught.\It just didn't feel right without a fire.\This is quite the party we got here. It's been so many years.\How do you make crabs again?\Crabs? Can you make crabs?\We're just like this charcoal.\Huh?\It was originally made by burning wood. response:	Even if it doesn't light up right away,
context: It just didn't feel right without a fire.\This is quite the party we got here. It's been so many years.\How do you make crabs again?\Crabs? Can you make crabs?\We're just like this charcoal.\Huh?\It was originally made by burning wood.\Even if it doesn't light up right away, response:	once it remembers it's past it roars ablaze.
context: This is quite the party we got here. It's been so many years.\How do you make crabs again?\Crabs? Can you make crabs?\We're just like this charcoal.\Huh?\It was originally made by burning wood.\Even if it doesn't light up right away,\once it remembers it's past it roars ablaze. response:	That's a terrible analogy.
context: How do you make crabs again?\Crabs? Can you make crabs?\We're just like this charcoal.\Huh?\It was originally made by burning wood.\Even if it doesn't light up right away,\once it remembers it's past it roars ablaze.\That's a terrible analogy. response:	Huh? Really?
context: Crabs? Can you make crabs?\We're just like this charcoal.\Huh?\It was originally made by burning wood.\Even if it doesn't light up right away,\once it remembers it's past it roars ablaze.\That's a terrible analogy.\Huh? Really? response:	Sh-should I help out?
context: We're just like this charcoal.\Huh?\It was originally made by burning wood.\Even if it doesn't light up right away,\once it remembers it's past it roars ablaze.\That's a terrible analogy.\Huh? Really?\Sh-should I help out? response:	You don't have to.
context: Huh?\It was originally made by burning wood.\Even if it doesn't light up right away,\once it remembers it's past it roars ablaze.\That's a terrible analogy.\Huh? Really?\Sh-should I help out?\You don't have to. response:	Go to the barbecue.
context: It was originally made by burning wood.\Even if it doesn't light up right away,\once it remembers it's past it roars ablaze.\That's a terrible analogy.\Huh? Really?\Sh-should I help out?\You don't have to.\Go to the barbecue. response:	But all we have are sausages.
context: Even if it doesn't light up right away,\once it remembers it's past it roars ablaze.\That's a terrible analogy.\Huh? Really?\Sh-should I help out?\You don't have to.\Go to the barbecue.\But all we have are sausages. response:	And I already made cuts in them.
context: once it remembers it's past it roars ablaze.\That's a terrible analogy.\Huh? Really?\Sh-should I help out?\You don't have to.\Go to the barbecue.\But all we have are sausages.\And I already made cuts in them. response:	This is a crab?
context: That's a terrible analogy.\Huh? Really?\Sh-should I help out?\You don't have to.\Go to the barbecue.\But all we have are sausages.\And I already made cuts in them.\This is a crab? response:	A white one-piece dress.
context: Huh? Really?\Sh-should I help out?\You don't have to.\Go to the barbecue.\But all we have are sausages.\And I already made cuts in them.\This is a crab?\A white one-piece dress. response:	That's right. Menma used to wear one often.
context: Sh-should I help out?\You don't have to.\Go to the barbecue.\But all we have are sausages.\And I already made cuts in them.\This is a crab?\A white one-piece dress.\That's right. Menma used to wear one often. response:	It's just like you said. I'm easily influenced.
context: You don't have to.\Go to the barbecue.\But all we have are sausages.\And I already made cuts in them.\This is a crab?\A white one-piece dress.\That's right. Menma used to wear one often.\It's just like you said. I'm easily influenced. response:	I always was, and I still am. I haven't changed.
context: Go to the barbecue.\But all we have are sausages.\And I already made cuts in them.\This is a crab?\A white one-piece dress.\That's right. Menma used to wear one often.\It's just like you said. I'm easily influenced.\I always was, and I still am. I haven't changed. response:	And even though it's like Menma, she wouldn't wear one with such a high cut.
context: But all we have are sausages.\And I already made cuts in them.\This is a crab?\A white one-piece dress.\That's right. Menma used to wear one often.\It's just like you said. I'm easily influenced.\I always was, and I still am. I haven't changed.\And even though it's like Menma, she wouldn't wear one with such a high cut. response:	My friends from school wear ones like this, but they probably wouldn't pick a white one.
context: And I already made cuts in them.\This is a crab?\A white one-piece dress.\That's right. Menma used to wear one often.\It's just like you said. I'm easily influenced.\I always was, and I still am. I haven't changed.\And even though it's like Menma, she wouldn't wear one with such a high cut.\My friends from school wear ones like this, but they probably wouldn't pick a white one. response:	I actually do put some thought into what I wear you know.
context: This is a crab?\A white one-piece dress.\That's right. Menma used to wear one often.\It's just like you said. I'm easily influenced.\I always was, and I still am. I haven't changed.\And even though it's like Menma, she wouldn't wear one with such a high cut.\My friends from school wear ones like this, but they probably wouldn't pick a white one.\I actually do put some thought into what I wear you know. response:	It's just that I end up going with the flow...
context: A white one-piece dress.\That's right. Menma used to wear one often.\It's just like you said. I'm easily influenced.\I always was, and I still am. I haven't changed.\And even though it's like Menma, she wouldn't wear one with such a high cut.\My friends from school wear ones like this, but they probably wouldn't pick a white one.\I actually do put some thought into what I wear you know.\It's just that I end up going with the flow... response:	But for me... And in general, I do think a lot...
context: That's right. Menma used to wear one often.\It's just like you said. I'm easily influenced.\I always was, and I still am. I haven't changed.\And even though it's like Menma, she wouldn't wear one with such a high cut.\My friends from school wear ones like this, but they probably wouldn't pick a white one.\I actually do put some thought into what I wear you know.\It's just that I end up going with the flow...\But for me... And in general, I do think a lot... response:	What do you hope to gain by telling me this?
context: It's just like you said. I'm easily influenced.\I always was, and I still am. I haven't changed.\And even though it's like Menma, she wouldn't wear one with such a high cut.\My friends from school wear ones like this, but they probably wouldn't pick a white one.\I actually do put some thought into what I wear you know.\It's just that I end up going with the flow...\But for me... And in general, I do think a lot...\What do you hope to gain by telling me this? response:	Do you want me to say, Is that so. How admirable.
context: I always was, and I still am. I haven't changed.\And even though it's like Menma, she wouldn't wear one with such a high cut.\My friends from school wear ones like this, but they probably wouldn't pick a white one.\I actually do put some thought into what I wear you know.\It's just that I end up going with the flow...\But for me... And in general, I do think a lot...\What do you hope to gain by telling me this?\Do you want me to say, Is that so. How admirable. response:	That's not it.
context: And even though it's like Menma, she wouldn't wear one with such a high cut.\My friends from school wear ones like this, but they probably wouldn't pick a white one.\I actually do put some thought into what I wear you know.\It's just that I end up going with the flow...\But for me... And in general, I do think a lot...\What do you hope to gain by telling me this?\Do you want me to say, Is that so. How admirable.\That's not it. response:	I think...
context: My friends from school wear ones like this, but they probably wouldn't pick a white one.\I actually do put some thought into what I wear you know.\It's just that I end up going with the flow...\But for me... And in general, I do think a lot...\What do you hope to gain by telling me this?\Do you want me to say, Is that so. How admirable.\That's not it.\I think... response:	I wanted someone get on my case
context: I actually do put some thought into what I wear you know.\It's just that I end up going with the flow...\But for me... And in general, I do think a lot...\What do you hope to gain by telling me this?\Do you want me to say, Is that so. How admirable.\That's not it.\I think...\I wanted someone get on my case response:	for always going along with what's happening around me.
context: It's just that I end up going with the flow...\But for me... And in general, I do think a lot...\What do you hope to gain by telling me this?\Do you want me to say, Is that so. How admirable.\That's not it.\I think...\I wanted someone get on my case\for always going along with what's happening around me. response:	Look at that Jintan! It's a crab, a crab!
context: But for me... And in general, I do think a lot...\What do you hope to gain by telling me this?\Do you want me to say, Is that so. How admirable.\That's not it.\I think...\I wanted someone get on my case\for always going along with what's happening around me.\Look at that Jintan! It's a crab, a crab! response:	And there's an octopus!
context: What do you hope to gain by telling me this?\Do you want me to say, Is that so. How admirable.\That's not it.\I think...\I wanted someone get on my case\for always going along with what's happening around me.\Look at that Jintan! It's a crab, a crab!\And there's an octopus! response:	Delicious!
context: Do you want me to say, Is that so. How admirable.\That's not it.\I think...\I wanted someone get on my case\for always going along with what's happening around me.\Look at that Jintan! It's a crab, a crab!\And there's an octopus!\Delicious! response:	This is authentic German sausage!
context: That's not it.\I think...\I wanted someone get on my case\for always going along with what's happening around me.\Look at that Jintan! It's a crab, a crab!\And there's an octopus!\Delicious!\This is authentic German sausage! response:	Yeah, it really is.
context: I think...\I wanted someone get on my case\for always going along with what's happening around me.\Look at that Jintan! It's a crab, a crab!\And there's an octopus!\Delicious!\This is authentic German sausage!\Yeah, it really is. response:	Whoa! You can tell too, Tsuruko?
context: I wanted someone get on my case\for always going along with what's happening around me.\Look at that Jintan! It's a crab, a crab!\And there's an octopus!\Delicious!\This is authentic German sausage!\Yeah, it really is.\Whoa! You can tell too, Tsuruko? response:	I didn't think it'd be so good.
context: for always going along with what's happening around me.\Look at that Jintan! It's a crab, a crab!\And there's an octopus!\Delicious!\This is authentic German sausage!\Yeah, it really is.\Whoa! You can tell too, Tsuruko?\I didn't think it'd be so good. response:	Really?
context: Look at that Jintan! It's a crab, a crab!\And there's an octopus!\Delicious!\This is authentic German sausage!\Yeah, it really is.\Whoa! You can tell too, Tsuruko?\I didn't think it'd be so good.\Really? response:	What did I tell you?
context: And there's an octopus!\Delicious!\This is authentic German sausage!\Yeah, it really is.\Whoa! You can tell too, Tsuruko?\I didn't think it'd be so good.\Really?\What did I tell you? response:	Jintan! Jintan! The crab will burn!
context: Delicious!\This is authentic German sausage!\Yeah, it really is.\Whoa! You can tell too, Tsuruko?\I didn't think it'd be so good.\Really?\What did I tell you?\Jintan! Jintan! The crab will burn! response:	It's almost like a dessert.
context: This is authentic German sausage!\Yeah, it really is.\Whoa! You can tell too, Tsuruko?\I didn't think it'd be so good.\Really?\What did I tell you?\Jintan! Jintan! The crab will burn!\It's almost like a dessert. response:	So about Menma's wish...
context: Yeah, it really is.\Whoa! You can tell too, Tsuruko?\I didn't think it'd be so good.\Really?\What did I tell you?\Jintan! Jintan! The crab will burn!\It's almost like a dessert.\So about Menma's wish... response:	Yeah, you'll help us out too won't you?
