context: It really is you, Kirino! response:	Ayase...
context: And I also know about the journalist that wrote the article.\I just happened to be looking into the incident at the time.\Don't misunderstand.\It's not like I looked into it for you.\I'll start from my results.\At first, the culprit in the SisCaly incident did say he tried to electrocute a little girl in imitation of a game,\but he withdrew that statement later.\You're lying! response:	It's true.
context: I just happened to be looking into the incident at the time.\Don't misunderstand.\It's not like I looked into it for you.\I'll start from my results.\At first, the culprit in the SisCaly incident did say he tried to electrocute a little girl in imitation of a game,\but he withdrew that statement later.\You're lying!\It's true. response:	He said that he took out the stun gun because he wanted to get violent on a girl.
context: Don't misunderstand.\It's not like I looked into it for you.\I'll start from my results.\At first, the culprit in the SisCaly incident did say he tried to electrocute a little girl in imitation of a game,\but he withdrew that statement later.\You're lying!\It's true.\He said that he took out the stun gun because he wanted to get violent on a girl. response:	It's a pretty sleazy way to go.
context: It's not like I looked into it for you.\I'll start from my results.\At first, the culprit in the SisCaly incident did say he tried to electrocute a little girl in imitation of a game,\but he withdrew that statement later.\You're lying!\It's true.\He said that he took out the stun gun because he wanted to get violent on a girl.\It's a pretty sleazy way to go. response:	How did you discover that?
context: I'll start from my results.\At first, the culprit in the SisCaly incident did say he tried to electrocute a little girl in imitation of a game,\but he withdrew that statement later.\You're lying!\It's true.\He said that he took out the stun gun because he wanted to get violent on a girl.\It's a pretty sleazy way to go.\How did you discover that? response:	It was on the news.
context: At first, the culprit in the SisCaly incident did say he tried to electrocute a little girl in imitation of a game,\but he withdrew that statement later.\You're lying!\It's true.\He said that he took out the stun gun because he wanted to get violent on a girl.\It's a pretty sleazy way to go.\How did you discover that?\It was on the news. response:	The second article was a lot smaller than the first, though.
context: but he withdrew that statement later.\You're lying!\It's true.\He said that he took out the stun gun because he wanted to get violent on a girl.\It's a pretty sleazy way to go.\How did you discover that?\It was on the news.\The second article was a lot smaller than the first, though. response:	But then the journalist would have
context: You're lying!\It's true.\He said that he took out the stun gun because he wanted to get violent on a girl.\It's a pretty sleazy way to go.\How did you discover that?\It was on the news.\The second article was a lot smaller than the first, though.\But then the journalist would have response:	He published this apology.
context: It's true.\He said that he took out the stun gun because he wanted to get violent on a girl.\It's a pretty sleazy way to go.\How did you discover that?\It was on the news.\The second article was a lot smaller than the first, though.\But then the journalist would have\He published this apology. response:	I apologize for stating something which may have caused a misunderstanding. I made a mistake in collecting information.
context: He said that he took out the stun gun because he wanted to get violent on a girl.\It's a pretty sleazy way to go.\How did you discover that?\It was on the news.\The second article was a lot smaller than the first, though.\But then the journalist would have\He published this apology.\I apologize for stating something which may have caused a misunderstanding. I made a mistake in collecting information. response:	I hope to inform you all of the truth with regards to the incident as the time calls.
context: It's a pretty sleazy way to go.\How did you discover that?\It was on the news.\The second article was a lot smaller than the first, though.\But then the journalist would have\He published this apology.\I apologize for stating something which may have caused a misunderstanding. I made a mistake in collecting information.\I hope to inform you all of the truth with regards to the incident as the time calls. response:	They didn't say anything about that on TV...
context: How did you discover that?\It was on the news.\The second article was a lot smaller than the first, though.\But then the journalist would have\He published this apology.\I apologize for stating something which may have caused a misunderstanding. I made a mistake in collecting information.\I hope to inform you all of the truth with regards to the incident as the time calls.\They didn't say anything about that on TV... response:	I don't think everything they say is a lie.
context: It was on the news.\The second article was a lot smaller than the first, though.\But then the journalist would have\He published this apology.\I apologize for stating something which may have caused a misunderstanding. I made a mistake in collecting information.\I hope to inform you all of the truth with regards to the incident as the time calls.\They didn't say anything about that on TV...\I don't think everything they say is a lie. response:	But I don't think all the otaku bashing is completely untruthful either.
context: The second article was a lot smaller than the first, though.\But then the journalist would have\He published this apology.\I apologize for stating something which may have caused a misunderstanding. I made a mistake in collecting information.\I hope to inform you all of the truth with regards to the incident as the time calls.\They didn't say anything about that on TV...\I don't think everything they say is a lie.\But I don't think all the otaku bashing is completely untruthful either. response:	But as far as this incident goes, I think that journalist may have just misinterpreted some of the information.
context: But then the journalist would have\He published this apology.\I apologize for stating something which may have caused a misunderstanding. I made a mistake in collecting information.\I hope to inform you all of the truth with regards to the incident as the time calls.\They didn't say anything about that on TV...\I don't think everything they say is a lie.\But I don't think all the otaku bashing is completely untruthful either.\But as far as this incident goes, I think that journalist may have just misinterpreted some of the information. response:	And part of the mass media jumped right on it.
context: He published this apology.\I apologize for stating something which may have caused a misunderstanding. I made a mistake in collecting information.\I hope to inform you all of the truth with regards to the incident as the time calls.\They didn't say anything about that on TV...\I don't think everything they say is a lie.\But I don't think all the otaku bashing is completely untruthful either.\But as far as this incident goes, I think that journalist may have just misinterpreted some of the information.\And part of the mass media jumped right on it. response:	There's more of it here.
context: I apologize for stating something which may have caused a misunderstanding. I made a mistake in collecting information.\I hope to inform you all of the truth with regards to the incident as the time calls.\They didn't say anything about that on TV...\I don't think everything they say is a lie.\But I don't think all the otaku bashing is completely untruthful either.\But as far as this incident goes, I think that journalist may have just misinterpreted some of the information.\And part of the mass media jumped right on it.\There's more of it here. response:	Read it yourself.
context: I hope to inform you all of the truth with regards to the incident as the time calls.\They didn't say anything about that on TV...\I don't think everything they say is a lie.\But I don't think all the otaku bashing is completely untruthful either.\But as far as this incident goes, I think that journalist may have just misinterpreted some of the information.\And part of the mass media jumped right on it.\There's more of it here.\Read it yourself. response:	Lies! No way!
context: They didn't say anything about that on TV...\I don't think everything they say is a lie.\But I don't think all the otaku bashing is completely untruthful either.\But as far as this incident goes, I think that journalist may have just misinterpreted some of the information.\And part of the mass media jumped right on it.\There's more of it here.\Read it yourself.\Lies! No way! response:	And there's no evidence that playing games causes people to lose their humanity either.
context: I don't think everything they say is a lie.\But I don't think all the otaku bashing is completely untruthful either.\But as far as this incident goes, I think that journalist may have just misinterpreted some of the information.\And part of the mass media jumped right on it.\There's more of it here.\Read it yourself.\Lies! No way!\And there's no evidence that playing games causes people to lose their humanity either. response:	So could you stop referring to otaku as criminals waiting to happen?
context: But I don't think all the otaku bashing is completely untruthful either.\But as far as this incident goes, I think that journalist may have just misinterpreted some of the information.\And part of the mass media jumped right on it.\There's more of it here.\Read it yourself.\Lies! No way!\And there's no evidence that playing games causes people to lose their humanity either.\So could you stop referring to otaku as criminals waiting to happen? response:	Sure, there might be some bad guys among them, but they aren't all bad.
context: But as far as this incident goes, I think that journalist may have just misinterpreted some of the information.\And part of the mass media jumped right on it.\There's more of it here.\Read it yourself.\Lies! No way!\And there's no evidence that playing games causes people to lose their humanity either.\So could you stop referring to otaku as criminals waiting to happen?\Sure, there might be some bad guys among them, but they aren't all bad. response:	Kirino said the same thing.
context: And part of the mass media jumped right on it.\There's more of it here.\Read it yourself.\Lies! No way!\And there's no evidence that playing games causes people to lose their humanity either.\So could you stop referring to otaku as criminals waiting to happen?\Sure, there might be some bad guys among them, but they aren't all bad.\Kirino said the same thing. response:	I understand.
context: There's more of it here.\Read it yourself.\Lies! No way!\And there's no evidence that playing games causes people to lose their humanity either.\So could you stop referring to otaku as criminals waiting to happen?\Sure, there might be some bad guys among them, but they aren't all bad.\Kirino said the same thing.\I understand. response:	This was a mistake on my part. I take back what I said.
context: Read it yourself.\Lies! No way!\And there's no evidence that playing games causes people to lose their humanity either.\So could you stop referring to otaku as criminals waiting to happen?\Sure, there might be some bad guys among them, but they aren't all bad.\Kirino said the same thing.\I understand.\This was a mistake on my part. I take back what I said. response:	But it doesn't change the fact that Kirino's hobby is disgusting.
context: Lies! No way!\And there's no evidence that playing games causes people to lose their humanity either.\So could you stop referring to otaku as criminals waiting to happen?\Sure, there might be some bad guys among them, but they aren't all bad.\Kirino said the same thing.\I understand.\This was a mistake on my part. I take back what I said.\But it doesn't change the fact that Kirino's hobby is disgusting. response:	You might see it that way, but can't you try to ignore it?
context: And there's no evidence that playing games causes people to lose their humanity either.\So could you stop referring to otaku as criminals waiting to happen?\Sure, there might be some bad guys among them, but they aren't all bad.\Kirino said the same thing.\I understand.\This was a mistake on my part. I take back what I said.\But it doesn't change the fact that Kirino's hobby is disgusting.\You might see it that way, but can't you try to ignore it? response:	She keeps it to herself because she knows that she can't let anyone know.
context: So could you stop referring to otaku as criminals waiting to happen?\Sure, there might be some bad guys among them, but they aren't all bad.\Kirino said the same thing.\I understand.\This was a mistake on my part. I take back what I said.\But it doesn't change the fact that Kirino's hobby is disgusting.\You might see it that way, but can't you try to ignore it?\She keeps it to herself because she knows that she can't let anyone know. response:	You're right.
context: Sure, there might be some bad guys among them, but they aren't all bad.\Kirino said the same thing.\I understand.\This was a mistake on my part. I take back what I said.\But it doesn't change the fact that Kirino's hobby is disgusting.\You might see it that way, but can't you try to ignore it?\She keeps it to herself because she knows that she can't let anyone know.\You're right. response:	She's kept it to herself and lied to us all.
context: Kirino said the same thing.\I understand.\This was a mistake on my part. I take back what I said.\But it doesn't change the fact that Kirino's hobby is disgusting.\You might see it that way, but can't you try to ignore it?\She keeps it to herself because she knows that she can't let anyone know.\You're right.\She's kept it to herself and lied to us all. response:	She just never had to tell you!
context: I understand.\This was a mistake on my part. I take back what I said.\But it doesn't change the fact that Kirino's hobby is disgusting.\You might see it that way, but can't you try to ignore it?\She keeps it to herself because she knows that she can't let anyone know.\You're right.\She's kept it to herself and lied to us all.\She just never had to tell you! response:	And more importantly, because she didn't want to lose your friendship!
context: This was a mistake on my part. I take back what I said.\But it doesn't change the fact that Kirino's hobby is disgusting.\You might see it that way, but can't you try to ignore it?\She keeps it to herself because she knows that she can't let anyone know.\You're right.\She's kept it to herself and lied to us all.\She just never had to tell you!\And more importantly, because she didn't want to lose your friendship! response:	You're her best friend! Why can't you understand that?
context: But it doesn't change the fact that Kirino's hobby is disgusting.\You might see it that way, but can't you try to ignore it?\She keeps it to herself because she knows that she can't let anyone know.\You're right.\She's kept it to herself and lied to us all.\She just never had to tell you!\And more importantly, because she didn't want to lose your friendship!\You're her best friend! Why can't you understand that? response:	What about you? What do you know about us?
context: You might see it that way, but can't you try to ignore it?\She keeps it to herself because she knows that she can't let anyone know.\You're right.\She's kept it to herself and lied to us all.\She just never had to tell you!\And more importantly, because she didn't want to lose your friendship!\You're her best friend! Why can't you understand that?\What about you? What do you know about us? response:	I know Kirino better than anyone!
context: She keeps it to herself because she knows that she can't let anyone know.\You're right.\She's kept it to herself and lied to us all.\She just never had to tell you!\And more importantly, because she didn't want to lose your friendship!\You're her best friend! Why can't you understand that?\What about you? What do you know about us?\I know Kirino better than anyone! response:	That Kirino is fake!
context: You're right.\She's kept it to herself and lied to us all.\She just never had to tell you!\And more importantly, because she didn't want to lose your friendship!\You're her best friend! Why can't you understand that?\What about you? What do you know about us?\I know Kirino better than anyone!\That Kirino is fake! response:	Give her back! Give me back my best friend!
context: She's kept it to herself and lied to us all.\She just never had to tell you!\And more importantly, because she didn't want to lose your friendship!\You're her best friend! Why can't you understand that?\What about you? What do you know about us?\I know Kirino better than anyone!\That Kirino is fake!\Give her back! Give me back my best friend! response:	Give me back the real Kirino!
context: She just never had to tell you!\And more importantly, because she didn't want to lose your friendship!\You're her best friend! Why can't you understand that?\What about you? What do you know about us?\I know Kirino better than anyone!\That Kirino is fake!\Give her back! Give me back my best friend!\Give me back the real Kirino! response:	Oh, shut up!!
context: And more importantly, because she didn't want to lose your friendship!\You're her best friend! Why can't you understand that?\What about you? What do you know about us?\I know Kirino better than anyone!\That Kirino is fake!\Give her back! Give me back my best friend!\Give me back the real Kirino!\Oh, shut up!! response:	Fake, fake...
context: You're her best friend! Why can't you understand that?\What about you? What do you know about us?\I know Kirino better than anyone!\That Kirino is fake!\Give her back! Give me back my best friend!\Give me back the real Kirino!\Oh, shut up!!\Fake, fake... response:	Can't you say anything else?
context: What about you? What do you know about us?\I know Kirino better than anyone!\That Kirino is fake!\Give her back! Give me back my best friend!\Give me back the real Kirino!\Oh, shut up!!\Fake, fake...\Can't you say anything else? response:	Kirino...
context: I know Kirino better than anyone!\That Kirino is fake!\Give her back! Give me back my best friend!\Give me back the real Kirino!\Oh, shut up!!\Fake, fake...\Can't you say anything else?\Kirino... response:	Move.
context: That Kirino is fake!\Give her back! Give me back my best friend!\Give me back the real Kirino!\Oh, shut up!!\Fake, fake...\Can't you say anything else?\Kirino...\Move. response:	This is something I have to do.
context: Give her back! Give me back my best friend!\Give me back the real Kirino!\Oh, shut up!!\Fake, fake...\Can't you say anything else?\Kirino...\Move.\This is something I have to do. response:	Ayase, listen to me.
context: Give me back the real Kirino!\Oh, shut up!!\Fake, fake...\Can't you say anything else?\Kirino...\Move.\This is something I have to do.\Ayase, listen to me. response:	I'm not listening to a fake Kirino.
context: Oh, shut up!!\Fake, fake...\Can't you say anything else?\Kirino...\Move.\This is something I have to do.\Ayase, listen to me.\I'm not listening to a fake Kirino. response:	I want to talk to the real Kirino!
context: Fake, fake...\Can't you say anything else?\Kirino...\Move.\This is something I have to do.\Ayase, listen to me.\I'm not listening to a fake Kirino.\I want to talk to the real Kirino! response:	What's the real me?
context: Can't you say anything else?\Kirino...\Move.\This is something I have to do.\Ayase, listen to me.\I'm not listening to a fake Kirino.\I want to talk to the real Kirino!\What's the real me? response:	Beautiful, overflowing with style and fashion sense, ace athlete, honor student,
context: Kirino...\Move.\This is something I have to do.\Ayase, listen to me.\I'm not listening to a fake Kirino.\I want to talk to the real Kirino!\What's the real me?\Beautiful, overflowing with style and fashion sense, ace athlete, honor student, response:	surrounded by friends, the idol of the entire student body,
context: Move.\This is something I have to do.\Ayase, listen to me.\I'm not listening to a fake Kirino.\I want to talk to the real Kirino!\What's the real me?\Beautiful, overflowing with style and fashion sense, ace athlete, honor student,\surrounded by friends, the idol of the entire student body, response:	loved by the teachers, the star of the track team,
context: This is something I have to do.\Ayase, listen to me.\I'm not listening to a fake Kirino.\I want to talk to the real Kirino!\What's the real me?\Beautiful, overflowing with style and fashion sense, ace athlete, honor student,\surrounded by friends, the idol of the entire student body,\loved by the teachers, the star of the track team, response:	working as a model outside school,
context: Ayase, listen to me.\I'm not listening to a fake Kirino.\I want to talk to the real Kirino!\What's the real me?\Beautiful, overflowing with style and fashion sense, ace athlete, honor student,\surrounded by friends, the idol of the entire student body,\loved by the teachers, the star of the track team,\working as a model outside school, response:	depended on by everyone, loved by everyone
context: I'm not listening to a fake Kirino.\I want to talk to the real Kirino!\What's the real me?\Beautiful, overflowing with style and fashion sense, ace athlete, honor student,\surrounded by friends, the idol of the entire student body,\loved by the teachers, the star of the track team,\working as a model outside school,\depended on by everyone, loved by everyone response:	that super-perfect, super-cool, super-cute, super-beautiful Kousaka Kirino?
context: I want to talk to the real Kirino!\What's the real me?\Beautiful, overflowing with style and fashion sense, ace athlete, honor student,\surrounded by friends, the idol of the entire student body,\loved by the teachers, the star of the track team,\working as a model outside school,\depended on by everyone, loved by everyone\that super-perfect, super-cool, super-cute, super-beautiful Kousaka Kirino? response:	Is that the real me?
context: What's the real me?\Beautiful, overflowing with style and fashion sense, ace athlete, honor student,\surrounded by friends, the idol of the entire student body,\loved by the teachers, the star of the track team,\working as a model outside school,\depended on by everyone, loved by everyone\that super-perfect, super-cool, super-cute, super-beautiful Kousaka Kirino?\Is that the real me? response:	Yeah! That's Kirino!
context: Beautiful, overflowing with style and fashion sense, ace athlete, honor student,\surrounded by friends, the idol of the entire student body,\loved by the teachers, the star of the track team,\working as a model outside school,\depended on by everyone, loved by everyone\that super-perfect, super-cool, super-cute, super-beautiful Kousaka Kirino?\Is that the real me?\Yeah! That's Kirino! response:	Sorry Ayase, but you don't really understand.
context: surrounded by friends, the idol of the entire student body,\loved by the teachers, the star of the track team,\working as a model outside school,\depended on by everyone, loved by everyone\that super-perfect, super-cool, super-cute, super-beautiful Kousaka Kirino?\Is that the real me?\Yeah! That's Kirino!\Sorry Ayase, but you don't really understand. response:	I like the manga that you call indecent!
context: loved by the teachers, the star of the track team,\working as a model outside school,\depended on by everyone, loved by everyone\that super-perfect, super-cool, super-cute, super-beautiful Kousaka Kirino?\Is that the real me?\Yeah! That's Kirino!\Sorry Ayase, but you don't really understand.\I like the manga that you call indecent! response:	I really like those eroge you call disgusting!
context: working as a model outside school,\depended on by everyone, loved by everyone\that super-perfect, super-cool, super-cute, super-beautiful Kousaka Kirino?\Is that the real me?\Yeah! That's Kirino!\Sorry Ayase, but you don't really understand.\I like the manga that you call indecent!\I really like those eroge you call disgusting! response:	I never get tired of watching anime with cute girls no matter how many times I watch them!
context: depended on by everyone, loved by everyone\that super-perfect, super-cool, super-cute, super-beautiful Kousaka Kirino?\Is that the real me?\Yeah! That's Kirino!\Sorry Ayase, but you don't really understand.\I like the manga that you call indecent!\I really like those eroge you call disgusting!\I never get tired of watching anime with cute girls no matter how many times I watch them! response:	I get really happy just looking at my character goods!
context: that super-perfect, super-cool, super-cute, super-beautiful Kousaka Kirino?\Is that the real me?\Yeah! That's Kirino!\Sorry Ayase, but you don't really understand.\I like the manga that you call indecent!\I really like those eroge you call disgusting!\I never get tired of watching anime with cute girls no matter how many times I watch them!\I get really happy just looking at my character goods! response:	I really like those things!
context: Is that the real me?\Yeah! That's Kirino!\Sorry Ayase, but you don't really understand.\I like the manga that you call indecent!\I really like those eroge you call disgusting!\I never get tired of watching anime with cute girls no matter how many times I watch them!\I get really happy just looking at my character goods!\I really like those things! response:	I can even say I love them!
context: Yeah! That's Kirino!\Sorry Ayase, but you don't really understand.\I like the manga that you call indecent!\I really like those eroge you call disgusting!\I never get tired of watching anime with cute girls no matter how many times I watch them!\I get really happy just looking at my character goods!\I really like those things!\I can even say I love them! response:	No matter what anyone says, that's who I am!
context: Sorry Ayase, but you don't really understand.\I like the manga that you call indecent!\I really like those eroge you call disgusting!\I never get tired of watching anime with cute girls no matter how many times I watch them!\I get really happy just looking at my character goods!\I really like those things!\I can even say I love them!\No matter what anyone says, that's who I am! response:	So I know you're worried about me, but I won't stop!
context: I like the manga that you call indecent!\I really like those eroge you call disgusting!\I never get tired of watching anime with cute girls no matter how many times I watch them!\I get really happy just looking at my character goods!\I really like those things!\I can even say I love them!\No matter what anyone says, that's who I am!\So I know you're worried about me, but I won't stop! response:	I won't throw away this hobby no matter what!
context: I really like those eroge you call disgusting!\I never get tired of watching anime with cute girls no matter how many times I watch them!\I get really happy just looking at my character goods!\I really like those things!\I can even say I love them!\No matter what anyone says, that's who I am!\So I know you're worried about me, but I won't stop!\I won't throw away this hobby no matter what! response:	I like it!
context: I never get tired of watching anime with cute girls no matter how many times I watch them!\I get really happy just looking at my character goods!\I really like those things!\I can even say I love them!\No matter what anyone says, that's who I am!\So I know you're worried about me, but I won't stop!\I won't throw away this hobby no matter what!\I like it! response:	I like what I like!
context: I get really happy just looking at my character goods!\I really like those things!\I can even say I love them!\No matter what anyone says, that's who I am!\So I know you're worried about me, but I won't stop!\I won't throw away this hobby no matter what!\I like it!\I like what I like! response:	If I stop, I won't be me anymore!
context: I really like those things!\I can even say I love them!\No matter what anyone says, that's who I am!\So I know you're worried about me, but I won't stop!\I won't throw away this hobby no matter what!\I like it!\I like what I like!\If I stop, I won't be me anymore! response:	Is it more important than your friends?
context: I can even say I love them!\No matter what anyone says, that's who I am!\So I know you're worried about me, but I won't stop!\I won't throw away this hobby no matter what!\I like it!\I like what I like!\If I stop, I won't be me anymore!\Is it more important than your friends? response:	Is your hobby more important than me?!
context: No matter what anyone says, that's who I am!\So I know you're worried about me, but I won't stop!\I won't throw away this hobby no matter what!\I like it!\I like what I like!\If I stop, I won't be me anymore!\Is it more important than your friends?\Is your hobby more important than me?! response:	Of course not!
context: So I know you're worried about me, but I won't stop!\I won't throw away this hobby no matter what!\I like it!\I like what I like!\If I stop, I won't be me anymore!\Is it more important than your friends?\Is your hobby more important than me?!\Of course not! response:	I like you just as much as my eroge!
context: I won't throw away this hobby no matter what!\I like it!\I like what I like!\If I stop, I won't be me anymore!\Is it more important than your friends?\Is your hobby more important than me?!\Of course not!\I like you just as much as my eroge! response:	That's no lie!
context: I like it!\I like what I like!\If I stop, I won't be me anymore!\Is it more important than your friends?\Is your hobby more important than me?!\Of course not!\I like you just as much as my eroge!\That's no lie! response:	If I were able to just pick one, I wouldn't have any problems!
context: I like what I like!\If I stop, I won't be me anymore!\Is it more important than your friends?\Is your hobby more important than me?!\Of course not!\I like you just as much as my eroge!\That's no lie!\If I were able to just pick one, I wouldn't have any problems! response:	But I love both my friends and my eroge!
context: If I stop, I won't be me anymore!\Is it more important than your friends?\Is your hobby more important than me?!\Of course not!\I like you just as much as my eroge!\That's no lie!\If I were able to just pick one, I wouldn't have any problems!\But I love both my friends and my eroge! response:	Things turned out like this because I love them both!
context: Is it more important than your friends?\Is your hobby more important than me?!\Of course not!\I like you just as much as my eroge!\That's no lie!\If I were able to just pick one, I wouldn't have any problems!\But I love both my friends and my eroge!\Things turned out like this because I love them both! response:	And I don't plan on throwing away either of them.
context: Is your hobby more important than me?!\Of course not!\I like you just as much as my eroge!\That's no lie!\If I were able to just pick one, I wouldn't have any problems!\But I love both my friends and my eroge!\Things turned out like this because I love them both!\And I don't plan on throwing away either of them. response:	I need both.
context: Of course not!\I like you just as much as my eroge!\That's no lie!\If I were able to just pick one, I wouldn't have any problems!\But I love both my friends and my eroge!\Things turned out like this because I love them both!\And I don't plan on throwing away either of them.\I need both. response:	So I've decided.
context: I like you just as much as my eroge!\That's no lie!\If I were able to just pick one, I wouldn't have any problems!\But I love both my friends and my eroge!\Things turned out like this because I love them both!\And I don't plan on throwing away either of them.\I need both.\So I've decided. response:	I am going to make up with you!
context: That's no lie!\If I were able to just pick one, I wouldn't have any problems!\But I love both my friends and my eroge!\Things turned out like this because I love them both!\And I don't plan on throwing away either of them.\I need both.\So I've decided.\I am going to make up with you! response:	And I will not throw away my hobby!
context: If I were able to just pick one, I wouldn't have any problems!\But I love both my friends and my eroge!\Things turned out like this because I love them both!\And I don't plan on throwing away either of them.\I need both.\So I've decided.\I am going to make up with you!\And I will not throw away my hobby! response:	Do you have a problem with that?
context: But I love both my friends and my eroge!\Things turned out like this because I love them both!\And I don't plan on throwing away either of them.\I need both.\So I've decided.\I am going to make up with you!\And I will not throw away my hobby!\Do you have a problem with that? response:	You're not lying?
context: Things turned out like this because I love them both!\And I don't plan on throwing away either of them.\I need both.\So I've decided.\I am going to make up with you!\And I will not throw away my hobby!\Do you have a problem with that?\You're not lying? response:	You love me a lot?
context: And I don't plan on throwing away either of them.\I need both.\So I've decided.\I am going to make up with you!\And I will not throw away my hobby!\Do you have a problem with that?\You're not lying?\You love me a lot? response:	I understand how you feel.
context: I need both.\So I've decided.\I am going to make up with you!\And I will not throw away my hobby!\Do you have a problem with that?\You're not lying?\You love me a lot?\I understand how you feel. response:	I want to make up with you too.
context: So I've decided.\I am going to make up with you!\And I will not throw away my hobby!\Do you have a problem with that?\You're not lying?\You love me a lot?\I understand how you feel.\I want to make up with you too. response:	But I can't accept your hobby.
context: I am going to make up with you!\And I will not throw away my hobby!\Do you have a problem with that?\You're not lying?\You love me a lot?\I understand how you feel.\I want to make up with you too.\But I can't accept your hobby. response:	I can't!
context: And I will not throw away my hobby!\Do you have a problem with that?\You're not lying?\You love me a lot?\I understand how you feel.\I want to make up with you too.\But I can't accept your hobby.\I can't! response:	No matter what!
context: Do you have a problem with that?\You're not lying?\You love me a lot?\I understand how you feel.\I want to make up with you too.\But I can't accept your hobby.\I can't!\No matter what! response:	What are you talking about?
context: You're not lying?\You love me a lot?\I understand how you feel.\I want to make up with you too.\But I can't accept your hobby.\I can't!\No matter what!\What are you talking about? response:	Didn't you just say you'd make up with me?
context: You love me a lot?\I understand how you feel.\I want to make up with you too.\But I can't accept your hobby.\I can't!\No matter what!\What are you talking about?\Didn't you just say you'd make up with me? response:	But... I can't stand that kind of manga...
context: I understand how you feel.\I want to make up with you too.\But I can't accept your hobby.\I can't!\No matter what!\What are you talking about?\Didn't you just say you'd make up with me?\But... I can't stand that kind of manga... response:	It's so gross!
context: I want to make up with you too.\But I can't accept your hobby.\I can't!\No matter what!\What are you talking about?\Didn't you just say you'd make up with me?\But... I can't stand that kind of manga...\It's so gross! response:	Kirino!
context: But I can't accept your hobby.\I can't!\No matter what!\What are you talking about?\Didn't you just say you'd make up with me?\But... I can't stand that kind of manga...\It's so gross!\Kirino! response:	What should I do?
context: I can't!\No matter what!\What are you talking about?\Didn't you just say you'd make up with me?\But... I can't stand that kind of manga...\It's so gross!\Kirino!\What should I do? response:	What? You want me to step in now??
context: No matter what!\What are you talking about?\Didn't you just say you'd make up with me?\But... I can't stand that kind of manga...\It's so gross!\Kirino!\What should I do?\What? You want me to step in now?? response:	Kirino, what should I...
context: What are you talking about?\Didn't you just say you'd make up with me?\But... I can't stand that kind of manga...\It's so gross!\Kirino!\What should I do?\What? You want me to step in now??\Kirino, what should I... response:	What should I...
context: Didn't you just say you'd make up with me?\But... I can't stand that kind of manga...\It's so gross!\Kirino!\What should I do?\What? You want me to step in now??\Kirino, what should I...\What should I... response:	Ayase!
context: But... I can't stand that kind of manga...\It's so gross!\Kirino!\What should I do?\What? You want me to step in now??\Kirino, what should I...\What should I...\Ayase! response:	Look at this!
context: It's so gross!\Kirino!\What should I do?\What? You want me to step in now??\Kirino, what should I...\What should I...\Ayase!\Look at this! response:	What?
context: Kirino!\What should I do?\What? You want me to step in now??\Kirino, what should I...\What should I...\Ayase!\Look at this!\What? response:	What are you trying to do?!
context: What should I do?\What? You want me to step in now??\Kirino, what should I...\What should I...\Ayase!\Look at this!\What?\What are you trying to do?! response:	I'll beat you to a pulp!
context: What? You want me to step in now??\Kirino, what should I...\What should I...\Ayase!\Look at this!\What?\What are you trying to do?!\I'll beat you to a pulp! response:	Filthy!
context: Kirino, what should I...\What should I...\Ayase!\Look at this!\What?\What are you trying to do?!\I'll beat you to a pulp!\Filthy! response:	That right there...
context: What should I...\Ayase!\Look at this!\What?\What are you trying to do?!\I'll beat you to a pulp!\Filthy!\That right there... response:	is the symbol of love between me and Kirino!
context: Ayase!\Look at this!\What?\What are you trying to do?!\I'll beat you to a pulp!\Filthy!\That right there...\is the symbol of love between me and Kirino! response:	Wha-wha-wha
context: Look at this!\What?\What are you trying to do?!\I'll beat you to a pulp!\Filthy!\That right there...\is the symbol of love between me and Kirino!\Wha-wha-wha response:	What kind of crazy talk are you
context: What?\What are you trying to do?!\I'll beat you to a pulp!\Filthy!\That right there...\is the symbol of love between me and Kirino!\Wha-wha-wha\What kind of crazy talk are you response:	We in love with each other!
context: What are you trying to do?!\I'll beat you to a pulp!\Filthy!\That right there...\is the symbol of love between me and Kirino!\Wha-wha-wha\What kind of crazy talk are you\We in love with each other! response:	That's why we've been gathering tales of forbidden love!
context: I'll beat you to a pulp!\Filthy!\That right there...\is the symbol of love between me and Kirino!\Wha-wha-wha\What kind of crazy talk are you\We in love with each other!\That's why we've been gathering tales of forbidden love! response:	If I hadn't found that, I would never have realized my feelings for Kirino.
context: Filthy!\That right there...\is the symbol of love between me and Kirino!\Wha-wha-wha\What kind of crazy talk are you\We in love with each other!\That's why we've been gathering tales of forbidden love!\If I hadn't found that, I would never have realized my feelings for Kirino. response:	Our relationship would have been frozen over forever!
context: That right there...\is the symbol of love between me and Kirino!\Wha-wha-wha\What kind of crazy talk are you\We in love with each other!\That's why we've been gathering tales of forbidden love!\If I hadn't found that, I would never have realized my feelings for Kirino.\Our relationship would have been frozen over forever! response:	Kirino's hobby has repaired the bonds between us that were broken!
context: is the symbol of love between me and Kirino!\Wha-wha-wha\What kind of crazy talk are you\We in love with each other!\That's why we've been gathering tales of forbidden love!\If I hadn't found that, I would never have realized my feelings for Kirino.\Our relationship would have been frozen over forever!\Kirino's hobby has repaired the bonds between us that were broken! response:	We were able to become true siblings through it!
