context: Everyone's ready. response:	Man, we have exams coming up,
context: Not yet. We're just getting started.\Today's the day.\I'm worried.\We did everything we could.\Right, Uesugi-san?\Huh?\Where's Uesugi-san?\He said he's calling Raiha-chan. response:	Now?
context: Today's the day.\I'm worried.\We did everything we could.\Right, Uesugi-san?\Huh?\Where's Uesugi-san?\He said he's calling Raiha-chan.\Now? response:	It must be something urgent.
context: I'm worried.\We did everything we could.\Right, Uesugi-san?\Huh?\Where's Uesugi-san?\He said he's calling Raiha-chan.\Now?\It must be something urgent. response:	He even borrowed my phone,
context: We did everything we could.\Right, Uesugi-san?\Huh?\Where's Uesugi-san?\He said he's calling Raiha-chan.\Now?\It must be something urgent.\He even borrowed my phone, response:	because his phone's out of battery.
context: Right, Uesugi-san?\Huh?\Where's Uesugi-san?\He said he's calling Raiha-chan.\Now?\It must be something urgent.\He even borrowed my phone,\because his phone's out of battery. response:	Dad
context: Huh?\Where's Uesugi-san?\He said he's calling Raiha-chan.\Now?\It must be something urgent.\He even borrowed my phone,\because his phone's out of battery.\Dad response:	Good luck,
context: Where's Uesugi-san?\He said he's calling Raiha-chan.\Now?\It must be something urgent.\He even borrowed my phone,\because his phone's out of battery.\Dad\Good luck, response:	Ichika, Nino, Miku, Yotsuba, Itsuki.
context: He said he's calling Raiha-chan.\Now?\It must be something urgent.\He even borrowed my phone,\because his phone's out of battery.\Dad\Good luck,\Ichika, Nino, Miku, Yotsuba, Itsuki. response:	The five of you together are unstoppable.
context: Now?\It must be something urgent.\He even borrowed my phone,\because his phone's out of battery.\Dad\Good luck,\Ichika, Nino, Miku, Yotsuba, Itsuki.\The five of you together are unstoppable. response:	This is bad...
context: It must be something urgent.\He even borrowed my phone,\because his phone's out of battery.\Dad\Good luck,\Ichika, Nino, Miku, Yotsuba, Itsuki.\The five of you together are unstoppable.\This is bad... response:	This is the best we could do after how much we studied?
context: He even borrowed my phone,\because his phone's out of battery.\Dad\Good luck,\Ichika, Nino, Miku, Yotsuba, Itsuki.\The five of you together are unstoppable.\This is bad...\This is the best we could do after how much we studied? response:	Nakano Ichika Japanese Math Science Socials English Total hhhhh24hhhhhhhhhhh47hhhhhhhhhh41hhhhhhhhhhh28hhhhhhhhhh36hhhhhhhhh176 Nakano Nino Japanese Math Science Socials English Total hhhhh19hhhhhhhhhhh22hhhhhhhhhh38hhhhhhhhhhh27hhhhhhhhhh45hhhhhhhhh151 Nakano Miku Japanese Math Science Socials English Total hhhhh35hhhhhhhhhhh41hhhhhhhhhh40hhhhhhhhhhh70hhhhhhhhhh20hhhhhhhhh206 Nakano Yotsuba Japanese Math Science Socials English Total hhhhh35hhhhhhhhhhh15hhhhhhhhhh22hhhhhhhhhhh30hhhhhhhhhh26hhhhhhhhh128 Nakano Itsuki Japanese Math Science Socials English Total hhhhh43hhhhhhhhhhh28hhhhhhhhhh68hhhhhhhhhhh26hhhhhhhhhh34hhhhhhhhh199
context: because his phone's out of battery.\Dad\Good luck,\Ichika, Nino, Miku, Yotsuba, Itsuki.\The five of you together are unstoppable.\This is bad...\This is the best we could do after how much we studied?\Nakano Ichika Japanese Math Science Socials English Total hhhhh24hhhhhhhhhhh47hhhhhhhhhh41hhhhhhhhhhh28hhhhhhhhhh36hhhhhhhhh176 Nakano Nino Japanese Math Science Socials English Total hhhhh19hhhhhhhhhhh22hhhhhhhhhh38hhhhhhhhhhh27hhhhhhhhhh45hhhhhhhhh151 Nakano Miku Japanese Math Science Socials English Total hhhhh35hhhhhhhhhhh41hhhhhhhhhh40hhhhhhhhhhh70hhhhhhhhhh20hhhhhhhhh206 Nakano Yotsuba Japanese Math Science Socials English Total hhhhh35hhhhhhhhhhh15hhhhhhhhhh22hhhhhhhhhhh30hhhhhhhhhh26hhhhhhhhh128 Nakano Itsuki Japanese Math Science Socials English Total hhhhh43hhhhhhhhhhh28hhhhhhhhhh68hhhhhhhhhhh26hhhhhhhhhh34hhhhhhhhh199 response:	I guess we really are stupid.
context: Dad\Good luck,\Ichika, Nino, Miku, Yotsuba, Itsuki.\The five of you together are unstoppable.\This is bad...\This is the best we could do after how much we studied?\Nakano Ichika Japanese Math Science Socials English Total hhhhh24hhhhhhhhhhh47hhhhhhhhhh41hhhhhhhhhhh28hhhhhhhhhh36hhhhhhhhh176 Nakano Nino Japanese Math Science Socials English Total hhhhh19hhhhhhhhhhh22hhhhhhhhhh38hhhhhhhhhhh27hhhhhhhhhh45hhhhhhhhh151 Nakano Miku Japanese Math Science Socials English Total hhhhh35hhhhhhhhhhh41hhhhhhhhhh40hhhhhhhhhhh70hhhhhhhhhh20hhhhhhhhh206 Nakano Yotsuba Japanese Math Science Socials English Total hhhhh35hhhhhhhhhhh15hhhhhhhhhh22hhhhhhhhhhh30hhhhhhhhhh26hhhhhhhhh128 Nakano Itsuki Japanese Math Science Socials English Total hhhhh43hhhhhhhhhhh28hhhhhhhhhh68hhhhhhhhhhh26hhhhhhhhhh34hhhhhhhhh199\I guess we really are stupid. response:	Cheer up, Nino.
context: Good luck,\Ichika, Nino, Miku, Yotsuba, Itsuki.\The five of you together are unstoppable.\This is bad...\This is the best we could do after how much we studied?\Nakano Ichika Japanese Math Science Socials English Total hhhhh24hhhhhhhhhhh47hhhhhhhhhh41hhhhhhhhhhh28hhhhhhhhhh36hhhhhhhhh176 Nakano Nino Japanese Math Science Socials English Total hhhhh19hhhhhhhhhhh22hhhhhhhhhh38hhhhhhhhhhh27hhhhhhhhhh45hhhhhhhhh151 Nakano Miku Japanese Math Science Socials English Total hhhhh35hhhhhhhhhhh41hhhhhhhhhh40hhhhhhhhhhh70hhhhhhhhhh20hhhhhhhhh206 Nakano Yotsuba Japanese Math Science Socials English Total hhhhh35hhhhhhhhhhh15hhhhhhhhhh22hhhhhhhhhhh30hhhhhhhhhh26hhhhhhhhh128 Nakano Itsuki Japanese Math Science Socials English Total hhhhh43hhhhhhhhhhh28hhhhhhhhhh68hhhhhhhhhhh26hhhhhhhhhh34hhhhhhhhh199\I guess we really are stupid.\Cheer up, Nino. response:	You need to worry about yourself.
context: Ichika, Nino, Miku, Yotsuba, Itsuki.\The five of you together are unstoppable.\This is bad...\This is the best we could do after how much we studied?\Nakano Ichika Japanese Math Science Socials English Total hhhhh24hhhhhhhhhhh47hhhhhhhhhh41hhhhhhhhhhh28hhhhhhhhhh36hhhhhhhhh176 Nakano Nino Japanese Math Science Socials English Total hhhhh19hhhhhhhhhhh22hhhhhhhhhh38hhhhhhhhhhh27hhhhhhhhhh45hhhhhhhhh151 Nakano Miku Japanese Math Science Socials English Total hhhhh35hhhhhhhhhhh41hhhhhhhhhh40hhhhhhhhhhh70hhhhhhhhhh20hhhhhhhhh206 Nakano Yotsuba Japanese Math Science Socials English Total hhhhh35hhhhhhhhhhh15hhhhhhhhhh22hhhhhhhhhhh30hhhhhhhhhh26hhhhhhhhh128 Nakano Itsuki Japanese Math Science Socials English Total hhhhh43hhhhhhhhhhh28hhhhhhhhhh68hhhhhhhhhhh26hhhhhhhhhh34hhhhhhhhh199\I guess we really are stupid.\Cheer up, Nino.\You need to worry about yourself. response:	Today happens to be tutoring day, too.
context: The five of you together are unstoppable.\This is bad...\This is the best we could do after how much we studied?\Nakano Ichika Japanese Math Science Socials English Total hhhhh24hhhhhhhhhhh47hhhhhhhhhh41hhhhhhhhhhh28hhhhhhhhhh36hhhhhhhhh176 Nakano Nino Japanese Math Science Socials English Total hhhhh19hhhhhhhhhhh22hhhhhhhhhh38hhhhhhhhhhh27hhhhhhhhhh45hhhhhhhhh151 Nakano Miku Japanese Math Science Socials English Total hhhhh35hhhhhhhhhhh41hhhhhhhhhh40hhhhhhhhhhh70hhhhhhhhhh20hhhhhhhhh206 Nakano Yotsuba Japanese Math Science Socials English Total hhhhh35hhhhhhhhhhh15hhhhhhhhhh22hhhhhhhhhhh30hhhhhhhhhh26hhhhhhhhh128 Nakano Itsuki Japanese Math Science Socials English Total hhhhh43hhhhhhhhhhh28hhhhhhhhhh68hhhhhhhhhhh26hhhhhhhhhh34hhhhhhhhh199\I guess we really are stupid.\Cheer up, Nino.\You need to worry about yourself.\Today happens to be tutoring day, too. response:	I guess we're going to spend today reviewing the finals.
context: This is bad...\This is the best we could do after how much we studied?\Nakano Ichika Japanese Math Science Socials English Total hhhhh24hhhhhhhhhhh47hhhhhhhhhh41hhhhhhhhhhh28hhhhhhhhhh36hhhhhhhhh176 Nakano Nino Japanese Math Science Socials English Total hhhhh19hhhhhhhhhhh22hhhhhhhhhh38hhhhhhhhhhh27hhhhhhhhhh45hhhhhhhhh151 Nakano Miku Japanese Math Science Socials English Total hhhhh35hhhhhhhhhhh41hhhhhhhhhh40hhhhhhhhhhh70hhhhhhhhhh20hhhhhhhhh206 Nakano Yotsuba Japanese Math Science Socials English Total hhhhh35hhhhhhhhhhh15hhhhhhhhhh22hhhhhhhhhhh30hhhhhhhhhh26hhhhhhhhh128 Nakano Itsuki Japanese Math Science Socials English Total hhhhh43hhhhhhhhhhh28hhhhhhhhhh68hhhhhhhhhhh26hhhhhhhhhh34hhhhhhhhh199\I guess we really are stupid.\Cheer up, Nino.\You need to worry about yourself.\Today happens to be tutoring day, too.\I guess we're going to spend today reviewing the finals. response:	Speak of the devil.
context: This is the best we could do after how much we studied?\Nakano Ichika Japanese Math Science Socials English Total hhhhh24hhhhhhhhhhh47hhhhhhhhhh41hhhhhhhhhhh28hhhhhhhhhh36hhhhhhhhh176 Nakano Nino Japanese Math Science Socials English Total hhhhh19hhhhhhhhhhh22hhhhhhhhhh38hhhhhhhhhhh27hhhhhhhhhh45hhhhhhhhh151 Nakano Miku Japanese Math Science Socials English Total hhhhh35hhhhhhhhhhh41hhhhhhhhhh40hhhhhhhhhhh70hhhhhhhhhh20hhhhhhhhh206 Nakano Yotsuba Japanese Math Science Socials English Total hhhhh35hhhhhhhhhhh15hhhhhhhhhh22hhhhhhhhhhh30hhhhhhhhhh26hhhhhhhhh128 Nakano Itsuki Japanese Math Science Socials English Total hhhhh43hhhhhhhhhhh28hhhhhhhhhh68hhhhhhhhhhh26hhhhhhhhhh34hhhhhhhhh199\I guess we really are stupid.\Cheer up, Nino.\You need to worry about yourself.\Today happens to be tutoring day, too.\I guess we're going to spend today reviewing the finals.\Speak of the devil. response:	Futaro's going to give us an earful.
context: Nakano Ichika Japanese Math Science Socials English Total hhhhh24hhhhhhhhhhh47hhhhhhhhhh41hhhhhhhhhhh28hhhhhhhhhh36hhhhhhhhh176 Nakano Nino Japanese Math Science Socials English Total hhhhh19hhhhhhhhhhh22hhhhhhhhhh38hhhhhhhhhhh27hhhhhhhhhh45hhhhhhhhh151 Nakano Miku Japanese Math Science Socials English Total hhhhh35hhhhhhhhhhh41hhhhhhhhhh40hhhhhhhhhhh70hhhhhhhhhh20hhhhhhhhh206 Nakano Yotsuba Japanese Math Science Socials English Total hhhhh35hhhhhhhhhhh15hhhhhhhhhh22hhhhhhhhhhh30hhhhhhhhhh26hhhhhhhhh128 Nakano Itsuki Japanese Math Science Socials English Total hhhhh43hhhhhhhhhhh28hhhhhhhhhh68hhhhhhhhhhh26hhhhhhhhhh34hhhhhhhhh199\I guess we really are stupid.\Cheer up, Nino.\You need to worry about yourself.\Today happens to be tutoring day, too.\I guess we're going to spend today reviewing the finals.\Speak of the devil.\Futaro's going to give us an earful. response:	I know.
context: I guess we really are stupid.\Cheer up, Nino.\You need to worry about yourself.\Today happens to be tutoring day, too.\I guess we're going to spend today reviewing the finals.\Speak of the devil.\Futaro's going to give us an earful.\I know. response:	Why do you sound so happy about it?
context: Cheer up, Nino.\You need to worry about yourself.\Today happens to be tutoring day, too.\I guess we're going to spend today reviewing the finals.\Speak of the devil.\Futaro's going to give us an earful.\I know.\Why do you sound so happy about it? response:	It's too bad we didn't do better,
context: You need to worry about yourself.\Today happens to be tutoring day, too.\I guess we're going to spend today reviewing the finals.\Speak of the devil.\Futaro's going to give us an earful.\I know.\Why do you sound so happy about it?\It's too bad we didn't do better, response:	but I can't wait to work with you guys again.
context: Today happens to be tutoring day, too.\I guess we're going to spend today reviewing the finals.\Speak of the devil.\Futaro's going to give us an earful.\I know.\Why do you sound so happy about it?\It's too bad we didn't do better,\but I can't wait to work with you guys again. response:	Huh?
context: I guess we're going to spend today reviewing the finals.\Speak of the devil.\Futaro's going to give us an earful.\I know.\Why do you sound so happy about it?\It's too bad we didn't do better,\but I can't wait to work with you guys again.\Huh? response:	It wasn't Uesugi-kun.
context: Speak of the devil.\Futaro's going to give us an earful.\I know.\Why do you sound so happy about it?\It's too bad we didn't do better,\but I can't wait to work with you guys again.\Huh?\It wasn't Uesugi-kun. response:	Pardon me.
context: Futaro's going to give us an earful.\I know.\Why do you sound so happy about it?\It's too bad we didn't do better,\but I can't wait to work with you guys again.\Huh?\It wasn't Uesugi-kun.\Pardon me. response:	Hey, it's Ebata-san.
context: I know.\Why do you sound so happy about it?\It's too bad we didn't do better,\but I can't wait to work with you guys again.\Huh?\It wasn't Uesugi-kun.\Pardon me.\Hey, it's Ebata-san. response:	Are you not driving for Dad today?
context: Why do you sound so happy about it?\It's too bad we didn't do better,\but I can't wait to work with you guys again.\Huh?\It wasn't Uesugi-kun.\Pardon me.\Hey, it's Ebata-san.\Are you not driving for Dad today? response:	I'm here today as your temporary tutor.
context: It's too bad we didn't do better,\but I can't wait to work with you guys again.\Huh?\It wasn't Uesugi-kun.\Pardon me.\Hey, it's Ebata-san.\Are you not driving for Dad today?\I'm here today as your temporary tutor. response:	Y-You are?
context: but I can't wait to work with you guys again.\Huh?\It wasn't Uesugi-kun.\Pardon me.\Hey, it's Ebata-san.\Are you not driving for Dad today?\I'm here today as your temporary tutor.\Y-You are? response:	Ebata-san used to be a teacher, after all.
context: Huh?\It wasn't Uesugi-kun.\Pardon me.\Hey, it's Ebata-san.\Are you not driving for Dad today?\I'm here today as your temporary tutor.\Y-You are?\Ebata-san used to be a teacher, after all. response:	Is he skimping?
context: It wasn't Uesugi-kun.\Pardon me.\Hey, it's Ebata-san.\Are you not driving for Dad today?\I'm here today as your temporary tutor.\Y-You are?\Ebata-san used to be a teacher, after all.\Is he skimping? response:	I wonder if he's sick or something.
context: Pardon me.\Hey, it's Ebata-san.\Are you not driving for Dad today?\I'm here today as your temporary tutor.\Y-You are?\Ebata-san used to be a teacher, after all.\Is he skimping?\I wonder if he's sick or something. response:	Uesugi Futaro-sama has quit tutoring.
context: Hey, it's Ebata-san.\Are you not driving for Dad today?\I'm here today as your temporary tutor.\Y-You are?\Ebata-san used to be a teacher, after all.\Is he skimping?\I wonder if he's sick or something.\Uesugi Futaro-sama has quit tutoring. response:	I received word from your father the other day
context: Are you not driving for Dad today?\I'm here today as your temporary tutor.\Y-You are?\Ebata-san used to be a teacher, after all.\Is he skimping?\I wonder if he's sick or something.\Uesugi Futaro-sama has quit tutoring.\I received word from your father the other day response:	that Uesugi-sama terminating his contract as of the exam the other day.
context: I'm here today as your temporary tutor.\Y-You are?\Ebata-san used to be a teacher, after all.\Is he skimping?\I wonder if he's sick or something.\Uesugi Futaro-sama has quit tutoring.\I received word from your father the other day\that Uesugi-sama terminating his contract as of the exam the other day. response:	Do you mean...
context: Y-You are?\Ebata-san used to be a teacher, after all.\Is he skimping?\I wonder if he's sick or something.\Uesugi Futaro-sama has quit tutoring.\I received word from your father the other day\that Uesugi-sama terminating his contract as of the exam the other day.\Do you mean... response:	Futaro-kun's not coming anymore?
context: Ebata-san used to be a teacher, after all.\Is he skimping?\I wonder if he's sick or something.\Uesugi Futaro-sama has quit tutoring.\I received word from your father the other day\that Uesugi-sama terminating his contract as of the exam the other day.\Do you mean...\Futaro-kun's not coming anymore? response:	No way...
context: Is he skimping?\I wonder if he's sick or something.\Uesugi Futaro-sama has quit tutoring.\I received word from your father the other day\that Uesugi-sama terminating his contract as of the exam the other day.\Do you mean...\Futaro-kun's not coming anymore?\No way... response:	It's because of how we did on the exam.
context: I wonder if he's sick or something.\Uesugi Futaro-sama has quit tutoring.\I received word from your father the other day\that Uesugi-sama terminating his contract as of the exam the other day.\Do you mean...\Futaro-kun's not coming anymore?\No way...\It's because of how we did on the exam. response:	Dad said he would...
context: Uesugi Futaro-sama has quit tutoring.\I received word from your father the other day\that Uesugi-sama terminating his contract as of the exam the other day.\Do you mean...\Futaro-kun's not coming anymore?\No way...\It's because of how we did on the exam.\Dad said he would... response:	I don't believe that's the case.
context: I received word from your father the other day\that Uesugi-sama terminating his contract as of the exam the other day.\Do you mean...\Futaro-kun's not coming anymore?\No way...\It's because of how we did on the exam.\Dad said he would...\I don't believe that's the case. response:	I'm told that Uesugi-sama resigned of his own accord.
context: that Uesugi-sama terminating his contract as of the exam the other day.\Do you mean...\Futaro-kun's not coming anymore?\No way...\It's because of how we did on the exam.\Dad said he would...\I don't believe that's the case.\I'm told that Uesugi-sama resigned of his own accord. response:	Of his own accord?
context: Do you mean...\Futaro-kun's not coming anymore?\No way...\It's because of how we did on the exam.\Dad said he would...\I don't believe that's the case.\I'm told that Uesugi-sama resigned of his own accord.\Of his own accord? response:	Futaro... Why...
context: Futaro-kun's not coming anymore?\No way...\It's because of how we did on the exam.\Dad said he would...\I don't believe that's the case.\I'm told that Uesugi-sama resigned of his own accord.\Of his own accord?\Futaro... Why... response:	I can't accept this.
context: No way...\It's because of how we did on the exam.\Dad said he would...\I don't believe that's the case.\I'm told that Uesugi-sama resigned of his own accord.\Of his own accord?\Futaro... Why...\I can't accept this. response:	I'll call him over and talk to him myself.
context: It's because of how we did on the exam.\Dad said he would...\I don't believe that's the case.\I'm told that Uesugi-sama resigned of his own accord.\Of his own accord?\Futaro... Why...\I can't accept this.\I'll call him over and talk to him myself. response:	I'm afraid that will not be possible.
context: Dad said he would...\I don't believe that's the case.\I'm told that Uesugi-sama resigned of his own accord.\Of his own accord?\Futaro... Why...\I can't accept this.\I'll call him over and talk to him myself.\I'm afraid that will not be possible. response:	Uesugi-sama is forbidden from ever setting foot into this home.
context: I don't believe that's the case.\I'm told that Uesugi-sama resigned of his own accord.\Of his own accord?\Futaro... Why...\I can't accept this.\I'll call him over and talk to him myself.\I'm afraid that will not be possible.\Uesugi-sama is forbidden from ever setting foot into this home. response:	That is your father's order.
context: I'm told that Uesugi-sama resigned of his own accord.\Of his own accord?\Futaro... Why...\I can't accept this.\I'll call him over and talk to him myself.\I'm afraid that will not be possible.\Uesugi-sama is forbidden from ever setting foot into this home.\That is your father's order. response:	Why would he do that?
context: Of his own accord?\Futaro... Why...\I can't accept this.\I'll call him over and talk to him myself.\I'm afraid that will not be possible.\Uesugi-sama is forbidden from ever setting foot into this home.\That is your father's order.\Why would he do that? response:	Fine.
context: Futaro... Why...\I can't accept this.\I'll call him over and talk to him myself.\I'm afraid that will not be possible.\Uesugi-sama is forbidden from ever setting foot into this home.\That is your father's order.\Why would he do that?\Fine. response:	I'll go.
context: I can't accept this.\I'll call him over and talk to him myself.\I'm afraid that will not be possible.\Uesugi-sama is forbidden from ever setting foot into this home.\That is your father's order.\Why would he do that?\Fine.\I'll go. response:	Let me through, Ebata-san.
context: I'll call him over and talk to him myself.\I'm afraid that will not be possible.\Uesugi-sama is forbidden from ever setting foot into this home.\That is your father's order.\Why would he do that?\Fine.\I'll go.\Let me through, Ebata-san. response:	I cannot.
context: I'm afraid that will not be possible.\Uesugi-sama is forbidden from ever setting foot into this home.\That is your father's order.\Why would he do that?\Fine.\I'll go.\Let me through, Ebata-san.\I cannot. response:	Though temporarily, I am tasked with tutoring you.
context: Uesugi-sama is forbidden from ever setting foot into this home.\That is your father's order.\Why would he do that?\Fine.\I'll go.\Let me through, Ebata-san.\I cannot.\Though temporarily, I am tasked with tutoring you. response:	I cannot let you go until I teach you a certain amount.
context: That is your father's order.\Why would he do that?\Fine.\I'll go.\Let me through, Ebata-san.\I cannot.\Though temporarily, I am tasked with tutoring you.\I cannot let you go until I teach you a certain amount. response:	We can go once we're done with this, right?
context: Why would he do that?\Fine.\I'll go.\Let me through, Ebata-san.\I cannot.\Though temporarily, I am tasked with tutoring you.\I cannot let you go until I teach you a certain amount.\We can go once we're done with this, right? response:	Yes.
context: Fine.\I'll go.\Let me through, Ebata-san.\I cannot.\Though temporarily, I am tasked with tutoring you.\I cannot let you go until I teach you a certain amount.\We can go once we're done with this, right?\Yes. response:	Please feel free to.
context: I'll go.\Let me through, Ebata-san.\I cannot.\Though temporarily, I am tasked with tutoring you.\I cannot let you go until I teach you a certain amount.\We can go once we're done with this, right?\Yes.\Please feel free to. response:	These problems are relatively easy.
context: Let me through, Ebata-san.\I cannot.\Though temporarily, I am tasked with tutoring you.\I cannot let you go until I teach you a certain amount.\We can go once we're done with this, right?\Yes.\Please feel free to.\These problems are relatively easy. response:	Ebata-san must be going easy on us.
context: I cannot.\Though temporarily, I am tasked with tutoring you.\I cannot let you go until I teach you a certain amount.\We can go once we're done with this, right?\Yes.\Please feel free to.\These problems are relatively easy.\Ebata-san must be going easy on us. response:	Yeah.
context: Though temporarily, I am tasked with tutoring you.\I cannot let you go until I teach you a certain amount.\We can go once we're done with this, right?\Yes.\Please feel free to.\These problems are relatively easy.\Ebata-san must be going easy on us.\Yeah. response:	I don't know if we could've solved these in the past, though.
context: I cannot let you go until I teach you a certain amount.\We can go once we're done with this, right?\Yes.\Please feel free to.\These problems are relatively easy.\Ebata-san must be going easy on us.\Yeah.\I don't know if we could've solved these in the past, though. response:	It's almost weird how easy the problems are.
context: We can go once we're done with this, right?\Yes.\Please feel free to.\These problems are relatively easy.\Ebata-san must be going easy on us.\Yeah.\I don't know if we could've solved these in the past, though.\It's almost weird how easy the problems are. response:	I hate to admit it, but it's all thanks to him.
context: Yes.\Please feel free to.\These problems are relatively easy.\Ebata-san must be going easy on us.\Yeah.\I don't know if we could've solved these in the past, though.\It's almost weird how easy the problems are.\I hate to admit it, but it's all thanks to him. response:	One more problem...
context: Please feel free to.\These problems are relatively easy.\Ebata-san must be going easy on us.\Yeah.\I don't know if we could've solved these in the past, though.\It's almost weird how easy the problems are.\I hate to admit it, but it's all thanks to him.\One more problem... response:	It's just one more problem.
context: These problems are relatively easy.\Ebata-san must be going easy on us.\Yeah.\I don't know if we could've solved these in the past, though.\It's almost weird how easy the problems are.\I hate to admit it, but it's all thanks to him.\One more problem...\It's just one more problem. response:	I'm down to the last one, too.
context: Ebata-san must be going easy on us.\Yeah.\I don't know if we could've solved these in the past, though.\It's almost weird how easy the problems are.\I hate to admit it, but it's all thanks to him.\One more problem...\It's just one more problem.\I'm down to the last one, too. response:	I shall have to start a special lesson
context: Yeah.\I don't know if we could've solved these in the past, though.\It's almost weird how easy the problems are.\I hate to admit it, but it's all thanks to him.\One more problem...\It's just one more problem.\I'm down to the last one, too.\I shall have to start a special lesson response:	if you aren't able to make it through those problems.
context: I don't know if we could've solved these in the past, though.\It's almost weird how easy the problems are.\I hate to admit it, but it's all thanks to him.\One more problem...\It's just one more problem.\I'm down to the last one, too.\I shall have to start a special lesson\if you aren't able to make it through those problems. response:	Um...
context: It's almost weird how easy the problems are.\I hate to admit it, but it's all thanks to him.\One more problem...\It's just one more problem.\I'm down to the last one, too.\I shall have to start a special lesson\if you aren't able to make it through those problems.\Um... response:	Want to look at the crib sheet?
context: I hate to admit it, but it's all thanks to him.\One more problem...\It's just one more problem.\I'm down to the last one, too.\I shall have to start a special lesson\if you aren't able to make it through those problems.\Um...\Want to look at the crib sheet? response:	You mean the one from the final?
context: One more problem...\It's just one more problem.\I'm down to the last one, too.\I shall have to start a special lesson\if you aren't able to make it through those problems.\Um...\Want to look at the crib sheet?\You mean the one from the final? response:	Yes.
context: It's just one more problem.\I'm down to the last one, too.\I shall have to start a special lesson\if you aren't able to make it through those problems.\Um...\Want to look at the crib sheet?\You mean the one from the final?\Yes. response:	We should all have it in our pencil cases.
context: I'm down to the last one, too.\I shall have to start a special lesson\if you aren't able to make it through those problems.\Um...\Want to look at the crib sheet?\You mean the one from the final?\Yes.\We should all have it in our pencil cases. response:	A-Are you sure about this?
context: I shall have to start a special lesson\if you aren't able to make it through those problems.\Um...\Want to look at the crib sheet?\You mean the one from the final?\Yes.\We should all have it in our pencil cases.\A-Are you sure about this? response:	This is an emergency.
context: if you aren't able to make it through those problems.\Um...\Want to look at the crib sheet?\You mean the one from the final?\Yes.\We should all have it in our pencil cases.\A-Are you sure about this?\This is an emergency. response:	The ends will justify the means.
context: Um...\Want to look at the crib sheet?\You mean the one from the final?\Yes.\We should all have it in our pencil cases.\A-Are you sure about this?\This is an emergency.\The ends will justify the means. response:	Itsuki looks like Uesugi-san!
context: Want to look at the crib sheet?\You mean the one from the final?\Yes.\We should all have it in our pencil cases.\A-Are you sure about this?\This is an emergency.\The ends will justify the means.\Itsuki looks like Uesugi-san! response:	You sure have changed.
context: You mean the one from the final?\Yes.\We should all have it in our pencil cases.\A-Are you sure about this?\This is an emergency.\The ends will justify the means.\Itsuki looks like Uesugi-san!\You sure have changed. response:	I guess I will, too, then.
context: Yes.\We should all have it in our pencil cases.\A-Are you sure about this?\This is an emergency.\The ends will justify the means.\Itsuki looks like Uesugi-san!\You sure have changed.\I guess I will, too, then. response:	Don't try to take shortcuts to the answer, fools.
context: We should all have it in our pencil cases.\A-Are you sure about this?\This is an emergency.\The ends will justify the means.\Itsuki looks like Uesugi-san!\You sure have changed.\I guess I will, too, then.\Don't try to take shortcuts to the answer, fools. response:	Don't try to take shortcuts to the answer, fools.
context: A-Are you sure about this?\This is an emergency.\The ends will justify the means.\Itsuki looks like Uesugi-san!\You sure have changed.\I guess I will, too, then.\Don't try to take shortcuts to the answer, fools.\Don't try to take shortcuts to the answer, fools. response:	Look at that.
context: This is an emergency.\The ends will justify the means.\Itsuki looks like Uesugi-san!\You sure have changed.\I guess I will, too, then.\Don't try to take shortcuts to the answer, fools.\Don't try to take shortcuts to the answer, fools.\Look at that. response:	He never intended to let us cheat from the beginning.
context: The ends will justify the means.\Itsuki looks like Uesugi-san!\You sure have changed.\I guess I will, too, then.\Don't try to take shortcuts to the answer, fools.\Don't try to take shortcuts to the answer, fools.\Look at that.\He never intended to let us cheat from the beginning. response:	That sounds like Futaro, though.
context: Itsuki looks like Uesugi-san!\You sure have changed.\I guess I will, too, then.\Don't try to take shortcuts to the answer, fools.\Don't try to take shortcuts to the answer, fools.\Look at that.\He never intended to let us cheat from the beginning.\That sounds like Futaro, though. response:	What do we do now, though?
context: You sure have changed.\I guess I will, too, then.\Don't try to take shortcuts to the answer, fools.\Don't try to take shortcuts to the answer, fools.\Look at that.\He never intended to let us cheat from the beginning.\That sounds like Futaro, though.\What do we do now, though? response:	Wait, there's more.
context: I guess I will, too, then.\Don't try to take shortcuts to the answer, fools.\Don't try to take shortcuts to the answer, fools.\Look at that.\He never intended to let us cheat from the beginning.\That sounds like Futaro, though.\What do we do now, though?\Wait, there's more. response:	Two?
context: Don't try to take shortcuts to the answer, fools.\Don't try to take shortcuts to the answer, fools.\Look at that.\He never intended to let us cheat from the beginning.\That sounds like Futaro, though.\What do we do now, though?\Wait, there's more.\Two? response:	Does he mean me?
context: Don't try to take shortcuts to the answer, fools.\Look at that.\He never intended to let us cheat from the beginning.\That sounds like Futaro, though.\What do we do now, though?\Wait, there's more.\Two?\Does he mean me? response:	I'm not going to teach cheaters.
context: Look at that.\He never intended to let us cheat from the beginning.\That sounds like Futaro, though.\What do we do now, though?\Wait, there's more.\Two?\Does he mean me?\I'm not going to teach cheaters. response:	I'm not going to teach cheaters.
context: He never intended to let us cheat from the beginning.\That sounds like Futaro, though.\What do we do now, though?\Wait, there's more.\Two?\Does he mean me?\I'm not going to teach cheaters.\I'm not going to teach cheaters. response:	You have to get there yourselves from now on.
