context: Moscow Sheremetyevo International Airport response:	Look!
context: Huh?\Oh, sorry. I didn't catch that.\Victor did the same jump at last year's exhibition.\I want to see that again!\I don't recall.\Aww!\RK: 2 Emil Nekola Total\Emil Nekola's score is 82.43. response:	He's currently in second place.
context: Oh, sorry. I didn't catch that.\Victor did the same jump at last year's exhibition.\I want to see that again!\I don't recall.\Aww!\RK: 2 Emil Nekola Total\Emil Nekola's score is 82.43.\He's currently in second place. response:	Mickey, you'll one-up me now, right?
context: Victor did the same jump at last year's exhibition.\I want to see that again!\I don't recall.\Aww!\RK: 2 Emil Nekola Total\Emil Nekola's score is 82.43.\He's currently in second place.\Mickey, you'll one-up me now, right? response:	Mickey, hey!
context: I want to see that again!\I don't recall.\Aww!\RK: 2 Emil Nekola Total\Emil Nekola's score is 82.43.\He's currently in second place.\Mickey, you'll one-up me now, right?\Mickey, hey! response:	Next up is Michele Crispino of Italy.
context: I don't recall.\Aww!\RK: 2 Emil Nekola Total\Emil Nekola's score is 82.43.\He's currently in second place.\Mickey, you'll one-up me now, right?\Mickey, hey!\Next up is Michele Crispino of Italy. response:	Sala!
context: Aww!\RK: 2 Emil Nekola Total\Emil Nekola's score is 82.43.\He's currently in second place.\Mickey, you'll one-up me now, right?\Mickey, hey!\Next up is Michele Crispino of Italy.\Sala! response:	His sister, Sala, is also here for support.
context: RK: 2 Emil Nekola Total\Emil Nekola's score is 82.43.\He's currently in second place.\Mickey, you'll one-up me now, right?\Mickey, hey!\Next up is Michele Crispino of Italy.\Sala!\His sister, Sala, is also here for support. response:	He will skate to L'Homme Arme from the movie Destiny of Knights.
context: Emil Nekola's score is 82.43.\He's currently in second place.\Mickey, you'll one-up me now, right?\Mickey, hey!\Next up is Michele Crispino of Italy.\Sala!\His sister, Sala, is also here for support.\He will skate to L'Homme Arme from the movie Destiny of Knights. response:	See my chivalry, Sala!
context: He's currently in second place.\Mickey, you'll one-up me now, right?\Mickey, hey!\Next up is Michele Crispino of Italy.\Sala!\His sister, Sala, is also here for support.\He will skate to L'Homme Arme from the movie Destiny of Knights.\See my chivalry, Sala! response:	A triple axel.
context: Mickey, you'll one-up me now, right?\Mickey, hey!\Next up is Michele Crispino of Italy.\Sala!\His sister, Sala, is also here for support.\He will skate to L'Homme Arme from the movie Destiny of Knights.\See my chivalry, Sala!\A triple axel. response:	Mickey!
context: Mickey, hey!\Next up is Michele Crispino of Italy.\Sala!\His sister, Sala, is also here for support.\He will skate to L'Homme Arme from the movie Destiny of Knights.\See my chivalry, Sala!\A triple axel.\Mickey! response:	I've defeated every single man who's tried to approach Sala so far.
context: Next up is Michele Crispino of Italy.\Sala!\His sister, Sala, is also here for support.\He will skate to L'Homme Arme from the movie Destiny of Knights.\See my chivalry, Sala!\A triple axel.\Mickey!\I've defeated every single man who's tried to approach Sala so far. response:	I want to skate with Sala forever!
context: Sala!\His sister, Sala, is also here for support.\He will skate to L'Homme Arme from the movie Destiny of Knights.\See my chivalry, Sala!\A triple axel.\Mickey!\I've defeated every single man who's tried to approach Sala so far.\I want to skate with Sala forever! response:	My love will take a back seat to no man!
context: His sister, Sala, is also here for support.\He will skate to L'Homme Arme from the movie Destiny of Knights.\See my chivalry, Sala!\A triple axel.\Mickey!\I've defeated every single man who's tried to approach Sala so far.\I want to skate with Sala forever!\My love will take a back seat to no man! response:	A quadruple Salchow.
context: He will skate to L'Homme Arme from the movie Destiny of Knights.\See my chivalry, Sala!\A triple axel.\Mickey!\I've defeated every single man who's tried to approach Sala so far.\I want to skate with Sala forever!\My love will take a back seat to no man!\A quadruple Salchow. response:	Ah, he fell.
context: See my chivalry, Sala!\A triple axel.\Mickey!\I've defeated every single man who's tried to approach Sala so far.\I want to skate with Sala forever!\My love will take a back seat to no man!\A quadruple Salchow.\Ah, he fell. response:	Sala...
context: A triple axel.\Mickey!\I've defeated every single man who's tried to approach Sala so far.\I want to skate with Sala forever!\My love will take a back seat to no man!\A quadruple Salchow.\Ah, he fell.\Sala... response:	I don't want you feeling down because of me
context: Mickey!\I've defeated every single man who's tried to approach Sala so far.\I want to skate with Sala forever!\My love will take a back seat to no man!\A quadruple Salchow.\Ah, he fell.\Sala...\I don't want you feeling down because of me response:	when your short program is coming up!
context: I've defeated every single man who's tried to approach Sala so far.\I want to skate with Sala forever!\My love will take a back seat to no man!\A quadruple Salchow.\Ah, he fell.\Sala...\I don't want you feeling down because of me\when your short program is coming up! response:	As your older brother,
context: I want to skate with Sala forever!\My love will take a back seat to no man!\A quadruple Salchow.\Ah, he fell.\Sala...\I don't want you feeling down because of me\when your short program is coming up!\As your older brother, response:	and as a man...
context: My love will take a back seat to no man!\A quadruple Salchow.\Ah, he fell.\Sala...\I don't want you feeling down because of me\when your short program is coming up!\As your older brother,\and as a man... response:	Only my love, the kind that doesn't rely on physical love,
context: A quadruple Salchow.\Ah, he fell.\Sala...\I don't want you feeling down because of me\when your short program is coming up!\As your older brother,\and as a man...\Only my love, the kind that doesn't rely on physical love, response:	can protect Sala as a lady!
context: Ah, he fell.\Sala...\I don't want you feeling down because of me\when your short program is coming up!\As your older brother,\and as a man...\Only my love, the kind that doesn't rely on physical love,\can protect Sala as a lady! response:	The next jump combination is a triple Lutz, triple toe loop.
context: Sala...\I don't want you feeling down because of me\when your short program is coming up!\As your older brother,\and as a man...\Only my love, the kind that doesn't rely on physical love,\can protect Sala as a lady!\The next jump combination is a triple Lutz, triple toe loop. response:	Oh, no way...
context: I don't want you feeling down because of me\when your short program is coming up!\As your older brother,\and as a man...\Only my love, the kind that doesn't rely on physical love,\can protect Sala as a lady!\The next jump combination is a triple Lutz, triple toe loop.\Oh, no way... response:	The combination turned into a triple Lutz, triple loop!
context: when your short program is coming up!\As your older brother,\and as a man...\Only my love, the kind that doesn't rely on physical love,\can protect Sala as a lady!\The next jump combination is a triple Lutz, triple toe loop.\Oh, no way...\The combination turned into a triple Lutz, triple loop! response:	That combination has a very high difficulty.
context: As your older brother,\and as a man...\Only my love, the kind that doesn't rely on physical love,\can protect Sala as a lady!\The next jump combination is a triple Lutz, triple toe loop.\Oh, no way...\The combination turned into a triple Lutz, triple loop!\That combination has a very high difficulty. response:	Among active skaters, only his sister,
context: and as a man...\Only my love, the kind that doesn't rely on physical love,\can protect Sala as a lady!\The next jump combination is a triple Lutz, triple toe loop.\Oh, no way...\The combination turned into a triple Lutz, triple loop!\That combination has a very high difficulty.\Among active skaters, only his sister, response:	Sala Crispino, attempts this combination.
context: Only my love, the kind that doesn't rely on physical love,\can protect Sala as a lady!\The next jump combination is a triple Lutz, triple toe loop.\Oh, no way...\The combination turned into a triple Lutz, triple loop!\That combination has a very high difficulty.\Among active skaters, only his sister,\Sala Crispino, attempts this combination. response:	Wow, what a surprise!
context: can protect Sala as a lady!\The next jump combination is a triple Lutz, triple toe loop.\Oh, no way...\The combination turned into a triple Lutz, triple loop!\That combination has a very high difficulty.\Among active skaters, only his sister,\Sala Crispino, attempts this combination.\Wow, what a surprise! response:	Sala...
context: The next jump combination is a triple Lutz, triple toe loop.\Oh, no way...\The combination turned into a triple Lutz, triple loop!\That combination has a very high difficulty.\Among active skaters, only his sister,\Sala Crispino, attempts this combination.\Wow, what a surprise!\Sala... response:	I'm sure you'll be able to jump that combination like I just did!
context: Oh, no way...\The combination turned into a triple Lutz, triple loop!\That combination has a very high difficulty.\Among active skaters, only his sister,\Sala Crispino, attempts this combination.\Wow, what a surprise!\Sala...\I'm sure you'll be able to jump that combination like I just did! response:	Don't worry.
context: The combination turned into a triple Lutz, triple loop!\That combination has a very high difficulty.\Among active skaters, only his sister,\Sala Crispino, attempts this combination.\Wow, what a surprise!\Sala...\I'm sure you'll be able to jump that combination like I just did!\Don't worry. response:	We'll always be together.
context: That combination has a very high difficulty.\Among active skaters, only his sister,\Sala Crispino, attempts this combination.\Wow, what a surprise!\Sala...\I'm sure you'll be able to jump that combination like I just did!\Don't worry.\We'll always be together. response:	Mickey has to reach a place where he can win without my being around.
context: Among active skaters, only his sister,\Sala Crispino, attempts this combination.\Wow, what a surprise!\Sala...\I'm sure you'll be able to jump that combination like I just did!\Don't worry.\We'll always be together.\Mickey has to reach a place where he can win without my being around. response:	Sala!
context: Sala Crispino, attempts this combination.\Wow, what a surprise!\Sala...\I'm sure you'll be able to jump that combination like I just did!\Don't worry.\We'll always be together.\Mickey has to reach a place where he can win without my being around.\Sala! response:	Mickey!
context: Wow, what a surprise!\Sala...\I'm sure you'll be able to jump that combination like I just did!\Don't worry.\We'll always be together.\Mickey has to reach a place where he can win without my being around.\Sala!\Mickey! response:	If something doesn't change,
context: Sala...\I'm sure you'll be able to jump that combination like I just did!\Don't worry.\We'll always be together.\Mickey has to reach a place where he can win without my being around.\Sala!\Mickey!\If something doesn't change, response:	both of us will go down.
context: I'm sure you'll be able to jump that combination like I just did!\Don't worry.\We'll always be together.\Mickey has to reach a place where he can win without my being around.\Sala!\Mickey!\If something doesn't change,\both of us will go down. response:	RK: 2 Michele Crispino Total
context: Don't worry.\We'll always be together.\Mickey has to reach a place where he can win without my being around.\Sala!\Mickey!\If something doesn't change,\both of us will go down.\RK: 2 Michele Crispino Total response:	Michele Crispino's score is 89.65.
context: We'll always be together.\Mickey has to reach a place where he can win without my being around.\Sala!\Mickey!\If something doesn't change,\both of us will go down.\RK: 2 Michele Crispino Total\Michele Crispino's score is 89.65. response:	All right! Sala!
context: Mickey has to reach a place where he can win without my being around.\Sala!\Mickey!\If something doesn't change,\both of us will go down.\RK: 2 Michele Crispino Total\Michele Crispino's score is 89.65.\All right! Sala! response:	He's currently in second place.
context: Sala!\Mickey!\If something doesn't change,\both of us will go down.\RK: 2 Michele Crispino Total\Michele Crispino's score is 89.65.\All right! Sala!\He's currently in second place. response:	Grandpa, you're not coming?
context: Mickey!\If something doesn't change,\both of us will go down.\RK: 2 Michele Crispino Total\Michele Crispino's score is 89.65.\All right! Sala!\He's currently in second place.\Grandpa, you're not coming? response:	Oh, jeez! I still can't connect!
context: If something doesn't change,\both of us will go down.\RK: 2 Michele Crispino Total\Michele Crispino's score is 89.65.\All right! Sala!\He's currently in second place.\Grandpa, you're not coming?\Oh, jeez! I still can't connect! response:	Why won't they show the event live on TV?
context: both of us will go down.\RK: 2 Michele Crispino Total\Michele Crispino's score is 89.65.\All right! Sala!\He's currently in second place.\Grandpa, you're not coming?\Oh, jeez! I still can't connect!\Why won't they show the event live on TV? response:	Oh, finally!
context: RK: 2 Michele Crispino Total\Michele Crispino's score is 89.65.\All right! Sala!\He's currently in second place.\Grandpa, you're not coming?\Oh, jeez! I still can't connect!\Why won't they show the event live on TV?\Oh, finally! response:	It's already Yuri's turn!
context: Michele Crispino's score is 89.65.\All right! Sala!\He's currently in second place.\Grandpa, you're not coming?\Oh, jeez! I still can't connect!\Why won't they show the event live on TV?\Oh, finally!\It's already Yuri's turn! response:	Good luck, Yuri!
context: All right! Sala!\He's currently in second place.\Grandpa, you're not coming?\Oh, jeez! I still can't connect!\Why won't they show the event live on TV?\Oh, finally!\It's already Yuri's turn!\Good luck, Yuri! response:	Enough already!
context: He's currently in second place.\Grandpa, you're not coming?\Oh, jeez! I still can't connect!\Why won't they show the event live on TV?\Oh, finally!\It's already Yuri's turn!\Good luck, Yuri!\Enough already! response:	Victor! Victor! Victor!
context: Grandpa, you're not coming?\Oh, jeez! I still can't connect!\Why won't they show the event live on TV?\Oh, finally!\It's already Yuri's turn!\Good luck, Yuri!\Enough already!\Victor! Victor! Victor! response:	Katsuki Yuri won second place in the Cup of China with the power of love.
context: Oh, jeez! I still can't connect!\Why won't they show the event live on TV?\Oh, finally!\It's already Yuri's turn!\Good luck, Yuri!\Enough already!\Victor! Victor! Victor!\Katsuki Yuri won second place in the Cup of China with the power of love. response:	Victor! Victor! Victor!
context: Why won't they show the event live on TV?\Oh, finally!\It's already Yuri's turn!\Good luck, Yuri!\Enough already!\Victor! Victor! Victor!\Katsuki Yuri won second place in the Cup of China with the power of love.\Victor! Victor! Victor! response:	What kind of performance will he give us here?
context: Oh, finally!\It's already Yuri's turn!\Good luck, Yuri!\Enough already!\Victor! Victor! Victor!\Katsuki Yuri won second place in the Cup of China with the power of love.\Victor! Victor! Victor!\What kind of performance will he give us here? response:	Victor! Victor!
context: It's already Yuri's turn!\Good luck, Yuri!\Enough already!\Victor! Victor! Victor!\Katsuki Yuri won second place in the Cup of China with the power of love.\Victor! Victor! Victor!\What kind of performance will he give us here?\Victor! Victor! response:	The performance has already begun, Victor.
context: Good luck, Yuri!\Enough already!\Victor! Victor! Victor!\Katsuki Yuri won second place in the Cup of China with the power of love.\Victor! Victor! Victor!\What kind of performance will he give us here?\Victor! Victor!\The performance has already begun, Victor. response:	You're right.
context: Enough already!\Victor! Victor! Victor!\Katsuki Yuri won second place in the Cup of China with the power of love.\Victor! Victor! Victor!\What kind of performance will he give us here?\Victor! Victor!\The performance has already begun, Victor.\You're right. response:	Don't worry.
context: Victor! Victor! Victor!\Katsuki Yuri won second place in the Cup of China with the power of love.\Victor! Victor! Victor!\What kind of performance will he give us here?\Victor! Victor!\The performance has already begun, Victor.\You're right.\Don't worry. response:	I'll show my love to the whole of Russia.
context: Katsuki Yuri won second place in the Cup of China with the power of love.\Victor! Victor! Victor!\What kind of performance will he give us here?\Victor! Victor!\The performance has already begun, Victor.\You're right.\Don't worry.\I'll show my love to the whole of Russia. response:	That was so embarrassing.
context: Victor! Victor! Victor!\What kind of performance will he give us here?\Victor! Victor!\The performance has already begun, Victor.\You're right.\Don't worry.\I'll show my love to the whole of Russia.\That was so embarrassing. response:	But before the crowd can intimidate me in enemy territory,
context: What kind of performance will he give us here?\Victor! Victor!\The performance has already begun, Victor.\You're right.\Don't worry.\I'll show my love to the whole of Russia.\That was so embarrassing.\But before the crowd can intimidate me in enemy territory, response:	I have to intimidate them!
context: Victor! Victor!\The performance has already begun, Victor.\You're right.\Don't worry.\I'll show my love to the whole of Russia.\That was so embarrassing.\But before the crowd can intimidate me in enemy territory,\I have to intimidate them! response:	Japan's Katsuki Yuri, age 23.
context: The performance has already begun, Victor.\You're right.\Don't worry.\I'll show my love to the whole of Russia.\That was so embarrassing.\But before the crowd can intimidate me in enemy territory,\I have to intimidate them!\Japan's Katsuki Yuri, age 23. response:	He's skating to On Love: Eros.
context: You're right.\Don't worry.\I'll show my love to the whole of Russia.\That was so embarrassing.\But before the crowd can intimidate me in enemy territory,\I have to intimidate them!\Japan's Katsuki Yuri, age 23.\He's skating to On Love: Eros. response:	He's been beating his short program personal bests since the first event in the series.
context: Don't worry.\I'll show my love to the whole of Russia.\That was so embarrassing.\But before the crowd can intimidate me in enemy territory,\I have to intimidate them!\Japan's Katsuki Yuri, age 23.\He's skating to On Love: Eros.\He's been beating his short program personal bests since the first event in the series. response:	He'll need to finish fourth or higher
context: I'll show my love to the whole of Russia.\That was so embarrassing.\But before the crowd can intimidate me in enemy territory,\I have to intimidate them!\Japan's Katsuki Yuri, age 23.\He's skating to On Love: Eros.\He's been beating his short program personal bests since the first event in the series.\He'll need to finish fourth or higher response:	to advance to the Grand Prix Final.
context: That was so embarrassing.\But before the crowd can intimidate me in enemy territory,\I have to intimidate them!\Japan's Katsuki Yuri, age 23.\He's skating to On Love: Eros.\He's been beating his short program personal bests since the first event in the series.\He'll need to finish fourth or higher\to advance to the Grand Prix Final. response:	If I lose at the Rostelecom Cup,
context: But before the crowd can intimidate me in enemy territory,\I have to intimidate them!\Japan's Katsuki Yuri, age 23.\He's skating to On Love: Eros.\He's been beating his short program personal bests since the first event in the series.\He'll need to finish fourth or higher\to advance to the Grand Prix Final.\If I lose at the Rostelecom Cup, response:	this may become the last time I can skate this program
context: I have to intimidate them!\Japan's Katsuki Yuri, age 23.\He's skating to On Love: Eros.\He's been beating his short program personal bests since the first event in the series.\He'll need to finish fourth or higher\to advance to the Grand Prix Final.\If I lose at the Rostelecom Cup,\this may become the last time I can skate this program response:	with Victor at my side as my coach.
context: Japan's Katsuki Yuri, age 23.\He's skating to On Love: Eros.\He's been beating his short program personal bests since the first event in the series.\He'll need to finish fourth or higher\to advance to the Grand Prix Final.\If I lose at the Rostelecom Cup,\this may become the last time I can skate this program\with Victor at my side as my coach. response:	Maybe no one in Russia, or even the entire world, wants me to win.
context: He's skating to On Love: Eros.\He's been beating his short program personal bests since the first event in the series.\He'll need to finish fourth or higher\to advance to the Grand Prix Final.\If I lose at the Rostelecom Cup,\this may become the last time I can skate this program\with Victor at my side as my coach.\Maybe no one in Russia, or even the entire world, wants me to win. response:	Thinking that runs chills up my spine.
context: He's been beating his short program personal bests since the first event in the series.\He'll need to finish fourth or higher\to advance to the Grand Prix Final.\If I lose at the Rostelecom Cup,\this may become the last time I can skate this program\with Victor at my side as my coach.\Maybe no one in Russia, or even the entire world, wants me to win.\Thinking that runs chills up my spine. response:	I'm the only one who can change that world!
context: He'll need to finish fourth or higher\to advance to the Grand Prix Final.\If I lose at the Rostelecom Cup,\this may become the last time I can skate this program\with Victor at my side as my coach.\Maybe no one in Russia, or even the entire world, wants me to win.\Thinking that runs chills up my spine.\I'm the only one who can change that world! response:	I guess Yuri is more motivated
context: to advance to the Grand Prix Final.\If I lose at the Rostelecom Cup,\this may become the last time I can skate this program\with Victor at my side as my coach.\Maybe no one in Russia, or even the entire world, wants me to win.\Thinking that runs chills up my spine.\I'm the only one who can change that world!\I guess Yuri is more motivated response:	when he's competing away, where expectations are lower.
context: If I lose at the Rostelecom Cup,\this may become the last time I can skate this program\with Victor at my side as my coach.\Maybe no one in Russia, or even the entire world, wants me to win.\Thinking that runs chills up my spine.\I'm the only one who can change that world!\I guess Yuri is more motivated\when he's competing away, where expectations are lower. response:	At any rate, he's in his best form so far.
context: this may become the last time I can skate this program\with Victor at my side as my coach.\Maybe no one in Russia, or even the entire world, wants me to win.\Thinking that runs chills up my spine.\I'm the only one who can change that world!\I guess Yuri is more motivated\when he's competing away, where expectations are lower.\At any rate, he's in his best form so far. response:	His first planned jump is a triple axel from a spread eagle.
context: with Victor at my side as my coach.\Maybe no one in Russia, or even the entire world, wants me to win.\Thinking that runs chills up my spine.\I'm the only one who can change that world!\I guess Yuri is more motivated\when he's competing away, where expectations are lower.\At any rate, he's in his best form so far.\His first planned jump is a triple axel from a spread eagle. response:	A triple axel.
context: Maybe no one in Russia, or even the entire world, wants me to win.\Thinking that runs chills up my spine.\I'm the only one who can change that world!\I guess Yuri is more motivated\when he's competing away, where expectations are lower.\At any rate, he's in his best form so far.\His first planned jump is a triple axel from a spread eagle.\A triple axel. response:	Very clean!
context: Thinking that runs chills up my spine.\I'm the only one who can change that world!\I guess Yuri is more motivated\when he's competing away, where expectations are lower.\At any rate, he's in his best form so far.\His first planned jump is a triple axel from a spread eagle.\A triple axel.\Very clean! response:	A quadruple Salchow.
context: I'm the only one who can change that world!\I guess Yuri is more motivated\when he's competing away, where expectations are lower.\At any rate, he's in his best form so far.\His first planned jump is a triple axel from a spread eagle.\A triple axel.\Very clean!\A quadruple Salchow. response:	Yuri!
context: I guess Yuri is more motivated\when he's competing away, where expectations are lower.\At any rate, he's in his best form so far.\His first planned jump is a triple axel from a spread eagle.\A triple axel.\Very clean!\A quadruple Salchow.\Yuri! response:	Amazing!
context: when he's competing away, where expectations are lower.\At any rate, he's in his best form so far.\His first planned jump is a triple axel from a spread eagle.\A triple axel.\Very clean!\A quadruple Salchow.\Yuri!\Amazing! response:	A quadruple toe loop, triple toe loop.
context: At any rate, he's in his best form so far.\His first planned jump is a triple axel from a spread eagle.\A triple axel.\Very clean!\A quadruple Salchow.\Yuri!\Amazing!\A quadruple toe loop, triple toe loop. response:	He nailed the last combination, too!
context: His first planned jump is a triple axel from a spread eagle.\A triple axel.\Very clean!\A quadruple Salchow.\Yuri!\Amazing!\A quadruple toe loop, triple toe loop.\He nailed the last combination, too! response:	He's refined the program this much since the Hot Springs on Ice event, huh?
context: A triple axel.\Very clean!\A quadruple Salchow.\Yuri!\Amazing!\A quadruple toe loop, triple toe loop.\He nailed the last combination, too!\He's refined the program this much since the Hot Springs on Ice event, huh? response:	Another flawless performance, following his last short program in the Cup of China!
context: Very clean!\A quadruple Salchow.\Yuri!\Amazing!\A quadruple toe loop, triple toe loop.\He nailed the last combination, too!\He's refined the program this much since the Hot Springs on Ice event, huh?\Another flawless performance, following his last short program in the Cup of China! response:	The crowd's giving him a standing ovation!
context: A quadruple Salchow.\Yuri!\Amazing!\A quadruple toe loop, triple toe loop.\He nailed the last combination, too!\He's refined the program this much since the Hot Springs on Ice event, huh?\Another flawless performance, following his last short program in the Cup of China!\The crowd's giving him a standing ovation! response:	Yuri!
context: Yuri!\Amazing!\A quadruple toe loop, triple toe loop.\He nailed the last combination, too!\He's refined the program this much since the Hot Springs on Ice event, huh?\Another flawless performance, following his last short program in the Cup of China!\The crowd's giving him a standing ovation!\Yuri! response:	My skating must've gotten my message across.
context: Amazing!\A quadruple toe loop, triple toe loop.\He nailed the last combination, too!\He's refined the program this much since the Hot Springs on Ice event, huh?\Another flawless performance, following his last short program in the Cup of China!\The crowd's giving him a standing ovation!\Yuri!\My skating must've gotten my message across. response:	Crap.
context: A quadruple toe loop, triple toe loop.\He nailed the last combination, too!\He's refined the program this much since the Hot Springs on Ice event, huh?\Another flawless performance, following his last short program in the Cup of China!\The crowd's giving him a standing ovation!\Yuri!\My skating must've gotten my message across.\Crap. response:	And here I thought I'd be able to perfect agape by having Grandpa watch.
context: He nailed the last combination, too!\He's refined the program this much since the Hot Springs on Ice event, huh?\Another flawless performance, following his last short program in the Cup of China!\The crowd's giving him a standing ovation!\Yuri!\My skating must've gotten my message across.\Crap.\And here I thought I'd be able to perfect agape by having Grandpa watch. response:	Yuri...
context: He's refined the program this much since the Hot Springs on Ice event, huh?\Another flawless performance, following his last short program in the Cup of China!\The crowd's giving him a standing ovation!\Yuri!\My skating must've gotten my message across.\Crap.\And here I thought I'd be able to perfect agape by having Grandpa watch.\Yuri... response:	That was perfect!
context: Another flawless performance, following his last short program in the Cup of China!\The crowd's giving him a standing ovation!\Yuri!\My skating must've gotten my message across.\Crap.\And here I thought I'd be able to perfect agape by having Grandpa watch.\Yuri...\That was perfect! response:	Out of my way, pig.
context: The crowd's giving him a standing ovation!\Yuri!\My skating must've gotten my message across.\Crap.\And here I thought I'd be able to perfect agape by having Grandpa watch.\Yuri...\That was perfect!\Out of my way, pig. response:	Th-This is Yurio's real agape!
context: Yuri!\My skating must've gotten my message across.\Crap.\And here I thought I'd be able to perfect agape by having Grandpa watch.\Yuri...\That was perfect!\Out of my way, pig.\Th-This is Yurio's real agape! response:	Nice!
context: My skating must've gotten my message across.\Crap.\And here I thought I'd be able to perfect agape by having Grandpa watch.\Yuri...\That was perfect!\Out of my way, pig.\Th-This is Yurio's real agape!\Nice! response:	Good!
context: Crap.\And here I thought I'd be able to perfect agape by having Grandpa watch.\Yuri...\That was perfect!\Out of my way, pig.\Th-This is Yurio's real agape!\Nice!\Good! response:	Yuratchka!
context: And here I thought I'd be able to perfect agape by having Grandpa watch.\Yuri...\That was perfect!\Out of my way, pig.\Th-This is Yurio's real agape!\Nice!\Good!\Yuratchka! response:	Yuri!
context: Yuri...\That was perfect!\Out of my way, pig.\Th-This is Yurio's real agape!\Nice!\Good!\Yuratchka!\Yuri! response:	Yuri, no need to get tense just because it's the Rostelecom Cup.
context: That was perfect!\Out of my way, pig.\Th-This is Yurio's real agape!\Nice!\Good!\Yuratchka!\Yuri!\Yuri, no need to get tense just because it's the Rostelecom Cup. response:	All the work you did in practice won't betray you.
context: Out of my way, pig.\Th-This is Yurio's real agape!\Nice!\Good!\Yuratchka!\Yuri!\Yuri, no need to get tense just because it's the Rostelecom Cup.\All the work you did in practice won't betray you. response:	Listen, have confidence in yourself.
context: Th-This is Yurio's real agape!\Nice!\Good!\Yuratchka!\Yuri!\Yuri, no need to get tense just because it's the Rostelecom Cup.\All the work you did in practice won't betray you.\Listen, have confidence in yourself. response:	Huh?
context: Nice!\Good!\Yuratchka!\Yuri!\Yuri, no need to get tense just because it's the Rostelecom Cup.\All the work you did in practice won't betray you.\Listen, have confidence in yourself.\Huh? response:	I can't hear very well.
context: Good!\Yuratchka!\Yuri!\Yuri, no need to get tense just because it's the Rostelecom Cup.\All the work you did in practice won't betray you.\Listen, have confidence in yourself.\Huh?\I can't hear very well. response:	Calm down.
context: Yuratchka!\Yuri!\Yuri, no need to get tense just because it's the Rostelecom Cup.\All the work you did in practice won't betray you.\Listen, have confidence in yourself.\Huh?\I can't hear very well.\Calm down. response:	Calm down!
context: Yuri!\Yuri, no need to get tense just because it's the Rostelecom Cup.\All the work you did in practice won't betray you.\Listen, have confidence in yourself.\Huh?\I can't hear very well.\Calm down.\Calm down! response:	109.97!
context: Yuri, no need to get tense just because it's the Rostelecom Cup.\All the work you did in practice won't betray you.\Listen, have confidence in yourself.\Huh?\I can't hear very well.\Calm down.\Calm down!\109.97! response:	You did it, Yuri!
context: All the work you did in practice won't betray you.\Listen, have confidence in yourself.\Huh?\I can't hear very well.\Calm down.\Calm down!\109.97!\You did it, Yuri! response:	He's surpassed his personal best again!
context: Listen, have confidence in yourself.\Huh?\I can't hear very well.\Calm down.\Calm down!\109.97!\You did it, Yuri!\He's surpassed his personal best again! response:	He's now in first place!
context: Huh?\I can't hear very well.\Calm down.\Calm down!\109.97!\You did it, Yuri!\He's surpassed his personal best again!\He's now in first place! response:	Oh, my!
context: I can't hear very well.\Calm down.\Calm down!\109.97!\You did it, Yuri!\He's surpassed his personal best again!\He's now in first place!\Oh, my! response:	Overcome with happiness, Nikiforov kissed Katsuki's skate!
context: Calm down.\Calm down!\109.97!\You did it, Yuri!\He's surpassed his personal best again!\He's now in first place!\Oh, my!\Overcome with happiness, Nikiforov kissed Katsuki's skate! response:	Yurio!
context: Calm down!\109.97!\You did it, Yuri!\He's surpassed his personal best again!\He's now in first place!\Oh, my!\Overcome with happiness, Nikiforov kissed Katsuki's skate!\Yurio! response:	Davai!
context: 109.97!\You did it, Yuri!\He's surpassed his personal best again!\He's now in first place!\Oh, my!\Overcome with happiness, Nikiforov kissed Katsuki's skate!\Yurio!\Davai! response:	Huh?
context: You did it, Yuri!\He's surpassed his personal best again!\He's now in first place!\Oh, my!\Overcome with happiness, Nikiforov kissed Katsuki's skate!\Yurio!\Davai!\Huh? response:	Good luck, Yurio!
context: He's surpassed his personal best again!\He's now in first place!\Oh, my!\Overcome with happiness, Nikiforov kissed Katsuki's skate!\Yurio!\Davai!\Huh?\Good luck, Yurio! response:	Grrr!!!
context: He's now in first place!\Oh, my!\Overcome with happiness, Nikiforov kissed Katsuki's skate!\Yurio!\Davai!\Huh?\Good luck, Yurio!\Grrr!!! response:	Yuri?
context: Oh, my!\Overcome with happiness, Nikiforov kissed Katsuki's skate!\Yurio!\Davai!\Huh?\Good luck, Yurio!\Grrr!!!\Yuri? response:	The usurper skater of Russia,
context: Overcome with happiness, Nikiforov kissed Katsuki's skate!\Yurio!\Davai!\Huh?\Good luck, Yurio!\Grrr!!!\Yuri?\The usurper skater of Russia, response:	Yuri Plisetsky, age 15.
context: Yurio!\Davai!\Huh?\Good luck, Yurio!\Grrr!!!\Yuri?\The usurper skater of Russia,\Yuri Plisetsky, age 15. response:	His program was choreographed by Victor Nikiforov.
context: Davai!\Huh?\Good luck, Yurio!\Grrr!!!\Yuri?\The usurper skater of Russia,\Yuri Plisetsky, age 15.\His program was choreographed by Victor Nikiforov. response:	Damn it, I'm not so down on my luck
context: Huh?\Good luck, Yurio!\Grrr!!!\Yuri?\The usurper skater of Russia,\Yuri Plisetsky, age 15.\His program was choreographed by Victor Nikiforov.\Damn it, I'm not so down on my luck response:	that I need you guys cheering me on.
