context: W-What?! Legion?! response:	Then the ones that attacked us are from Zentopia?
context: We were trying to think!\Oops.\We were on the verge of getting a flash of inspiration!\Erza-san is serious...\She's the type that really focuses on this kind of thing.\Jeez! You scattered the cards all over the place...\Ah... Is this...\Diao! response:	Those four letters... Myth, correct?
context: Oops.\We were on the verge of getting a flash of inspiration!\Erza-san is serious...\She's the type that really focuses on this kind of thing.\Jeez! You scattered the cards all over the place...\Ah... Is this...\Diao!\Those four letters... Myth, correct? response:	Myth?
context: We were on the verge of getting a flash of inspiration!\Erza-san is serious...\She's the type that really focuses on this kind of thing.\Jeez! You scattered the cards all over the place...\Ah... Is this...\Diao!\Those four letters... Myth, correct?\Myth? response:	Indeed.
context: Erza-san is serious...\She's the type that really focuses on this kind of thing.\Jeez! You scattered the cards all over the place...\Ah... Is this...\Diao!\Those four letters... Myth, correct?\Myth?\Indeed. response:	Like an old legend...
context: She's the type that really focuses on this kind of thing.\Jeez! You scattered the cards all over the place...\Ah... Is this...\Diao!\Those four letters... Myth, correct?\Myth?\Indeed.\Like an old legend... response:	I think we're gettin' there.
context: Jeez! You scattered the cards all over the place...\Ah... Is this...\Diao!\Those four letters... Myth, correct?\Myth?\Indeed.\Like an old legend...\I think we're gettin' there. response:	What can we do with the remaining letters?
context: Ah... Is this...\Diao!\Those four letters... Myth, correct?\Myth?\Indeed.\Like an old legend...\I think we're gettin' there.\What can we do with the remaining letters? response:	Duo... Great... Myth...
context: Diao!\Those four letters... Myth, correct?\Myth?\Indeed.\Like an old legend...\I think we're gettin' there.\What can we do with the remaining letters?\Duo... Great... Myth... response:	That's it! There are two books referred to as The Two Great Myths!
context: Those four letters... Myth, correct?\Myth?\Indeed.\Like an old legend...\I think we're gettin' there.\What can we do with the remaining letters?\Duo... Great... Myth...\That's it! There are two books referred to as The Two Great Myths! response:	The author is Will Neville.
context: Myth?\Indeed.\Like an old legend...\I think we're gettin' there.\What can we do with the remaining letters?\Duo... Great... Myth...\That's it! There are two books referred to as The Two Great Myths!\The author is Will Neville. response:	One book is titled Life of the Clockwork and it's got those words in it!
context: Indeed.\Like an old legend...\I think we're gettin' there.\What can we do with the remaining letters?\Duo... Great... Myth...\That's it! There are two books referred to as The Two Great Myths!\The author is Will Neville.\One book is titled Life of the Clockwork and it's got those words in it! response:	Is that the book you had in your room, Nee-san?
context: Like an old legend...\I think we're gettin' there.\What can we do with the remaining letters?\Duo... Great... Myth...\That's it! There are two books referred to as The Two Great Myths!\The author is Will Neville.\One book is titled Life of the Clockwork and it's got those words in it!\Is that the book you had in your room, Nee-san? response:	Uh-huh. What a coincidence!
context: I think we're gettin' there.\What can we do with the remaining letters?\Duo... Great... Myth...\That's it! There are two books referred to as The Two Great Myths!\The author is Will Neville.\One book is titled Life of the Clockwork and it's got those words in it!\Is that the book you had in your room, Nee-san?\Uh-huh. What a coincidence! response:	As for the other myth...
context: What can we do with the remaining letters?\Duo... Great... Myth...\That's it! There are two books referred to as The Two Great Myths!\The author is Will Neville.\One book is titled Life of the Clockwork and it's got those words in it!\Is that the book you had in your room, Nee-san?\Uh-huh. What a coincidence!\As for the other myth... response:	Ta-daa! It's called Key of the Starry Heavens!
context: Duo... Great... Myth...\That's it! There are two books referred to as The Two Great Myths!\The author is Will Neville.\One book is titled Life of the Clockwork and it's got those words in it!\Is that the book you had in your room, Nee-san?\Uh-huh. What a coincidence!\As for the other myth...\Ta-daa! It's called Key of the Starry Heavens! response:	Isn't that a picture book?
context: That's it! There are two books referred to as The Two Great Myths!\The author is Will Neville.\One book is titled Life of the Clockwork and it's got those words in it!\Is that the book you had in your room, Nee-san?\Uh-huh. What a coincidence!\As for the other myth...\Ta-daa! It's called Key of the Starry Heavens!\Isn't that a picture book? response:	It's not just any old picture book! It's really magical...
context: The author is Will Neville.\One book is titled Life of the Clockwork and it's got those words in it!\Is that the book you had in your room, Nee-san?\Uh-huh. What a coincidence!\As for the other myth...\Ta-daa! It's called Key of the Starry Heavens!\Isn't that a picture book?\It's not just any old picture book! It's really magical... response:	At any rate, doesn't the word key strike you?
context: One book is titled Life of the Clockwork and it's got those words in it!\Is that the book you had in your room, Nee-san?\Uh-huh. What a coincidence!\As for the other myth...\Ta-daa! It's called Key of the Starry Heavens!\Isn't that a picture book?\It's not just any old picture book! It's really magical...\At any rate, doesn't the word key strike you? response:	Yeah. Maybe there's some kind of hint inside the book.
context: Is that the book you had in your room, Nee-san?\Uh-huh. What a coincidence!\As for the other myth...\Ta-daa! It's called Key of the Starry Heavens!\Isn't that a picture book?\It's not just any old picture book! It's really magical...\At any rate, doesn't the word key strike you?\Yeah. Maybe there's some kind of hint inside the book. response:	Like another anagram? I guess it wouldn't be that easy...
context: Uh-huh. What a coincidence!\As for the other myth...\Ta-daa! It's called Key of the Starry Heavens!\Isn't that a picture book?\It's not just any old picture book! It's really magical...\At any rate, doesn't the word key strike you?\Yeah. Maybe there's some kind of hint inside the book.\Like another anagram? I guess it wouldn't be that easy... response:	But if we look at it from another way, we may be able to learn something...
context: As for the other myth...\Ta-daa! It's called Key of the Starry Heavens!\Isn't that a picture book?\It's not just any old picture book! It's really magical...\At any rate, doesn't the word key strike you?\Yeah. Maybe there's some kind of hint inside the book.\Like another anagram? I guess it wouldn't be that easy...\But if we look at it from another way, we may be able to learn something... response:	No...
context: Ta-daa! It's called Key of the Starry Heavens!\Isn't that a picture book?\It's not just any old picture book! It's really magical...\At any rate, doesn't the word key strike you?\Yeah. Maybe there's some kind of hint inside the book.\Like another anagram? I guess it wouldn't be that easy...\But if we look at it from another way, we may be able to learn something...\No... response:	Carla?
context: Isn't that a picture book?\It's not just any old picture book! It's really magical...\At any rate, doesn't the word key strike you?\Yeah. Maybe there's some kind of hint inside the book.\Like another anagram? I guess it wouldn't be that easy...\But if we look at it from another way, we may be able to learn something...\No...\Carla? response:	I don't know if it has to do with that clock hand...
context: It's not just any old picture book! It's really magical...\At any rate, doesn't the word key strike you?\Yeah. Maybe there's some kind of hint inside the book.\Like another anagram? I guess it wouldn't be that easy...\But if we look at it from another way, we may be able to learn something...\No...\Carla?\I don't know if it has to do with that clock hand... response:	And what is that kitty-cat over there holding?
context: At any rate, doesn't the word key strike you?\Yeah. Maybe there's some kind of hint inside the book.\Like another anagram? I guess it wouldn't be that easy...\But if we look at it from another way, we may be able to learn something...\No...\Carla?\I don't know if it has to do with that clock hand...\And what is that kitty-cat over there holding? response:	A book about a rabbit and a turtle.
context: Yeah. Maybe there's some kind of hint inside the book.\Like another anagram? I guess it wouldn't be that easy...\But if we look at it from another way, we may be able to learn something...\No...\Carla?\I don't know if it has to do with that clock hand...\And what is that kitty-cat over there holding?\A book about a rabbit and a turtle. response:	I think this book is really magical, too.
context: Like another anagram? I guess it wouldn't be that easy...\But if we look at it from another way, we may be able to learn something...\No...\Carla?\I don't know if it has to do with that clock hand...\And what is that kitty-cat over there holding?\A book about a rabbit and a turtle.\I think this book is really magical, too. response:	Would you give me that book?
context: But if we look at it from another way, we may be able to learn something...\No...\Carla?\I don't know if it has to do with that clock hand...\And what is that kitty-cat over there holding?\A book about a rabbit and a turtle.\I think this book is really magical, too.\Would you give me that book? response:	You're after this book?!
context: No...\Carla?\I don't know if it has to do with that clock hand...\And what is that kitty-cat over there holding?\A book about a rabbit and a turtle.\I think this book is really magical, too.\Would you give me that book?\You're after this book?! response:	That's not really a funny joke.
context: Carla?\I don't know if it has to do with that clock hand...\And what is that kitty-cat over there holding?\A book about a rabbit and a turtle.\I think this book is really magical, too.\Would you give me that book?\You're after this book?!\That's not really a funny joke. response:	W-What the hell is that?!
context: I don't know if it has to do with that clock hand...\And what is that kitty-cat over there holding?\A book about a rabbit and a turtle.\I think this book is really magical, too.\Would you give me that book?\You're after this book?!\That's not really a funny joke.\W-What the hell is that?! response:	The door handle expanded!
context: And what is that kitty-cat over there holding?\A book about a rabbit and a turtle.\I think this book is really magical, too.\Would you give me that book?\You're after this book?!\That's not really a funny joke.\W-What the hell is that?!\The door handle expanded! response:	You've got a rather limited power of expression, it seems.
context: A book about a rabbit and a turtle.\I think this book is really magical, too.\Would you give me that book?\You're after this book?!\That's not really a funny joke.\W-What the hell is that?!\The door handle expanded!\You've got a rather limited power of expression, it seems. response:	You couldn't say the door handle doubled in size, which broke down the door?
context: I think this book is really magical, too.\Would you give me that book?\You're after this book?!\That's not really a funny joke.\W-What the hell is that?!\The door handle expanded!\You've got a rather limited power of expression, it seems.\You couldn't say the door handle doubled in size, which broke down the door? response:	I don't believe it! He's...?!
context: Would you give me that book?\You're after this book?!\That's not really a funny joke.\W-What the hell is that?!\The door handle expanded!\You've got a rather limited power of expression, it seems.\You couldn't say the door handle doubled in size, which broke down the door?\I don't believe it! He's...?! response:	You mean...
context: You're after this book?!\That's not really a funny joke.\W-What the hell is that?!\The door handle expanded!\You've got a rather limited power of expression, it seems.\You couldn't say the door handle doubled in size, which broke down the door?\I don't believe it! He's...?!\You mean... response:	An Exceed! But was this guy in Extalia?
context: That's not really a funny joke.\W-What the hell is that?!\The door handle expanded!\You've got a rather limited power of expression, it seems.\You couldn't say the door handle doubled in size, which broke down the door?\I don't believe it! He's...?!\You mean...\An Exceed! But was this guy in Extalia? response:	No... I bet he was sent to this world at the same time we were, Happy!
context: W-What the hell is that?!\The door handle expanded!\You've got a rather limited power of expression, it seems.\You couldn't say the door handle doubled in size, which broke down the door?\I don't believe it! He's...?!\You mean...\An Exceed! But was this guy in Extalia?\No... I bet he was sent to this world at the same time we were, Happy! response:	Why, you... Who the hell are you?!
context: The door handle expanded!\You've got a rather limited power of expression, it seems.\You couldn't say the door handle doubled in size, which broke down the door?\I don't believe it! He's...?!\You mean...\An Exceed! But was this guy in Extalia?\No... I bet he was sent to this world at the same time we were, Happy!\Why, you... Who the hell are you?! response:	I am the head of Legion...
context: You've got a rather limited power of expression, it seems.\You couldn't say the door handle doubled in size, which broke down the door?\I don't believe it! He's...?!\You mean...\An Exceed! But was this guy in Extalia?\No... I bet he was sent to this world at the same time we were, Happy!\Why, you... Who the hell are you?!\I am the head of Legion... response:	Samuel.
context: You couldn't say the door handle doubled in size, which broke down the door?\I don't believe it! He's...?!\You mean...\An Exceed! But was this guy in Extalia?\No... I bet he was sent to this world at the same time we were, Happy!\Why, you... Who the hell are you?!\I am the head of Legion...\Samuel. response:	So you sniffed us out right away and came runnin', huh?
context: I don't believe it! He's...?!\You mean...\An Exceed! But was this guy in Extalia?\No... I bet he was sent to this world at the same time we were, Happy!\Why, you... Who the hell are you?!\I am the head of Legion...\Samuel.\So you sniffed us out right away and came runnin', huh? response:	Then give us back the clock hand!
context: You mean...\An Exceed! But was this guy in Extalia?\No... I bet he was sent to this world at the same time we were, Happy!\Why, you... Who the hell are you?!\I am the head of Legion...\Samuel.\So you sniffed us out right away and came runnin', huh?\Then give us back the clock hand! response:	Never.
context: An Exceed! But was this guy in Extalia?\No... I bet he was sent to this world at the same time we were, Happy!\Why, you... Who the hell are you?!\I am the head of Legion...\Samuel.\So you sniffed us out right away and came runnin', huh?\Then give us back the clock hand!\Never. response:	What?!
context: No... I bet he was sent to this world at the same time we were, Happy!\Why, you... Who the hell are you?!\I am the head of Legion...\Samuel.\So you sniffed us out right away and came runnin', huh?\Then give us back the clock hand!\Never.\What?! response:	Anyway, you've done exactly as I predicted.
context: Why, you... Who the hell are you?!\I am the head of Legion...\Samuel.\So you sniffed us out right away and came runnin', huh?\Then give us back the clock hand!\Never.\What?!\Anyway, you've done exactly as I predicted. response:	I knew you would come here.
context: I am the head of Legion...\Samuel.\So you sniffed us out right away and came runnin', huh?\Then give us back the clock hand!\Never.\What?!\Anyway, you've done exactly as I predicted.\I knew you would come here. response:	And that you would find a clue.
context: Samuel.\So you sniffed us out right away and came runnin', huh?\Then give us back the clock hand!\Never.\What?!\Anyway, you've done exactly as I predicted.\I knew you would come here.\And that you would find a clue. response:	As indeed, you have.
context: So you sniffed us out right away and came runnin', huh?\Then give us back the clock hand!\Never.\What?!\Anyway, you've done exactly as I predicted.\I knew you would come here.\And that you would find a clue.\As indeed, you have. response:	I'm a genius.
context: Then give us back the clock hand!\Never.\What?!\Anyway, you've done exactly as I predicted.\I knew you would come here.\And that you would find a clue.\As indeed, you have.\I'm a genius. response:	That guy's gettin' on my nerves...
context: Never.\What?!\Anyway, you've done exactly as I predicted.\I knew you would come here.\And that you would find a clue.\As indeed, you have.\I'm a genius.\That guy's gettin' on my nerves... response:	We'll have to attack before he gets the chance...
context: What?!\Anyway, you've done exactly as I predicted.\I knew you would come here.\And that you would find a clue.\As indeed, you have.\I'm a genius.\That guy's gettin' on my nerves...\We'll have to attack before he gets the chance... response:	Erza-san!
context: Anyway, you've done exactly as I predicted.\I knew you would come here.\And that you would find a clue.\As indeed, you have.\I'm a genius.\That guy's gettin' on my nerves...\We'll have to attack before he gets the chance...\Erza-san! response:	Right.
context: I knew you would come here.\And that you would find a clue.\As indeed, you have.\I'm a genius.\That guy's gettin' on my nerves...\We'll have to attack before he gets the chance...\Erza-san!\Right. response:	Ice Make: Lance!
context: And that you would find a clue.\As indeed, you have.\I'm a genius.\That guy's gettin' on my nerves...\We'll have to attack before he gets the chance...\Erza-san!\Right.\Ice Make: Lance! response:	Victory goes to the one who makes the first move!
context: As indeed, you have.\I'm a genius.\That guy's gettin' on my nerves...\We'll have to attack before he gets the chance...\Erza-san!\Right.\Ice Make: Lance!\Victory goes to the one who makes the first move! response:	Roar of the Fire Dragon!
context: I'm a genius.\That guy's gettin' on my nerves...\We'll have to attack before he gets the chance...\Erza-san!\Right.\Ice Make: Lance!\Victory goes to the one who makes the first move!\Roar of the Fire Dragon! response:	Wait a...
context: That guy's gettin' on my nerves...\We'll have to attack before he gets the chance...\Erza-san!\Right.\Ice Make: Lance!\Victory goes to the one who makes the first move!\Roar of the Fire Dragon!\Wait a... response:	No!!
context: We'll have to attack before he gets the chance...\Erza-san!\Right.\Ice Make: Lance!\Victory goes to the one who makes the first move!\Roar of the Fire Dragon!\Wait a...\No!! response:	What are you doing?!
context: Erza-san!\Right.\Ice Make: Lance!\Victory goes to the one who makes the first move!\Roar of the Fire Dragon!\Wait a...\No!!\What are you doing?! response:	I just decided to buy this house back!
context: Right.\Ice Make: Lance!\Victory goes to the one who makes the first move!\Roar of the Fire Dragon!\Wait a...\No!!\What are you doing?!\I just decided to buy this house back! response:	Hold it! That guy repelled our magic!
context: Ice Make: Lance!\Victory goes to the one who makes the first move!\Roar of the Fire Dragon!\Wait a...\No!!\What are you doing?!\I just decided to buy this house back!\Hold it! That guy repelled our magic! response:	I'm the spearhead of Legion...
context: Victory goes to the one who makes the first move!\Roar of the Fire Dragon!\Wait a...\No!!\What are you doing?!\I just decided to buy this house back!\Hold it! That guy repelled our magic!\I'm the spearhead of Legion... response:	Dan Straight is here!
context: Roar of the Fire Dragon!\Wait a...\No!!\What are you doing?!\I just decided to buy this house back!\Hold it! That guy repelled our magic!\I'm the spearhead of Legion...\Dan Straight is here! response:	Another weirdo...
context: Wait a...\No!!\What are you doing?!\I just decided to buy this house back!\Hold it! That guy repelled our magic!\I'm the spearhead of Legion...\Dan Straight is here!\Another weirdo... response:	Did you get a good look at the power of my shield?
context: No!!\What are you doing?!\I just decided to buy this house back!\Hold it! That guy repelled our magic!\I'm the spearhead of Legion...\Dan Straight is here!\Another weirdo...\Did you get a good look at the power of my shield? response:	Magic shield Ricochet!
context: What are you doing?!\I just decided to buy this house back!\Hold it! That guy repelled our magic!\I'm the spearhead of Legion...\Dan Straight is here!\Another weirdo...\Did you get a good look at the power of my shield?\Magic shield Ricochet! response:	It blocks any and all attacks, then scatters them about!
context: I just decided to buy this house back!\Hold it! That guy repelled our magic!\I'm the spearhead of Legion...\Dan Straight is here!\Another weirdo...\Did you get a good look at the power of my shield?\Magic shield Ricochet!\It blocks any and all attacks, then scatters them about! response:	Ricochet... So everything bounces off of it...
context: Hold it! That guy repelled our magic!\I'm the spearhead of Legion...\Dan Straight is here!\Another weirdo...\Did you get a good look at the power of my shield?\Magic shield Ricochet!\It blocks any and all attacks, then scatters them about!\Ricochet... So everything bounces off of it... response:	Then we can't just attack willy-nilly...
context: I'm the spearhead of Legion...\Dan Straight is here!\Another weirdo...\Did you get a good look at the power of my shield?\Magic shield Ricochet!\It blocks any and all attacks, then scatters them about!\Ricochet... So everything bounces off of it...\Then we can't just attack willy-nilly... response:	One false move and Lucy will be buying back a mountain of debris!
context: Dan Straight is here!\Another weirdo...\Did you get a good look at the power of my shield?\Magic shield Ricochet!\It blocks any and all attacks, then scatters them about!\Ricochet... So everything bounces off of it...\Then we can't just attack willy-nilly...\One false move and Lucy will be buying back a mountain of debris! response:	We got one pain in the ass comin' in after another!
context: Another weirdo...\Did you get a good look at the power of my shield?\Magic shield Ricochet!\It blocks any and all attacks, then scatters them about!\Ricochet... So everything bounces off of it...\Then we can't just attack willy-nilly...\One false move and Lucy will be buying back a mountain of debris!\We got one pain in the ass comin' in after another! response:	They're going to attack.
context: Did you get a good look at the power of my shield?\Magic shield Ricochet!\It blocks any and all attacks, then scatters them about!\Ricochet... So everything bounces off of it...\Then we can't just attack willy-nilly...\One false move and Lucy will be buying back a mountain of debris!\We got one pain in the ass comin' in after another!\They're going to attack. response:	No matter how many times they attack, nothing will change!
context: Magic shield Ricochet!\It blocks any and all attacks, then scatters them about!\Ricochet... So everything bounces off of it...\Then we can't just attack willy-nilly...\One false move and Lucy will be buying back a mountain of debris!\We got one pain in the ass comin' in after another!\They're going to attack.\No matter how many times they attack, nothing will change! response:	I'll destroy that thing before it can repel my attack!
context: It blocks any and all attacks, then scatters them about!\Ricochet... So everything bounces off of it...\Then we can't just attack willy-nilly...\One false move and Lucy will be buying back a mountain of debris!\We got one pain in the ass comin' in after another!\They're going to attack.\No matter how many times they attack, nothing will change!\I'll destroy that thing before it can repel my attack! response:	I told you to stop it!
context: Ricochet... So everything bounces off of it...\Then we can't just attack willy-nilly...\One false move and Lucy will be buying back a mountain of debris!\We got one pain in the ass comin' in after another!\They're going to attack.\No matter how many times they attack, nothing will change!\I'll destroy that thing before it can repel my attack!\I told you to stop it! response:	Dan, that girl has the book.
context: Then we can't just attack willy-nilly...\One false move and Lucy will be buying back a mountain of debris!\We got one pain in the ass comin' in after another!\They're going to attack.\No matter how many times they attack, nothing will change!\I'll destroy that thing before it can repel my attack!\I told you to stop it!\Dan, that girl has the book. response:	Lucy-san!
context: One false move and Lucy will be buying back a mountain of debris!\We got one pain in the ass comin' in after another!\They're going to attack.\No matter how many times they attack, nothing will change!\I'll destroy that thing before it can repel my attack!\I told you to stop it!\Dan, that girl has the book.\Lucy-san! response:	I'll lure that guy outside!
context: We got one pain in the ass comin' in after another!\They're going to attack.\No matter how many times they attack, nothing will change!\I'll destroy that thing before it can repel my attack!\I told you to stop it!\Dan, that girl has the book.\Lucy-san!\I'll lure that guy outside! response:	No! It's too dangerous, Nee-san!
context: They're going to attack.\No matter how many times they attack, nothing will change!\I'll destroy that thing before it can repel my attack!\I told you to stop it!\Dan, that girl has the book.\Lucy-san!\I'll lure that guy outside!\No! It's too dangerous, Nee-san! response:	Here's the book! Steal it if you can!
context: No matter how many times they attack, nothing will change!\I'll destroy that thing before it can repel my attack!\I told you to stop it!\Dan, that girl has the book.\Lucy-san!\I'll lure that guy outside!\No! It's too dangerous, Nee-san!\Here's the book! Steal it if you can! response:	Th-Throb!
context: I'll destroy that thing before it can repel my attack!\I told you to stop it!\Dan, that girl has the book.\Lucy-san!\I'll lure that guy outside!\No! It's too dangerous, Nee-san!\Here's the book! Steal it if you can!\Th-Throb! response:	You're beautiful!
context: I told you to stop it!\Dan, that girl has the book.\Lucy-san!\I'll lure that guy outside!\No! It's too dangerous, Nee-san!\Here's the book! Steal it if you can!\Th-Throb!\You're beautiful! response:	Throb!
context: Dan, that girl has the book.\Lucy-san!\I'll lure that guy outside!\No! It's too dangerous, Nee-san!\Here's the book! Steal it if you can!\Th-Throb!\You're beautiful!\Throb! response:	Beautiful! This wizard is too beautiful!
context: Lucy-san!\I'll lure that guy outside!\No! It's too dangerous, Nee-san!\Here's the book! Steal it if you can!\Th-Throb!\You're beautiful!\Throb!\Beautiful! This wizard is too beautiful! response:	She's shot me right through the heart!
context: I'll lure that guy outside!\No! It's too dangerous, Nee-san!\Here's the book! Steal it if you can!\Th-Throb!\You're beautiful!\Throb!\Beautiful! This wizard is too beautiful!\She's shot me right through the heart! response:	I can't stand it! I can't stand it! She's crushed me!
context: No! It's too dangerous, Nee-san!\Here's the book! Steal it if you can!\Th-Throb!\You're beautiful!\Throb!\Beautiful! This wizard is too beautiful!\She's shot me right through the heart!\I can't stand it! I can't stand it! She's crushed me! response:	By the way, what's your name?
context: Here's the book! Steal it if you can!\Th-Throb!\You're beautiful!\Throb!\Beautiful! This wizard is too beautiful!\She's shot me right through the heart!\I can't stand it! I can't stand it! She's crushed me!\By the way, what's your name? response:	Lucy...
context: Th-Throb!\You're beautiful!\Throb!\Beautiful! This wizard is too beautiful!\She's shot me right through the heart!\I can't stand it! I can't stand it! She's crushed me!\By the way, what's your name?\Lucy... response:	Lucy! I can't stand it!
context: You're beautiful!\Throb!\Beautiful! This wizard is too beautiful!\She's shot me right through the heart!\I can't stand it! I can't stand it! She's crushed me!\By the way, what's your name?\Lucy...\Lucy! I can't stand it! response:	Lu! Cy!
context: Throb!\Beautiful! This wizard is too beautiful!\She's shot me right through the heart!\I can't stand it! I can't stand it! She's crushed me!\By the way, what's your name?\Lucy...\Lucy! I can't stand it!\Lu! Cy! response:	You've touched me to the quick!
context: Beautiful! This wizard is too beautiful!\She's shot me right through the heart!\I can't stand it! I can't stand it! She's crushed me!\By the way, what's your name?\Lucy...\Lucy! I can't stand it!\Lu! Cy!\You've touched me to the quick! response:	Can I call you Lu-tan? Lu-chan? Lu-pi? Lun-lun?
context: She's shot me right through the heart!\I can't stand it! I can't stand it! She's crushed me!\By the way, what's your name?\Lucy...\Lucy! I can't stand it!\Lu! Cy!\You've touched me to the quick!\Can I call you Lu-tan? Lu-chan? Lu-pi? Lun-lun? response:	Whatever...
context: I can't stand it! I can't stand it! She's crushed me!\By the way, what's your name?\Lucy...\Lucy! I can't stand it!\Lu! Cy!\You've touched me to the quick!\Can I call you Lu-tan? Lu-chan? Lu-pi? Lun-lun?\Whatever... response:	It's begun...
context: By the way, what's your name?\Lucy...\Lucy! I can't stand it!\Lu! Cy!\You've touched me to the quick!\Can I call you Lu-tan? Lu-chan? Lu-pi? Lun-lun?\Whatever...\It's begun... response:	Whatever!
context: Lucy...\Lucy! I can't stand it!\Lu! Cy!\You've touched me to the quick!\Can I call you Lu-tan? Lu-chan? Lu-pi? Lun-lun?\Whatever...\It's begun...\Whatever! response:	That voice! Those eyes!
context: Lucy! I can't stand it!\Lu! Cy!\You've touched me to the quick!\Can I call you Lu-tan? Lu-chan? Lu-pi? Lun-lun?\Whatever...\It's begun...\Whatever!\That voice! Those eyes! response:	That mouth! That hair!
context: Lu! Cy!\You've touched me to the quick!\Can I call you Lu-tan? Lu-chan? Lu-pi? Lun-lun?\Whatever...\It's begun...\Whatever!\That voice! Those eyes!\That mouth! That hair! response:	That chest! That waist!
context: You've touched me to the quick!\Can I call you Lu-tan? Lu-chan? Lu-pi? Lun-lun?\Whatever...\It's begun...\Whatever!\That voice! Those eyes!\That mouth! That hair!\That chest! That waist! response:	Those legs!
context: Can I call you Lu-tan? Lu-chan? Lu-pi? Lun-lun?\Whatever...\It's begun...\Whatever!\That voice! Those eyes!\That mouth! That hair!\That chest! That waist!\Those legs! response:	All of it makes my Fibonacci sequence chirp! It spells out...
context: Whatever...\It's begun...\Whatever!\That voice! Those eyes!\That mouth! That hair!\That chest! That waist!\Those legs!\All of it makes my Fibonacci sequence chirp! It spells out... response:	That's love!
context: It's begun...\Whatever!\That voice! Those eyes!\That mouth! That hair!\That chest! That waist!\Those legs!\All of it makes my Fibonacci sequence chirp! It spells out...\That's love! response:	W-What are you talking about?!
context: Whatever!\That voice! Those eyes!\That mouth! That hair!\That chest! That waist!\Those legs!\All of it makes my Fibonacci sequence chirp! It spells out...\That's love!\W-What are you talking about?! response:	Love!
context: That voice! Those eyes!\That mouth! That hair!\That chest! That waist!\Those legs!\All of it makes my Fibonacci sequence chirp! It spells out...\That's love!\W-What are you talking about?!\Love! response:	Lucy!
context: That mouth! That hair!\That chest! That waist!\Those legs!\All of it makes my Fibonacci sequence chirp! It spells out...\That's love!\W-What are you talking about?!\Love!\Lucy! response:	Lucy!
context: That chest! That waist!\Those legs!\All of it makes my Fibonacci sequence chirp! It spells out...\That's love!\W-What are you talking about?!\Love!\Lucy!\Lucy! response:	Cut it out! Don't butt in!
context: Those legs!\All of it makes my Fibonacci sequence chirp! It spells out...\That's love!\W-What are you talking about?!\Love!\Lucy!\Lucy!\Cut it out! Don't butt in! response:	Go, Lucy and Michelle. We can't let them take that book!
context: All of it makes my Fibonacci sequence chirp! It spells out...\That's love!\W-What are you talking about?!\Love!\Lucy!\Lucy!\Cut it out! Don't butt in!\Go, Lucy and Michelle. We can't let them take that book! response:	R-Right!
context: That's love!\W-What are you talking about?!\Love!\Lucy!\Lucy!\Cut it out! Don't butt in!\Go, Lucy and Michelle. We can't let them take that book!\R-Right! response:	Everyone, I need you on support. Leave this to me!
context: W-What are you talking about?!\Love!\Lucy!\Lucy!\Cut it out! Don't butt in!\Go, Lucy and Michelle. We can't let them take that book!\R-Right!\Everyone, I need you on support. Leave this to me! response:	I-I think we were overwhelmed by that...
context: Love!\Lucy!\Lucy!\Cut it out! Don't butt in!\Go, Lucy and Michelle. We can't let them take that book!\R-Right!\Everyone, I need you on support. Leave this to me!\I-I think we were overwhelmed by that... response:	Our brains were at a standstill...
context: Lucy!\Lucy!\Cut it out! Don't butt in!\Go, Lucy and Michelle. We can't let them take that book!\R-Right!\Everyone, I need you on support. Leave this to me!\I-I think we were overwhelmed by that...\Our brains were at a standstill... response:	Huh. You've got a lot of confidence in yourself.
context: Lucy!\Cut it out! Don't butt in!\Go, Lucy and Michelle. We can't let them take that book!\R-Right!\Everyone, I need you on support. Leave this to me!\I-I think we were overwhelmed by that...\Our brains were at a standstill...\Huh. You've got a lot of confidence in yourself. response:	You'd do well not to underestimate us.
context: Cut it out! Don't butt in!\Go, Lucy and Michelle. We can't let them take that book!\R-Right!\Everyone, I need you on support. Leave this to me!\I-I think we were overwhelmed by that...\Our brains were at a standstill...\Huh. You've got a lot of confidence in yourself.\You'd do well not to underestimate us. response:	Let me hit'em, too!
context: Go, Lucy and Michelle. We can't let them take that book!\R-Right!\Everyone, I need you on support. Leave this to me!\I-I think we were overwhelmed by that...\Our brains were at a standstill...\Huh. You've got a lot of confidence in yourself.\You'd do well not to underestimate us.\Let me hit'em, too! response:	You protect Lucy!
context: R-Right!\Everyone, I need you on support. Leave this to me!\I-I think we were overwhelmed by that...\Our brains were at a standstill...\Huh. You've got a lot of confidence in yourself.\You'd do well not to underestimate us.\Let me hit'em, too!\You protect Lucy! response:	Run, Lucy!
context: Everyone, I need you on support. Leave this to me!\I-I think we were overwhelmed by that...\Our brains were at a standstill...\Huh. You've got a lot of confidence in yourself.\You'd do well not to underestimate us.\Let me hit'em, too!\You protect Lucy!\Run, Lucy! response:	Let's go!
context: I-I think we were overwhelmed by that...\Our brains were at a standstill...\Huh. You've got a lot of confidence in yourself.\You'd do well not to underestimate us.\Let me hit'em, too!\You protect Lucy!\Run, Lucy!\Let's go! response:	Right!
context: Our brains were at a standstill...\Huh. You've got a lot of confidence in yourself.\You'd do well not to underestimate us.\Let me hit'em, too!\You protect Lucy!\Run, Lucy!\Let's go!\Right! response:	I'm not done talking to you!
