context: I'm dead. response:	I'm dead. I died.
context: What is the difference between you and the dumb beasts?\In the face of their shattered world, excuses were meaningless.\And then, God spoke.\All murder and robbery in this realm is forbidden, he said.\use your wisdom and wit, your fortune and wealth,\to build a tower of wisdom.\And prove to me...\I see. response:	So that's why there's a world where
context: In the face of their shattered world, excuses were meaningless.\And then, God spoke.\All murder and robbery in this realm is forbidden, he said.\use your wisdom and wit, your fortune and wealth,\to build a tower of wisdom.\And prove to me...\I see.\So that's why there's a world where response:	everything is decided by games, according to ten pledges.
context: And then, God spoke.\All murder and robbery in this realm is forbidden, he said.\use your wisdom and wit, your fortune and wealth,\to build a tower of wisdom.\And prove to me...\I see.\So that's why there's a world where\everything is decided by games, according to ten pledges. response:	Yes. And by the way...
context: All murder and robbery in this realm is forbidden, he said.\use your wisdom and wit, your fortune and wealth,\to build a tower of wisdom.\And prove to me...\I see.\So that's why there's a world where\everything is decided by games, according to ten pledges.\Yes. And by the way... response:	What?
context: use your wisdom and wit, your fortune and wealth,\to build a tower of wisdom.\And prove to me...\I see.\So that's why there's a world where\everything is decided by games, according to ten pledges.\Yes. And by the way...\What? response:	Do you suppose you could leave us with a pair of pants?
context: to build a tower of wisdom.\And prove to me...\I see.\So that's why there's a world where\everything is decided by games, according to ten pledges.\Yes. And by the way...\What?\Do you suppose you could leave us with a pair of pants? response:	Six: Any bets made in accordance with the pledges must be upheld.
context: And prove to me...\I see.\So that's why there's a world where\everything is decided by games, according to ten pledges.\Yes. And by the way...\What?\Do you suppose you could leave us with a pair of pants?\Six: Any bets made in accordance with the pledges must be upheld. response:	We bet everything we could offer, including our lives,
context: I see.\So that's why there's a world where\everything is decided by games, according to ten pledges.\Yes. And by the way...\What?\Do you suppose you could leave us with a pair of pants?\Six: Any bets made in accordance with the pledges must be upheld.\We bet everything we could offer, including our lives, response:	and you bet everything you owned.
context: So that's why there's a world where\everything is decided by games, according to ten pledges.\Yes. And by the way...\What?\Do you suppose you could leave us with a pair of pants?\Six: Any bets made in accordance with the pledges must be upheld.\We bet everything we could offer, including our lives,\and you bet everything you owned. response:	Right?
context: everything is decided by games, according to ten pledges.\Yes. And by the way...\What?\Do you suppose you could leave us with a pair of pants?\Six: Any bets made in accordance with the pledges must be upheld.\We bet everything we could offer, including our lives,\and you bet everything you owned.\Right? response:	That's right, but...
context: Yes. And by the way...\What?\Do you suppose you could leave us with a pair of pants?\Six: Any bets made in accordance with the pledges must be upheld.\We bet everything we could offer, including our lives,\and you bet everything you owned.\Right?\That's right, but... response:	You can't leave us here like this!
context: What?\Do you suppose you could leave us with a pair of pants?\Six: Any bets made in accordance with the pledges must be upheld.\We bet everything we could offer, including our lives,\and you bet everything you owned.\Right?\That's right, but...\You can't leave us here like this! response:	Let's go, Shiro.
context: Do you suppose you could leave us with a pair of pants?\Six: Any bets made in accordance with the pledges must be upheld.\We bet everything we could offer, including our lives,\and you bet everything you owned.\Right?\That's right, but...\You can't leave us here like this!\Let's go, Shiro. response:	Roger.
context: Six: Any bets made in accordance with the pledges must be upheld.\We bet everything we could offer, including our lives,\and you bet everything you owned.\Right?\That's right, but...\You can't leave us here like this!\Let's go, Shiro.\Roger. response:	Wait! Kid!
context: We bet everything we could offer, including our lives,\and you bet everything you owned.\Right?\That's right, but...\You can't leave us here like this!\Let's go, Shiro.\Roger.\Wait! Kid! response:	At least let me punch you once!
context: and you bet everything you owned.\Right?\That's right, but...\You can't leave us here like this!\Let's go, Shiro.\Roger.\Wait! Kid!\At least let me punch you once! response:	Looks like even thieves can't rob or kill you.
context: Right?\That's right, but...\You can't leave us here like this!\Let's go, Shiro.\Roger.\Wait! Kid!\At least let me punch you once!\Looks like even thieves can't rob or kill you. response:	Even if they want to, they probably can't.
context: That's right, but...\You can't leave us here like this!\Let's go, Shiro.\Roger.\Wait! Kid!\At least let me punch you once!\Looks like even thieves can't rob or kill you.\Even if they want to, they probably can't. response:	In other words...
context: You can't leave us here like this!\Let's go, Shiro.\Roger.\Wait! Kid!\At least let me punch you once!\Looks like even thieves can't rob or kill you.\Even if they want to, they probably can't.\In other words... response:	It all comes down to your skill at the game.
context: Let's go, Shiro.\Roger.\Wait! Kid!\At least let me punch you once!\Looks like even thieves can't rob or kill you.\Even if they want to, they probably can't.\In other words...\It all comes down to your skill at the game. response:	Kingdom of Elkia - Capital City Elkia
context: Roger.\Wait! Kid!\At least let me punch you once!\Looks like even thieves can't rob or kill you.\Even if they want to, they probably can't.\In other words...\It all comes down to your skill at the game.\Kingdom of Elkia - Capital City Elkia response:	Would you hurry up?
context: Wait! Kid!\At least let me punch you once!\Looks like even thieves can't rob or kill you.\Even if they want to, they probably can't.\In other words...\It all comes down to your skill at the game.\Kingdom of Elkia - Capital City Elkia\Would you hurry up? response:	Shut up!
context: At least let me punch you once!\Looks like even thieves can't rob or kill you.\Even if they want to, they probably can't.\In other words...\It all comes down to your skill at the game.\Kingdom of Elkia - Capital City Elkia\Would you hurry up?\Shut up! response:	I'm thinking!
context: Looks like even thieves can't rob or kill you.\Even if they want to, they probably can't.\In other words...\It all comes down to your skill at the game.\Kingdom of Elkia - Capital City Elkia\Would you hurry up?\Shut up!\I'm thinking! response:	You can think all you want, but it won't change your hand.
context: Even if they want to, they probably can't.\In other words...\It all comes down to your skill at the game.\Kingdom of Elkia - Capital City Elkia\Would you hurry up?\Shut up!\I'm thinking!\You can think all you want, but it won't change your hand. response:	A gambling tournament to determine the next king?
context: In other words...\It all comes down to your skill at the game.\Kingdom of Elkia - Capital City Elkia\Would you hurry up?\Shut up!\I'm thinking!\You can think all you want, but it won't change your hand.\A gambling tournament to determine the next king? response:	It was the last king's dying wish.
context: It all comes down to your skill at the game.\Kingdom of Elkia - Capital City Elkia\Would you hurry up?\Shut up!\I'm thinking!\You can think all you want, but it won't change your hand.\A gambling tournament to determine the next king?\It was the last king's dying wish. response:	He wants the next king to be humanity's best gambler.
context: Kingdom of Elkia - Capital City Elkia\Would you hurry up?\Shut up!\I'm thinking!\You can think all you want, but it won't change your hand.\A gambling tournament to determine the next king?\It was the last king's dying wish.\He wants the next king to be humanity's best gambler. response:	So even the king is decided by a game.
context: Would you hurry up?\Shut up!\I'm thinking!\You can think all you want, but it won't change your hand.\A gambling tournament to determine the next king?\It was the last king's dying wish.\He wants the next king to be humanity's best gambler.\So even the king is decided by a game. response:	The red-haired girl is Stephanie Dola.
context: Shut up!\I'm thinking!\You can think all you want, but it won't change your hand.\A gambling tournament to determine the next king?\It was the last king's dying wish.\He wants the next king to be humanity's best gambler.\So even the king is decided by a game.\The red-haired girl is Stephanie Dola. response:	She's the granddaughter of the last king,
context: I'm thinking!\You can think all you want, but it won't change your hand.\A gambling tournament to determine the next king?\It was the last king's dying wish.\He wants the next king to be humanity's best gambler.\So even the king is decided by a game.\The red-haired girl is Stephanie Dola.\She's the granddaughter of the last king, response:	but, because of his will, she can't inherit the throne.
context: You can think all you want, but it won't change your hand.\A gambling tournament to determine the next king?\It was the last king's dying wish.\He wants the next king to be humanity's best gambler.\So even the king is decided by a game.\The red-haired girl is Stephanie Dola.\She's the granddaughter of the last king,\but, because of his will, she can't inherit the throne. response:	So she's entered the gambling tournament.
context: A gambling tournament to determine the next king?\It was the last king's dying wish.\He wants the next king to be humanity's best gambler.\So even the king is decided by a game.\The red-haired girl is Stephanie Dola.\She's the granddaughter of the last king,\but, because of his will, she can't inherit the throne.\So she's entered the gambling tournament. response:	Shiro, are you okay?
context: It was the last king's dying wish.\He wants the next king to be humanity's best gambler.\So even the king is decided by a game.\The red-haired girl is Stephanie Dola.\She's the granddaughter of the last king,\but, because of his will, she can't inherit the throne.\So she's entered the gambling tournament.\Shiro, are you okay? response:	I'm fine.
context: He wants the next king to be humanity's best gambler.\So even the king is decided by a game.\The red-haired girl is Stephanie Dola.\She's the granddaughter of the last king,\but, because of his will, she can't inherit the throne.\So she's entered the gambling tournament.\Shiro, are you okay?\I'm fine. response:	What? Falling in love with me?
context: So even the king is decided by a game.\The red-haired girl is Stephanie Dola.\She's the granddaughter of the last king,\but, because of his will, she can't inherit the throne.\So she's entered the gambling tournament.\Shiro, are you okay?\I'm fine.\What? Falling in love with me? response:	No, I was just wondering if you were going to enter.
context: The red-haired girl is Stephanie Dola.\She's the granddaughter of the last king,\but, because of his will, she can't inherit the throne.\So she's entered the gambling tournament.\Shiro, are you okay?\I'm fine.\What? Falling in love with me?\No, I was just wondering if you were going to enter. response:	Me? This is all I need.
context: She's the granddaughter of the last king,\but, because of his will, she can't inherit the throne.\So she's entered the gambling tournament.\Shiro, are you okay?\I'm fine.\What? Falling in love with me?\No, I was just wondering if you were going to enter.\Me? This is all I need. response:	And...
context: but, because of his will, she can't inherit the throne.\So she's entered the gambling tournament.\Shiro, are you okay?\I'm fine.\What? Falling in love with me?\No, I was just wondering if you were going to enter.\Me? This is all I need.\And... response:	that Kurami girl is so strong that most of the other players withdrew.
context: So she's entered the gambling tournament.\Shiro, are you okay?\I'm fine.\What? Falling in love with me?\No, I was just wondering if you were going to enter.\Me? This is all I need.\And...\that Kurami girl is so strong that most of the other players withdrew. response:	In other words, you're scared?
context: Shiro, are you okay?\I'm fine.\What? Falling in love with me?\No, I was just wondering if you were going to enter.\Me? This is all I need.\And...\that Kurami girl is so strong that most of the other players withdrew.\In other words, you're scared? response:	What?
context: I'm fine.\What? Falling in love with me?\No, I was just wondering if you were going to enter.\Me? This is all I need.\And...\that Kurami girl is so strong that most of the other players withdrew.\In other words, you're scared?\What? response:	Well, as long as you don't actually lose here,
context: What? Falling in love with me?\No, I was just wondering if you were going to enter.\Me? This is all I need.\And...\that Kurami girl is so strong that most of the other players withdrew.\In other words, you're scared?\What?\Well, as long as you don't actually lose here, response:	you can make up any number of excuses later.
context: No, I was just wondering if you were going to enter.\Me? This is all I need.\And...\that Kurami girl is so strong that most of the other players withdrew.\In other words, you're scared?\What?\Well, as long as you don't actually lose here,\you can make up any number of excuses later. response:	I actually won, but I let her go, for example.
context: Me? This is all I need.\And...\that Kurami girl is so strong that most of the other players withdrew.\In other words, you're scared?\What?\Well, as long as you don't actually lose here,\you can make up any number of excuses later.\I actually won, but I let her go, for example. response:	Interesting.
context: And...\that Kurami girl is so strong that most of the other players withdrew.\In other words, you're scared?\What?\Well, as long as you don't actually lose here,\you can make up any number of excuses later.\I actually won, but I let her go, for example.\Interesting. response:	Want to play, boy?
context: that Kurami girl is so strong that most of the other players withdrew.\In other words, you're scared?\What?\Well, as long as you don't actually lose here,\you can make up any number of excuses later.\I actually won, but I let her go, for example.\Interesting.\Want to play, boy? response:	Sorry, but I don't play for fun.
context: In other words, you're scared?\What?\Well, as long as you don't actually lose here,\you can make up any number of excuses later.\I actually won, but I let her go, for example.\Interesting.\Want to play, boy?\Sorry, but I don't play for fun. response:	Bet all that money.
context: What?\Well, as long as you don't actually lose here,\you can make up any number of excuses later.\I actually won, but I let her go, for example.\Interesting.\Want to play, boy?\Sorry, but I don't play for fun.\Bet all that money. response:	What?! Do you know much is in here?
context: Well, as long as you don't actually lose here,\you can make up any number of excuses later.\I actually won, but I let her go, for example.\Interesting.\Want to play, boy?\Sorry, but I don't play for fun.\Bet all that money.\What?! Do you know much is in here? response:	We have to bet something we both agree is equal, or it isn't a game.
context: you can make up any number of excuses later.\I actually won, but I let her go, for example.\Interesting.\Want to play, boy?\Sorry, but I don't play for fun.\Bet all that money.\What?! Do you know much is in here?\We have to bet something we both agree is equal, or it isn't a game. response:	Pledge three, was it?
context: I actually won, but I let her go, for example.\Interesting.\Want to play, boy?\Sorry, but I don't play for fun.\Bet all that money.\What?! Do you know much is in here?\We have to bet something we both agree is equal, or it isn't a game.\Pledge three, was it? response:	Fair enough...
context: Interesting.\Want to play, boy?\Sorry, but I don't play for fun.\Bet all that money.\What?! Do you know much is in here?\We have to bet something we both agree is equal, or it isn't a game.\Pledge three, was it?\Fair enough... response:	How about you can do whatever you want with the two of us?
context: Want to play, boy?\Sorry, but I don't play for fun.\Bet all that money.\What?! Do you know much is in here?\We have to bet something we both agree is equal, or it isn't a game.\Pledge three, was it?\Fair enough...\How about you can do whatever you want with the two of us? response:	Sell us, abandon us, whatever you want.
context: Sorry, but I don't play for fun.\Bet all that money.\What?! Do you know much is in here?\We have to bet something we both agree is equal, or it isn't a game.\Pledge three, was it?\Fair enough...\How about you can do whatever you want with the two of us?\Sell us, abandon us, whatever you want. response:	Are you serious?
context: Bet all that money.\What?! Do you know much is in here?\We have to bet something we both agree is equal, or it isn't a game.\Pledge three, was it?\Fair enough...\How about you can do whatever you want with the two of us?\Sell us, abandon us, whatever you want.\Are you serious? response:	We're serious.
context: What?! Do you know much is in here?\We have to bet something we both agree is equal, or it isn't a game.\Pledge three, was it?\Fair enough...\How about you can do whatever you want with the two of us?\Sell us, abandon us, whatever you want.\Are you serious?\We're serious. response:	We'll play a single hand of poker.
context: We have to bet something we both agree is equal, or it isn't a game.\Pledge three, was it?\Fair enough...\How about you can do whatever you want with the two of us?\Sell us, abandon us, whatever you want.\Are you serious?\We're serious.\We'll play a single hand of poker. response:	What do you say?
context: Pledge three, was it?\Fair enough...\How about you can do whatever you want with the two of us?\Sell us, abandon us, whatever you want.\Are you serious?\We're serious.\We'll play a single hand of poker.\What do you say? response:	This is your last chance to quit.
context: Fair enough...\How about you can do whatever you want with the two of us?\Sell us, abandon us, whatever you want.\Are you serious?\We're serious.\We'll play a single hand of poker.\What do you say?\This is your last chance to quit. response:	Don't get cocky, outsider.
context: How about you can do whatever you want with the two of us?\Sell us, abandon us, whatever you want.\Are you serious?\We're serious.\We'll play a single hand of poker.\What do you say?\This is your last chance to quit.\Don't get cocky, outsider. response:	I'll do it.
context: Sell us, abandon us, whatever you want.\Are you serious?\We're serious.\We'll play a single hand of poker.\What do you say?\This is your last chance to quit.\Don't get cocky, outsider.\I'll do it. response:	I swear by the pledges.
context: Are you serious?\We're serious.\We'll play a single hand of poker.\What do you say?\This is your last chance to quit.\Don't get cocky, outsider.\I'll do it.\I swear by the pledges. response:	I swear by the pledges.
context: We're serious.\We'll play a single hand of poker.\What do you say?\This is your last chance to quit.\Don't get cocky, outsider.\I'll do it.\I swear by the pledges.\I swear by the pledges. response:	Aschente (I swear by the pledges)
context: We'll play a single hand of poker.\What do you say?\This is your last chance to quit.\Don't get cocky, outsider.\I'll do it.\I swear by the pledges.\I swear by the pledges.\Aschente (I swear by the pledges) response:	Aschente!
context: What do you say?\This is your last chance to quit.\Don't get cocky, outsider.\I'll do it.\I swear by the pledges.\I swear by the pledges.\Aschente (I swear by the pledges)\Aschente! response:	Just a stupid kid from the backwoods with more confidence than anything.
context: This is your last chance to quit.\Don't get cocky, outsider.\I'll do it.\I swear by the pledges.\I swear by the pledges.\Aschente (I swear by the pledges)\Aschente!\Just a stupid kid from the backwoods with more confidence than anything. response:	That bluff might work in your little village,
context: Don't get cocky, outsider.\I'll do it.\I swear by the pledges.\I swear by the pledges.\Aschente (I swear by the pledges)\Aschente!\Just a stupid kid from the backwoods with more confidence than anything.\That bluff might work in your little village, response:	but it won't work here.
context: I'll do it.\I swear by the pledges.\I swear by the pledges.\Aschente (I swear by the pledges)\Aschente!\Just a stupid kid from the backwoods with more confidence than anything.\That bluff might work in your little village,\but it won't work here. response:	Brother...
context: I swear by the pledges.\I swear by the pledges.\Aschente (I swear by the pledges)\Aschente!\Just a stupid kid from the backwoods with more confidence than anything.\That bluff might work in your little village,\but it won't work here.\Brother... response:	Bad luck, huh?
context: I swear by the pledges.\Aschente (I swear by the pledges)\Aschente!\Just a stupid kid from the backwoods with more confidence than anything.\That bluff might work in your little village,\but it won't work here.\Brother...\Bad luck, huh? response:	Poor thing.
context: Aschente (I swear by the pledges)\Aschente!\Just a stupid kid from the backwoods with more confidence than anything.\That bluff might work in your little village,\but it won't work here.\Brother...\Bad luck, huh?\Poor thing. response:	Yeah. I started the day with a 10,000 meter skydive,
context: Aschente!\Just a stupid kid from the backwoods with more confidence than anything.\That bluff might work in your little village,\but it won't work here.\Brother...\Bad luck, huh?\Poor thing.\Yeah. I started the day with a 10,000 meter skydive, response:	then walked forever under the blazing sun.
context: Just a stupid kid from the backwoods with more confidence than anything.\That bluff might work in your little village,\but it won't work here.\Brother...\Bad luck, huh?\Poor thing.\Yeah. I started the day with a 10,000 meter skydive,\then walked forever under the blazing sun. response:	Definitely a bad day.
context: That bluff might work in your little village,\but it won't work here.\Brother...\Bad luck, huh?\Poor thing.\Yeah. I started the day with a 10,000 meter skydive,\then walked forever under the blazing sun.\Definitely a bad day. response:	What are you talking about?
context: but it won't work here.\Brother...\Bad luck, huh?\Poor thing.\Yeah. I started the day with a 10,000 meter skydive,\then walked forever under the blazing sun.\Definitely a bad day.\What are you talking about? response:	Nothing.
context: Brother...\Bad luck, huh?\Poor thing.\Yeah. I started the day with a 10,000 meter skydive,\then walked forever under the blazing sun.\Definitely a bad day.\What are you talking about?\Nothing. response:	You ready?
context: Bad luck, huh?\Poor thing.\Yeah. I started the day with a 10,000 meter skydive,\then walked forever under the blazing sun.\Definitely a bad day.\What are you talking about?\Nothing.\You ready? response:	I'm ready.
context: Poor thing.\Yeah. I started the day with a 10,000 meter skydive,\then walked forever under the blazing sun.\Definitely a bad day.\What are you talking about?\Nothing.\You ready?\I'm ready. response:	I'll let you exchange cards once more, if you want.
context: Yeah. I started the day with a 10,000 meter skydive,\then walked forever under the blazing sun.\Definitely a bad day.\What are you talking about?\Nothing.\You ready?\I'm ready.\I'll let you exchange cards once more, if you want. response:	No, thanks.
context: then walked forever under the blazing sun.\Definitely a bad day.\What are you talking about?\Nothing.\You ready?\I'm ready.\I'll let you exchange cards once more, if you want.\No, thanks. response:	Oh?
context: Definitely a bad day.\What are you talking about?\Nothing.\You ready?\I'm ready.\I'll let you exchange cards once more, if you want.\No, thanks.\Oh? response:	Then...
context: What are you talking about?\Nothing.\You ready?\I'm ready.\I'll let you exchange cards once more, if you want.\No, thanks.\Oh?\Then... response:	Sorry, boy!
context: Nothing.\You ready?\I'm ready.\I'll let you exchange cards once more, if you want.\No, thanks.\Oh?\Then...\Sorry, boy! response:	Full house!
context: You ready?\I'm ready.\I'll let you exchange cards once more, if you want.\No, thanks.\Oh?\Then...\Sorry, boy!\Full house! response:	Oh, yeah.
context: I'm ready.\I'll let you exchange cards once more, if you want.\No, thanks.\Oh?\Then...\Sorry, boy!\Full house!\Oh, yeah. response:	Sorry is right.
context: I'll let you exchange cards once more, if you want.\No, thanks.\Oh?\Then...\Sorry, boy!\Full house!\Oh, yeah.\Sorry is right. response:	Ro...
context: No, thanks.\Oh?\Then...\Sorry, boy!\Full house!\Oh, yeah.\Sorry is right.\Ro... response:	Royal...
context: Oh?\Then...\Sorry, boy!\Full house!\Oh, yeah.\Sorry is right.\Ro...\Royal... response:	S-Straight...
context: Then...\Sorry, boy!\Full house!\Oh, yeah.\Sorry is right.\Ro...\Royal...\S-Straight... response:	F-F-Flush?!
context: Sorry, boy!\Full house!\Oh, yeah.\Sorry is right.\Ro...\Royal...\S-Straight...\F-F-Flush?! response:	No way! No way! No way!
context: Full house!\Oh, yeah.\Sorry is right.\Ro...\Royal...\S-Straight...\F-F-Flush?!\No way! No way! No way! response:	Look close. It's real.
context: Oh, yeah.\Sorry is right.\Ro...\Royal...\S-Straight...\F-F-Flush?!\No way! No way! No way!\Look close. It's real. response:	Impossible! There's only a 1 in 6,150,000 chance...
context: Sorry is right.\Ro...\Royal...\S-Straight...\F-F-Flush?!\No way! No way! No way!\Look close. It's real.\Impossible! There's only a 1 in 6,150,000 chance... response:	And that's what just happened.
context: Ro...\Royal...\S-Straight...\F-F-Flush?!\No way! No way! No way!\Look close. It's real.\Impossible! There's only a 1 in 6,150,000 chance...\And that's what just happened. response:	But...
context: Royal...\S-Straight...\F-F-Flush?!\No way! No way! No way!\Look close. It's real.\Impossible! There's only a 1 in 6,150,000 chance...\And that's what just happened.\But... response:	Pledge six.
context: S-Straight...\F-F-Flush?!\No way! No way! No way!\Look close. It's real.\Impossible! There's only a 1 in 6,150,000 chance...\And that's what just happened.\But...\Pledge six. response:	Any bets must be upheld.
context: F-F-Flush?!\No way! No way! No way!\Look close. It's real.\Impossible! There's only a 1 in 6,150,000 chance...\And that's what just happened.\But...\Pledge six.\Any bets must be upheld. response:	Right?
context: No way! No way! No way!\Look close. It's real.\Impossible! There's only a 1 in 6,150,000 chance...\And that's what just happened.\But...\Pledge six.\Any bets must be upheld.\Right? response:	Just who are you?
context: Look close. It's real.\Impossible! There's only a 1 in 6,150,000 chance...\And that's what just happened.\But...\Pledge six.\Any bets must be upheld.\Right?\Just who are you? response:	Nobody special. Just...
context: Impossible! There's only a 1 in 6,150,000 chance...\And that's what just happened.\But...\Pledge six.\Any bets must be upheld.\Right?\Just who are you?\Nobody special. Just... response:	an outsider.
context: And that's what just happened.\But...\Pledge six.\Any bets must be upheld.\Right?\Just who are you?\Nobody special. Just...\an outsider. response:	That was cheating, Brother.
context: But...\Pledge six.\Any bets must be upheld.\Right?\Just who are you?\Nobody special. Just...\an outsider.\That was cheating, Brother. response:	Really obvious cheating, too.
context: Pledge six.\Any bets must be upheld.\Right?\Just who are you?\Nobody special. Just...\an outsider.\That was cheating, Brother.\Really obvious cheating, too. response:	Pledge eight: Being caught cheating during a game is grounds for an instant loss.
context: Any bets must be upheld.\Right?\Just who are you?\Nobody special. Just...\an outsider.\That was cheating, Brother.\Really obvious cheating, too.\Pledge eight: Being caught cheating during a game is grounds for an instant loss. response:	In other words, if you're not caught, it's fine.
context: Right?\Just who are you?\Nobody special. Just...\an outsider.\That was cheating, Brother.\Really obvious cheating, too.\Pledge eight: Being caught cheating during a game is grounds for an instant loss.\In other words, if you're not caught, it's fine. response:	How much is in there?
context: Just who are you?\Nobody special. Just...\an outsider.\That was cheating, Brother.\Really obvious cheating, too.\Pledge eight: Being caught cheating during a game is grounds for an instant loss.\In other words, if you're not caught, it's fine.\How much is in there? response:	No idea.
context: Nobody special. Just...\an outsider.\That was cheating, Brother.\Really obvious cheating, too.\Pledge eight: Being caught cheating during a game is grounds for an instant loss.\In other words, if you're not caught, it's fine.\How much is in there?\No idea. response:	Just leave it to me.
context: an outsider.\That was cheating, Brother.\Really obvious cheating, too.\Pledge eight: Being caught cheating during a game is grounds for an instant loss.\In other words, if you're not caught, it's fine.\How much is in there?\No idea.\Just leave it to me. response:	Negotiations are my specialty.
context: That was cheating, Brother.\Really obvious cheating, too.\Pledge eight: Being caught cheating during a game is grounds for an instant loss.\In other words, if you're not caught, it's fine.\How much is in there?\No idea.\Just leave it to me.\Negotiations are my specialty. response:	I'll take a room for two.
context: Really obvious cheating, too.\Pledge eight: Being caught cheating during a game is grounds for an instant loss.\In other words, if you're not caught, it's fine.\How much is in there?\No idea.\Just leave it to me.\Negotiations are my specialty.\I'll take a room for two. response:	One bed is fine.
context: Pledge eight: Being caught cheating during a game is grounds for an instant loss.\In other words, if you're not caught, it's fine.\How much is in there?\No idea.\Just leave it to me.\Negotiations are my specialty.\I'll take a room for two.\One bed is fine. response:	How many nights can I stay with this?
context: In other words, if you're not caught, it's fine.\How much is in there?\No idea.\Just leave it to me.\Negotiations are my specialty.\I'll take a room for two.\One bed is fine.\How many nights can I stay with this? response:	One night.
context: How much is in there?\No idea.\Just leave it to me.\Negotiations are my specialty.\I'll take a room for two.\One bed is fine.\How many nights can I stay with this?\One night. response:	I'm really tired.
context: No idea.\Just leave it to me.\Negotiations are my specialty.\I'll take a room for two.\One bed is fine.\How many nights can I stay with this?\One night.\I'm really tired. response:	Why don't you tell me how many nights I can really stay?
context: Just leave it to me.\Negotiations are my specialty.\I'll take a room for two.\One bed is fine.\How many nights can I stay with this?\One night.\I'm really tired.\Why don't you tell me how many nights I can really stay? response:	If you're trying to cheat someone,
context: Negotiations are my specialty.\I'll take a room for two.\One bed is fine.\How many nights can I stay with this?\One night.\I'm really tired.\Why don't you tell me how many nights I can really stay?\If you're trying to cheat someone, response:	you should pay more attention to your tone and where you're looking.
context: I'll take a room for two.\One bed is fine.\How many nights can I stay with this?\One night.\I'm really tired.\Why don't you tell me how many nights I can really stay?\If you're trying to cheat someone,\you should pay more attention to your tone and where you're looking. response:	Two nights.
context: One bed is fine.\How many nights can I stay with this?\One night.\I'm really tired.\Why don't you tell me how many nights I can really stay?\If you're trying to cheat someone,\you should pay more attention to your tone and where you're looking.\Two nights. response:	And there you go again.
context: How many nights can I stay with this?\One night.\I'm really tired.\Why don't you tell me how many nights I can really stay?\If you're trying to cheat someone,\you should pay more attention to your tone and where you're looking.\Two nights.\And there you go again. response:	Think very carefully about who you lie to, okay?
context: One night.\I'm really tired.\Why don't you tell me how many nights I can really stay?\If you're trying to cheat someone,\you should pay more attention to your tone and where you're looking.\Two nights.\And there you go again.\Think very carefully about who you lie to, okay? response:	Okay, four nights. Thanks.
context: I'm really tired.\Why don't you tell me how many nights I can really stay?\If you're trying to cheat someone,\you should pay more attention to your tone and where you're looking.\Two nights.\And there you go again.\Think very carefully about who you lie to, okay?\Okay, four nights. Thanks. response:	What's your name?
context: Why don't you tell me how many nights I can really stay?\If you're trying to cheat someone,\you should pay more attention to your tone and where you're looking.\Two nights.\And there you go again.\Think very carefully about who you lie to, okay?\Okay, four nights. Thanks.\What's your name? response:	Just leave it blank.
context: If you're trying to cheat someone,\you should pay more attention to your tone and where you're looking.\Two nights.\And there you go again.\Think very carefully about who you lie to, okay?\Okay, four nights. Thanks.\What's your name?\Just leave it blank. response:	For games only
context: you should pay more attention to your tone and where you're looking.\Two nights.\And there you go again.\Think very carefully about who you lie to, okay?\Okay, four nights. Thanks.\What's your name?\Just leave it blank.\For games only response:	Sorry for the wait, Shiro.
context: Two nights.\And there you go again.\Think very carefully about who you lie to, okay?\Okay, four nights. Thanks.\What's your name?\Just leave it blank.\For games only\Sorry for the wait, Shiro. response:	She's going to lose.
context: And there you go again.\Think very carefully about who you lie to, okay?\Okay, four nights. Thanks.\What's your name?\Just leave it blank.\For games only\Sorry for the wait, Shiro.\She's going to lose. response:	Sure she will.
context: Think very carefully about who you lie to, okay?\Okay, four nights. Thanks.\What's your name?\Just leave it blank.\For games only\Sorry for the wait, Shiro.\She's going to lose.\Sure she will. response:	She doesn't know the term poker face, unlike her oppone
context: Okay, four nights. Thanks.\What's your name?\Just leave it blank.\For games only\Sorry for the wait, Shiro.\She's going to lose.\Sure she will.\She doesn't know the term poker face, unlike her oppone response:	She's cheating?
context: What's your name?\Just leave it blank.\For games only\Sorry for the wait, Shiro.\She's going to lose.\Sure she will.\She doesn't know the term poker face, unlike her oppone\She's cheating? response:	No doubt about it.
context: Just leave it blank.\For games only\Sorry for the wait, Shiro.\She's going to lose.\Sure she will.\She doesn't know the term poker face, unlike her oppone\She's cheating?\No doubt about it. response:	But...
context: For games only\Sorry for the wait, Shiro.\She's going to lose.\Sure she will.\She doesn't know the term poker face, unlike her oppone\She's cheating?\No doubt about it.\But... response:	I can't tell how.
context: Sorry for the wait, Shiro.\She's going to lose.\Sure she will.\She doesn't know the term poker face, unlike her oppone\She's cheating?\No doubt about it.\But...\I can't tell how. response:	I see...
context: She's going to lose.\Sure she will.\She doesn't know the term poker face, unlike her oppone\She's cheating?\No doubt about it.\But...\I can't tell how.\I see... response:	I can't believe it, but this world...
context: Sure she will.\She doesn't know the term poker face, unlike her oppone\She's cheating?\No doubt about it.\But...\I can't tell how.\I see...\I can't believe it, but this world... response:	Seriously?
context: She doesn't know the term poker face, unlike her oppone\She's cheating?\No doubt about it.\But...\I can't tell how.\I see...\I can't believe it, but this world...\Seriously? response:	What will you do? Fold?
context: She's cheating?\No doubt about it.\But...\I can't tell how.\I see...\I can't believe it, but this world...\Seriously?\What will you do? Fold? response:	Sh-Shut up!
