context: Here we come! response:	It's the start of Inuyasha!
context: Did you eat her?!\Don't worry. I'll let you join herright away...\in my belly!\Iron-reaver, Soul-stealer!\This is my forest!\Everything here is my ally!\Watch out!\He's too fast! response:	He uses the counteraction of the tree branches to move at high speed.
context: Don't worry. I'll let you join herright away...\in my belly!\Iron-reaver, Soul-stealer!\This is my forest!\Everything here is my ally!\Watch out!\He's too fast!\He uses the counteraction of the tree branches to move at high speed. response:	And he attacks from a high altitude which is always fail-safe.
context: in my belly!\Iron-reaver, Soul-stealer!\This is my forest!\Everything here is my ally!\Watch out!\He's too fast!\He uses the counteraction of the tree branches to move at high speed.\And he attacks from a high altitude which is always fail-safe. response:	He wasn't just boasting.
context: Iron-reaver, Soul-stealer!\This is my forest!\Everything here is my ally!\Watch out!\He's too fast!\He uses the counteraction of the tree branches to move at high speed.\And he attacks from a high altitude which is always fail-safe.\He wasn't just boasting. response:	If only Kirara were here now.
context: This is my forest!\Everything here is my ally!\Watch out!\He's too fast!\He uses the counteraction of the tree branches to move at high speed.\And he attacks from a high altitude which is always fail-safe.\He wasn't just boasting.\If only Kirara were here now. response:	Kirara?
context: Everything here is my ally!\Watch out!\He's too fast!\He uses the counteraction of the tree branches to move at high speed.\And he attacks from a high altitude which is always fail-safe.\He wasn't just boasting.\If only Kirara were here now.\Kirara? response:	Yes. From now on, you must take care of her.
context: Watch out!\He's too fast!\He uses the counteraction of the tree branches to move at high speed.\And he attacks from a high altitude which is always fail-safe.\He wasn't just boasting.\If only Kirara were here now.\Kirara?\Yes. From now on, you must take care of her. response:	Ohh!
context: He's too fast!\He uses the counteraction of the tree branches to move at high speed.\And he attacks from a high altitude which is always fail-safe.\He wasn't just boasting.\If only Kirara were here now.\Kirara?\Yes. From now on, you must take care of her.\Ohh! response:	Kirara...
context: He uses the counteraction of the tree branches to move at high speed.\And he attacks from a high altitude which is always fail-safe.\He wasn't just boasting.\If only Kirara were here now.\Kirara?\Yes. From now on, you must take care of her.\Ohh!\Kirara... response:	You're just a petty demon that jumps around a lot.
context: And he attacks from a high altitude which is always fail-safe.\He wasn't just boasting.\If only Kirara were here now.\Kirara?\Yes. From now on, you must take care of her.\Ohh!\Kirara...\You're just a petty demon that jumps around a lot. response:	Well, leave it to me!
context: He wasn't just boasting.\If only Kirara were here now.\Kirara?\Yes. From now on, you must take care of her.\Ohh!\Kirara...\You're just a petty demon that jumps around a lot.\Well, leave it to me! response:	I won't forgive you!
context: If only Kirara were here now.\Kirara?\Yes. From now on, you must take care of her.\Ohh!\Kirara...\You're just a petty demon that jumps around a lot.\Well, leave it to me!\I won't forgive you! response:	I will avenge Kirara!
context: Kirara?\Yes. From now on, you must take care of her.\Ohh!\Kirara...\You're just a petty demon that jumps around a lot.\Well, leave it to me!\I won't forgive you!\I will avenge Kirara! response:	Don't think that you can defeat me
context: Yes. From now on, you must take care of her.\Ohh!\Kirara...\You're just a petty demon that jumps around a lot.\Well, leave it to me!\I won't forgive you!\I will avenge Kirara!\Don't think that you can defeat me response:	simply by taking down the tree branches!
context: Ohh!\Kirara...\You're just a petty demon that jumps around a lot.\Well, leave it to me!\I won't forgive you!\I will avenge Kirara!\Don't think that you can defeat me\simply by taking down the tree branches! response:	Sango...
context: Kirara...\You're just a petty demon that jumps around a lot.\Well, leave it to me!\I won't forgive you!\I will avenge Kirara!\Don't think that you can defeat me\simply by taking down the tree branches!\Sango... response:	We should have cherished Kirara more dearly.
context: You're just a petty demon that jumps around a lot.\Well, leave it to me!\I won't forgive you!\I will avenge Kirara!\Don't think that you can defeat me\simply by taking down the tree branches!\Sango...\We should have cherished Kirara more dearly. response:	Kirara was...
context: Well, leave it to me!\I won't forgive you!\I will avenge Kirara!\Don't think that you can defeat me\simply by taking down the tree branches!\Sango...\We should have cherished Kirara more dearly.\Kirara was... response:	Huh? You!
context: I won't forgive you!\I will avenge Kirara!\Don't think that you can defeat me\simply by taking down the tree branches!\Sango...\We should have cherished Kirara more dearly.\Kirara was...\Huh? You! response:	Kirara!
context: I will avenge Kirara!\Don't think that you can defeat me\simply by taking down the tree branches!\Sango...\We should have cherished Kirara more dearly.\Kirara was...\Huh? You!\Kirara! response:	You're okay!
context: Don't think that you can defeat me\simply by taking down the tree branches!\Sango...\We should have cherished Kirara more dearly.\Kirara was...\Huh? You!\Kirara!\You're okay! response:	I'm so glad!
context: simply by taking down the tree branches!\Sango...\We should have cherished Kirara more dearly.\Kirara was...\Huh? You!\Kirara!\You're okay!\I'm so glad! response:	Kirara... Kirara!
context: Sango...\We should have cherished Kirara more dearly.\Kirara was...\Huh? You!\Kirara!\You're okay!\I'm so glad!\Kirara... Kirara! response:	Making us worry so much!
context: We should have cherished Kirara more dearly.\Kirara was...\Huh? You!\Kirara!\You're okay!\I'm so glad!\Kirara... Kirara!\Making us worry so much! response:	But why?
context: Kirara was...\Huh? You!\Kirara!\You're okay!\I'm so glad!\Kirara... Kirara!\Making us worry so much!\But why? response:	Inuyasha!
context: Huh? You!\Kirara!\You're okay!\I'm so glad!\Kirara... Kirara!\Making us worry so much!\But why?\Inuyasha! response:	It's been a while, Inuyasha!
context: Kirara!\You're okay!\I'm so glad!\Kirara... Kirara!\Making us worry so much!\But why?\Inuyasha!\It's been a while, Inuyasha! response:	Old Myoga!
context: You're okay!\I'm so glad!\Kirara... Kirara!\Making us worry so much!\But why?\Inuyasha!\It's been a while, Inuyasha!\Old Myoga! response:	Why are you here?
context: I'm so glad!\Kirara... Kirara!\Making us worry so much!\But why?\Inuyasha!\It's been a while, Inuyasha!\Old Myoga!\Why are you here? response:	Totosai bade me bring a whetstone for
context: Kirara... Kirara!\Making us worry so much!\But why?\Inuyasha!\It's been a while, Inuyasha!\Old Myoga!\Why are you here?\Totosai bade me bring a whetstone for response:	Inuyasha's Tetsusaiga.
context: Making us worry so much!\But why?\Inuyasha!\It's been a while, Inuyasha!\Old Myoga!\Why are you here?\Totosai bade me bring a whetstone for\Inuyasha's Tetsusaiga. response:	Awhetstone?
context: But why?\Inuyasha!\It's been a while, Inuyasha!\Old Myoga!\Why are you here?\Totosai bade me bring a whetstone for\Inuyasha's Tetsusaiga.\Awhetstone? response:	How did you carry such a heavy stone?
context: Inuyasha!\It's been a while, Inuyasha!\Old Myoga!\Why are you here?\Totosai bade me bring a whetstone for\Inuyasha's Tetsusaiga.\Awhetstone?\How did you carry such a heavy stone? response:	It was an easy task.
context: It's been a while, Inuyasha!\Old Myoga!\Why are you here?\Totosai bade me bring a whetstone for\Inuyasha's Tetsusaiga.\Awhetstone?\How did you carry such a heavy stone?\It was an easy task. response:	I asked Kirara to help bring it here.
context: Old Myoga!\Why are you here?\Totosai bade me bring a whetstone for\Inuyasha's Tetsusaiga.\Awhetstone?\How did you carry such a heavy stone?\It was an easy task.\I asked Kirara to help bring it here. response:	I came all this way and rode Kirara back to Totosai's hut.
context: Why are you here?\Totosai bade me bring a whetstone for\Inuyasha's Tetsusaiga.\Awhetstone?\How did you carry such a heavy stone?\It was an easy task.\I asked Kirara to help bring it here.\I came all this way and rode Kirara back to Totosai's hut. response:	It was a tough commute.
context: Totosai bade me bring a whetstone for\Inuyasha's Tetsusaiga.\Awhetstone?\How did you carry such a heavy stone?\It was an easy task.\I asked Kirara to help bring it here.\I came all this way and rode Kirara back to Totosai's hut.\It was a tough commute. response:	Kirara! It's been a long time!
context: Inuyasha's Tetsusaiga.\Awhetstone?\How did you carry such a heavy stone?\It was an easy task.\I asked Kirara to help bring it here.\I came all this way and rode Kirara back to Totosai's hut.\It was a tough commute.\Kirara! It's been a long time! response:	I know it's sudden, but I need yourhelp.
context: Awhetstone?\How did you carry such a heavy stone?\It was an easy task.\I asked Kirara to help bring it here.\I came all this way and rode Kirara back to Totosai's hut.\It was a tough commute.\Kirara! It's been a long time!\I know it's sudden, but I need yourhelp. response:	What're you doing at this hour?
context: How did you carry such a heavy stone?\It was an easy task.\I asked Kirara to help bring it here.\I came all this way and rode Kirara back to Totosai's hut.\It was a tough commute.\Kirara! It's been a long time!\I know it's sudden, but I need yourhelp.\What're you doing at this hour? response:	Shippo! Tell Inuyasha and the others
context: It was an easy task.\I asked Kirara to help bring it here.\I came all this way and rode Kirara back to Totosai's hut.\It was a tough commute.\Kirara! It's been a long time!\I know it's sudden, but I need yourhelp.\What're you doing at this hour?\Shippo! Tell Inuyasha and the others response:	that I'm borrowing Kirara.
context: I asked Kirara to help bring it here.\I came all this way and rode Kirara back to Totosai's hut.\It was a tough commute.\Kirara! It's been a long time!\I know it's sudden, but I need yourhelp.\What're you doing at this hour?\Shippo! Tell Inuyasha and the others\that I'm borrowing Kirara. response:	We'll be back in one day.
context: I came all this way and rode Kirara back to Totosai's hut.\It was a tough commute.\Kirara! It's been a long time!\I know it's sudden, but I need yourhelp.\What're you doing at this hour?\Shippo! Tell Inuyasha and the others\that I'm borrowing Kirara.\We'll be back in one day. response:	Okay.
context: It was a tough commute.\Kirara! It's been a long time!\I know it's sudden, but I need yourhelp.\What're you doing at this hour?\Shippo! Tell Inuyasha and the others\that I'm borrowing Kirara.\We'll be back in one day.\Okay. response:	B-But what about that scarf?
context: Kirara! It's been a long time!\I know it's sudden, but I need yourhelp.\What're you doing at this hour?\Shippo! Tell Inuyasha and the others\that I'm borrowing Kirara.\We'll be back in one day.\Okay.\B-But what about that scarf? response:	Oh that...
context: I know it's sudden, but I need yourhelp.\What're you doing at this hour?\Shippo! Tell Inuyasha and the others\that I'm borrowing Kirara.\We'll be back in one day.\Okay.\B-But what about that scarf?\Oh that... response:	What're you doing, Kirara?
context: What're you doing at this hour?\Shippo! Tell Inuyasha and the others\that I'm borrowing Kirara.\We'll be back in one day.\Okay.\B-But what about that scarf?\Oh that...\What're you doing, Kirara? response:	We don't have any time to waste.
context: Shippo! Tell Inuyasha and the others\that I'm borrowing Kirara.\We'll be back in one day.\Okay.\B-But what about that scarf?\Oh that...\What're you doing, Kirara?\We don't have any time to waste. response:	And that's it.
context: that I'm borrowing Kirara.\We'll be back in one day.\Okay.\B-But what about that scarf?\Oh that...\What're you doing, Kirara?\We don't have any time to waste.\And that's it. response:	Shippo...
context: We'll be back in one day.\Okay.\B-But what about that scarf?\Oh that...\What're you doing, Kirara?\We don't have any time to waste.\And that's it.\Shippo... response:	Well... I... probably... was half-asleep.
context: Okay.\B-But what about that scarf?\Oh that...\What're you doing, Kirara?\We don't have any time to waste.\And that's it.\Shippo...\Well... I... probably... was half-asleep. response:	Half-asleep, huh?
context: B-But what about that scarf?\Oh that...\What're you doing, Kirara?\We don't have any time to waste.\And that's it.\Shippo...\Well... I... probably... was half-asleep.\Half-asleep, huh? response:	Hope you're ready forthis, Shippo!
context: Oh that...\What're you doing, Kirara?\We don't have any time to waste.\And that's it.\Shippo...\Well... I... probably... was half-asleep.\Half-asleep, huh?\Hope you're ready forthis, Shippo! response:	Help me, Kagome!
context: What're you doing, Kirara?\We don't have any time to waste.\And that's it.\Shippo...\Well... I... probably... was half-asleep.\Half-asleep, huh?\Hope you're ready forthis, Shippo!\Help me, Kagome! response:	Inuyasha!
context: We don't have any time to waste.\And that's it.\Shippo...\Well... I... probably... was half-asleep.\Half-asleep, huh?\Hope you're ready forthis, Shippo!\Help me, Kagome!\Inuyasha! response:	- Not too hard. - What?!
context: And that's it.\Shippo...\Well... I... probably... was half-asleep.\Half-asleep, huh?\Hope you're ready forthis, Shippo!\Help me, Kagome!\Inuyasha!\- Not too hard. - What?! response:	Heard that?
context: Shippo...\Well... I... probably... was half-asleep.\Half-asleep, huh?\Hope you're ready forthis, Shippo!\Help me, Kagome!\Inuyasha!\- Not too hard. - What?!\Heard that? response:	No, Miroku! Sango!
context: Well... I... probably... was half-asleep.\Half-asleep, huh?\Hope you're ready forthis, Shippo!\Help me, Kagome!\Inuyasha!\- Not too hard. - What?!\Heard that?\No, Miroku! Sango! response:	I'm so glad, Sango.
context: Half-asleep, huh?\Hope you're ready forthis, Shippo!\Help me, Kagome!\Inuyasha!\- Not too hard. - What?!\Heard that?\No, Miroku! Sango!\I'm so glad, Sango. response:	Look at the sky! Nice day!
context: Hope you're ready forthis, Shippo!\Help me, Kagome!\Inuyasha!\- Not too hard. - What?!\Heard that?\No, Miroku! Sango!\I'm so glad, Sango.\Look at the sky! Nice day! response:	Kikyo! Is something wrong?
context: Help me, Kagome!\Inuyasha!\- Not too hard. - What?!\Heard that?\No, Miroku! Sango!\I'm so glad, Sango.\Look at the sky! Nice day!\Kikyo! Is something wrong? response:	Let's hurry and get out of here.
context: Inuyasha!\- Not too hard. - What?!\Heard that?\No, Miroku! Sango!\I'm so glad, Sango.\Look at the sky! Nice day!\Kikyo! Is something wrong?\Let's hurry and get out of here. response:	It's too late.
context: - Not too hard. - What?!\Heard that?\No, Miroku! Sango!\I'm so glad, Sango.\Look at the sky! Nice day!\Kikyo! Is something wrong?\Let's hurry and get out of here.\It's too late. response:	I've lost my shinidama. Leave me and justgo.
context: Heard that?\No, Miroku! Sango!\I'm so glad, Sango.\Look at the sky! Nice day!\Kikyo! Is something wrong?\Let's hurry and get out of here.\It's too late.\I've lost my shinidama. Leave me and justgo. response:	If you go alone, you may get out alive.
context: No, Miroku! Sango!\I'm so glad, Sango.\Look at the sky! Nice day!\Kikyo! Is something wrong?\Let's hurry and get out of here.\It's too late.\I've lost my shinidama. Leave me and justgo.\If you go alone, you may get out alive. response:	Don't give up so easily!
context: I'm so glad, Sango.\Look at the sky! Nice day!\Kikyo! Is something wrong?\Let's hurry and get out of here.\It's too late.\I've lost my shinidama. Leave me and justgo.\If you go alone, you may get out alive.\Don't give up so easily! response:	In orderto escape, we have to join forces.
context: Look at the sky! Nice day!\Kikyo! Is something wrong?\Let's hurry and get out of here.\It's too late.\I've lost my shinidama. Leave me and justgo.\If you go alone, you may get out alive.\Don't give up so easily!\In orderto escape, we have to join forces. response:	Next on Inuyasha: Kikyo and Kagome: Alone in the Cave
context: Kikyo! Is something wrong?\Let's hurry and get out of here.\It's too late.\I've lost my shinidama. Leave me and justgo.\If you go alone, you may get out alive.\Don't give up so easily!\In orderto escape, we have to join forces.\Next on Inuyasha: Kikyo and Kagome: Alone in the Cave response:	Oh, the warmth of someone who lives.
context: Let's hurry and get out of here.\It's too late.\I've lost my shinidama. Leave me and justgo.\If you go alone, you may get out alive.\Don't give up so easily!\In orderto escape, we have to join forces.\Next on Inuyasha: Kikyo and Kagome: Alone in the Cave\Oh, the warmth of someone who lives. response:	Is this the source of Kagome's strength?
