context: You're alive, Ichika. response:	I knew the whole time.
context: I love Kaito-kun.\I love you, too!\I want to stay with you!\I don't care if all of outer space is against me!\Kaito-kun...\Then that's what you should do!\Thank you...\So what are you going to do? response:	Are you going to run?
context: I love you, too!\I want to stay with you!\I don't care if all of outer space is against me!\Kaito-kun...\Then that's what you should do!\Thank you...\So what are you going to do?\Are you going to run? response:	Are you going to hide somewhere?
context: I want to stay with you!\I don't care if all of outer space is against me!\Kaito-kun...\Then that's what you should do!\Thank you...\So what are you going to do?\Are you going to run?\Are you going to hide somewhere? response:	Th-That's...
context: I don't care if all of outer space is against me!\Kaito-kun...\Then that's what you should do!\Thank you...\So what are you going to do?\Are you going to run?\Are you going to hide somewhere?\Th-That's... response:	Seems like you have a problem on your hands.
context: Kaito-kun...\Then that's what you should do!\Thank you...\So what are you going to do?\Are you going to run?\Are you going to hide somewhere?\Th-That's...\Seems like you have a problem on your hands. response:	Remon?
context: Then that's what you should do!\Thank you...\So what are you going to do?\Are you going to run?\Are you going to hide somewhere?\Th-That's...\Seems like you have a problem on your hands.\Remon? response:	I have some good news for you.
context: Thank you...\So what are you going to do?\Are you going to run?\Are you going to hide somewhere?\Th-That's...\Seems like you have a problem on your hands.\Remon?\I have some good news for you. response:	Episode 11 Don't go, Senpai.
context: So what are you going to do?\Are you going to run?\Are you going to hide somewhere?\Th-That's...\Seems like you have a problem on your hands.\Remon?\I have some good news for you.\Episode 11 Don't go, Senpai. response:	Senpai can stay here on Earth?!
context: Are you going to run?\Are you going to hide somewhere?\Th-That's...\Seems like you have a problem on your hands.\Remon?\I have some good news for you.\Episode 11 Don't go, Senpai.\Senpai can stay here on Earth?! response:	That's right.
context: Are you going to hide somewhere?\Th-That's...\Seems like you have a problem on your hands.\Remon?\I have some good news for you.\Episode 11 Don't go, Senpai.\Senpai can stay here on Earth?!\That's right. response:	There's a low probability this will actually work, however.
context: Th-That's...\Seems like you have a problem on your hands.\Remon?\I have some good news for you.\Episode 11 Don't go, Senpai.\Senpai can stay here on Earth?!\That's right.\There's a low probability this will actually work, however. response:	But it's not zero.
context: Seems like you have a problem on your hands.\Remon?\I have some good news for you.\Episode 11 Don't go, Senpai.\Senpai can stay here on Earth?!\That's right.\There's a low probability this will actually work, however.\But it's not zero. response:	What do we have to do?
context: Remon?\I have some good news for you.\Episode 11 Don't go, Senpai.\Senpai can stay here on Earth?!\That's right.\There's a low probability this will actually work, however.\But it's not zero.\What do we have to do? response:	Ichika, you were searching for the image you had in your head, right?
context: I have some good news for you.\Episode 11 Don't go, Senpai.\Senpai can stay here on Earth?!\That's right.\There's a low probability this will actually work, however.\But it's not zero.\What do we have to do?\Ichika, you were searching for the image you had in your head, right? response:	Yes...
context: Episode 11 Don't go, Senpai.\Senpai can stay here on Earth?!\That's right.\There's a low probability this will actually work, however.\But it's not zero.\What do we have to do?\Ichika, you were searching for the image you had in your head, right?\Yes... response:	Then that means there's a possibility...
context: Senpai can stay here on Earth?!\That's right.\There's a low probability this will actually work, however.\But it's not zero.\What do we have to do?\Ichika, you were searching for the image you had in your head, right?\Yes...\Then that means there's a possibility... response:	B-But that's just something I saw in my head...
context: That's right.\There's a low probability this will actually work, however.\But it's not zero.\What do we have to do?\Ichika, you were searching for the image you had in your head, right?\Yes...\Then that means there's a possibility...\B-But that's just something I saw in my head... response:	Reference Room
context: There's a low probability this will actually work, however.\But it's not zero.\What do we have to do?\Ichika, you were searching for the image you had in your head, right?\Yes...\Then that means there's a possibility...\B-But that's just something I saw in my head...\Reference Room response:	Senpai's sister said that she also has an identical image in her head,
context: But it's not zero.\What do we have to do?\Ichika, you were searching for the image you had in your head, right?\Yes...\Then that means there's a possibility...\B-But that's just something I saw in my head...\Reference Room\Senpai's sister said that she also has an identical image in her head, response:	but she also said there wasn't any place like that on Earth.
context: What do we have to do?\Ichika, you were searching for the image you had in your head, right?\Yes...\Then that means there's a possibility...\B-But that's just something I saw in my head...\Reference Room\Senpai's sister said that she also has an identical image in her head,\but she also said there wasn't any place like that on Earth. response:	Leaving behind an image like that is a rather complex piece of work.
context: Ichika, you were searching for the image you had in your head, right?\Yes...\Then that means there's a possibility...\B-But that's just something I saw in my head...\Reference Room\Senpai's sister said that she also has an identical image in her head,\but she also said there wasn't any place like that on Earth.\Leaving behind an image like that is a rather complex piece of work. response:	They may have used some method to make it impossible to find...
context: Yes...\Then that means there's a possibility...\B-But that's just something I saw in my head...\Reference Room\Senpai's sister said that she also has an identical image in her head,\but she also said there wasn't any place like that on Earth.\Leaving behind an image like that is a rather complex piece of work.\They may have used some method to make it impossible to find... response:	Then how can we find it?
context: Then that means there's a possibility...\B-But that's just something I saw in my head...\Reference Room\Senpai's sister said that she also has an identical image in her head,\but she also said there wasn't any place like that on Earth.\Leaving behind an image like that is a rather complex piece of work.\They may have used some method to make it impossible to find...\Then how can we find it? response:	We can try comparing the data you've gathered...
context: B-But that's just something I saw in my head...\Reference Room\Senpai's sister said that she also has an identical image in her head,\but she also said there wasn't any place like that on Earth.\Leaving behind an image like that is a rather complex piece of work.\They may have used some method to make it impossible to find...\Then how can we find it?\We can try comparing the data you've gathered... response:	I get it.
context: Reference Room\Senpai's sister said that she also has an identical image in her head,\but she also said there wasn't any place like that on Earth.\Leaving behind an image like that is a rather complex piece of work.\They may have used some method to make it impossible to find...\Then how can we find it?\We can try comparing the data you've gathered...\I get it. response:	If there's a place on the map that's not in her data,
context: Senpai's sister said that she also has an identical image in her head,\but she also said there wasn't any place like that on Earth.\Leaving behind an image like that is a rather complex piece of work.\They may have used some method to make it impossible to find...\Then how can we find it?\We can try comparing the data you've gathered...\I get it.\If there's a place on the map that's not in her data, response:	then that means...
context: but she also said there wasn't any place like that on Earth.\Leaving behind an image like that is a rather complex piece of work.\They may have used some method to make it impossible to find...\Then how can we find it?\We can try comparing the data you've gathered...\I get it.\If there's a place on the map that's not in her data,\then that means... response:	Remon, how did you figure that out?
context: Leaving behind an image like that is a rather complex piece of work.\They may have used some method to make it impossible to find...\Then how can we find it?\We can try comparing the data you've gathered...\I get it.\If there's a place on the map that's not in her data,\then that means...\Remon, how did you figure that out? response:	Someone gave me some advice.
context: They may have used some method to make it impossible to find...\Then how can we find it?\We can try comparing the data you've gathered...\I get it.\If there's a place on the map that's not in her data,\then that means...\Remon, how did you figure that out?\Someone gave me some advice. response:	You mean...
context: Then how can we find it?\We can try comparing the data you've gathered...\I get it.\If there's a place on the map that's not in her data,\then that means...\Remon, how did you figure that out?\Someone gave me some advice.\You mean... response:	Onee-chan...
context: We can try comparing the data you've gathered...\I get it.\If there's a place on the map that's not in her data,\then that means...\Remon, how did you figure that out?\Someone gave me some advice.\You mean...\Onee-chan... response:	I was being so selfish, but you still...
context: I get it.\If there's a place on the map that's not in her data,\then that means...\Remon, how did you figure that out?\Someone gave me some advice.\You mean...\Onee-chan...\I was being so selfish, but you still... response:	Thank your friend, Ichika.
context: If there's a place on the map that's not in her data,\then that means...\Remon, how did you figure that out?\Someone gave me some advice.\You mean...\Onee-chan...\I was being so selfish, but you still...\Thank your friend, Ichika. response:	There's not much time. Get to work.
context: then that means...\Remon, how did you figure that out?\Someone gave me some advice.\You mean...\Onee-chan...\I was being so selfish, but you still...\Thank your friend, Ichika.\There's not much time. Get to work. response:	Right!
context: Remon, how did you figure that out?\Someone gave me some advice.\You mean...\Onee-chan...\I was being so selfish, but you still...\Thank your friend, Ichika.\There's not much time. Get to work.\Right! response:	If we can find that location,
context: Someone gave me some advice.\You mean...\Onee-chan...\I was being so selfish, but you still...\Thank your friend, Ichika.\There's not much time. Get to work.\Right!\If we can find that location, response:	and find something that proves Earthlings and aliens have come in contact before...
context: You mean...\Onee-chan...\I was being so selfish, but you still...\Thank your friend, Ichika.\There's not much time. Get to work.\Right!\If we can find that location,\and find something that proves Earthlings and aliens have come in contact before... response:	Then Earth will lose its status as an F on the industrial scale.
context: Onee-chan...\I was being so selfish, but you still...\Thank your friend, Ichika.\There's not much time. Get to work.\Right!\If we can find that location,\and find something that proves Earthlings and aliens have come in contact before...\Then Earth will lose its status as an F on the industrial scale. response:	If we can find that before the search party arrives...
context: I was being so selfish, but you still...\Thank your friend, Ichika.\There's not much time. Get to work.\Right!\If we can find that location,\and find something that proves Earthlings and aliens have come in contact before...\Then Earth will lose its status as an F on the industrial scale.\If we can find that before the search party arrives... response:	Senpai, we only have to look at areas in Japan, right?
context: Thank your friend, Ichika.\There's not much time. Get to work.\Right!\If we can find that location,\and find something that proves Earthlings and aliens have come in contact before...\Then Earth will lose its status as an F on the industrial scale.\If we can find that before the search party arrives...\Senpai, we only have to look at areas in Japan, right? response:	Yeah, judging by the plants and surroundings in the image I have,
context: There's not much time. Get to work.\Right!\If we can find that location,\and find something that proves Earthlings and aliens have come in contact before...\Then Earth will lose its status as an F on the industrial scale.\If we can find that before the search party arrives...\Senpai, we only have to look at areas in Japan, right?\Yeah, judging by the plants and surroundings in the image I have, response:	I think we can limit our search to just Shinshu.
context: Right!\If we can find that location,\and find something that proves Earthlings and aliens have come in contact before...\Then Earth will lose its status as an F on the industrial scale.\If we can find that before the search party arrives...\Senpai, we only have to look at areas in Japan, right?\Yeah, judging by the plants and surroundings in the image I have,\I think we can limit our search to just Shinshu. response:	We're going to find it!
context: If we can find that location,\and find something that proves Earthlings and aliens have come in contact before...\Then Earth will lose its status as an F on the industrial scale.\If we can find that before the search party arrives...\Senpai, we only have to look at areas in Japan, right?\Yeah, judging by the plants and surroundings in the image I have,\I think we can limit our search to just Shinshu.\We're going to find it! response:	Yeah!
context: and find something that proves Earthlings and aliens have come in contact before...\Then Earth will lose its status as an F on the industrial scale.\If we can find that before the search party arrives...\Senpai, we only have to look at areas in Japan, right?\Yeah, judging by the plants and surroundings in the image I have,\I think we can limit our search to just Shinshu.\We're going to find it!\Yeah! response:	Something's coming... from the right...
context: Then Earth will lose its status as an F on the industrial scale.\If we can find that before the search party arrives...\Senpai, we only have to look at areas in Japan, right?\Yeah, judging by the plants and surroundings in the image I have,\I think we can limit our search to just Shinshu.\We're going to find it!\Yeah!\Something's coming... from the right... response:	You should sleep a little bit, too, Kai.
context: If we can find that before the search party arrives...\Senpai, we only have to look at areas in Japan, right?\Yeah, judging by the plants and surroundings in the image I have,\I think we can limit our search to just Shinshu.\We're going to find it!\Yeah!\Something's coming... from the right...\You should sleep a little bit, too, Kai. response:	But we don't know when they'll come for Senpai.
context: Senpai, we only have to look at areas in Japan, right?\Yeah, judging by the plants and surroundings in the image I have,\I think we can limit our search to just Shinshu.\We're going to find it!\Yeah!\Something's coming... from the right...\You should sleep a little bit, too, Kai.\But we don't know when they'll come for Senpai. response:	Then I'll tell you something to help you stay awake.
context: Yeah, judging by the plants and surroundings in the image I have,\I think we can limit our search to just Shinshu.\We're going to find it!\Yeah!\Something's coming... from the right...\You should sleep a little bit, too, Kai.\But we don't know when they'll come for Senpai.\Then I'll tell you something to help you stay awake. response:	Something?
context: I think we can limit our search to just Shinshu.\We're going to find it!\Yeah!\Something's coming... from the right...\You should sleep a little bit, too, Kai.\But we don't know when they'll come for Senpai.\Then I'll tell you something to help you stay awake.\Something? response:	I told Kanna I liked her the other day.
context: We're going to find it!\Yeah!\Something's coming... from the right...\You should sleep a little bit, too, Kai.\But we don't know when they'll come for Senpai.\Then I'll tell you something to help you stay awake.\Something?\I told Kanna I liked her the other day. response:	No way!
context: Yeah!\Something's coming... from the right...\You should sleep a little bit, too, Kai.\But we don't know when they'll come for Senpai.\Then I'll tell you something to help you stay awake.\Something?\I told Kanna I liked her the other day.\No way! response:	You What?!
context: Something's coming... from the right...\You should sleep a little bit, too, Kai.\But we don't know when they'll come for Senpai.\Then I'll tell you something to help you stay awake.\Something?\I told Kanna I liked her the other day.\No way!\You What?! response:	I knew how she'd respond, though.
context: You should sleep a little bit, too, Kai.\But we don't know when they'll come for Senpai.\Then I'll tell you something to help you stay awake.\Something?\I told Kanna I liked her the other day.\No way!\You What?!\I knew how she'd respond, though. response:	That's why you told me about Tanigawa...
context: But we don't know when they'll come for Senpai.\Then I'll tell you something to help you stay awake.\Something?\I told Kanna I liked her the other day.\No way!\You What?!\I knew how she'd respond, though.\That's why you told me about Tanigawa... response:	I was thinking too much about myself.
context: Then I'll tell you something to help you stay awake.\Something?\I told Kanna I liked her the other day.\No way!\You What?!\I knew how she'd respond, though.\That's why you told me about Tanigawa...\I was thinking too much about myself. response:	So I don't want you to end up the same way.
context: Something?\I told Kanna I liked her the other day.\No way!\You What?!\I knew how she'd respond, though.\That's why you told me about Tanigawa...\I was thinking too much about myself.\So I don't want you to end up the same way. response:	Tetsuro...
context: I told Kanna I liked her the other day.\No way!\You What?!\I knew how she'd respond, though.\That's why you told me about Tanigawa...\I was thinking too much about myself.\So I don't want you to end up the same way.\Tetsuro... response:	Also, Mio told me she liked me when we went to Okinawa.
context: No way!\You What?!\I knew how she'd respond, though.\That's why you told me about Tanigawa...\I was thinking too much about myself.\So I don't want you to end up the same way.\Tetsuro...\Also, Mio told me she liked me when we went to Okinawa. response:	Seriously?
context: You What?!\I knew how she'd respond, though.\That's why you told me about Tanigawa...\I was thinking too much about myself.\So I don't want you to end up the same way.\Tetsuro...\Also, Mio told me she liked me when we went to Okinawa.\Seriously? response:	Seriously.
context: I knew how she'd respond, though.\That's why you told me about Tanigawa...\I was thinking too much about myself.\So I don't want you to end up the same way.\Tetsuro...\Also, Mio told me she liked me when we went to Okinawa.\Seriously?\Seriously. response:	After I got into high school, I hadn't really been doing anything,
context: That's why you told me about Tanigawa...\I was thinking too much about myself.\So I don't want you to end up the same way.\Tetsuro...\Also, Mio told me she liked me when we went to Okinawa.\Seriously?\Seriously.\After I got into high school, I hadn't really been doing anything, response:	so I was thinking I wanted to at least do something,
context: I was thinking too much about myself.\So I don't want you to end up the same way.\Tetsuro...\Also, Mio told me she liked me when we went to Okinawa.\Seriously?\Seriously.\After I got into high school, I hadn't really been doing anything,\so I was thinking I wanted to at least do something, response:	and I guess a lot of things happened, after all.
context: So I don't want you to end up the same way.\Tetsuro...\Also, Mio told me she liked me when we went to Okinawa.\Seriously?\Seriously.\After I got into high school, I hadn't really been doing anything,\so I was thinking I wanted to at least do something,\and I guess a lot of things happened, after all. response:	Yeah, especially after Senpai came, right?
context: Tetsuro...\Also, Mio told me she liked me when we went to Okinawa.\Seriously?\Seriously.\After I got into high school, I hadn't really been doing anything,\so I was thinking I wanted to at least do something,\and I guess a lot of things happened, after all.\Yeah, especially after Senpai came, right? response:	This summer's unbelievable.
context: Also, Mio told me she liked me when we went to Okinawa.\Seriously?\Seriously.\After I got into high school, I hadn't really been doing anything,\so I was thinking I wanted to at least do something,\and I guess a lot of things happened, after all.\Yeah, especially after Senpai came, right?\This summer's unbelievable. response:	Yeah, I mean, we're talking about...
context: Seriously?\Seriously.\After I got into high school, I hadn't really been doing anything,\so I was thinking I wanted to at least do something,\and I guess a lot of things happened, after all.\Yeah, especially after Senpai came, right?\This summer's unbelievable.\Yeah, I mean, we're talking about... response:	I can't really do anything else,
context: Seriously.\After I got into high school, I hadn't really been doing anything,\so I was thinking I wanted to at least do something,\and I guess a lot of things happened, after all.\Yeah, especially after Senpai came, right?\This summer's unbelievable.\Yeah, I mean, we're talking about...\I can't really do anything else, response:	but I hope you find it, Ichika.
context: After I got into high school, I hadn't really been doing anything,\so I was thinking I wanted to at least do something,\and I guess a lot of things happened, after all.\Yeah, especially after Senpai came, right?\This summer's unbelievable.\Yeah, I mean, we're talking about...\I can't really do anything else,\but I hope you find it, Ichika. response:	The place you're looking for,
context: so I was thinking I wanted to at least do something,\and I guess a lot of things happened, after all.\Yeah, especially after Senpai came, right?\This summer's unbelievable.\Yeah, I mean, we're talking about...\I can't really do anything else,\but I hope you find it, Ichika.\The place you're looking for, response:	and your future...
context: and I guess a lot of things happened, after all.\Yeah, especially after Senpai came, right?\This summer's unbelievable.\Yeah, I mean, we're talking about...\I can't really do anything else,\but I hope you find it, Ichika.\The place you're looking for,\and your future... response:	When did I...
context: Yeah, especially after Senpai came, right?\This summer's unbelievable.\Yeah, I mean, we're talking about...\I can't really do anything else,\but I hope you find it, Ichika.\The place you're looking for,\and your future...\When did I... response:	You can sleep a little bit longer.
context: This summer's unbelievable.\Yeah, I mean, we're talking about...\I can't really do anything else,\but I hope you find it, Ichika.\The place you're looking for,\and your future...\When did I...\You can sleep a little bit longer. response:	We're already up.
context: Yeah, I mean, we're talking about...\I can't really do anything else,\but I hope you find it, Ichika.\The place you're looking for,\and your future...\When did I...\You can sleep a little bit longer.\We're already up. response:	You wanna sleep in my lap?
context: I can't really do anything else,\but I hope you find it, Ichika.\The place you're looking for,\and your future...\When did I...\You can sleep a little bit longer.\We're already up.\You wanna sleep in my lap? response:	No, I...
context: but I hope you find it, Ichika.\The place you're looking for,\and your future...\When did I...\You can sleep a little bit longer.\We're already up.\You wanna sleep in my lap?\No, I... response:	Why are you guys acting so lovey-dovey?
context: The place you're looking for,\and your future...\When did I...\You can sleep a little bit longer.\We're already up.\You wanna sleep in my lap?\No, I...\Why are you guys acting so lovey-dovey? response:	I-I wasn't trying to...
context: and your future...\When did I...\You can sleep a little bit longer.\We're already up.\You wanna sleep in my lap?\No, I...\Why are you guys acting so lovey-dovey?\I-I wasn't trying to... response:	Yeah, I wasn't...
context: When did I...\You can sleep a little bit longer.\We're already up.\You wanna sleep in my lap?\No, I...\Why are you guys acting so lovey-dovey?\I-I wasn't trying to...\Yeah, I wasn't... response:	What?!
context: You can sleep a little bit longer.\We're already up.\You wanna sleep in my lap?\No, I...\Why are you guys acting so lovey-dovey?\I-I wasn't trying to...\Yeah, I wasn't...\What?! response:	I-I found it!
context: We're already up.\You wanna sleep in my lap?\No, I...\Why are you guys acting so lovey-dovey?\I-I wasn't trying to...\Yeah, I wasn't...\What?!\I-I found it! response:	This place hasn't been checked!
context: You wanna sleep in my lap?\No, I...\Why are you guys acting so lovey-dovey?\I-I wasn't trying to...\Yeah, I wasn't...\What?!\I-I found it!\This place hasn't been checked! response:	All right!
context: No, I...\Why are you guys acting so lovey-dovey?\I-I wasn't trying to...\Yeah, I wasn't...\What?!\I-I found it!\This place hasn't been checked!\All right! response:	Senpai.
context: Why are you guys acting so lovey-dovey?\I-I wasn't trying to...\Yeah, I wasn't...\What?!\I-I found it!\This place hasn't been checked!\All right!\Senpai. response:	Right.
context: I-I wasn't trying to...\Yeah, I wasn't...\What?!\I-I found it!\This place hasn't been checked!\All right!\Senpai.\Right. response:	Ichika, can you hear me?
context: Yeah, I wasn't...\What?!\I-I found it!\This place hasn't been checked!\All right!\Senpai.\Right.\Ichika, can you hear me? response:	Onee-chan?
context: What?!\I-I found it!\This place hasn't been checked!\All right!\Senpai.\Right.\Ichika, can you hear me?\Onee-chan? response:	The search party is close to the planet.
context: I-I found it!\This place hasn't been checked!\All right!\Senpai.\Right.\Ichika, can you hear me?\Onee-chan?\The search party is close to the planet. response:	You need to hurry
context: This place hasn't been checked!\All right!\Senpai.\Right.\Ichika, can you hear me?\Onee-chan?\The search party is close to the planet.\You need to hurry response:	Onee-chan!
context: All right!\Senpai.\Right.\Ichika, can you hear me?\Onee-chan?\The search party is close to the planet.\You need to hurry\Onee-chan! response:	Senpai!
context: Senpai.\Right.\Ichika, can you hear me?\Onee-chan?\The search party is close to the planet.\You need to hurry\Onee-chan!\Senpai! response:	Rinon, hurry up and jump us to that location!
context: Right.\Ichika, can you hear me?\Onee-chan?\The search party is close to the planet.\You need to hurry\Onee-chan!\Senpai!\Rinon, hurry up and jump us to that location! response:	Rinon?
context: Ichika, can you hear me?\Onee-chan?\The search party is close to the planet.\You need to hurry\Onee-chan!\Senpai!\Rinon, hurry up and jump us to that location!\Rinon? response:	What's wrong?!
context: Onee-chan?\The search party is close to the planet.\You need to hurry\Onee-chan!\Senpai!\Rinon, hurry up and jump us to that location!\Rinon?\What's wrong?! response:	What?
context: The search party is close to the planet.\You need to hurry\Onee-chan!\Senpai!\Rinon, hurry up and jump us to that location!\Rinon?\What's wrong?!\What? response:	There's a linkage anti-field?
context: You need to hurry\Onee-chan!\Senpai!\Rinon, hurry up and jump us to that location!\Rinon?\What's wrong?!\What?\There's a linkage anti-field? response:	Deployed over the entire planet?
context: Onee-chan!\Senpai!\Rinon, hurry up and jump us to that location!\Rinon?\What's wrong?!\What?\There's a linkage anti-field?\Deployed over the entire planet? response:	We can't teleport?
context: Senpai!\Rinon, hurry up and jump us to that location!\Rinon?\What's wrong?!\What?\There's a linkage anti-field?\Deployed over the entire planet?\We can't teleport? response:	What should we do?
context: Rinon, hurry up and jump us to that location!\Rinon?\What's wrong?!\What?\There's a linkage anti-field?\Deployed over the entire planet?\We can't teleport?\What should we do? response:	It'll take three hours to get there by train.
context: Rinon?\What's wrong?!\What?\There's a linkage anti-field?\Deployed over the entire planet?\We can't teleport?\What should we do?\It'll take three hours to get there by train. response:	There's someone coming after her, right?
context: What's wrong?!\What?\There's a linkage anti-field?\Deployed over the entire planet?\We can't teleport?\What should we do?\It'll take three hours to get there by train.\There's someone coming after her, right? response:	We have to hurry.
context: What?\There's a linkage anti-field?\Deployed over the entire planet?\We can't teleport?\What should we do?\It'll take three hours to get there by train.\There's someone coming after her, right?\We have to hurry. response:	What's going on?
context: There's a linkage anti-field?\Deployed over the entire planet?\We can't teleport?\What should we do?\It'll take three hours to get there by train.\There's someone coming after her, right?\We have to hurry.\What's going on? response:	There's no one driving?
context: Deployed over the entire planet?\We can't teleport?\What should we do?\It'll take three hours to get there by train.\There's someone coming after her, right?\We have to hurry.\What's going on?\There's no one driving? response:	It's me.
context: We can't teleport?\What should we do?\It'll take three hours to get there by train.\There's someone coming after her, right?\We have to hurry.\What's going on?\There's no one driving?\It's me. response:	Remon-senpai?!
context: What should we do?\It'll take three hours to get there by train.\There's someone coming after her, right?\We have to hurry.\What's going on?\There's no one driving?\It's me.\Remon-senpai?! response:	I thought this might happen,
context: It'll take three hours to get there by train.\There's someone coming after her, right?\We have to hurry.\What's going on?\There's no one driving?\It's me.\Remon-senpai?!\I thought this might happen, response:	so I'm glad I got a car ready.
context: There's someone coming after her, right?\We have to hurry.\What's going on?\There's no one driving?\It's me.\Remon-senpai?!\I thought this might happen,\so I'm glad I got a car ready. response:	Senpai, you have a license?
context: We have to hurry.\What's going on?\There's no one driving?\It's me.\Remon-senpai?!\I thought this might happen,\so I'm glad I got a car ready.\Senpai, you have a license? response:	Yes, most of them.
context: What's going on?\There's no one driving?\It's me.\Remon-senpai?!\I thought this might happen,\so I'm glad I got a car ready.\Senpai, you have a license?\Yes, most of them. response:	Most of them?
context: There's no one driving?\It's me.\Remon-senpai?!\I thought this might happen,\so I'm glad I got a car ready.\Senpai, you have a license?\Yes, most of them.\Most of them? response:	Who's going to be coming after you?
context: It's me.\Remon-senpai?!\I thought this might happen,\so I'm glad I got a car ready.\Senpai, you have a license?\Yes, most of them.\Most of them?\Who's going to be coming after you? response:	I wonder what else she has...
context: Remon-senpai?!\I thought this might happen,\so I'm glad I got a car ready.\Senpai, you have a license?\Yes, most of them.\Most of them?\Who's going to be coming after you?\I wonder what else she has... response:	Probably another rescue pod like before.
context: I thought this might happen,\so I'm glad I got a car ready.\Senpai, you have a license?\Yes, most of them.\Most of them?\Who's going to be coming after you?\I wonder what else she has...\Probably another rescue pod like before. response:	Ichika, they're going to come after you by scanning for your biological data, right?
context: so I'm glad I got a car ready.\Senpai, you have a license?\Yes, most of them.\Most of them?\Who's going to be coming after you?\I wonder what else she has...\Probably another rescue pod like before.\Ichika, they're going to come after you by scanning for your biological data, right? response:	Yeah, but why do you know that?
context: Senpai, you have a license?\Yes, most of them.\Most of them?\Who's going to be coming after you?\I wonder what else she has...\Probably another rescue pod like before.\Ichika, they're going to come after you by scanning for your biological data, right?\Yeah, but why do you know that? response:	Put this on.
context: Yes, most of them.\Most of them?\Who's going to be coming after you?\I wonder what else she has...\Probably another rescue pod like before.\Ichika, they're going to come after you by scanning for your biological data, right?\Yeah, but why do you know that?\Put this on. response:	It'll reduce the biological responses you're giving off.
context: Most of them?\Who's going to be coming after you?\I wonder what else she has...\Probably another rescue pod like before.\Ichika, they're going to come after you by scanning for your biological data, right?\Yeah, but why do you know that?\Put this on.\It'll reduce the biological responses you're giving off. response:	Also...
context: Who's going to be coming after you?\I wonder what else she has...\Probably another rescue pod like before.\Ichika, they're going to come after you by scanning for your biological data, right?\Yeah, but why do you know that?\Put this on.\It'll reduce the biological responses you're giving off.\Also... response:	These devices.
context: I wonder what else she has...\Probably another rescue pod like before.\Ichika, they're going to come after you by scanning for your biological data, right?\Yeah, but why do you know that?\Put this on.\It'll reduce the biological responses you're giving off.\Also...\These devices. response:	When you turn them on,
context: Probably another rescue pod like before.\Ichika, they're going to come after you by scanning for your biological data, right?\Yeah, but why do you know that?\Put this on.\It'll reduce the biological responses you're giving off.\Also...\These devices.\When you turn them on, response:	they'll transmit biological data identical to Ichika's.
context: Ichika, they're going to come after you by scanning for your biological data, right?\Yeah, but why do you know that?\Put this on.\It'll reduce the biological responses you're giving off.\Also...\These devices.\When you turn them on,\they'll transmit biological data identical to Ichika's. response:	Remon...
context: Yeah, but why do you know that?\Put this on.\It'll reduce the biological responses you're giving off.\Also...\These devices.\When you turn them on,\they'll transmit biological data identical to Ichika's.\Remon... response:	Did you also get those from...?
context: Put this on.\It'll reduce the biological responses you're giving off.\Also...\These devices.\When you turn them on,\they'll transmit biological data identical to Ichika's.\Remon...\Did you also get those from...? response:	That's right...
context: It'll reduce the biological responses you're giving off.\Also...\These devices.\When you turn them on,\they'll transmit biological data identical to Ichika's.\Remon...\Did you also get those from...?\That's right... response:	I had your sister's help.
context: Also...\These devices.\When you turn them on,\they'll transmit biological data identical to Ichika's.\Remon...\Did you also get those from...?\That's right...\I had your sister's help. response:	Onee-chan...
context: These devices.\When you turn them on,\they'll transmit biological data identical to Ichika's.\Remon...\Did you also get those from...?\That's right...\I had your sister's help.\Onee-chan... response:	All right, let's keep heading towards
context: When you turn them on,\they'll transmit biological data identical to Ichika's.\Remon...\Did you also get those from...?\That's right...\I had your sister's help.\Onee-chan...\All right, let's keep heading towards response:	It's creaking!
context: they'll transmit biological data identical to Ichika's.\Remon...\Did you also get those from...?\That's right...\I had your sister's help.\Onee-chan...\All right, let's keep heading towards\It's creaking! response:	I-It can't be...
context: Remon...\Did you also get those from...?\That's right...\I had your sister's help.\Onee-chan...\All right, let's keep heading towards\It's creaking!\I-It can't be... response:	It's coming after us!
context: Did you also get those from...?\That's right...\I had your sister's help.\Onee-chan...\All right, let's keep heading towards\It's creaking!\I-It can't be...\It's coming after us! response:	It's making another pass!
context: That's right...\I had your sister's help.\Onee-chan...\All right, let's keep heading towards\It's creaking!\I-It can't be...\It's coming after us!\It's making another pass! response:	Ishigaki-kun.
context: I had your sister's help.\Onee-chan...\All right, let's keep heading towards\It's creaking!\I-It can't be...\It's coming after us!\It's making another pass!\Ishigaki-kun. response:	Got it.
context: Onee-chan...\All right, let's keep heading towards\It's creaking!\I-It can't be...\It's coming after us!\It's making another pass!\Ishigaki-kun.\Got it. response:	Me, too!
context: All right, let's keep heading towards\It's creaking!\I-It can't be...\It's coming after us!\It's making another pass!\Ishigaki-kun.\Got it.\Me, too! response:	I'm going, too!
context: It's creaking!\I-It can't be...\It's coming after us!\It's making another pass!\Ishigaki-kun.\Got it.\Me, too!\I'm going, too! response:	Mio!
context: I-It can't be...\It's coming after us!\It's making another pass!\Ishigaki-kun.\Got it.\Me, too!\I'm going, too!\Mio! response:	Let me go with you.
context: It's coming after us!\It's making another pass!\Ishigaki-kun.\Got it.\Me, too!\I'm going, too!\Mio!\Let me go with you. response:	Tetsuro!
