context: Shinonome Institute response:	eyecatch
context: I'm Sakurai.\No, not that...\Oh, I see, I'm sorry.\I'm Izumi.\Sakurai Izumi.\No, I didn't mean your family name...\I've always been told that both of my names sound like family names.\No, by name I meant the product name. response:	What do you mean by product name?
context: No, not that...\Oh, I see, I'm sorry.\I'm Izumi.\Sakurai Izumi.\No, I didn't mean your family name...\I've always been told that both of my names sound like family names.\No, by name I meant the product name.\What do you mean by product name? response:	I'm sorry.
context: Oh, I see, I'm sorry.\I'm Izumi.\Sakurai Izumi.\No, I didn't mean your family name...\I've always been told that both of my names sound like family names.\No, by name I meant the product name.\What do you mean by product name?\I'm sorry. response:	I don't really understand.
context: I'm Izumi.\Sakurai Izumi.\No, I didn't mean your family name...\I've always been told that both of my names sound like family names.\No, by name I meant the product name.\What do you mean by product name?\I'm sorry.\I don't really understand. response:	Um, I'm sorry.
context: Sakurai Izumi.\No, I didn't mean your family name...\I've always been told that both of my names sound like family names.\No, by name I meant the product name.\What do you mean by product name?\I'm sorry.\I don't really understand.\Um, I'm sorry. response:	Ah, that was good.
context: No, I didn't mean your family name...\I've always been told that both of my names sound like family names.\No, by name I meant the product name.\What do you mean by product name?\I'm sorry.\I don't really understand.\Um, I'm sorry.\Ah, that was good. response:	I ate a lot.
context: I've always been told that both of my names sound like family names.\No, by name I meant the product name.\What do you mean by product name?\I'm sorry.\I don't really understand.\Um, I'm sorry.\Ah, that was good.\I ate a lot. response:	All that's left is to wait to order dessert.
context: No, by name I meant the product name.\What do you mean by product name?\I'm sorry.\I don't really understand.\Um, I'm sorry.\Ah, that was good.\I ate a lot.\All that's left is to wait to order dessert. response:	Yep.
context: What do you mean by product name?\I'm sorry.\I don't really understand.\Um, I'm sorry.\Ah, that was good.\I ate a lot.\All that's left is to wait to order dessert.\Yep. response:	Then I'll do it, too.
context: I'm sorry.\I don't really understand.\Um, I'm sorry.\Ah, that was good.\I ate a lot.\All that's left is to wait to order dessert.\Yep.\Then I'll do it, too. response:	I'm done!
context: I don't really understand.\Um, I'm sorry.\Ah, that was good.\I ate a lot.\All that's left is to wait to order dessert.\Yep.\Then I'll do it, too.\I'm done! response:	Me, too.
context: Um, I'm sorry.\Ah, that was good.\I ate a lot.\All that's left is to wait to order dessert.\Yep.\Then I'll do it, too.\I'm done!\Me, too. response:	Whoa, nice.
context: Ah, that was good.\I ate a lot.\All that's left is to wait to order dessert.\Yep.\Then I'll do it, too.\I'm done!\Me, too.\Whoa, nice. response:	Way to go, Mai-chan.
context: I ate a lot.\All that's left is to wait to order dessert.\Yep.\Then I'll do it, too.\I'm done!\Me, too.\Whoa, nice.\Way to go, Mai-chan. response:	How about you, Yukko?
context: All that's left is to wait to order dessert.\Yep.\Then I'll do it, too.\I'm done!\Me, too.\Whoa, nice.\Way to go, Mai-chan.\How about you, Yukko? response:	You done?
context: Yep.\Then I'll do it, too.\I'm done!\Me, too.\Whoa, nice.\Way to go, Mai-chan.\How about you, Yukko?\You done? response:	A crane?
context: Then I'll do it, too.\I'm done!\Me, too.\Whoa, nice.\Way to go, Mai-chan.\How about you, Yukko?\You done?\A crane? response:	Nano! Look, look! Ta-da!
context: I'm done!\Me, too.\Whoa, nice.\Way to go, Mai-chan.\How about you, Yukko?\You done?\A crane?\Nano! Look, look! Ta-da! response:	I put one on, too.
context: Me, too.\Whoa, nice.\Way to go, Mai-chan.\How about you, Yukko?\You done?\A crane?\Nano! Look, look! Ta-da!\I put one on, too. response:	Now, we match!
context: Whoa, nice.\Way to go, Mai-chan.\How about you, Yukko?\You done?\A crane?\Nano! Look, look! Ta-da!\I put one on, too.\Now, we match! response:	That's true.
context: Way to go, Mai-chan.\How about you, Yukko?\You done?\A crane?\Nano! Look, look! Ta-da!\I put one on, too.\Now, we match!\That's true. response:	I'm Nano for the whole day today,
context: How about you, Yukko?\You done?\A crane?\Nano! Look, look! Ta-da!\I put one on, too.\Now, we match!\That's true.\I'm Nano for the whole day today, response:	so you'd better not call me Professor.
context: You done?\A crane?\Nano! Look, look! Ta-da!\I put one on, too.\Now, we match!\That's true.\I'm Nano for the whole day today,\so you'd better not call me Professor. response:	All right, Nano-chan.
context: A crane?\Nano! Look, look! Ta-da!\I put one on, too.\Now, we match!\That's true.\I'm Nano for the whole day today,\so you'd better not call me Professor.\All right, Nano-chan. response:	That was quick!
context: Nano! Look, look! Ta-da!\I put one on, too.\Now, we match!\That's true.\I'm Nano for the whole day today,\so you'd better not call me Professor.\All right, Nano-chan.\That was quick! response:	Professor, are you already done?
context: I put one on, too.\Now, we match!\That's true.\I'm Nano for the whole day today,\so you'd better not call me Professor.\All right, Nano-chan.\That was quick!\Professor, are you already done? response:	Ah, Nano, you just said Professor!
context: Now, we match!\That's true.\I'm Nano for the whole day today,\so you'd better not call me Professor.\All right, Nano-chan.\That was quick!\Professor, are you already done?\Ah, Nano, you just said Professor! response:	But you already took off the key.
context: That's true.\I'm Nano for the whole day today,\so you'd better not call me Professor.\All right, Nano-chan.\That was quick!\Professor, are you already done?\Ah, Nano, you just said Professor!\But you already took off the key. response:	I'm just taking a bit of a break right now.
context: I'm Nano for the whole day today,\so you'd better not call me Professor.\All right, Nano-chan.\That was quick!\Professor, are you already done?\Ah, Nano, you just said Professor!\But you already took off the key.\I'm just taking a bit of a break right now. response:	But I'm Nano for today.
context: so you'd better not call me Professor.\All right, Nano-chan.\That was quick!\Professor, are you already done?\Ah, Nano, you just said Professor!\But you already took off the key.\I'm just taking a bit of a break right now.\But I'm Nano for today. response:	All right.
context: All right, Nano-chan.\That was quick!\Professor, are you already done?\Ah, Nano, you just said Professor!\But you already took off the key.\I'm just taking a bit of a break right now.\But I'm Nano for today.\All right. response:	Oh, Professor - I mean Nano-chan, would you like to play together?
context: That was quick!\Professor, are you already done?\Ah, Nano, you just said Professor!\But you already took off the key.\I'm just taking a bit of a break right now.\But I'm Nano for today.\All right.\Oh, Professor - I mean Nano-chan, would you like to play together? response:	Okay.
context: Professor, are you already done?\Ah, Nano, you just said Professor!\But you already took off the key.\I'm just taking a bit of a break right now.\But I'm Nano for today.\All right.\Oh, Professor - I mean Nano-chan, would you like to play together?\Okay. response:	Play what?
context: Ah, Nano, you just said Professor!\But you already took off the key.\I'm just taking a bit of a break right now.\But I'm Nano for today.\All right.\Oh, Professor - I mean Nano-chan, would you like to play together?\Okay.\Play what? response:	We'll play swap, where you become me and I become you.
context: But you already took off the key.\I'm just taking a bit of a break right now.\But I'm Nano for today.\All right.\Oh, Professor - I mean Nano-chan, would you like to play together?\Okay.\Play what?\We'll play swap, where you become me and I become you. response:	Let's do it!
context: I'm just taking a bit of a break right now.\But I'm Nano for today.\All right.\Oh, Professor - I mean Nano-chan, would you like to play together?\Okay.\Play what?\We'll play swap, where you become me and I become you.\Let's do it! response:	Then, Professor - I mean Nano-chan, please put on the key.
context: But I'm Nano for today.\All right.\Oh, Professor - I mean Nano-chan, would you like to play together?\Okay.\Play what?\We'll play swap, where you become me and I become you.\Let's do it!\Then, Professor - I mean Nano-chan, please put on the key. response:	All right!
context: All right.\Oh, Professor - I mean Nano-chan, would you like to play together?\Okay.\Play what?\We'll play swap, where you become me and I become you.\Let's do it!\Then, Professor - I mean Nano-chan, please put on the key.\All right! response:	And I'm the Professor, so take off my key.
context: Oh, Professor - I mean Nano-chan, would you like to play together?\Okay.\Play what?\We'll play swap, where you become me and I become you.\Let's do it!\Then, Professor - I mean Nano-chan, please put on the key.\All right!\And I'm the Professor, so take off my key. response:	I can't do that.
context: Okay.\Play what?\We'll play swap, where you become me and I become you.\Let's do it!\Then, Professor - I mean Nano-chan, please put on the key.\All right!\And I'm the Professor, so take off my key.\I can't do that. response:	Hey, hey, what are we going to play? Cards?
context: Play what?\We'll play swap, where you become me and I become you.\Let's do it!\Then, Professor - I mean Nano-chan, please put on the key.\All right!\And I'm the Professor, so take off my key.\I can't do that.\Hey, hey, what are we going to play? Cards? response:	Oh, these snacks taste good.
context: We'll play swap, where you become me and I become you.\Let's do it!\Then, Professor - I mean Nano-chan, please put on the key.\All right!\And I'm the Professor, so take off my key.\I can't do that.\Hey, hey, what are we going to play? Cards?\Oh, these snacks taste good. response:	I was saving those snacks!
context: Let's do it!\Then, Professor - I mean Nano-chan, please put on the key.\All right!\And I'm the Professor, so take off my key.\I can't do that.\Hey, hey, what are we going to play? Cards?\Oh, these snacks taste good.\I was saving those snacks! response:	But right now, I'm the Professor.
context: Then, Professor - I mean Nano-chan, please put on the key.\All right!\And I'm the Professor, so take off my key.\I can't do that.\Hey, hey, what are we going to play? Cards?\Oh, these snacks taste good.\I was saving those snacks!\But right now, I'm the Professor. response:	I don't get it!
context: All right!\And I'm the Professor, so take off my key.\I can't do that.\Hey, hey, what are we going to play? Cards?\Oh, these snacks taste good.\I was saving those snacks!\But right now, I'm the Professor.\I don't get it! response:	I became Nano, so Nano became the Professor and ate the snacks!
context: And I'm the Professor, so take off my key.\I can't do that.\Hey, hey, what are we going to play? Cards?\Oh, these snacks taste good.\I was saving those snacks!\But right now, I'm the Professor.\I don't get it!\I became Nano, so Nano became the Professor and ate the snacks! response:	Nano should just be Nano!
context: I can't do that.\Hey, hey, what are we going to play? Cards?\Oh, these snacks taste good.\I was saving those snacks!\But right now, I'm the Professor.\I don't get it!\I became Nano, so Nano became the Professor and ate the snacks!\Nano should just be Nano! response:	Crabs...
context: Hey, hey, what are we going to play? Cards?\Oh, these snacks taste good.\I was saving those snacks!\But right now, I'm the Professor.\I don't get it!\I became Nano, so Nano became the Professor and ate the snacks!\Nano should just be Nano!\Crabs... response:	Then, since I've returned to being Nano, I'll go buy food for dinner.
context: Oh, these snacks taste good.\I was saving those snacks!\But right now, I'm the Professor.\I don't get it!\I became Nano, so Nano became the Professor and ate the snacks!\Nano should just be Nano!\Crabs...\Then, since I've returned to being Nano, I'll go buy food for dinner. response:	I'll go, too!
context: I was saving those snacks!\But right now, I'm the Professor.\I don't get it!\I became Nano, so Nano became the Professor and ate the snacks!\Nano should just be Nano!\Crabs...\Then, since I've returned to being Nano, I'll go buy food for dinner.\I'll go, too! response:	I'm not buying any snacks.
context: But right now, I'm the Professor.\I don't get it!\I became Nano, so Nano became the Professor and ate the snacks!\Nano should just be Nano!\Crabs...\Then, since I've returned to being Nano, I'll go buy food for dinner.\I'll go, too!\I'm not buying any snacks. response:	Buy chocolate sharks and strawberry juice!
context: I don't get it!\I became Nano, so Nano became the Professor and ate the snacks!\Nano should just be Nano!\Crabs...\Then, since I've returned to being Nano, I'll go buy food for dinner.\I'll go, too!\I'm not buying any snacks.\Buy chocolate sharks and strawberry juice! response:	I won't.
context: I became Nano, so Nano became the Professor and ate the snacks!\Nano should just be Nano!\Crabs...\Then, since I've returned to being Nano, I'll go buy food for dinner.\I'll go, too!\I'm not buying any snacks.\Buy chocolate sharks and strawberry juice!\I won't. response:	Buy them!
context: Nano should just be Nano!\Crabs...\Then, since I've returned to being Nano, I'll go buy food for dinner.\I'll go, too!\I'm not buying any snacks.\Buy chocolate sharks and strawberry juice!\I won't.\Buy them! response:	Hey, don't forget about my food.
context: Crabs...\Then, since I've returned to being Nano, I'll go buy food for dinner.\I'll go, too!\I'm not buying any snacks.\Buy chocolate sharks and strawberry juice!\I won't.\Buy them!\Hey, don't forget about my food. response:	The Shinonome household was at peace again today.
context: Then, since I've returned to being Nano, I'll go buy food for dinner.\I'll go, too!\I'm not buying any snacks.\Buy chocolate sharks and strawberry juice!\I won't.\Buy them!\Hey, don't forget about my food.\The Shinonome household was at peace again today. response:	The next person that says something in English loses.
context: I'll go, too!\I'm not buying any snacks.\Buy chocolate sharks and strawberry juice!\I won't.\Buy them!\Hey, don't forget about my food.\The Shinonome household was at peace again today.\The next person that says something in English loses. response:	Okay.
context: I'm not buying any snacks.\Buy chocolate sharks and strawberry juice!\I won't.\Buy them!\Hey, don't forget about my food.\The Shinonome household was at peace again today.\The next person that says something in English loses.\Okay. response:	Ah, Mio-chan, you just said something in English.
context: Buy chocolate sharks and strawberry juice!\I won't.\Buy them!\Hey, don't forget about my food.\The Shinonome household was at peace again today.\The next person that says something in English loses.\Okay.\Ah, Mio-chan, you just said something in English. response:	You didn't say start, so I'm safe.
context: I won't.\Buy them!\Hey, don't forget about my food.\The Shinonome household was at peace again today.\The next person that says something in English loses.\Okay.\Ah, Mio-chan, you just said something in English.\You didn't say start, so I'm safe. response:	Then I'll say a bunch of English before saying start.
context: Buy them!\Hey, don't forget about my food.\The Shinonome household was at peace again today.\The next person that says something in English loses.\Okay.\Ah, Mio-chan, you just said something in English.\You didn't say start, so I'm safe.\Then I'll say a bunch of English before saying start. response:	Do you know a lot of English?
context: Hey, don't forget about my food.\The Shinonome household was at peace again today.\The next person that says something in English loses.\Okay.\Ah, Mio-chan, you just said something in English.\You didn't say start, so I'm safe.\Then I'll say a bunch of English before saying start.\Do you know a lot of English? response:	Okay.
context: The Shinonome household was at peace again today.\The next person that says something in English loses.\Okay.\Ah, Mio-chan, you just said something in English.\You didn't say start, so I'm safe.\Then I'll say a bunch of English before saying start.\Do you know a lot of English?\Okay. response:	Carbonation is tickly, so it makes me feel awake.
context: The next person that says something in English loses.\Okay.\Ah, Mio-chan, you just said something in English.\You didn't say start, so I'm safe.\Then I'll say a bunch of English before saying start.\Do you know a lot of English?\Okay.\Carbonation is tickly, so it makes me feel awake. response:	Huh?
context: Okay.\Ah, Mio-chan, you just said something in English.\You didn't say start, so I'm safe.\Then I'll say a bunch of English before saying start.\Do you know a lot of English?\Okay.\Carbonation is tickly, so it makes me feel awake.\Huh? response:	I was asleep...
context: Ah, Mio-chan, you just said something in English.\You didn't say start, so I'm safe.\Then I'll say a bunch of English before saying start.\Do you know a lot of English?\Okay.\Carbonation is tickly, so it makes me feel awake.\Huh?\I was asleep... response:	Oh, Sleeping Beauty woke up without a kiss.
context: You didn't say start, so I'm safe.\Then I'll say a bunch of English before saying start.\Do you know a lot of English?\Okay.\Carbonation is tickly, so it makes me feel awake.\Huh?\I was asleep...\Oh, Sleeping Beauty woke up without a kiss. response:	Why?
context: Then I'll say a bunch of English before saying start.\Do you know a lot of English?\Okay.\Carbonation is tickly, so it makes me feel awake.\Huh?\I was asleep...\Oh, Sleeping Beauty woke up without a kiss.\Why? response:	What do you mean, Why?
context: Do you know a lot of English?\Okay.\Carbonation is tickly, so it makes me feel awake.\Huh?\I was asleep...\Oh, Sleeping Beauty woke up without a kiss.\Why?\What do you mean, Why? response:	I'm the cider.
context: Okay.\Carbonation is tickly, so it makes me feel awake.\Huh?\I was asleep...\Oh, Sleeping Beauty woke up without a kiss.\Why?\What do you mean, Why?\I'm the cider. response:	I put a spell on these bubbles to make it taste good.
context: Carbonation is tickly, so it makes me feel awake.\Huh?\I was asleep...\Oh, Sleeping Beauty woke up without a kiss.\Why?\What do you mean, Why?\I'm the cider.\I put a spell on these bubbles to make it taste good. response:	Next time on Nichijou, Episode 13.
context: Huh?\I was asleep...\Oh, Sleeping Beauty woke up without a kiss.\Why?\What do you mean, Why?\I'm the cider.\I put a spell on these bubbles to make it taste good.\Next time on Nichijou, Episode 13. response:	Look forward to it!
