context: Fight! response:	Heroes are Born
context: It's okay. You don't have to say a thing.\Please get on board!\R-right!\Good luck.\Oh, Boss!\Take care.\The interstellar dust around Undina is denser than elsewhere.\It is rich with metals that broke off from the small, M-class planet. response:	The space dust can easily interfere with your radar and communications,
context: Please get on board!\R-right!\Good luck.\Oh, Boss!\Take care.\The interstellar dust around Undina is denser than elsewhere.\It is rich with metals that broke off from the small, M-class planet.\The space dust can easily interfere with your radar and communications, response:	so be careful.
context: R-right!\Good luck.\Oh, Boss!\Take care.\The interstellar dust around Undina is denser than elsewhere.\It is rich with metals that broke off from the small, M-class planet.\The space dust can easily interfere with your radar and communications,\so be careful. response:	SAIONJI PHARMACEUTICAL
context: Good luck.\Oh, Boss!\Take care.\The interstellar dust around Undina is denser than elsewhere.\It is rich with metals that broke off from the small, M-class planet.\The space dust can easily interfere with your radar and communications,\so be careful.\SAIONJI PHARMACEUTICAL response:	Blue 1, ready to go!
context: Oh, Boss!\Take care.\The interstellar dust around Undina is denser than elsewhere.\It is rich with metals that broke off from the small, M-class planet.\The space dust can easily interfere with your radar and communications,\so be careful.\SAIONJI PHARMACEUTICAL\Blue 1, ready to go! response:	Red 5, ready to go!
context: Take care.\The interstellar dust around Undina is denser than elsewhere.\It is rich with metals that broke off from the small, M-class planet.\The space dust can easily interfere with your radar and communications,\so be careful.\SAIONJI PHARMACEUTICAL\Blue 1, ready to go!\Red 5, ready to go! response:	Blue 1 and Red 5, I want you to go first.
context: The interstellar dust around Undina is denser than elsewhere.\It is rich with metals that broke off from the small, M-class planet.\The space dust can easily interfere with your radar and communications,\so be careful.\SAIONJI PHARMACEUTICAL\Blue 1, ready to go!\Red 5, ready to go!\Blue 1 and Red 5, I want you to go first. response:	The team that prevented Undina Base from
context: It is rich with metals that broke off from the small, M-class planet.\The space dust can easily interfere with your radar and communications,\so be careful.\SAIONJI PHARMACEUTICAL\Blue 1, ready to go!\Red 5, ready to go!\Blue 1 and Red 5, I want you to go first.\The team that prevented Undina Base from response:	falling has begun setting up the new transmission satellites.
context: The space dust can easily interfere with your radar and communications,\so be careful.\SAIONJI PHARMACEUTICAL\Blue 1, ready to go!\Red 5, ready to go!\Blue 1 and Red 5, I want you to go first.\The team that prevented Undina Base from\falling has begun setting up the new transmission satellites. response:	Thanks to your contribution, we were finally able to sortie.
context: so be careful.\SAIONJI PHARMACEUTICAL\Blue 1, ready to go!\Red 5, ready to go!\Blue 1 and Red 5, I want you to go first.\The team that prevented Undina Base from\falling has begun setting up the new transmission satellites.\Thanks to your contribution, we were finally able to sortie. response:	I find that thought pleasing, yet I am also concerned.
context: SAIONJI PHARMACEUTICAL\Blue 1, ready to go!\Red 5, ready to go!\Blue 1 and Red 5, I want you to go first.\The team that prevented Undina Base from\falling has begun setting up the new transmission satellites.\Thanks to your contribution, we were finally able to sortie.\I find that thought pleasing, yet I am also concerned. response:	When I think about how they will be thrown into battle...
context: Blue 1, ready to go!\Red 5, ready to go!\Blue 1 and Red 5, I want you to go first.\The team that prevented Undina Base from\falling has begun setting up the new transmission satellites.\Thanks to your contribution, we were finally able to sortie.\I find that thought pleasing, yet I am also concerned.\When I think about how they will be thrown into battle... response:	That, too, is part of their fate.
context: Red 5, ready to go!\Blue 1 and Red 5, I want you to go first.\The team that prevented Undina Base from\falling has begun setting up the new transmission satellites.\Thanks to your contribution, we were finally able to sortie.\I find that thought pleasing, yet I am also concerned.\When I think about how they will be thrown into battle...\That, too, is part of their fate. response:	Even though they are still students,
context: Blue 1 and Red 5, I want you to go first.\The team that prevented Undina Base from\falling has begun setting up the new transmission satellites.\Thanks to your contribution, we were finally able to sortie.\I find that thought pleasing, yet I am also concerned.\When I think about how they will be thrown into battle...\That, too, is part of their fate.\Even though they are still students, response:	they performed wonderfully in the previous battle.
context: The team that prevented Undina Base from\falling has begun setting up the new transmission satellites.\Thanks to your contribution, we were finally able to sortie.\I find that thought pleasing, yet I am also concerned.\When I think about how they will be thrown into battle...\That, too, is part of their fate.\Even though they are still students,\they performed wonderfully in the previous battle. response:	They are associated with the MJP.
context: falling has begun setting up the new transmission satellites.\Thanks to your contribution, we were finally able to sortie.\I find that thought pleasing, yet I am also concerned.\When I think about how they will be thrown into battle...\That, too, is part of their fate.\Even though they are still students,\they performed wonderfully in the previous battle.\They are associated with the MJP. response:	The official name is Military Junior Pre-Academy,
context: Thanks to your contribution, we were finally able to sortie.\I find that thought pleasing, yet I am also concerned.\When I think about how they will be thrown into battle...\That, too, is part of their fate.\Even though they are still students,\they performed wonderfully in the previous battle.\They are associated with the MJP.\The official name is Military Junior Pre-Academy, response:	but various news groups are referring to them as the Majestic Princes.
context: I find that thought pleasing, yet I am also concerned.\When I think about how they will be thrown into battle...\That, too, is part of their fate.\Even though they are still students,\they performed wonderfully in the previous battle.\They are associated with the MJP.\The official name is Military Junior Pre-Academy,\but various news groups are referring to them as the Majestic Princes. response:	Majestic Princes...
context: When I think about how they will be thrown into battle...\That, too, is part of their fate.\Even though they are still students,\they performed wonderfully in the previous battle.\They are associated with the MJP.\The official name is Military Junior Pre-Academy,\but various news groups are referring to them as the Majestic Princes.\Majestic Princes... response:	They are unworthy of such a title.
context: That, too, is part of their fate.\Even though they are still students,\they performed wonderfully in the previous battle.\They are associated with the MJP.\The official name is Military Junior Pre-Academy,\but various news groups are referring to them as the Majestic Princes.\Majestic Princes...\They are unworthy of such a title. response:	That is not true.
context: Even though they are still students,\they performed wonderfully in the previous battle.\They are associated with the MJP.\The official name is Military Junior Pre-Academy,\but various news groups are referring to them as the Majestic Princes.\Majestic Princes...\They are unworthy of such a title.\That is not true. response:	If it is their fate to fight, I want them to fight majestically.
context: they performed wonderfully in the previous battle.\They are associated with the MJP.\The official name is Military Junior Pre-Academy,\but various news groups are referring to them as the Majestic Princes.\Majestic Princes...\They are unworthy of such a title.\That is not true.\If it is their fate to fight, I want them to fight majestically. response:	Where are Purple 2, Rose 3 and Gold 4?
context: They are associated with the MJP.\The official name is Military Junior Pre-Academy,\but various news groups are referring to them as the Majestic Princes.\Majestic Princes...\They are unworthy of such a title.\That is not true.\If it is their fate to fight, I want them to fight majestically.\Where are Purple 2, Rose 3 and Gold 4? response:	They're still undergoing adjustments.
context: The official name is Military Junior Pre-Academy,\but various news groups are referring to them as the Majestic Princes.\Majestic Princes...\They are unworthy of such a title.\That is not true.\If it is their fate to fight, I want them to fight majestically.\Where are Purple 2, Rose 3 and Gold 4?\They're still undergoing adjustments. response:	Ours won't be fully warmed up in time.
context: but various news groups are referring to them as the Majestic Princes.\Majestic Princes...\They are unworthy of such a title.\That is not true.\If it is their fate to fight, I want them to fight majestically.\Where are Purple 2, Rose 3 and Gold 4?\They're still undergoing adjustments.\Ours won't be fully warmed up in time. response:	Gold 4 will be ready for takeoff momentarily!
context: Majestic Princes...\They are unworthy of such a title.\That is not true.\If it is their fate to fight, I want them to fight majestically.\Where are Purple 2, Rose 3 and Gold 4?\They're still undergoing adjustments.\Ours won't be fully warmed up in time.\Gold 4 will be ready for takeoff momentarily! response:	Roger. You'll have to stay on standby a bit longer.
context: They are unworthy of such a title.\That is not true.\If it is their fate to fight, I want them to fight majestically.\Where are Purple 2, Rose 3 and Gold 4?\They're still undergoing adjustments.\Ours won't be fully warmed up in time.\Gold 4 will be ready for takeoff momentarily!\Roger. You'll have to stay on standby a bit longer. response:	This is what happens when they decide to
context: That is not true.\If it is their fate to fight, I want them to fight majestically.\Where are Purple 2, Rose 3 and Gold 4?\They're still undergoing adjustments.\Ours won't be fully warmed up in time.\Gold 4 will be ready for takeoff momentarily!\Roger. You'll have to stay on standby a bit longer.\This is what happens when they decide to response:	put on a performance without much warning.
context: If it is their fate to fight, I want them to fight majestically.\Where are Purple 2, Rose 3 and Gold 4?\They're still undergoing adjustments.\Ours won't be fully warmed up in time.\Gold 4 will be ready for takeoff momentarily!\Roger. You'll have to stay on standby a bit longer.\This is what happens when they decide to\put on a performance without much warning. response:	SAIONJI PHARMACEUTICAL
context: Where are Purple 2, Rose 3 and Gold 4?\They're still undergoing adjustments.\Ours won't be fully warmed up in time.\Gold 4 will be ready for takeoff momentarily!\Roger. You'll have to stay on standby a bit longer.\This is what happens when they decide to\put on a performance without much warning.\SAIONJI PHARMACEUTICAL response:	Lt. Commander Suzukaze,
context: They're still undergoing adjustments.\Ours won't be fully warmed up in time.\Gold 4 will be ready for takeoff momentarily!\Roger. You'll have to stay on standby a bit longer.\This is what happens when they decide to\put on a performance without much warning.\SAIONJI PHARMACEUTICAL\Lt. Commander Suzukaze, response:	I just received a message from the broadcast station's staff.
context: Ours won't be fully warmed up in time.\Gold 4 will be ready for takeoff momentarily!\Roger. You'll have to stay on standby a bit longer.\This is what happens when they decide to\put on a performance without much warning.\SAIONJI PHARMACEUTICAL\Lt. Commander Suzukaze,\I just received a message from the broadcast station's staff. response:	What is it?
context: Gold 4 will be ready for takeoff momentarily!\Roger. You'll have to stay on standby a bit longer.\This is what happens when they decide to\put on a performance without much warning.\SAIONJI PHARMACEUTICAL\Lt. Commander Suzukaze,\I just received a message from the broadcast station's staff.\What is it? response:	They said, Please wave at the camera.
context: Roger. You'll have to stay on standby a bit longer.\This is what happens when they decide to\put on a performance without much warning.\SAIONJI PHARMACEUTICAL\Lt. Commander Suzukaze,\I just received a message from the broadcast station's staff.\What is it?\They said, Please wave at the camera. response:	From the sponsor's side,
context: This is what happens when they decide to\put on a performance without much warning.\SAIONJI PHARMACEUTICAL\Lt. Commander Suzukaze,\I just received a message from the broadcast station's staff.\What is it?\They said, Please wave at the camera.\From the sponsor's side, response:	we've received requests to direct their logos toward the camera
context: put on a performance without much warning.\SAIONJI PHARMACEUTICAL\Lt. Commander Suzukaze,\I just received a message from the broadcast station's staff.\What is it?\They said, Please wave at the camera.\From the sponsor's side,\we've received requests to direct their logos toward the camera response:	as much as possible.
context: SAIONJI PHARMACEUTICAL\Lt. Commander Suzukaze,\I just received a message from the broadcast station's staff.\What is it?\They said, Please wave at the camera.\From the sponsor's side,\we've received requests to direct their logos toward the camera\as much as possible. response:	Blue 1, Red 5!
context: Lt. Commander Suzukaze,\I just received a message from the broadcast station's staff.\What is it?\They said, Please wave at the camera.\From the sponsor's side,\we've received requests to direct their logos toward the camera\as much as possible.\Blue 1, Red 5! response:	Turn and face the camera so that the logos are visible and wave?
context: I just received a message from the broadcast station's staff.\What is it?\They said, Please wave at the camera.\From the sponsor's side,\we've received requests to direct their logos toward the camera\as much as possible.\Blue 1, Red 5!\Turn and face the camera so that the logos are visible and wave? response:	Seriously?!
context: What is it?\They said, Please wave at the camera.\From the sponsor's side,\we've received requests to direct their logos toward the camera\as much as possible.\Blue 1, Red 5!\Turn and face the camera so that the logos are visible and wave?\Seriously?! response:	Yahoo!
context: They said, Please wave at the camera.\From the sponsor's side,\we've received requests to direct their logos toward the camera\as much as possible.\Blue 1, Red 5!\Turn and face the camera so that the logos are visible and wave?\Seriously?!\Yahoo! response:	Let's leave that crud to him.
context: From the sponsor's side,\we've received requests to direct their logos toward the camera\as much as possible.\Blue 1, Red 5!\Turn and face the camera so that the logos are visible and wave?\Seriously?!\Yahoo!\Let's leave that crud to him. response:	They're just like Pierrots.
context: we've received requests to direct their logos toward the camera\as much as possible.\Blue 1, Red 5!\Turn and face the camera so that the logos are visible and wave?\Seriously?!\Yahoo!\Let's leave that crud to him.\They're just like Pierrots. response:	In our current situation, we have no choice
context: as much as possible.\Blue 1, Red 5!\Turn and face the camera so that the logos are visible and wave?\Seriously?!\Yahoo!\Let's leave that crud to him.\They're just like Pierrots.\In our current situation, we have no choice response:	but to rely on those clowns, Lt. Amane.
context: Blue 1, Red 5!\Turn and face the camera so that the logos are visible and wave?\Seriously?!\Yahoo!\Let's leave that crud to him.\They're just like Pierrots.\In our current situation, we have no choice\but to rely on those clowns, Lt. Amane. response:	I am aware of the situation.
context: Turn and face the camera so that the logos are visible and wave?\Seriously?!\Yahoo!\Let's leave that crud to him.\They're just like Pierrots.\In our current situation, we have no choice\but to rely on those clowns, Lt. Amane.\I am aware of the situation. response:	What?!
context: Seriously?!\Yahoo!\Let's leave that crud to him.\They're just like Pierrots.\In our current situation, we have no choice\but to rely on those clowns, Lt. Amane.\I am aware of the situation.\What?! response:	Lt. Commander Suzukaze!
context: Yahoo!\Let's leave that crud to him.\They're just like Pierrots.\In our current situation, we have no choice\but to rely on those clowns, Lt. Amane.\I am aware of the situation.\What?!\Lt. Commander Suzukaze! response:	What? Do they want them to dance next?
context: Let's leave that crud to him.\They're just like Pierrots.\In our current situation, we have no choice\but to rely on those clowns, Lt. Amane.\I am aware of the situation.\What?!\Lt. Commander Suzukaze!\What? Do they want them to dance next? response:	It's from HQ.
context: They're just like Pierrots.\In our current situation, we have no choice\but to rely on those clowns, Lt. Amane.\I am aware of the situation.\What?!\Lt. Commander Suzukaze!\What? Do they want them to dance next?\It's from HQ. response:	Heat signatures quickly approaching from
context: In our current situation, we have no choice\but to rely on those clowns, Lt. Amane.\I am aware of the situation.\What?!\Lt. Commander Suzukaze!\What? Do they want them to dance next?\It's from HQ.\Heat signatures quickly approaching from response:	Undina Sector + 32.7 and Sector 151.32.
context: but to rely on those clowns, Lt. Amane.\I am aware of the situation.\What?!\Lt. Commander Suzukaze!\What? Do they want them to dance next?\It's from HQ.\Heat signatures quickly approaching from\Undina Sector + 32.7 and Sector 151.32. response:	Heat signatures approaching from your upper right.
context: I am aware of the situation.\What?!\Lt. Commander Suzukaze!\What? Do they want them to dance next?\It's from HQ.\Heat signatures quickly approaching from\Undina Sector + 32.7 and Sector 151.32.\Heat signatures approaching from your upper right. response:	Keep your eyes peeled.
context: What?!\Lt. Commander Suzukaze!\What? Do they want them to dance next?\It's from HQ.\Heat signatures quickly approaching from\Undina Sector + 32.7 and Sector 151.32.\Heat signatures approaching from your upper right.\Keep your eyes peeled. response:	They could be enemy ships!
context: Lt. Commander Suzukaze!\What? Do they want them to dance next?\It's from HQ.\Heat signatures quickly approaching from\Undina Sector + 32.7 and Sector 151.32.\Heat signatures approaching from your upper right.\Keep your eyes peeled.\They could be enemy ships! response:	Four Wulgaru ships approaching.
context: What? Do they want them to dance next?\It's from HQ.\Heat signatures quickly approaching from\Undina Sector + 32.7 and Sector 151.32.\Heat signatures approaching from your upper right.\Keep your eyes peeled.\They could be enemy ships!\Four Wulgaru ships approaching. response:	Prepare for battle!
context: It's from HQ.\Heat signatures quickly approaching from\Undina Sector + 32.7 and Sector 151.32.\Heat signatures approaching from your upper right.\Keep your eyes peeled.\They could be enemy ships!\Four Wulgaru ships approaching.\Prepare for battle! response:	Are there any weapons you could launch immediately?
context: Heat signatures quickly approaching from\Undina Sector + 32.7 and Sector 151.32.\Heat signatures approaching from your upper right.\Keep your eyes peeled.\They could be enemy ships!\Four Wulgaru ships approaching.\Prepare for battle!\Are there any weapons you could launch immediately? response:	Rose 3's main engine will take another 30 minutes to activate.
context: Undina Sector + 32.7 and Sector 151.32.\Heat signatures approaching from your upper right.\Keep your eyes peeled.\They could be enemy ships!\Four Wulgaru ships approaching.\Prepare for battle!\Are there any weapons you could launch immediately?\Rose 3's main engine will take another 30 minutes to activate. response:	Purple 2's system could operate under external electricity.
context: Heat signatures approaching from your upper right.\Keep your eyes peeled.\They could be enemy ships!\Four Wulgaru ships approaching.\Prepare for battle!\Are there any weapons you could launch immediately?\Rose 3's main engine will take another 30 minutes to activate.\Purple 2's system could operate under external electricity. response:	The Red Jaeger and Blue Jaeger's engines are activating.
context: Keep your eyes peeled.\They could be enemy ships!\Four Wulgaru ships approaching.\Prepare for battle!\Are there any weapons you could launch immediately?\Rose 3's main engine will take another 30 minutes to activate.\Purple 2's system could operate under external electricity.\The Red Jaeger and Blue Jaeger's engines are activating. response:	It will take seven minutes for them to warm up.
context: They could be enemy ships!\Four Wulgaru ships approaching.\Prepare for battle!\Are there any weapons you could launch immediately?\Rose 3's main engine will take another 30 minutes to activate.\Purple 2's system could operate under external electricity.\The Red Jaeger and Blue Jaeger's engines are activating.\It will take seven minutes for them to warm up. response:	Can you get out at least one unit?
context: Four Wulgaru ships approaching.\Prepare for battle!\Are there any weapons you could launch immediately?\Rose 3's main engine will take another 30 minutes to activate.\Purple 2's system could operate under external electricity.\The Red Jaeger and Blue Jaeger's engines are activating.\It will take seven minutes for them to warm up.\Can you get out at least one unit? response:	Wait two minutes!
context: Prepare for battle!\Are there any weapons you could launch immediately?\Rose 3's main engine will take another 30 minutes to activate.\Purple 2's system could operate under external electricity.\The Red Jaeger and Blue Jaeger's engines are activating.\It will take seven minutes for them to warm up.\Can you get out at least one unit?\Wait two minutes! response:	I am forcing the Blue Jaeger to enter compulsory warm up mode.
context: Are there any weapons you could launch immediately?\Rose 3's main engine will take another 30 minutes to activate.\Purple 2's system could operate under external electricity.\The Red Jaeger and Blue Jaeger's engines are activating.\It will take seven minutes for them to warm up.\Can you get out at least one unit?\Wait two minutes!\I am forcing the Blue Jaeger to enter compulsory warm up mode. response:	And I can also launch Red's HEP Cannon.
context: Rose 3's main engine will take another 30 minutes to activate.\Purple 2's system could operate under external electricity.\The Red Jaeger and Blue Jaeger's engines are activating.\It will take seven minutes for them to warm up.\Can you get out at least one unit?\Wait two minutes!\I am forcing the Blue Jaeger to enter compulsory warm up mode.\And I can also launch Red's HEP Cannon. response:	Order the news agencies to take shelter.
context: Purple 2's system could operate under external electricity.\The Red Jaeger and Blue Jaeger's engines are activating.\It will take seven minutes for them to warm up.\Can you get out at least one unit?\Wait two minutes!\I am forcing the Blue Jaeger to enter compulsory warm up mode.\And I can also launch Red's HEP Cannon.\Order the news agencies to take shelter. response:	Prepare to intercept!
context: The Red Jaeger and Blue Jaeger's engines are activating.\It will take seven minutes for them to warm up.\Can you get out at least one unit?\Wait two minutes!\I am forcing the Blue Jaeger to enter compulsory warm up mode.\And I can also launch Red's HEP Cannon.\Order the news agencies to take shelter.\Prepare to intercept! response:	Sound the alarm!
context: It will take seven minutes for them to warm up.\Can you get out at least one unit?\Wait two minutes!\I am forcing the Blue Jaeger to enter compulsory warm up mode.\And I can also launch Red's HEP Cannon.\Order the news agencies to take shelter.\Prepare to intercept!\Sound the alarm! response:	And here I wasn't expecting them to resume their attack so soon.
context: Can you get out at least one unit?\Wait two minutes!\I am forcing the Blue Jaeger to enter compulsory warm up mode.\And I can also launch Red's HEP Cannon.\Order the news agencies to take shelter.\Prepare to intercept!\Sound the alarm!\And here I wasn't expecting them to resume their attack so soon. response:	Shouldn't we have been preparing for another
context: Wait two minutes!\I am forcing the Blue Jaeger to enter compulsory warm up mode.\And I can also launch Red's HEP Cannon.\Order the news agencies to take shelter.\Prepare to intercept!\Sound the alarm!\And here I wasn't expecting them to resume their attack so soon.\Shouldn't we have been preparing for another response:	attack rather than setting up this performance?
context: I am forcing the Blue Jaeger to enter compulsory warm up mode.\And I can also launch Red's HEP Cannon.\Order the news agencies to take shelter.\Prepare to intercept!\Sound the alarm!\And here I wasn't expecting them to resume their attack so soon.\Shouldn't we have been preparing for another\attack rather than setting up this performance? response:	Now you say that?
context: And I can also launch Red's HEP Cannon.\Order the news agencies to take shelter.\Prepare to intercept!\Sound the alarm!\And here I wasn't expecting them to resume their attack so soon.\Shouldn't we have been preparing for another\attack rather than setting up this performance?\Now you say that? response:	You should have suggested that sooner!
context: Order the news agencies to take shelter.\Prepare to intercept!\Sound the alarm!\And here I wasn't expecting them to resume their attack so soon.\Shouldn't we have been preparing for another\attack rather than setting up this performance?\Now you say that?\You should have suggested that sooner! response:	You're supposed to be my assistant.
context: Prepare to intercept!\Sound the alarm!\And here I wasn't expecting them to resume their attack so soon.\Shouldn't we have been preparing for another\attack rather than setting up this performance?\Now you say that?\You should have suggested that sooner!\You're supposed to be my assistant. response:	I'm terribly sorry.
context: Sound the alarm!\And here I wasn't expecting them to resume their attack so soon.\Shouldn't we have been preparing for another\attack rather than setting up this performance?\Now you say that?\You should have suggested that sooner!\You're supposed to be my assistant.\I'm terribly sorry. response:	I've never seen that unit in the front before.
context: And here I wasn't expecting them to resume their attack so soon.\Shouldn't we have been preparing for another\attack rather than setting up this performance?\Now you say that?\You should have suggested that sooner!\You're supposed to be my assistant.\I'm terribly sorry.\I've never seen that unit in the front before. response:	We don't have any data on it.
context: Shouldn't we have been preparing for another\attack rather than setting up this performance?\Now you say that?\You should have suggested that sooner!\You're supposed to be my assistant.\I'm terribly sorry.\I've never seen that unit in the front before.\We don't have any data on it. response:	They've entered the battlefield.
context: attack rather than setting up this performance?\Now you say that?\You should have suggested that sooner!\You're supposed to be my assistant.\I'm terribly sorry.\I've never seen that unit in the front before.\We don't have any data on it.\They've entered the battlefield. response:	What should we do?
context: Now you say that?\You should have suggested that sooner!\You're supposed to be my assistant.\I'm terribly sorry.\I've never seen that unit in the front before.\We don't have any data on it.\They've entered the battlefield.\What should we do? response:	Um, what should we...?
context: You should have suggested that sooner!\You're supposed to be my assistant.\I'm terribly sorry.\I've never seen that unit in the front before.\We don't have any data on it.\They've entered the battlefield.\What should we do?\Um, what should we...? response:	Keep your wits about you! Prepare for battle.
context: You're supposed to be my assistant.\I'm terribly sorry.\I've never seen that unit in the front before.\We don't have any data on it.\They've entered the battlefield.\What should we do?\Um, what should we...?\Keep your wits about you! Prepare for battle. response:	Wasn't this supposed to be an easy mission
context: I'm terribly sorry.\I've never seen that unit in the front before.\We don't have any data on it.\They've entered the battlefield.\What should we do?\Um, what should we...?\Keep your wits about you! Prepare for battle.\Wasn't this supposed to be an easy mission response:	where all we did was set up transmission satellites?
context: I've never seen that unit in the front before.\We don't have any data on it.\They've entered the battlefield.\What should we do?\Um, what should we...?\Keep your wits about you! Prepare for battle.\Wasn't this supposed to be an easy mission\where all we did was set up transmission satellites? response:	Ow...
context: We don't have any data on it.\They've entered the battlefield.\What should we do?\Um, what should we...?\Keep your wits about you! Prepare for battle.\Wasn't this supposed to be an easy mission\where all we did was set up transmission satellites?\Ow... response:	Asagi, are you all right?
context: They've entered the battlefield.\What should we do?\Um, what should we...?\Keep your wits about you! Prepare for battle.\Wasn't this supposed to be an easy mission\where all we did was set up transmission satellites?\Ow...\Asagi, are you all right? response:	They look just like birds...
context: What should we do?\Um, what should we...?\Keep your wits about you! Prepare for battle.\Wasn't this supposed to be an easy mission\where all we did was set up transmission satellites?\Ow...\Asagi, are you all right?\They look just like birds... response:	They missed?
context: Um, what should we...?\Keep your wits about you! Prepare for battle.\Wasn't this supposed to be an easy mission\where all we did was set up transmission satellites?\Ow...\Asagi, are you all right?\They look just like birds...\They missed? response:	No, they intentionally didn't hit us.
context: Keep your wits about you! Prepare for battle.\Wasn't this supposed to be an easy mission\where all we did was set up transmission satellites?\Ow...\Asagi, are you all right?\They look just like birds...\They missed?\No, they intentionally didn't hit us. response:	They're mighty confident...
context: Wasn't this supposed to be an easy mission\where all we did was set up transmission satellites?\Ow...\Asagi, are you all right?\They look just like birds...\They missed?\No, they intentionally didn't hit us.\They're mighty confident... response:	We're more likely to get hit if we move...
context: where all we did was set up transmission satellites?\Ow...\Asagi, are you all right?\They look just like birds...\They missed?\No, they intentionally didn't hit us.\They're mighty confident...\We're more likely to get hit if we move... response:	How would the JURIA-SYSTEM respond to the situation?
context: Ow...\Asagi, are you all right?\They look just like birds...\They missed?\No, they intentionally didn't hit us.\They're mighty confident...\We're more likely to get hit if we move...\How would the JURIA-SYSTEM respond to the situation? response:	It isn't doing anything.
context: Asagi, are you all right?\They look just like birds...\They missed?\No, they intentionally didn't hit us.\They're mighty confident...\We're more likely to get hit if we move...\How would the JURIA-SYSTEM respond to the situation?\It isn't doing anything. response:	So we're frozen like frogs caught in a snake's gaze.
context: They look just like birds...\They missed?\No, they intentionally didn't hit us.\They're mighty confident...\We're more likely to get hit if we move...\How would the JURIA-SYSTEM respond to the situation?\It isn't doing anything.\So we're frozen like frogs caught in a snake's gaze. response:	They're totally withering up.
context: They missed?\No, they intentionally didn't hit us.\They're mighty confident...\We're more likely to get hit if we move...\How would the JURIA-SYSTEM respond to the situation?\It isn't doing anything.\So we're frozen like frogs caught in a snake's gaze.\They're totally withering up. response:	Blue Jaegar has completed its compulsory warm up.
context: No, they intentionally didn't hit us.\They're mighty confident...\We're more likely to get hit if we move...\How would the JURIA-SYSTEM respond to the situation?\It isn't doing anything.\So we're frozen like frogs caught in a snake's gaze.\They're totally withering up.\Blue Jaegar has completed its compulsory warm up. response:	Red 5's HEP Cannon is ready for launch.
context: They're mighty confident...\We're more likely to get hit if we move...\How would the JURIA-SYSTEM respond to the situation?\It isn't doing anything.\So we're frozen like frogs caught in a snake's gaze.\They're totally withering up.\Blue Jaegar has completed its compulsory warm up.\Red 5's HEP Cannon is ready for launch. response:	Blue 1, prepare for linkage!
context: We're more likely to get hit if we move...\How would the JURIA-SYSTEM respond to the situation?\It isn't doing anything.\So we're frozen like frogs caught in a snake's gaze.\They're totally withering up.\Blue Jaegar has completed its compulsory warm up.\Red 5's HEP Cannon is ready for launch.\Blue 1, prepare for linkage! response:	Blue 1, we're increasing your output to match the enemies' speed.
context: How would the JURIA-SYSTEM respond to the situation?\It isn't doing anything.\So we're frozen like frogs caught in a snake's gaze.\They're totally withering up.\Blue Jaegar has completed its compulsory warm up.\Red 5's HEP Cannon is ready for launch.\Blue 1, prepare for linkage!\Blue 1, we're increasing your output to match the enemies' speed. response:	And Red 5, we're launching your weapon.
context: It isn't doing anything.\So we're frozen like frogs caught in a snake's gaze.\They're totally withering up.\Blue Jaegar has completed its compulsory warm up.\Red 5's HEP Cannon is ready for launch.\Blue 1, prepare for linkage!\Blue 1, we're increasing your output to match the enemies' speed.\And Red 5, we're launching your weapon. response:	R-roger!
context: So we're frozen like frogs caught in a snake's gaze.\They're totally withering up.\Blue Jaegar has completed its compulsory warm up.\Red 5's HEP Cannon is ready for launch.\Blue 1, prepare for linkage!\Blue 1, we're increasing your output to match the enemies' speed.\And Red 5, we're launching your weapon.\R-roger! response:	We're going to launch your Assault Jaegar.
context: They're totally withering up.\Blue Jaegar has completed its compulsory warm up.\Red 5's HEP Cannon is ready for launch.\Blue 1, prepare for linkage!\Blue 1, we're increasing your output to match the enemies' speed.\And Red 5, we're launching your weapon.\R-roger!\We're going to launch your Assault Jaegar. response:	Turn on your core's guidance beacon.
context: Blue Jaegar has completed its compulsory warm up.\Red 5's HEP Cannon is ready for launch.\Blue 1, prepare for linkage!\Blue 1, we're increasing your output to match the enemies' speed.\And Red 5, we're launching your weapon.\R-roger!\We're going to launch your Assault Jaegar.\Turn on your core's guidance beacon. response:	Set your controls at half off.
context: Red 5's HEP Cannon is ready for launch.\Blue 1, prepare for linkage!\Blue 1, we're increasing your output to match the enemies' speed.\And Red 5, we're launching your weapon.\R-roger!\We're going to launch your Assault Jaegar.\Turn on your core's guidance beacon.\Set your controls at half off. response:	Linkage in a count of five!
context: Blue 1, prepare for linkage!\Blue 1, we're increasing your output to match the enemies' speed.\And Red 5, we're launching your weapon.\R-roger!\We're going to launch your Assault Jaegar.\Turn on your core's guidance beacon.\Set your controls at half off.\Linkage in a count of five! response:	Launch!
context: Blue 1, we're increasing your output to match the enemies' speed.\And Red 5, we're launching your weapon.\R-roger!\We're going to launch your Assault Jaegar.\Turn on your core's guidance beacon.\Set your controls at half off.\Linkage in a count of five!\Launch! response:	Linkage connecting in 5, 4, 3, 2, 1!
context: And Red 5, we're launching your weapon.\R-roger!\We're going to launch your Assault Jaegar.\Turn on your core's guidance beacon.\Set your controls at half off.\Linkage in a count of five!\Launch!\Linkage connecting in 5, 4, 3, 2, 1! response:	Now!
context: R-roger!\We're going to launch your Assault Jaegar.\Turn on your core's guidance beacon.\Set your controls at half off.\Linkage in a count of five!\Launch!\Linkage connecting in 5, 4, 3, 2, 1!\Now! response:	Asagi, you suck on the actual battlefield...
