context: And now, news about the incident at True Cross Academy. response:	The students who were taken hostage were all rescued uninjured, but the culprit escaped.
context: I'd like to know that too.\Anyway, I'll take Neuhaus there, so don't let her out of your eyes.\You don't have to come. Or rather, it's best you don't come.\Huh? What's wrong, Rin?\Did something happen? Hey!\What a wonderful garden.\This beauty doesn't fit a demon.\Sir Auguste! We have apprehended the culprit! response:	Rin!
context: Anyway, I'll take Neuhaus there, so don't let her out of your eyes.\You don't have to come. Or rather, it's best you don't come.\Huh? What's wrong, Rin?\Did something happen? Hey!\What a wonderful garden.\This beauty doesn't fit a demon.\Sir Auguste! We have apprehended the culprit!\Rin! response:	So this is where you were hiding?
context: You don't have to come. Or rather, it's best you don't come.\Huh? What's wrong, Rin?\Did something happen? Hey!\What a wonderful garden.\This beauty doesn't fit a demon.\Sir Auguste! We have apprehended the culprit!\Rin!\So this is where you were hiding? response:	You demon, who took the face of a human!
context: Huh? What's wrong, Rin?\Did something happen? Hey!\What a wonderful garden.\This beauty doesn't fit a demon.\Sir Auguste! We have apprehended the culprit!\Rin!\So this is where you were hiding?\You demon, who took the face of a human! response:	Reviving the dead is the greatest taboo in Assiah.
context: Did something happen? Hey!\What a wonderful garden.\This beauty doesn't fit a demon.\Sir Auguste! We have apprehended the culprit!\Rin!\So this is where you were hiding?\You demon, who took the face of a human!\Reviving the dead is the greatest taboo in Assiah. response:	I will eliminate you in the name of the Vatican.
context: What a wonderful garden.\This beauty doesn't fit a demon.\Sir Auguste! We have apprehended the culprit!\Rin!\So this is where you were hiding?\You demon, who took the face of a human!\Reviving the dead is the greatest taboo in Assiah.\I will eliminate you in the name of the Vatican. response:	Michelle!
context: This beauty doesn't fit a demon.\Sir Auguste! We have apprehended the culprit!\Rin!\So this is where you were hiding?\You demon, who took the face of a human!\Reviving the dead is the greatest taboo in Assiah.\I will eliminate you in the name of the Vatican.\Michelle! response:	Stop...
context: Sir Auguste! We have apprehended the culprit!\Rin!\So this is where you were hiding?\You demon, who took the face of a human!\Reviving the dead is the greatest taboo in Assiah.\I will eliminate you in the name of the Vatican.\Michelle!\Stop... response:	Get out of the way!
context: Rin!\So this is where you were hiding?\You demon, who took the face of a human!\Reviving the dead is the greatest taboo in Assiah.\I will eliminate you in the name of the Vatican.\Michelle!\Stop...\Get out of the way! response:	I will take responsibility for all of her sins.
context: So this is where you were hiding?\You demon, who took the face of a human!\Reviving the dead is the greatest taboo in Assiah.\I will eliminate you in the name of the Vatican.\Michelle!\Stop...\Get out of the way!\I will take responsibility for all of her sins. response:	So I beg you, please let her go!
context: You demon, who took the face of a human!\Reviving the dead is the greatest taboo in Assiah.\I will eliminate you in the name of the Vatican.\Michelle!\Stop...\Get out of the way!\I will take responsibility for all of her sins.\So I beg you, please let her go! response:	What a beautiful bond of marriage you have.
context: Reviving the dead is the greatest taboo in Assiah.\I will eliminate you in the name of the Vatican.\Michelle!\Stop...\Get out of the way!\I will take responsibility for all of her sins.\So I beg you, please let her go!\What a beautiful bond of marriage you have. response:	But... The only time the dead may return is when
context: I will eliminate you in the name of the Vatican.\Michelle!\Stop...\Get out of the way!\I will take responsibility for all of her sins.\So I beg you, please let her go!\What a beautiful bond of marriage you have.\But... The only time the dead may return is when response:	the angels blow the trumpets of the last Rapture!
context: Michelle!\Stop...\Get out of the way!\I will take responsibility for all of her sins.\So I beg you, please let her go!\What a beautiful bond of marriage you have.\But... The only time the dead may return is when\the angels blow the trumpets of the last Rapture! response:	Stop!
context: Stop...\Get out of the way!\I will take responsibility for all of her sins.\So I beg you, please let her go!\What a beautiful bond of marriage you have.\But... The only time the dead may return is when\the angels blow the trumpets of the last Rapture!\Stop! response:	So you'll protect a demon, son of Satan?
context: Get out of the way!\I will take responsibility for all of her sins.\So I beg you, please let her go!\What a beautiful bond of marriage you have.\But... The only time the dead may return is when\the angels blow the trumpets of the last Rapture!\Stop!\So you'll protect a demon, son of Satan? response:	I just don't like how you're turning Shiemi's home upside down!
context: I will take responsibility for all of her sins.\So I beg you, please let her go!\What a beautiful bond of marriage you have.\But... The only time the dead may return is when\the angels blow the trumpets of the last Rapture!\Stop!\So you'll protect a demon, son of Satan?\I just don't like how you're turning Shiemi's home upside down! response:	If you oppose me, you oppose the Vatican.
context: So I beg you, please let her go!\What a beautiful bond of marriage you have.\But... The only time the dead may return is when\the angels blow the trumpets of the last Rapture!\Stop!\So you'll protect a demon, son of Satan?\I just don't like how you're turning Shiemi's home upside down!\If you oppose me, you oppose the Vatican. response:	I told you it's got nothing to do with that!
context: What a beautiful bond of marriage you have.\But... The only time the dead may return is when\the angels blow the trumpets of the last Rapture!\Stop!\So you'll protect a demon, son of Satan?\I just don't like how you're turning Shiemi's home upside down!\If you oppose me, you oppose the Vatican.\I told you it's got nothing to do with that! response:	Rin!
context: But... The only time the dead may return is when\the angels blow the trumpets of the last Rapture!\Stop!\So you'll protect a demon, son of Satan?\I just don't like how you're turning Shiemi's home upside down!\If you oppose me, you oppose the Vatican.\I told you it's got nothing to do with that!\Rin! response:	Satan's son is fighting to help me?
context: the angels blow the trumpets of the last Rapture!\Stop!\So you'll protect a demon, son of Satan?\I just don't like how you're turning Shiemi's home upside down!\If you oppose me, you oppose the Vatican.\I told you it's got nothing to do with that!\Rin!\Satan's son is fighting to help me? response:	Why...?
context: Stop!\So you'll protect a demon, son of Satan?\I just don't like how you're turning Shiemi's home upside down!\If you oppose me, you oppose the Vatican.\I told you it's got nothing to do with that!\Rin!\Satan's son is fighting to help me?\Why...? response:	I tried to take away everything important to him...
context: So you'll protect a demon, son of Satan?\I just don't like how you're turning Shiemi's home upside down!\If you oppose me, you oppose the Vatican.\I told you it's got nothing to do with that!\Rin!\Satan's son is fighting to help me?\Why...?\I tried to take away everything important to him... response:	Is this all you can do, son of Satan?
context: I just don't like how you're turning Shiemi's home upside down!\If you oppose me, you oppose the Vatican.\I told you it's got nothing to do with that!\Rin!\Satan's son is fighting to help me?\Why...?\I tried to take away everything important to him...\Is this all you can do, son of Satan? response:	SHUT THE FUCK UP!
context: If you oppose me, you oppose the Vatican.\I told you it's got nothing to do with that!\Rin!\Satan's son is fighting to help me?\Why...?\I tried to take away everything important to him...\Is this all you can do, son of Satan?\SHUT THE FUCK UP! response:	Snakefang!
context: I told you it's got nothing to do with that!\Rin!\Satan's son is fighting to help me?\Why...?\I tried to take away everything important to him...\Is this all you can do, son of Satan?\SHUT THE FUCK UP!\Snakefang! response:	What the hell are you doing, Shura?
context: Rin!\Satan's son is fighting to help me?\Why...?\I tried to take away everything important to him...\Is this all you can do, son of Satan?\SHUT THE FUCK UP!\Snakefang!\What the hell are you doing, Shura? response:	Calm down!
context: Satan's son is fighting to help me?\Why...?\I tried to take away everything important to him...\Is this all you can do, son of Satan?\SHUT THE FUCK UP!\Snakefang!\What the hell are you doing, Shura?\Calm down! response:	What are you gonna do if you lose control?
context: Why...?\I tried to take away everything important to him...\Is this all you can do, son of Satan?\SHUT THE FUCK UP!\Snakefang!\What the hell are you doing, Shura?\Calm down!\What are you gonna do if you lose control? response:	Get out of the way, Shura.
context: I tried to take away everything important to him...\Is this all you can do, son of Satan?\SHUT THE FUCK UP!\Snakefang!\What the hell are you doing, Shura?\Calm down!\What are you gonna do if you lose control?\Get out of the way, Shura. response:	Think about what you're trying to do!
context: Is this all you can do, son of Satan?\SHUT THE FUCK UP!\Snakefang!\What the hell are you doing, Shura?\Calm down!\What are you gonna do if you lose control?\Get out of the way, Shura.\Think about what you're trying to do! response:	Get out of the way!
context: SHUT THE FUCK UP!\Snakefang!\What the hell are you doing, Shura?\Calm down!\What are you gonna do if you lose control?\Get out of the way, Shura.\Think about what you're trying to do!\Get out of the way! response:	Michelle!
context: Snakefang!\What the hell are you doing, Shura?\Calm down!\What are you gonna do if you lose control?\Get out of the way, Shura.\Think about what you're trying to do!\Get out of the way!\Michelle! response:	That...
context: What the hell are you doing, Shura?\Calm down!\What are you gonna do if you lose control?\Get out of the way, Shura.\Think about what you're trying to do!\Get out of the way!\Michelle!\That... response:	Michelle!
context: Calm down!\What are you gonna do if you lose control?\Get out of the way, Shura.\Think about what you're trying to do!\Get out of the way!\Michelle!\That...\Michelle! response:	Get a hold of yourself, Michelle!
context: What are you gonna do if you lose control?\Get out of the way, Shura.\Think about what you're trying to do!\Get out of the way!\Michelle!\That...\Michelle!\Get a hold of yourself, Michelle! response:	Dammit!
context: Get out of the way, Shura.\Think about what you're trying to do!\Get out of the way!\Michelle!\That...\Michelle!\Get a hold of yourself, Michelle!\Dammit! response:	Who shot her?
context: Think about what you're trying to do!\Get out of the way!\Michelle!\That...\Michelle!\Get a hold of yourself, Michelle!\Dammit!\Who shot her? response:	Come out!
context: Get out of the way!\Michelle!\That...\Michelle!\Get a hold of yourself, Michelle!\Dammit!\Who shot her?\Come out! response:	I said, come out!
context: Michelle!\That...\Michelle!\Get a hold of yourself, Michelle!\Dammit!\Who shot her?\Come out!\I said, come out! response:	Stop, Rin!
context: That...\Michelle!\Get a hold of yourself, Michelle!\Dammit!\Who shot her?\Come out!\I said, come out!\Stop, Rin! response:	Dammit!
context: Michelle!\Get a hold of yourself, Michelle!\Dammit!\Who shot her?\Come out!\I said, come out!\Stop, Rin!\Dammit! response:	The Garden of Amahara...
context: Get a hold of yourself, Michelle!\Dammit!\Who shot her?\Come out!\I said, come out!\Stop, Rin!\Dammit!\The Garden of Amahara... response:	I said, come out!
context: Dammit!\Who shot her?\Come out!\I said, come out!\Stop, Rin!\Dammit!\The Garden of Amahara...\I said, come out! response:	The paradise where all the flowers of the world are gathered.
context: Who shot her?\Come out!\I said, come out!\Stop, Rin!\Dammit!\The Garden of Amahara...\I said, come out!\The paradise where all the flowers of the world are gathered. response:	This isn't it, but I'm sure it exists.
context: Come out!\I said, come out!\Stop, Rin!\Dammit!\The Garden of Amahara...\I said, come out!\The paradise where all the flowers of the world are gathered.\This isn't it, but I'm sure it exists. response:	The place where we can live in peace.
context: I said, come out!\Stop, Rin!\Dammit!\The Garden of Amahara...\I said, come out!\The paradise where all the flowers of the world are gathered.\This isn't it, but I'm sure it exists.\The place where we can live in peace. response:	Let's go look for it together!
context: Stop, Rin!\Dammit!\The Garden of Amahara...\I said, come out!\The paradise where all the flowers of the world are gathered.\This isn't it, but I'm sure it exists.\The place where we can live in peace.\Let's go look for it together! response:	Darling...
context: Dammit!\The Garden of Amahara...\I said, come out!\The paradise where all the flowers of the world are gathered.\This isn't it, but I'm sure it exists.\The place where we can live in peace.\Let's go look for it together!\Darling... response:	What are you waiting for?
context: The Garden of Amahara...\I said, come out!\The paradise where all the flowers of the world are gathered.\This isn't it, but I'm sure it exists.\The place where we can live in peace.\Let's go look for it together!\Darling...\What are you waiting for? response:	Arrest those heretics!
context: I said, come out!\The paradise where all the flowers of the world are gathered.\This isn't it, but I'm sure it exists.\The place where we can live in peace.\Let's go look for it together!\Darling...\What are you waiting for?\Arrest those heretics! response:	Stop!
context: The paradise where all the flowers of the world are gathered.\This isn't it, but I'm sure it exists.\The place where we can live in peace.\Let's go look for it together!\Darling...\What are you waiting for?\Arrest those heretics!\Stop! response:	So many Green Men...
context: This isn't it, but I'm sure it exists.\The place where we can live in peace.\Let's go look for it together!\Darling...\What are you waiting for?\Arrest those heretics!\Stop!\So many Green Men... response:	You...
context: The place where we can live in peace.\Let's go look for it together!\Darling...\What are you waiting for?\Arrest those heretics!\Stop!\So many Green Men...\You... response:	Sir Auguste...
context: Let's go look for it together!\Darling...\What are you waiting for?\Arrest those heretics!\Stop!\So many Green Men...\You...\Sir Auguste... response:	I know. Retreat.
context: Darling...\What are you waiting for?\Arrest those heretics!\Stop!\So many Green Men...\You...\Sir Auguste...\I know. Retreat. response:	Why are the bells ringing?
context: What are you waiting for?\Arrest those heretics!\Stop!\So many Green Men...\You...\Sir Auguste...\I know. Retreat.\Why are the bells ringing? response:	Urgent summons from the Vatican.
context: Arrest those heretics!\Stop!\So many Green Men...\You...\Sir Auguste...\I know. Retreat.\Why are the bells ringing?\Urgent summons from the Vatican. response:	Urgent summons?
context: Stop!\So many Green Men...\You...\Sir Auguste...\I know. Retreat.\Why are the bells ringing?\Urgent summons from the Vatican.\Urgent summons? response:	Is this going to be fine?
context: So many Green Men...\You...\Sir Auguste...\I know. Retreat.\Why are the bells ringing?\Urgent summons from the Vatican.\Urgent summons?\Is this going to be fine? response:	It's all right.
context: You...\Sir Auguste...\I know. Retreat.\Why are the bells ringing?\Urgent summons from the Vatican.\Urgent summons?\Is this going to be fine?\It's all right. response:	They can find it for sure...
context: Sir Auguste...\I know. Retreat.\Why are the bells ringing?\Urgent summons from the Vatican.\Urgent summons?\Is this going to be fine?\It's all right.\They can find it for sure... response:	The Garden of Amahara where they can live in peace together.
context: I know. Retreat.\Why are the bells ringing?\Urgent summons from the Vatican.\Urgent summons?\Is this going to be fine?\It's all right.\They can find it for sure...\The Garden of Amahara where they can live in peace together. response:	Arthur Auguste Angel reporting in.
context: Why are the bells ringing?\Urgent summons from the Vatican.\Urgent summons?\Is this going to be fine?\It's all right.\They can find it for sure...\The Garden of Amahara where they can live in peace together.\Arthur Auguste Angel reporting in. response:	Good work, Paladin.
context: Urgent summons from the Vatican.\Urgent summons?\Is this going to be fine?\It's all right.\They can find it for sure...\The Garden of Amahara where they can live in peace together.\Arthur Auguste Angel reporting in.\Good work, Paladin. response:	Where are the Grigori?
context: Urgent summons?\Is this going to be fine?\It's all right.\They can find it for sure...\The Garden of Amahara where they can live in peace together.\Arthur Auguste Angel reporting in.\Good work, Paladin.\Where are the Grigori? response:	They were dismissed.
context: Is this going to be fine?\It's all right.\They can find it for sure...\The Garden of Amahara where they can live in peace together.\Arthur Auguste Angel reporting in.\Good work, Paladin.\Where are the Grigori?\They were dismissed. response:	That's impossible! The Grigori are the highest authority of the Order of the True Cross!
context: It's all right.\They can find it for sure...\The Garden of Amahara where they can live in peace together.\Arthur Auguste Angel reporting in.\Good work, Paladin.\Where are the Grigori?\They were dismissed.\That's impossible! The Grigori are the highest authority of the Order of the True Cross! response:	They were the highest authority.
context: They can find it for sure...\The Garden of Amahara where they can live in peace together.\Arthur Auguste Angel reporting in.\Good work, Paladin.\Where are the Grigori?\They were dismissed.\That's impossible! The Grigori are the highest authority of the Order of the True Cross!\They were the highest authority. response:	As of today I, Ernest Frederick Aegin, take on their duties.
context: The Garden of Amahara where they can live in peace together.\Arthur Auguste Angel reporting in.\Good work, Paladin.\Where are the Grigori?\They were dismissed.\That's impossible! The Grigori are the highest authority of the Order of the True Cross!\They were the highest authority.\As of today I, Ernest Frederick Aegin, take on their duties. response:	Gentlemen! Our order has been fighting a defensive war for all of our recorded history.
context: Arthur Auguste Angel reporting in.\Good work, Paladin.\Where are the Grigori?\They were dismissed.\That's impossible! The Grigori are the highest authority of the Order of the True Cross!\They were the highest authority.\As of today I, Ernest Frederick Aegin, take on their duties.\Gentlemen! Our order has been fighting a defensive war for all of our recorded history. response:	The time to take the offensive has come!
context: Good work, Paladin.\Where are the Grigori?\They were dismissed.\That's impossible! The Grigori are the highest authority of the Order of the True Cross!\They were the highest authority.\As of today I, Ernest Frederick Aegin, take on their duties.\Gentlemen! Our order has been fighting a defensive war for all of our recorded history.\The time to take the offensive has come! response:	We will eliminate all the demons and bring peace to this world!
context: Where are the Grigori?\They were dismissed.\That's impossible! The Grigori are the highest authority of the Order of the True Cross!\They were the highest authority.\As of today I, Ernest Frederick Aegin, take on their duties.\Gentlemen! Our order has been fighting a defensive war for all of our recorded history.\The time to take the offensive has come!\We will eliminate all the demons and bring peace to this world! response:	Yukio Okumura...
context: They were dismissed.\That's impossible! The Grigori are the highest authority of the Order of the True Cross!\They were the highest authority.\As of today I, Ernest Frederick Aegin, take on their duties.\Gentlemen! Our order has been fighting a defensive war for all of our recorded history.\The time to take the offensive has come!\We will eliminate all the demons and bring peace to this world!\Yukio Okumura... response:	Rin, is this what Exorcists do?
context: That's impossible! The Grigori are the highest authority of the Order of the True Cross!\They were the highest authority.\As of today I, Ernest Frederick Aegin, take on their duties.\Gentlemen! Our order has been fighting a defensive war for all of our recorded history.\The time to take the offensive has come!\We will eliminate all the demons and bring peace to this world!\Yukio Okumura...\Rin, is this what Exorcists do? response:	This looks like we are...
context: They were the highest authority.\As of today I, Ernest Frederick Aegin, take on their duties.\Gentlemen! Our order has been fighting a defensive war for all of our recorded history.\The time to take the offensive has come!\We will eliminate all the demons and bring peace to this world!\Yukio Okumura...\Rin, is this what Exorcists do?\This looks like we are... response:	Are you serious?
context: As of today I, Ernest Frederick Aegin, take on their duties.\Gentlemen! Our order has been fighting a defensive war for all of our recorded history.\The time to take the offensive has come!\We will eliminate all the demons and bring peace to this world!\Yukio Okumura...\Rin, is this what Exorcists do?\This looks like we are...\Are you serious? response:	Let go of me, Rin.
context: Gentlemen! Our order has been fighting a defensive war for all of our recorded history.\The time to take the offensive has come!\We will eliminate all the demons and bring peace to this world!\Yukio Okumura...\Rin, is this what Exorcists do?\This looks like we are...\Are you serious?\Let go of me, Rin. response:	I said let go!
context: The time to take the offensive has come!\We will eliminate all the demons and bring peace to this world!\Yukio Okumura...\Rin, is this what Exorcists do?\This looks like we are...\Are you serious?\Let go of me, Rin.\I said let go! response:	Episode 21 sz Secret Garden
context: We will eliminate all the demons and bring peace to this world!\Yukio Okumura...\Rin, is this what Exorcists do?\This looks like we are...\Are you serious?\Let go of me, Rin.\I said let go!\Episode 21 sz Secret Garden response:	Next Episode Preview
context: Yukio Okumura...\Rin, is this what Exorcists do?\This looks like we are...\Are you serious?\Let go of me, Rin.\I said let go!\Episode 21 sz Secret Garden\Next Episode Preview response:	Demon Hunt
context: Rin, is this what Exorcists do?\This looks like we are...\Are you serious?\Let go of me, Rin.\I said let go!\Episode 21 sz Secret Garden\Next Episode Preview\Demon Hunt response:	The Blue Exorcist
context: This looks like we are...\Are you serious?\Let go of me, Rin.\I said let go!\Episode 21 sz Secret Garden\Next Episode Preview\Demon Hunt\The Blue Exorcist response:	The Blue Exorcist
context: Are you serious?\Let go of me, Rin.\I said let go!\Episode 21 sz Secret Garden\Next Episode Preview\Demon Hunt\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Let go of me, Rin.\I said let go!\Episode 21 sz Secret Garden\Next Episode Preview\Demon Hunt\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: I said let go!\Episode 21 sz Secret Garden\Next Episode Preview\Demon Hunt\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Episode 21 sz Secret Garden\Next Episode Preview\Demon Hunt\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Next Episode Preview\Demon Hunt\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	nuguisarenai kako no kanashimi
context: Demon Hunt\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi response:	It's alright kokoro ni mo nai
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai response:	Blastar hanachi te wo nobashita
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita response:	sakete toorenai michi wa itsu kara ka konna datta
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta response:	soshite daremo inakunatta...
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta... response:	unmei nante kuso kurae
context: The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae response:	yarikirenakute cry for pride
context: The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride response:	hibiku ai no uta
context: nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta response:	yuganda sekai magatta negai
context: It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai response:	kuzuresatte iku risou to ashita
context: Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita response:	haite suteru hodo ni taikutsu datta
context: sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta response:	unmei nante nurikaete
context: soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete response:	kizu darake ni natte try for pride
context: unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride response:	soredemo ai wo utau
context: yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau response:	hizunda sekai todokazu negai
context: hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai response:	kizuki ageteku kizuna to ashita
context: yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita response:	haite sutete mo kekkyoku taisetsu nanda
context: kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda response:	harewatari michi ni hikari wa sashita
context: haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita response:	Let's fight osore wa nai
context: unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai response:	moroha no tsurugi furikazashita
context: kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita response:	Dark side in my heart is
context: soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is response:	the unerasable sadness of the past.
context: hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past. response:	It's alright if I don't really mean it,
context: kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it, response:	so I fire my blasters and stretch out my hands.
context: haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands. response:	Since when has my way been unavoidable like this?
context: harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this? response:	And now there's no one left...
context: Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left... response:	Fuck this destiny,
context: moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny, response:	I cry for my pride, I can't bear it.
context: Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it. response:	Ah, ah, ah, alone in my world.
context: the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world. response:	An aria of love resounding through
context: It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through response:	this distorted reality of twisted prayers.
context: so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers. response:	My dreams and tomorrow are collapsing,
context: Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing, response:	because throwing away the lies would be boring.
context: And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring. response:	Good bye precious life.
context: Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life. response:	Go and repaint this destiny,
