context: So that flowers may bloom with innumerable deaths providing their nourishment, response:	Riko! So that flowers may bloom with innumerable deaths providing their nourishment,
context: Let us celebrate the success of the experiment.\You can gather most of the stuff on the western side.\Stay out of the central region. Orby is in there.\Orby?\Does Nanachi mean the orbed-piercer?\A demonfish, the bigger the better.\Choose one that displays clear color differentiation between its back and belly.\Giant-hammerbeak eggs. response:	Take just one per nest.
context: You can gather most of the stuff on the western side.\Stay out of the central region. Orby is in there.\Orby?\Does Nanachi mean the orbed-piercer?\A demonfish, the bigger the better.\Choose one that displays clear color differentiation between its back and belly.\Giant-hammerbeak eggs.\Take just one per nest. response:	The freshly-laid ones are best.
context: Stay out of the central region. Orby is in there.\Orby?\Does Nanachi mean the orbed-piercer?\A demonfish, the bigger the better.\Choose one that displays clear color differentiation between its back and belly.\Giant-hammerbeak eggs.\Take just one per nest.\The freshly-laid ones are best. response:	This here...?
context: Orby?\Does Nanachi mean the orbed-piercer?\A demonfish, the bigger the better.\Choose one that displays clear color differentiation between its back and belly.\Giant-hammerbeak eggs.\Take just one per nest.\The freshly-laid ones are best.\This here...? response:	Sto-!
context: Does Nanachi mean the orbed-piercer?\A demonfish, the bigger the better.\Choose one that displays clear color differentiation between its back and belly.\Giant-hammerbeak eggs.\Take just one per nest.\The freshly-laid ones are best.\This here...?\Sto-! response:	Cut it out!
context: A demonfish, the bigger the better.\Choose one that displays clear color differentiation between its back and belly.\Giant-hammerbeak eggs.\Take just one per nest.\The freshly-laid ones are best.\This here...?\Sto-!\Cut it out! response:	Yellow-shining grass.
context: Choose one that displays clear color differentiation between its back and belly.\Giant-hammerbeak eggs.\Take just one per nest.\The freshly-laid ones are best.\This here...?\Sto-!\Cut it out!\Yellow-shining grass. response:	Find a spot with lots of it growing and pick the stuff that smells somewhat better.
context: Giant-hammerbeak eggs.\Take just one per nest.\The freshly-laid ones are best.\This here...?\Sto-!\Cut it out!\Yellow-shining grass.\Find a spot with lots of it growing and pick the stuff that smells somewhat better. response:	A shroombear infected with water-shrooms.
context: Take just one per nest.\The freshly-laid ones are best.\This here...?\Sto-!\Cut it out!\Yellow-shining grass.\Find a spot with lots of it growing and pick the stuff that smells somewhat better.\A shroombear infected with water-shrooms. response:	Alright, I've collected it all now!
context: The freshly-laid ones are best.\This here...?\Sto-!\Cut it out!\Yellow-shining grass.\Find a spot with lots of it growing and pick the stuff that smells somewhat better.\A shroombear infected with water-shrooms.\Alright, I've collected it all now! response:	Please... Make it in time!
context: This here...?\Sto-!\Cut it out!\Yellow-shining grass.\Find a spot with lots of it growing and pick the stuff that smells somewhat better.\A shroombear infected with water-shrooms.\Alright, I've collected it all now!\Please... Make it in time! response:	Riko!
context: Sto-!\Cut it out!\Yellow-shining grass.\Find a spot with lots of it growing and pick the stuff that smells somewhat better.\A shroombear infected with water-shrooms.\Alright, I've collected it all now!\Please... Make it in time!\Riko! response:	Riko!
context: Cut it out!\Yellow-shining grass.\Find a spot with lots of it growing and pick the stuff that smells somewhat better.\A shroombear infected with water-shrooms.\Alright, I've collected it all now!\Please... Make it in time!\Riko!\Riko! response:	Riko?!
context: Yellow-shining grass.\Find a spot with lots of it growing and pick the stuff that smells somewhat better.\A shroombear infected with water-shrooms.\Alright, I've collected it all now!\Please... Make it in time!\Riko!\Riko!\Riko?! response:	Wha...?!
context: Find a spot with lots of it growing and pick the stuff that smells somewhat better.\A shroombear infected with water-shrooms.\Alright, I've collected it all now!\Please... Make it in time!\Riko!\Riko!\Riko?!\Wha...?! response:	Wh-wh-what are you...?!
context: A shroombear infected with water-shrooms.\Alright, I've collected it all now!\Please... Make it in time!\Riko!\Riko!\Riko?!\Wha...?!\Wh-wh-what are you...?! response:	Nanachi, what are you doing?!
context: Alright, I've collected it all now!\Please... Make it in time!\Riko!\Riko!\Riko?!\Wha...?!\Wh-wh-what are you...?!\Nanachi, what are you doing?! response:	Hey, you sure are noisy.
context: Please... Make it in time!\Riko!\Riko!\Riko?!\Wha...?!\Wh-wh-what are you...?!\Nanachi, what are you doing?!\Hey, you sure are noisy. response:	If we just leave her soaked in bloody pee, she'll get a rash, right?
context: Riko!\Riko!\Riko?!\Wha...?!\Wh-wh-what are you...?!\Nanachi, what are you doing?!\Hey, you sure are noisy.\If we just leave her soaked in bloody pee, she'll get a rash, right? response:	Look.
context: Riko!\Riko?!\Wha...?!\Wh-wh-what are you...?!\Nanachi, what are you doing?!\Hey, you sure are noisy.\If we just leave her soaked in bloody pee, she'll get a rash, right?\Look. response:	She really peed a lot.
context: Riko?!\Wha...?!\Wh-wh-what are you...?!\Nanachi, what are you doing?!\Hey, you sure are noisy.\If we just leave her soaked in bloody pee, she'll get a rash, right?\Look.\She really peed a lot. response:	Make sure to wash it later.
context: Wha...?!\Wh-wh-what are you...?!\Nanachi, what are you doing?!\Hey, you sure are noisy.\If we just leave her soaked in bloody pee, she'll get a rash, right?\Look.\She really peed a lot.\Make sure to wash it later. response:	Uh...
context: Wh-wh-what are you...?!\Nanachi, what are you doing?!\Hey, you sure are noisy.\If we just leave her soaked in bloody pee, she'll get a rash, right?\Look.\She really peed a lot.\Make sure to wash it later.\Uh... response:	is Riko alright?!
context: Nanachi, what are you doing?!\Hey, you sure are noisy.\If we just leave her soaked in bloody pee, she'll get a rash, right?\Look.\She really peed a lot.\Make sure to wash it later.\Uh...\is Riko alright?! response:	Also... I misunderstood and... well...
context: Hey, you sure are noisy.\If we just leave her soaked in bloody pee, she'll get a rash, right?\Look.\She really peed a lot.\Make sure to wash it later.\Uh...\is Riko alright?!\Also... I misunderstood and... well... response:	Is she okay?!
context: If we just leave her soaked in bloody pee, she'll get a rash, right?\Look.\She really peed a lot.\Make sure to wash it later.\Uh...\is Riko alright?!\Also... I misunderstood and... well...\Is she okay?! response:	Just calm down, you piece of junk.
context: Look.\She really peed a lot.\Make sure to wash it later.\Uh...\is Riko alright?!\Also... I misunderstood and... well...\Is she okay?!\Just calm down, you piece of junk. response:	Oh, this one's great!
context: She really peed a lot.\Make sure to wash it later.\Uh...\is Riko alright?!\Also... I misunderstood and... well...\Is she okay?!\Just calm down, you piece of junk.\Oh, this one's great! response:	You're pretty good.
context: Make sure to wash it later.\Uh...\is Riko alright?!\Also... I misunderstood and... well...\Is she okay?!\Just calm down, you piece of junk.\Oh, this one's great!\You're pretty good. response:	Well, let's get started right away.
context: Uh...\is Riko alright?!\Also... I misunderstood and... well...\Is she okay?!\Just calm down, you piece of junk.\Oh, this one's great!\You're pretty good.\Well, let's get started right away. response:	We're going to save Riko.
context: is Riko alright?!\Also... I misunderstood and... well...\Is she okay?!\Just calm down, you piece of junk.\Oh, this one's great!\You're pretty good.\Well, let's get started right away.\We're going to save Riko. response:	Ah, okay!
context: Also... I misunderstood and... well...\Is she okay?!\Just calm down, you piece of junk.\Oh, this one's great!\You're pretty good.\Well, let's get started right away.\We're going to save Riko.\Ah, okay! response:	These water-mushrooms are parasitic, you see.
context: Is she okay?!\Just calm down, you piece of junk.\Oh, this one's great!\You're pretty good.\Well, let's get started right away.\We're going to save Riko.\Ah, okay!\These water-mushrooms are parasitic, you see. response:	When it looks like their host, which has left the den by this point, is about to kick the bucket,
context: Just calm down, you piece of junk.\Oh, this one's great!\You're pretty good.\Well, let's get started right away.\We're going to save Riko.\Ah, okay!\These water-mushrooms are parasitic, you see.\When it looks like their host, which has left the den by this point, is about to kick the bucket, response:	they share their stored-up nutrients and get their host going again.
context: Oh, this one's great!\You're pretty good.\Well, let's get started right away.\We're going to save Riko.\Ah, okay!\These water-mushrooms are parasitic, you see.\When it looks like their host, which has left the den by this point, is about to kick the bucket,\they share their stored-up nutrients and get their host going again. response:	If the number of shroombears in a new den increases, there'll be more water-shrooms, too.
context: You're pretty good.\Well, let's get started right away.\We're going to save Riko.\Ah, okay!\These water-mushrooms are parasitic, you see.\When it looks like their host, which has left the den by this point, is about to kick the bucket,\they share their stored-up nutrients and get their host going again.\If the number of shroombears in a new den increases, there'll be more water-shrooms, too. response:	It's what's known as a symbiotic relationship.
context: Well, let's get started right away.\We're going to save Riko.\Ah, okay!\These water-mushrooms are parasitic, you see.\When it looks like their host, which has left the den by this point, is about to kick the bucket,\they share their stored-up nutrients and get their host going again.\If the number of shroombears in a new den increases, there'll be more water-shrooms, too.\It's what's known as a symbiotic relationship. response:	While Riko's still unconscious, we're going to plant them on her and put'em to good use.
context: We're going to save Riko.\Ah, okay!\These water-mushrooms are parasitic, you see.\When it looks like their host, which has left the den by this point, is about to kick the bucket,\they share their stored-up nutrients and get their host going again.\If the number of shroombears in a new den increases, there'll be more water-shrooms, too.\It's what's known as a symbiotic relationship.\While Riko's still unconscious, we're going to plant them on her and put'em to good use. response:	She's got a good vein there anyway, so we'll plant'em right on her wound.
context: Ah, okay!\These water-mushrooms are parasitic, you see.\When it looks like their host, which has left the den by this point, is about to kick the bucket,\they share their stored-up nutrients and get their host going again.\If the number of shroombears in a new den increases, there'll be more water-shrooms, too.\It's what's known as a symbiotic relationship.\While Riko's still unconscious, we're going to plant them on her and put'em to good use.\She's got a good vein there anyway, so we'll plant'em right on her wound. response:	That should help the bone's healing process a bit, too.
context: These water-mushrooms are parasitic, you see.\When it looks like their host, which has left the den by this point, is about to kick the bucket,\they share their stored-up nutrients and get their host going again.\If the number of shroombears in a new den increases, there'll be more water-shrooms, too.\It's what's known as a symbiotic relationship.\While Riko's still unconscious, we're going to plant them on her and put'em to good use.\She's got a good vein there anyway, so we'll plant'em right on her wound.\That should help the bone's healing process a bit, too. response:	They also help prevent the rotting of the flesh.
context: When it looks like their host, which has left the den by this point, is about to kick the bucket,\they share their stored-up nutrients and get their host going again.\If the number of shroombears in a new den increases, there'll be more water-shrooms, too.\It's what's known as a symbiotic relationship.\While Riko's still unconscious, we're going to plant them on her and put'em to good use.\She's got a good vein there anyway, so we'll plant'em right on her wound.\That should help the bone's healing process a bit, too.\They also help prevent the rotting of the flesh. response:	Well, they do hurt like crazy when you pull'em off, though.
context: they share their stored-up nutrients and get their host going again.\If the number of shroombears in a new den increases, there'll be more water-shrooms, too.\It's what's known as a symbiotic relationship.\While Riko's still unconscious, we're going to plant them on her and put'em to good use.\She's got a good vein there anyway, so we'll plant'em right on her wound.\That should help the bone's healing process a bit, too.\They also help prevent the rotting of the flesh.\Well, they do hurt like crazy when you pull'em off, though. response:	Nanachi, what are you going to use the fish and the rest of the stuff for?
context: If the number of shroombears in a new den increases, there'll be more water-shrooms, too.\It's what's known as a symbiotic relationship.\While Riko's still unconscious, we're going to plant them on her and put'em to good use.\She's got a good vein there anyway, so we'll plant'em right on her wound.\That should help the bone's healing process a bit, too.\They also help prevent the rotting of the flesh.\Well, they do hurt like crazy when you pull'em off, though.\Nanachi, what are you going to use the fish and the rest of the stuff for? response:	That should be obvious.
context: It's what's known as a symbiotic relationship.\While Riko's still unconscious, we're going to plant them on her and put'em to good use.\She's got a good vein there anyway, so we'll plant'em right on her wound.\That should help the bone's healing process a bit, too.\They also help prevent the rotting of the flesh.\Well, they do hurt like crazy when you pull'em off, though.\Nanachi, what are you going to use the fish and the rest of the stuff for?\That should be obvious. response:	For my dinner, of course.
context: While Riko's still unconscious, we're going to plant them on her and put'em to good use.\She's got a good vein there anyway, so we'll plant'em right on her wound.\That should help the bone's healing process a bit, too.\They also help prevent the rotting of the flesh.\Well, they do hurt like crazy when you pull'em off, though.\Nanachi, what are you going to use the fish and the rest of the stuff for?\That should be obvious.\For my dinner, of course. response:	Wha...?!
context: She's got a good vein there anyway, so we'll plant'em right on her wound.\That should help the bone's healing process a bit, too.\They also help prevent the rotting of the flesh.\Well, they do hurt like crazy when you pull'em off, though.\Nanachi, what are you going to use the fish and the rest of the stuff for?\That should be obvious.\For my dinner, of course.\Wha...?! response:	I can't believe you!
context: That should help the bone's healing process a bit, too.\They also help prevent the rotting of the flesh.\Well, they do hurt like crazy when you pull'em off, though.\Nanachi, what are you going to use the fish and the rest of the stuff for?\That should be obvious.\For my dinner, of course.\Wha...?!\I can't believe you! response:	I gathered all this! What would we do if I'd been too late?!
context: They also help prevent the rotting of the flesh.\Well, they do hurt like crazy when you pull'em off, though.\Nanachi, what are you going to use the fish and the rest of the stuff for?\That should be obvious.\For my dinner, of course.\Wha...?!\I can't believe you!\I gathered all this! What would we do if I'd been too late?! response:	Hey, you sure get noisy about every little thing...
context: Well, they do hurt like crazy when you pull'em off, though.\Nanachi, what are you going to use the fish and the rest of the stuff for?\That should be obvious.\For my dinner, of course.\Wha...?!\I can't believe you!\I gathered all this! What would we do if I'd been too late?!\Hey, you sure get noisy about every little thing... response:	What's all this business about being noisy?!
context: Nanachi, what are you going to use the fish and the rest of the stuff for?\That should be obvious.\For my dinner, of course.\Wha...?!\I can't believe you!\I gathered all this! What would we do if I'd been too late?!\Hey, you sure get noisy about every little thing...\What's all this business about being noisy?! response:	With the state Riko's in...
context: That should be obvious.\For my dinner, of course.\Wha...?!\I can't believe you!\I gathered all this! What would we do if I'd been too late?!\Hey, you sure get noisy about every little thing...\What's all this business about being noisy?!\With the state Riko's in... response:	I've been watching over her this whole time, so it's not like I can go and find food myself, right?
context: For my dinner, of course.\Wha...?!\I can't believe you!\I gathered all this! What would we do if I'd been too late?!\Hey, you sure get noisy about every little thing...\What's all this business about being noisy?!\With the state Riko's in...\I've been watching over her this whole time, so it's not like I can go and find food myself, right? response:	If I collapse from hunger, who's going to treat her then?
context: Wha...?!\I can't believe you!\I gathered all this! What would we do if I'd been too late?!\Hey, you sure get noisy about every little thing...\What's all this business about being noisy?!\With the state Riko's in...\I've been watching over her this whole time, so it's not like I can go and find food myself, right?\If I collapse from hunger, who's going to treat her then? response:	I suppose that's true...
context: I can't believe you!\I gathered all this! What would we do if I'd been too late?!\Hey, you sure get noisy about every little thing...\What's all this business about being noisy?!\With the state Riko's in...\I've been watching over her this whole time, so it's not like I can go and find food myself, right?\If I collapse from hunger, who's going to treat her then?\I suppose that's true... response:	I'm sorry.
context: I gathered all this! What would we do if I'd been too late?!\Hey, you sure get noisy about every little thing...\What's all this business about being noisy?!\With the state Riko's in...\I've been watching over her this whole time, so it's not like I can go and find food myself, right?\If I collapse from hunger, who's going to treat her then?\I suppose that's true...\I'm sorry. response:	As long as you understand now.
context: Hey, you sure get noisy about every little thing...\What's all this business about being noisy?!\With the state Riko's in...\I've been watching over her this whole time, so it's not like I can go and find food myself, right?\If I collapse from hunger, who's going to treat her then?\I suppose that's true...\I'm sorry.\As long as you understand now. response:	He's really a pushover...
context: What's all this business about being noisy?!\With the state Riko's in...\I've been watching over her this whole time, so it's not like I can go and find food myself, right?\If I collapse from hunger, who's going to treat her then?\I suppose that's true...\I'm sorry.\As long as you understand now.\He's really a pushover... response:	Don't look so sad.
context: With the state Riko's in...\I've been watching over her this whole time, so it's not like I can go and find food myself, right?\If I collapse from hunger, who's going to treat her then?\I suppose that's true...\I'm sorry.\As long as you understand now.\He's really a pushover...\Don't look so sad. response:	I know it doesn't look pretty, but at least this will save her life.
context: I've been watching over her this whole time, so it's not like I can go and find food myself, right?\If I collapse from hunger, who's going to treat her then?\I suppose that's true...\I'm sorry.\As long as you understand now.\He's really a pushover...\Don't look so sad.\I know it doesn't look pretty, but at least this will save her life. response:	Really?!
context: If I collapse from hunger, who's going to treat her then?\I suppose that's true...\I'm sorry.\As long as you understand now.\He's really a pushover...\Don't look so sad.\I know it doesn't look pretty, but at least this will save her life.\Really?! response:	Her life is truly saved this time?!
context: I suppose that's true...\I'm sorry.\As long as you understand now.\He's really a pushover...\Don't look so sad.\I know it doesn't look pretty, but at least this will save her life.\Really?!\Her life is truly saved this time?! response:	That's right.
context: I'm sorry.\As long as you understand now.\He's really a pushover...\Don't look so sad.\I know it doesn't look pretty, but at least this will save her life.\Really?!\Her life is truly saved this time?!\That's right. response:	Thank you!
context: As long as you understand now.\He's really a pushover...\Don't look so sad.\I know it doesn't look pretty, but at least this will save her life.\Really?!\Her life is truly saved this time?!\That's right.\Thank you! response:	Thank you, Nanachi!
context: He's really a pushover...\Don't look so sad.\I know it doesn't look pretty, but at least this will save her life.\Really?!\Her life is truly saved this time?!\That's right.\Thank you!\Thank you, Nanachi! response:	Jeez, you're so irritating!
context: Don't look so sad.\I know it doesn't look pretty, but at least this will save her life.\Really?!\Her life is truly saved this time?!\That's right.\Thank you!\Thank you, Nanachi!\Jeez, you're so irritating! response:	You really are fluffy...
context: I know it doesn't look pretty, but at least this will save her life.\Really?!\Her life is truly saved this time?!\That's right.\Thank you!\Thank you, Nanachi!\Jeez, you're so irritating!\You really are fluffy... response:	Hey now!
context: Really?!\Her life is truly saved this time?!\That's right.\Thank you!\Thank you, Nanachi!\Jeez, you're so irritating!\You really are fluffy...\Hey now! response:	Go wash Riko's pee-stained clothes.
context: Her life is truly saved this time?!\That's right.\Thank you!\Thank you, Nanachi!\Jeez, you're so irritating!\You really are fluffy...\Hey now!\Go wash Riko's pee-stained clothes. response:	There's a riverbed out back.
context: That's right.\Thank you!\Thank you, Nanachi!\Jeez, you're so irritating!\You really are fluffy...\Hey now!\Go wash Riko's pee-stained clothes.\There's a riverbed out back. response:	Understood...
context: Thank you!\Thank you, Nanachi!\Jeez, you're so irritating!\You really are fluffy...\Hey now!\Go wash Riko's pee-stained clothes.\There's a riverbed out back.\Understood... response:	Flowers of Fortitude...
context: Thank you, Nanachi!\Jeez, you're so irritating!\You really are fluffy...\Hey now!\Go wash Riko's pee-stained clothes.\There's a riverbed out back.\Understood...\Flowers of Fortitude... response:	Eternal Fortunes, huh?
context: Jeez, you're so irritating!\You really are fluffy...\Hey now!\Go wash Riko's pee-stained clothes.\There's a riverbed out back.\Understood...\Flowers of Fortitude...\Eternal Fortunes, huh? response:	Are these...
context: You really are fluffy...\Hey now!\Go wash Riko's pee-stained clothes.\There's a riverbed out back.\Understood...\Flowers of Fortitude...\Eternal Fortunes, huh?\Are these... response:	gravestones?
context: Hey now!\Go wash Riko's pee-stained clothes.\There's a riverbed out back.\Understood...\Flowers of Fortitude...\Eternal Fortunes, huh?\Are these...\gravestones? response:	I'll be going now, Lyza...
context: Go wash Riko's pee-stained clothes.\There's a riverbed out back.\Understood...\Flowers of Fortitude...\Eternal Fortunes, huh?\Are these...\gravestones?\I'll be going now, Lyza... response:	Th-that's...
context: There's a riverbed out back.\Understood...\Flowers of Fortitude...\Eternal Fortunes, huh?\Are these...\gravestones?\I'll be going now, Lyza...\Th-that's... response:	the Blaze Reap?!
context: Understood...\Flowers of Fortitude...\Eternal Fortunes, huh?\Are these...\gravestones?\I'll be going now, Lyza...\Th-that's...\the Blaze Reap?! response:	But why is it here...?
context: Flowers of Fortitude...\Eternal Fortunes, huh?\Are these...\gravestones?\I'll be going now, Lyza...\Th-that's...\the Blaze Reap?!\But why is it here...? response:	I was sure it was kicked away somewhere by the orbed-piercer...
context: Eternal Fortunes, huh?\Are these...\gravestones?\I'll be going now, Lyza...\Th-that's...\the Blaze Reap?!\But why is it here...?\I was sure it was kicked away somewhere by the orbed-piercer... response:	Wait...
context: Are these...\gravestones?\I'll be going now, Lyza...\Th-that's...\the Blaze Reap?!\But why is it here...?\I was sure it was kicked away somewhere by the orbed-piercer...\Wait... response:	Where...
context: gravestones?\I'll be going now, Lyza...\Th-that's...\the Blaze Reap?!\But why is it here...?\I was sure it was kicked away somewhere by the orbed-piercer...\Wait...\Where... response:	am I?
context: I'll be going now, Lyza...\Th-that's...\the Blaze Reap?!\But why is it here...?\I was sure it was kicked away somewhere by the orbed-piercer...\Wait...\Where...\am I? response:	Riko!
context: Th-that's...\the Blaze Reap?!\But why is it here...?\I was sure it was kicked away somewhere by the orbed-piercer...\Wait...\Where...\am I?\Riko! response:	N-Nanachi!
context: the Blaze Reap?!\But why is it here...?\I was sure it was kicked away somewhere by the orbed-piercer...\Wait...\Where...\am I?\Riko!\N-Nanachi! response:	What...?
context: But why is it here...?\I was sure it was kicked away somewhere by the orbed-piercer...\Wait...\Where...\am I?\Riko!\N-Nanachi!\What...? response:	This thing... Somewhere or other, I...
context: I was sure it was kicked away somewhere by the orbed-piercer...\Wait...\Where...\am I?\Riko!\N-Nanachi!\What...?\This thing... Somewhere or other, I... response:	Whatcha doin'?
context: Wait...\Where...\am I?\Riko!\N-Nanachi!\What...?\This thing... Somewhere or other, I...\Whatcha doin'? response:	N-Nanachi?!
context: Where...\am I?\Riko!\N-Nanachi!\What...?\This thing... Somewhere or other, I...\Whatcha doin'?\N-Nanachi?! response:	Huh...?
context: am I?\Riko!\N-Nanachi!\What...?\This thing... Somewhere or other, I...\Whatcha doin'?\N-Nanachi?!\Huh...? response:	You alright?
context: Riko!\N-Nanachi!\What...?\This thing... Somewhere or other, I...\Whatcha doin'?\N-Nanachi?!\Huh...?\You alright? response:	You were staring intently at a girl's pee-stained clothes...
context: N-Nanachi!\What...?\This thing... Somewhere or other, I...\Whatcha doin'?\N-Nanachi?!\Huh...?\You alright?\You were staring intently at a girl's pee-stained clothes... response:	H-huh?!
context: What...?\This thing... Somewhere or other, I...\Whatcha doin'?\N-Nanachi?!\Huh...?\You alright?\You were staring intently at a girl's pee-stained clothes...\H-huh?! response:	It's not like that!
context: This thing... Somewhere or other, I...\Whatcha doin'?\N-Nanachi?!\Huh...?\You alright?\You were staring intently at a girl's pee-stained clothes...\H-huh?!\It's not like that! response:	Huh?
context: Whatcha doin'?\N-Nanachi?!\Huh...?\You alright?\You were staring intently at a girl's pee-stained clothes...\H-huh?!\It's not like that!\Huh? response:	I mean...
context: N-Nanachi?!\Huh...?\You alright?\You were staring intently at a girl's pee-stained clothes...\H-huh?!\It's not like that!\Huh?\I mean... response:	the Blaze Reap's right over there!
context: Huh...?\You alright?\You were staring intently at a girl's pee-stained clothes...\H-huh?!\It's not like that!\Huh?\I mean...\the Blaze Reap's right over there! response:	Hmm...
context: You alright?\You were staring intently at a girl's pee-stained clothes...\H-huh?!\It's not like that!\Huh?\I mean...\the Blaze Reap's right over there!\Hmm... response:	So, have you seriously become a piece of junk or what?
context: You were staring intently at a girl's pee-stained clothes...\H-huh?!\It's not like that!\Huh?\I mean...\the Blaze Reap's right over there!\Hmm...\So, have you seriously become a piece of junk or what? response:	Well, you have been through a lot...
context: H-huh?!\It's not like that!\Huh?\I mean...\the Blaze Reap's right over there!\Hmm...\So, have you seriously become a piece of junk or what?\Well, you have been through a lot... response:	Cheer up!
context: It's not like that!\Huh?\I mean...\the Blaze Reap's right over there!\Hmm...\So, have you seriously become a piece of junk or what?\Well, you have been through a lot...\Cheer up! response:	And while you're at it, wash this, too.
context: Huh?\I mean...\the Blaze Reap's right over there!\Hmm...\So, have you seriously become a piece of junk or what?\Well, you have been through a lot...\Cheer up!\And while you're at it, wash this, too. response:	Wh-what was that just now?
context: I mean...\the Blaze Reap's right over there!\Hmm...\So, have you seriously become a piece of junk or what?\Well, you have been through a lot...\Cheer up!\And while you're at it, wash this, too.\Wh-what was that just now? response:	It wasn't this place...
context: the Blaze Reap's right over there!\Hmm...\So, have you seriously become a piece of junk or what?\Well, you have been through a lot...\Cheer up!\And while you're at it, wash this, too.\Wh-what was that just now?\It wasn't this place... response:	Was it the scenery of somewhere similar?
context: Hmm...\So, have you seriously become a piece of junk or what?\Well, you have been through a lot...\Cheer up!\And while you're at it, wash this, too.\Wh-what was that just now?\It wasn't this place...\Was it the scenery of somewhere similar? response:	Also, that voice...
context: So, have you seriously become a piece of junk or what?\Well, you have been through a lot...\Cheer up!\And while you're at it, wash this, too.\Wh-what was that just now?\It wasn't this place...\Was it the scenery of somewhere similar?\Also, that voice... response:	If I'm not mistaken...
context: Well, you have been through a lot...\Cheer up!\And while you're at it, wash this, too.\Wh-what was that just now?\It wasn't this place...\Was it the scenery of somewhere similar?\Also, that voice...\If I'm not mistaken... response:	that was one of my own...
context: Cheer up!\And while you're at it, wash this, too.\Wh-what was that just now?\It wasn't this place...\Was it the scenery of somewhere similar?\Also, that voice...\If I'm not mistaken...\that was one of my own... response:	my own memories...
context: And while you're at it, wash this, too.\Wh-what was that just now?\It wasn't this place...\Was it the scenery of somewhere similar?\Also, that voice...\If I'm not mistaken...\that was one of my own...\my own memories... response:	wasn't it?
context: Wh-what was that just now?\It wasn't this place...\Was it the scenery of somewhere similar?\Also, that voice...\If I'm not mistaken...\that was one of my own...\my own memories...\wasn't it? response:	In that case, the one who was mourning for Lyza was...
context: It wasn't this place...\Was it the scenery of somewhere similar?\Also, that voice...\If I'm not mistaken...\that was one of my own...\my own memories...\wasn't it?\In that case, the one who was mourning for Lyza was... response:	Did I bury her?
context: Was it the scenery of somewhere similar?\Also, that voice...\If I'm not mistaken...\that was one of my own...\my own memories...\wasn't it?\In that case, the one who was mourning for Lyza was...\Did I bury her? response:	No, Ozen said, No one was buried there.
context: Also, that voice...\If I'm not mistaken...\that was one of my own...\my own memories...\wasn't it?\In that case, the one who was mourning for Lyza was...\Did I bury her?\No, Ozen said, No one was buried there. response:	What does it all mean...?
context: If I'm not mistaken...\that was one of my own...\my own memories...\wasn't it?\In that case, the one who was mourning for Lyza was...\Did I bury her?\No, Ozen said, No one was buried there.\What does it all mean...? response:	The glittering waves that float in the sky
context: that was one of my own...\my own memories...\wasn't it?\In that case, the one who was mourning for Lyza was...\Did I bury her?\No, Ozen said, No one was buried there.\What does it all mean...?\The glittering waves that float in the sky response:	Let's bundle them and build a rainbow bridge
context: my own memories...\wasn't it?\In that case, the one who was mourning for Lyza was...\Did I bury her?\No, Ozen said, No one was buried there.\What does it all mean...?\The glittering waves that float in the sky\Let's bundle them and build a rainbow bridge response:	A dangerous foothold, a slope we slide on
context: wasn't it?\In that case, the one who was mourning for Lyza was...\Did I bury her?\No, Ozen said, No one was buried there.\What does it all mean...?\The glittering waves that float in the sky\Let's bundle them and build a rainbow bridge\A dangerous foothold, a slope we slide on response:	A signpost of the past and future
context: In that case, the one who was mourning for Lyza was...\Did I bury her?\No, Ozen said, No one was buried there.\What does it all mean...?\The glittering waves that float in the sky\Let's bundle them and build a rainbow bridge\A dangerous foothold, a slope we slide on\A signpost of the past and future response:	Your left hand, with my right hand
context: Did I bury her?\No, Ozen said, No one was buried there.\What does it all mean...?\The glittering waves that float in the sky\Let's bundle them and build a rainbow bridge\A dangerous foothold, a slope we slide on\A signpost of the past and future\Your left hand, with my right hand response:	Join it, connect us, and let's begin
context: No, Ozen said, No one was buried there.\What does it all mean...?\The glittering waves that float in the sky\Let's bundle them and build a rainbow bridge\A dangerous foothold, a slope we slide on\A signpost of the past and future\Your left hand, with my right hand\Join it, connect us, and let's begin response:	I am always beside you
context: What does it all mean...?\The glittering waves that float in the sky\Let's bundle them and build a rainbow bridge\A dangerous foothold, a slope we slide on\A signpost of the past and future\Your left hand, with my right hand\Join it, connect us, and let's begin\I am always beside you response:	In the past, the present, and also the future
context: The glittering waves that float in the sky\Let's bundle them and build a rainbow bridge\A dangerous foothold, a slope we slide on\A signpost of the past and future\Your left hand, with my right hand\Join it, connect us, and let's begin\I am always beside you\In the past, the present, and also the future response:	So let's walk along without hesitating
context: Let's bundle them and build a rainbow bridge\A dangerous foothold, a slope we slide on\A signpost of the past and future\Your left hand, with my right hand\Join it, connect us, and let's begin\I am always beside you\In the past, the present, and also the future\So let's walk along without hesitating response:	Pile up multicolored dreams
context: A dangerous foothold, a slope we slide on\A signpost of the past and future\Your left hand, with my right hand\Join it, connect us, and let's begin\I am always beside you\In the past, the present, and also the future\So let's walk along without hesitating\Pile up multicolored dreams response:	Where will we head toward tomorrow?
context: A signpost of the past and future\Your left hand, with my right hand\Join it, connect us, and let's begin\I am always beside you\In the past, the present, and also the future\So let's walk along without hesitating\Pile up multicolored dreams\Where will we head toward tomorrow? response:	If I can be together with you, the world will begin to shine
