context: I-I can't believe this! response:	How can you not know what your boyfriend's post-graduation plans are?
context: Nobu-chan, wait!\She... She heard.\Nakao...\Nobu-chan...\Risa! What should I do?!\I thought it over for so long...\I gave it so much thought...\But... response:	Why are you crying?
context: She... She heard.\Nakao...\Nobu-chan...\Risa! What should I do?!\I thought it over for so long...\I gave it so much thought...\But...\Why are you crying? response:	Well, you've always been the one to help me...
context: Nakao...\Nobu-chan...\Risa! What should I do?!\I thought it over for so long...\I gave it so much thought...\But...\Why are you crying?\Well, you've always been the one to help me... response:	But now I don't have any advice I can give you.
context: Nobu-chan...\Risa! What should I do?!\I thought it over for so long...\I gave it so much thought...\But...\Why are you crying?\Well, you've always been the one to help me...\But now I don't have any advice I can give you. response:	I feel so useless.
context: Risa! What should I do?!\I thought it over for so long...\I gave it so much thought...\But...\Why are you crying?\Well, you've always been the one to help me...\But now I don't have any advice I can give you.\I feel so useless. response:	It's not like was expecting any advice from you, you know.
context: I thought it over for so long...\I gave it so much thought...\But...\Why are you crying?\Well, you've always been the one to help me...\But now I don't have any advice I can give you.\I feel so useless.\It's not like was expecting any advice from you, you know. response:	Saying that doesn't help.
context: I gave it so much thought...\But...\Why are you crying?\Well, you've always been the one to help me...\But now I don't have any advice I can give you.\I feel so useless.\It's not like was expecting any advice from you, you know.\Saying that doesn't help. response:	Then why did you chase after me?
context: But...\Why are you crying?\Well, you've always been the one to help me...\But now I don't have any advice I can give you.\I feel so useless.\It's not like was expecting any advice from you, you know.\Saying that doesn't help.\Then why did you chase after me? response:	Well I did intend to say something...
context: Why are you crying?\Well, you've always been the one to help me...\But now I don't have any advice I can give you.\I feel so useless.\It's not like was expecting any advice from you, you know.\Saying that doesn't help.\Then why did you chase after me?\Well I did intend to say something... response:	I have no idea what you're talking about!
context: Well, you've always been the one to help me...\But now I don't have any advice I can give you.\I feel so useless.\It's not like was expecting any advice from you, you know.\Saying that doesn't help.\Then why did you chase after me?\Well I did intend to say something...\I have no idea what you're talking about! response:	Me neither.
context: But now I don't have any advice I can give you.\I feel so useless.\It's not like was expecting any advice from you, you know.\Saying that doesn't help.\Then why did you chase after me?\Well I did intend to say something...\I have no idea what you're talking about!\Me neither. response:	We should leave them alone.
context: I feel so useless.\It's not like was expecting any advice from you, you know.\Saying that doesn't help.\Then why did you chase after me?\Well I did intend to say something...\I have no idea what you're talking about!\Me neither.\We should leave them alone. response:	Let's go.
context: It's not like was expecting any advice from you, you know.\Saying that doesn't help.\Then why did you chase after me?\Well I did intend to say something...\I have no idea what you're talking about!\Me neither.\We should leave them alone.\Let's go. response:	Yeah. I've decided.
context: Saying that doesn't help.\Then why did you chase after me?\Well I did intend to say something...\I have no idea what you're talking about!\Me neither.\We should leave them alone.\Let's go.\Yeah. I've decided. response:	What are you going to say to her?
context: Then why did you chase after me?\Well I did intend to say something...\I have no idea what you're talking about!\Me neither.\We should leave them alone.\Let's go.\Yeah. I've decided.\What are you going to say to her? response:	I'm going to settle this.
context: Well I did intend to say something...\I have no idea what you're talking about!\Me neither.\We should leave them alone.\Let's go.\Yeah. I've decided.\What are you going to say to her?\I'm going to settle this. response:	Who are you calling Nakao-chi?
context: I have no idea what you're talking about!\Me neither.\We should leave them alone.\Let's go.\Yeah. I've decided.\What are you going to say to her?\I'm going to settle this.\Who are you calling Nakao-chi? response:	What's with those glasses, Nakao-chi?
context: Me neither.\We should leave them alone.\Let's go.\Yeah. I've decided.\What are you going to say to her?\I'm going to settle this.\Who are you calling Nakao-chi?\What's with those glasses, Nakao-chi? response:	I told you, stop adding the chi after Nakao.
context: We should leave them alone.\Let's go.\Yeah. I've decided.\What are you going to say to her?\I'm going to settle this.\Who are you calling Nakao-chi?\What's with those glasses, Nakao-chi?\I told you, stop adding the chi after Nakao. response:	It's unfashionable and out of date these days.
context: Let's go.\Yeah. I've decided.\What are you going to say to her?\I'm going to settle this.\Who are you calling Nakao-chi?\What's with those glasses, Nakao-chi?\I told you, stop adding the chi after Nakao.\It's unfashionable and out of date these days. response:	What's up with him?
context: Yeah. I've decided.\What are you going to say to her?\I'm going to settle this.\Who are you calling Nakao-chi?\What's with those glasses, Nakao-chi?\I told you, stop adding the chi after Nakao.\It's unfashionable and out of date these days.\What's up with him? response:	Nakao-chi's gone crazy.
context: What are you going to say to her?\I'm going to settle this.\Who are you calling Nakao-chi?\What's with those glasses, Nakao-chi?\I told you, stop adding the chi after Nakao.\It's unfashionable and out of date these days.\What's up with him?\Nakao-chi's gone crazy. response:	Call me, Master.
context: I'm going to settle this.\Who are you calling Nakao-chi?\What's with those glasses, Nakao-chi?\I told you, stop adding the chi after Nakao.\It's unfashionable and out of date these days.\What's up with him?\Nakao-chi's gone crazy.\Call me, Master. response:	Y-You...
context: Who are you calling Nakao-chi?\What's with those glasses, Nakao-chi?\I told you, stop adding the chi after Nakao.\It's unfashionable and out of date these days.\What's up with him?\Nakao-chi's gone crazy.\Call me, Master.\Y-You... response:	Whatever. Let's get going.
context: What's with those glasses, Nakao-chi?\I told you, stop adding the chi after Nakao.\It's unfashionable and out of date these days.\What's up with him?\Nakao-chi's gone crazy.\Call me, Master.\Y-You...\Whatever. Let's get going. response:	If you want to go, then go by yourself.
context: I told you, stop adding the chi after Nakao.\It's unfashionable and out of date these days.\What's up with him?\Nakao-chi's gone crazy.\Call me, Master.\Y-You...\Whatever. Let's get going.\If you want to go, then go by yourself. response:	I'll go with some other girl.
context: It's unfashionable and out of date these days.\What's up with him?\Nakao-chi's gone crazy.\Call me, Master.\Y-You...\Whatever. Let's get going.\If you want to go, then go by yourself.\I'll go with some other girl. response:	What are you talking about?
context: What's up with him?\Nakao-chi's gone crazy.\Call me, Master.\Y-You...\Whatever. Let's get going.\If you want to go, then go by yourself.\I'll go with some other girl.\What are you talking about? response:	I thought you were going to settle this?
context: Nakao-chi's gone crazy.\Call me, Master.\Y-You...\Whatever. Let's get going.\If you want to go, then go by yourself.\I'll go with some other girl.\What are you talking about?\I thought you were going to settle this? response:	I've never told you this before, but...
context: Call me, Master.\Y-You...\Whatever. Let's get going.\If you want to go, then go by yourself.\I'll go with some other girl.\What are you talking about?\I thought you were going to settle this?\I've never told you this before, but... response:	Will you knock it off already?
context: Y-You...\Whatever. Let's get going.\If you want to go, then go by yourself.\I'll go with some other girl.\What are you talking about?\I thought you were going to settle this?\I've never told you this before, but...\Will you knock it off already? response:	What's up with you, Nakao-chi?
context: Whatever. Let's get going.\If you want to go, then go by yourself.\I'll go with some other girl.\What are you talking about?\I thought you were going to settle this?\I've never told you this before, but...\Will you knock it off already?\What's up with you, Nakao-chi? response:	Didn't you hear me? I said I've got three other women!
context: If you want to go, then go by yourself.\I'll go with some other girl.\What are you talking about?\I thought you were going to settle this?\I've never told you this before, but...\Will you knock it off already?\What's up with you, Nakao-chi?\Didn't you hear me? I said I've got three other women! response:	Listen, Nakao-chi...
context: I'll go with some other girl.\What are you talking about?\I thought you were going to settle this?\I've never told you this before, but...\Will you knock it off already?\What's up with you, Nakao-chi?\Didn't you hear me? I said I've got three other women!\Listen, Nakao-chi... response:	Maiko!
context: What are you talking about?\I thought you were going to settle this?\I've never told you this before, but...\Will you knock it off already?\What's up with you, Nakao-chi?\Didn't you hear me? I said I've got three other women!\Listen, Nakao-chi...\Maiko! response:	This is lover number one, Maiko.
context: I thought you were going to settle this?\I've never told you this before, but...\Will you knock it off already?\What's up with you, Nakao-chi?\Didn't you hear me? I said I've got three other women!\Listen, Nakao-chi...\Maiko!\This is lover number one, Maiko. response:	Ma-Mai-Mai-Maity?
context: I've never told you this before, but...\Will you knock it off already?\What's up with you, Nakao-chi?\Didn't you hear me? I said I've got three other women!\Listen, Nakao-chi...\Maiko!\This is lover number one, Maiko.\Ma-Mai-Mai-Maity? response:	What are you talking about?
context: Will you knock it off already?\What's up with you, Nakao-chi?\Didn't you hear me? I said I've got three other women!\Listen, Nakao-chi...\Maiko!\This is lover number one, Maiko.\Ma-Mai-Mai-Maity?\What are you talking about? response:	I'm Maiko.
context: What's up with you, Nakao-chi?\Didn't you hear me? I said I've got three other women!\Listen, Nakao-chi...\Maiko!\This is lover number one, Maiko.\Ma-Mai-Mai-Maity?\What are you talking about?\I'm Maiko. response:	What the heck are you doing?! Get out of here! Get!
context: Didn't you hear me? I said I've got three other women!\Listen, Nakao-chi...\Maiko!\This is lover number one, Maiko.\Ma-Mai-Mai-Maity?\What are you talking about?\I'm Maiko.\What the heck are you doing?! Get out of here! Get! response:	Oh dear. Even you?
context: Listen, Nakao-chi...\Maiko!\This is lover number one, Maiko.\Ma-Mai-Mai-Maity?\What are you talking about?\I'm Maiko.\What the heck are you doing?! Get out of here! Get!\Oh dear. Even you? response:	Suzuko!
context: Maiko!\This is lover number one, Maiko.\Ma-Mai-Mai-Maity?\What are you talking about?\I'm Maiko.\What the heck are you doing?! Get out of here! Get!\Oh dear. Even you?\Suzuko! response:	Su-Su-Suzuki-kun?
context: This is lover number one, Maiko.\Ma-Mai-Mai-Maity?\What are you talking about?\I'm Maiko.\What the heck are you doing?! Get out of here! Get!\Oh dear. Even you?\Suzuko!\Su-Su-Suzuki-kun? response:	Sorry.
context: Ma-Mai-Mai-Maity?\What are you talking about?\I'm Maiko.\What the heck are you doing?! Get out of here! Get!\Oh dear. Even you?\Suzuko!\Su-Su-Suzuki-kun?\Sorry. response:	And lover number three, Haruko!
context: What are you talking about?\I'm Maiko.\What the heck are you doing?! Get out of here! Get!\Oh dear. Even you?\Suzuko!\Su-Su-Suzuki-kun?\Sorry.\And lover number three, Haruko! response:	That's enough, you idiot!
context: I'm Maiko.\What the heck are you doing?! Get out of here! Get!\Oh dear. Even you?\Suzuko!\Su-Su-Suzuki-kun?\Sorry.\And lover number three, Haruko!\That's enough, you idiot! response:	Hey! Let Haruko make her appearance!
context: What the heck are you doing?! Get out of here! Get!\Oh dear. Even you?\Suzuko!\Su-Su-Suzuki-kun?\Sorry.\And lover number three, Haruko!\That's enough, you idiot!\Hey! Let Haruko make her appearance! response:	What's going on?!
context: Oh dear. Even you?\Suzuko!\Su-Su-Suzuki-kun?\Sorry.\And lover number three, Haruko!\That's enough, you idiot!\Hey! Let Haruko make her appearance!\What's going on?! response:	Wait! Your makeup isn't done yet!
context: Suzuko!\Su-Su-Suzuki-kun?\Sorry.\And lover number three, Haruko!\That's enough, you idiot!\Hey! Let Haruko make her appearance!\What's going on?!\Wait! Your makeup isn't done yet! response:	What are you trying to do?
context: Su-Su-Suzuki-kun?\Sorry.\And lover number three, Haruko!\That's enough, you idiot!\Hey! Let Haruko make her appearance!\What's going on?!\Wait! Your makeup isn't done yet!\What are you trying to do? response:	Nakao-chi, what's the matter?
context: Sorry.\And lover number three, Haruko!\That's enough, you idiot!\Hey! Let Haruko make her appearance!\What's going on?!\Wait! Your makeup isn't done yet!\What are you trying to do?\Nakao-chi, what's the matter? response:	You should just forget a terrible guy like me, Nobuko.
context: And lover number three, Haruko!\That's enough, you idiot!\Hey! Let Haruko make her appearance!\What's going on?!\Wait! Your makeup isn't done yet!\What are you trying to do?\Nakao-chi, what's the matter?\You should just forget a terrible guy like me, Nobuko. response:	I'll go live in a harem with these lovers of mine.
context: That's enough, you idiot!\Hey! Let Haruko make her appearance!\What's going on?!\Wait! Your makeup isn't done yet!\What are you trying to do?\Nakao-chi, what's the matter?\You should just forget a terrible guy like me, Nobuko.\I'll go live in a harem with these lovers of mine. response:	You're just a bather to me.
context: Hey! Let Haruko make her appearance!\What's going on?!\Wait! Your makeup isn't done yet!\What are you trying to do?\Nakao-chi, what's the matter?\You should just forget a terrible guy like me, Nobuko.\I'll go live in a harem with these lovers of mine.\You're just a bather to me. response:	A bather?
context: What's going on?!\Wait! Your makeup isn't done yet!\What are you trying to do?\Nakao-chi, what's the matter?\You should just forget a terrible guy like me, Nobuko.\I'll go live in a harem with these lovers of mine.\You're just a bather to me.\A bather? response:	I think he meant bother.
context: Wait! Your makeup isn't done yet!\What are you trying to do?\Nakao-chi, what's the matter?\You should just forget a terrible guy like me, Nobuko.\I'll go live in a harem with these lovers of mine.\You're just a bather to me.\A bather?\I think he meant bother. response:	Bather...
context: What are you trying to do?\Nakao-chi, what's the matter?\You should just forget a terrible guy like me, Nobuko.\I'll go live in a harem with these lovers of mine.\You're just a bather to me.\A bather?\I think he meant bother.\Bather... response:	Understand?
context: Nakao-chi, what's the matter?\You should just forget a terrible guy like me, Nobuko.\I'll go live in a harem with these lovers of mine.\You're just a bather to me.\A bather?\I think he meant bother.\Bather...\Understand? response:	Yeah. More or less.
context: You should just forget a terrible guy like me, Nobuko.\I'll go live in a harem with these lovers of mine.\You're just a bather to me.\A bather?\I think he meant bother.\Bather...\Understand?\Yeah. More or less. response:	Then get out of here.
context: I'll go live in a harem with these lovers of mine.\You're just a bather to me.\A bather?\I think he meant bother.\Bather...\Understand?\Yeah. More or less.\Then get out of here. response:	Nobu-chan!
context: You're just a bather to me.\A bather?\I think he meant bother.\Bather...\Understand?\Yeah. More or less.\Then get out of here.\Nobu-chan! response:	I'm Haruko.
context: A bather?\I think he meant bother.\Bather...\Understand?\Yeah. More or less.\Then get out of here.\Nobu-chan!\I'm Haruko. response:	What was that for?!
context: I think he meant bother.\Bather...\Understand?\Yeah. More or less.\Then get out of here.\Nobu-chan!\I'm Haruko.\What was that for?! response:	Shut up, you moron!
context: Bather...\Understand?\Yeah. More or less.\Then get out of here.\Nobu-chan!\I'm Haruko.\What was that for?!\Shut up, you moron! response:	Nobu-chan! Nobu-chan!
context: Understand?\Yeah. More or less.\Then get out of here.\Nobu-chan!\I'm Haruko.\What was that for?!\Shut up, you moron!\Nobu-chan! Nobu-chan! response:	You there! You, man standing there!
context: Yeah. More or less.\Then get out of here.\Nobu-chan!\I'm Haruko.\What was that for?!\Shut up, you moron!\Nobu-chan! Nobu-chan!\You there! You, man standing there! response:	What the heck was that disgusting display for?!
context: Then get out of here.\Nobu-chan!\I'm Haruko.\What was that for?!\Shut up, you moron!\Nobu-chan! Nobu-chan!\You there! You, man standing there!\What the heck was that disgusting display for?! response:	I want Nobu-chan to hate me.
context: Nobu-chan!\I'm Haruko.\What was that for?!\Shut up, you moron!\Nobu-chan! Nobu-chan!\You there! You, man standing there!\What the heck was that disgusting display for?!\I want Nobu-chan to hate me. response:	If she hates me and forgets about me, she can go to Hokkaido without any worries.
context: I'm Haruko.\What was that for?!\Shut up, you moron!\Nobu-chan! Nobu-chan!\You there! You, man standing there!\What the heck was that disgusting display for?!\I want Nobu-chan to hate me.\If she hates me and forgets about me, she can go to Hokkaido without any worries. response:	Thanks for your help, guys.
context: What was that for?!\Shut up, you moron!\Nobu-chan! Nobu-chan!\You there! You, man standing there!\What the heck was that disgusting display for?!\I want Nobu-chan to hate me.\If she hates me and forgets about me, she can go to Hokkaido without any worries.\Thanks for your help, guys. response:	You idiot! Why didn't you tell me about this?!
context: Shut up, you moron!\Nobu-chan! Nobu-chan!\You there! You, man standing there!\What the heck was that disgusting display for?!\I want Nobu-chan to hate me.\If she hates me and forgets about me, she can go to Hokkaido without any worries.\Thanks for your help, guys.\You idiot! Why didn't you tell me about this?! response:	'Cause you'd get angry.
context: Nobu-chan! Nobu-chan!\You there! You, man standing there!\What the heck was that disgusting display for?!\I want Nobu-chan to hate me.\If she hates me and forgets about me, she can go to Hokkaido without any worries.\Thanks for your help, guys.\You idiot! Why didn't you tell me about this?!\'Cause you'd get angry. response:	Damn straight!
context: You there! You, man standing there!\What the heck was that disgusting display for?!\I want Nobu-chan to hate me.\If she hates me and forgets about me, she can go to Hokkaido without any worries.\Thanks for your help, guys.\You idiot! Why didn't you tell me about this?!\'Cause you'd get angry.\Damn straight! response:	If you're going to cry about it, don't do things like this!
context: What the heck was that disgusting display for?!\I want Nobu-chan to hate me.\If she hates me and forgets about me, she can go to Hokkaido without any worries.\Thanks for your help, guys.\You idiot! Why didn't you tell me about this?!\'Cause you'd get angry.\Damn straight!\If you're going to cry about it, don't do things like this! response:	If you don't want her to leave, just tell her!
context: I want Nobu-chan to hate me.\If she hates me and forgets about me, she can go to Hokkaido without any worries.\Thanks for your help, guys.\You idiot! Why didn't you tell me about this?!\'Cause you'd get angry.\Damn straight!\If you're going to cry about it, don't do things like this!\If you don't want her to leave, just tell her! response:	Otani...
context: If she hates me and forgets about me, she can go to Hokkaido without any worries.\Thanks for your help, guys.\You idiot! Why didn't you tell me about this?!\'Cause you'd get angry.\Damn straight!\If you're going to cry about it, don't do things like this!\If you don't want her to leave, just tell her!\Otani... response:	I'm sorry. I know you went to a lot of trouble to get these,
context: Thanks for your help, guys.\You idiot! Why didn't you tell me about this?!\'Cause you'd get angry.\Damn straight!\If you're going to cry about it, don't do things like this!\If you don't want her to leave, just tell her!\Otani...\I'm sorry. I know you went to a lot of trouble to get these, response:	Sorry. I thought you had your ears pierced.
context: You idiot! Why didn't you tell me about this?!\'Cause you'd get angry.\Damn straight!\If you're going to cry about it, don't do things like this!\If you don't want her to leave, just tell her!\Otani...\I'm sorry. I know you went to a lot of trouble to get these,\Sorry. I thought you had your ears pierced. response:	Risa
context: 'Cause you'd get angry.\Damn straight!\If you're going to cry about it, don't do things like this!\If you don't want her to leave, just tell her!\Otani...\I'm sorry. I know you went to a lot of trouble to get these,\Sorry. I thought you had your ears pierced.\Risa response:	I'm still going to Hokkaido after all.
context: Damn straight!\If you're going to cry about it, don't do things like this!\If you don't want her to leave, just tell her!\Otani...\I'm sorry. I know you went to a lot of trouble to get these,\Sorry. I thought you had your ears pierced.\Risa\I'm still going to Hokkaido after all. response:	Nobu-chan...
context: If you're going to cry about it, don't do things like this!\If you don't want her to leave, just tell her!\Otani...\I'm sorry. I know you went to a lot of trouble to get these,\Sorry. I thought you had your ears pierced.\Risa\I'm still going to Hokkaido after all.\Nobu-chan... response:	It might have been silly, but that little display really got to me.
context: If you don't want her to leave, just tell her!\Otani...\I'm sorry. I know you went to a lot of trouble to get these,\Sorry. I thought you had your ears pierced.\Risa\I'm still going to Hokkaido after all.\Nobu-chan...\It might have been silly, but that little display really got to me. response:	After having that done for my benefit, I don't really have much choice but to go, do I?
context: Otani...\I'm sorry. I know you went to a lot of trouble to get these,\Sorry. I thought you had your ears pierced.\Risa\I'm still going to Hokkaido after all.\Nobu-chan...\It might have been silly, but that little display really got to me.\After having that done for my benefit, I don't really have much choice but to go, do I? response:	Um... You know, Nobu-chan...
context: I'm sorry. I know you went to a lot of trouble to get these,\Sorry. I thought you had your ears pierced.\Risa\I'm still going to Hokkaido after all.\Nobu-chan...\It might have been silly, but that little display really got to me.\After having that done for my benefit, I don't really have much choice but to go, do I?\Um... You know, Nobu-chan... response:	It's thanks to you that I was able to get together with Otani.
context: Sorry. I thought you had your ears pierced.\Risa\I'm still going to Hokkaido after all.\Nobu-chan...\It might have been silly, but that little display really got to me.\After having that done for my benefit, I don't really have much choice but to go, do I?\Um... You know, Nobu-chan...\It's thanks to you that I was able to get together with Otani. response:	What's this, all of a sudden?
context: Risa\I'm still going to Hokkaido after all.\Nobu-chan...\It might have been silly, but that little display really got to me.\After having that done for my benefit, I don't really have much choice but to go, do I?\Um... You know, Nobu-chan...\It's thanks to you that I was able to get together with Otani.\What's this, all of a sudden? response:	I was able to keep trying so hard because you were around.
context: I'm still going to Hokkaido after all.\Nobu-chan...\It might have been silly, but that little display really got to me.\After having that done for my benefit, I don't really have much choice but to go, do I?\Um... You know, Nobu-chan...\It's thanks to you that I was able to get together with Otani.\What's this, all of a sudden?\I was able to keep trying so hard because you were around. response:	If I'd been on my own, I'd probably just have done weird things up until now.
context: Nobu-chan...\It might have been silly, but that little display really got to me.\After having that done for my benefit, I don't really have much choice but to go, do I?\Um... You know, Nobu-chan...\It's thanks to you that I was able to get together with Otani.\What's this, all of a sudden?\I was able to keep trying so hard because you were around.\If I'd been on my own, I'd probably just have done weird things up until now. response:	Mr. Policeman! There's a suspicious person over here!
context: It might have been silly, but that little display really got to me.\After having that done for my benefit, I don't really have much choice but to go, do I?\Um... You know, Nobu-chan...\It's thanks to you that I was able to get together with Otani.\What's this, all of a sudden?\I was able to keep trying so hard because you were around.\If I'd been on my own, I'd probably just have done weird things up until now.\Mr. Policeman! There's a suspicious person over here! response:	Not like that!
context: After having that done for my benefit, I don't really have much choice but to go, do I?\Um... You know, Nobu-chan...\It's thanks to you that I was able to get together with Otani.\What's this, all of a sudden?\I was able to keep trying so hard because you were around.\If I'd been on my own, I'd probably just have done weird things up until now.\Mr. Policeman! There's a suspicious person over here!\Not like that! response:	Anyway...
context: Um... You know, Nobu-chan...\It's thanks to you that I was able to get together with Otani.\What's this, all of a sudden?\I was able to keep trying so hard because you were around.\If I'd been on my own, I'd probably just have done weird things up until now.\Mr. Policeman! There's a suspicious person over here!\Not like that!\Anyway... response:	Anyway, if you've thought it over and decided,
context: It's thanks to you that I was able to get together with Otani.\What's this, all of a sudden?\I was able to keep trying so hard because you were around.\If I'd been on my own, I'd probably just have done weird things up until now.\Mr. Policeman! There's a suspicious person over here!\Not like that!\Anyway...\Anyway, if you've thought it over and decided, response:	Things will definitely work out!
context: What's this, all of a sudden?\I was able to keep trying so hard because you were around.\If I'd been on my own, I'd probably just have done weird things up until now.\Mr. Policeman! There's a suspicious person over here!\Not like that!\Anyway...\Anyway, if you've thought it over and decided,\Things will definitely work out! response:	You came to the decision to go to Hokkaido yourself, so it'll be fine.
context: I was able to keep trying so hard because you were around.\If I'd been on my own, I'd probably just have done weird things up until now.\Mr. Policeman! There's a suspicious person over here!\Not like that!\Anyway...\Anyway, if you've thought it over and decided,\Things will definitely work out!\You came to the decision to go to Hokkaido yourself, so it'll be fine. response:	It'll be fine, so... believe in yourself.
context: If I'd been on my own, I'd probably just have done weird things up until now.\Mr. Policeman! There's a suspicious person over here!\Not like that!\Anyway...\Anyway, if you've thought it over and decided,\Things will definitely work out!\You came to the decision to go to Hokkaido yourself, so it'll be fine.\It'll be fine, so... believe in yourself. response:	Thank you.
context: Mr. Policeman! There's a suspicious person over here!\Not like that!\Anyway...\Anyway, if you've thought it over and decided,\Things will definitely work out!\You came to the decision to go to Hokkaido yourself, so it'll be fine.\It'll be fine, so... believe in yourself.\Thank you. response:	I'm sorry I can't say anything more.
context: Not like that!\Anyway...\Anyway, if you've thought it over and decided,\Things will definitely work out!\You came to the decision to go to Hokkaido yourself, so it'll be fine.\It'll be fine, so... believe in yourself.\Thank you.\I'm sorry I can't say anything more. response:	No. This is plenty.
context: Anyway...\Anyway, if you've thought it over and decided,\Things will definitely work out!\You came to the decision to go to Hokkaido yourself, so it'll be fine.\It'll be fine, so... believe in yourself.\Thank you.\I'm sorry I can't say anything more.\No. This is plenty. response:	I'm the one who should be thanking you.
context: Anyway, if you've thought it over and decided,\Things will definitely work out!\You came to the decision to go to Hokkaido yourself, so it'll be fine.\It'll be fine, so... believe in yourself.\Thank you.\I'm sorry I can't say anything more.\No. This is plenty.\I'm the one who should be thanking you. response:	I can't thank you enough.
context: Things will definitely work out!\You came to the decision to go to Hokkaido yourself, so it'll be fine.\It'll be fine, so... believe in yourself.\Thank you.\I'm sorry I can't say anything more.\No. This is plenty.\I'm the one who should be thanking you.\I can't thank you enough. response:	Hey, Risa. I have a favor to ask...
context: You came to the decision to go to Hokkaido yourself, so it'll be fine.\It'll be fine, so... believe in yourself.\Thank you.\I'm sorry I can't say anything more.\No. This is plenty.\I'm the one who should be thanking you.\I can't thank you enough.\Hey, Risa. I have a favor to ask... response:	Just as Nobu-chan has always been there for me, it's my turn to help her.
context: It'll be fine, so... believe in yourself.\Thank you.\I'm sorry I can't say anything more.\No. This is plenty.\I'm the one who should be thanking you.\I can't thank you enough.\Hey, Risa. I have a favor to ask...\Just as Nobu-chan has always been there for me, it's my turn to help her. response:	You know...
context: Thank you.\I'm sorry I can't say anything more.\No. This is plenty.\I'm the one who should be thanking you.\I can't thank you enough.\Hey, Risa. I have a favor to ask...\Just as Nobu-chan has always been there for me, it's my turn to help her.\You know... response:	Yeah, but...
context: I'm sorry I can't say anything more.\No. This is plenty.\I'm the one who should be thanking you.\I can't thank you enough.\Hey, Risa. I have a favor to ask...\Just as Nobu-chan has always been there for me, it's my turn to help her.\You know...\Yeah, but... response:	In spring you won't...
context: No. This is plenty.\I'm the one who should be thanking you.\I can't thank you enough.\Hey, Risa. I have a favor to ask...\Just as Nobu-chan has always been there for me, it's my turn to help her.\You know...\Yeah, but...\In spring you won't... response:	That's months from now!
context: I'm the one who should be thanking you.\I can't thank you enough.\Hey, Risa. I have a favor to ask...\Just as Nobu-chan has always been there for me, it's my turn to help her.\You know...\Yeah, but...\In spring you won't...\That's months from now! response:	Nakao didn't come? I did call him...
context: I can't thank you enough.\Hey, Risa. I have a favor to ask...\Just as Nobu-chan has always been there for me, it's my turn to help her.\You know...\Yeah, but...\In spring you won't...\That's months from now!\Nakao didn't come? I did call him... response:	It's fine. I'm only going for the interview this time.
context: Hey, Risa. I have a favor to ask...\Just as Nobu-chan has always been there for me, it's my turn to help her.\You know...\Yeah, but...\In spring you won't...\That's months from now!\Nakao didn't come? I did call him...\It's fine. I'm only going for the interview this time. response:	Nobu-chan!
context: Just as Nobu-chan has always been there for me, it's my turn to help her.\You know...\Yeah, but...\In spring you won't...\That's months from now!\Nakao didn't come? I did call him...\It's fine. I'm only going for the interview this time.\Nobu-chan! response:	Nakao-chi!
context: You know...\Yeah, but...\In spring you won't...\That's months from now!\Nakao didn't come? I did call him...\It's fine. I'm only going for the interview this time.\Nobu-chan!\Nakao-chi! response:	Nakao...
context: Yeah, but...\In spring you won't...\That's months from now!\Nakao didn't come? I did call him...\It's fine. I'm only going for the interview this time.\Nobu-chan!\Nakao-chi!\Nakao... response:	Nobu-chan.
context: In spring you won't...\That's months from now!\Nakao didn't come? I did call him...\It's fine. I'm only going for the interview this time.\Nobu-chan!\Nakao-chi!\Nakao...\Nobu-chan. response:	Yes?
context: That's months from now!\Nakao didn't come? I did call him...\It's fine. I'm only going for the interview this time.\Nobu-chan!\Nakao-chi!\Nakao...\Nobu-chan.\Yes? response:	Have a safe trip.
context: Nakao didn't come? I did call him...\It's fine. I'm only going for the interview this time.\Nobu-chan!\Nakao-chi!\Nakao...\Nobu-chan.\Yes?\Have a safe trip. response:	Do your best.
context: It's fine. I'm only going for the interview this time.\Nobu-chan!\Nakao-chi!\Nakao...\Nobu-chan.\Yes?\Have a safe trip.\Do your best. response:	Do you remember these?
context: Nobu-chan!\Nakao-chi!\Nakao...\Nobu-chan.\Yes?\Have a safe trip.\Do your best.\Do you remember these? response:	They were the first present I ever gave you.
context: Nakao-chi!\Nakao...\Nobu-chan.\Yes?\Have a safe trip.\Do your best.\Do you remember these?\They were the first present I ever gave you. response:	You got your ears pierced?
context: Nakao...\Nobu-chan.\Yes?\Have a safe trip.\Do your best.\Do you remember these?\They were the first present I ever gave you.\You got your ears pierced? response:	I asked Risa to take me to get them done.
context: Nobu-chan.\Yes?\Have a safe trip.\Do your best.\Do you remember these?\They were the first present I ever gave you.\You got your ears pierced?\I asked Risa to take me to get them done. response:	But won't your grandma get mad?
context: Yes?\Have a safe trip.\Do your best.\Do you remember these?\They were the first present I ever gave you.\You got your ears pierced?\I asked Risa to take me to get them done.\But won't your grandma get mad? response:	It'll be all right.
context: Have a safe trip.\Do your best.\Do you remember these?\They were the first present I ever gave you.\You got your ears pierced?\I asked Risa to take me to get them done.\But won't your grandma get mad?\It'll be all right. response:	But I won't be able to wear them until the holes close over.
context: Do your best.\Do you remember these?\They were the first present I ever gave you.\You got your ears pierced?\I asked Risa to take me to get them done.\But won't your grandma get mad?\It'll be all right.\But I won't be able to wear them until the holes close over. response:	Once I get there, I'll wear these every day.
