context: To think the Guild would send me a challenge request. response:	To think the Guild would send me a challenge request.
context: The first and the last.\I'm looking forward to your next challenge, too.\I hope you work really hard to come up with something good for me.\I think I'll work really hard.\We'll need to hold a celebration for you when we get home.\For what?\For the day the great detective learned the truth.\The day you discover that you aren't gifted, response:	but that you use your powers of observation and deduction to
context: I'm looking forward to your next challenge, too.\I hope you work really hard to come up with something good for me.\I think I'll work really hard.\We'll need to hold a celebration for you when we get home.\For what?\For the day the great detective learned the truth.\The day you discover that you aren't gifted,\but that you use your powers of observation and deduction to response:	I'm gifted.
context: I hope you work really hard to come up with something good for me.\I think I'll work really hard.\We'll need to hold a celebration for you when we get home.\For what?\For the day the great detective learned the truth.\The day you discover that you aren't gifted,\but that you use your powers of observation and deduction to\I'm gifted. response:	You were laying out all your reasoning just now.
context: I think I'll work really hard.\We'll need to hold a celebration for you when we get home.\For what?\For the day the great detective learned the truth.\The day you discover that you aren't gifted,\but that you use your powers of observation and deduction to\I'm gifted.\You were laying out all your reasoning just now. response:	I'm gifted.
context: We'll need to hold a celebration for you when we get home.\For what?\For the day the great detective learned the truth.\The day you discover that you aren't gifted,\but that you use your powers of observation and deduction to\I'm gifted.\You were laying out all your reasoning just now.\I'm gifted. response:	I'm not doing any actual detective work.
context: For what?\For the day the great detective learned the truth.\The day you discover that you aren't gifted,\but that you use your powers of observation and deduction to\I'm gifted.\You were laying out all your reasoning just now.\I'm gifted.\I'm not doing any actual detective work. response:	I just got lucky this time.
context: For the day the great detective learned the truth.\The day you discover that you aren't gifted,\but that you use your powers of observation and deduction to\I'm gifted.\You were laying out all your reasoning just now.\I'm gifted.\I'm not doing any actual detective work.\I just got lucky this time. response:	I mean...
context: The day you discover that you aren't gifted,\but that you use your powers of observation and deduction to\I'm gifted.\You were laying out all your reasoning just now.\I'm gifted.\I'm not doing any actual detective work.\I just got lucky this time.\I mean... response:	You mean, what?
context: but that you use your powers of observation and deduction to\I'm gifted.\You were laying out all your reasoning just now.\I'm gifted.\I'm not doing any actual detective work.\I just got lucky this time.\I mean...\You mean, what? response:	I'd look stupid if I turned out to be normal now.
context: I'm gifted.\You were laying out all your reasoning just now.\I'm gifted.\I'm not doing any actual detective work.\I just got lucky this time.\I mean...\You mean, what?\I'd look stupid if I turned out to be normal now. response:	No laughing.
context: You were laying out all your reasoning just now.\I'm gifted.\I'm not doing any actual detective work.\I just got lucky this time.\I mean...\You mean, what?\I'd look stupid if I turned out to be normal now.\No laughing. response:	Fine, fine.
context: I'm gifted.\I'm not doing any actual detective work.\I just got lucky this time.\I mean...\You mean, what?\I'd look stupid if I turned out to be normal now.\No laughing.\Fine, fine. response:	Poe and Rampo
context: I'm not doing any actual detective work.\I just got lucky this time.\I mean...\You mean, what?\I'd look stupid if I turned out to be normal now.\No laughing.\Fine, fine.\Poe and Rampo response:	No fine, fine either!
context: I just got lucky this time.\I mean...\You mean, what?\I'd look stupid if I turned out to be normal now.\No laughing.\Fine, fine.\Poe and Rampo\No fine, fine either! response:	The Whereabouts of the Skyfaring Moby Dick
context: I mean...\You mean, what?\I'd look stupid if I turned out to be normal now.\No laughing.\Fine, fine.\Poe and Rampo\No fine, fine either!\The Whereabouts of the Skyfaring Moby Dick response:	Is it true that we have information we can use to defeat the Guild?
context: You mean, what?\I'd look stupid if I turned out to be normal now.\No laughing.\Fine, fine.\Poe and Rampo\No fine, fine either!\The Whereabouts of the Skyfaring Moby Dick\Is it true that we have information we can use to defeat the Guild? response:	They're devising a plan inside right now.
context: I'd look stupid if I turned out to be normal now.\No laughing.\Fine, fine.\Poe and Rampo\No fine, fine either!\The Whereabouts of the Skyfaring Moby Dick\Is it true that we have information we can use to defeat the Guild?\They're devising a plan inside right now. response:	This is some amazing intel, though.
context: No laughing.\Fine, fine.\Poe and Rampo\No fine, fine either!\The Whereabouts of the Skyfaring Moby Dick\Is it true that we have information we can use to defeat the Guild?\They're devising a plan inside right now.\This is some amazing intel, though. response:	It's worth its weight in gold.
context: Fine, fine.\Poe and Rampo\No fine, fine either!\The Whereabouts of the Skyfaring Moby Dick\Is it true that we have information we can use to defeat the Guild?\They're devising a plan inside right now.\This is some amazing intel, though.\It's worth its weight in gold. response:	How would we make use of this to take down the Guild at its core?
context: Poe and Rampo\No fine, fine either!\The Whereabouts of the Skyfaring Moby Dick\Is it true that we have information we can use to defeat the Guild?\They're devising a plan inside right now.\This is some amazing intel, though.\It's worth its weight in gold.\How would we make use of this to take down the Guild at its core? response:	Infiltrate with a bomb?
context: No fine, fine either!\The Whereabouts of the Skyfaring Moby Dick\Is it true that we have information we can use to defeat the Guild?\They're devising a plan inside right now.\This is some amazing intel, though.\It's worth its weight in gold.\How would we make use of this to take down the Guild at its core?\Infiltrate with a bomb? response:	No good.
context: The Whereabouts of the Skyfaring Moby Dick\Is it true that we have information we can use to defeat the Guild?\They're devising a plan inside right now.\This is some amazing intel, though.\It's worth its weight in gold.\How would we make use of this to take down the Guild at its core?\Infiltrate with a bomb?\No good. response:	Our communications will give us away, and we'll get shot down.
context: Is it true that we have information we can use to defeat the Guild?\They're devising a plan inside right now.\This is some amazing intel, though.\It's worth its weight in gold.\How would we make use of this to take down the Guild at its core?\Infiltrate with a bomb?\No good.\Our communications will give us away, and we'll get shot down. response:	Oh, you're right.
context: They're devising a plan inside right now.\This is some amazing intel, though.\It's worth its weight in gold.\How would we make use of this to take down the Guild at its core?\Infiltrate with a bomb?\No good.\Our communications will give us away, and we'll get shot down.\Oh, you're right. response:	How about Kenji-kun from the Gifted Special Operations Division?
context: This is some amazing intel, though.\It's worth its weight in gold.\How would we make use of this to take down the Guild at its core?\Infiltrate with a bomb?\No good.\Our communications will give us away, and we'll get shot down.\Oh, you're right.\How about Kenji-kun from the Gifted Special Operations Division? response:	Nope.
context: It's worth its weight in gold.\How would we make use of this to take down the Guild at its core?\Infiltrate with a bomb?\No good.\Our communications will give us away, and we'll get shot down.\Oh, you're right.\How about Kenji-kun from the Gifted Special Operations Division?\Nope. response:	Leads to a stalemate in a ground battle, and we'll be fighting overtime.
context: How would we make use of this to take down the Guild at its core?\Infiltrate with a bomb?\No good.\Our communications will give us away, and we'll get shot down.\Oh, you're right.\How about Kenji-kun from the Gifted Special Operations Division?\Nope.\Leads to a stalemate in a ground battle, and we'll be fighting overtime. response:	That's true.
context: Infiltrate with a bomb?\No good.\Our communications will give us away, and we'll get shot down.\Oh, you're right.\How about Kenji-kun from the Gifted Special Operations Division?\Nope.\Leads to a stalemate in a ground battle, and we'll be fighting overtime.\That's true. response:	Atsushi-kun, then?
context: No good.\Our communications will give us away, and we'll get shot down.\Oh, you're right.\How about Kenji-kun from the Gifted Special Operations Division?\Nope.\Leads to a stalemate in a ground battle, and we'll be fighting overtime.\That's true.\Atsushi-kun, then? response:	It could work, with Light Snow.
context: Our communications will give us away, and we'll get shot down.\Oh, you're right.\How about Kenji-kun from the Gifted Special Operations Division?\Nope.\Leads to a stalemate in a ground battle, and we'll be fighting overtime.\That's true.\Atsushi-kun, then?\It could work, with Light Snow. response:	True.
context: Oh, you're right.\How about Kenji-kun from the Gifted Special Operations Division?\Nope.\Leads to a stalemate in a ground battle, and we'll be fighting overtime.\That's true.\Atsushi-kun, then?\It could work, with Light Snow.\True. response:	I'll get right on it.
context: How about Kenji-kun from the Gifted Special Operations Division?\Nope.\Leads to a stalemate in a ground battle, and we'll be fighting overtime.\That's true.\Atsushi-kun, then?\It could work, with Light Snow.\True.\I'll get right on it. response:	Do we end in the mountains?
context: Nope.\Leads to a stalemate in a ground battle, and we'll be fighting overtime.\That's true.\Atsushi-kun, then?\It could work, with Light Snow.\True.\I'll get right on it.\Do we end in the mountains? response:	At sea.
context: Leads to a stalemate in a ground battle, and we'll be fighting overtime.\That's true.\Atsushi-kun, then?\It could work, with Light Snow.\True.\I'll get right on it.\Do we end in the mountains?\At sea. response:	Roger.
context: That's true.\Atsushi-kun, then?\It could work, with Light Snow.\True.\I'll get right on it.\Do we end in the mountains?\At sea.\Roger. response:	Let me go.
context: Atsushi-kun, then?\It could work, with Light Snow.\True.\I'll get right on it.\Do we end in the mountains?\At sea.\Roger.\Let me go. response:	You've got gall, betraying the Guild.
context: It could work, with Light Snow.\True.\I'll get right on it.\Do we end in the mountains?\At sea.\Roger.\Let me go.\You've got gall, betraying the Guild. response:	I wish I had your courage.
context: True.\I'll get right on it.\Do we end in the mountains?\At sea.\Roger.\Let me go.\You've got gall, betraying the Guild.\I wish I had your courage. response:	But did you really think the Guild wouldn't have countermeasures for your powerful ability?
context: I'll get right on it.\Do we end in the mountains?\At sea.\Roger.\Let me go.\You've got gall, betraying the Guild.\I wish I had your courage.\But did you really think the Guild wouldn't have countermeasures for your powerful ability? response:	I knew that much.
context: Do we end in the mountains?\At sea.\Roger.\Let me go.\You've got gall, betraying the Guild.\I wish I had your courage.\But did you really think the Guild wouldn't have countermeasures for your powerful ability?\I knew that much. response:	But I had to say I was going to be okay.
context: At sea.\Roger.\Let me go.\You've got gall, betraying the Guild.\I wish I had your courage.\But did you really think the Guild wouldn't have countermeasures for your powerful ability?\I knew that much.\But I had to say I was going to be okay. response:	Otherwise he would never have escaped.
context: Roger.\Let me go.\You've got gall, betraying the Guild.\I wish I had your courage.\But did you really think the Guild wouldn't have countermeasures for your powerful ability?\I knew that much.\But I had to say I was going to be okay.\Otherwise he would never have escaped. response:	Oh, man.
context: Let me go.\You've got gall, betraying the Guild.\I wish I had your courage.\But did you really think the Guild wouldn't have countermeasures for your powerful ability?\I knew that much.\But I had to say I was going to be okay.\Otherwise he would never have escaped.\Oh, man. response:	It's not easy being the bad guys.
context: You've got gall, betraying the Guild.\I wish I had your courage.\But did you really think the Guild wouldn't have countermeasures for your powerful ability?\I knew that much.\But I had to say I was going to be okay.\Otherwise he would never have escaped.\Oh, man.\It's not easy being the bad guys. response:	So, Chief Strategist, what's the plan?
context: I wish I had your courage.\But did you really think the Guild wouldn't have countermeasures for your powerful ability?\I knew that much.\But I had to say I was going to be okay.\Otherwise he would never have escaped.\Oh, man.\It's not easy being the bad guys.\So, Chief Strategist, what's the plan? response:	Hi Ango, how're you?
context: But did you really think the Guild wouldn't have countermeasures for your powerful ability?\I knew that much.\But I had to say I was going to be okay.\Otherwise he would never have escaped.\Oh, man.\It's not easy being the bad guys.\So, Chief Strategist, what's the plan?\Hi Ango, how're you? response:	I have some good news today.
context: I knew that much.\But I had to say I was going to be okay.\Otherwise he would never have escaped.\Oh, man.\It's not easy being the bad guys.\So, Chief Strategist, what's the plan?\Hi Ango, how're you?\I have some good news today. response:	We'll treat your injuries at the Agency.
context: But I had to say I was going to be okay.\Otherwise he would never have escaped.\Oh, man.\It's not easy being the bad guys.\So, Chief Strategist, what's the plan?\Hi Ango, how're you?\I have some good news today.\We'll treat your injuries at the Agency. response:	You'll be as good as new with Yosano-san's healing ability.
context: Otherwise he would never have escaped.\Oh, man.\It's not easy being the bad guys.\So, Chief Strategist, what's the plan?\Hi Ango, how're you?\I have some good news today.\We'll treat your injuries at the Agency.\You'll be as good as new with Yosano-san's healing ability. response:	And what do you want in return?
context: Oh, man.\It's not easy being the bad guys.\So, Chief Strategist, what's the plan?\Hi Ango, how're you?\I have some good news today.\We'll treat your injuries at the Agency.\You'll be as good as new with Yosano-san's healing ability.\And what do you want in return? response:	Well, one of the detectives in the Agency was captured by the military police.
context: It's not easy being the bad guys.\So, Chief Strategist, what's the plan?\Hi Ango, how're you?\I have some good news today.\We'll treat your injuries at the Agency.\You'll be as good as new with Yosano-san's healing ability.\And what do you want in return?\Well, one of the detectives in the Agency was captured by the military police. response:	We want to save her before our grand battle with the Guild.
context: So, Chief Strategist, what's the plan?\Hi Ango, how're you?\I have some good news today.\We'll treat your injuries at the Agency.\You'll be as good as new with Yosano-san's healing ability.\And what do you want in return?\Well, one of the detectives in the Agency was captured by the military police.\We want to save her before our grand battle with the Guild. response:	Ah, the killer of 35.
context: Hi Ango, how're you?\I have some good news today.\We'll treat your injuries at the Agency.\You'll be as good as new with Yosano-san's healing ability.\And what do you want in return?\Well, one of the detectives in the Agency was captured by the military police.\We want to save her before our grand battle with the Guild.\Ah, the killer of 35. response:	I'm told she's being kept on an unmanned plane used to quarantine dangerous gifteds.
context: I have some good news today.\We'll treat your injuries at the Agency.\You'll be as good as new with Yosano-san's healing ability.\And what do you want in return?\Well, one of the detectives in the Agency was captured by the military police.\We want to save her before our grand battle with the Guild.\Ah, the killer of 35.\I'm told she's being kept on an unmanned plane used to quarantine dangerous gifteds. response:	The Gifted Special Operations Division could indeed make an extrajudicial plea to grant her immunity.
context: We'll treat your injuries at the Agency.\You'll be as good as new with Yosano-san's healing ability.\And what do you want in return?\Well, one of the detectives in the Agency was captured by the military police.\We want to save her before our grand battle with the Guild.\Ah, the killer of 35.\I'm told she's being kept on an unmanned plane used to quarantine dangerous gifteds.\The Gifted Special Operations Division could indeed make an extrajudicial plea to grant her immunity. response:	But only if the girl is truly a member of the Agency.
context: You'll be as good as new with Yosano-san's healing ability.\And what do you want in return?\Well, one of the detectives in the Agency was captured by the military police.\We want to save her before our grand battle with the Guild.\Ah, the killer of 35.\I'm told she's being kept on an unmanned plane used to quarantine dangerous gifteds.\The Gifted Special Operations Division could indeed make an extrajudicial plea to grant her immunity.\But only if the girl is truly a member of the Agency. response:	Kyouka-chan isn't a member of the Agency?
context: And what do you want in return?\Well, one of the detectives in the Agency was captured by the military police.\We want to save her before our grand battle with the Guild.\Ah, the killer of 35.\I'm told she's being kept on an unmanned plane used to quarantine dangerous gifteds.\The Gifted Special Operations Division could indeed make an extrajudicial plea to grant her immunity.\But only if the girl is truly a member of the Agency.\Kyouka-chan isn't a member of the Agency? response:	She's not yet, to be exact.
context: Well, one of the detectives in the Agency was captured by the military police.\We want to save her before our grand battle with the Guild.\Ah, the killer of 35.\I'm told she's being kept on an unmanned plane used to quarantine dangerous gifteds.\The Gifted Special Operations Division could indeed make an extrajudicial plea to grant her immunity.\But only if the girl is truly a member of the Agency.\Kyouka-chan isn't a member of the Agency?\She's not yet, to be exact. response:	There's an entrance examination you need to take in order to become a detective.
context: We want to save her before our grand battle with the Guild.\Ah, the killer of 35.\I'm told she's being kept on an unmanned plane used to quarantine dangerous gifteds.\The Gifted Special Operations Division could indeed make an extrajudicial plea to grant her immunity.\But only if the girl is truly a member of the Agency.\Kyouka-chan isn't a member of the Agency?\She's not yet, to be exact.\There's an entrance examination you need to take in order to become a detective. response:	Unless you pass the test, you aren't officially accepted as an employee.
context: Ah, the killer of 35.\I'm told she's being kept on an unmanned plane used to quarantine dangerous gifteds.\The Gifted Special Operations Division could indeed make an extrajudicial plea to grant her immunity.\But only if the girl is truly a member of the Agency.\Kyouka-chan isn't a member of the Agency?\She's not yet, to be exact.\There's an entrance examination you need to take in order to become a detective.\Unless you pass the test, you aren't officially accepted as an employee. response:	Remember there was one for you, too?
context: I'm told she's being kept on an unmanned plane used to quarantine dangerous gifteds.\The Gifted Special Operations Division could indeed make an extrajudicial plea to grant her immunity.\But only if the girl is truly a member of the Agency.\Kyouka-chan isn't a member of the Agency?\She's not yet, to be exact.\There's an entrance examination you need to take in order to become a detective.\Unless you pass the test, you aren't officially accepted as an employee.\Remember there was one for you, too? response:	Dazai-kun, I accept your offer of treatment in exchange for my cooperation.
context: The Gifted Special Operations Division could indeed make an extrajudicial plea to grant her immunity.\But only if the girl is truly a member of the Agency.\Kyouka-chan isn't a member of the Agency?\She's not yet, to be exact.\There's an entrance examination you need to take in order to become a detective.\Unless you pass the test, you aren't officially accepted as an employee.\Remember there was one for you, too?\Dazai-kun, I accept your offer of treatment in exchange for my cooperation. response:	So tell me something.
context: But only if the girl is truly a member of the Agency.\Kyouka-chan isn't a member of the Agency?\She's not yet, to be exact.\There's an entrance examination you need to take in order to become a detective.\Unless you pass the test, you aren't officially accepted as an employee.\Remember there was one for you, too?\Dazai-kun, I accept your offer of treatment in exchange for my cooperation.\So tell me something. response:	When the unidentified car rammed into us,
context: Kyouka-chan isn't a member of the Agency?\She's not yet, to be exact.\There's an entrance examination you need to take in order to become a detective.\Unless you pass the test, you aren't officially accepted as an employee.\Remember there was one for you, too?\Dazai-kun, I accept your offer of treatment in exchange for my cooperation.\So tell me something.\When the unidentified car rammed into us, response:	for some reason my airbag was the only one that didn't deploy.
context: She's not yet, to be exact.\There's an entrance examination you need to take in order to become a detective.\Unless you pass the test, you aren't officially accepted as an employee.\Remember there was one for you, too?\Dazai-kun, I accept your offer of treatment in exchange for my cooperation.\So tell me something.\When the unidentified car rammed into us,\for some reason my airbag was the only one that didn't deploy. response:	Might you know the reason?
context: There's an entrance examination you need to take in order to become a detective.\Unless you pass the test, you aren't officially accepted as an employee.\Remember there was one for you, too?\Dazai-kun, I accept your offer of treatment in exchange for my cooperation.\So tell me something.\When the unidentified car rammed into us,\for some reason my airbag was the only one that didn't deploy.\Might you know the reason? response:	The entrance exam involves observing the applicant's behaviors
context: Unless you pass the test, you aren't officially accepted as an employee.\Remember there was one for you, too?\Dazai-kun, I accept your offer of treatment in exchange for my cooperation.\So tell me something.\When the unidentified car rammed into us,\for some reason my airbag was the only one that didn't deploy.\Might you know the reason?\The entrance exam involves observing the applicant's behaviors response:	to determine whether they're suitable for the Agency.
context: Remember there was one for you, too?\Dazai-kun, I accept your offer of treatment in exchange for my cooperation.\So tell me something.\When the unidentified car rammed into us,\for some reason my airbag was the only one that didn't deploy.\Might you know the reason?\The entrance exam involves observing the applicant's behaviors\to determine whether they're suitable for the Agency. response:	It's a secret test.
context: Dazai-kun, I accept your offer of treatment in exchange for my cooperation.\So tell me something.\When the unidentified car rammed into us,\for some reason my airbag was the only one that didn't deploy.\Might you know the reason?\The entrance exam involves observing the applicant's behaviors\to determine whether they're suitable for the Agency.\It's a secret test. response:	Whenever Kyouka-chan is in danger, she seeks escape by hurting or doing away with someone.
context: So tell me something.\When the unidentified car rammed into us,\for some reason my airbag was the only one that didn't deploy.\Might you know the reason?\The entrance exam involves observing the applicant's behaviors\to determine whether they're suitable for the Agency.\It's a secret test.\Whenever Kyouka-chan is in danger, she seeks escape by hurting or doing away with someone. response:	That may be her nature.
context: When the unidentified car rammed into us,\for some reason my airbag was the only one that didn't deploy.\Might you know the reason?\The entrance exam involves observing the applicant's behaviors\to determine whether they're suitable for the Agency.\It's a secret test.\Whenever Kyouka-chan is in danger, she seeks escape by hurting or doing away with someone.\That may be her nature. response:	If that's the case, she may not pass the entrance exam.
context: for some reason my airbag was the only one that didn't deploy.\Might you know the reason?\The entrance exam involves observing the applicant's behaviors\to determine whether they're suitable for the Agency.\It's a secret test.\Whenever Kyouka-chan is in danger, she seeks escape by hurting or doing away with someone.\That may be her nature.\If that's the case, she may not pass the entrance exam. response:	Okay, we're here.
context: Might you know the reason?\The entrance exam involves observing the applicant's behaviors\to determine whether they're suitable for the Agency.\It's a secret test.\Whenever Kyouka-chan is in danger, she seeks escape by hurting or doing away with someone.\That may be her nature.\If that's the case, she may not pass the entrance exam.\Okay, we're here. response:	The library?
context: The entrance exam involves observing the applicant's behaviors\to determine whether they're suitable for the Agency.\It's a secret test.\Whenever Kyouka-chan is in danger, she seeks escape by hurting or doing away with someone.\That may be her nature.\If that's the case, she may not pass the entrance exam.\Okay, we're here.\The library? response:	I'm Tanizaki of the Armed Detective Agency.
context: to determine whether they're suitable for the Agency.\It's a secret test.\Whenever Kyouka-chan is in danger, she seeks escape by hurting or doing away with someone.\That may be her nature.\If that's the case, she may not pass the entrance exam.\Okay, we're here.\The library?\I'm Tanizaki of the Armed Detective Agency. response:	We've been waiting for you.
context: It's a secret test.\Whenever Kyouka-chan is in danger, she seeks escape by hurting or doing away with someone.\That may be her nature.\If that's the case, she may not pass the entrance exam.\Okay, we're here.\The library?\I'm Tanizaki of the Armed Detective Agency.\We've been waiting for you. response:	Please.
context: Whenever Kyouka-chan is in danger, she seeks escape by hurting or doing away with someone.\That may be her nature.\If that's the case, she may not pass the entrance exam.\Okay, we're here.\The library?\I'm Tanizaki of the Armed Detective Agency.\We've been waiting for you.\Please. response:	The Agency's micro-assault fighter, the Night Bird.
context: That may be her nature.\If that's the case, she may not pass the entrance exam.\Okay, we're here.\The library?\I'm Tanizaki of the Armed Detective Agency.\We've been waiting for you.\Please.\The Agency's micro-assault fighter, the Night Bird. response:	I'll pilot this and deliver you to the Moby Dick.
context: If that's the case, she may not pass the entrance exam.\Okay, we're here.\The library?\I'm Tanizaki of the Armed Detective Agency.\We've been waiting for you.\Please.\The Agency's micro-assault fighter, the Night Bird.\I'll pilot this and deliver you to the Moby Dick. response:	A solo infiltration?
context: Okay, we're here.\The library?\I'm Tanizaki of the Armed Detective Agency.\We've been waiting for you.\Please.\The Agency's micro-assault fighter, the Night Bird.\I'll pilot this and deliver you to the Moby Dick.\A solo infiltration? response:	The Guild is planning an all-out ground attack.
context: The library?\I'm Tanizaki of the Armed Detective Agency.\We've been waiting for you.\Please.\The Agency's micro-assault fighter, the Night Bird.\I'll pilot this and deliver you to the Moby Dick.\A solo infiltration?\The Guild is planning an all-out ground attack. response:	We'll sneak onto the Moby Dick while it's sparsely staffed, and take control.
context: I'm Tanizaki of the Armed Detective Agency.\We've been waiting for you.\Please.\The Agency's micro-assault fighter, the Night Bird.\I'll pilot this and deliver you to the Moby Dick.\A solo infiltration?\The Guild is planning an all-out ground attack.\We'll sneak onto the Moby Dick while it's sparsely staffed, and take control. response:	I'm going to do all that by myself?
context: We've been waiting for you.\Please.\The Agency's micro-assault fighter, the Night Bird.\I'll pilot this and deliver you to the Moby Dick.\A solo infiltration?\The Guild is planning an all-out ground attack.\We'll sneak onto the Moby Dick while it's sparsely staffed, and take control.\I'm going to do all that by myself? response:	On a solo infiltration,
context: Please.\The Agency's micro-assault fighter, the Night Bird.\I'll pilot this and deliver you to the Moby Dick.\A solo infiltration?\The Guild is planning an all-out ground attack.\We'll sneak onto the Moby Dick while it's sparsely staffed, and take control.\I'm going to do all that by myself?\On a solo infiltration, response:	a gifted with combat abilities is preferable, due to their ability to work under pressure.
context: The Agency's micro-assault fighter, the Night Bird.\I'll pilot this and deliver you to the Moby Dick.\A solo infiltration?\The Guild is planning an all-out ground attack.\We'll sneak onto the Moby Dick while it's sparsely staffed, and take control.\I'm going to do all that by myself?\On a solo infiltration,\a gifted with combat abilities is preferable, due to their ability to work under pressure. response:	You've also been held captive aboard the Moby Dick, so you have an idea of its structure.
context: I'll pilot this and deliver you to the Moby Dick.\A solo infiltration?\The Guild is planning an all-out ground attack.\We'll sneak onto the Moby Dick while it's sparsely staffed, and take control.\I'm going to do all that by myself?\On a solo infiltration,\a gifted with combat abilities is preferable, due to their ability to work under pressure.\You've also been held captive aboard the Moby Dick, so you have an idea of its structure. response:	Furthermore, even if you do fail, there's a good chance that you'll be captured alive.
context: A solo infiltration?\The Guild is planning an all-out ground attack.\We'll sneak onto the Moby Dick while it's sparsely staffed, and take control.\I'm going to do all that by myself?\On a solo infiltration,\a gifted with combat abilities is preferable, due to their ability to work under pressure.\You've also been held captive aboard the Moby Dick, so you have an idea of its structure.\Furthermore, even if you do fail, there's a good chance that you'll be captured alive. response:	No one is more suited for the job than you.
context: The Guild is planning an all-out ground attack.\We'll sneak onto the Moby Dick while it's sparsely staffed, and take control.\I'm going to do all that by myself?\On a solo infiltration,\a gifted with combat abilities is preferable, due to their ability to work under pressure.\You've also been held captive aboard the Moby Dick, so you have an idea of its structure.\Furthermore, even if you do fail, there's a good chance that you'll be captured alive.\No one is more suited for the job than you. response:	Will you do it?
context: We'll sneak onto the Moby Dick while it's sparsely staffed, and take control.\I'm going to do all that by myself?\On a solo infiltration,\a gifted with combat abilities is preferable, due to their ability to work under pressure.\You've also been held captive aboard the Moby Dick, so you have an idea of its structure.\Furthermore, even if you do fail, there's a good chance that you'll be captured alive.\No one is more suited for the job than you.\Will you do it? response:	Turn it down.
context: I'm going to do all that by myself?\On a solo infiltration,\a gifted with combat abilities is preferable, due to their ability to work under pressure.\You've also been held captive aboard the Moby Dick, so you have an idea of its structure.\Furthermore, even if you do fail, there's a good chance that you'll be captured alive.\No one is more suited for the job than you.\Will you do it?\Turn it down. response:	You can't do it.
context: On a solo infiltration,\a gifted with combat abilities is preferable, due to their ability to work under pressure.\You've also been held captive aboard the Moby Dick, so you have an idea of its structure.\Furthermore, even if you do fail, there's a good chance that you'll be captured alive.\No one is more suited for the job than you.\Will you do it?\Turn it down.\You can't do it. response:	You're the runt of the orphanage until the day you die.
context: a gifted with combat abilities is preferable, due to their ability to work under pressure.\You've also been held captive aboard the Moby Dick, so you have an idea of its structure.\Furthermore, even if you do fail, there's a good chance that you'll be captured alive.\No one is more suited for the job than you.\Will you do it?\Turn it down.\You can't do it.\You're the runt of the orphanage until the day you die. response:	I've only ever regretted the things I didn't do.
context: You've also been held captive aboard the Moby Dick, so you have an idea of its structure.\Furthermore, even if you do fail, there's a good chance that you'll be captured alive.\No one is more suited for the job than you.\Will you do it?\Turn it down.\You can't do it.\You're the runt of the orphanage until the day you die.\I've only ever regretted the things I didn't do. response:	I'll do it.
context: Furthermore, even if you do fail, there's a good chance that you'll be captured alive.\No one is more suited for the job than you.\Will you do it?\Turn it down.\You can't do it.\You're the runt of the orphanage until the day you die.\I've only ever regretted the things I didn't do.\I'll do it. response:	Entering Moby Dick visual range.
context: No one is more suited for the job than you.\Will you do it?\Turn it down.\You can't do it.\You're the runt of the orphanage until the day you die.\I've only ever regretted the things I didn't do.\I'll do it.\Entering Moby Dick visual range. response:	Understood.
context: Will you do it?\Turn it down.\You can't do it.\You're the runt of the orphanage until the day you die.\I've only ever regretted the things I didn't do.\I'll do it.\Entering Moby Dick visual range.\Understood. response:	Here we go, Atsushi-kun.
context: Turn it down.\You can't do it.\You're the runt of the orphanage until the day you die.\I've only ever regretted the things I didn't do.\I'll do it.\Entering Moby Dick visual range.\Understood.\Here we go, Atsushi-kun. response:	Yes.
context: You can't do it.\You're the runt of the orphanage until the day you die.\I've only ever regretted the things I didn't do.\I'll do it.\Entering Moby Dick visual range.\Understood.\Here we go, Atsushi-kun.\Yes. response:	Ability: Light Snow!
context: You're the runt of the orphanage until the day you die.\I've only ever regretted the things I didn't do.\I'll do it.\Entering Moby Dick visual range.\Understood.\Here we go, Atsushi-kun.\Yes.\Ability: Light Snow! response:	Ability: Light Snow
context: I've only ever regretted the things I didn't do.\I'll do it.\Entering Moby Dick visual range.\Understood.\Here we go, Atsushi-kun.\Yes.\Ability: Light Snow!\Ability: Light Snow response:	The Moby Dick's sensors are disabled for just 130 seconds, while the transport helicopter docks.
context: I'll do it.\Entering Moby Dick visual range.\Understood.\Here we go, Atsushi-kun.\Yes.\Ability: Light Snow!\Ability: Light Snow\The Moby Dick's sensors are disabled for just 130 seconds, while the transport helicopter docks. response:	We're going to hide ourselves and close in during that time.
context: Entering Moby Dick visual range.\Understood.\Here we go, Atsushi-kun.\Yes.\Ability: Light Snow!\Ability: Light Snow\The Moby Dick's sensors are disabled for just 130 seconds, while the transport helicopter docks.\We're going to hide ourselves and close in during that time. response:	What? The pilot isn't responding?
context: Understood.\Here we go, Atsushi-kun.\Yes.\Ability: Light Snow!\Ability: Light Snow\The Moby Dick's sensors are disabled for just 130 seconds, while the transport helicopter docks.\We're going to hide ourselves and close in during that time.\What? The pilot isn't responding? response:	Perhaps some trouble with the communicator.
context: Here we go, Atsushi-kun.\Yes.\Ability: Light Snow!\Ability: Light Snow\The Moby Dick's sensors are disabled for just 130 seconds, while the transport helicopter docks.\We're going to hide ourselves and close in during that time.\What? The pilot isn't responding?\Perhaps some trouble with the communicator. response:	What the?
