context: How does it look, Azalea? response:	No change in its standby location.
context: Sounds more like a thread than a rope.\But we'll win, Shiroe!\Federico, attack power debuff! Attack radius debuff!\I know!\Tetra, up your healing output!\I can't do any more than this!\I'll support you.\Wow, that's pretty. response:	Force Step!
context: But we'll win, Shiroe!\Federico, attack power debuff! Attack radius debuff!\I know!\Tetra, up your healing output!\I can't do any more than this!\I'll support you.\Wow, that's pretty.\Force Step! response:	I'm shining!
context: Federico, attack power debuff! Attack radius debuff!\I know!\Tetra, up your healing output!\I can't do any more than this!\I'll support you.\Wow, that's pretty.\Force Step!\I'm shining! response:	Force Step increases your cool down speed by twenty percent for one minute.
context: I know!\Tetra, up your healing output!\I can't do any more than this!\I'll support you.\Wow, that's pretty.\Force Step!\I'm shining!\Force Step increases your cool down speed by twenty percent for one minute. response:	Sacred Wall Time Left Aurora Heal Time Left Healing Light Reactive Heal
context: Tetra, up your healing output!\I can't do any more than this!\I'll support you.\Wow, that's pretty.\Force Step!\I'm shining!\Force Step increases your cool down speed by twenty percent for one minute.\Sacred Wall Time Left Aurora Heal Time Left Healing Light Reactive Heal response:	Aurora Heal's normal cool down is six hundred seconds,
context: I can't do any more than this!\I'll support you.\Wow, that's pretty.\Force Step!\I'm shining!\Force Step increases your cool down speed by twenty percent for one minute.\Sacred Wall Time Left Aurora Heal Time Left Healing Light Reactive Heal\Aurora Heal's normal cool down is six hundred seconds, response:	and this cuts it to four hundred, eighty seconds.
context: I'll support you.\Wow, that's pretty.\Force Step!\I'm shining!\Force Step increases your cool down speed by twenty percent for one minute.\Sacred Wall Time Left Aurora Heal Time Left Healing Light Reactive Heal\Aurora Heal's normal cool down is six hundred seconds,\and this cuts it to four hundred, eighty seconds. response:	This one hundred, twenty seconds makes a big difference.
context: Wow, that's pretty.\Force Step!\I'm shining!\Force Step increases your cool down speed by twenty percent for one minute.\Sacred Wall Time Left Aurora Heal Time Left Healing Light Reactive Heal\Aurora Heal's normal cool down is six hundred seconds,\and this cuts it to four hundred, eighty seconds.\This one hundred, twenty seconds makes a big difference. response:	And...
context: Force Step!\I'm shining!\Force Step increases your cool down speed by twenty percent for one minute.\Sacred Wall Time Left Aurora Heal Time Left Healing Light Reactive Heal\Aurora Heal's normal cool down is six hundred seconds,\and this cuts it to four hundred, eighty seconds.\This one hundred, twenty seconds makes a big difference.\And... response:	Mana Channeling.
context: I'm shining!\Force Step increases your cool down speed by twenty percent for one minute.\Sacred Wall Time Left Aurora Heal Time Left Healing Light Reactive Heal\Aurora Heal's normal cool down is six hundred seconds,\and this cuts it to four hundred, eighty seconds.\This one hundred, twenty seconds makes a big difference.\And...\Mana Channeling. response:	Tetra Naotsugu Federico Shiroe Vuoinen Demikas
context: Force Step increases your cool down speed by twenty percent for one minute.\Sacred Wall Time Left Aurora Heal Time Left Healing Light Reactive Heal\Aurora Heal's normal cool down is six hundred seconds,\and this cuts it to four hundred, eighty seconds.\This one hundred, twenty seconds makes a big difference.\And...\Mana Channeling.\Tetra Naotsugu Federico Shiroe Vuoinen Demikas response:	I supply the extra MP required with Mana Channeling.
context: Sacred Wall Time Left Aurora Heal Time Left Healing Light Reactive Heal\Aurora Heal's normal cool down is six hundred seconds,\and this cuts it to four hundred, eighty seconds.\This one hundred, twenty seconds makes a big difference.\And...\Mana Channeling.\Tetra Naotsugu Federico Shiroe Vuoinen Demikas\I supply the extra MP required with Mana Channeling. response:	Thank you, Shiroe.
context: Aurora Heal's normal cool down is six hundred seconds,\and this cuts it to four hundred, eighty seconds.\This one hundred, twenty seconds makes a big difference.\And...\Mana Channeling.\Tetra Naotsugu Federico Shiroe Vuoinen Demikas\I supply the extra MP required with Mana Channeling.\Thank you, Shiroe. response:	Here!
context: and this cuts it to four hundred, eighty seconds.\This one hundred, twenty seconds makes a big difference.\And...\Mana Channeling.\Tetra Naotsugu Federico Shiroe Vuoinen Demikas\I supply the extra MP required with Mana Channeling.\Thank you, Shiroe.\Here! response:	The Sequoia of Life.
context: This one hundred, twenty seconds makes a big difference.\And...\Mana Channeling.\Tetra Naotsugu Federico Shiroe Vuoinen Demikas\I supply the extra MP required with Mana Channeling.\Thank you, Shiroe.\Here!\The Sequoia of Life. response:	One of the druid's summons.
context: And...\Mana Channeling.\Tetra Naotsugu Federico Shiroe Vuoinen Demikas\I supply the extra MP required with Mana Channeling.\Thank you, Shiroe.\Here!\The Sequoia of Life.\One of the druid's summons. response:	Its shining green leaves heal the party at set intervals.
context: Mana Channeling.\Tetra Naotsugu Federico Shiroe Vuoinen Demikas\I supply the extra MP required with Mana Channeling.\Thank you, Shiroe.\Here!\The Sequoia of Life.\One of the druid's summons.\Its shining green leaves heal the party at set intervals. response:	Good choice...
context: Tetra Naotsugu Federico Shiroe Vuoinen Demikas\I supply the extra MP required with Mana Channeling.\Thank you, Shiroe.\Here!\The Sequoia of Life.\One of the druid's summons.\Its shining green leaves heal the party at set intervals.\Good choice... response:	That spell can heal ten people's HP over thirty percent!
context: I supply the extra MP required with Mana Channeling.\Thank you, Shiroe.\Here!\The Sequoia of Life.\One of the druid's summons.\Its shining green leaves heal the party at set intervals.\Good choice...\That spell can heal ten people's HP over thirty percent! response:	Karma Drive!
context: Thank you, Shiroe.\Here!\The Sequoia of Life.\One of the druid's summons.\Its shining green leaves heal the party at set intervals.\Good choice...\That spell can heal ten people's HP over thirty percent!\Karma Drive! response:	Ibrahabra of the Third Garden, Lv. 93 Rank/ Raid
context: Here!\The Sequoia of Life.\One of the druid's summons.\Its shining green leaves heal the party at set intervals.\Good choice...\That spell can heal ten people's HP over thirty percent!\Karma Drive!\Ibrahabra of the Third Garden, Lv. 93 Rank/ Raid response:	Ibrahabra's area-of-effect attack,
context: The Sequoia of Life.\One of the druid's summons.\Its shining green leaves heal the party at set intervals.\Good choice...\That spell can heal ten people's HP over thirty percent!\Karma Drive!\Ibrahabra of the Third Garden, Lv. 93 Rank/ Raid\Ibrahabra's area-of-effect attack, response:	Merciless Purgatorial Banquet, hits every one hundred, eighty seconds.
context: One of the druid's summons.\Its shining green leaves heal the party at set intervals.\Good choice...\That spell can heal ten people's HP over thirty percent!\Karma Drive!\Ibrahabra of the Third Garden, Lv. 93 Rank/ Raid\Ibrahabra's area-of-effect attack,\Merciless Purgatorial Banquet, hits every one hundred, eighty seconds. response:	We'll get through the next one with Vuoinen's Mercy Rain and Life Burst.
context: Its shining green leaves heal the party at set intervals.\Good choice...\That spell can heal ten people's HP over thirty percent!\Karma Drive!\Ibrahabra of the Third Garden, Lv. 93 Rank/ Raid\Ibrahabra's area-of-effect attack,\Merciless Purgatorial Banquet, hits every one hundred, eighty seconds.\We'll get through the next one with Vuoinen's Mercy Rain and Life Burst. response:	And the next one will be in three hundred, sixty seconds.
context: Good choice...\That spell can heal ten people's HP over thirty percent!\Karma Drive!\Ibrahabra of the Third Garden, Lv. 93 Rank/ Raid\Ibrahabra's area-of-effect attack,\Merciless Purgatorial Banquet, hits every one hundred, eighty seconds.\We'll get through the next one with Vuoinen's Mercy Rain and Life Burst.\And the next one will be in three hundred, sixty seconds. response:	Naotsugu's Castle of Stone will be ready to use again,
context: That spell can heal ten people's HP over thirty percent!\Karma Drive!\Ibrahabra of the Third Garden, Lv. 93 Rank/ Raid\Ibrahabra's area-of-effect attack,\Merciless Purgatorial Banquet, hits every one hundred, eighty seconds.\We'll get through the next one with Vuoinen's Mercy Rain and Life Burst.\And the next one will be in three hundred, sixty seconds.\Naotsugu's Castle of Stone will be ready to use again, response:	and we'll use that to neutralize it.
context: Karma Drive!\Ibrahabra of the Third Garden, Lv. 93 Rank/ Raid\Ibrahabra's area-of-effect attack,\Merciless Purgatorial Banquet, hits every one hundred, eighty seconds.\We'll get through the next one with Vuoinen's Mercy Rain and Life Burst.\And the next one will be in three hundred, sixty seconds.\Naotsugu's Castle of Stone will be ready to use again,\and we'll use that to neutralize it. response:	And in five hundred, forty seconds, we'll use Tetra's Aurora Heal to recover.
context: Ibrahabra of the Third Garden, Lv. 93 Rank/ Raid\Ibrahabra's area-of-effect attack,\Merciless Purgatorial Banquet, hits every one hundred, eighty seconds.\We'll get through the next one with Vuoinen's Mercy Rain and Life Burst.\And the next one will be in three hundred, sixty seconds.\Naotsugu's Castle of Stone will be ready to use again,\and we'll use that to neutralize it.\And in five hundred, forty seconds, we'll use Tetra's Aurora Heal to recover. response:	Ragoumaru Race/ Wolf Fang Samurai, Lv. 95 Phys Atk Up, Phys Def Up, Dodge Up, Accuracy Up Silver Sword
context: Ibrahabra's area-of-effect attack,\Merciless Purgatorial Banquet, hits every one hundred, eighty seconds.\We'll get through the next one with Vuoinen's Mercy Rain and Life Burst.\And the next one will be in three hundred, sixty seconds.\Naotsugu's Castle of Stone will be ready to use again,\and we'll use that to neutralize it.\And in five hundred, forty seconds, we'll use Tetra's Aurora Heal to recover.\Ragoumaru Race/ Wolf Fang Samurai, Lv. 95 Phys Atk Up, Phys Def Up, Dodge Up, Accuracy Up Silver Sword response:	The Karma Drive I just cast
context: Merciless Purgatorial Banquet, hits every one hundred, eighty seconds.\We'll get through the next one with Vuoinen's Mercy Rain and Life Burst.\And the next one will be in three hundred, sixty seconds.\Naotsugu's Castle of Stone will be ready to use again,\and we'll use that to neutralize it.\And in five hundred, forty seconds, we'll use Tetra's Aurora Heal to recover.\Ragoumaru Race/ Wolf Fang Samurai, Lv. 95 Phys Atk Up, Phys Def Up, Dodge Up, Accuracy Up Silver Sword\The Karma Drive I just cast response:	restores MP whenever a critical hit lands on Ibrahabra.
context: We'll get through the next one with Vuoinen's Mercy Rain and Life Burst.\And the next one will be in three hundred, sixty seconds.\Naotsugu's Castle of Stone will be ready to use again,\and we'll use that to neutralize it.\And in five hundred, forty seconds, we'll use Tetra's Aurora Heal to recover.\Ragoumaru Race/ Wolf Fang Samurai, Lv. 95 Phys Atk Up, Phys Def Up, Dodge Up, Accuracy Up Silver Sword\The Karma Drive I just cast\restores MP whenever a critical hit lands on Ibrahabra. response:	Junzou Race/ Wolf Fang Samurai, Lv. 95 Phys Atk Up, Phys Def Up, Dodge Up, Accuracy Up Silver Sword
context: And the next one will be in three hundred, sixty seconds.\Naotsugu's Castle of Stone will be ready to use again,\and we'll use that to neutralize it.\And in five hundred, forty seconds, we'll use Tetra's Aurora Heal to recover.\Ragoumaru Race/ Wolf Fang Samurai, Lv. 95 Phys Atk Up, Phys Def Up, Dodge Up, Accuracy Up Silver Sword\The Karma Drive I just cast\restores MP whenever a critical hit lands on Ibrahabra.\Junzou Race/ Wolf Fang Samurai, Lv. 95 Phys Atk Up, Phys Def Up, Dodge Up, Accuracy Up Silver Sword response:	If we can keep our damage up,
context: Naotsugu's Castle of Stone will be ready to use again,\and we'll use that to neutralize it.\And in five hundred, forty seconds, we'll use Tetra's Aurora Heal to recover.\Ragoumaru Race/ Wolf Fang Samurai, Lv. 95 Phys Atk Up, Phys Def Up, Dodge Up, Accuracy Up Silver Sword\The Karma Drive I just cast\restores MP whenever a critical hit lands on Ibrahabra.\Junzou Race/ Wolf Fang Samurai, Lv. 95 Phys Atk Up, Phys Def Up, Dodge Up, Accuracy Up Silver Sword\If we can keep our damage up, response:	we'll finish him in seven hundred seconds at this rate.
context: and we'll use that to neutralize it.\And in five hundred, forty seconds, we'll use Tetra's Aurora Heal to recover.\Ragoumaru Race/ Wolf Fang Samurai, Lv. 95 Phys Atk Up, Phys Def Up, Dodge Up, Accuracy Up Silver Sword\The Karma Drive I just cast\restores MP whenever a critical hit lands on Ibrahabra.\Junzou Race/ Wolf Fang Samurai, Lv. 95 Phys Atk Up, Phys Def Up, Dodge Up, Accuracy Up Silver Sword\If we can keep our damage up,\we'll finish him in seven hundred seconds at this rate. response:	Then we can bring our full power to bear on Taltaulgar, and...
context: And in five hundred, forty seconds, we'll use Tetra's Aurora Heal to recover.\Ragoumaru Race/ Wolf Fang Samurai, Lv. 95 Phys Atk Up, Phys Def Up, Dodge Up, Accuracy Up Silver Sword\The Karma Drive I just cast\restores MP whenever a critical hit lands on Ibrahabra.\Junzou Race/ Wolf Fang Samurai, Lv. 95 Phys Atk Up, Phys Def Up, Dodge Up, Accuracy Up Silver Sword\If we can keep our damage up,\we'll finish him in seven hundred seconds at this rate.\Then we can bring our full power to bear on Taltaulgar, and... response:	We can win.
context: Ragoumaru Race/ Wolf Fang Samurai, Lv. 95 Phys Atk Up, Phys Def Up, Dodge Up, Accuracy Up Silver Sword\The Karma Drive I just cast\restores MP whenever a critical hit lands on Ibrahabra.\Junzou Race/ Wolf Fang Samurai, Lv. 95 Phys Atk Up, Phys Def Up, Dodge Up, Accuracy Up Silver Sword\If we can keep our damage up,\we'll finish him in seven hundred seconds at this rate.\Then we can bring our full power to bear on Taltaulgar, and...\We can win. response:	We can win if we keep up our DPS!
context: The Karma Drive I just cast\restores MP whenever a critical hit lands on Ibrahabra.\Junzou Race/ Wolf Fang Samurai, Lv. 95 Phys Atk Up, Phys Def Up, Dodge Up, Accuracy Up Silver Sword\If we can keep our damage up,\we'll finish him in seven hundred seconds at this rate.\Then we can bring our full power to bear on Taltaulgar, and...\We can win.\We can win if we keep up our DPS! response:	You hear that, guys?
context: restores MP whenever a critical hit lands on Ibrahabra.\Junzou Race/ Wolf Fang Samurai, Lv. 95 Phys Atk Up, Phys Def Up, Dodge Up, Accuracy Up Silver Sword\If we can keep our damage up,\we'll finish him in seven hundred seconds at this rate.\Then we can bring our full power to bear on Taltaulgar, and...\We can win.\We can win if we keep up our DPS!\You hear that, guys? response:	The villain said so.
context: Junzou Race/ Wolf Fang Samurai, Lv. 95 Phys Atk Up, Phys Def Up, Dodge Up, Accuracy Up Silver Sword\If we can keep our damage up,\we'll finish him in seven hundred seconds at this rate.\Then we can bring our full power to bear on Taltaulgar, and...\We can win.\We can win if we keep up our DPS!\You hear that, guys?\The villain said so. response:	Give it all you've got!
context: If we can keep our damage up,\we'll finish him in seven hundred seconds at this rate.\Then we can bring our full power to bear on Taltaulgar, and...\We can win.\We can win if we keep up our DPS!\You hear that, guys?\The villain said so.\Give it all you've got! response:	No holding back!
context: we'll finish him in seven hundred seconds at this rate.\Then we can bring our full power to bear on Taltaulgar, and...\We can win.\We can win if we keep up our DPS!\You hear that, guys?\The villain said so.\Give it all you've got!\No holding back! response:	Yeah!
context: Then we can bring our full power to bear on Taltaulgar, and...\We can win.\We can win if we keep up our DPS!\You hear that, guys?\The villain said so.\Give it all you've got!\No holding back!\Yeah! response:	N-No!
context: We can win.\We can win if we keep up our DPS!\You hear that, guys?\The villain said so.\Give it all you've got!\No holding back!\Yeah!\N-No! response:	Not now...
context: We can win if we keep up our DPS!\You hear that, guys?\The villain said so.\Give it all you've got!\No holding back!\Yeah!\N-No!\Not now... response:	You're kidding me.
context: You hear that, guys?\The villain said so.\Give it all you've got!\No holding back!\Yeah!\N-No!\Not now...\You're kidding me. response:	This is impossible!
context: The villain said so.\Give it all you've got!\No holding back!\Yeah!\N-No!\Not now...\You're kidding me.\This is impossible! response:	Shadow Vanguard...
context: Give it all you've got!\No holding back!\Yeah!\N-No!\Not now...\You're kidding me.\This is impossible!\Shadow Vanguard... response:	The same number appear as people that attacked Luseat.
context: No holding back!\Yeah!\N-No!\Not now...\You're kidding me.\This is impossible!\Shadow Vanguard...\The same number appear as people that attacked Luseat. response:	I predicted we'd have to deal with a few that got through, but...
context: Yeah!\N-No!\Not now...\You're kidding me.\This is impossible!\Shadow Vanguard...\The same number appear as people that attacked Luseat.\I predicted we'd have to deal with a few that got through, but... response:	I was sure we defeated all the Shadow Vanguard when we moved to the cave.
context: N-No!\Not now...\You're kidding me.\This is impossible!\Shadow Vanguard...\The same number appear as people that attacked Luseat.\I predicted we'd have to deal with a few that got through, but...\I was sure we defeated all the Shadow Vanguard when we moved to the cave. response:	Even if Luseat goes back to black,
context: Not now...\You're kidding me.\This is impossible!\Shadow Vanguard...\The same number appear as people that attacked Luseat.\I predicted we'd have to deal with a few that got through, but...\I was sure we defeated all the Shadow Vanguard when we moved to the cave.\Even if Luseat goes back to black, response:	there's no one in that zone to damage him...
context: You're kidding me.\This is impossible!\Shadow Vanguard...\The same number appear as people that attacked Luseat.\I predicted we'd have to deal with a few that got through, but...\I was sure we defeated all the Shadow Vanguard when we moved to the cave.\Even if Luseat goes back to black,\there's no one in that zone to damage him... response:	No, wait.
context: This is impossible!\Shadow Vanguard...\The same number appear as people that attacked Luseat.\I predicted we'd have to deal with a few that got through, but...\I was sure we defeated all the Shadow Vanguard when we moved to the cave.\Even if Luseat goes back to black,\there's no one in that zone to damage him...\No, wait. response:	It's dealing damage to itself?
context: Shadow Vanguard...\The same number appear as people that attacked Luseat.\I predicted we'd have to deal with a few that got through, but...\I was sure we defeated all the Shadow Vanguard when we moved to the cave.\Even if Luseat goes back to black,\there's no one in that zone to damage him...\No, wait.\It's dealing damage to itself? response:	After a while, it'll revert to Black Knight Mode.
context: The same number appear as people that attacked Luseat.\I predicted we'd have to deal with a few that got through, but...\I was sure we defeated all the Shadow Vanguard when we moved to the cave.\Even if Luseat goes back to black,\there's no one in that zone to damage him...\No, wait.\It's dealing damage to itself?\After a while, it'll revert to Black Knight Mode. response:	And then...
context: I predicted we'd have to deal with a few that got through, but...\I was sure we defeated all the Shadow Vanguard when we moved to the cave.\Even if Luseat goes back to black,\there's no one in that zone to damage him...\No, wait.\It's dealing damage to itself?\After a while, it'll revert to Black Knight Mode.\And then... response:	Each time it goes back to black,
context: I was sure we defeated all the Shadow Vanguard when we moved to the cave.\Even if Luseat goes back to black,\there's no one in that zone to damage him...\No, wait.\It's dealing damage to itself?\After a while, it'll revert to Black Knight Mode.\And then...\Each time it goes back to black, response:	it takes damage from itself and the new Shadow Vanguard...
context: Even if Luseat goes back to black,\there's no one in that zone to damage him...\No, wait.\It's dealing damage to itself?\After a while, it'll revert to Black Knight Mode.\And then...\Each time it goes back to black,\it takes damage from itself and the new Shadow Vanguard... response:	How many must there be now?
context: there's no one in that zone to damage him...\No, wait.\It's dealing damage to itself?\After a while, it'll revert to Black Knight Mode.\And then...\Each time it goes back to black,\it takes damage from itself and the new Shadow Vanguard...\How many must there be now? response:	If they increase exponentially every two hundred seconds...
context: No, wait.\It's dealing damage to itself?\After a while, it'll revert to Black Knight Mode.\And then...\Each time it goes back to black,\it takes damage from itself and the new Shadow Vanguard...\How many must there be now?\If they increase exponentially every two hundred seconds... response:	Are there thirty-one? Sixty-two?
context: It's dealing damage to itself?\After a while, it'll revert to Black Knight Mode.\And then...\Each time it goes back to black,\it takes damage from itself and the new Shadow Vanguard...\How many must there be now?\If they increase exponentially every two hundred seconds...\Are there thirty-one? Sixty-two? response:	If it's thirty-one, we can still win.
context: After a while, it'll revert to Black Knight Mode.\And then...\Each time it goes back to black,\it takes damage from itself and the new Shadow Vanguard...\How many must there be now?\If they increase exponentially every two hundred seconds...\Are there thirty-one? Sixty-two?\If it's thirty-one, we can still win. response:	We can defeat Ibrahabra in six hundred seconds.
context: And then...\Each time it goes back to black,\it takes damage from itself and the new Shadow Vanguard...\How many must there be now?\If they increase exponentially every two hundred seconds...\Are there thirty-one? Sixty-two?\If it's thirty-one, we can still win.\We can defeat Ibrahabra in six hundred seconds. response:	Ibrahabra of the Third Garden, Lv. 93 Rank/ Raid
context: Each time it goes back to black,\it takes damage from itself and the new Shadow Vanguard...\How many must there be now?\If they increase exponentially every two hundred seconds...\Are there thirty-one? Sixty-two?\If it's thirty-one, we can still win.\We can defeat Ibrahabra in six hundred seconds.\Ibrahabra of the Third Garden, Lv. 93 Rank/ Raid response:	Forwards!
context: it takes damage from itself and the new Shadow Vanguard...\How many must there be now?\If they increase exponentially every two hundred seconds...\Are there thirty-one? Sixty-two?\If it's thirty-one, we can still win.\We can defeat Ibrahabra in six hundred seconds.\Ibrahabra of the Third Garden, Lv. 93 Rank/ Raid\Forwards! response:	Kiting...
context: How many must there be now?\If they increase exponentially every two hundred seconds...\Are there thirty-one? Sixty-two?\If it's thirty-one, we can still win.\We can defeat Ibrahabra in six hundred seconds.\Ibrahabra of the Third Garden, Lv. 93 Rank/ Raid\Forwards!\Kiting... response:	If someone aggros the Shadow Vanguard,
context: If they increase exponentially every two hundred seconds...\Are there thirty-one? Sixty-two?\If it's thirty-one, we can still win.\We can defeat Ibrahabra in six hundred seconds.\Ibrahabra of the Third Garden, Lv. 93 Rank/ Raid\Forwards!\Kiting...\If someone aggros the Shadow Vanguard, response:	drawing them away...
context: Are there thirty-one? Sixty-two?\If it's thirty-one, we can still win.\We can defeat Ibrahabra in six hundred seconds.\Ibrahabra of the Third Garden, Lv. 93 Rank/ Raid\Forwards!\Kiting...\If someone aggros the Shadow Vanguard,\drawing them away... response:	Charge in and kite them.
context: If it's thirty-one, we can still win.\We can defeat Ibrahabra in six hundred seconds.\Ibrahabra of the Third Garden, Lv. 93 Rank/ Raid\Forwards!\Kiting...\If someone aggros the Shadow Vanguard,\drawing them away...\Charge in and kite them. response:	Going in!
context: We can defeat Ibrahabra in six hundred seconds.\Ibrahabra of the Third Garden, Lv. 93 Rank/ Raid\Forwards!\Kiting...\If someone aggros the Shadow Vanguard,\drawing them away...\Charge in and kite them.\Going in! response:	Wyvern Kick!
context: Ibrahabra of the Third Garden, Lv. 93 Rank/ Raid\Forwards!\Kiting...\If someone aggros the Shadow Vanguard,\drawing them away...\Charge in and kite them.\Going in!\Wyvern Kick! response:	Demi?
context: Forwards!\Kiting...\If someone aggros the Shadow Vanguard,\drawing them away...\Charge in and kite them.\Going in!\Wyvern Kick!\Demi? response:	Taunting Shadow!
context: Kiting...\If someone aggros the Shadow Vanguard,\drawing them away...\Charge in and kite them.\Going in!\Wyvern Kick!\Demi?\Taunting Shadow! response:	He's...
context: If someone aggros the Shadow Vanguard,\drawing them away...\Charge in and kite them.\Going in!\Wyvern Kick!\Demi?\Taunting Shadow!\He's... response:	Oh, Demi-Demi...
context: drawing them away...\Charge in and kite them.\Going in!\Wyvern Kick!\Demi?\Taunting Shadow!\He's...\Oh, Demi-Demi... response:	Follow me, shadow dolls.
context: Charge in and kite them.\Going in!\Wyvern Kick!\Demi?\Taunting Shadow!\He's...\Oh, Demi-Demi...\Follow me, shadow dolls. response:	Shiro!
context: Going in!\Wyvern Kick!\Demi?\Taunting Shadow!\He's...\Oh, Demi-Demi...\Follow me, shadow dolls.\Shiro! response:	What are you...
context: Wyvern Kick!\Demi?\Taunting Shadow!\He's...\Oh, Demi-Demi...\Follow me, shadow dolls.\Shiro!\What are you... response:	Shut up, glasses-jackass.
context: Demi?\Taunting Shadow!\He's...\Oh, Demi-Demi...\Follow me, shadow dolls.\Shiro!\What are you...\Shut up, glasses-jackass. response:	Wyvern Kick!
context: Taunting Shadow!\He's...\Oh, Demi-Demi...\Follow me, shadow dolls.\Shiro!\What are you...\Shut up, glasses-jackass.\Wyvern Kick! response:	After all this...
context: He's...\Oh, Demi-Demi...\Follow me, shadow dolls.\Shiro!\What are you...\Shut up, glasses-jackass.\Wyvern Kick!\After all this... response:	Is he planning to get revenge on me by ruining the raid?
context: Oh, Demi-Demi...\Follow me, shadow dolls.\Shiro!\What are you...\Shut up, glasses-jackass.\Wyvern Kick!\After all this...\Is he planning to get revenge on me by ruining the raid? response:	But wait... This might not be a bad situation.
context: Follow me, shadow dolls.\Shiro!\What are you...\Shut up, glasses-jackass.\Wyvern Kick!\After all this...\Is he planning to get revenge on me by ruining the raid?\But wait... This might not be a bad situation. response:	Mind Bolt.
context: Shiro!\What are you...\Shut up, glasses-jackass.\Wyvern Kick!\After all this...\Is he planning to get revenge on me by ruining the raid?\But wait... This might not be a bad situation.\Mind Bolt. response:	If I can keep supporting him as if I were
context: What are you...\Shut up, glasses-jackass.\Wyvern Kick!\After all this...\Is he planning to get revenge on me by ruining the raid?\But wait... This might not be a bad situation.\Mind Bolt.\If I can keep supporting him as if I were response:	a cannon platform he'd equipped...
context: Shut up, glasses-jackass.\Wyvern Kick!\After all this...\Is he planning to get revenge on me by ruining the raid?\But wait... This might not be a bad situation.\Mind Bolt.\If I can keep supporting him as if I were\a cannon platform he'd equipped... response:	Head toward Taltaulgar's corridor.
context: Wyvern Kick!\After all this...\Is he planning to get revenge on me by ruining the raid?\But wait... This might not be a bad situation.\Mind Bolt.\If I can keep supporting him as if I were\a cannon platform he'd equipped...\Head toward Taltaulgar's corridor. response:	Shut up!
context: After all this...\Is he planning to get revenge on me by ruining the raid?\But wait... This might not be a bad situation.\Mind Bolt.\If I can keep supporting him as if I were\a cannon platform he'd equipped...\Head toward Taltaulgar's corridor.\Shut up! response:	Why are you telling me what to do?
context: Is he planning to get revenge on me by ruining the raid?\But wait... This might not be a bad situation.\Mind Bolt.\If I can keep supporting him as if I were\a cannon platform he'd equipped...\Head toward Taltaulgar's corridor.\Shut up!\Why are you telling me what to do? response:	That motion...
context: But wait... This might not be a bad situation.\Mind Bolt.\If I can keep supporting him as if I were\a cannon platform he'd equipped...\Head toward Taltaulgar's corridor.\Shut up!\Why are you telling me what to do?\That motion... response:	It's Taltaulgar's White Night.
context: Mind Bolt.\If I can keep supporting him as if I were\a cannon platform he'd equipped...\Head toward Taltaulgar's corridor.\Shut up!\Why are you telling me what to do?\That motion...\It's Taltaulgar's White Night. response:	A movement debuff!
context: If I can keep supporting him as if I were\a cannon platform he'd equipped...\Head toward Taltaulgar's corridor.\Shut up!\Why are you telling me what to do?\That motion...\It's Taltaulgar's White Night.\A movement debuff! response:	I don't care.
context: a cannon platform he'd equipped...\Head toward Taltaulgar's corridor.\Shut up!\Why are you telling me what to do?\That motion...\It's Taltaulgar's White Night.\A movement debuff!\I don't care. response:	Lynx Tumbling!
context: Head toward Taltaulgar's corridor.\Shut up!\Why are you telling me what to do?\That motion...\It's Taltaulgar's White Night.\A movement debuff!\I don't care.\Lynx Tumbling! response:	Shiroe! Hey!
context: Shut up!\Why are you telling me what to do?\That motion...\It's Taltaulgar's White Night.\A movement debuff!\I don't care.\Lynx Tumbling!\Shiroe! Hey! response:	William, defeat the enemy!
context: Why are you telling me what to do?\That motion...\It's Taltaulgar's White Night.\A movement debuff!\I don't care.\Lynx Tumbling!\Shiroe! Hey!\William, defeat the enemy! response:	Go, Demi-Demi!
context: That motion...\It's Taltaulgar's White Night.\A movement debuff!\I don't care.\Lynx Tumbling!\Shiroe! Hey!\William, defeat the enemy!\Go, Demi-Demi! response:	We're counting on you, villain!
context: It's Taltaulgar's White Night.\A movement debuff!\I don't care.\Lynx Tumbling!\Shiroe! Hey!\William, defeat the enemy!\Go, Demi-Demi!\We're counting on you, villain! response:	Mind Shock.
context: A movement debuff!\I don't care.\Lynx Tumbling!\Shiroe! Hey!\William, defeat the enemy!\Go, Demi-Demi!\We're counting on you, villain!\Mind Shock. response:	Astral Bind.
context: I don't care.\Lynx Tumbling!\Shiroe! Hey!\William, defeat the enemy!\Go, Demi-Demi!\We're counting on you, villain!\Mind Shock.\Astral Bind. response:	For now, the kiting's going fine.
context: Lynx Tumbling!\Shiroe! Hey!\William, defeat the enemy!\Go, Demi-Demi!\We're counting on you, villain!\Mind Shock.\Astral Bind.\For now, the kiting's going fine. response:	But...
context: Shiroe! Hey!\William, defeat the enemy!\Go, Demi-Demi!\We're counting on you, villain!\Mind Shock.\Astral Bind.\For now, the kiting's going fine.\But... response:	What is he thinking?
context: William, defeat the enemy!\Go, Demi-Demi!\We're counting on you, villain!\Mind Shock.\Astral Bind.\For now, the kiting's going fine.\But...\What is he thinking? response:	I never did understand him.
context: Go, Demi-Demi!\We're counting on you, villain!\Mind Shock.\Astral Bind.\For now, the kiting's going fine.\But...\What is he thinking?\I never did understand him. response:	It's possible he may have been so confused, he acted extremely.
