context: It's hot! It's hot! It's hot! response:	Once upon a time, there lived a grandmother and a grandfather.
context: Hey!\Isn't that Pheasant?\He's back!\Help me! Help me!\I see something like a rope coming out of Pheasant.\Help me!\Help me! They're going to kill us!\You know? I bet he picked up a stranded ship. response:	How considerate of him.
context: Isn't that Pheasant?\He's back!\Help me! Help me!\I see something like a rope coming out of Pheasant.\Help me!\Help me! They're going to kill us!\You know? I bet he picked up a stranded ship.\How considerate of him. response:	Huh? So your friends are the ones I see on that cheap boat?
context: He's back!\Help me! Help me!\I see something like a rope coming out of Pheasant.\Help me!\Help me! They're going to kill us!\You know? I bet he picked up a stranded ship.\How considerate of him.\Huh? So your friends are the ones I see on that cheap boat? response:	What a letdown.
context: Help me! Help me!\I see something like a rope coming out of Pheasant.\Help me!\Help me! They're going to kill us!\You know? I bet he picked up a stranded ship.\How considerate of him.\Huh? So your friends are the ones I see on that cheap boat?\What a letdown. response:	I don't think I can get much out of them, so I hope you'll let me have some fun at least.
context: I see something like a rope coming out of Pheasant.\Help me!\Help me! They're going to kill us!\You know? I bet he picked up a stranded ship.\How considerate of him.\Huh? So your friends are the ones I see on that cheap boat?\What a letdown.\I don't think I can get much out of them, so I hope you'll let me have some fun at least. response:	To start things out, beg for your life.
context: Help me!\Help me! They're going to kill us!\You know? I bet he picked up a stranded ship.\How considerate of him.\Huh? So your friends are the ones I see on that cheap boat?\What a letdown.\I don't think I can get much out of them, so I hope you'll let me have some fun at least.\To start things out, beg for your life. response:	You stupid Pheasant!
context: Help me! They're going to kill us!\You know? I bet he picked up a stranded ship.\How considerate of him.\Huh? So your friends are the ones I see on that cheap boat?\What a letdown.\I don't think I can get much out of them, so I hope you'll let me have some fun at least.\To start things out, beg for your life.\You stupid Pheasant! response:	Don't get captured by a pirate!
context: You know? I bet he picked up a stranded ship.\How considerate of him.\Huh? So your friends are the ones I see on that cheap boat?\What a letdown.\I don't think I can get much out of them, so I hope you'll let me have some fun at least.\To start things out, beg for your life.\You stupid Pheasant!\Don't get captured by a pirate! response:	You should have sacrificed yourself!
context: How considerate of him.\Huh? So your friends are the ones I see on that cheap boat?\What a letdown.\I don't think I can get much out of them, so I hope you'll let me have some fun at least.\To start things out, beg for your life.\You stupid Pheasant!\Don't get captured by a pirate!\You should have sacrificed yourself! response:	You heartless bunch!
context: Huh? So your friends are the ones I see on that cheap boat?\What a letdown.\I don't think I can get much out of them, so I hope you'll let me have some fun at least.\To start things out, beg for your life.\You stupid Pheasant!\Don't get captured by a pirate!\You should have sacrificed yourself!\You heartless bunch! response:	Could it be...?!
context: What a letdown.\I don't think I can get much out of them, so I hope you'll let me have some fun at least.\To start things out, beg for your life.\You stupid Pheasant!\Don't get captured by a pirate!\You should have sacrificed yourself!\You heartless bunch!\Could it be...?! response:	Is it the turtle from before?
context: I don't think I can get much out of them, so I hope you'll let me have some fun at least.\To start things out, beg for your life.\You stupid Pheasant!\Don't get captured by a pirate!\You should have sacrificed yourself!\You heartless bunch!\Could it be...?!\Is it the turtle from before? response:	Then, it came to say thank you?
context: To start things out, beg for your life.\You stupid Pheasant!\Don't get captured by a pirate!\You should have sacrificed yourself!\You heartless bunch!\Could it be...?!\Is it the turtle from before?\Then, it came to say thank you? response:	Would you promise not to look inside?
context: You stupid Pheasant!\Don't get captured by a pirate!\You should have sacrificed yourself!\You heartless bunch!\Could it be...?!\Is it the turtle from before?\Then, it came to say thank you?\Would you promise not to look inside? response:	Sure! Sure!
context: Don't get captured by a pirate!\You should have sacrificed yourself!\You heartless bunch!\Could it be...?!\Is it the turtle from before?\Then, it came to say thank you?\Would you promise not to look inside?\Sure! Sure! response:	Mustn't peek! She must have brought an amazing weapon!
context: You should have sacrificed yourself!\You heartless bunch!\Could it be...?!\Is it the turtle from before?\Then, it came to say thank you?\Would you promise not to look inside?\Sure! Sure!\Mustn't peek! She must have brought an amazing weapon! response:	Isn't this about to turn into another story again?
context: You heartless bunch!\Could it be...?!\Is it the turtle from before?\Then, it came to say thank you?\Would you promise not to look inside?\Sure! Sure!\Mustn't peek! She must have brought an amazing weapon!\Isn't this about to turn into another story again? response:	I think it'll be fine.
context: Could it be...?!\Is it the turtle from before?\Then, it came to say thank you?\Would you promise not to look inside?\Sure! Sure!\Mustn't peek! She must have brought an amazing weapon!\Isn't this about to turn into another story again?\I think it'll be fine. response:	What is she doing?
context: Is it the turtle from before?\Then, it came to say thank you?\Would you promise not to look inside?\Sure! Sure!\Mustn't peek! She must have brought an amazing weapon!\Isn't this about to turn into another story again?\I think it'll be fine.\What is she doing? response:	A mysterious guy is sleeping there!
context: Then, it came to say thank you?\Would you promise not to look inside?\Sure! Sure!\Mustn't peek! She must have brought an amazing weapon!\Isn't this about to turn into another story again?\I think it'll be fine.\What is she doing?\A mysterious guy is sleeping there! response:	Who is he?!
context: Would you promise not to look inside?\Sure! Sure!\Mustn't peek! She must have brought an amazing weapon!\Isn't this about to turn into another story again?\I think it'll be fine.\What is she doing?\A mysterious guy is sleeping there!\Who is he?! response:	Get lost!
context: Sure! Sure!\Mustn't peek! She must have brought an amazing weapon!\Isn't this about to turn into another story again?\I think it'll be fine.\What is she doing?\A mysterious guy is sleeping there!\Who is he?!\Get lost! response:	What kind of a stupid skit was that?
context: Mustn't peek! She must have brought an amazing weapon!\Isn't this about to turn into another story again?\I think it'll be fine.\What is she doing?\A mysterious guy is sleeping there!\Who is he?!\Get lost!\What kind of a stupid skit was that? response:	That's enough!
context: Isn't this about to turn into another story again?\I think it'll be fine.\What is she doing?\A mysterious guy is sleeping there!\Who is he?!\Get lost!\What kind of a stupid skit was that?\That's enough! response:	Oh, so you were enjoying the peaches.
context: I think it'll be fine.\What is she doing?\A mysterious guy is sleeping there!\Who is he?!\Get lost!\What kind of a stupid skit was that?\That's enough!\Oh, so you were enjoying the peaches. response:	We still have plenty.
context: What is she doing?\A mysterious guy is sleeping there!\Who is he?!\Get lost!\What kind of a stupid skit was that?\That's enough!\Oh, so you were enjoying the peaches.\We still have plenty. response:	Eat all the peaches you want.
context: A mysterious guy is sleeping there!\Who is he?!\Get lost!\What kind of a stupid skit was that?\That's enough!\Oh, so you were enjoying the peaches.\We still have plenty.\Eat all the peaches you want. response:	Granny...
context: Who is he?!\Get lost!\What kind of a stupid skit was that?\That's enough!\Oh, so you were enjoying the peaches.\We still have plenty.\Eat all the peaches you want.\Granny... response:	I can't play along with this.
context: Get lost!\What kind of a stupid skit was that?\That's enough!\Oh, so you were enjoying the peaches.\We still have plenty.\Eat all the peaches you want.\Granny...\I can't play along with this. response:	Oh? So you sliced the bullet with your sword?
context: What kind of a stupid skit was that?\That's enough!\Oh, so you were enjoying the peaches.\We still have plenty.\Eat all the peaches you want.\Granny...\I can't play along with this.\Oh? So you sliced the bullet with your sword? response:	Interesting. You come here.
context: That's enough!\Oh, so you were enjoying the peaches.\We still have plenty.\Eat all the peaches you want.\Granny...\I can't play along with this.\Oh? So you sliced the bullet with your sword?\Interesting. You come here. response:	Come up.
context: Oh, so you were enjoying the peaches.\We still have plenty.\Eat all the peaches you want.\Granny...\I can't play along with this.\Oh? So you sliced the bullet with your sword?\Interesting. You come here.\Come up. response:	Oh fine.
context: We still have plenty.\Eat all the peaches you want.\Granny...\I can't play along with this.\Oh? So you sliced the bullet with your sword?\Interesting. You come here.\Come up.\Oh fine. response:	No, that's impossible!
context: Eat all the peaches you want.\Granny...\I can't play along with this.\Oh? So you sliced the bullet with your sword?\Interesting. You come here.\Come up.\Oh fine.\No, that's impossible! response:	I suggest you plug your ears.
context: Granny...\I can't play along with this.\Oh? So you sliced the bullet with your sword?\Interesting. You come here.\Come up.\Oh fine.\No, that's impossible!\I suggest you plug your ears. response:	This ship is really flammable!
context: I can't play along with this.\Oh? So you sliced the bullet with your sword?\Interesting. You come here.\Come up.\Oh fine.\No, that's impossible!\I suggest you plug your ears.\This ship is really flammable! response:	I think you should get away.
context: Oh? So you sliced the bullet with your sword?\Interesting. You come here.\Come up.\Oh fine.\No, that's impossible!\I suggest you plug your ears.\This ship is really flammable!\I think you should get away. response:	Yeah.
context: Interesting. You come here.\Come up.\Oh fine.\No, that's impossible!\I suggest you plug your ears.\This ship is really flammable!\I think you should get away.\Yeah. response:	What an interesting bunch.
context: Come up.\Oh fine.\No, that's impossible!\I suggest you plug your ears.\This ship is really flammable!\I think you should get away.\Yeah.\What an interesting bunch. response:	T-Thank you.
context: Oh fine.\No, that's impossible!\I suggest you plug your ears.\This ship is really flammable!\I think you should get away.\Yeah.\What an interesting bunch.\T-Thank you. response:	My pleasure.
context: No, that's impossible!\I suggest you plug your ears.\This ship is really flammable!\I think you should get away.\Yeah.\What an interesting bunch.\T-Thank you.\My pleasure. response:	On another note, it's morning already.
context: I suggest you plug your ears.\This ship is really flammable!\I think you should get away.\Yeah.\What an interesting bunch.\T-Thank you.\My pleasure.\On another note, it's morning already. response:	I'm tired.
context: This ship is really flammable!\I think you should get away.\Yeah.\What an interesting bunch.\T-Thank you.\My pleasure.\On another note, it's morning already.\I'm tired. response:	Hey, look.
context: I think you should get away.\Yeah.\What an interesting bunch.\T-Thank you.\My pleasure.\On another note, it's morning already.\I'm tired.\Hey, look. response:	So it finally appears.
context: Yeah.\What an interesting bunch.\T-Thank you.\My pleasure.\On another note, it's morning already.\I'm tired.\Hey, look.\So it finally appears. response:	Oni Island!
context: What an interesting bunch.\T-Thank you.\My pleasure.\On another note, it's morning already.\I'm tired.\Hey, look.\So it finally appears.\Oni Island! response:	Hey, can we really beat them?
context: T-Thank you.\My pleasure.\On another note, it's morning already.\I'm tired.\Hey, look.\So it finally appears.\Oni Island!\Hey, can we really beat them? response:	We don't even have a weapon.
context: My pleasure.\On another note, it's morning already.\I'm tired.\Hey, look.\So it finally appears.\Oni Island!\Hey, can we really beat them?\We don't even have a weapon. response:	I know! At a time like this, we'll use that little trick.
context: On another note, it's morning already.\I'm tired.\Hey, look.\So it finally appears.\Oni Island!\Hey, can we really beat them?\We don't even have a weapon.\I know! At a time like this, we'll use that little trick. response:	What little trick?
context: I'm tired.\Hey, look.\So it finally appears.\Oni Island!\Hey, can we really beat them?\We don't even have a weapon.\I know! At a time like this, we'll use that little trick.\What little trick? response:	Tada!
context: Hey, look.\So it finally appears.\Oni Island!\Hey, can we really beat them?\We don't even have a weapon.\I know! At a time like this, we'll use that little trick.\What little trick?\Tada! response:	A straw?
context: So it finally appears.\Oni Island!\Hey, can we really beat them?\We don't even have a weapon.\I know! At a time like this, we'll use that little trick.\What little trick?\Tada!\A straw? response:	We're going to trade this with one thing after another.
context: Oni Island!\Hey, can we really beat them?\We don't even have a weapon.\I know! At a time like this, we'll use that little trick.\What little trick?\Tada!\A straw?\We're going to trade this with one thing after another. response:	It's just a straw now, but eventually, it'll turn into an amazing weapon!
context: Hey, can we really beat them?\We don't even have a weapon.\I know! At a time like this, we'll use that little trick.\What little trick?\Tada!\A straw?\We're going to trade this with one thing after another.\It's just a straw now, but eventually, it'll turn into an amazing weapon! response:	Seriously?!
context: We don't even have a weapon.\I know! At a time like this, we'll use that little trick.\What little trick?\Tada!\A straw?\We're going to trade this with one thing after another.\It's just a straw now, but eventually, it'll turn into an amazing weapon!\Seriously?! response:	You got anything to trade this with to start it out?
context: I know! At a time like this, we'll use that little trick.\What little trick?\Tada!\A straw?\We're going to trade this with one thing after another.\It's just a straw now, but eventually, it'll turn into an amazing weapon!\Seriously?!\You got anything to trade this with to start it out? response:	Tada!
context: What little trick?\Tada!\A straw?\We're going to trade this with one thing after another.\It's just a straw now, but eventually, it'll turn into an amazing weapon!\Seriously?!\You got anything to trade this with to start it out?\Tada! response:	Okay, next!
context: Tada!\A straw?\We're going to trade this with one thing after another.\It's just a straw now, but eventually, it'll turn into an amazing weapon!\Seriously?!\You got anything to trade this with to start it out?\Tada!\Okay, next! response:	Sure.
context: A straw?\We're going to trade this with one thing after another.\It's just a straw now, but eventually, it'll turn into an amazing weapon!\Seriously?!\You got anything to trade this with to start it out?\Tada!\Okay, next!\Sure. response:	Tada!
context: We're going to trade this with one thing after another.\It's just a straw now, but eventually, it'll turn into an amazing weapon!\Seriously?!\You got anything to trade this with to start it out?\Tada!\Okay, next!\Sure.\Tada! response:	Okay, next!
context: It's just a straw now, but eventually, it'll turn into an amazing weapon!\Seriously?!\You got anything to trade this with to start it out?\Tada!\Okay, next!\Sure.\Tada!\Okay, next! response:	Sure.
context: Seriously?!\You got anything to trade this with to start it out?\Tada!\Okay, next!\Sure.\Tada!\Okay, next!\Sure. response:	Tada!
context: You got anything to trade this with to start it out?\Tada!\Okay, next!\Sure.\Tada!\Okay, next!\Sure.\Tada! response:	These are all the weapons we need!
context: Tada!\Okay, next!\Sure.\Tada!\Okay, next!\Sure.\Tada!\These are all the weapons we need! response:	We'll go straight in!
context: Okay, next!\Sure.\Tada!\Okay, next!\Sure.\Tada!\These are all the weapons we need!\We'll go straight in! response:	Hey, Prez, check this out.
context: Sure.\Tada!\Okay, next!\Sure.\Tada!\These are all the weapons we need!\We'll go straight in!\Hey, Prez, check this out. response:	I see.
context: Tada!\Okay, next!\Sure.\Tada!\These are all the weapons we need!\We'll go straight in!\Hey, Prez, check this out.\I see. response:	So, we sneak in pretending we want to become a part of them.
context: Okay, next!\Sure.\Tada!\These are all the weapons we need!\We'll go straight in!\Hey, Prez, check this out.\I see.\So, we sneak in pretending we want to become a part of them. response:	The girls may not have to face danger this way, compared to busting in.
context: Sure.\Tada!\These are all the weapons we need!\We'll go straight in!\Hey, Prez, check this out.\I see.\So, we sneak in pretending we want to become a part of them.\The girls may not have to face danger this way, compared to busting in. response:	This could be a trap in itself, but let's try getting changed.
context: Tada!\These are all the weapons we need!\We'll go straight in!\Hey, Prez, check this out.\I see.\So, we sneak in pretending we want to become a part of them.\The girls may not have to face danger this way, compared to busting in.\This could be a trap in itself, but let's try getting changed. response:	In that case...
context: These are all the weapons we need!\We'll go straight in!\Hey, Prez, check this out.\I see.\So, we sneak in pretending we want to become a part of them.\The girls may not have to face danger this way, compared to busting in.\This could be a trap in itself, but let's try getting changed.\In that case... response:	We'll go scout things in a realistic version.
context: We'll go straight in!\Hey, Prez, check this out.\I see.\So, we sneak in pretending we want to become a part of them.\The girls may not have to face danger this way, compared to busting in.\This could be a trap in itself, but let's try getting changed.\In that case...\We'll go scout things in a realistic version. response:	We'll pretend to be wild animals.
context: Hey, Prez, check this out.\I see.\So, we sneak in pretending we want to become a part of them.\The girls may not have to face danger this way, compared to busting in.\This could be a trap in itself, but let's try getting changed.\In that case...\We'll go scout things in a realistic version.\We'll pretend to be wild animals. response:	If it doesn't look like we've got any chance, let's get out of here.
context: I see.\So, we sneak in pretending we want to become a part of them.\The girls may not have to face danger this way, compared to busting in.\This could be a trap in itself, but let's try getting changed.\In that case...\We'll go scout things in a realistic version.\We'll pretend to be wild animals.\If it doesn't look like we've got any chance, let's get out of here. response:	What does it look like?
context: So, we sneak in pretending we want to become a part of them.\The girls may not have to face danger this way, compared to busting in.\This could be a trap in itself, but let's try getting changed.\In that case...\We'll go scout things in a realistic version.\We'll pretend to be wild animals.\If it doesn't look like we've got any chance, let's get out of here.\What does it look like? response:	T-This is...
context: The girls may not have to face danger this way, compared to busting in.\This could be a trap in itself, but let's try getting changed.\In that case...\We'll go scout things in a realistic version.\We'll pretend to be wild animals.\If it doesn't look like we've got any chance, let's get out of here.\What does it look like?\T-This is... response:	It's a paradise!
context: This could be a trap in itself, but let's try getting changed.\In that case...\We'll go scout things in a realistic version.\We'll pretend to be wild animals.\If it doesn't look like we've got any chance, let's get out of here.\What does it look like?\T-This is...\It's a paradise! response:	It's a maid harem!
context: In that case...\We'll go scout things in a realistic version.\We'll pretend to be wild animals.\If it doesn't look like we've got any chance, let's get out of here.\What does it look like?\T-This is...\It's a paradise!\It's a maid harem! response:	Don't forget our mission, Moron Trio!
context: We'll go scout things in a realistic version.\We'll pretend to be wild animals.\If it doesn't look like we've got any chance, let's get out of here.\What does it look like?\T-This is...\It's a paradise!\It's a maid harem!\Don't forget our mission, Moron Trio! response:	We need to quickly evacuate the girls to a safe place!
context: We'll pretend to be wild animals.\If it doesn't look like we've got any chance, let's get out of here.\What does it look like?\T-This is...\It's a paradise!\It's a maid harem!\Don't forget our mission, Moron Trio!\We need to quickly evacuate the girls to a safe place! response:	What is this about?
context: If it doesn't look like we've got any chance, let's get out of here.\What does it look like?\T-This is...\It's a paradise!\It's a maid harem!\Don't forget our mission, Moron Trio!\We need to quickly evacuate the girls to a safe place!\What is this about? response:	Is it a new girl?
context: What does it look like?\T-This is...\It's a paradise!\It's a maid harem!\Don't forget our mission, Moron Trio!\We need to quickly evacuate the girls to a safe place!\What is this about?\Is it a new girl? response:	Prez!
context: T-This is...\It's a paradise!\It's a maid harem!\Don't forget our mission, Moron Trio!\We need to quickly evacuate the girls to a safe place!\What is this about?\Is it a new girl?\Prez! response:	You were a girl?!
context: It's a paradise!\It's a maid harem!\Don't forget our mission, Moron Trio!\We need to quickly evacuate the girls to a safe place!\What is this about?\Is it a new girl?\Prez!\You were a girl?! response:	Let's forget about these guys.
context: It's a maid harem!\Don't forget our mission, Moron Trio!\We need to quickly evacuate the girls to a safe place!\What is this about?\Is it a new girl?\Prez!\You were a girl?!\Let's forget about these guys. response:	Where did Usui go to?
context: Don't forget our mission, Moron Trio!\We need to quickly evacuate the girls to a safe place!\What is this about?\Is it a new girl?\Prez!\You were a girl?!\Let's forget about these guys.\Where did Usui go to? response:	Right here.
context: We need to quickly evacuate the girls to a safe place!\What is this about?\Is it a new girl?\Prez!\You were a girl?!\Let's forget about these guys.\Where did Usui go to?\Right here. response:	Usui... You're...
context: What is this about?\Is it a new girl?\Prez!\You were a girl?!\Let's forget about these guys.\Where did Usui go to?\Right here.\Usui... You're... response:	You were fooling me?!
context: Is it a new girl?\Prez!\You were a girl?!\Let's forget about these guys.\Where did Usui go to?\Right here.\Usui... You're...\You were fooling me?! response:	Did I not say that I'm an Oni?
context: Prez!\You were a girl?!\Let's forget about these guys.\Where did Usui go to?\Right here.\Usui... You're...\You were fooling me?!\Did I not say that I'm an Oni? response:	But I am the Ring Master of the Moron Trio Circus.
context: You were a girl?!\Let's forget about these guys.\Where did Usui go to?\Right here.\Usui... You're...\You were fooling me?!\Did I not say that I'm an Oni?\But I am the Ring Master of the Moron Trio Circus. response:	Shut up! I've heard that already!
context: Let's forget about these guys.\Where did Usui go to?\Right here.\Usui... You're...\You were fooling me?!\Did I not say that I'm an Oni?\But I am the Ring Master of the Moron Trio Circus.\Shut up! I've heard that already! response:	So it was you who kidnapped all these girls, too!
context: Where did Usui go to?\Right here.\Usui... You're...\You were fooling me?!\Did I not say that I'm an Oni?\But I am the Ring Master of the Moron Trio Circus.\Shut up! I've heard that already!\So it was you who kidnapped all these girls, too! response:	Prepare yourself, you perv Oni!
context: Right here.\Usui... You're...\You were fooling me?!\Did I not say that I'm an Oni?\But I am the Ring Master of the Moron Trio Circus.\Shut up! I've heard that already!\So it was you who kidnapped all these girls, too!\Prepare yourself, you perv Oni! response:	Hey. What kind of wrong idea are you getting?
context: Usui... You're...\You were fooling me?!\Did I not say that I'm an Oni?\But I am the Ring Master of the Moron Trio Circus.\Shut up! I've heard that already!\So it was you who kidnapped all these girls, too!\Prepare yourself, you perv Oni!\Hey. What kind of wrong idea are you getting? response:	We live here out of our own choice.
context: You were fooling me?!\Did I not say that I'm an Oni?\But I am the Ring Master of the Moron Trio Circus.\Shut up! I've heard that already!\So it was you who kidnapped all these girls, too!\Prepare yourself, you perv Oni!\Hey. What kind of wrong idea are you getting?\We live here out of our own choice. response:	Huh?
context: Did I not say that I'm an Oni?\But I am the Ring Master of the Moron Trio Circus.\Shut up! I've heard that already!\So it was you who kidnapped all these girls, too!\Prepare yourself, you perv Oni!\Hey. What kind of wrong idea are you getting?\We live here out of our own choice.\Huh? response:	I was getting fed up with the lifestyle there.
context: But I am the Ring Master of the Moron Trio Circus.\Shut up! I've heard that already!\So it was you who kidnapped all these girls, too!\Prepare yourself, you perv Oni!\Hey. What kind of wrong idea are you getting?\We live here out of our own choice.\Huh?\I was getting fed up with the lifestyle there. response:	The guys were dirty and selfish.
context: Shut up! I've heard that already!\So it was you who kidnapped all these girls, too!\Prepare yourself, you perv Oni!\Hey. What kind of wrong idea are you getting?\We live here out of our own choice.\Huh?\I was getting fed up with the lifestyle there.\The guys were dirty and selfish. response:	A good-looking guy showed up, so we followed him.
context: So it was you who kidnapped all these girls, too!\Prepare yourself, you perv Oni!\Hey. What kind of wrong idea are you getting?\We live here out of our own choice.\Huh?\I was getting fed up with the lifestyle there.\The guys were dirty and selfish.\A good-looking guy showed up, so we followed him. response:	Then we found this island pretty cozy.
context: Prepare yourself, you perv Oni!\Hey. What kind of wrong idea are you getting?\We live here out of our own choice.\Huh?\I was getting fed up with the lifestyle there.\The guys were dirty and selfish.\A good-looking guy showed up, so we followed him.\Then we found this island pretty cozy. response:	It's comfortable living and our eyes are constantly pleased.
context: Hey. What kind of wrong idea are you getting?\We live here out of our own choice.\Huh?\I was getting fed up with the lifestyle there.\The guys were dirty and selfish.\A good-looking guy showed up, so we followed him.\Then we found this island pretty cozy.\It's comfortable living and our eyes are constantly pleased. response:	We're so happy right now.
context: We live here out of our own choice.\Huh?\I was getting fed up with the lifestyle there.\The guys were dirty and selfish.\A good-looking guy showed up, so we followed him.\Then we found this island pretty cozy.\It's comfortable living and our eyes are constantly pleased.\We're so happy right now. response:	So they took over my house.
context: Huh?\I was getting fed up with the lifestyle there.\The guys were dirty and selfish.\A good-looking guy showed up, so we followed him.\Then we found this island pretty cozy.\It's comfortable living and our eyes are constantly pleased.\We're so happy right now.\So they took over my house. response:	How pitiful I am.
context: I was getting fed up with the lifestyle there.\The guys were dirty and selfish.\A good-looking guy showed up, so we followed him.\Then we found this island pretty cozy.\It's comfortable living and our eyes are constantly pleased.\We're so happy right now.\So they took over my house.\How pitiful I am. response:	So-
context: The guys were dirty and selfish.\A good-looking guy showed up, so we followed him.\Then we found this island pretty cozy.\It's comfortable living and our eyes are constantly pleased.\We're so happy right now.\So they took over my house.\How pitiful I am.\So- response:	Come with me, Prez.
context: A good-looking guy showed up, so we followed him.\Then we found this island pretty cozy.\It's comfortable living and our eyes are constantly pleased.\We're so happy right now.\So they took over my house.\How pitiful I am.\So-\Come with me, Prez. response:	Let's leave this island and find some interesting place.
context: Then we found this island pretty cozy.\It's comfortable living and our eyes are constantly pleased.\We're so happy right now.\So they took over my house.\How pitiful I am.\So-\Come with me, Prez.\Let's leave this island and find some interesting place. response:	What are you saying!? Why should I go with you?
context: It's comfortable living and our eyes are constantly pleased.\We're so happy right now.\So they took over my house.\How pitiful I am.\So-\Come with me, Prez.\Let's leave this island and find some interesting place.\What are you saying!? Why should I go with you? response:	Flowers of moe!
context: We're so happy right now.\So they took over my house.\How pitiful I am.\So-\Come with me, Prez.\Let's leave this island and find some interesting place.\What are you saying!? Why should I go with you?\Flowers of moe! response:	Why?
context: So they took over my house.\How pitiful I am.\So-\Come with me, Prez.\Let's leave this island and find some interesting place.\What are you saying!? Why should I go with you?\Flowers of moe!\Why? response:	Because it turns me on to be with you.
context: How pitiful I am.\So-\Come with me, Prez.\Let's leave this island and find some interesting place.\What are you saying!? Why should I go with you?\Flowers of moe!\Why?\Because it turns me on to be with you. response:	Thus, the two started dating.
context: So-\Come with me, Prez.\Let's leave this island and find some interesting place.\What are you saying!? Why should I go with you?\Flowers of moe!\Why?\Because it turns me on to be with you.\Thus, the two started dating. response:	Huh?! Hold on! I haven't yet-
context: Come with me, Prez.\Let's leave this island and find some interesting place.\What are you saying!? Why should I go with you?\Flowers of moe!\Why?\Because it turns me on to be with you.\Thus, the two started dating.\Huh?! Hold on! I haven't yet- response:	Wait, yet what?
context: Let's leave this island and find some interesting place.\What are you saying!? Why should I go with you?\Flowers of moe!\Why?\Because it turns me on to be with you.\Thus, the two started dating.\Huh?! Hold on! I haven't yet-\Wait, yet what? response:	Anyway, I have no intention to be with a perv like you!
context: What are you saying!? Why should I go with you?\Flowers of moe!\Why?\Because it turns me on to be with you.\Thus, the two started dating.\Huh?! Hold on! I haven't yet-\Wait, yet what?\Anyway, I have no intention to be with a perv like you! response:	You know, Prez, you look so seductive in that.
context: Flowers of moe!\Why?\Because it turns me on to be with you.\Thus, the two started dating.\Huh?! Hold on! I haven't yet-\Wait, yet what?\Anyway, I have no intention to be with a perv like you!\You know, Prez, you look so seductive in that. response:	Look at that bare leg.
context: Why?\Because it turns me on to be with you.\Thus, the two started dating.\Huh?! Hold on! I haven't yet-\Wait, yet what?\Anyway, I have no intention to be with a perv like you!\You know, Prez, you look so seductive in that.\Look at that bare leg. response:	No! I ripped the bottom because I thought I was going to fight!
context: Because it turns me on to be with you.\Thus, the two started dating.\Huh?! Hold on! I haven't yet-\Wait, yet what?\Anyway, I have no intention to be with a perv like you!\You know, Prez, you look so seductive in that.\Look at that bare leg.\No! I ripped the bottom because I thought I was going to fight! response:	The two set off on a new trip together, but that's a whole different story.
context: Thus, the two started dating.\Huh?! Hold on! I haven't yet-\Wait, yet what?\Anyway, I have no intention to be with a perv like you!\You know, Prez, you look so seductive in that.\Look at that bare leg.\No! I ripped the bottom because I thought I was going to fight!\The two set off on a new trip together, but that's a whole different story. response:	PLACEHOLDER
context: Huh?! Hold on! I haven't yet-\Wait, yet what?\Anyway, I have no intention to be with a perv like you!\You know, Prez, you look so seductive in that.\Look at that bare leg.\No! I ripped the bottom because I thought I was going to fight!\The two set off on a new trip together, but that's a whole different story.\PLACEHOLDER response:	Let go!
context: Wait, yet what?\Anyway, I have no intention to be with a perv like you!\You know, Prez, you look so seductive in that.\Look at that bare leg.\No! I ripped the bottom because I thought I was going to fight!\The two set off on a new trip together, but that's a whole different story.\PLACEHOLDER\Let go! response:	All is well that ends well.
context: Anyway, I have no intention to be with a perv like you!\You know, Prez, you look so seductive in that.\Look at that bare leg.\No! I ripped the bottom because I thought I was going to fight!\The two set off on a new trip together, but that's a whole different story.\PLACEHOLDER\Let go!\All is well that ends well. response:	No. Stop it, you perv!
context: You know, Prez, you look so seductive in that.\Look at that bare leg.\No! I ripped the bottom because I thought I was going to fight!\The two set off on a new trip together, but that's a whole different story.\PLACEHOLDER\Let go!\All is well that ends well.\No. Stop it, you perv! response:	Usui-san, what are you making Prez listen to?
context: Look at that bare leg.\No! I ripped the bottom because I thought I was going to fight!\The two set off on a new trip together, but that's a whole different story.\PLACEHOLDER\Let go!\All is well that ends well.\No. Stop it, you perv!\Usui-san, what are you making Prez listen to? response:	She looks like she's having a nightmare.
context: No! I ripped the bottom because I thought I was going to fight!\The two set off on a new trip together, but that's a whole different story.\PLACEHOLDER\Let go!\All is well that ends well.\No. Stop it, you perv!\Usui-san, what are you making Prez listen to?\She looks like she's having a nightmare. response:	My special folk tale.
context: The two set off on a new trip together, but that's a whole different story.\PLACEHOLDER\Let go!\All is well that ends well.\No. Stop it, you perv!\Usui-san, what are you making Prez listen to?\She looks like she's having a nightmare.\My special folk tale. response:	By the way, the Moron Trio ends up as the two's dinner,
context: PLACEHOLDER\Let go!\All is well that ends well.\No. Stop it, you perv!\Usui-san, what are you making Prez listen to?\She looks like she's having a nightmare.\My special folk tale.\By the way, the Moron Trio ends up as the two's dinner, response:	but that's a whole different story as well.
context: Let go!\All is well that ends well.\No. Stop it, you perv!\Usui-san, what are you making Prez listen to?\She looks like she's having a nightmare.\My special folk tale.\By the way, the Moron Trio ends up as the two's dinner,\but that's a whole different story as well. response:	We were food until the end...
context: All is well that ends well.\No. Stop it, you perv!\Usui-san, what are you making Prez listen to?\She looks like she's having a nightmare.\My special folk tale.\By the way, the Moron Trio ends up as the two's dinner,\but that's a whole different story as well.\We were food until the end... response:	Why?
