context: I realize I'm a dreamer by nature, response:	but never in my wildest dreams did I ever imagine meeting the girl again.
context: It's nothing to wonder about.\He probably just wants her to become a bit more independent.\I couldn't agree more, but that's a pretty wild expectation.\I hear ya.\Well, Shoji's spending this year studying,\so he worries that much more about this relationship.\Worried? He isn't thinking about breaking up with her, is he?\No, the opposite. He wants to marry Nana. response:	Marry?! Is he outta his mind?! They're only twenty!
context: He probably just wants her to become a bit more independent.\I couldn't agree more, but that's a pretty wild expectation.\I hear ya.\Well, Shoji's spending this year studying,\so he worries that much more about this relationship.\Worried? He isn't thinking about breaking up with her, is he?\No, the opposite. He wants to marry Nana.\Marry?! Is he outta his mind?! They're only twenty! response:	I don't think he wants to do it just yet.
context: I couldn't agree more, but that's a pretty wild expectation.\I hear ya.\Well, Shoji's spending this year studying,\so he worries that much more about this relationship.\Worried? He isn't thinking about breaking up with her, is he?\No, the opposite. He wants to marry Nana.\Marry?! Is he outta his mind?! They're only twenty!\I don't think he wants to do it just yet. response:	If he's going to university for four years,
context: I hear ya.\Well, Shoji's spending this year studying,\so he worries that much more about this relationship.\Worried? He isn't thinking about breaking up with her, is he?\No, the opposite. He wants to marry Nana.\Marry?! Is he outta his mind?! They're only twenty!\I don't think he wants to do it just yet.\If he's going to university for four years, response:	he won't be able to support Nana until after that.
context: Well, Shoji's spending this year studying,\so he worries that much more about this relationship.\Worried? He isn't thinking about breaking up with her, is he?\No, the opposite. He wants to marry Nana.\Marry?! Is he outta his mind?! They're only twenty!\I don't think he wants to do it just yet.\If he's going to university for four years,\he won't be able to support Nana until after that. response:	So he was wondering whether or not
context: so he worries that much more about this relationship.\Worried? He isn't thinking about breaking up with her, is he?\No, the opposite. He wants to marry Nana.\Marry?! Is he outta his mind?! They're only twenty!\I don't think he wants to do it just yet.\If he's going to university for four years,\he won't be able to support Nana until after that.\So he was wondering whether or not response:	he should just quit studying for the entrance exam
context: Worried? He isn't thinking about breaking up with her, is he?\No, the opposite. He wants to marry Nana.\Marry?! Is he outta his mind?! They're only twenty!\I don't think he wants to do it just yet.\If he's going to university for four years,\he won't be able to support Nana until after that.\So he was wondering whether or not\he should just quit studying for the entrance exam response:	and find a full time job.
context: No, the opposite. He wants to marry Nana.\Marry?! Is he outta his mind?! They're only twenty!\I don't think he wants to do it just yet.\If he's going to university for four years,\he won't be able to support Nana until after that.\So he was wondering whether or not\he should just quit studying for the entrance exam\and find a full time job. response:	Just make her wait.
context: Marry?! Is he outta his mind?! They're only twenty!\I don't think he wants to do it just yet.\If he's going to university for four years,\he won't be able to support Nana until after that.\So he was wondering whether or not\he should just quit studying for the entrance exam\and find a full time job.\Just make her wait. response:	It's silly to throw your life plans out the door for a woman.
context: I don't think he wants to do it just yet.\If he's going to university for four years,\he won't be able to support Nana until after that.\So he was wondering whether or not\he should just quit studying for the entrance exam\and find a full time job.\Just make her wait.\It's silly to throw your life plans out the door for a woman. response:	Actually, I think so too.
context: If he's going to university for four years,\he won't be able to support Nana until after that.\So he was wondering whether or not\he should just quit studying for the entrance exam\and find a full time job.\Just make her wait.\It's silly to throw your life plans out the door for a woman.\Actually, I think so too. response:	But you know Nana.
context: he won't be able to support Nana until after that.\So he was wondering whether or not\he should just quit studying for the entrance exam\and find a full time job.\Just make her wait.\It's silly to throw your life plans out the door for a woman.\Actually, I think so too.\But you know Nana. response:	Do you think she can wait for all those years
context: So he was wondering whether or not\he should just quit studying for the entrance exam\and find a full time job.\Just make her wait.\It's silly to throw your life plans out the door for a woman.\Actually, I think so too.\But you know Nana.\Do you think she can wait for all those years response:	until Shoji's ready to support her?
context: he should just quit studying for the entrance exam\and find a full time job.\Just make her wait.\It's silly to throw your life plans out the door for a woman.\Actually, I think so too.\But you know Nana.\Do you think she can wait for all those years\until Shoji's ready to support her? response:	Maybe not. Say a mature, liberal-minded rich guy shows up.
context: and find a full time job.\Just make her wait.\It's silly to throw your life plans out the door for a woman.\Actually, I think so too.\But you know Nana.\Do you think she can wait for all those years\until Shoji's ready to support her?\Maybe not. Say a mature, liberal-minded rich guy shows up. response:	She'll be off with him in no time.
context: Just make her wait.\It's silly to throw your life plans out the door for a woman.\Actually, I think so too.\But you know Nana.\Do you think she can wait for all those years\until Shoji's ready to support her?\Maybe not. Say a mature, liberal-minded rich guy shows up.\She'll be off with him in no time. response:	You think so too?
context: It's silly to throw your life plans out the door for a woman.\Actually, I think so too.\But you know Nana.\Do you think she can wait for all those years\until Shoji's ready to support her?\Maybe not. Say a mature, liberal-minded rich guy shows up.\She'll be off with him in no time.\You think so too? response:	Of course.
context: Actually, I think so too.\But you know Nana.\Do you think she can wait for all those years\until Shoji's ready to support her?\Maybe not. Say a mature, liberal-minded rich guy shows up.\She'll be off with him in no time.\You think so too?\Of course. response:	If a guy like that shows up, I'd go with him too!
context: But you know Nana.\Do you think she can wait for all those years\until Shoji's ready to support her?\Maybe not. Say a mature, liberal-minded rich guy shows up.\She'll be off with him in no time.\You think so too?\Of course.\If a guy like that shows up, I'd go with him too! response:	Yeah, I guess.
context: Do you think she can wait for all those years\until Shoji's ready to support her?\Maybe not. Say a mature, liberal-minded rich guy shows up.\She'll be off with him in no time.\You think so too?\Of course.\If a guy like that shows up, I'd go with him too!\Yeah, I guess. response:	What makes you so carefree?!
context: until Shoji's ready to support her?\Maybe not. Say a mature, liberal-minded rich guy shows up.\She'll be off with him in no time.\You think so too?\Of course.\If a guy like that shows up, I'd go with him too!\Yeah, I guess.\What makes you so carefree?! response:	Hey, why are we talking about me now?
context: Maybe not. Say a mature, liberal-minded rich guy shows up.\She'll be off with him in no time.\You think so too?\Of course.\If a guy like that shows up, I'd go with him too!\Yeah, I guess.\What makes you so carefree?!\Hey, why are we talking about me now? response:	What were you thinking?
context: She'll be off with him in no time.\You think so too?\Of course.\If a guy like that shows up, I'd go with him too!\Yeah, I guess.\What makes you so carefree?!\Hey, why are we talking about me now?\What were you thinking? response:	You're so easily fooled by others!
context: You think so too?\Of course.\If a guy like that shows up, I'd go with him too!\Yeah, I guess.\What makes you so carefree?!\Hey, why are we talking about me now?\What were you thinking?\You're so easily fooled by others! response:	I don't think it's a good idea
context: Of course.\If a guy like that shows up, I'd go with him too!\Yeah, I guess.\What makes you so carefree?!\Hey, why are we talking about me now?\What were you thinking?\You're so easily fooled by others!\I don't think it's a good idea response:	for you to move in with a complete stranger!
context: If a guy like that shows up, I'd go with him too!\Yeah, I guess.\What makes you so carefree?!\Hey, why are we talking about me now?\What were you thinking?\You're so easily fooled by others!\I don't think it's a good idea\for you to move in with a complete stranger! response:	Shoji!
context: Yeah, I guess.\What makes you so carefree?!\Hey, why are we talking about me now?\What were you thinking?\You're so easily fooled by others!\I don't think it's a good idea\for you to move in with a complete stranger!\Shoji! response:	Jun-chan already said that. So say something else.
context: What makes you so carefree?!\Hey, why are we talking about me now?\What were you thinking?\You're so easily fooled by others!\I don't think it's a good idea\for you to move in with a complete stranger!\Shoji!\Jun-chan already said that. So say something else. response:	Is that so... Then, let's see...
context: Hey, why are we talking about me now?\What were you thinking?\You're so easily fooled by others!\I don't think it's a good idea\for you to move in with a complete stranger!\Shoji!\Jun-chan already said that. So say something else.\Is that so... Then, let's see... response:	Sorry.
context: What were you thinking?\You're so easily fooled by others!\I don't think it's a good idea\for you to move in with a complete stranger!\Shoji!\Jun-chan already said that. So say something else.\Is that so... Then, let's see...\Sorry. response:	Okay, I got it.
context: You're so easily fooled by others!\I don't think it's a good idea\for you to move in with a complete stranger!\Shoji!\Jun-chan already said that. So say something else.\Is that so... Then, let's see...\Sorry.\Okay, I got it. response:	Let's live together, Nana.
context: I don't think it's a good idea\for you to move in with a complete stranger!\Shoji!\Jun-chan already said that. So say something else.\Is that so... Then, let's see...\Sorry.\Okay, I got it.\Let's live together, Nana. response:	If living alone makes you too nervous, you can stay here.
context: for you to move in with a complete stranger!\Shoji!\Jun-chan already said that. So say something else.\Is that so... Then, let's see...\Sorry.\Okay, I got it.\Let's live together, Nana.\If living alone makes you too nervous, you can stay here. response:	But...
context: Shoji!\Jun-chan already said that. So say something else.\Is that so... Then, let's see...\Sorry.\Okay, I got it.\Let's live together, Nana.\If living alone makes you too nervous, you can stay here.\But... response:	N-Not enough space in this one little room?
context: Jun-chan already said that. So say something else.\Is that so... Then, let's see...\Sorry.\Okay, I got it.\Let's live together, Nana.\If living alone makes you too nervous, you can stay here.\But...\N-Not enough space in this one little room? response:	Wanna go find another place?
context: Is that so... Then, let's see...\Sorry.\Okay, I got it.\Let's live together, Nana.\If living alone makes you too nervous, you can stay here.\But...\N-Not enough space in this one little room?\Wanna go find another place? response:	No, not that. But you!
context: Sorry.\Okay, I got it.\Let's live together, Nana.\If living alone makes you too nervous, you can stay here.\But...\N-Not enough space in this one little room?\Wanna go find another place?\No, not that. But you! response:	You wouldn't wanna live with me. You'll hate it.
context: Okay, I got it.\Let's live together, Nana.\If living alone makes you too nervous, you can stay here.\But...\N-Not enough space in this one little room?\Wanna go find another place?\No, not that. But you!\You wouldn't wanna live with me. You'll hate it. response:	I'm always wanting my own way, and I whine.
context: Let's live together, Nana.\If living alone makes you too nervous, you can stay here.\But...\N-Not enough space in this one little room?\Wanna go find another place?\No, not that. But you!\You wouldn't wanna live with me. You'll hate it.\I'm always wanting my own way, and I whine. response:	You think I don't know that?
context: If living alone makes you too nervous, you can stay here.\But...\N-Not enough space in this one little room?\Wanna go find another place?\No, not that. But you!\You wouldn't wanna live with me. You'll hate it.\I'm always wanting my own way, and I whine.\You think I don't know that? response:	I'm used to it, or rather, I've given up about that.
context: But...\N-Not enough space in this one little room?\Wanna go find another place?\No, not that. But you!\You wouldn't wanna live with me. You'll hate it.\I'm always wanting my own way, and I whine.\You think I don't know that?\I'm used to it, or rather, I've given up about that. response:	How dare you!
context: N-Not enough space in this one little room?\Wanna go find another place?\No, not that. But you!\You wouldn't wanna live with me. You'll hate it.\I'm always wanting my own way, and I whine.\You think I don't know that?\I'm used to it, or rather, I've given up about that.\How dare you! response:	Just kidding. Let's do it, okay?
context: Wanna go find another place?\No, not that. But you!\You wouldn't wanna live with me. You'll hate it.\I'm always wanting my own way, and I whine.\You think I don't know that?\I'm used to it, or rather, I've given up about that.\How dare you!\Just kidding. Let's do it, okay? response:	Shoji...
context: No, not that. But you!\You wouldn't wanna live with me. You'll hate it.\I'm always wanting my own way, and I whine.\You think I don't know that?\I'm used to it, or rather, I've given up about that.\How dare you!\Just kidding. Let's do it, okay?\Shoji... response:	Thank you.
context: You wouldn't wanna live with me. You'll hate it.\I'm always wanting my own way, and I whine.\You think I don't know that?\I'm used to it, or rather, I've given up about that.\How dare you!\Just kidding. Let's do it, okay?\Shoji...\Thank you. response:	That makes me happy.
context: I'm always wanting my own way, and I whine.\You think I don't know that?\I'm used to it, or rather, I've given up about that.\How dare you!\Just kidding. Let's do it, okay?\Shoji...\Thank you.\That makes me happy. response:	But I can't!
context: You think I don't know that?\I'm used to it, or rather, I've given up about that.\How dare you!\Just kidding. Let's do it, okay?\Shoji...\Thank you.\That makes me happy.\But I can't! response:	Those words were all I needed to hear.
context: I'm used to it, or rather, I've given up about that.\How dare you!\Just kidding. Let's do it, okay?\Shoji...\Thank you.\That makes me happy.\But I can't!\Those words were all I needed to hear. response:	You've chosen me over Sachiko.
context: How dare you!\Just kidding. Let's do it, okay?\Shoji...\Thank you.\That makes me happy.\But I can't!\Those words were all I needed to hear.\You've chosen me over Sachiko. response:	Who the heck is Sachiko?
context: Just kidding. Let's do it, okay?\Shoji...\Thank you.\That makes me happy.\But I can't!\Those words were all I needed to hear.\You've chosen me over Sachiko.\Who the heck is Sachiko? response:	You're just too kind.
context: Shoji...\Thank you.\That makes me happy.\But I can't!\Those words were all I needed to hear.\You've chosen me over Sachiko.\Who the heck is Sachiko?\You're just too kind. response:	If we live together,
context: Thank you.\That makes me happy.\But I can't!\Those words were all I needed to hear.\You've chosen me over Sachiko.\Who the heck is Sachiko?\You're just too kind.\If we live together, response:	I'm going to rely on you too much all the time.
context: That makes me happy.\But I can't!\Those words were all I needed to hear.\You've chosen me over Sachiko.\Who the heck is Sachiko?\You're just too kind.\If we live together,\I'm going to rely on you too much all the time. response:	I don't want to be a burden anymore than I already am.
context: But I can't!\Those words were all I needed to hear.\You've chosen me over Sachiko.\Who the heck is Sachiko?\You're just too kind.\If we live together,\I'm going to rely on you too much all the time.\I don't want to be a burden anymore than I already am. response:	No, Nana.
context: Those words were all I needed to hear.\You've chosen me over Sachiko.\Who the heck is Sachiko?\You're just too kind.\If we live together,\I'm going to rely on you too much all the time.\I don't want to be a burden anymore than I already am.\No, Nana. response:	Before you go and become a burden on a complete stranger,
context: You've chosen me over Sachiko.\Who the heck is Sachiko?\You're just too kind.\If we live together,\I'm going to rely on you too much all the time.\I don't want to be a burden anymore than I already am.\No, Nana.\Before you go and become a burden on a complete stranger, response:	let it be me!
context: Who the heck is Sachiko?\You're just too kind.\If we live together,\I'm going to rely on you too much all the time.\I don't want to be a burden anymore than I already am.\No, Nana.\Before you go and become a burden on a complete stranger,\let it be me! response:	But like, I'm twenty already! I wanna be a mature woman!
context: You're just too kind.\If we live together,\I'm going to rely on you too much all the time.\I don't want to be a burden anymore than I already am.\No, Nana.\Before you go and become a burden on a complete stranger,\let it be me!\But like, I'm twenty already! I wanna be a mature woman! response:	A classy woman the television viewers can idolize!
context: If we live together,\I'm going to rely on you too much all the time.\I don't want to be a burden anymore than I already am.\No, Nana.\Before you go and become a burden on a complete stranger,\let it be me!\But like, I'm twenty already! I wanna be a mature woman!\A classy woman the television viewers can idolize! response:	Please understand!
context: I'm going to rely on you too much all the time.\I don't want to be a burden anymore than I already am.\No, Nana.\Before you go and become a burden on a complete stranger,\let it be me!\But like, I'm twenty already! I wanna be a mature woman!\A classy woman the television viewers can idolize!\Please understand! response:	If at all possible, that's how I want you to be, too.
context: I don't want to be a burden anymore than I already am.\No, Nana.\Before you go and become a burden on a complete stranger,\let it be me!\But like, I'm twenty already! I wanna be a mature woman!\A classy woman the television viewers can idolize!\Please understand!\If at all possible, that's how I want you to be, too. response:	Anyway, if you're able to go and live on your own,
context: No, Nana.\Before you go and become a burden on a complete stranger,\let it be me!\But like, I'm twenty already! I wanna be a mature woman!\A classy woman the television viewers can idolize!\Please understand!\If at all possible, that's how I want you to be, too.\Anyway, if you're able to go and live on your own, response:	go for it.
context: Before you go and become a burden on a complete stranger,\let it be me!\But like, I'm twenty already! I wanna be a mature woman!\A classy woman the television viewers can idolize!\Please understand!\If at all possible, that's how I want you to be, too.\Anyway, if you're able to go and live on your own,\go for it. response:	Just don't go moving in with a total stranger.
context: let it be me!\But like, I'm twenty already! I wanna be a mature woman!\A classy woman the television viewers can idolize!\Please understand!\If at all possible, that's how I want you to be, too.\Anyway, if you're able to go and live on your own,\go for it.\Just don't go moving in with a total stranger. response:	Why not? Why doesn't anyone trust Nana?
context: But like, I'm twenty already! I wanna be a mature woman!\A classy woman the television viewers can idolize!\Please understand!\If at all possible, that's how I want you to be, too.\Anyway, if you're able to go and live on your own,\go for it.\Just don't go moving in with a total stranger.\Why not? Why doesn't anyone trust Nana? response:	It's not her that we don't trust.
context: A classy woman the television viewers can idolize!\Please understand!\If at all possible, that's how I want you to be, too.\Anyway, if you're able to go and live on your own,\go for it.\Just don't go moving in with a total stranger.\Why not? Why doesn't anyone trust Nana?\It's not her that we don't trust. response:	It's your ability to judge people.
context: Please understand!\If at all possible, that's how I want you to be, too.\Anyway, if you're able to go and live on your own,\go for it.\Just don't go moving in with a total stranger.\Why not? Why doesn't anyone trust Nana?\It's not her that we don't trust.\It's your ability to judge people. response:	You know Nana, she's beautiful, has a small face,
context: If at all possible, that's how I want you to be, too.\Anyway, if you're able to go and live on your own,\go for it.\Just don't go moving in with a total stranger.\Why not? Why doesn't anyone trust Nana?\It's not her that we don't trust.\It's your ability to judge people.\You know Nana, she's beautiful, has a small face, response:	she's thin, has a husky voice, she is sooo cool!
context: Anyway, if you're able to go and live on your own,\go for it.\Just don't go moving in with a total stranger.\Why not? Why doesn't anyone trust Nana?\It's not her that we don't trust.\It's your ability to judge people.\You know Nana, she's beautiful, has a small face,\she's thin, has a husky voice, she is sooo cool! response:	She could be a top star in a musical.
context: go for it.\Just don't go moving in with a total stranger.\Why not? Why doesn't anyone trust Nana?\It's not her that we don't trust.\It's your ability to judge people.\You know Nana, she's beautiful, has a small face,\she's thin, has a husky voice, she is sooo cool!\She could be a top star in a musical. response:	What's that supposed to mean?
context: Just don't go moving in with a total stranger.\Why not? Why doesn't anyone trust Nana?\It's not her that we don't trust.\It's your ability to judge people.\You know Nana, she's beautiful, has a small face,\she's thin, has a husky voice, she is sooo cool!\She could be a top star in a musical.\What's that supposed to mean? response:	You feel attracted to a person just by their looks?
context: Why not? Why doesn't anyone trust Nana?\It's not her that we don't trust.\It's your ability to judge people.\You know Nana, she's beautiful, has a small face,\she's thin, has a husky voice, she is sooo cool!\She could be a top star in a musical.\What's that supposed to mean?\You feel attracted to a person just by their looks? response:	You'd like her too, Shoji.
context: It's not her that we don't trust.\It's your ability to judge people.\You know Nana, she's beautiful, has a small face,\she's thin, has a husky voice, she is sooo cool!\She could be a top star in a musical.\What's that supposed to mean?\You feel attracted to a person just by their looks?\You'd like her too, Shoji. response:	But what if you decide that you like her better than me?!
context: It's your ability to judge people.\You know Nana, she's beautiful, has a small face,\she's thin, has a husky voice, she is sooo cool!\She could be a top star in a musical.\What's that supposed to mean?\You feel attracted to a person just by their looks?\You'd like her too, Shoji.\But what if you decide that you like her better than me?! response:	I couldn't go on living!
context: You know Nana, she's beautiful, has a small face,\she's thin, has a husky voice, she is sooo cool!\She could be a top star in a musical.\What's that supposed to mean?\You feel attracted to a person just by their looks?\You'd like her too, Shoji.\But what if you decide that you like her better than me?!\I couldn't go on living! response:	All right. Introduce her to me.
context: she's thin, has a husky voice, she is sooo cool!\She could be a top star in a musical.\What's that supposed to mean?\You feel attracted to a person just by their looks?\You'd like her too, Shoji.\But what if you decide that you like her better than me?!\I couldn't go on living!\All right. Introduce her to me. response:	I'll go to the apartment with you tomorrow.
context: She could be a top star in a musical.\What's that supposed to mean?\You feel attracted to a person just by their looks?\You'd like her too, Shoji.\But what if you decide that you like her better than me?!\I couldn't go on living!\All right. Introduce her to me.\I'll go to the apartment with you tomorrow. response:	You promise you won't fall in love with her?
context: What's that supposed to mean?\You feel attracted to a person just by their looks?\You'd like her too, Shoji.\But what if you decide that you like her better than me?!\I couldn't go on living!\All right. Introduce her to me.\I'll go to the apartment with you tomorrow.\You promise you won't fall in love with her? response:	I promise. I've got my hands full with you and Sachiko.
context: You feel attracted to a person just by their looks?\You'd like her too, Shoji.\But what if you decide that you like her better than me?!\I couldn't go on living!\All right. Introduce her to me.\I'll go to the apartment with you tomorrow.\You promise you won't fall in love with her?\I promise. I've got my hands full with you and Sachiko. response:	Oh yeah, that's right. Sachiko is quite a wild woman.
context: You'd like her too, Shoji.\But what if you decide that you like her better than me?!\I couldn't go on living!\All right. Introduce her to me.\I'll go to the apartment with you tomorrow.\You promise you won't fall in love with her?\I promise. I've got my hands full with you and Sachiko.\Oh yeah, that's right. Sachiko is quite a wild woman. response:	You'll never make it.
context: But what if you decide that you like her better than me?!\I couldn't go on living!\All right. Introduce her to me.\I'll go to the apartment with you tomorrow.\You promise you won't fall in love with her?\I promise. I've got my hands full with you and Sachiko.\Oh yeah, that's right. Sachiko is quite a wild woman.\You'll never make it. response:	So who the heck is Sachiko!
context: I couldn't go on living!\All right. Introduce her to me.\I'll go to the apartment with you tomorrow.\You promise you won't fall in love with her?\I promise. I've got my hands full with you and Sachiko.\Oh yeah, that's right. Sachiko is quite a wild woman.\You'll never make it.\So who the heck is Sachiko! response:	I was wondering what kind of an old rundown shack you were gonna show me,
context: All right. Introduce her to me.\I'll go to the apartment with you tomorrow.\You promise you won't fall in love with her?\I promise. I've got my hands full with you and Sachiko.\Oh yeah, that's right. Sachiko is quite a wild woman.\You'll never make it.\So who the heck is Sachiko!\I was wondering what kind of an old rundown shack you were gonna show me, response:	but this is pretty nice.
context: I'll go to the apartment with you tomorrow.\You promise you won't fall in love with her?\I promise. I've got my hands full with you and Sachiko.\Oh yeah, that's right. Sachiko is quite a wild woman.\You'll never make it.\So who the heck is Sachiko!\I was wondering what kind of an old rundown shack you were gonna show me,\but this is pretty nice. response:	Seventy thousand yen for this place is a good deal.
context: You promise you won't fall in love with her?\I promise. I've got my hands full with you and Sachiko.\Oh yeah, that's right. Sachiko is quite a wild woman.\You'll never make it.\So who the heck is Sachiko!\I was wondering what kind of an old rundown shack you were gonna show me,\but this is pretty nice.\Seventy thousand yen for this place is a good deal. response:	Maybe it's haunted.
context: I promise. I've got my hands full with you and Sachiko.\Oh yeah, that's right. Sachiko is quite a wild woman.\You'll never make it.\So who the heck is Sachiko!\I was wondering what kind of an old rundown shack you were gonna show me,\but this is pretty nice.\Seventy thousand yen for this place is a good deal.\Maybe it's haunted. response:	What do you mean by that?!
context: Oh yeah, that's right. Sachiko is quite a wild woman.\You'll never make it.\So who the heck is Sachiko!\I was wondering what kind of an old rundown shack you were gonna show me,\but this is pretty nice.\Seventy thousand yen for this place is a good deal.\Maybe it's haunted.\What do you mean by that?! response:	Never mind that.
context: You'll never make it.\So who the heck is Sachiko!\I was wondering what kind of an old rundown shack you were gonna show me,\but this is pretty nice.\Seventy thousand yen for this place is a good deal.\Maybe it's haunted.\What do you mean by that?!\Never mind that. response:	Why did you guys come here with us?
context: So who the heck is Sachiko!\I was wondering what kind of an old rundown shack you were gonna show me,\but this is pretty nice.\Seventy thousand yen for this place is a good deal.\Maybe it's haunted.\What do you mean by that?!\Never mind that.\Why did you guys come here with us? response:	Why not?
context: I was wondering what kind of an old rundown shack you were gonna show me,\but this is pretty nice.\Seventy thousand yen for this place is a good deal.\Maybe it's haunted.\What do you mean by that?!\Never mind that.\Why did you guys come here with us?\Why not? response:	Besides, I wanna get a look at that girl
context: but this is pretty nice.\Seventy thousand yen for this place is a good deal.\Maybe it's haunted.\What do you mean by that?!\Never mind that.\Why did you guys come here with us?\Why not?\Besides, I wanna get a look at that girl response:	who has the guts to live with Nana.
context: Seventy thousand yen for this place is a good deal.\Maybe it's haunted.\What do you mean by that?!\Never mind that.\Why did you guys come here with us?\Why not?\Besides, I wanna get a look at that girl\who has the guts to live with Nana. response:	Courtesy call. We're representing the benefactors.
context: Maybe it's haunted.\What do you mean by that?!\Never mind that.\Why did you guys come here with us?\Why not?\Besides, I wanna get a look at that girl\who has the guts to live with Nana.\Courtesy call. We're representing the benefactors. response:	So, where's your room?
context: What do you mean by that?!\Never mind that.\Why did you guys come here with us?\Why not?\Besides, I wanna get a look at that girl\who has the guts to live with Nana.\Courtesy call. We're representing the benefactors.\So, where's your room? response:	Room 707.
context: Never mind that.\Why did you guys come here with us?\Why not?\Besides, I wanna get a look at that girl\who has the guts to live with Nana.\Courtesy call. We're representing the benefactors.\So, where's your room?\Room 707. response:	707?!
context: Why did you guys come here with us?\Why not?\Besides, I wanna get a look at that girl\who has the guts to live with Nana.\Courtesy call. We're representing the benefactors.\So, where's your room?\Room 707.\707?! response:	That's bad luck!
context: Why not?\Besides, I wanna get a look at that girl\who has the guts to live with Nana.\Courtesy call. We're representing the benefactors.\So, where's your room?\Room 707.\707?!\That's bad luck! response:	Demon Lord That's bad luck!
context: Besides, I wanna get a look at that girl\who has the guts to live with Nana.\Courtesy call. We're representing the benefactors.\So, where's your room?\Room 707.\707?!\That's bad luck!\Demon Lord That's bad luck! response:	Since when have you guys become believers of the Demon Lord?
context: who has the guts to live with Nana.\Courtesy call. We're representing the benefactors.\So, where's your room?\Room 707.\707?!\That's bad luck!\Demon Lord That's bad luck!\Since when have you guys become believers of the Demon Lord? response:	There's no answer. Maybe Nana's not here yet.
context: Courtesy call. We're representing the benefactors.\So, where's your room?\Room 707.\707?!\That's bad luck!\Demon Lord That's bad luck!\Since when have you guys become believers of the Demon Lord?\There's no answer. Maybe Nana's not here yet. response:	Do you have a key?
context: So, where's your room?\Room 707.\707?!\That's bad luck!\Demon Lord That's bad luck!\Since when have you guys become believers of the Demon Lord?\There's no answer. Maybe Nana's not here yet.\Do you have a key? response:	I haven't been given one yet.
context: Room 707.\707?!\That's bad luck!\Demon Lord That's bad luck!\Since when have you guys become believers of the Demon Lord?\There's no answer. Maybe Nana's not here yet.\Do you have a key?\I haven't been given one yet. response:	Why not? You have a contract, right?
context: 707?!\That's bad luck!\Demon Lord That's bad luck!\Since when have you guys become believers of the Demon Lord?\There's no answer. Maybe Nana's not here yet.\Do you have a key?\I haven't been given one yet.\Why not? You have a contract, right? response:	Yeah, but I needed a guarantor to sign and seal it,
context: That's bad luck!\Demon Lord That's bad luck!\Since when have you guys become believers of the Demon Lord?\There's no answer. Maybe Nana's not here yet.\Do you have a key?\I haven't been given one yet.\Why not? You have a contract, right?\Yeah, but I needed a guarantor to sign and seal it, response:	so I asked my Dad.
context: Demon Lord That's bad luck!\Since when have you guys become believers of the Demon Lord?\There's no answer. Maybe Nana's not here yet.\Do you have a key?\I haven't been given one yet.\Why not? You have a contract, right?\Yeah, but I needed a guarantor to sign and seal it,\so I asked my Dad. response:	I should get it tomorrow.
context: Since when have you guys become believers of the Demon Lord?\There's no answer. Maybe Nana's not here yet.\Do you have a key?\I haven't been given one yet.\Why not? You have a contract, right?\Yeah, but I needed a guarantor to sign and seal it,\so I asked my Dad.\I should get it tomorrow. response:	So you're not an official resident yet?
context: There's no answer. Maybe Nana's not here yet.\Do you have a key?\I haven't been given one yet.\Why not? You have a contract, right?\Yeah, but I needed a guarantor to sign and seal it,\so I asked my Dad.\I should get it tomorrow.\So you're not an official resident yet? response:	But I already paid the commission and stuff.
context: Do you have a key?\I haven't been given one yet.\Why not? You have a contract, right?\Yeah, but I needed a guarantor to sign and seal it,\so I asked my Dad.\I should get it tomorrow.\So you're not an official resident yet?\But I already paid the commission and stuff. response:	What the?!
context: I haven't been given one yet.\Why not? You have a contract, right?\Yeah, but I needed a guarantor to sign and seal it,\so I asked my Dad.\I should get it tomorrow.\So you're not an official resident yet?\But I already paid the commission and stuff.\What the?! response:	Someone's pulling one over on you!
context: Why not? You have a contract, right?\Yeah, but I needed a guarantor to sign and seal it,\so I asked my Dad.\I should get it tomorrow.\So you're not an official resident yet?\But I already paid the commission and stuff.\What the?!\Someone's pulling one over on you! response:	And who might you be?
context: Yeah, but I needed a guarantor to sign and seal it,\so I asked my Dad.\I should get it tomorrow.\So you're not an official resident yet?\But I already paid the commission and stuff.\What the?!\Someone's pulling one over on you!\And who might you be? response:	W-Wrong door! I'm very sorry!
context: so I asked my Dad.\I should get it tomorrow.\So you're not an official resident yet?\But I already paid the commission and stuff.\What the?!\Someone's pulling one over on you!\And who might you be?\W-Wrong door! I'm very sorry! response:	I don't believe it!
context: I should get it tomorrow.\So you're not an official resident yet?\But I already paid the commission and stuff.\What the?!\Someone's pulling one over on you!\And who might you be?\W-Wrong door! I'm very sorry!\I don't believe it! response:	Cripes! How can you make such a mistake?
context: So you're not an official resident yet?\But I already paid the commission and stuff.\What the?!\Someone's pulling one over on you!\And who might you be?\W-Wrong door! I'm very sorry!\I don't believe it!\Cripes! How can you make such a mistake? response:	It's cold! Yasu, what is this place!
context: But I already paid the commission and stuff.\What the?!\Someone's pulling one over on you!\And who might you be?\W-Wrong door! I'm very sorry!\I don't believe it!\Cripes! How can you make such a mistake?\It's cold! Yasu, what is this place! response:	There's no hot water!
context: What the?!\Someone's pulling one over on you!\And who might you be?\W-Wrong door! I'm very sorry!\I don't believe it!\Cripes! How can you make such a mistake?\It's cold! Yasu, what is this place!\There's no hot water! response:	Maybe this is the right place!
