context: Timing and Subtitles brought to you by The Little Lover Team @Viki response:	I won't take the entrance exam. I know exactly what I want to do.
context: Okay.\Shall we make another foolish attempt?\What?\Minami Kun No Koibito My Little Lover\Timing and Subtitles brought to you by The Little Lover Team @Viki\This is where you became small.\That day, you fainted at the sound of thunder. Then you woke up finding yourself small. Correct?\I see! response:	If I do the same thing here again...
context: Shall we make another foolish attempt?\What?\Minami Kun No Koibito My Little Lover\Timing and Subtitles brought to you by The Little Lover Team @Viki\This is where you became small.\That day, you fainted at the sound of thunder. Then you woke up finding yourself small. Correct?\I see!\If I do the same thing here again... response:	That could be possible.
context: What?\Minami Kun No Koibito My Little Lover\Timing and Subtitles brought to you by The Little Lover Team @Viki\This is where you became small.\That day, you fainted at the sound of thunder. Then you woke up finding yourself small. Correct?\I see!\If I do the same thing here again...\That could be possible. response:	These are your clothes.
context: Minami Kun No Koibito My Little Lover\Timing and Subtitles brought to you by The Little Lover Team @Viki\This is where you became small.\That day, you fainted at the sound of thunder. Then you woke up finding yourself small. Correct?\I see!\If I do the same thing here again...\That could be possible.\These are your clothes. response:	You washed them.
context: Timing and Subtitles brought to you by The Little Lover Team @Viki\This is where you became small.\That day, you fainted at the sound of thunder. Then you woke up finding yourself small. Correct?\I see!\If I do the same thing here again...\That could be possible.\These are your clothes.\You washed them. response:	I couldn't have left them as they were.
context: This is where you became small.\That day, you fainted at the sound of thunder. Then you woke up finding yourself small. Correct?\I see!\If I do the same thing here again...\That could be possible.\These are your clothes.\You washed them.\I couldn't have left them as they were. response:	Thank you.
context: That day, you fainted at the sound of thunder. Then you woke up finding yourself small. Correct?\I see!\If I do the same thing here again...\That could be possible.\These are your clothes.\You washed them.\I couldn't have left them as they were.\Thank you. response:	So, I will come pick you up in the morning.
context: I see!\If I do the same thing here again...\That could be possible.\These are your clothes.\You washed them.\I couldn't have left them as they were.\Thank you.\So, I will come pick you up in the morning. response:	Eh? Wait!
context: If I do the same thing here again...\That could be possible.\These are your clothes.\You washed them.\I couldn't have left them as they were.\Thank you.\So, I will come pick you up in the morning.\Eh? Wait! response:	You are going?
context: That could be possible.\These are your clothes.\You washed them.\I couldn't have left them as they were.\Thank you.\So, I will come pick you up in the morning.\Eh? Wait!\You are going? response:	You were alone on that day, werent' you?
context: These are your clothes.\You washed them.\I couldn't have left them as they were.\Thank you.\So, I will come pick you up in the morning.\Eh? Wait!\You are going?\You were alone on that day, werent' you? response:	But...
context: You washed them.\I couldn't have left them as they were.\Thank you.\So, I will come pick you up in the morning.\Eh? Wait!\You are going?\You were alone on that day, werent' you?\But... response:	It's too much to be by myself in this storm.
context: I couldn't have left them as they were.\Thank you.\So, I will come pick you up in the morning.\Eh? Wait!\You are going?\You were alone on that day, werent' you?\But...\It's too much to be by myself in this storm. response:	I am small, so I might die before becoming big.
context: Thank you.\So, I will come pick you up in the morning.\Eh? Wait!\You are going?\You were alone on that day, werent' you?\But...\It's too much to be by myself in this storm.\I am small, so I might die before becoming big. response:	Fairies lose their magical power when they fall in love.
context: So, I will come pick you up in the morning.\Eh? Wait!\You are going?\You were alone on that day, werent' you?\But...\It's too much to be by myself in this storm.\I am small, so I might die before becoming big.\Fairies lose their magical power when they fall in love. response:	And, they will also lose their smile.
context: Eh? Wait!\You are going?\You were alone on that day, werent' you?\But...\It's too much to be by myself in this storm.\I am small, so I might die before becoming big.\Fairies lose their magical power when they fall in love.\And, they will also lose their smile. response:	They will age instantly,
context: You are going?\You were alone on that day, werent' you?\But...\It's too much to be by myself in this storm.\I am small, so I might die before becoming big.\Fairies lose their magical power when they fall in love.\And, they will also lose their smile.\They will age instantly, response:	fall into a deep sleep
context: You were alone on that day, werent' you?\But...\It's too much to be by myself in this storm.\I am small, so I might die before becoming big.\Fairies lose their magical power when they fall in love.\And, they will also lose their smile.\They will age instantly,\fall into a deep sleep response:	and never wake up.
context: But...\It's too much to be by myself in this storm.\I am small, so I might die before becoming big.\Fairies lose their magical power when they fall in love.\And, they will also lose their smile.\They will age instantly,\fall into a deep sleep\and never wake up. response:	If they are loved back
context: It's too much to be by myself in this storm.\I am small, so I might die before becoming big.\Fairies lose their magical power when they fall in love.\And, they will also lose their smile.\They will age instantly,\fall into a deep sleep\and never wake up.\If they are loved back response:	by those they love,
context: I am small, so I might die before becoming big.\Fairies lose their magical power when they fall in love.\And, they will also lose their smile.\They will age instantly,\fall into a deep sleep\and never wake up.\If they are loved back\by those they love, response:	they will be humans in exchange for losing their magical power.
context: Fairies lose their magical power when they fall in love.\And, they will also lose their smile.\They will age instantly,\fall into a deep sleep\and never wake up.\If they are loved back\by those they love,\they will be humans in exchange for losing their magical power. response:	Humans age, but they have a smile.
context: And, they will also lose their smile.\They will age instantly,\fall into a deep sleep\and never wake up.\If they are loved back\by those they love,\they will be humans in exchange for losing their magical power.\Humans age, but they have a smile. response:	In the short period (of their lives),
context: They will age instantly,\fall into a deep sleep\and never wake up.\If they are loved back\by those they love,\they will be humans in exchange for losing their magical power.\Humans age, but they have a smile.\In the short period (of their lives), response:	they can get joy, sadness, anger
context: fall into a deep sleep\and never wake up.\If they are loved back\by those they love,\they will be humans in exchange for losing their magical power.\Humans age, but they have a smile.\In the short period (of their lives),\they can get joy, sadness, anger response:	and loneliness.
context: and never wake up.\If they are loved back\by those they love,\they will be humans in exchange for losing their magical power.\Humans age, but they have a smile.\In the short period (of their lives),\they can get joy, sadness, anger\and loneliness. response:	Chris hesitated.
context: If they are loved back\by those they love,\they will be humans in exchange for losing their magical power.\Humans age, but they have a smile.\In the short period (of their lives),\they can get joy, sadness, anger\and loneliness.\Chris hesitated. response:	Is this love?
context: by those they love,\they will be humans in exchange for losing their magical power.\Humans age, but they have a smile.\In the short period (of their lives),\they can get joy, sadness, anger\and loneliness.\Chris hesitated.\Is this love? response:	If it is...
context: they will be humans in exchange for losing their magical power.\Humans age, but they have a smile.\In the short period (of their lives),\they can get joy, sadness, anger\and loneliness.\Chris hesitated.\Is this love?\If it is... response:	If it is...
context: Humans age, but they have a smile.\In the short period (of their lives),\they can get joy, sadness, anger\and loneliness.\Chris hesitated.\Is this love?\If it is...\If it is... response:	She doesn't know yet
context: In the short period (of their lives),\they can get joy, sadness, anger\and loneliness.\Chris hesitated.\Is this love?\If it is...\If it is...\She doesn't know yet response:	that asking herself that question
context: they can get joy, sadness, anger\and loneliness.\Chris hesitated.\Is this love?\If it is...\If it is...\She doesn't know yet\that asking herself that question response:	itself is
context: and loneliness.\Chris hesitated.\Is this love?\If it is...\If it is...\She doesn't know yet\that asking herself that question\itself is response:	a beginning of love already.
context: Chris hesitated.\Is this love?\If it is...\If it is...\She doesn't know yet\that asking herself that question\itself is\a beginning of love already. response:	It hasn't been updated.
context: Is this love?\If it is...\If it is...\She doesn't know yet\that asking herself that question\itself is\a beginning of love already.\It hasn't been updated. response:	I wonder if Horikiri-shi is doing okay.
context: If it is...\If it is...\She doesn't know yet\that asking herself that question\itself is\a beginning of love already.\It hasn't been updated.\I wonder if Horikiri-shi is doing okay. response:	It's morning..?
context: If it is...\She doesn't know yet\that asking herself that question\itself is\a beginning of love already.\It hasn't been updated.\I wonder if Horikiri-shi is doing okay.\It's morning..? response:	Already?
context: She doesn't know yet\that asking herself that question\itself is\a beginning of love already.\It hasn't been updated.\I wonder if Horikiri-shi is doing okay.\It's morning..?\Already? response:	Hmm?
context: that asking herself that question\itself is\a beginning of love already.\It hasn't been updated.\I wonder if Horikiri-shi is doing okay.\It's morning..?\Already?\Hmm? response:	I am big again.
context: itself is\a beginning of love already.\It hasn't been updated.\I wonder if Horikiri-shi is doing okay.\It's morning..?\Already?\Hmm?\I am big again. response:	Hooray!
context: a beginning of love already.\It hasn't been updated.\I wonder if Horikiri-shi is doing okay.\It's morning..?\Already?\Hmm?\I am big again.\Hooray! response:	Eh?
context: It hasn't been updated.\I wonder if Horikiri-shi is doing okay.\It's morning..?\Already?\Hmm?\I am big again.\Hooray!\Eh? response:	Where is Minami-kun?
context: I wonder if Horikiri-shi is doing okay.\It's morning..?\Already?\Hmm?\I am big again.\Hooray!\Eh?\Where is Minami-kun? response:	Minami-kun. I am big again, back to myself again.
context: It's morning..?\Already?\Hmm?\I am big again.\Hooray!\Eh?\Where is Minami-kun?\Minami-kun. I am big again, back to myself again. response:	Thank you.
context: Already?\Hmm?\I am big again.\Hooray!\Eh?\Where is Minami-kun?\Minami-kun. I am big again, back to myself again.\Thank you. response:	It's all thanks to Minami-kun.
context: Hmm?\I am big again.\Hooray!\Eh?\Where is Minami-kun?\Minami-kun. I am big again, back to myself again.\Thank you.\It's all thanks to Minami-kun. response:	What a relief.
context: I am big again.\Hooray!\Eh?\Where is Minami-kun?\Minami-kun. I am big again, back to myself again.\Thank you.\It's all thanks to Minami-kun.\What a relief. response:	Hey, no...
context: Hooray!\Eh?\Where is Minami-kun?\Minami-kun. I am big again, back to myself again.\Thank you.\It's all thanks to Minami-kun.\What a relief.\Hey, no... response:	Stop it.
context: Eh?\Where is Minami-kun?\Minami-kun. I am big again, back to myself again.\Thank you.\It's all thanks to Minami-kun.\What a relief.\Hey, no...\Stop it. response:	How awful.
context: Where is Minami-kun?\Minami-kun. I am big again, back to myself again.\Thank you.\It's all thanks to Minami-kun.\What a relief.\Hey, no...\Stop it.\How awful. response:	Huh?
context: Minami-kun. I am big again, back to myself again.\Thank you.\It's all thanks to Minami-kun.\What a relief.\Hey, no...\Stop it.\How awful.\Huh? response:	Was it a dream?
context: Thank you.\It's all thanks to Minami-kun.\What a relief.\Hey, no...\Stop it.\How awful.\Huh?\Was it a dream? response:	It's impossible after all.
context: It's all thanks to Minami-kun.\What a relief.\Hey, no...\Stop it.\How awful.\Huh?\Was it a dream?\It's impossible after all. response:	Huh?
context: What a relief.\Hey, no...\Stop it.\How awful.\Huh?\Was it a dream?\It's impossible after all.\Huh? response:	Hey Minami-kun, are you alright?
context: Hey, no...\Stop it.\How awful.\Huh?\Was it a dream?\It's impossible after all.\Huh?\Hey Minami-kun, are you alright? response:	Minami-kun?
context: Stop it.\How awful.\Huh?\Was it a dream?\It's impossible after all.\Huh?\Hey Minami-kun, are you alright?\Minami-kun? response:	I see.
context: How awful.\Huh?\Was it a dream?\It's impossible after all.\Huh?\Hey Minami-kun, are you alright?\Minami-kun?\I see. response:	You couldn't return to original size.
context: Huh?\Was it a dream?\It's impossible after all.\Huh?\Hey Minami-kun, are you alright?\Minami-kun?\I see.\You couldn't return to original size. response:	Are you alright?
context: Was it a dream?\It's impossible after all.\Huh?\Hey Minami-kun, are you alright?\Minami-kun?\I see.\You couldn't return to original size.\Are you alright? response:	I am a fool after all.
context: It's impossible after all.\Huh?\Hey Minami-kun, are you alright?\Minami-kun?\I see.\You couldn't return to original size.\Are you alright?\I am a fool after all. response:	I caught a cold, it seems.
context: Huh?\Hey Minami-kun, are you alright?\Minami-kun?\I see.\You couldn't return to original size.\Are you alright?\I am a fool after all.\I caught a cold, it seems. response:	Oh!
context: Hey Minami-kun, are you alright?\Minami-kun?\I see.\You couldn't return to original size.\Are you alright?\I am a fool after all.\I caught a cold, it seems.\Oh! response:	You have a high fever.
context: Minami-kun?\I see.\You couldn't return to original size.\Are you alright?\I am a fool after all.\I caught a cold, it seems.\Oh!\You have a high fever. response:	Nobody's home. What should I do?
context: I see.\You couldn't return to original size.\Are you alright?\I am a fool after all.\I caught a cold, it seems.\Oh!\You have a high fever.\Nobody's home. What should I do? response:	Oh, right. I have to bring down the fever.
context: You couldn't return to original size.\Are you alright?\I am a fool after all.\I caught a cold, it seems.\Oh!\You have a high fever.\Nobody's home. What should I do?\Oh, right. I have to bring down the fever. response:	I'm finally here.
context: Are you alright?\I am a fool after all.\I caught a cold, it seems.\Oh!\You have a high fever.\Nobody's home. What should I do?\Oh, right. I have to bring down the fever.\I'm finally here. response:	Chiyomi.
context: I am a fool after all.\I caught a cold, it seems.\Oh!\You have a high fever.\Nobody's home. What should I do?\Oh, right. I have to bring down the fever.\I'm finally here.\Chiyomi. response:	I couldn't bring anything.
context: I caught a cold, it seems.\Oh!\You have a high fever.\Nobody's home. What should I do?\Oh, right. I have to bring down the fever.\I'm finally here.\Chiyomi.\I couldn't bring anything. response:	Water, ice cubes or anything at all.
context: Oh!\You have a high fever.\Nobody's home. What should I do?\Oh, right. I have to bring down the fever.\I'm finally here.\Chiyomi.\I couldn't bring anything.\Water, ice cubes or anything at all. response:	All I could do was just come back here.
context: You have a high fever.\Nobody's home. What should I do?\Oh, right. I have to bring down the fever.\I'm finally here.\Chiyomi.\I couldn't bring anything.\Water, ice cubes or anything at all.\All I could do was just come back here. response:	I'm sorry.
context: Nobody's home. What should I do?\Oh, right. I have to bring down the fever.\I'm finally here.\Chiyomi.\I couldn't bring anything.\Water, ice cubes or anything at all.\All I could do was just come back here.\I'm sorry. response:	Don't worry and stay here.
context: Oh, right. I have to bring down the fever.\I'm finally here.\Chiyomi.\I couldn't bring anything.\Water, ice cubes or anything at all.\All I could do was just come back here.\I'm sorry.\Don't worry and stay here. response:	Once upon a time, there lived an old man called'Old Bamboo-Cutter.'
context: I'm finally here.\Chiyomi.\I couldn't bring anything.\Water, ice cubes or anything at all.\All I could do was just come back here.\I'm sorry.\Don't worry and stay here.\Once upon a time, there lived an old man called'Old Bamboo-Cutter.' response:	He cut bamboos in mountains and fields and used them for a variety of things.
context: Chiyomi.\I couldn't bring anything.\Water, ice cubes or anything at all.\All I could do was just come back here.\I'm sorry.\Don't worry and stay here.\Once upon a time, there lived an old man called'Old Bamboo-Cutter.'\He cut bamboos in mountains and fields and used them for a variety of things. response:	His name was Sanuki no Miyatsuko.
context: I couldn't bring anything.\Water, ice cubes or anything at all.\All I could do was just come back here.\I'm sorry.\Don't worry and stay here.\Once upon a time, there lived an old man called'Old Bamboo-Cutter.'\He cut bamboos in mountains and fields and used them for a variety of things.\His name was Sanuki no Miyatsuko. response:	He thought it was strange and approached it. Then the bamboo shined inside.
context: Water, ice cubes or anything at all.\All I could do was just come back here.\I'm sorry.\Don't worry and stay here.\Once upon a time, there lived an old man called'Old Bamboo-Cutter.'\He cut bamboos in mountains and fields and used them for a variety of things.\His name was Sanuki no Miyatsuko.\He thought it was strange and approached it. Then the bamboo shined inside. response:	Minami Kun No Koibito My Little Lover
context: All I could do was just come back here.\I'm sorry.\Don't worry and stay here.\Once upon a time, there lived an old man called'Old Bamboo-Cutter.'\He cut bamboos in mountains and fields and used them for a variety of things.\His name was Sanuki no Miyatsuko.\He thought it was strange and approached it. Then the bamboo shined inside.\Minami Kun No Koibito My Little Lover response:	His fever is going up.
context: I'm sorry.\Don't worry and stay here.\Once upon a time, there lived an old man called'Old Bamboo-Cutter.'\He cut bamboos in mountains and fields and used them for a variety of things.\His name was Sanuki no Miyatsuko.\He thought it was strange and approached it. Then the bamboo shined inside.\Minami Kun No Koibito My Little Lover\His fever is going up. response:	I wish I could cool him down.
context: Don't worry and stay here.\Once upon a time, there lived an old man called'Old Bamboo-Cutter.'\He cut bamboos in mountains and fields and used them for a variety of things.\His name was Sanuki no Miyatsuko.\He thought it was strange and approached it. Then the bamboo shined inside.\Minami Kun No Koibito My Little Lover\His fever is going up.\I wish I could cool him down. response:	I'm sorry, did I wake you up?
context: Once upon a time, there lived an old man called'Old Bamboo-Cutter.'\He cut bamboos in mountains and fields and used them for a variety of things.\His name was Sanuki no Miyatsuko.\He thought it was strange and approached it. Then the bamboo shined inside.\Minami Kun No Koibito My Little Lover\His fever is going up.\I wish I could cool him down.\I'm sorry, did I wake you up? response:	No.
context: He cut bamboos in mountains and fields and used them for a variety of things.\His name was Sanuki no Miyatsuko.\He thought it was strange and approached it. Then the bamboo shined inside.\Minami Kun No Koibito My Little Lover\His fever is going up.\I wish I could cool him down.\I'm sorry, did I wake you up?\No. response:	You are feeling sick?
context: His name was Sanuki no Miyatsuko.\He thought it was strange and approached it. Then the bamboo shined inside.\Minami Kun No Koibito My Little Lover\His fever is going up.\I wish I could cool him down.\I'm sorry, did I wake you up?\No.\You are feeling sick? response:	I feel foggy.
context: He thought it was strange and approached it. Then the bamboo shined inside.\Minami Kun No Koibito My Little Lover\His fever is going up.\I wish I could cool him down.\I'm sorry, did I wake you up?\No.\You are feeling sick?\I feel foggy. response:	Who can it be?
context: Minami Kun No Koibito My Little Lover\His fever is going up.\I wish I could cool him down.\I'm sorry, did I wake you up?\No.\You are feeling sick?\I feel foggy.\Who can it be? response:	Are you okay? Can you walk?
context: His fever is going up.\I wish I could cool him down.\I'm sorry, did I wake you up?\No.\You are feeling sick?\I feel foggy.\Who can it be?\Are you okay? Can you walk? response:	I'm okay.
context: I wish I could cool him down.\I'm sorry, did I wake you up?\No.\You are feeling sick?\I feel foggy.\Who can it be?\Are you okay? Can you walk?\I'm okay. response:	Are you hungry?
context: I'm sorry, did I wake you up?\No.\You are feeling sick?\I feel foggy.\Who can it be?\Are you okay? Can you walk?\I'm okay.\Are you hungry? response:	A little.
context: No.\You are feeling sick?\I feel foggy.\Who can it be?\Are you okay? Can you walk?\I'm okay.\Are you hungry?\A little. response:	I'll bring you something, too.
context: You are feeling sick?\I feel foggy.\Who can it be?\Are you okay? Can you walk?\I'm okay.\Are you hungry?\A little.\I'll bring you something, too. response:	I'm sorry, at a time like this.
context: I feel foggy.\Who can it be?\Are you okay? Can you walk?\I'm okay.\Are you hungry?\A little.\I'll bring you something, too.\I'm sorry, at a time like this. response:	Thank you.
context: Who can it be?\Are you okay? Can you walk?\I'm okay.\Are you hungry?\A little.\I'll bring you something, too.\I'm sorry, at a time like this.\Thank you. response:	1,000 yen per meal. Pay me back later.
context: Are you okay? Can you walk?\I'm okay.\Are you hungry?\A little.\I'll bring you something, too.\I'm sorry, at a time like this.\Thank you.\1,000 yen per meal. Pay me back later. response:	Hello?
context: I'm okay.\Are you hungry?\A little.\I'll bring you something, too.\I'm sorry, at a time like this.\Thank you.\1,000 yen per meal. Pay me back later.\Hello? response:	Here we are.
context: Are you hungry?\A little.\I'll bring you something, too.\I'm sorry, at a time like this.\Thank you.\1,000 yen per meal. Pay me back later.\Hello?\Here we are. response:	We're coming in.
context: A little.\I'll bring you something, too.\I'm sorry, at a time like this.\Thank you.\1,000 yen per meal. Pay me back later.\Hello?\Here we are.\We're coming in. response:	- It is spacious and beautiful. - It is like a newly built home.
context: I'll bring you something, too.\I'm sorry, at a time like this.\Thank you.\1,000 yen per meal. Pay me back later.\Hello?\Here we are.\We're coming in.\- It is spacious and beautiful. - It is like a newly built home. response:	So, you are all by yourself?
context: I'm sorry, at a time like this.\Thank you.\1,000 yen per meal. Pay me back later.\Hello?\Here we are.\We're coming in.\- It is spacious and beautiful. - It is like a newly built home.\So, you are all by yourself? response:	Yes.
context: Thank you.\1,000 yen per meal. Pay me back later.\Hello?\Here we are.\We're coming in.\- It is spacious and beautiful. - It is like a newly built home.\So, you are all by yourself?\Yes. response:	It was good timing then. Here.
context: 1,000 yen per meal. Pay me back later.\Hello?\Here we are.\We're coming in.\- It is spacious and beautiful. - It is like a newly built home.\So, you are all by yourself?\Yes.\It was good timing then. Here. response:	You have a fever, right? We brought you food.
context: Hello?\Here we are.\We're coming in.\- It is spacious and beautiful. - It is like a newly built home.\So, you are all by yourself?\Yes.\It was good timing then. Here.\You have a fever, right? We brought you food. response:	Since you have a fever, you'll get udon noodles. Yabuki and I will -
context: Here we are.\We're coming in.\- It is spacious and beautiful. - It is like a newly built home.\So, you are all by yourself?\Yes.\It was good timing then. Here.\You have a fever, right? We brought you food.\Since you have a fever, you'll get udon noodles. Yabuki and I will - response:	I'm fine.
context: We're coming in.\- It is spacious and beautiful. - It is like a newly built home.\So, you are all by yourself?\Yes.\It was good timing then. Here.\You have a fever, right? We brought you food.\Since you have a fever, you'll get udon noodles. Yabuki and I will -\I'm fine. response:	You don't want it? It's not good for you if you don't eat anything.
context: - It is spacious and beautiful. - It is like a newly built home.\So, you are all by yourself?\Yes.\It was good timing then. Here.\You have a fever, right? We brought you food.\Since you have a fever, you'll get udon noodles. Yabuki and I will -\I'm fine.\You don't want it? It's not good for you if you don't eat anything. response:	I'm not hungry.
context: So, you are all by yourself?\Yes.\It was good timing then. Here.\You have a fever, right? We brought you food.\Since you have a fever, you'll get udon noodles. Yabuki and I will -\I'm fine.\You don't want it? It's not good for you if you don't eat anything.\I'm not hungry. response:	Actually, we came here because you are sick, but I have someting else to -
context: Yes.\It was good timing then. Here.\You have a fever, right? We brought you food.\Since you have a fever, you'll get udon noodles. Yabuki and I will -\I'm fine.\You don't want it? It's not good for you if you don't eat anything.\I'm not hungry.\Actually, we came here because you are sick, but I have someting else to - response:	- I'm not going back to the kendo club. - Don't make such a hasty decision.
context: It was good timing then. Here.\You have a fever, right? We brought you food.\Since you have a fever, you'll get udon noodles. Yabuki and I will -\I'm fine.\You don't want it? It's not good for you if you don't eat anything.\I'm not hungry.\Actually, we came here because you are sick, but I have someting else to -\- I'm not going back to the kendo club. - Don't make such a hasty decision. response:	I have already decided.
context: You have a fever, right? We brought you food.\Since you have a fever, you'll get udon noodles. Yabuki and I will -\I'm fine.\You don't want it? It's not good for you if you don't eat anything.\I'm not hungry.\Actually, we came here because you are sick, but I have someting else to -\- I'm not going back to the kendo club. - Don't make such a hasty decision.\I have already decided. response:	Ah... That might be the case, but
context: Since you have a fever, you'll get udon noodles. Yabuki and I will -\I'm fine.\You don't want it? It's not good for you if you don't eat anything.\I'm not hungry.\Actually, we came here because you are sick, but I have someting else to -\- I'm not going back to the kendo club. - Don't make such a hasty decision.\I have already decided.\Ah... That might be the case, but response:	let's talk about your talent in kendo that you are not even aware of -
context: I'm fine.\You don't want it? It's not good for you if you don't eat anything.\I'm not hungry.\Actually, we came here because you are sick, but I have someting else to -\- I'm not going back to the kendo club. - Don't make such a hasty decision.\I have already decided.\Ah... That might be the case, but\let's talk about your talent in kendo that you are not even aware of - response:	No, thank you.
context: You don't want it? It's not good for you if you don't eat anything.\I'm not hungry.\Actually, we came here because you are sick, but I have someting else to -\- I'm not going back to the kendo club. - Don't make such a hasty decision.\I have already decided.\Ah... That might be the case, but\let's talk about your talent in kendo that you are not even aware of -\No, thank you. response:	He is so unapproachable.
context: I'm not hungry.\Actually, we came here because you are sick, but I have someting else to -\- I'm not going back to the kendo club. - Don't make such a hasty decision.\I have already decided.\Ah... That might be the case, but\let's talk about your talent in kendo that you are not even aware of -\No, thank you.\He is so unapproachable. response:	Come on, Minami. Why don't you just listen to him?
context: Actually, we came here because you are sick, but I have someting else to -\- I'm not going back to the kendo club. - Don't make such a hasty decision.\I have already decided.\Ah... That might be the case, but\let's talk about your talent in kendo that you are not even aware of -\No, thank you.\He is so unapproachable.\Come on, Minami. Why don't you just listen to him? response:	Give me a break!
context: - I'm not going back to the kendo club. - Don't make such a hasty decision.\I have already decided.\Ah... That might be the case, but\let's talk about your talent in kendo that you are not even aware of -\No, thank you.\He is so unapproachable.\Come on, Minami. Why don't you just listen to him?\Give me a break! response:	Would you please leave?
context: I have already decided.\Ah... That might be the case, but\let's talk about your talent in kendo that you are not even aware of -\No, thank you.\He is so unapproachable.\Come on, Minami. Why don't you just listen to him?\Give me a break!\Would you please leave? response:	Let's talk about kendo some other time -
context: Ah... That might be the case, but\let's talk about your talent in kendo that you are not even aware of -\No, thank you.\He is so unapproachable.\Come on, Minami. Why don't you just listen to him?\Give me a break!\Would you please leave?\Let's talk about kendo some other time - response:	I won't.
context: let's talk about your talent in kendo that you are not even aware of -\No, thank you.\He is so unapproachable.\Come on, Minami. Why don't you just listen to him?\Give me a break!\Would you please leave?\Let's talk about kendo some other time -\I won't. response:	Then, let's go, Yabuki.
context: No, thank you.\He is so unapproachable.\Come on, Minami. Why don't you just listen to him?\Give me a break!\Would you please leave?\Let's talk about kendo some other time -\I won't.\Then, let's go, Yabuki. response:	If you are worried about something, tell me any time.
context: He is so unapproachable.\Come on, Minami. Why don't you just listen to him?\Give me a break!\Would you please leave?\Let's talk about kendo some other time -\I won't.\Then, let's go, Yabuki.\If you are worried about something, tell me any time. response:	I will do my best to consult you.
context: Come on, Minami. Why don't you just listen to him?\Give me a break!\Would you please leave?\Let's talk about kendo some other time -\I won't.\Then, let's go, Yabuki.\If you are worried about something, tell me any time.\I will do my best to consult you. response:	Okay.
context: Give me a break!\Would you please leave?\Let's talk about kendo some other time -\I won't.\Then, let's go, Yabuki.\If you are worried about something, tell me any time.\I will do my best to consult you.\Okay. response:	You should also be interested in real women.
context: Would you please leave?\Let's talk about kendo some other time -\I won't.\Then, let's go, Yabuki.\If you are worried about something, tell me any time.\I will do my best to consult you.\Okay.\You should also be interested in real women. response:	- Thank you for having us. - So long.
context: Let's talk about kendo some other time -\I won't.\Then, let's go, Yabuki.\If you are worried about something, tell me any time.\I will do my best to consult you.\Okay.\You should also be interested in real women.\- Thank you for having us. - So long. response:	(An obscene magazine)
context: I won't.\Then, let's go, Yabuki.\If you are worried about something, tell me any time.\I will do my best to consult you.\Okay.\You should also be interested in real women.\- Thank you for having us. - So long.\(An obscene magazine) response:	Oh.
context: Then, let's go, Yabuki.\If you are worried about something, tell me any time.\I will do my best to consult you.\Okay.\You should also be interested in real women.\- Thank you for having us. - So long.\(An obscene magazine)\Oh. response:	Sorry for doing this without asking you.
context: If you are worried about something, tell me any time.\I will do my best to consult you.\Okay.\You should also be interested in real women.\- Thank you for having us. - So long.\(An obscene magazine)\Oh.\Sorry for doing this without asking you. response:	I was looking for information on how to bring down fever.
context: I will do my best to consult you.\Okay.\You should also be interested in real women.\- Thank you for having us. - So long.\(An obscene magazine)\Oh.\Sorry for doing this without asking you.\I was looking for information on how to bring down fever. response:	I learned that it is good to cool the carotid artery and the armpits.
context: Okay.\You should also be interested in real women.\- Thank you for having us. - So long.\(An obscene magazine)\Oh.\Sorry for doing this without asking you.\I was looking for information on how to bring down fever.\I learned that it is good to cool the carotid artery and the armpits. response:	I know.
context: You should also be interested in real women.\- Thank you for having us. - So long.\(An obscene magazine)\Oh.\Sorry for doing this without asking you.\I was looking for information on how to bring down fever.\I learned that it is good to cool the carotid artery and the armpits.\I know. response:	Oh, you knew.
context: - Thank you for having us. - So long.\(An obscene magazine)\Oh.\Sorry for doing this without asking you.\I was looking for information on how to bring down fever.\I learned that it is good to cool the carotid artery and the armpits.\I know.\Oh, you knew. response:	My mom is a nurse.
context: (An obscene magazine)\Oh.\Sorry for doing this without asking you.\I was looking for information on how to bring down fever.\I learned that it is good to cool the carotid artery and the armpits.\I know.\Oh, you knew.\My mom is a nurse. response:	I see.
context: Oh.\Sorry for doing this without asking you.\I was looking for information on how to bring down fever.\I learned that it is good to cool the carotid artery and the armpits.\I know.\Oh, you knew.\My mom is a nurse.\I see. response:	That makes sense.
context: Sorry for doing this without asking you.\I was looking for information on how to bring down fever.\I learned that it is good to cool the carotid artery and the armpits.\I know.\Oh, you knew.\My mom is a nurse.\I see.\That makes sense. response:	Thank you.
context: I was looking for information on how to bring down fever.\I learned that it is good to cool the carotid artery and the armpits.\I know.\Oh, you knew.\My mom is a nurse.\I see.\That makes sense.\Thank you. response:	Sorry.
context: I learned that it is good to cool the carotid artery and the armpits.\I know.\Oh, you knew.\My mom is a nurse.\I see.\That makes sense.\Thank you.\Sorry. response:	Umm... I am really sorry.
context: I know.\Oh, you knew.\My mom is a nurse.\I see.\That makes sense.\Thank you.\Sorry.\Umm... I am really sorry. response:	I caused you even to have fever.
context: Oh, you knew.\My mom is a nurse.\I see.\That makes sense.\Thank you.\Sorry.\Umm... I am really sorry.\I caused you even to have fever. response:	Don't worry. I did it myself.
context: My mom is a nurse.\I see.\That makes sense.\Thank you.\Sorry.\Umm... I am really sorry.\I caused you even to have fever.\Don't worry. I did it myself. response:	They came again?
