context: This is a BETA version response:	Enjoy watching! I love you all!
context: Why?...Somehow...umm...\It's like wanting to try dating the type of guy whom I have never dated before...\Yes, that kind of feeling!\ARE YOU STUPID??!!\DATE A GUY WHOSE TYPE YOU HAVE DATED BEFORE!!\Schubert seems to be a difficult person,\even after I tried my best to talk to him, we can't be good friends yet\For my lunch today, I had crab omelette. response:	Nodame..
context: It's like wanting to try dating the type of guy whom I have never dated before...\Yes, that kind of feeling!\ARE YOU STUPID??!!\DATE A GUY WHOSE TYPE YOU HAVE DATED BEFORE!!\Schubert seems to be a difficult person,\even after I tried my best to talk to him, we can't be good friends yet\For my lunch today, I had crab omelette.\Nodame.. response:	So she has keitai? (=cellular phone)
context: Yes, that kind of feeling!\ARE YOU STUPID??!!\DATE A GUY WHOSE TYPE YOU HAVE DATED BEFORE!!\Schubert seems to be a difficult person,\even after I tried my best to talk to him, we can't be good friends yet\For my lunch today, I had crab omelette.\Nodame..\So she has keitai? (=cellular phone) response:	Is it from Megumi-chan?
context: ARE YOU STUPID??!!\DATE A GUY WHOSE TYPE YOU HAVE DATED BEFORE!!\Schubert seems to be a difficult person,\even after I tried my best to talk to him, we can't be good friends yet\For my lunch today, I had crab omelette.\Nodame..\So she has keitai? (=cellular phone)\Is it from Megumi-chan? response:	Huh?
context: DATE A GUY WHOSE TYPE YOU HAVE DATED BEFORE!!\Schubert seems to be a difficult person,\even after I tried my best to talk to him, we can't be good friends yet\For my lunch today, I had crab omelette.\Nodame..\So she has keitai? (=cellular phone)\Is it from Megumi-chan?\Huh? response:	No.
context: Schubert seems to be a difficult person,\even after I tried my best to talk to him, we can't be good friends yet\For my lunch today, I had crab omelette.\Nodame..\So she has keitai? (=cellular phone)\Is it from Megumi-chan?\Huh?\No. response:	It's okay.
context: even after I tried my best to talk to him, we can't be good friends yet\For my lunch today, I had crab omelette.\Nodame..\So she has keitai? (=cellular phone)\Is it from Megumi-chan?\Huh?\No.\It's okay. response:	Don't mind me.
context: For my lunch today, I had crab omelette.\Nodame..\So she has keitai? (=cellular phone)\Is it from Megumi-chan?\Huh?\No.\It's okay.\Don't mind me. response:	For a wonderful girl like her, it's impossible that she doesn't have a boyfriend yet.
context: Nodame..\So she has keitai? (=cellular phone)\Is it from Megumi-chan?\Huh?\No.\It's okay.\Don't mind me.\For a wonderful girl like her, it's impossible that she doesn't have a boyfriend yet. response:	Wonderful?
context: So she has keitai? (=cellular phone)\Is it from Megumi-chan?\Huh?\No.\It's okay.\Don't mind me.\For a wonderful girl like her, it's impossible that she doesn't have a boyfriend yet.\Wonderful? response:	Kuroki-kun, don't you think that you have misunderstood something?
context: Is it from Megumi-chan?\Huh?\No.\It's okay.\Don't mind me.\For a wonderful girl like her, it's impossible that she doesn't have a boyfriend yet.\Wonderful?\Kuroki-kun, don't you think that you have misunderstood something? response:	But you two are dating, aren't you?
context: Huh?\No.\It's okay.\Don't mind me.\For a wonderful girl like her, it's impossible that she doesn't have a boyfriend yet.\Wonderful?\Kuroki-kun, don't you think that you have misunderstood something?\But you two are dating, aren't you? response:	No..
context: No.\It's okay.\Don't mind me.\For a wonderful girl like her, it's impossible that she doesn't have a boyfriend yet.\Wonderful?\Kuroki-kun, don't you think that you have misunderstood something?\But you two are dating, aren't you?\No.. response:	Since some time ago, definitely there's a big misunderstanding here!
context: It's okay.\Don't mind me.\For a wonderful girl like her, it's impossible that she doesn't have a boyfriend yet.\Wonderful?\Kuroki-kun, don't you think that you have misunderstood something?\But you two are dating, aren't you?\No..\Since some time ago, definitely there's a big misunderstanding here! response:	You don't have to wor...
context: Don't mind me.\For a wonderful girl like her, it's impossible that she doesn't have a boyfriend yet.\Wonderful?\Kuroki-kun, don't you think that you have misunderstood something?\But you two are dating, aren't you?\No..\Since some time ago, definitely there's a big misunderstanding here!\You don't have to wor... response:	Chiaki-Sama!! Chiaki!!
context: For a wonderful girl like her, it's impossible that she doesn't have a boyfriend yet.\Wonderful?\Kuroki-kun, don't you think that you have misunderstood something?\But you two are dating, aren't you?\No..\Since some time ago, definitely there's a big misunderstanding here!\You don't have to wor...\Chiaki-Sama!! Chiaki!! response:	Chiaki!! Oh no, it has come to this!
context: Wonderful?\Kuroki-kun, don't you think that you have misunderstood something?\But you two are dating, aren't you?\No..\Since some time ago, definitely there's a big misunderstanding here!\You don't have to wor...\Chiaki-Sama!! Chiaki!!\Chiaki!! Oh no, it has come to this! response:	Ha?
context: Kuroki-kun, don't you think that you have misunderstood something?\But you two are dating, aren't you?\No..\Since some time ago, definitely there's a big misunderstanding here!\You don't have to wor...\Chiaki-Sama!! Chiaki!!\Chiaki!! Oh no, it has come to this!\Ha? response:	Please let us join this Oke!
context: But you two are dating, aren't you?\No..\Since some time ago, definitely there's a big misunderstanding here!\You don't have to wor...\Chiaki-Sama!! Chiaki!!\Chiaki!! Oh no, it has come to this!\Ha?\Please let us join this Oke! response:	Huh??
context: No..\Since some time ago, definitely there's a big misunderstanding here!\You don't have to wor...\Chiaki-Sama!! Chiaki!!\Chiaki!! Oh no, it has come to this!\Ha?\Please let us join this Oke!\Huh?? response:	We saw your performance, and were very impressed.
context: Since some time ago, definitely there's a big misunderstanding here!\You don't have to wor...\Chiaki-Sama!! Chiaki!!\Chiaki!! Oh no, it has come to this!\Ha?\Please let us join this Oke!\Huh??\We saw your performance, and were very impressed. response:	I graduated from Morimitsu Music Academy, and for the time being I play...(trombone??)
context: You don't have to wor...\Chiaki-Sama!! Chiaki!!\Chiaki!! Oh no, it has come to this!\Ha?\Please let us join this Oke!\Huh??\We saw your performance, and were very impressed.\I graduated from Morimitsu Music Academy, and for the time being I play...(trombone??) response:	Wait a minute..
context: Chiaki-Sama!! Chiaki!!\Chiaki!! Oh no, it has come to this!\Ha?\Please let us join this Oke!\Huh??\We saw your performance, and were very impressed.\I graduated from Morimitsu Music Academy, and for the time being I play...(trombone??)\Wait a minute.. response:	Why are you two there?
context: Chiaki!! Oh no, it has come to this!\Ha?\Please let us join this Oke!\Huh??\We saw your performance, and were very impressed.\I graduated from Morimitsu Music Academy, and for the time being I play...(trombone??)\Wait a minute..\Why are you two there? response:	Ah, excuse me!
context: Ha?\Please let us join this Oke!\Huh??\We saw your performance, and were very impressed.\I graduated from Morimitsu Music Academy, and for the time being I play...(trombone??)\Wait a minute..\Why are you two there?\Ah, excuse me! response:	I'm a fourth-year student at Momogaoka Music Academy: Clarinet player Tamaki!
context: Please let us join this Oke!\Huh??\We saw your performance, and were very impressed.\I graduated from Morimitsu Music Academy, and for the time being I play...(trombone??)\Wait a minute..\Why are you two there?\Ah, excuse me!\I'm a fourth-year student at Momogaoka Music Academy: Clarinet player Tamaki! response:	I'm Oboe player Hashimoto!
context: Huh??\We saw your performance, and were very impressed.\I graduated from Morimitsu Music Academy, and for the time being I play...(trombone??)\Wait a minute..\Why are you two there?\Ah, excuse me!\I'm a fourth-year student at Momogaoka Music Academy: Clarinet player Tamaki!\I'm Oboe player Hashimoto! response:	I'm number 2 in this Academy...
context: We saw your performance, and were very impressed.\I graduated from Morimitsu Music Academy, and for the time being I play...(trombone??)\Wait a minute..\Why are you two there?\Ah, excuse me!\I'm a fourth-year student at Momogaoka Music Academy: Clarinet player Tamaki!\I'm Oboe player Hashimoto!\I'm number 2 in this Academy... response:	Is it true that your jobs are already decided?
context: I graduated from Morimitsu Music Academy, and for the time being I play...(trombone??)\Wait a minute..\Why are you two there?\Ah, excuse me!\I'm a fourth-year student at Momogaoka Music Academy: Clarinet player Tamaki!\I'm Oboe player Hashimoto!\I'm number 2 in this Academy...\Is it true that your jobs are already decided? response:	We will certainly come to practice!
context: Wait a minute..\Why are you two there?\Ah, excuse me!\I'm a fourth-year student at Momogaoka Music Academy: Clarinet player Tamaki!\I'm Oboe player Hashimoto!\I'm number 2 in this Academy...\Is it true that your jobs are already decided?\We will certainly come to practice! response:	Please, Chiaki!!
context: Why are you two there?\Ah, excuse me!\I'm a fourth-year student at Momogaoka Music Academy: Clarinet player Tamaki!\I'm Oboe player Hashimoto!\I'm number 2 in this Academy...\Is it true that your jobs are already decided?\We will certainly come to practice!\Please, Chiaki!! response:	Please!!
context: Ah, excuse me!\I'm a fourth-year student at Momogaoka Music Academy: Clarinet player Tamaki!\I'm Oboe player Hashimoto!\I'm number 2 in this Academy...\Is it true that your jobs are already decided?\We will certainly come to practice!\Please, Chiaki!!\Please!! response:	I'm like an indispensable thing so I don't have to worry!
context: I'm a fourth-year student at Momogaoka Music Academy: Clarinet player Tamaki!\I'm Oboe player Hashimoto!\I'm number 2 in this Academy...\Is it true that your jobs are already decided?\We will certainly come to practice!\Please, Chiaki!!\Please!!\I'm like an indispensable thing so I don't have to worry! response:	What are you saying!
context: I'm Oboe player Hashimoto!\I'm number 2 in this Academy...\Is it true that your jobs are already decided?\We will certainly come to practice!\Please, Chiaki!!\Please!!\I'm like an indispensable thing so I don't have to worry!\What are you saying! response:	It's impossible that there'll be a vacant position for Conductor!
context: I'm number 2 in this Academy...\Is it true that your jobs are already decided?\We will certainly come to practice!\Please, Chiaki!!\Please!!\I'm like an indispensable thing so I don't have to worry!\What are you saying!\It's impossible that there'll be a vacant position for Conductor! response:	This Rising Star orchestra
context: Is it true that your jobs are already decided?\We will certainly come to practice!\Please, Chiaki!!\Please!!\I'm like an indispensable thing so I don't have to worry!\What are you saying!\It's impossible that there'll be a vacant position for Conductor!\This Rising Star orchestra response:	will be eternal in the future, because there is Chiaki-Sama as the Conductor!
context: We will certainly come to practice!\Please, Chiaki!!\Please!!\I'm like an indispensable thing so I don't have to worry!\What are you saying!\It's impossible that there'll be a vacant position for Conductor!\This Rising Star orchestra\will be eternal in the future, because there is Chiaki-Sama as the Conductor! response:	Right?
context: Please, Chiaki!!\Please!!\I'm like an indispensable thing so I don't have to worry!\What are you saying!\It's impossible that there'll be a vacant position for Conductor!\This Rising Star orchestra\will be eternal in the future, because there is Chiaki-Sama as the Conductor!\Right? response:	Alright! Then let's have an audition for everybody! Okay?
context: Please!!\I'm like an indispensable thing so I don't have to worry!\What are you saying!\It's impossible that there'll be a vacant position for Conductor!\This Rising Star orchestra\will be eternal in the future, because there is Chiaki-Sama as the Conductor!\Right?\Alright! Then let's have an audition for everybody! Okay? response:	Yes! Hai!!
context: I'm like an indispensable thing so I don't have to worry!\What are you saying!\It's impossible that there'll be a vacant position for Conductor!\This Rising Star orchestra\will be eternal in the future, because there is Chiaki-Sama as the Conductor!\Right?\Alright! Then let's have an audition for everybody! Okay?\Yes! Hai!! response:	No, I have not said anything about agreeing to have a repeat-performance...
context: What are you saying!\It's impossible that there'll be a vacant position for Conductor!\This Rising Star orchestra\will be eternal in the future, because there is Chiaki-Sama as the Conductor!\Right?\Alright! Then let's have an audition for everybody! Okay?\Yes! Hai!!\No, I have not said anything about agreeing to have a repeat-performance... response:	By now you can't say that anymore!
context: It's impossible that there'll be a vacant position for Conductor!\This Rising Star orchestra\will be eternal in the future, because there is Chiaki-Sama as the Conductor!\Right?\Alright! Then let's have an audition for everybody! Okay?\Yes! Hai!!\No, I have not said anything about agreeing to have a repeat-performance...\By now you can't say that anymore! response:	Huh??
context: This Rising Star orchestra\will be eternal in the future, because there is Chiaki-Sama as the Conductor!\Right?\Alright! Then let's have an audition for everybody! Okay?\Yes! Hai!!\No, I have not said anything about agreeing to have a repeat-performance...\By now you can't say that anymore!\Huh?? response:	It's decided that on December 25th,
context: will be eternal in the future, because there is Chiaki-Sama as the Conductor!\Right?\Alright! Then let's have an audition for everybody! Okay?\Yes! Hai!!\No, I have not said anything about agreeing to have a repeat-performance...\By now you can't say that anymore!\Huh??\It's decided that on December 25th, response:	at Suntory Hall, our Rising Star Orchestra
context: Right?\Alright! Then let's have an audition for everybody! Okay?\Yes! Hai!!\No, I have not said anything about agreeing to have a repeat-performance...\By now you can't say that anymore!\Huh??\It's decided that on December 25th,\at Suntory Hall, our Rising Star Orchestra response:	will perform Christmas Performance!!
context: Alright! Then let's have an audition for everybody! Okay?\Yes! Hai!!\No, I have not said anything about agreeing to have a repeat-performance...\By now you can't say that anymore!\Huh??\It's decided that on December 25th,\at Suntory Hall, our Rising Star Orchestra\will perform Christmas Performance!! response:	Suntory Hall?? (=famous Hall in Tokyo)
context: Yes! Hai!!\No, I have not said anything about agreeing to have a repeat-performance...\By now you can't say that anymore!\Huh??\It's decided that on December 25th,\at Suntory Hall, our Rising Star Orchestra\will perform Christmas Performance!!\Suntory Hall?? (=famous Hall in Tokyo) response:	Well, we match, you know! *smooch*
context: No, I have not said anything about agreeing to have a repeat-performance...\By now you can't say that anymore!\Huh??\It's decided that on December 25th,\at Suntory Hall, our Rising Star Orchestra\will perform Christmas Performance!!\Suntory Hall?? (=famous Hall in Tokyo)\Well, we match, you know! *smooch* response:	It's not for you to say that.
context: By now you can't say that anymore!\Huh??\It's decided that on December 25th,\at Suntory Hall, our Rising Star Orchestra\will perform Christmas Performance!!\Suntory Hall?? (=famous Hall in Tokyo)\Well, we match, you know! *smooch*\It's not for you to say that. response:	It's Kawano-san who arranged it for us
context: Huh??\It's decided that on December 25th,\at Suntory Hall, our Rising Star Orchestra\will perform Christmas Performance!!\Suntory Hall?? (=famous Hall in Tokyo)\Well, we match, you know! *smooch*\It's not for you to say that.\It's Kawano-san who arranged it for us response:	It seems that Classic Life doesn't mind to become our sponsor.
context: It's decided that on December 25th,\at Suntory Hall, our Rising Star Orchestra\will perform Christmas Performance!!\Suntory Hall?? (=famous Hall in Tokyo)\Well, we match, you know! *smooch*\It's not for you to say that.\It's Kawano-san who arranged it for us\It seems that Classic Life doesn't mind to become our sponsor. response:	Even so, that is a great Hall in Japan!!
context: at Suntory Hall, our Rising Star Orchestra\will perform Christmas Performance!!\Suntory Hall?? (=famous Hall in Tokyo)\Well, we match, you know! *smooch*\It's not for you to say that.\It's Kawano-san who arranged it for us\It seems that Classic Life doesn't mind to become our sponsor.\Even so, that is a great Hall in Japan!! response:	It accomodates 2000 people, I think
context: will perform Christmas Performance!!\Suntory Hall?? (=famous Hall in Tokyo)\Well, we match, you know! *smooch*\It's not for you to say that.\It's Kawano-san who arranged it for us\It seems that Classic Life doesn't mind to become our sponsor.\Even so, that is a great Hall in Japan!!\It accomodates 2000 people, I think response:	Impressive, isn't it? We're aspiring to be the number one in Japan
context: Suntory Hall?? (=famous Hall in Tokyo)\Well, we match, you know! *smooch*\It's not for you to say that.\It's Kawano-san who arranged it for us\It seems that Classic Life doesn't mind to become our sponsor.\Even so, that is a great Hall in Japan!!\It accomodates 2000 people, I think\Impressive, isn't it? We're aspiring to be the number one in Japan response:	no, the number one in the world, aren't we?
context: Well, we match, you know! *smooch*\It's not for you to say that.\It's Kawano-san who arranged it for us\It seems that Classic Life doesn't mind to become our sponsor.\Even so, that is a great Hall in Japan!!\It accomodates 2000 people, I think\Impressive, isn't it? We're aspiring to be the number one in Japan\no, the number one in the world, aren't we? response:	I ask you, Official Conductor!
context: It's not for you to say that.\It's Kawano-san who arranged it for us\It seems that Classic Life doesn't mind to become our sponsor.\Even so, that is a great Hall in Japan!!\It accomodates 2000 people, I think\Impressive, isn't it? We're aspiring to be the number one in Japan\no, the number one in the world, aren't we?\I ask you, Official Conductor! response:	Yes, because Chiaki-kun is the most important in Rising Star
context: It's Kawano-san who arranged it for us\It seems that Classic Life doesn't mind to become our sponsor.\Even so, that is a great Hall in Japan!!\It accomodates 2000 people, I think\Impressive, isn't it? We're aspiring to be the number one in Japan\no, the number one in the world, aren't we?\I ask you, Official Conductor!\Yes, because Chiaki-kun is the most important in Rising Star response:	Hello?
context: It seems that Classic Life doesn't mind to become our sponsor.\Even so, that is a great Hall in Japan!!\It accomodates 2000 people, I think\Impressive, isn't it? We're aspiring to be the number one in Japan\no, the number one in the world, aren't we?\I ask you, Official Conductor!\Yes, because Chiaki-kun is the most important in Rising Star\Hello? response:	Hello, Chiaki-kun? Big news!
context: Even so, that is a great Hall in Japan!!\It accomodates 2000 people, I think\Impressive, isn't it? We're aspiring to be the number one in Japan\no, the number one in the world, aren't we?\I ask you, Official Conductor!\Yes, because Chiaki-kun is the most important in Rising Star\Hello?\Hello, Chiaki-kun? Big news! response:	It seems that stresemann is in Japan now!
context: It accomodates 2000 people, I think\Impressive, isn't it? We're aspiring to be the number one in Japan\no, the number one in the world, aren't we?\I ask you, Official Conductor!\Yes, because Chiaki-kun is the most important in Rising Star\Hello?\Hello, Chiaki-kun? Big news!\It seems that stresemann is in Japan now! response:	Ha?
context: Impressive, isn't it? We're aspiring to be the number one in Japan\no, the number one in the world, aren't we?\I ask you, Official Conductor!\Yes, because Chiaki-kun is the most important in Rising Star\Hello?\Hello, Chiaki-kun? Big news!\It seems that stresemann is in Japan now!\Ha? response:	It seems that he dropped by Japan while doing his world concert tour,
context: no, the number one in the world, aren't we?\I ask you, Official Conductor!\Yes, because Chiaki-kun is the most important in Rising Star\Hello?\Hello, Chiaki-kun? Big news!\It seems that stresemann is in Japan now!\Ha?\It seems that he dropped by Japan while doing his world concert tour, response:	and they said he was missing again from his hotel
context: I ask you, Official Conductor!\Yes, because Chiaki-kun is the most important in Rising Star\Hello?\Hello, Chiaki-kun? Big news!\It seems that stresemann is in Japan now!\Ha?\It seems that he dropped by Japan while doing his world concert tour,\and they said he was missing again from his hotel response:	so I thought that perhaps he might be going out to see you, Chiaki-kun
context: Yes, because Chiaki-kun is the most important in Rising Star\Hello?\Hello, Chiaki-kun? Big news!\It seems that stresemann is in Japan now!\Ha?\It seems that he dropped by Japan while doing his world concert tour,\and they said he was missing again from his hotel\so I thought that perhaps he might be going out to see you, Chiaki-kun response:	Hello?? Chiaki-kun?
context: Hello?\Hello, Chiaki-kun? Big news!\It seems that stresemann is in Japan now!\Ha?\It seems that he dropped by Japan while doing his world concert tour,\and they said he was missing again from his hotel\so I thought that perhaps he might be going out to see you, Chiaki-kun\Hello?? Chiaki-kun? response:	Maestro!
context: Hello, Chiaki-kun? Big news!\It seems that stresemann is in Japan now!\Ha?\It seems that he dropped by Japan while doing his world concert tour,\and they said he was missing again from his hotel\so I thought that perhaps he might be going out to see you, Chiaki-kun\Hello?? Chiaki-kun?\Maestro! response:	That's Stresemann???
context: It seems that stresemann is in Japan now!\Ha?\It seems that he dropped by Japan while doing his world concert tour,\and they said he was missing again from his hotel\so I thought that perhaps he might be going out to see you, Chiaki-kun\Hello?? Chiaki-kun?\Maestro!\That's Stresemann??? response:	The real thing??
context: Ha?\It seems that he dropped by Japan while doing his world concert tour,\and they said he was missing again from his hotel\so I thought that perhaps he might be going out to see you, Chiaki-kun\Hello?? Chiaki-kun?\Maestro!\That's Stresemann???\The real thing?? response:	WOW! Stresemann???
context: It seems that he dropped by Japan while doing his world concert tour,\and they said he was missing again from his hotel\so I thought that perhaps he might be going out to see you, Chiaki-kun\Hello?? Chiaki-kun?\Maestro!\That's Stresemann???\The real thing??\WOW! Stresemann??? response:	Master and pupil! A touching reunion?
context: and they said he was missing again from his hotel\so I thought that perhaps he might be going out to see you, Chiaki-kun\Hello?? Chiaki-kun?\Maestro!\That's Stresemann???\The real thing??\WOW! Stresemann???\Master and pupil! A touching reunion? response:	Chiaki
context: so I thought that perhaps he might be going out to see you, Chiaki-kun\Hello?? Chiaki-kun?\Maestro!\That's Stresemann???\The real thing??\WOW! Stresemann???\Master and pupil! A touching reunion?\Chiaki response:	Maestro...
context: Hello?? Chiaki-kun?\Maestro!\That's Stresemann???\The real thing??\WOW! Stresemann???\Master and pupil! A touching reunion?\Chiaki\Maestro... response:	Chiaki!
context: Maestro!\That's Stresemann???\The real thing??\WOW! Stresemann???\Master and pupil! A touching reunion?\Chiaki\Maestro...\Chiaki! response:	Come!
context: That's Stresemann???\The real thing??\WOW! Stresemann???\Master and pupil! A touching reunion?\Chiaki\Maestro...\Chiaki!\Come! response:	Chiaki,
context: The real thing??\WOW! Stresemann???\Master and pupil! A touching reunion?\Chiaki\Maestro...\Chiaki!\Come!\Chiaki, response:	why didn't you send me Nagaoka Mami's Photo Book?
context: WOW! Stresemann???\Master and pupil! A touching reunion?\Chiaki\Maestro...\Chiaki!\Come!\Chiaki,\why didn't you send me Nagaoka Mami's Photo Book? response:	Ha?
context: Master and pupil! A touching reunion?\Chiaki\Maestro...\Chiaki!\Come!\Chiaki,\why didn't you send me Nagaoka Mami's Photo Book?\Ha? response:	eventhough I have reminded you by letter so many many times!
context: Chiaki\Maestro...\Chiaki!\Come!\Chiaki,\why didn't you send me Nagaoka Mami's Photo Book?\Ha?\eventhough I have reminded you by letter so many many times! response:	Could it be that you came here now just in order to say this?
context: Maestro...\Chiaki!\Come!\Chiaki,\why didn't you send me Nagaoka Mami's Photo Book?\Ha?\eventhough I have reminded you by letter so many many times!\Could it be that you came here now just in order to say this? response:	TO IU WAKE DE!! (=because of that, therefore, etc)
context: Chiaki!\Come!\Chiaki,\why didn't you send me Nagaoka Mami's Photo Book?\Ha?\eventhough I have reminded you by letter so many many times!\Could it be that you came here now just in order to say this?\TO IU WAKE DE!! (=because of that, therefore, etc) response:	all of you,
context: Come!\Chiaki,\why didn't you send me Nagaoka Mami's Photo Book?\Ha?\eventhough I have reminded you by letter so many many times!\Could it be that you came here now just in order to say this?\TO IU WAKE DE!! (=because of that, therefore, etc)\all of you, response:	today, after a long while,
context: Chiaki,\why didn't you send me Nagaoka Mami's Photo Book?\Ha?\eventhough I have reminded you by letter so many many times!\Could it be that you came here now just in order to say this?\TO IU WAKE DE!! (=because of that, therefore, etc)\all of you,\today, after a long while, response:	Lai, lai lai lai lai, lai lai lai lai, Rising Star!
context: why didn't you send me Nagaoka Mami's Photo Book?\Ha?\eventhough I have reminded you by letter so many many times!\Could it be that you came here now just in order to say this?\TO IU WAKE DE!! (=because of that, therefore, etc)\all of you,\today, after a long while,\Lai, lai lai lai lai, lai lai lai lai, Rising Star! response:	You, what did you come here for, actually?
context: Ha?\eventhough I have reminded you by letter so many many times!\Could it be that you came here now just in order to say this?\TO IU WAKE DE!! (=because of that, therefore, etc)\all of you,\today, after a long while,\Lai, lai lai lai lai, lai lai lai lai, Rising Star!\You, what did you come here for, actually? response:	Chiaki
context: eventhough I have reminded you by letter so many many times!\Could it be that you came here now just in order to say this?\TO IU WAKE DE!! (=because of that, therefore, etc)\all of you,\today, after a long while,\Lai, lai lai lai lai, lai lai lai lai, Rising Star!\You, what did you come here for, actually?\Chiaki response:	How's Nodame-chan doing?
context: Could it be that you came here now just in order to say this?\TO IU WAKE DE!! (=because of that, therefore, etc)\all of you,\today, after a long while,\Lai, lai lai lai lai, lai lai lai lai, Rising Star!\You, what did you come here for, actually?\Chiaki\How's Nodame-chan doing? response:	Nodame is now undergoing intensive training for competition
context: TO IU WAKE DE!! (=because of that, therefore, etc)\all of you,\today, after a long while,\Lai, lai lai lai lai, lai lai lai lai, Rising Star!\You, what did you come here for, actually?\Chiaki\How's Nodame-chan doing?\Nodame is now undergoing intensive training for competition response:	Oh, Nodame-chan in competition?
context: all of you,\today, after a long while,\Lai, lai lai lai lai, lai lai lai lai, Rising Star!\You, what did you come here for, actually?\Chiaki\How's Nodame-chan doing?\Nodame is now undergoing intensive training for competition\Oh, Nodame-chan in competition? response:	I have no idea what has caused her to have a change of nerves.
context: today, after a long while,\Lai, lai lai lai lai, lai lai lai lai, Rising Star!\You, what did you come here for, actually?\Chiaki\How's Nodame-chan doing?\Nodame is now undergoing intensive training for competition\Oh, Nodame-chan in competition?\I have no idea what has caused her to have a change of nerves. response:	Chiaki...could it be...
context: Lai, lai lai lai lai, lai lai lai lai, Rising Star!\You, what did you come here for, actually?\Chiaki\How's Nodame-chan doing?\Nodame is now undergoing intensive training for competition\Oh, Nodame-chan in competition?\I have no idea what has caused her to have a change of nerves.\Chiaki...could it be... response:	that you're able to go out of Japan now?
context: You, what did you come here for, actually?\Chiaki\How's Nodame-chan doing?\Nodame is now undergoing intensive training for competition\Oh, Nodame-chan in competition?\I have no idea what has caused her to have a change of nerves.\Chiaki...could it be...\that you're able to go out of Japan now? response:	Why is that...
context: Chiaki\How's Nodame-chan doing?\Nodame is now undergoing intensive training for competition\Oh, Nodame-chan in competition?\I have no idea what has caused her to have a change of nerves.\Chiaki...could it be...\that you're able to go out of Japan now?\Why is that... response:	If that's so,
context: How's Nodame-chan doing?\Nodame is now undergoing intensive training for competition\Oh, Nodame-chan in competition?\I have no idea what has caused her to have a change of nerves.\Chiaki...could it be...\that you're able to go out of Japan now?\Why is that...\If that's so, response:	then come to Europe right now. (he should say go)
context: Nodame is now undergoing intensive training for competition\Oh, Nodame-chan in competition?\I have no idea what has caused her to have a change of nerves.\Chiaki...could it be...\that you're able to go out of Japan now?\Why is that...\If that's so,\then come to Europe right now. (he should say go) response:	I will return to Europe next week
context: Oh, Nodame-chan in competition?\I have no idea what has caused her to have a change of nerves.\Chiaki...could it be...\that you're able to go out of Japan now?\Why is that...\If that's so,\then come to Europe right now. (he should say go)\I will return to Europe next week response:	Chiaki too, please come together with me!
context: I have no idea what has caused her to have a change of nerves.\Chiaki...could it be...\that you're able to go out of Japan now?\Why is that...\If that's so,\then come to Europe right now. (he should say go)\I will return to Europe next week\Chiaki too, please come together with me! response:	Next week?...So sudden..
context: Chiaki...could it be...\that you're able to go out of Japan now?\Why is that...\If that's so,\then come to Europe right now. (he should say go)\I will return to Europe next week\Chiaki too, please come together with me!\Next week?...So sudden.. response:	It's not sudden.
context: that you're able to go out of Japan now?\Why is that...\If that's so,\then come to Europe right now. (he should say go)\I will return to Europe next week\Chiaki too, please come together with me!\Next week?...So sudden..\It's not sudden. response:	There will be a Conducting Competition in Vienna next year
context: Why is that...\If that's so,\then come to Europe right now. (he should say go)\I will return to Europe next week\Chiaki too, please come together with me!\Next week?...So sudden..\It's not sudden.\There will be a Conducting Competition in Vienna next year response:	Chiaki must prepare for it!
context: If that's so,\then come to Europe right now. (he should say go)\I will return to Europe next week\Chiaki too, please come together with me!\Next week?...So sudden..\It's not sudden.\There will be a Conducting Competition in Vienna next year\Chiaki must prepare for it! response:	There's no time left
context: then come to Europe right now. (he should say go)\I will return to Europe next week\Chiaki too, please come together with me!\Next week?...So sudden..\It's not sudden.\There will be a Conducting Competition in Vienna next year\Chiaki must prepare for it!\There's no time left response:	Chiaki should quickly, even if just a minute,
context: I will return to Europe next week\Chiaki too, please come together with me!\Next week?...So sudden..\It's not sudden.\There will be a Conducting Competition in Vienna next year\Chiaki must prepare for it!\There's no time left\Chiaki should quickly, even if just a minute, response:	experience the music of the world.
context: Chiaki too, please come together with me!\Next week?...So sudden..\It's not sudden.\There will be a Conducting Competition in Vienna next year\Chiaki must prepare for it!\There's no time left\Chiaki should quickly, even if just a minute,\experience the music of the world. response:	You should feel the music of the world!
context: Next week?...So sudden..\It's not sudden.\There will be a Conducting Competition in Vienna next year\Chiaki must prepare for it!\There's no time left\Chiaki should quickly, even if just a minute,\experience the music of the world.\You should feel the music of the world! response:	But, I still have the Oke's repeat-performance to do...
context: It's not sudden.\There will be a Conducting Competition in Vienna next year\Chiaki must prepare for it!\There's no time left\Chiaki should quickly, even if just a minute,\experience the music of the world.\You should feel the music of the world!\But, I still have the Oke's repeat-performance to do... response:	Don't always oppose
context: There will be a Conducting Competition in Vienna next year\Chiaki must prepare for it!\There's no time left\Chiaki should quickly, even if just a minute,\experience the music of the world.\You should feel the music of the world!\But, I still have the Oke's repeat-performance to do...\Don't always oppose response:	whatever your Master tells you!
context: Chiaki must prepare for it!\There's no time left\Chiaki should quickly, even if just a minute,\experience the music of the world.\You should feel the music of the world!\But, I still have the Oke's repeat-performance to do...\Don't always oppose\whatever your Master tells you! response:	Whatever your Master says... is absolute!
