context: Antarctica, huh? response:	Antarctica, yeah...
context: You can't know, can you?\Don't leave a scrap behind!\If you don't clean your plate, you'll be denied bathroom privileges!\Let's dig in!\Cheers!\Still partially frozen.\Yeah, partially frozen.\It says partially frozen rice bowl on the menu! response:	That's one way to put it.
context: Don't leave a scrap behind!\If you don't clean your plate, you'll be denied bathroom privileges!\Let's dig in!\Cheers!\Still partially frozen.\Yeah, partially frozen.\It says partially frozen rice bowl on the menu!\That's one way to put it. response:	Yuzuki-chan, want seconds?
context: If you don't clean your plate, you'll be denied bathroom privileges!\Let's dig in!\Cheers!\Still partially frozen.\Yeah, partially frozen.\It says partially frozen rice bowl on the menu!\That's one way to put it.\Yuzuki-chan, want seconds? response:	No...
context: Let's dig in!\Cheers!\Still partially frozen.\Yeah, partially frozen.\It says partially frozen rice bowl on the menu!\That's one way to put it.\Yuzuki-chan, want seconds?\No... response:	Kimari-san!
context: Cheers!\Still partially frozen.\Yeah, partially frozen.\It says partially frozen rice bowl on the menu!\That's one way to put it.\Yuzuki-chan, want seconds?\No...\Kimari-san! response:	Um... after dinner, I was hoping to talk to you.
context: Still partially frozen.\Yeah, partially frozen.\It says partially frozen rice bowl on the menu!\That's one way to put it.\Yuzuki-chan, want seconds?\No...\Kimari-san!\Um... after dinner, I was hoping to talk to you. response:	Sorry, I have something I have to take care of.
context: Yeah, partially frozen.\It says partially frozen rice bowl on the menu!\That's one way to put it.\Yuzuki-chan, want seconds?\No...\Kimari-san!\Um... after dinner, I was hoping to talk to you.\Sorry, I have something I have to take care of. response:	I see...
context: It says partially frozen rice bowl on the menu!\That's one way to put it.\Yuzuki-chan, want seconds?\No...\Kimari-san!\Um... after dinner, I was hoping to talk to you.\Sorry, I have something I have to take care of.\I see... response:	What should we do?
context: That's one way to put it.\Yuzuki-chan, want seconds?\No...\Kimari-san!\Um... after dinner, I was hoping to talk to you.\Sorry, I have something I have to take care of.\I see...\What should we do? response:	I don't know if I know what to say to her.
context: Yuzuki-chan, want seconds?\No...\Kimari-san!\Um... after dinner, I was hoping to talk to you.\Sorry, I have something I have to take care of.\I see...\What should we do?\I don't know if I know what to say to her. response:	Then, should we lay off?
context: No...\Kimari-san!\Um... after dinner, I was hoping to talk to you.\Sorry, I have something I have to take care of.\I see...\What should we do?\I don't know if I know what to say to her.\Then, should we lay off? response:	I didn't say that...
context: Kimari-san!\Um... after dinner, I was hoping to talk to you.\Sorry, I have something I have to take care of.\I see...\What should we do?\I don't know if I know what to say to her.\Then, should we lay off?\I didn't say that... response:	Yuzu.
context: Um... after dinner, I was hoping to talk to you.\Sorry, I have something I have to take care of.\I see...\What should we do?\I don't know if I know what to say to her.\Then, should we lay off?\I didn't say that...\Yuzu. response:	Don't worry. She's not mad, or anything.
context: Sorry, I have something I have to take care of.\I see...\What should we do?\I don't know if I know what to say to her.\Then, should we lay off?\I didn't say that...\Yuzu.\Don't worry. She's not mad, or anything. response:	But Kimari-san cried.
context: I see...\What should we do?\I don't know if I know what to say to her.\Then, should we lay off?\I didn't say that...\Yuzu.\Don't worry. She's not mad, or anything.\But Kimari-san cried. response:	I think she felt hurt.
context: What should we do?\I don't know if I know what to say to her.\Then, should we lay off?\I didn't say that...\Yuzu.\Don't worry. She's not mad, or anything.\But Kimari-san cried.\I think she felt hurt. response:	It's all on you.
context: I don't know if I know what to say to her.\Then, should we lay off?\I didn't say that...\Yuzu.\Don't worry. She's not mad, or anything.\But Kimari-san cried.\I think she felt hurt.\It's all on you. response:	Don't ditch me!
context: Then, should we lay off?\I didn't say that...\Yuzu.\Don't worry. She's not mad, or anything.\But Kimari-san cried.\I think she felt hurt.\It's all on you.\Don't ditch me! response:	Have I done something strange?
context: I didn't say that...\Yuzu.\Don't worry. She's not mad, or anything.\But Kimari-san cried.\I think she felt hurt.\It's all on you.\Don't ditch me!\Have I done something strange? response:	Well... I wouldn't say strange.
context: Yuzu.\Don't worry. She's not mad, or anything.\But Kimari-san cried.\I think she felt hurt.\It's all on you.\Don't ditch me!\Have I done something strange?\Well... I wouldn't say strange. response:	If I were in your position, I'd probably feel the same way.
context: Don't worry. She's not mad, or anything.\But Kimari-san cried.\I think she felt hurt.\It's all on you.\Don't ditch me!\Have I done something strange?\Well... I wouldn't say strange.\If I were in your position, I'd probably feel the same way. response:	It's just...
context: But Kimari-san cried.\I think she felt hurt.\It's all on you.\Don't ditch me!\Have I done something strange?\Well... I wouldn't say strange.\If I were in your position, I'd probably feel the same way.\It's just... response:	Merry Christmas!
context: I think she felt hurt.\It's all on you.\Don't ditch me!\Have I done something strange?\Well... I wouldn't say strange.\If I were in your position, I'd probably feel the same way.\It's just...\Merry Christmas! response:	Friendship isn't about lots of words.
context: It's all on you.\Don't ditch me!\Have I done something strange?\Well... I wouldn't say strange.\If I were in your position, I'd probably feel the same way.\It's just...\Merry Christmas!\Friendship isn't about lots of words. response:	I hear that a lot...
context: Don't ditch me!\Have I done something strange?\Well... I wouldn't say strange.\If I were in your position, I'd probably feel the same way.\It's just...\Merry Christmas!\Friendship isn't about lots of words.\I hear that a lot... response:	What is it about, then?
context: Have I done something strange?\Well... I wouldn't say strange.\If I were in your position, I'd probably feel the same way.\It's just...\Merry Christmas!\Friendship isn't about lots of words.\I hear that a lot...\What is it about, then? response:	Give me a break...
context: Well... I wouldn't say strange.\If I were in your position, I'd probably feel the same way.\It's just...\Merry Christmas!\Friendship isn't about lots of words.\I hear that a lot...\What is it about, then?\Give me a break... response:	It's about... feelings?
context: If I were in your position, I'd probably feel the same way.\It's just...\Merry Christmas!\Friendship isn't about lots of words.\I hear that a lot...\What is it about, then?\Give me a break...\It's about... feelings? response:	Feelings?
context: It's just...\Merry Christmas!\Friendship isn't about lots of words.\I hear that a lot...\What is it about, then?\Give me a break...\It's about... feelings?\Feelings? response:	For instance, let's say you tell Kimari you like her.
context: Merry Christmas!\Friendship isn't about lots of words.\I hear that a lot...\What is it about, then?\Give me a break...\It's about... feelings?\Feelings?\For instance, let's say you tell Kimari you like her. response:	Kimari doesn't believe you, so she wants you to write it down on a piece of paper.
context: Friendship isn't about lots of words.\I hear that a lot...\What is it about, then?\Give me a break...\It's about... feelings?\Feelings?\For instance, let's say you tell Kimari you like her.\Kimari doesn't believe you, so she wants you to write it down on a piece of paper. response:	You'd hate that, right? You'd feel like she didn't trust you.
context: I hear that a lot...\What is it about, then?\Give me a break...\It's about... feelings?\Feelings?\For instance, let's say you tell Kimari you like her.\Kimari doesn't believe you, so she wants you to write it down on a piece of paper.\You'd hate that, right? You'd feel like she didn't trust you. response:	Well...
context: What is it about, then?\Give me a break...\It's about... feelings?\Feelings?\For instance, let's say you tell Kimari you like her.\Kimari doesn't believe you, so she wants you to write it down on a piece of paper.\You'd hate that, right? You'd feel like she didn't trust you.\Well... response:	Seconds, please!
context: Give me a break...\It's about... feelings?\Feelings?\For instance, let's say you tell Kimari you like her.\Kimari doesn't believe you, so she wants you to write it down on a piece of paper.\You'd hate that, right? You'd feel like she didn't trust you.\Well...\Seconds, please! response:	That's probably why she was crying.
context: It's about... feelings?\Feelings?\For instance, let's say you tell Kimari you like her.\Kimari doesn't believe you, so she wants you to write it down on a piece of paper.\You'd hate that, right? You'd feel like she didn't trust you.\Well...\Seconds, please!\That's probably why she was crying. response:	Yuzu, Kimari already sees you as a friend.
context: Feelings?\For instance, let's say you tell Kimari you like her.\Kimari doesn't believe you, so she wants you to write it down on a piece of paper.\You'd hate that, right? You'd feel like she didn't trust you.\Well...\Seconds, please!\That's probably why she was crying.\Yuzu, Kimari already sees you as a friend. response:	But what makes us friends?
context: For instance, let's say you tell Kimari you like her.\Kimari doesn't believe you, so she wants you to write it down on a piece of paper.\You'd hate that, right? You'd feel like she didn't trust you.\Well...\Seconds, please!\That's probably why she was crying.\Yuzu, Kimari already sees you as a friend.\But what makes us friends? response:	How do you become friends?
context: Kimari doesn't believe you, so she wants you to write it down on a piece of paper.\You'd hate that, right? You'd feel like she didn't trust you.\Well...\Seconds, please!\That's probably why she was crying.\Yuzu, Kimari already sees you as a friend.\But what makes us friends?\How do you become friends? response:	Well...
context: You'd hate that, right? You'd feel like she didn't trust you.\Well...\Seconds, please!\That's probably why she was crying.\Yuzu, Kimari already sees you as a friend.\But what makes us friends?\How do you become friends?\Well... response:	There's probably no real way to define it.
context: Well...\Seconds, please!\That's probably why she was crying.\Yuzu, Kimari already sees you as a friend.\But what makes us friends?\How do you become friends?\Well...\There's probably no real way to define it. response:	It's not like a parental or spousal relationship.
context: Seconds, please!\That's probably why she was crying.\Yuzu, Kimari already sees you as a friend.\But what makes us friends?\How do you become friends?\Well...\There's probably no real way to define it.\It's not like a parental or spousal relationship. response:	It's more vague than that.
context: That's probably why she was crying.\Yuzu, Kimari already sees you as a friend.\But what makes us friends?\How do you become friends?\Well...\There's probably no real way to define it.\It's not like a parental or spousal relationship.\It's more vague than that. response:	No one's to blame if it fades.
context: Yuzu, Kimari already sees you as a friend.\But what makes us friends?\How do you become friends?\Well...\There's probably no real way to define it.\It's not like a parental or spousal relationship.\It's more vague than that.\No one's to blame if it fades. response:	Oh, no...
context: But what makes us friends?\How do you become friends?\Well...\There's probably no real way to define it.\It's not like a parental or spousal relationship.\It's more vague than that.\No one's to blame if it fades.\Oh, no... response:	That's the case for me, at least.
context: How do you become friends?\Well...\There's probably no real way to define it.\It's not like a parental or spousal relationship.\It's more vague than that.\No one's to blame if it fades.\Oh, no...\That's the case for me, at least. response:	But that's what lets it feel unrestrained.
context: Well...\There's probably no real way to define it.\It's not like a parental or spousal relationship.\It's more vague than that.\No one's to blame if it fades.\Oh, no...\That's the case for me, at least.\But that's what lets it feel unrestrained. response:	That's what lets us be together.
context: There's probably no real way to define it.\It's not like a parental or spousal relationship.\It's more vague than that.\No one's to blame if it fades.\Oh, no...\That's the case for me, at least.\But that's what lets it feel unrestrained.\That's what lets us be together. response:	Merry Christmas.
context: It's not like a parental or spousal relationship.\It's more vague than that.\No one's to blame if it fades.\Oh, no...\That's the case for me, at least.\But that's what lets it feel unrestrained.\That's what lets us be together.\Merry Christmas. response:	We're back.
context: It's more vague than that.\No one's to blame if it fades.\Oh, no...\That's the case for me, at least.\But that's what lets it feel unrestrained.\That's what lets us be together.\Merry Christmas.\We're back. response:	Are there good children here, too?
context: No one's to blame if it fades.\Oh, no...\That's the case for me, at least.\But that's what lets it feel unrestrained.\That's what lets us be together.\Merry Christmas.\We're back.\Are there good children here, too? response:	Are there good children here, too?
context: Oh, no...\That's the case for me, at least.\But that's what lets it feel unrestrained.\That's what lets us be together.\Merry Christmas.\We're back.\Are there good children here, too?\Are there good children here, too? response:	Why even bother with the performance?
context: That's the case for me, at least.\But that's what lets it feel unrestrained.\That's what lets us be together.\Merry Christmas.\We're back.\Are there good children here, too?\Are there good children here, too?\Why even bother with the performance? response:	That's why I didn't want to do this!
context: But that's what lets it feel unrestrained.\That's what lets us be together.\Merry Christmas.\We're back.\Are there good children here, too?\Are there good children here, too?\Why even bother with the performance?\That's why I didn't want to do this! response:	Why did you make us do it?
context: That's what lets us be together.\Merry Christmas.\We're back.\Are there good children here, too?\Are there good children here, too?\Why even bother with the performance?\That's why I didn't want to do this!\Why did you make us do it? response:	Forget it. Come on, let's go.
context: Merry Christmas.\We're back.\Are there good children here, too?\Are there good children here, too?\Why even bother with the performance?\That's why I didn't want to do this!\Why did you make us do it?\Forget it. Come on, let's go. response:	Kimari told us to, remember?
context: We're back.\Are there good children here, too?\Are there good children here, too?\Why even bother with the performance?\That's why I didn't want to do this!\Why did you make us do it?\Forget it. Come on, let's go.\Kimari told us to, remember? response:	What does it mean?
context: Are there good children here, too?\Are there good children here, too?\Why even bother with the performance?\That's why I didn't want to do this!\Why did you make us do it?\Forget it. Come on, let's go.\Kimari told us to, remember?\What does it mean? response:	I really don't think I understand...
context: Are there good children here, too?\Why even bother with the performance?\That's why I didn't want to do this!\Why did you make us do it?\Forget it. Come on, let's go.\Kimari told us to, remember?\What does it mean?\I really don't think I understand... response:	Got it! I'm on my way!
context: Why even bother with the performance?\That's why I didn't want to do this!\Why did you make us do it?\Forget it. Come on, let's go.\Kimari told us to, remember?\What does it mean?\I really don't think I understand...\Got it! I'm on my way! response:	I'm sorry
context: That's why I didn't want to do this!\Why did you make us do it?\Forget it. Come on, let's go.\Kimari told us to, remember?\What does it mean?\I really don't think I understand...\Got it! I'm on my way!\I'm sorry response:	Yes?
context: Why did you make us do it?\Forget it. Come on, let's go.\Kimari told us to, remember?\What does it mean?\I really don't think I understand...\Got it! I'm on my way!\I'm sorry\Yes? response:	M-Merry Christmas!
context: Forget it. Come on, let's go.\Kimari told us to, remember?\What does it mean?\I really don't think I understand...\Got it! I'm on my way!\I'm sorry\Yes?\M-Merry Christmas! response:	What are you doing?!
context: Kimari told us to, remember?\What does it mean?\I really don't think I understand...\Got it! I'm on my way!\I'm sorry\Yes?\M-Merry Christmas!\What are you doing?! response:	It's Christmas, so...
context: What does it mean?\I really don't think I understand...\Got it! I'm on my way!\I'm sorry\Yes?\M-Merry Christmas!\What are you doing?!\It's Christmas, so... response:	That hurt!
context: I really don't think I understand...\Got it! I'm on my way!\I'm sorry\Yes?\M-Merry Christmas!\What are you doing?!\It's Christmas, so...\That hurt! response:	Are you okay?
context: Got it! I'm on my way!\I'm sorry\Yes?\M-Merry Christmas!\What are you doing?!\It's Christmas, so...\That hurt!\Are you okay? response:	Could we talk for a minute?
context: I'm sorry\Yes?\M-Merry Christmas!\What are you doing?!\It's Christmas, so...\That hurt!\Are you okay?\Could we talk for a minute? response:	Got it! I'm on my way!
context: Yes?\M-Merry Christmas!\What are you doing?!\It's Christmas, so...\That hurt!\Are you okay?\Could we talk for a minute?\Got it! I'm on my way! response:	I'm sorry
context: M-Merry Christmas!\What are you doing?!\It's Christmas, so...\That hurt!\Are you okay?\Could we talk for a minute?\Got it! I'm on my way!\I'm sorry response:	It's hard to settle down when it stays dusk like this, huh?
context: What are you doing?!\It's Christmas, so...\That hurt!\Are you okay?\Could we talk for a minute?\Got it! I'm on my way!\I'm sorry\It's hard to settle down when it stays dusk like this, huh? response:	It's like the day never ends.
context: It's Christmas, so...\That hurt!\Are you okay?\Could we talk for a minute?\Got it! I'm on my way!\I'm sorry\It's hard to settle down when it stays dusk like this, huh?\It's like the day never ends. response:	You're angry, aren't you?
context: That hurt!\Are you okay?\Could we talk for a minute?\Got it! I'm on my way!\I'm sorry\It's hard to settle down when it stays dusk like this, huh?\It's like the day never ends.\You're angry, aren't you? response:	You didn't write back.
context: Are you okay?\Could we talk for a minute?\Got it! I'm on my way!\I'm sorry\It's hard to settle down when it stays dusk like this, huh?\It's like the day never ends.\You're angry, aren't you?\You didn't write back. response:	Because you didn't have anything to apologize for.
context: Could we talk for a minute?\Got it! I'm on my way!\I'm sorry\It's hard to settle down when it stays dusk like this, huh?\It's like the day never ends.\You're angry, aren't you?\You didn't write back.\Because you didn't have anything to apologize for. response:	What's that?
context: Got it! I'm on my way!\I'm sorry\It's hard to settle down when it stays dusk like this, huh?\It's like the day never ends.\You're angry, aren't you?\You didn't write back.\Because you didn't have anything to apologize for.\What's that? response:	Megu-chan has been my best friend since kindergarten.
context: I'm sorry\It's hard to settle down when it stays dusk like this, huh?\It's like the day never ends.\You're angry, aren't you?\You didn't write back.\Because you didn't have anything to apologize for.\What's that?\Megu-chan has been my best friend since kindergarten. response:	Right before I headed out, she said she wanted to break things off...
context: It's hard to settle down when it stays dusk like this, huh?\It's like the day never ends.\You're angry, aren't you?\You didn't write back.\Because you didn't have anything to apologize for.\What's that?\Megu-chan has been my best friend since kindergarten.\Right before I headed out, she said she wanted to break things off... response:	Arrived in Singapore!
context: It's like the day never ends.\You're angry, aren't you?\You didn't write back.\Because you didn't have anything to apologize for.\What's that?\Megu-chan has been my best friend since kindergarten.\Right before I headed out, she said she wanted to break things off...\Arrived in Singapore! response:	But I still think of her as a friend, so...
context: You're angry, aren't you?\You didn't write back.\Because you didn't have anything to apologize for.\What's that?\Megu-chan has been my best friend since kindergarten.\Right before I headed out, she said she wanted to break things off...\Arrived in Singapore!\But I still think of her as a friend, so... response:	She doesn't respond often, does she?
context: You didn't write back.\Because you didn't have anything to apologize for.\What's that?\Megu-chan has been my best friend since kindergarten.\Right before I headed out, she said she wanted to break things off...\Arrived in Singapore!\But I still think of her as a friend, so...\She doesn't respond often, does she? response:	Arrived in Australia!
context: Because you didn't have anything to apologize for.\What's that?\Megu-chan has been my best friend since kindergarten.\Right before I headed out, she said she wanted to break things off...\Arrived in Singapore!\But I still think of her as a friend, so...\She doesn't respond often, does she?\Arrived in Australia! response:	I see.
context: What's that?\Megu-chan has been my best friend since kindergarten.\Right before I headed out, she said she wanted to break things off...\Arrived in Singapore!\But I still think of her as a friend, so...\She doesn't respond often, does she?\Arrived in Australia!\I see. response:	But somehow, I can tell...
context: Megu-chan has been my best friend since kindergarten.\Right before I headed out, she said she wanted to break things off...\Arrived in Singapore!\But I still think of her as a friend, so...\She doesn't respond often, does she?\Arrived in Australia!\I see.\But somehow, I can tell... response:	When I'm watching the screen,
context: Right before I headed out, she said she wanted to break things off...\Arrived in Singapore!\But I still think of her as a friend, so...\She doesn't respond often, does she?\Arrived in Australia!\I see.\But somehow, I can tell...\When I'm watching the screen, response:	and it pops up with the little message read sign.
context: Arrived in Singapore!\But I still think of her as a friend, so...\She doesn't respond often, does she?\Arrived in Australia!\I see.\But somehow, I can tell...\When I'm watching the screen,\and it pops up with the little message read sign. response:	Message Read
context: But I still think of her as a friend, so...\She doesn't respond often, does she?\Arrived in Australia!\I see.\But somehow, I can tell...\When I'm watching the screen,\and it pops up with the little message read sign.\Message Read response:	She writes something back,
context: She doesn't respond often, does she?\Arrived in Australia!\I see.\But somehow, I can tell...\When I'm watching the screen,\and it pops up with the little message read sign.\Message Read\She writes something back, response:	sometimes right away, sometimes after a while,
context: Arrived in Australia!\I see.\But somehow, I can tell...\When I'm watching the screen,\and it pops up with the little message read sign.\Message Read\She writes something back,\sometimes right away, sometimes after a while, response:	sometimes half a day...
context: I see.\But somehow, I can tell...\When I'm watching the screen,\and it pops up with the little message read sign.\Message Read\She writes something back,\sometimes right away, sometimes after a while,\sometimes half a day... response:	Each time I see it, I can tell.
context: But somehow, I can tell...\When I'm watching the screen,\and it pops up with the little message read sign.\Message Read\She writes something back,\sometimes right away, sometimes after a while,\sometimes half a day...\Each time I see it, I can tell. response:	Ah, I bet she's at school right now.
context: When I'm watching the screen,\and it pops up with the little message read sign.\Message Read\She writes something back,\sometimes right away, sometimes after a while,\sometimes half a day...\Each time I see it, I can tell.\Ah, I bet she's at school right now. response:	I bet she's in bed.
context: and it pops up with the little message read sign.\Message Read\She writes something back,\sometimes right away, sometimes after a while,\sometimes half a day...\Each time I see it, I can tell.\Ah, I bet she's at school right now.\I bet she's in bed. response:	I bet she's not sure whether or not she should respond.
context: Message Read\She writes something back,\sometimes right away, sometimes after a while,\sometimes half a day...\Each time I see it, I can tell.\Ah, I bet she's at school right now.\I bet she's in bed.\I bet she's not sure whether or not she should respond. response:	Send
context: She writes something back,\sometimes right away, sometimes after a while,\sometimes half a day...\Each time I see it, I can tell.\Ah, I bet she's at school right now.\I bet she's in bed.\I bet she's not sure whether or not she should respond.\Send response:	I can tell just how she's feeling.
context: sometimes right away, sometimes after a while,\sometimes half a day...\Each time I see it, I can tell.\Ah, I bet she's at school right now.\I bet she's in bed.\I bet she's not sure whether or not she should respond.\Send\I can tell just how she's feeling. response:	Is that weird?
context: sometimes half a day...\Each time I see it, I can tell.\Ah, I bet she's at school right now.\I bet she's in bed.\I bet she's not sure whether or not she should respond.\Send\I can tell just how she's feeling.\Is that weird? response:	I think that's what friends are for me.
context: Each time I see it, I can tell.\Ah, I bet she's at school right now.\I bet she's in bed.\I bet she's not sure whether or not she should respond.\Send\I can tell just how she's feeling.\Is that weird?\I think that's what friends are for me. response:	It's totally vague, I know, but that's what it is for me.
context: Ah, I bet she's at school right now.\I bet she's in bed.\I bet she's not sure whether or not she should respond.\Send\I can tell just how she's feeling.\Is that weird?\I think that's what friends are for me.\It's totally vague, I know, but that's what it is for me. response:	I'm sorry. I guess that doesn't solve anything...
context: I bet she's in bed.\I bet she's not sure whether or not she should respond.\Send\I can tell just how she's feeling.\Is that weird?\I think that's what friends are for me.\It's totally vague, I know, but that's what it is for me.\I'm sorry. I guess that doesn't solve anything... response:	Merry Christmas!
context: I bet she's not sure whether or not she should respond.\Send\I can tell just how she's feeling.\Is that weird?\I think that's what friends are for me.\It's totally vague, I know, but that's what it is for me.\I'm sorry. I guess that doesn't solve anything...\Merry Christmas! response:	And...
context: Send\I can tell just how she's feeling.\Is that weird?\I think that's what friends are for me.\It's totally vague, I know, but that's what it is for me.\I'm sorry. I guess that doesn't solve anything...\Merry Christmas!\And... response:	Happy birthday!
context: I can tell just how she's feeling.\Is that weird?\I think that's what friends are for me.\It's totally vague, I know, but that's what it is for me.\I'm sorry. I guess that doesn't solve anything...\Merry Christmas!\And...\Happy birthday! response:	Yuzuki-chan, it's was your birthday before, right?
context: Is that weird?\I think that's what friends are for me.\It's totally vague, I know, but that's what it is for me.\I'm sorry. I guess that doesn't solve anything...\Merry Christmas!\And...\Happy birthday!\Yuzuki-chan, it's was your birthday before, right? response:	But we spent so long being seasick at the time...
context: I think that's what friends are for me.\It's totally vague, I know, but that's what it is for me.\I'm sorry. I guess that doesn't solve anything...\Merry Christmas!\And...\Happy birthday!\Yuzuki-chan, it's was your birthday before, right?\But we spent so long being seasick at the time... response:	We're sorry.
context: It's totally vague, I know, but that's what it is for me.\I'm sorry. I guess that doesn't solve anything...\Merry Christmas!\And...\Happy birthday!\Yuzuki-chan, it's was your birthday before, right?\But we spent so long being seasick at the time...\We're sorry. response:	Kimari suggested that we should celebrate it in Antarctica.
context: I'm sorry. I guess that doesn't solve anything...\Merry Christmas!\And...\Happy birthday!\Yuzuki-chan, it's was your birthday before, right?\But we spent so long being seasick at the time...\We're sorry.\Kimari suggested that we should celebrate it in Antarctica. response:	We had Yumiko-san set the ingredients aside.
context: Merry Christmas!\And...\Happy birthday!\Yuzuki-chan, it's was your birthday before, right?\But we spent so long being seasick at the time...\We're sorry.\Kimari suggested that we should celebrate it in Antarctica.\We had Yumiko-san set the ingredients aside. response:	Well, just fill in the parts we messed up with your imagination.
context: And...\Happy birthday!\Yuzuki-chan, it's was your birthday before, right?\But we spent so long being seasick at the time...\We're sorry.\Kimari suggested that we should celebrate it in Antarctica.\We had Yumiko-san set the ingredients aside.\Well, just fill in the parts we messed up with your imagination. response:	Yuzuki-chan...
context: Happy birthday!\Yuzuki-chan, it's was your birthday before, right?\But we spent so long being seasick at the time...\We're sorry.\Kimari suggested that we should celebrate it in Antarctica.\We had Yumiko-san set the ingredients aside.\Well, just fill in the parts we messed up with your imagination.\Yuzuki-chan... response:	Happy birthday.
context: Yuzuki-chan, it's was your birthday before, right?\But we spent so long being seasick at the time...\We're sorry.\Kimari suggested that we should celebrate it in Antarctica.\We had Yumiko-san set the ingredients aside.\Well, just fill in the parts we messed up with your imagination.\Yuzuki-chan...\Happy birthday. response:	Happy birthday!
context: But we spent so long being seasick at the time...\We're sorry.\Kimari suggested that we should celebrate it in Antarctica.\We had Yumiko-san set the ingredients aside.\Well, just fill in the parts we messed up with your imagination.\Yuzuki-chan...\Happy birthday.\Happy birthday! response:	Go on, blow them out.
context: We're sorry.\Kimari suggested that we should celebrate it in Antarctica.\We had Yumiko-san set the ingredients aside.\Well, just fill in the parts we messed up with your imagination.\Yuzuki-chan...\Happy birthday.\Happy birthday!\Go on, blow them out. response:	Again?
context: Kimari suggested that we should celebrate it in Antarctica.\We had Yumiko-san set the ingredients aside.\Well, just fill in the parts we messed up with your imagination.\Yuzuki-chan...\Happy birthday.\Happy birthday!\Go on, blow them out.\Again? response:	This is just like the first time we met you, huh?
context: We had Yumiko-san set the ingredients aside.\Well, just fill in the parts we messed up with your imagination.\Yuzuki-chan...\Happy birthday.\Happy birthday!\Go on, blow them out.\Again?\This is just like the first time we met you, huh? response:	I'm not crying!
context: Well, just fill in the parts we messed up with your imagination.\Yuzuki-chan...\Happy birthday.\Happy birthday!\Go on, blow them out.\Again?\This is just like the first time we met you, huh?\I'm not crying! response:	Blow them out before they melt.
context: Yuzuki-chan...\Happy birthday.\Happy birthday!\Go on, blow them out.\Again?\This is just like the first time we met you, huh?\I'm not crying!\Blow them out before they melt. response:	Yuzuki-chan.
context: Happy birthday.\Happy birthday!\Go on, blow them out.\Again?\This is just like the first time we met you, huh?\I'm not crying!\Blow them out before they melt.\Yuzuki-chan. response:	No!
context: Happy birthday!\Go on, blow them out.\Again?\This is just like the first time we met you, huh?\I'm not crying!\Blow them out before they melt.\Yuzuki-chan.\No! response:	Because...
context: Go on, blow them out.\Again?\This is just like the first time we met you, huh?\I'm not crying!\Blow them out before they melt.\Yuzuki-chan.\No!\Because... response:	it's the first time...
context: Again?\This is just like the first time we met you, huh?\I'm not crying!\Blow them out before they melt.\Yuzuki-chan.\No!\Because...\it's the first time... response:	friends have celebrated my birthday...
context: This is just like the first time we met you, huh?\I'm not crying!\Blow them out before they melt.\Yuzuki-chan.\No!\Because...\it's the first time...\friends have celebrated my birthday... response:	Go on, Yuzuki-chan.
context: I'm not crying!\Blow them out before they melt.\Yuzuki-chan.\No!\Because...\it's the first time...\friends have celebrated my birthday...\Go on, Yuzuki-chan. response:	Hey!
context: Blow them out before they melt.\Yuzuki-chan.\No!\Because...\it's the first time...\friends have celebrated my birthday...\Go on, Yuzuki-chan.\Hey! response:	Oh, dear...
context: Yuzuki-chan.\No!\Because...\it's the first time...\friends have celebrated my birthday...\Go on, Yuzuki-chan.\Hey!\Oh, dear... response:	I messed up my first time!
context: No!\Because...\it's the first time...\friends have celebrated my birthday...\Go on, Yuzuki-chan.\Hey!\Oh, dear...\I messed up my first time! response:	Time for a pick-me-up!
context: Because...\it's the first time...\friends have celebrated my birthday...\Go on, Yuzuki-chan.\Hey!\Oh, dear...\I messed up my first time!\Time for a pick-me-up! response:	Right!
context: it's the first time...\friends have celebrated my birthday...\Go on, Yuzuki-chan.\Hey!\Oh, dear...\I messed up my first time!\Time for a pick-me-up!\Right! response:	Sorry
context: friends have celebrated my birthday...\Go on, Yuzuki-chan.\Hey!\Oh, dear...\I messed up my first time!\Time for a pick-me-up!\Right!\Sorry response:	Got it! I'm on my way!
context: Go on, Yuzuki-chan.\Hey!\Oh, dear...\I messed up my first time!\Time for a pick-me-up!\Right!\Sorry\Got it! I'm on my way! response:	I'm sorry
context: Hey!\Oh, dear...\I messed up my first time!\Time for a pick-me-up!\Right!\Sorry\Got it! I'm on my way!\I'm sorry response:	Good morn
context: Oh, dear...\I messed up my first time!\Time for a pick-me-up!\Right!\Sorry\Got it! I'm on my way!\I'm sorry\Good morn response:	Thank you
context: I messed up my first time!\Time for a pick-me-up!\Right!\Sorry\Got it! I'm on my way!\I'm sorry\Good morn\Thank you response:	But when the question gets put to you, it's hard to express it, huh?
context: Time for a pick-me-up!\Right!\Sorry\Got it! I'm on my way!\I'm sorry\Good morn\Thank you\But when the question gets put to you, it's hard to express it, huh? response:	You mean, what friends are?
context: Right!\Sorry\Got it! I'm on my way!\I'm sorry\Good morn\Thank you\But when the question gets put to you, it's hard to express it, huh?\You mean, what friends are? response:	Yeah.
context: Sorry\Got it! I'm on my way!\I'm sorry\Good morn\Thank you\But when the question gets put to you, it's hard to express it, huh?\You mean, what friends are?\Yeah. response:	Wow, after you burn it, there's so little left.
context: Got it! I'm on my way!\I'm sorry\Good morn\Thank you\But when the question gets put to you, it's hard to express it, huh?\You mean, what friends are?\Yeah.\Wow, after you burn it, there's so little left. response:	But they say when they take back a whole year's worth of garbage it'll be like a mountain.
