context: Miss Kobayashi! Kanna! Breakfast is ready! response:	This miso soup is good.
context: Oh, Fafnir-dono?\Y-Yes.\Sure thing.\Huh? You mean it?!\Well, it's a little cramped, but...\You really mean it?!\I know I'm one to talk, but this dragon's fairly dangerous.\Hey, about last time... response:	You mean the game?
context: Y-Yes.\Sure thing.\Huh? You mean it?!\Well, it's a little cramped, but...\You really mean it?!\I know I'm one to talk, but this dragon's fairly dangerous.\Hey, about last time...\You mean the game? response:	What others are there?
context: Sure thing.\Huh? You mean it?!\Well, it's a little cramped, but...\You really mean it?!\I know I'm one to talk, but this dragon's fairly dangerous.\Hey, about last time...\You mean the game?\What others are there? response:	Well, come on in.
context: Huh? You mean it?!\Well, it's a little cramped, but...\You really mean it?!\I know I'm one to talk, but this dragon's fairly dangerous.\Hey, about last time...\You mean the game?\What others are there?\Well, come on in. response:	Tell me more about them.
context: Well, it's a little cramped, but...\You really mean it?!\I know I'm one to talk, but this dragon's fairly dangerous.\Hey, about last time...\You mean the game?\What others are there?\Well, come on in.\Tell me more about them. response:	Sure thing.
context: You really mean it?!\I know I'm one to talk, but this dragon's fairly dangerous.\Hey, about last time...\You mean the game?\What others are there?\Well, come on in.\Tell me more about them.\Sure thing. response:	Was Mr. Fafnir really worried about me?
context: I know I'm one to talk, but this dragon's fairly dangerous.\Hey, about last time...\You mean the game?\What others are there?\Well, come on in.\Tell me more about them.\Sure thing.\Was Mr. Fafnir really worried about me? response:	Yes. Now let's conduct the experiment according to the chart in your textbooks.
context: Hey, about last time...\You mean the game?\What others are there?\Well, come on in.\Tell me more about them.\Sure thing.\Was Mr. Fafnir really worried about me?\Yes. Now let's conduct the experiment according to the chart in your textbooks. response:	Yes.
context: You mean the game?\What others are there?\Well, come on in.\Tell me more about them.\Sure thing.\Was Mr. Fafnir really worried about me?\Yes. Now let's conduct the experiment according to the chart in your textbooks.\Yes. response:	I forgot my text book. Show me yours?
context: What others are there?\Well, come on in.\Tell me more about them.\Sure thing.\Was Mr. Fafnir really worried about me?\Yes. Now let's conduct the experiment according to the chart in your textbooks.\Yes.\I forgot my text book. Show me yours? response:	I-I guess I have to.
context: Well, come on in.\Tell me more about them.\Sure thing.\Was Mr. Fafnir really worried about me?\Yes. Now let's conduct the experiment according to the chart in your textbooks.\Yes.\I forgot my text book. Show me yours?\I-I guess I have to. response:	Now try bending it.
context: Tell me more about them.\Sure thing.\Was Mr. Fafnir really worried about me?\Yes. Now let's conduct the experiment according to the chart in your textbooks.\Yes.\I forgot my text book. Show me yours?\I-I guess I have to.\Now try bending it. response:	ESP! Bending spoons
context: Sure thing.\Was Mr. Fafnir really worried about me?\Yes. Now let's conduct the experiment according to the chart in your textbooks.\Yes.\I forgot my text book. Show me yours?\I-I guess I have to.\Now try bending it.\ESP! Bending spoons response:	You don't need to use any strength.
context: Was Mr. Fafnir really worried about me?\Yes. Now let's conduct the experiment according to the chart in your textbooks.\Yes.\I forgot my text book. Show me yours?\I-I guess I have to.\Now try bending it.\ESP! Bending spoons\You don't need to use any strength. response:	Just bend it with your will.
context: Yes. Now let's conduct the experiment according to the chart in your textbooks.\Yes.\I forgot my text book. Show me yours?\I-I guess I have to.\Now try bending it.\ESP! Bending spoons\You don't need to use any strength.\Just bend it with your will. response:	He didn't bend it with strength just now, did he?
context: Yes.\I forgot my text book. Show me yours?\I-I guess I have to.\Now try bending it.\ESP! Bending spoons\You don't need to use any strength.\Just bend it with your will.\He didn't bend it with strength just now, did he? response:	Incredible! How did it happen?!
context: I forgot my text book. Show me yours?\I-I guess I have to.\Now try bending it.\ESP! Bending spoons\You don't need to use any strength.\Just bend it with your will.\He didn't bend it with strength just now, did he?\Incredible! How did it happen?! response:	Doesn't look like he used magic either.
context: I-I guess I have to.\Now try bending it.\ESP! Bending spoons\You don't need to use any strength.\Just bend it with your will.\He didn't bend it with strength just now, did he?\Incredible! How did it happen?!\Doesn't look like he used magic either. response:	If I recall, he did something like this...
context: Now try bending it.\ESP! Bending spoons\You don't need to use any strength.\Just bend it with your will.\He didn't bend it with strength just now, did he?\Incredible! How did it happen?!\Doesn't look like he used magic either.\If I recall, he did something like this... response:	Oh, not that.
context: ESP! Bending spoons\You don't need to use any strength.\Just bend it with your will.\He didn't bend it with strength just now, did he?\Incredible! How did it happen?!\Doesn't look like he used magic either.\If I recall, he did something like this...\Oh, not that. response:	Bend
context: You don't need to use any strength.\Just bend it with your will.\He didn't bend it with strength just now, did he?\Incredible! How did it happen?!\Doesn't look like he used magic either.\If I recall, he did something like this...\Oh, not that.\Bend response:	Bend
context: Just bend it with your will.\He didn't bend it with strength just now, did he?\Incredible! How did it happen?!\Doesn't look like he used magic either.\If I recall, he did something like this...\Oh, not that.\Bend\Bend response:	Bend
context: He didn't bend it with strength just now, did he?\Incredible! How did it happen?!\Doesn't look like he used magic either.\If I recall, he did something like this...\Oh, not that.\Bend\Bend\Bend response:	Snap...
context: Incredible! How did it happen?!\Doesn't look like he used magic either.\If I recall, he did something like this...\Oh, not that.\Bend\Bend\Bend\Snap... response:	Bend
context: Doesn't look like he used magic either.\If I recall, he did something like this...\Oh, not that.\Bend\Bend\Bend\Snap...\Bend response:	Hey!
context: If I recall, he did something like this...\Oh, not that.\Bend\Bend\Bend\Snap...\Bend\Hey! response:	Hiss!!
context: Oh, not that.\Bend\Bend\Bend\Snap...\Bend\Hey!\Hiss!! response:	Ah, you've bent them all.
context: Bend\Bend\Bend\Snap...\Bend\Hey!\Hiss!!\Ah, you've bent them all. response:	S-Sorry.
context: Bend\Bend\Snap...\Bend\Hey!\Hiss!!\Ah, you've bent them all.\S-Sorry. response:	What were you trying to do?
context: Bend\Snap...\Bend\Hey!\Hiss!!\Ah, you've bent them all.\S-Sorry.\What were you trying to do? response:	Kobayashi! That! That!
context: Snap...\Bend\Hey!\Hiss!!\Ah, you've bent them all.\S-Sorry.\What were you trying to do?\Kobayashi! That! That! response:	Now this 100 yen coin will pass through the cup!
context: Bend\Hey!\Hiss!!\Ah, you've bent them all.\S-Sorry.\What were you trying to do?\Kobayashi! That! That!\Now this 100 yen coin will pass through the cup! response:	Oh, that's what you were doing.
context: Hey!\Hiss!!\Ah, you've bent them all.\S-Sorry.\What were you trying to do?\Kobayashi! That! That!\Now this 100 yen coin will pass through the cup!\Oh, that's what you were doing. response:	Is that rare? ESP?
context: Hiss!!\Ah, you've bent them all.\S-Sorry.\What were you trying to do?\Kobayashi! That! That!\Now this 100 yen coin will pass through the cup!\Oh, that's what you were doing.\Is that rare? ESP? response:	ESP?!
context: Ah, you've bent them all.\S-Sorry.\What were you trying to do?\Kobayashi! That! That!\Now this 100 yen coin will pass through the cup!\Oh, that's what you were doing.\Is that rare? ESP?\ESP?! response:	So humans really do have hidden powers?!
context: S-Sorry.\What were you trying to do?\Kobayashi! That! That!\Now this 100 yen coin will pass through the cup!\Oh, that's what you were doing.\Is that rare? ESP?\ESP?!\So humans really do have hidden powers?! response:	I knew Miss Kobayashi wasn't just an ordinary person!
context: What were you trying to do?\Kobayashi! That! That!\Now this 100 yen coin will pass through the cup!\Oh, that's what you were doing.\Is that rare? ESP?\ESP?!\So humans really do have hidden powers?!\I knew Miss Kobayashi wasn't just an ordinary person! response:	God! Kobayashi God!
context: Kobayashi! That! That!\Now this 100 yen coin will pass through the cup!\Oh, that's what you were doing.\Is that rare? ESP?\ESP?!\So humans really do have hidden powers?!\I knew Miss Kobayashi wasn't just an ordinary person!\God! Kobayashi God! response:	Indeed!
context: Now this 100 yen coin will pass through the cup!\Oh, that's what you were doing.\Is that rare? ESP?\ESP?!\So humans really do have hidden powers?!\I knew Miss Kobayashi wasn't just an ordinary person!\God! Kobayashi God!\Indeed! response:	Listen!
context: Oh, that's what you were doing.\Is that rare? ESP?\ESP?!\So humans really do have hidden powers?!\I knew Miss Kobayashi wasn't just an ordinary person!\God! Kobayashi God!\Indeed!\Listen! response:	These are magic tricks.
context: Is that rare? ESP?\ESP?!\So humans really do have hidden powers?!\I knew Miss Kobayashi wasn't just an ordinary person!\God! Kobayashi God!\Indeed!\Listen!\These are magic tricks. response:	Anyone can do them once they learn how.
context: ESP?!\So humans really do have hidden powers?!\I knew Miss Kobayashi wasn't just an ordinary person!\God! Kobayashi God!\Indeed!\Listen!\These are magic tricks.\Anyone can do them once they learn how. response:	Anyone?
context: So humans really do have hidden powers?!\I knew Miss Kobayashi wasn't just an ordinary person!\God! Kobayashi God!\Indeed!\Listen!\These are magic tricks.\Anyone can do them once they learn how.\Anyone? response:	I've heard of this before.
context: I knew Miss Kobayashi wasn't just an ordinary person!\God! Kobayashi God!\Indeed!\Listen!\These are magic tricks.\Anyone can do them once they learn how.\Anyone?\I've heard of this before. response:	Humans usually only use about 10 of their brain capacity.
context: God! Kobayashi God!\Indeed!\Listen!\These are magic tricks.\Anyone can do them once they learn how.\Anyone?\I've heard of this before.\Humans usually only use about 10 of their brain capacity. response:	In other words, if humans put their minds to it, anyone would be able to use super powers.
context: Indeed!\Listen!\These are magic tricks.\Anyone can do them once they learn how.\Anyone?\I've heard of this before.\Humans usually only use about 10 of their brain capacity.\In other words, if humans put their minds to it, anyone would be able to use super powers. response:	To be able to when they try. What crafty, lazy creatures.
context: Listen!\These are magic tricks.\Anyone can do them once they learn how.\Anyone?\I've heard of this before.\Humans usually only use about 10 of their brain capacity.\In other words, if humans put their minds to it, anyone would be able to use super powers.\To be able to when they try. What crafty, lazy creatures. response:	I can't forgive humans!
context: These are magic tricks.\Anyone can do them once they learn how.\Anyone?\I've heard of this before.\Humans usually only use about 10 of their brain capacity.\In other words, if humans put their minds to it, anyone would be able to use super powers.\To be able to when they try. What crafty, lazy creatures.\I can't forgive humans! response:	Never!
context: Anyone can do them once they learn how.\Anyone?\I've heard of this before.\Humans usually only use about 10 of their brain capacity.\In other words, if humans put their minds to it, anyone would be able to use super powers.\To be able to when they try. What crafty, lazy creatures.\I can't forgive humans!\Never! response:	You're thinking something weird again.
context: Anyone?\I've heard of this before.\Humans usually only use about 10 of their brain capacity.\In other words, if humans put their minds to it, anyone would be able to use super powers.\To be able to when they try. What crafty, lazy creatures.\I can't forgive humans!\Never!\You're thinking something weird again. response:	Lady Tohru, this book was on Kobayashi's shelf.
context: I've heard of this before.\Humans usually only use about 10 of their brain capacity.\In other words, if humans put their minds to it, anyone would be able to use super powers.\To be able to when they try. What crafty, lazy creatures.\I can't forgive humans!\Never!\You're thinking something weird again.\Lady Tohru, this book was on Kobayashi's shelf. response:	You Can Do It, Too! ESP
context: Humans usually only use about 10 of their brain capacity.\In other words, if humans put their minds to it, anyone would be able to use super powers.\To be able to when they try. What crafty, lazy creatures.\I can't forgive humans!\Never!\You're thinking something weird again.\Lady Tohru, this book was on Kobayashi's shelf.\You Can Do It, Too! ESP response:	Well done, Kanna!
context: In other words, if humans put their minds to it, anyone would be able to use super powers.\To be able to when they try. What crafty, lazy creatures.\I can't forgive humans!\Never!\You're thinking something weird again.\Lady Tohru, this book was on Kobayashi's shelf.\You Can Do It, Too! ESP\Well done, Kanna! response:	Oh, that's a book I bought long ago.
context: To be able to when they try. What crafty, lazy creatures.\I can't forgive humans!\Never!\You're thinking something weird again.\Lady Tohru, this book was on Kobayashi's shelf.\You Can Do It, Too! ESP\Well done, Kanna!\Oh, that's a book I bought long ago. response:	I see. So if you do this, then power enters your hand.
context: I can't forgive humans!\Never!\You're thinking something weird again.\Lady Tohru, this book was on Kobayashi's shelf.\You Can Do It, Too! ESP\Well done, Kanna!\Oh, that's a book I bought long ago.\I see. So if you do this, then power enters your hand. response:	That's all fiction though.
context: Never!\You're thinking something weird again.\Lady Tohru, this book was on Kobayashi's shelf.\You Can Do It, Too! ESP\Well done, Kanna!\Oh, that's a book I bought long ago.\I see. So if you do this, then power enters your hand.\That's all fiction though. response:	Training! This book provides good training!
context: You're thinking something weird again.\Lady Tohru, this book was on Kobayashi's shelf.\You Can Do It, Too! ESP\Well done, Kanna!\Oh, that's a book I bought long ago.\I see. So if you do this, then power enters your hand.\That's all fiction though.\Training! This book provides good training! response:	I'm going training!
context: Lady Tohru, this book was on Kobayashi's shelf.\You Can Do It, Too! ESP\Well done, Kanna!\Oh, that's a book I bought long ago.\I see. So if you do this, then power enters your hand.\That's all fiction though.\Training! This book provides good training!\I'm going training! response:	Tohru's easily influenced, huh?
context: You Can Do It, Too! ESP\Well done, Kanna!\Oh, that's a book I bought long ago.\I see. So if you do this, then power enters your hand.\That's all fiction though.\Training! This book provides good training!\I'm going training!\Tohru's easily influenced, huh? response:	Miss Kobayashi, come with me!
context: Well done, Kanna!\Oh, that's a book I bought long ago.\I see. So if you do this, then power enters your hand.\That's all fiction though.\Training! This book provides good training!\I'm going training!\Tohru's easily influenced, huh?\Miss Kobayashi, come with me! response:	Well, I'm free, so sure.
context: Oh, that's a book I bought long ago.\I see. So if you do this, then power enters your hand.\That's all fiction though.\Training! This book provides good training!\I'm going training!\Tohru's easily influenced, huh?\Miss Kobayashi, come with me!\Well, I'm free, so sure. response:	Oh, I'll fix your spoons first.
context: I see. So if you do this, then power enters your hand.\That's all fiction though.\Training! This book provides good training!\I'm going training!\Tohru's easily influenced, huh?\Miss Kobayashi, come with me!\Well, I'm free, so sure.\Oh, I'll fix your spoons first. response:	You don't need ESP, Tohru.
context: That's all fiction though.\Training! This book provides good training!\I'm going training!\Tohru's easily influenced, huh?\Miss Kobayashi, come with me!\Well, I'm free, so sure.\Oh, I'll fix your spoons first.\You don't need ESP, Tohru. response:	Again? How cliche.
context: Training! This book provides good training!\I'm going training!\Tohru's easily influenced, huh?\Miss Kobayashi, come with me!\Well, I'm free, so sure.\Oh, I'll fix your spoons first.\You don't need ESP, Tohru.\Again? How cliche. response:	Training 1 Mental Fortification
context: I'm going training!\Tohru's easily influenced, huh?\Miss Kobayashi, come with me!\Well, I'm free, so sure.\Oh, I'll fix your spoons first.\You don't need ESP, Tohru.\Again? How cliche.\Training 1 Mental Fortification response:	Will I actually learn how to do it by doing this?
context: Tohru's easily influenced, huh?\Miss Kobayashi, come with me!\Well, I'm free, so sure.\Oh, I'll fix your spoons first.\You don't need ESP, Tohru.\Again? How cliche.\Training 1 Mental Fortification\Will I actually learn how to do it by doing this? response:	It doesn't matter if you can do it, does it?
context: Miss Kobayashi, come with me!\Well, I'm free, so sure.\Oh, I'll fix your spoons first.\You don't need ESP, Tohru.\Again? How cliche.\Training 1 Mental Fortification\Will I actually learn how to do it by doing this?\It doesn't matter if you can do it, does it? response:	Empty the mind.
context: Well, I'm free, so sure.\Oh, I'll fix your spoons first.\You don't need ESP, Tohru.\Again? How cliche.\Training 1 Mental Fortification\Will I actually learn how to do it by doing this?\It doesn't matter if you can do it, does it?\Empty the mind. response:	Right now, I have no desires.
context: Oh, I'll fix your spoons first.\You don't need ESP, Tohru.\Again? How cliche.\Training 1 Mental Fortification\Will I actually learn how to do it by doing this?\It doesn't matter if you can do it, does it?\Empty the mind.\Right now, I have no desires. response:	Training 2 Meditation
context: You don't need ESP, Tohru.\Again? How cliche.\Training 1 Mental Fortification\Will I actually learn how to do it by doing this?\It doesn't matter if you can do it, does it?\Empty the mind.\Right now, I have no desires.\Training 2 Meditation response:	Kobayashi, I'm hungry.
context: Again? How cliche.\Training 1 Mental Fortification\Will I actually learn how to do it by doing this?\It doesn't matter if you can do it, does it?\Empty the mind.\Right now, I have no desires.\Training 2 Meditation\Kobayashi, I'm hungry. response:	Weakling!
context: Training 1 Mental Fortification\Will I actually learn how to do it by doing this?\It doesn't matter if you can do it, does it?\Empty the mind.\Right now, I have no desires.\Training 2 Meditation\Kobayashi, I'm hungry.\Weakling! response:	Wha?!
context: Will I actually learn how to do it by doing this?\It doesn't matter if you can do it, does it?\Empty the mind.\Right now, I have no desires.\Training 2 Meditation\Kobayashi, I'm hungry.\Weakling!\Wha?! response:	Me, too!
context: It doesn't matter if you can do it, does it?\Empty the mind.\Right now, I have no desires.\Training 2 Meditation\Kobayashi, I'm hungry.\Weakling!\Wha?!\Me, too! response:	Here.
context: Empty the mind.\Right now, I have no desires.\Training 2 Meditation\Kobayashi, I'm hungry.\Weakling!\Wha?!\Me, too!\Here. response:	Training 3 Clairvoyance
context: Right now, I have no desires.\Training 2 Meditation\Kobayashi, I'm hungry.\Weakling!\Wha?!\Me, too!\Here.\Training 3 Clairvoyance response:	Star!
context: Training 2 Meditation\Kobayashi, I'm hungry.\Weakling!\Wha?!\Me, too!\Here.\Training 3 Clairvoyance\Star! response:	Wrong.
context: Kobayashi, I'm hungry.\Weakling!\Wha?!\Me, too!\Here.\Training 3 Clairvoyance\Star!\Wrong. response:	Miss Kobayashi! Miss Kobayashi! Miss Kobayashi!
context: Weakling!\Wha?!\Me, too!\Here.\Training 3 Clairvoyance\Star!\Wrong.\Miss Kobayashi! Miss Kobayashi! Miss Kobayashi! response:	Training 4 Thoughtography
context: Wha?!\Me, too!\Here.\Training 3 Clairvoyance\Star!\Wrong.\Miss Kobayashi! Miss Kobayashi! Miss Kobayashi!\Training 4 Thoughtography response:	M-Miss Kobayashi?!
context: Me, too!\Here.\Training 3 Clairvoyance\Star!\Wrong.\Miss Kobayashi! Miss Kobayashi! Miss Kobayashi!\Training 4 Thoughtography\M-Miss Kobayashi?! response:	That's your horn, right?
context: Here.\Training 3 Clairvoyance\Star!\Wrong.\Miss Kobayashi! Miss Kobayashi! Miss Kobayashi!\Training 4 Thoughtography\M-Miss Kobayashi?!\That's your horn, right? response:	Training 5 Forms
context: Training 3 Clairvoyance\Star!\Wrong.\Miss Kobayashi! Miss Kobayashi! Miss Kobayashi!\Training 4 Thoughtography\M-Miss Kobayashi?!\That's your horn, right?\Training 5 Forms response:	Training 5 Forms
context: Star!\Wrong.\Miss Kobayashi! Miss Kobayashi! Miss Kobayashi!\Training 4 Thoughtography\M-Miss Kobayashi?!\That's your horn, right?\Training 5 Forms\Training 5 Forms response:	Training 6 Sparring
context: Wrong.\Miss Kobayashi! Miss Kobayashi! Miss Kobayashi!\Training 4 Thoughtography\M-Miss Kobayashi?!\That's your horn, right?\Training 5 Forms\Training 5 Forms\Training 6 Sparring response:	Miss Kobayashi, please look! This is our...
context: Miss Kobayashi! Miss Kobayashi! Miss Kobayashi!\Training 4 Thoughtography\M-Miss Kobayashi?!\That's your horn, right?\Training 5 Forms\Training 5 Forms\Training 6 Sparring\Miss Kobayashi, please look! This is our... response:	Compilation: Bear Slayer!
context: Training 4 Thoughtography\M-Miss Kobayashi?!\That's your horn, right?\Training 5 Forms\Training 5 Forms\Training 6 Sparring\Miss Kobayashi, please look! This is our...\Compilation: Bear Slayer! response:	Training Compilation
context: M-Miss Kobayashi?!\That's your horn, right?\Training 5 Forms\Training 5 Forms\Training 6 Sparring\Miss Kobayashi, please look! This is our...\Compilation: Bear Slayer!\Training Compilation response:	Bear Slayer
context: That's your horn, right?\Training 5 Forms\Training 5 Forms\Training 6 Sparring\Miss Kobayashi, please look! This is our...\Compilation: Bear Slayer!\Training Compilation\Bear Slayer response:	What do you want to become?
context: Training 5 Forms\Training 5 Forms\Training 6 Sparring\Miss Kobayashi, please look! This is our...\Compilation: Bear Slayer!\Training Compilation\Bear Slayer\What do you want to become? response:	Why?!
context: Training 5 Forms\Training 6 Sparring\Miss Kobayashi, please look! This is our...\Compilation: Bear Slayer!\Training Compilation\Bear Slayer\What do you want to become?\Why?! response:	Listen, Tohru.
context: Training 6 Sparring\Miss Kobayashi, please look! This is our...\Compilation: Bear Slayer!\Training Compilation\Bear Slayer\What do you want to become?\Why?!\Listen, Tohru. response:	You can do plenty of things humans can't, so isn't that good enough?
context: Miss Kobayashi, please look! This is our...\Compilation: Bear Slayer!\Training Compilation\Bear Slayer\What do you want to become?\Why?!\Listen, Tohru.\You can do plenty of things humans can't, so isn't that good enough? response:	No!
context: Compilation: Bear Slayer!\Training Compilation\Bear Slayer\What do you want to become?\Why?!\Listen, Tohru.\You can do plenty of things humans can't, so isn't that good enough?\No! response:	I don't want to lose to humans!
context: Training Compilation\Bear Slayer\What do you want to become?\Why?!\Listen, Tohru.\You can do plenty of things humans can't, so isn't that good enough?\No!\I don't want to lose to humans! response:	I can't be inferior to them in any way!
context: Bear Slayer\What do you want to become?\Why?!\Listen, Tohru.\You can do plenty of things humans can't, so isn't that good enough?\No!\I don't want to lose to humans!\I can't be inferior to them in any way! response:	Absolutely not!
context: What do you want to become?\Why?!\Listen, Tohru.\You can do plenty of things humans can't, so isn't that good enough?\No!\I don't want to lose to humans!\I can't be inferior to them in any way!\Absolutely not! response:	Absolutely.
context: Why?!\Listen, Tohru.\You can do plenty of things humans can't, so isn't that good enough?\No!\I don't want to lose to humans!\I can't be inferior to them in any way!\Absolutely not!\Absolutely. response:	I don't think it's like that, Tohru.
context: Listen, Tohru.\You can do plenty of things humans can't, so isn't that good enough?\No!\I don't want to lose to humans!\I can't be inferior to them in any way!\Absolutely not!\Absolutely.\I don't think it's like that, Tohru. response:	I think you actually want to understand humans,
context: You can do plenty of things humans can't, so isn't that good enough?\No!\I don't want to lose to humans!\I can't be inferior to them in any way!\Absolutely not!\Absolutely.\I don't think it's like that, Tohru.\I think you actually want to understand humans, response:	and that's why you're so desperate to understand what you can't.
context: No!\I don't want to lose to humans!\I can't be inferior to them in any way!\Absolutely not!\Absolutely.\I don't think it's like that, Tohru.\I think you actually want to understand humans,\and that's why you're so desperate to understand what you can't. response:	Tohru.
context: I don't want to lose to humans!\I can't be inferior to them in any way!\Absolutely not!\Absolutely.\I don't think it's like that, Tohru.\I think you actually want to understand humans,\and that's why you're so desperate to understand what you can't.\Tohru. response:	You search for the spoon's center of gravity,
context: I can't be inferior to them in any way!\Absolutely not!\Absolutely.\I don't think it's like that, Tohru.\I think you actually want to understand humans,\and that's why you're so desperate to understand what you can't.\Tohru.\You search for the spoon's center of gravity, response:	then using the principle of leverage here, there.
context: Absolutely not!\Absolutely.\I don't think it's like that, Tohru.\I think you actually want to understand humans,\and that's why you're so desperate to understand what you can't.\Tohru.\You search for the spoon's center of gravity,\then using the principle of leverage here, there. response:	Huh?
context: Absolutely.\I don't think it's like that, Tohru.\I think you actually want to understand humans,\and that's why you're so desperate to understand what you can't.\Tohru.\You search for the spoon's center of gravity,\then using the principle of leverage here, there.\Huh? response:	Once you understand, it's simple, isn't it?
context: I don't think it's like that, Tohru.\I think you actually want to understand humans,\and that's why you're so desperate to understand what you can't.\Tohru.\You search for the spoon's center of gravity,\then using the principle of leverage here, there.\Huh?\Once you understand, it's simple, isn't it? response:	This is, at least. But there are some things that aren't that way.
context: I think you actually want to understand humans,\and that's why you're so desperate to understand what you can't.\Tohru.\You search for the spoon's center of gravity,\then using the principle of leverage here, there.\Huh?\Once you understand, it's simple, isn't it?\This is, at least. But there are some things that aren't that way. response:	So, Tohru, you should focus on the things only you can do.
context: and that's why you're so desperate to understand what you can't.\Tohru.\You search for the spoon's center of gravity,\then using the principle of leverage here, there.\Huh?\Once you understand, it's simple, isn't it?\This is, at least. But there are some things that aren't that way.\So, Tohru, you should focus on the things only you can do. response:	Right.
context: Tohru.\You search for the spoon's center of gravity,\then using the principle of leverage here, there.\Huh?\Once you understand, it's simple, isn't it?\This is, at least. But there are some things that aren't that way.\So, Tohru, you should focus on the things only you can do.\Right. response:	I understand.
context: You search for the spoon's center of gravity,\then using the principle of leverage here, there.\Huh?\Once you understand, it's simple, isn't it?\This is, at least. But there are some things that aren't that way.\So, Tohru, you should focus on the things only you can do.\Right.\I understand. response:	I understand.
context: then using the principle of leverage here, there.\Huh?\Once you understand, it's simple, isn't it?\This is, at least. But there are some things that aren't that way.\So, Tohru, you should focus on the things only you can do.\Right.\I understand.\I understand. response:	Tohru.
context: Huh?\Once you understand, it's simple, isn't it?\This is, at least. But there are some things that aren't that way.\So, Tohru, you should focus on the things only you can do.\Right.\I understand.\I understand.\Tohru. response:	Well!
context: Once you understand, it's simple, isn't it?\This is, at least. But there are some things that aren't that way.\So, Tohru, you should focus on the things only you can do.\Right.\I understand.\I understand.\Tohru.\Well! response:	I'm going to show you a power only I can use!
context: This is, at least. But there are some things that aren't that way.\So, Tohru, you should focus on the things only you can do.\Right.\I understand.\I understand.\Tohru.\Well!\I'm going to show you a power only I can use! response:	Please watch, Miss Kobayashi!
context: So, Tohru, you should focus on the things only you can do.\Right.\I understand.\I understand.\Tohru.\Well!\I'm going to show you a power only I can use!\Please watch, Miss Kobayashi! response:	But don't break anything, okay?
context: Right.\I understand.\I understand.\Tohru.\Well!\I'm going to show you a power only I can use!\Please watch, Miss Kobayashi!\But don't break anything, okay? response:	Then there's not much I can do.
context: I understand.\I understand.\Tohru.\Well!\I'm going to show you a power only I can use!\Please watch, Miss Kobayashi!\But don't break anything, okay?\Then there's not much I can do. response:	Are you the avatar of destruction?
context: I understand.\Tohru.\Well!\I'm going to show you a power only I can use!\Please watch, Miss Kobayashi!\But don't break anything, okay?\Then there's not much I can do.\Are you the avatar of destruction? response:	I can produce electricity.
context: Tohru.\Well!\I'm going to show you a power only I can use!\Please watch, Miss Kobayashi!\But don't break anything, okay?\Then there's not much I can do.\Are you the avatar of destruction?\I can produce electricity. response:	Magic Show of the Century
context: Well!\I'm going to show you a power only I can use!\Please watch, Miss Kobayashi!\But don't break anything, okay?\Then there's not much I can do.\Are you the avatar of destruction?\I can produce electricity.\Magic Show of the Century response:	Now, the beautiful lady has entered the box. Please watch.
context: I'm going to show you a power only I can use!\Please watch, Miss Kobayashi!\But don't break anything, okay?\Then there's not much I can do.\Are you the avatar of destruction?\I can produce electricity.\Magic Show of the Century\Now, the beautiful lady has entered the box. Please watch. response:	This is the super magic of instant teleportation!
context: Please watch, Miss Kobayashi!\But don't break anything, okay?\Then there's not much I can do.\Are you the avatar of destruction?\I can produce electricity.\Magic Show of the Century\Now, the beautiful lady has entered the box. Please watch.\This is the super magic of instant teleportation! response:	This!
context: But don't break anything, okay?\Then there's not much I can do.\Are you the avatar of destruction?\I can produce electricity.\Magic Show of the Century\Now, the beautiful lady has entered the box. Please watch.\This is the super magic of instant teleportation!\This! response:	Now, it's the moment of the century.
context: Then there's not much I can do.\Are you the avatar of destruction?\I can produce electricity.\Magic Show of the Century\Now, the beautiful lady has entered the box. Please watch.\This is the super magic of instant teleportation!\This!\Now, it's the moment of the century. response:	What?! Huh? Wha? A maid?
context: Are you the avatar of destruction?\I can produce electricity.\Magic Show of the Century\Now, the beautiful lady has entered the box. Please watch.\This is the super magic of instant teleportation!\This!\Now, it's the moment of the century.\What?! Huh? Wha? A maid? response:	A maid has appeared from the box!
context: I can produce electricity.\Magic Show of the Century\Now, the beautiful lady has entered the box. Please watch.\This is the super magic of instant teleportation!\This!\Now, it's the moment of the century.\What?! Huh? Wha? A maid?\A maid has appeared from the box! response:	This isn't what we planned? Huh?
context: Magic Show of the Century\Now, the beautiful lady has entered the box. Please watch.\This is the super magic of instant teleportation!\This!\Now, it's the moment of the century.\What?! Huh? Wha? A maid?\A maid has appeared from the box!\This isn't what we planned? Huh? response:	Hey, hey, give me a big helping!
context: Now, the beautiful lady has entered the box. Please watch.\This is the super magic of instant teleportation!\This!\Now, it's the moment of the century.\What?! Huh? Wha? A maid?\A maid has appeared from the box!\This isn't what we planned? Huh?\Hey, hey, give me a big helping! response:	Milk
context: This is the super magic of instant teleportation!\This!\Now, it's the moment of the century.\What?! Huh? Wha? A maid?\A maid has appeared from the box!\This isn't what we planned? Huh?\Hey, hey, give me a big helping!\Milk response:	Sweet and sour pork with pineapples?
context: This!\Now, it's the moment of the century.\What?! Huh? Wha? A maid?\A maid has appeared from the box!\This isn't what we planned? Huh?\Hey, hey, give me a big helping!\Milk\Sweet and sour pork with pineapples? response:	I hate this.
