context: Jeez... response:	So these are the Discipline Rooms I've heard so much about...
context: Battle start!\So they're going for close combat from the get-go, eh?\Well, I suppose my predictions weren't too far off.\All right, Ayato, I'm counting on you.\Roger that!\With the sword inside me, I shall break out of this starry prison,\and release my savage force!\Badge broken! response:	End of battle.
context: So they're going for close combat from the get-go, eh?\Well, I suppose my predictions weren't too far off.\All right, Ayato, I'm counting on you.\Roger that!\With the sword inside me, I shall break out of this starry prison,\and release my savage force!\Badge broken!\End of battle. response:	End of match!
context: Well, I suppose my predictions weren't too far off.\All right, Ayato, I'm counting on you.\Roger that!\With the sword inside me, I shall break out of this starry prison,\and release my savage force!\Badge broken!\End of battle.\End of match! response:	Winners, Ayato Amagiri and Julis-Alexia von Riessfelt!
context: All right, Ayato, I'm counting on you.\Roger that!\With the sword inside me, I shall break out of this starry prison,\and release my savage force!\Badge broken!\End of battle.\End of match!\Winners, Ayato Amagiri and Julis-Alexia von Riessfelt! response:	That was unbelievable! We barely had time to comment on anything!
context: Roger that!\With the sword inside me, I shall break out of this starry prison,\and release my savage force!\Badge broken!\End of battle.\End of match!\Winners, Ayato Amagiri and Julis-Alexia von Riessfelt!\That was unbelievable! We barely had time to comment on anything! response:	Oh, wow, that was incredible.
context: With the sword inside me, I shall break out of this starry prison,\and release my savage force!\Badge broken!\End of battle.\End of match!\Winners, Ayato Amagiri and Julis-Alexia von Riessfelt!\That was unbelievable! We barely had time to comment on anything!\Oh, wow, that was incredible. response:	And it's not just the sheer power...
context: and release my savage force!\Badge broken!\End of battle.\End of match!\Winners, Ayato Amagiri and Julis-Alexia von Riessfelt!\That was unbelievable! We barely had time to comment on anything!\Oh, wow, that was incredible.\And it's not just the sheer power... response:	What was really stunning was Amagiri's flamboyant performance!
context: Badge broken!\End of battle.\End of match!\Winners, Ayato Amagiri and Julis-Alexia von Riessfelt!\That was unbelievable! We barely had time to comment on anything!\Oh, wow, that was incredible.\And it's not just the sheer power...\What was really stunning was Amagiri's flamboyant performance! response:	The entire audience is rocking!
context: End of battle.\End of match!\Winners, Ayato Amagiri and Julis-Alexia von Riessfelt!\That was unbelievable! We barely had time to comment on anything!\Oh, wow, that was incredible.\And it's not just the sheer power...\What was really stunning was Amagiri's flamboyant performance!\The entire audience is rocking! response:	Just as I expected!
context: End of match!\Winners, Ayato Amagiri and Julis-Alexia von Riessfelt!\That was unbelievable! We barely had time to comment on anything!\Oh, wow, that was incredible.\And it's not just the sheer power...\What was really stunning was Amagiri's flamboyant performance!\The entire audience is rocking!\Just as I expected! response:	In Round 1, we were able to hide our teamwork patterns without revealing them.
context: Winners, Ayato Amagiri and Julis-Alexia von Riessfelt!\That was unbelievable! We barely had time to comment on anything!\Oh, wow, that was incredible.\And it's not just the sheer power...\What was really stunning was Amagiri's flamboyant performance!\The entire audience is rocking!\Just as I expected!\In Round 1, we were able to hide our teamwork patterns without revealing them. response:	It would be great if we could keep it that way.
context: That was unbelievable! We barely had time to comment on anything!\Oh, wow, that was incredible.\And it's not just the sheer power...\What was really stunning was Amagiri's flamboyant performance!\The entire audience is rocking!\Just as I expected!\In Round 1, we were able to hide our teamwork patterns without revealing them.\It would be great if we could keep it that way. response:	I've got to make sure no one finds out about the limit on my all-out mode, huh?
context: Oh, wow, that was incredible.\And it's not just the sheer power...\What was really stunning was Amagiri's flamboyant performance!\The entire audience is rocking!\Just as I expected!\In Round 1, we were able to hide our teamwork patterns without revealing them.\It would be great if we could keep it that way.\I've got to make sure no one finds out about the limit on my all-out mode, huh? response:	You were right to flaunt the breaking of your seal.
context: And it's not just the sheer power...\What was really stunning was Amagiri's flamboyant performance!\The entire audience is rocking!\Just as I expected!\In Round 1, we were able to hide our teamwork patterns without revealing them.\It would be great if we could keep it that way.\I've got to make sure no one finds out about the limit on my all-out mode, huh?\You were right to flaunt the breaking of your seal. response:	Everyone seems to think it was a performance.
context: What was really stunning was Amagiri's flamboyant performance!\The entire audience is rocking!\Just as I expected!\In Round 1, we were able to hide our teamwork patterns without revealing them.\It would be great if we could keep it that way.\I've got to make sure no one finds out about the limit on my all-out mode, huh?\You were right to flaunt the breaking of your seal.\Everyone seems to think it was a performance. response:	Not that that's really my style, but...
context: The entire audience is rocking!\Just as I expected!\In Round 1, we were able to hide our teamwork patterns without revealing them.\It would be great if we could keep it that way.\I've got to make sure no one finds out about the limit on my all-out mode, huh?\You were right to flaunt the breaking of your seal.\Everyone seems to think it was a performance.\Not that that's really my style, but... response:	Next up for us is the victors' interview.
context: Just as I expected!\In Round 1, we were able to hide our teamwork patterns without revealing them.\It would be great if we could keep it that way.\I've got to make sure no one finds out about the limit on my all-out mode, huh?\You were right to flaunt the breaking of your seal.\Everyone seems to think it was a performance.\Not that that's really my style, but...\Next up for us is the victors' interview. response:	Whatever they ask you, just be evasive, okay?
context: In Round 1, we were able to hide our teamwork patterns without revealing them.\It would be great if we could keep it that way.\I've got to make sure no one finds out about the limit on my all-out mode, huh?\You were right to flaunt the breaking of your seal.\Everyone seems to think it was a performance.\Not that that's really my style, but...\Next up for us is the victors' interview.\Whatever they ask you, just be evasive, okay? response:	I want to keep everyone in the dark as much as possible.
context: It would be great if we could keep it that way.\I've got to make sure no one finds out about the limit on my all-out mode, huh?\You were right to flaunt the breaking of your seal.\Everyone seems to think it was a performance.\Not that that's really my style, but...\Next up for us is the victors' interview.\Whatever they ask you, just be evasive, okay?\I want to keep everyone in the dark as much as possible. response:	We're gonna hold out on everyone as much as we can till the final!
context: I've got to make sure no one finds out about the limit on my all-out mode, huh?\You were right to flaunt the breaking of your seal.\Everyone seems to think it was a performance.\Not that that's really my style, but...\Next up for us is the victors' interview.\Whatever they ask you, just be evasive, okay?\I want to keep everyone in the dark as much as possible.\We're gonna hold out on everyone as much as we can till the final! response:	Roger that!
context: You were right to flaunt the breaking of your seal.\Everyone seems to think it was a performance.\Not that that's really my style, but...\Next up for us is the victors' interview.\Whatever they ask you, just be evasive, okay?\I want to keep everyone in the dark as much as possible.\We're gonna hold out on everyone as much as we can till the final!\Roger that! response:	Here you go.
context: Everyone seems to think it was a performance.\Not that that's really my style, but...\Next up for us is the victors' interview.\Whatever they ask you, just be evasive, okay?\I want to keep everyone in the dark as much as possible.\We're gonna hold out on everyone as much as we can till the final!\Roger that!\Here you go. response:	Hey, thanks.
context: Not that that's really my style, but...\Next up for us is the victors' interview.\Whatever they ask you, just be evasive, okay?\I want to keep everyone in the dark as much as possible.\We're gonna hold out on everyone as much as we can till the final!\Roger that!\Here you go.\Hey, thanks. response:	Seriously, the media out there are relentless beyond belief.
context: Next up for us is the victors' interview.\Whatever they ask you, just be evasive, okay?\I want to keep everyone in the dark as much as possible.\We're gonna hold out on everyone as much as we can till the final!\Roger that!\Here you go.\Hey, thanks.\Seriously, the media out there are relentless beyond belief. response:	Compared to them, I think even our school news club is less obnoxious.
context: Whatever they ask you, just be evasive, okay?\I want to keep everyone in the dark as much as possible.\We're gonna hold out on everyone as much as we can till the final!\Roger that!\Here you go.\Hey, thanks.\Seriously, the media out there are relentless beyond belief.\Compared to them, I think even our school news club is less obnoxious. response:	Well, that's music to my ears.
context: I want to keep everyone in the dark as much as possible.\We're gonna hold out on everyone as much as we can till the final!\Roger that!\Here you go.\Hey, thanks.\Seriously, the media out there are relentless beyond belief.\Compared to them, I think even our school news club is less obnoxious.\Well, that's music to my ears. response:	I said compared to them, that's all.
context: We're gonna hold out on everyone as much as we can till the final!\Roger that!\Here you go.\Hey, thanks.\Seriously, the media out there are relentless beyond belief.\Compared to them, I think even our school news club is less obnoxious.\Well, that's music to my ears.\I said compared to them, that's all. response:	Right, right, our princess is as unforgiving as ever, I see.
context: Roger that!\Here you go.\Hey, thanks.\Seriously, the media out there are relentless beyond belief.\Compared to them, I think even our school news club is less obnoxious.\Well, that's music to my ears.\I said compared to them, that's all.\Right, right, our princess is as unforgiving as ever, I see. response:	So what's going on?
context: Here you go.\Hey, thanks.\Seriously, the media out there are relentless beyond belief.\Compared to them, I think even our school news club is less obnoxious.\Well, that's music to my ears.\I said compared to them, that's all.\Right, right, our princess is as unforgiving as ever, I see.\So what's going on? response:	Don't tell me you actually came to cheer us on?
context: Hey, thanks.\Seriously, the media out there are relentless beyond belief.\Compared to them, I think even our school news club is less obnoxious.\Well, that's music to my ears.\I said compared to them, that's all.\Right, right, our princess is as unforgiving as ever, I see.\So what's going on?\Don't tell me you actually came to cheer us on? response:	Opponents of that level?
context: Seriously, the media out there are relentless beyond belief.\Compared to them, I think even our school news club is less obnoxious.\Well, that's music to my ears.\I said compared to them, that's all.\Right, right, our princess is as unforgiving as ever, I see.\So what's going on?\Don't tell me you actually came to cheer us on?\Opponents of that level? response:	No need to cheer you on.
context: Compared to them, I think even our school news club is less obnoxious.\Well, that's music to my ears.\I said compared to them, that's all.\Right, right, our princess is as unforgiving as ever, I see.\So what's going on?\Don't tell me you actually came to cheer us on?\Opponents of that level?\No need to cheer you on. response:	What I'm here for today is Match 3.
context: Well, that's music to my ears.\I said compared to them, that's all.\Right, right, our princess is as unforgiving as ever, I see.\So what's going on?\Don't tell me you actually came to cheer us on?\Opponents of that level?\No need to cheer you on.\What I'm here for today is Match 3. response:	I see. Arlequint, eh?
context: I said compared to them, that's all.\Right, right, our princess is as unforgiving as ever, I see.\So what's going on?\Don't tell me you actually came to cheer us on?\Opponents of that level?\No need to cheer you on.\What I'm here for today is Match 3.\I see. Arlequint, eh? response:	Sure, after that announcement, how could my journalist's soul not seethe?
context: Right, right, our princess is as unforgiving as ever, I see.\So what's going on?\Don't tell me you actually came to cheer us on?\Opponents of that level?\No need to cheer you on.\What I'm here for today is Match 3.\I see. Arlequint, eh?\Sure, after that announcement, how could my journalist's soul not seethe? response:	So anyway, I went right over to their waiting room to report on them, but...
context: So what's going on?\Don't tell me you actually came to cheer us on?\Opponents of that level?\No need to cheer you on.\What I'm here for today is Match 3.\I see. Arlequint, eh?\Sure, after that announcement, how could my journalist's soul not seethe?\So anyway, I went right over to their waiting room to report on them, but... response:	Did you find out anything, Yabuki?
context: Don't tell me you actually came to cheer us on?\Opponents of that level?\No need to cheer you on.\What I'm here for today is Match 3.\I see. Arlequint, eh?\Sure, after that announcement, how could my journalist's soul not seethe?\So anyway, I went right over to their waiting room to report on them, but...\Did you find out anything, Yabuki? response:	The thing is, they totally shut me out.
context: Opponents of that level?\No need to cheer you on.\What I'm here for today is Match 3.\I see. Arlequint, eh?\Sure, after that announcement, how could my journalist's soul not seethe?\So anyway, I went right over to their waiting room to report on them, but...\Did you find out anything, Yabuki?\The thing is, they totally shut me out. response:	I was sent packing.
context: No need to cheer you on.\What I'm here for today is Match 3.\I see. Arlequint, eh?\Sure, after that announcement, how could my journalist's soul not seethe?\So anyway, I went right over to their waiting room to report on them, but...\Did you find out anything, Yabuki?\The thing is, they totally shut me out.\I was sent packing. response:	Oh, darn.
context: What I'm here for today is Match 3.\I see. Arlequint, eh?\Sure, after that announcement, how could my journalist's soul not seethe?\So anyway, I went right over to their waiting room to report on them, but...\Did you find out anything, Yabuki?\The thing is, they totally shut me out.\I was sent packing.\Oh, darn. response:	Well, it's probably best to see them in person.
context: I see. Arlequint, eh?\Sure, after that announcement, how could my journalist's soul not seethe?\So anyway, I went right over to their waiting room to report on them, but...\Did you find out anything, Yabuki?\The thing is, they totally shut me out.\I was sent packing.\Oh, darn.\Well, it's probably best to see them in person. response:	So let's all go see the match, guys!
context: Sure, after that announcement, how could my journalist's soul not seethe?\So anyway, I went right over to their waiting room to report on them, but...\Did you find out anything, Yabuki?\The thing is, they totally shut me out.\I was sent packing.\Oh, darn.\Well, it's probably best to see them in person.\So let's all go see the match, guys! response:	What you're after is our contestants' passes, eh?
context: So anyway, I went right over to their waiting room to report on them, but...\Did you find out anything, Yabuki?\The thing is, they totally shut me out.\I was sent packing.\Oh, darn.\Well, it's probably best to see them in person.\So let's all go see the match, guys!\What you're after is our contestants' passes, eh? response:	Now, now.
context: Did you find out anything, Yabuki?\The thing is, they totally shut me out.\I was sent packing.\Oh, darn.\Well, it's probably best to see them in person.\So let's all go see the match, guys!\What you're after is our contestants' passes, eh?\Now, now. response:	We should get going, or the match will start without us.
context: The thing is, they totally shut me out.\I was sent packing.\Oh, darn.\Well, it's probably best to see them in person.\So let's all go see the match, guys!\What you're after is our contestants' passes, eh?\Now, now.\We should get going, or the match will start without us. response:	Now then, Arlequint's new puppets have unmasked themselves at last!
context: I was sent packing.\Oh, darn.\Well, it's probably best to see them in person.\So let's all go see the match, guys!\What you're after is our contestants' passes, eh?\Now, now.\We should get going, or the match will start without us.\Now then, Arlequint's new puppets have unmasked themselves at last! response:	Now that we're actually seeing them, any thoughts, Tram?
context: Oh, darn.\Well, it's probably best to see them in person.\So let's all go see the match, guys!\What you're after is our contestants' passes, eh?\Now, now.\We should get going, or the match will start without us.\Now then, Arlequint's new puppets have unmasked themselves at last!\Now that we're actually seeing them, any thoughts, Tram? response:	Well, let's see.
context: Well, it's probably best to see them in person.\So let's all go see the match, guys!\What you're after is our contestants' passes, eh?\Now, now.\We should get going, or the match will start without us.\Now then, Arlequint's new puppets have unmasked themselves at last!\Now that we're actually seeing them, any thoughts, Tram?\Well, let's see. response:	Most combat puppets are externally manipulated by humans,
context: So let's all go see the match, guys!\What you're after is our contestants' passes, eh?\Now, now.\We should get going, or the match will start without us.\Now then, Arlequint's new puppets have unmasked themselves at last!\Now that we're actually seeing them, any thoughts, Tram?\Well, let's see.\Most combat puppets are externally manipulated by humans, response:	but due to speed-of-response issues, they still can't defeat the Genestella.
context: What you're after is our contestants' passes, eh?\Now, now.\We should get going, or the match will start without us.\Now then, Arlequint's new puppets have unmasked themselves at last!\Now that we're actually seeing them, any thoughts, Tram?\Well, let's see.\Most combat puppets are externally manipulated by humans,\but due to speed-of-response issues, they still can't defeat the Genestella. response:	I see, I see!
context: Now, now.\We should get going, or the match will start without us.\Now then, Arlequint's new puppets have unmasked themselves at last!\Now that we're actually seeing them, any thoughts, Tram?\Well, let's see.\Most combat puppets are externally manipulated by humans,\but due to speed-of-response issues, they still can't defeat the Genestella.\I see, I see! response:	But I hear these particular puppets are autonomous...
context: We should get going, or the match will start without us.\Now then, Arlequint's new puppets have unmasked themselves at last!\Now that we're actually seeing them, any thoughts, Tram?\Well, let's see.\Most combat puppets are externally manipulated by humans,\but due to speed-of-response issues, they still can't defeat the Genestella.\I see, I see!\But I hear these particular puppets are autonomous... response:	Wait, excuse me for a second...
context: Now then, Arlequint's new puppets have unmasked themselves at last!\Now that we're actually seeing them, any thoughts, Tram?\Well, let's see.\Most combat puppets are externally manipulated by humans,\but due to speed-of-response issues, they still can't defeat the Genestella.\I see, I see!\But I hear these particular puppets are autonomous...\Wait, excuse me for a second... response:	Uh, please forgive me!
context: Now that we're actually seeing them, any thoughts, Tram?\Well, let's see.\Most combat puppets are externally manipulated by humans,\but due to speed-of-response issues, they still can't defeat the Genestella.\I see, I see!\But I hear these particular puppets are autonomous...\Wait, excuse me for a second...\Uh, please forgive me! response:	I've just received some information on these new puppets from Ernesta Kuhne!
context: Well, let's see.\Most combat puppets are externally manipulated by humans,\but due to speed-of-response issues, they still can't defeat the Genestella.\I see, I see!\But I hear these particular puppets are autonomous...\Wait, excuse me for a second...\Uh, please forgive me!\I've just received some information on these new puppets from Ernesta Kuhne! response:	Well, talk about impeccable service!
context: Most combat puppets are externally manipulated by humans,\but due to speed-of-response issues, they still can't defeat the Genestella.\I see, I see!\But I hear these particular puppets are autonomous...\Wait, excuse me for a second...\Uh, please forgive me!\I've just received some information on these new puppets from Ernesta Kuhne!\Well, talk about impeccable service! response:	Well, it says here, This information is being released today, as of now.
context: but due to speed-of-response issues, they still can't defeat the Genestella.\I see, I see!\But I hear these particular puppets are autonomous...\Wait, excuse me for a second...\Uh, please forgive me!\I've just received some information on these new puppets from Ernesta Kuhne!\Well, talk about impeccable service!\Well, it says here, This information is being released today, as of now. response:	Why would you help out the enemy yourself?
context: I see, I see!\But I hear these particular puppets are autonomous...\Wait, excuse me for a second...\Uh, please forgive me!\I've just received some information on these new puppets from Ernesta Kuhne!\Well, talk about impeccable service!\Well, it says here, This information is being released today, as of now.\Why would you help out the enemy yourself? response:	Now, now.
context: But I hear these particular puppets are autonomous...\Wait, excuse me for a second...\Uh, please forgive me!\I've just received some information on these new puppets from Ernesta Kuhne!\Well, talk about impeccable service!\Well, it says here, This information is being released today, as of now.\Why would you help out the enemy yourself?\Now, now. response:	We're already getting preferential treatment thanks to the changes in the regulations.
context: Wait, excuse me for a second...\Uh, please forgive me!\I've just received some information on these new puppets from Ernesta Kuhne!\Well, talk about impeccable service!\Well, it says here, This information is being released today, as of now.\Why would you help out the enemy yourself?\Now, now.\We're already getting preferential treatment thanks to the changes in the regulations. response:	And I don't want anyone saying, We lost because we didn't get the memo!
context: Uh, please forgive me!\I've just received some information on these new puppets from Ernesta Kuhne!\Well, talk about impeccable service!\Well, it says here, This information is being released today, as of now.\Why would you help out the enemy yourself?\Now, now.\We're already getting preferential treatment thanks to the changes in the regulations.\And I don't want anyone saying, We lost because we didn't get the memo! response:	If we're defeated because of this, we'll lose everything.
context: I've just received some information on these new puppets from Ernesta Kuhne!\Well, talk about impeccable service!\Well, it says here, This information is being released today, as of now.\Why would you help out the enemy yourself?\Now, now.\We're already getting preferential treatment thanks to the changes in the regulations.\And I don't want anyone saying, We lost because we didn't get the memo!\If we're defeated because of this, we'll lose everything. response:	But there's no way we'll lose!
context: Well, talk about impeccable service!\Well, it says here, This information is being released today, as of now.\Why would you help out the enemy yourself?\Now, now.\We're already getting preferential treatment thanks to the changes in the regulations.\And I don't want anyone saying, We lost because we didn't get the memo!\If we're defeated because of this, we'll lose everything.\But there's no way we'll lose! response:	According to this information,
context: Well, it says here, This information is being released today, as of now.\Why would you help out the enemy yourself?\Now, now.\We're already getting preferential treatment thanks to the changes in the regulations.\And I don't want anyone saying, We lost because we didn't get the memo!\If we're defeated because of this, we'll lose everything.\But there's no way we'll lose!\According to this information, response:	the larger one's name is autonomous puppet mockup - AR-D, a.k.a. Aldy,
context: Why would you help out the enemy yourself?\Now, now.\We're already getting preferential treatment thanks to the changes in the regulations.\And I don't want anyone saying, We lost because we didn't get the memo!\If we're defeated because of this, we'll lose everything.\But there's no way we'll lose!\According to this information,\the larger one's name is autonomous puppet mockup - AR-D, a.k.a. Aldy, response:	and the female type is autonomous puppet mockup RM-C, a.k.a. Rimsy.
context: Now, now.\We're already getting preferential treatment thanks to the changes in the regulations.\And I don't want anyone saying, We lost because we didn't get the memo!\If we're defeated because of this, we'll lose everything.\But there's no way we'll lose!\According to this information,\the larger one's name is autonomous puppet mockup - AR-D, a.k.a. Aldy,\and the female type is autonomous puppet mockup RM-C, a.k.a. Rimsy. response:	Damn...
context: We're already getting preferential treatment thanks to the changes in the regulations.\And I don't want anyone saying, We lost because we didn't get the memo!\If we're defeated because of this, we'll lose everything.\But there's no way we'll lose!\According to this information,\the larger one's name is autonomous puppet mockup - AR-D, a.k.a. Aldy,\and the female type is autonomous puppet mockup RM-C, a.k.a. Rimsy.\Damn... response:	To use me, a Page One at Le Wolfe, as a spoiler...
context: And I don't want anyone saying, We lost because we didn't get the memo!\If we're defeated because of this, we'll lose everything.\But there's no way we'll lose!\According to this information,\the larger one's name is autonomous puppet mockup - AR-D, a.k.a. Aldy,\and the female type is autonomous puppet mockup RM-C, a.k.a. Rimsy.\Damn...\To use me, a Page One at Le Wolfe, as a spoiler... response:	What the hell is that Steering Committee thinking?
context: If we're defeated because of this, we'll lose everything.\But there's no way we'll lose!\According to this information,\the larger one's name is autonomous puppet mockup - AR-D, a.k.a. Aldy,\and the female type is autonomous puppet mockup RM-C, a.k.a. Rimsy.\Damn...\To use me, a Page One at Le Wolfe, as a spoiler...\What the hell is that Steering Committee thinking? response:	So, bro, what do you want to do?
context: But there's no way we'll lose!\According to this information,\the larger one's name is autonomous puppet mockup - AR-D, a.k.a. Aldy,\and the female type is autonomous puppet mockup RM-C, a.k.a. Rimsy.\Damn...\To use me, a Page One at Le Wolfe, as a spoiler...\What the hell is that Steering Committee thinking?\So, bro, what do you want to do? response:	What we always do, Gelt.
context: According to this information,\the larger one's name is autonomous puppet mockup - AR-D, a.k.a. Aldy,\and the female type is autonomous puppet mockup RM-C, a.k.a. Rimsy.\Damn...\To use me, a Page One at Le Wolfe, as a spoiler...\What the hell is that Steering Committee thinking?\So, bro, what do you want to do?\What we always do, Gelt. response:	For now, focus on backing me up.
context: the larger one's name is autonomous puppet mockup - AR-D, a.k.a. Aldy,\and the female type is autonomous puppet mockup RM-C, a.k.a. Rimsy.\Damn...\To use me, a Page One at Le Wolfe, as a spoiler...\What the hell is that Steering Committee thinking?\So, bro, what do you want to do?\What we always do, Gelt.\For now, focus on backing me up. response:	You humans there! Listen up!
context: and the female type is autonomous puppet mockup RM-C, a.k.a. Rimsy.\Damn...\To use me, a Page One at Le Wolfe, as a spoiler...\What the hell is that Steering Committee thinking?\So, bro, what do you want to do?\What we always do, Gelt.\For now, focus on backing me up.\You humans there! Listen up! response:	My true objective is not victory,
context: Damn...\To use me, a Page One at Le Wolfe, as a spoiler...\What the hell is that Steering Committee thinking?\So, bro, what do you want to do?\What we always do, Gelt.\For now, focus on backing me up.\You humans there! Listen up!\My true objective is not victory, response:	but to show you this dignity of mine, bestowed upon me by my master!
context: To use me, a Page One at Le Wolfe, as a spoiler...\What the hell is that Steering Committee thinking?\So, bro, what do you want to do?\What we always do, Gelt.\For now, focus on backing me up.\You humans there! Listen up!\My true objective is not victory,\but to show you this dignity of mine, bestowed upon me by my master! response:	I shall grant you one minute.
context: What the hell is that Steering Committee thinking?\So, bro, what do you want to do?\What we always do, Gelt.\For now, focus on backing me up.\You humans there! Listen up!\My true objective is not victory,\but to show you this dignity of mine, bestowed upon me by my master!\I shall grant you one minute. response:	During that time, I will not lift a finger.
context: So, bro, what do you want to do?\What we always do, Gelt.\For now, focus on backing me up.\You humans there! Listen up!\My true objective is not victory,\but to show you this dignity of mine, bestowed upon me by my master!\I shall grant you one minute.\During that time, I will not lift a finger. response:	Feel free to attack as you wish.
context: What we always do, Gelt.\For now, focus on backing me up.\You humans there! Listen up!\My true objective is not victory,\but to show you this dignity of mine, bestowed upon me by my master!\I shall grant you one minute.\During that time, I will not lift a finger.\Feel free to attack as you wish. response:	Nice idea, Aldy!
context: For now, focus on backing me up.\You humans there! Listen up!\My true objective is not victory,\but to show you this dignity of mine, bestowed upon me by my master!\I shall grant you one minute.\During that time, I will not lift a finger.\Feel free to attack as you wish.\Nice idea, Aldy! response:	I like it, I like it!
context: You humans there! Listen up!\My true objective is not victory,\but to show you this dignity of mine, bestowed upon me by my master!\I shall grant you one minute.\During that time, I will not lift a finger.\Feel free to attack as you wish.\Nice idea, Aldy!\I like it, I like it! response:	Now even they're acting like fools!
context: My true objective is not victory,\but to show you this dignity of mine, bestowed upon me by my master!\I shall grant you one minute.\During that time, I will not lift a finger.\Feel free to attack as you wish.\Nice idea, Aldy!\I like it, I like it!\Now even they're acting like fools! response:	You bastard!
context: but to show you this dignity of mine, bestowed upon me by my master!\I shall grant you one minute.\During that time, I will not lift a finger.\Feel free to attack as you wish.\Nice idea, Aldy!\I like it, I like it!\Now even they're acting like fools!\You bastard! response:	That hurt, you know, Rimsy.
context: I shall grant you one minute.\During that time, I will not lift a finger.\Feel free to attack as you wish.\Nice idea, Aldy!\I like it, I like it!\Now even they're acting like fools!\You bastard!\That hurt, you know, Rimsy. response:	Shut up.
context: During that time, I will not lift a finger.\Feel free to attack as you wish.\Nice idea, Aldy!\I like it, I like it!\Now even they're acting like fools!\You bastard!\That hurt, you know, Rimsy.\Shut up. response:	Seriously, you laggard of a feeble-minded, airhead piece of junk.
context: Feel free to attack as you wish.\Nice idea, Aldy!\I like it, I like it!\Now even they're acting like fools!\You bastard!\That hurt, you know, Rimsy.\Shut up.\Seriously, you laggard of a feeble-minded, airhead piece of junk. response:	You should head back to the lab right now and get some maintenance done.
context: Nice idea, Aldy!\I like it, I like it!\Now even they're acting like fools!\You bastard!\That hurt, you know, Rimsy.\Shut up.\Seriously, you laggard of a feeble-minded, airhead piece of junk.\You should head back to the lab right now and get some maintenance done. response:	And I mean on your head.
context: I like it, I like it!\Now even they're acting like fools!\You bastard!\That hurt, you know, Rimsy.\Shut up.\Seriously, you laggard of a feeble-minded, airhead piece of junk.\You should head back to the lab right now and get some maintenance done.\And I mean on your head. response:	Oh, but then you'd have to trouble our master,
context: Now even they're acting like fools!\You bastard!\That hurt, you know, Rimsy.\Shut up.\Seriously, you laggard of a feeble-minded, airhead piece of junk.\You should head back to the lab right now and get some maintenance done.\And I mean on your head.\Oh, but then you'd have to trouble our master, response:	so you should just break down for good right here.
context: You bastard!\That hurt, you know, Rimsy.\Shut up.\Seriously, you laggard of a feeble-minded, airhead piece of junk.\You should head back to the lab right now and get some maintenance done.\And I mean on your head.\Oh, but then you'd have to trouble our master,\so you should just break down for good right here. response:	So you say, Rimsy,
context: That hurt, you know, Rimsy.\Shut up.\Seriously, you laggard of a feeble-minded, airhead piece of junk.\You should head back to the lab right now and get some maintenance done.\And I mean on your head.\Oh, but then you'd have to trouble our master,\so you should just break down for good right here.\So you say, Rimsy, response:	but I just felt that in order to have the public realize how competent we are,
context: Shut up.\Seriously, you laggard of a feeble-minded, airhead piece of junk.\You should head back to the lab right now and get some maintenance done.\And I mean on your head.\Oh, but then you'd have to trouble our master,\so you should just break down for good right here.\So you say, Rimsy,\but I just felt that in order to have the public realize how competent we are, response:	we should put on, I don't know, some kind of performance.
context: Seriously, you laggard of a feeble-minded, airhead piece of junk.\You should head back to the lab right now and get some maintenance done.\And I mean on your head.\Oh, but then you'd have to trouble our master,\so you should just break down for good right here.\So you say, Rimsy,\but I just felt that in order to have the public realize how competent we are,\we should put on, I don't know, some kind of performance. response:	I agree that it's a wonderful idea to try to make our master's greatness known.
context: You should head back to the lab right now and get some maintenance done.\And I mean on your head.\Oh, but then you'd have to trouble our master,\so you should just break down for good right here.\So you say, Rimsy,\but I just felt that in order to have the public realize how competent we are,\we should put on, I don't know, some kind of performance.\I agree that it's a wonderful idea to try to make our master's greatness known. response:	Allow me to give you credit for that.
context: And I mean on your head.\Oh, but then you'd have to trouble our master,\so you should just break down for good right here.\So you say, Rimsy,\but I just felt that in order to have the public realize how competent we are,\we should put on, I don't know, some kind of performance.\I agree that it's a wonderful idea to try to make our master's greatness known.\Allow me to give you credit for that. response:	Don't you agree? Don't you agree?
context: Oh, but then you'd have to trouble our master,\so you should just break down for good right here.\So you say, Rimsy,\but I just felt that in order to have the public realize how competent we are,\we should put on, I don't know, some kind of performance.\I agree that it's a wonderful idea to try to make our master's greatness known.\Allow me to give you credit for that.\Don't you agree? Don't you agree? response:	But then why did you shoot me?
context: so you should just break down for good right here.\So you say, Rimsy,\but I just felt that in order to have the public realize how competent we are,\we should put on, I don't know, some kind of performance.\I agree that it's a wonderful idea to try to make our master's greatness known.\Allow me to give you credit for that.\Don't you agree? Don't you agree?\But then why did you shoot me? response:	Because I found you vaguely annoying.
context: So you say, Rimsy,\but I just felt that in order to have the public realize how competent we are,\we should put on, I don't know, some kind of performance.\I agree that it's a wonderful idea to try to make our master's greatness known.\Allow me to give you credit for that.\Don't you agree? Don't you agree?\But then why did you shoot me?\Because I found you vaguely annoying. response:	Then it can't be helped.
context: but I just felt that in order to have the public realize how competent we are,\we should put on, I don't know, some kind of performance.\I agree that it's a wonderful idea to try to make our master's greatness known.\Allow me to give you credit for that.\Don't you agree? Don't you agree?\But then why did you shoot me?\Because I found you vaguely annoying.\Then it can't be helped. response:	Now then, humans.
