context: Boy? response:	This can't be...
context: Thank you all...\We should be thanking you, Subaru-sama.\You actually moved me.\Don't bring it back up! It's embarrassing!\That just leaves...\We pulled off a surprise attack on the ones our location was leaked to.\If I messed up, I'll retire.\The map did a nice job showin' the way. response:	Then the mark on the map really was their base!
context: We should be thanking you, Subaru-sama.\You actually moved me.\Don't bring it back up! It's embarrassing!\That just leaves...\We pulled off a surprise attack on the ones our location was leaked to.\If I messed up, I'll retire.\The map did a nice job showin' the way.\Then the mark on the map really was their base! response:	I dunno if you'd call'em fastidious or high-strung, but it worked against'em.
context: You actually moved me.\Don't bring it back up! It's embarrassing!\That just leaves...\We pulled off a surprise attack on the ones our location was leaked to.\If I messed up, I'll retire.\The map did a nice job showin' the way.\Then the mark on the map really was their base!\I dunno if you'd call'em fastidious or high-strung, but it worked against'em. response:	And we got what we were after.
context: Don't bring it back up! It's embarrassing!\That just leaves...\We pulled off a surprise attack on the ones our location was leaked to.\If I messed up, I'll retire.\The map did a nice job showin' the way.\Then the mark on the map really was their base!\I dunno if you'd call'em fastidious or high-strung, but it worked against'em.\And we got what we were after. response:	This should shut down their communications network.
context: That just leaves...\We pulled off a surprise attack on the ones our location was leaked to.\If I messed up, I'll retire.\The map did a nice job showin' the way.\Then the mark on the map really was their base!\I dunno if you'd call'em fastidious or high-strung, but it worked against'em.\And we got what we were after.\This should shut down their communications network. response:	Hooray! We killed'em all!
context: We pulled off a surprise attack on the ones our location was leaked to.\If I messed up, I'll retire.\The map did a nice job showin' the way.\Then the mark on the map really was their base!\I dunno if you'd call'em fastidious or high-strung, but it worked against'em.\And we got what we were after.\This should shut down their communications network.\Hooray! We killed'em all! response:	Don't say that. It makes us sound awful.
context: If I messed up, I'll retire.\The map did a nice job showin' the way.\Then the mark on the map really was their base!\I dunno if you'd call'em fastidious or high-strung, but it worked against'em.\And we got what we were after.\This should shut down their communications network.\Hooray! We killed'em all!\Don't say that. It makes us sound awful. response:	We took a prisoner, too!
context: The map did a nice job showin' the way.\Then the mark on the map really was their base!\I dunno if you'd call'em fastidious or high-strung, but it worked against'em.\And we got what we were after.\This should shut down their communications network.\Hooray! We killed'em all!\Don't say that. It makes us sound awful.\We took a prisoner, too! response:	A prisoner?
context: Then the mark on the map really was their base!\I dunno if you'd call'em fastidious or high-strung, but it worked against'em.\And we got what we were after.\This should shut down their communications network.\Hooray! We killed'em all!\Don't say that. It makes us sound awful.\We took a prisoner, too!\A prisoner? response:	He isn't in the Witch's Cult...
context: I dunno if you'd call'em fastidious or high-strung, but it worked against'em.\And we got what we were after.\This should shut down their communications network.\Hooray! We killed'em all!\Don't say that. It makes us sound awful.\We took a prisoner, too!\A prisoner?\He isn't in the Witch's Cult... response:	I wondered why you hadn't shown up. You were caught?
context: And we got what we were after.\This should shut down their communications network.\Hooray! We killed'em all!\Don't say that. It makes us sound awful.\We took a prisoner, too!\A prisoner?\He isn't in the Witch's Cult...\I wondered why you hadn't shown up. You were caught? response:	I don't know who you are, but thanks for saving me.
context: This should shut down their communications network.\Hooray! We killed'em all!\Don't say that. It makes us sound awful.\We took a prisoner, too!\A prisoner?\He isn't in the Witch's Cult...\I wondered why you hadn't shown up. You were caught?\I don't know who you are, but thanks for saving me. response:	Actually, I'm really in no mood to say and mean that, damn it!
context: Hooray! We killed'em all!\Don't say that. It makes us sound awful.\We took a prisoner, too!\A prisoner?\He isn't in the Witch's Cult...\I wondered why you hadn't shown up. You were caught?\I don't know who you are, but thanks for saving me.\Actually, I'm really in no mood to say and mean that, damn it! response:	Everything is ready.
context: Don't say that. It makes us sound awful.\We took a prisoner, too!\A prisoner?\He isn't in the Witch's Cult...\I wondered why you hadn't shown up. You were caught?\I don't know who you are, but thanks for saving me.\Actually, I'm really in no mood to say and mean that, damn it!\Everything is ready. response:	Subaru, we can leave at any time.
context: We took a prisoner, too!\A prisoner?\He isn't in the Witch's Cult...\I wondered why you hadn't shown up. You were caught?\I don't know who you are, but thanks for saving me.\Actually, I'm really in no mood to say and mean that, damn it!\Everything is ready.\Subaru, we can leave at any time. response:	Let's do this, everyone.
context: A prisoner?\He isn't in the Witch's Cult...\I wondered why you hadn't shown up. You were caught?\I don't know who you are, but thanks for saving me.\Actually, I'm really in no mood to say and mean that, damn it!\Everything is ready.\Subaru, we can leave at any time.\Let's do this, everyone. response:	We'll begin as planned.
context: He isn't in the Witch's Cult...\I wondered why you hadn't shown up. You were caught?\I don't know who you are, but thanks for saving me.\Actually, I'm really in no mood to say and mean that, damn it!\Everything is ready.\Subaru, we can leave at any time.\Let's do this, everyone.\We'll begin as planned. response:	Now...
context: I wondered why you hadn't shown up. You were caught?\I don't know who you are, but thanks for saving me.\Actually, I'm really in no mood to say and mean that, damn it!\Everything is ready.\Subaru, we can leave at any time.\Let's do this, everyone.\We'll begin as planned.\Now... response:	This time, we'll finish it!
context: I don't know who you are, but thanks for saving me.\Actually, I'm really in no mood to say and mean that, damn it!\Everything is ready.\Subaru, we can leave at any time.\Let's do this, everyone.\We'll begin as planned.\Now...\This time, we'll finish it! response:	Let us show both Fate and Sloth what we can do!
context: Actually, I'm really in no mood to say and mean that, damn it!\Everything is ready.\Subaru, we can leave at any time.\Let's do this, everyone.\We'll begin as planned.\Now...\This time, we'll finish it!\Let us show both Fate and Sloth what we can do! response:	I've been waiting for you, believer in love.
context: Everything is ready.\Subaru, we can leave at any time.\Let's do this, everyone.\We'll begin as planned.\Now...\This time, we'll finish it!\Let us show both Fate and Sloth what we can do!\I've been waiting for you, believer in love. response:	I am a Sin Archbishop of the Witch's Cult, representing Sloth...
context: Subaru, we can leave at any time.\Let's do this, everyone.\We'll begin as planned.\Now...\This time, we'll finish it!\Let us show both Fate and Sloth what we can do!\I've been waiting for you, believer in love.\I am a Sin Archbishop of the Witch's Cult, representing Sloth... response:	Betelgeuse Romanee-Conti!
context: Let's do this, everyone.\We'll begin as planned.\Now...\This time, we'll finish it!\Let us show both Fate and Sloth what we can do!\I've been waiting for you, believer in love.\I am a Sin Archbishop of the Witch's Cult, representing Sloth...\Betelgeuse Romanee-Conti! response:	Pleasure to meet you, great Sin Archbishop.
context: We'll begin as planned.\Now...\This time, we'll finish it!\Let us show both Fate and Sloth what we can do!\I've been waiting for you, believer in love.\I am a Sin Archbishop of the Witch's Cult, representing Sloth...\Betelgeuse Romanee-Conti!\Pleasure to meet you, great Sin Archbishop. response:	If you could find it within you to add my body and soul to your fingers' ranks,
context: Now...\This time, we'll finish it!\Let us show both Fate and Sloth what we can do!\I've been waiting for you, believer in love.\I am a Sin Archbishop of the Witch's Cult, representing Sloth...\Betelgeuse Romanee-Conti!\Pleasure to meet you, great Sin Archbishop.\If you could find it within you to add my body and soul to your fingers' ranks, response:	carrying out the Ordeal, there would be no greater honor.
context: This time, we'll finish it!\Let us show both Fate and Sloth what we can do!\I've been waiting for you, believer in love.\I am a Sin Archbishop of the Witch's Cult, representing Sloth...\Betelgeuse Romanee-Conti!\Pleasure to meet you, great Sin Archbishop.\If you could find it within you to add my body and soul to your fingers' ranks,\carrying out the Ordeal, there would be no greater honor. response:	How wondrous, how vivacious your faith is!
context: Let us show both Fate and Sloth what we can do!\I've been waiting for you, believer in love.\I am a Sin Archbishop of the Witch's Cult, representing Sloth...\Betelgeuse Romanee-Conti!\Pleasure to meet you, great Sin Archbishop.\If you could find it within you to add my body and soul to your fingers' ranks,\carrying out the Ordeal, there would be no greater honor.\How wondrous, how vivacious your faith is! response:	To think there was such a devout believer.
context: I've been waiting for you, believer in love.\I am a Sin Archbishop of the Witch's Cult, representing Sloth...\Betelgeuse Romanee-Conti!\Pleasure to meet you, great Sin Archbishop.\If you could find it within you to add my body and soul to your fingers' ranks,\carrying out the Ordeal, there would be no greater honor.\How wondrous, how vivacious your faith is!\To think there was such a devout believer. response:	Please forgive my sloth, for failing to find him.
context: I am a Sin Archbishop of the Witch's Cult, representing Sloth...\Betelgeuse Romanee-Conti!\Pleasure to meet you, great Sin Archbishop.\If you could find it within you to add my body and soul to your fingers' ranks,\carrying out the Ordeal, there would be no greater honor.\How wondrous, how vivacious your faith is!\To think there was such a devout believer.\Please forgive my sloth, for failing to find him. response:	Forgive me! Forgive me! Forgive me! Forgive me! Forgive me!
context: Betelgeuse Romanee-Conti!\Pleasure to meet you, great Sin Archbishop.\If you could find it within you to add my body and soul to your fingers' ranks,\carrying out the Ordeal, there would be no greater honor.\How wondrous, how vivacious your faith is!\To think there was such a devout believer.\Please forgive my sloth, for failing to find him.\Forgive me! Forgive me! Forgive me! Forgive me! Forgive me! response:	Please stop, Archbishop.
context: Pleasure to meet you, great Sin Archbishop.\If you could find it within you to add my body and soul to your fingers' ranks,\carrying out the Ordeal, there would be no greater honor.\How wondrous, how vivacious your faith is!\To think there was such a devout believer.\Please forgive my sloth, for failing to find him.\Forgive me! Forgive me! Forgive me! Forgive me! Forgive me!\Please stop, Archbishop. response:	Ah... But, but, but...
context: If you could find it within you to add my body and soul to your fingers' ranks,\carrying out the Ordeal, there would be no greater honor.\How wondrous, how vivacious your faith is!\To think there was such a devout believer.\Please forgive my sloth, for failing to find him.\Forgive me! Forgive me! Forgive me! Forgive me! Forgive me!\Please stop, Archbishop.\Ah... But, but, but... response:	I have no way to atone for my sloth and foolishness but by punishment.
context: carrying out the Ordeal, there would be no greater honor.\How wondrous, how vivacious your faith is!\To think there was such a devout believer.\Please forgive my sloth, for failing to find him.\Forgive me! Forgive me! Forgive me! Forgive me! Forgive me!\Please stop, Archbishop.\Ah... But, but, but...\I have no way to atone for my sloth and foolishness but by punishment. response:	That's not true.
context: How wondrous, how vivacious your faith is!\To think there was such a devout believer.\Please forgive my sloth, for failing to find him.\Forgive me! Forgive me! Forgive me! Forgive me! Forgive me!\Please stop, Archbishop.\Ah... But, but, but...\I have no way to atone for my sloth and foolishness but by punishment.\That's not true. response:	The witch wouldn't want to see her beloved believer in pain.
context: To think there was such a devout believer.\Please forgive my sloth, for failing to find him.\Forgive me! Forgive me! Forgive me! Forgive me! Forgive me!\Please stop, Archbishop.\Ah... But, but, but...\I have no way to atone for my sloth and foolishness but by punishment.\That's not true.\The witch wouldn't want to see her beloved believer in pain. response:	She would be happier to see you carry out the Ordeal!
context: Please forgive my sloth, for failing to find him.\Forgive me! Forgive me! Forgive me! Forgive me! Forgive me!\Please stop, Archbishop.\Ah... But, but, but...\I have no way to atone for my sloth and foolishness but by punishment.\That's not true.\The witch wouldn't want to see her beloved believer in pain.\She would be happier to see you carry out the Ordeal! response:	You are exactly right...
context: Forgive me! Forgive me! Forgive me! Forgive me! Forgive me!\Please stop, Archbishop.\Ah... But, but, but...\I have no way to atone for my sloth and foolishness but by punishment.\That's not true.\The witch wouldn't want to see her beloved believer in pain.\She would be happier to see you carry out the Ordeal!\You are exactly right... response:	Yes, the Ordeal.
context: Please stop, Archbishop.\Ah... But, but, but...\I have no way to atone for my sloth and foolishness but by punishment.\That's not true.\The witch wouldn't want to see her beloved believer in pain.\She would be happier to see you carry out the Ordeal!\You are exactly right...\Yes, the Ordeal. response:	What she needs from me now is the Ordeal!
context: Ah... But, but, but...\I have no way to atone for my sloth and foolishness but by punishment.\That's not true.\The witch wouldn't want to see her beloved believer in pain.\She would be happier to see you carry out the Ordeal!\You are exactly right...\Yes, the Ordeal.\What she needs from me now is the Ordeal! response:	Your words have opened my eyes.
context: I have no way to atone for my sloth and foolishness but by punishment.\That's not true.\The witch wouldn't want to see her beloved believer in pain.\She would be happier to see you carry out the Ordeal!\You are exactly right...\Yes, the Ordeal.\What she needs from me now is the Ordeal!\Your words have opened my eyes. response:	Thank you! Thank you!
context: That's not true.\The witch wouldn't want to see her beloved believer in pain.\She would be happier to see you carry out the Ordeal!\You are exactly right...\Yes, the Ordeal.\What she needs from me now is the Ordeal!\Your words have opened my eyes.\Thank you! Thank you! response:	With this Ordeal, we must test her...
context: The witch wouldn't want to see her beloved believer in pain.\She would be happier to see you carry out the Ordeal!\You are exactly right...\Yes, the Ordeal.\What she needs from me now is the Ordeal!\Your words have opened my eyes.\Thank you! Thank you!\With this Ordeal, we must test her... response:	To learn if this half-devil is a worthy vessel,
context: She would be happier to see you carry out the Ordeal!\You are exactly right...\Yes, the Ordeal.\What she needs from me now is the Ordeal!\Your words have opened my eyes.\Thank you! Thank you!\With this Ordeal, we must test her...\To learn if this half-devil is a worthy vessel, response:	if she is worthy to put the witch into.
context: You are exactly right...\Yes, the Ordeal.\What she needs from me now is the Ordeal!\Your words have opened my eyes.\Thank you! Thank you!\With this Ordeal, we must test her...\To learn if this half-devil is a worthy vessel,\if she is worthy to put the witch into. response:	Put the witch into? Vessel?
context: Yes, the Ordeal.\What she needs from me now is the Ordeal!\Your words have opened my eyes.\Thank you! Thank you!\With this Ordeal, we must test her...\To learn if this half-devil is a worthy vessel,\if she is worthy to put the witch into.\Put the witch into? Vessel? response:	If she is, the witch will possess her. If not, reject her.
context: What she needs from me now is the Ordeal!\Your words have opened my eyes.\Thank you! Thank you!\With this Ordeal, we must test her...\To learn if this half-devil is a worthy vessel,\if she is worthy to put the witch into.\Put the witch into? Vessel?\If she is, the witch will possess her. If not, reject her. response:	If she proves an unworthy vessel for the witch,
context: Your words have opened my eyes.\Thank you! Thank you!\With this Ordeal, we must test her...\To learn if this half-devil is a worthy vessel,\if she is worthy to put the witch into.\Put the witch into? Vessel?\If she is, the witch will possess her. If not, reject her.\If she proves an unworthy vessel for the witch, response:	then the witch will be reborn into this world on the coming fated day...
context: Thank you! Thank you!\With this Ordeal, we must test her...\To learn if this half-devil is a worthy vessel,\if she is worthy to put the witch into.\Put the witch into? Vessel?\If she is, the witch will possess her. If not, reject her.\If she proves an unworthy vessel for the witch,\then the witch will be reborn into this world on the coming fated day... response:	You're saying Emilia is secondary, without intrinsic value, to you?
context: With this Ordeal, we must test her...\To learn if this half-devil is a worthy vessel,\if she is worthy to put the witch into.\Put the witch into? Vessel?\If she is, the witch will possess her. If not, reject her.\If she proves an unworthy vessel for the witch,\then the witch will be reborn into this world on the coming fated day...\You're saying Emilia is secondary, without intrinsic value, to you? response:	You monster...
context: To learn if this half-devil is a worthy vessel,\if she is worthy to put the witch into.\Put the witch into? Vessel?\If she is, the witch will possess her. If not, reject her.\If she proves an unworthy vessel for the witch,\then the witch will be reborn into this world on the coming fated day...\You're saying Emilia is secondary, without intrinsic value, to you?\You monster... response:	The words inscribed in the Gospel tell of her love.
context: if she is worthy to put the witch into.\Put the witch into? Vessel?\If she is, the witch will possess her. If not, reject her.\If she proves an unworthy vessel for the witch,\then the witch will be reborn into this world on the coming fated day...\You're saying Emilia is secondary, without intrinsic value, to you?\You monster...\The words inscribed in the Gospel tell of her love. response:	All of it guides my path!
context: Put the witch into? Vessel?\If she is, the witch will possess her. If not, reject her.\If she proves an unworthy vessel for the witch,\then the witch will be reborn into this world on the coming fated day...\You're saying Emilia is secondary, without intrinsic value, to you?\You monster...\The words inscribed in the Gospel tell of her love.\All of it guides my path! response:	Show me your Gospel.
context: If she is, the witch will possess her. If not, reject her.\If she proves an unworthy vessel for the witch,\then the witch will be reborn into this world on the coming fated day...\You're saying Emilia is secondary, without intrinsic value, to you?\You monster...\The words inscribed in the Gospel tell of her love.\All of it guides my path!\Show me your Gospel. response:	What is that?
context: If she proves an unworthy vessel for the witch,\then the witch will be reborn into this world on the coming fated day...\You're saying Emilia is secondary, without intrinsic value, to you?\You monster...\The words inscribed in the Gospel tell of her love.\All of it guides my path!\Show me your Gospel.\What is that? response:	Just what it looks like. A metia, Archbishop.
context: then the witch will be reborn into this world on the coming fated day...\You're saying Emilia is secondary, without intrinsic value, to you?\You monster...\The words inscribed in the Gospel tell of her love.\All of it guides my path!\Show me your Gospel.\What is that?\Just what it looks like. A metia, Archbishop. response:	Oh, I see him! I see him!
context: You're saying Emilia is secondary, without intrinsic value, to you?\You monster...\The words inscribed in the Gospel tell of her love.\All of it guides my path!\Show me your Gospel.\What is that?\Just what it looks like. A metia, Archbishop.\Oh, I see him! I see him! response:	His face looks just as scary as I'd heard!
context: You monster...\The words inscribed in the Gospel tell of her love.\All of it guides my path!\Show me your Gospel.\What is that?\Just what it looks like. A metia, Archbishop.\Oh, I see him! I see him!\His face looks just as scary as I'd heard! response:	Exactly who are you?
context: The words inscribed in the Gospel tell of her love.\All of it guides my path!\Show me your Gospel.\What is that?\Just what it looks like. A metia, Archbishop.\Oh, I see him! I see him!\His face looks just as scary as I'd heard!\Exactly who are you? response:	No! What are you?
context: All of it guides my path!\Show me your Gospel.\What is that?\Just what it looks like. A metia, Archbishop.\Oh, I see him! I see him!\His face looks just as scary as I'd heard!\Exactly who are you?\No! What are you? response:	Now, then... Tora, Tora, Tora.
context: Show me your Gospel.\What is that?\Just what it looks like. A metia, Archbishop.\Oh, I see him! I see him!\His face looks just as scary as I'd heard!\Exactly who are you?\No! What are you?\Now, then... Tora, Tora, Tora. response:	Our surprise attack is a success!
context: What is that?\Just what it looks like. A metia, Archbishop.\Oh, I see him! I see him!\His face looks just as scary as I'd heard!\Exactly who are you?\No! What are you?\Now, then... Tora, Tora, Tora.\Our surprise attack is a success! response:	What? Surprise attack... Surprise attack...
context: Just what it looks like. A metia, Archbishop.\Oh, I see him! I see him!\His face looks just as scary as I'd heard!\Exactly who are you?\No! What are you?\Now, then... Tora, Tora, Tora.\Our surprise attack is a success!\What? Surprise attack... Surprise attack... response:	Then, what do you think of this?!
context: Oh, I see him! I see him!\His face looks just as scary as I'd heard!\Exactly who are you?\No! What are you?\Now, then... Tora, Tora, Tora.\Our surprise attack is a success!\What? Surprise attack... Surprise attack...\Then, what do you think of this?! response:	How? How can you see my Authority?
context: His face looks just as scary as I'd heard!\Exactly who are you?\No! What are you?\Now, then... Tora, Tora, Tora.\Our surprise attack is a success!\What? Surprise attack... Surprise attack...\Then, what do you think of this?!\How? How can you see my Authority? response:	Who knows?
context: Exactly who are you?\No! What are you?\Now, then... Tora, Tora, Tora.\Our surprise attack is a success!\What? Surprise attack... Surprise attack...\Then, what do you think of this?!\How? How can you see my Authority?\Who knows? response:	Ask the witch that left her scent all over me.
context: No! What are you?\Now, then... Tora, Tora, Tora.\Our surprise attack is a success!\What? Surprise attack... Surprise attack...\Then, what do you think of this?!\How? How can you see my Authority?\Who knows?\Ask the witch that left her scent all over me. response:	Oh, that's right.
context: Now, then... Tora, Tora, Tora.\Our surprise attack is a success!\What? Surprise attack... Surprise attack...\Then, what do you think of this?!\How? How can you see my Authority?\Who knows?\Ask the witch that left her scent all over me.\Oh, that's right. response:	Unlike me, you haven't received the pass that lets you meet the witch anytime.
context: Our surprise attack is a success!\What? Surprise attack... Surprise attack...\Then, what do you think of this?!\How? How can you see my Authority?\Who knows?\Ask the witch that left her scent all over me.\Oh, that's right.\Unlike me, you haven't received the pass that lets you meet the witch anytime. response:	What do you mean?
context: What? Surprise attack... Surprise attack...\Then, what do you think of this?!\How? How can you see my Authority?\Who knows?\Ask the witch that left her scent all over me.\Oh, that's right.\Unlike me, you haven't received the pass that lets you meet the witch anytime.\What do you mean? response:	How dare you speak as though you are intimate with the witch?
context: Then, what do you think of this?!\How? How can you see my Authority?\Who knows?\Ask the witch that left her scent all over me.\Oh, that's right.\Unlike me, you haven't received the pass that lets you meet the witch anytime.\What do you mean?\How dare you speak as though you are intimate with the witch? response:	We're so close, she's grabbed my heart.
context: How? How can you see my Authority?\Who knows?\Ask the witch that left her scent all over me.\Oh, that's right.\Unlike me, you haven't received the pass that lets you meet the witch anytime.\What do you mean?\How dare you speak as though you are intimate with the witch?\We're so close, she's grabbed my heart. response:	Literally...
context: Who knows?\Ask the witch that left her scent all over me.\Oh, that's right.\Unlike me, you haven't received the pass that lets you meet the witch anytime.\What do you mean?\How dare you speak as though you are intimate with the witch?\We're so close, she's grabbed my heart.\Literally... response:	I-Inconceivable!
context: Ask the witch that left her scent all over me.\Oh, that's right.\Unlike me, you haven't received the pass that lets you meet the witch anytime.\What do you mean?\How dare you speak as though you are intimate with the witch?\We're so close, she's grabbed my heart.\Literally...\I-Inconceivable! response:	That cannot be!
context: Oh, that's right.\Unlike me, you haven't received the pass that lets you meet the witch anytime.\What do you mean?\How dare you speak as though you are intimate with the witch?\We're so close, she's grabbed my heart.\Literally...\I-Inconceivable!\That cannot be! response:	Let's go, Patrasche!
context: Unlike me, you haven't received the pass that lets you meet the witch anytime.\What do you mean?\How dare you speak as though you are intimate with the witch?\We're so close, she's grabbed my heart.\Literally...\I-Inconceivable!\That cannot be!\Let's go, Patrasche! response:	Do not presume you can escape.
context: What do you mean?\How dare you speak as though you are intimate with the witch?\We're so close, she's grabbed my heart.\Literally...\I-Inconceivable!\That cannot be!\Let's go, Patrasche!\Do not presume you can escape. response:	Here he comes, here he comes, here he comes!
context: How dare you speak as though you are intimate with the witch?\We're so close, she's grabbed my heart.\Literally...\I-Inconceivable!\That cannot be!\Let's go, Patrasche!\Do not presume you can escape.\Here he comes, here he comes, here he comes! response:	He's coming, he's coming, he's coming!
context: We're so close, she's grabbed my heart.\Literally...\I-Inconceivable!\That cannot be!\Let's go, Patrasche!\Do not presume you can escape.\Here he comes, here he comes, here he comes!\He's coming, he's coming, he's coming! response:	Keep it up, Patrasche!
context: Literally...\I-Inconceivable!\That cannot be!\Let's go, Patrasche!\Do not presume you can escape.\Here he comes, here he comes, here he comes!\He's coming, he's coming, he's coming!\Keep it up, Patrasche! response:	Futile! Impossible!
context: I-Inconceivable!\That cannot be!\Let's go, Patrasche!\Do not presume you can escape.\Here he comes, here he comes, here he comes!\He's coming, he's coming, he's coming!\Keep it up, Patrasche!\Futile! Impossible! response:	Vanish in the face of my diligence!
context: That cannot be!\Let's go, Patrasche!\Do not presume you can escape.\Here he comes, here he comes, here he comes!\He's coming, he's coming, he's coming!\Keep it up, Patrasche!\Futile! Impossible!\Vanish in the face of my diligence! response:	Sorry to always rely on you...
context: Let's go, Patrasche!\Do not presume you can escape.\Here he comes, here he comes, here he comes!\He's coming, he's coming, he's coming!\Keep it up, Patrasche!\Futile! Impossible!\Vanish in the face of my diligence!\Sorry to always rely on you... response:	You're the best, Patrasche!
context: Do not presume you can escape.\Here he comes, here he comes, here he comes!\He's coming, he's coming, he's coming!\Keep it up, Patrasche!\Futile! Impossible!\Vanish in the face of my diligence!\Sorry to always rely on you...\You're the best, Patrasche! response:	But... But, but, but...
context: Here he comes, here he comes, here he comes!\He's coming, he's coming, he's coming!\Keep it up, Patrasche!\Futile! Impossible!\Vanish in the face of my diligence!\Sorry to always rely on you...\You're the best, Patrasche!\But... But, but, but... response:	But!
context: He's coming, he's coming, he's coming!\Keep it up, Patrasche!\Futile! Impossible!\Vanish in the face of my diligence!\Sorry to always rely on you...\You're the best, Patrasche!\But... But, but, but...\But! response:	This is the end, the end!
context: Keep it up, Patrasche!\Futile! Impossible!\Vanish in the face of my diligence!\Sorry to always rely on you...\You're the best, Patrasche!\But... But, but, but...\But!\This is the end, the end! response:	You guys...
context: Futile! Impossible!\Vanish in the face of my diligence!\Sorry to always rely on you...\You're the best, Patrasche!\But... But, but, but...\But!\This is the end, the end!\You guys... response:	You almost caught me in that!
context: Vanish in the face of my diligence!\Sorry to always rely on you...\You're the best, Patrasche!\But... But, but, but...\But!\This is the end, the end!\You guys...\You almost caught me in that! response:	Thanks, though. I thought I was a goner.
context: Sorry to always rely on you...\You're the best, Patrasche!\But... But, but, but...\But!\This is the end, the end!\You guys...\You almost caught me in that!\Thanks, though. I thought I was a goner. response:	Is that man in the sky the Sin Archbishop?
context: You're the best, Patrasche!\But... But, but, but...\But!\This is the end, the end!\You guys...\You almost caught me in that!\Thanks, though. I thought I was a goner.\Is that man in the sky the Sin Archbishop? response:	Yikes! What the heck is that?!
context: But... But, but, but...\But!\This is the end, the end!\You guys...\You almost caught me in that!\Thanks, though. I thought I was a goner.\Is that man in the sky the Sin Archbishop?\Yikes! What the heck is that?! response:	There's a man flying, all balled up! Wow!
context: But!\This is the end, the end!\You guys...\You almost caught me in that!\Thanks, though. I thought I was a goner.\Is that man in the sky the Sin Archbishop?\Yikes! What the heck is that?!\There's a man flying, all balled up! Wow! response:	I've never seen anything so creepy in flight.
context: This is the end, the end!\You guys...\You almost caught me in that!\Thanks, though. I thought I was a goner.\Is that man in the sky the Sin Archbishop?\Yikes! What the heck is that?!\There's a man flying, all balled up! Wow!\I've never seen anything so creepy in flight. response:	That's how it looks to you guys?
context: You guys...\You almost caught me in that!\Thanks, though. I thought I was a goner.\Is that man in the sky the Sin Archbishop?\Yikes! What the heck is that?!\There's a man flying, all balled up! Wow!\I've never seen anything so creepy in flight.\That's how it looks to you guys? response:	Either way, leave him to me.
context: You almost caught me in that!\Thanks, though. I thought I was a goner.\Is that man in the sky the Sin Archbishop?\Yikes! What the heck is that?!\There's a man flying, all balled up! Wow!\I've never seen anything so creepy in flight.\That's how it looks to you guys?\Either way, leave him to me. response:	Watch the rear, like we planned!
context: Thanks, though. I thought I was a goner.\Is that man in the sky the Sin Archbishop?\Yikes! What the heck is that?!\There's a man flying, all balled up! Wow!\I've never seen anything so creepy in flight.\That's how it looks to you guys?\Either way, leave him to me.\Watch the rear, like we planned! response:	Got it! You heard him, Sis!
context: Is that man in the sky the Sin Archbishop?\Yikes! What the heck is that?!\There's a man flying, all balled up! Wow!\I've never seen anything so creepy in flight.\That's how it looks to you guys?\Either way, leave him to me.\Watch the rear, like we planned!\Got it! You heard him, Sis! response:	Aye-aye! Hey, Bro.
context: Yikes! What the heck is that?!\There's a man flying, all balled up! Wow!\I've never seen anything so creepy in flight.\That's how it looks to you guys?\Either way, leave him to me.\Watch the rear, like we planned!\Got it! You heard him, Sis!\Aye-aye! Hey, Bro. response:	Beat him now, and you'll look awesome!
context: There's a man flying, all balled up! Wow!\I've never seen anything so creepy in flight.\That's how it looks to you guys?\Either way, leave him to me.\Watch the rear, like we planned!\Got it! You heard him, Sis!\Aye-aye! Hey, Bro.\Beat him now, and you'll look awesome! response:	Yeah, I got this!
context: I've never seen anything so creepy in flight.\That's how it looks to you guys?\Either way, leave him to me.\Watch the rear, like we planned!\Got it! You heard him, Sis!\Aye-aye! Hey, Bro.\Beat him now, and you'll look awesome!\Yeah, I got this! response:	Bring it on, Archbishop!
context: That's how it looks to you guys?\Either way, leave him to me.\Watch the rear, like we planned!\Got it! You heard him, Sis!\Aye-aye! Hey, Bro.\Beat him now, and you'll look awesome!\Yeah, I got this!\Bring it on, Archbishop! response:	What...
context: Either way, leave him to me.\Watch the rear, like we planned!\Got it! You heard him, Sis!\Aye-aye! Hey, Bro.\Beat him now, and you'll look awesome!\Yeah, I got this!\Bring it on, Archbishop!\What... response:	Just what... What are you?!
context: Watch the rear, like we planned!\Got it! You heard him, Sis!\Aye-aye! Hey, Bro.\Beat him now, and you'll look awesome!\Yeah, I got this!\Bring it on, Archbishop!\What...\Just what... What are you?! response:	That cannot be.
context: Got it! You heard him, Sis!\Aye-aye! Hey, Bro.\Beat him now, and you'll look awesome!\Yeah, I got this!\Bring it on, Archbishop!\What...\Just what... What are you?!\That cannot be. response:	None of this is in the Gospel, in the guide to my destiny!
context: Aye-aye! Hey, Bro.\Beat him now, and you'll look awesome!\Yeah, I got this!\Bring it on, Archbishop!\What...\Just what... What are you?!\That cannot be.\None of this is in the Gospel, in the guide to my destiny! response:	What... Just what are you?
context: Beat him now, and you'll look awesome!\Yeah, I got this!\Bring it on, Archbishop!\What...\Just what... What are you?!\That cannot be.\None of this is in the Gospel, in the guide to my destiny!\What... Just what are you? response:	You've asked that four times.
context: Yeah, I got this!\Bring it on, Archbishop!\What...\Just what... What are you?!\That cannot be.\None of this is in the Gospel, in the guide to my destiny!\What... Just what are you?\You've asked that four times. response:	If we're talking nightmares, I've had far more than you.
