context: Ragna-mail connector, purge. response:	Deploy pressure barriers.
context: We have to live...\With the lives Momoka protected for us.\I've been waiting for you!\Today's menu is smoked river fish, berry and mushroom potage,\brawn with crimson glory vine sauce.\I highly recommend this potage.\It was left to stew for about twelve hours.\Twelve hours... response:	Wh-Why's Momoka...
context: With the lives Momoka protected for us.\I've been waiting for you!\Today's menu is smoked river fish, berry and mushroom potage,\brawn with crimson glory vine sauce.\I highly recommend this potage.\It was left to stew for about twelve hours.\Twelve hours...\Wh-Why's Momoka... response:	It's all thanks to this frying pan.
context: I've been waiting for you!\Today's menu is smoked river fish, berry and mushroom potage,\brawn with crimson glory vine sauce.\I highly recommend this potage.\It was left to stew for about twelve hours.\Twelve hours...\Wh-Why's Momoka...\It's all thanks to this frying pan. response:	You sure are my top maid.
context: Today's menu is smoked river fish, berry and mushroom potage,\brawn with crimson glory vine sauce.\I highly recommend this potage.\It was left to stew for about twelve hours.\Twelve hours...\Wh-Why's Momoka...\It's all thanks to this frying pan.\You sure are my top maid. response:	Yes, Angelise-sama.
context: brawn with crimson glory vine sauce.\I highly recommend this potage.\It was left to stew for about twelve hours.\Twelve hours...\Wh-Why's Momoka...\It's all thanks to this frying pan.\You sure are my top maid.\Yes, Angelise-sama. response:	Oh, Princess.
context: I highly recommend this potage.\It was left to stew for about twelve hours.\Twelve hours...\Wh-Why's Momoka...\It's all thanks to this frying pan.\You sure are my top maid.\Yes, Angelise-sama.\Oh, Princess. response:	I can't use Mana anymore.
context: It was left to stew for about twelve hours.\Twelve hours...\Wh-Why's Momoka...\It's all thanks to this frying pan.\You sure are my top maid.\Yes, Angelise-sama.\Oh, Princess.\I can't use Mana anymore. response:	What is that?
context: Twelve hours...\Wh-Why's Momoka...\It's all thanks to this frying pan.\You sure are my top maid.\Yes, Angelise-sama.\Oh, Princess.\I can't use Mana anymore.\What is that? response:	Embryo's beginning the destruction and recreation of the world.
context: Wh-Why's Momoka...\It's all thanks to this frying pan.\You sure are my top maid.\Yes, Angelise-sama.\Oh, Princess.\I can't use Mana anymore.\What is that?\Embryo's beginning the destruction and recreation of the world. response:	What's this?
context: It's all thanks to this frying pan.\You sure are my top maid.\Yes, Angelise-sama.\Oh, Princess.\I can't use Mana anymore.\What is that?\Embryo's beginning the destruction and recreation of the world.\What's this? response:	It's Mom's machine.
context: You sure are my top maid.\Yes, Angelise-sama.\Oh, Princess.\I can't use Mana anymore.\What is that?\Embryo's beginning the destruction and recreation of the world.\What's this?\It's Mom's machine. response:	Let's go, Ange.
context: Yes, Angelise-sama.\Oh, Princess.\I can't use Mana anymore.\What is that?\Embryo's beginning the destruction and recreation of the world.\What's this?\It's Mom's machine.\Let's go, Ange. response:	First, we have to retrieve the Villkiss.
context: Oh, Princess.\I can't use Mana anymore.\What is that?\Embryo's beginning the destruction and recreation of the world.\What's this?\It's Mom's machine.\Let's go, Ange.\First, we have to retrieve the Villkiss. response:	I don't think that'll be necessary.
context: I can't use Mana anymore.\What is that?\Embryo's beginning the destruction and recreation of the world.\What's this?\It's Mom's machine.\Let's go, Ange.\First, we have to retrieve the Villkiss.\I don't think that'll be necessary. response:	Come, Villkiss.
context: What is that?\Embryo's beginning the destruction and recreation of the world.\What's this?\It's Mom's machine.\Let's go, Ange.\First, we have to retrieve the Villkiss.\I don't think that'll be necessary.\Come, Villkiss. response:	Let's go.
context: Embryo's beginning the destruction and recreation of the world.\What's this?\It's Mom's machine.\Let's go, Ange.\First, we have to retrieve the Villkiss.\I don't think that'll be necessary.\Come, Villkiss.\Let's go. response:	Next Episode
context: What's this?\It's Mom's machine.\Let's go, Ange.\First, we have to retrieve the Villkiss.\I don't think that'll be necessary.\Come, Villkiss.\Let's go.\Next Episode response:	I'm back, Ange!
context: It's Mom's machine.\Let's go, Ange.\First, we have to retrieve the Villkiss.\I don't think that'll be necessary.\Come, Villkiss.\Let's go.\Next Episode\I'm back, Ange! response:	You changed into flameproof clothing at the exact instant the explosion happened?!
context: Let's go, Ange.\First, we have to retrieve the Villkiss.\I don't think that'll be necessary.\Come, Villkiss.\Let's go.\Next Episode\I'm back, Ange!\You changed into flameproof clothing at the exact instant the explosion happened?! response:	That's such a convenient plot twist!
context: First, we have to retrieve the Villkiss.\I don't think that'll be necessary.\Come, Villkiss.\Let's go.\Next Episode\I'm back, Ange!\You changed into flameproof clothing at the exact instant the explosion happened?!\That's such a convenient plot twist! response:	Whatever, I'm a convenient person!
context: I don't think that'll be necessary.\Come, Villkiss.\Let's go.\Next Episode\I'm back, Ange!\You changed into flameproof clothing at the exact instant the explosion happened?!\That's such a convenient plot twist!\Whatever, I'm a convenient person! response:	The Warped World
context: Come, Villkiss.\Let's go.\Next Episode\I'm back, Ange!\You changed into flameproof clothing at the exact instant the explosion happened?!\That's such a convenient plot twist!\Whatever, I'm a convenient person!\The Warped World response:	You really were a ninja.
