context: H! response:	O?!
context: Hey, hey, I'll do it.\Hey, come on.\That's dangerous!\Don't worry.\What am I not supposed to worry about?\Professor, wai -\Hot!\Hot! Hot! Hot! response:	Are you all right, Sakamoto-san?
context: Hey, come on.\That's dangerous!\Don't worry.\What am I not supposed to worry about?\Professor, wai -\Hot!\Hot! Hot! Hot!\Are you all right, Sakamoto-san? response:	What the heck are you guys doing?!
context: That's dangerous!\Don't worry.\What am I not supposed to worry about?\Professor, wai -\Hot!\Hot! Hot! Hot!\Are you all right, Sakamoto-san?\What the heck are you guys doing?! response:	I'm sorry!
context: Don't worry.\What am I not supposed to worry about?\Professor, wai -\Hot!\Hot! Hot! Hot!\Are you all right, Sakamoto-san?\What the heck are you guys doing?!\I'm sorry! response:	You're so helpless, Sakamoto, walking around there.
context: What am I not supposed to worry about?\Professor, wai -\Hot!\Hot! Hot! Hot!\Are you all right, Sakamoto-san?\What the heck are you guys doing?!\I'm sorry!\You're so helpless, Sakamoto, walking around there. response:	There's nothing helpless about that!
context: Professor, wai -\Hot!\Hot! Hot! Hot!\Are you all right, Sakamoto-san?\What the heck are you guys doing?!\I'm sorry!\You're so helpless, Sakamoto, walking around there.\There's nothing helpless about that! response:	Stop messing around!
context: Hot!\Hot! Hot! Hot!\Are you all right, Sakamoto-san?\What the heck are you guys doing?!\I'm sorry!\You're so helpless, Sakamoto, walking around there.\There's nothing helpless about that!\Stop messing around! response:	Come on, Sakamoto.
context: Hot! Hot! Hot!\Are you all right, Sakamoto-san?\What the heck are you guys doing?!\I'm sorry!\You're so helpless, Sakamoto, walking around there.\There's nothing helpless about that!\Stop messing around!\Come on, Sakamoto. response:	It's nothing to get mad at.
context: Are you all right, Sakamoto-san?\What the heck are you guys doing?!\I'm sorry!\You're so helpless, Sakamoto, walking around there.\There's nothing helpless about that!\Stop messing around!\Come on, Sakamoto.\It's nothing to get mad at. response:	I don't understand what you're trying to imply!
context: What the heck are you guys doing?!\I'm sorry!\You're so helpless, Sakamoto, walking around there.\There's nothing helpless about that!\Stop messing around!\Come on, Sakamoto.\It's nothing to get mad at.\I don't understand what you're trying to imply! response:	Well, I guess I'll start over.
context: I'm sorry!\You're so helpless, Sakamoto, walking around there.\There's nothing helpless about that!\Stop messing around!\Come on, Sakamoto.\It's nothing to get mad at.\I don't understand what you're trying to imply!\Well, I guess I'll start over. response:	Oh, then I'll make it.
context: You're so helpless, Sakamoto, walking around there.\There's nothing helpless about that!\Stop messing around!\Come on, Sakamoto.\It's nothing to get mad at.\I don't understand what you're trying to imply!\Well, I guess I'll start over.\Oh, then I'll make it. response:	Well, the other dishes will get cold, so I have to do it quickly.
context: There's nothing helpless about that!\Stop messing around!\Come on, Sakamoto.\It's nothing to get mad at.\I don't understand what you're trying to imply!\Well, I guess I'll start over.\Oh, then I'll make it.\Well, the other dishes will get cold, so I have to do it quickly. response:	Honestly, Nano.
context: Stop messing around!\Come on, Sakamoto.\It's nothing to get mad at.\I don't understand what you're trying to imply!\Well, I guess I'll start over.\Oh, then I'll make it.\Well, the other dishes will get cold, so I have to do it quickly.\Honestly, Nano. response:	I'll do it.
context: Come on, Sakamoto.\It's nothing to get mad at.\I don't understand what you're trying to imply!\Well, I guess I'll start over.\Oh, then I'll make it.\Well, the other dishes will get cold, so I have to do it quickly.\Honestly, Nano.\I'll do it. response:	Hey, Professor! That's dangerous!
context: It's nothing to get mad at.\I don't understand what you're trying to imply!\Well, I guess I'll start over.\Oh, then I'll make it.\Well, the other dishes will get cold, so I have to do it quickly.\Honestly, Nano.\I'll do it.\Hey, Professor! That's dangerous! response:	The eggs will fall!
context: I don't understand what you're trying to imply!\Well, I guess I'll start over.\Oh, then I'll make it.\Well, the other dishes will get cold, so I have to do it quickly.\Honestly, Nano.\I'll do it.\Hey, Professor! That's dangerous!\The eggs will fall! response:	It's all right.
context: Well, I guess I'll start over.\Oh, then I'll make it.\Well, the other dishes will get cold, so I have to do it quickly.\Honestly, Nano.\I'll do it.\Hey, Professor! That's dangerous!\The eggs will fall!\It's all right. response:	Hey, watch out!
context: Oh, then I'll make it.\Well, the other dishes will get cold, so I have to do it quickly.\Honestly, Nano.\I'll do it.\Hey, Professor! That's dangerous!\The eggs will fall!\It's all right.\Hey, watch out! response:	It's all right.
context: Well, the other dishes will get cold, so I have to do it quickly.\Honestly, Nano.\I'll do it.\Hey, Professor! That's dangerous!\The eggs will fall!\It's all right.\Hey, watch out!\It's all right. response:	You're so helpless.
context: Honestly, Nano.\I'll do it.\Hey, Professor! That's dangerous!\The eggs will fall!\It's all right.\Hey, watch out!\It's all right.\You're so helpless. response:	No, you are!
context: I'll do it.\Hey, Professor! That's dangerous!\The eggs will fall!\It's all right.\Hey, watch out!\It's all right.\You're so helpless.\No, you are! response:	Hey, Girl, what's up with the kid today?
context: Hey, Professor! That's dangerous!\The eggs will fall!\It's all right.\Hey, watch out!\It's all right.\You're so helpless.\No, you are!\Hey, Girl, what's up with the kid today? response:	I think she wants to act like an older sister.
context: The eggs will fall!\It's all right.\Hey, watch out!\It's all right.\You're so helpless.\No, you are!\Hey, Girl, what's up with the kid today?\I think she wants to act like an older sister. response:	Since I am an older sister.
context: It's all right.\Hey, watch out!\It's all right.\You're so helpless.\No, you are!\Hey, Girl, what's up with the kid today?\I think she wants to act like an older sister.\Since I am an older sister. response:	Damn.
context: Hey, watch out!\It's all right.\You're so helpless.\No, you are!\Hey, Girl, what's up with the kid today?\I think she wants to act like an older sister.\Since I am an older sister.\Damn. response:	Hey, kid.
context: It's all right.\You're so helpless.\No, you are!\Hey, Girl, what's up with the kid today?\I think she wants to act like an older sister.\Since I am an older sister.\Damn.\Hey, kid. response:	What?
context: You're so helpless.\No, you are!\Hey, Girl, what's up with the kid today?\I think she wants to act like an older sister.\Since I am an older sister.\Damn.\Hey, kid.\What? response:	Did you know that older sisters don't eat snacks?
context: No, you are!\Hey, Girl, what's up with the kid today?\I think she wants to act like an older sister.\Since I am an older sister.\Damn.\Hey, kid.\What?\Did you know that older sisters don't eat snacks? response:	Tada!
context: Hey, Girl, what's up with the kid today?\I think she wants to act like an older sister.\Since I am an older sister.\Damn.\Hey, kid.\What?\Did you know that older sisters don't eat snacks?\Tada! response:	I was actually the Professor!
context: I think she wants to act like an older sister.\Since I am an older sister.\Damn.\Hey, kid.\What?\Did you know that older sisters don't eat snacks?\Tada!\I was actually the Professor! response:	Liar.
context: Since I am an older sister.\Damn.\Hey, kid.\What?\Did you know that older sisters don't eat snacks?\Tada!\I was actually the Professor!\Liar. response:	No way!
context: Damn.\Hey, kid.\What?\Did you know that older sisters don't eat snacks?\Tada!\I was actually the Professor!\Liar.\No way! response:	Hey, this is pretty large.
context: Hey, kid.\What?\Did you know that older sisters don't eat snacks?\Tada!\I was actually the Professor!\Liar.\No way!\Hey, this is pretty large. response:	Whoa!
context: What?\Did you know that older sisters don't eat snacks?\Tada!\I was actually the Professor!\Liar.\No way!\Hey, this is pretty large.\Whoa! response:	It was a boot.
context: Did you know that older sisters don't eat snacks?\Tada!\I was actually the Professor!\Liar.\No way!\Hey, this is pretty large.\Whoa!\It was a boot. response:	This time, I really got something!
context: Tada!\I was actually the Professor!\Liar.\No way!\Hey, this is pretty large.\Whoa!\It was a boot.\This time, I really got something! response:	What!?
context: I was actually the Professor!\Liar.\No way!\Hey, this is pretty large.\Whoa!\It was a boot.\This time, I really got something!\What!? response:	It's a kettle!
context: Liar.\No way!\Hey, this is pretty large.\Whoa!\It was a boot.\This time, I really got something!\What!?\It's a kettle! response:	In a way, isn't this better than fish?
context: No way!\Hey, this is pretty large.\Whoa!\It was a boot.\This time, I really got something!\What!?\It's a kettle!\In a way, isn't this better than fish? response:	If I knew these kinds of things were going to happen,
context: Hey, this is pretty large.\Whoa!\It was a boot.\This time, I really got something!\What!?\It's a kettle!\In a way, isn't this better than fish?\If I knew these kinds of things were going to happen, response:	I would have brought someone along.
context: Whoa!\It was a boot.\This time, I really got something!\What!?\It's a kettle!\In a way, isn't this better than fish?\If I knew these kinds of things were going to happen,\I would have brought someone along. response:	Oh, well.
context: It was a boot.\This time, I really got something!\What!?\It's a kettle!\In a way, isn't this better than fish?\If I knew these kinds of things were going to happen,\I would have brought someone along.\Oh, well. response:	Trendy things.
context: This time, I really got something!\What!?\It's a kettle!\In a way, isn't this better than fish?\If I knew these kinds of things were going to happen,\I would have brought someone along.\Oh, well.\Trendy things. response:	Eating sushi with your hands.
context: What!?\It's a kettle!\In a way, isn't this better than fish?\If I knew these kinds of things were going to happen,\I would have brought someone along.\Oh, well.\Trendy things.\Eating sushi with your hands. response:	Crap!
context: It's a kettle!\In a way, isn't this better than fish?\If I knew these kinds of things were going to happen,\I would have brought someone along.\Oh, well.\Trendy things.\Eating sushi with your hands.\Crap! response:	I don't want to do my homework!
context: In a way, isn't this better than fish?\If I knew these kinds of things were going to happen,\I would have brought someone along.\Oh, well.\Trendy things.\Eating sushi with your hands.\Crap!\I don't want to do my homework! response:	Why do we even have to do homework in the first place?
context: If I knew these kinds of things were going to happen,\I would have brought someone along.\Oh, well.\Trendy things.\Eating sushi with your hands.\Crap!\I don't want to do my homework!\Why do we even have to do homework in the first place? response:	Well, since my marks aren't good, I have to do it.
context: I would have brought someone along.\Oh, well.\Trendy things.\Eating sushi with your hands.\Crap!\I don't want to do my homework!\Why do we even have to do homework in the first place?\Well, since my marks aren't good, I have to do it. response:	But I'm equipped with enough skill to avoid failing marks,
context: Oh, well.\Trendy things.\Eating sushi with your hands.\Crap!\I don't want to do my homework!\Why do we even have to do homework in the first place?\Well, since my marks aren't good, I have to do it.\But I'm equipped with enough skill to avoid failing marks, response:	so I won't be held back.
context: Trendy things.\Eating sushi with your hands.\Crap!\I don't want to do my homework!\Why do we even have to do homework in the first place?\Well, since my marks aren't good, I have to do it.\But I'm equipped with enough skill to avoid failing marks,\so I won't be held back. response:	I think.
context: Eating sushi with your hands.\Crap!\I don't want to do my homework!\Why do we even have to do homework in the first place?\Well, since my marks aren't good, I have to do it.\But I'm equipped with enough skill to avoid failing marks,\so I won't be held back.\I think. response:	And after I graduate, I don't want to go to university to study more.
context: Crap!\I don't want to do my homework!\Why do we even have to do homework in the first place?\Well, since my marks aren't good, I have to do it.\But I'm equipped with enough skill to avoid failing marks,\so I won't be held back.\I think.\And after I graduate, I don't want to go to university to study more. response:	Should I work?
context: I don't want to do my homework!\Why do we even have to do homework in the first place?\Well, since my marks aren't good, I have to do it.\But I'm equipped with enough skill to avoid failing marks,\so I won't be held back.\I think.\And after I graduate, I don't want to go to university to study more.\Should I work? response:	But I heard on TV that it's difficult to find employment.
context: Why do we even have to do homework in the first place?\Well, since my marks aren't good, I have to do it.\But I'm equipped with enough skill to avoid failing marks,\so I won't be held back.\I think.\And after I graduate, I don't want to go to university to study more.\Should I work?\But I heard on TV that it's difficult to find employment. response:	Without a degree, it might be difficult.
context: Well, since my marks aren't good, I have to do it.\But I'm equipped with enough skill to avoid failing marks,\so I won't be held back.\I think.\And after I graduate, I don't want to go to university to study more.\Should I work?\But I heard on TV that it's difficult to find employment.\Without a degree, it might be difficult. response:	High School
context: But I'm equipped with enough skill to avoid failing marks,\so I won't be held back.\I think.\And after I graduate, I don't want to go to university to study more.\Should I work?\But I heard on TV that it's difficult to find employment.\Without a degree, it might be difficult.\High School response:	College.
context: so I won't be held back.\I think.\And after I graduate, I don't want to go to university to study more.\Should I work?\But I heard on TV that it's difficult to find employment.\Without a degree, it might be difficult.\High School\College. response:	Employment.
context: I think.\And after I graduate, I don't want to go to university to study more.\Should I work?\But I heard on TV that it's difficult to find employment.\Without a degree, it might be difficult.\High School\College.\Employment. response:	You can't get through without a university entrance exam.
context: And after I graduate, I don't want to go to university to study more.\Should I work?\But I heard on TV that it's difficult to find employment.\Without a degree, it might be difficult.\High School\College.\Employment.\You can't get through without a university entrance exam. response:	But right now, I don't want to study!
context: Should I work?\But I heard on TV that it's difficult to find employment.\Without a degree, it might be difficult.\High School\College.\Employment.\You can't get through without a university entrance exam.\But right now, I don't want to study! response:	Anyway, how will what I'm studying now help me in the future?!
context: But I heard on TV that it's difficult to find employment.\Without a degree, it might be difficult.\High School\College.\Employment.\You can't get through without a university entrance exam.\But right now, I don't want to study!\Anyway, how will what I'm studying now help me in the future?! response:	Wait a minute.
context: Without a degree, it might be difficult.\High School\College.\Employment.\You can't get through without a university entrance exam.\But right now, I don't want to study!\Anyway, how will what I'm studying now help me in the future?!\Wait a minute. response:	What's my dream for the future?
context: High School\College.\Employment.\You can't get through without a university entrance exam.\But right now, I don't want to study!\Anyway, how will what I'm studying now help me in the future?!\Wait a minute.\What's my dream for the future? response:	My Dream for the Future, by Aioi Yukko.
context: College.\Employment.\You can't get through without a university entrance exam.\But right now, I don't want to study!\Anyway, how will what I'm studying now help me in the future?!\Wait a minute.\What's my dream for the future?\My Dream for the Future, by Aioi Yukko. response:	My dream for the future is to be a frill-necked lizard.
context: Employment.\You can't get through without a university entrance exam.\But right now, I don't want to study!\Anyway, how will what I'm studying now help me in the future?!\Wait a minute.\What's my dream for the future?\My Dream for the Future, by Aioi Yukko.\My dream for the future is to be a frill-necked lizard. response:	Frill-necked.
context: You can't get through without a university entrance exam.\But right now, I don't want to study!\Anyway, how will what I'm studying now help me in the future?!\Wait a minute.\What's my dream for the future?\My Dream for the Future, by Aioi Yukko.\My dream for the future is to be a frill-necked lizard.\Frill-necked. response:	Frill-necked.
context: But right now, I don't want to study!\Anyway, how will what I'm studying now help me in the future?!\Wait a minute.\What's my dream for the future?\My Dream for the Future, by Aioi Yukko.\My dream for the future is to be a frill-necked lizard.\Frill-necked.\Frill-necked. response:	I don't want to study!
context: Anyway, how will what I'm studying now help me in the future?!\Wait a minute.\What's my dream for the future?\My Dream for the Future, by Aioi Yukko.\My dream for the future is to be a frill-necked lizard.\Frill-necked.\Frill-necked.\I don't want to study! response:	I don't want to study, and I don't want to be a frill-necked lizard!
context: Wait a minute.\What's my dream for the future?\My Dream for the Future, by Aioi Yukko.\My dream for the future is to be a frill-necked lizard.\Frill-necked.\Frill-necked.\I don't want to study!\I don't want to study, and I don't want to be a frill-necked lizard! response:	No, wait a minute.
context: What's my dream for the future?\My Dream for the Future, by Aioi Yukko.\My dream for the future is to be a frill-necked lizard.\Frill-necked.\Frill-necked.\I don't want to study!\I don't want to study, and I don't want to be a frill-necked lizard!\No, wait a minute. response:	If I become a frill-necked lizard, I might be released from this burden.
context: My Dream for the Future, by Aioi Yukko.\My dream for the future is to be a frill-necked lizard.\Frill-necked.\Frill-necked.\I don't want to study!\I don't want to study, and I don't want to be a frill-necked lizard!\No, wait a minute.\If I become a frill-necked lizard, I might be released from this burden. response:	But I might as well become a living national treasure and be spoiled.
context: My dream for the future is to be a frill-necked lizard.\Frill-necked.\Frill-necked.\I don't want to study!\I don't want to study, and I don't want to be a frill-necked lizard!\No, wait a minute.\If I become a frill-necked lizard, I might be released from this burden.\But I might as well become a living national treasure and be spoiled. response:	By the way, I wonder how much a living national treasure gets paid a month.
context: Frill-necked.\Frill-necked.\I don't want to study!\I don't want to study, and I don't want to be a frill-necked lizard!\No, wait a minute.\If I become a frill-necked lizard, I might be released from this burden.\But I might as well become a living national treasure and be spoiled.\By the way, I wonder how much a living national treasure gets paid a month. response:	And how do you become a living national treasure in the first place?
context: Frill-necked.\I don't want to study!\I don't want to study, and I don't want to be a frill-necked lizard!\No, wait a minute.\If I become a frill-necked lizard, I might be released from this burden.\But I might as well become a living national treasure and be spoiled.\By the way, I wonder how much a living national treasure gets paid a month.\And how do you become a living national treasure in the first place? response:	And more importantly, what is a living national treasure?
context: I don't want to study!\I don't want to study, and I don't want to be a frill-necked lizard!\No, wait a minute.\If I become a frill-necked lizard, I might be released from this burden.\But I might as well become a living national treasure and be spoiled.\By the way, I wonder how much a living national treasure gets paid a month.\And how do you become a living national treasure in the first place?\And more importantly, what is a living national treasure? response:	No, no, no.
context: I don't want to study, and I don't want to be a frill-necked lizard!\No, wait a minute.\If I become a frill-necked lizard, I might be released from this burden.\But I might as well become a living national treasure and be spoiled.\By the way, I wonder how much a living national treasure gets paid a month.\And how do you become a living national treasure in the first place?\And more importantly, what is a living national treasure?\No, no, no. response:	I should think more realistically.
context: No, wait a minute.\If I become a frill-necked lizard, I might be released from this burden.\But I might as well become a living national treasure and be spoiled.\By the way, I wonder how much a living national treasure gets paid a month.\And how do you become a living national treasure in the first place?\And more importantly, what is a living national treasure?\No, no, no.\I should think more realistically. response:	What I want to be... want to be... want to be...
context: If I become a frill-necked lizard, I might be released from this burden.\But I might as well become a living national treasure and be spoiled.\By the way, I wonder how much a living national treasure gets paid a month.\And how do you become a living national treasure in the first place?\And more importantly, what is a living national treasure?\No, no, no.\I should think more realistically.\What I want to be... want to be... want to be... response:	It's no good.
context: But I might as well become a living national treasure and be spoiled.\By the way, I wonder how much a living national treasure gets paid a month.\And how do you become a living national treasure in the first place?\And more importantly, what is a living national treasure?\No, no, no.\I should think more realistically.\What I want to be... want to be... want to be...\It's no good. response:	I can't come up with anything.
context: By the way, I wonder how much a living national treasure gets paid a month.\And how do you become a living national treasure in the first place?\And more importantly, what is a living national treasure?\No, no, no.\I should think more realistically.\What I want to be... want to be... want to be...\It's no good.\I can't come up with anything. response:	Well, I'm still a first year high schooler.
context: And how do you become a living national treasure in the first place?\And more importantly, what is a living national treasure?\No, no, no.\I should think more realistically.\What I want to be... want to be... want to be...\It's no good.\I can't come up with anything.\Well, I'm still a first year high schooler. response:	I have three years to think about it.
context: And more importantly, what is a living national treasure?\No, no, no.\I should think more realistically.\What I want to be... want to be... want to be...\It's no good.\I can't come up with anything.\Well, I'm still a first year high schooler.\I have three years to think about it. response:	If I can't figure it out by then...
context: No, no, no.\I should think more realistically.\What I want to be... want to be... want to be...\It's no good.\I can't come up with anything.\Well, I'm still a first year high schooler.\I have three years to think about it.\If I can't figure it out by then... response:	University!
context: I should think more realistically.\What I want to be... want to be... want to be...\It's no good.\I can't come up with anything.\Well, I'm still a first year high schooler.\I have three years to think about it.\If I can't figure it out by then...\University! response:	Exams!
context: What I want to be... want to be... want to be...\It's no good.\I can't come up with anything.\Well, I'm still a first year high schooler.\I have three years to think about it.\If I can't figure it out by then...\University!\Exams! response:	In other words...
context: It's no good.\I can't come up with anything.\Well, I'm still a first year high schooler.\I have three years to think about it.\If I can't figure it out by then...\University!\Exams!\In other words... response:	I don't want to study!
context: I can't come up with anything.\Well, I'm still a first year high schooler.\I have three years to think about it.\If I can't figure it out by then...\University!\Exams!\In other words...\I don't want to study! response:	Wait, wait, wait, wait.
context: Well, I'm still a first year high schooler.\I have three years to think about it.\If I can't figure it out by then...\University!\Exams!\In other words...\I don't want to study!\Wait, wait, wait, wait. response:	Getting depressed about it won't help.
context: I have three years to think about it.\If I can't figure it out by then...\University!\Exams!\In other words...\I don't want to study!\Wait, wait, wait, wait.\Getting depressed about it won't help. response:	I should worry after I think of what I want to be!
context: If I can't figure it out by then...\University!\Exams!\In other words...\I don't want to study!\Wait, wait, wait, wait.\Getting depressed about it won't help.\I should worry after I think of what I want to be! response:	I'll try thinking of something I'd like to do!
context: University!\Exams!\In other words...\I don't want to study!\Wait, wait, wait, wait.\Getting depressed about it won't help.\I should worry after I think of what I want to be!\I'll try thinking of something I'd like to do! response:	Something I'd like to do... like to do, huh?
context: Exams!\In other words...\I don't want to study!\Wait, wait, wait, wait.\Getting depressed about it won't help.\I should worry after I think of what I want to be!\I'll try thinking of something I'd like to do!\Something I'd like to do... like to do, huh? response:	Mum!
context: In other words...\I don't want to study!\Wait, wait, wait, wait.\Getting depressed about it won't help.\I should worry after I think of what I want to be!\I'll try thinking of something I'd like to do!\Something I'd like to do... like to do, huh?\Mum! response:	Your pounding is obnoxious!
context: I don't want to study!\Wait, wait, wait, wait.\Getting depressed about it won't help.\I should worry after I think of what I want to be!\I'll try thinking of something I'd like to do!\Something I'd like to do... like to do, huh?\Mum!\Your pounding is obnoxious! response:	What time do you think it is?!
context: Wait, wait, wait, wait.\Getting depressed about it won't help.\I should worry after I think of what I want to be!\I'll try thinking of something I'd like to do!\Something I'd like to do... like to do, huh?\Mum!\Your pounding is obnoxious!\What time do you think it is?! response:	Well, I don't really understand hard things.
context: Getting depressed about it won't help.\I should worry after I think of what I want to be!\I'll try thinking of something I'd like to do!\Something I'd like to do... like to do, huh?\Mum!\Your pounding is obnoxious!\What time do you think it is?!\Well, I don't really understand hard things. response:	For now, how about I do my homework?
context: I should worry after I think of what I want to be!\I'll try thinking of something I'd like to do!\Something I'd like to do... like to do, huh?\Mum!\Your pounding is obnoxious!\What time do you think it is?!\Well, I don't really understand hard things.\For now, how about I do my homework? response:	Crap!
context: I'll try thinking of something I'd like to do!\Something I'd like to do... like to do, huh?\Mum!\Your pounding is obnoxious!\What time do you think it is?!\Well, I don't really understand hard things.\For now, how about I do my homework?\Crap! response:	I don't want to do my homework!
context: Something I'd like to do... like to do, huh?\Mum!\Your pounding is obnoxious!\What time do you think it is?!\Well, I don't really understand hard things.\For now, how about I do my homework?\Crap!\I don't want to do my homework! response:	Yo! It's me, the origami frill-necked lizard!
context: Mum!\Your pounding is obnoxious!\What time do you think it is?!\Well, I don't really understand hard things.\For now, how about I do my homework?\Crap!\I don't want to do my homework!\Yo! It's me, the origami frill-necked lizard! response:	It's really difficult to make me in origami!
context: Your pounding is obnoxious!\What time do you think it is?!\Well, I don't really understand hard things.\For now, how about I do my homework?\Crap!\I don't want to do my homework!\Yo! It's me, the origami frill-necked lizard!\It's really difficult to make me in origami! response:	To make me, you're going to need two pieces of paper!
context: What time do you think it is?!\Well, I don't really understand hard things.\For now, how about I do my homework?\Crap!\I don't want to do my homework!\Yo! It's me, the origami frill-necked lizard!\It's really difficult to make me in origami!\To make me, you're going to need two pieces of paper! response:	Next time, Nichijou 11.
context: Well, I don't really understand hard things.\For now, how about I do my homework?\Crap!\I don't want to do my homework!\Yo! It's me, the origami frill-necked lizard!\It's really difficult to make me in origami!\To make me, you're going to need two pieces of paper!\Next time, Nichijou 11. response:	Be prepared for it!
