context: Wow, who's that? response:	His face is so pretty.
context: and Tsugumi tore them and their whole organization to shreds! That's how talented this kid is!\Singlehandedly, of course.\The whole organization, you say?\I-I never heard anything about this!\Isn't there some way explain the situation, so that Tsugumi'll back off?\That's not happening.\Once Tsugumi gets going, it's too late.\What do you suggest we do then? response:	This whole city will go to hell if I lose.
context: Singlehandedly, of course.\The whole organization, you say?\I-I never heard anything about this!\Isn't there some way explain the situation, so that Tsugumi'll back off?\That's not happening.\Once Tsugumi gets going, it's too late.\What do you suggest we do then?\This whole city will go to hell if I lose. response:	That's not my fault!
context: The whole organization, you say?\I-I never heard anything about this!\Isn't there some way explain the situation, so that Tsugumi'll back off?\That's not happening.\Once Tsugumi gets going, it's too late.\What do you suggest we do then?\This whole city will go to hell if I lose.\That's not my fault! response:	You're the one who went and pissed Tsugumi off!
context: I-I never heard anything about this!\Isn't there some way explain the situation, so that Tsugumi'll back off?\That's not happening.\Once Tsugumi gets going, it's too late.\What do you suggest we do then?\This whole city will go to hell if I lose.\That's not my fault!\You're the one who went and pissed Tsugumi off! response:	You reap what you sow!
context: Isn't there some way explain the situation, so that Tsugumi'll back off?\That's not happening.\Once Tsugumi gets going, it's too late.\What do you suggest we do then?\This whole city will go to hell if I lose.\That's not my fault!\You're the one who went and pissed Tsugumi off!\You reap what you sow! response:	You really are a moron!
context: That's not happening.\Once Tsugumi gets going, it's too late.\What do you suggest we do then?\This whole city will go to hell if I lose.\That's not my fault!\You're the one who went and pissed Tsugumi off!\You reap what you sow!\You really are a moron! response:	That guy, though...
context: Once Tsugumi gets going, it's too late.\What do you suggest we do then?\This whole city will go to hell if I lose.\That's not my fault!\You're the one who went and pissed Tsugumi off!\You reap what you sow!\You really are a moron!\That guy, though... response:	He wanted to protect Kirisaki,
context: What do you suggest we do then?\This whole city will go to hell if I lose.\That's not my fault!\You're the one who went and pissed Tsugumi off!\You reap what you sow!\You really are a moron!\That guy, though...\He wanted to protect Kirisaki, response:	so he stuck with his training to become stronger.
context: This whole city will go to hell if I lose.\That's not my fault!\You're the one who went and pissed Tsugumi off!\You reap what you sow!\You really are a moron!\That guy, though...\He wanted to protect Kirisaki,\so he stuck with his training to become stronger. response:	For ten years, even.
context: That's not my fault!\You're the one who went and pissed Tsugumi off!\You reap what you sow!\You really are a moron!\That guy, though...\He wanted to protect Kirisaki,\so he stuck with his training to become stronger.\For ten years, even. response:	And it's not as though Kirisaki dislikes him.
context: You're the one who went and pissed Tsugumi off!\You reap what you sow!\You really are a moron!\That guy, though...\He wanted to protect Kirisaki,\so he stuck with his training to become stronger.\For ten years, even.\And it's not as though Kirisaki dislikes him. response:	Maybe deep down inside, Kirisaki wants him to win.
context: You reap what you sow!\You really are a moron!\That guy, though...\He wanted to protect Kirisaki,\so he stuck with his training to become stronger.\For ten years, even.\And it's not as though Kirisaki dislikes him.\Maybe deep down inside, Kirisaki wants him to win. response:	You'd better not lose.
context: You really are a moron!\That guy, though...\He wanted to protect Kirisaki,\so he stuck with his training to become stronger.\For ten years, even.\And it's not as though Kirisaki dislikes him.\Maybe deep down inside, Kirisaki wants him to win.\You'd better not lose. response:	I-It's not like I care about what happens to you or anything, though.
context: That guy, though...\He wanted to protect Kirisaki,\so he stuck with his training to become stronger.\For ten years, even.\And it's not as though Kirisaki dislikes him.\Maybe deep down inside, Kirisaki wants him to win.\You'd better not lose.\I-It's not like I care about what happens to you or anything, though. response:	But it'll probably be a disaster for everyone if this doesn't work out.
context: He wanted to protect Kirisaki,\so he stuck with his training to become stronger.\For ten years, even.\And it's not as though Kirisaki dislikes him.\Maybe deep down inside, Kirisaki wants him to win.\You'd better not lose.\I-It's not like I care about what happens to you or anything, though.\But it'll probably be a disaster for everyone if this doesn't work out. response:	There's a lot at stake here, so I won't forgive you if you mess this up.
context: so he stuck with his training to become stronger.\For ten years, even.\And it's not as though Kirisaki dislikes him.\Maybe deep down inside, Kirisaki wants him to win.\You'd better not lose.\I-It's not like I care about what happens to you or anything, though.\But it'll probably be a disaster for everyone if this doesn't work out.\There's a lot at stake here, so I won't forgive you if you mess this up. response:	Wow, you are so not cute...
context: For ten years, even.\And it's not as though Kirisaki dislikes him.\Maybe deep down inside, Kirisaki wants him to win.\You'd better not lose.\I-It's not like I care about what happens to you or anything, though.\But it'll probably be a disaster for everyone if this doesn't work out.\There's a lot at stake here, so I won't forgive you if you mess this up.\Wow, you are so not cute... response:	at all, you know?
context: And it's not as though Kirisaki dislikes him.\Maybe deep down inside, Kirisaki wants him to win.\You'd better not lose.\I-It's not like I care about what happens to you or anything, though.\But it'll probably be a disaster for everyone if this doesn't work out.\There's a lot at stake here, so I won't forgive you if you mess this up.\Wow, you are so not cute...\at all, you know? response:	Sorry, what did you just say?
context: Maybe deep down inside, Kirisaki wants him to win.\You'd better not lose.\I-It's not like I care about what happens to you or anything, though.\But it'll probably be a disaster for everyone if this doesn't work out.\There's a lot at stake here, so I won't forgive you if you mess this up.\Wow, you are so not cute...\at all, you know?\Sorry, what did you just say? response:	Uh, nothing.
context: You'd better not lose.\I-It's not like I care about what happens to you or anything, though.\But it'll probably be a disaster for everyone if this doesn't work out.\There's a lot at stake here, so I won't forgive you if you mess this up.\Wow, you are so not cute...\at all, you know?\Sorry, what did you just say?\Uh, nothing. response:	Man, I guess I have to do this.
context: I-It's not like I care about what happens to you or anything, though.\But it'll probably be a disaster for everyone if this doesn't work out.\There's a lot at stake here, so I won't forgive you if you mess this up.\Wow, you are so not cute...\at all, you know?\Sorry, what did you just say?\Uh, nothing.\Man, I guess I have to do this. response:	Might as well muster up some fighting spirit, I guess.
context: But it'll probably be a disaster for everyone if this doesn't work out.\There's a lot at stake here, so I won't forgive you if you mess this up.\Wow, you are so not cute...\at all, you know?\Sorry, what did you just say?\Uh, nothing.\Man, I guess I have to do this.\Might as well muster up some fighting spirit, I guess. response:	I commend you for actually showing your face.
context: There's a lot at stake here, so I won't forgive you if you mess this up.\Wow, you are so not cute...\at all, you know?\Sorry, what did you just say?\Uh, nothing.\Man, I guess I have to do this.\Might as well muster up some fighting spirit, I guess.\I commend you for actually showing your face. response:	Well, you know, this is my chance to show my honey how courageous I can be!
context: Wow, you are so not cute...\at all, you know?\Sorry, what did you just say?\Uh, nothing.\Man, I guess I have to do this.\Might as well muster up some fighting spirit, I guess.\I commend you for actually showing your face.\Well, you know, this is my chance to show my honey how courageous I can be! response:	But that aside, can I ask you something first?
context: at all, you know?\Sorry, what did you just say?\Uh, nothing.\Man, I guess I have to do this.\Might as well muster up some fighting spirit, I guess.\I commend you for actually showing your face.\Well, you know, this is my chance to show my honey how courageous I can be!\But that aside, can I ask you something first? response:	Oh my gosh! Tsugumi-kun!
context: Sorry, what did you just say?\Uh, nothing.\Man, I guess I have to do this.\Might as well muster up some fighting spirit, I guess.\I commend you for actually showing your face.\Well, you know, this is my chance to show my honey how courageous I can be!\But that aside, can I ask you something first?\Oh my gosh! Tsugumi-kun! response:	Where'd this crowd come from?
context: Uh, nothing.\Man, I guess I have to do this.\Might as well muster up some fighting spirit, I guess.\I commend you for actually showing your face.\Well, you know, this is my chance to show my honey how courageous I can be!\But that aside, can I ask you something first?\Oh my gosh! Tsugumi-kun!\Where'd this crowd come from? response:	I had nothing to do with this.
context: Man, I guess I have to do this.\Might as well muster up some fighting spirit, I guess.\I commend you for actually showing your face.\Well, you know, this is my chance to show my honey how courageous I can be!\But that aside, can I ask you something first?\Oh my gosh! Tsugumi-kun!\Where'd this crowd come from?\I had nothing to do with this. response:	All right everybody, place your bets!
context: Might as well muster up some fighting spirit, I guess.\I commend you for actually showing your face.\Well, you know, this is my chance to show my honey how courageous I can be!\But that aside, can I ask you something first?\Oh my gosh! Tsugumi-kun!\Where'd this crowd come from?\I had nothing to do with this.\All right everybody, place your bets! response:	One meal ticket per wager! We're running out of time!
context: I commend you for actually showing your face.\Well, you know, this is my chance to show my honey how courageous I can be!\But that aside, can I ask you something first?\Oh my gosh! Tsugumi-kun!\Where'd this crowd come from?\I had nothing to do with this.\All right everybody, place your bets!\One meal ticket per wager! We're running out of time! response:	I'll put three on Tsugumi-kun!
context: Well, you know, this is my chance to show my honey how courageous I can be!\But that aside, can I ask you something first?\Oh my gosh! Tsugumi-kun!\Where'd this crowd come from?\I had nothing to do with this.\All right everybody, place your bets!\One meal ticket per wager! We're running out of time!\I'll put three on Tsugumi-kun! response:	I'm throwing down ten!
context: But that aside, can I ask you something first?\Oh my gosh! Tsugumi-kun!\Where'd this crowd come from?\I had nothing to do with this.\All right everybody, place your bets!\One meal ticket per wager! We're running out of time!\I'll put three on Tsugumi-kun!\I'm throwing down ten! response:	Our duel begins the moment this coin hits the ground.
context: Oh my gosh! Tsugumi-kun!\Where'd this crowd come from?\I had nothing to do with this.\All right everybody, place your bets!\One meal ticket per wager! We're running out of time!\I'll put three on Tsugumi-kun!\I'm throwing down ten!\Our duel begins the moment this coin hits the ground. response:	Prepare yourself.
context: Where'd this crowd come from?\I had nothing to do with this.\All right everybody, place your bets!\One meal ticket per wager! We're running out of time!\I'll put three on Tsugumi-kun!\I'm throwing down ten!\Our duel begins the moment this coin hits the ground.\Prepare yourself. response:	It's too late to back down now.
context: I had nothing to do with this.\All right everybody, place your bets!\One meal ticket per wager! We're running out of time!\I'll put three on Tsugumi-kun!\I'm throwing down ten!\Our duel begins the moment this coin hits the ground.\Prepare yourself.\It's too late to back down now. response:	This is the first fistfight I've ever been in, but still...
context: All right everybody, place your bets!\One meal ticket per wager! We're running out of time!\I'll put three on Tsugumi-kun!\I'm throwing down ten!\Our duel begins the moment this coin hits the ground.\Prepare yourself.\It's too late to back down now.\This is the first fistfight I've ever been in, but still... response:	I'll give it my best shot
context: One meal ticket per wager! We're running out of time!\I'll put three on Tsugumi-kun!\I'm throwing down ten!\Our duel begins the moment this coin hits the ground.\Prepare yourself.\It's too late to back down now.\This is the first fistfight I've ever been in, but still...\I'll give it my best shot response:	As if I'll even get to use my fists!
context: I'll put three on Tsugumi-kun!\I'm throwing down ten!\Our duel begins the moment this coin hits the ground.\Prepare yourself.\It's too late to back down now.\This is the first fistfight I've ever been in, but still...\I'll give it my best shot\As if I'll even get to use my fists! response:	Hey, are those real?
context: I'm throwing down ten!\Our duel begins the moment this coin hits the ground.\Prepare yourself.\It's too late to back down now.\This is the first fistfight I've ever been in, but still...\I'll give it my best shot\As if I'll even get to use my fists!\Hey, are those real? response:	No way!
context: Our duel begins the moment this coin hits the ground.\Prepare yourself.\It's too late to back down now.\This is the first fistfight I've ever been in, but still...\I'll give it my best shot\As if I'll even get to use my fists!\Hey, are those real?\No way! response:	What an idiot! He expected Tsugumi to fight unarmed!
context: Prepare yourself.\It's too late to back down now.\This is the first fistfight I've ever been in, but still...\I'll give it my best shot\As if I'll even get to use my fists!\Hey, are those real?\No way!\What an idiot! He expected Tsugumi to fight unarmed! response:	Don't lose, bean sprout.
context: It's too late to back down now.\This is the first fistfight I've ever been in, but still...\I'll give it my best shot\As if I'll even get to use my fists!\Hey, are those real?\No way!\What an idiot! He expected Tsugumi to fight unarmed!\Don't lose, bean sprout. response:	Why are you running? Face me like a man!
context: This is the first fistfight I've ever been in, but still...\I'll give it my best shot\As if I'll even get to use my fists!\Hey, are those real?\No way!\What an idiot! He expected Tsugumi to fight unarmed!\Don't lose, bean sprout.\Why are you running? Face me like a man! response:	I'm going to die! I'm really going to die!
context: I'll give it my best shot\As if I'll even get to use my fists!\Hey, are those real?\No way!\What an idiot! He expected Tsugumi to fight unarmed!\Don't lose, bean sprout.\Why are you running? Face me like a man!\I'm going to die! I'm really going to die! response:	I don't stand a chance in a fight like this!
context: As if I'll even get to use my fists!\Hey, are those real?\No way!\What an idiot! He expected Tsugumi to fight unarmed!\Don't lose, bean sprout.\Why are you running? Face me like a man!\I'm going to die! I'm really going to die!\I don't stand a chance in a fight like this! response:	Where's your manhood?!
context: Hey, are those real?\No way!\What an idiot! He expected Tsugumi to fight unarmed!\Don't lose, bean sprout.\Why are you running? Face me like a man!\I'm going to die! I'm really going to die!\I don't stand a chance in a fight like this!\Where's your manhood?! response:	As I suspected, there's no way you could ever protect Mistress!
context: No way!\What an idiot! He expected Tsugumi to fight unarmed!\Don't lose, bean sprout.\Why are you running? Face me like a man!\I'm going to die! I'm really going to die!\I don't stand a chance in a fight like this!\Where's your manhood?!\As I suspected, there's no way you could ever protect Mistress! response:	Only I can protect her!
context: What an idiot! He expected Tsugumi to fight unarmed!\Don't lose, bean sprout.\Why are you running? Face me like a man!\I'm going to die! I'm really going to die!\I don't stand a chance in a fight like this!\Where's your manhood?!\As I suspected, there's no way you could ever protect Mistress!\Only I can protect her! response:	Get over yourself! All you do is go on about protecting her!
context: Don't lose, bean sprout.\Why are you running? Face me like a man!\I'm going to die! I'm really going to die!\I don't stand a chance in a fight like this!\Where's your manhood?!\As I suspected, there's no way you could ever protect Mistress!\Only I can protect her!\Get over yourself! All you do is go on about protecting her! response:	Aren't you the one who doesn't know a thing about her?
context: Why are you running? Face me like a man!\I'm going to die! I'm really going to die!\I don't stand a chance in a fight like this!\Where's your manhood?!\As I suspected, there's no way you could ever protect Mistress!\Only I can protect her!\Get over yourself! All you do is go on about protecting her!\Aren't you the one who doesn't know a thing about her? response:	What did you say?
context: I'm going to die! I'm really going to die!\I don't stand a chance in a fight like this!\Where's your manhood?!\As I suspected, there's no way you could ever protect Mistress!\Only I can protect her!\Get over yourself! All you do is go on about protecting her!\Aren't you the one who doesn't know a thing about her?\What did you say? response:	She isn't at all the type to just sit and watch while someone else protects her!
context: I don't stand a chance in a fight like this!\Where's your manhood?!\As I suspected, there's no way you could ever protect Mistress!\Only I can protect her!\Get over yourself! All you do is go on about protecting her!\Aren't you the one who doesn't know a thing about her?\What did you say?\She isn't at all the type to just sit and watch while someone else protects her! response:	You're the one lacking in manhood!
context: Where's your manhood?!\As I suspected, there's no way you could ever protect Mistress!\Only I can protect her!\Get over yourself! All you do is go on about protecting her!\Aren't you the one who doesn't know a thing about her?\What did you say?\She isn't at all the type to just sit and watch while someone else protects her!\You're the one lacking in manhood! response:	You call yourself a man? Then you should be there to watch over her!
context: As I suspected, there's no way you could ever protect Mistress!\Only I can protect her!\Get over yourself! All you do is go on about protecting her!\Aren't you the one who doesn't know a thing about her?\What did you say?\She isn't at all the type to just sit and watch while someone else protects her!\You're the one lacking in manhood!\You call yourself a man? Then you should be there to watch over her! response:	How dare you question my manhood! I'll kill you!
context: Only I can protect her!\Get over yourself! All you do is go on about protecting her!\Aren't you the one who doesn't know a thing about her?\What did you say?\She isn't at all the type to just sit and watch while someone else protects her!\You're the one lacking in manhood!\You call yourself a man? Then you should be there to watch over her!\How dare you question my manhood! I'll kill you! response:	That's all you're mad about?!
context: Get over yourself! All you do is go on about protecting her!\Aren't you the one who doesn't know a thing about her?\What did you say?\She isn't at all the type to just sit and watch while someone else protects her!\You're the one lacking in manhood!\You call yourself a man? Then you should be there to watch over her!\How dare you question my manhood! I'll kill you!\That's all you're mad about?! response:	God damn you! I hate you more every time you speak! How dare you...
context: Aren't you the one who doesn't know a thing about her?\What did you say?\She isn't at all the type to just sit and watch while someone else protects her!\You're the one lacking in manhood!\You call yourself a man? Then you should be there to watch over her!\How dare you question my manhood! I'll kill you!\That's all you're mad about?!\God damn you! I hate you more every time you speak! How dare you... response:	Damn it, I can't get anywhere with him!
context: What did you say?\She isn't at all the type to just sit and watch while someone else protects her!\You're the one lacking in manhood!\You call yourself a man? Then you should be there to watch over her!\How dare you question my manhood! I'll kill you!\That's all you're mad about?!\God damn you! I hate you more every time you speak! How dare you...\Damn it, I can't get anywhere with him! response:	I'll just have to take my chances!
context: She isn't at all the type to just sit and watch while someone else protects her!\You're the one lacking in manhood!\You call yourself a man? Then you should be there to watch over her!\How dare you question my manhood! I'll kill you!\That's all you're mad about?!\God damn you! I hate you more every time you speak! How dare you...\Damn it, I can't get anywhere with him!\I'll just have to take my chances! response:	You'll never escape me!
context: You're the one lacking in manhood!\You call yourself a man? Then you should be there to watch over her!\How dare you question my manhood! I'll kill you!\That's all you're mad about?!\God damn you! I hate you more every time you speak! How dare you...\Damn it, I can't get anywhere with him!\I'll just have to take my chances!\You'll never escape me! response:	No way...
context: You call yourself a man? Then you should be there to watch over her!\How dare you question my manhood! I'll kill you!\That's all you're mad about?!\God damn you! I hate you more every time you speak! How dare you...\Damn it, I can't get anywhere with him!\I'll just have to take my chances!\You'll never escape me!\No way... response:	Time to cool off a bit!
context: How dare you question my manhood! I'll kill you!\That's all you're mad about?!\God damn you! I hate you more every time you speak! How dare you...\Damn it, I can't get anywhere with him!\I'll just have to take my chances!\You'll never escape me!\No way...\Time to cool off a bit! response:	They just jumped into the pool from the third floor!
context: That's all you're mad about?!\God damn you! I hate you more every time you speak! How dare you...\Damn it, I can't get anywhere with him!\I'll just have to take my chances!\You'll never escape me!\No way...\Time to cool off a bit!\They just jumped into the pool from the third floor! response:	Are they okay?!
context: God damn you! I hate you more every time you speak! How dare you...\Damn it, I can't get anywhere with him!\I'll just have to take my chances!\You'll never escape me!\No way...\Time to cool off a bit!\They just jumped into the pool from the third floor!\Are they okay?! response:	Let's go check!
context: Damn it, I can't get anywhere with him!\I'll just have to take my chances!\You'll never escape me!\No way...\Time to cool off a bit!\They just jumped into the pool from the third floor!\Are they okay?!\Let's go check! response:	Yeah!
context: I'll just have to take my chances!\You'll never escape me!\No way...\Time to cool off a bit!\They just jumped into the pool from the third floor!\Are they okay?!\Let's go check!\Yeah! response:	I can't believe that actually worked.
context: You'll never escape me!\No way...\Time to cool off a bit!\They just jumped into the pool from the third floor!\Are they okay?!\Let's go check!\Yeah!\I can't believe that actually worked. response:	That was so scary! I thought I was about to die!
context: No way...\Time to cool off a bit!\They just jumped into the pool from the third floor!\Are they okay?!\Let's go check!\Yeah!\I can't believe that actually worked.\That was so scary! I thought I was about to die! response:	This is hopeless. He's out like a light.
context: Time to cool off a bit!\They just jumped into the pool from the third floor!\Are they okay?!\Let's go check!\Yeah!\I can't believe that actually worked.\That was so scary! I thought I was about to die!\This is hopeless. He's out like a light. response:	But now what am I supposed to do?
context: They just jumped into the pool from the third floor!\Are they okay?!\Let's go check!\Yeah!\I can't believe that actually worked.\That was so scary! I thought I was about to die!\This is hopeless. He's out like a light.\But now what am I supposed to do? response:	When he wakes up, it'll be the same thing all over again.
context: Are they okay?!\Let's go check!\Yeah!\I can't believe that actually worked.\That was so scary! I thought I was about to die!\This is hopeless. He's out like a light.\But now what am I supposed to do?\When he wakes up, it'll be the same thing all over again. response:	But first things first. I'm gonna catch a cold if I don't get changed soon.
context: Let's go check!\Yeah!\I can't believe that actually worked.\That was so scary! I thought I was about to die!\This is hopeless. He's out like a light.\But now what am I supposed to do?\When he wakes up, it'll be the same thing all over again.\But first things first. I'm gonna catch a cold if I don't get changed soon. response:	Jeez. I'd feel bad just leaving him out if he caught a cold.
context: Yeah!\I can't believe that actually worked.\That was so scary! I thought I was about to die!\This is hopeless. He's out like a light.\But now what am I supposed to do?\When he wakes up, it'll be the same thing all over again.\But first things first. I'm gonna catch a cold if I don't get changed soon.\Jeez. I'd feel bad just leaving him out if he caught a cold. response:	What a drag. Why do I have to undress another dude?
context: I can't believe that actually worked.\That was so scary! I thought I was about to die!\This is hopeless. He's out like a light.\But now what am I supposed to do?\When he wakes up, it'll be the same thing all over again.\But first things first. I'm gonna catch a cold if I don't get changed soon.\Jeez. I'd feel bad just leaving him out if he caught a cold.\What a drag. Why do I have to undress another dude? response:	Whoa!
context: That was so scary! I thought I was about to die!\This is hopeless. He's out like a light.\But now what am I supposed to do?\When he wakes up, it'll be the same thing all over again.\But first things first. I'm gonna catch a cold if I don't get changed soon.\Jeez. I'd feel bad just leaving him out if he caught a cold.\What a drag. Why do I have to undress another dude?\Whoa! response:	You villain! What do you think you're doing?!
context: This is hopeless. He's out like a light.\But now what am I supposed to do?\When he wakes up, it'll be the same thing all over again.\But first things first. I'm gonna catch a cold if I don't get changed soon.\Jeez. I'd feel bad just leaving him out if he caught a cold.\What a drag. Why do I have to undress another dude?\Whoa!\You villain! What do you think you're doing?! response:	Hey now, I was just...
context: But now what am I supposed to do?\When he wakes up, it'll be the same thing all over again.\But first things first. I'm gonna catch a cold if I don't get changed soon.\Jeez. I'd feel bad just leaving him out if he caught a cold.\What a drag. Why do I have to undress another dude?\Whoa!\You villain! What do you think you're doing?!\Hey now, I was just... response:	A-A girl?
context: When he wakes up, it'll be the same thing all over again.\But first things first. I'm gonna catch a cold if I don't get changed soon.\Jeez. I'd feel bad just leaving him out if he caught a cold.\What a drag. Why do I have to undress another dude?\Whoa!\You villain! What do you think you're doing?!\Hey now, I was just...\A-A girl? response:	But he wears a guy's uniform!
context: But first things first. I'm gonna catch a cold if I don't get changed soon.\Jeez. I'd feel bad just leaving him out if he caught a cold.\What a drag. Why do I have to undress another dude?\Whoa!\You villain! What do you think you're doing?!\Hey now, I was just...\A-A girl?\But he wears a guy's uniform! response:	And his name is Seishirou!
context: Jeez. I'd feel bad just leaving him out if he caught a cold.\What a drag. Why do I have to undress another dude?\Whoa!\You villain! What do you think you're doing?!\Hey now, I was just...\A-A girl?\But he wears a guy's uniform!\And his name is Seishirou! response:	Hey, Raku!
context: What a drag. Why do I have to undress another dude?\Whoa!\You villain! What do you think you're doing?!\Hey now, I was just...\A-A girl?\But he wears a guy's uniform!\And his name is Seishirou!\Hey, Raku! response:	Crap! There's people!
context: Whoa!\You villain! What do you think you're doing?!\Hey now, I was just...\A-A girl?\But he wears a guy's uniform!\And his name is Seishirou!\Hey, Raku!\Crap! There's people! response:	This can't end well.
context: You villain! What do you think you're doing?!\Hey now, I was just...\A-A girl?\But he wears a guy's uniform!\And his name is Seishirou!\Hey, Raku!\Crap! There's people!\This can't end well. response:	If people see you like this...
context: Hey now, I was just...\A-A girl?\But he wears a guy's uniform!\And his name is Seishirou!\Hey, Raku!\Crap! There's people!\This can't end well.\If people see you like this... response:	Here, quick! Clothes! Your clothes!
context: A-A girl?\But he wears a guy's uniform!\And his name is Seishirou!\Hey, Raku!\Crap! There's people!\This can't end well.\If people see you like this...\Here, quick! Clothes! Your clothes! response:	Stay away from me, you fiend!
context: But he wears a guy's uniform!\And his name is Seishirou!\Hey, Raku!\Crap! There's people!\This can't end well.\If people see you like this...\Here, quick! Clothes! Your clothes!\Stay away from me, you fiend! response:	Darling?
context: And his name is Seishirou!\Hey, Raku!\Crap! There's people!\This can't end well.\If people see you like this...\Here, quick! Clothes! Your clothes!\Stay away from me, you fiend!\Darling? response:	Huh? I could have sworn I heard people in here.
context: Hey, Raku!\Crap! There's people!\This can't end well.\If people see you like this...\Here, quick! Clothes! Your clothes!\Stay away from me, you fiend!\Darling?\Huh? I could have sworn I heard people in here. response:	Where could he have gone?
context: Crap! There's people!\This can't end well.\If people see you like this...\Here, quick! Clothes! Your clothes!\Stay away from me, you fiend!\Darling?\Huh? I could have sworn I heard people in here.\Where could he have gone? response:	We've looked everywhere in here now, haven't we?
context: This can't end well.\If people see you like this...\Here, quick! Clothes! Your clothes!\Stay away from me, you fiend!\Darling?\Huh? I could have sworn I heard people in here.\Where could he have gone?\We've looked everywhere in here now, haven't we? response:	What do you think you're doing?
context: If people see you like this...\Here, quick! Clothes! Your clothes!\Stay away from me, you fiend!\Darling?\Huh? I could have sworn I heard people in here.\Where could he have gone?\We've looked everywhere in here now, haven't we?\What do you think you're doing? response:	Hey, I had no choice,
context: Here, quick! Clothes! Your clothes!\Stay away from me, you fiend!\Darling?\Huh? I could have sworn I heard people in here.\Where could he have gone?\We've looked everywhere in here now, haven't we?\What do you think you're doing?\Hey, I had no choice, response:	not with everyone just outside.
context: Stay away from me, you fiend!\Darling?\Huh? I could have sworn I heard people in here.\Where could he have gone?\We've looked everywhere in here now, haven't we?\What do you think you're doing?\Hey, I had no choice,\not with everyone just outside. response:	Yes, I understand that,
context: Darling?\Huh? I could have sworn I heard people in here.\Where could he have gone?\We've looked everywhere in here now, haven't we?\What do you think you're doing?\Hey, I had no choice,\not with everyone just outside.\Yes, I understand that, response:	but why do I have to be stuck here with you?
context: Huh? I could have sworn I heard people in here.\Where could he have gone?\We've looked everywhere in here now, haven't we?\What do you think you're doing?\Hey, I had no choice,\not with everyone just outside.\Yes, I understand that,\but why do I have to be stuck here with you? response:	I'm sorry! I'm seriously sorry!
context: Where could he have gone?\We've looked everywhere in here now, haven't we?\What do you think you're doing?\Hey, I had no choice,\not with everyone just outside.\Yes, I understand that,\but why do I have to be stuck here with you?\I'm sorry! I'm seriously sorry! response:	Kirisaki-san! There's no one in the girls' locker room, either!
context: We've looked everywhere in here now, haven't we?\What do you think you're doing?\Hey, I had no choice,\not with everyone just outside.\Yes, I understand that,\but why do I have to be stuck here with you?\I'm sorry! I'm seriously sorry!\Kirisaki-san! There's no one in the girls' locker room, either! response:	But why did you want us to check in there, anyway?
context: What do you think you're doing?\Hey, I had no choice,\not with everyone just outside.\Yes, I understand that,\but why do I have to be stuck here with you?\I'm sorry! I'm seriously sorry!\Kirisaki-san! There's no one in the girls' locker room, either!\But why did you want us to check in there, anyway? response:	Why else? Because Tsugumi's a girl, of course.
context: Hey, I had no choice,\not with everyone just outside.\Yes, I understand that,\but why do I have to be stuck here with you?\I'm sorry! I'm seriously sorry!\Kirisaki-san! There's no one in the girls' locker room, either!\But why did you want us to check in there, anyway?\Why else? Because Tsugumi's a girl, of course. response:	What?!
context: not with everyone just outside.\Yes, I understand that,\but why do I have to be stuck here with you?\I'm sorry! I'm seriously sorry!\Kirisaki-san! There's no one in the girls' locker room, either!\But why did you want us to check in there, anyway?\Why else? Because Tsugumi's a girl, of course.\What?! response:	What?!
context: Yes, I understand that,\but why do I have to be stuck here with you?\I'm sorry! I'm seriously sorry!\Kirisaki-san! There's no one in the girls' locker room, either!\But why did you want us to check in there, anyway?\Why else? Because Tsugumi's a girl, of course.\What?!\What?! response:	So you really are a girl?
context: but why do I have to be stuck here with you?\I'm sorry! I'm seriously sorry!\Kirisaki-san! There's no one in the girls' locker room, either!\But why did you want us to check in there, anyway?\Why else? Because Tsugumi's a girl, of course.\What?!\What?!\So you really are a girl? response:	You thought I was a boy too?
context: I'm sorry! I'm seriously sorry!\Kirisaki-san! There's no one in the girls' locker room, either!\But why did you want us to check in there, anyway?\Why else? Because Tsugumi's a girl, of course.\What?!\What?!\So you really are a girl?\You thought I was a boy too? response:	I've never understood why, but people have continuously mistook me for a boy my entire life.
context: Kirisaki-san! There's no one in the girls' locker room, either!\But why did you want us to check in there, anyway?\Why else? Because Tsugumi's a girl, of course.\What?!\What?!\So you really are a girl?\You thought I was a boy too?\I've never understood why, but people have continuously mistook me for a boy my entire life. response:	For goodness sake, I just don't get it.
context: But why did you want us to check in there, anyway?\Why else? Because Tsugumi's a girl, of course.\What?!\What?!\So you really are a girl?\You thought I was a boy too?\I've never understood why, but people have continuously mistook me for a boy my entire life.\For goodness sake, I just don't get it. response:	Now, hold up! You wear a guy's uniform! Why?!
context: Why else? Because Tsugumi's a girl, of course.\What?!\What?!\So you really are a girl?\You thought I was a boy too?\I've never understood why, but people have continuously mistook me for a boy my entire life.\For goodness sake, I just don't get it.\Now, hold up! You wear a guy's uniform! Why?! response:	It's easier to move around in, why else?
context: What?!\What?!\So you really are a girl?\You thought I was a boy too?\I've never understood why, but people have continuously mistook me for a boy my entire life.\For goodness sake, I just don't get it.\Now, hold up! You wear a guy's uniform! Why?!\It's easier to move around in, why else? response:	If I wore something as frilly as that girls' uniform,
context: What?!\So you really are a girl?\You thought I was a boy too?\I've never understood why, but people have continuously mistook me for a boy my entire life.\For goodness sake, I just don't get it.\Now, hold up! You wear a guy's uniform! Why?!\It's easier to move around in, why else?\If I wore something as frilly as that girls' uniform, response:	it'd hinder my reaction time.
