context: OP response:	OP
context: Genkei-sama, what happened fifty years ago?\Why did your sister get into that Utsurobune?\How can such a small ship make such huge waves?\What is this sound?\Its coming from inside.\Its a person!\Theres someone in there!\Shes been in there for fifty years? Thats impossible! response:	I cant take it! I cant I cant stand such fear!
context: Why did your sister get into that Utsurobune?\How can such a small ship make such huge waves?\What is this sound?\Its coming from inside.\Its a person!\Theres someone in there!\Shes been in there for fifty years? Thats impossible!\I cant take it! I cant I cant stand such fear! response:	What are this Mononokes Truth and Regret?
context: How can such a small ship make such huge waves?\What is this sound?\Its coming from inside.\Its a person!\Theres someone in there!\Shes been in there for fifty years? Thats impossible!\I cant take it! I cant I cant stand such fear!\What are this Mononokes Truth and Regret? response:	What are this Mononokes Truth and Regret?
context: What is this sound?\Its coming from inside.\Its a person!\Theres someone in there!\Shes been in there for fifty years? Thats impossible!\I cant take it! I cant I cant stand such fear!\What are this Mononokes Truth and Regret?\What are this Mononokes Truth and Regret? response:	What are this Mononokes Truth and Regret?
context: Its coming from inside.\Its a person!\Theres someone in there!\Shes been in there for fifty years? Thats impossible!\I cant take it! I cant I cant stand such fear!\What are this Mononokes Truth and Regret?\What are this Mononokes Truth and Regret?\What are this Mononokes Truth and Regret? response:	Let me ask you that.
context: Its a person!\Theres someone in there!\Shes been in there for fifty years? Thats impossible!\I cant take it! I cant I cant stand such fear!\What are this Mononokes Truth and Regret?\What are this Mononokes Truth and Regret?\What are this Mononokes Truth and Regret?\Let me ask you that. response:	Forgive me, Oyou.
context: Theres someone in there!\Shes been in there for fifty years? Thats impossible!\I cant take it! I cant I cant stand such fear!\What are this Mononokes Truth and Regret?\What are this Mononokes Truth and Regret?\What are this Mononokes Truth and Regret?\Let me ask you that.\Forgive me, Oyou. response:	I have not forgotten you even once in the last fifty years.
context: Shes been in there for fifty years? Thats impossible!\I cant take it! I cant I cant stand such fear!\What are this Mononokes Truth and Regret?\What are this Mononokes Truth and Regret?\What are this Mononokes Truth and Regret?\Let me ask you that.\Forgive me, Oyou.\I have not forgotten you even once in the last fifty years. response:	You went into the Utsurobune in my place of your own accord,
context: I cant take it! I cant I cant stand such fear!\What are this Mononokes Truth and Regret?\What are this Mononokes Truth and Regret?\What are this Mononokes Truth and Regret?\Let me ask you that.\Forgive me, Oyou.\I have not forgotten you even once in the last fifty years.\You went into the Utsurobune in my place of your own accord, response:	and were taken to the Dragons Triangle.
context: What are this Mononokes Truth and Regret?\What are this Mononokes Truth and Regret?\What are this Mononokes Truth and Regret?\Let me ask you that.\Forgive me, Oyou.\I have not forgotten you even once in the last fifty years.\You went into the Utsurobune in my place of your own accord,\and were taken to the Dragons Triangle. response:	Why?
context: What are this Mononokes Truth and Regret?\What are this Mononokes Truth and Regret?\Let me ask you that.\Forgive me, Oyou.\I have not forgotten you even once in the last fifty years.\You went into the Utsurobune in my place of your own accord,\and were taken to the Dragons Triangle.\Why? response:	Why do you harbor such hatred, that you could change the sea and draw all these Ayakashi?
context: What are this Mononokes Truth and Regret?\Let me ask you that.\Forgive me, Oyou.\I have not forgotten you even once in the last fifty years.\You went into the Utsurobune in my place of your own accord,\and were taken to the Dragons Triangle.\Why?\Why do you harbor such hatred, that you could change the sea and draw all these Ayakashi? response:	Why is it?
context: Let me ask you that.\Forgive me, Oyou.\I have not forgotten you even once in the last fifty years.\You went into the Utsurobune in my place of your own accord,\and were taken to the Dragons Triangle.\Why?\Why do you harbor such hatred, that you could change the sea and draw all these Ayakashi?\Why is it? response:	The Mononokes Form
context: Forgive me, Oyou.\I have not forgotten you even once in the last fifty years.\You went into the Utsurobune in my place of your own accord,\and were taken to the Dragons Triangle.\Why?\Why do you harbor such hatred, that you could change the sea and draw all these Ayakashi?\Why is it?\The Mononokes Form response:	has arrived.
context: I have not forgotten you even once in the last fifty years.\You went into the Utsurobune in my place of your own accord,\and were taken to the Dragons Triangle.\Why?\Why do you harbor such hatred, that you could change the sea and draw all these Ayakashi?\Why is it?\The Mononokes Form\has arrived. response:	To be continued
context: You went into the Utsurobune in my place of your own accord,\and were taken to the Dragons Triangle.\Why?\Why do you harbor such hatred, that you could change the sea and draw all these Ayakashi?\Why is it?\The Mononokes Form\has arrived.\To be continued response:	Without you, I just cant smile.
context: and were taken to the Dragons Triangle.\Why?\Why do you harbor such hatred, that you could change the sea and draw all these Ayakashi?\Why is it?\The Mononokes Form\has arrived.\To be continued\Without you, I just cant smile. response:	I walk this banal town,
context: Why?\Why do you harbor such hatred, that you could change the sea and draw all these Ayakashi?\Why is it?\The Mononokes Form\has arrived.\To be continued\Without you, I just cant smile.\I walk this banal town, response:	feeling such intense emotions.
context: Why do you harbor such hatred, that you could change the sea and draw all these Ayakashi?\Why is it?\The Mononokes Form\has arrived.\To be continued\Without you, I just cant smile.\I walk this banal town,\feeling such intense emotions. response:	I know that if I could treasure them and live on,
context: Why is it?\The Mononokes Form\has arrived.\To be continued\Without you, I just cant smile.\I walk this banal town,\feeling such intense emotions.\I know that if I could treasure them and live on, response:	I would need nothing else.
context: The Mononokes Form\has arrived.\To be continued\Without you, I just cant smile.\I walk this banal town,\feeling such intense emotions.\I know that if I could treasure them and live on,\I would need nothing else. response:	The summer flowers that bloomed in the sky
context: has arrived.\To be continued\Without you, I just cant smile.\I walk this banal town,\feeling such intense emotions.\I know that if I could treasure them and live on,\I would need nothing else.\The summer flowers that bloomed in the sky response:	Come falling down, dancing in the wind.
context: To be continued\Without you, I just cant smile.\I walk this banal town,\feeling such intense emotions.\I know that if I could treasure them and live on,\I would need nothing else.\The summer flowers that bloomed in the sky\Come falling down, dancing in the wind. response:	I can barely recall the night sky
context: Without you, I just cant smile.\I walk this banal town,\feeling such intense emotions.\I know that if I could treasure them and live on,\I would need nothing else.\The summer flowers that bloomed in the sky\Come falling down, dancing in the wind.\I can barely recall the night sky response:	where they all came tumbling down,
context: I walk this banal town,\feeling such intense emotions.\I know that if I could treasure them and live on,\I would need nothing else.\The summer flowers that bloomed in the sky\Come falling down, dancing in the wind.\I can barely recall the night sky\where they all came tumbling down, response:	so what I can still recall is all the more precious.
