context: Ow... response:	Hold still.
context: Seems her control extends to the entire forest.\But that means we just tripped her burglar alarm!\I don't think it's a problem, do you?\We came here to talk, not attack.\So it's better to let her know we don't intend to fight.\I get it.\Be careful, though...\It shocks you a bit. response:	I'll be fine.
context: But that means we just tripped her burglar alarm!\I don't think it's a problem, do you?\We came here to talk, not attack.\So it's better to let her know we don't intend to fight.\I get it.\Be careful, though...\It shocks you a bit.\I'll be fine. response:	Now that brat's made me mad!
context: I don't think it's a problem, do you?\We came here to talk, not attack.\So it's better to let her know we don't intend to fight.\I get it.\Be careful, though...\It shocks you a bit.\I'll be fine.\Now that brat's made me mad! response:	I know I heard you laugh just now!
context: We came here to talk, not attack.\So it's better to let her know we don't intend to fight.\I get it.\Be careful, though...\It shocks you a bit.\I'll be fine.\Now that brat's made me mad!\I know I heard you laugh just now! response:	She walked right into my trap.
context: So it's better to let her know we don't intend to fight.\I get it.\Be careful, though...\It shocks you a bit.\I'll be fine.\Now that brat's made me mad!\I know I heard you laugh just now!\She walked right into my trap. response:	Rin's really amusing. You get a straight reaction from her.
context: I get it.\Be careful, though...\It shocks you a bit.\I'll be fine.\Now that brat's made me mad!\I know I heard you laugh just now!\She walked right into my trap.\Rin's really amusing. You get a straight reaction from her. response:	But I wonder if they'll get here safely.
context: Be careful, though...\It shocks you a bit.\I'll be fine.\Now that brat's made me mad!\I know I heard you laugh just now!\She walked right into my trap.\Rin's really amusing. You get a straight reaction from her.\But I wonder if they'll get here safely. response:	Maybe I should disable a few of the traps...
context: It shocks you a bit.\I'll be fine.\Now that brat's made me mad!\I know I heard you laugh just now!\She walked right into my trap.\Rin's really amusing. You get a straight reaction from her.\But I wonder if they'll get here safely.\Maybe I should disable a few of the traps... response:	Mistress, surely you don't intend to allow those people in.
context: I'll be fine.\Now that brat's made me mad!\I know I heard you laugh just now!\She walked right into my trap.\Rin's really amusing. You get a straight reaction from her.\But I wonder if they'll get here safely.\Maybe I should disable a few of the traps...\Mistress, surely you don't intend to allow those people in. response:	Wh-Why not?
context: Now that brat's made me mad!\I know I heard you laugh just now!\She walked right into my trap.\Rin's really amusing. You get a straight reaction from her.\But I wonder if they'll get here safely.\Maybe I should disable a few of the traps...\Mistress, surely you don't intend to allow those people in.\Wh-Why not? response:	They said that they're here to talk.
context: I know I heard you laugh just now!\She walked right into my trap.\Rin's really amusing. You get a straight reaction from her.\But I wonder if they'll get here safely.\Maybe I should disable a few of the traps...\Mistress, surely you don't intend to allow those people in.\Wh-Why not?\They said that they're here to talk. response:	Plus...
context: She walked right into my trap.\Rin's really amusing. You get a straight reaction from her.\But I wonder if they'll get here safely.\Maybe I should disable a few of the traps...\Mistress, surely you don't intend to allow those people in.\Wh-Why not?\They said that they're here to talk.\Plus... response:	There are things I want to ask him.
context: Rin's really amusing. You get a straight reaction from her.\But I wonder if they'll get here safely.\Maybe I should disable a few of the traps...\Mistress, surely you don't intend to allow those people in.\Wh-Why not?\They said that they're here to talk.\Plus...\There are things I want to ask him. response:	Mistress!
context: But I wonder if they'll get here safely.\Maybe I should disable a few of the traps...\Mistress, surely you don't intend to allow those people in.\Wh-Why not?\They said that they're here to talk.\Plus...\There are things I want to ask him.\Mistress! response:	You're such a worrywart, Sella.
context: Maybe I should disable a few of the traps...\Mistress, surely you don't intend to allow those people in.\Wh-Why not?\They said that they're here to talk.\Plus...\There are things I want to ask him.\Mistress!\You're such a worrywart, Sella. response:	Even if they're planning something, they're no match for Berserker.
context: Mistress, surely you don't intend to allow those people in.\Wh-Why not?\They said that they're here to talk.\Plus...\There are things I want to ask him.\Mistress!\You're such a worrywart, Sella.\Even if they're planning something, they're no match for Berserker. response:	Mistress, that may be true, but I'm against it.
context: Wh-Why not?\They said that they're here to talk.\Plus...\There are things I want to ask him.\Mistress!\You're such a worrywart, Sella.\Even if they're planning something, they're no match for Berserker.\Mistress, that may be true, but I'm against it. response:	Enough! I've already decided!
context: They said that they're here to talk.\Plus...\There are things I want to ask him.\Mistress!\You're such a worrywart, Sella.\Even if they're planning something, they're no match for Berserker.\Mistress, that may be true, but I'm against it.\Enough! I've already decided! response:	I'm the castle's lord, so if I say to let them in, you must obey!
context: Plus...\There are things I want to ask him.\Mistress!\You're such a worrywart, Sella.\Even if they're planning something, they're no match for Berserker.\Mistress, that may be true, but I'm against it.\Enough! I've already decided!\I'm the castle's lord, so if I say to let them in, you must obey! response:	If you're the lord of the castle, all the more reason to drive them off!
context: There are things I want to ask him.\Mistress!\You're such a worrywart, Sella.\Even if they're planning something, they're no match for Berserker.\Mistress, that may be true, but I'm against it.\Enough! I've already decided!\I'm the castle's lord, so if I say to let them in, you must obey!\If you're the lord of the castle, all the more reason to drive them off! response:	As the Einzbern princess, you must send a proper invitation,
context: Mistress!\You're such a worrywart, Sella.\Even if they're planning something, they're no match for Berserker.\Mistress, that may be true, but I'm against it.\Enough! I've already decided!\I'm the castle's lord, so if I say to let them in, you must obey!\If you're the lord of the castle, all the more reason to drive them off!\As the Einzbern princess, you must send a proper invitation, response:	and then throw an evening party, in keeping with proper decorum!
context: You're such a worrywart, Sella.\Even if they're planning something, they're no match for Berserker.\Mistress, that may be true, but I'm against it.\Enough! I've already decided!\I'm the castle's lord, so if I say to let them in, you must obey!\If you're the lord of the castle, all the more reason to drive them off!\As the Einzbern princess, you must send a proper invitation,\and then throw an evening party, in keeping with proper decorum! response:	Sella, you're being stubborn.
context: Even if they're planning something, they're no match for Berserker.\Mistress, that may be true, but I'm against it.\Enough! I've already decided!\I'm the castle's lord, so if I say to let them in, you must obey!\If you're the lord of the castle, all the more reason to drive them off!\As the Einzbern princess, you must send a proper invitation,\and then throw an evening party, in keeping with proper decorum!\Sella, you're being stubborn. response:	Also, what you describe is not what she meant.
context: Mistress, that may be true, but I'm against it.\Enough! I've already decided!\I'm the castle's lord, so if I say to let them in, you must obey!\If you're the lord of the castle, all the more reason to drive them off!\As the Einzbern princess, you must send a proper invitation,\and then throw an evening party, in keeping with proper decorum!\Sella, you're being stubborn.\Also, what you describe is not what she meant. response:	All right, fine...
context: Enough! I've already decided!\I'm the castle's lord, so if I say to let them in, you must obey!\If you're the lord of the castle, all the more reason to drive them off!\As the Einzbern princess, you must send a proper invitation,\and then throw an evening party, in keeping with proper decorum!\Sella, you're being stubborn.\Also, what you describe is not what she meant.\All right, fine... response:	You understand now, Mistress?
context: I'm the castle's lord, so if I say to let them in, you must obey!\If you're the lord of the castle, all the more reason to drive them off!\As the Einzbern princess, you must send a proper invitation,\and then throw an evening party, in keeping with proper decorum!\Sella, you're being stubborn.\Also, what you describe is not what she meant.\All right, fine...\You understand now, Mistress? response:	In that case, you two go and bring them here.
context: If you're the lord of the castle, all the more reason to drive them off!\As the Einzbern princess, you must send a proper invitation,\and then throw an evening party, in keeping with proper decorum!\Sella, you're being stubborn.\Also, what you describe is not what she meant.\All right, fine...\You understand now, Mistress?\In that case, you two go and bring them here. response:	Mistress?
context: As the Einzbern princess, you must send a proper invitation,\and then throw an evening party, in keeping with proper decorum!\Sella, you're being stubborn.\Also, what you describe is not what she meant.\All right, fine...\You understand now, Mistress?\In that case, you two go and bring them here.\Mistress? response:	I'm telling you to go capture them!
context: and then throw an evening party, in keeping with proper decorum!\Sella, you're being stubborn.\Also, what you describe is not what she meant.\All right, fine...\You understand now, Mistress?\In that case, you two go and bring them here.\Mistress?\I'm telling you to go capture them! response:	Ow!
context: Sella, you're being stubborn.\Also, what you describe is not what she meant.\All right, fine...\You understand now, Mistress?\In that case, you two go and bring them here.\Mistress?\I'm telling you to go capture them!\Ow! response:	That jerk, dragging me along with him!
context: Also, what you describe is not what she meant.\All right, fine...\You understand now, Mistress?\In that case, you two go and bring them here.\Mistress?\I'm telling you to go capture them!\Ow!\That jerk, dragging me along with him! response:	Where the hell am I? Is this really where Berserker is?!
context: All right, fine...\You understand now, Mistress?\In that case, you two go and bring them here.\Mistress?\I'm telling you to go capture them!\Ow!\That jerk, dragging me along with him!\Where the hell am I? Is this really where Berserker is?! response:	That is not Shirou.
context: You understand now, Mistress?\In that case, you two go and bring them here.\Mistress?\I'm telling you to go capture them!\Ow!\That jerk, dragging me along with him!\Where the hell am I? Is this really where Berserker is?!\That is not Shirou. response:	No, he seems like a harmless fly.
context: In that case, you two go and bring them here.\Mistress?\I'm telling you to go capture them!\Ow!\That jerk, dragging me along with him!\Where the hell am I? Is this really where Berserker is?!\That is not Shirou.\No, he seems like a harmless fly. response:	Let's deal with him and be on our way.
context: Mistress?\I'm telling you to go capture them!\Ow!\That jerk, dragging me along with him!\Where the hell am I? Is this really where Berserker is?!\That is not Shirou.\No, he seems like a harmless fly.\Let's deal with him and be on our way. response:	You two...
context: I'm telling you to go capture them!\Ow!\That jerk, dragging me along with him!\Where the hell am I? Is this really where Berserker is?!\That is not Shirou.\No, he seems like a harmless fly.\Let's deal with him and be on our way.\You two... response:	Are you Einzbern servants?
context: Ow!\That jerk, dragging me along with him!\Where the hell am I? Is this really where Berserker is?!\That is not Shirou.\No, he seems like a harmless fly.\Let's deal with him and be on our way.\You two...\Are you Einzbern servants? response:	If so, that's convenient. Take me to Berserker's
context: That jerk, dragging me along with him!\Where the hell am I? Is this really where Berserker is?!\That is not Shirou.\No, he seems like a harmless fly.\Let's deal with him and be on our way.\You two...\Are you Einzbern servants?\If so, that's convenient. Take me to Berserker's response:	Hold your tongue.
context: Where the hell am I? Is this really where Berserker is?!\That is not Shirou.\No, he seems like a harmless fly.\Let's deal with him and be on our way.\You two...\Are you Einzbern servants?\If so, that's convenient. Take me to Berserker's\Hold your tongue. response:	We have no time to deal with an unexpected guest like you.
context: That is not Shirou.\No, he seems like a harmless fly.\Let's deal with him and be on our way.\You two...\Are you Einzbern servants?\If so, that's convenient. Take me to Berserker's\Hold your tongue.\We have no time to deal with an unexpected guest like you. response:	Either jump off the roof and flee, or fall to this weapon.
context: No, he seems like a harmless fly.\Let's deal with him and be on our way.\You two...\Are you Einzbern servants?\If so, that's convenient. Take me to Berserker's\Hold your tongue.\We have no time to deal with an unexpected guest like you.\Either jump off the roof and flee, or fall to this weapon. response:	Decide in the next ten seconds.
context: Let's deal with him and be on our way.\You two...\Are you Einzbern servants?\If so, that's convenient. Take me to Berserker's\Hold your tongue.\We have no time to deal with an unexpected guest like you.\Either jump off the roof and flee, or fall to this weapon.\Decide in the next ten seconds. response:	Nine. Eight. Seven. Six. Five.
context: You two...\Are you Einzbern servants?\If so, that's convenient. Take me to Berserker's\Hold your tongue.\We have no time to deal with an unexpected guest like you.\Either jump off the roof and flee, or fall to this weapon.\Decide in the next ten seconds.\Nine. Eight. Seven. Six. Five. response:	W-W-Wait!
context: Are you Einzbern servants?\If so, that's convenient. Take me to Berserker's\Hold your tongue.\We have no time to deal with an unexpected guest like you.\Either jump off the roof and flee, or fall to this weapon.\Decide in the next ten seconds.\Nine. Eight. Seven. Six. Five.\W-W-Wait! response:	Four, three, two, one.
context: If so, that's convenient. Take me to Berserker's\Hold your tongue.\We have no time to deal with an unexpected guest like you.\Either jump off the roof and flee, or fall to this weapon.\Decide in the next ten seconds.\Nine. Eight. Seven. Six. Five.\W-W-Wait!\Four, three, two, one. response:	Are you kidding me?!
context: Hold your tongue.\We have no time to deal with an unexpected guest like you.\Either jump off the roof and flee, or fall to this weapon.\Decide in the next ten seconds.\Nine. Eight. Seven. Six. Five.\W-W-Wait!\Four, three, two, one.\Are you kidding me?! response:	I was wondering what you were! Homunculi, huh?
context: We have no time to deal with an unexpected guest like you.\Either jump off the roof and flee, or fall to this weapon.\Decide in the next ten seconds.\Nine. Eight. Seven. Six. Five.\W-W-Wait!\Four, three, two, one.\Are you kidding me?!\I was wondering what you were! Homunculi, huh? response:	Nicely made, too.
context: Either jump off the roof and flee, or fall to this weapon.\Decide in the next ten seconds.\Nine. Eight. Seven. Six. Five.\W-W-Wait!\Four, three, two, one.\Are you kidding me?!\I was wondering what you were! Homunculi, huh?\Nicely made, too. response:	Even though you are humans only in shape, you function as real human beings.
context: Decide in the next ten seconds.\Nine. Eight. Seven. Six. Five.\W-W-Wait!\Four, three, two, one.\Are you kidding me?!\I was wondering what you were! Homunculi, huh?\Nicely made, too.\Even though you are humans only in shape, you function as real human beings. response:	When they made you, they must have used a fine mold.
context: Nine. Eight. Seven. Six. Five.\W-W-Wait!\Four, three, two, one.\Are you kidding me?!\I was wondering what you were! Homunculi, huh?\Nicely made, too.\Even though you are humans only in shape, you function as real human beings.\When they made you, they must have used a fine mold. response:	Sella, he is incredibly...
context: W-W-Wait!\Four, three, two, one.\Are you kidding me?!\I was wondering what you were! Homunculi, huh?\Nicely made, too.\Even though you are humans only in shape, you function as real human beings.\When they made you, they must have used a fine mold.\Sella, he is incredibly... response:	I know. Don't worry about me, just get away.
context: Four, three, two, one.\Are you kidding me?!\I was wondering what you were! Homunculi, huh?\Nicely made, too.\Even though you are humans only in shape, you function as real human beings.\When they made you, they must have used a fine mold.\Sella, he is incredibly...\I know. Don't worry about me, just get away. response:	Now, don't be afraid.
context: Are you kidding me?!\I was wondering what you were! Homunculi, huh?\Nicely made, too.\Even though you are humans only in shape, you function as real human beings.\When they made you, they must have used a fine mold.\Sella, he is incredibly...\I know. Don't worry about me, just get away.\Now, don't be afraid. response:	I shall forgive your disrespect, assuming it is out of fear.
context: I was wondering what you were! Homunculi, huh?\Nicely made, too.\Even though you are humans only in shape, you function as real human beings.\When they made you, they must have used a fine mold.\Sella, he is incredibly...\I know. Don't worry about me, just get away.\Now, don't be afraid.\I shall forgive your disrespect, assuming it is out of fear. response:	If you value your lives, begone quickly.
context: Nicely made, too.\Even though you are humans only in shape, you function as real human beings.\When they made you, they must have used a fine mold.\Sella, he is incredibly...\I know. Don't worry about me, just get away.\Now, don't be afraid.\I shall forgive your disrespect, assuming it is out of fear.\If you value your lives, begone quickly. response:	In appreciation for allowing my Master to escape, I shall grant you ten seconds.
context: Even though you are humans only in shape, you function as real human beings.\When they made you, they must have used a fine mold.\Sella, he is incredibly...\I know. Don't worry about me, just get away.\Now, don't be afraid.\I shall forgive your disrespect, assuming it is out of fear.\If you value your lives, begone quickly.\In appreciation for allowing my Master to escape, I shall grant you ten seconds. response:	That boy is a Master?
context: When they made you, they must have used a fine mold.\Sella, he is incredibly...\I know. Don't worry about me, just get away.\Now, don't be afraid.\I shall forgive your disrespect, assuming it is out of fear.\If you value your lives, begone quickly.\In appreciation for allowing my Master to escape, I shall grant you ten seconds.\That boy is a Master? response:	Then we cannot do as you ask.
context: Sella, he is incredibly...\I know. Don't worry about me, just get away.\Now, don't be afraid.\I shall forgive your disrespect, assuming it is out of fear.\If you value your lives, begone quickly.\In appreciation for allowing my Master to escape, I shall grant you ten seconds.\That boy is a Master?\Then we cannot do as you ask. response:	Our purpose is to protect our mistress from all outside threats.
context: I know. Don't worry about me, just get away.\Now, don't be afraid.\I shall forgive your disrespect, assuming it is out of fear.\If you value your lives, begone quickly.\In appreciation for allowing my Master to escape, I shall grant you ten seconds.\That boy is a Master?\Then we cannot do as you ask.\Our purpose is to protect our mistress from all outside threats. response:	I took you for some king,
context: Now, don't be afraid.\I shall forgive your disrespect, assuming it is out of fear.\If you value your lives, begone quickly.\In appreciation for allowing my Master to escape, I shall grant you ten seconds.\That boy is a Master?\Then we cannot do as you ask.\Our purpose is to protect our mistress from all outside threats.\I took you for some king, response:	but we cannot allow a man such as you, who reeks of blood, to pass!
context: I shall forgive your disrespect, assuming it is out of fear.\If you value your lives, begone quickly.\In appreciation for allowing my Master to escape, I shall grant you ten seconds.\That boy is a Master?\Then we cannot do as you ask.\Our purpose is to protect our mistress from all outside threats.\I took you for some king,\but we cannot allow a man such as you, who reeks of blood, to pass! response:	Is that so?
context: If you value your lives, begone quickly.\In appreciation for allowing my Master to escape, I shall grant you ten seconds.\That boy is a Master?\Then we cannot do as you ask.\Our purpose is to protect our mistress from all outside threats.\I took you for some king,\but we cannot allow a man such as you, who reeks of blood, to pass!\Is that so? response:	Then fall, like these flowers.
context: In appreciation for allowing my Master to escape, I shall grant you ten seconds.\That boy is a Master?\Then we cannot do as you ask.\Our purpose is to protect our mistress from all outside threats.\I took you for some king,\but we cannot allow a man such as you, who reeks of blood, to pass!\Is that so?\Then fall, like these flowers. response:	I expect that the Grail's vessel will come running at the sound of your screams.
context: That boy is a Master?\Then we cannot do as you ask.\Our purpose is to protect our mistress from all outside threats.\I took you for some king,\but we cannot allow a man such as you, who reeks of blood, to pass!\Is that so?\Then fall, like these flowers.\I expect that the Grail's vessel will come running at the sound of your screams. response:	The Grail's vessel...
context: Then we cannot do as you ask.\Our purpose is to protect our mistress from all outside threats.\I took you for some king,\but we cannot allow a man such as you, who reeks of blood, to pass!\Is that so?\Then fall, like these flowers.\I expect that the Grail's vessel will come running at the sound of your screams.\The Grail's vessel... response:	You are Illya's enemy!
context: Our purpose is to protect our mistress from all outside threats.\I took you for some king,\but we cannot allow a man such as you, who reeks of blood, to pass!\Is that so?\Then fall, like these flowers.\I expect that the Grail's vessel will come running at the sound of your screams.\The Grail's vessel...\You are Illya's enemy! response:	Shirou is coming here, to the castle where Mother once stayed.
context: I took you for some king,\but we cannot allow a man such as you, who reeks of blood, to pass!\Is that so?\Then fall, like these flowers.\I expect that the Grail's vessel will come running at the sound of your screams.\The Grail's vessel...\You are Illya's enemy!\Shirou is coming here, to the castle where Mother once stayed. response:	Leysritt!
context: but we cannot allow a man such as you, who reeks of blood, to pass!\Is that so?\Then fall, like these flowers.\I expect that the Grail's vessel will come running at the sound of your screams.\The Grail's vessel...\You are Illya's enemy!\Shirou is coming here, to the castle where Mother once stayed.\Leysritt! response:	The mages never learn, do they?
context: Is that so?\Then fall, like these flowers.\I expect that the Grail's vessel will come running at the sound of your screams.\The Grail's vessel...\You are Illya's enemy!\Shirou is coming here, to the castle where Mother once stayed.\Leysritt!\The mages never learn, do they? response:	One should never give a tool a human heart.
context: Then fall, like these flowers.\I expect that the Grail's vessel will come running at the sound of your screams.\The Grail's vessel...\You are Illya's enemy!\Shirou is coming here, to the castle where Mother once stayed.\Leysritt!\The mages never learn, do they?\One should never give a tool a human heart. response:	Humans are incapable of reciprocating your purity.
context: I expect that the Grail's vessel will come running at the sound of your screams.\The Grail's vessel...\You are Illya's enemy!\Shirou is coming here, to the castle where Mother once stayed.\Leysritt!\The mages never learn, do they?\One should never give a tool a human heart.\Humans are incapable of reciprocating your purity. response:	As long as I draw breath...
context: The Grail's vessel...\You are Illya's enemy!\Shirou is coming here, to the castle where Mother once stayed.\Leysritt!\The mages never learn, do they?\One should never give a tool a human heart.\Humans are incapable of reciprocating your purity.\As long as I draw breath... response:	I will not let you near my mistress...
context: You are Illya's enemy!\Shirou is coming here, to the castle where Mother once stayed.\Leysritt!\The mages never learn, do they?\One should never give a tool a human heart.\Humans are incapable of reciprocating your purity.\As long as I draw breath...\I will not let you near my mistress... response:	Oh?
context: Shirou is coming here, to the castle where Mother once stayed.\Leysritt!\The mages never learn, do they?\One should never give a tool a human heart.\Humans are incapable of reciprocating your purity.\As long as I draw breath...\I will not let you near my mistress...\Oh? response:	Then admirably fulfill that purpose.
context: Leysritt!\The mages never learn, do they?\One should never give a tool a human heart.\Humans are incapable of reciprocating your purity.\As long as I draw breath...\I will not let you near my mistress...\Oh?\Then admirably fulfill that purpose. response:	Leys...
context: The mages never learn, do they?\One should never give a tool a human heart.\Humans are incapable of reciprocating your purity.\As long as I draw breath...\I will not let you near my mistress...\Oh?\Then admirably fulfill that purpose.\Leys... response:	Sella!
context: One should never give a tool a human heart.\Humans are incapable of reciprocating your purity.\As long as I draw breath...\I will not let you near my mistress...\Oh?\Then admirably fulfill that purpose.\Leys...\Sella! response:	You are the doll that possesses the Grail vessel?
context: Humans are incapable of reciprocating your purity.\As long as I draw breath...\I will not let you near my mistress...\Oh?\Then admirably fulfill that purpose.\Leys...\Sella!\You are the doll that possesses the Grail vessel? response:	I see crossing a human and a homunculus has spawned a peculiarity.
context: As long as I draw breath...\I will not let you near my mistress...\Oh?\Then admirably fulfill that purpose.\Leys...\Sella!\You are the doll that possesses the Grail vessel?\I see crossing a human and a homunculus has spawned a peculiarity. response:	You killed them...
context: I will not let you near my mistress...\Oh?\Then admirably fulfill that purpose.\Leys...\Sella!\You are the doll that possesses the Grail vessel?\I see crossing a human and a homunculus has spawned a peculiarity.\You killed them... response:	Kill him.
context: Oh?\Then admirably fulfill that purpose.\Leys...\Sella!\You are the doll that possesses the Grail vessel?\I see crossing a human and a homunculus has spawned a peculiarity.\You killed them...\Kill him. response:	Right now! Kill him, Berserker!
context: Then admirably fulfill that purpose.\Leys...\Sella!\You are the doll that possesses the Grail vessel?\I see crossing a human and a homunculus has spawned a peculiarity.\You killed them...\Kill him.\Right now! Kill him, Berserker! response:	You heard her.
context: Leys...\Sella!\You are the doll that possesses the Grail vessel?\I see crossing a human and a homunculus has spawned a peculiarity.\You killed them...\Kill him.\Right now! Kill him, Berserker!\You heard her. response:	Then come, great Heroic Spirit.
context: Sella!\You are the doll that possesses the Grail vessel?\I see crossing a human and a homunculus has spawned a peculiarity.\You killed them...\Kill him.\Right now! Kill him, Berserker!\You heard her.\Then come, great Heroic Spirit. response:	Toying with you will relieve my boredom.
context: You are the doll that possesses the Grail vessel?\I see crossing a human and a homunculus has spawned a peculiarity.\You killed them...\Kill him.\Right now! Kill him, Berserker!\You heard her.\Then come, great Heroic Spirit.\Toying with you will relieve my boredom. response:	Shall we reenact a battle of legend here?
context: I see crossing a human and a homunculus has spawned a peculiarity.\You killed them...\Kill him.\Right now! Kill him, Berserker!\You heard her.\Then come, great Heroic Spirit.\Toying with you will relieve my boredom.\Shall we reenact a battle of legend here? response:	Stop it, you bastard!
context: You killed them...\Kill him.\Right now! Kill him, Berserker!\You heard her.\Then come, great Heroic Spirit.\Toying with you will relieve my boredom.\Shall we reenact a battle of legend here?\Stop it, you bastard! response:	No way! Those were all Noble Phantasms?
context: Kill him.\Right now! Kill him, Berserker!\You heard her.\Then come, great Heroic Spirit.\Toying with you will relieve my boredom.\Shall we reenact a battle of legend here?\Stop it, you bastard!\No way! Those were all Noble Phantasms? response:	I can't wait, Illyasviel!
context: Right now! Kill him, Berserker!\You heard her.\Then come, great Heroic Spirit.\Toying with you will relieve my boredom.\Shall we reenact a battle of legend here?\Stop it, you bastard!\No way! Those were all Noble Phantasms?\I can't wait, Illyasviel! response:	Your defeat is certain.
context: You heard her.\Then come, great Heroic Spirit.\Toying with you will relieve my boredom.\Shall we reenact a battle of legend here?\Stop it, you bastard!\No way! Those were all Noble Phantasms?\I can't wait, Illyasviel!\Your defeat is certain. response:	Berserker won't lose to anyone...
context: Then come, great Heroic Spirit.\Toying with you will relieve my boredom.\Shall we reenact a battle of legend here?\Stop it, you bastard!\No way! Those were all Noble Phantasms?\I can't wait, Illyasviel!\Your defeat is certain.\Berserker won't lose to anyone... response:	Next Time A Battle of Legend
context: Toying with you will relieve my boredom.\Shall we reenact a battle of legend here?\Stop it, you bastard!\No way! Those were all Noble Phantasms?\I can't wait, Illyasviel!\Your defeat is certain.\Berserker won't lose to anyone...\Next Time A Battle of Legend response:	Because he's the strongest in the world!
