context: <sign: Incinerator > response:	So what are we going to start with?
context: It felt like going to a club every day.\I had fun!\I told you, right?\I was paralyzed in the past, so this was amazingly fun.\So theyre all fulfilled?\Fulfilled? What is?\Everything you wanted to do when you couldnt move.\Oh... response:	Theres one more.
context: I had fun!\I told you, right?\I was paralyzed in the past, so this was amazingly fun.\So theyre all fulfilled?\Fulfilled? What is?\Everything you wanted to do when you couldnt move.\Oh...\Theres one more. response:	What?
context: I told you, right?\I was paralyzed in the past, so this was amazingly fun.\So theyre all fulfilled?\Fulfilled? What is?\Everything you wanted to do when you couldnt move.\Oh...\Theres one more.\What? response:	Marriage.
context: I was paralyzed in the past, so this was amazingly fun.\So theyre all fulfilled?\Fulfilled? What is?\Everything you wanted to do when you couldnt move.\Oh...\Theres one more.\What?\Marriage. response:	The ultimate happiness for a girl.
context: So theyre all fulfilled?\Fulfilled? What is?\Everything you wanted to do when you couldnt move.\Oh...\Theres one more.\What?\Marriage.\The ultimate happiness for a girl. response:	But I cant do housework or cleaning or anything...
context: Fulfilled? What is?\Everything you wanted to do when you couldnt move.\Oh...\Theres one more.\What?\Marriage.\The ultimate happiness for a girl.\But I cant do housework or cleaning or anything... response:	Actually, I cant do anything by myself.
context: Everything you wanted to do when you couldnt move.\Oh...\Theres one more.\What?\Marriage.\The ultimate happiness for a girl.\But I cant do housework or cleaning or anything...\Actually, I cant do anything by myself. response:	Im nothing but trouble, dragging everyone else down.
context: Oh...\Theres one more.\What?\Marriage.\The ultimate happiness for a girl.\But I cant do housework or cleaning or anything...\Actually, I cant do anything by myself.\Im nothing but trouble, dragging everyone else down. response:	I guess no one would want to take me...
context: Theres one more.\What?\Marriage.\The ultimate happiness for a girl.\But I cant do housework or cleaning or anything...\Actually, I cant do anything by myself.\Im nothing but trouble, dragging everyone else down.\I guess no one would want to take me... response:	God is pretty mean...
context: What?\Marriage.\The ultimate happiness for a girl.\But I cant do housework or cleaning or anything...\Actually, I cant do anything by myself.\Im nothing but trouble, dragging everyone else down.\I guess no one would want to take me...\God is pretty mean... response:	My happiness...
context: Marriage.\The ultimate happiness for a girl.\But I cant do housework or cleaning or anything...\Actually, I cant do anything by myself.\Im nothing but trouble, dragging everyone else down.\I guess no one would want to take me...\God is pretty mean...\My happiness... response:	It was all taken from me.
context: The ultimate happiness for a girl.\But I cant do housework or cleaning or anything...\Actually, I cant do anything by myself.\Im nothing but trouble, dragging everyone else down.\I guess no one would want to take me...\God is pretty mean...\My happiness...\It was all taken from me. response:	Thats not true.
context: But I cant do housework or cleaning or anything...\Actually, I cant do anything by myself.\Im nothing but trouble, dragging everyone else down.\I guess no one would want to take me...\God is pretty mean...\My happiness...\It was all taken from me.\Thats not true. response:	Then, senpai...
context: Actually, I cant do anything by myself.\Im nothing but trouble, dragging everyone else down.\I guess no one would want to take me...\God is pretty mean...\My happiness...\It was all taken from me.\Thats not true.\Then, senpai... response:	will you marry me?
context: Im nothing but trouble, dragging everyone else down.\I guess no one would want to take me...\God is pretty mean...\My happiness...\It was all taken from me.\Thats not true.\Then, senpai...\will you marry me? response:	Ill do it!
context: I guess no one would want to take me...\God is pretty mean...\My happiness...\It was all taken from me.\Thats not true.\Then, senpai...\will you marry me?\Ill do it! response:	Hinata...
context: God is pretty mean...\My happiness...\It was all taken from me.\Thats not true.\Then, senpai...\will you marry me?\Ill do it!\Hinata... response:	Ill marry you.
context: My happiness...\It was all taken from me.\Thats not true.\Then, senpai...\will you marry me?\Ill do it!\Hinata...\Ill marry you. response:	Im serious.
context: It was all taken from me.\Thats not true.\Then, senpai...\will you marry me?\Ill do it!\Hinata...\Ill marry you.\Im serious. response:	But...
context: Thats not true.\Then, senpai...\will you marry me?\Ill do it!\Hinata...\Ill marry you.\Im serious.\But... response:	You dont know the real me...
context: Then, senpai...\will you marry me?\Ill do it!\Hinata...\Ill marry you.\Im serious.\But...\You dont know the real me... response:	No matter what happens to you in the real world,
context: will you marry me?\Ill do it!\Hinata...\Ill marry you.\Im serious.\But...\You dont know the real me...\No matter what happens to you in the real world, response:	Ill marry you!
context: Ill do it!\Hinata...\Ill marry you.\Im serious.\But...\You dont know the real me...\No matter what happens to you in the real world,\Ill marry you! response:	No matter what kind of sickness you have!
context: Hinata...\Ill marry you.\Im serious.\But...\You dont know the real me...\No matter what happens to you in the real world,\Ill marry you!\No matter what kind of sickness you have! response:	I cant walk or even stand...
context: Ill marry you.\Im serious.\But...\You dont know the real me...\No matter what happens to you in the real world,\Ill marry you!\No matter what kind of sickness you have!\I cant walk or even stand... response:	I said no matter what kind!!
context: Im serious.\But...\You dont know the real me...\No matter what happens to you in the real world,\Ill marry you!\No matter what kind of sickness you have!\I cant walk or even stand...\I said no matter what kind!! response:	Even if you cant walk or stand,
context: But...\You dont know the real me...\No matter what happens to you in the real world,\Ill marry you!\No matter what kind of sickness you have!\I cant walk or even stand...\I said no matter what kind!!\Even if you cant walk or stand, response:	or even if you cant have kids!
context: You dont know the real me...\No matter what happens to you in the real world,\Ill marry you!\No matter what kind of sickness you have!\I cant walk or even stand...\I said no matter what kind!!\Even if you cant walk or stand,\or even if you cant have kids! response:	Ill still marry you!
context: No matter what happens to you in the real world,\Ill marry you!\No matter what kind of sickness you have!\I cant walk or even stand...\I said no matter what kind!!\Even if you cant walk or stand,\or even if you cant have kids!\Ill still marry you! response:	Ill always stay by your side.
context: Ill marry you!\No matter what kind of sickness you have!\I cant walk or even stand...\I said no matter what kind!!\Even if you cant walk or stand,\or even if you cant have kids!\Ill still marry you!\Ill always stay by your side. response:	The Yui I met here isnt fake.
context: No matter what kind of sickness you have!\I cant walk or even stand...\I said no matter what kind!!\Even if you cant walk or stand,\or even if you cant have kids!\Ill still marry you!\Ill always stay by your side.\The Yui I met here isnt fake. response:	Its the real Yui!
context: I cant walk or even stand...\I said no matter what kind!!\Even if you cant walk or stand,\or even if you cant have kids!\Ill still marry you!\Ill always stay by your side.\The Yui I met here isnt fake.\Its the real Yui! response:	No matter where or how I meet you, Ill fall in love with you.
context: I said no matter what kind!!\Even if you cant walk or stand,\or even if you cant have kids!\Ill still marry you!\Ill always stay by your side.\The Yui I met here isnt fake.\Its the real Yui!\No matter where or how I meet you, Ill fall in love with you. response:	If I can meet you again, against the 6 billion to 1 odds,
context: Even if you cant walk or stand,\or even if you cant have kids!\Ill still marry you!\Ill always stay by your side.\The Yui I met here isnt fake.\Its the real Yui!\No matter where or how I meet you, Ill fall in love with you.\If I can meet you again, against the 6 billion to 1 odds, response:	and even if your body cant move,
context: or even if you cant have kids!\Ill still marry you!\Ill always stay by your side.\The Yui I met here isnt fake.\Its the real Yui!\No matter where or how I meet you, Ill fall in love with you.\If I can meet you again, against the 6 billion to 1 odds,\and even if your body cant move, response:	Ill marry you.
context: Ill still marry you!\Ill always stay by your side.\The Yui I met here isnt fake.\Its the real Yui!\No matter where or how I meet you, Ill fall in love with you.\If I can meet you again, against the 6 billion to 1 odds,\and even if your body cant move,\Ill marry you. response:	We wont meet...
context: Ill always stay by your side.\The Yui I met here isnt fake.\Its the real Yui!\No matter where or how I meet you, Ill fall in love with you.\If I can meet you again, against the 6 billion to 1 odds,\and even if your body cant move,\Ill marry you.\We wont meet... response:	Im always in bed at home.
context: The Yui I met here isnt fake.\Its the real Yui!\No matter where or how I meet you, Ill fall in love with you.\If I can meet you again, against the 6 billion to 1 odds,\and even if your body cant move,\Ill marry you.\We wont meet...\Im always in bed at home. response:	I play baseball you know.
context: Its the real Yui!\No matter where or how I meet you, Ill fall in love with you.\If I can meet you again, against the 6 billion to 1 odds,\and even if your body cant move,\Ill marry you.\We wont meet...\Im always in bed at home.\I play baseball you know. response:	One day, Ill smash a baseball through your window,
context: No matter where or how I meet you, Ill fall in love with you.\If I can meet you again, against the 6 billion to 1 odds,\and even if your body cant move,\Ill marry you.\We wont meet...\Im always in bed at home.\I play baseball you know.\One day, Ill smash a baseball through your window, response:	and when I go to get it, Ill find you.
context: If I can meet you again, against the 6 billion to 1 odds,\and even if your body cant move,\Ill marry you.\We wont meet...\Im always in bed at home.\I play baseball you know.\One day, Ill smash a baseball through your window,\and when I go to get it, Ill find you. response:	Thats how well meet.
context: and even if your body cant move,\Ill marry you.\We wont meet...\Im always in bed at home.\I play baseball you know.\One day, Ill smash a baseball through your window,\and when I go to get it, Ill find you.\Thats how well meet. response:	Well end up talking, we'll get along, and before I know it Ill be visiting you every day.
context: Ill marry you.\We wont meet...\Im always in bed at home.\I play baseball you know.\One day, Ill smash a baseball through your window,\and when I go to get it, Ill find you.\Thats how well meet.\Well end up talking, we'll get along, and before I know it Ill be visiting you every day. response:	What do you think?
context: We wont meet...\Im always in bed at home.\I play baseball you know.\One day, Ill smash a baseball through your window,\and when I go to get it, Ill find you.\Thats how well meet.\Well end up talking, we'll get along, and before I know it Ill be visiting you every day.\What do you think? response:	Yeah...
context: Im always in bed at home.\I play baseball you know.\One day, Ill smash a baseball through your window,\and when I go to get it, Ill find you.\Thats how well meet.\Well end up talking, we'll get along, and before I know it Ill be visiting you every day.\What do you think?\Yeah... response:	Hey, when that happens...
context: I play baseball you know.\One day, Ill smash a baseball through your window,\and when I go to get it, Ill find you.\Thats how well meet.\Well end up talking, we'll get along, and before I know it Ill be visiting you every day.\What do you think?\Yeah...\Hey, when that happens... response:	My moms always working hard by herself to take care of me...
context: One day, Ill smash a baseball through your window,\and when I go to get it, Ill find you.\Thats how well meet.\Well end up talking, we'll get along, and before I know it Ill be visiting you every day.\What do you think?\Yeah...\Hey, when that happens...\My moms always working hard by herself to take care of me... response:	Could you help her out?
context: and when I go to get it, Ill find you.\Thats how well meet.\Well end up talking, we'll get along, and before I know it Ill be visiting you every day.\What do you think?\Yeah...\Hey, when that happens...\My moms always working hard by herself to take care of me...\Could you help her out? response:	Leave it to me.
context: Thats how well meet.\Well end up talking, we'll get along, and before I know it Ill be visiting you every day.\What do you think?\Yeah...\Hey, when that happens...\My moms always working hard by herself to take care of me...\Could you help her out?\Leave it to me. response:	Thank goodness...
context: Well end up talking, we'll get along, and before I know it Ill be visiting you every day.\What do you think?\Yeah...\Hey, when that happens...\My moms always working hard by herself to take care of me...\Could you help her out?\Leave it to me.\Thank goodness... response:	Are you okay with that?
context: What do you think?\Yeah...\Hey, when that happens...\My moms always working hard by herself to take care of me...\Could you help her out?\Leave it to me.\Thank goodness...\Are you okay with that? response:	Of course.
context: Yeah...\Hey, when that happens...\My moms always working hard by herself to take care of me...\Could you help her out?\Leave it to me.\Thank goodness...\Are you okay with that?\Of course. response:	What are you going to do now?
context: Hey, when that happens...\My moms always working hard by herself to take care of me...\Could you help her out?\Leave it to me.\Thank goodness...\Are you okay with that?\Of course.\What are you going to do now? response:	Ill help you out till the end.
context: My moms always working hard by herself to take care of me...\Could you help her out?\Leave it to me.\Thank goodness...\Are you okay with that?\Of course.\What are you going to do now?\Ill help you out till the end. response:	There are still lots of our friends who need help.
context: Could you help her out?\Leave it to me.\Thank goodness...\Are you okay with that?\Of course.\What are you going to do now?\Ill help you out till the end.\There are still lots of our friends who need help. response:	I see.
context: Leave it to me.\Thank goodness...\Are you okay with that?\Of course.\What are you going to do now?\Ill help you out till the end.\There are still lots of our friends who need help.\I see. response:	What the hell did I just cut?
context: Thank goodness...\Are you okay with that?\Of course.\What are you going to do now?\Ill help you out till the end.\There are still lots of our friends who need help.\I see.\What the hell did I just cut? response:	A shadow?
context: Are you okay with that?\Of course.\What are you going to do now?\Ill help you out till the end.\There are still lots of our friends who need help.\I see.\What the hell did I just cut?\A shadow? response:	Explain it a bit more clearly.
context: Of course.\What are you going to do now?\Ill help you out till the end.\There are still lots of our friends who need help.\I see.\What the hell did I just cut?\A shadow?\Explain it a bit more clearly. response:	Thats the only explanation I have.
context: What are you going to do now?\Ill help you out till the end.\There are still lots of our friends who need help.\I see.\What the hell did I just cut?\A shadow?\Explain it a bit more clearly.\Thats the only explanation I have. response:	Noda - san just ran here and defeated it.
context: Ill help you out till the end.\There are still lots of our friends who need help.\I see.\What the hell did I just cut?\A shadow?\Explain it a bit more clearly.\Thats the only explanation I have.\Noda - san just ran here and defeated it. response:	Oyama - san by himself was in danger.
context: There are still lots of our friends who need help.\I see.\What the hell did I just cut?\A shadow?\Explain it a bit more clearly.\Thats the only explanation I have.\Noda - san just ran here and defeated it.\Oyama - san by himself was in danger. response:	Danger?
context: I see.\What the hell did I just cut?\A shadow?\Explain it a bit more clearly.\Thats the only explanation I have.\Noda - san just ran here and defeated it.\Oyama - san by himself was in danger.\Danger? response:	What?
context: What the hell did I just cut?\A shadow?\Explain it a bit more clearly.\Thats the only explanation I have.\Noda - san just ran here and defeated it.\Oyama - san by himself was in danger.\Danger?\What? response:	<p<preview>
context: A shadow?\Explain it a bit more clearly.\Thats the only explanation I have.\Noda - san just ran here and defeated it.\Oyama - san by himself was in danger.\Danger?\What?\<p<preview> response:	This world is developing an abnormality.
context: Explain it a bit more clearly.\Thats the only explanation I have.\Noda - san just ran here and defeated it.\Oyama - san by himself was in danger.\Danger?\What?\<p<preview>\This world is developing an abnormality. response:	He did something again?
context: Thats the only explanation I have.\Noda - san just ran here and defeated it.\Oyama - san by himself was in danger.\Danger?\What?\<p<preview>\This world is developing an abnormality.\He did something again? response:	For him to drop his glasses...
context: Noda - san just ran here and defeated it.\Oyama - san by himself was in danger.\Danger?\What?\<p<preview>\This world is developing an abnormality.\He did something again?\For him to drop his glasses... response:	Is this a bad dream?
context: Oyama - san by himself was in danger.\Danger?\What?\<p<preview>\This world is developing an abnormality.\He did something again?\For him to drop his glasses...\Is this a bad dream? response:	I tried to save them too!
context: Danger?\What?\<p<preview>\This world is developing an abnormality.\He did something again?\For him to drop his glasses...\Is this a bad dream?\I tried to save them too! response:	I dont need backup!
context: What?\<p<preview>\This world is developing an abnormality.\He did something again?\For him to drop his glasses...\Is this a bad dream?\I tried to save them too!\I dont need backup! response:	This is too irregular..
context: <p<preview>\This world is developing an abnormality.\He did something again?\For him to drop his glasses...\Is this a bad dream?\I tried to save them too!\I dont need backup!\This is too irregular.. response:	Somethings coming, Otonashi - san!
context: This world is developing an abnormality.\He did something again?\For him to drop his glasses...\Is this a bad dream?\I tried to save them too!\I dont need backup!\This is too irregular..\Somethings coming, Otonashi - san! response:	Even being erased by Angel would be better than this!
context: He did something again?\For him to drop his glasses...\Is this a bad dream?\I tried to save them too!\I dont need backup!\This is too irregular..\Somethings coming, Otonashi - san!\Even being erased by Angel would be better than this! response:	Youll disappear!
context: For him to drop his glasses...\Is this a bad dream?\I tried to save them too!\I dont need backup!\This is too irregular..\Somethings coming, Otonashi - san!\Even being erased by Angel would be better than this!\Youll disappear! response:	Dammit!
context: Is this a bad dream?\I tried to save them too!\I dont need backup!\This is too irregular..\Somethings coming, Otonashi - san!\Even being erased by Angel would be better than this!\Youll disappear!\Dammit! response:	Yurippe!
context: I tried to save them too!\I dont need backup!\This is too irregular..\Somethings coming, Otonashi - san!\Even being erased by Angel would be better than this!\Youll disappear!\Dammit!\Yurippe! response:	Ive got one!
context: I dont need backup!\This is too irregular..\Somethings coming, Otonashi - san!\Even being erased by Angel would be better than this!\Youll disappear!\Dammit!\Yurippe!\Ive got one! response:	Well, if we can, well meet again.
context: This is too irregular..\Somethings coming, Otonashi - san!\Even being erased by Angel would be better than this!\Youll disappear!\Dammit!\Yurippe!\Ive got one!\Well, if we can, well meet again. response:	TS
context: Somethings coming, Otonashi - san!\Even being erased by Angel would be better than this!\Youll disappear!\Dammit!\Yurippe!\Ive got one!\Well, if we can, well meet again.\TS response:	Incinerator
context: Even being erased by Angel would be better than this!\Youll disappear!\Dammit!\Yurippe!\Ive got one!\Well, if we can, well meet again.\TS\Incinerator response:	Study block A - Empty Classroom
context: Youll disappear!\Dammit!\Yurippe!\Ive got one!\Well, if we can, well meet again.\TS\Incinerator\Study block A - Empty Classroom response:	Main Dining Hall - Front
context: Dammit!\Yurippe!\Ive got one!\Well, if we can, well meet again.\TS\Incinerator\Study block A - Empty Classroom\Main Dining Hall - Front response:	Several hours later
context: Yurippe!\Ive got one!\Well, if we can, well meet again.\TS\Incinerator\Study block A - Empty Classroom\Main Dining Hall - Front\Several hours later response:	Study Block - Passageway
context: Ive got one!\Well, if we can, well meet again.\TS\Incinerator\Study block A - Empty Classroom\Main Dining Hall - Front\Several hours later\Study Block - Passageway response:	Study Block C - Mens toilet
context: Well, if we can, well meet again.\TS\Incinerator\Study block A - Empty Classroom\Main Dining Hall - Front\Several hours later\Study Block - Passageway\Study Block C - Mens toilet response:	Soccer field
context: TS\Incinerator\Study block A - Empty Classroom\Main Dining Hall - Front\Several hours later\Study Block - Passageway\Study Block C - Mens toilet\Soccer field response:	Baseball field
context: Incinerator\Study block A - Empty Classroom\Main Dining Hall - Front\Several hours later\Study Block - Passageway\Study Block C - Mens toilet\Soccer field\Baseball field response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: Study block A - Empty Classroom\Main Dining Hall - Front\Several hours later\Study Block - Passageway\Study Block C - Mens toilet\Soccer field\Baseball field\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: Main Dining Hall - Front\Several hours later\Study Block - Passageway\Study Block C - Mens toilet\Soccer field\Baseball field\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: Several hours later\Study Block - Passageway\Study Block C - Mens toilet\Soccer field\Baseball field\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: Study Block - Passageway\Study Block C - Mens toilet\Soccer field\Baseball field\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: Study Block C - Mens toilet\Soccer field\Baseball field\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: Soccer field\Baseball field\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: Baseball field\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
context: It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.\It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel. response:	It is absurd to think you call yourself a man. Ill beat your girly ass till you learn some guts for the sake of sportsmanship. Ill be waiting after school at the soccer grounds. Angel.
