context: Oh damn, they're doing it! response:	Looks like I fell asleep again.
context: Don't we?!\Kengo!\Let's go!\Killing yourself is just plain wrong!\Kengo may be regretting it.\He could have done something to stop this from happening.\Come back here!\Before something terrible happens! response:	You're a brilliant student!
context: Kengo!\Let's go!\Killing yourself is just plain wrong!\Kengo may be regretting it.\He could have done something to stop this from happening.\Come back here!\Before something terrible happens!\You're a brilliant student! response:	You don't need archery! Just study and get wonderful grades!
context: Let's go!\Killing yourself is just plain wrong!\Kengo may be regretting it.\He could have done something to stop this from happening.\Come back here!\Before something terrible happens!\You're a brilliant student!\You don't need archery! Just study and get wonderful grades! response:	No... No...
context: Killing yourself is just plain wrong!\Kengo may be regretting it.\He could have done something to stop this from happening.\Come back here!\Before something terrible happens!\You're a brilliant student!\You don't need archery! Just study and get wonderful grades!\No... No... response:	What do we do?
context: Kengo may be regretting it.\He could have done something to stop this from happening.\Come back here!\Before something terrible happens!\You're a brilliant student!\You don't need archery! Just study and get wonderful grades!\No... No...\What do we do? response:	It doesn't look like she wants to die.
context: He could have done something to stop this from happening.\Come back here!\Before something terrible happens!\You're a brilliant student!\You don't need archery! Just study and get wonderful grades!\No... No...\What do we do?\It doesn't look like she wants to die. response:	She's shaking.
context: Come back here!\Before something terrible happens!\You're a brilliant student!\You don't need archery! Just study and get wonderful grades!\No... No...\What do we do?\It doesn't look like she wants to die.\She's shaking. response:	It's only a minor obstacle! You can't give up now!
context: Before something terrible happens!\You're a brilliant student!\You don't need archery! Just study and get wonderful grades!\No... No...\What do we do?\It doesn't look like she wants to die.\She's shaking.\It's only a minor obstacle! You can't give up now! response:	No one here understands her.
context: You're a brilliant student!\You don't need archery! Just study and get wonderful grades!\No... No...\What do we do?\It doesn't look like she wants to die.\She's shaking.\It's only a minor obstacle! You can't give up now!\No one here understands her. response:	Koshiki!
context: You don't need archery! Just study and get wonderful grades!\No... No...\What do we do?\It doesn't look like she wants to die.\She's shaking.\It's only a minor obstacle! You can't give up now!\No one here understands her.\Koshiki! response:	Kengo...
context: No... No...\What do we do?\It doesn't look like she wants to die.\She's shaking.\It's only a minor obstacle! You can't give up now!\No one here understands her.\Koshiki!\Kengo... response:	If Kengo couldn't do it, those adults definitely can't.
context: What do we do?\It doesn't look like she wants to die.\She's shaking.\It's only a minor obstacle! You can't give up now!\No one here understands her.\Koshiki!\Kengo...\If Kengo couldn't do it, those adults definitely can't. response:	Hey! Do you hear me?!
context: It doesn't look like she wants to die.\She's shaking.\It's only a minor obstacle! You can't give up now!\No one here understands her.\Koshiki!\Kengo...\If Kengo couldn't do it, those adults definitely can't.\Hey! Do you hear me?! response:	Koshiki!
context: She's shaking.\It's only a minor obstacle! You can't give up now!\No one here understands her.\Koshiki!\Kengo...\If Kengo couldn't do it, those adults definitely can't.\Hey! Do you hear me?!\Koshiki! response:	Stop it!
context: It's only a minor obstacle! You can't give up now!\No one here understands her.\Koshiki!\Kengo...\If Kengo couldn't do it, those adults definitely can't.\Hey! Do you hear me?!\Koshiki!\Stop it! response:	Stop!
context: No one here understands her.\Koshiki!\Kengo...\If Kengo couldn't do it, those adults definitely can't.\Hey! Do you hear me?!\Koshiki!\Stop it!\Stop! response:	Stop!
context: Koshiki!\Kengo...\If Kengo couldn't do it, those adults definitely can't.\Hey! Do you hear me?!\Koshiki!\Stop it!\Stop!\Stop! response:	Stay away!
context: Kengo...\If Kengo couldn't do it, those adults definitely can't.\Hey! Do you hear me?!\Koshiki!\Stop it!\Stop!\Stop!\Stay away! response:	No!
context: If Kengo couldn't do it, those adults definitely can't.\Hey! Do you hear me?!\Koshiki!\Stop it!\Stop!\Stop!\Stay away!\No! response:	Wait!
context: Hey! Do you hear me?!\Koshiki!\Stop it!\Stop!\Stop!\Stay away!\No!\Wait! response:	Go back to your classroom!
context: Koshiki!\Stop it!\Stop!\Stop!\Stay away!\No!\Wait!\Go back to your classroom! response:	If you don't, you'll be punished!
context: Stop it!\Stop!\Stop!\Stay away!\No!\Wait!\Go back to your classroom!\If you don't, you'll be punished! response:	What happened?
context: Stop!\Stop!\Stay away!\No!\Wait!\Go back to your classroom!\If you don't, you'll be punished!\What happened? response:	She's fine.
context: Stop!\Stay away!\No!\Wait!\Go back to your classroom!\If you don't, you'll be punished!\What happened?\She's fine. response:	Yeah, he's totally awesome.
context: Stay away!\No!\Wait!\Go back to your classroom!\If you don't, you'll be punished!\What happened?\She's fine.\Yeah, he's totally awesome. response:	The fact that your legs are fine can only be explained by your outstanding athletic prowess.
context: No!\Wait!\Go back to your classroom!\If you don't, you'll be punished!\What happened?\She's fine.\Yeah, he's totally awesome.\The fact that your legs are fine can only be explained by your outstanding athletic prowess. response:	Yeah.
context: Wait!\Go back to your classroom!\If you don't, you'll be punished!\What happened?\She's fine.\Yeah, he's totally awesome.\The fact that your legs are fine can only be explained by your outstanding athletic prowess.\Yeah. response:	But... your arm...
context: Go back to your classroom!\If you don't, you'll be punished!\What happened?\She's fine.\Yeah, he's totally awesome.\The fact that your legs are fine can only be explained by your outstanding athletic prowess.\Yeah.\But... your arm... response:	I've taken even your dreams from you.
context: If you don't, you'll be punished!\What happened?\She's fine.\Yeah, he's totally awesome.\The fact that your legs are fine can only be explained by your outstanding athletic prowess.\Yeah.\But... your arm...\I've taken even your dreams from you. response:	It's just a fracture.
context: What happened?\She's fine.\Yeah, he's totally awesome.\The fact that your legs are fine can only be explained by your outstanding athletic prowess.\Yeah.\But... your arm...\I've taken even your dreams from you.\It's just a fracture. response:	It'll be back to normal in two months.
context: She's fine.\Yeah, he's totally awesome.\The fact that your legs are fine can only be explained by your outstanding athletic prowess.\Yeah.\But... your arm...\I've taken even your dreams from you.\It's just a fracture.\It'll be back to normal in two months. response:	But you can't participate in the match anymore!
context: Yeah, he's totally awesome.\The fact that your legs are fine can only be explained by your outstanding athletic prowess.\Yeah.\But... your arm...\I've taken even your dreams from you.\It's just a fracture.\It'll be back to normal in two months.\But you can't participate in the match anymore! response:	That's all it means.
context: The fact that your legs are fine can only be explained by your outstanding athletic prowess.\Yeah.\But... your arm...\I've taken even your dreams from you.\It's just a fracture.\It'll be back to normal in two months.\But you can't participate in the match anymore!\That's all it means. response:	That's not all it means.
context: Yeah.\But... your arm...\I've taken even your dreams from you.\It's just a fracture.\It'll be back to normal in two months.\But you can't participate in the match anymore!\That's all it means.\That's not all it means. response:	You can't practice with your team...
context: But... your arm...\I've taken even your dreams from you.\It's just a fracture.\It'll be back to normal in two months.\But you can't participate in the match anymore!\That's all it means.\That's not all it means.\You can't practice with your team... response:	What do you mean, practice with your team?
context: I've taken even your dreams from you.\It's just a fracture.\It'll be back to normal in two months.\But you can't participate in the match anymore!\That's all it means.\That's not all it means.\You can't practice with your team...\What do you mean, practice with your team? response:	The Kendo Team moderator has suspended Kengo from all practice sessions this term.
context: It's just a fracture.\It'll be back to normal in two months.\But you can't participate in the match anymore!\That's all it means.\That's not all it means.\You can't practice with your team...\What do you mean, practice with your team?\The Kendo Team moderator has suspended Kengo from all practice sessions this term. response:	Why?!
context: It'll be back to normal in two months.\But you can't participate in the match anymore!\That's all it means.\That's not all it means.\You can't practice with your team...\What do you mean, practice with your team?\The Kendo Team moderator has suspended Kengo from all practice sessions this term.\Why?! response:	Because Kengo pushed his moderator out of the way.
context: But you can't participate in the match anymore!\That's all it means.\That's not all it means.\You can't practice with your team...\What do you mean, practice with your team?\The Kendo Team moderator has suspended Kengo from all practice sessions this term.\Why?!\Because Kengo pushed his moderator out of the way. response:	You serious?
context: That's all it means.\That's not all it means.\You can't practice with your team...\What do you mean, practice with your team?\The Kendo Team moderator has suspended Kengo from all practice sessions this term.\Why?!\Because Kengo pushed his moderator out of the way.\You serious? response:	But you saved Koshiki-san!
context: That's not all it means.\You can't practice with your team...\What do you mean, practice with your team?\The Kendo Team moderator has suspended Kengo from all practice sessions this term.\Why?!\Because Kengo pushed his moderator out of the way.\You serious?\But you saved Koshiki-san! response:	I'm sorry.
context: You can't practice with your team...\What do you mean, practice with your team?\The Kendo Team moderator has suspended Kengo from all practice sessions this term.\Why?!\Because Kengo pushed his moderator out of the way.\You serious?\But you saved Koshiki-san!\I'm sorry. response:	Koshiki.
context: What do you mean, practice with your team?\The Kendo Team moderator has suspended Kengo from all practice sessions this term.\Why?!\Because Kengo pushed his moderator out of the way.\You serious?\But you saved Koshiki-san!\I'm sorry.\Koshiki. response:	Can you promise me something?
context: The Kendo Team moderator has suspended Kengo from all practice sessions this term.\Why?!\Because Kengo pushed his moderator out of the way.\You serious?\But you saved Koshiki-san!\I'm sorry.\Koshiki.\Can you promise me something? response:	Never do anything like that again.
context: Why?!\Because Kengo pushed his moderator out of the way.\You serious?\But you saved Koshiki-san!\I'm sorry.\Koshiki.\Can you promise me something?\Never do anything like that again. response:	Yes.
context: Because Kengo pushed his moderator out of the way.\You serious?\But you saved Koshiki-san!\I'm sorry.\Koshiki.\Can you promise me something?\Never do anything like that again.\Yes. response:	You saved my life.
context: You serious?\But you saved Koshiki-san!\I'm sorry.\Koshiki.\Can you promise me something?\Never do anything like that again.\Yes.\You saved my life. response:	I won't throw it away again.
context: But you saved Koshiki-san!\I'm sorry.\Koshiki.\Can you promise me something?\Never do anything like that again.\Yes.\You saved my life.\I won't throw it away again. response:	I'm not trying to guilt you into anything.
context: I'm sorry.\Koshiki.\Can you promise me something?\Never do anything like that again.\Yes.\You saved my life.\I won't throw it away again.\I'm not trying to guilt you into anything. response:	You just need to live your life as yourself.
context: Koshiki.\Can you promise me something?\Never do anything like that again.\Yes.\You saved my life.\I won't throw it away again.\I'm not trying to guilt you into anything.\You just need to live your life as yourself. response:	I'll live like myself as well.
context: Can you promise me something?\Never do anything like that again.\Yes.\You saved my life.\I won't throw it away again.\I'm not trying to guilt you into anything.\You just need to live your life as yourself.\I'll live like myself as well. response:	But you can't do kendo anymore...
context: Never do anything like that again.\Yes.\You saved my life.\I won't throw it away again.\I'm not trying to guilt you into anything.\You just need to live your life as yourself.\I'll live like myself as well.\But you can't do kendo anymore... response:	Can you really be yourself?
context: Yes.\You saved my life.\I won't throw it away again.\I'm not trying to guilt you into anything.\You just need to live your life as yourself.\I'll live like myself as well.\But you can't do kendo anymore...\Can you really be yourself? response:	Koshiki, I told you.
context: You saved my life.\I won't throw it away again.\I'm not trying to guilt you into anything.\You just need to live your life as yourself.\I'll live like myself as well.\But you can't do kendo anymore...\Can you really be yourself?\Koshiki, I told you. response:	You can find another way to live.
context: I won't throw it away again.\I'm not trying to guilt you into anything.\You just need to live your life as yourself.\I'll live like myself as well.\But you can't do kendo anymore...\Can you really be yourself?\Koshiki, I told you.\You can find another way to live. response:	Even if you despair in losing one way.
context: I'm not trying to guilt you into anything.\You just need to live your life as yourself.\I'll live like myself as well.\But you can't do kendo anymore...\Can you really be yourself?\Koshiki, I told you.\You can find another way to live.\Even if you despair in losing one way. response:	You'll find something else to do.
context: You just need to live your life as yourself.\I'll live like myself as well.\But you can't do kendo anymore...\Can you really be yourself?\Koshiki, I told you.\You can find another way to live.\Even if you despair in losing one way.\You'll find something else to do. response:	You're seriously going to bat?!
context: I'll live like myself as well.\But you can't do kendo anymore...\Can you really be yourself?\Koshiki, I told you.\You can find another way to live.\Even if you despair in losing one way.\You'll find something else to do.\You're seriously going to bat?! response:	Rin, pitch!
context: But you can't do kendo anymore...\Can you really be yourself?\Koshiki, I told you.\You can find another way to live.\Even if you despair in losing one way.\You'll find something else to do.\You're seriously going to bat?!\Rin, pitch! response:	As hard as you can!
context: Can you really be yourself?\Koshiki, I told you.\You can find another way to live.\Even if you despair in losing one way.\You'll find something else to do.\You're seriously going to bat?!\Rin, pitch!\As hard as you can! response:	How're you gonna hit with that arm?
context: Koshiki, I told you.\You can find another way to live.\Even if you despair in losing one way.\You'll find something else to do.\You're seriously going to bat?!\Rin, pitch!\As hard as you can!\How're you gonna hit with that arm? response:	Wafu...
context: You can find another way to live.\Even if you despair in losing one way.\You'll find something else to do.\You're seriously going to bat?!\Rin, pitch!\As hard as you can!\How're you gonna hit with that arm?\Wafu... response:	One arm.
context: Even if you despair in losing one way.\You'll find something else to do.\You're seriously going to bat?!\Rin, pitch!\As hard as you can!\How're you gonna hit with that arm?\Wafu...\One arm. response:	Normally, you wouldn't be able to do a full swing,
context: You'll find something else to do.\You're seriously going to bat?!\Rin, pitch!\As hard as you can!\How're you gonna hit with that arm?\Wafu...\One arm.\Normally, you wouldn't be able to do a full swing, response:	let alone scrape the ball.
context: You're seriously going to bat?!\Rin, pitch!\As hard as you can!\How're you gonna hit with that arm?\Wafu...\One arm.\Normally, you wouldn't be able to do a full swing,\let alone scrape the ball. response:	And even if you could hit the ball, you can't run with that thing.
context: Rin, pitch!\As hard as you can!\How're you gonna hit with that arm?\Wafu...\One arm.\Normally, you wouldn't be able to do a full swing,\let alone scrape the ball.\And even if you could hit the ball, you can't run with that thing. response:	Bring it, Rin!
context: As hard as you can!\How're you gonna hit with that arm?\Wafu...\One arm.\Normally, you wouldn't be able to do a full swing,\let alone scrape the ball.\And even if you could hit the ball, you can't run with that thing.\Bring it, Rin! response:	That's enough.
context: How're you gonna hit with that arm?\Wafu...\One arm.\Normally, you wouldn't be able to do a full swing,\let alone scrape the ball.\And even if you could hit the ball, you can't run with that thing.\Bring it, Rin!\That's enough. response:	Just stop.
context: Wafu...\One arm.\Normally, you wouldn't be able to do a full swing,\let alone scrape the ball.\And even if you could hit the ball, you can't run with that thing.\Bring it, Rin!\That's enough.\Just stop. response:	Rin, keep going.
context: One arm.\Normally, you wouldn't be able to do a full swing,\let alone scrape the ball.\And even if you could hit the ball, you can't run with that thing.\Bring it, Rin!\That's enough.\Just stop.\Rin, keep going. response:	Pitch.
context: Normally, you wouldn't be able to do a full swing,\let alone scrape the ball.\And even if you could hit the ball, you can't run with that thing.\Bring it, Rin!\That's enough.\Just stop.\Rin, keep going.\Pitch. response:	Not yet!
context: let alone scrape the ball.\And even if you could hit the ball, you can't run with that thing.\Bring it, Rin!\That's enough.\Just stop.\Rin, keep going.\Pitch.\Not yet! response:	Just quit it, idiot!
context: And even if you could hit the ball, you can't run with that thing.\Bring it, Rin!\That's enough.\Just stop.\Rin, keep going.\Pitch.\Not yet!\Just quit it, idiot! response:	Rin.
context: Bring it, Rin!\That's enough.\Just stop.\Rin, keep going.\Pitch.\Not yet!\Just quit it, idiot!\Rin. response:	I told you not to go easy on me.
context: That's enough.\Just stop.\Rin, keep going.\Pitch.\Not yet!\Just quit it, idiot!\Rin.\I told you not to go easy on me. response:	Give me all you've got!
context: Just stop.\Rin, keep going.\Pitch.\Not yet!\Just quit it, idiot!\Rin.\I told you not to go easy on me.\Give me all you've got! response:	Come on, Rin.
context: Rin, keep going.\Pitch.\Not yet!\Just quit it, idiot!\Rin.\I told you not to go easy on me.\Give me all you've got!\Come on, Rin. response:	Do it!
context: Pitch.\Not yet!\Just quit it, idiot!\Rin.\I told you not to go easy on me.\Give me all you've got!\Come on, Rin.\Do it! response:	Pitch, Rin! With everything you've got!
context: Not yet!\Just quit it, idiot!\Rin.\I told you not to go easy on me.\Give me all you've got!\Come on, Rin.\Do it!\Pitch, Rin! With everything you've got! response:	Okay.
context: Just quit it, idiot!\Rin.\I told you not to go easy on me.\Give me all you've got!\Come on, Rin.\Do it!\Pitch, Rin! With everything you've got!\Okay. response:	He did it with one arm...
context: Rin.\I told you not to go easy on me.\Give me all you've got!\Come on, Rin.\Do it!\Pitch, Rin! With everything you've got!\Okay.\He did it with one arm... response:	Well done.
context: I told you not to go easy on me.\Give me all you've got!\Come on, Rin.\Do it!\Pitch, Rin! With everything you've got!\Okay.\He did it with one arm...\Well done. response:	Yahoo!
context: Give me all you've got!\Come on, Rin.\Do it!\Pitch, Rin! With everything you've got!\Okay.\He did it with one arm...\Well done.\Yahoo! response:	Wow! Wow!
context: Come on, Rin.\Do it!\Pitch, Rin! With everything you've got!\Okay.\He did it with one arm...\Well done.\Yahoo!\Wow! Wow! response:	Amazing.
context: Do it!\Pitch, Rin! With everything you've got!\Okay.\He did it with one arm...\Well done.\Yahoo!\Wow! Wow!\Amazing. response:	As long as I hit home runs, I can run the bases slowly without fear of an out.
context: Pitch, Rin! With everything you've got!\Okay.\He did it with one arm...\Well done.\Yahoo!\Wow! Wow!\Amazing.\As long as I hit home runs, I can run the bases slowly without fear of an out. response:	Yeah!
context: Okay.\He did it with one arm...\Well done.\Yahoo!\Wow! Wow!\Amazing.\As long as I hit home runs, I can run the bases slowly without fear of an out.\Yeah! response:	Kengo will keep proving that it's true...
context: He did it with one arm...\Well done.\Yahoo!\Wow! Wow!\Amazing.\As long as I hit home runs, I can run the bases slowly without fear of an out.\Yeah!\Kengo will keep proving that it's true... response:	That you can find another way to live.
context: Well done.\Yahoo!\Wow! Wow!\Amazing.\As long as I hit home runs, I can run the bases slowly without fear of an out.\Yeah!\Kengo will keep proving that it's true...\That you can find another way to live. response:	A wounded rookie appears.
context: Yahoo!\Wow! Wow!\Amazing.\As long as I hit home runs, I can run the bases slowly without fear of an out.\Yeah!\Kengo will keep proving that it's true...\That you can find another way to live.\A wounded rookie appears. response:	Alright! We've got our ninth member!
context: Wow! Wow!\Amazing.\As long as I hit home runs, I can run the bases slowly without fear of an out.\Yeah!\Kengo will keep proving that it's true...\That you can find another way to live.\A wounded rookie appears.\Alright! We've got our ninth member! response:	The Little Busters is now complete!
context: Amazing.\As long as I hit home runs, I can run the bases slowly without fear of an out.\Yeah!\Kengo will keep proving that it's true...\That you can find another way to live.\A wounded rookie appears.\Alright! We've got our ninth member!\The Little Busters is now complete! response:	I never thought I'd play baseball.
context: As long as I hit home runs, I can run the bases slowly without fear of an out.\Yeah!\Kengo will keep proving that it's true...\That you can find another way to live.\A wounded rookie appears.\Alright! We've got our ninth member!\The Little Busters is now complete!\I never thought I'd play baseball. response:	It's only a matter of time before our last member joins.
context: Yeah!\Kengo will keep proving that it's true...\That you can find another way to live.\A wounded rookie appears.\Alright! We've got our ninth member!\The Little Busters is now complete!\I never thought I'd play baseball.\It's only a matter of time before our last member joins. response:	He wouldn't change his mind now.
context: Kengo will keep proving that it's true...\That you can find another way to live.\A wounded rookie appears.\Alright! We've got our ninth member!\The Little Busters is now complete!\I never thought I'd play baseball.\It's only a matter of time before our last member joins.\He wouldn't change his mind now. response:	But he changed his mind.
context: That you can find another way to live.\A wounded rookie appears.\Alright! We've got our ninth member!\The Little Busters is now complete!\I never thought I'd play baseball.\It's only a matter of time before our last member joins.\He wouldn't change his mind now.\But he changed his mind. response:	Thanks to a completely unpredictable incident.
context: A wounded rookie appears.\Alright! We've got our ninth member!\The Little Busters is now complete!\I never thought I'd play baseball.\It's only a matter of time before our last member joins.\He wouldn't change his mind now.\But he changed his mind.\Thanks to a completely unpredictable incident. response:	Something you couldn't predict...
context: Alright! We've got our ninth member!\The Little Busters is now complete!\I never thought I'd play baseball.\It's only a matter of time before our last member joins.\He wouldn't change his mind now.\But he changed his mind.\Thanks to a completely unpredictable incident.\Something you couldn't predict... response:	But Kyousuke predicted it?
context: The Little Busters is now complete!\I never thought I'd play baseball.\It's only a matter of time before our last member joins.\He wouldn't change his mind now.\But he changed his mind.\Thanks to a completely unpredictable incident.\Something you couldn't predict...\But Kyousuke predicted it? response:	How?
context: I never thought I'd play baseball.\It's only a matter of time before our last member joins.\He wouldn't change his mind now.\But he changed his mind.\Thanks to a completely unpredictable incident.\Something you couldn't predict...\But Kyousuke predicted it?\How? response:	I'm forgetting something very important.
context: It's only a matter of time before our last member joins.\He wouldn't change his mind now.\But he changed his mind.\Thanks to a completely unpredictable incident.\Something you couldn't predict...\But Kyousuke predicted it?\How?\I'm forgetting something very important. response:	We've got all our members.
context: He wouldn't change his mind now.\But he changed his mind.\Thanks to a completely unpredictable incident.\Something you couldn't predict...\But Kyousuke predicted it?\How?\I'm forgetting something very important.\We've got all our members. response:	Now I'll announce the captain for our first game.
context: But he changed his mind.\Thanks to a completely unpredictable incident.\Something you couldn't predict...\But Kyousuke predicted it?\How?\I'm forgetting something very important.\We've got all our members.\Now I'll announce the captain for our first game. response:	Captain?
context: Thanks to a completely unpredictable incident.\Something you couldn't predict...\But Kyousuke predicted it?\How?\I'm forgetting something very important.\We've got all our members.\Now I'll announce the captain for our first game.\Captain? response:	It's not you, Kyousuke-san?
context: Something you couldn't predict...\But Kyousuke predicted it?\How?\I'm forgetting something very important.\We've got all our members.\Now I'll announce the captain for our first game.\Captain?\It's not you, Kyousuke-san? response:	No.
context: But Kyousuke predicted it?\How?\I'm forgetting something very important.\We've got all our members.\Now I'll announce the captain for our first game.\Captain?\It's not you, Kyousuke-san?\No. response:	The captain...
context: How?\I'm forgetting something very important.\We've got all our members.\Now I'll announce the captain for our first game.\Captain?\It's not you, Kyousuke-san?\No.\The captain... response:	will be Riki.
context: I'm forgetting something very important.\We've got all our members.\Now I'll announce the captain for our first game.\Captain?\It's not you, Kyousuke-san?\No.\The captain...\will be Riki. response:	I won't lead the Little Busters from now on.
context: We've got all our members.\Now I'll announce the captain for our first game.\Captain?\It's not you, Kyousuke-san?\No.\The captain...\will be Riki.\I won't lead the Little Busters from now on. response:	From this moment on, Riki,
context: Now I'll announce the captain for our first game.\Captain?\It's not you, Kyousuke-san?\No.\The captain...\will be Riki.\I won't lead the Little Busters from now on.\From this moment on, Riki, response:	you are the leader of the Little Busters!
context: Captain?\It's not you, Kyousuke-san?\No.\The captain...\will be Riki.\I won't lead the Little Busters from now on.\From this moment on, Riki,\you are the leader of the Little Busters! response:	Episode 25
context: It's not you, Kyousuke-san?\No.\The captain...\will be Riki.\I won't lead the Little Busters from now on.\From this moment on, Riki,\you are the leader of the Little Busters!\Episode 25 response:	Episode 25
context: No.\The captain...\will be Riki.\I won't lead the Little Busters from now on.\From this moment on, Riki,\you are the leader of the Little Busters!\Episode 25\Episode 25 response:	Episode 25
context: The captain...\will be Riki.\I won't lead the Little Busters from now on.\From this moment on, Riki,\you are the leader of the Little Busters!\Episode 25\Episode 25\Episode 25 response:	The Last Member
context: will be Riki.\I won't lead the Little Busters from now on.\From this moment on, Riki,\you are the leader of the Little Busters!\Episode 25\Episode 25\Episode 25\The Last Member response:	The Last Member
context: I won't lead the Little Busters from now on.\From this moment on, Riki,\you are the leader of the Little Busters!\Episode 25\Episode 25\Episode 25\The Last Member\The Last Member response:	The Last Member
context: From this moment on, Riki,\you are the leader of the Little Busters!\Episode 25\Episode 25\Episode 25\The Last Member\The Last Member\The Last Member response:	akaneiro no kumo
context: you are the leader of the Little Busters!\Episode 25\Episode 25\Episode 25\The Last Member\The Last Member\The Last Member\akaneiro no kumo response:	The clouds, lit bright orange,
context: Episode 25\Episode 25\Episode 25\The Last Member\The Last Member\The Last Member\akaneiro no kumo\The clouds, lit bright orange, response:	akaneiro no kumo
context: Episode 25\Episode 25\The Last Member\The Last Member\The Last Member\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo response:	The clouds, lit bright orange,
context: Episode 25\The Last Member\The Last Member\The Last Member\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange, response:	omoide mo futatsu
context: The Last Member\The Last Member\The Last Member\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu response:	And two of our memories
context: The Last Member\The Last Member\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories response:	omoide mo futatsu
context: The Last Member\akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu response:	And two of our memories
context: akaneiro no kumo\The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories response:	tooku nagareteyuku yo
context: The clouds, lit bright orange,\akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo response:	Floating far into the distance
context: akaneiro no kumo\The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance response:	tooku nagareteyuku yo
context: The clouds, lit bright orange,\omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo response:	Floating far into the distance
context: omoide mo futatsu\And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance response:	hibiku kane no oto
context: And two of our memories\omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto response:	The sound of the bell echoing,
context: omoide mo futatsu\And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing, response:	hibiku kane no oto
context: And two of our memories\tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto response:	The sound of the bell echoing,
context: tooku nagareteyuku yo\Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing, response:	kakera kimi to hitotsuzutsu
context: Floating far into the distance\tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu response:	Those pieces we shared, one each
context: tooku nagareteyuku yo\Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each response:	kakera kimi to hitotsuzutsu
context: Floating far into the distance\hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu response:	Those pieces we shared, one each
context: hibiku kane no oto\The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each response:	ashita wa tenki ni nare
context: The sound of the bell echoing,\hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare response:	I hope tomorrow will be sunny
context: hibiku kane no oto\The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny response:	ashita wa tenki ni nare
context: The sound of the bell echoing,\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare response:	I hope tomorrow will be sunny
context: kakera kimi to hitotsuzutsu\Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny response:	hoshi no mukou ikeru kana
context: Those pieces we shared, one each\kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana response:	Can we go beyond the stars?
context: kakera kimi to hitotsuzutsu\Those pieces we shared, one each\ashita wa tenki ni nare\I hope tomorrow will be sunny\ashita wa tenki ni nare\I hope tomorrow will be sunny\hoshi no mukou ikeru kana\Can we go beyond the stars? response:	hoshi no mukou ikeru kana
