context: Interviews with Monster Girls response:	Succubus-san Is a Real Adult
context: N-No, he is part of this school, but...\I like Takahashi-sensei!\I do, too!\Kusakabe\Kusakabe!\On our next day off, wanna hang out?\Huh? N-No, I'll pass on that.\Come on, come on! Just this once! response:	Really, I'll pass...
context: I like Takahashi-sensei!\I do, too!\Kusakabe\Kusakabe!\On our next day off, wanna hang out?\Huh? N-No, I'll pass on that.\Come on, come on! Just this once!\Really, I'll pass... response:	Sorry.
context: I do, too!\Kusakabe\Kusakabe!\On our next day off, wanna hang out?\Huh? N-No, I'll pass on that.\Come on, come on! Just this once!\Really, I'll pass...\Sorry. response:	H-Hey...
context: Kusakabe\Kusakabe!\On our next day off, wanna hang out?\Huh? N-No, I'll pass on that.\Come on, come on! Just this once!\Really, I'll pass...\Sorry.\H-Hey... response:	Ow!
context: Kusakabe!\On our next day off, wanna hang out?\Huh? N-No, I'll pass on that.\Come on, come on! Just this once!\Really, I'll pass...\Sorry.\H-Hey...\Ow! response:	Ouch!
context: On our next day off, wanna hang out?\Huh? N-No, I'll pass on that.\Come on, come on! Just this once!\Really, I'll pass...\Sorry.\H-Hey...\Ow!\Ouch! response:	Why did you hit us, Tetsu-sensei?
context: Huh? N-No, I'll pass on that.\Come on, come on! Just this once!\Really, I'll pass...\Sorry.\H-Hey...\Ow!\Ouch!\Why did you hit us, Tetsu-sensei? response:	I was trying to talk to Kusakabe.
context: Come on, come on! Just this once!\Really, I'll pass...\Sorry.\H-Hey...\Ow!\Ouch!\Why did you hit us, Tetsu-sensei?\I was trying to talk to Kusakabe. response:	And you just took that out on us?
context: Really, I'll pass...\Sorry.\H-Hey...\Ow!\Ouch!\Why did you hit us, Tetsu-sensei?\I was trying to talk to Kusakabe.\And you just took that out on us? response:	This guy's unbelievable.
context: Sorry.\H-Hey...\Ow!\Ouch!\Why did you hit us, Tetsu-sensei?\I was trying to talk to Kusakabe.\And you just took that out on us?\This guy's unbelievable. response:	Sorry... The thing is that I've tried talking to her several times,
context: H-Hey...\Ow!\Ouch!\Why did you hit us, Tetsu-sensei?\I was trying to talk to Kusakabe.\And you just took that out on us?\This guy's unbelievable.\Sorry... The thing is that I've tried talking to her several times, response:	but she keeps running away from me.
context: Ow!\Ouch!\Why did you hit us, Tetsu-sensei?\I was trying to talk to Kusakabe.\And you just took that out on us?\This guy's unbelievable.\Sorry... The thing is that I've tried talking to her several times,\but she keeps running away from me. response:	Hmm...
context: Ouch!\Why did you hit us, Tetsu-sensei?\I was trying to talk to Kusakabe.\And you just took that out on us?\This guy's unbelievable.\Sorry... The thing is that I've tried talking to her several times,\but she keeps running away from me.\Hmm... response:	Wouldn't she come if you called her on the PA?
context: Why did you hit us, Tetsu-sensei?\I was trying to talk to Kusakabe.\And you just took that out on us?\This guy's unbelievable.\Sorry... The thing is that I've tried talking to her several times,\but she keeps running away from me.\Hmm...\Wouldn't she come if you called her on the PA? response:	Well, I just want to talk to her out of personal interest.
context: I was trying to talk to Kusakabe.\And you just took that out on us?\This guy's unbelievable.\Sorry... The thing is that I've tried talking to her several times,\but she keeps running away from me.\Hmm...\Wouldn't she come if you called her on the PA?\Well, I just want to talk to her out of personal interest. response:	So I know being too persistent is a bad approach, but...
context: And you just took that out on us?\This guy's unbelievable.\Sorry... The thing is that I've tried talking to her several times,\but she keeps running away from me.\Hmm...\Wouldn't she come if you called her on the PA?\Well, I just want to talk to her out of personal interest.\So I know being too persistent is a bad approach, but... response:	What's wrong with him?
context: This guy's unbelievable.\Sorry... The thing is that I've tried talking to her several times,\but she keeps running away from me.\Hmm...\Wouldn't she come if you called her on the PA?\Well, I just want to talk to her out of personal interest.\So I know being too persistent is a bad approach, but...\What's wrong with him? response:	What? What's up?
context: Sorry... The thing is that I've tried talking to her several times,\but she keeps running away from me.\Hmm...\Wouldn't she come if you called her on the PA?\Well, I just want to talk to her out of personal interest.\So I know being too persistent is a bad approach, but...\What's wrong with him?\What? What's up? response:	But she is a teenage girl.
context: but she keeps running away from me.\Hmm...\Wouldn't she come if you called her on the PA?\Well, I just want to talk to her out of personal interest.\So I know being too persistent is a bad approach, but...\What's wrong with him?\What? What's up?\But she is a teenage girl. response:	Asking her too many questions might be insensitive...
context: Hmm...\Wouldn't she come if you called her on the PA?\Well, I just want to talk to her out of personal interest.\So I know being too persistent is a bad approach, but...\What's wrong with him?\What? What's up?\But she is a teenage girl.\Asking her too many questions might be insensitive... response:	He's mumbling to himself.
context: Wouldn't she come if you called her on the PA?\Well, I just want to talk to her out of personal interest.\So I know being too persistent is a bad approach, but...\What's wrong with him?\What? What's up?\But she is a teenage girl.\Asking her too many questions might be insensitive...\He's mumbling to himself. response:	Tetsu-sensei is so weird...
context: Well, I just want to talk to her out of personal interest.\So I know being too persistent is a bad approach, but...\What's wrong with him?\What? What's up?\But she is a teenage girl.\Asking her too many questions might be insensitive...\He's mumbling to himself.\Tetsu-sensei is so weird... response:	I don't mind it, though.
context: So I know being too persistent is a bad approach, but...\What's wrong with him?\What? What's up?\But she is a teenage girl.\Asking her too many questions might be insensitive...\He's mumbling to himself.\Tetsu-sensei is so weird...\I don't mind it, though. response:	O-Oh?
context: What's wrong with him?\What? What's up?\But she is a teenage girl.\Asking her too many questions might be insensitive...\He's mumbling to himself.\Tetsu-sensei is so weird...\I don't mind it, though.\O-Oh? response:	You do?
context: What? What's up?\But she is a teenage girl.\Asking her too many questions might be insensitive...\He's mumbling to himself.\Tetsu-sensei is so weird...\I don't mind it, though.\O-Oh?\You do? response:	Wait, why make this a competition?
context: But she is a teenage girl.\Asking her too many questions might be insensitive...\He's mumbling to himself.\Tetsu-sensei is so weird...\I don't mind it, though.\O-Oh?\You do?\Wait, why make this a competition? response:	She's a student, and I'm a teacher!
context: Asking her too many questions might be insensitive...\He's mumbling to himself.\Tetsu-sensei is so weird...\I don't mind it, though.\O-Oh?\You do?\Wait, why make this a competition?\She's a student, and I'm a teacher! response:	Th-That's surprising.
context: He's mumbling to himself.\Tetsu-sensei is so weird...\I don't mind it, though.\O-Oh?\You do?\Wait, why make this a competition?\She's a student, and I'm a teacher!\Th-That's surprising. response:	So what did you want my advice about?
context: Tetsu-sensei is so weird...\I don't mind it, though.\O-Oh?\You do?\Wait, why make this a competition?\She's a student, and I'm a teacher!\Th-That's surprising.\So what did you want my advice about? response:	Oh, right, about that...
context: I don't mind it, though.\O-Oh?\You do?\Wait, why make this a competition?\She's a student, and I'm a teacher!\Th-That's surprising.\So what did you want my advice about?\Oh, right, about that... response:	I'm worried I might be a little too... well, childish for Takahashi-sensei.
context: O-Oh?\You do?\Wait, why make this a competition?\She's a student, and I'm a teacher!\Th-That's surprising.\So what did you want my advice about?\Oh, right, about that...\I'm worried I might be a little too... well, childish for Takahashi-sensei. response:	Awakening to Sexuality
context: You do?\Wait, why make this a competition?\She's a student, and I'm a teacher!\Th-That's surprising.\So what did you want my advice about?\Oh, right, about that...\I'm worried I might be a little too... well, childish for Takahashi-sensei.\Awakening to Sexuality response:	I want to be more mature,
context: Wait, why make this a competition?\She's a student, and I'm a teacher!\Th-That's surprising.\So what did you want my advice about?\Oh, right, about that...\I'm worried I might be a little too... well, childish for Takahashi-sensei.\Awakening to Sexuality\I want to be more mature, response:	but I don't know what that truly means.
context: She's a student, and I'm a teacher!\Th-That's surprising.\So what did you want my advice about?\Oh, right, about that...\I'm worried I might be a little too... well, childish for Takahashi-sensei.\Awakening to Sexuality\I want to be more mature,\but I don't know what that truly means. response:	That's why you asked me?
context: Th-That's surprising.\So what did you want my advice about?\Oh, right, about that...\I'm worried I might be a little too... well, childish for Takahashi-sensei.\Awakening to Sexuality\I want to be more mature,\but I don't know what that truly means.\That's why you asked me? response:	I-I'm not sure how to put it, but I see you
context: So what did you want my advice about?\Oh, right, about that...\I'm worried I might be a little too... well, childish for Takahashi-sensei.\Awakening to Sexuality\I want to be more mature,\but I don't know what that truly means.\That's why you asked me?\I-I'm not sure how to put it, but I see you response:	as the embodiment of an attractive, mature woman.
context: Oh, right, about that...\I'm worried I might be a little too... well, childish for Takahashi-sensei.\Awakening to Sexuality\I want to be more mature,\but I don't know what that truly means.\That's why you asked me?\I-I'm not sure how to put it, but I see you\as the embodiment of an attractive, mature woman. response:	And you look like you'd have a lot of experience, too.
context: I'm worried I might be a little too... well, childish for Takahashi-sensei.\Awakening to Sexuality\I want to be more mature,\but I don't know what that truly means.\That's why you asked me?\I-I'm not sure how to put it, but I see you\as the embodiment of an attractive, mature woman.\And you look like you'd have a lot of experience, too. response:	O-Oh...
context: Awakening to Sexuality\I want to be more mature,\but I don't know what that truly means.\That's why you asked me?\I-I'm not sure how to put it, but I see you\as the embodiment of an attractive, mature woman.\And you look like you'd have a lot of experience, too.\O-Oh... response:	Actually, I only look that way.
context: I want to be more mature,\but I don't know what that truly means.\That's why you asked me?\I-I'm not sure how to put it, but I see you\as the embodiment of an attractive, mature woman.\And you look like you'd have a lot of experience, too.\O-Oh...\Actually, I only look that way. response:	But you know, Machi-san...
context: but I don't know what that truly means.\That's why you asked me?\I-I'm not sure how to put it, but I see you\as the embodiment of an attractive, mature woman.\And you look like you'd have a lot of experience, too.\O-Oh...\Actually, I only look that way.\But you know, Machi-san... response:	Adults really aren't all that impressive.
context: That's why you asked me?\I-I'm not sure how to put it, but I see you\as the embodiment of an attractive, mature woman.\And you look like you'd have a lot of experience, too.\O-Oh...\Actually, I only look that way.\But you know, Machi-san...\Adults really aren't all that impressive. response:	I'm sorry if this sounds like I'm saying you're just a child,
context: I-I'm not sure how to put it, but I see you\as the embodiment of an attractive, mature woman.\And you look like you'd have a lot of experience, too.\O-Oh...\Actually, I only look that way.\But you know, Machi-san...\Adults really aren't all that impressive.\I'm sorry if this sounds like I'm saying you're just a child, response:	but a lot of the maturity that kids see is just a facade.
context: as the embodiment of an attractive, mature woman.\And you look like you'd have a lot of experience, too.\O-Oh...\Actually, I only look that way.\But you know, Machi-san...\Adults really aren't all that impressive.\I'm sorry if this sounds like I'm saying you're just a child,\but a lot of the maturity that kids see is just a facade. response:	A facade?
context: And you look like you'd have a lot of experience, too.\O-Oh...\Actually, I only look that way.\But you know, Machi-san...\Adults really aren't all that impressive.\I'm sorry if this sounds like I'm saying you're just a child,\but a lot of the maturity that kids see is just a facade.\A facade? response:	Yes, we want to appear admirable to society.
context: O-Oh...\Actually, I only look that way.\But you know, Machi-san...\Adults really aren't all that impressive.\I'm sorry if this sounds like I'm saying you're just a child,\but a lot of the maturity that kids see is just a facade.\A facade?\Yes, we want to appear admirable to society. response:	We want kids to respect us.
context: Actually, I only look that way.\But you know, Machi-san...\Adults really aren't all that impressive.\I'm sorry if this sounds like I'm saying you're just a child,\but a lot of the maturity that kids see is just a facade.\A facade?\Yes, we want to appear admirable to society.\We want kids to respect us. response:	It's a facade meant to achieve that.
context: But you know, Machi-san...\Adults really aren't all that impressive.\I'm sorry if this sounds like I'm saying you're just a child,\but a lot of the maturity that kids see is just a facade.\A facade?\Yes, we want to appear admirable to society.\We want kids to respect us.\It's a facade meant to achieve that. response:	I guess adults really are pretty vain.
context: Adults really aren't all that impressive.\I'm sorry if this sounds like I'm saying you're just a child,\but a lot of the maturity that kids see is just a facade.\A facade?\Yes, we want to appear admirable to society.\We want kids to respect us.\It's a facade meant to achieve that.\I guess adults really are pretty vain. response:	Especially ones who do this kind of work.
context: I'm sorry if this sounds like I'm saying you're just a child,\but a lot of the maturity that kids see is just a facade.\A facade?\Yes, we want to appear admirable to society.\We want kids to respect us.\It's a facade meant to achieve that.\I guess adults really are pretty vain.\Especially ones who do this kind of work. response:	We want to look good.
context: but a lot of the maturity that kids see is just a facade.\A facade?\Yes, we want to appear admirable to society.\We want kids to respect us.\It's a facade meant to achieve that.\I guess adults really are pretty vain.\Especially ones who do this kind of work.\We want to look good. response:	Is that true for you, as well?
context: A facade?\Yes, we want to appear admirable to society.\We want kids to respect us.\It's a facade meant to achieve that.\I guess adults really are pretty vain.\Especially ones who do this kind of work.\We want to look good.\Is that true for you, as well? response:	Who can say?
context: Yes, we want to appear admirable to society.\We want kids to respect us.\It's a facade meant to achieve that.\I guess adults really are pretty vain.\Especially ones who do this kind of work.\We want to look good.\Is that true for you, as well?\Who can say? response:	Yes, it is!
context: We want kids to respect us.\It's a facade meant to achieve that.\I guess adults really are pretty vain.\Especially ones who do this kind of work.\We want to look good.\Is that true for you, as well?\Who can say?\Yes, it is! response:	T-Takahashi-sensei, too?
context: It's a facade meant to achieve that.\I guess adults really are pretty vain.\Especially ones who do this kind of work.\We want to look good.\Is that true for you, as well?\Who can say?\Yes, it is!\T-Takahashi-sensei, too? response:	Hmm... We are both adults, but he and I
context: I guess adults really are pretty vain.\Especially ones who do this kind of work.\We want to look good.\Is that true for you, as well?\Who can say?\Yes, it is!\T-Takahashi-sensei, too?\Hmm... We are both adults, but he and I response:	are about as many years apart as you and I.
context: Especially ones who do this kind of work.\We want to look good.\Is that true for you, as well?\Who can say?\Yes, it is!\T-Takahashi-sensei, too?\Hmm... We are both adults, but he and I\are about as many years apart as you and I. response:	But the one thing I can say
context: We want to look good.\Is that true for you, as well?\Who can say?\Yes, it is!\T-Takahashi-sensei, too?\Hmm... We are both adults, but he and I\are about as many years apart as you and I.\But the one thing I can say response:	is that Takahashi-sensei looks very mature to me, too.
context: Is that true for you, as well?\Who can say?\Yes, it is!\T-Takahashi-sensei, too?\Hmm... We are both adults, but he and I\are about as many years apart as you and I.\But the one thing I can say\is that Takahashi-sensei looks very mature to me, too. response:	He seems relaxed and carefree,
context: Who can say?\Yes, it is!\T-Takahashi-sensei, too?\Hmm... We are both adults, but he and I\are about as many years apart as you and I.\But the one thing I can say\is that Takahashi-sensei looks very mature to me, too.\He seems relaxed and carefree, response:	but he's very reliable.
context: Yes, it is!\T-Takahashi-sensei, too?\Hmm... We are both adults, but he and I\are about as many years apart as you and I.\But the one thing I can say\is that Takahashi-sensei looks very mature to me, too.\He seems relaxed and carefree,\but he's very reliable. response:	He's able to connect openly with anyone,
context: T-Takahashi-sensei, too?\Hmm... We are both adults, but he and I\are about as many years apart as you and I.\But the one thing I can say\is that Takahashi-sensei looks very mature to me, too.\He seems relaxed and carefree,\but he's very reliable.\He's able to connect openly with anyone, response:	but he doesn't push too far and end up hurting you.
context: Hmm... We are both adults, but he and I\are about as many years apart as you and I.\But the one thing I can say\is that Takahashi-sensei looks very mature to me, too.\He seems relaxed and carefree,\but he's very reliable.\He's able to connect openly with anyone,\but he doesn't push too far and end up hurting you. response:	I think it's pretty impressive.
context: are about as many years apart as you and I.\But the one thing I can say\is that Takahashi-sensei looks very mature to me, too.\He seems relaxed and carefree,\but he's very reliable.\He's able to connect openly with anyone,\but he doesn't push too far and end up hurting you.\I think it's pretty impressive. response:	And really attractive.
context: But the one thing I can say\is that Takahashi-sensei looks very mature to me, too.\He seems relaxed and carefree,\but he's very reliable.\He's able to connect openly with anyone,\but he doesn't push too far and end up hurting you.\I think it's pretty impressive.\And really attractive. response:	B-By the way, what is it you like about Takahashi-sensei?
context: is that Takahashi-sensei looks very mature to me, too.\He seems relaxed and carefree,\but he's very reliable.\He's able to connect openly with anyone,\but he doesn't push too far and end up hurting you.\I think it's pretty impressive.\And really attractive.\B-By the way, what is it you like about Takahashi-sensei? response:	Well...
context: He seems relaxed and carefree,\but he's very reliable.\He's able to connect openly with anyone,\but he doesn't push too far and end up hurting you.\I think it's pretty impressive.\And really attractive.\B-By the way, what is it you like about Takahashi-sensei?\Well... response:	Just like you said,
context: but he's very reliable.\He's able to connect openly with anyone,\but he doesn't push too far and end up hurting you.\I think it's pretty impressive.\And really attractive.\B-By the way, what is it you like about Takahashi-sensei?\Well...\Just like you said, response:	I guess I like how nice and dependable he is.
context: He's able to connect openly with anyone,\but he doesn't push too far and end up hurting you.\I think it's pretty impressive.\And really attractive.\B-By the way, what is it you like about Takahashi-sensei?\Well...\Just like you said,\I guess I like how nice and dependable he is. response:	I get you.
context: but he doesn't push too far and end up hurting you.\I think it's pretty impressive.\And really attractive.\B-By the way, what is it you like about Takahashi-sensei?\Well...\Just like you said,\I guess I like how nice and dependable he is.\I get you. response:	Also, I like how strong his arms are.
context: I think it's pretty impressive.\And really attractive.\B-By the way, what is it you like about Takahashi-sensei?\Well...\Just like you said,\I guess I like how nice and dependable he is.\I get you.\Also, I like how strong his arms are. response:	I totally get you!
context: And really attractive.\B-By the way, what is it you like about Takahashi-sensei?\Well...\Just like you said,\I guess I like how nice and dependable he is.\I get you.\Also, I like how strong his arms are.\I totally get you! response:	S-So on that note,
context: B-By the way, what is it you like about Takahashi-sensei?\Well...\Just like you said,\I guess I like how nice and dependable he is.\I get you.\Also, I like how strong his arms are.\I totally get you!\S-So on that note, response:	why not start with your appearance?
context: Well...\Just like you said,\I guess I like how nice and dependable he is.\I get you.\Also, I like how strong his arms are.\I totally get you!\S-So on that note,\why not start with your appearance? response:	Like with fashion or your hairstyle?
context: Just like you said,\I guess I like how nice and dependable he is.\I get you.\Also, I like how strong his arms are.\I totally get you!\S-So on that note,\why not start with your appearance?\Like with fashion or your hairstyle? response:	R-Right, that might be a good idea.
context: I guess I like how nice and dependable he is.\I get you.\Also, I like how strong his arms are.\I totally get you!\S-So on that note,\why not start with your appearance?\Like with fashion or your hairstyle?\R-Right, that might be a good idea. response:	Oh, but as for my hair...
context: I get you.\Also, I like how strong his arms are.\I totally get you!\S-So on that note,\why not start with your appearance?\Like with fashion or your hairstyle?\R-Right, that might be a good idea.\Oh, but as for my hair... response:	I, um, can't grow my hair out long.
context: Also, I like how strong his arms are.\I totally get you!\S-So on that note,\why not start with your appearance?\Like with fashion or your hairstyle?\R-Right, that might be a good idea.\Oh, but as for my hair...\I, um, can't grow my hair out long. response:	If it's too long, it gets slippery, so it's dangerous.
context: I totally get you!\S-So on that note,\why not start with your appearance?\Like with fashion or your hairstyle?\R-Right, that might be a good idea.\Oh, but as for my hair...\I, um, can't grow my hair out long.\If it's too long, it gets slippery, so it's dangerous. response:	Oh, I see! I'm sorry, I didn't notice!
context: S-So on that note,\why not start with your appearance?\Like with fashion or your hairstyle?\R-Right, that might be a good idea.\Oh, but as for my hair...\I, um, can't grow my hair out long.\If it's too long, it gets slippery, so it's dangerous.\Oh, I see! I'm sorry, I didn't notice! response:	I-It's okay. I can't grow it out, but I can change the style.
context: why not start with your appearance?\Like with fashion or your hairstyle?\R-Right, that might be a good idea.\Oh, but as for my hair...\I, um, can't grow my hair out long.\If it's too long, it gets slippery, so it's dangerous.\Oh, I see! I'm sorry, I didn't notice!\I-It's okay. I can't grow it out, but I can change the style. response:	Oh, but when I spoke to Takahashi-sensei about it...
context: Like with fashion or your hairstyle?\R-Right, that might be a good idea.\Oh, but as for my hair...\I, um, can't grow my hair out long.\If it's too long, it gets slippery, so it's dangerous.\Oh, I see! I'm sorry, I didn't notice!\I-It's okay. I can't grow it out, but I can change the style.\Oh, but when I spoke to Takahashi-sensei about it... response:	Hmm, really?
context: R-Right, that might be a good idea.\Oh, but as for my hair...\I, um, can't grow my hair out long.\If it's too long, it gets slippery, so it's dangerous.\Oh, I see! I'm sorry, I didn't notice!\I-It's okay. I can't grow it out, but I can change the style.\Oh, but when I spoke to Takahashi-sensei about it...\Hmm, really? response:	Well, I'm glad you're a dullahan, though.
context: Oh, but as for my hair...\I, um, can't grow my hair out long.\If it's too long, it gets slippery, so it's dangerous.\Oh, I see! I'm sorry, I didn't notice!\I-It's okay. I can't grow it out, but I can change the style.\Oh, but when I spoke to Takahashi-sensei about it...\Hmm, really?\Well, I'm glad you're a dullahan, though. response:	We sort of match. Isn't that cool?
context: I, um, can't grow my hair out long.\If it's too long, it gets slippery, so it's dangerous.\Oh, I see! I'm sorry, I didn't notice!\I-It's okay. I can't grow it out, but I can change the style.\Oh, but when I spoke to Takahashi-sensei about it...\Hmm, really?\Well, I'm glad you're a dullahan, though.\We sort of match. Isn't that cool? response:	Isn't that cool?
context: If it's too long, it gets slippery, so it's dangerous.\Oh, I see! I'm sorry, I didn't notice!\I-It's okay. I can't grow it out, but I can change the style.\Oh, but when I spoke to Takahashi-sensei about it...\Hmm, really?\Well, I'm glad you're a dullahan, though.\We sort of match. Isn't that cool?\Isn't that cool? response:	Isn't that cool?
context: Oh, I see! I'm sorry, I didn't notice!\I-It's okay. I can't grow it out, but I can change the style.\Oh, but when I spoke to Takahashi-sensei about it...\Hmm, really?\Well, I'm glad you're a dullahan, though.\We sort of match. Isn't that cool?\Isn't that cool?\Isn't that cool? response:	He said that, and it made me so happy,
context: I-It's okay. I can't grow it out, but I can change the style.\Oh, but when I spoke to Takahashi-sensei about it...\Hmm, really?\Well, I'm glad you're a dullahan, though.\We sort of match. Isn't that cool?\Isn't that cool?\Isn't that cool?\He said that, and it made me so happy, response:	I felt like I wouldn't mind keeping this style forever...
context: Oh, but when I spoke to Takahashi-sensei about it...\Hmm, really?\Well, I'm glad you're a dullahan, though.\We sort of match. Isn't that cool?\Isn't that cool?\Isn't that cool?\He said that, and it made me so happy,\I felt like I wouldn't mind keeping this style forever... response:	Sensei?
context: Hmm, really?\Well, I'm glad you're a dullahan, though.\We sort of match. Isn't that cool?\Isn't that cool?\Isn't that cool?\He said that, and it made me so happy,\I felt like I wouldn't mind keeping this style forever...\Sensei? response:	That sounds nice.
context: Well, I'm glad you're a dullahan, though.\We sort of match. Isn't that cool?\Isn't that cool?\Isn't that cool?\He said that, and it made me so happy,\I felt like I wouldn't mind keeping this style forever...\Sensei?\That sounds nice. response:	That sounds nice...
context: We sort of match. Isn't that cool?\Isn't that cool?\Isn't that cool?\He said that, and it made me so happy,\I felt like I wouldn't mind keeping this style forever...\Sensei?\That sounds nice.\That sounds nice... response:	That sounds so nice!
context: Isn't that cool?\Isn't that cool?\He said that, and it made me so happy,\I felt like I wouldn't mind keeping this style forever...\Sensei?\That sounds nice.\That sounds nice...\That sounds so nice! response:	Like, what, having matching hairstyles?!
context: Isn't that cool?\He said that, and it made me so happy,\I felt like I wouldn't mind keeping this style forever...\Sensei?\That sounds nice.\That sounds nice...\That sounds so nice!\Like, what, having matching hairstyles?! response:	And this?
context: He said that, and it made me so happy,\I felt like I wouldn't mind keeping this style forever...\Sensei?\That sounds nice.\That sounds nice...\That sounds so nice!\Like, what, having matching hairstyles?!\And this? response:	The second shelf.
context: I felt like I wouldn't mind keeping this style forever...\Sensei?\That sounds nice.\That sounds nice...\That sounds so nice!\Like, what, having matching hairstyles?!\And this?\The second shelf. response:	First Love
context: Sensei?\That sounds nice.\That sounds nice...\That sounds so nice!\Like, what, having matching hairstyles?!\And this?\The second shelf.\First Love response:	Okay.
context: That sounds nice.\That sounds nice...\That sounds so nice!\Like, what, having matching hairstyles?!\And this?\The second shelf.\First Love\Okay. response:	I am Satou Sakie.
context: That sounds nice...\That sounds so nice!\Like, what, having matching hairstyles?!\And this?\The second shelf.\First Love\Okay.\I am Satou Sakie. response:	And this?
context: That sounds so nice!\Like, what, having matching hairstyles?!\And this?\The second shelf.\First Love\Okay.\I am Satou Sakie.\And this? response:	Also the second shelf.
context: Like, what, having matching hairstyles?!\And this?\The second shelf.\First Love\Okay.\I am Satou Sakie.\And this?\Also the second shelf. response:	Okay.
context: And this?\The second shelf.\First Love\Okay.\I am Satou Sakie.\And this?\Also the second shelf.\Okay. response:	One Hundred Years of Solitude
context: The second shelf.\First Love\Okay.\I am Satou Sakie.\And this?\Also the second shelf.\Okay.\One Hundred Years of Solitude response:	The math teacher at Shibasaki High School.
context: First Love\Okay.\I am Satou Sakie.\And this?\Also the second shelf.\Okay.\One Hundred Years of Solitude\The math teacher at Shibasaki High School. response:	And...
context: Okay.\I am Satou Sakie.\And this?\Also the second shelf.\Okay.\One Hundred Years of Solitude\The math teacher at Shibasaki High School.\And... response:	Second shelf.
context: I am Satou Sakie.\And this?\Also the second shelf.\Okay.\One Hundred Years of Solitude\The math teacher at Shibasaki High School.\And...\Second shelf. response:	The Agony of Coming Into the World
context: And this?\Also the second shelf.\Okay.\One Hundred Years of Solitude\The math teacher at Shibasaki High School.\And...\Second shelf.\The Agony of Coming Into the World response:	I'm 24 and single.
context: Also the second shelf.\Okay.\One Hundred Years of Solitude\The math teacher at Shibasaki High School.\And...\Second shelf.\The Agony of Coming Into the World\I'm 24 and single. response:	Despite all this, I'm a real adult.
context: Okay.\One Hundred Years of Solitude\The math teacher at Shibasaki High School.\And...\Second shelf.\The Agony of Coming Into the World\I'm 24 and single.\Despite all this, I'm a real adult. response:	Oh, and listen to this. At lunch today...
context: One Hundred Years of Solitude\The math teacher at Shibasaki High School.\And...\Second shelf.\The Agony of Coming Into the World\I'm 24 and single.\Despite all this, I'm a real adult.\Oh, and listen to this. At lunch today... response:	Uh-huh?
context: The math teacher at Shibasaki High School.\And...\Second shelf.\The Agony of Coming Into the World\I'm 24 and single.\Despite all this, I'm a real adult.\Oh, and listen to this. At lunch today...\Uh-huh? response:	Satake, from class A, was hitting on a girl in the hall.
context: And...\Second shelf.\The Agony of Coming Into the World\I'm 24 and single.\Despite all this, I'm a real adult.\Oh, and listen to this. At lunch today...\Uh-huh?\Satake, from class A, was hitting on a girl in the hall. response:	For real?
context: Second shelf.\The Agony of Coming Into the World\I'm 24 and single.\Despite all this, I'm a real adult.\Oh, and listen to this. At lunch today...\Uh-huh?\Satake, from class A, was hitting on a girl in the hall.\For real? response:	He needs to think about where he is.
context: The Agony of Coming Into the World\I'm 24 and single.\Despite all this, I'm a real adult.\Oh, and listen to this. At lunch today...\Uh-huh?\Satake, from class A, was hitting on a girl in the hall.\For real?\He needs to think about where he is. response:	Who was the girl, anyway?
context: I'm 24 and single.\Despite all this, I'm a real adult.\Oh, and listen to this. At lunch today...\Uh-huh?\Satake, from class A, was hitting on a girl in the hall.\For real?\He needs to think about where he is.\Who was the girl, anyway? response:	Oh, that one chick...
context: Despite all this, I'm a real adult.\Oh, and listen to this. At lunch today...\Uh-huh?\Satake, from class A, was hitting on a girl in the hall.\For real?\He needs to think about where he is.\Who was the girl, anyway?\Oh, that one chick... response:	Kusakabe, from class A.
context: Oh, and listen to this. At lunch today...\Uh-huh?\Satake, from class A, was hitting on a girl in the hall.\For real?\He needs to think about where he is.\Who was the girl, anyway?\Oh, that one chick...\Kusakabe, from class A. response:	Oh, her?
context: Uh-huh?\Satake, from class A, was hitting on a girl in the hall.\For real?\He needs to think about where he is.\Who was the girl, anyway?\Oh, that one chick...\Kusakabe, from class A.\Oh, her? response:	She's kinda arrogant, don't you think?
context: Satake, from class A, was hitting on a girl in the hall.\For real?\He needs to think about where he is.\Who was the girl, anyway?\Oh, that one chick...\Kusakabe, from class A.\Oh, her?\She's kinda arrogant, don't you think? response:	Yeah, I think so, too.
context: For real?\He needs to think about where he is.\Who was the girl, anyway?\Oh, that one chick...\Kusakabe, from class A.\Oh, her?\She's kinda arrogant, don't you think?\Yeah, I think so, too. response:	Right?
context: He needs to think about where he is.\Who was the girl, anyway?\Oh, that one chick...\Kusakabe, from class A.\Oh, her?\She's kinda arrogant, don't you think?\Yeah, I think so, too.\Right? response:	Totally.
context: Who was the girl, anyway?\Oh, that one chick...\Kusakabe, from class A.\Oh, her?\She's kinda arrogant, don't you think?\Yeah, I think so, too.\Right?\Totally. response:	I mean, she is cute, but...
context: Oh, that one chick...\Kusakabe, from class A.\Oh, her?\She's kinda arrogant, don't you think?\Yeah, I think so, too.\Right?\Totally.\I mean, she is cute, but... response:	Yeah.
context: Kusakabe, from class A.\Oh, her?\She's kinda arrogant, don't you think?\Yeah, I think so, too.\Right?\Totally.\I mean, she is cute, but...\Yeah. response:	I admit she is cute,
context: Oh, her?\She's kinda arrogant, don't you think?\Yeah, I think so, too.\Right?\Totally.\I mean, she is cute, but...\Yeah.\I admit she is cute, response:	but she could hang out with him once, at least.
